Ayssi comensan las paraulas de Albucasim .	Thus begin the words of Al-Bukhary
E la extremitat de lu pus dejus, la qual es entromesa en le cul, sia sorda (so es no-uberta) mot leon, atrasent a subtilita; e en la un del latz de lu sian dos traucs, e en l’autre costat un trauc, e sia la amplesa del trauc segon la groseza dels rays e pus gros un petit.	"And the bottom end of it that is inserted into the handle should be blunt (i.e., not open) but pointed at its tip, tapering to a sharpness. And on one side there should be two holes and on the other side one hole, with the width of the holes being according to the thickness of the rays, with larger ones being smaller."
E sia la borsa en la qual sian pausadas las medicinas de vesica de bestia o de pel de ovelha, e la razit de lu sia un palm.	"And the purse in which bladder medicines from beasts or sheep wool are placed should have a root of one palm [approximately 7.62 cm]."
E sia perforada per motz traucs ayssi cum es revolvuda; e si l’espazi le qual es entre les traucs la grossetut del dit.	"And it should be pierced with many holes around it, so that when it is rotated, the space between the holes is equal to the thickness of your finger."
E aprop entromet en aquels traucs fiel fort de fiel cru le qual sia de detz fiels, o enviro aquels; e ajusta am aquel la borsa; e quan es pausada en lu la borsa, sia streyt en le cap del cristeri entre dos distingentz am fort costriccio, e aprop cristeriza am aquel quascun trauc: Mays la qualitat de cristerizar am aquel es que tu omples la borsa de la medicina, que sia escalfada segon la quantitat de la tolleransa del malaute; e guarda te que no sia trop cauda ni trop freja.	"And then insert strong, hot iron wire through the holes of the purse. After inserting it, fit the purse onto the cautery instrument and tighten it securely at the top of the cautery between two points with great force. Then cauterize using this method for each hole: But the key to cauterizing in this way is that you should fill the purse with the medicine, heated according to the tolerance level of the patient; be careful not to make it too hot or too cold."
E aprop le malaute sia resupinat sobre le sieu dos, e eleva las suas cambas en sus e pausa dejos lu un cuer sobre le qual ja so les homes o un lansol; e aprop unta la extramitat del cauteri am oli o am album de huou o am mucellage de fenugrec o de semblantz; e aprop entromet aquel en le cul am facilitat, e aprop le ministre prengua la borsa e exprema aquel am doas mas e essemps am vehemencia entro que sia evacuat en le budelh tot aquo que es en le cristeri; e aprop extra le cristeri e le malaute leva las suas cambas a la paret.	"And then have the patient lie on their back and raise their buttocks up. Place a cloth or towel underneath them to protect them from soiling themselves. Then apply oil or egg white or fenugreek mucilage or similar substance to the tip of the cautery instrument, insert it into the anus gently, then have the assistant take the purse, squeeze it with both hands and press it vigorously until everything inside the cautery is expelled from the bowel. Then remove the cautery instrument and let the patient lower their buttocks back down."
E si la medicina forsa aquel a eyssiment, tengua le tant quant poyra; e si dorm am aquel per tota una nueyt, es mays derier en juvament.	"If the medicine forces them to evacuate strongly, have them hold it as long as they can. And if they sleep with that in place for the whole night, it will be more effective in its action."
Mays si tu cristerizas aquel en las malautias de solucio de ventre e l’eyssiment de lu le coyta, lahoras tu itera le cauteri entro que sia sanat.	"But if you cauterize someone for disorders of the belly with evacuation and bleeding from there, then repeat the cautery procedure until they are healed."
E si en le cul so emorroydas o apostemas ledens, lahoras sia le cristeri mot subtil e leon, dels cristeris am les quals les enfantz so criterisatz.	"And if there are hemorrhoids or bleeding fistulas in the anus, then use a small and pointed cautery, such as those used for cauterizing children."
De curacio de las plaguas.	"On treating plagues:"
Yeu ja e dit en la divisio de la curacio de las plaguas aquo que convenia al libre, e yeu dic assi la curacio de aquelas am ma e am medicinas segon le conpliment.	"I have already mentioned in the division of plague treatments what was necessary for this book. And I will now explain how to treat them using me and medicines according to their respective requirements."
Donc dic que las plaguas son diversificadas segon aquo en que son faytas las plaguas e segon le loc sobre le qual cazo las plaquas.	"So I say that plagues are differentiated according to the condition in which they occur, and according to the location where the plague occurs."
E las causas per que motas vetz son faytas las plaguas so ayssi cum getament de peyra, o inscisio d’espaza o de cotel, o percussio am lansa, o am fustz, o am sageta, o semblantz ad aquels de motas causas.	"And the causes why plague often occurs are as follows: such as fracture of bone, or incision with knife or spear, or cut with sword, or blow with lance, club, or arrow, or similar things from many causes."
Mays las plaguas que so en les locz del cos so ayssi cum plagua la qual catz sobre le cap, o·l col, o·l pietz, o·l ventre, o·l fitge, e semblantz ad aquels dels membres.	"But the plagues that occur in different parts of the body are as follows: such as plague that occurs on the head, neck, chest, abdomen, buttocks, and similar ones on the limbs."
E yeu so recomtant la curacio de alcunas plaguas per que pauses aquela ratiocinacio e regla sobre las autras plaguas.	"And I am recounting here the treatment of some plagues because this reasoning and rule can also apply to other plagues."
E yeu comensare de las plaguas del cap simplas, quar la rememoracio de las compostas vindra al comensament del tertz capitol.	"I will begin with simple head wounds, as the treatment of compound ones will come at the beginning of the third chapter."
Donc dic que quan accideys en le cap plagua simpla e no es fractura, lahoras considera: si es per getament de peyra o de semblant, e ja ha trinquada la codena tant solament e es gran plagla e temes sobre aquel malaute havinement de apostema caut, lahoras tu te coyta e fleubotoma la cephalica tantost, e no tardas aquo; e extrats ad aquel del sanc segon la quantitat de la vertut de lu si no mes alcuna causa prohibent de fleubotomia, majorment si·l sanc que es eyssit de la plagua es pauc.	"So I say that when a simple wound occurs on the head and it is not a fracture, then consider this: if it was caused by a blow from a stone or similar object and only the scalp has been affected, and it is a large wound and you fear that there may be an abscess forming, then immediately perform a cephalic trepanation and flebotomy on the head. Do not delay in doing this, unless there is some other reason preventing flebotomy, especially if the blood that has flowed from the wound is sparse."
E sia la flaubotomia del contrari de la partida plaguada; e guardase le malaute de replecio e de vi e de viandas grossas.	"And perform the trepanation on the opposite side of the parted wound. Keep the patient from exertion and strong drink, as well as heavy food."
Mays si de la minuicio prohibeys alcuna causa, lahoras sia aminorat de la vianda e no apropinque a carn ni a vi.	"But if you prohibit any cause because of the minuteness of it, then let him have only light food and avoid meat and wine."
E pausa sobre la plagua, si a lu accideys apostema caut, coto enfus en oli rozat solet o en vi en le qual es stipticat.	"And pause on the wound. If an abscess forms, cut into it with roasted rose oil or wine mixed with tragacanth gum."
Mays si est segur de apostema caut, lahoras pausa sobre la plagua, si es recent am le sieu sanc e le ayre no ha mudat aquela la polvera la qual yeu recomtare aprop petit.	"If you are certain of an abscess, then place hot water over the inflammation if it is recent, mixed with its blood and air has not changed that powder which I will recommend soon."
E si le ayre ja ha mudada aquela, lahoras pausa sobre alscus enguentz entro que sia sanada.	"If the air has already changed there, then place hot water over the ulcer until it is healed."
Mays si la plagua es gran o es per inscizio d’espaza e de semblantz, e no so ajustadas las labias de lu per puvils, lahoras ajusta aquelas am sutura segon que yeu recomtare de la sutura de lor.	"If the wound is large or made by a sword cut and does not have its edges aligned due to dust, then align them with stitches according to my recommendation for wound stitching."
Mays si la plagua ja es discuberta del os e pen, e no es retencio de lu sino un petit suspensori, lahoras inscideys aquela e aprop cura la plagua am medicinas e restaura la carn aprop en loc de codena, e comanda al malaute que sia pescut de viandas en las quals es groceza: caps e formen coyt e semblantz a lor, entro que sia compost.	"If the wound is already open and exposed to the bone and only has slight swelling rather than retention, then incision should be made there and appropriate care given to the wound using medicines. The flesh should also be restored appropriately in place of sutures, and the patient commanded to abstain from foods that are coarse: cabbage, beans, peas, lentils and similar things, until recovery is complete."
E si atrobas en la codena putrefaccio e no adhereys al os, lahoras tu inscideys tot aquo poyrit e geta aquo, e aprop cura aquo.	"If you find putrefaction in the wound and it does not adhere to the bone, then incise all that is putrid, remove it, and dress the wound appropriately."
Mays si en aquestas plaguas es arteria o vena de la qual fluxs de sanc pot evenir, e no es abscindida per medicinas, lahoras tu inquier sobre la arteria, e si atrobas aquela no-inscidida, lahoras tu inscideys aquela am spatum, o lia aquela; e si necessitat te provoca que aquo que havem dit no comfereys, lahoras tu cauteriza entro que·l sanc sia abscidit.	"If in these wounds there is an artery or vein from which blood flows profusely and cannot be stopped by medicines, then inquire about the artery. If you find that it has not been incised, then incise it with a scalpel or ligate it; if necessary, cauterize until the bleeding stops."
E si aquestas plaguas son simplas e petitas, lahoras la causa de lor es leugiere; enayssi que tu polverizas sobre aquelas aquesta polvera, quar consolidada aquela denant que l’ayre mude aquelas.	"If these wounds are simple and small, then their cause is light. Therefore, you should powder them with this powder, so that they may be consolidated before the air can change them."
E la manieyra de la polvera es aquesta: recipe oli de enses partida una, de sanc de drago partida doas, de caus no-extincta partidas tres; sia tot mot trissat e crivellat, e de lu sia la plagua omplida, e sia constrengida per bona constriccio entro que be sobre aquela aderesca, e sia coagulada am le sanc.	"And the method for making this powder is as follows: take one part oil of sesame, two parts dragon's blood resin, three parts myrrh resin; grind them all together and sift it. Use this powder to fill the wound and constrain it with good constriction until it adheres well and coagulates with the blood."
E aprop strengeys aquela desus am pulvils e leyssa aquela, e no la deslias mentre esta ayssi que no es apostemada, quar no es eredicada de lu la medicina entro que sia sanada.	"And then apply this powder to it from above and leave it alone. Do not remove it while it is still adhering, because the medicine has not yet been eradicated from there until it is healed."
E alcuna vetz fa aquo sola cautz, quan no es a tu en present enses e sanc de drago.	"Sometimes you can use only cauterization when sesame oil and dragon's blood resin are not available to you."
E ja fa aquesta meteyssa operacio en las grans plaguas quan conveneys que sia pausada sobre aquelas e sian streytas, e so plaguas recentz am le lor sanc, las quals le ayre no ha alteradas.	"And this same operation should be performed on large wounds when it is appropriate to place them over those and they are straitened, especially fresh wounds with their blood, which have not yet been altered by the air."
E si le ayre las ha alteradas, e majorment quan es en temps d’estiu, lahoras no es entencio a la posicio de aquesta polvera, mays adonc cura aquelas am aquo que havem dit, enayssi que tu pauses sobre aquelas alcus enguents degistius, o que pauses sobre aquelas pols de la farina del ordi am aygua e mel entro que getan poyredura; e aprop cura aquelas am l’autra curacio entro que sian sanadas.	"But if the air has altered them, especially during summer time, then it is not appropriate to use this powder. In that case, treat those wounds with what we have said earlier: apply some suitable ointments over them, or use flour of barley mixed with water and honey until they become putrid; and then treat them with the other cure until they are healed."
Mays si accideys am la plagua fractura en os, e es petita, lahoras tu extratz aquo am gesti.	"But if a fracture of the bone occurs in a wound that is small, then you should treat it with this [powder]."
E yeu diyre la cura de las fracturas del cap en aquo que es envenidor.	"And I say that the treatment for fractures of the head is given above."
De las plaguas del col.	"Regarding wounds of the neck:"
Mays si la plagua accideys en le col, lahoras no es en lu differencia en medicacio, e entre la plagua del cap quan es simpla.	"But if a wound occurs on the neck, there is no difference in treatment between it and a simple head wound."
Mays si ja le nervi del col es inscis o arteria, lahoras si es nervi, no es en lu engen sino que sia evitada curacio de lu am aquo que fa vehement stipticitat, ayssi cum ziniar e zegi que es vetriol e semblantz a lor quar nozo als nervis e contrazo aquel.	"But if the nerve or artery of the neck is cut, then if it is a nerve, there is no other means than to avoid treatment with this [powder] that causes violent coagulation, such as vitriol and similar substances which harm nerves."
E no pauses sobre la plagua alcuna causa de tot freja, quar la sustancia dels nervis es freja e la continuacio de lu es am le cervel, le qual es le pus aut de totz les membres.	"And do not apply any cautery to the wound for any reason, because the substance of nerves is fragile and their continuity is with the brain, which is the master of all members."
E si’ aquo am que es curat de medicinas leugieras, ayssi cum es caus lavada am aygua dousa, alcuna veguada enfusa en oli rozat o no-rozat, e thucia quan es lavada am aygua dousa e las autras peyras minarantz segon aquesta manieyra, e enguentz humitz.	"And if it is treated with light medicines in this way, such as washing the wound with warm water, sometimes infused in uncooked or cooked oil, and then applying honey when washed with warm water and other minor ointments according to this method, and moistening them."
Mays si la plagua es gran, lahoras aministra sutura, o coarta las labias de lu, e aprop cura aquela am pulvils entro que sia sanada.	"But if the wound is large, then perform suturing or fasten the lips of it, and afterwards treat it with this powder until it is healed."
Mays si a la plagua es profunditat o accideys en lu a la pus bassa partida poyredura, lahoras perfora aquela en le loc mays depremegut.	"But if the wound has depth or if it occurs in a low-lying part that becomes putrid, then pierce it at its deepest point."
Mays si en la plagua ja es inscisa arteria e es conseguit flux de sanc, lahoras separa o secca aquela, o lia aquela, o cauteriza aquela si necessitat te provoca ad aquo.	"But if an artery is cut in the wound and bleeding occurs, then separate or dry it out, ligate it, or cauterize it if necessary."
Mays si ja ha insciditz les spondils del golayro o tot, e so salvadas las venas del col, lahoras tu ajusta las labias de la codena am sutura sobre la cana del golayro e no toques aquel; abantz egala aquel e reduzeys aquel sobre la sua figura natural, e aprop strenh aquel am strectura decent, e leyssa aquela per alcus jorns; e aprop cura aquel am enguentz en les quals es stipticitat e excitacio entro que sia sanat.	"But if the vertebrae of the spine have been severed completely and the veins of the neck are preserved, then approximate the lips of the wound over the spine with suturing without touching that part. Then elevate it gently and reduce it to its natural shape. Afterwards strengthen it with decent traction, leave it alone for a few days; and afterwards treat it with ointments that have coagulating and stimulating properties until it is healed."
Mays si la plagua ja en le os a fayta enprecio, lahoras percuireys aquela, e lahoras si en lu ha fragmentz de hos, extratz totz aquels que podes de lor; e aquo que a tu no es apparelhat, leyssa aquo entro que la plagua se poyrisca, e sia separat e la egrecio de lu sia alleujada.	"But if the wound has already reached the bone, then strike it with a mallet. And if there are fragments of bone in it, remove all that you can. But what cannot be removed, leave it alone until the wound becomes putrid and separates, and its inflammation is relieved."
E si la plagua es recent lahoras polveriza sobre aquela polvera la qual t’e recomtada.	"And if the wound is fresh, then powder it with the powder that I have recommended to you."
Mays si en la plagua es fayta fistula, lahoras cura aquela am aquo del qual la rememoracio vindra aprop en le sieu capitol.	"But if there is a fistula in the wound, then treat it with what will be remembered shortly in its proper chapter."
De las plaguas del col o de semblantz quan fayta entre las spallas e es fayta am spaza o am cotel o am lansa o am semblantz.	"Regarding wounds of the neck or similar ones that occur between the shoulders and are made with a sword, knife, lance, or similar instruments:"
Si es percussio de lansa o de cotel, e vezes de lu la profunditat, lahoras considera mays si de la plagua yeys ventositat quan le malaute elena; lahoras sapias que la plagua es mortal.	"If it is a wound made by a lance or knife, and its depth varies according to the force of the blow, then consider whether there is any wind sound coming from the wound when the patient breathes. If so, know that the wound is mortal."
E si en lu no es profunditat e la plagua es recent am le sieu sanc, lahoras tu pauses en lu de la primieyra horo polvera, e no strenhas aquel per que no sia le sanc retengut en la profunditat de lu e que retorne al cor e que aucigua le malaute, mays pausa en lu enguent atractiu, e deslia aquela doas veguadas le dia.	"And if it is not deep and the wound is fresh with its own blood, then pause in it with the first-hour powder, but do not compress it so that the blood does not accumulate in its depth and return to the heart causing harm. Instead, apply an attractive ointment and wash it twice a day."
E si l’enguent no es a tu present, lahoras tu pausa en le orrifici de la plagua coto viel per que sucque aquo que yeys de las humiditatz; e fay que le malaute dorma sobre la plagua per que corra aquo que es en lu ajustat.	"And if the ointment is not available, then place a piece of cotton in the wound to prevent anything from flowing out, and make sure that the patient sleeps on their side so that what has accumulated flows out."
Mays si ja de la plagua son passatz tres dias o mays e no accideys al malaute spasme ni tremor de cor mal ni strictura de ale, e vezes las autras dispozicios bonas de lu, lahoras sapias que plagua es salva; e adonc cura aquela am calguas e am l’autra curacio entro que sia sanada.	"But if three days or more have passed and no spasm, heart palpitations, or lung constriction has occurred in the patient, and other conditions are good, then know that the wound is safe. And so treat it with bandages and other treatments until it is healed."
Mays si la sanacio de lu es excusada, e ja tot temps es uberta, lahoras sapias que ja es fayta fistula; cura donc aquela per le sieu capitol.	"But if its healing is delayed and much time has passed, then know that a fistula has already formed. Therefore treat it according to the chapter on fistulas."
E si la plagua es per inscisio de spaza o de cotel, e es simpla en la superficia del pietz o del dos, lahoras cura aquela am aquo que es precedit de sutura, si es gran, o am polvera, si es petita.	"And if the wound is caused by a cut from a sword or knife and is simple on the surface of the skin or flesh, then treat it with what has been previously mentioned about suturing if it is large, or with powder if it is small."
Mays si ja ha fayta enprecio en le os, e so ja de lu inscizas pessas, lahoras tu torqua la plagua e coyta ad extrayre aquelas pessas, si so separadas.	"But if the wound has already reached the bone and pieces of it have been cut off, then turn the wound over and try to extract those pieces if they are separate."
Mays si no so separadas, lahoras leyssa las entro que se poyresca la plagua, que la extraccio de lor es alleujada.	"But if they are not separate, then leave them alone until the wound becomes putrid, for their extraction will be easier that way."
E de las autras plaguas accidentz en les autres membres le juvament en curacio es le juvament de aquo que havem dit.	"And regarding other accidental wounds in the other members, the remedy in treatment is the same as what has been said."
De las plaguas del ventre.	"Regarding abdominal wounds:"
L’indisposicio la qual accideys en le ventre es o gran, o pauc, o migiera.	"The condition that occurs in the abdomen is either large, small, or medium-sized."
De la gran alcunas veguadas yeys le budel o nervi del budel, per que es fayta intromissio de lor e la sutura de lor esser pus vehement e pus subtil.	"Regarding large ones, sometimes the bowel or nerve of the bowel comes out, causing an entrance into them and necessitating their suturing with great care and subtlety."
E disrupcio petita es fayta dificil per autra manieyra, e siec se que la reduccio de lor es pus dificil, si no te coytes de la intromissio de lor al sieu loc tantost, quar se ubre e es engrossat per que le intrament de lu es fayt difficil.	"When extraction is requested, it is difficult to achieve by other methods, and especially if the reduction of these is more difficult, unless you quickly remove the intrusion from its place, for if it opens and becomes enlarged because the entrance was difficult."
E donc la milhor disrupcio es migiera, quar en aquela no es dificil la reduccio del budel, ayssi cum es dificil en las doas specias denant ditas.	"The best extraction is through the middle, for in that case it is easy to reduce the intestines, unlike in the two species mentioned above."
E sapias que sutura del ventre es segon quatre manieyras, mays doas suturas son comunas que conveneysso en suturas de las autras plaguas del cors.	"And you should know that there are four ways to suture the abdomen, but two of these sutures are common and applicable to other wounds on the body."
E duas autras suturas proprias comunican a las autras plaguas, mays empero so mays proprias en la sutura del ventre.	"And the other two sutures are more specific to the abdomen, although they can be applied to other wounds as well."
E yeu recomti a tu quascuna am exposicio e declaracio.	"I will now recount each one with its exposition and explanation."
Donc dic que quan la plagua es petita e es eyssit alcuna causa del budel per aquela, e es fayt dificil a reduzir aquel, lahoras aquo es en una de doas manieyras: o per parvitat de la disrupcio ayssi cum havem dit, o quan al budel es venguda inflacio per la frigiditat de l’ayre.	"Therefore I say that when the wound is small and some cause of the intestines comes out through it, and it is difficult to reduce it, there are two ways: either because of the smallness of the disruption, as we have said, or when inflammation has come to the intestines due to the coldness of the air."
E donc quan aquo es ayssi, lahora cove que tu scalfes aquel enayssi que tu submerges una sponga ho drap humit en aygua tebeza sola, o que coguas en aygua squinant, e cyperum, e spic, e embroques am aquela le budel entro que la imflacio sia resolvuda.	"And therefore, when this is the case, you should then scrape that until you immerse a sponge or cloth wet in hot water alone, or you take water with squinant, cyperus, and spice, and bandage it around that part of the intestines so that the inflammation may be resolved."
E alcunas veguadas fa aquo vi en le qual ha stipticitat, e es milhor que la aygua sola en resolucio de la imflacio.	"And sometimes you will find this useful in cases where there is stricturing, and it is better that the water alone be used for resolving the inflammation."
E donc cum tu vezes la imflacio esser resolvuda, lahoras tu humecta le budel am aygua en la qual es coyta altea e malvas, quar per aquo es alleujat le intrament de lu am pauca causa.	"Therefore, once the inflammation has been resolved, you should then moisten the intestines with water in which common salt and mallows have been boiled, for this relieves the pain caused by it."
Mays si es escusat le intrament de lu aprop aquesta curacio, lahoras scindeys la disrupcio un petit am strument am le qual so inscididas emorroydas.	"But if the pain has not been relieved by this treatment, then carefully cut the disruption a little with an instrument with which it is incised, and remove theemorrhoids."
E la curacio primieyra es milhor, quan es propriada que no es seccio, e no sia occupacio a seccar aprop necessitat e defaliment.	"And the primary treatment is better, when it is proper that it not be cut, and there is no need to cut except in case of necessity or deficiency."
Del instrument, sec se la forma de lu:	"What is the shape of the instrument?"
La una partida de lu torta aguda, e l’autra partida no-acuta, e la extremitat subtil, e no sia am la subtilitat de spatum, abantz sia obtusa un pauc.	"The one end of it is cut sharp, and the other not sharp, and the tip is subtle, but not as subtle as a spatula, rather it is somewhat obtuse."
E donc cum la plagua es amplificada e yeys fora le budel, lahoras cove que la sua reduccio sia segon la forma de lu natural, en le sieu loc propri, si es possible sobre aquo, quar milhor es.	"And therefore, once the wound has been enlarged and extends outside the intestines, it is necessary that its reduction be according to the shape of nature itself in its proper place, if this is possible. For this is better."
Mays quan la disrupcio es ampla, e es en la partida pu bassa del ventre, lahoras cove que tu fassas jazer le malaute sobre le sieu dos, e pausa las suas cambas pus autas que·l sieu cap; e si es en la partida pus desus del ventre, lahoras tu pause le cap de lu e·l pietz pus autz que las partidas dejos.	"But when the disruption is large and it is in the lower part of the belly, then you should make the sick person lie on his back, raise his buttocks as high as his head; but if it is in the upper part of the belly, then you should raise his head and raise his feet as high as the sides."
E semblantment si la disrupcio es en una de las doas partz del ventre, lahoras pausa la tua entencio e la tua consideracio tostemps en aysso per que la partida en la qual es la plagua sia pus auta que l’autra.	"And likewise if the disruption is in one of the two sides of the belly, then always pay attention and consideration to this, so that the side where there is the wound may be raised higher than the other."
E ayssi cove que tu aministres aquo en las plaguas grans e en las plaguas migieras.	"And this you should administer in both large wounds and medium-sized ones."
E en las plaguas petitas, pausa aquo que es a tu preparat, e aprop fay que·l ministre sia entre las tuas mas pyatados, le qual tengua la disrupcio tota am la sua ma e ajusta las labias de lu, e aprop descuebre de aquela ad aquel que siec la sutura alcuna causa aprop autra.	"And in small wounds, pay attention to what you have prepared, and especially that the person who ministers it be among your most skilled, who should hold the disruption entirely with his hand and adjust its lips together, and so that he may cover from this one to that which sews without any other cause."
E aquesta es la manieyra de sutura comuna: una que prenguas la agula, o comte de agula segon la cantitat de la amplitut de la plagua; e aprop layssa de la extremitat de la disrupcio del dit anular, e strenh la agula una, otre que tu no metas fiel en las doas extremitatz de la codena, am doas extremitatz del ciphac que es dejos la codena de las partidas dedintz, entro que fassas aquela penetrar de aquela partida; e tu ja has agreguadas doas extremitatz de la codena e doas extremitatz del ciphac, e so faytas quatre ordes.	"And this is the common manner of suturing: first take the needle, or count of needles according to the amount of the width of the wound; and then leave the end of the disruption on the finger, and thread the needle once, but do not put silk in both ends of the thread. With two ends of the silk, which is left outside the thread, enter it into that part until you have brought it out from there; and you already have four orders."
E aprop strenh am fiel doble en le circuit de la agula, e alcunas veguadas de doas partz ensemps, e aprop agregua las doas labias e la plagua per agreguacio decent; e aprop layssa la grossitut del dit e fiqua una autra agulha en aquela, e aprop lia aquela am fiel ayssi cum fiest am la primieyra agulha; e no cesses far aquo si es necessitat am las agulhas entro que ajas complida tota la contriccio de la plagua.	"And then thread with doubled silk around the needle, and sometimes from two parts together, and then join the two lips and the wound by proper joining; and then leave the thickness of the finger and insert another needle into it, and then tie that with silk in the same way as the first needle was tied. And do not cease doing this until you have completed all the contraction of the wound."
E sian las agulhas migieras entre groceza e subtilitat, quar las agulhas subtils mot leugierament insciden la carn; e las grossas so de dificil intrament en la codena, e donc per aquo cove que sian migieras en subtilitat e grosseza.	"And let the needles be medium between thickness and subtlety, for the thin needles easily cut into the flesh; but thick ones are difficult to insert into the thread. Therefore they should be medium in subtlety and thickness."
E no cove que la agulha sia ficada en doas extremitatz de la codena propdana mot, per so que la carn no sia inscidida leugierament e que la plagua se huebra devant la sua consolidacio.	"And it is not necessary that the needle be inserted into both ends of the thread very close together, for fear that the flesh should be easily cut and that the wound may open before its consolidation."
E no sian prolonguadas de sutura per que la plagua no sia prohibida de consolidacio.	"And do not make sutures too long so that the wound is not prevented from consolidation."
E aprop inscideys las extremitatz de las agulhas per so que no ledescan le malaute deves le sieu dormier; e pausaras sobre la sutura pulvils expanduts de tota partida, les quals tenguan las extremitatz de las agulhas; e layssa aquelas entro que sapias que la plagua ja es consolidada.	"And then cut the ends of the needles so that they do not bother the sick person while he is sleeping. And you will put powdered incense on the sutures from both sides, which should hold the ends of the needles; and leave them there until you know that the wound has already consolidated."
E aquestas specias de sutura am agulhas en cal manieyra es pus convenient en las plaguas petitas, quar habasta en la sutura de lor una agulha o doas o entorn aquelas.	"And these kinds of sutures with needles in whatever manner are more convenient for small wounds, since it is enough to use one needle or two or around them."
Mays la segonda sutura es cominal: e es que tu aministres am sutura las quatre extremitatz, de la codena e doas extremitatz del ciphac, en una veguada, am agulha en la qual sia fiel envolopat engual en subtilitat e grosseza.	"But the second suture is more common: and it is that you administer with sutures the four ends of the thread and both ends of the silk in one time, with a needle on which there is silk wrapped in subtlety and thickness."
E aprop quan am la agulha auras penetrat aquestas quatre extremitatz, reduzeys la agulha de aquela meteyssa partida de la qual comensest, per so que le fiel retrayt caja de la pus subirana partida a la plagua, per so que la sutura sia segon sutura de drap am la qual les draps so strengutz.	"And then when the needle has penetrated these four ends, reduce the needle from that same part where you began, so that the silk may draw back from the uppermost part of the wound to the bottom, so that the suture may be like a seam on cloth with which the threads are tightened."
E pausa entre quascuna sutura la quantitat del gros del dit mendre.	"And put between each suture the quantity of the thickness of the little finger."
E aquesta sutura sabo les homes.	"And this is what people know."
E am tal sutura yeu cozegui la plagua la qual era accidida a un home en le sieu ventre le qual era stat plaguat am un cotel, e era la disrrumpcio de la plagua major de un palm, e era eyssit dels budels entorn dos palms del budel del mieg loc e era la disrupcio en le mieg del membre; e adonc yeu reduzegui aquel depus que le budel havia stat foro la plagua per xxiiii horas.	"And with this suture I sewed a wound which had been accidentally inflicted on a man in his belly, who had been wounded with a dagger, and the disruption of the wound was more than a palm; it had exited from the intestines around two palms from the middle of the intestine, and the disruption was in the middle of the member. And then I reduced that after the intestines had been forced out by the wound for twenty-four hours."
E la plagua fo consolidada en le spazi de xv dias o entorn, e curegui aquel e es sanat; e aprop aquo visquec per motz ans, e es conversat en las suas disposicios.	"And the wound was consolidated in the space of fifteen days or thereabouts, and he was cured. And he lived for many years after that, and is still alive in his usual condition."
E les autres metges havian jutgat que no fora sanat; e per miracle foc, quar yeu no curegui aquel am enguent, quar era en loc en le qual enguent no era atrobat ni deguna medicina, mays pausegui sobre la plagua coto viel dos veguadas lo dia e ablucio assiduo am aygua de mel entro que foc sanat.	"And the other doctors had judged that he would not be healed. And by miracle it was so, for I did not cure him with an ointment, because there was no ointment nor any medicine to be found in that place; but twice a day I put a cloth moistened with honey water on the wound until he was healed."
Mays yeu diyre dos specias de sutura proprias segon narracio de Paraula.	"But I say two kinds of sutures proper according to the narration of the Word."
E es que tu comenses am sutura de la codena, e entrometas agulha de la partida deforo a la partida dedintz.	"And it is that you begin with suturing the thread and insert the needle from without into within."
E donc cum la agulha penetra en la codena e en aquel meteys lacertz segon rectetut e en longetut de tot le cos, e layssa la extremita del ciphac en le qual has entromesa la agulha; e fay penetrar en la autra extremitat la agulha de la partida dedintz a la partida deforo en l’autra extremitat del mihat.	"And then when the needle penetrates into the thread and in that same part of the flesh according to its breadth and length throughout all the body, leave the end of the silk on which you have inserted the needle; and make the needle penetrate from within outwards in the other extremity of the member."
E don cum tu auras fayta aquela penetrar, lahoras tu fay aquela penetrar autra veguada en aquela meteyssa extremitat del mihat de la partida deforo a la partida dedintz; e leyssa la extramitat del ciphac que es en aquest latz, e fay penetrar la agulha en l’autra extremitat de la partida dedintz a la partida deforo.	When you have caused it to penetrate once, then cause it to penetrate again in that same spot of the right side outside to inside; and leave the extremity of the spleen which is on this side, and cause the needle to penetrate into the other extremity of the inside from the outside.
E fay penetrar am aquela la tua penetracio am la qual fas aquela penetrar en le ciphac en la extremitat del mirat la qual es en la partida de lu entro que tot aquel penetre.	And cause that penetration with which you cause it to penetrate in the spleen at the extremity of the mirror which is inside that everything may penetrate.
E aprop comensa de aquest meteys costat e cus aquel am la extremitat que es del ciphac en l’autra latz, e extratz la agulha de la codena la qual penetrec, e aprop redutz aquela en aquela codena e cos la extremitat del ciphac que es en l’autra costat am aquesta extramitat del mirat; e extratz aquela de la codena la qual es de part de lu.	And start from this same side and count with the extremity which is of the spleen on the other side, and withdraw the needle from the channel which you have penetrated, and again insert it into that channel and pass through the extremity of the spleen which is on the other side with this extremity of the mirror; and withdraw it from the channel which is towards them.
E fay aquo una veguada e autra, e fay aquo una veguada aprop autre veguada entro que tu cozes tot aquo que es deforo segon aquel eysemple.	And do this once or twice, and do this once again if you wish to do everything that is outside according to that example.
E la suma de aquesta manieyra de sutura es que tu cozes am sutura de pellicies am la qual cozo las pels, enayssi que tu cozes le ciphac una veguada de la part de la extremitat de la codena, e que leysses aquela autra veguada entro que la ajas complida.	And the sum of this manner of suturing is that you should suture with a suturing of the skin in such a way that you should suture the spleen once from the side of the channel extremity, and leave the other side until it has been completed.
