Ayssi comensan las paraulas de Albucasim .	Thus begin the words of Al-Bukharī
Mays quan se poyreys, es de lu elevada mala audor al cap, e al estomac, e aquo ledeys la malauta; e adonc cove que sian aministradas sub-fumiguacios e convenientz ad aquo.	"But when it disappears, it leaves behind a bad odor in the head and stomach, which harms the sick woman. And then fumigations and suitable remedies should be administered for that."
Mays alcus dels Antics ja so esproatz sub-fumigacio de nazitort e de figuas seccas.	"But some of the ancients used fumigation with nazitort and dried figs."
Forma de instrument am le qual la femna es sub-fumiguada deves la retentio de mestruas e de la segondina:	"The shape of an instrument with which a woman is fumigated due to the retention of menstruation and secondines:"
Sia fayta de veyre o de eram.	"It should be made of bronze or brass."
E sia pausada la extremitat subtil en le conh e la extremitat ampla sobre le foc, e la sub-fumiguacio sia pausada sobre las brazas del foc.	"And the fine extremity should be placed in the vagina and the broad one on the fire, and fumigation should be applied to the embers of the fire."
E tengua aquela entro que sia consumida aquela sub-fumiguacio e itera·n autra.	"And keep adding more until that fumigation is consumed, then repeat another."
De curacio del cul del enfant no-perforat.	Of treating the imperforate anus of a child
Motz enfantz naysso e les culs de lu no so perforatz, les quals ya ciphac subtil e opilat.	Many children are born with imperforate anuses that are subtle and obstructed.
Adonc cove a la matrona que perfore am le sieu dit aquel ciphac; e sino, perfora aquel am spatum agut, e guarda se que no toque le lacert.	Therefore it falls to the midwife to pierce this opening with her finger, and if not, then to pierce it with a sharp spike, taking care not to touch the intestine.
E aprop pause sobre aquel lana enfusa en vi e oli; e aprop cura aquel am enguent entro que sia senat.	And she should place thereupon some wool soaked in wine and oil, and keep wiping until clean.
Mays si temes que sia opilat, lahoras pausa en le trauc una canula per motz dias, e osta la quan le enfant voldra degerir.	But if you fear it is obstructed, then place a catheter there for several days to drain, and remove it when the child wants to eat.
E ja accideys oppilacio del cul per consolidacio de plagua o de apostema; adonc cove que aquela consolidacio sia inscidida, e aprop sia curada am aquo que avem dit de la curacio e del plom.	And if an obstruction of the anus occurs due to a collection of pus or an abscess, then it is necessary to incise that collection and similarly treat it with the remedies mentioned above for the lead.
De curacio de las fistulas que endeveno dejos.	Of treating fistulas that develop there.
Las fistulas que endeveno en la partida dejos pus bassa so nodacio e grossetut las quals endeveno prop del cul defora o en l’espazi de la una partida.	Fistulas that develop near the passage of the anus, which are swollen and thickened, often occur close to the buttocks externally or in the space between the buttocks.
E es una fistula o motas.	And it is a fistula or warts.
E cum aquela nodacio es antiquada e corr de la humiditat aygosa blanca o poyridura subtil, e alcunas veguadas so de aquestas fistulas alcunas penetrantz.	Moreover, when that swelling is chronic and comes from moist heat, it produces a white or clear yellowish fluid, and sometimes these fistulas have penetrating openings.
E aquelas penetrantz so conogudas per aquo que es eyssit de aquelas per la egressio e per ventosetat; e alcunas vetz use le malaute de egressio, e fort leu es eyssit de aquelas verm.	And these openings are recognized by what exits from them through the exit and via windiness; sometimes the disease manifests through discharge, and it is often discharged through worms.
E so de aquelas fistulas alcunas veguadas en l’espazi penetrantz entro a la vesica, e entro al meat de la vergua; e so de aquelas penetrantz entro la junctura de la coyssa e entro al notz de la coeta.	Sometimes these fistulas have penetrating openings that extend into the bladder and into the urethra; some of these openings extend into the junction of the scrotum and into the glands of the penis.
E aquo en que es conoguda fistula penetrant entro al cul e no-penetrant, es que tu metas le tieu dit endic en le cul, e entrometas tenta subtil de eram o de ferr en la fistula quan no y es turtuositat.	And to recognize a penetrating or non-penetrating fistulous opening entering the anus, you should insert your little finger into the anus and carefully probe the fistula with a fine thread of silk or iron when there is no obstruction.
Mays si en aquela es turtuositat, lahoras entromet en aquela tenta subtil de plom o de pels de caval entro que tu sentas la tenta o le pel en le tieu dit.	But if there is an obstruction, then insert a fine thread of lead or horsehair until you feel the thread or hair against your little finger.
E si no sentas aquela de tot ni no procezeys del trauc alcuna causa de egestio ni verm ni ventositat, ayssi cum havem dit, lahoras sapias que es no-penetrant, e lahoras coyta te a la curacio.	And if you do not feel anything with it and find no cause for discharge or worms or windiness, as we have said before, then you should know that it is non-penetrating, and thus begin the treatment.
E quan la fistula es penetrant entro a la vesica o entro al meat de la vergua, lahoras la significacio de lu es eyssiment de urina de aquela e prohibicio de lu ad aysso que·l loc am medicina sia consolidat.	And when a fistula is penetrating into the bladder or into the urethra, then its significance is that urine will be discharged from it and there will be impediment to it until it becomes consolidated according to what is taught in medicine.
Mays si es penetrant entro la junctura de la coyssa o entro al os e envencio de dolor en le circuit, lahoras senhal de lu es que la tenta perve entro aqui si en lu no es turtuositat entro al os, e envencio de dolor en le circuit de la partida; e que de lu yeys poyredura tostemps; e que no val en aquela medicacio, ni es consolidada am enguent.	But if it is penetrating into the scrotum or into the bone and there is pain around it, then its sign is that the probe may penetrate here if there is no obstruction in the bone, and there will be pain around the opening; and that there is always purulent matter; and that medicine has no effect on it, nor does it become consolidated with ointments.
E en totas aquelas fistulas penetrant no es curacio de tot, e la curacio de aquelas es trebalh e vanetat dels folyls metges sobre·l qual so fermatz.	And in all penetrating fistulas there is no complete cure, and the treatment of these is merely the struggle and deception of foolish physicians, about which we are firmly convinced.
Mays en aquela que no es penetrant e no antiqua, sanacio am ferr es sperada segon que yeu a tu recomtare, e aquo que ja yeu e proat.	But in those that are not penetrating and do not open, healing with iron is expected according to what I will advise you, and that which I have already said.
E es que le malaute jagua entre las tuas mas sobre le sieu dos e eleva las cambas de lu entro sus, las coyssas sian enclinadas al ventre de lu, e aprop entromet tenta de plom, o de eram si es en la fistula turtuositat, entro que sapias le loc on perve la tenta.	And it is that the disease appears between your thighs, mainly on the right side and raises the scrotum within itself, with the testes inclining toward its abdomen, and carefully insert a probe of lead or silk if there is an obstruction in the fistula, until you know where the probe comes out.
E si aquela sent le malaute entorn le cuol, lahora cove que tu entrometas le tieu dit endic en le cuol.	And if that disease is felt around the anus, then it is necessary for you to insert your little finger into the anus in that direction.
E si sentas en le tieu dit la tenta ja per si meteyssa descuberta penetrar, otra aquo que sentas entre le tieu dit e aquela siphac o carn, lahoras sapias certanament que aquela es penetrant; e adonc no trebalhes en aquela, quar no es en aquela sanacio, ayssi cum havem dit.	And if you feel with your little finger that the probe is already openly penetrating inside, other than what you feel between your little finger and that siphac or flesh, then certainly know that that one is penetrating; and therefore do not struggle with it, for there is no healing of it, as we have said before.
Mays empero diyssero alcus que es sana en alcus homes tart.	But nevertheless some people say that it can be healed in certain men.
E de la medicacio per la qual es sperat juvament en lu es que tu ignes cauteri subtil segon le ample de la fistula, ayssi cum es precedit, e intrometas aquel ignit en la fistula entro que pervengua entorn le cuol; e aprop itera aquel doas o tres vetz entro que sapias que ja son adhustas totas aquelas carns ajustadas fistuladas que so semblantz a cana de pluma de ausel.	And the treatment by which it is hoped that some good may be achieved in it is this: cauterize with a subtle fire according to the width of the fistula, as has been described above, and insert that burning into the fistula until it reaches around the anus; and then repeat this two or three times until you know that all those adherent fistulous tissues have been burnt like the feathers of a bird.
E aprop cura aquela am calguas envolopadas en boder entro que en yescan totas aquelas carns que so adhustas, e aprop cura aquela am medicinas la carn engendrantz e consolidantz, e si es sanada, bo es; e sino, lahoras no es sana en degun temps per autra curacio.	And then dress it with hot fomentations wrapped in wool until all those adherent tissues have softened; and then treat it with medicines that generate and consolidate flesh, and if it heals, good. But if not, then know that it will never be healed by any other treatment.
E si la tenta intra, e no penetra entro·l tieu dit le qual es en le cul, e entre aquel e la tenta que es velament spes de carn o de ciphac, e vezes la fistula en aquo que siec la superficia de la codena, lahoras secca la codena del comensament de la fistula, e tu ve seccan am la tenta, e sia en la fistula entro que la seccio pervengua al loc en le qual perve la extremitat de la tenta, e per la tenta es liberat e catz.	And if the probe enters and does not penetrate inside your little finger which is in the anus and between that and the probe which is covered with flesh or siphac, sometimes the fistula goes along the surface of the bone, then cut the bone from the beginning of the fistula; and you will see it dry with the probe, and let it be in the fistula until the section reaches to where the end of the probe comes out; and through the probe it is freed and healed.
E aprop mundifiqua aquelas carns fistuladas las quals so asembladas a canula de pena de ausel e no romangua de aquelas alcuna causa.	And then clean those fistulous tissues which are like the feathers of a bird's quill, and do not leave any of them behind.
Mays si flux de sanc vezes que vengua entre tu e la tua opperacio quan ensideysses aquelas carns, lahoras le milh que sia e del pus leugier instrument es cauterizar am foc o am medicina acuta, quar cauteri am foc ajusta bonas doas habitutz: so es adhustio de aquelas carns ajustadas, e abscizio del sanc exseccacio de las humiditatz.	But if there is bleeding that comes between you and your operation when you cut those tissues, then the milder instrument to cauterize with fire or with an acute medicine is better, for cautery with fire has good two habits: it is adhesion of those adherent tissues, and excision of blood and drying of moisture.
E aprop cura aquela am calguas envolopadas en boder o en caus trissat entro que·l loc geta brac, e aprop lahoras cura la plagua am enguentz carn dura engendran e consolidan.	And then dress it with hot fomentations wrapped in wool or with thin cloth until that place becomes warm; and then afterwards treat the wound with hard flesh-generating and consolidating medicines.
E so medicinas en las quals so stipticitat e exseccio; quan lahoras es restaurada ja es sanada e no temes iteracio.	And these are the medicines in which there is astringency and excision; when they are applied, it will be restored and already healed, with no fear of recurrence.
Mays si la fistula ja perve entro al preon del cul e es elonguada de lu superficia del cos, lahoras entromet le tieu dit en le cul e inquireys am aquel.	But if the fistula has already reached into the anus and extends along the surface of the body, then insert your little finger into the anus and explore with it.
E donc si centes la tenta e entre tu e ela es velament de ciphac o de carn, e es propda a la penetracio, lahora no es operacio en lu sino segon via di fiducia e de speransa.	And therefore if you feel the probe and there is something like siphac or flesh between you and it, and it is close to penetration, then there is no operation for it except according to the way of faith and hope.
La qual causa es aministrar en lu una de tres manieyras: o que cauterize aquela ayssi cum havem dit; o que secces aquela entro que consieguas la conquavitat de lu per que sia a tu possible entrometre las qualcas e la curacio propdana; e no procesiscas mot am seccio per so que no inscidas le lacert contenent le cuol, e que accidisque sobre le malaute eyssiment de la egistio ses voluntat; e aprop cura aquel am aquo que havem dit quar fort leu sira sanat; o que elongues aquel velament e mondes aquel pus que seccas aquel entro prop le cul, ayssi cum havem dit, o am tenta o am autre instrument de aguda extremitat, e aprop mondifique aquelas carns fistuladas las quals so en la seccio entro la on podes am percrustacio; e aprop esforsa te a far la restauracio de tota la plagua am seccio, e si le orrifici pus desus no es consolidat, e romangua la fistula uberta en la partida del cul, e sira pus leugier per le malaute.	And this is to be administered in it in one of three ways: either cauterize it as has been said; or cut it open until you achieve the concavity of it so that you can possibly insert your finger and apply the proposed treatment; and do not proceed with cutting too much, for fear of wounding the contents of the anus and causing pain and harm without cause. And then dress it with what has been said, for flesh is easily healed there. Or else elongate that velament and clean out that pus which dries it inside close to the anus as has been said, either with a probe or with another instrument of sharp point; and then clean those fistulous tissues which are in the section by scraping them away with a curette. And then strive to heal all the wound with stitching; and if the opened orifice does not consolidate above, and the fistula remains open at its beginning near the anus, it will cause pain.
E alscunas veguadas la fistula es finida segon aquesta manieyra: es quan tu entrometas la tenta en la fistula, e es en le latz del cul entorn la superficia del cos am la codena e en le marge del cul, lahoras pren tenta de perforada extremitat, que es ayssi cum agulha de preparantz les coers segon aquesta forma:	And sometimes the fistula is finished in this way: when you insert the probe into the fistula and it comes out on the side of the anus around the surface of the body with the bone and at the margin of the anus, then take a probe with a perforated tip, which is like a needle for preparing hearts, shaped thus:
e entromet en aquela fiel envolopat de v fiels o entorn aquels; e aprop entromet tenta am fiel en la fistula entro que consiegua la conquavitat de lu.	"I will now introduce this needle into that opening of yours, turning them; and immediately I will try to insert another needle into the fistula until it reaches its cavity."
Mays si es penetrant en le marge del cul prop dedintz, lahoras tu extratz le fiel de aquel trauc ayssi que tu intrometas le tieu dit en le cul; e extraguas la extremitat del fiel e ajustes las duas extremitatz essemps, e estrenh cascuna, e leyssa aquo per un dia o per dos, e quan mays inscideys le fiel en la carn, estrenh be aquel entro que aquelas carns sian inscididas las quals so entre doas extremitatz del fiel e que cajan.	"But if you penetrate the margin of the anus properly, then you should remove that thread as such that you can insert your little finger into the anus; and after removing the end of the thread, join both ends together, strain each one separately, and leave it like this for a day or two, and whenever you notice that the thread has cut into the flesh, then carefully remove that part where those cuts are located which are between the two ends of the thread."
E aprop cura la plagua entro que sia consolidada e sanada.	"And immediately heal the wound until it is consolidated and healed."
Mays si le orrifici de la fistula no es penetrant, lahoras fay aquel penetrar, en qualque manieyre sia a tu preparat, sino que sia mot en le preon, quar no es a tu que fassas aquo per que no inscidas le lacert; e aprop fay am aquela entro que sia sanada.	"But if the opening of the fistula is not penetrated, then you should make it penetrate in whatever manner you are prepared for, but do not probe too deeply into the perineum lest you injure the skin. And immediately apply that (ointment) until it is healed."
La forma de spatum spinos am lo qual es fenduda la fistula: la curvitat del qual es mot aguda e l’autra partida es no-aguda, per so que no inscidas aquo que no es necessari, ayssi cum vezes.	"The shape of the spatula with spines on which the fistula is opened has one end very sharp and the other end not sharp, so that you do not injure what is not necessary."
De sutura de emorroydas en las quals corra sanc en la inscizio de aquelas.	"Regarding the suture of hemorrhoids in which blood flows from the opening of those (hemorrhoids),"
Emorroydas so segon dos manieyras, quar o so entre le cul semblantz aysi que es de carbos, o quays aquelas sian cum a gras de rasim.	"Hemorrhoids occur in two manners: either they are between the buttocks appearing like coal, or they seem to be filled with grease of rose hips."
E de aquelas so petitas e grans, e que le sanc corr de aquelas tostemps e es una, e so motas, e so fora·l cul, e en las extremitatz de lu.	"And those are small and large, from which blood constantly flows and is one, and are numerous, and are outside the anus, and at its ends."
Mays empero aquelas que so foro le cul so segon las mes de pauca humiditat, de las quals corr aygua citrina o un petit de sanc am cos continuabla, e so segon la color del cos.	"But those that are outside the anus occur according to the months of little humidity, from which yellow water or a bit of blood runs continuously with the body's sweat, and they vary in color."
E la curacio de aquela que es dedintz le cuol es que comandes al malaute que se assela e que se exprema entro que le cuol yesca e las emoroydas apparescan a tu.	"And the treatment for that which is inside the anus is that you command the patient to sit up and press inward until the anus opens and the hemorrhoids appear before you."
Adonc tu te coyte e suspen am uncis o que tenguas aquelas am la tua ungla, e aprop incideys aquelas deves las suas razitz.	"Then you take and suspend with forceps or whatever you may have those [hemorrhoids] with your nail, and promptly cut them at their roots."
Mays si les uncis no so tengutz en aquelas per la humiditat de lor e mollificacio de aquelas, lahoras pren aquelas am drap aspre o am coto o am flassada de lana, e extratz aquelas am les tieus ditz, e aprop inscideys aquelas e polveriza sobre lor alcunas polveras caudas aprop la inscizio, per que sian ad aquelas en loc de cauteri; o cauteriza aquelas segon que es precedit en le capitol de cauterizar.	"But if the forceps do not hold those [hemorrhoids] due to their humidity and softness, then you take them with rough cloth or with cotton or with a wool pad, and extract those with your fingers, and promptly cut them at their roots and sprinkle some powdered resin thereupon immediately after cutting so that it may serve as cautery for those; or cauterize them according to what is stated in the chapter on cauterizing."
E aprop cura aquelas am l’autra curacio entro que sian sanadas.	"And afterwards dress those with the other dressing until they are healed."
E si le cul no obezeys a egressio, lahoras cristerisa le malaute am cristeri en le qual sia mordicacio petita, e sia lavat am aquel aquo que es en le cuol e que obezesca a egressio leugierament quan le malaute s’esprem.	"And if the anus does not obey evacuation, then you catheterize the patient with a catheter in which there is a small bite and let it be washed with that water which is in the anus so that it may facilitate easy evacuation when the patient presses."
Mays si las emorroydas so defora le cul, lahoras la causa de lor es leugiera, e es que tu prenguas aquelas am la tua ungla, o que prenguas aquelas am unci, e inscidas aquelas, e aprop cura aquelas am aquo que havem dit entro que sian sanadas.	"But if the hemorrhoids are outside the anus, then their cause is light, and it suffices that you take them with your nail or that you take them with forceps and cut them, and afterwards dress them with water as has been said until they are healed."
E aquel que avoreys inscizio, cove que aministres sutura de lor segon aquesta manieyra: pren fiel envolopat e entromet aquel en agulha e aprop extratz las emorroydas a las partidas dessus, e fay aquel penetrar am la agulha en la razit del autra part, e envolveys las doas extramitatz del fiel en la partida pus dejos de la agulha, e so latitudinalment; e estrenh la emorroyda am strectura fort, e aprop noza le fiel e extratz la agulha.	"And he who cuts them should administer suture to them in this manner: take a thread wrapped and insert it into the needle and then extract the hemorrhoids at their roots above, and make the thread penetrate with the needle into the root of the other part, and wrap the two ends of the thread around that part more distant from the needle, and stretch the hemorrhoid tightly with strong tension, and then tie the thread and remove the needle."
E fay aquo a totas, e layssa de aquelas una e no la cozes, per so que la superfluitat del sanc corra de aquela.	"And do this to all of them, leaving one alone without tying it so that the superfluous blood may flow out from it."
E aprop pausa sobre le cul drap enfus en oli rozat o en cerot; e pausa aquel sobre·l cuol e comanda al malaute que·s repause.	"And then apply over the anus a dressing made of lint soaked in rose oil or wax, and apply that over the anus and command the patient to repose."
E aprop layssa aquela entro que caja; e quan es casuda, cura aquelas am enguentz o am autra curacio entro que sia sanat.	"And then leave it like that for three days; and when it is healed, dress it with ointment or with another dressing until it is completely healed."
De curacio de fistulas.	"On the treatment of fistulas."
Motas veguadas accideys per exseccacio de fenda o per costriccio de natura.	Occasionally, it happens due to the dryness of the womb or by nature's constriction.
E cum so antiquadas e no val en aquela medicina, lahoras cove que tu razas aquelas am la puncta de spatum o am la tua ungla entro que sian faytas humidas e sia hostada de aquelas la escorsa pus desus, la qual prohibeys aquelas de consolidacio; e aprop cura aquelas entro que sian consolidadas.	And if those veins are old and not useful in that medicine, then you should open those with the point of a spatula or your nail so they are moistened and remove the thick pus above them which hinders their solidification. And immediately clean those that have been solidified.
Lahoras tu osta aquelas am razio pus vehement que la primieyra entro que mot sancno e sian excoriadas; e aprop cura aquelas entro que sian sanadas.	Then you must remove it with a very strong razor so that at first there is no blood and they are not scraped. And immediately heal those that have been healed.
De curacio de almesamir, so es clau.	The key to the healing of the soul.
Sapias que alamermar, so es clau, e no es si no notz redon segon la color del cors semblant a cap de claviel, e es fayt en tot le cors e majorment en las partidas dejos les pes e als ditz, e endeve per aquels dolor deves le anament.	Know that the soul is the key, and not blood according to the color of the body resembling a small nail head. It is found throughout the body but more so in the joints of the legs and arms. Thereby pain occurs through them.
E adonc cove que sia inscidit aquo que es en le circuit del clau, e sia tengut am les forfexs o am unci, e sia eradicat de la sua razit; e aprop cura aquel.	Therefore, it is necessary that what is in the circuit of the key be incised and held with forceps or tweezers, and eradicated from its root. And immediately heal it.
E si vols, cauteriza le segont que es precedit en le sieu capitol.	And if you wish, cauterize the second one that is mentioned in its chapter.
Mays de veruca es eminencia petita aspre fistulada redonda sobre la superficia del cos, e motas veguadas veno en las mas dels enfantz.	But warts are small, rough, flesh-colored elevations on the surface of the body, often rounded and sometimes pustular. Many are seen in children.
E curacio de lu es que estendas e inscidas aquela, o que estrenhas aquela am fiel o am pel entro que caja.	And the treatment for it is that you stretch out and incise it with a knife or scrape it off with a file or pumice stone until it bleeds freely.
E si vols, cauteriza aquo, segon que havem dit, am foc o am medicina acuta.	And if you wish, cauterize it with fire or with an acute medicine, as we have said before.
E ja so eradicadas enversas e no-enversas am le instrument le qual yeu diyre.	And now let these be eradicated, both warts and not-warts, using the instrument which I shall describe.
Mays formica es eminencia petita feutrada o fistulada grossa sobre la superficia del cos anant mot en le preon, e quan le freg atroba aquela es centit en lu semblant de mordificacio de formigua, e es fayta entorn le cos.	But a pimple is a small, fatty or pustular elevation on the surface of the body that often appears on the forehead and elsewhere. When it is pressed, it becomes inflamed like the sting of an ant, and it appears around the body.
E curacio de lu es que prenguas una canula de pena de auca o de pena de voltor, e sia fort, e pausa aquela sobre la formigua entro que la contengua le cercle de la canula de las partidas de lu; e aprop revolveys la tua ma am la canula entro que inscidas aquo que es en le circuit de la formigua, e pauses aquela en le preon de la carn, e que eradiques la formigua de la sua razit.	And the treatment for it is that you take a quill from an ostrich or vulture feather and make it strong. Place it over the pimple so that its circle surrounds it. Then rotate your hand with the quill to incise what is in the circuit of the pimple, pressing it against the skin of the forehead. And eradicate the pimple from its root.
E si vols, fay aquo am canula de eram o de ferr segon aquesta forma:	And if you wish, do this with a needle made of brass or iron in this way:
Sia la partida desus de la canulha trahent a subtilitat, sorda (so es no-perforada), envolopada per so que sobre le dit la aprencio de lu sia ablaviada e la revolucio de aquela.	Let the point of the needle be drawn to a fine, blunt tip, not perforated, wrapped in such a way that when you grasp it with your fingers, its edge is smoothed and its rotation facilitated.
E si vols cauteriza la formiga segon que es denant dit en la cauterizacio de atheyl en le capitol de cauteri.	And if you wish to cauterize the pimple, do so according to what has been mentioned in the chapter on cautery concerning atheyl.
De forma dels instrumentz que so aministratz a dar cristeri.	Of the instruments used for administering cautery
Alcunas veguadas es fayt cristeri de argent o de lato o de eram fondut o malleat; e alcunas veguadas es fayt de aquels instrumentz petit e gran segon aquels als quals so aministratz, quar aquel que es aministrat en la curacio dels petitz enfants sia petit; e de aquel dels quals los culs son freuls o doloyrozes, les cristeris de aquels sian petitz.	Sometimes cautery is performed with silver or lead that has been melted and hammered. And sometimes it is performed using instruments that are small or large according to those used for the purpose. For example, the one used in treating young children should be small; and for those whose bottoms are furrowed or wrinkled, their cauteries should also be small.
La forma de cristeri gran e pauc:	The method of performing a large cautery with little injury:
Le cap de la canula de lu desus en le qual es liada la borsa sia ampla segon aquesta manieyra; e sia a lu distinacio la on la borsa es liada ayssi cum vezes.	The opening of the cannula's head should be wide in this manner, and it should be at the distinction where the bag is tied in this way.
E la extremitat de lu pus dejus, la qual es entromesa en le cul, sia sorda (so es no-uberta) mot leon, atrasent a subtilita; e en la un del latz de lu sian dos traucs, e en l’autre costat un trauc, e sia la amplesa del trauc segon la groseza dels rays e pus gros un petit.	And the lower end of the tube that is inserted into the anus should be blunt (i.e., not open), tapering to a subtlety; and on one side there are two holes, and on the other side one hole, with the width of the hole according to the thickness of the rays.
E sia la borsa en la qual sian pausadas las medicinas de vesica de bestia o de pel de ovelha, e la razit de lu sia un palm.	And let the bag in which the medicines are placed be made from bladder or sheep's skin, and its width be one palm.
E sia perforada per motz traucs ayssi cum es revolvuda; e si l’espazi le qual es entre les traucs la grossetut del dit.	And let it be perforated with many holes so that it rotates evenly; and the distance between the holes should be roughly the thickness of a finger.
E aprop entromet en aquels traucs fiel fort de fiel cru le qual sia de detz fiels, o enviro aquels; e ajusta am aquel la borsa; e quan es pausada en lu la borsa, sia streyt en le cap del cristeri entre dos distingentz am fort costriccio, e aprop cristeriza am aquel quascun trauc: Mays la qualitat de cristerizar am aquel es que tu omples la borsa de la medicina, que sia escalfada segon la quantitat de la tolleransa del malaute; e guarda te que no sia trop cauda ni trop freja.	And then insert through those holes a strong thread of raw silk that is made from ten threads, or wind it around them; and adjust it with the bag. And when you place the bag on him, tighten it at the head of the clyster syringe between two distinctions with strong constriction, and clysterize with it through each hole: But the quality of clysterizing with it is that you should heat the bag of medicine according to the quantity of the patient's tolerance; and be careful not to make it too hot nor too cold.
E aprop le malaute sia resupinat sobre le sieu dos, e eleva las suas cambas en sus e pausa dejos lu un cuer sobre le qual ja so les homes o un lansol; e aprop unta la extramitat del cauteri am oli o am album de huou o am mucellage de fenugrec o de semblantz; e aprop entromet aquel en le cul am facilitat, e aprop le ministre prengua la borsa e exprema aquel am doas mas e essemps am vehemencia entro que sia evacuat en le budelh tot aquo que es en le cristeri; e aprop extra le cristeri e le malaute leva las suas cambas a la paret.	And then the patient should lie on their back with their buttocks raised and place a cloth or towel underneath them to prevent staining of the bedding. Then anoint the tip of the clyster syringe with oil, albumen of egg white, or mucilage of fenugreek or similar substances. Then insert it into the anus gently, and then the attendant should take the bag and squeeze it two or three times forcefully until all the contents of the clyster syringe have been emptied into the bowel. Then remove the clyster syringe and the patient should raise their buttocks against the wall.
E si la medicina forsa aquel a eyssiment, tengua le tant quant poyra; e si dorm am aquel per tota una nueyt, es mays derier en juvament.	And if the medicine causes him to perspire excessively, let him hold as much of it in as he can. And if he sleeps with it for the whole night, it will be more effective in its benefit.
Mays si tu cristerizas aquel en las malautias de solucio de ventre e l’eyssiment de lu le coyta, lahoras tu itera le cauteri entro que sia sanat.	But if you clysterize him for loose bowels and diarrhea in which the excretion of the belly is copious, then repeat the clyster until he is healed.
E si en le cul so emorroydas o apostemas ledens, lahoras sia le cristeri mot subtil e leon, dels cristeris am les quals les enfantz so criterisatz.	And if there are hemorrhoids or tender fistulas in the anus, then let the clyster be very thin and gentle, of those clysters with which children are clysterized.
De curacio de las plaguas.	Regarding the treatment of plagues.
Yeu ja e dit en la divisio de la curacio de las plaguas aquo que convenia al libre, e yeu dic assi la curacio de aquelas am ma e am medicinas segon le conpliment.	I have already said in the division on the treatment of plagues what was necessary for the book, and I say now the treatment of those with more severity using medicines according to their condition.
Donc dic que las plaguas son diversificadas segon aquo en que son faytas las plaguas e segon le loc sobre le qual cazo las plaquas.	Therefore I say that plagues are diversified according to what part of the body they occur in and according to the location on which the plague manifests itself.
E las causas per que motas vetz son faytas las plaguas so ayssi cum getament de peyra, o inscisio d’espaza o de cotel, o percussio am lansa, o am fustz, o am sageta, o semblantz ad aquels de motas causas.	And the causes for which often plagues occur are such as: cutting with a spearhead, or incision with an razor blade or knife, or piercing with a lance, or beating with a club or stick, or being hit by an arrow, and similar accidents.
Mays las plaguas que so en les locz del cos so ayssi cum plagua la qual catz sobre le cap, o·l col, o·l pietz, o·l ventre, o·l fitge, e semblantz ad aquels dels membres.	But the plagues which are in certain parts of the body are such as: plague that occurs on the head, or the neck, or the foot, or the belly, or the thigh, and similar ones on the limbs.
E yeu so recomtant la curacio de alcunas plaguas per que pauses aquela ratiocinacio e regla sobre las autras plaguas.	And I am now describing the treatment of certain plagues so that you may pause this reasoning and rule about the other plagues.
E yeu comensare de las plaguas del cap simplas, quar la rememoracio de las compostas vindra al comensament del tertz capitol.	And I will begin with simple head plagues, for the reminder of the composite ones will come at the beginning of the third chapter.
Donc dic que quan accideys en le cap plagua simpla e no es fractura, lahoras considera: si es per getament de peyra o de semblant, e ja ha trinquada la codena tant solament e es gran plagla e temes sobre aquel malaute havinement de apostema caut, lahoras tu te coyta e fleubotoma la cephalica tantost, e no tardas aquo; e extrats ad aquel del sanc segon la quantitat de la vertut de lu si no mes alcuna causa prohibent de fleubotomia, majorment si·l sanc que es eyssit de la plagua es pauc.	Therefore I say that when a simple head plague occurs and it is not a fracture, then consider: if it is from a blow with a spearhead or similar object, and the bone has already broken only on its own and it is a large wound, and you fear that an abscess will develop in that patient, then immediately perform phlebotomy of the cephalic vein, and do not delay; and remove as much blood as possible according to the strength of the blow, unless there is some reason prohibiting phlebotomy, especially if the blood that has flowed from the wound is little.
E sia la flaubotomia del contrari de la partida plaguada; e guardase le malaute de replecio e de vi e de viandas grossas.	And let the phlebotomy be on the opposite side of the wounded part; and keep the patient from exertion and wine and coarse foods.
Mays si de la minuicio prohibeys alcuna causa, lahoras sia aminorat de la vianda e no apropinque a carn ni a vi.	But if for some reason you forbid phlebotomy, then let him be put on a low diet and not approach flesh nor wine.
E pausa sobre la plagua, si a lu accideys apostema caut, coto enfus en oli rozat solet o en vi en le qual es stipticat.	And pause over the wound if an abscess develops, then apply hot oil or wine that has been thickened with flour.
Mays si est segur de apostema caut, lahoras pausa sobre la plagua, si es recent am le sieu sanc e le ayre no ha mudat aquela la polvera la qual yeu recomtare aprop petit.	But if you are sure that an abscess will develop, then pause over the wound while it is still fresh with its own blood and the air has not yet changed that powder which I will recommend later on a small scale.
E si le ayre ja ha mudada aquela, lahoras pausa sobre alscus enguentz entro que sia sanada.	And if the air has already changed it, then pause over the abscess and let it drain until it is healed.
Mays si la plagua es gran o es per inscizio d’espaza e de semblantz, e no so ajustadas las labias de lu per puvils, lahoras ajusta aquelas am sutura segon que yeu recomtare de la sutura de lor.	But if the wound is large or it has occurred from an incision with a spearhead or similar object and its edges are not fitting together by themselves, then adjust those edges with stitches according to what I will recommend for the stitching of lips.
