Ayssi comensan las paraulas de Albucasim .	"Thus begins the words of Albohali."
E aprop envolveys las extremitatz dels fiels e lia aquelas am liament vehement entro que alcu dels vayssels que noyrrisso aquels no puscan trametre alcuna causa per so que de aqui no accida apostema caut.	And then wrap the ends of the threads and tie them with strong knot, ensuring that none of the vessels that are nearby can cause any inflammation through this area.
E pausa autra veguada liament segon foro le primier liament, lonh de lu mens tres ditz; e aprop aquestz dos liaments layssa del ciphac le qual es dejos la codena dels testicols la quantitat de la grandeza del dit, e inscideys tot le romanent segon redondeza, e osta de lu le huou.	And pause another knot according to the first knot, about three fingers away from it. And then cut both knots from the abdominal wall which is near the navel string for about the length of a finger, and cut the remaining part roundly, leaving the intestine alone.
E aprop inscideys en la partida dejos de la codena dels testicols per seccio de la qual corra sanc e sania ayssi cum havem recomtat en aquo que havem dit.	And then make an incision in the area near the navel string, through which blood and pus can flow out, as we have recommended earlier.
E aprop aministra lana submersa en oli, e pausa en la plagua; e aministra le liament le qual havem recomtat (e alcunas veguadas le ciphac blanc es cauterizat, le qual havem dit aprop la inscizio de lu temen de flux de sanc, quar motas veguadas accideys aquels) e leyssa le liament entro que per si caia.	And then apply wool soaked in oil to the wound and put a dressing on it. And apply the suture that we have recommended (and sometimes cauterize the white abdominal wall near the incision, because many times this occurs), leaving the knot hanging loose so that it can fall off by itself
Mays si le cazement de lu es tardat, lahoras de aygua cauda sia embrocat, e pausa sobre aquel entro que caia segon que havem dit.	But if the cauterization is delayed, then hot water should be poured over it, and a dressing put on it so that it falls off as we have said.
E aprop cura la plagua am l’autra curacio de las plaguas entro que sia sanat.	And then treat the wound with the other treatments for wounds until it is healed.
Capitol .lxvi.	Chapter LXVI
De hernia ventosa.	About Hernia Ventosa
En aquesta hernia no e vist alcu que sia estat ardit sus la curacio de lu am ferr.	In this type of hernia, none have been seen that have been cured with iron.
E les primiers diyssero que es fayta ayssi cum havem recomtat en la hernia que es am vi; la qual es que tu lies les vayssels aprop la seccio sobre aquela am fecilitat de lu; e aprop secca en le mieg loc en enviro le apostema am aquo que obro aquel, entro que caian les vayssels.	And the first ones said that it is done in the same way as we have recommended for hernia with wind, which is to tie the vessels near the section on top of it with gentleness; and then dry the middle part around the inflammation with what can absorb it, until the vessels fall off.
E cura la plagua segon que havem dit entro que sia sanada.	And treat the wound according to what we have said until it is healed.
Capitol .lxvii.	Chapter LXVII
De la disropcio que es fayta en les anguonars.	About Dislocation in Joints
Alcunas veguadas endeve ruptura en les angonars ayssi cum havem dit, e emineys le loc.	Sometimes there is rupture in the joints as we have said, and the location becomes prominent.
E no deyssen als genetius alcuna causa dels budels al genetius; e si deyssen, aquo es pauc; e retorna s’en en totas horas.	And do not give any cause of the intestines to the horse doctor; and if you do, it is little; and the return will be in all hours.
Mays si es prolonguat le temps am aquo, es ajustada fissura en le ciphac entro que deysenda le budel en le ciphac; e accideys aquo per la extencio del ciphac le qual es en le angonars ayssi cum havem dit, la qual causa es quar le ciphac es estendut, e aprop es mollificat e·l loc es apostemat e emineys.	But if the time is prolonged with this, there will be an adjustable fissure in the abdominal wall through which the intestine can prolapse into the abdomen; and this occurs due to the extension of the abdominal wall in the joints as we have said, which causes the abdominal wall to become soft and the location becomes inflamed and prominent.
E la cura de lu es am cauteri ayssi quo es precedida la narracio de lu.	And the cure for it is with cauterization, as has been preceded by its description.
E alcunas veguadas es curada am ferr segon aquesta manieyra: e es que·l malaute jagua sobre le sieu dos entre las tuas mas, e aprop secca le loc de la ruptura dels apostemas emineys am seccio per la latitut segon la quantitat de tres ditz.	"Sometimes it is cured with iron in this manner: when the patient lies on their back between your hands, then dry the area of the ruptured abscesses with heat along its width according to the amount said."
E aprop strenh le ciphac blanc que es jos la codena entro que sia descubert.	"And then press the white cilice that is under the neck so that it is uncovered."
E aprop pren le ray e pausa aquel sobre le loc eminent del ciphac, e prem aquel al preon del ventre.	"And then take the rod and place it on the prominent part of the cilice, and press it against the front of the abdomen."
E aprop cus le dos locs eminentz sobre la extremitat del ray del ciphac, e ajusta am la sutura un de aquels am l’autre.	"And then cut both prominent points above the end of the rod on the cilice, and join them together with stitching."
E aprop extratz la extremitat del ray, e no inscidas del ciphac de tot, ni no extenda le huou, ni autra causa ayssi cum yeu te fi saber en la curacio de hernia entestinal.	"And then remove the end of the rod, and do not insert it into the cilice entirely, nor extend the wound, nor cause any other such damage as you know about in the treatment of intestinal hernia."
E aprop cura aquela am la curacio de las plaguas, e cum inscideyses les fiels, mundifica aquela e restaura la plagua entro que sia consolidada; quar le ciphac es contrayt e no es ajustada la eminencia de ruptura.	"And then cure it with the treatment of ulcers, and when you cut the veins, cleanse that area and restore the ulcer so that it is consolidated; because the cilice contracts and the prominence of rupture is not adjusted."
E cauteri es milhor en aquest loc, quar es pus propda a salut.	"And cauterization is better at this location, because it is closer to health."
Capitol .lxviii.	"Chapter LXVIII."
De mollificacio de la codena dels testiculs.	"Of the softening of the cord of the testicles."
Motas veguadas la codena dels testiculs en alcus homes es mollificada per aysso quar las carns que so entre aquela son mollificadas, e es fedat le reguardament de lu.	"Very often the cord of the testicles in some men is softened because the flesh that is between it is softened, and it is obvious to look at."
Adonc necessari es ad aquel que es preguat en la curacio de lu que fassa jazer le malaute segon le sieu dos, e enscida tota la codena la qual es mollificada sobre la codena natural; e aprop que ajuste doas labias am la sutura.	"Therefore, it is necessary for anyone who wants to treat this that he makes the patient lie on his back, and cuts all of the softened cord over the natural cord; and then joins both lips with stitching."
E si vols, cus en le comensament la superfluitat de la codena mollificada am tres cozeduras o quatre e am ferma sutura.	"And if you wish, cut at the beginning the superfluity of the softened cord with three or four stitches and firm stitching."
E aprop inscideys entre las suturas; e aprop cura per curacio de las autras plaguas entro que sia sanat e caian les fiels.	"And then cut between the stitches; and then treat it with the treatment of other ulcers until it is healed and the veins fall."
Capitol .lxix.	"Chapter LXIX."
De castracio.	"Of castration."
Sapias que castratio en nostre ley es excomengada, mays per causa es legut a mi que·m remembre de lu en aquest libre; e no es necessaria la rememoracio de lu sino per doas manieyras, de las quals es la una per so que aquo sia en la sciensa del metge quan es enterroguat de aquela, que sapia la curacio de lu al qual accideys; e l’autra manieyra es que nos motas vetz havem necessitat de castracio de autras bestias per les juvamentz nostres per aquelas, ayssi cum de motos, e de bocs, e de porcs, e de semblantz a las bestias.	"Know that castration in our law is excommunicated, but out of duty I remember it to you in this book; and it is not necessary to remember it except for two reasons: the first is so that it may be known by someone who is knowledgeable about medicine when he is asked about this, that he knows how to treat him to whom it happens; and the second reason is because we often have need of castration of other beasts for our profits for those, like mules, oxen, goats, pigs, and similar animals."
E donc dic que castracio es fayta en dos manieyras: o per atrissio, o per fissura a seccio.	"And therefore I say that castration is done in two ways: either by tearing or by cutting through sectioning."
Mays en aquela que es fayta per atrissio, la via de la opera es que nos fassam cezer la bestia en aygua cauda entro que·ls genetius de lu sian mollificatz e sian linhitz e que pendan.	"But in that which is done by tearing, the way of the operation is that we make the beast lie down in cold water until its genitals are softened and relaxed and hang."
E aprop pren aquels am la tua ma entro que sian resols e no apparescan dejos le tocament.	"And then take them with your hand before they are dissolved and do not appear from their touch."
Mays en castracio fayta per fissura e seccio, cove que tu tenguas la bestia e premas la codena dels testicols de lu am la ma senestra.	"But in castration done by cutting and sectioning, you should hold the beast and press its cord of testicles with your left hand."
E aprop lia le suspensori, e inscideys sobre quascun huou am una seccio entro que dos huous proceseysso.	"And then tie the suspender, and cut over each one with a section until two testicles come out."
E aprop inscideys aquels pus que auras quascu excorjat.	"And then cut those that you have torn off."
E no leysses sobre aquels del ciphac alcuna causa, sino le ciphac subtil le qual es sobre les vazes.	"And do not leave on those of the scrotum any cause, but only the thin skin which is over the vessels."
E aquesta manieyra de castracio es milhor la qual es fayta per atrissio, quar atrissio fort leu layssa alcuna causa dels testicols per que la bestia desira coyt.	"And this way of castration is better which is done by tearing, for tearing leaves no cause of the testicles so that the beast desires copulation."
E aprop cura la plagua entro que sia sanada.	"And then treat the wound until it is healed."
Capitol .lxx.	"Chapter LXX."
De la cura de hermafrodozia.	"Of the treatment of hermaphrodism."
Hermafrodozia en les homes es segon dos manieyras: la una es quar o appar en aquo que siec l’espazi en la codena de testiculs, en aquel que es entre dos testiculs figura quar cunh de femna en la qual so pels.	"Hermaphrodism in men is of two kinds: one is when there appears between the space in the cord of testicles, in which there is a figure like a vulva in which it pees."
E alcunas veguadas de aquel corr urina le qual es en la codena dels testiculs.	"And sometimes urine comes from that opening which is in the cord of testicles."
Mays en las femnas es una specia: e es que·l conh de la femna sobre le pentenilh es ayssi cum dos testiculs de home un pauc de tot yminiheys a la partida deforo ayssi cum le perpucii de home e dos testicols.	"But in women it is one kind: and it is that the vulva of the woman on the pubis appears like two testicles of a man somewhat diminished at the opening of the foreskin, like the penis of a man and two testicles."
E la curacio es de tres specias: de dos dels homes e de una specia de las femnas.	"And its treatment is of three kinds: two of men and one kind for women."
E es que cove que tu inscidas aquelas carns ajustadas entro que efuga la emprecio de aquela, e aprop que cures aquelas am curacio de las autras plaguas.	"And it is necessary that you cut those joined flesh until the flow of that stops, and then treat them with the treatment of other wounds."
E en la segonda specia dels homes de la qual yeys urina la qual es en la codena dels testiculs, no es curacio ni opperacio en lu.	"And in the second kind of men from which urine comes that is in the cord of testicles, there is neither treatment nor operation for it."
Capitol .xxi.	"Chapter LXXI."
De lentinge e de carn eminent per causas de las femnas.	"Of lentigo and flesh prominent caused by women."
Lentige fort leu es ajustada sobre causas naturals entro que es etressat e es fayt leg le reguardament; e alcunas veguadas es magnificada en alcunas femnas en tant entro que es spandit ayssi cum en les homes e perve entro al coito.	"Lentigo is fortunately attached to natural causes, and it is stretched out and made with carelessness; and sometimes in some women it becomes enlarged as in men and spreads to copulation."
Adonc cove que tu tenguas la superfluitat de lentinge am la tua ma o am unci e inscidas.	"Therefore you should hold the surplus of lentigo with your hand or with an ointment and cut it."
E no ultimes en inscizio, majorment en le preon de la razit, per so que no endevengua flux de sanc.	"And do not end in cutting, especially on the head of the razor, for fear that bleeding may occur."
E aprop cura aquela am curacio de las plaguas entro que sia sanada.	"And then treat it with treatment of wounds until it is healed."
Mays carn nascuda es carn que nays en le horrifici de la mayre entro que umple aquel, e fort leu es eyssit a las partidas deforo segon semblansa de coa (e per aquo alscus primiers appelero aquo “malautia caudada”); donc cove que nos inscidam ayssi cum inscidem lentinge, e curem aquela entro que sia sanada.	"But flesh born is flesh that grows in the horror of the mother until it fills that place, and fortunately it exits at the openings of the foreskin according to its appearance like coal (and for this reason some people first called it “tail sickness”); therefore we should cut it as we cut lentigo, and treat it until it is healed."
Capitol .lxxii.	"Chapter LXXII."
De curacio de alratica.	Of the treatment of arthritis
Alratica es que le conh de la femna no sia perforat, o sia le trauc petit.	Arthritis is when the joint of the female is not perforated or the fracture is small.
E es o natural o accidental.	And it is either natural or accidental.
Accidental es per malautia la qual ha precedit, e aquela es fayta o per carn nada ajustada o per ciphac subtil o espes.	Accidental happens due to a previous illness, and the latter is caused by flesh not fitting properly or by thin or thick skin.
E es fayt o en le preon de la mayre, o en les costatz de lu, o en le pus sobira de lu, o en le pus bas de lu, e prohibeys de cuoyt e de enprenguacio e de enfantament, e fort leu prohibeys las mestruas.	And it occurs either in the front of the womb or on the ribs, or on the upper part of the uterus, or on the lower part, and it hinders coitus, pregnancy, and childbirth, and it especially hinders menstruation.
E la cognicio de aquela es fayta per reguardament de la metrona, si la oppilacio es apparent, propdana; mays si no es apparent, lahoras tu cerqua aquela am les tieus ditz o am le ray.	And the diagnosis of this is made by examining the vulva, if the contraction is visible, then it is diagnosed; but if not visible, then examine that area with your hands or a mirror.
Mays si oppilacio es per ciphac subtil, e es propda a las doas labias, lahoras tu coyta e disromp aquela.	But if the contraction is due to thin skin and is diagnosed in both labia minora, then you should avoid coitus and disrupt that.
E es que pauses sobre las doas labias pulvils, e aprop pausa les tieus ditz indicz de amdoas las mas encemps.	And it also appears on the outer lips of the vulva, so pause your fingers at both ends to indicate where they meet.
E la femna sia sobre le sieu dos, las sieuas coyssas extendudas, e aprop exten las doas labias am forsa entro que aquel ciphac subtil sia romput e la oppilacio sia uberta.	"The woman should be placed on her back, with her thighs extended, and then forcibly open both labia so that the hymen may be broken and the virginity opened."
E aprop pren lana e enbeu le4 en oli e pausa aquela sobre·l loc, e jagua am home le dia per so que·l loc inscis no sia consolidat.	"And then take wool soaked in oil and place it on that location, and keep pressing it there for a day so that the wound does not harden."
Mays si le ciphac es gros e espes, lahoras cove que tu inscidas aquel am spatum lat o am fuelha de mirta.	"But if the hymen is thick and tough, then you should cut it with a sharp instrument or a myrtle leaf tip."
Mays si la oppilacio es per carnada, lahoras suspen aquela am unci, e inscideys aquela.	"But if the virginity is torn by force, then suspend her by one ankle and cut it open."
E sian am tu las medicinas que fan cessar flux de sanc ses mordicacio, ayssi cum ahacatia, e sanc de drago, e enses, ajustat am album de huou.	"And among the remedies that stop bleeding without biting are aloe, dragon's blood, and nettle juice mixed with albumen of an egg."
E aprop aministra una canulha de plom ampla per so que la plagua no sia consolidada leugierament.	"And then insert a wide lead tube in order to prevent the wound from closing lightly."
E tengua aquela per alcus jorns e aministra calgua de li sec.	"And keep her there for a few days and apply warm water compresses."
E aprop sia curada am l’autra curacio de consolidacio entro que sia sanada.	"And then treat it with the other remedy for consolidation until it is healed."
E alcunas vetz accideys en la mayre nativitat de autres carns, e lahoras cove que inscidas segon aquesta manieyra.	"And sometimes it happens that others' private parts are too tight, and then you should cut according to this manner."
Mays si aysso es per apostema crancos, a l’apostema crancos le qual es en la mayre no sia fayta contrarietat am ferr en deguna manieyra.	"But if it is for a hard swelling, then do not cause any injury with iron in any manner."
Capitol .lxxiii.	"Chapter 73."
De la cura de emorroydas e de tayl e de botor roja que accideysso en le conh de las femnas.	"On the treatment of hemorrhoids, anal prolapse, and red swelling that occurs in women's genitals."
Emorroydas so apprecio dels orificis de motas venas entro que de aquelas corro mot sanc continuadament; e cum so antiquadas emorroydas e son fayts theyls.	"Hemorrhoids are caused by many veins in that area, from which blood continually flows; and when these hemorrhoids are old and hardened..."
E ja yeu he dit en la divisio las specias de aquelas e les senhals de aquelas, e diyre ayssi aquelas que recebo curacio e aquelas que no recebo curacio.	"And as you have said in the division, the types of those [hemorrhoids] and their signs, say also which ones receive treatment and which ones do not."
Donc dic que emorroydas e theyls quan so en le preon de la mayre e no apparo al sentiment, lahoras en aquelas no sia fayta curacio am ferr.	"Therefore it is said that hemorrhoids and piles, when they are in the front of the anus and do not appear to the touch, at that time there should be no treatment with iron."
Mays aquelas las quals so en le orrifici de la mayre sobre las quals catz sentiment, so aquelas que so curadas.	"But those which are in the opening of the anus and can be felt, those are the ones that are treated."
E cove que tu metas la femna en mayso frega e aprop exten atheyl am les forfexs, o am drap aspre, e inscideys aquelas am las razitz.	"And it is necessary that you put the woman in a warm bath and extend her anus with hot water or with rough cloths, and incise those with the razor."
E aprop pulveriza sobre aquelas deves le fluxs del sanc de una de las polveras insciscivas ses mordicacio, ayssi cum acassia e semblant ad aquels.	"And also powder it on them with the blood flows of one of the incisive powders without biting it, such as cassia and similar to those."
E aprop enpellesca les sieus pes per una hora, e aprop pausa aquela en aygua freja.	"And also make her hold her breath for an hour, and then give her a hot water enema."
E si persevera le fluxs del sanc, lahoras fay aquela sezer en decoccio de sumat e de scorsas de milgranas e de gualas e de semblantz.	"And if the bleeding persists, then let her be seared in a decoction of sumac and of gallnuts of milestones and of oak-galls and of similar ones."
E aprop pren farina de ordi e comfiys aquela am miel e vi agre e fay emplastre am aquo sobre le dos de lu.	"And also take barley flour and mix it with honey and vinegar, and make a plaster with that over the back of her."
E si le sanc es abscindit, bo es; e sino, fay adherir am dos ventozas, e a las mamilhas ses escarificatio.	"And if the blood is cut off, it is good; but if not, let it adhere with two cupping glasses, and to the breasts without scarification."
E aprop pren lana e submergeys aquela am suc de coliandre o am suc de arnagloza o am suc de guarravier am vi pentit e fay adherir al loc; e aprop cura le loc am enguentz entro que sia sanat.	"And also take wool and immerse it in the juice of coriander or in the juice of argol or in the juice of walnut with red wine, and let it adhere to the place; and also dress the place with ointment until it is healed."
Mays athyl rog le qual es de aspre reguardament, cove que tu inscidas aquo que a tu appar de aquel segon que he dit en theyl engualment.	"But if that which appears is of rough regardment, then incise that which appears according to what I have said in the aforementioned engagement."
E cura aquel entro que sia sanat.	"And dress it until it is healed."
Capitol .lxxiv.	"Chapter 74."
De perforacio de eyssedura accident en la mayre.	Of the Perforation of Accidental Hernia in the Groin
Motas specias de apostemas accideysso en la mayre, ayssi cum cranc e apostema lapident e ulceracios e adhubelat e erpetromens e fistulas emorroyas e raguarrias e thyl e autres apostemas.	Many kinds of accidental apostumes happen in the groin, such as cancer and stone apostume and ulcerated and adherent and serpentine and bloody fistulas and raw places and tumors and other apostumes.
E yeu ja he dit aquestas malautias e las specias de aquelas e les senhals de aquelas, e las curacios de lor en la divisio.	"And I have already said these illnesses and the kinds of them and their signs and the cures for them in the division."
E cove que yeu digua en aquest tractat de apostema caut le qual ve en la mayre quan es dels apostemas que collegeysso sania, e si vols saber en qual manieyra se fa la opperacio de lu am ferr.	"And it is necessary that I say in this treatise about the cauterization of that which comes into the groin when it is of those apostumes that are healthy, and if you want to know in what manner the operation of it is done with iron."
Adonc cove que tu consideres si la dolor de la apostema en le sieu comensament es aguda am percussio e flecma e febre, e vezes aquel enrogezir e si catz sobre aquel le sentiment, lahoras no·t coytes am perforacio de lu, e cura aquel am aquo que ajuda sobre la maturacio entro que cesse la acuitat dels accidentz.	Therefore, you must consider if the pain of the apostume at its beginning is sharp with percussion and inflammation and fever, and if it becomes reddened and if it feels hot upon it, then do not cut it open with perforation, but dress it with that which aids maturation until the sharpness of the accidents ceases.
E lahoras cove que tu fassas cezer la femna sobre una cezelha que aia doas cezelhas; e recline sobre le sieu dos e ajusta les sieus pes a la partida pus dejos del ventre, e las sieus coyssas sian expandudas, e pausa les sieus brasses dejos les sieus denols, e lia quascus am liament ad aquo convenient.	And then you must make the woman lie upon a bolster that has two bolsters; and let her recline upon its back and adjust her feet to the place where it is farther from the belly, and let her thighs be expanded, and pause her arms far from her breasts, and tie each with linen cloth in an appropriate manner.
E aprop la matrona segua del latz dreyt e aministre le instrument am le qual es ubert le orrifici de la mayre, la forma del qual vindra en aquelas causas que·s faran aprop.	And then let the midwife follow from the right side and administer the instrument with which the opening of the groin is opened, the form of which will come in those causes that will be done appropriately.
E cove quan vols ministrar aquest instrument que tu fiques am lo ray le preon de la mayre de la femna, e aquo que del instrument es intrat en la mayre no sia mays que·l preon de la mayre e leda le malaute.	And it is necessary that when you want to administer this instrument, you put it with the right hand on the mons pubis of the woman, and that only the point of the instrument enters into the groin and lets go the illness.
Mays si l’estrument es major que·l preon de la mayre, lahoras cove que tu pauses pulvils sobre la textura del preon de la mayre per sso que sia prohibit l’intrament de tot instrument en le preon de la mayre.	But if the instrument is larger than the mons pubis of the woman, then you must put powders on the surface of the mons pubis so that the entrance of any instrument into the mons pubis is prohibited.
E cove que tu pauses le vertitge que corr en le strument del latz pus desus e que le ministre tengua le strument e revolva le vertitge entro que sia ubert le orrifici de la mayre.	And it is necessary that you put the point that runs in the instrument on the left side farther up, and that the one who ministers holds the instrument and turns the point until the opening of the groin is opened.
E cum appar la excitura, e es tocada am la ma e es leon e molh, lahoras cove que tu secces aquela deves le cap de lu am spatum lat.	And when the evacuation appears and is touched with the hand and is hot and moist, then it is necessary that you cut off its head with a broad-bladed knife.
E cum la sania es evacuada, lahoras cove que tu pauses en la plagua una meca submersa en oli rozat o oli vert en le qual sia alcuna stiptisitat; e pausa la calca7 en la seccio en le preon de la mayre.	And when the apostume is evacuated, then it is necessary that you put a compress soaked in rose oil or green oil with some astringent on the wound and put pressure on it on the section of the mons pubis.
E pause deforo la mayre e sobre le pentenilh lana munda submersa en aygua en la qual sian bulidas malvas.	And then cover the groin with clean wool dipped in water in which mallows have been boiled.
E aprop sia curada aprop dos dias am enguent le qual conveneys ad aquo entro que sia sanat.	"And then it should be cared for properly over two days until it has healed."
E alcunas veguadas es lavada la mayre e la plagua enayssi que es cristerisat am aygua e mel, e aprop am aygua en la qual es bulhida razit de liri o de aristologia longua, e aprop retorna al enguent.	"And sometimes the wound is washed with a mixture of water and honey to cleanse it; and sometimes it is washed with water in which iris root or long-rooted comfrey has been boiled."
E si la plagua es dedintz en la mayre ameguada, lahoras cove que tu sias prohibit de la curacio de lu am ferr, habantz cura aquel am aquo que havem dit en la divisio.	"If the wound is deep in the flesh, it is prohibited to cure it with iron; they should use water as described earlier."
Capitol .lxxv.	Chapter 75
A ensenhar las matronas en qual manieyre les enbrios bius sian medicatz quan yeysso segon figura no-natural.	"To teach midwives how to handle births that deviate from the normal shape."
Necessaria causa es que la matrona conogua en le comensament la figura del enfantament natural per senhals de lu, e es que quan tu vezas la femna expremar a las partidas dejos e desira odorar le ayre, e sobre aquo es enleujada per aquo que sobre ela es del part, e festina le eyssiment del enbrio, lahoras sapias que aquest part es segon figura natural, e es l’eyssiment de lu sobre le sieu cap, e la segondina am aquel o suspensa o pendent del ombelic.	"A midwife must recognize at the outset the figure of a woman's natural delivery by its signs. Thus when you see her pressing on the parts and desiring to smell the air, and upon this she is relieved by that which is over her from the birth, and hastens the expulsion of the infant, then know that this birth follows a natural figure, and it is the expulsion onto her own head, and the second one hangs suspended or pendant from the navel."
Donc cum tu vezes aquels senhals, lahoras cove que·l ventre de lu sia compremut per so que l’embrio deysenda leugerament quar quan deyssen sobre le sieu cap, deysen a lu la segondina, e es mondada de aquelas superfluitatz am bona mondificacio.	"Therefore, when you see those signs, it is necessary that the woman's belly be pressed so that the infant can easily descend and come out onto its head. When this happens, then the second one will follow and she will be cleansed of all impurities with good cleansing."
Mays aquel que es otra aquest part es no-natural e no-lausable, quar quan le enbrio es eyssit sobre sos pes e·l cos de lu es eyssit devant le cap de lu e·ls pes de lu, e la ma de lu una, o al pe de lu i, o es eyssit le cap de lu e la ma de lu, o al ventre de lu, e fort leu es convertit sobre le sieu col, e semblant de las figuras de lu no-lausablas.	"But if the birth is not natural and blameworthy, it is because when the infant comes out on its feet or buttocks first, and the body comes out before the head of the child and its feet are out, or if the hand or foot comes out first, or if the head comes out sideways with the hand, then this is a figure that is not praise-worthy."
Don necessaria causa es a la matrona que sia savia e subtil en totas aquelas causas, e que·s guarde de error e de decepcio.	"It is necessary for a midwife to be wise and subtle in all those causes and guard against error and deception."
E yeu so mostrant tota figura de aquelas, e qual engen es en aquelas per so que sia significat per aquo e sia stat sobre aquo.	"And I will show you all the figures of birth, and what kind they are and how to interpret them."
Quan le feyt es eyssit sobre le sieu cap per egrecio natural, e aquel es vehement sobre la femna e es fayt a lu part dificil, e vezes la vertut de lu ja debelitada, lahoras fay aquela sezer , o que las femnas tenguan lu, e evapora le conh de lu am fenugrec coyt e am olis humitz.	"When the child comes out feet first due to an unnatural position, and it is stuck over the woman's hips causing her labor to be difficult, then let her sit or have someone hold her up. Let them wrap her in cloths dipped in warm water with fenugreek seeds and olive oil."
E aprop entrometa la metrona entre les sieus ditz espatum petit e fenda am aquel la segondina, o secce aquela am la sua ungla entro que corro aquo que es en ela de humiditat.	"And then the midwife should insert her hand between the woman's thighs and gently tear open that opening with a cloth soaked in olive oil or use her fingernail to scrape away any excess moisture."
E preme le ventre de la femna entro que deyssenda le fet.	"And press on the woman's belly until the child comes out."
Mays si no deyssen, lahoras cove que la femna sia cristirizada de mucellage de ptilli e mucellage de fenugrec am cizami.	"But if it does not come out, then it is necessary to have the woman drink a decoction of mastic and fenugreek with cinnamon."
E aprop comanda a lu, aprop le cristeri, que sia compremuda e fay aquela stornudar am condisi; e te la boca de lu e·l nas de lu per huna hora, quar le fet sira foro-getat tantost.	"And then order her to sit up and have her blow her nose with a cloth over it. Also put some incense in front of her mouth and nose for an hour, because the child will be born shortly."
E si las doas mas del fet so foro-getadas al comensament, lahoras cove que tu redusiscas aquelas am fecilitat petit a petit.	"And if both hands of the fetus are stuck at the beginning, then you should gently pull them out one by one with ease."
Mays si no obezeys al intrament, lahoras pausa la femna sobre una cezelha e leva les pes de lu sus, e aprop concuceys la cezelha sobre la terra; e la femna sia tenguda que no caia deves la concussio.	"But if it does not obey the intervention, then place the woman on a cushion and lift her feet up. Then strike the cushion hard on the ground, but make sure the woman does not fall down from the shock."
E si las mas no son dedintz tornadas e morr le fet, lahoras inscideys aquelas e extratz le romament del fet o lia le cors a la ma de lu am drap e extratz aquel am equalitat, quar aquel sira foro-getat.	"And if the hands are not turned down and the fetus dies, then incise those hands and remove the membrane of the fetus or tie its body with cloth and pull it out gently because it will come out soon."
De eyssiment del embrio sobre les sieus pes.	"Regarding the emergence of the embryo on its feet:"
Quan le fet yeys sobre les sieus pes, lahoras cove que tu impelliscas aquels en sus, e aprop convertas le fet petit, e aprop que engualhes aquel, e aprop que prenguas un pe de lu e extendas aquels petit a petit.	"When the child comes out feet first, then you should push those feet upwards and gently turn the child around. Also grease its body with olive oil and take one foot at a time and stretch it out little by little."
Mays cum son eyssit entro a las coyssas, lahoras tu comanda a lu que se exprema, e fay aquela extornudar am condizi, quar sira foro-getat si Deus lo vol.	"But when it comes out into the hips, then command her to push and make her sneeze with incense because it will come out soon if God wills."
E si no es foro-getat am aquo que havem recomtat, lahoras tu retorna le fet petit a petit entro que pauses aquel segon figura natural, quar aquel sira lahoras foro-getat am leugier eyssiment.	"And if it does not come out with what we have advised, then gently return the child and wait until it comes out naturally because it will come out soon with ease."
E si es prohibit am tot aquo que havem recomtat, lahoras pren de musellage de altea e de goma dissolvuda, e percuteys tot en le mortier per bona percussio, e aprop linieys am aquo le conh de la femna, el pus bas del ventre de lu.	"And if it is prohibited with everything that we have advised, then take some gum arabic and dissolved myrrh. Grind them together well in a mortar and apply that mixture on the woman's vulva and the lower part of her belly."
E aprop fay aquela cezer en aygua tebeza, entro que consegua les ypocondias.	"And then make her drink hot water with barley groats to induce contractions."
E cum vezes que las partidas dejos de lu so lenificadas, lahoras fay a lu subfumiguacio de mirta e sub-pausa aquela a lu.	"And sometimes when the openings of her womb are relaxed, then perform fumigation on her with myrtle and apply pressure on her."
E quan te la sub-fumiguacio per una hora, lahoras tu la fay sezer sobre una cezelha, e aprop fay aquela stornudar e extrenh la boca de lu, e levas de aquela, e prem la partida pus bassa del ventre de lu am leugiera compressio, quar le fet sira tantost foro-getat.	"And when you have fumigated her with myrtle for an hour, then make her sit on a cushion. Then make her sneeze and empty her mouth, lift her up, and press gently on the lower part of her belly because the child will come out shortly."
Eyssiment del fet sobre les sieus denols e las suas mas.	"Emergence of the fetus on its backside and hands:"
Quan le fet eyssira segon aquesta forma, lahoras tu engenies en entrometen las suas mas petit a petit; e aprop la femna stia evessada sobre le sieu col, e les pes de lu pengo en jos, e aquelas sia jasent sobre le lieyt, e complegua las suas mas.	"When the fetus comes out in this way, then gently insert your hands between its arms and make the woman lean back on her shoulders, with her feet hanging down and her hips resting on a blanket. Then fold its arms."
E aprop prem sobre le ventre de lu petit a petit, e aprop extratz aquo que es dejos les pes de lu de las aurelhas entro que sia preparada en la partida pus dejos.	"And then press gently on her belly and gradually remove what is below her feet from the anus until it is ready to come out of the lower opening."
E si le fet no es fora-getat, lahoras pren les pes de lu e mau aquels am movement vehement, e aprop prem aquo que es sobre les ypocondres petit a petit entro que le fet puege a las partidas desus.	"And if the child does not come out, then take its feet and shake them vigorously and press what is on the hypochondria gradually until the fetus reaches the openings above."
E aprop entrometa las suas mas e engualhe le fet petit a petit, e comanda a la femna que se exprema entro que le fet sia foro-getat.	"And then insert your hands and grease the child gently. Then command the woman to push until the child comes out."
Eyssiment del fet latutidinalment pendent una de las suas mas.	"Emergence of the fetus laterally, hanging from one of its arms:"
