Ayssi comensan las paraulas de Albucasim .	The words of Albuquisim begin here.
E si la generacio de lu es per la melsa, lahoras la tua seccio sia en le las dreyt.	And if the generation of it is due to melancholy, then accordingly your section should be in the right side.
E no cove que la tua seccio sia sobre le costat sobre le qual vol jaser le malaute per que no corron las superfluitatz ad aquel loc freul.	And it is not necessary for your section to be on the side on which the patient wishes to lie down, so that the superfluities do not flow to that place freely.
E aprop perfora am le instrument tota la codena, e aprop entromet en aquela seccio, e eleva la tua ma am le spatum entre la codena e·l siphac, e tu excorja aquel; e si’ la quantitat de una ungla o enviro.	And accordingly pierce the entire cord with an instrument and accordingly insert it into that section, and lift your hand with a spatula between the cord and the siphac, and you will excise that; and if it is the quantity of one fingernail or thereabout.
E aprop perforo le ciphac entro que pervengua le spatum al loc vuoyt, e es loc de l’aygua.	And accordingly pierce the cicatrix until the spatula reaches the location where you want it to be, and that is the location of the water.
E aprop extratz aquel e entromet un instrument del qual aquesta es la forma:	And accordingly extract that and insert an instrument which has this shape:
e es semblant a canula de argent subtil; es fayt de argent o de eram o de lato leon, al qual en la partida pus bassa de lu es un petit trauc, e en les costatz de lu so tres traucs: dos de una partida e un del autra partida; e fayta es la extremitat de lu insciza segon la manieyra de pluma, ayssi cum vezes:	and it is similar to a silver canula; it is made of silver or of iron or of lead, and at the bottom part of it there is a small hole, and on both sides of it there are three holes: two from one side and one from the other side; and the end of it is incised according to the manner of a feather, just like when you:
E en la extramitat de lu pus sobirana es armilla, quar quan le instrument perve al aygua, lahoras aquela tantost deysen sobre le instrument, donc evacua de l’aygua en la ora miega quantitat, quar si tu evacuas de aquela mes que no cove en la hora, fort leu mor le malaute per resolucio del sieu spirit animal, o accideys a lu cincopi que es appropinquada la mort.	And on the top of it is a ring, because when the instrument reaches the water, then that ring will soon descend upon the instrument, and accordingly evacuate from the water in a moderate quantity; for if you evacuate more than necessary at that hour, very quickly the patient will die due to resolution of their animal spirit, or you will cause injury to them which is close to death.
Mays evacua de aquela segon la quantitat de la vertut de lu e segon que significan a tu las disposicios del malaute de la vertut del pols de lu e de la bontat de lu.	But evacuate from that according to the quantity of the virtue of it and according to what your observations indicate about the patient's disposition, the virtue of their pulse, and the good or bad nature of them.
E aprop extrats le instrument, e rete l’aygua la qual causa es quar tantost es retenguda per la codena la qual rete le trauc que es sobre le ciphac del qual e recomtat a tu que perfores aquel segon aquela manieyra.	And accordingly extract the instrument, and retain the water which is retained because it is held back by the cord which holds the hole that is on the cicatrix of which I have told you to pierce it according to this manner.
E aprop itera le instrument al autra dia si vezes le malaute tollerant aquo, e extratz de la aygua petita quantitat, e fay aquo per alcus jorns sobre temor, e guarda te de error entro que no romangua de l’aygua sino pauc.	And accordingly repeat the instrument on another day if you find that the patient is able to tolerate this, and extract a small quantity of water, and do this for some days with caution, and beware of error until there remains only a little water.
Mays si tu temes sobre le malaute, e leyssas de l’aygua gran quantitat, lahoras cura aquel am sepultura en arena cauda, e mota suzor en banh, e al solelh espere per lonc temps; e cura aquel am medicinas dessicativas entro que sia sanat.	But if you fear for the patient, and let a large quantity of water flow, then accordingly cure that with burial in hot sand, and mix it with warm mud, and wait under the sun for a long time; and cure that with desiccative medicines until they are healed.
E cauteriza sobre le stomac, e la melsa e·l fitge aprop la extraccio de l’aygua, segon que yeu he recontat en aquo que es precedit.	And cauterize on the stomach, and the melancholy and liver accordingly with the extraction of water, according to what I have recounted previously in this which has preceded.
Capitol .lv.	Chapter LV.
De la curacio dels enfants les quals so natz les locs de la urina no-perforatz.	Of the cure of children who are born with undescended testicles not perforated.
Alcunas veguadas alcun dels enfantz es eyssi del ventre de la sua mayre e·l cap de la sua mixtio no es perforat (o es trauc streyt o no es en son loc).	Sometimes one of the children is thus born from the belly of its mother and the head of its mixture is not perforated (or has a very narrow hole or is not in its place).
Donc cove coytar am perforacio de lu tantost que es nascut am spatum mot subtil segon aquesta forma:	Therefore it is necessary to pierce that with a perforation as soon as it is born with a fine spatula according to this shape:
E aprop pausa en le trauc un clavil subtil de plom e ligua aquel, e te per tres jorns o per .iiii.tre.	And accordingly pause in the hole a small clasp made of lead and tie that one on, and leave it there for three days or four.
E quant vol urinar sia remaugut e hurine; e aprop retorne aquel.	And when it is time to urinate, be renewed and flow; and accordingly return that.
E si tu no pauses le plom, ja es possible que la urina la qual va sobre le loc, no leysa aquest claure.	And if you do not pause the lead, it is possible that the urine which flows over the place will not allow this to close.
Mays aquel del qual le trauc es streyt sia medicat am clavil de Plom, ayssi cum havem dit, per trops dias entro que sia amplificat.	But that which has a narrow hole should be treated with a leaden clamp, just as we have said, for many days until it is widened.
Mays aquels en les quals es le trauc no en son loc, so leditz, la qual causa es quar de aquels, aquel que es nat e·l trau es deves la fi del cap de la vergua per que no pot urinar a las partidas dedintz, entro que eleva la vergua am la sua ma a las partidas desus; e no es a lu generacio, per so quar le sperma no pot pervenir a la mayre segon rectitut, e es malautia mot laga.	But those in which the hole is not in its place are led astray, and this is because of those who are born with the trait that is at the end of the penis, so that it cannot urinate downwards, but instead lifts the penis with its own hand upwards; and it is not a natural generation, therefore the sperm cannot reach the mother according to rectitude, and it is a miserable illness.
E la manieyra de la operacio en lu es que·l malaute sia envessat sobre le sieu dos, e aprop exten le cap de la vergua de lu am la tua ma sinistra am vehement extraccio, e inscideys le cap del cap de la vergua del loc del perpucii am spatum agut, ayssi cum es inscizio de pluma, o que tu ne razas alcuna partida, per so que·l mieg de lu vengua semblant al cap de la vergua e que le trauc caia en le mieg loc segon que cove.	And the manner of the operation in this case is that the patient should be placed on their back, and accordingly stretch the head of the penis with your left hand with a vehement extraction, and incise the head of the head of the penis at the location of the perineum with a sharp spatula, just like when you make an incision with a feather, or that you remove some part, so that the middle of it resembles the head of the penis and the hole falls into the middle place according to what is necessary.
E guarda te que en la tua operacio de flux de sanc, quar motas vetz accideys aquo; e pausa te a lu am aquo que abscindeys le sanc, e cura la plagua entro que si’ sanada.	And beware that in your operation of blood flow, because often this happens; and pause at the place where you will incise the blood, and cure the wound until it is healed.
Capitol .lvi.	Chapter LVI.
De albater le qual accideys en le prepucii en le cap de la vergua e de corropcio e negror e adherencia del prepucii del cap de la vergua.	Of the affliction which occurs in the foreskin of the penis and its corruption, blackness, and adhesion to the head of the penis.
Motas veguadas accideys aquest albater en la vergua e es eminencia de carn laga.	Many times this affliction occurs on the penis and is an excess of soft flesh.
E de aquela una es maligna e autra es no-maligna.	And one of them is malignant and the other is non-malignant.
No-maligna, cove que suspendas am unci subtil e abscindas aquela entro que aquela mondes tota; e aprop pausa sobre aquela coto submirgit en enguent egipciac; e aprop aquel, cura le am enguent diafinicon entro que sia sanat.	Non-malignant, requires that you suspend with a fine thread and incise it so that all the excess flesh is removed; and accordingly pause over the cut submerging it in Egyptian ointment; and accordingly cure it with diaphanous ointment until it is healed.
E si albater es maligna, de lega color, lahoras cove que tu aministres cauteri aprop la inscizio de lu e la razio de lu.	And if the affliction is malignant, of a bad color, then accordingly you must administer cauterization at the incision and the reason for it.
Mays si albater es en le prepuci del cap de la vergua no-circumcis, e la una partida de albater es dedintz le prepucii e l’autra partida es defora, lahoras cove que tu ostes albater le qual es dedintz al comensament entro que es consolidat; e lahora tu cura aquel deforo, quar quan tu curas aquel ensemps le prepuci, no es asegurat que no sia trinquat.	But if the affliction is in the foreskin of the uncircumcised penis and one part of it is inwardly towards the foreskin and the other part is outwardly, then accordingly you should remove the afflicted part that is inwardly towards the beginning until it is consolidated; and then you will cure that which is outside, for when you cure that simultaneously with the foreskin, there is no guarantee that it will not become tangled.
E ja eysamen accideys en les genetius e en le prepuci negror e corruccio, adonc cove que tu conquavas tot aquo que ja es denigrat e que ja se vol corrompre o que ja es corrumput; e aprop lineys sobre aquel aprop aquo am mel, le qual es contusit am farina de scorsa de milgrana e de errs trissatz e crivellatz.	And often it happens in the genitals and foreskin of blackness and corruption, therefore it is necessary that you scrape away all that which has already been denigrated and which already wants to corrupt or has already corrupted; and accordingly line that over with a mixture made with honey, which is mixed with flour of scoria of millet grain and with crushed and sifted errors.
E aprop cura aquel am l’autra curacio entro que sia sana.	And accordingly cure that with another treatment until it is healed.
Mays si endeve flux de sanc, lahoras aministra cauteri lunar segon aquesta forma:	But if there is an excessive flow of blood, then accordingly administer lunar cauterization in this form:
quar cauteri juvatiu es a dos disposicios ensemps, so es a flux de sanc e a la plagua quan es corrumpuda.	for cauterization is beneficial at two dispositions together, namely the flow of blood and the wound when it is corrupted.
E si le cap de la vergua es corrodut e es destruit tot en la hora, lahoras cove que tu intrometas en lo meat del prepucii una canula de plom per so que le malaute urina per aquela.	And if the head of the penis is corroded and destroyed completely in an instant, then accordingly it is necessary that you insert into the opening of the foreskin a leaden catheter so that the patient may urinate through it.
En la adherencia del prepucii am le cap de la vergua (et aquesta adherencia no accideys sino en aquel del qual le prepucii es sa, e sobre lu no es exhigida circumcizio; e quan accideys adherencia per plagua o per apostema) cove que excorjas am spatum obtus entro que sia dissolvut le liament e sia deliurat le cap de la vergua de tota partida.	In the adhesion of the foreskin to the head of the penis (and this adhesion only occurs in those whose foreskin is intact and has not been circumcised; and when adhesion occurs due to wound or abscess) it is necessary that you excise with an obtuse spatula until the bond is dissolved and the head of the penis is completely freed from all parts.
E si es dificil desirnir aquelas exquisidament, lahoras cove que tu excorjes am spatum alcuna causa del cap de la vergua e del prepucii, e aysso es quar le prepucii, quan es subtil, fort leu es perforat per la sua subtilitat leugierament.	And if it is difficult to excise those parts exactly, then accordingly you should excise with an instrument some cause at the head of the penis and foreskin, and thus it is because the foreskin, when it is subtle, can be easily perforated by its own subtlety slightly.
E aprop separa entre·l prepucii e·l cap de la vergua am dra7 de li subtil, le qual ja es mulhat en l’aygua frega per que no adherescan autra veguada.	And accordingly separate between the foreskin and the head of the penis with a thread of fine silk, which has already been moistened in water so that they will not adhere again.
E aprop sia curat am vi stiptic entro que sia consolidat.	And accordingly it should be treated with a strong medicine until it is consolidated.
Capitol .lvii.	Chapter LVII.
De mundificacio dels enfants e de la curacio de aquo que accideys ad aquels de circumcisio.	Of the purification of children and the cure of that which occurs to them due to circumcision.
Circumcisio no es solucio de continuitat ayssi cum las autras plaguas: mays empero cum sia de la nostra operacio e de nostra voluntat, e lus de aquela sia propriament en les enfants, es necessari que asignem en aquela milhor operacio e via pus leugiera perdusent a salut.	Circumcision is not a solution to continuity in the same way as other wounds: but rather it is of our operation and our will, and that which occurs in it is properly in children, it is necessary that we assign in it a better operation and path more easily leading to health.
Donc dic que les antics no diyssero circumcisio en alcu dels lors libres, quar no n’usan en las suas leys, e no es sino quar havem aquisit per speriment, la qual causa es que yeu he atrobat la major partida dels artifexs e dels barbies usar circumcisir e mundificacio am novacula e am torores; e usan de liament am fiel e de inscizio am la ungla.	Therefore I say that the ancients did not write about circumcision in any of their books, because they did not use it in their laws, and it is only because we have acquired through experience, which is why many artists and barbers have found out to circumcise and purify with a razor and with torments; and they use ligatures with thread and incisions with the nail.
E yeu ja he prohadas totas aquestas manieras e no atrobegui milhor mondificacio am forfexs, am liament am fiel que en mondificacio cum la ungla, quar motas vetz efugeys la codena pus desus, quar la codena del prepucii a dos tunicas, e roman la tonica pus dejos, e fort leu es forsat ad autra inscizio e dolor sicura.	And you have already condemned all these methods and did not find better purification with razors, with ligatures with thread that in purification like the nail, because many times you have escaped the cord above, because the foreskin has two tunics, and the lower tone remains below, and it is soon forced to another incision and sure pain.
E am mundificacio le qual es fayta per alphecati, e es digital, del qual usan les sabatiers, no es segurada la inscizio de la extremitat del membre viril, quar fort leu intra en le trau de lu.	And the purification which is made by alalfa, and is delicate, of which barbers use, is not guaranteed to be a secure incision at the extremity of the male member, because it soon enters into the wound itself.
Mays en la operacio am ungla, fort leu obazeys ferr e corromp la tua operacio.	But in the operation with nail, iron soon obstructs and corrupts your operation.
E la codena del enfant es breu per natura, e motas veguadas nays en tal manieyra que no ha necessitat de mondificacio, e yeu he vist aquel.	And the cord of the child is short by nature, and many times they are so made that they do not need purification, and I have seen those.
Mays de la mondificacio que·s fa am forfexs e liamentz am fiel, la bontat, experiment descrobic a mi, quar las forfexs so de proporcional inscizio, per aquo quar la acuitat que es desus es ayssi cum la acuitat que es dejos; e donc cum tu premes la tua ma so proporcionadas dos acuitatz, e inscideysso segon una comperacio en un temps; e es fayta compressio del fiel am figura contenent la codena de la vergua de tota partida, am le qual no catz error de tot.	But from the purification that is made with razors and ligatures with thread, I have discovered by experience that there is a flaw, because the razors are of proportional incision, therefore the acuity above is as much as the acuity below; and thus when you press your hand so proportionally on two acuities, and inscribe them according to one measurement in time; and it is made compression of the thread with a figure containing the cord of the penis from all parts, with which there is no error at all.
E la manieyra de la operacio primeyra es que tu fassas estar le enfant majorment si es de aquels que entendo un petit, que no fassas sino que tu lies le fiel en la sua vergua tant solament, e que leysses aquel entro al autra dia.	And the manner of the first operation is that you should make the child lie down as much as possible if it is one of those who understand a little, and not make anything except to tie the thread in its penis so only, and let it be for another day.
E aprop fay aquel alegrar en tota aquela manieyra que es a tu possibla de aquo que recep la sua intelligencia.	And accordingly make that child happy in all that manner which is possible to you according to the intelligence it receives.
E aprop fa aquel estar entre las tuas mas estatuir preparadament, e no sia ges cezent; e occulta las forfexs en la tua ma o dejos le tieu pe, que l’enfant no veia aquelas ni degun autre dels instruments.	And accordingly make that child be between your arms most carefully prepared, and not at all anxious; and conceal the razors in your hand or leave them behind so that the child does not see those nor anyone else of the instruments.
E aprop entremet la tua ma a la vergua de lu e suffla en la codena, e tira aquela entro que sia eyssit le cap de la vergua, e aprop mondifica aquel de aquo que es agregat en ela de sordicia.	And accordingly insert your hand into the penis of him and blow into the cord, and pull that in until it is out at the head of the penis, and accordingly purify that which is accumulated therefrom, from sordid things.
E aprop lia le loc signat am fiel dobla, e aprop ligua pus bas de aquel un petit le segon liament, e aprop te am le dit pous e endic tieu le loc del liament dejos am bona retencio, e inscideys entre dos liaments.	And accordingly tie the marked place with double thread, and accordingly ligate lower down on that a little bit, and accordingly bind it with the said thread, leaving the location of the ligature below with good retention, and inscribe between two ligatures.
E aprop eleva la codena sus leugierament e estratz le cap de la vergua; e aprop leyssa le sanc corre petit e petit, quar es milhor ; e pausa polvera desus e sobre la polvera pausa drap en le qual es spandut mugol de huou coyt en ayguaros concosit am oli rozat recent bo; e layssa aquel sobre aquel entro al autra dia; e cura aquel am curacio entro que sia sanat.	And accordingly lift the cord slightly and extract the head of the penis; and accordingly let the blood flow little by little, for it is better; and pause powder above and on top of the powder, pause a cloth in which is spread a mixture of honey cooked with water and rose oil recently boiled; and lay that over it until the next day; and cure that with treatment until it is healed.
La forma de las forfexs a mondificacio, aquesta es la forma:	The form of the razors for purification, this is the form:
Sian las unas extramitatz no-talhantz e las autras sian talhant, que non sia yssit le ram del clau, e sia la longitut de las doas acuitatz ayssi cum la longitut de dos manubres engualment.	Be the extra tips not cutting and the others cutting, so that the ram of the key is not left, and the length of both edges be as much as the length of two equal hands.
Mays la error en mundificacio es quar fort leu efugeys la codena intrinseca tota, o partida de lu deves la inscizio.	But the error in purification is that soon you flee the internal cord entirely, or a part of it becomes detached from the incision.
Donc cove que tu extendas aquela de la tua hora am la tua ungla denant la apostemacio del loc e que inscidas aquela segon equalitat.	Therefore, it is necessary that you stretch that of your hour with your nail in front of the apostema of the location and incise according to equality.
E si no la podes tenir am la tua ungla, lahoras extratz aquela am unci e inscideys aquela.	And if you cannot hold it with your nail, then accordingly extract that with a thread and incise it.
Mays si son passatz tres dias, e roman aquo que es imflat dejos la vergua apostemat, lahoras tu leyssa aquo entro que sia cedat le apostema caut, e excorja aquel am fecilitat, e inscidex aquel segon que a tu es preparat.	But if three days have passed and that which is inflamed below the penis has not subsided, then accordingly you should let it be until the apostema becomes calm, and excise that with facility, and incise that according to what is prepared for you.
E guarda te del cap de la vergua, quar no nosera a lu aquo.	And beware of the head of the penis, because it will not be at ease with this.
E donc cura aquel am aquo que la plagua consolida de las polveras las quals havem recomtadas en le tractat de las polveras.	And accordingly cure that with the powder which consolidates wounds, as we have recounted in the treatise on powders.
E si es inscidit de la codena sobre mesura, e obezeys a las partidas desus, aquo no notz a lu.	And if it is incised with the cord according to measure, and obeys the parts above, then this will not be noticed by him.
E mays cura aquel am aquo que havem dit entro que sia sanat.	And accordingly cure that with what we have said until it is healed.
Capitol .lviii.	Chapter LVIII.
De curacio de urina retenguda en la vesiqua.	Of the cure of retained urine in the bladder.
Retencio de urina en la vesica es fayta per oppulacio fayta per peyra o per sanc congilat, o per poyre o per carnada, e semblantz ad aquels de aquo que havem dit de las manieyras de curacio en la divisio.	Retention of urine in the bladder is caused by oppression made by pain or by blood congested, or by a poultice or by flesh, and resembles those things that we have said about the ways of cure in the division.
E si no es dissolvuda la urina, e veses retencio de lu esser per peyra le qual ja es en le col de la vesica, lahoras cove que le malaute sia encorbat sobre les sieus denolhs.	And if the urine is not dissolved and retention of it is seen to be caused by pain which is already in the neck of the bladder, then accordingly the patient should be supported on his own pillows.
E aprop conponeys les pes de aquel sobre le sieu dos e extendas le sieu ventre de la partida pus desus del sieu dos, e le malaute estrengua le sieu ale tant quant es a lu possible.	And accordingly place the weights of that on his own back and stretch his belly from the part above his back, and the patient should strain his arm as much as is possible to him.
Donc lahoras le col de la vesica es costreyt ha espulsio de la peyra a las partidas detras, per que la urina es absolta.	Therefore, accordingly the neck of the bladder is strained to expulsion of the pain in the parts behind, so that the urine may be evacuated.
E si no es dissolvuda am aquo que havem dit he vehement es fayta la causa sobre le malaute, lahoras cove que aministres extraccio de lu am instrument le qual es apelat siringua, del qual aquesta es la forma: Sia de argent e sia subtil leon conquau, ayssi cum canula de pena de ausel am subtilitat de ray lonc en similitut d’un palm e mig, al qual sia cana subtil en le cap de lu.	And if it is not dissolved with what we have said, then the cause of the disease is violent and requires a strong treatment, accordingly it is necessary to administer an extraction from him with an instrument which is called syringe, the form of which is as follows: It should be made of silver and very fine thread, like a needle with a subtle tip in the shape of a palm and a half, with a thin cane at its head.
E la manieyra del eyssiment de la urina per aquel es que prenguas le fiel doblat e lies en la extramitat de lu lana o coto per bona liadura; e entrometas las extramitatz del fiel en la partida dejos de la ciringua, e inscideys am las forfexs si superflueys alcuna causa de la lana, mays intromet la en la canula am vehemencia E aprop enongeys la ciringua am boder e am album de huou.	And the manner of extracting urine with this is that you take double thread and tie it in the extremity of the thread or cloth for good binding; and insert the extremities of the thread into the part below the ring, and inscribe with razors if there is any superfluous cause of the thread, but insert it into the needle with vehemence And accordingly, fill the ring with border and album of honey.
E fay cezer le malaute sobre la selha, e embroca la vesiqua de lu e la vergua am olis umitz, e oli de oliva e ayguaros.	And make the patient sit on a stool, and envelop the bladder of him with warm oil, olive oil, and honey.
E aprop entromet la ciringua am facilitat entro que pervengua a la razit de la vergua; e aprop dobla la vergua desus a la partida del embelic; e aprop empelleys la ciringua dintz aquela; e aprop empelleys aquela entro que pervengua a la vesica, e aquela centa le malaute esser pervenguda a la causa vuoda, e no es fayt asso segon aquest orde, sino le meat en le qual va a tortuositat.	And accordingly insert the ring with facility until it reaches the root of the penis; and accordingly double the penis above to the part of the belly; and accordingly push the ring into that part; and accordingly push that part into the bladder, so that the patient is brought to the desired cure, and not made in the same way as this order, but rather in a manner that goes against tortuosity.
E aprop exten le fiel am la lana petit a petit, quar la urina siec la lana.	And accordingly stretch the thread with the cloth little by little, because the urine is eating away at the cloth.
Aprop extratz aquela e fay per curacio urina, e usa ciringua, no cesses fer aquo e usa ciringua entro que sia evacuada la vesica e le malaute atrobe alleviacio.	And accordingly extract that and make it for urine cure, and use the ring, do not stop doing this and use the ring until the bladder is evacuated and the patient receives relief.
Capitol .lix.	Chapter LIX.
De qualitat de clisterizacio de la vezica am clampcedra e am semblantz instrumentz les quals sian acordants ad aquo.	Of the quality of catharticization of the bladder with clysteredra and similar instruments which are in accord with that.
Quan accideys en la vesica ulceracio o apostema, o sanc congilat en aquela, o es coartat poyredura, e vols en aquela destillar ayguas e medicinas, lahoras sia fayt am instrument le qual es apelat clampcedra, e aquesta es la forma de lu:	When ulceration or apostema occurs in the bladder, or blood is congested in it, or the skin is constricted with poultice, and you want to make it distill waters and medicines in that place, then accordingly it should be done with an instrument which is called clampcedra, and this is its form:
sino que en la extramitat de lu es sorda, so es clausa.	except that at the extremity of it is deaf, so it is closed.
Et en aquela so tres traucs: dos de la una partida , ayssi quo vezes.	And in that there are three holes: two from one side, like so many times.
En le comensament es loc concau, en le qual es aquo que es enpellit, e sia segon quantitat que oppile aquel, ses addicio, entro que quan alcuna causa es ab aquel tirada de las humiditatz, sia atirada, e quan es expellida, am aquo sia atirada, e quan es expellit lonc, segon que fa clampcedra am la qual es phicat naphta en las batalhas de mar.	In the beginning it is a concave space, in which is poured water that fills it up to the quantity needed, plus addition, until when any cause is drawn out of the humidities with it, and then it is drawn back, and when it is expelled long, according to how clampcedra acts, as is written naphta in the battles of the sea.
Donc cum tu vols prohicir humiditatz en la vesica, entromet la extremitat de clapcedra en la humiditat, e atira am aquel aquo que es empellit a las partidas desus, quar la humiditat es atirada en la conquavitat de clapcedra.	Therefore, when you want to extract humidities from the bladder, insert the extremity of clampcedra into the humidity, and draw out with it the water that is poured into the parts above, because the humidity is drawn into the concavity of clampcedra.
E aprop entromet la extramitat de clapcedra en la vergua segon que havem recomtat en la ciringua; e aprop empelleys la humiditat am aquo que empelleys, quar aquela humiditat perve a la vesica tantost, e le malaute cent aquela.	And accordingly insert the extremity of clampcedra into the penis according to what we have recounted in the ciringua; and accordingly pour out the humidity with water that pours it out, because that humidity comes to the bladder shortly, and the patient is cured thereby.
Forma del cristeri subtil am le qual la vesica es cristerizada, e es aquela la forma:	The form of the subtle clyster which is used to catheterize the bladder, and this is its form:
E sia fayta de argent o de lato, de la qual le cap pus aut sia semblant a petita pluma, e dejos lu cana dedintz liament.	And it should be made of silver or lead, with the head being like a small feather, and below it a thin cane attached.
E aprop pren vesica de moto, e pausa en aquela la humiditat que vols cristirizar en la vesica, e aprop lia aquela entre dos am fort liguatura am fiel doble, e escalfa aquela humiditat sobre le foc.	And accordingly take the bladder of a moving animal, and pause in it the humidity that you want to catheterize in the bladder, and accordingly tie it between two with a strong binding made of double thread, and heat that humidity over the fire.
E aprop entromet la extremitat del cristeri en la vergua.	And accordingly insert the extremity of the clyster into the penis.
E aprop estrenh la tua ma sobre la vesica am la humiditat am strectura descent entro que·l malaute centa que aquela humiditat ja es pervenguda a la vesica.	And accordingly press your hand upon the bladder with the humidity, stretching downwards until the patient feels that that humidity has reached the bladder.
Mays si a tu no es present vesica, lahoras tu pren una pessa de parguames e fay de aquel cercle; e perfora aquel de tota la sua retonditat; e aprop entromet fiel fort en aquels traucs, ayssi quo so revolgut; e aprop agregua le cercle ayssi quo es agreguat alsofatur, pus que tu pausas en aquel aquo que tu vols de las humiditatz, e olis e ayguas.	But if you do not have the bladder present, then accordingly take a bag of parchment and make from it a circle; and perforate that entirely around its circumference; and accordingly insert a strong thread into those holes, turning them over; and accordingly add the circle just as it is added also in such a way that you pause on that which you want from the humidities, and oils and waters.
E aprop tu lia aquel en le instrument e fay am aquel ayssi cum has fayt am la vesica, e exprescio am la tua ma entro que la humiditat pervengua a la vesica.	And accordingly you tie that in the instrument and make it as you made for the bladder, and express with your hand until the humidity reaches the bladder.
Capitol .lx.	Chapter LX.
De extraccio de peyra.	Of the Extraction of Pain.
Nos ja havem dit en la divisio las specias de peyra e curacio de lu am medicinas, e la diferencia entre peyra engendrada en los ronhos e peyra engendrada en la vesica, e les senhals de aquela.	We have already said in the division the species of pain and cure of it with medicines, and the difference between pain generated in the lungs and pain generated in the bladder, and the signs of that.
E havem dit la peyra en la qual catz operacio am ma, e seccio.	And we have said the pain in which catches operation with hand and section.
E la peyra engendrada en la vesica propriament es aquela que es ficada en la vesica.	And the pain generated in the bladder properly is that which is placed in the bladder.
E yeu so narrant aquel am exposicio manifesta e abreviacio.	And you will narrate that with manifest exposition and abbreviation.
Donc dic que peyra engendrada en la vesica majorment ve als enfantz; e dels senhals de lu es que la urina que es eyssida de la vesica es semblant a aygua en la sua subtilitat, e apar en aquela arena; e le malaute fregua la sua vergua, e motas veguadas pen, e aprop es dressada; e am aquo yeys foro le cul en motz de aquels.	So I say that the pain generated in the bladder mostly appears to children; and among its signs is that the urine which flows from the bladder is like water in its subtlety, and appears in that sand; and the patient frequently rubs his penis, and many times takes a step back, and accordingly it is dressed; and with this you will find the anus in the shape of those.
E es laugiera la sanacio dels enfants de aquela entro que han conseguitz xiiii ans; e es dificil curacio en les viels.	And it is more difficult to cure children of that until they have reached the age of 14 years; and it is a hard cure in old people.
Mays en les joves es migiera per aquo quar es entre aquels.	But in young people it is easier because it is between those.
E de aquel del qual la peyra es major e la curacio es pus leugiera; E si es pauca, es contraria ad aquela.	And from that of which the pain is greater and the cure is lighter; And if it is little, it is contrary to that.
Donc cum pervenem a la curacio de aquela, cove al comensament de aquela que mondifiquem le malaute am cristeri le qual extragua tota la fenda la qual es en les sieus budels; quar aquela fenda alcunas veguadas prohibeys la envencio de la peyra deves la inquisicio de lu.	So, when we come to the cure of that, it is necessary at the beginning to purify the patient with a clyster which extracts all the fissure that is in his intestines; for that fissure sometimes prevents the evacuation of the pain from its inquiry.
E aprop sia pres le malaute am les sieus pes e sia contosit e maugut enjos per so que la peyra descenda al preon de la vesica, o que saute de loc aut alcunas veguadas.	And accordingly be pressed the patient with his own weights and be constricted and narrowed in his joints so that the pain descends to the root of the bladder, or jumps from one place to another occasionally.
E aprop fay aquel cezer entre las tuas mas preparat, e las mas de lu sian dejos las coysas de lu, per so que la vesica tota sia fayta declinant a las partidas dejos.	And accordingly make that patient sit between your most prepared hands and those of him be left the things of his, so that the bladder is made to decline entirely to the parts below.
E aprop perquier aquela e tota aquela deforo.	And accordingly cover all that with a covering.
Donc si sentes la peyra en l’espazi, lahoras tu te coyta tantost am seccio sobre lu.	So, if you feel the pain in space, then immediately cut yourself off from it with section upon it.
E si no catz de tot dejos le tieu tocament, lahoras cove que tu untes am oli le tieu dit indic de la ma sinistra, si malaute es enfant, o le dit miga si es jove complit, e entrometas aquel en le sieu cul.	And if you do not feel completely the pressure of your touch, then it is necessary that you anoint with oil the indicated spot on your left hand, if the patient is a child, or the middle spot if he is a young adult, and insert that into his anus.
E perquier de la peyra entro que stia dejos le tieu dit.	And cover with oil of the pain until it remains below your said spot.
E converteys aquela petit a petit entro al col de la vesica.	And convert that little by little into the neck of the bladder.
E aprop prem sobre aquel am lo tieu dit, e expelleys aquel a las partidas defora ves le loc del qual vos la seccio.	And accordingly press upon that with your said spot, and expel it into the parts outside of the bladder at the location from which you made the section.
E comanda al ministra que prema la vesica am la sua ma; e comanda a un autra ministra que am la sua ma dextra extenda les genetius a las partidas desus, e am la sua autra ma remaugua la codena la qual es dejos les genetius, en partida del loc en le qual se fa la seccio.	And command the servant to press the bladder with his right hand; and command another servant to stretch out her left arm towards the parts above, and with her other arm to relax the cord which is below the genitals, in the part of the location where the section is being made.
E aprop entromet espatum be inscident del qual aquesta es la forma de lu:	And accordingly insert an spatula which is incident, and this is its form:
e scindeys en lu aquo que es entre·l cul e·ls genetius, no en le mieg loc, abantz al latz de la coyssa sinistra; e sia la seccio sobre aquela peyra e·l tieu dit sia en le cul, e sia fayta seccio transversa, per que la seccio defora sia ampla e dedintz streyta segon la quantitat que egrecio de la peyra sia a lu possibla, e no major, quar fort leu comprem le tieu dit le qual es en le cul la peyra deves la seccio, e es foro-getada ses defacultat.	and cut through the flesh between the anus and genitals, not in the middle location, but above the left flank; and let the section be upon that pain and your said spot be on the anus, and let it be a transverse section, so that the section outside is wide and thin below according to the quantity of pain that has been evacuated, and no greater, for then little by little the flesh will compress your said spot which is in the anus, and forgets its defect.
