Ayssi comensan las paraulas de Albucasim .	The words of Albucaisem begin thus.
E alcunas veguadas es lavada la mayre e la plagua enayssi que es cristerisat am aygua e mel, e aprop am aygua en la qual es bulhida razit de liri o de aristologia longua, e aprop retorna al enguent.	And sometimes the mother and the wound are washed with soap made from water and honey, and accordingly, with water in which the root of lily or aristolochia longa has been boiled, and accordingly, it returns to the poultice.
E si la plagua es dedintz en la mayre ameguada, lahoras cove que tu sias prohibit de la curacio de lu am ferr, habantz cura aquel am aquo que havem dit en la divisio.	And if the wound is in the mother's belly made, then it is necessary that you be prohibited from the cure of it with iron, having cured it with water as we have said in the division.
Capitol .lxxv.	Chapter LXXV.
A ensenhar las matronas en qual manieyre les enbrios bius sian medicatz quan yeysso segon figura no-natural.	To teach midwives how to medicate living beings when they appear unnatural according to figure.
Necessaria causa es que la matrona conogua en le comensament la figura del enfantament natural per senhals de lu, e es que quan tu vezas la femna expremar a las partidas dejos e desira odorar le ayre, e sobre aquo es enleujada per aquo que sobre ela es del part, e festina le eyssiment del enbrio, lahoras sapias que aquest part es segon figura natural, e es l’eyssiment de lu sobre le sieu cap, e la segondina am aquel o suspensa o pendent del ombelic.	A necessary cause is that the midwife knows in the beginning the figure of natural childbirth by its signs, and is that when you see the woman expel her parts below and desire to smell the air, and above it is lifted up what comes out from part, and hasten the emission of the fetus, then you will know that this part is according to natural figure, and is the emission of it on its head, and the second one with it or suspended or pendant from the navel.
Donc cum tu vezes aquels senhals, lahoras cove que·l ventre de lu sia compremut per so que l’embrio deysenda leugerament quar quan deyssen sobre le sieu cap, deysen a lu la segondina, e es mondada de aquelas superfluitatz am bona mondificacio.	Therefore, when you see those signs, it is necessary that the belly of it be compressed so that the fetus descends lightly, for when they descend on its head, they will come out to it, and it will be cleaned of those superfluities with good cleansing.
Mays aquel que es otra aquest part es no-natural e no-lausable, quar quan le enbrio es eyssit sobre sos pes e·l cos de lu es eyssit devant le cap de lu e·ls pes de lu, e la ma de lu una, o al pe de lu .i., o es eyssit le cap de lu e la ma de lu, o al ventre de lu, e fort leu es convertit sobre le sieu col, e semblant de las figuras de lu no-lausablas.	But that which is another part is not natural and not acceptable, for when the fetus is emitted on its feet and the body of it is emitted before its head and its feet, and one hand or at the foot. i.e., or it is emitted the head of it and one hand or at the belly of it, and very strongly it is converted on its neck, and similar to the figures of it not acceptable.
Don necessaria causa es a la matrona que sia savia e subtil en totas aquelas causas, e que·s guarde de error e de decepcio.	Therefore, necessary cause is that the midwife should be wise and subtle in all those causes, and that she should beware of error and deception.
E yeu so mostrant tota figura de aquelas, e qual engen es en aquelas per so que sia significat per aquo e sia stat sobre aquo.	And you show the entire figure of those, and what sign is in them for that which is meant by it and is established upon it.
Quan le feyt es eyssit sobre le sieu cap per egrecio natural, e aquel es vehement sobre la femna e es fayt a lu part dificil, e vezes la vertut de lu ja debelitada, lahoras fay aquela sezer , o que las femnas tenguan lu, e evapora le conh de lu am fenugrec coyt e am olis humitz.	When the fever is emitted on its head by natural excitation, and it is vehement upon the woman and is made difficult for her to give birth, and sometimes the virtue of her is debilitated, then make her drink , or that women may have it, and evaporate the womb of her with fenugreek seeds and with warm oil.
E aprop entrometa la metrona entre les sieus ditz espatum petit e fenda am aquel la segondina, o secce aquela am la sua ungla entro que corro aquo que es en ela de humiditat.	And accordingly, insert the metrona between the said spatula and the small gap, or cut that with her own fingernail until it runs with what is in her of humidity.
E preme le ventre de la femna entro que deyssenda le fet.	And press the belly of the woman until she gives birth to the fetus.
Mays si no deyssen, lahoras cove que la femna sia cristirizada de mucellage de ptilli e mucellage de fenugrec am cizami.	But if it does not come out, then it is necessary that the woman be cleansed with a poultice of pille and a poultice of fenugreek with camomile.
E aprop comanda a lu, aprop le cristeri, que sia compremuda e fay aquela stornudar am condisi; e te la boca de lu e·l nas de lu per huna hora, quar le fet sira foro-getat tantost.	And accordingly, command it to her, accordingly the cleansing, that it be compressed and make her sneeze with condiments; and tie her mouth and nose of hers for an hour, because the fetus will soon forget.
E si las doas mas del fet so foro-getadas al comensament, lahoras cove que tu redusiscas aquelas am fecilitat petit a petit.	And if the two more of the fetus are forgotten at the beginning, then it is necessary that you reduce those with gentle ease little by little.
Mays si no obezeys al intrament, lahoras pausa la femna sobre una cezelha e leva les pes de lu sus, e aprop concuceys la cezelha sobre la terra; e la femna sia tenguda que no caia deves la concussio.	But if it does not obey the instrument, then it is necessary that you pause the woman on a bed and lift her feet up, and accordingly, conceive the bed on the earth; and the woman should be held so as not to fall from the concussion.
E si las mas no son dedintz tornadas e morr le fet, lahoras inscideys aquelas e extratz le romament del fet o lia le cors a la ma de lu am drap e extratz aquel am equalitat, quar aquel sira foro-getat.	And if the membranes are not returned and the fetus is dead, then it is necessary that you insert those and extract the remains of the fetus or tie the body to her hand with a cloth and extract it with equality, because it will soon be forgotten.
De eyssiment del embrio sobre les sieus pes.	On the Emission of the Fetus on its Feet.
Quan le fet yeys sobre les sieus pes, lahoras cove que tu impelliscas aquels en sus, e aprop convertas le fet petit, e aprop que engualhes aquel, e aprop que prenguas un pe de lu e extendas aquels petit a petit.	When the fetus emits on its feet, then it is necessary that you push those into them, and accordingly, convert the small foot, and accordingly, make equal with it, and accordingly, take one foot of yours and stretch it little by little.
Mays cum son eyssit entro a las coyssas, lahoras tu comanda a lu que se exprema, e fay aquela extornudar am condizi, quar sira foro-getat si Deus lo vol.	But when they are emitted into the thighs, then you command it to her that she may express herself, and make her sneeze with condiments, because it will soon be forgotten if God wills it.
E si no es foro-getat am aquo que havem recomtat, lahoras tu retorna le fet petit a petit entro que pauses aquel segon figura natural, quar aquel sira lahoras foro-getat am leugier eyssiment.	And if it is not forgotten with that which we have recounted, then you return the small foot little by little until it pauses according to natural figure, because it will soon be forgotten with a lighter emission.
E si es prohibit am tot aquo que havem recomtat, lahoras pren de musellage de altea e de goma dissolvuda, e percuteys tot en le mortier per bona percussio, e aprop linieys am aquo le conh de la femna, el pus bas del ventre de lu.	And if it is prohibited with all that which we have recounted, then take a poultice of althea and dissolved gum, and beat it well in the mortar for good beating, and accordingly, line it with water on the womb of the woman, at the lowest part of her belly.
E aprop fay aquela cezer en aygua tebeza, entro que consegua les ypocondias.	And accordingly, make that poultice cease in warm water, until it reaches the hypochondria.
E cum vezes que las partidas dejos de lu so lenificadas, lahoras fay a lu subfumiguacio de mirta e sub-pausa aquela a lu.	And when the parts below of it are relaxed, then make it submit to the sub-fumigation of myrrh and sub-pause it for her.
E quan te la sub-fumiguacio per una hora, lahoras tu la fay sezer sobre una cezelha, e aprop fay aquela stornudar e extrenh la boca de lu, e levas de aquela, e prem la partida pus bassa del ventre de lu am leugiera compressio, quar le fet sira tantost foro-getat.	And when the sub-fumigation lasts for an hour, then make it cease on a bed, and accordingly, make her sneeze and stretch out her mouth, and take away from that, and press the lower part of her belly with gentle compression, because the fetus will soon be forgotten.
Eyssiment del fet sobre les sieus denols e las suas mas.	Emission of the Fetus on its own shoulders and arms.
Quan le fet eyssira segon aquesta forma, lahoras tu engenies en entrometen las suas mas petit a petit; e aprop la femna stia evessada sobre le sieu col, e les pes de lu pengo en jos, e aquelas sia jasent sobre le lieyt, e complegua las suas mas.	When the fetus emerges in this form, then you gently insert its own arms little by little; and accordingly, have the woman sit elevated on her neck, and her feet hanging down, and those should be placed on the lyre, and complete its arms.
E aprop prem sobre le ventre de lu petit a petit, e aprop extratz aquo que es dejos les pes de lu de las aurelhas entro que sia preparada en la partida pus dejos.	And accordingly, press on the belly of her little by little, and accordingly, extract what is left from her feet to her ears, until it is prepared at the lowest part.
E si le fet no es fora-getat, lahoras pren les pes de lu e mau aquels am movement vehement, e aprop prem aquo que es sobre les ypocondres petit a petit entro que le fet puege a las partidas desus.	And if the fetus is not forgotten, then take her feet and move them with violent motion, and accordingly, press on what is above the hypochondria little by little until the fetus reaches the upper parts.
E aprop entrometa las suas mas e engualhe le fet petit a petit, e comanda a la femna que se exprema entro que le fet sia foro-getat.	And accordingly, insert its arms and make the fetus equal little by little, and command the woman to express herself until the fetus is forgotten.
Eyssiment del fet latutidinalment pendent una de las suas mas.	Emission of the Fetus laterally hanging from one of its arms.
Sia engeniat en reduccio de la ma de lu, mays si no podes aquela reduzir, lahoras eleva la femna e fe aquela anar.	Be gentle in reducing her arm, but if you cannot reduce it, then lift the woman and make her walk.
E si anar no pot, lahoras fay la jazer sobre le lieyt, e concuteys las coyssas de lu am concussio vehement, e aprop aministra liamentz les quals yeu e recomtatz de mucillages.	And if she cannot walk, then make her sit on the lyre, and conceive the thighs of her with violent concussion, and accordingly, administer those which I and you have recounted to be poultices.
E si es vengut le enfantament, lahoras fay aquela sezer sobre cezelha, e aprop studia sobre la reduccio de la ma, e enguala le fet segon figura natural, e fay stornudar la femna e comanda a lu que comprema a si entro que sia foro-getat.	And if the childbearing is done, then make her cease on a bed, and accordingly, study on the reduction of the arm, and equalize the fetus according to natural figure, and make her sneeze and command her to compress herself until it is forgotten.
Eyssiment del fet sobre·l col expandudas las suas mas e la fassia de lu es al dos de la sua mayre.	Emission of the Fetus on its neck, with its arms expanded and the flesh of her stretched out to both sides of her mother's.
Cove que la matrona tengua la ma del fet e aprop revolva aquel petit a petit, e eque aquel am facilitat.	It is necessary that the midwife hold the hand of the fetus and accordingly turn it little by little, and make it equal with ease.
E cum es e quant so es engualhat, e lahoras pausa sobre le conh de lu aquo que havem recomtat de oli e de mucellages.	And when it is and what is equalized, then pause over the womb of her with that which we have recounted, namely oil and poultices.
E aprop comandas a lu que·s maugua petit a petit, e quan auras feyt aquo, lahoras fay aquela cezer sobre una cezelha e comanda li que sia inclinada sobre le latz dreyt, e aprop comanda a lu que sia compremuda; e fay aquela stornudar am condizi.	And accordingly, command her to compress little by little, and when you have done this, then make her cease on a bed and command her to be inclined over the right side, and accordingly, command her to compress herself; and make her sneeze with condiments.
Exitus foetus praeparati super latus.	The exit of the prepared fetus is above the shoulder.
Quan deyssen a horrifici de la mayre segon aquesta manieyra, considera, e lahoras tu inscideys la segondina am la tua ungla entro que sia evacuada de la humiditat.	When it is about to emerge from the mother's womb according to this manner, consider, and accordingly, you insert the second finger of your hand into her own fingernail until the humidity is evacuated.
E si le fet es suspendut sobre la cara e·l col de lu, lahoras tu inscideys aquela del embelic, per so que no sia retengut e mora.	And if the fetus is suspended over her face and neck, then you insert your finger into the umbilical cord, so that it may not be retained and die.
E aprop empelleys le fet a las partidas dedintz entro que pauses aquel segon que cove, e manda a la femna que comprema a si alcunas veguadas, e el sira fora-getat am eyssiment leugier, si Dieus o vol.	And accordingly, push the fetus into the lower parts until it is paused according to what is necessary, and command the woman to compress herself some times, and if God wills, it will be forgotten with a lighter emission.
Exitus geminorum aut foetuum multorum.	The exit of twins or many fetuses.
Sapias que gemels motas veguadas so natz, e alcunas vetz naysso tres o quatre , mays aquo es estranh e tart s’endeve; mays v so causas foro natura, e no vivo.	Know that twins are sometimes born, and some times not, nor three or four, but this is strange and does not happen often; however, there are causes natural and not living.
E conte aquelas, ja sia que sian montiplicatz, una segondina, e son seperatz per ciphac, distingen aquels enter le liguament en l’ombilic de cascun de aquels E alcunas veguadas so foro-getatz ayssi cum es un fet per eyssiment natural leugier, e so eysitz alcunas veguadas per eyssiment no-lausabla ayssi cum havem recomtat.	And among those, whether they be multiple or not, a second one is born, and are separated by ciphac, distinguish them into each bond in the umbilicus of each of them And some times they are forgotten thus as if it were only one fetus for lighter natural emission, and sometimes they are separated thus as we have recounted.
E si son dificils alcus de lor deves le enfantament e perveno ad aquo que havem dit de las figuras no-naturals, lahoras tu cura aquels ayssi cum havem recontat.	And if some of them are difficult to give birth and proceed according to what we have said about the unnatural figures, then you cure those thus as we have recounted.
E si’ la matrona subtil e fassa aquo que fa am facilitat e subtilitat, e am tarditat, e sia ingeniat segon tota figura segon que es a lu preparat de l’engen amenant a salut.	And if the midwife is subtle and does what is done with ease and subtlety, and in delay, and is gentle according to all figure, according to how it is prepared for her by the engineer leading to health.
Rememoratio eius quod formatur in matrice ex embrionibus et Abortiuntur.	A reminder of what is formed in the womb from embryos and those that are aborted.
Alcunas veguadas son formatz en la mayre un, e dos, e tres, e quatre, e v, e vi, e vii, e mays x, e ja es deves mi verificat que una femna abortem ne getet vi, e una autra x totz formatz, la qual causa fo fayta per mensuracio dels glorios savis.	Some times are formed in the womb one, two, three, four, five, six, seven, and up to ten, and you must verify for me that a woman aborts at seven months, while another gives birth to all ten, which is caused by measurement of the glorious sages.
E tot aysso cove que sia en la sciencia de la matrona quar fort leu ad aquela parve semblant de aquo, e donc opause se ad aquo am so que cove.	And thus it is necessary for the science of the midwife, since it is a small resemblance to this, and therefore pause at this with what is necessary.
Capitol .lxxvi.	Chapter LXXVI.
De extraccio del fet quan es mort.	On the Extraction of the Fetus when it is Dead.
Quan tu curas le fet mort am aquo que havem dit en la divisio de la medicacio e no es defora eyssit, e tu yest forsat usar de opperacio am ma, lahoras cove que consideras si la femna es de sana vertut e no es am alcu dels accidentz per les quals sobre ela es temuda perdicio.	When you cure the dead fetus with what we have said in the division of medication and it does not come out, and you are forced to use operation by hand, then it is necessary that you consider whether the woman is of good virtue and not affected by any of the accidents for which danger is feared over her.
Lahoras cove que la femna sia envessada sobre le lieyt sobre le sieu dos, e sia le cap de lu enclinat enjos e las coyssas de lu sian elevadas.	Then it is necessary that the woman be elevated on a lyre over her back, and her head inclined downwards, and her thighs lifted.
E·l ministre tengua aquela de doas partz o sia liada en le lieyt per so que·l cos de lu no se extenda deves la extraccio del fet.	And the minister should hold that of two parts or tie it on the lyre, so that her body does not stretch too much during the extraction of the fetus.
E aprop tu humecta la boca de la mayre de lu am olis humitz e am mucellage de altea e de fenugrec e de semensa de li.	And accordingly, you moisten the mouth of the mother with oil and with the poultice of althea and fenugreek and with the seeds of lily.
E aprop unte la matrona la sua ma am aquels olis e mucellages, e aprop entrometa la sua ma am fecilitat en la mayre, e aprop cerque am la ma loc en le qual fique les uncis en le fet.	And accordingly, the midwife takes her hand with those oils and poultices, and accordingly, inserts her hand with ease into the mother, and accordingly, seeks out the exact location where the fingers rest on the fetus.
E locs convenient en aquo: adonc tu considera si le fet es preparat que deysenda sobre le sieu cap, e lahoras tu fique les uncis en les huels de lu, o en le col, o en la boca, o en le palat, o dejos la barba, o en la furcula de lu, o en les locs propdas de las costas, o dejos les ypocondres.	And so located in that: then you consider if the fetus is prepared to descend on its own head, and accordingly, place your fingers on the temples of her, or on the neck, or in the mouth, or on the palate, or below the beard, or at the furcula of her, or on the places suitable for the ribs, or below the hypochondria.
Mays si le deysendiment es sobre les pes de lu, lahoras en le pentenilh, o en le mieg de las costas.	But if the descent is over her feet, then in the armpit, or in the middle of the ribs.
E cove que tengua le unci am la ma dreyta, e pausa la curvitat de lu en aquel loc le qual es entre les ditz de la ma senestra, e entrometa la ma am facilitat e fique le unci en alcu de aquels locs les quals havem ditz, entro que pervengua a la causa boyda.	And it is necessary to have the finger on the right hand, and pause the curvature of her at that place which is between the fingers of the left hand, and insert the hand with ease and place the finger in one of those places which we have said, until you achieve the desired result.
E aprop pause e fique en la apposicio de lu un autre unci, o le tertz si es necessitat, per so que sia atraccio engual, e no sia extencio segon la sua rectetut tant solament.	And accordingly, pause and place another finger or the third if necessary, in order to attract equality and not be stretched according to her rectitude only.
Ans sia maugut a tota partida, per so que l’eyssiment de lu sia alleujat ayssi cum es fayt en dent deves la eradicacio de lu.	And thus it is good for all parts, in order that the emission of her may be alleviated as it is done in tooth for the eradication of her.
E cove en lu aquo que es entre lor que la extencio sia mollificada; e si alcuna partida de lu es retenguda, lahoras cove que la matrona unte alcus sieus ditz am oli e entrometa aquels espertament e revolva am aquels aquo que es retengut.	And it is necessary in her that which is between them to soften the extension; and if any part of her is retained, then the midwife should take some of her fingers with oil and insert them expertly and turn around with what is retained.
Donc si la partida del fet es fora-getada, lahoras les uncis sian permudatz entra loc le qual sia pus aut; e fay aysso entro que tot le fet sia fora-getat.	Therefore, if the part of the fetus is forgotten, then the fingers should be pushed into the place where it is higher; and make it so that the whole fetus is forgotten.
Mays si la ma es eyssida denant l’autra, e no es possible reduzir aquela per la coartacio de lu, lahoras cove que drap sia envolopat sobre aquela; e aprop extratz aquela entro que tota sia fora-getada, e inscideys aquela o en la junctura de la ma o en le coyde.	But if the hand is emerged before the other, and it is not possible to reduce it through the constriction of her, then it is necessary that a cloth be wrapped around it; and accordingly, extract it until all is forgotten, and insert it either at the junction of the hand or in the armpit.
E ayssi cove que fassas en l’autra ma e en les dos pes.	And so it is necessary that you do the same on the other hand and both feet.
Mays si le cap del fet es gran, o accideys a lu coartacio en le eyssiment, o es en le cap de lu aygua ajustada, lahoras cove que entrometa entre les ditz espatum spinos e fenda le cap e extragua la aygua, o que discroba aquel am un instrument le qual es nompnat “alundat”, la forma del qual vindra am las formas dels autres instruments en le capitol le qual es aprop aquest.	But if the head of the fetus is large, or there is constriction in the emission, or water is adjusted in the head of her, then it is necessary that you insert between the fingers, and break the head and extract the water, or use an instrument called "alundat", the form of which will be described with the forms of other instruments in the chapter which is appropriate to this.
E semblantment fassa si·l fet es de gran cap per natura: e lahoras cove que inscida aquel am algematu, o que prengua aquel am alunda ayssi cum havem dit; e aprop extra les osses am les forceps.	And similarly do if the fetus has a large head by nature: and it is necessary that you insert it with a forceps, or take it with an alundat as we have said; and accordingly, extract the bones with forceps.
E si le cap es eyssit e es coartat deves la furcula, lahoras sia fendut entro que la humiditat la qual es en le pietz sia efunduda.	And if the head is emerged and constricted at the furcula, then it should be cut open until the humidity which is in the parts is poured out.
Mays si no es complicat, ni obezeys a eyssiment, lahoras tu inscideys le cap tantost segon que a tu sira possible.	But if it is not complicated, nor obeys to emission, then you should insert the head as soon as possible according to what seems best to you.
E si le dejos del ventre es apostemat o es en lu ydropici, lahoras cove que tu perfores aquel entro que corro la humiditat que es en lu.	And if the afterbirth of the womb is apostematic or in it there is hydroptic fluid, then it is necessary that you pierce it until the humidity which is in it flows out.
Mays si le fet es sobre les sieus pes, lahoras la atraccio de lu es leugiera e la direccio de lu a la boca de la mayre es leugiera.	But if the fetus is on her feet, then the attraction of it is gentle and the direction of it to the mouth of the mother is gentle.
Mays si es coartat deves le ventre e·l pietz, lahoras cove que tu extraguas aquel am drap le qual auras envolopat sobre la tua ma, e que fendes le ventre e·l pietz entro que corra aquo que es en aquels.	But if it is constricted at the belly and parts, then it is necessary that you extract it with cloth which you will wrap around your hand, and cut open the belly and parts until the water which is in them flows out.
Mays si les autres membres so ostatz e torna le cap, lahoras la metrona entrometa la ma senestra; mays si la boca de la mayre es huberta, lahoras intrometa la ma en le preon de layre, e cerque am aquela le cap, e atira aquel am les ditz entro a la boca de la mayre, e aprop entrometa en lu un unci, o dos uncis, e atire lu am aquels.	But if the other members are stuck and return to the head, then place it with your left hand; but if the mouth of the mother is swollen, then insert your hand into the pomegranate, and seek out that head, and attract it with those fingers, and accordingly, enter one or two fingers, and draw it out through her mouth.
E si la boca de la mayre es coartada per apostema caut le qual accideys a l’u, lahoras cove que no sia trebelhat sobre lu; abantz cove lahoras aministrar efusio de causas humidas grassas.	And if the mouth of the mother is constricted by an apostematic swelling which occurs to it, then it is necessary that you not trouble over it; but rather, administer effusion of humid and fatty causes.
E aministre emplastres; e segua le pacient en ayguas que mollifican e humectan.	And administer poultices; and follow the patient with waters that soften and moisten.
E si le fet es sobre le sieu costat, lahoras si possible es, sia agulat: e sia aministrat aquo que havem dit en le fet viu.	And if the fetus is on her own ribs, then it is necessary that you insert it as much as possible; and administer water which we have said for a living fetus.
E si aquo no es possible, lahoras sia inscidit en pessas, e sia extrayt.	And if this is not possible, then insert it in the feet, and extract it.
E cove que non layssas alcuna causa dedintz de la segondina.	And make sure that you do not leave any cause behind the second finger.
E cum tu auras complida tota la tua opperacio, lahoras aministra aquo que havem dit de la curacio en les apostemas cautz les quals accideysso de la mayre.	And when you have completed all your operation, then administer the water which we have said for the cure of apostematic swellings that occur in the mother.
E si accideys flux de sanc, lahoras deyssendas en ayguas stipticas e aministra l’autra curacio.	And if bloody flux occurs, then let it flow into stiptic waters and administer another cure.
E yeu ja e vist una femna en le ventre de la qual era fet mort, e aprop sobre aquel foc autra veguada emprenhada, e aprop foc mort es le fet autre.	And I myself have seen a woman whose womb contained a dead fetus, and accordingly, on top of that fire another pregnancy was undertaken, and accordingly, the dead fetus is another.
Accidit al u aprop lonc temps apostema en le sieu embelic; e inflat es entro que foc ubert, e comensec a getar brac.	It happened to me a long time ago that an apostema occurred in my own umbilicus; and it swelled up until it became hot as fire, and I began to sweat.
E yeu fu appelhat a la cura de lu, e medicat a lu per lonc temps, e la plagua no es consolidada.	And I was called to the cure of it, and medicated it for a long time, but the wound did not consolidate.
Adonc yeu pausegui sobre lu de alscunas causas emplastra de forta atraccio, e eyssic de lu un os, e aprop passero alcus jorns, e eyssic un autre os; e yeu fu trop meravilhat, cum en le ventre no sia os.	And then I wrapped it with some plaster of strong attraction, and drew out one bone, and accordingly passed several days, and drew out another bone; and I was greatly amazed, as there was no bone in the womb.
E adonc yeu cogitegui que eran dels osses del fet mort.	And then I thought that they were the bones of the dead fetus.
Donc yeu enguisigui la plagua, e extrayssi de lu motz osses , la femna existent en las sieuas milhos disposicios, e ja visquec en tal manieyra per lonc temps, correc de lu un petit de brac.	And then I examined the wound and drew out many bones from it, the woman existing in her own good disposition, and thus she lived in this way for a long time, recovering from a small part of the arm.
E yeu no afermegui asso esser stranh, sino quar en aquo es sciensa e ajutori ad aquo que le metge artifec am la ma per curacio aministra.	And I do not think it strange, but rather because in this is science and aid to that which the physician crafts with his hand for cure.
De las formas dels instrumentz que so necessaris a extrayre le fet.	Of the forms of instruments that are necessary to extract the fetus.
Forma de vertitge am la qual es uberta la mayre:	The shape of the uterus which is open in the mother:
Aquesta es la forma de strenhedor en le qual so engualhatz les libres, al qual engualhament sian dos virtitges en doas extremitatz de dos futz.	This is the shape of a strengthen in which are equalized the liberties, to which equalization are two vertebrae at two extremities of two feet.
May empero aquesta virtitge cove que sia pus subtil de strictori, e sia fayt o de eba o de fust de boys.	But however this vertebra must be more subtle than the strictor, and made of ebony or boxwood.
E sia la latitut de quascun fust quays dos ditz e le marge de quascu amdos quays un dit, e la longitut de quascu es un palm e mig; e en le mieg loc de dos fustz so dos ajustaments de aquel meteys fustz les quals ja son fermatz, dels quals la longitut es la maytat de un palm e un pauc mes, e la latitut de quascu es quay dos ditz, o un pauc mes.	And the width of each staff should be two fingers and a half, and the margin of one side is equal to one finger, and the length of each is one palm and a half; and in the middle place between the two staffs there are two adjustments of those staffs which are already fixed, from which the length is most of one palm and a little more, and the width of each is two fingers or a little more.
E aquestz dos additamentz sian entromeses en la boca de la mayre per que sia uberta am aquels quan tu revolves las doas prescriptas virtigges.	And these two adjustments are inserted into the mouth of the mother so that they can be opened up with them when you rotate the two prescribed vertebrae.
Forma autra semblant de aquela pus subtil e pus leugiera:	Another similar form to that one, more subtle and lighter:
Sia fayta de fustz de eba o de boys segon la semblansa de forceps.	It is made of ebony or boxwood wood, according to the likeness of forceps.
Mays empero en la extremitat de lu so dos additament ayssi cum vezes, e la longitut de aquels additament es quays un palm, e la latitut de quascu es dos ditz.	But however, at the end of it there are two additions like times, and the length of those additions is equal to one palm, and the width of each is two fingers.
E cum tu vols am aquels ubrir la mayre, lahoras tu fay cezer la femna sobre le lieyt les pes pendentz, ubert aquo que es entre las coyssas de lu.	And when you want to open her up with those, then you should cause the woman to lift herself on a lyre, and let her feet hang down, opening up what is between her ribs.
E aprop obre la tua ma am le instrument ayssi cum fas am forfexs engualment segon la quantitat que vols de la aprecio de la boca de la mayre entro que la metrona fassa so que vols.	And accordingly, work the instrument with your hand like you do with forceps, equalizing according to the quantity that you want of the appreciation of the mouth of the mother until she does what you want.
La forma de vertitge la qual diysero les antics:	The shape of the uterus which they called "vertitge" in ancient times:
Forma de impellent am le qual es empellit le fet:	The shape of impulsion, with which the fetus is impelled:
Forma de amisidat2 am le qual es conterit le cap gran	The shape of amiability, with which the great head is contained:
E es asemblat a forceps al qual so dentz en la extremitat, ayssi cum vezes, e alcunas veguadas es fayt lonc ayssi cum forceps segon aquesta forma, ayssi cum vezes, al qual so dentz ayssi cum dentz de ressegua am le qual es inscidit e conterit.	And it is assembled like forceps with teeth at the end, just as times, and some times it is made long like forceps according to this form, just as times, with teeth like the teeth of a rasp which is inserted and contained.
Forma de amesidat pauc:	The shape of amiability few:
Forma de unci havent una spina:	The shape of a finger having a spine:
Forma de unci havent doas spinas:	The shape of a finger having two spines:
Forma de forceps a la qual so dentz de cerra am le qual le cap del fet sia conterit:	The shape of forceps to which the teeth of a saw are attached, with which the head of the fetus is contained.
Forma de spatum havent dos extremitatz am le qual le cap es abscindit:	The shape of a spatula having two extremities at which the head is severed:
Forma de dos espatums latz:	The shape of two broad spatulas:
Totz aquels instrumentz so excersitatz, e quan mes so multiplicadas las specias de aquel e so preparadas deves le artifexs, quant es pus leugier a la sua opperacio e pus aut deves les homes per la sua quantitat.	All those instruments are exercised, and when the more species of them are multiplied and prepared by the artists, as it is lighter to their operation and higher in quantity.
E no obres de aquels instrumentz ja sia qua sia deves tu aparalhat, quar la necessitat de aquels no es excusabla.	And you should not neglect those instruments regardless of what, because the necessity of them is irrepressible.
De extraccio de la segondina.	On the extraction of the second finger:
Quan la segondina es retenguda deves le enfantament, lahoras cove que tu comandes a la malautae que retengua le sieu ale, e aprop fay aquela stornudar am condizi, e strenh la tua ma sobre la boca de lu e sobre las nars de lu, e si per aysso es defora eyssit, bo es.	When the second finger is retained during childbirth, then it is necessary that you command the patient to retain her breath, and accordingly, make her snort with condensation, and strengthen your hand on the mouth of her and on her nose, and if by this means it has been extracted outside, so be it.
E sino, lahoras tu pren una ola e perfora en la cuberta un trauc e pausa en aquela erbas ubrent la boca de la mayre, ayssi cum calament e ruda e anet e camamilla e scicados arabic e cassia lignea e santaurea.	And if not, then you should take a cloth and pierce a hole in the cover of it, and pause on that spot where the mouth of the mother is open, as with calamus and rue and anise and camomile and Arabian senna and cinnamon and St. John's Wort.
Totas aquestas erbas o alcunas de lor sian submersas en aygua en la ola, e pausa aquela sobre le foc.	All these herbs or some of them should be submerged in water in the cloth, and pause that on the fire.
E aprop pausa una canula de canaviera en la boca de la mayre, e tengua aquela entro que la evapor vengua a la concavitat de la mayre.	And accordingly, place a reed cane in the mouth of the mother, and keep it there until the evaporation comes to the concavity of the mother.
E aprop fay aquela stornudar ayssi cum havem dit, e la segondina sira fora-getada am velocitat.	And accordingly, make her snort as we have said, and the second finger is extracted quickly.
Mays si roman aprop aquesta curacio e no es eyssida, lahoras tu comanda a la matrona que submerge la sua ma sinistra en oli sizami o en micellage de altea, e aprop entrometa aquela en le conh e queresca am aquela la segondina, e cum aquela auras trobada, lahoras pren la e exten aquela pauc a pauc Mays si es annexsa en le preon de la mayre, lahoras entrometa la sua ma segon que havem recomtat, e quan aura trobat la segondina, extragua aquela petit a petit segon rectetut per so que la mayre no caja deves la atraccio vehement.	But if the cure remains and is not extracted, then you should command the midwife to submerge her left hand in sesame oil or in a poultice of althea, and accordingly, insert it into the canal and search for the second finger, and when you have found it, then take it and extract it little by little. But if it is annexed to the womb of the mother, then enter your hand according to what we have recommended, and when you have found the second finger, extract it little by little with rectitude so that the mother does not faint from the vehement attraction.
Abantz cove que sia permudada als costatz dreyt e sinestre am facilitat.	But before all, it is necessary to be flexible on both right and left sides with ease.
E aprop sia ajustat en la quantitat de atraccio, quar ela obedira e evasira de adhirencia.	And accordingly, it should be adjusted in the quantity of attraction, so that it will obey and escape from adherence.
E si la boca de la mayre es coartada, nos ja havem recomtat la curacio am sturnutacio e am medicacio de la ola am erbas.	And if the mouth of the mother is constricted, we have already recommended the cure with snorting and with medication from the cloth with herbs.
