Ayssi comensan las paraulas de Albucasim .	Thus we begin the treatment of the disease of Albucasim.
E la generacio de aquest hernia es per debelitat la qual accideys als genetius, per que ad aquels es efundunda aquesta materia, e alcunas vetz accideys per percuscio fayta sobre les genetius.	And the generation of this hernia is due to debility which affects the genitals, so that at those times it is founded on this matter, and some veins affect by percussion made on the genitals.
E aquesta humiditat es havent motas colors, quar la color de lu o es declinant a citrina o a sanguinent, o rog, o es negra feculenta, o es ayguosa blanqua, e es aquo que es mays.	And this humidity has many colors, because the color of it is declining to citrine or sanguineous, or red, or it is black and feculent, or it is white and aguish, and it is what is most.
E les senhals per les quals es saubut on es aquesta agreguacio de aygua so aquestz: quar si es en le ciphac blanc le qual havem dit, lahoras le apostema es redon declinant un pauc a longitut ayssi cum figura de huou, e appar le genetiu, quar la humiditat conte aquel de tota part.	And the signs for which it is known on this aggregation of water are these: because if it is in the white cavity which we have said, then the apostema is red and declining a little in length, thus like the figure of humor, and it appears in the genitals, because the humidity contains all that part.
E si la humiditat es en le propri pannicol, lahoras le apostema es redon am partida del huou e per aysso hom estima que es autre huou.	And if the humidity is in its proper panniculus, then the apostema is red and part of the humor, and thus one estimates that it is another humor.
E si la humiditat es entre la codena dels genetius e·l ciphac blanc, lahoras catz dejos le centiment.	And if the humidity is between the codena of the genitals and the white cavity, then it falls below the sentiment.
E cum tu vols la cognicio de la color de la humiditat, lahoras tu esproa la color de la humiditat en le apostema am entromes cayrat del qual la forma es precedida; e segon aquo que es eyssit en le vestigi del entromes, jutga de aquo que es dedintz lu.	And as you want the cognition of the color of the humidity, then you will express the color of the humidity in the apostema in the midst of the cavity, and according to what is written in the vestige of the midst, judge that it is descending from it.
Donc quan nos vinem a la curacio de lu am ferr, lahoras cove que comandem al malaute que sia fleubotomat si aquo es a tu possibla, e vezes le cos de lu ple.	So when we come to the cure of the iron wound, then it is necessary that we command the patient to be phlebotomized if it is possible for you, and sometimes the cost of the wound.
E aprop sia resupinat sobre le sieu dos sobre alcuna causa un pauc auta, e pausa dejos lu motz draps.	And then it is suspended above the two seats about some cause a little higher, and stop below the word drops.
E aprop setz tu sobre la part sinistra de lu, e comanda al ministra que segua a la dextra de lu, le qual extenda la sua vergua a hun de dos latz a la codena dels genetius e a la partida del mirac del ventre.	And then you sit on the left part of it, and command the minister to follow on the right of it, which extends its rod from two sides to the codena of the genitals and to the partition of the miracle of the belly.
E aprop pren spatum lat e scindeys la codena dels genetius del mieg loc per la longitut entro prop le pentenilh.	And then you take a wide spatula and separate the codena of the genitals from my place for the length until you reach the pentangular.
E sia fayta la seccio segon rectetut engualment distant de la linha que deveseys la pel dels genetius, entro que pervengua al ciphac blanc comprehendent.	And it is made the section according to a straight and equal distance from the line that divides the skin of the genitals, until you reach the white cavity, comprising.
E excorja aquel, e observa, e guarda te per aysso que tu no inscidas aquel; e la tua excoriacio am la qual aquel excorjas per partida jassia que sia suspenduda am le huou mays e subtilment escruta am la excoriacio segon la quantitat a tu possibla.	And you remove that, and observe, and guard yourself for thus that you do not injure it; and your removal is the one which removes by partition so that it is suspended in the humor most subtly and scrutinized in the removal according to the quantity possible for you.
E aprop perfora le ciphac ple de aygua am perforacio ampla, e extratz tota l’aygua.	And then you perforate the full cavity of water in a wide perforation, and extract all the water.
E aprop separa entre doas labias de la seccio am uncis, e exten le ciphac a las partidas desus; e no toques la codena les genetius comprehendent, e inscideys le ciphac en aquela manieyra que es a tu possible.	And then you separate between the two labia of the section with uncias, and extend the cavity to the upper parts; and do not touch the codena of the genitals comprising, and injure the cavity in that manner which is possible for you.
E inscideys aquel am la sua totalitat o en pessas, e majorment le sieu latz subtil, quar si tu no perscrutas exquisidament la inscizio de lu, no es fayta segurtat que la aygua no retorne.	And you injure it in its totality or in pieces, and majorly the wide seat subtly, because if you do not precisely observe the injury of it, it is not made securely that the water does not return.
Mays si le huou procezeys de aquela defora de la sua codena en la ora de la tua operacio, lahoras quan tu auras complida la seccio del ciphac, retorna dedintz aquel, e aprop ajusta las doas labias de la codena dels genetius am sutura, e aprop cura aquel ayssi cum las autras plagua, entro que sia sanat.	Mostly the humor proceeds from that defect of its codena at the time of your operation, then when you have completed the section of the cavity, return to it, and then adjust the two labia of the codena of the genitals with a suture, and then heal it like the other wounds, until it is healthy.
E si atrobas le huou corromput per autra malautia, lahoras cove que tu lies les vayssels les quals so sore le suspensori, e extrat le huou, e aprop cura aquel am aquo que havem dit.	And if you find the corrupted blood through another bad humour, then it is necessary to remove the veins that are causing suspension, and extract the blood, and then take care of what has been said.
Mays si l’aygua es agreguada en doas partidas esemps, lahoras sapias que doas son las ernias; donc inscideys aquela partida segon que has feyt en l’autra engualment; e si es a tu vist que sia una opera, lahoras tu la fay.	Perhaps the water is added in two equal parts, then you know that the two are kidneys; therefore, insert that part according to what you have done in the other equalization; and if you see that it is a workable operation, then do it.
E aprop tu abstergiys le sanc, e entramet en las seccios lana submersa en oli o en oli rozat; e pausa deforo autra lana la qual tu as submersa en vi e oli, e expandeys aquela sobre dos genetius e·l mirac del ventre; e pausa desobre draps doblatz e pulvils, e lia aquels desobre am liament le qual es segon aquesta forma:	And then you will purge the blood, and enter into the narrow passages that are submerged in oil or rose oil; and pause before pouring another oil which you have submerged in wine and oil, and expand it over two genuflections and the miracle of the belly; and pause above double drapes and pulvis, and bind them above the limb which is according to this form.
e aprop sian preses dos draps e sian humplitz de lana carmenada segon aquesta semblansa; e sian faytas las extremitatz am les quals es premut de coto o de lana humida, e sian agreguatz am strectura en le braguier de las braguas, e la una de las extremitatz prengua del cul entro al dos, e la segonda prengua a la partida del pantenilh, e dos extramitatz sobre dos coyssas dejos e dos extramitatz autras sobre dos angonars, e tota extrictura sia ajustada en le braguier de las braguas.	And then press two drapes and fill the warm oil according to this resemblance; and fill the extremities with what is taken from a warm cloth or humid oil, and fill the structure in the belt of the breeches, and one extremity takes hold of the backside within the two, and the second takes hold of the part of the thigh, and two extremities on two hips below and two other extremities on two angles, and the entire structure is adjusted in the belt of the breeches.
E alcunas veguadas aquesta hernia es medicada artificialment am cauteri en loc de seccio am ferr; e es que tu prenguas cauteri cutellar subtil e que inscidas am aquel la codena dels ginitius, e es ignit segon que havem recomtat entro que sia descubert le ciphac blanc contenent la aygua, e lahoras tu pren cauteri segon aquesta forma:	And some hernias are artificially medicated with a cautery in place of the narrow passage at the iron; and it is that you take a sharp cutting cautery and insert it into the code of the genitals, and ignite according to what has been recommended until the white ciphac containing water is discovered, and then you take the cautery according to this form.
e es asemblat a letra greca.	And it is assembled in a Greek letter.
E aprop perfora am aquel ciphac, e es ignit entro que tota la humiditat sia fora-gitada.	And then pierce the ciphac, and ignite until all humidity is expelled.
E aprop exten le ciphac am uncis, e excorja am uncis, e excorja am cauteri subtil ignit; e inscideys aquel segon que es a tu possible entro que eradiques tot lu; e guarda te del huou que·l foc no·l toque.	And then extend the ciphac into inches, and scrape in inches, and scrape with a sharp ignited cautery; and insert that according to what is possible for you until you eradicate all of it; and beware of the blood that the fire does not touch.
E sapias que aquesta operacio es pus salva e pus longinqua de flux de sanc, e milhor que operacio am seccio.	And know that this operation is more salvific and farther from blood flow, and better than an operation on the narrow passage.
Mays si a tu fa contrarietat apostema caut en la hora de seccio o en hora de cauteri, o flux de sanc, lahoras cove que tu cures qual contrarietat fa a tu per aquo, am curacio la qual conveneys a lu segon que es dit.	Perhaps you have made a contrary apostema in the hour of narrow passage or in the hour of cautery, or blood flow, then it is known that you cure what contrariety you do for that, with a curative method that suits him according to what has been said.
Mays si le malaute es pauruc, e no spera la segonda operacio per la sua horribilitat, lahoras administra perforacio segon que yeu recomti aquo; e es quan es certificat deves tu, per aquo que havem dit de las significacios, que aquela hernia es ayguosa.	Perhaps the patient is poor, and does not expect the second operation due to its horror, then administer piercing according to what you have recommended; and it is when it is certified by you, for that which has been said about the signs, that this hernia is watery.
Lahoras cove que tu fassas sezer le malaute sobre alcuna cezelha elevada, aprop perfora le apostema en la partida pus bassa de lu am spatum lat, e pausa la perforacio segon la longitut del cos.	Then it is known that you make the patient sit on some elevated seat, then pierce the apostema in the lowest part of the spine with a broad flat spatula, and pause the piercing according to the length of the body.
E sia la apercio ampla entro que corro tota l‘aygua.	And it is the wide perception until all the water corrodes.
E aprop pausa sobre le loc coto e lia aquel e layssa aquel, per so que corro le romanent de l’aygua.	And then pause on the warm place and bind it and leave it there, so that the remainder of the water corrodes.
E aprop cura aquel entro que la plagua sia sanada.	And then cure it until the wound is healed.
Mays si contrarietat es a la egrecio de l’aygua en aquela hora tu perforas aquela: e aquo no es fayt sino per aquo quar le pannicol blanc en le orrifici de la plagua fa contrarietat e prohibeys le eyssiment de l’aygua, lahoras cove que tu metas en la plagua pena o instrument am la qual es extrayta l’aygua dels ydropitz, la forma del qual es precedida; o ajusta en la opprecio de la plagua un petit.	Perhaps the contrariety is at the expense of the water in that hour you pierce it: and this is not done except for the quarrel of the white panniculus in the orrifice of the wound, which makes a contrariety and prohibits the emission of the water; then it is known that you put in the wound a painful instrument from which the water is extracted from the hydropits, in the preceding form; or adjust on the expense of the wound a small one.
E sapias que l’aygua retorna, e es agueguada aprop vi meses o enaviro aquels; e cum es agreguada, lahoras sia perforat segon aquela meteyssa manieyra, quar le malaute ayssi passara les sieus dias.	And know that the water returns, and it is augmented approximately six months or in those surroundings; and as it is added, then it is pierced according to that measured manner, because the patient will thus pass the seven days.
Capitol .lxiii.	Chapter 63.
De seccio sobre hernia carnosa e la curacio de lu.	On the narrow passage about fleshly hernia and its cure.
Sapias que en la seccio sobre aquesta hernia es temor perdusent a pernicia en las majors disposicios; per que a mi es vista la dimissio de lu e esser salvat per aquela milhor.	Know that in the narrow passage about this hernia, there is a lost fear of perniciousness in the major dispositions; because to me it has been seen, its dismissal and salvation by that better way.
E yeu so rememorant la operacio en aquela e las specias dels apostemas.	And you will remember the operation on that and the species of the apostemas.
Donc, dic que l‘apostemas natz en les cos dels quals les genetius so conponutz e es fayt aquo per motas causas: o per superfluitat aguda agra, la qual es efundida als genetius, o per percuscio.	Therefore, I say that the apostemas are born in the bodies of those whose genitals are composed and it is done for many causes: either for acute sharpness or for percussion.
E es la color de la apostema segon la color del cos, e no es atrobat en lu dolor, e es apostema greu.	And it is the color of the apostema according to the color of the body, and it is not found in the pain, and it is a severe apostema.
E fort leu es apostema lapificada, del qual la color es fosca, e no es centiment a lu.	And often it is a lapified apostema, of which the color is dark, and it does not feel pain at all.
E alcunas veguadas es fayt per nodacio de las arcerias, e per imflacio de aquelas ayssi quo ja es perceubut la rememoracio de lu, o per imflacio de venas.	And some hernias are made for swelling of the arteries, and for inflammation of those also because it has not been perceived, or for inflammation of the veins.
Mays aquo que es per imflacio de arcerias es conogut per la dispercio de la apostema quan compremas aquela am les tieus ditz; e no cove que aquel toques.	It's more likely that the disease is caused by inflammation of the arteries, which is confirmed by the dispersal of the abscess when it bursts in those same tendons.
Mays aquel que es fayt per imflacio de vena no es dispergut de lu alcuna causa deves la compressio am les ditz.	That which is caused by inflammation of a vein is not dispersed by any cause, but rather is compressed in the same tendons.
E ja es possible que sobre aquesta specia sia fayta seccio e sobre les autres carns; e es que tu inscida la codena dels genetius, e aprop esten le huou a las partidas desus, e extratz aquel del ciphac blanc, e deliura le suspensori dels vaysels, e ligua les, e inscideys le suspensori pus que tu deliuras aquel de tota partida de las partidas del huou.	And it is possible that on this specific occasion a section was made on the other muscles; and it is that you incised the code of the genitales, and then you stretched out the skin to the separated parts above, and extracted the white ciphac from it, and cleared the suspensoral ligaments of the vessels, and tied them, and incised the suspensoral ligaments so that you cleared all the separated parts of the skin.
Donc si l’huou ja es am aquelas carnadas consolida, lahoras cove que tu extraguas le huou e inscidas aquel.	Then if the skin is already conjoined with those muscles, it's necessary that you extract the skin and incise it.
E si es adherencia entro alcuna causa del ciphac, o entre aquo que es entre les bayssels, lahoras cove que tu deliures tota aquela adherencia e inscidas aquela per inscizio redonda.	And if there is adhesion between any cause of the ciphac, or between that which is between the vessels, then it's necessary that you clear all that adhesion and incise it for a round incision.
Mays si es nativitat de carn en le loc de la adherencia la qual es detras, lahoras cove que tu inscidas tot aquo que es de lu, e extraguas le huou ayssi cum havem dit.	But if there is a native growth of flesh at the site of adhesion which is behind, then it's necessary that you incise all that is of it, and extract the skin also as we have said.
Donc cum es complida la tua operacio, lahoras omple la plagua de lana imfuza en oli rozat e vi; e aprop cura aquela am l’autra curacio entro que sia sanat.	Then when your operation is complete, fill the wound with lanolin ointment and rose oil; and then take care that it is treated with another treatment until it is healed.
Capitol .lxiv.	Chapter 64.
De la curacio de hernia que es de vitz.	On the treatment of hernia that occurs in the vitals.
Vit es apostema envolut per alcuna envolucio semblant a broto am mollificacio dels testiculs, e es fayt dificil movement exercitiu e deambulacio sobre le malaute.	A vit is an abscess wrapped in a covering similar to a bruise with softening of the testicles, and it is made difficult by exercise movements and walking on the affected thigh.
E en la curacio de aquesta malautia es per temor per aquo del qual es precedida rememoracio.	And in the treatment of this illness, it is by tempering for that which is preceded by remembered remedies.
Empero cove que diguam opperacio en aquela segon que fero les primiers.	However, it's necessary to say that I opposed the operation according to what the first ones did.
E dic que cove que fassas sezer le malaute sobre una cezelha elevada; e aprop enpelleys le suspensori dels testiculs a las partidas dejos; e aprop te la codena dels genetius am les tieus ditz am les baysels que so probdas a la vergua; e tengua aquels autre ministre que tu, e extenda aquels am extencio vehement.	And I say that it's necessary to make the affected thigh rest on an elevated pillow; and then you fasten the suspensoral ligaments of the testicles to the lower parts; and then you code the genitales in the same tendons in the vessels that are probable for the hernia; and hold those other ministrations that you, and extend them with vehement extension.
E aprop inscideys am spatum lat agut per seccio traversa en le dreyt dels vaysels entro que sian les vayssels descubertz.	And then you incise in the spatium latus, going through a transverse section in the right of the vessels until they discover the hidden vessels.
E aprop excorja de tota partida ayssi quo a tu havem dit en extraccio de arceria las quals so en las templas.	And then you excavate the entire affected part, just as I have said in extracting the arterial roots which are in the temples.
E aprop fica en aquelas un’agulha en la qual sia fiel doble, e lia aquel en le primier del locs en les quals accideys vit, e lia aquel autra veguada en le derier de lor.	And then you leave it in that agulla in which there is a double thread, and tie it to the first of the places where the vit occurs, and tie another on the back of them.
E aprop inscideys aquels en le mieg loc per seccio dreyta segon la longuesa del cos, e extratz aquo que es agreguat de las humiditatz fetulentas e corruptas.	And then you incise those in the middle place for a right section according to the length of the body, and extract that which is added by the foul and corrupt humors.
E aprop cura la plagua am curacio de las autras plaguas en las quals vols sania esser engendrada per so que caian les vaysels les quals noyreysso un de dos genetius, quar no es mal per aquo.	And then you treat the wound with a treatment of other wounds in which you want to be healed so that the vessels may not become inflamed by one of the two genitales, because it is not bad for that.
Mays si accideys vit a totz les bayssels, lahoras cove que·ls testicols sian extragutz o que les testicols per aquo se cequo am les vayssels, per que sia privat de tot nutriment per la inscizio dels vayssels, e que sian estaborits, o que cequo per so que no sia juvament am aquels.	But if vit occurs in all the vessels, then it's necessary that the testicles are extracted or that the testicles for that are cleared of the vessels, so that they are deprived of all nourishment by the incision of the vessels, and that they are stabilized, or cleared for that so there is no growth in them.
Capitol .lxv.	Chapter 65.
De la cura de hernia entestinal.	On the treatment of intestinal hernia.
Le adveniment de aquesta hernia es per seccio que endeve en le ciphac extendut sobre le ventre de part dels angunars del mirac del ventre, per que deysendo les budels de aquela ruptura ad alcu dels budels.	The occurrence of this hernia is by section that ends in the extended ciphac above the belly on the part of the angles of the miracle of the belly, so that by giving way the intestines of that rupture add to those intestines.
E aquesta ruptura es o del ciphac o de excencio de lu, e accideysso aquestas doas specias per motas causas: o percussio, o per sautz, o per clamor, o per elevacio de alcuna causa greu, o per semblantz.	And this rupture is either of the ciphac or of excess of it, and it occurs to these two species for many causes: either by percussion, or by falls, or by shouting, or by elevation of some heavy cause, or by similarity.
E·l senhal de aquo, quan es per extencio del ciphac, es que accideys pauc a pauc en lonc temps, e no accideys soptament, e es apostema engual entro ves le preon per so quar le ciphac comprem le budel.	And the sign of that, when it is by extension of the ciphac, is that it occurs little by little over a long time, and does not occur suddenly, and it is an abscess enclosed within the belly so that the ciphac compresses the intestine.
E le senhal de lu es quan es per seccio del ciphac, quar al comensament fa accidir dolor vehement sobtament; e es apostema divers aparent dejos la codena propdana aparent, e aquo es per eyssiment del budel, e·l cos de lu a las partidas deforo del ciphac.	And the sign of it is when it is by section of the ciphac, because at the beginning it causes vehement pain suddenly; and it is an abscess appearing below the code of propdanis appearing, and that is by ulceration of the intestine, and the body of it is in the parts before the ciphac.
E alcunas veguadas es fora-getat am le budel la tela, e es apelada aquesta hernia entestinal zirbal.	And some vague matters are forgotten in the intestine, and this is called intestinal hernia zirbal.
E alcunas veguadas es fayta am ventositat, e alcunas veguadas corr en le budel fenda, e aqui es retenguda, e es am aquo gran pernitia3 del malaute, e alcunas veguadas fa endevenir dolor malvada e majorment quan es premut.	And some vague matters are made in the ventosity, and some vague matters run into the intestine's end, and here it is retained, and it is a great peril of the illness, and some vague matters cause bad pain and worsen when they are premature.
E en la curacio de las especias de aquesta malautia am ferr es temor, per que cove que sia esquivat le cazament en aquela.	In the treatment of the species of this disease, I fear it is iron, because I think that the medication should be avoided in that case.
E la manieyra de la operacio de aquela es que comandes al malaute que redugua le budel am la sua ma a las partidas dedintz de la sua conquavitat si obezeys al sieu retornament, e aprop sia envessat sobre le sieu col entre las tuas mas, e eleva las cambas de lu.	And the manner of operating on that is to command the patient to return the intestine to its cavity with their own hands at the divided parts of their hernia if they obey, and then place yourself seated on a stool between their legs, and lift their legs.
E aprop sten la codena la qual siec la codena dels testicols a las partidas desus, e inscideys la codena dels testicols tota per le lonc; e aprop fiqua en doas labias de la seccio uncis segon que indigeysses a hubrir la seccio am aquels.	And then stretch the cord which is the cord of the testicles at the divided parts below, and insert the cord of the testicles totally for the length; and then fix the two lips of the section with stitches according to how you need to close the section in those.
E si’ la seccio segon la quantitat que a tu sia possible que de aquela le huou sia foro-getat.	And if the section is according to the quantity that you can possibly do from that, the hole may be forgotten.
E aprop excorja aquela ciphaqueth les quals so dejos la codena dels testicols, entro que sia descubert le ciphac blanc dur de quascuna partida.	And then scrape that crust which is left on the cord of the testicles, until the white hard crust is discovered from any part.
Lahoras tu entromet le tieu dit en aquo que siec le testicol, en aquo que es entre ciphac blanc, le qual es dejos la codena del huou, e entre le ciphac segon, e absolve am aquel’adherencia que es en la partida detras del huou.	Then you have inserted the finger into that which is the testicle, in that which is between the white crust, which is left on the cord of the hole, and between the crust, and absorb with that adhesion which is in the part behind the hole.
E aprop mau am la ma la codena dels testicols a las partidas deforo, e am aysso exten le ciphac blanc en sus am la ma sinestra, e eleva le huou am le ciphac a la partida de la seccio; e comanda al ministre que extenda le huou ensus e tu dissolveys la adherencia que es detras am solucio complida.	And then I place my hand on the cord of the testicles at the divided parts beforehand, and I also extend the white crust with my left hand, and lift the hole to the crust at the part of the section; and command the minister to extend the hole downwards and you dissolve the adhesion which is behind in a complete solution.
E cerqua am les tieus ditz que lay no sia alcuna causa del budel envelopat en le ciphac blanc dur.	And search with your fingers to see if there is any cause of the intestine wrapped in the hard white crust.
Mays si tu atrobas de lu alcuna causa, lahoras tu enpelleys aquel al ventre dejos.	But if you find any cause of it, then you will fill that into the belly afterwards.
E aprop tu pren una agulha en la qual sia fiel gros fayt de x fiels, e entromet aquel deves le derier del ciphac, le qual es jos la codena dels testicols, la qual siec seccio; e aprop inscideys las extremitatz las quals emineysso del fiel entro que sian quatre fiels, e aprop compausa alcus de lor sobre alcuna figura en manieyra de crotz; e lia am aquel le ciphac del qual havem dit que es dejos la codena dels testicols am fort liament de dos partz.	And then you take a needle in which there are eleven threads, and insert it beneath the crust at the back of the cord, which is the section of the testicles, which is the hernia; and then insert the extremities which emerge from the thread until they are four threads, and then compose some stitches above some figure in the manner of a cross; and place them on that crust about which we have said that it is beneath the cord of the testicles with strong binding of two parts.
E aprop envolveys las extremitatz dels fiels e lia aquelas am liament vehement entro que alcu dels vayssels que noyrrisso aquels no puscan trametre alcuna causa per so que de aqui no accida apostema caut.	And then you envelop the extremities of the threads and place them in strong binding until some of the vessels that do not irritate them cannot transmit any cause, so that from here on there will be no danger of abscess.
E pausa autra veguada liament segon foro le primier liament, lonh de lu mens tres ditz; e aprop aquestz dos liaments layssa del ciphac le qual es dejos la codena dels testicols la quantitat de la grandeza del dit, e inscideys tot le romanent segon redondeza, e osta de lu le huou.	And pause another strong binding according to the first binding, far from the mens three fingers; and then these two bindings release from the crust which is beneath the cord of the testicles the quantity of the greatness of the finger, and insert all the remaining roundedness, and remove from there the hole.
E aprop inscideys en la partida dejos de la codena dels testicols per seccio de la qual corra sanc e sania ayssi cum havem recomtat en aquo que havem dit.	And then insert into the part beneath the cord of the testicles for sectioning of which runs healthy and sane blood, thus as we have recommended in that which we have said.
E aprop aministra lana submersa en oli, e pausa en la plagua; e aministra le liament le qual havem recomtat (e alcunas veguadas le ciphac blanc es cauterizat, le qual havem dit aprop la inscizio de lu temen de flux de sanc, quar motas veguadas accideys aquels) e leyssa le liament entro que per si caia.	And then administer the submerged lancet in oil, and pause in the plague; and administer the binding which we have recommended (and some crusts of white crust are cauterized, which we have said then to insert the theme of flow of blood, because many administrations accede to those) and release the binding until it falls by itself.
Mays si le cazement de lu es tardat, lahoras de aygua cauda sia embrocat, e pausa sobre aquel entro que caia segon que havem dit.	But if the medication is delayed, then warm water should be poured, and pause on that until it falls according to what we have said.
E aprop cura la plagua am l’autra curacio de las plaguas entro que sia sanat.	And then heal the plague with another cure of plagues until it is healthy.
Capitol .lxvi.	Chapter 66.
De hernia ventosa.	Of windy hernia.
En aquesta hernia no e vist alcu que sia estat ardit sus la curacio de lu am ferr.	In this hernia, I have not seen anything that has been hardened under the treatment of iron.
E les primiers diyssero que es fayta ayssi cum havem recomtat en la hernia que es am vi; la qual es que tu lies les vayssels aprop la seccio sobre aquela am fecilitat de lu; e aprop secca en le mieg loc en enviro le apostema am aquo que obro aquel, entro que caian les vayssels.	And the first doctors said that it is done thus as we have recommended in the hernia that is in a vein; which is that you lift the vessels near the section over that which is facilitated by the environment of the abscess in that, until the vessels fall.
E cura la plagua segon que havem dit entro que sia sanada.	And heal the plague according to what we have said until it is healthy.
Capitol .lxvii.	Chapter 67.
De la disropcio que es fayta en les anguonars.	Of the dispersion that occurs in the ankle joints.
Alcunas veguadas endeve ruptura en les angonars ayssi cum havem dit, e emineys le loc.	Some crusts of rupture occur in the ankle joints thus as we have said, and emerge from the place.
E no deyssen als genetius alcuna causa dels budels al genetius; e si deyssen, aquo es pauc; e retorna s’en en totas horas.	And they do not show any cause of the intestines in the genitals; and if they do, it is little; and it returns to them in all hours.
Mays si es prolonguat le temps am aquo, es ajustada fissura en le ciphac entro que deysenda le budel en le ciphac; e accideys aquo per la extencio del ciphac le qual es en le angonars ayssi cum havem dit, la qual causa es quar le ciphac es estendut, e aprop es mollificat e·l loc es apostemat e emineys.	But if the time is prolonged in that, an adjusted fissure is made in the crust until it descends into the intestine in the crust; and it accedes to that for the extension of the crust which is in the ankle joints thus as we have said, which causes it because the crust is extended, and then it is softened and the place becomes abscessed and emerges.
E la cura de lu es am cauteri ayssi quo es precedida la narracio de lu.	And the treatment of it is with a cautery thus as the narration of it has preceded.
E alcunas veguadas es curada am ferr segon aquesta manieyra: e es que·l malaute jagua sobre le sieu dos entre las tuas mas, e aprop secca le loc de la ruptura dels apostemas emineys am seccio per la latitut segon la quantitat de tres ditz.	Some wounds are cured by iron in the following manner: and it is that the patient lies on their back between their two arms, and then the area of the rupture of the apostemes is cauterized with a three-inch rod according to the quantity.
E aprop strenh le ciphac blanc que es jos la codena entro que sia descubert.	Then tighten the white clyster that is inserted into the colon so that it may be discovered.
E aprop pren le ray e pausa aquel sobre le loc eminent del ciphac, e prem aquel al preon del ventre.	Then take the rod and place it above the prominent area of the clyster, and apply it to the region of the belly.
E aprop cus le dos locs eminentz sobre la extremitat del ray del ciphac, e ajusta am la sutura un de aquels am l’autre.	Then kiss the two prominent areas on the extremity of the rod of the clyster, and adjust one of them to the suture with the other.
E aprop extratz la extremitat del ray, e no inscidas del ciphac de tot, ni no extenda le huou, ni autra causa ayssi cum yeu te fi saber en la curacio de hernia entestinal.	Then extract the extremity of the rod, and do not insert the entire clyster, nor extend the hole, nor any other cause, so that you may know how to cure an intestinal hernia.
E aprop cura aquela am la curacio de las plaguas, e cum inscideyses les fiels, mundifica aquela e restaura la plagua entro que sia consolidada; quar le ciphac es contrayt e no es ajustada la eminencia de ruptura.	Then cure that with the cure of wounds, and as you insert the threads, purify that and restore the wound until it is consolidated; because the clyster is constricted and the prominence of rupture is not adjusted.
E cauteri es milhor en aquest loc, quar es pus propda a salut.	And cautery is better in this place, because it is more conducive to health.
Capitol .lxviii.	Chapter 68.
De mollificacio de la codena dels testiculs.	On the softening of the cod (testicles).
Motas veguadas la codena dels testiculs en alcus homes es mollificada per aysso quar las carns que so entre aquela son mollificadas, e es fedat le reguardament de lu.	Some wounds on the cod (testicles) in certain men are softened by this means because the flesh that is between them is softened, and it is necessary to observe their condition.
Adonc necessari es ad aquel que es preguat en la curacio de lu que fassa jazer le malaute segon le sieu dos, e enscida tota la codena la qual es mollificada sobre la codena natural; e aprop que ajuste doas labias am la sutura.	Therefore it is necessary for the one who is engaged in the cure of it to make the patient lie on their back, and insert the entire softened cod (testicle) onto the natural cod (testicle); and then adjust the two lips to the suture.
E si vols, cus en le comensament la superfluitat de la codena mollificada am tres cozeduras o quatre e am ferma sutura.	And if you want, then at the beginning of the treatment, remove the excess of the softened cod (testicle) with three or four stitches and make a firm suture.
E aprop inscideys entre las suturas; e aprop cura per curacio de las autras plaguas entro que sia sanat e caian les fiels.	And then insert between the sutures; and then cure by curing the other wounds until it is healed and the threads are cleared.
Capitol .lxix.	Chapter 69.
De castracio.	On Castration.
Sapias que castratio en nostre ley es excomengada, mays per causa es legut a mi que·m remembre de lu en aquest libre; e no es necessaria la rememoracio de lu sino per doas manieyras, de las quals es la una per so que aquo sia en la sciensa del metge quan es enterroguat de aquela, que sapia la curacio de lu al qual accideys; e l’autra manieyra es que nos motas vetz havem necessitat de castracio de autras bestias per les juvamentz nostres per aquelas, ayssi cum de motos, e de bocs, e de porcs, e de semblantz a las bestias.	You know that castration is forbidden in our law, but I am led to remember it in this book; and it is not necessary to remember it except for two reasons, one of which is that the science of the doctor who is expert in it knows how to cure what happens to him, and the other reason is that we sometimes need castration of other animals for our own improvement, such as with horses, and goats, and pigs, and similar to those animals.
E donc dic que castracio es fayta en dos manieyras: o per atrissio, o per fissura a seccio.	And therefore I say that castration is done in two ways: either by attrition, or by making a section.
Mays en aquela que es fayta per atrissio, la via de la opera es que nos fassam cezer la bestia en aygua cauda entro que·ls genetius de lu sian mollificatz e sian linhitz e que pendan.	Moreover, in that which is done by attrition, the way of operating is that we make the animal drink hot water until its genitals are softened and relaxed and hang down.
E aprop pren aquels am la tua ma entro que sian resols e no apparescan dejos le tocament.	And then take those with your hand until they are resolved and do not appear to be touching anymore.
Mays en castracio fayta per fissura e seccio, cove que tu tenguas la bestia e premas la codena dels testicols de lu am la ma senestra.	Moreover, in castration done by making a section, it is necessary that you hold the animal and grasp the cod (testicles) of its testicles with your left hand.
E aprop lia le suspensori, e inscideys sobre quascun huou am una seccio entro que dos huous proceseysso.	And then tie the suspensors, and insert above each hole in one section until two holes proceed.
E aprop inscideys aquels pus que auras quascu excorjat.	And then insert those parts so that you will have removed whatever is excessive.
E no leysses sobre aquels del ciphac alcuna causa, sino le ciphac subtil le qual es sobre les vazes.	And do not leave any cause on the clyster, but rather the subtle clyster which is above the veins.
