Ayssi comensan las paraulas de Albucasim .	The words of Albuca's doctrine begin here.
Mays si la plagua ja es discuberta del os e pen, e no es retencio de lu sino un petit suspensori, lahoras inscideys aquela e aprop cura la plagua am medicinas e restaura la carn aprop en loc de codena, e comanda al malaute que sia pescut de viandas en las quals es groceza: caps e formen coyt e semblantz a lor, entro que sia compost.	But if the plague has already been discovered from the bone and pen, and there is no retention of it but only a small suspensor, then cut off that and accordingly cure the plague with medicines and restore the flesh in its proper place, and command the patient to eat foods in which there is grossness: caps and forms like theirs, until they are composed.
E si atrobas en la codena putrefaccio e no adhereys al os, lahoras tu inscideys tot aquo poyrit e geta aquo, e aprop cura aquo.	And if you find in the wound putrefaction and it does not adhere to the bone, then cut off all that putrid part and remove it, and accordingly cure what remains.
Mays si en aquestas plaguas es arteria o vena de la qual fluxs de sanc pot evenir, e no es abscindida per medicinas, lahoras tu inquier sobre la arteria, e si atrobas aquela no-inscidida, lahoras tu inscideys aquela am spatum, o lia aquela; e si necessitat te provoca que aquo que havem dit no comfereys, lahoras tu cauteriza entro que·l sanc sia abscidit.	But if in these wounds there is an artery or vein from which blood can flow and it is not abscessed by medicines, then you should inquire about the artery, and if you find that one which is not abscessed, then cut off that with a spatula or tie it; and if necessity demands that what we have said does not come to pass, then you should cauterize in order for the blood to be abscessed.
E si aquestas plaguas son simplas e petitas, lahoras la causa de lor es leugiere; enayssi que tu polverizas sobre aquelas aquesta polvera, quar consolidada aquela denant que l’ayre mude aquelas.	And if these wounds are simple and small, then the cause of them is slight; therefore you can powderize on those this powder, for it will consolidate that before the air changes those.
E la manieyra de la polvera es aquesta: recipe oli de enses partida una, de sanc de drago partida doas, de caus no-extincta partidas tres; sia tot mot trissat e crivellat, e de lu sia la plagua omplida, e sia constrengida per bona constriccio entro que be sobre aquela aderesca, e sia coagulada am le sanc.	And the method of the powder is this: take oil from a dragon's wound, one part, blood of a dragon, two parts, and non-extinguished charcoal, three parts; mix it all well and grind it finely, and fill the wound with it, and compress it with good constriction until it adheres well to that place, and coagulates with the blood.
E aprop strengeys aquela desus am pulvils e leyssa aquela, e no la deslias mentre esta ayssi que no es apostemada, quar no es eredicada de lu la medicina entro que sia sanada.	And accordingly strengthen that above with poultices and apply it, and do not remove it while it is like this, for the medicine has not yet been absorbed by it until it is healed.
E alcuna vetz fa aquo sola cautz, quan no es a tu en present enses e sanc de drago.	And sometimes make this alone, when you are not present with dragon's blood and dragon's wound.
E ja fa aquesta meteyssa operacio en las grans plaguas quan conveneys que sia pausada sobre aquelas e sian streytas, e so plaguas recentz am le lor sanc, las quals le ayre no ha alteradas.	And then do this same operation on large wounds when it is necessary to pause over those and compress them, and on fresh wounds with their own blood, which the air has not altered.
E si le ayre las ha alteradas, e majorment quan es en temps d’estiu, lahoras no es entencio a la posicio de aquesta polvera, mays adonc cura aquelas am aquo que havem dit, enayssi que tu pauses sobre aquelas alcus enguents degistius, o que pauses sobre aquelas pols de la farina del ordi am aygua e mel entro que getan poyredura; e aprop cura aquelas am l’autra curacio entro que sian sanadas.	And if the air has altered them, and especially when it is in the time of summer, then you should not think about the position of this powder, but rather cure those with what we have said, by applying poultices that are suitable for them, or by applying fine powder made from barley flour mixed with water and honey until a poultice forms; and accordingly cure those with another remedy until they are healed.
Mays si accideys am la plagua fractura en os, e es petita, lahoras tu extratz aquo am gesti.	But if it occurs in a fracture of the bone, and is small, then you should extract that with gauze.
E yeu diyre la cura de las fracturas del cap en aquo que es envenidor.	And I say the cure for fractures of the head in this way which follows.
De las plaguas del col.	Of the plagues of the neck.
Mays si la plagua accideys en le col, lahoras no es en lu differencia en medicacio, e entre la plagua del cap quan es simpla.	But if the plague occurs in the neck, then there is no difference in medication and between the plague of the head when it is simple.
Mays si ja le nervi del col es inscis o arteria, lahoras si es nervi, no es en lu engen sino que sia evitada curacio de lu am aquo que fa vehement stipticitat, ayssi cum ziniar e zegi que es vetriol e semblantz a lor quar nozo als nervis e contrazo aquel.	But if the nerves of the neck are cut or an artery is injured, then if it is a nerve, do not intervene with poultice, but rather avoid curing it with anything that causes vehement stiptication, just like vinegar and egg whites, which are like vitriol and similar to theirs, which hurt the nerves and contract that.
E no pauses sobre la plagua alcuna causa de tot freja, quar la sustancia dels nervis es freja e la continuacio de lu es am le cervel, le qual es le pus aut de totz les membres.	And do not apply anything to the wound that is too cold, for the substance of the nerves is cold and their continuation is in the brain, which is the highest part of all the members.
E si’ aquo am que es curat de medicinas leugieras, ayssi cum es caus lavada am aygua dousa, alcuna veguada enfusa en oli rozat o no-rozat, e thucia quan es lavada am aygua dousa e las autras peyras minarantz segon aquesta manieyra, e enguentz humitz.	And if the wound is cured with gentle medicines, just as it is washed with lukewarm water, some times infused in rose oil or not-rose oil, and thus when it is washed with lukewarm water and other parts are softened according to this manner, and poultices moist.
Mays si la plagua es gran, lahoras aministra sutura, o coarta las labias de lu, e aprop cura aquela am pulvils entro que sia sanada.	But if the wound is large, then administer a suture, or tie off the edges of it, and accordingly cure that with poultices until it is healed.
Mays si a la plagua es profunditat o accideys en lu a la pus bassa partida poyredura, lahoras perfora aquela en le loc mays depremegut.	But if the wound is deep or occurs in the lowest part of the poultice, then pierce that in the most suitable location.
Mays si en la plagua ja es inscisa arteria e es conseguit flux de sanc, lahoras separa o secca aquela, o lia aquela, o cauteriza aquela si necessitat te provoca ad aquo.	But if an artery has been cut in the wound and blood is flowing, then separate or dry it out, or tie it off, or cauterize it if necessity demands that too.
Mays si ja ha insciditz les spondils del golayro o tot, e so salvadas las venas del col, lahoras tu ajusta las labias de la codena am sutura sobre la cana del golayro e no toques aquel; abantz egala aquel e reduzeys aquel sobre la sua figura natural, e aprop strenh aquel am strectura decent, e leyssa aquela per alcus jorns; e aprop cura aquel am enguentz en les quals es stipticitat e excitacio entro que sia sanat.	But if the vertebrae of the neck have been cut or all, and the veins of the neck are saved, then you should adjust the edges of the wound with sutures over the canal of the neck and do not touch that; above equalize that and reduce it to its natural shape, and accordingly strengthen that with decent stricture, and leave it for a few days; and accordingly cure that with poultices in which there is stiptication and excitation until it is healed.
Mays si la plagua ja en le os a fayta enprecio, lahoras percuireys aquela, e lahoras si en lu ha fragmentz de hos, extratz totz aquels que podes de lor; e aquo que a tu no es apparelhat, leyssa aquo entro que la plagua se poyrisca, e sia separat e la egrecio de lu sia alleujada.	But if the wound has made an impression in the bone, then pierce it, and then if there are fragments of bone, extract all that you can from them; and what is not removable, leave that until the wound settles, and be separate and the excrescence from it be alleviated.
E si la plagua es recent lahoras polveriza sobre aquela polvera la qual t’e recomtada.	And if the wound is fresh, then powderize over it with the powder that I recommended.
Mays si en la plagua es fayta fistula, lahoras cura aquela am aquo del qual la rememoracio vindra aprop en le sieu capitol.	But if there is a fistula in the wound, then cure that with what will be remembered later in its own chapter.
De las plaguas del col o de semblantz quan fayta entre las spallas e es fayta am spaza o am cotel o am lansa o am semblantz.	Of the wounds of the neck or similar, when made between the vertebrae and is made with space or with a cote or with a lance or with similar things.
Si es percussio de lansa o de cotel, e vezes de lu la profunditat, lahoras considera mays si de la plagua yeys ventositat quan le malaute elena; lahoras sapias que la plagua es mortal.	If it is a blow from a lance or a cote and sometimes the depth of the wound, then consider more if there is ventilation in the wound when the patient breathes; know that the wound is mortal.
E si en lu no es profunditat e la plagua es recent am le sieu sanc, lahoras tu pauses en lu de la primieyra horo polvera, e no strenhas aquel per que no sia le sanc retengut en la profunditat de lu e que retorne al cor e que aucigua le malaute, mays pausa en lu enguent atractiu, e deslia aquela doas veguadas le dia.	And if there is no depth to the wound and it is recent with its own blood, then you should apply powder to it at the first hour, and not strengthen that so that the blood is not retained in the depth of it and returns to the heart and aches the patient, but rather pause on it an attractive poultice, and remove it twice a day.
E si l’enguent no es a tu present, lahoras tu pausa en le orrifici de la plagua coto viel per que sucque aquo que yeys de las humiditatz; e fay que le malaute dorma sobre la plagua per que corra aquo que es en lu ajustat.	And if the poultice is not present, then you should pause on the orifice of the wound with a cloth so that it sucks out what there is of the humidities; and make the patient sleep over the wound so that the water that is in it is adjusted.
Mays si ja de la plagua son passatz tres dias o mays e no accideys al malaute spasme ni tremor de cor mal ni strictura de ale, e vezes las autras dispozicios bonas de lu, lahoras sapias que plagua es salva; e adonc cura aquela am calguas e am l’autra curacio entro que sia sanada.	But if three days or more have passed since the wound and there is no spasm nor trembling of the heart nor constriction of the artery, and sometimes other good dispositions from it, then know that the wound is saved; and accordingly cure that with cauterization and another remedy until it is healed.
Mays si la sanacio de lu es excusada, e ja tot temps es uberta, lahoras sapias que ja es fayta fistula; cura donc aquela per le sieu capitol.	But if the healing of it is delayed, and all time has opened up, then know that a fistula has been formed; cure then that according to its own chapter.
E si la plagua es per inscisio de spaza o de cotel, e es simpla en la superficia del pietz o del dos, lahoras cura aquela am aquo que es precedit de sutura, si es gran, o am polvera, si es petita.	And if the wound is due to incision of space or cote, and is simple on the surface of the foot or hand, then cure that with what has preceded it by suture, if it is great, or with powder, if it is small.
Mays si ja ha fayta enprecio en le os, e so ja de lu inscizas pessas, lahoras tu torqua la plagua e coyta ad extrayre aquelas pessas, si so separadas.	But if it has made an impression in the bone, and there are fragments of bone, then pierce the wound and extract those fragments, if they are separated.
Mays si no so separadas, lahoras leyssa las entro que se poyresca la plagua, que la extraccio de lor es alleujada.	But if they are not separated, then leave them until the wound settles, so that the extraction of them is alleviated.
E de las autras plaguas accidentz en les autres membres le juvament en curacio es le juvament de aquo que havem dit.	And as for other wounds that occur in other limbs, the judgment in curing is the same as what we have said.
De las plaguas del ventre.	Of the wounds of the belly.
L’indisposicio la qual accideys en le ventre es o gran, o pauc, o migiera.	The indisposition which occurs in the belly is either great, or small, or middling.
De la gran alcunas veguadas yeys le budel o nervi del budel, per que es fayta intromissio de lor e la sutura de lor esser pus vehement e pus subtil.	Of the great, sometimes you find the bowels or nerves of the bowels, because an intrusion has been made and the suture of them is more violent and more subtle.
E disrupcio petita es fayta dificil per autra manieyra, e siec se que la reduccio de lor es pus dificil, si no te coytes de la intromissio de lor al sieu loc tantost, quar se ubre e es engrossat per que le intrament de lu es fayt difficil.	And a small disruption is made difficult by another manner, and you must know that the reduction of them is more difficult, if you do not take care to put their intrusion back into its place soon, for it opens up and becomes engorged so that the instrument of it is made difficult.
E donc la milhor disrupcio es migiera, quar en aquela no es dificil la reduccio del budel, ayssi cum es dificil en las doas specias denant ditas.	And therefore the best disruption is middling, because in that one there is no difficulty in reducing the bowels, just as it is difficult in the two species mentioned before.
E sapias que sutura del ventre es segon quatre manieyras, mays doas suturas son comunas que conveneysso en suturas de las autras plaguas del cors.	And know that the suture of the belly is according to four manners, but two sutures are common that are necessary in sutures of other wounds of the body.
E duas autras suturas proprias comunican a las autras plaguas, mays empero so mays proprias en la sutura del ventre.	And two other sutures proper communicate with the other wounds, but nevertheless are more proper in the suture of the belly.
E yeu recomti a tu quascuna am exposicio e declaracio.	And I recommend to you any exposition and declaration.
Donc dic que quan la plagua es petita e es eyssit alcuna causa del budel per aquela, e es fayt dificil a reduzir aquel, lahoras aquo es en una de doas manieyras: o per parvitat de la disrupcio ayssi cum havem dit, o quan al budel es venguda inflacio per la frigiditat de l’ayre.	Therefore I say that when the wound is small and some cause of the bowels has been made by it, and it is difficult to reduce it, then this is done in one of two manners: or by the smallness of the disruption as we have said, or when the bowels have become inflamed due to the coldness of the air.
E donc quan aquo es ayssi, lahora cove que tu scalfes aquel enayssi que tu submerges una sponga ho drap humit en aygua tebeza sola, o que coguas en aygua squinant, e cyperum, e spic, e embroques am aquela le budel entro que la imflacio sia resolvuda.	And therefore when this is so, it is necessary that you scrape that in such a way that you submerge a sponge or damp cloth in hot water alone, or that you soak it in water with squinant, and cypress, and spic, and wrap the bowels around that until the inflammation is resolved.
E alcunas veguadas fa aquo vi en le qual ha stipticitat, e es milhor que la aygua sola en resolucio de la imflacio.	And sometimes I find that this has a stiptic quality, and it is better than hot water alone in resolving the inflammation.
E donc cum tu vezes la imflacio esser resolvuda, lahoras tu humecta le budel am aygua en la qual es coyta altea e malvas, quar per aquo es alleujat le intrament de lu am pauca causa.	And therefore when you find that the inflammation is resolved, then you should moisten the bowels with water in which there are high and bitter roots, for by this the instrument of it with little cause.
Mays si es escusat le intrament de lu aprop aquesta curacio, lahoras scindeys la disrupcio un petit am strument am le qual so inscididas emorroydas.	But if the instrument of it is not suitable for this cure, then you should divide the disruption into small parts with an instrument which has been sharpened by cutting bloodless wounds.
E la curacio primieyra es milhor, quan es propriada que no es seccio, e no sia occupacio a seccar aprop necessitat e defaliment.	And the first cure is better when it is proper and not too dry, and there is no occupation in drying out too much necessity and deficiency.
Del instrument, sec se la forma de lu:	Of the instrument, see the shape of it:
La una partida de lu torta aguda, e l’autra partida no-acuta, e la extremitat subtil, e no sia am la subtilitat de spatum, abantz sia obtusa un pauc.	The one part of it is twisted sharp, and the other part not sharp, and the extremity subtle, and not so subtle as a spatula, but rather obtuse a little.
E donc cum la plagua es amplificada e yeys fora le budel, lahoras cove que la sua reduccio sia segon la forma de lu natural, en le sieu loc propri, si es possible sobre aquo, quar milhor es.	And therefore when the wound is enlarged and the bowels are outside, it is necessary that their reduction be according to its natural form, in its proper place, if possible above, for better.
Mays quan la disrupcio es ampla, e es en la partida pu bassa del ventre, lahoras cove que tu fassas jazer le malaute sobre le sieu dos, e pausa las suas cambas pus autas que·l sieu cap; e si es en la partida pus desus del ventre, lahoras tu pause le cap de lu e·l pietz pus autz que las partidas dejos.	But when the disruption is wide and is in the lower part of the belly, it is necessary that you make the patient lie on his back, and raise his hips higher than his head; and if it is in the upper part of the belly, then you should place the head of him and his feet higher than the remaining parts.
E semblantment si la disrupcio es en una de las doas partz del ventre, lahoras pausa la tua entencio e la tua consideracio tostemps en aysso per que la partida en la qual es la plagua sia pus auta que l’autra.	And similarly if the disruption is in one of the two parts of the belly, then pause your intention and consideration at that point for so long as the part in which the wound is located is higher than the other.
E ayssi cove que tu aministres aquo en las plaguas grans e en las plaguas migieras.	And similarly it is necessary that you administer this to great wounds and middling wounds.
E en las plaguas petitas, pausa aquo que es a tu preparat, e aprop fay que·l ministre sia entre las tuas mas pyatados, le qual tengua la disrupcio tota am la sua ma e ajusta las labias de lu, e aprop descuebre de aquela ad aquel que siec la sutura alcuna causa aprop autra.	And in small wounds, pause on what is prepared for you, and then make the minister to be between your most trusted servants, one who has the disruption all with his hand and adjusts the edges of it, and then uncover from that to that which knows some cause another.
E aquesta es la manieyra de sutura comuna: una que prenguas la agula, o comte de agula segon la cantitat de la amplitut de la plagua; e aprop layssa de la extremitat de la disrupcio del dit anular, e strenh la agula una, otre que tu no metas fiel en las doas extremitatz de la codena, am doas extremitatz del ciphac que es dejos la codena de las partidas dedintz, entro que fassas aquela penetrar de aquela partida; e tu ja has agreguadas doas extremitatz de la codena e doas extremitatz del ciphac, e so faytas quatre ordes.	And this is the common method of suturing: take a needle, or count the needles according to the quantity of the amplitude of the wound; and then leave from the extremity of the disruption of the ring finger, and strengthen the needle one, so that you do not put faith in the two ends of the cord, with the two ends of the ciphac that is left outside the cord, until it penetrates from that part; and you have already added two ends of the cord and two ends of the ciphac, and thus four orders are made.
E aprop strenh am fiel doble en le circuit de la agula, e alcunas veguadas de doas partz ensemps, e aprop agregua las doas labias e la plagua per agreguacio decent; e aprop layssa la grossitut del dit e fiqua una autra agulha en aquela, e aprop lia aquela am fiel ayssi cum fiest am la primieyra agulha; e no cesses far aquo si es necessitat am las agulhas entro que ajas complida tota la contriccio de la plagua.	And accordingly strengthen with double faith in the circuit of the needle, and sometimes from two parts together, and accordingly add the two edges and the wound by decent addition; and accordingly leave the thickness of the finger and put another needle in that place, and accordingly tie that with a thread as if it were a first needle; and do not cease to do this if it is necessary with the needles until you have completed all the constriction of the wound.
E sian las agulhas migieras entre groceza e subtilitat, quar las agulhas subtils mot leugierament insciden la carn; e las grossas so de dificil intrament en la codena, e donc per aquo cove que sian migieras en subtilitat e grosseza.	And the needles should be middling between coarseness and subtlety, because the fine needles barely cut into the flesh; and the coarse ones are of difficult instrument in the cord, and therefore it is necessary that they be middling in subtlety and coarseness.
E no cove que la agulha sia ficada en doas extremitatz de la codena propdana mot, per so que la carn no sia inscidida leugierament e que la plagua se huebra devant la sua consolidacio.	And it is not necessary that the needle be inserted in both ends of the cord at once, for fear that the flesh will be cut too little and the wound will become inflamed before its consolidation.
E no sian prolonguadas de sutura per que la plagua no sia prohibida de consolidacio.	And do not prolong the suturing so that the wound is prohibited from consolidation.
E aprop inscideys las extremitatz de las agulhas per so que no ledescan le malaute deves le sieu dormier; e pausaras sobre la sutura pulvils expanduts de tota partida, les quals tenguan las extremitatz de las agulhas; e layssa aquelas entro que sapias que la plagua ja es consolidada.	And accordingly insert the ends of the needles so that they do not disturb the patient's rest in his bed; and pause on the suturing with poultices spread out from all sides, which have the ends of the needles; and leave those until you know that the wound is already consolidated.
E aquestas specias de sutura am agulhas en cal manieyra es pus convenient en las plaguas petitas, quar habasta en la sutura de lor una agulha o doas o entorn aquelas.	And these species of suture with needles in this manner are more suitable for small wounds, because they suffice in the suture of them with one needle or two or around those.
Mays la segonda sutura es cominal: e es que tu aministres am sutura las quatre extremitatz, de la codena e doas extremitatz del ciphac, en una veguada, am agulha en la qual sia fiel envolopat engual en subtilitat e grosseza.	But the second suture is common: it is that you administer with suturing the four extremities, of the cord and two extremities of the ciphac, in one go, with a needle in which the thread is wrapped evenly in subtlety and coarseness.
E aprop quan am la agulha auras penetrat aquestas quatre extremitatz, reduzeys la agulha de aquela meteyssa partida de la qual comensest, per so que le fiel retrayt caja de la pus subirana partida a la plagua, per so que la sutura sia segon sutura de drap am la qual les draps so strengutz.	And accordingly, when you have the needle penetrate these four extremities, reduce the needle to that middle part from which it began, in order that the thread may be pulled back from the most elevated part of the wound to the wound itself, in order that the suture may be according to the suture of cloth with which the cloths are strengthened.
E pausa entre quascuna sutura la quantitat del gros del dit mendre.	And pause between each suture the quantity of the thickness of the little finger.
E aquesta sutura sabo les homes.	And this suture is known to men.
E am tal sutura yeu cozegui la plagua la qual era accidida a un home en le sieu ventre le qual era stat plaguat am un cotel, e era la disrrumpcio de la plagua major de un palm, e era eyssit dels budels entorn dos palms del budel del mieg loc e era la disrupcio en le mieg del membre; e adonc yeu reduzegui aquel depus que le budel havia stat foro la plagua per xxiiii horas.	And with this suture, I cured the wound which had occurred to a man in his belly, which was wounded with a cote, and the disruption of the wound was greater than one palm, and it was situated around two palms of the bowel from the middle location, and there was a disruption in the middle of the member; and then I reduced that from where the bowel had been perforated by the wound for 24 hours.
E la plagua fo consolidada en le spazi de xv dias o entorn, e curegui aquel e es sanat; e aprop aquo visquec per motz ans, e es conversat en las suas disposicios.	And the wound was consolidated in the space of 15 days or around, and I cured him and he is healed; and accordingly, he lived for many years and was converted to his former disposition.
E les autres metges havian jutgat que no fora sanat; e per miracle foc, quar yeu no curegui aquel am enguent, quar era en loc en le qual enguent no era atrobat ni deguna medicina, mays pausegui sobre la plagua coto viel dos veguadas lo dia e ablucio assiduo am aygua de mel entro que foc sanat.	And the other doctors had judged that he would not be healed; and by a miracle of God, for you did not cure him with poultice, because it was in a place where poultice was not found nor any medicine, but you paused over the wound with a cloth twice a day and ablution assiduous with water of honey until he was healed.
Mays yeu diyre dos specias de sutura proprias segon narracio de Paraula.	But I will tell two species of suture proper, according to the narration of Paraula.
E es que tu comenses am sutura de la codena, e entrometas agulha de la partida deforo a la partida dedintz.	And it is that you begin with the suture of the cord, and insert the needle from the outside part to the inside part.
E donc cum la agulha penetra en la codena e en aquel meteys lacertz segon rectetut e en longetut de tot le cos, e layssa la extremita del ciphac en le qual has entromesa la agulha; e fay penetrar en la autra extremitat la agulha de la partida dedintz a la partida deforo en l’autra extremitat del mihat.	And therefore, as the needle pierces into the cord and meets the lacertz according to rectitude and length of all the body, and leaves the end of the ciphac in which you inserted the needle; and make it penetrate on the other side through the inside part to the outside part in the other extremity of the mihat.
E don cum tu auras fayta aquela penetrar, lahoras tu fay aquela penetrar autra veguada en aquela meteyssa extremitat del mihat de la partida deforo a la partida dedintz; e leyssa la extramitat del ciphac que es en aquest latz, e fay penetrar la agulha en l’autra extremitat de la partida dedintz a la partida deforo.	And then, when you have made it penetrate once, you should make it penetrate again on the same side in that middle extremity of the mihat from the outside part to the inside part; and leave the end of the ciphac which is in this position, and make the needle penetrate into the other extremity of the inside part to the outside part.
E fay penetrar am aquela la tua penetracio am la qual fas aquela penetrar en le ciphac en la extremitat del mirat la qual es en la partida de lu entro que tot aquel penetre.	And make it penetrate with that penetration of yours, with which you make it penetrate into the ciphac in the extremity of the mirror, which is on the part of it, until all of that penetrates.
E aprop comensa de aquest meteys costat e cus aquel am la extremitat que es del ciphac en l’autra latz, e extratz la agulha de la codena la qual penetrec, e aprop redutz aquela en aquela codena e cos la extremitat del ciphac que es en l’autra costat am aquesta extramitat del mirat; e extratz aquela de la codena la qual es de part de lu.	And accordingly, begin on this side of the said cord and cut off that which is at the end of the ciphac in the other side, and pull out the needle from the cord which penetrated, and accordingly reduce it to that cord and tie the end of the ciphac which is on the other side with this extremity of the mirror; and pull out that part of the cord which is on the part of it.
E fay aquo una veguada e autra, e fay aquo una veguada aprop autre veguada entro que tu cozes tot aquo que es deforo segon aquel eysemple.	And do this once and another time, and do it again one more time, until you cut off all that is outside according to this example.
E la suma de aquesta manieyra de sutura es que tu cozes am sutura de pellicies am la qual cozo las pels, enayssi que tu cozes le ciphac una veguada de la part de la extremitat de la codena, e que leysses aquela autra veguada entro que la ajas complida.	And the sum of this manner of suture is that you cut off with a suture of skin, in which you cut off the skin, and so that you cut off the ciphac once on one side of the extremity of the cord, and then leave it there until you have completed it.
Mays la segonda specia de sutura propria la qual dieys eyssament Gualia , e aquest es de sermo de lu e per lu recomtat, es que tu cozas aquela segon semilitut am la qual alcus medicantz cozo aquela, enayssi que agreguan tota partida a la sua compar partida a lu convenient per natura; e aplican la extremitat de autre de lu e la extremitat del mirat al autra extremitat de lu, e aquo es fayt segon que yeu a tu recomti.	But the second species of suture proper, which you call Gualia, and this is according to the word of God and by his recommendation, is that you cut off according to semilitut with which some medics cut it off, in such a way that they add all parts to their corresponding part according to nature; and apply the extremity of one side of it and the extremity of the mirror to another extremity of it, and this is done according to what you recommend to yourself.
Cove que tu fiques la agulha en la extremitat del mirat a tu propdana de la partida deforo, e fassas aquela penetrar a la partida dedintz en aquel sol, e leysses dos extremitatz del ciphac; e aprop revolveys la agulha e fay aquela penetrar de foro a la dedintz en dos extremitatz del ciphac.	It is necessary that you put the needle in the extremity of the mirror at your own part from the outside, and make it penetrate to the inside in that same one, and leave two ends of the ciphac; and accordingly revolve the needle and make it penetrate from outside to inside in the two ends of the ciphac.
E aprop revolveys aquelas cascunas, e fay penetrar quascunas de la partida dededintz entro a la partida deforo en dos extremitatz del mirat autras que so en le latz contrari.	And accordingly, revolve those loops and make them penetrate from the inside to the outside in the two ends of the mirror, which are on the contrary side.
E aquesta manieyra de sutura es milhor de la sutura comuna leugiera, e es sutura de la qual precedic rememoracio.	And this manner of suture is better than the common light suture, and it is the suture which was previously remembered.
Aquest es le sermo de Gualia	This is the saying of Gualia.
E mays le diyssero alcus, sutura del ventre es rectificada am dos agulhas, so es que tu entrometas en aquestas a quascunas un fiel, e comensa am intromiccio de agulha de aquo que es deves tu, e fay aquela penetrar entro al autra latz segon sutura de aquels les quals cozo les cuers engualment.	And besides, some will say that the suture of the belly is rectified with two needles, so it is that you insert into these two one thread, and begin with the introduction of a needle from what belongs to you, and make it penetrate into the other side according to the suture of those who cut off the skins evenly.
E sapias que quan disrupcio es en le mieg loc del ventre, lahoras la sutura de lu es pus difficil que dels autres locs del ventre.	And you know that when disruption is in the middle location of the belly, then the suture of it is more difficult than in other locations of the belly.
Mays le juguament de medicacio de plagua es jutgament de las autras plaguas.	But the judgment of medicine for a wound is judgment of other wounds.
La qual causa es quar quan tu consieguas la plagua recent am le sieu sanc denant que l’ayre altera aquela, e reduses le budel e cozes aquela e aptas aquela decentment, lahoras pausa sobre aquela polvera encarnativa.	The reason is that when you succeed in the wound recently with the patient's blood before it has altered that, and reduce the belly and cut off that and adapt that decently, then pause over that flesh-powder.
E si le ayre ja ha alterada la plagua, lahoras pausa sobre aquela alcus enguentz les quals so a tu presens entro que fassan peyra dura e cajan les fiels, e sian consolidatz ciphac e mirat; e aprop cura aquela ayssi cum es la curacio de las autras plaguas entro que sia sanat.	And if the air has already altered the wound, then pause over that some poultices which are at your presence until they make a hard pressure and loosen the threads, and be consolidated ciphac and mirror; and accordingly cure it thus as is the cure of other wounds until it is healed.
Mays si a tu no so presens las medicinas, lahoras pausa sobre aquela tantost, pus que comensa a getar brac, coto viel, e permuta aquel dos veguadas le dia, ayssi cum a tu e ensenhat, entro que sia sanat, quar tu no indigeysses de autra medicacio en motas disposicios quan las plaguas so simplas.	But if you do not have the medicines at your presence, then pause over that for some time, since it begins to grow hard, and cut off, and exchange that twice a day, just as I teach you, until it is healed, because you will not need other medication in many situations when wounds are simple.
Mays si tu temes que la plagua comunique en lesio als membres principals, lahoras cove que tu submergas lana leon en oli de trempada qualiditat, o en oli rozat, e pausa aquela en le circuit dels locs que so entre les angonas e dejos las aysselas.	But if you fear that the wound may communicate to lesions in the main members, then it is necessary that you soak linen in good quality oil of tempering or rose oil, and pause that in the circuit of the places which are between the angles and leave those as they are.
E si sent dolor o putrefaccio en les sieus budels, quar motas veguadas aquo s’endeve, lahoras cristeriza aquel am vi stiptic negre tebe, e majorment si la poyredura es pervenguda en le budel e es fayta exitura penetrant entro la conquavitat de lu.	And if you feel pain or putrefaction in your bowels, because many times this happens to be so, then it is necessary that you sterilize that with vinegar stiptic black water, and especially if the perforation has occurred in the bowel and has made an exit hole penetrating into the cavity of it.
E sapias que aquela que es del budel gros es de pus leugiera sanacio que aquela que es en les budels subtils.	And you know that what is from the large bowel is more easily healed than what is in the small bowels.
E es de dificil sanacio quar le budel le qual es apelat “gegunu” no recep sanacio de plagua que caja en lu de tot; e aquo es per la gran multitut de venas que so en lu e per la magnitut de lu que so en aquelas, e per subtilitat del cos de aquel, e per propinquitat de aquel a natura de nervis.	And it is of difficult healing because the bowel which is called "gegunu" does not receive healing from wound that enters into it completely; and this is because of the great multitude of veins that are in it and because of its magnitude, and because of the subtlety of the body of it, and because of its proximity to nature of nerves.
Mays si aquo que procezeys de la plagua es la tela, e conseguas aquela recent, redutz aquela segon la tua rectetut am la qual reduzes les budels engualment.	But if what proceeds from the wound is a thread, and you succeed in getting it recently, then reduce that according to your rectitude with which you reduce the bowels evenly.
Mays si es passat a lu spazi e ja es feyt vert o negre, lahoras que tu strenguas aquela am fiel sobre le loc que es denigrat de lu, per so que vengua fluxs de sanc, quar en la tela so venas e arterias.	But if it has passed into the space and is already made green or black, then you should strengthen that with thread on the location that is degraded from there, in order to bring back the flow of blood, because in the thread are veins and arteries.
E aprop inscideys aquo que es otra aquel liament, e pausa dos extremitatz del fiel pendentz de la partida dejos de la plagua foro lu, per que sobre tu sia alleujada la atraccio de lu deves le cazement de la tela e emissio del brac de la plagua.	And accordingly, insert there what is another binding, and pause the two ends of the thread pending from the left side of the wound, in order that above you may be alleviated the attraction of it from the cavity of the wound and emission of the flesh of the plague.
Rememoracio de las plaguas quan accideysso en le budel.	Remembrance of wounds when they occur in the bowel.
Quan accideys disrupcio en le budel e es petita, lahoras es possibla que sia resteurada en alcus homes, per aysso quar yeu vi aquel le qual era stat plaguat en le sieu ventre am percussio de lansa et era la plagua de la part dreyta del stomac, e la plagua era antiquada e fayta fistula, e eyssic de lu gestio e ventositat.	When a disruption occurs in the bowel and it is small, then it is possible that it can be restored in some men, because you saw that one who was wounded in his belly with a blow from a lance and had an old wound and made a fistula, and exuding pus and flatulence.
