Ayssi comensan las paraulas de Albucasim .	The words of Albucaisim begin here.
E tot aysso cove que sia en la sciencia de la matrona quar fort leu ad aquela parve semblant de aquo, e donc opause se ad aquo am so que cove.	And thus it is necessary for the midwife to have knowledge of this because very much alike is similar to that, and therefore pause at that point with so many as are needed.
Capitol .lxxvi.	Chapter LXXVI.
De extraccio del fet quan es mort.	On the extraction of the fetus when it is dead.
Quan tu curas le fet mort am aquo que havem dit en la divisio de la medicacio e no es defora eyssit, e tu yest forsat usar de opperacio am ma, lahoras cove que consideras si la femna es de sana vertut e no es am alcu dels accidentz per les quals sobre ela es temuda perdicio.	When you treat the dead fetus with what we have said in the division of medicine and it is not forthwith extracted, and you are forced to use operation by hand, then it is necessary that you consider if the woman has a healthy virtue and is not affected by any of the accidents whereby upon her is feared destruction.
Lahoras cove que la femna sia envessada sobre le lieyt sobre le sieu dos, e sia le cap de lu enclinat enjos e las coyssas de lu sian elevadas.	Then it is necessary that the woman be laid on her back on a bed, and have her head inclined downwards and her armpits elevated.
E·l ministre tengua aquela de doas partz o sia liada en le lieyt per so que·l cos de lu no se extenda deves la extraccio del fet.	And the attendant shall hold that in two parts or bind it on the bed, for the sake of the body not extending too far during the extraction of the fetus.
E aprop tu humecta la boca de la mayre de lu am olis humitz e am mucellage de altea e de fenugrec e de semensa de li.	And then you moisten the mouth of the mother with oil and mucus, and with mugwort and fenugreek and seed of flax.
E aprop unte la matrona la sua ma am aquels olis e mucellages, e aprop entrometa la sua ma am fecilitat en la mayre, e aprop cerque am la ma loc en le qual fique les uncis en le fet.	And then the midwife inserts her hand with those oils and mucus into the mother's body, and then eases it in with facility, and then searches for the spot where the fingers will rest on the fetus.
E locs convenient en aquo: adonc tu considera si le fet es preparat que deysenda sobre le sieu cap, e lahoras tu fique les uncis en les huels de lu, o en le col, o en la boca, o en le palat, o dejos la barba, o en la furcula de lu, o en les locs propdas de las costas, o dejos les ypocondres.	And finds a suitable spot: then you consider if the fetus is prepared to descend onto its head, and then place your fingers on the nose of it, or on the neck, or in the mouth, or on the palate, or below the beard, or in the furrow of it, or in the places proper for the ribs, or below the hypochondria.
Mays si le deysendiment es sobre les pes de lu, lahoras en le pentenilh, o en le mieg de las costas.	But if the descent is onto the feet of it, then in the armpit or in the middle of the ribs.
E cove que tengua le unci am la ma dreyta, e pausa la curvitat de lu en aquel loc le qual es entre les ditz de la ma senestra, e entrometa la ma am facilitat e fique le unci en alcu de aquels locs les quals havem ditz, entro que pervengua a la causa boyda.	And it is necessary to take the fingers with the right hand, and pause the curvature of it at that spot which is between the said bones of the left arm, and insert the hand with ease and place the fingers in some of those spots which we have said, until one comes to the cause of birth.
E aprop pause e fique en la apposicio de lu un autre unci, o le tertz si es necessitat, per so que sia atraccio engual, e no sia extencio segon la sua rectetut tant solament.	And then pause and place another finger or the third if necessary, for a drawing equalization, and not an extension according to its straightness only.
Ans sia maugut a tota partida, per so que l’eyssiment de lu sia alleujat ayssi cum es fayt en dent deves la eradicacio de lu.	And thus be good at all part, for that the delivery of it is alleviated as if made in debt towards the eradication of it.
E cove en lu aquo que es entre lor que la extencio sia mollificada; e si alcuna partida de lu es retenguda, lahoras cove que la matrona unte alcus sieus ditz am oli e entrometa aquels espertament e revolva am aquels aquo que es retengut.	And it is necessary in that which is between them that the extension be softened; and if any part of it is retained, then the midwife must anoint some of its bones with oil and insert those expertly and turn around with those waters which are retained.
Donc si la partida del fet es fora-getada, lahoras les uncis sian permudatz entra loc le qual sia pus aut; e fay aysso entro que tot le fet sia fora-getat.	Therefore, if the part of the fetus is forgotten, then the fingers must be made pliable to get into the place where it is higher up; and make so that the entire fetus is forgotten.
Mays si la ma es eyssida denant l’autra, e no es possible reduzir aquela per la coartacio de lu, lahoras cove que drap sia envolopat sobre aquela; e aprop extratz aquela entro que tota sia fora-getada, e inscideys aquela o en la junctura de la ma o en le coyde.	But if the hand is stuck before the other, and it is not possible to reduce that by the contraction of it, then it is necessary to wrap a cloth around that; and then extract that until all is forgotten, and insert it either at the junction of the arm or in the armpit.
E ayssi cove que fassas en l’autra ma e en les dos pes.	And thus it is necessary to do so with the other hand and both feet.
Mays si le cap del fet es gran, o accideys a lu coartacio en le eyssiment, o es en le cap de lu aygua ajustada, lahoras cove que entrometa entre les ditz espatum spinos e fenda le cap e extragua la aygua, o que discroba aquel am un instrument le qual es nompnat “alundat”, la forma del qual vindra am las formas dels autres instruments en le capitol le qual es aprop aquest.	But if the head of the fetus is large, or there occurs contraction during delivery, or water is adjusted in the head, then it is necessary to insert between the bones spines and cut the head and drain the water, or that dissects that with an instrument which is called "alundat", whose form will come with the forms of other instruments in the chapter which is next to this.
E semblantment fassa si·l fet es de gran cap per natura: e lahoras cove que inscida aquel am algematu, o que prengua aquel am alunda ayssi cum havem dit; e aprop extra les osses am les forceps.	And similarly do so if the fetus is naturally large-headed: and then it is necessary to insert that with an algemate, or take that with an alundat as we have said; and then extract the bones with forceps.
E si le cap es eyssit e es coartat deves la furcula, lahoras sia fendut entro que la humiditat la qual es en le pietz sia efunduda.	And if the head is extracted and is contracted at the furrow, then it is necessary to cut through until the moisture which is in the feet is poured out.
Mays si no es complicat, ni obezeys a eyssiment, lahoras tu inscideys le cap tantost segon que a tu sira possible.	But if it is not complicated, nor follows extraction, then you should insert the head as soon as possible according to what seems best to you.
E si le dejos del ventre es apostemat o es en lu ydropici, lahoras cove que tu perfores aquel entro que corro la humiditat que es en lu.	And if the afterbirth is apostematic or is in a state of hydroptic swelling, then it is necessary to perforate that until the moisture which is in it runs out.
Mays si le fet es sobre les sieus pes, lahoras la atraccio de lu es leugiera e la direccio de lu a la boca de la mayre es leugiera.	But if the fetus is on its feet, then the attraction of it is slight and the direction of it to the mouth of the mother is slight.
Mays si es coartat deves le ventre e·l pietz, lahoras cove que tu extraguas aquel am drap le qual auras envolopat sobre la tua ma, e que fendes le ventre e·l pietz entro que corra aquo que es en aquels.	But if it is contracted in the belly and feet, then it is necessary to extract that with cloth which you have wrapped around your hand, and cut open the belly and feet until the water that is in them flows out.
Mays si les autres membres so ostatz e torna le cap, lahoras la metrona entrometa la ma senestra; mays si la boca de la mayre es huberta, lahoras intrometa la ma en le preon de layre, e cerque am aquela le cap, e atira aquel am les ditz entro a la boca de la mayre, e aprop entrometa en lu un unci, o dos uncis, e atire lu am aquels.	But if the other members are still and turn back to the head, then put your left hand into it; but if the mouth of the mother is swollen, then insert your hand into the pelvis, and search for that head, and pull it with those fingers into the mouth of the mother, and then put one finger, or two fingers, into it, and draw it along with them.
E si la boca de la mayre es coartada per apostema caut le qual accideys a l’u, lahoras cove que no sia trebelhat sobre lu; abantz cove lahoras aministrar efusio de causas humidas grassas.	And if the mouth of the mother is contracted by an apostematic swelling which comes to one, then it is necessary that no trouble be given about it; but rather administer an effusion of humid and fatty causes.
E aministre emplastres; e segua le pacient en ayguas que mollifican e humectan.	And minister plasters; and follow the patient with waters that soften and moisten.
E si le fet es sobre le sieu costat, lahoras si possible es, sia agulat: e sia aministrat aquo que havem dit en le fet viu.	And if the fetus is on its side, then if possible, it should be punctured: and water that we have said in the living fetus should be administered.
E si aquo no es possible, lahoras sia inscidit en pessas, e sia extrayt.	And if this is not possible, then insert it into pillows, and extract it.
E cove que non layssas alcuna causa dedintz de la segondina.	And it is necessary that no cause be left behind the secondine.
E cum tu auras complida tota la tua opperacio, lahoras aministra aquo que havem dit de la curacio en les apostemas cautz les quals accideysso de la mayre.	And when you have completed all your operation, then administer the water that we have said for the cure of apostematic swellings which occur in the mother.
E si accideys flux de sanc, lahoras deyssendas en ayguas stipticas e aministra l’autra curacio.	And if bleeding occurs, then administer purgative waters and give the other treatment.
E yeu ja e vist una femna en le ventre de la qual era fet mort, e aprop sobre aquel foc autra veguada emprenhada, e aprop foc mort es le fet autre.	And I have already seen a woman in whose womb was a dead fetus, and then another pregnancy had begun, and the dead fetus was another.
Accidit al u aprop lonc temps apostema en le sieu embelic; e inflat es entro que foc ubert, e comensec a getar brac.	An accident occurred to me, about a long time ago, an apostematic swelling in my own umbilicus; and it inflated so that it became a large boil, and began to suppurate.
E yeu fu appelhat a la cura de lu, e medicat a lu per lonc temps, e la plagua no es consolidada.	And I was called to the cure of it, and medicated it for a long time, but the wound did not consolidate.
Adonc yeu pausegui sobre lu de alscunas causas emplastra de forta atraccio, e eyssic de lu un os, e aprop passero alcus jorns, e eyssic un autre os; e yeu fu trop meravilhat, cum en le ventre no sia os.	Then I applied to it some plaster of strong attraction, and extracted from it a bone, and after passing some days, extracted another bone; and I was too astonished, as in the belly there is no bone.
E adonc yeu cogitegui que eran dels osses del fet mort.	And then I thought that they were the bones of the dead fetus.
Donc yeu enguisigui la plagua, e extrayssi de lu motz osses , la femna existent en las sieuas milhos disposicios, e ja visquec en tal manieyra per lonc temps, correc de lu un petit de brac.	Then I examined the wound, and extracted from it many bones, the woman existing in her own milks and dispositions, and already living in such a way for a long time, brought forth one small piece of flesh.
E yeu no afermegui asso esser stranh, sino quar en aquo es sciensa e ajutori ad aquo que le metge artifec am la ma per curacio aministra.	And I did not find it strange, but rather because in that is science and aid to that which the physician-artificer administers with his hand for cure.
De las formas dels instrumentz que so necessaris a extrayre le fet.	Of the forms of instruments that are necessary to extract the fetus.
Forma de vertitge am la qual es uberta la mayre:	Form of vertex which is opened in the mother:
Aquesta es la forma de strenhedor en le qual so engualhatz les libres, al qual engualhament sian dos virtitges en doas extremitatz de dos futz.	This is the form of strengthener in which are equalized the freed limbs, to which equalization two vertebrae are joined at two extremities of two feet.
May empero aquesta virtitge cove que sia pus subtil de strictori, e sia fayt o de eba o de fust de boys.	And however this vertebra must be more subtle than the strictor, and made of ebony or of boxwood.
E sia la latitut de quascun fust quays dos ditz e le marge de quascu amdos quays un dit, e la longitut de quascu es un palm e mig; e en le mieg loc de dos fustz so dos ajustaments de aquel meteys fustz les quals ja son fermatz, dels quals la longitut es la maytat de un palm e un pauc mes, e la latitut de quascu es quay dos ditz, o un pauc mes.	And the length of each stick is two fingers and a half; and in the middle place of two sticks are two adjustments of those same sticks which are already fixed, the length of which is one palm and a little more, and the width of each is two fingers or a little more.
E aquestz dos additamentz sian entromeses en la boca de la mayre per que sia uberta am aquels quan tu revolves las doas prescriptas virtigges.	And these two adjustments are inserted into the mouth of the mother so that it is opened to receive them when you revolve the two prescribed vertebrae.
Forma autra semblant de aquela pus subtil e pus leugiera:	Another form similar to that one, more subtle and lighter:
Sia fayta de fustz de eba o de boys segon la semblansa de forceps.	Is made of sticks of ebony or boxwood according to the likeness of forceps.
Mays empero en la extremitat de lu so dos additament ayssi cum vezes, e la longitut de aquels additament es quays un palm, e la latitut de quascu es dos ditz.	But in the extremity of it are two additional pieces like that, and the length of those additions is one palm, and the width of each is two fingers.
E cum tu vols am aquels ubrir la mayre, lahoras tu fay cezer la femna sobre le lieyt les pes pendentz, ubert aquo que es entre las coyssas de lu.	And when you want to open the mother with those, then you must make the woman lift her feet off the bed and bend over, opening what is between her armpits.
E aprop obre la tua ma am le instrument ayssi cum fas am forfexs engualment segon la quantitat que vols de la aprecio de la boca de la mayre entro que la metrona fassa so que vols.	And then, with your hand on the instrument, as you would make forceps equalize according to the quantity that you want of the appreciation of the mouth of the mother until she makes what you want.
La forma de vertitge la qual diysero les antics:	The form of vertex which was said by the ancients:
Forma de impellent am le qual es empellit le fet:	Form of impeller, with which the fetus is impelled:
Forma de amisidat2 am le qual es conterit le cap gran	Form of misdirection, with which the large head is counteracted.
E es asemblat a forceps al qual so dentz en la extremitat, ayssi cum vezes, e alcunas veguadas es fayt lonc ayssi cum forceps segon aquesta forma, ayssi cum vezes, al qual so dentz ayssi cum dentz de ressegua am le qual es inscidit e conterit.	And it is assembled to forceps which has teeth on the extremity, like times, and some times is made long like forceps according to this form, like times, to which teeth are similar to teeth of a saw that is inserted and counteracted.
Forma de amesidat pauc:	Form of misdirection slightly:
Forma de unci havent una spina:	Form of finger having one spine:
Forma de unci havent doas spinas:	Form of fingers having two spines:
Forma de forceps a la qual so dentz de cerra am le qual le cap del fet sia conterit:	Form of forceps to which are teeth of a saw with which the head of the fetus is counteracted.
Forma de spatum havent dos extremitatz am le qual le cap es abscindit:	Form of spine having two extremities, with which the head is cut off.
Forma de dos espatums latz:	Form of two lateral spines:
Totz aquels instrumentz so excersitatz, e quan mes so multiplicadas las specias de aquel e so preparadas deves le artifexs, quant es pus leugier a la sua opperacio e pus aut deves les homes per la sua quantitat.	All those instruments are exercised, and when more species of them are multiplied and prepared, then the artisans should be more skilled in their operation and have greater quantity of them.
E no obres de aquels instrumentz ja sia qua sia deves tu aparalhat, quar la necessitat de aquels no es excusabla.	And do not neglect those instruments however small they may be, because the necessity for them is inexcusable.
De extraccio de la segondina.	Of the extraction of the secondine.
Quan la segondina es retenguda deves le enfantament, lahoras cove que tu comandes a la malautae que retengua le sieu ale, e aprop fay aquela stornudar am condizi, e strenh la tua ma sobre la boca de lu e sobre las nars de lu, e si per aysso es defora eyssit, bo es.	When the secondine is retained in childbirth, then it is necessary to command the patient to retain her breath and then make that stornudate under certain conditions, and strengthen your hand over the mouth and nostrils of it, and if by this means it has been expelled, good is.
E sino, lahoras tu pren una ola e perfora en la cuberta un trauc e pausa en aquela erbas ubrent la boca de la mayre, ayssi cum calament e ruda e anet e camamilla e scicados arabic e cassia lignea e santaurea.	And if not, then you take a cloth and pierce it in the cover of a hole and pause in that herb which opens the mouth of the mother, like calament, ruda, anet, camomilla, Arabian squill, and cassia lignea, and saffron.
Totas aquestas erbas o alcunas de lor sian submersas en aygua en la ola, e pausa aquela sobre le foc.	All these herbs or some of them are submerged in water in the cloth, and pause that on the fire.
E aprop pausa una canula de canaviera en la boca de la mayre, e tengua aquela entro que la evapor vengua a la concavitat de la mayre.	And then pause a reed of cane in the mouth of the mother, and hold it until the evaporation comes to the concavity of the mother.
E aprop fay aquela stornudar ayssi cum havem dit, e la segondina sira fora-getada am velocitat.	And then make that stornudate as we have said, and the secondine is expelled quickly.
Mays si roman aprop aquesta curacio e no es eyssida, lahoras tu comanda a la matrona que submerge la sua ma sinistra en oli sizami o en micellage de altea, e aprop entrometa aquela en le conh e queresca am aquela la segondina, e cum aquela auras trobada, lahoras pren la e exten aquela pauc a pauc Mays si es annexsa en le preon de la mayre, lahoras entrometa la sua ma segon que havem recomtat, e quan aura trobat la segondina, extragua aquela petit a petit segon rectetut per so que la mayre no caja deves la atraccio vehement.	But if this cure does not work and the secondine remains, then you command the midwife to immerse her left hand in sesame oil or in a mixture of high-quality alta, and insert it into the concavity and seek out the secondine, and when she has found it, take it and stretch it little by little. But if it is annexed in the pelvis of the mother, then insert your hand according to what we have recounted, and when you have found the secondine, extract it gradually, following its natural course, so that the mother does not suffer from the strong attraction.
Abantz cove que sia permudada als costatz dreyt e sinestre am facilitat.	Before all, it is necessary to make it pliable at the right and left sides with ease.
E aprop sia ajustat en la quantitat de atraccio, quar ela obedira e evasira de adhirencia.	And then adjust it in the quantity of attraction, for it will obey and withdraw with adherence.
E si la boca de la mayre es coartada, nos ja havem recomtat la curacio am sturnutacio e am medicacio de la ola am erbas.	And if the mouth of the mother is contracted, we have already recounted the cure with stornudation and medication of the cloth with herbs.
Mays si no es fora-getada am totas las causas las quals havem recomtadas, lahoras guarda te que no fetigues sobre aquela en iteracio de abstracio, mays empero cove que aquo que es eyssit de lu a la boca de la mayre lies a la coyssa de la femna, e aprop cristeriza aquela am enguent e tetrafarmacon; quar aquel fara poyrir aquela aprop alcus dias e sira dissolvuda e sira fora-getada.	But if it is not expelled with all the causes that we have recounted, then beware that you do not fetigues on it in iteration of abstraction, but rather make sure that what has issued from it to the mouth of the mother lies at the breast of the woman, and then christenize it with a gentle touch and tetrachloride; for that will cause it to be putrid after some days and dissolve and be expelled.
Mays quan se poyreys, es de lu elevada mala audor al cap, e al estomac, e aquo ledeys la malauta; e adonc cove que sian aministradas sub-fumiguacios e convenientz ad aquo.	But when it putrefies, it is elevated to bad authority at the head and stomach, and then leads the patient astray; and therefore it is necessary that sub-fumigations and conveniences be administered accordingly.
Mays alcus dels Antics ja so esproatz sub-fumigacio de nazitort e de figuas seccas.	But some of the Ancients have already been experimented with sub-fumigation of navel-worts and dried figs.
Forma de instrument am le qual la femna es sub-fumiguada deves la retentio de mestruas e de la segondina:	Form of instrument by which the woman is sub-fumigated for the retention of menses and secondine:
Sia fayta de veyre o de eram.	Is made of veyre or eram.
E sia pausada la extremitat subtil en le conh e la extremitat ampla sobre le foc, e la sub-fumiguacio sia pausada sobre las brazas del foc.	And it is paused with the subtle extremity in the concavity and the broad extremity over the fire, and the sub-fumigation is paused above the arms of the fire.
E tengua aquela entro que sia consumida aquela sub-fumiguacio e itera·n autra.	And hold it until that sub-fumigation is consumed and iterate another.
De curacio del cul del enfant no-perforat.	Of the cure for the child's unbroken navel.
Motz enfantz naysso e les culs de lu no so perforatz, les quals ya ciphac subtil e opilat.	Many children are thus and their navels are not pierced, which already have a subtle and opaque cicatrix.
Adonc cove a la matrona que perfore am le sieu dit aquel ciphac; e sino, perfora aquel am spatum agut, e guarda se que no toque le lacert.	Then command the midwife to pierce it with her finger that cicatrix; and if not, then pierce it with a sharp awl, and be careful not to touch the skin.
E aprop pause sobre aquel lana enfusa en vi e oli; e aprop cura aquel am enguent entro que sia senat.	And then pause on that lanolin infused in wine and oil; and then cure it with a gentle touch until it is clean.
Mays si temes que sia opilat, lahoras pausa en le trauc una canula per motz dias, e osta la quan le enfant voldra degerir.	But if you fear that it may be obstructed, then pause in the hole a reed for many days, and stop when the child will desire to pass.
E ja accideys oppilacio del cul per consolidacio de plagua o de apostema; adonc cove que aquela consolidacio sia inscidida, e aprop sia curada am aquo que avem dit de la curacio e del plom.	And if an obstruction of the navel occurs due to consolidation of a wound or apostema; then command that this consolidation be inserted, and then cure it with the water we have said for the cure and with lead.
De curacio de las fistulas que endeveno dejos.	Of the cure for fistulas that remain after childbirth.
Las fistulas que endeveno en la partida dejos pus bassa so nodacio e grossetut las quals endeveno prop del cul defora o en l’espazi de la una partida.	The fistulas that remain in the aftermath of childbirth, which are lower and more swollen due to edema and grossness, and those that remain close to the navel or in the space of one part.
E es una fistula o motas.	And it is a single fistula or multiple ones.
E cum aquela nodacio es antiquada e corr de la humiditat aygosa blanca o poyridura subtil, e alcunas veguadas so de aquestas fistulas alcunas penetrantz.	And when that swelling is ancient and flows with white watery humor or subtle putrefaction, and some times are penetrated by these fistulas.
E aquelas penetrantz so conogudas per aquo que es eyssit de aquelas per la egressio e per ventosetat; e alcunas vetz use le malaute de egressio, e fort leu es eyssit de aquelas verm.	And those that are penetrated are known by what has issued from them through egression and flatulence; and some times the patient uses laxatives, and then a great deal is issued from these fistulas.
E so de aquelas fistulas alcunas veguadas en l’espazi penetrantz entro a la vesica, e entro al meat de la vergua; e so de aquelas penetrantz entro la junctura de la coyssa e entro al notz de la coeta.	And some times those fistulas penetrate into the space between the bladder and the urethra, and even into the flesh of the vulva; and some of these penetrate into the junction of the scrotum and into the notch of the clitoris.
E aquo en que es conoguda fistula penetrant entro al cul e no-penetrant, es que tu metas le tieu dit endic en le cul, e entrometas tenta subtil de eram o de ferr en la fistula quan no y es turtuositat.	And this is how a penetrating fistula that does not penetrate is known, namely by inserting the tip of your finger into the navel and then introducing a subtle probe made of eram or iron into the fistula when there is no tumorosity.
Mays si en aquela es turtuositat, lahoras entromet en aquela tenta subtil de plom o de pels de caval entro que tu sentas la tenta o le pel en le tieu dit.	But if there is a tumor in that fistula, then insert into it a subtle probe made of lead or horsehair until you feel the probe or hair in your finger.
E si no sentas aquela de tot ni no procezeys del trauc alcuna causa de egestio ni verm ni ventositat, ayssi cum havem dit, lahoras sapias que es no-penetrant, e lahoras coyta te a la curacio.	And if you don't feel it at all or if there is no discharge of anything from the hole, neither pus nor wind, as we have said, then know that it is not penetrating, and be careful to proceed with the cure.
E quan la fistula es penetrant entro a la vesica o entro al meat de la vergua, lahoras la significacio de lu es eyssiment de urina de aquela e prohibicio de lu ad aysso que·l loc am medicina sia consolidat.	And when the fistula is penetrating into the bladder or into the flesh of the vulva, then the significance of it is issuing urine from that place and prohibiting it to that extent, so that the location where medicine is applied is consolidated.
Mays si es penetrant entro la junctura de la coyssa o entro al os e envencio de dolor en le circuit, lahoras senhal de lu es que la tenta perve entro aqui si en lu no es turtuositat entro al os, e envencio de dolor en le circuit de la partida; e que de lu yeys poyredura tostemps; e que no val en aquela medicacio, ni es consolidada am enguent.	But if it is penetrating into the junction of the scrotum or into the bone and causing pain in the circuit, then the sign of it is that the probe passes through here if there is no tumor in the bone, and pain in the circuit of the part; and that from it there will be a putrid discharge at all times; and that it will not be cured with medicine, nor consolidated with gentle touch.
E en totas aquelas fistulas penetrant no es curacio de tot, e la curacio de aquelas es trebalh e vanetat dels folyls metges sobre·l qual so fermatz.	And in all those penetrating fistulas there is no complete cure, and the cure of these is a great deal of labor and expertise of skilled physicians upon which we have fixed.
Mays en aquela que no es penetrant e no antiqua, sanacio am ferr es sperada segon que yeu a tu recomtare, e aquo que ja yeu e proat.	But in that which is not penetrating and not ancient, healing with iron is hoped for according to what I have recounted to you, and what has already been tried.
E es que le malaute jagua entre las tuas mas sobre le sieu dos e eleva las cambas de lu entro sus, las coyssas sian enclinadas al ventre de lu, e aprop entromet tenta de plom, o de eram si es en la fistula turtuositat, entro que sapias le loc on perve la tenta.	And it is that the patient lies between your knees over their back and lifts their legs up to yours, with the thighs inclined towards the belly of theirs, and then insert a probe made of lead or eram into the fistula if there is tumorosity in it, until you know the place where the probe goes in.
E si aquela sent le malaute entorn le cuol, lahora cove que tu entrometas le tieu dit endic en le cuol.	And if the patient feels pain around the navel, then command that you insert your finger into the navel.
E si sentas en le tieu dit la tenta ja per si meteyssa descuberta penetrar, otra aquo que sentas entre le tieu dit e aquela siphac o carn, lahoras sapias certanament que aquela es penetrant; e adonc no trebalhes en aquela, quar no es en aquela sanacio, ayssi cum havem dit.	And if you feel the probe already having passed through and penetrating, or if you feel between your finger and that siphac or flesh, then you will certainly know that it is penetrating; and then do not trouble with it, as there is no healing in it, just as we have said.
Mays empero diyssero alcus que es sana en alcus homes tart.	But however, some may say that it heals in certain people.
E de la medicacio per la qual es sperat juvament en lu es que tu ignes cauteri subtil segon le ample de la fistula, ayssi cum es precedit, e intrometas aquel ignit en la fistula entro que pervengua entorn le cuol; e aprop itera aquel doas o tres vetz entro que sapias que ja son adhustas totas aquelas carns ajustadas fistuladas que so semblantz a cana de pluma de ausel.	And the medication by which healing is expected in this case is that you ignite a subtle cauteri according to the size of the fistula, just as we have said, and then insert that ignited cauteri into the fistula until it reaches around the navel; and then repeat that process two or three times until you know that all those adjusted flesh folds that are like feathers on an owl's tail are now adjusted.
E aprop cura aquela am calguas envolopadas en boder entro que en yescan totas aquelas carns que so adhustas, e aprop cura aquela am medicinas la carn engendrantz e consolidantz, e si es sanada, bo es; e sino, lahoras no es sana en degun temps per autra curacio.	And then cure that with cloths wrapped in boiled linen until all those adjusted flesh folds are fully healed and consolidated; and then cure it with medicines generating and consolidating the flesh, and if it is healed, good is; and otherwise, never will be cured by any other treatment.
E si la tenta intra, e no penetra entro·l tieu dit le qual es en le cul, e entre aquel e la tenta que es velament spes de carn o de ciphac, e vezes la fistula en aquo que siec la superficia de la codena, lahoras secca la codena del comensament de la fistula, e tu ve seccan am la tenta, e sia en la fistula entro que la seccio pervengua al loc en le qual perve la extremitat de la tenta, e per la tenta es liberat e catz.	And if the probe enters and does not penetrate into the navel which is in the navel, but rather passes through that soft flesh or cicatrix, and sometimes the fistula opens up on the surface of the skin, then dry the skin from the beginning of the fistula, and you will see it drying with the probe, and be in the fistula until the drying reaches the location where the extremity of the probe is inserted, and through the probe is liberated and cleansed.
E aprop mundifiqua aquelas carns fistuladas las quals so asembladas a canula de pena de ausel e no romangua de aquelas alcuna causa.	And then clean those flesh folds which are like the feathers of an owl and do not remain with any remaining cause.
Mays si flux de sanc vezes que vengua entre tu e la tua opperacio quan ensideysses aquelas carns, lahoras le milh que sia e del pus leugier instrument es cauterizar am foc o am medicina acuta, quar cauteri am foc ajusta bonas doas habitutz: so es adhustio de aquelas carns ajustadas, e abscizio del sanc exseccacio de las humiditatz.	But if there is a flow of pus that comes between you and your operation when you are cleaning those flesh folds, then use the mill that is and take the least painful instrument, which is cauterization with fire or acute medicine, for cauterization with fire adjusts two good habits: it is adjustment of those adjusted flesh folds, and ablation of pus from excessive humidity.
E aprop cura aquela am calguas envolopadas en boder o en caus trissat entro que·l loc geta brac, e aprop lahoras cura la plagua am enguentz carn dura engendran e consolidan.	And then cure that with cloths wrapped in boiled linen or in threefold cloth until the location gets firm, and then command to cure the wound with gentle touch, generating and consolidating hard flesh.
E so medicinas en las quals so stipticitat e exseccio; quan lahoras es restaurada ja es sanada e no temes iteracio.	And thus medicines in which there is astringency and excess; when the patient is restored, it is already healed and you do not fear relapse.
Mays si la fistula ja perve entro al preon del cul e es elonguada de lu superficia del cos, lahoras entromet le tieu dit en le cul e inquireys am aquel.	But if the fistula has already penetrated into the pelvis of the navel and is elongated from its surface to the body, then insert your finger into the navel and investigate with it.
E donc si centes la tenta e entre tu e ela es velament de ciphac o de carn, e es propda a la penetracio, lahora no es operacio en lu sino segon via di fiducia e de speransa.	And therefore if you feel the probe and it is gently on cicatrix or flesh, and is prepared for penetration, then there is no operation in this case except according to the way of faith and hope.
La qual causa es aministrar en lu una de tres manieyras: o que cauterize aquela ayssi cum havem dit; o que secces aquela entro que consieguas la conquavitat de lu per que sia a tu possible entrometre las qualcas e la curacio propdana; e no procesiscas mot am seccio per so que no inscidas le lacert contenent le cuol, e que accidisque sobre le malaute eyssiment de la egistio ses voluntat; e aprop cura aquel am aquo que havem dit quar fort leu sira sanat; o que elongues aquel velament e mondes aquel pus que seccas aquel entro prop le cul, ayssi cum havem dit, o am tenta o am autre instrument de aguda extremitat, e aprop mondifique aquelas carns fistuladas las quals so en la seccio entro la on podes am percrustacio; e aprop esforsa te a far la restauracio de tota la plagua am seccio, e si le orrifici pus desus no es consolidat, e romangua la fistula uberta en la partida del cul, e sira pus leugier per le malaute.	The cause is to administer in this case one of three ways: either to cauterize it as we have said; or to dry it until you achieve the desired condition of the navel so that you can insert your fingers and carry out the cure provided; and do not proceed with any drying method so that you do not incise the skin containing the navel, and what happens is in accordance with the patient's own will; and then cure it as we have said, for it will soon be healed; or to lengthen it slightly and remove the pus that has accumulated by drying it out as much as possible over the navel, either with a probe or another sharp instrument of acute extremity, and then thoroughly cleanse those flesh folds which are in the section where you can see perforation; and then make every effort to restore the entire wound through drying, and if the opening above is not consolidated, and the fistula remains open on the part of the navel, it will be even easier for the patient.
E alscunas veguadas la fistula es finida segon aquesta manieyra: es quan tu entrometas la tenta en la fistula, e es en le latz del cul entorn la superficia del cos am la codena e en le marge del cul, lahoras pren tenta de perforada extremitat, que es ayssi cum agulha de preparantz les coers segon aquesta forma:	And sometimes the fistula is finished in this manner: when you insert the probe into the fistula, and it is in the lateral part of the navel around the surface of the body with the skin and on the margin of the navel, then take a probe of perforated extremity, which is like an awl that prepares the holes according to this form:
e entromet en aquela fiel envolopat de v fiels o entorn aquels; e aprop entromet tenta am fiel en la fistula entro que consiegua la conquavitat de lu.	and insert it into that faithful envelope of 5 or those around them; and then insert the probe gently into the fistula until you achieve the desired condition.
