Ayssi comensan las paraulas de Albucasim .	Albucasis begins his treatise as follows: 
E yeu ja he dit aquestas malautias e las specias de aquelas e les senhals de aquelas, e las curacios de lor en la divisio.	And I have already described these diseases and their types, as well as the signs of each one, along with treatments in separate sections.
E cove que yeu digua en aquest tractat de apostema caut le qual ve en la mayre quan es dels apostemas que collegeysso sania, e si vols saber en qual manieyra se fa la opperacio de lu am ferr.	It is necessary for me to mention in this treatise an abscess on the uterus that is cured with a cautery, and if you wish to know how this operation is performed with iron.
Adonc cove que tu consideres si la dolor de la apostema en le sieu comensament es aguda am percussio e flecma e febre, e vezes aquel enrogezir e si catz sobre aquel le sentiment, lahoras no·t coytes am perforacio de lu, e cura aquel am aquo que ajuda sobre la maturacio entro que cesse la acuitat dels accidentz.	Therefore, consider that if the pain from the abscess in its early stages is sharp and accompanied by a percussion-like sensation, phlegm, and fever, and sometimes it turns red and you feel a throbbing over it, then do not proceed with piercing or cutting into it, but treat it with something to aid maturation until the intensity of these symptoms subsides.
E lahoras cove que tu fassas cezer la femna sobre una cezelha que aia doas cezelhas; e recline sobre le sieu dos e ajusta les sieus pes a la partida pus dejos del ventre, e las sieus coyssas sian expandudas, e pausa les sieus brasses dejos les sieus denols, e lia quascus am liament ad aquo convenient.	And then you should make the woman lie down on a bed that has two pillows; recline her back and adjust her feet to the lower part of the belly, expand her thighs, place her arms below her buttocks, and tie each one with suitable bandages.
E aprop la matrona segua del latz dreyt e aministre le instrument am le qual es ubert le orrifici de la mayre, la forma del qual vindra en aquelas causas que·s faran aprop.	Then the midwife should move to the right side and use the tool with which she will open the mother's birth canal; its shape will be suitable for such a purpose.
E cove quan vols ministrar aquest instrument que tu fiques am lo ray le preon de la mayre de la femna, e aquo que del instrument es intrat en la mayre no sia mays que·l preon de la mayre e leda le malaute.	And when you want to insert this tool, make sure that it aligns with the center of the mother's womb; what goes inside her should not be larger than the opening and thus harm the woman.
Mays si l’estrument es major que·l preon de la mayre, lahoras cove que tu pauses pulvils sobre la textura del preon de la mayre per sso que sia prohibit l’intrament de tot instrument en le preon de la mayre.	If the tool is larger than the mother's opening, you should apply powders to the area around it so that any entry of a foreign object into her womb can be prevented.
E cove que tu pauses le vertitge que corr en le strument del latz pus desus e que le ministre tengua le strument e revolva le vertitge entro que sia ubert le orrifici de la mayre.	Make sure you apply the thread that runs through the tool from its right side, and have the assistant hold it while turning the thread until the birth canal is fully opened.
E cum appar la excitura, e es tocada am la ma e es leon e molh, lahoras cove que tu secces aquela deves le cap de lu am spatum lat.	And when the swelling appears and is touched with a hand, feeling warm and soft, then you must cut that part of his head using a wide spatula.
E cum la sania es evacuada, lahoras cove que tu pauses en la plagua una meca submersa en oli rozat o oli vert en le qual sia alcuna stiptisitat; e pausa la calca7 en la seccio en le preon de la mayre.	Once the pus is drained, you should apply to the wound a piece of cloth soaked in rose oil or green oil with some astringent properties, and place the compress on the incision inside the forehead.
E pause deforo la mayre e sobre le pentenilh lana munda submersa en aygua en la qual sian bulidas malvas.	Remove the mother (abscess) from outside, placing on top of it a clean piece of cloth soaked in water infused with mashed mallows.
E aprop sia curada aprop dos dias am enguent le qual conveneys ad aquo entro que sia sanat.	After two days, the wound will be healed using an ointment that you must prepare for this purpose.
E alcunas veguadas es lavada la mayre e la plagua enayssi que es cristerisat am aygua e mel, e aprop am aygua en la qual es bulhida razit de liri o de aristologia longua, e aprop retorna al enguent.	In some cases, the mother (abscess) and the compress are washed with a mixture of water and honey until they become crystallized, then with plain water in which horse radish or Aristolochia longa has been boiled, before returning to the ointment.
E si la plagua es dedintz en la mayre ameguada, lahoras cove que tu sias prohibit de la curacio de lu am ferr, habantz cura aquel am aquo que havem dit en la divisio.	If the abscess has formed inside a boil, you must be aware that it cannot be cured with iron (a heated iron cautery), but rather by following the procedures described in this text.
Capitol .lxxv.	Sure! Here is the translation of your provided text: 
A ensenhar las matronas en qual manieyre les enbrios bius sian medicatz quan yeysso segon figura no-natural.	To instruct midwives on how to treat living embryos in a manner contrary to their natural state.
Necessaria causa es que la matrona conogua en le comensament la figura del enfantament natural per senhals de lu, e es que quan tu vezas la femna expremar a las partidas dejos e desira odorar le ayre, e sobre aquo es enleujada per aquo que sobre ela es del part, e festina le eyssiment del enbrio, lahoras sapias que aquest part es segon figura natural, e es l’eyssiment de lu sobre le sieu cap, e la segondina am aquel o suspensa o pendent del ombelic.	It is essential for the midwife to understand the signs of natural childbirth at the beginning. When you see the woman squeezing her legs together and wanting to smell the air, and she is encouraged by what is happening above her, hastening the expulsion of the embryo, then know that this birth occurs in a natural manner: the baby emerges headfirst, while the second one may be suspended or hanging from the umbilical cord.
Donc cum tu vezes aquels senhals, lahoras cove que·l ventre de lu sia compremut per so que l’embrio deysenda leugerament quar quan deyssen sobre le sieu cap, deysen a lu la segondina, e es mondada de aquelas superfluitatz am bona mondificacio.	So when you see these signs, you should ensure that the woman's abdomen is compressed so that the embryo can descend more easily. When it emerges headfirst, the second one follows suit, and they are both cleansed of any superfluous matter with a good cleansing.
Mays aquel que es otra aquest part es no-natural e no-lausable, quar quan le enbrio es eyssit sobre sos pes e·l cos de lu es eyssit devant le cap de lu e·ls pes de lu, e la ma de lu una, o al pe de lu i, o es eyssit le cap de lu e la ma de lu, o al ventre de lu, e fort leu es convertit sobre le sieu col, e semblant de las figuras de lu no-lausablas.	There is another type of birth that is unnatural and impossible, which occurs when the embryo is expelled upside down with its body exiting before its head or its feet, or only one hand emerges from its foot, or its head appears along with a single hand, or it is born belly-first, and then suddenly it turns around onto its neck, resembling these unimaginable birth positions.
Don necessaria causa es a la matrona que sia savia e subtil en totas aquelas causas, e que·s guarde de error e de decepcio.	It is necessary for the midwife to be wise and skilled in all these matters, and she must guard herself against errors and deception.
E yeu so mostrant tota figura de aquelas, e qual engen es en aquelas per so que sia significat per aquo e sia stat sobre aquo.	I will now show you the entire figure of these, and explain the purpose behind them and how they should be interpreted.
Quan le feyt es eyssit sobre le sieu cap per egrecio natural, e aquel es vehement sobre la femna e es fayt a lu part dificil, e vezes la vertut de lu ja debelitada, lahoras fay aquela sezer , o que las femnas tenguan lu, e evapora le conh de lu am fenugrec coyt e am olis humitz.	When the fetus is positioned upside down on its head due to natural descent, and it presents a challenging birth for the woman with her strength already weakened, then perform an episiotomy or, if she has one, use her own placenta; also evaporate the conh of fenugreek coat with moist oils.
E aprop entrometa la metrona entre les sieus ditz espatum petit e fenda am aquel la segondina, o secce aquela am la sua ungla entro que corro aquo que es en ela de humiditat.	Then the midwife should insert her small spatula between their said labia and with it split the membranes, or else prick them with her nail until that which is in it of moisture runs out.
E preme le ventre de la femna entro que deyssenda le fet.	Press on the woman's abdomen to help bring down the fetus.
Mays si no deyssen, lahoras cove que la femna sia cristirizada de mucellage de ptilli e mucellage de fenugrec am cizami.	But if it does not descend, then ensure that the woman is given an enema consisting of a mixture of horsehair mucus and fenugreek with ciza.
E aprop comanda a lu, aprop le cristeri, que sia compremuda e fay aquela stornudar am condisi; e te la boca de lu e·l nas de lu per huna hora, quar le fet sira foro-getat tantost.	And then command her to be constricted and compressed as you give her snuff so that she might sneeze forcefully; close her mouth and nostrils for an hour or else the fetus will momentarily slip out.
E si las doas mas del fet so foro-getadas al comensament, lahoras cove que tu redusiscas aquelas am fecilitat petit a petit.	And if both feet were neglected at the beginning, then you must bring them back with gentle ease.
Mays si no obezeys al intrament, lahoras pausa la femna sobre una cezelha e leva les pes de lu sus, e aprop concuceys la cezelha sobre la terra; e la femna sia tenguda que no caia deves la concussio.	However, if the patient does not obey the instructions, place them on a stretcher and lift their feet up. Then lower the stretcher towards the ground; make sure the woman is held securely to prevent any fall during this process.
E si las mas no son dedintz tornadas e morr le fet, lahoras inscideys aquelas e extratz le romament del fet o lia le cors a la ma de lu am drap e extratz aquel am equalitat, quar aquel sira foro-getat.	And if the feet are not turned back inwards and they die, make an incision on them and remove either dead flesh or tie the foot to their hand with a cloth, then take it out gently, for this has been forgotten.
De eyssiment del embrio sobre les sieus pes.	For extracting the embryo from its feet.
Quan le fet yeys sobre les sieus pes, lahoras cove que tu impelliscas aquels en sus, e aprop convertas le fet petit, e aprop que engualhes aquel, e aprop que prenguas un pe de lu e extendas aquels petit a petit.	When the fetus is on its feet, you must push it inside, then turn it into a small one, and equalize it. Then take one of its legs and straighten them little by little.
Mays cum son eyssit entro a las coyssas, lahoras tu comanda a lu que se exprema, e fay aquela extornudar am condizi, quar sira foro-getat si Deus lo vol.	But if they are extracted between the thighs, you command them to express themselves and make them sneeze under such conditions; this will be forgotten unless God wills it.
E si no es foro-getat am aquo que havem recomtat, lahoras tu retorna le fet petit a petit entro que pauses aquel segon figura natural, quar aquel sira lahoras foro-getat am leugier eyssiment.	Here is the translation of your first source sentence: 
E si es prohibit am tot aquo que havem recomtat, lahoras pren de musellage de altea e de goma dissolvuda, e percuteys tot en le mortier per bona percussio, e aprop linieys am aquo le conh de la femna, el pus bas del ventre de lu.	Here is the translation of the first source sentence: 
E aprop fay aquela cezer en aygua tebeza, entro que consegua les ypocondias.	And then make him sit in a tub of cold water until it reaches his hypochondria.
E cum vezes que las partidas dejos de lu so lenificadas, lahoras fay a lu subfumiguacio de mirta e sub-pausa aquela a lu.	And when you find that his limbs have been softened, then fumigate him with myrtle and place it on him.
E quan te la sub-fumiguacio per una hora, lahoras tu la fay sezer sobre una cezelha, e aprop fay aquela stornudar e extrenh la boca de lu, e levas de aquela, e prem la partida pus bassa del ventre de lu am leugiera compressio, quar le fet sira tantost foro-getat.	And when you have fumigated him for an hour, then make him sit on a stool, and make him sneeze and open his mouth, and take it away from him, pressing the lower part of his belly with light compression, for the wind will soon escape.
Eyssiment del fet sobre les sieus denols e las suas mas.	Examine the wind in his intestines and his hands.
Quan le fet eyssira segon aquesta forma, lahoras tu engenies en entrometen las suas mas petit a petit; e aprop la femna stia evessada sobre le sieu col, e les pes de lu pengo en jos, e aquelas sia jasent sobre le lieyt, e complegua las suas mas.	When the wind escapes in this manner, you will put your hands into him little by little; and then have the woman lean over his neck, hanging her feet downwards with hers placed on the floor, and folding her arms.
E aprop prem sobre le ventre de lu petit a petit, e aprop extratz aquo que es dejos les pes de lu de las aurelhas entro que sia preparada en la partida pus dejos.	Then press on his belly gradually, and extract what is below the feet from behind his ears while it is prepared in the lower part.
E si le fet no es fora-getat, lahoras pren les pes de lu e mau aquels am movement vehement, e aprop prem aquo que es sobre les ypocondres petit a petit entro que le fet puege a las partidas desus.	And if the wind is not released, take his feet and move them violently, then press what is over the hypochondria little by little until the wind can escape above.
E aprop entrometa las suas mas e engualhe le fet petit a petit, e comanda a la femna que se exprema entro que le fet sia foro-getat.	And then insert your hands and gently push the fetus little by little, instructing the woman to exert herself until the head is delivered.
Eyssiment del fet latutidinalment pendent una de las suas mas.	Examine the fetus in a lateral position, hanging from one of your hands.
Sia engeniat en reduccio de la ma de lu, mays si no podes aquela reduzir, lahoras eleva la femna e fe aquela anar.	Engage in the reduction of his arm, but if you cannot achieve that reduction, then lift up the woman and make her walk.
E si anar no pot, lahoras fay la jazer sobre le lieyt, e concuteys las coyssas de lu am concussio vehement, e aprop aministra liamentz les quals yeu e recomtatz de mucillages.	And if she cannot walk, then let her lay down on the bed, and shake her legs with a vigorous motion, and subsequently administer gently the medicines which I have previously described as cataplasms.
E si es vengut le enfantament, lahoras fay aquela sezer sobre cezelha, e aprop studia sobre la reduccio de la ma, e enguala le fet segon figura natural, e fay stornudar la femna e comanda a lu que comprema a si entro que sia foro-getat.	And if childbirth has occurred, then make her rest on her forehead, and afterwards study the reduction of her arm, push the fetus according to its natural position, and make the woman sneeze and instruct her to exert herself so that it is delivered.
Eyssiment del fet sobre·l col expandudas las suas mas e la fassia de lu es al dos de la sua mayre.	Examine the fetus on his neck with your hands expanded, and put its bandage at the back of its mother.
Cove que la matrona tengua la ma del fet e aprop revolva aquel petit a petit, e eque aquel am facilitat.	Have the midwife hold onto the fetus's hand, then turn it little by little, which will facilitate its delivery.
E cum es e quant so es engualhat, e lahoras pausa sobre le conh de lu aquo que havem recomtat de oli e de mucellages.	And when it is done and how much is covered with ointment, then place on the wound what we have mixed from oil and medications.
E aprop comandas a lu que·s maugua petit a petit, e quan auras feyt aquo, lahoras fay aquela cezer sobre una cezelha e comanda li que sia inclinada sobre le latz dreyt, e aprop comanda a lu que sia compremuda; e fay aquela stornudar am condizi.	Then instruct them to moan softly and gradually, and when you have done this, make them sit on a stool and order them to lean over the right side, then compress them; make them sneeze with this condition.
Exitus foetus praeparati super latus.	The exit of the prepared fetus is on the side.
Quan deyssen a horrifici de la mayre segon aquesta manieyra, considera, e lahoras tu inscideys la segondina am la tua ungla entro que sia evacuada de la humiditat.	When you draw out the horrible matter from the mother according to this method, consider and then you incise the cervix with your nail until it is evacuated of humidity.
E si le fet es suspendut sobre la cara e·l col de lu, lahoras tu inscideys aquela del embelic, per so que no sia retengut e mora.	And if the fetus is suspended by its face or neck, then you incise its navel so that it may not be retained and die.
E aprop empelleys le fet a las partidas dedintz entro que pauses aquel segon que cove, e manda a la femna que comprema a si alcunas veguadas, e el sira fora-getat am eyssiment leugier, si Dieus o vol.	Then you remove the fetus from its parts inside until you cut that which covers it, and order the woman to compress herself several times, and the midwife will gently pull it out with her hands, if God wills it.
Exitus geminorum aut foetuum multorum.	The exit of twins or many fetuses.
Sapias que gemels motas veguadas so natz, e alcunas vetz naysso tres o quatre , mays aquo es estranh e tart s’endeve; mays v so causas foro natura, e no vivo.	Sapias que gemels motas veguadas so natz, e alcunas vetz naysso tres o quatre , mays aquo es estranh e tart s’endeve; mays v so causas foro natura, e no vivo.
E conte aquelas, ja sia que sian montiplicatz, una segondina, e son seperatz per ciphac, distingen aquels enter le liguament en l’ombilic de cascun de aquels E alcunas veguadas so foro-getatz ayssi cum es un fet per eyssiment natural leugier, e so eysitz alcunas veguadas per eyssiment no-lausabla ayssi cum havem recomtat.	Here is my best attempt at translating the provided text: 
E si son dificils alcus de lor deves le enfantament e perveno ad aquo que havem dit de las figuras no-naturals, lahoras tu cura aquels ayssi cum havem recontat.	And if some of them are difficult with regard to their delivery and come to what we have said about unnatural positions, then treat those in the same way as we have described.
E si’ la matrona subtil e fassa aquo que fa am facilitat e subtilitat, e am tarditat, e sia ingeniat segon tota figura segon que es a lu preparat de l’engen amenant a salut.	And if the midwife is skilled and does what makes it easier and more subtle, slowing it down, and being ingenious according to every position depending on how the birth is progressing towards health.
Rememoratio eius quod formatur in matrice ex embrionibus et Abortiuntur.	A reminder of what is formed in the womb from embryos and what happens during abortions.
Alcunas veguadas son formatz en la mayre un, e dos, e tres, e quatre, e v, e vi, e vii, e mays x, e ja es deves mi verificat que una femna abortem ne getet vi, e una autra x totz formatz, la qual causa fo fayta per mensuracio dels glorios savis.	Some twins are formed in the womb as one, two, three, four, five, six, and seven, and I have even seen a woman abort a set of ten, another of nine, all fully formed, which was caused by an error in the calculation made by the wise.
E tot aysso cove que sia en la sciencia de la matrona quar fort leu ad aquela parve semblant de aquo, e donc opause se ad aquo am so que cove.	And all of this falls within the science of midwifery as it is close to their expertise, and therefore they should be consulted regarding these matters.
Capitol .lxxvi.	It seems that you have provided a section or chapter indicator in your prompt, which is "Capitolo lxxvi" (Chapter 76). Would you like me to assist with any further translation? I can provide line-by-line translations if needed.
De extraccio del fet quan es mort.	When it is necessary to remove a fetus when dead
Quan tu curas le fet mort am aquo que havem dit en la divisio de la medicacio e no es defora eyssit, e tu yest forsat usar de opperacio am ma, lahoras cove que consideras si la femna es de sana vertut e no es am alcu dels accidentz per les quals sobre ela es temuda perdicio.	When you treat a dead fetus using the methods mentioned in the section on medical treatment and it cannot be resolved externally, and you are forced to use manual operation, it is necessary to consider whether the woman has good health and no conditions that may lead to complications.
Lahoras cove que la femna sia envessada sobre le lieyt sobre le sieu dos, e sia le cap de lu enclinat enjos e las coyssas de lu sian elevadas.	Then ensure that the woman is placed in a supine position on her back, with her head slightly inclined downwards and her thighs elevated.
E·l ministre tengua aquela de doas partz o sia liada en le lieyt per so que·l cos de lu no se extenda deves la extraccio del fet.	The minister or helper should hold onto two parts of her body, either grasping them tightly or using a cloth to bind her, ensuring that her body does not extend during the extraction process.
E aprop tu humecta la boca de la mayre de lu am olis humitz e am mucellage de altea e de fenugrec e de semensa de li.	Then, you should moisten the mother's mouth with humid oils and a mucilage made from marshmallow root, fenugreek, and flax seeds.
E aprop unte la matrona la sua ma am aquels olis e mucellages, e aprop entrometa la sua ma am fecilitat en la mayre, e aprop cerque am la ma loc en le qual fique les uncis en le fet.	The midwife should then coat her hand with these oils and mucilage, carefully insert it into the mother's birth canal, and locate the position where the fetal claws are present.
E locs convenient en aquo: adonc tu considera si le fet es preparat que deysenda sobre le sieu cap, e lahoras tu fique les uncis en les huels de lu, o en le col, o en la boca, o en le palat, o dejos la barba, o en la furcula de lu, o en les locs propdas de las costas, o dejos les ypocondres.	In this case: you must consider if the fetus is ready to be delivered head-first; if so, then grasp its claws by the heels, or at the neck, mouth, palate, under the beard, armpits, near the hypochondriac regions, or in other convenient places.
Mays si le deysendiment es sobre les pes de lu, lahoras en le pentenilh, o en le mieg de las costas.	Mays si le deysendiment es sobre les pes de lu, lahoras en le pentenilh, o en le mieg de las costas: But if the wound is on their feet or legs, then in the groin area or middle of the back.
E cove que tengua le unci am la ma dreyta, e pausa la curvitat de lu en aquel loc le qual es entre les ditz de la ma senestra, e entrometa la ma am facilitat e fique le unci en alcu de aquels locs les quals havem ditz, entro que pervengua a la causa boyda.	E cove que tengua le unci am la ma dreyta, e pausa la curvitat de lu en aquel loc le qual es entre les ditz de la ma senestra, e entrometa la ma am facilitat e fique le unci en alcu de aquels locs les quals havem ditz, entro que pervengua a la causa boyda: And hold the thumb with your right hand, bend it towards the space between the fingers of your left hand, and easily insert your hand into one of those aforementioned places until you reach the underlying cause.
E aprop pause e fique en la apposicio de lu un autre unci, o le tertz si es necessitat, per so que sia atraccio engual, e no sia extencio segon la sua rectetut tant solament.	E aprop pause e fique en la apposicio de lu un autre unci, o le tertz si es necessitat, per so que sia atraccio engual, e no sia extencio segon la sua rectetut tant solament: Then place and keep another thumb or even a third if needed in the affected person's position to ensure equal traction, not just extension following its straight line.
Ans sia maugut a tota partida, per so que l’eyssiment de lu sia alleujat ayssi cum es fayt en dent deves la eradicacio de lu.	Ans sia maugut a tota partida, per so que l’eyssiment de lu sia alleujat ayssi cum es fayt en dent deves la eradicacio de lu: It should be bent in all directions so that its discharge is alleviated just as it is done with the extraction of teeth.
E cove en lu aquo que es entre lor que la extencio sia mollificada; e si alcuna partida de lu es retenguda, lahoras cove que la matrona unte alcus sieus ditz am oli e entrometa aquels espertament e revolva am aquels aquo que es retengut.	E cove en lu aquo que es entre lor que la extencio sia mollificada; e si alcuna partida de lu es retenguda, lahoras cove que la matrona unte alcus sieus ditz am oli e entrometa aquels espertament e revolva am aquels aquo que es retengut: And in it what is between them should be softened with extension; and if any part of it is retained, then the midwife must grease her fingers with oil and carefully insert them and stir up that which is retained.
Donc si la partida del fet es fora-getada, lahoras les uncis sian permudatz entra loc le qual sia pus aut; e fay aysso entro que tot le fet sia fora-getat.	Therefore, if the part of the wound is neglected and left untreated, the nails should be trimmed in such a way that they are shifted towards an area that is less important or significant; do this before all parts of the wound have been treated.
Mays si la ma es eyssida denant l’autra, e no es possible reduzir aquela per la coartacio de lu, lahoras cove que drap sia envolopat sobre aquela; e aprop extratz aquela entro que tota sia fora-getada, e inscideys aquela o en la junctura de la ma o en le coyde.	But if one hand is more affected than the other and it cannot be treated with a similar procedure, then wrap cloth around that hand; remove the affected hand after ensuring all parts have been neglected or ignored, and make an incision either at the wrist joint of the hand or at the elbow.
E ayssi cove que fassas en l’autra ma e en les dos pes.	And similarly, do this to the other hand and both feet as well.
Mays si le cap del fet es gran, o accideys a lu coartacio en le eyssiment, o es en le cap de lu aygua ajustada, lahoras cove que entrometa entre les ditz espatum spinos e fenda le cap e extragua la aygua, o que discroba aquel am un instrument le qual es nompnat “alundat”, la forma del qual vindra am las formas dels autres instruments en le capitol le qual es aprop aquest.	However, if the head of the wound is large and it occurs during extraction or if there is pus accumulating in the head of the wound, then you should insert something between the said spinal bones to split open the head and remove the pus; or use an instrument called an "alundat" to scrape out the pus. The shape of this instrument will be described like that of other instruments in the following chapter.
E semblantment fassa si·l fet es de gran cap per natura: e lahoras cove que inscida aquel am algematu, o que prengua aquel am alunda ayssi cum havem dit; e aprop extra les osses am les forceps.	Similarly, do the same if the wound has a large head due to its nature: you should make an incision with an "algematu," or scrape out the contents using an "alundat," as mentioned earlier; then remove the bones with forceps.
E si le cap es eyssit e es coartat deves la furcula, lahoras sia fendut entro que la humiditat la qual es en le pietz sia efunduda.	Here is my translation of your provided text:
Mays si no es complicat, ni obezeys a eyssiment, lahoras tu inscideys le cap tantost segon que a tu sira possible.	But if it is not complicated and there are no obstructions, then you can proceed to incise the head as soon as you find it feasible.
E si le dejos del ventre es apostemat o es en lu ydropici, lahoras cove que tu perfores aquel entro que corro la humiditat que es en lu.	And if the abdomen is full of pus or there is dropsy present, it is necessary to puncture it in order to drain out the excess fluid.
Mays si le fet es sobre les sieus pes, lahoras la atraccio de lu es leugiera e la direccio de lu a la boca de la mayre es leugiera.	But if the child is delivered through the feet first, its traction towards the mother's birth canal will be gentle and so will its direction towards her mouth.
Mays si es coartat deves le ventre e·l pietz, lahoras cove que tu extraguas aquel am drap le qual auras envolopat sobre la tua ma, e que fendes le ventre e·l pietz entro que corra aquo que es en aquels.	If the infant's body is contracted in its belly and feet, you must first extract it using cloth wrapped around your hand to grasp it firmly and then cut open the belly and the feet until whatever was inside comes out.
Mays si les autres membres so ostatz e torna le cap, lahoras la metrona entrometa la ma senestra; mays si la boca de la mayre es huberta, lahoras intrometa la ma en le preon de layre, e cerque am aquela le cap, e atira aquel am les ditz entro a la boca de la mayre, e aprop entrometa en lu un unci, o dos uncis, e atire lu am aquels.	But if the other limbs remain inside and only the head is delivered, then the midwife should insert her left hand; however, if the mother's birth canal is open enough, she should place her hand on top of the infant's nose, grasp it with both hands, pull towards the mother's mouth using these two, and subsequently put one or two fingers inside its mouth to draw it out.
E si la boca de la mayre es coartada per apostema caut le qual accideys a l’u, lahoras cove que no sia trebelhat sobre lu; abantz cove lahoras aministrar efusio de causas humidas grassas.	And if the mother's birth canal is narrowed due to pus caused by an infection in her womb which happened during delivery, it must not be dilated further. Instead, one should apply a warm emollient wash.
E aministre emplastres; e segua le pacient en ayguas que mollifican e humectan.	And apply plasters; keep the patient in waters that soften and moisten.
E si le fet es sobre le sieu costat, lahoras si possible es, sia agulat: e sia aministrat aquo que havem dit en le fet viu.	If the wound is on their side, then sew it up if you can: and administer what we have said for a living person's injury.
E si aquo no es possible, lahoras sia inscidit en pessas, e sia extrayt.	And if that is not possible, then cut it into pieces and extract [the wound].
E cove que non layssas alcuna causa dedintz de la segondina.	Make sure you leave no cause for infection inside the incision.
E cum tu auras complida tota la tua opperacio, lahoras aministra aquo que havem dit de la curacio en les apostemas cautz les quals accideysso de la mayre.	And when you have completed all your operations, then administer what we have said about the cure for those abscesses which occur from a mother [abscess].
E si accideys flux de sanc, lahoras deyssendas en ayguas stipticas e aministra l’autra curacio.	If there is a flow of blood, then immerse [the wound] in astringent waters and administer the other cure.
E yeu ja e vist una femna en le ventre de la qual era fet mort, e aprop sobre aquel foc autra veguada emprenhada, e aprop foc mort es le fet autre.	I have seen a woman whose fetus was dead in her womb, and immediately after that another pregnant woman, and the other fetus was also dead.
Accidit al u aprop lonc temps apostema en le sieu embelic; e inflat es entro que foc ubert, e comensec a getar brac.	There happened to her after some time an abscess in her navel; and it swelled up so that it became open, and she began to shake her arms.
E yeu fu appelhat a la cura de lu, e medicat a lu per lonc temps, e la plagua no es consolidada.	And I was called upon to care for him, treating him for a long time, but the wound has not healed.
Adonc yeu pausegui sobre lu de alscunas causas emplastra de forta atraccio, e eyssic de lu un os, e aprop passero alcus jorns, e eyssic un autre os; e yeu fu trop meravilhat, cum en le ventre no sia os.	Therefore, I applied to him several plasters with strong adhesive properties and extracted a bone from his body. After some days passed, another bone was removed as well. I was amazed because there is no bone in the belly.
E adonc yeu cogitegui que eran dels osses del fet mort.	And then, I realized that it must be bones from the deceased fetus.
Donc yeu enguisigui la plagua, e extrayssi de lu motz osses , la femna existent en las sieuas milhos disposicios, e ja visquec en tal manieyra per lonc temps, correc de lu un petit de brac.	So I examined the wound and extracted many bones from her, as she was in her last month of pregnancy and had been suffering like this for a long time, with an arm of the baby protruding.
E yeu no afermegui asso esser stranh, sino quar en aquo es sciensa e ajutori ad aquo que le metge artifec am la ma per curacio aministra.	And I did not consider this to be strange, but rather it is a matter of science and a tool that assists the doctor in his healing practice.
De las formas dels instrumentz que so necessaris a extrayre le fet.	Regarding the types of instruments required to extract the fetus:
Forma de vertitge am la qual es uberta la mayre:	A cup-shaped instrument, which is placed over the mother's womb:
Aquesta es la forma de strenhedor en le qual so engualhatz les libres, al qual engualhament sian dos virtitges en doas extremitatz de dos futz.	This is the form of a book press where two cups are placed on each end of two posts.
May empero aquesta virtitge cove que sia pus subtil de strictori, e sia fayt o de eba o de fust de boys.	May this device be made of a more delicate material than the constrictor, and let it be crafted from ivory or wooden shaft.
E sia la latitut de quascun fust quays dos ditz e le marge de quascu amdos quays un dit, e la longitut de quascu es un palm e mig; e en le mieg loc de dos fustz so dos ajustaments de aquel meteys fustz les quals ja son fermatz, dels quals la longitut es la maytat de un palm e un pauc mes, e la latitut de quascu es quay dos ditz, o un pauc mes.	And let the width of each wooden shaft be two fingers wide and the margin on both sides one finger in length; The length of each should be one palm and a half. At the middle point where the pair meet, there are two joints, which have been firmly fastened together; these joints are half a palm long and somewhat longer than two fingers in width.
E aquestz dos additamentz sian entromeses en la boca de la mayre per que sia uberta am aquels quan tu revolves las doas prescriptas virtigges.	These two additions are inserted into the mother's mouth, which has been opened with the aid of those two previously prescribed devices.
Forma autra semblant de aquela pus subtil e pus leugiera:	Here is another similar device that is more delicate and lighter:
Sia fayta de fustz de eba o de boys segon la semblansa de forceps.	It should be made of ivory or wooden shaft in the form of forceps.
Mays empero en la extremitat de lu so dos additament ayssi cum vezes, e la longitut de aquels additament es quays un palm, e la latitut de quascu es dos ditz.	However, at the end of these two additions are further appendages; The length of each appendage is one palm and their width measures two fingers.
E cum tu vols am aquels ubrir la mayre, lahoras tu fay cezer la femna sobre le lieyt les pes pendentz, ubert aquo que es entre las coyssas de lu.	And when you wish to open the mother with these, have the woman sit down with her feet apart and expose what is between her thighs.
E aprop obre la tua ma am le instrument ayssi cum fas am forfexs engualment segon la quantitat que vols de la aprecio de la boca de la mayre entro que la metrona fassa so que vols.	And then open your hand with the instrument, just as you would with scissors, according to the amount you want of the baby's mouth, while the midwife does what is necessary.
La forma de vertitge la qual diysero les antics:	The form of vertigo that the ancients described as:
Forma de impellent am le qual es empellit le fet:	A spinning sensation caused by an object moving around the fetus.
Forma de amisidat2 am le qual es conterit le cap gran	The type of friendship that is shattered when the head is severely injured.
E es asemblat a forceps al qual so dentz en la extremitat, ayssi cum vezes, e alcunas veguadas es fayt lonc ayssi cum forceps segon aquesta forma, ayssi cum vezes, al qual so dentz ayssi cum dentz de ressegua am le qual es inscidit e conterit.	Forceps are assembled with teeth at the end, like tongs, and sometimes they are made long like forceps according to this form, having teeth like those of a saw which are sharpened and hardened.
Forma de amesidat pauc:	A type of friendship that is fleeting or temporary.
Forma de unci havent una spina:	A form of hook having one spine.
Forma de unci havent doas spinas:	A type of hook with two spines or prongs.
Forma de forceps a la qual so dentz de cerra am le qual le cap del fet sia conterit:	The form of forceps that has teeth for closing, used when the baby's head is impacted.
Forma de spatum havent dos extremitatz am le qual le cap es abscindit:	A type of spatula with two ends, used for cutting off the baby's head.
