Ayssi comensan las paraulas de Albucasim .	Ayssi comensan las paraulas de Albucasim .
E sia la flaubotomia del contrari de la partida plaguada; e guardase le malaute de replecio e de vi e de viandas grossas.	And bloodletting should be the contrary of a divided wound; keep the patient away from excess, wine, and fatty foods.
Mays si de la minuicio prohibeys alcuna causa, lahoras sia aminorat de la vianda e no apropinque a carn ni a vi.	But if there is any reason that prohibits meticulousness (presumably referring to bloodletting), then reduce their diet and keep them away from meat and wine.
E pausa sobre la plagua, si a lu accideys apostema caut, coto enfus en oli rozat solet o en vi en le qual es stipticat.	And place over the wound, if an encapsulated pus occurs, immerse in rose oil alone or in wine that has been astringent.
Mays si est segur de apostema caut, lahoras pausa sobre la plagua, si es recent am le sieu sanc e le ayre no ha mudat aquela la polvera la qual yeu recomtare aprop petit.	But if you are sure of a mature abscess, then place it on the sore; if it is fresh and its blood and air have not yet changed, apply to it this little powder which I shall now mention.
E si le ayre ja ha mudada aquela, lahoras pausa sobre alscus enguentz entro que sia sanada.	And if the air has already changed there, then place on it one of these ointments until it is healed.
Mays si la plagua es gran o es per inscizio d’espaza e de semblantz, e no so ajustadas las labias de lu per puvils, lahoras ajusta aquelas am sutura segon que yeu recomtare de la sutura de lor.	But if the sore is large or has been opened by incision with a spatula and scalpel, and its lips are not adjusted to meet each other, then adjust them with sutures as I will recommend for their suturing.
Mays si la plagua ja es discuberta del os e pen, e no es retencio de lu sino un petit suspensori, lahoras inscideys aquela e aprop cura la plagua am medicinas e restaura la carn aprop en loc de codena, e comanda al malaute que sia pescut de viandas en las quals es groceza: caps e formen coyt e semblantz a lor, entro que sia compost.	But if the sore is already exposed to the bone and brain, and there is no retention of them but only a small suspension, then incise it and cure the sore with medicines and restore the flesh in its place instead of sewing it up, and command the patient to eat foods that have thickness: cabbage and cook broth and apply this as a plaster until it is healed.
E si atrobas en la codena putrefaccio e no adhereys al os, lahoras tu inscideys tot aquo poyrit e geta aquo, e aprop cura aquo.	And if the other part of the flesh becomes putrid and does not stick to the bone, then you must incise all that is rotten and cast it out, and then treat this.
Mays si en aquestas plaguas es arteria o vena de la qual fluxs de sanc pot evenir, e no es abscindida per medicinas, lahoras tu inquier sobre la arteria, e si atrobas aquela no-inscidida, lahoras tu inscideys aquela am spatum, o lia aquela; e si necessitat te provoca que aquo que havem dit no comfereys, lahoras tu cauteriza entro que·l sanc sia abscidit.	Here is the translation of the provided text: 
E si aquestas plaguas son simplas e petitas, lahoras la causa de lor es leugiere; enayssi que tu polverizas sobre aquelas aquesta polvera, quar consolidada aquela denant que l’ayre mude aquelas.	Here is the translation of the provided text: 
E la manieyra de la polvera es aquesta: recipe oli de enses partida una, de sanc de drago partida doas, de caus no-extincta partidas tres; sia tot mot trissat e crivellat, e de lu sia la plagua omplida, e sia constrengida per bona constriccio entro que be sobre aquela aderesca, e sia coagulada am le sanc.	Here is the translation of the text: 
E aprop strengeys aquela desus am pulvils e leyssa aquela, e no la deslias mentre esta ayssi que no es apostemada, quar no es eredicada de lu la medicina entro que sia sanada.	Then squeeze that one from above with cloths and let it go, and do not untie it while it is like this so that the medicine does not leave him before he is healed.
E alcuna vetz fa aquo sola cautz, quan no es a tu en present enses e sanc de drago.	And sometimes it only requires the use of cauterization when you do not have vinegar or dragon's blood at hand.
E ja fa aquesta meteyssa operacio en las grans plaguas quan conveneys que sia pausada sobre aquelas e sian streytas, e so plaguas recentz am le lor sanc, las quals le ayre no ha alteradas.	And perform this surgical operation on large wounds when it is appropriate to place them under bandages and they are fresh with their blood still present, these being wounds that have not been affected by the air.
E si le ayre las ha alteradas, e majorment quan es en temps d’estiu, lahoras no es entencio a la posicio de aquesta polvera, mays adonc cura aquelas am aquo que havem dit, enayssi que tu pauses sobre aquelas alcus enguents degistius, o que pauses sobre aquelas pols de la farina del ordi am aygua e mel entro que getan poyredura; e aprop cura aquelas am l’autra curacio entro que sian sanadas.	But if the air has affected them, and especially during the summer months, it is not advisable to apply this powder, instead treat them with what we have previously mentioned, applying some digestive ointments or a poultice of oat flour mixed with water and honey until they show signs of infection; then treat them accordingly for healing.
Mays si accideys am la plagua fractura en os, e es petita, lahoras tu extratz aquo am gesti.	However, if an injury involving a broken bone should occur, and it is small in size, you must extract the ointment.
E yeu diyre la cura de las fracturas del cap en aquo que es envenidor.	And I will speak of the treatment of skull fractures in cases of poisoning.
De las plaguas del col.	De las plaguas del col: About abscesses in the neck.
Mays si la plagua accideys en le col, lahoras no es en lu differencia en medicacio, e entre la plagua del cap quan es simpla.	Mays si la plagua accideys en le col, lahoras no es en lu differencia en medicacio, e entre la plagua del cap quan es simpla.: If the abscess occurs in the neck, there is no difference in treatment compared to a simple abscess on the head.
Mays si ja le nervi del col es inscis o arteria, lahoras si es nervi, no es en lu engen sino que sia evitada curacio de lu am aquo que fa vehement stipticitat, ayssi cum ziniar e zegi que es vetriol e semblantz a lor quar nozo als nervis e contrazo aquel.	Mays si ja le nervi del col es inscis o arteria, lahoras si es nervi, no es en lu engen sino que sia evitata curacio de lu am aquo que fa vehement stipticitat, ayssi cum ziniar e zegi que es vetriol e semblantz a lor quar nozo als nervis e contrazo aquel.: If the nerves in the neck are cut or if an artery is involved, and it is a nerve, there should be no cauterization; rather, avoid treating it with anything that causes severe constriction, such as zinjar (a type of astringent) and other substances like vitriol which harm the nerves and cause contractions.
E no pauses sobre la plagua alcuna causa de tot freja, quar la sustancia dels nervis es freja e la continuacio de lu es am le cervel, le qual es le pus aut de totz les membres.	E no pauses sobre la plagua alcuna causa de tot freja, quar la sustancia dels nervis es freja e la continuacio de lu es am le cervel, le qual es le pus aut de totz les membres.: Do not place any cold substances on the abscess as it can affect the nerves; the nerves are sensitive and their continuity reaches up to the brain, which is the most important of all body parts.
E si’ aquo am que es curat de medicinas leugieras, ayssi cum es caus lavada am aygua dousa, alcuna veguada enfusa en oli rozat o no-rozat, e thucia quan es lavada am aygua dousa e las autras peyras minarantz segon aquesta manieyra, e enguentz humitz.	E si’ aquo am que es curat de medicinas leugieras, ayssi cum es caus lavada am aygua dousa, alcuna veguada enfusa en oli rozat o no-rozat, e thucia quan es lavada am aygua dousa e las autras peyras minarantz segon aquesta manieyra, e enguentz humitz.: If it needs to be treated with light medications, such as being washed with warm water, sometimes infused with rose oil or other oils, and using thyme when washing with warm water and other similar stones according to this method, and keeping the area moist.
Mays si la plagua es gran, lahoras aministra sutura, o coarta las labias de lu, e aprop cura aquela am pulvils entro que sia sanada.	Based on the provided text and its context, here is my best attempt at translating it line by line into English: 
Mays si a la plagua es profunditat o accideys en lu a la pus bassa partida poyredura, lahoras perfora aquela en le loc mays depremegut.	Mays si a la plagua es profunditat o accideys en lu a la pus bassa partida poyredura, lahoras perfora aquella en le loc mays depremegut.
Mays si en la plagua ja es inscisa arteria e es conseguit flux de sanc, lahoras separa o secca aquela, o lia aquela, o cauteriza aquela si necessitat te provoca ad aquo.	Here is my translation of your provided text:
Mays si ja ha insciditz les spondils del golayro o tot, e so salvadas las venas del col, lahoras tu ajusta las labias de la codena am sutura sobre la cana del golayro e no toques aquel; abantz egala aquel e reduzeys aquel sobre la sua figura natural, e aprop strenh aquel am strectura decent, e leyssa aquela per alcus jorns; e aprop cura aquel am enguentz en les quals es stipticitat e excitacio entro que sia sanat.	Here is my translation of the text: 
Mays si la plagua ja en le os a fayta enprecio, lahoras percuireys aquela, e lahoras si en lu ha fragmentz de hos, extratz totz aquels que podes de lor; e aquo que a tu no es apparelhat, leyssa aquo entro que la plagua se poyrisca, e sia separat e la egrecio de lu sia alleujada.	Here is my best attempt at translating the provided text: 
E si la plagua es recent lahoras polveriza sobre aquela polvera la qual t’e recomtada.	And if the plague is recent, then sprinkle over it the powder that has been prescribed.
Mays si en la plagua es fayta fistula, lahoras cura aquela am aquo del qual la rememoracio vindra aprop en le sieu capitol.	However, if there is a fistula in the plague, then treat it with what is described and mentioned further in this chapter.
De las plaguas del col o de semblantz quan fayta entre las spallas e es fayta am spaza o am cotel o am lansa o am semblantz.	Regarding the plague of the neck or similar, when it occurs between the shoulders and is caused by a knife, a dagger, a lance, or a similar object.
Si es percussio de lansa o de cotel, e vezes de lu la profunditat, lahoras considera mays si de la plagua yeys ventositat quan le malaute elena; lahoras sapias que la plagua es mortal.	If it is a lance or dagger wound and you want to know its depth, then observe if air comes out when the patient exhales; in that case, understand that this plague is deadly.
E si en lu no es profunditat e la plagua es recent am le sieu sanc, lahoras tu pauses en lu de la primieyra horo polvera, e no strenhas aquel per que no sia le sanc retengut en la profunditat de lu e que retorne al cor e que aucigua le malaute, mays pausa en lu enguent atractiu, e deslia aquela doas veguadas le dia.	And if it is not a deep wound and the plague is still fresh with its blood, then you should place on it a primary-hour powder immediately; but be careful that this is not retained in its depth and return to the heart aggravating the patient's condition, instead apply an attractive ointment over it, and leave it unbound for two days.
E si l’enguent no es a tu present, lahoras tu pausa en le orrifici de la plagua coto viel per que sucque aquo que yeys de las humiditatz; e fay que le malaute dorma sobre la plagua per que corra aquo que es en lu ajustat.	And if the ointment is not available, then you should place in the orifice of the wound as much lint as possible so that it absorbs any moisture; and make sure the patient sleeps on that side so that the fluid runs out and adjusts.
Mays si ja de la plagua son passatz tres dias o mays e no accideys al malaute spasme ni tremor de cor mal ni strictura de ale, e vezes las autras dispozicios bonas de lu, lahoras sapias que plagua es salva; e adonc cura aquela am calguas e am l’autra curacio entro que sia sanada.	Here is my best translation of the provided text:
Mays si la sanacio de lu es excusada, e ja tot temps es uberta, lahoras sapias que ja es fayta fistula; cura donc aquela per le sieu capitol.	It seems that you have provided a medieval medical text with instructions for treating various ailments. I will do my best to translate each line accurately: 
E si la plagua es per inscisio de spaza o de cotel, e es simpla en la superficia del pietz o del dos, lahoras cura aquela am aquo que es precedit de sutura, si es gran, o am polvera, si es petita.	E si la plagua es per inscisio de spaza o de cotel, e es simpla en la superficia del pietz o del dos, lahoras cura aquella am aquo que es precedit de sutura, si es gran, o am polvera, si es petita.
Mays si ja ha fayta enprecio en le os, e so ja de lu inscizas pessas, lahoras tu torqua la plagua e coyta ad extrayre aquelas pessas, si so separadas.	Mays si ja ha fayta enprecio en le os, e so ja de lu inscizas pessas, lahoras tu torqua la plagua e coyta ad extrayre aquellas pessas, si so separadas.
Mays si no so separadas, lahoras leyssa las entro que se poyresca la plagua, que la extraccio de lor es alleujada.	If they are not separated, then let them lean on a pillow that is made moldy, as the removal of their legs will be alleviated.
E de las autras plaguas accidentz en les autres membres le juvament en curacio es le juvament de aquo que havem dit.	And for other accidental wounds in the remaining parts of the body, the help provided during treatment is just what we have described above.
De las plaguas del ventre.	Of abdominal diseases.
L’indisposicio la qual accideys en le ventre es o gran, o pauc, o migiera.	The discomfort that occurs in the abdomen is either great, little, or moderate.
De la gran alcunas veguadas yeys le budel o nervi del budel, per que es fayta intromissio de lor e la sutura de lor esser pus vehement e pus subtil.	The great danger of severe abdominal pain is that the intestines or nerves become visible, requiring their re-insertion and a more complex suture.
E disrupcio petita es fayta dificil per autra manieyra, e siec se que la reduccio de lor es pus dificil, si no te coytes de la intromissio de lor al sieu loc tantost, quar se ubre e es engrossat per que le intrament de lu es fayt difficil.	A small abdominal rupture is also more difficult to manage because it has other complications and requires a more intricate reduction, without proper insertion into its place immediately upon opening it, as it swells up and becomes thicker, making the insertion process challenging.
E donc la milhor disrupcio es migiera, quar en aquela no es dificil la reduccio del budel, ayssi cum es dificil en las doas specias denant ditas.	Therefore, the best type of abdominal rupture is a moderate one since it does not present difficulties when reducing the intestines, unlike the other two types mentioned earlier.
E sapias que sutura del ventre es segon quatre manieyras, mays doas suturas son comunas que conveneysso en suturas de las autras plaguas del cors.	Remember that the suture of an abdominal wound can be performed in four different ways; however, only two are commonly used and similar to those used for other types of wounds on the body.
E duas autras suturas proprias comunican a las autras plaguas, mays empero so mays proprias en la sutura del ventre.	And two other specific stitches are used to communicate with the other wounds, but they are more appropriate and necessary for the suture of the abdomen.
E yeu recomti a tu quascuna am exposicio e declaracio.	And I recommend to you each one that an explanation and declaration be made.
Donc dic que quan la plagua es petita e es eyssit alcuna causa del budel per aquela, e es fayt dificil a reduzir aquel, lahoras aquo es en una de doas manieyras: o per parvitat de la disrupcio ayssi cum havem dit, o quan al budel es venguda inflacio per la frigiditat de l’ayre.	So I say that when the wound is small and there is an apparent cause of the hernia due to it, and its reduction seems difficult, then this happens in one of two ways: either because of the small size of the rupture as we have said, or when the hernia has become inflamed due to the coldness of the air.
E donc quan aquo es ayssi, lahora cove que tu scalfes aquel enayssi que tu submerges una sponga ho drap humit en aygua tebeza sola, o que coguas en aygua squinant, e cyperum, e spic, e embroques am aquela le budel entro que la imflacio sia resolvuda.	And so when this is the case, then it is necessary that you apply a cold compress to it by submerging a sponge or damp cloth in tepid water alone, or take some vinegar, cyperum (cypress?), spice, and introduce them into the hernia until the inflammation has been resolved.
E alcunas veguadas fa aquo vi en le qual ha stipticitat, e es milhor que la aygua sola en resolucio de la imflacio.	And sometimes I have seen this done with astringent (styptic) materials, and it is better than water alone in resolving the inflammation.
E donc cum tu vezes la imflacio esser resolvuda, lahoras tu humecta le budel am aygua en la qual es coyta altea e malvas, quar per aquo es alleujat le intrament de lu am pauca causa.	And so when you see that the inflammation has been resolved, then moisten the hernia with water in which is soaked Althaea (marshmallow) and Malva (mallow), for by this its interior is soothed without causing pain.
Mays si es escusat le intrament de lu aprop aquesta curacio, lahoras scindeys la disrupcio un petit am strument am le qual so inscididas emorroydas.	Mays si es excusat l'intrament de lu aprop aquesta curacio, lahoras scindeys la disruptio un petit am strument am lo qual so incisiadas hemorroides.
E la curacio primieyra es milhor, quan es propriada que no es seccio, e no sia occupacio a seccar aprop necessitat e defaliment.	And the primary cure is better when it is timely and appropriate, rather than having to resort to surgery, which should be avoided unless absolutely necessary.
Del instrument, sec se la forma de lu:	Regarding the instrument, consider its shape:
La una partida de lu torta aguda, e l’autra partida no-acuta, e la extremitat subtil, e no sia am la subtilitat de spatum, abantz sia obtusa un pauc.	One part of it is sharp and angled, while the other part is not as acute; the tip is fine but not as delicate as a spatula, rather it is slightly blunt.
E donc cum la plagua es amplificada e yeys fora le budel, lahoras cove que la sua reduccio sia segon la forma de lu natural, en le sieu loc propri, si es possible sobre aquo, quar milhor es.	And when the wound is enlarged and the intestine has protruded, it must be ensured that its reduction (i.e., putting the intestine back in place) follows its natural form and position; if possible, this should be done carefully to avoid any harm.
Mays quan la disrupcio es ampla, e es en la partida pu bassa del ventre, lahoras cove que tu fassas jazer le malaute sobre le sieu dos, e pausa las suas cambas pus autas que·l sieu cap; e si es en la partida pus desus del ventre, lahoras tu pause le cap de lu e·l pietz pus autz que las partidas dejos.	However, when the rupture is extensive and located in the lower abdomen, one must ensure that the patient lies on their back with their legs elevated higher than their head; if it's in the upper abdomen, the patient should be positioned with their head and feet raised above the affected area.
E semblantment si la disrupcio es en una de las doas partz del ventre, lahoras pausa la tua entencio e la tua consideracio tostemps en aysso per que la partida en la qual es la plagua sia pus auta que l’autra.	Similarly, if the rupture is in one of the two sides of the abdomen, always pay attention and consider that the side with the wound should be positioned higher than the other to aid in healing.
E ayssi cove que tu aministres aquo en las plaguas grans e en las plaguas migieras.	And so you should apply this treatment for large wounds and medium-sized wounds.
E en las plaguas petitas, pausa aquo que es a tu preparat, e aprop fay que·l ministre sia entre las tuas mas pyatados, le qual tengua la disrupcio tota am la sua ma e ajusta las labias de lu, e aprop descuebre de aquela ad aquel que siec la sutura alcuna causa aprop autra.	For small wounds, use the medicine you prepared and have it administered between your gloved hands, keeping the rupture completely in your hand and aligning its lips; then remove any foreign matter that may cause further damage.
E aquesta es la manieyra de sutura comuna: una que prenguas la agula, o comte de agula segon la cantitat de la amplitut de la plagua; e aprop layssa de la extremitat de la disrupcio del dit anular, e strenh la agula una, otre que tu no metas fiel en las doas extremitatz de la codena, am doas extremitatz del ciphac que es dejos la codena de las partidas dedintz, entro que fassas aquela penetrar de aquela partida; e tu ja has agreguadas doas extremitatz de la codena e doas extremitatz del ciphac, e so faytas quatre ordes.	This is the common method of suturing: once you have taken the needle and counted eyelets according to the size of the wound; then leave from the end of the rupture with your ring finger, holding the needle with another hand without putting wax on both ends of the thread, having two ends of the scissor blades apart, until it has penetrated one side; now add both ends of the thread and both ends of the scissors, making four orders.
E aprop strenh am fiel doble en le circuit de la agula, e alcunas veguadas de doas partz ensemps, e aprop agregua las doas labias e la plagua per agreguacio decent; e aprop layssa la grossitut del dit e fiqua una autra agulha en aquela, e aprop lia aquela am fiel ayssi cum fiest am la primieyra agulha; e no cesses far aquo si es necessitat am las agulhas entro que ajas complida tota la contriccio de la plagua.	Then secure the circuit of the needle with double wax, sometimes twice over, and then join both lips together suturing them decently; next leave some thickness of finger and insert another needle there, then tie it with wax just like the first needle; do not stop doing this if necessary with other needles until you have completed all contraction of the wound.
E sian las agulhas migieras entre groceza e subtilitat, quar las agulhas subtils mot leugierament insciden la carn; e las grossas so de dificil intrament en la codena, e donc per aquo cove que sian migieras en subtilitat e grosseza.	Here is my translation of the provided text: 
E no cove que la agulha sia ficada en doas extremitatz de la codena propdana mot, per so que la carn no sia inscidida leugierament e que la plagua se huebra devant la sua consolidacio.	And it is not advisable to insert the needle at both ends of the proximal bone for fear that the flesh will be cut too lightly and the wound will open before healing.
E no sian prolonguadas de sutura per que la plagua no sia prohibida de consolidacio.	And do not leave the stitches prolonged so that the wound is not prevented from healing.
E aprop inscideys las extremitatz de las agulhas per so que no ledescan le malaute deves le sieu dormier; e pausaras sobre la sutura pulvils expanduts de tota partida, les quals tenguan las extremitatz de las agulhas; e layssa aquelas entro que sapias que la plagua ja es consolidada.	Then trim the ends of the needles so that they do not hurt the patient while sleeping; you will place over the suture expanded powders from all quarters, which have the ends of the needles in them; and leave those there until you know the wound has healed.
E aquestas specias de sutura am agulhas en cal manieyra es pus convenient en las plaguas petitas, quar habasta en la sutura de lor una agulha o doas o entorn aquelas.	And this type of suture with needles is most suitably done in small wounds, for there are only one or two needles used to close each wound.
Mays la segonda sutura es cominal: e es que tu aministres am sutura las quatre extremitatz, de la codena e doas extremitatz del ciphac, en una veguada, am agulha en la qual sia fiel envolopat engual en subtilitat e grosseza.	The second suture is preferable: which you should administer with a single suture around the four edges of the proximal bone and two edges of the shaft, using one needle that must be threaded with string fine in texture and thickness.
E aprop quan am la agulha auras penetrat aquestas quatre extremitatz, reduzeys la agulha de aquela meteyssa partida de la qual comensest, per so que le fiel retrayt caja de la pus subirana partida a la plagua, per so que la sutura sia segon sutura de drap am la qual les draps so strengutz.	Then when you have pierced these four edges with the needle, bring back the needle from that same side it originated to draw the thread out of the most upper edge of the wound, so that the suture is like a piece of cloth sewn together where the threads are tightened.
E pausa entre quascuna sutura la quantitat del gros del dit mendre.	And place between each suture an amount equal to the thickness of the little finger.
E aquesta sutura sabo les homes.	This suture is known as 'the men's suture'.
E am tal sutura yeu cozegui la plagua la qual era accidida a un home en le sieu ventre le qual era stat plaguat am un cotel, e era la disrrumpcio de la plagua major de un palm, e era eyssit dels budels entorn dos palms del budel del mieg loc e era la disrupcio en le mieg del membre; e adonc yeu reduzegui aquel depus que le budel havia stat foro la plagua per xxiiii horas.	With this suture, I closed the wound that had afflicted a man in his belly, which was caused by a stab from a knife, and it was a disruption of the major wound measuring more than one palm, with intestines protruding up to two palms outside the body cavity, and there was also a rupture in the middle of the member. So after the intestine had been exposed for twenty-four hours through that wound, I then reduced it.
E la plagua fo consolidada en le spazi de xv dias o entorn, e curegui aquel e es sanat; e aprop aquo visquec per motz ans, e es conversat en las suas disposicios.	The wound healed within fifteen days or thereabouts, and I treated him, and he recovered; and so for many years after this event, he lived a healthy life as before.
E les autres metges havian jutgat que no fora sanat; e per miracle foc, quar yeu no curegui aquel am enguent, quar era en loc en le qual enguent no era atrobat ni deguna medicina, mays pausegui sobre la plagua coto viel dos veguadas lo dia e ablucio assiduo am aygua de mel entro que foc sanat.	The other doctors had judged that he would not recover; and by miracle it happened, for I did not treat him with any ointment, as is customary, but instead I applied a clean cloth twice daily over the wound, and dressed it frequently with water mixed with honey until he was healed.
Mays yeu diyre dos specias de sutura proprias segon narracio de Paraula.	But I shall now describe two types of suture according to the account in the Bible.
E es que tu comenses am sutura de la codena, e entrometas agulha de la partida deforo a la partida dedintz.	And it is you who begins to suture the wound, and inserts the needle from the outside part to the inside.
E donc cum la agulha penetra en la codena e en aquel meteys lacertz segon rectetut e en longetut de tot le cos, e layssa la extremita del ciphac en le qual has entromesa la agulha; e fay penetrar en la autra extremitat la agulha de la partida dedintz a la partida deforo en l’autra extremitat del mihat.	Then, as the needle pierces through the wound and you make a cut according to its direction and length along the entire body, leave the tip of the thimble in which you've inserted the needle; and make the other end of the needle penetrate from inside to outside at the other end of the midpoint.
E don cum tu auras fayta aquela penetrar, lahoras tu fay aquela penetrar autra veguada en aquela meteyssa extremitat del mihat de la partida deforo a la partida dedintz; e leyssa la extramitat del ciphac que es en aquest latz, e fay penetrar la agulha en l’autra extremitat de la partida dedintz a la partida deforo.	And when you have completed that penetration, then make it penetrate again at the same midpoint extremity from outside to inside; and leave the thimble tip on this side, making the needle penetrate the other end from inside to outside.
E fay penetrar am aquela la tua penetracio am la qual fas aquela penetrar en le ciphac en la extremitat del mirat la qual es en la partida de lu entro que tot aquel penetre.	Make your penetration penetrate the thimble tip at the midpoint extremity which is on its inside so that everything penetrates.
E aprop comensa de aquest meteys costat e cus aquel am la extremitat que es del ciphac en l’autra latz, e extratz la agulha de la codena la qual penetrec, e aprop redutz aquela en aquela codena e cos la extremitat del ciphac que es en l’autra costat am aquesta extramitat del mirat; e extratz aquela de la codena la qual es de part de lu.	Then begin on this side and sew with the extremity of the thimble that is on the other side, withdrawing the needle from the wound which it pierces, then reduce it to that same wound and sew the thimble tip which is on the other side with this midpoint's end; withdraw it from the wound which is on its part.
E fay aquo una veguada e autra, e fay aquo una veguada aprop autre veguada entro que tu cozes tot aquo que es deforo segon aquel eysemple.	And do this once and then again, and do it one more time after that until you have sewn up everything outside according to the example.
E la suma de aquesta manieyra de sutura es que tu cozes am sutura de pellicies am la qual cozo las pels, enayssi que tu cozes le ciphac una veguada de la part de la extremitat de la codena, e que leysses aquela autra veguada entro que la ajas complida.	The summary of this suturing method is that you sew with a simple interrupted suture, which sews the skin together by catching each individual hair follicle. Thus, you can sew up one side of the wound before turning and sewing it completely.
Mays la segonda specia de sutura propria la qual dieys eyssament Gualia , e aquest es de sermo de lu e per lu recomtat, es que tu cozas aquela segon semilitut am la qual alcus medicantz cozo aquela, enayssi que agreguan tota partida a la sua compar partida a lu convenient per natura; e aplican la extremitat de autre de lu e la extremitat del mirat al autra extremitat de lu, e aquo es fayt segon que yeu a tu recomti.	The second type of suture that you see an example of in Guy de Chauliac's work is the continuous type where each stitch enters and exits either side of the wound, much like how stitches are placed on either side of a tear for a seamstress or tailor to mend it. This method ensures every part of the wound has been closed up by stitching opposing edges together.
Cove que tu fiques la agulha en la extremitat del mirat a tu propdana de la partida deforo, e fassas aquela penetrar a la partida dedintz en aquel sol, e leysses dos extremitatz del ciphac; e aprop revolveys la agulha e fay aquela penetrar de foro a la dedintz en dos extremitatz del ciphac.	Ensure that you leave the needle attached to one end of your suture at its entry point on the outside, and then push it through into the inside part, and pass both ends of the suture through; now turn the needle over and push it back from the inside out again, passing through both ends of the wound.
E aprop revolveys aquelas cascunas, e fay penetrar quascunas de la partida dededintz entro a la partida deforo en dos extremitatz del mirat autras que so en le latz contrari.	And then move each one of them, and make the two divided parts penetrate from inside to outside at the two ends of the wound that are on the opposite side.
E aquesta manieyra de sutura es milhor de la sutura comuna leugiera, e es sutura de la qual precedic rememoracio.	And this method of suture is better than the common light suture, which I mentioned earlier in my recollection.
Aquest es le sermo de Gualia	This is the work of Gualtius.
E mays le diyssero alcus, sutura del ventre es rectificada am dos agulhas, so es que tu entrometas en aquestas a quascunas un fiel, e comensa am intromiccio de agulha de aquo que es deves tu, e fay aquela penetrar entro al autra latz segon sutura de aquels les quals cozo les cuers engualment.	Moreover, they say that the suture of the abdomen is done with two needles, which you must insert a thread into each one and start with the insertion of the needle that you have to do first, then make it penetrate to the other side according to the method of suturing the flesh equally.
E sapias que quan disrupcio es en le mieg loc del ventre, lahoras la sutura de lu es pus difficil que dels autres locs del ventre.	And know that when the rupture is in the middle part of the abdomen, then its suture is more difficult than those of other parts of the abdomen.
Mays le juguament de medicacio de plagua es jutgament de las autras plaguas.	The treatment of plague is like the treatment for other diseases.
La qual causa es quar quan tu consieguas la plagua recent am le sieu sanc denant que l’ayre altera aquela, e reduses le budel e cozes aquela e aptas aquela decentment, lahoras pausa sobre aquela polvera encarnativa.	Whose cause is that when you get fresh plague with its blood before the air changes it and reduces the intestine and sutures it and adapts it properly, then place over it incarnative powder.
E si le ayre ja ha alterada la plagua, lahoras pausa sobre aquela alcus enguentz les quals so a tu presens entro que fassan peyra dura e cajan les fiels, e sian consolidatz ciphac e mirat; e aprop cura aquela ayssi cum es la curacio de las autras plaguas entro que sia sanat.	Here is the translation of the provided text: 
Mays si a tu no so presens las medicinas, lahoras pausa sobre aquela tantost, pus que comensa a getar brac, coto viel, e permuta aquel dos veguadas le dia, ayssi cum a tu e ensenhat, entro que sia sanat, quar tu no indigeysses de autra medicacio en motas disposicios quan las plaguas so simplas.	Here is my best attempt at translating the provided text: 
Mays si tu temes que la plagua comunique en lesio als membres principals, lahoras cove que tu submergas lana leon en oli de trempada qualiditat, o en oli rozat, e pausa aquela en le circuit dels locs que so entre les angonas e dejos las aysselas.	Here is the translation of the provided text: 
E si sent dolor o putrefaccio en les sieus budels, quar motas veguadas aquo s’endeve, lahoras cristeriza aquel am vi stiptic negre tebe, e majorment si la poyredura es pervenguda en le budel e es fayta exitura penetrant entro la conquavitat de lu.	Here is my translation of the provided text:
E sapias que aquela que es del budel gros es de pus leugiera sanacio que aquela que es en les budels subtils.	And know that an illness of a large intestine is easier to cure than one in the subtle intestines.
E es de dificil sanacio quar le budel le qual es apelat “gegunu” no recep sanacio de plagua que caja en lu de tot; e aquo es per la gran multitut de venas que so en lu e per la magnitut de lu que so en aquelas, e per subtilitat del cos de aquel, e per propinquitat de aquel a natura de nervis.	It is difficult to treat because the intestine called 'gegunu' does not heal from any external application; this is due to the large number of veins within it and their size, as well as the subtlety of its body and its proximity to nerves.
Mays si aquo que procezeys de la plagua es la tela, e conseguas aquela recent, redutz aquela segon la tua rectetut am la qual reduzes les budels engualment.	However, if what emerges from the treatment is a hernia, and it is fresh, reduce this in the same way you would reduce intestines using your own method.
Mays si es passat a lu spazi e ja es feyt vert o negre, lahoras que tu strenguas aquela am fiel sobre le loc que es denigrat de lu, per so que vengua fluxs de sanc, quar en la tela so venas e arterias.	But if it has passed its time and already turned green or black, then you must apply gall over the discoloured area to induce bleeding, for within a hernia there are veins and arteries.
E aprop inscideys aquo que es otra aquel liament, e pausa dos extremitatz del fiel pendentz de la partida dejos de la plagua foro lu, per que sobre tu sia alleujada la atraccio de lu deves le cazement de la tela e emissio del brac de la plagua.	Then slice away whatever is further attached to the hernia and hang two pieces of gall from either side of the incision below the treatment site, so that its attraction for you must be relieved by the removal of the hernia's head and discharge of its arm.
Rememoracio de las plaguas quan accideysso en le budel.	A reminder of the symptoms when this condition occurs in the intestines:
Quan accideys disrupcio en le budel e es petita, lahoras es possibla que sia resteurada en alcus homes, per aysso quar yeu vi aquel le qual era stat plaguat en le sieu ventre am percussio de lansa et era la plagua de la part dreyta del stomac, e la plagua era antiquada e fayta fistula, e eyssic de lu gestio e ventositat.	When a small rupture occurs in the intestine and is possible to be restored in some men, as I have seen one who was struck in his abdomen with a lance blow and had an old wound that became a fistula, and from him came pus and wind.
