Ayssi comensan las paraulas de Albucasim .	Ayssi comensan las paraulas de Albucasim .
E no cove que la agulha sia ficada en doas extremitatz de la codena propdana mot, per so que la carn no sia inscidida leugierament e que la plagua se huebra devant la sua consolidacio.	And it is necessary that the needle should not be inserted into both ends of the proximal tendon, so that the flesh is not slightly cut and the wound breaks out before healing.
E no sian prolonguadas de sutura per que la plagua no sia prohibida de consolidacio.	The suture should not be prolonged so that the wound is not prevented from healing.
E aprop inscideys las extremitatz de las agulhas per so que no ledescan le malaute deves le sieu dormier; e pausaras sobre la sutura pulvils expanduts de tota partida, les quals tenguan las extremitatz de las agulhas; e layssa aquelas entro que sapias que la plagua ja es consolidada.	Then cut the ends of the needles so that they do not hurt the patient while sleeping; place over the suture expanded powders from every side, which cover the ends of the needles; and leave them there until you know that the wound has healed.
E aquestas specias de sutura am agulhas en cal manieyra es pus convenient en las plaguas petitas, quar habasta en la sutura de lor una agulha o doas o entorn aquelas.	This type of suture with needles is most appropriate for small wounds, as there are only one or two needles used to close them.
Mays la segonda sutura es cominal: e es que tu aministres am sutura las quatre extremitatz, de la codena e doas extremitatz del ciphac, en una veguada, am agulha en la qual sia fiel envolopat engual en subtilitat e grosseza.	The second type of suture is more commonly administered by joining the four ends, one proximal and two distal, in a single needle, which should be threaded with silk that varies from fine to thick.
E aprop quan am la agulha auras penetrat aquestas quatre extremitatz, reduzeys la agulha de aquela meteyssa partida de la qual comensest, per so que le fiel retrayt caja de la pus subirana partida a la plagua, per so que la sutura sia segon sutura de drap am la qual les draps so strengutz.	Then, when you have penetrated the needle through these four ends, pull the needle out from the same side it entered to ensure that the silk does not come out of the more superior part of the wound, so that the suture is like a piece of cloth sewn together where the threads are pulled tight.
E pausa entre quascuna sutura la quantitat del gros del dit mendre.	And place between each suture an amount equal to the thickness of the little finger.
E aquesta sutura sabo les homes.	This suture is for men.
E am tal sutura yeu cozegui la plagua la qual era accidida a un home en le sieu ventre le qual era stat plaguat am un cotel, e era la disrrumpcio de la plagua major de un palm, e era eyssit dels budels entorn dos palms del budel del mieg loc e era la disrupcio en le mieg del membre; e adonc yeu reduzegui aquel depus que le budel havia stat foro la plagua per xxiiii horas.	With this type of suture, I closed the wound which had afflicted a man in his abdomen, caused by a stab with a knife, and it was a major disruption measuring more than a palm, with the intestines protruding around two palms from the middle part of the abdomen; it had been like that for 24 hours before I reduced it.
E la plagua fo consolidada en le spazi de xv dias o entorn, e curegui aquel e es sanat; e aprop aquo visquec per motz ans, e es conversat en las suas disposicios.	The wound healed within about 15 days, and the patient recovered; he lived for many years after that, and is now in good health.
E les autres metges havian jutgat que no fora sanat; e per miracle foc, quar yeu no curegui aquel am enguent, quar era en loc en le qual enguent no era atrobat ni deguna medicina, mays pausegui sobre la plagua coto viel dos veguadas lo dia e ablucio assiduo am aygua de mel entro que foc sanat.	Other doctors had judged that the patient would not recover; but it was a miracle because I did not treat him with any ointment or medicine, instead placing only fresh fat twice a day and washing regularly with honey water until he healed.
Mays yeu diyre dos specias de sutura proprias segon narracio de Paraula.	But I will describe two types of suture according to the Bible's account.
E es que tu comenses am sutura de la codena, e entrometas agulha de la partida deforo a la partida dedintz.	And it is you who begin with the suturing of the chain, inserting the needle from outside to inside.
E donc cum la agulha penetra en la codena e en aquel meteys lacertz segon rectetut e en longetut de tot le cos, e layssa la extremita del ciphac en le qual has entromesa la agulha; e fay penetrar en la autra extremitat la agulha de la partida dedintz a la partida deforo en l’autra extremitat del mihat.	Then, as the needle penetrates the chain and you insert a cut according to its direction and length across the entire body, leave the tip of the shaft where you have inserted the needle; make the other end of the needle penetrate from inside to outside at the other end of the thigh.
E don cum tu auras fayta aquela penetrar, lahoras tu fay aquela penetrar autra veguada en aquela meteyssa extremitat del mihat de la partida deforo a la partida dedintz; e leyssa la extramitat del ciphac que es en aquest latz, e fay penetrar la agulha en l’autra extremitat de la partida dedintz a la partida deforo.	And once you have made that penetration, then make it penetrate again at the same end of the thigh from outside to inside; leave the tip of the shaft which is on this side, and insert the needle into the other end from inside to outside.
E fay penetrar am aquela la tua penetracio am la qual fas aquela penetrar en le ciphac en la extremitat del mirat la qual es en la partida de lu entro que tot aquel penetre.	Make your penetration go all the way through so that it enters the shaft at the end of the thigh, which is on the inside, ensuring everything penetrates.
E aprop comensa de aquest meteys costat e cus aquel am la extremitat que es del ciphac en l’autra latz, e extratz la agulha de la codena la qual penetrec, e aprop redutz aquela en aquela codena e cos la extremitat del ciphac que es en l’autra costat am aquesta extramitat del mirat; e extratz aquela de la codena la qual es de part de lu.	Then begin on this side and sew up with the end of the shaft which is on the other side, withdraw the needle from the chain which it penetrates, then reduce that back into that chain and sew the end of the shaft which is on the other side with this end of the thigh; finally, remove that one from the chain on his part.
E fay aquo una veguada e autra, e fay aquo una veguada aprop autre veguada entro que tu cozes tot aquo que es deforo segon aquel eysemple.	And do this once and again, do it another time too within the hour until you have sewn up everything that is protruding according to that example.
E la suma de aquesta manieyra de sutura es que tu cozes am sutura de pellicies am la qual cozo las pels, enayssi que tu cozes le ciphac una veguada de la part de la extremitat de la codena, e que leysses aquela autra veguada entro que la ajas complida.	The key to this method of suturing is that you sew with fur-like threads, which bind the hair together when sewn. In this way, you stitch the wound once from the end of the incision and again until it is complete.
Mays la segonda specia de sutura propria la qual dieys eyssament Gualia , e aquest es de sermo de lu e per lu recomtat, es que tu cozas aquela segon semilitut am la qual alcus medicantz cozo aquela, enayssi que agreguan tota partida a la sua compar partida a lu convenient per natura; e aplican la extremitat de autre de lu e la extremitat del mirat al autra extremitat de lu, e aquo es fayt segon que yeu a tu recomti.	However, the second special type of suturing specific to Gaul (France) and its practice involves using materials from the patient's own body for stitching, such as threads made from animal hair or plant fibers, which are commonly used by some physicians; they attach one end of it with another material, and then tie the other end around his arm as I instructed you.
Cove que tu fiques la agulha en la extremitat del mirat a tu propdana de la partida deforo, e fassas aquela penetrar a la partida dedintz en aquel sol, e leysses dos extremitatz del ciphac; e aprop revolveys la agulha e fay aquela penetrar de foro a la dedintz en dos extremitatz del ciphac.	Make sure to keep the needle at one end of the string attached directly above your skin's surface, then insert it into the wound opening only so far as needed without going too deep; afterwards pull both ends together and turn around with a twist before pushing back down through those same openings again.
E aprop revolveys aquelas cascunas, e fay penetrar quascunas de la partida dededintz entro a la partida deforo en dos extremitatz del mirat autras que so en le latz contrari.	And then you will rotate those individually, and make each part of the divided one penetrate from inside to outside at two extremes of the mirror opposite.
E aquesta manieyra de sutura es milhor de la sutura comuna leugiera, e es sutura de la qual precedic rememoracio.	And this method of suture is better than the common light suture; it is the suture that I mentioned before.
Aquest es le sermo de Gualia	This is the speech of Walter.
E mays le diyssero alcus, sutura del ventre es rectificada am dos agulhas, so es que tu entrometas en aquestas a quascunas un fiel, e comensa am intromiccio de agulha de aquo que es deves tu, e fay aquela penetrar entro al autra latz segon sutura de aquels les quals cozo les cuers engualment.	And they often say something about it: the suture of the abdomen is done with two needles; you should put a thread into each one, and start by introducing the needle where needed; make that one penetrate to the other side according to the same suture I use to sew the skin.
E sapias que quan disrupcio es en le mieg loc del ventre, lahoras la sutura de lu es pus difficil que dels autres locs del ventre.	And keep in mind that when the wound is located in the middle of the belly, its suture will be more difficult than for other locations on the abdomen.
Mays le juguament de medicacio de plagua es jutgament de las autras plaguas.	The medical judgment of one disease is also applicable for other diseases.
La qual causa es quar quan tu consieguas la plagua recent am le sieu sanc denant que l’ayre altera aquela, e reduses le budel e cozes aquela e aptas aquela decentment, lahoras pausa sobre aquela polvera encarnativa.	This is because when you find a fresh wound and its blood has not yet altered due to air exposure, and then you reduce the intestine (put it back in place), sew that area and treat it properly; then apply some incarnative powder on top of it.
E si le ayre ja ha alterada la plagua, lahoras pausa sobre aquela alcus enguentz les quals so a tu presens entro que fassan peyra dura e cajan les fiels, e sian consolidatz ciphac e mirat; e aprop cura aquela ayssi cum es la curacio de las autras plaguas entro que sia sanat.	Here is the translation of the provided text: 
Mays si a tu no so presens las medicinas, lahoras pausa sobre aquela tantost, pus que comensa a getar brac, coto viel, e permuta aquel dos veguadas le dia, ayssi cum a tu e ensenhat, entro que sia sanat, quar tu no indigeysses de autra medicacio en motas disposicios quan las plaguas so simplas.	Here is my translation of the provided text: 
Mays si tu temes que la plagua comunique en lesio als membres principals, lahoras cove que tu submergas lana leon en oli de trempada qualiditat, o en oli rozat, e pausa aquela en le circuit dels locs que so entre les angonas e dejos las aysselas.	If you fear that the plague will spread to the main limbs, then it is necessary that you immerse a lion's wool in oil of moderate quality or in rose oil, and apply this mixture around the areas between the elbows and leave them there.
E si sent dolor o putrefaccio en les sieus budels, quar motas veguadas aquo s’endeve, lahoras cristeriza aquel am vi stiptic negre tebe, e majorment si la poyredura es pervenguda en le budel e es fayta exitura penetrant entro la conquavitat de lu.	And if there is pain or putrefaction in the intestines due to various causes, this must be treated with black stiptic wine; especially when the corruption has reached the intestine and it becomes necessary to make an incision into its cavity.
E sapias que aquela que es del budel gros es de pus leugiera sanacio que aquela que es en les budels subtils.	Know that those afflictions of the large intestine are more easily curable than those in the small intestines.
E es de dificil sanacio quar le budel le qual es apelat “gegunu” no recep sanacio de plagua que caja en lu de tot; e aquo es per la gran multitut de venas que so en lu e per la magnitut de lu que so en aquelas, e per subtilitat del cos de aquel, e per propinquitat de aquel a natura de nervis.	And it is difficult to cure the affliction when the intestine known as 'gegunu' has been plagued by an infection within; this is due to the large number of veins contained in it and their significant size, as well as the delicacy of its composition and how close it is to nervous tissue.
Mays si aquo que procezeys de la plagua es la tela, e conseguas aquela recent, redutz aquela segon la tua rectetut am la qual reduzes les budels engualment.	However, if what has been infected is the hernia and it still remains fresh, then treat it in a similar manner to how you would reduce the intestines.
Mays si es passat a lu spazi e ja es feyt vert o negre, lahoras que tu strenguas aquela am fiel sobre le loc que es denigrat de lu, per so que vengua fluxs de sanc, quar en la tela so venas e arterias.	But if it has already passed through the space and has turned blue or black, then you should press that area with bile to induce bleeding because there are veins and arteries in the membrane.
E aprop inscideys aquo que es otra aquel liament, e pausa dos extremitatz del fiel pendentz de la partida dejos de la plagua foro lu, per que sobre tu sia alleujada la atraccio de lu deves le cazement de la tela e emissio del brac de la plagua.	Then cut into whatever is binding it from the other side and hang two extremities of the bile over the wound beneath the covering you have placed, so that the attraction of what must be released from the membrane and emitted by the arm of the abscess rests on you.
Rememoracio de las plaguas quan accideysso en le budel.	Recollection of the plagues when they occur in the intestines:
Quan accideys disrupcio en le budel e es petita, lahoras es possibla que sia resteurada en alcus homes, per aysso quar yeu vi aquel le qual era stat plaguat en le sieu ventre am percussio de lansa et era la plagua de la part dreyta del stomac, e la plagua era antiquada e fayta fistula, e eyssic de lu gestio e ventositat.	When there is a rupture in the intestines and it is small, it may be possible to restore them in some men; this I saw when one was struck in the belly with a lance, and he had an old plague wound on the right side of his stomach that had turned into a fistula, from which pus and wind escaped.
Adonc yeu pansegui la curacio de lu ja sia que no era confizat en la sanacio de lu, mays cessegui subtiliar aquel entro que foc sanat e le loc es consolidat.	I then followed the treatment of this patient even though it was not approved by my superiors; I continued to treat him secretly and the area became healed.
E yeu pus que vi le loc ja consolidat, timegui sobre le malaute que endevengues sobre lu accident de mal en le sieu ventre; e no endevenc alcu per aquo mal accident e romas en las suas milhos disposicios mangant e bevent, e aprop entrec en banh e es exercitat en sos ditz.	And when I saw the area healed, I warned this patient against ever having a similar injury in his belly; and he did not have such an accident or rupture again despite eating and drinking with poor discretion as well as bathing and exercising according to his habits.
E ja diysero alcus experimentados que quan endeve plagua en le budel, e es petita, lahoras cove que sia liada segon aquesta manieyra: e es que tu prenguas fromiguas de grans caps; e aprop ajusta las doas labias de la plagua e pausa una fromigua de aquelas que aja la boca uberta sobre las doas labias de la plagua; donc quan pren sobre aquelas e strenh la sua boca, abscindeys le cap de lu, quar adhereys e no es dissolvut.	E ja diysero alcus experimentados that quan endeve plagua en le budel, e es petita, lahoras cove que sia liada segon aquesta manieyra: e es that tu prenguas fromiguas de grans caps; e aprop ajusta las doas labias de la plagua e pausa una fromigua de aquellas que aja la boca uberta sobre las doas labias de la plagua; donc quan pren sobre aquellas e strenh la sua boca, abscindeys le cap de lu, quar adhereys e no es dissolvut.
E aprop pausa autra formigua prop la primieyra, e no cesses aquo a far am formiguas una aprop autra segon la quantitat de tota la plagua.	Then place another ant nearby the first one, and do not stop until you have made ants in succession according to the quantity of all the infected area.
E aprop reduzeys aquela e cos la plagua; e romanguan aquels caps annexces en le budel entro que·l budel sia sanat; e no accideys al malaute degun nocument.	Then reduce the size of the wound and remove any extra tissue surrounding the infected area, leaving only the necessary amount for healing. Keep these heads attached within the cavity until it is healed completely; this way, no harm will come to the patient.
E ja es possible que·l budel sia liat am fiel subtil lo qual es fayt del budel de bestia annexs am lu, pus que es mes en agulha; e es que tu prenguas la extremitat de aquestz fiels de budel, e sia mot descarnat, e aprop lia la extremitat de lu am fiel de li, envolopat, e aprop entromet aquel fiel en agulhas e cos am aquel le budel, e areduzeys aquel en la disrupcio.	It is possible to use a delicate thread made from the intestines of an animal, as it can be passed through a needle more easily; take one end of this intestinal thread and ensure it is well-stripped, then tie one end of it to the other thread already present, wrapping them together. Afterwards, pass this new thread through the needles and stitch up the intestine with it, reducing its size within the cavity.
E aquesta manieyra de sutura am formiguas no es sino segon via de fiducia e d’esperansa.	This method of suturing with ants is not just any old way, but rather a path of trust and hope.
Mays si la plagua es gran e ampla, majorment si es en un dels budels subtils, quar lahoras no es engen sino subtiliacio, e no es sanacio de lu de tot.	But if the infection is large and widespread, especially in one of the more delicate cavities, then this method will not suffice as it does not offer a complete cure.
De curacio de zuchem e fistula.	On the healing of sores and fistulas:
Sapias que tota plagua e apostema quan se envilheseys e se Antiqua, e es fayt ulcus, e no es consolidat e geta braç tot temps e no es abscindit, lahoras, en qualque membre sia, universalment es nompnada fistula e nos la apelam aquela azukem.	Here is my best attempt at translating the provided text: 
E fistula segon veritat es nodacio feutrada, dura, blanqua am la qual no es dolor e a la qual es conquavitat ayssi cum es conquavitat de pena de ausel; e per aysso nompnat aquela alcus rizatz, id est pena.	Here is the translation of the provided text: 
E es en alcus homes humida, la qual geta brac; e fort leu la humiditat es abscidida en alcunas horas.	And it is in some men [that] moisture, which produces an itching sensation; and often the moisture is absorbed within a few hours.
E alcunas veguadas aquesta humiditat es mota, e es pauca, e es grossa, e es subtil.	And in some cases, this moisture becomes thick, and it is scanty, coarse, or subtle.
E yeu ja he denant dit en la divisio, lahoras cum yeu diyssi las plaguas, que tot ulcus que no es sanat ni no es en lu nuda carn, no es aquo sino per una de ix causas: de las quals la una es o per pauquesa de sanc en le cos; o per malicia de lu; o quar entre lu e las labias es carn dura prohibent nativitat de carn; o quar es de mota legesa; o quar aquel ulcus en si meteys es poyrit e la materia que es a lu tramesa es de mala qualitat; o quar la medicina es enconvenient en la curacio de lu; o quan corrupcio catz en la regio, e es pestilencia; o per proprietat de regio ayssi cum endeve a Saragossa , en la qual es fayta difficil degestio de las malautias, e es tardada en aquela sanacio de apostema per natura; o quar en lu es os un, o motz osses.	And I have previously stated in the division that when I say 'plagues,' any ulcer that does not heal or is covered with raw flesh cannot be attributed to anything other than one of these causes: either due to a lack of blood in the body; or because it is malicious; or because there is hard tissue between it and the labia, which prevents new skin from forming; or because it has thick crusts; or because the ulcer itself decays, with foul-quality matter filling up that space; or because the medicine being used is unsuitable for healing it; or when corruption occurs in the region, causing pestilence; or due to the nature of a place like Saragossa where diseases are difficult to digest and abscesses take longer to heal by their very nature; or because there is one or more bone(s) within it.
Ja e mostrat totas aquelas causas, e·ls senhals de aquelas e la curacio de lor am medicinas en la divisio.	I have already demonstrated all those causes along with the symptoms of them and their cure using medicines in the division.
E cove assi que yeu fassa a tu saber la curacio de fistula la qual es fayta per via de operacio am ma.	And so that I may make you aware of the cure for fistulas, which are caused and treated through manual operation.
E sapias que fistula accideys en totz les membres del cos; quar de aquelas son fistulas que perveno a las venas grantz e arterias, o als nervis, o al ciphac, o al budel, o a la vesica, o ad alcuna de las costas, o ad alcu dels spondils del dos, o ad alcuna de las juncturas compostas per composicio ayssi quo de la ma e del pe; e de aquelas so que dan a lu propinquitat del membre principal e de semblantz.	Know that fistulas can occur in any part of the body; some of these affect large veins and arteries, nerves, the spine, intestines, bladder, ribs, or the vertebrae of the back, as well as composite joints like those of the hand and foot. These conditions are closely related to the main organ they affect.
E donc aquela de aquestas fistulas que es segon aquesta manieyra es de las malautias de dificil sanacio, e no recep curacio, e occupacio am aquela es trebalh e ignorancia.	And so, among these fistulas, those that follow this particular manner are diseases of difficult recovery and have no cure; working with them leads to fatigue and ignorance.
E si es de las fistulas alcuna la profunditat de la qual no perve ad aquestz locs que e dit, e esperas e confizas en la curacio de lu, e vols pervenir a cognicio de lu, lahoras pren tenta de eram o de ferr, e si la fistula va segon rectetut, e perquireys aquela am lu.	If there is any fistula whose depth does not reach these locations that I have mentioned and you wish to achieve its cure, take a needle or iron and insert it into the fistula, seeking out its path; if it follows this route, treat it with confidence.
Mays si la fistula es tortuissitat, lahoras investigua aquela am tenta de plom subtil, quar plom am la levitat del sieu cors es alleujat e curvat deves la tortuositat.	However, if the fistula has a tortuous path, then look for it using a thin piece of lead; due to its light weight and malleability, this tool can be used to navigate and treat the bends.
E si la fistula es havent motz horrificis, no es a tu possible que signifiques sobre lu am tenta.	E si la fistula es havent motz horrificis, no es a tu possible que signifiques sobre lu am tenta.
Adonc cristeriza le orrifici per sos orrificis, quar la humiditat per la qual clisterizas aquela va deves las autras orrificis e corr de lor.	Adonc cristeriza le orrifici per sos orrificis, quar la humiditat per la qual clisterizas aquella va deves las autras orrificis e corr de lor.
E aprop inquier exquisitament, segon qual manieyra a tu es possible que conoguas si aqui has os o nervi, e es la conquavitat de la fistula longinqua o propdana, o es una fistula a la qual so motz orrificis e esta sobre aquo tot am la suma de la tua fortaleza, am la tua enterroguacio, am la qual enterroguas le malaute, e la invencio de la dolor deves la tua compressio am la ma sobre le loc, e semblantz de las significacios e de las causas accidentz al apostema.	Here is the translation of your provided text:
E cum tu auras stat sobre totas aquelas causas am stacio veraya, lahoras ve a la curacio segon confidencia: e es que tu consideras lahoras si es fistula apparent propinqua o en loc sal, longinqua de junctura, o de nervi, o de arteria, o de vena, o de un dels locs les quals yeu a tu e ditz.	Here is my translation of the provided text: 
Lahoras tu secca la fistula segon que denant es dit de la naracio de lu, e osta aquo que es en aquela filtracio e de carns corrumpudas, e aquo que es nascut en le orrifici de la carn, o de theil e de semblantz, e cura aquela entro que sia sanada.	Now you dry up the fistula as has been said before in the description of it, and remove what is in that filtration and corrupt flesh, whatever is born from the hole in the flesh, or from a wound and similar, and treat so that it may be healed.
Mays si la fistula es de longinqua profunditat, e es segon rectetut, lahoras cove que inscidas aquela en le preon atant quant a tu sira possible, e aprop mondifica aquela de totas las suas carns corrompudas; e aprop administra calguas envolopadas en medicinas acutas, e intromet aquelas entro a la conquavitat de la fistula, la qual has conprenduda am ferr.	But if the fistula is of great depth and according to rule, then you must dig it with a probe as deep as possible, and modify it from all its corrupt flesh; and then apply plasters wrapped in sharp medicine, and introduce them into the cavity of the fistula, which you have understood with iron.
E fay aquo am aquela alcunas veguadas entro que la medicina acuta corroda tot aquo que es romas en la conquavitat de la fistula de la corrupcio.	Do this so that the sharp medicine corrodes all that is rotten in the cavity of the fistula's corruption, a few times.
E aprop restaura aquela am enguentz les quals engendran carn sana entro que sia sanada.	Then restore it with ointments that produce healthy flesh until it is healed.
Mays si no es sanada per aquo, lahoras tu cauteriza aquela segon que havem recomtat.	But if it is not healed by this, then you must cauterize it as we have recounted.
Mays si la causa de fistula es os e es deves tu certificat aquo, lahoras tu inquireys aquela e secca aquela segon que havem recomtat, si tu no prohibeys alcuna causa de vena o de nervi o de membre principal ayssi cum havem dit.	But if the cause of the fistula is bone and you must certify this, then you examine it and dry it as we have recounted, if you do not prohibit any cause from vein or nerve or main member as we have said.
Mays si le os es a tu descubert e es en lu alcuna corrupcio e negror, lahoras tu ratz aquel entro que la corrupcio sia hostada tota; e aprop cura aquel am aquo que lu encarne entro que sia sanat.	Here is the translation of your provided text: 
E si no es sana e gieta brac ayssi cum fazia, lahoras sapias que tu no est pervengut a la eradicacio tota de la corrupcio; e adonc tu descuebre sobre lu segondanament e exquisitament fay la razio de lu e la mundificacio de lu am la deriera fortalasa tieua, e aprop restaura aquel.	Understood. I will translate each line of the provided text into English: 
E donc si es sanat, bo es; e sino, lahoras sapias que aquela corrupcio es en la profunditat longinqua del cors, la qual no ha conseguida, e adonc a tu en aquel no es engen sino laysar aquela.	Therefore, if it is healed, good; but if not, then know that this corruption lies deep within the body, which has not been reached yet, and so your task in this case is to leave it be.
E si le os corromput es petit, o es a tu possible atirar aquel, lahora tu le atira am forceps subtils las quals conveno ad aquo.	And if the corrupted bone is small or it is feasible for you to extract it, then do so using subtle forceps suitable for this purpose.
E si so motz osses, lahoras exquisitament fay la extraccio de totz aquels, e de aquels no laysses denguna causa am la tua fortaleza.	If there is a fracture of bones, carefully perform the extraction of all those pieces and do not leave any of them behind due to your weakness.
Mays si a tu fa contrarietat alcuna causa de las humiditatz, e en lor inscizio no ha temor ni error, lahoras inscideys aquelas liaments o carns si so aqui, e deliura les osses.	But if any difficulty arises due to the moisture, and there is neither fear nor mistake in your incision, then proceed to incise those ligaments or flesh where they are found, and deliver the bones.
Mays si a tu no es preparacio de ostar les osses de la tua hora, lahoras pausa sobre la plagua aquo que poyresca la plagua aquela, e layssa aquela entro que aquo es al enviro de aquels osses de carns e de liamentz, e guarda la plagua que no sia consolidada, e sia constrengida la seccio la qual tu has inscidida en la tua operacio.	However, if there is no preparation of the bones for their time (i.e., if they are not ready), then place upon them a plaster that will dry and set it on those bones among flesh and ligaments; make sure to secure this so that the plaster does not become unconsolidated or loose from the section you have incised during your operation.
Habantz, si temes, pausa sobre lu coto submers en sopre trissat am oli, o coto submers en anguent egipciac, o en alcu dels enguentz vertz, quar quan poyriran aquelas liaments, e les osses son de lor seperatz la ablacio, e de aquels atraccio es alleujada.	Later on, if you are concerned about potential complications, apply a poultice of crushed lint soaked in oil or Egyptian ointment (or any of the green salves) to their limb; when this will dry and harden, it will separate the ligaments from the bones, alleviating the tension and pull on them.
Mays si es un gran os ayssi cum le os de camba o de coyssa o semblantz ad aquels, e aquo que de lu es corromput es la facia de lu tant solament, lahoras ratz aquela am resio tant solament derriera entro que sia ostada aquela negror e corrupcio, e aprop restaura la plagua.	Certainly! Here is my attempt at translating the provided text: 
Mays si aquo que de lu es corrumpyt es gran partida, e la corrupcio ja ha conseguida la medulla del os, lahoras es causa necessaria cerrar aquel e aquel tot inscidir entro al loc on es pervenguda la corrupcio, e lahoras cura aquel entro que sia consolidada.	Here is my translation of the first source sentence: 
E yeu recomti a tu aquo que endevenc ad un home en la sua coyssa per que pausez aquela a eyssempli e adjutori sobre la tua operacio.	And I recommend to you that when you encounter a man with pain in their thigh, place them on an elevated surface or support as assistance during your operation.
Foc un home jove per etat entorn xxx ans, al qual accideys dolor en la sua cueyssa, e de las partidas dedintz mauguda es sobre la materia dedintz le cors entro que la materia es pervenguda a la cueyssa, e es materia de apostema am gran apostema, e no foc a lu causa extrinseca.	For a young man of around 30 years old who experiences pain in their hip joint, and the problem originates from within the body, specifically from the internal matter or substance of the chest that has reached the hip, forming a large abscess, and there is no external cause.
E adonc foc extendut le temps am aquela per la error dels metges entro que l’apostema es hubert, e acorrero de lu materias motas, e la sua curacio foc aprop pausada entro que la camba foc fistulada, e faytz son en lu motz orrificis les quals totz getavan poyredura e las humiditatz del cos.	And thus the recovery process was prolonged due to a mistake made by the doctors, as the abscess had become enlarged and burst, releasing foul-smelling matter. The healing of his wound was delayed because the leg developed a fistula (a tube or passage), which had numerous orifices emitting pus and bodily fluids.
E adonc le curec multitut de metges entorn dos ans, e no foc en aquels savia ma en la art, entro que yeu fu appelat.	Then the patient was treated by a multitude of doctors for almost two years with little success and limited expertise in this field until I was called upon.
E vi la camba de lu e las materias que corrian de lu aquels orrificis per gran cors; e ja le cos de aquel home era tot stabozit e la color de lu era citrina.	I examined his leg and observed the substances flowing from those openings, which were of significant quantity. The patient's body was already debilitated, and their complexion had turned yellowish.
E adonc yeu intromesi la tenta ad un de aquels orrificis e pervenguec la tenta al os.	And then I insert the probe into one of those openings and reach the bone with the probe.
E aprop yeu e perscrutat tostz les orrificis e trobegui aquels pervenir a lor de totas partidas de la camba.	Then I examined all the openings thoroughly and found that they led to their respective destinations in every part of the leg.
E adonc yeu me coytegui e inscidegui sobre un dels orrificis aquels entro que descrobegui una partida del os, e atrobegui aquel corromput, e ja era terros e corrumput e denigrat; e era ja corrumpuda una partida de la camba entro que havia penetrat entro a la mezola.	And so I cut and incised over one of the openings through which I uncovered a part of the bone, finding it corrupted, already earthy, rotten, and discolored; a portion of the leg was already corrupted where the infection had spread to the marrow.
E adon yeu serregui aquo que a mi era discubert e preparat del os descubert.	And then I secured what was uncovered and prepared for me, the exposed bone.
E yeu cujegui que no fos en le os sino aquela corrupcio la qual abscidigui e serregui, e yeu ja havia derraziguada.	I believed that it was not in the bone but rather this corruption which I had cut away and secured, having already eradicated it.
E aprop pausegui la restauracio de la plagua am medicina consolidativas per lonc temps, e no es consolidada.	Then I applied restorative medicine to the wound for quite some time, but it did not heal.
E aprop yeu iteregui e descubregui sobre le os segondament sobre le descubriment primier, e atrobegui continua corrupcio am le os.	Then I examined the bone once more over my initial discovery, finding continued corruption of the bone.
E serregui aquo que a mi apares de aquela corrupcio, e aprop yeu fo perforsat fayre la curacio de lu e restauracio, e no es restaurat.	I secured what appeared to be that corruption again, and then I was compelled to perforate it in order to cure and restore him, but he was not restored.
E adonc yeu descubri sobre lu autra veguada e no cessegui inscidir le os petit a petit particuladament e perforsa la restauracio de lu, e no es restaurat entro que inscidigui entorn un palm de lu, e aquel extraxi am la medula sua, e aprop restauregui aquel am medicinas, e es consolidat leugierament e sanat.	Here is my translation of the provided text: 
E no es necessaria iteracio en la operacio de lu e seccio de lu sino per la disposicio de la freulesa de lu e per la paucitat de la tollerancia de lu e paor de lu de mort, quar a lu accidia en totas horas per superfluitat de evacuacio sincopi mala.	Here is the translation of your provided text: 
E donc sanat es per sanacio entiera, e nada es en loc de os carn dura; e es fayta bona la disposicio de lu en le sieu cors e retornec la vertut de lu; e es conversat en las suas disposicios e no fec a lu contrarietat en ambulacio ni nocument en denguna causa.	Here is my translation of the provided text: 
Mays si es os eminent en loc del cors ja trauquat, lahoras cove que tu secces aquel segon aquesta manieyra: e es que tu prenguas liament e strenh aquel en la extremitat de aquel os eminent, e comanda ad alcu que extenda aquel en sus; e pausa aquel liament de lana pus gros del primier liament; e aprop lia aquel sobre la carn que es dejos le os, e exten la extramitat de lu per que atires la carn a las partidas dejos, e tu descuebras la carn sobre le loc le qual voles serrar per que la serra no leda la carn.	Here is the translation of the provided text: 
E pausa fust o taula dejos le os decentment, quar quan tu fas aquo no es prohibida la serra que no secce la carn corrumpuda.	Place a log or table underneath him appropriately, because when you do this it is not forbidden for the saw to cut away the corrupted flesh.
E cove que sia la serradura sobre le loc corrumput petit a petit, quar si es en la concavitat del os corrupcio e no appar en la sua apparicio al sentiment, e forssa a serratura de lu autra veguada.	Cover the corrupted area with the saw gradually, because if it is within the cavity of the bone and does not appear in its appearance to the senses, force the serrated edge of it again.
E si le os es corrumput e no-eminent, abantz es la una partida continuada am la autra, e la corrupcio es al mieg loc o en partida de lu, lahoras tu descuebre la carn de totas partz tota; e aprop pausa fust dejos, e aprop serra aquel de la primiera partida la on es la corrupcio entro que sia continuada la serratura del autra partida.	And if the bone is corrupted and not protruding, but one piece continues onto another, and the corruption is in its middle or at its edge, then you must cut away all of the flesh from around it; place a log underneath, and saw that which has the corruption in its first section until the serrated edge reaches the other part.
