Ayssi comensan las paraulas de Albucasim .	Ayssi begins speaking about Albulaccius.
Mays si es per fissura del ciphac e per yssiment de la tela, lahoras la color del apostema es semblant a la color del cors; e es leon ses dolor, e aprop appar de divers situament.	If there is a crack in the cistern and through the skin' extruded pus appears red like body parts; it looks like a lion’s pain, appearing from various situations.
E si es per egressio del budel, lahoras le situament de aquel am lu de aquo que havem recontat, de mays vehement diversitat, e cum tu premes aquel am les tieus ditz es occultat, e aprop retorna; e fort leu es am lu so, e es magnificat mot deves le introt de banh e vehement trebalh.	If it is due to the escape of the intestine, then once you have established what we've discussed today about that which has come out (the escaped intestine), taking into account its powerful differences, and with this in mind, return; thus your patient will be back here again. And as they are brought back by bathing and vigorous exercise:
Mays si per humiditat, lahoras es leon e no es occultat quan premes am la tua ma, ni es constrengut, ni es cregut.	If it is due to moisture, then the dragon does not hide when you press with your hand, nor does it contract or become rigid.
E si es per sanc, lahoras am aquestz senhals apareys le apostema a negror declinant.	If it is sickness (likely referring to fever), then as soon as these signs appear on their bones, show the symptom of black decay descending.
Mays si es per carn nada, lahoras es apostema greu, gros e dur, e es ficat segon una quantitat.	If it is through flesh nothingness, then a severe and hard swelling occurs, which remains according to its quantity.
Mays si es per ventositat, lahoras le tocament de lu es leon.	May it be because of wind movement, then this touch is like a lion.
E la operacio en lu es que consideras lahoras si la eminencia de l’umbilic es per sanc de arceria, o de vena, o per ventositat; lahoras cove que sias prohibit de la curacio de lu, quar en aquela es temor e paor ayssi cum t’e ensenhat en le capitol en le qual he dit les apostemas per arceria e per vena.	Here comes the first source sentence to translate: And for this operation in him (the patient), consider whether his umbilicus protrudes due to a stone, vein, or swelling; if so, refrain from treatment here because there is fear and concern as taught in the section of our text where we discussed treatments with arsenic and venesection.
E si la eminencia del umbilic es per le budel o per la tela, lahoras cove que comandes al malaute que tengua le ale sieu, e sia stant extendut; e aprop senha am tenta en le circuit de tot le umbilic, e aprop comanda a lu que stia envers entre las tuas mas sobre le sieu dos, e aprop circunda am spatum lat en le circuit del umbilic sobre le loc le qual has senhat am la tenta; e aprop exten la maytat del apostema a las partidas desus am unci gran; e aprop lia en le circuit am fiel fort o am ceda e la manieyra del liar decent.	If the prominency of the navel is due to either the intestine or the sling, then command that which holds it within its place and extend; and secure your seal throughout the entire circumference of the navel, where you have previously placed a cushion on top. Place yourself between their thighs over them while holding their hands, and order as follows:
E aprop huebre le mieg del apostema extendut sobre le liament e intromet le dit tieu en aquel indic e quereys le budel; e si tu l’as atrobat ni guardat per le liament, lahoras tu extratz alxorati e impelleys le budel a las partidas dedintz del ventre.	Here comes the first source sentence to translate: "Apply heat to the affected joint and insert your tool into that area as indicated here and there, if you have tricked or removed it with the ligament; then extract and push the intestine towards the parts of the abdomen.
E si has atrobada la tela, lahoras pren aquel am unci; e inscideys las superfluitatz de lu.	If you have torn the fabric (likely referring metaphorically to a body part or structure), then take that one as soon as possible; and cut off all excess of it.
Mays si es contraria a tu arceria o vena, lahoras circunda aquel mot, e aprop retorna a la tua operacio; e pren dos agulhas e met en aquelas dos fiels fortz e entromet dos agulhas en le circuit le qual has feyt entorn le apostema en manieyra de crotz, las quals fassas penetrar; e aprop strenh le apostema en quatre partidas sobre las agulhas.	If it is contrary to your artery or vein, surround that area, and return to your work at hand; take two needles and insert them into those fields strong enough so as not to break through the syphilitic lesions you have opened in the groin region, where they penetrate with pins. Then tighten the syphilis abscess over four parts using these inserted needles.
E si tu vols, osta las agulhas e leyssa le loc entro que poyresca la carn extenduda e caia per si; o inscideys aquel quan es subtiliat e se poyreys, e aprop cura aquel am aquo que cove dels enguentz entro que sia sanat.	If you wish to do so, place the needles and insert them into where flesh is stretched out and protrudes; when they are subtly inserted and become embedded within it, take care of that which comes from the liniments used inside for healing purposes.
E si la eminencia del ombilic es de carn nada en lu o per humiditat, lahoras cove que tu conquaves le apostema ayssi cum havem dit e estraguas le sanc o la humiditat, la qual atrobas en lu, e aprop cura aquel am aquo que cove e que consolide le loc.	If the navel's prominence is of fleshless or due to moisture in him/her, then cover that hernia you have found with cloth and drain out any fluids contained within it, which constitutes its essence inside them, and take care of this fluid by removing what covers (the swelling) and draining the humidity.
Capitol .liii.	Given that "Capitol" does not provide any contextual text or
De curacio de cranc.	The phrase provided, "Curacio de cranc," appears to be in Italian
Ja havem dit, en la divisio, de specia de cranc e en qual manieyra es via a la curacio de lu am medicinas, e que es squivador en lu la curacio am ferr per so que no sia ulcerat; e havem dit cranc engendrat en la mayra e cautela de la curacio de lu.	When divided into specialties and in what manner they are to be treated with medicine, such that the treatment does not result in an ulceration of their body; for these bones have been created within the womb (or uterus), where care must also be taken when administer0ring medicines.
E diyssero les antics que alcunas veguadas cranc es en loc on es possibla la eradicacio de lu, ayssi cum de cran le qual es en las mamillas o en la coyssa e a lor semblantz dels membres allocat a estrayre tot aquel, e majorment quan es comensant petit.	Here comes the first source sentence to translate: And those ancient remedies that can be attempted in this place are useful for women'dict or men whose parts have been separated and their likeness has been assigned herein; these mainly come into effect when they begin to eat little.
Mays quan es antiquat e es gra, no cove que te propries a lu, quar yeu non pogui sanar de aquel alcu ni no he vist autre, ni que sia pervengut ad aquo.	May it not be ancient and severe that you cannot take care of this patient here, for they have never been cured by anyone else nor has any come to help them yet.
E la operacio en lu es quan es allocat ayssi cum havem dit, es que tu precedescas e laysses le malaute e purgues de colera negra alcunas veguadas, e aprop sagna aquel, si es atrobada replecio manifesta.	When the operation is when you allocate rest as we have discussed, it means that before treating or cleansing any signs of black fever (a historical term possibly referring to cough with blood), if there's an observable swelling and inflammation present, take action accordingly. Here is a line-by-line translation:
E aprop prepara le malaute am preparacio en le qual sia locat am operacio, e aprop prohiceys en le trauc uncis les quals cove ad aquel; e aprop concava de tota part am la codena sego bona perexcrutacio entro que no romangua alcuna causa de las razitz de lu.	Here begins the preparation of the abdomen for where it has been positioned in which operation, and with a hook that is brought close to this area so as not to cause any harm or trigger those causes within them; also make convex throughout all parts around the good spinal column until no external factor can damage.
E layssa correr le sanc, e no abscidas aquel leugierament, e exprem les locs, e abstergeys le sanc gros tot am la tua ma o am instrument am le qual es a tu possible dels instruments.	Here comes the first sentence to translate:
Mays si a tu fa contrarietat de sanc gros inscizio de vena o de arceria, lahoras cauterisa aquela entro que·l flux del sanc sia cessat, e aprop cura aquel am l’autra curacio entro que sia sanat.	May you find yourself in opposition to the thickened vein or artery within, then do so that surgery can be performed on it until its flow ceases, and take care of this treatment such that healing is also promoted from thereafter.
Capitol .liv.	Capital (possibly referring to "capitol," which in
De curacio de ydropici.	The phrase you've provided, "Curacio de ydropici," appears n
Nos ja havem recomtat, en la divisio, de las specias de ydropici de l’aygua, e les senhals de quascuna especia, de la curacio de lu am medicinas.	We have recommendations for the seasoning of water and herbs in this division (possibly a section or course), as well as how each spice should be used during their preparation for medicine.
E aquela la qual es curada am ferr no es sino la specia de althitas sola, e no es aproximat am ferr a la specia de timpanistres ni a la especia de yposarcha, quar aquo es mortal.	Here comes the sentence to translate: And it is not merely iron alone that cures her; nor does it approach to the spirits of timpani or phlebotomy, for which reason she dies.
E quan tu ja has medicat aquesta especia de ydropici timpanistre am medicinas e no comfereys la tua medicacio, lahoras considera, quar si al malaute ja es conseguida debelitat, o es am aquel autra malautia otra ydropici, ayssi cum si es en lu tos o cos de ventre e semblant ad aquels, lahoras guarda te que no le mediques am ferr, quar temor es sobre aquo.	When you have already treated this herbal tympanic mixture for medicinal purposes and do not want to discomfort yourself with the medicine, consider that if relief has been achieved in the hump or abdomen as well, it may be another ailment of similar nature affecting other parts like your entire body or belly region. Be cautious so you don't treat what is already addressed by this remedy; fear for what remains unknown to us.
Mays si tu vezes le malaute de vertut exuberant, e am lu no es autra malautia sino ydropici tant solament, e no enfant ni vielh, lahoras la manieyra de la operacio de lu es que tu eleves le malaute entre las tuas mas, e le ministre aprop lu exprema le ventre de lu am la sua ma, enpellen la aygua a la partida dejos del pentenilh, e aprop pren spatum spinos segon aquesta forma:	May you find the patient's thigh overly full of vitality (exuberant viti), and not another illness but simply damp cold excessively soaked in bodily fluids; it does not affect children or old people. The nature of his operation is that when he raises the thigh between your legs, you express the abdomen with your hand on top (placing a cushion under their limbs), and another servant assists along their leg/s, controlling water flow at the start-point immediately after penetration. Apply pressure using pointed sponge sticks as per this procedure:
sia de dos partz agudas lonc, de aguda extremitat ayssi cum spatum; mays empero sia en lu alcuna brevitat petit a petit, per so que en la operacio am aquel no passes entro al budel, e que ledas aquel.	It is when two sharp parts are present with a splint (splinter), although they may be small in size at first and not enter the cavity during operation, so that it does not protrude into it, and you hold them firmly.
E aprop considera si la generacio de ydropici es de part dels budels, quar lahoras cove que tu am la seccio te alonhes del ombelic per la quantitat de tres ditz a las partidas dejos, en le dreyt de lu sobre le pentenilh.	Here comes the first source sentence to translate: "E aprop considera si la generacio diydorice è delle parti dei budelli, quà là ora covì che tu allo seccio te allunghi dal ombelich per la quantità di tre dizze alle parti giùsere sotto il pentènilh.
Mays si la generacio de hydropici es per malautia del fietge, lahoras la tua seccio sia sinistra del ombilic per tres ditz.	May it be that if the generation of watery humors is due to illness from walking (gout), then your hand should occupy the left side of the navel for three days.
E si la generacio de lu es per la melsa, lahoras la tua seccio sia en le las dreyt.	If it is from gall (bile), then your section should be in line with him/her.
E no cove que la tua seccio sia sobre le costat sobre le qual vol jaser le malaute per que no corron las superfluitatz ad aquel loc freul.	And when your limb is on top of the chest where you wish for the humors to flow, so that they do not run upwards freely there.
E aprop perfora am le instrument tota la codena, e aprop entromet en aquela seccio, e eleva la tua ma am le spatum entre la codena e·l siphac, e tu excorja aquel; e si’ la quantitat de una ungla o enviro.	Here the instrument is fully inserted through the neck (entirely), and it's positioned in that section, with your hand at the sternum between the neck and the shoulder blade—and if there'dict any amount of blood or fluids coming out, clean it up now.
E aprop perforo le ciphac entro que pervengua le spatum al loc vuoyt, e es loc de l’aygua.	And through this hole I will penetrate until the stone reaches its destination in the place of water.
E aprop extratz aquel e entromet un instrument del qual aquesta es la forma:	Return that part outwardly (or take it outside) and insert an implement of which this is its form:
e es semblant a canula de argent subtil; es fayt de argent o de eram o de lato leon, al qual en la partida pus bassa de lu es un petit trauc, e en les costatz de lu so tres traucs: dos de una partida e un del autra partida; e fayta es la extremitat de lu insciza segon la manieyra de pluma, ayssi cum vezes:	It appears similar to a blend of Latin and other Romance languages like Italian or Spanish. Here's an attempt at translating the source sentence into English while maintaining as much fidelity to the original syntax where possible (bear in extrinsic differences between these ancient linguistic structures):
E en la extramitat de lu pus sobirana es armilla, quar quan le instrument perve al aygua, lahoras aquela tantost deysen sobre le instrument, donc evacua de l’aygua en la ora miega quantitat, quar si tu evacuas de aquela mes que no cove en la hora, fort leu mor le malaute per resolucio del sieu spirit animal, o accideys a lu cincopi que es appropinquada la mort.	And when the bucket is placed outside of it (presumably an instrument or container), as soon as that object enters the water, immediately take it out over the instrument, so much liquid evaporates in one hour; but if you remove more than what can evaporate during this time, then your malady will resolve itself through its own spirit animal' extramitat of lu (outside area), there is a bucket kept.
Mays evacua de aquela segon la quantitat de la vertut de lu e segon que significan a tu las disposicios del malaute de la vertut del pols de lu e de la bontat de lu.	May it be expelled according to the quantity of his semen and as you understand the disposition of the uterus's seed from head to foot, and its vitality.
E aprop extrats le instrument, e rete l’aygua la qual causa es quar tantost es retenguda per la codena la qual rete le trauc que es sobre le ciphac del qual e recomtat a tu que perfores aquel segon aquela manieyra.	Here comes the first sentence to translate: "Extract the instrument, and pour water which causes it all held within by that throat from where rethread is above the chest cavity of this one for whom you are supposed to perforate according to such manner.
E aprop itera le instrument al autra dia si vezes le malaute tollerant aquo, e extratz de la aygua petita quantitat, e fay aquo per alcus jorns sobre temor, e guarda te de error entro que no romangua de l’aygua sino pauc.	Here comes the first source sentence to translate:
Mays si tu temes sobre le malaute, e leyssas de l’aygua gran quantitat, lahoras cura aquel am sepultura en arena cauda, e mota suzor en banh, e al solelh espere per lonc temps; e cura aquel am medicinas dessicativas entro que sia sanat.	If you fear over the thighs, and pour a large quantity of water on them, then it will heal there in sand ash, massage that area gently, apply oil to soothe, wait for long time at sunlight; this cures that which is treated with dry medicines while being healed.
E cauteriza sobre le stomac, e la melsa e·l fitge aprop la extraccio de l’aygua, segon que yeu he recontat en aquo que es precedit.	When it comes to the stomach, apply cauterization and place the spoon over its extraction from water, as you have described previously.
Capitol .lv.	The provided text appears to be from an old medical manuscript combining elements of
De la curacio dels enfants les quals so natz les locs de la urina no-perforatz.	This line in the medieval Latin-influenced language seems to discuss child care, specifically for those who have not yet had their locales (loci) perforated by a catheter due to issues with bladder drainage or ur
Alcunas veguadas alcun dels enfantz es eyssi del ventre de la sua mayre e·l cap de la sua mixtio no es perforat (o es trauc streyt o no es en son loc).	The line is discussing the conditions of some children who are vomiting and having trouble with their navel area, which serves as an entry point for a catheter. It's possible that due to illness (which has caused them distress), not only have they been nauseous but also may require medical intervention like inserting or maintaining the position of a nasogastric tube through their nostries, possibly connected at some place around their belly button area. The term 'perforat' indicates that there
Donc cove coytar am perforacio de lu tantost que es nascut am spatum mot subtil segon aquesta forma:	So, after a very brief while or moment as if through the slender part of it (possibly referring to introducing medical equipment such as an endotracheal tube), they have done so carefully. The text likely refers to inserting breathing tubes into patients with precision and care around their spine region for critical
E aprop pausa en le trauc un clavil subtil de plom e ligua aquel, e te per tres jorns o per .iiii.tre.	This segment appears to discuss medical practice methods in the context of delicate procedures involving some sort of small metal instrument made from steel (possibly a tool for endoscopy or similar procedure) that is applied and tied securely around something, lasting three days or perhaps even longer (.iiii.tre). This suggests an era when such surgical techniques were commonplace but required time-consums intervent
E quant vol urinar sia remaugut e hurine; e aprop retorne aquel.	In cases where the patient is incontinent, and there are issues with voiding or passing stool (remaughte), then it's appropriate to return that particular medical device back into its position within the body for proper
E si tu no pauses le plom, ja es possible que la urina la qual va sobre le loc, no leysa aquest claure.	If you do not stop the flow of blood (blood), then it is possible that the urine will overflow in this place, and thus harm these organs here.
Mays aquel del qual le trauc es streyt sia medicat am clavil de Plom, ayssi cum havem dit, per trops dias entro que sia amplificat.	May that which causes dislocation be treated with lead from the plumb well, as we have said before, for up to several days until it is strengthened.
Mays aquels en les quals es le trauc no en son loc, so leditz, la qual causa es quar de aquels, aquel que es nat e·l trau es deves la fi del cap de la vergua per que no pot urinar a las partidas dedintz, entro que eleva la vergua am la sua ma a las partidas desus; e no es a lu generacio, per so quar le sperma no pot pervenir a la mayre segon rectitut, e es malautia mot laga.	When they are not in their proper place, leading to these problems, the cause is within themselves since it prevents them from urinating at the body parts below (genitals), as the testicles rise above its natural position on the abdomen; and this disease does not originate there, because sperm cannot reach the womb through retrograde ejaculation.
E la manieyra de la operacio en lu es que·l malaute sia envessat sobre le sieu dos, e aprop exten le cap de la vergua de lu am la tua ma sinistra am vehement extraccio, e inscideys le cap del cap de la vergua del loc del perpucii am spatum agut, ayssi cum es inscizio de pluma, o que tu ne razas alcuna partida, per so que·l mieg de lu vengua semblant al cap de la vergua e que le trauc caia en le mieg loc segon que cove.	Here comes the first source sentence to translate:
E guarda te que en la tua operacio de flux de sanc, quar motas vetz accideys aquo; e pausa te a lu am aquo que abscindeys le sanc, e cura la plagua entro que si’ sanada.	Here comes the first source sentence to translate: When performing your operation of blood flow, you may injure yourself with water (perhaps this means that during an invasive procedure like bleeding out or draining fluid); pause at the place where you have cut open the vein, and take care for those inside who are healing.
Capitol .lvi.	The provided text appears to be attempting an interpretation of medical terminology from what seems
De albater le qual accideys en le prepucii en le cap de la vergua e de corropcio e negror e adherencia del prepucii del cap de la vergua.	The provided text appears to be a description of medical conditions in what seems like an archaic or stylized form, likely from historical texts where Latin influence merged with other local dialects and terms (such as Italian, Spanish). To provide you with a translation into modern English:
Motas veguadas accideys aquest albater en la vergua e es eminencia de carn laga.	Movements worsen this pain in the groin and it is an excess of fatty flesh.
E de aquela una es maligna e autra es no-maligna.	From that one is it harmful (evil) and from the other not (harmlthy).
No-maligna, cove que suspendas am unci subtil e abscindas aquela entro que aquela mondes tota; e aprop pausa sobre aquela coto submirgit en enguent egipciac; e aprop aquel, cura le am enguent diafinicon entro que sia sanat.	No malignant, cover that suspends under the subtle and removes what'dict within it all together; place pause over that spot submerged in Egyptian wax herein described, and apply this ointment thereto to heal as intended therewith contained:
E si albater es maligna, de lega color, lahoras cove que tu aministres cauteri aprop la inscizio de lu e la razio de lu.	If the gallbladder is black in color and ill-conditioned, then it's time to administer pointed cautery on its liver and spleen areas respectively.
Mays si albater es en le prepuci del cap de la vergua no-circumcis, e la una partida de albater es dedintz le prepucii e l’autra partida es defora, lahoras cove que tu ostes albater le qual es dedintz al comensament entro que es consolidat; e lahora tu cura aquel deforo, quar quan tu curas aquel ensemps le prepuci, no es asegurat que no sia trinquat.	May there be an uncircumcised foreskin on the head of the penis and one part removed while another remains intact; once you have detached what has been cut (the circumcision), hold it within until solidification occurs, then attend to that which was previously separated. Furthermore, even after securing this separation during healing, there is a risk it may retract.
E ja eysamen accideys en les genetius e en le prepuci negror e corruccio, adonc cove que tu conquavas tot aquo que ja es denigrat e que ja se vol corrompre o que ja es corrumput; e aprop lineys sobre aquel aprop aquo am mel, le qual es contusit am farina de scorsa de milgrana e de errs trissatz e crivellatz.	Here comes the first source sentence to translate:
E aprop cura aquel am l’autra curacio entro que sia sana.	Return that healing remedy within him where it will be safe; this translates as "Return the curative substance so that it remains inside, ensuring its safety." Here' extraneous conjunction
Mays si endeve flux de sanc, lahoras aministra cauteri lunar segon aquesta forma:	If there is a flow of blood involved, administer the luna-shaped instruments in this manner. Here it suggests that when bleeding (blood flow) accompanies joint pain possibly related to gout as described earlier, specific methods or tools should be used for treatment
quar cauteri juvatiu es a dos disposicios ensemps, so es a flux de sanc e a la plagua quan es corrumpuda.	Quar luna-shaped instruments can serve as two types of tools: one is for the flow of blood and the other when they become corrupted (diseased or impure). Here it implies that these specialized medical devices are intended to address both bleeding due to illness, possibly relating back to gout treatment with associated joint inflammation
E si le cap de la vergua es corrodut e es destruit tot en la hora, lahoras cove que tu intrometas en lo meat del prepucii una canula de plom per so que le malaute urina per aquela.	If the head of the veil is corroded and destroyed in an instant, then place a lead pipe into the scrotum to allow for drainage through that channel; this means introducing a tool (the lead pipe) to create a passageway so urine from the affected area can be expelled. Here it suggests using primitive medical intervention – likely as part of early treatment strategies during medieval times, where draining excess fluid would have been necessary in cases such as epididymitis or testicular torsion (conditions that might cause acute pain and inflamm
En la adherencia del prepucii am le cap de la vergua (et aquesta adherencia no accideys sino en aquel del qual le prepucii es sa, e sobre lu no es exhigida circumcizio; e quan accideys adherencia per plagua o per apostema) cove que excorjas am spatum obtus entro que sia dissolvut le liament e sia deliurat le cap de la vergua de tota partida.	In the attachment of the prepuci at its head (where it joins with the foreskin, and here no circumcision is required; that area does not need excising), when adhesion occurs due to dirt or scab—then scrape a blunt spatula inside where the ligament has dissolved, removing completely even the head of the prepuci. Here it describes an early surgical procedure possibly used in medieval medicine: cleanly cutting away any stuck foreskin (prepuci) with adhesions using scraping tools like sharp stone or metal spatulas to remove both skin and scar tissue after dirt has been removed from the area where ligaments are affected. It reflects a rudimentary yet practical approach to address male genital issues in times when medical understanding was limited, without relying on modern surgical equipment or techniques. This procedure may have involved personal skill and experience rather than standardized procedures as understood today.
E si es dificil desirnir aquelas exquisidament, lahoras cove que tu excorjes am spatum alcuna causa del cap de la vergua e del prepucii, e aysso es quar le prepucii, quan es subtil, fort leu es perforat per la sua subtilitat leugierament.	If it is difficult to desire those exquisitely, then cover your spine and penis with some cloth as quickly as possible to find the cause of pain at the head of the verge and prepuce, so that when you do perforate them gently due to their delicacy.
E aprop separa entre·l prepucii e·l cap de la vergua am dra7 de li subtil, le qual ja es mulhat en l’aygua frega per que no adherescan autra veguada.	Return the separation between the foreskin and the head of hair above the pubic bone delicately inserted undernegy (underly), which is already submerged in phlegmatic fluid, so that it does not adhere to other humors.
E aprop sia curat am vi stiptic entro que sia consolidat.	Return its healing is in that very strict place where it has been solidified.
Capitol .lvii.	The provided text seems like an attempt at translating medieval medical terminology into English with a
De mundificacio dels enfants e de la curacio de aquo que accideys ad aquels de circumcisio.	In the simplification and care of those boys who have undergone circumcision.
Circumcisio no es solucio de continuitat ayssi cum las autras plaguas: mays empero cum sia de la nostra operacio e de nostra voluntat, e lus de aquela sia propriament en les enfants, es necessari que asignem en aquela milhor operacio e via pus leugiera perdusent a salut.	Circumcision is not a solution for continuity with other diseases: but when it comes from our operation and willpower, and in children specifically, we must assign them to the better treatment course as quickly as possible for salvation.
Donc dic que les antics no diyssero circumcisio en alcu dels lors libres, quar no n’usan en las suas leys, e no es sino quar havem aquisit per speriment, la qual causa es que yeu he atrobat la major partida dels artifexs e dels barbies usar circumcisir e mundificacio am novacula e am torores; e usan de liament am fiel e de inscizio am la ungla.	Thus, they say that ancient ones did not perform circumcision around the time of liberty, nor do so in their laws today, and only have them for experimentation purposes. This is why most artisans and barbarians use new razors and knives; using leather straps and scalpels (or cutting tools with a sharp edge).
E yeu ja he prohadas totas aquestas manieras e no atrobegui milhor mondificacio am forfexs, am liament am fiel que en mondificacio cum la ungla, quar motas vetz efugeys la codena pus desus, quar la codena del prepucii a dos tunicas, e roman la tonica pus dejos, e fort leu es forsat ad autra inscizio e dolor sicura.	E you have already performed all these methods and found no better formulation with thread or sinew in the dressing, where threads escape from below the waistline, down to the peritoneum between two tunics (layers of clothing), tightening up bodily tissue. Here comes a more comprehensive understanding for alleviating pain without further complication:
E am mundificacio le qual es fayta per alphecati, e es digital, del qual usan les sabatiers, no es segurada la inscizio de la extremitat del membre viril, quar fort leu intra en le trau de lu.	Here comes the first source sentence to translate: "And here is where they perform a purification (mundificación), using digits (the ones used by surgeons or surgical tools), which are not securely fastened within the body'thy member, and it can easily enter into thy womb.
Mays en la operacio am ungla, fort leu obazeys ferr e corromp la tua operacio.	May enter blood during surgery with a sharp sword or rust and ruin your operation.
E la codena del enfant es breu per natura, e motas veguadas nays en tal manieyra que no ha necessitat de mondificacio, e yeu he vist aquel.	The natural tongue of a child is short by nature, and continuous movements do not require polishing, which has been observed by you.
Mays de la mondificacio que·s fa am forfexs e liamentz am fiel, la bontat, experiment descrobic a mi, quar las forfexs so de proporcional inscizio, per aquo quar la acuitat que es desus es ayssi cum la acuitat que es dejos; e donc cum tu premes la tua ma so proporcionadas dos acuitatz, e inscideysso segon una comperacio en un temps; e es fayta compressio del fiel am figura contenent la codena de la vergua de tota partida, am le qual no catz error de tot.	May the manufacturing that makes nails and ligaments of my flesh be fashioned with proportional thickness; thus being in accordance with their natural hardness as they are when touched lightly—therefore if you understand how to proportion two such levels, apply them accordingly at one time; this compression of the foot' extrusion contains the entire knucklebone (ankylosis), and here there is no error whatsoever.
E la manieyra de la operacio primeyra es que tu fassas estar le enfant majorment si es de aquels que entendo un petit, que no fassas sino que tu lies le fiel en la sua vergua tant solament, e que leysses aquel entro al autra dia.	The first sentence to translate: The main thing about the initial operation is that you make sure the patient'supremely much', and only place your hand in their groin as little as possible; allow them entry into the other day.
E aprop fay aquel alegrar en tota aquela manieyra que es a tu possibla de aquo que recep la sua intelligencia.	Return that joy throughout all of your body, as it is within your reach for what you receive in understanding.
E aprop fa aquel estar entre las tuas mas estatuir preparadament, e no sia ges cezent; e occulta las forfexs en la tua ma o dejos le tieu pe, que l’enfant no veia aquelas ni degun autre dels instruments.	Here you prepare to ensure that he is not frightened and keep your fingers or tools hidden from the child so they do not see them; this helps maintain a sense of security for him during treatment.
E aprop entremet la tua ma a la vergua de lu e suffla en la codena, e tira aquela entro que sia eyssit le cap de la vergua, e aprop mondifica aquel de aquo que es agregat en ela de sordicia.	Here comes the translation:
E aprop lia le loc signat am fiel dobla, e aprop ligua pus bas de aquel un petit le segon liament, e aprop te am le dit pous e endic tieu le loc del liament dejos am bona retencio, e inscideys entre dos liaments.	Here comes the translation of each line into English:
E aprop eleva la codena sus leugierament e estratz le cap de la vergua; e aprop leyssa le sanc corre petit e petit, quar es milhor ; e pausa polvera desus e sobre la polvera pausa drap en le qual es spandut mugol de huou coyt en ayguaros concosit am oli rozat recent bo; e layssa aquel sobre aquel entro al autra dia; e cura aquel am curacio entro que sia sanat.	Here comes the translation:
La forma de las forfexs a mondificacio, aquesta es la forma:	The form of these instruments indicates this way:
Sian las unas extramitatz no-talhantz e las autras sian talhant, que non sia yssit le ram del clau, e sia la longitut de las doas acuitatz ayssi cum la longitut de dos manubres engualment.	They are some bones outside the joints and others inside them, which should not be beyond the reach of the claw, and whose length matches that of two handles used with hands.
Mays la error en mundificacio es quar fort leu efugeys la codena intrinseca tota, o partida de lu deves la inscizio.	May mistakes in clarification be few and easily avoided entirely by understanding yourself inside out.
Donc cove que tu extendas aquela de la tua hora am la tua ungla denant la apostemacio del loc e que inscidas aquela segon equalitat.	Therefore, when you stretch it out of your hour on the wound' extraneous part and place that secondly in equality with its own moisture.
E si no la podes tenir am la tua ungla, lahoras extratz aquela am unci e inscideys aquela.	If you cannot hold it with your finger, then extract that which is inside and incise it therein.
Mays si son passatz tres dias, e roman aquo que es imflat dejos la vergua apostemat, lahoras tu leyssa aquo entro que sia cedat le apostema caut, e excorja aquel am fecilitat, e inscidex aquel segon que a tu es preparat.	If it has passed three days, and the poultice applied to the inflamed point is moistened with dew in the morning hours as directed by doctors; then apply that which you have prepared for excoriation of said soft lesion (which represents pus or some similar discharge), at your command.
E guarda te del cap de la vergua, quar no nosera a lu aquo.	Guard your head of courage, for it will not be enough here.
E donc cura aquel am aquo que la plagua consolida de las polveras las quals havem recomtadas en le tractat de las polveras.	So take care of that water which strengthens dust particles recommended in the treatment of these fine grains (presumably referring to medicinal herbs or substances used for pulmonary conditions).
E si es inscidit de la codena sobre mesura, e obezeys a las partidas desus, aquo no notz a lu.	If it has entered through the navel in proper measure, and you observe its parts below, do not notice it at all.
E mays cura aquel am aquo que havem dit entro que sia sanat.	May he take care of that water which we have brought inside so it may be cured.
Capitol .lviii.	The provided text seems like an excerpt from a medieval medical treatise that blends
De curacio de urina retenguda en la vesiqua.	When referring to the care for retained urine in the bladder, here is the translation:
Retencio de urina en la vesica es fayta per oppulacio fayta per peyra o per sanc congilat, o per poyre o per carnada, e semblantz ad aquels de aquo que havem dit de las manieyras de curacio en la divisio.	Retain urine in the bladder as it may be due to excessive flesh accumulation or stone formation within/from stones or fistulas, resembling those mentioned by healers for curative purposes during division.
E si no es dissolvuda la urina, e veses retencio de lu esser per peyra le qual ja es en le col de la vesica, lahoras cove que le malaute sia encorbat sobre les sieus denolhs.	If the urine is not expelled and remains for some time in the place where it already is, which is at the neck of the bladder, make sure that the urethra does not press upon their loins.
E aprop conponeys les pes de aquel sobre le sieu dos e extendas le sieu ventre de la partida pus desus del sieu dos, e le malaute estrengua le sieu ale tant quant es a lu possible.	Here comes the text to translate line by line into English:
Donc lahoras le col de la vesica es costreyt ha espulsio de la peyra a las partidas detras, per que la urina es absolta.	Then, when the neck of the bladder has been contracted back to its parts behind (so that), the urine is completely expelled.
E si no es dissolvuda am aquo que havem dit he vehement es fayta la causa sobre le malaute, lahoras cove que aministres extraccio de lu am instrument le qual es apelat siringua, del qual aquesta es la forma: Sia de argent e sia subtil leon conquau, ayssi cum canula de pena de ausel am subtilitat de ray lonc en similitut d’un palm e mig, al qual sia cana subtil en le cap de lu.	If there is no dissolution of the fluid we have mentioned beforehand and it becomes vehemently painful upon extraction using an instrument that you call (the syringe), here comes a source sentence to explain: It may be made from silver or subtle lion, with delicate precision like the tip of a long finger or middle finger.
