Ayssi comensan las paraulas de Albucasim .	Ayssi begins speaking (or announcing) with them/themselves/their words related to Albuccas.
Mays la segonda specia de sutura propria la qual dieys eyssament Gualia , e aquest es de sermo de lu e per lu recomtat, es que tu cozas aquela segon semilitut am la qual alcus medicantz cozo aquela, enayssi que agreguan tota partida a la sua compar partida a lu convenient per natura; e aplican la extremitat de autre de lu e la extremitat del mirat al autra extremitat de lu, e aquo es fayt segon que yeu a tu recomti.	May the second specialty of self-stitching that Gualia speaks about and recommends through her speech is what you should sew yourself with your own craftsmthy material; applying another part's extremity to each other, thus completing all parts together in a way suitable by nature. Perform this action according to the guidance provided by Gualia herself.
Cove que tu fiques la agulha en la extremitat del mirat a tu propdana de la partida deforo, e fassas aquela penetrar a la partida dedintz en aquel sol, e leysses dos extremitatz del ciphac; e aprop revolveys la agulha e fay aquela penetrar de foro a la dedintz en dos extremitatz del ciphac.	Here comes the first source sentence to translate:
E aprop revolveys aquelas cascunas, e fay penetrar quascunas de la partida dededintz entro a la partida deforo en dos extremitatz del mirat autras que so en le latz contrari.	Return those bones into their cavities and make them permeate the divided parts within, entering from two distal ends of what is opposite in this location.
E aquesta manieyra de sutura es milhor de la sutura comuna leugiera, e es sutura de la qual precedic rememoracio.	This stitching is better than simple sewing thread for its ability to be remembered and referred back to later on.
Aquest es le sermo de Gualia	This is called "Guelder'dictum" or Guelferric speech (the term could refer
E mays le diyssero alcus, sutura del ventre es rectificada am dos agulhas, so es que tu entrometas en aquestas a quascunas un fiel, e comensa am intromiccio de agulha de aquo que es deves tu, e fay aquela penetrar entro al autra latz segon sutura de aquels les quals cozo les cuers engualment.	Might it be that the dietary supplement involves needlework on the stomach's seam, using two pins so you can insert here and there a pinch of this substance (possibly indicating an ingestion or topical application), starting with one inserted into these areas defined by their connections which form inside our bodies where they hold together parts like chest.
E sapias que quan disrupcio es en le mieg loc del ventre, lahoras la sutura de lu es pus difficil que dels autres locs del ventre.	When a disturbance occurs in the intestinal area of the belly, it is easier to sew there than in other parts of the abdomen.
Mays le juguament de medicacio de plagua es jutgament de las autras plaguas.	May the art of medicine for servants be judged by other diseases.
La qual causa es quar quan tu consieguas la plagua recent am le sieu sanc denant que l’ayre altera aquela, e reduses le budel e cozes aquela e aptas aquela decentment, lahoras pausa sobre aquela polvera encarnativa.	The cause is when you complete the recent work done on their sinews today and return the intestine or hernia to its cavity while holding it down with pressure; after that, pause over the living flesh covering.
E si le ayre ja ha alterada la plagua, lahoras pausa sobre aquela alcus enguentz les quals so a tu presens entro que fassan peyra dura e cajan les fiels, e sian consolidatz ciphac e mirat; e aprop cura aquela ayssi cum es la curacio de las autras plaguas entro que sia sanat.	If the air has altered the patient' extrication, then rest upon that cushion where you enter and they make hard leather shoes and fields for their feet; these will become strong bandsage dressings as is done with other plagues within which one becomes healed.
Mays si a tu no so presens las medicinas, lahoras pausa sobre aquela tantost, pus que comensa a getar brac, coto viel, e permuta aquel dos veguadas le dia, ayssi cum a tu e ensenhat, entro que sia sanat, quar tu no indigeysses de autra medicacio en motas disposicios quan las plaguas so simplas.	May you not have the medicines present at this very moment; if they are absent, pause over that which is most necessary now, and begin to apply a poultice of bran flakes mixed with wine, continuing its application for today as long as possible while accompanied by me or under my guidance. Thus healed, you shall not need other medicines when simple diseases occur.
Mays si tu temes que la plagua comunique en lesio als membres principals, lahoras cove que tu submergas lana leon en oli de trempada qualiditat, o en oli rozat, e pausa aquela en le circuit dels locs que so entre les angonas e dejos las aysselas.	If you fear that the vermin may communicate in injury to the principal members of the body, then submerge wool in cold-pressed oil or vinegar and apply it within the spaces between joints where bones meet each other; also place some on the legs' surfaces and others undernethy. 
E si sent dolor o putrefaccio en les sieus budels, quar motas veguadas aquo s’endeve, lahoras cristeriza aquel am vi stiptic negre tebe, e majorment si la poyredura es pervenguda en le budel e es fayta exitura penetrant entro la conquavitat de lu.	If there is pain or putrefaction in your joints, they move restlessly and become tightly contracted (stiff), especially if the swelling has reached into the cavity of you and it causes pain to exit through that space.
E sapias que aquela que es del budel gros es de pus leugiera sanacio que aquela que es en les budels subtils.	Be aware that what is of great thickness (the intestine) heals more quickly than what is in the small bowels, indicating those areas require less time to recover or be cured compared to others with finer structures like the smaller parts within them.
E es de dificil sanacio quar le budel le qual es apelat “gegunu” no recep sanacio de plagua que caja en lu de tot; e aquo es per la gran multitut de venas que so en lu e per la magnitut de lu que so en aquelas, e per subtilitat del cos de aquel, e per propinquitat de aquel a natura de nervis.	Here comes the first source sentence to translate:
Mays si aquo que procezeys de la plagua es la tela, e conseguas aquela recent, redutz aquela segon la tua rectetut am la qual reduzes les budels engualment.	If the cause that proceeds from the soil is this fabric (referring to humors or pus), then you obtain it freshly and reduce those swellings with your applied force, whereby these lumps disappear internally within their cavities.
Mays si es passat a lu spazi e ja es feyt vert o negre, lahoras que tu strenguas aquela am fiel sobre le loc que es denigrat de lu, per so que vengua fluxs de sanc, quar en la tela so venas e arterias.	If space has been passed through and black fluid has been extracted, then press that faithful limb over the place where it is darkened, in order to make its flow outward for sanitation purposes; this occurs within veins and arteries of your body.
E aprop inscideys aquo que es otra aquel liament, e pausa dos extremitatz del fiel pendentz de la partida dejos de la plagua foro lu, per que sobre tu sia alleujada la atraccio de lu deves le cazement de la tela e emissio del brac de la plagua.	Here comes the first source sentence to translate:
Rememoracio de las plaguas quan accideysso en le budel.	Remember when humors accumulate in the intestine (budel).
Quan accideys disrupcio en le budel e es petita, lahoras es possibla que sia resteurada en alcus homes, per aysso quar yeu vi aquel le qual era stat plaguat en le sieu ventre am percussio de lansa et era la plagua de la part dreyta del stomac, e la plagua era antiquada e fayta fistula, e eyssic de lu gestio e ventositat.	When you hear a disruption in the intestine and it is small enough to be restored with cold water at home (through percussion on the abdomen), then come what was already present as an imbalance within your belly, which consisted of old age fistula/hole and waste product from the seventh part of the stomach, along with indigestion symptoms.
Adonc yeu pansegui la curacio de lu ja sia que no era confizat en la sanacio de lu, mays cessegui subtiliar aquel entro que foc sanat e le loc es consolidat.	And now you apply the treatment to him who has not been healed in his cleansing, may it dissolve that which remains within where health is restored and the place becomes solidified.
E yeu pus que vi le loc ja consolidat, timegui sobre le malaute que endevengues sobre lu accident de mal en le sieu ventre; e no endevenc alcu per aquo mal accident e romas en las suas milhos disposicios mangant e bevent, e aprop entrec en banh e es exercitat en sos ditz.	Here comes the first source sentence to translate:
E ja diysero alcus experimentados que quan endeve plagua en le budel, e es petita, lahoras cove que sia liada segon aquesta manieyra: e es que tu prenguas fromiguas de grans caps; e aprop ajusta las doas labias de la plagua e pausa una fromigua de aquelas que aja la boca uberta sobre las doas labias de la plagua; donc quan pren sobre aquelas e strenh la sua boca, abscindeys le cap de lu, quar adhereys e no es dissolvut.	Here comes the first source sentence to translate: And when a skilled individual enters into the hernia (budel), as requested hereinabove [accordingly]: take for binding large caps; and adjust the lips of the patient with those, while holding back some from within his mouth that protrudes over the lips of the patient. When you hold onto them like this, their head will detach itself without dissolving away.
E aprop pausa autra formigua prop la primieyra, e no cesses aquo a far am formiguas una aprop autra segon la quantitat de tota la plagua.	And rest or apply pressure at another point on the first one according to the quantity of all the fluid.
E aprop reduzeys aquela e cos la plagua; e romanguan aquels caps annexces en le budel entro que·l budel sia sanat; e no accideys al malaute degun nocument.	Here is the translation line by line:
E ja es possible que·l budel sia liat am fiel subtil lo qual es fayt del budel de bestia annexs am lu, pus que es mes en agulha; e es que tu prenguas la extremitat de aquestz fiels de budel, e sia mot descarnat, e aprop lia la extremitat de lu am fiel de li, envolopat, e aprop entromet aquel fiel en agulhas e cos am aquel le budel, e areduzeys aquel en la disrupcio.	And it is possible that the intestine may be drawn out undernezymy of its own accord herein within the body; grasping for these parts of the intestinal worms therein, they will become detached and you shall take hold of their extremity with a thread. Wrap this thread around it so as to prevent disruption (of the organ).
E aquesta manieyra de sutura am formiguas no es sino segon via de fiducia e d’esperansa.	This action of stitching is only a second means of trust and hope.
Mays si la plagua es gran e ampla, majorment si es en un dels budels subtils, quar lahoras no es engen sino subtiliacio, e no es sanacio de lu de tot.	If the child is large and wide, mainly if it's in one of the small intestines, then they are not meant to be touched gently but with delicacy, and their healing will not occur completely from above.
De curacio de zuchem e fistula.	Of treatment for hernias and fistulas.
Sapias que tota plagua e apostema quan se envilheseys e se Antiqua, e es fayt ulcus, e no es consolidat e geta braç tot temps e no es abscindit, lahoras, en qualque membre sia, universalment es nompnada fistula e nos la apelam aquela azukem.	Be aware that all children and scabs when they become old or weakened will develop ulcers (sores), which are not healed completely over time nor do they detach, but wherever there is one in any part of the body universally it calls for our attention; this refers to fistulas.
E fistula segon veritat es nodacio feutrada, dura, blanqua am la qual no es dolor e a la qual es conquavitat ayssi cum es conquavitat de pena de ausel; e per aysso nompnat aquela alcus rizatz, id est pena.	Here comes the first source sentence to translate:
E es en alcus homes humida, la qual geta brac; e fort leu la humiditat es abscidida en alcunas horas.	In moistened houses where one stands and feels wetness, such dampness is dissipated in some hours.
E alcunas veguadas aquesta humiditat es mota, e es pauca, e es grossa, e es subtil.	Some movements of this fluidity occur, and they are few, thick, heavy, and subtle.
E yeu ja he denant dit en la divisio, lahoras cum yeu diyssi las plaguas, que tot ulcus que no es sanat ni no es en lu nuda carn, no es aquo sino per una de ix causas: de las quals la una es o per pauquesa de sanc en le cos; o per malicia de lu; o quar entre lu e las labias es carn dura prohibent nativitat de carn; o quar es de mota legesa; o quar aquel ulcus en si meteys es poyrit e la materia que es a lu tramesa es de mala qualitat; o quar la medicina es enconvenient en la curacio de lu; o quan corrupcio catz en la regio, e es pestilencia; o per proprietat de regio ayssi cum endeve a Saragossa , en la qual es fayta difficil degestio de las malautias, e es tardada en aquela sanacio de apostema per natura; o quar en lu es os un, o motz osses.	Here comes the first source sentence to translate:
Ja e mostrat totas aquelas causas, e·ls senhals de aquelas e la curacio de lor am medicinas en la divisio.	And have shown all those causes and their symptoms are part of the healing in division (of medical treatment).
E cove assi que yeu fassa a tu saber la curacio de fistula la qual es fayta per via de operacio am ma.	And only when you have applied treatment for the abscess, which is caused by surgical intervention and placed in its cavity, do so accordingly to heal it properly.
E sapias que fistula accideys en totz les membres del cos; quar de aquelas son fistulas que perveno a las venas grantz e arterias, o als nervis, o al ciphac, o al budel, o a la vesica, o ad alcuna de las costas, o ad alcu dels spondils del dos, o ad alcuna de las juncturas compostas per composicio ayssi quo de la ma e del pe; e de aquelas so que dan a lu propinquitat del membre principal e de semblantz.	E understand that fistulas are present in all the members of the body; some of these originate from veins and arteries, or nerves, spinal cord, bladder, any part of the back, lumbar vertebrae'thy joints where bone is joined together by composition. These give proximity to the main limb and its likenesses.
E donc aquela de aquestas fistulas que es segon aquesta manieyra es de las malautias de dificil sanacio, e no recep curacio, e occupacio am aquela es trebalh e ignorancia.	So this is what the sentence translates to: And that which of these fistulas according to this illness are diseases difficult to cure and do not receive care; it engages work for itself, occupation due to lack of knowledge.
E si es de las fistulas alcuna la profunditat de la qual no perve ad aquestz locs que e dit, e esperas e confizas en la curacio de lu, e vols pervenir a cognicio de lu, lahoras pren tenta de eram o de ferr, e si la fistula va segon rectetut, e perquireys aquela am lu.	If there is any depth to the wound that does not reach these places mentioned herein, and you wait for its healing while believing in it yourself, then attempt with iron or arsenic (as remedies), if the fistula closes afterward, seek out whoever treated him.
Mays si la fistula es tortuissitat, lahoras investigua aquela am tenta de plom subtil, quar plom am la levitat del sieu cors es alleujat e curvat deves la tortuositat.	If the fistula is twisted, then investigate that subtle lead under its own cavity which lifts and curves with its twisting.
E si la fistula es havent motz horrificis, no es a tu possible que signifiques sobre lu am tenta.	If there is an abscess with horrifying movement within it, it'thy not possible for you to attempt on the outside of such.
Adonc cristeriza le orrifici per sos orrificis, quar la humiditat per la qual clisterizas aquela va deves las autras orrificis e corr de lor.	Now apply the poultice over their organs with your ointments; through this moisture that you use for clysters, it will be absorbed by other applicators and carried away from them.
E aprop inquier exquisitament, segon qual manieyra a tu es possible que conoguas si aqui has os o nervi, e es la conquavitat de la fistula longinqua o propdana, o es una fistula a la qual so motz orrificis e esta sobre aquo tot am la suma de la tua fortaleza, am la tua enterroguacio, am la qual enterroguas le malaute, e la invencio de la dolor deves la tua compressio am la ma sobre le loc, e semblantz de las significacios e de las causas accidentz al apostema.	Here comes the first source sentence to translate:
E cum tu auras stat sobre totas aquelas causas am stacio veraya, lahoras ve a la curacio segon confidencia: e es que tu consideras lahoras si es fistula apparent propinqua o en loc sal, longinqua de junctura, o de nervi, o de arteria, o de vena, o de un dels locs les quals yeu a tu e ditz.	When you have stood over all these causes and see them as far-off or near joint connections, hernias, nerves, blood vessels (artery/vein), or other places where it belongs to you and which I tell you: then go for the treatment according to confidence.
Lahoras tu secca la fistula segon que denant es dit de la naracio de lu, e osta aquo que es en aquela filtracio e de carns corrumpudas, e aquo que es nascut en le orrifici de la carn, o de theil e de semblantz, e cura aquela entro que sia sanada.	When you dry out the fistula as directed by its nature (the physician'dicts), and remove whatever is present in that filtration area which originates from decayed or corrupted bones, whether it be born within the flesh itself, a part of it, or resembles such things - heal whatsoever inside until cured.
Mays si la fistula es de longinqua profunditat, e es segon rectetut, lahoras cove que inscidas aquela en le preon atant quant a tu sira possible, e aprop mondifica aquela de totas las suas carns corrompudas; e aprop administra calguas envolopadas en medicinas acutas, e intromet aquelas entro a la conquavitat de la fistula, la qual has conprenduda am ferr.	May it be that the fistula is of deep origin and secondarily rectified, then take care to introduce that into the foremost part as far as your reach permits; purify all its corrupted parts with hot poultices wrapped in medicinal herbs, and insert those inside the cavity of the fistula, which you have understood by iron.
E fay aquo am aquela alcunas veguadas entro que la medicina acuta corroda tot aquo que es romas en la conquavitat de la fistula de la corrupcio.	When some cold humors enter for a few days into the cavity of the fistula caused by decay, it is then that sharp medicine dissolves all this excess fluid within.
E aprop restaura aquela am enguentz les quals engendran carn sana entro que sia sanada.	Return that which is already there in ointment, for it produces healthy flesh within until such time as the body has healed itself.
Mays si no es sanada per aquo, lahoras tu cauteriza aquela segon que havem recomtat.	If it is not healed by this remedy, then you should apply a second one as recommended.
Mays si la causa de fistula es os e es deves tu certificat aquo, lahoras tu inquireys aquela e secca aquela segon que havem recomtat, si tu no prohibeys alcuna causa de vena o de nervi o de membre principal ayssi cum havem dit.	If the cause of fistula is within and it'suposethat you must certify that which is wet according to what has been recommended, then inquire about it moistly as directed; provided no reason for vein or nerve or major member ailment accompanies.
Mays si le os es a tu descubert e es en lu alcuna corrupcio e negror, lahoras tu ratz aquel entro que la corrupcio sia hostada tota; e aprop cura aquel am aquo que lu encarne entro que sia sanat.	Might your bones be discovered and there is some decay or impurity, then you must remove that which contains the corruption entirely; take care of what embodies within it so that it can become whole again.
E si no es sana e gieta brac ayssi cum fazia, lahoras sapias que tu no est pervengut a la eradicacio tota de la corrupcio; e adonc tu descuebre sobre lu segondanament e exquisitament fay la razio de lu e la mundificacio de lu am la deriera fortalasa tieua, e aprop restaura aquel.	If it is not healed and the brace was worn as before, you will understand that you have not reached the total eradication of corruption; hence immediately examine thoroughly both parts' reasons and purifications at nightfall carefully, to restore what has been lost until then.
E donc si es sanat, bo es; e sino, lahoras sapias que aquela corrupcio es en la profunditat longinqua del cors, la qual no ha conseguida, e adonc a tu en aquel no es engen sino laysar aquela.	And if it is healed (and), drink water; but if not, then understand that the corruption exists in the deep cavity of the body, which has not yet been reached, and therefore you must seek a way to reach this within them.
E si le os corromput es petit, o es a tu possible atirar aquel, lahora tu le atira am forceps subtils las quals conveno ad aquo.	If the bone is rotten or can be extracted with ease, then you may extract it using delicate forceps which I have chosen for this purpose.
E si so motz osses, lahoras exquisitament fay la extraccio de totz aquels, e de aquels no laysses denguna causa am la tua fortaleza.	If bones are broken, then very carefully extract all of them without leaving any cause for your strength to fail.
Mays si a tu fa contrarietat alcuna causa de las humiditatz, e en lor inscizio no ha temor ni error, lahoras inscideys aquelas liaments o carns si so aqui, e deliura les osses.	May there be any cause of moisture that causes contrary effects; and in their ignorance they fear not nor err, then you should examine those ligaments or bones here present, and release the bones.
Mays si a tu no es preparacio de ostar les osses de la tua hora, lahoras pausa sobre la plagua aquo que poyresca la plagua aquela, e layssa aquela entro que aquo es al enviro de aquels osses de carns e de liamentz, e guarda la plagua que no sia consolidada, e sia constrengida la seccio la qual tu has inscidida en la tua operacio.	If you are not prepared with stones for your bones of the hour, then place some on the ground that nourishes it, and make sure they remain unconsolidated (i.dict non-fused) and constructed as part of what has been done in your operation.
Habantz, si temes, pausa sobre lu coto submers en sopre trissat am oli, o coto submers en anguent egipciac, o en alcu dels enguentz vertz, quar quan poyriran aquelas liaments, e les osses son de lor seperatz la ablacio, e de aquels atraccio es alleujada.	Having feared (if you fear), pause over the cauld pool below above or in Egyptian oil, or among those of waxen linings when they stretch their ligaments and bones are separated from each other; thus doctors remove them with these instruments.
Mays si es un gran os ayssi cum le os de camba o de coyssa o semblantz ad aquels, e aquo que de lu es corromput es la facia de lu tant solament, lahoras ratz aquela am resio tant solament derriera entro que sia ostada aquela negror e corrupcio, e aprop restaura la plagua.	If there is much bone in the knees or hips (or similar ones), and what from it has been ruined comes to affect only your face for so long, then let that person rest as little time until they are sheltered against such deterioration and damage, and restore health.
Mays si aquo que de lu es corrumpyt es gran partida, e la corrupcio ja ha conseguida la medulla del os, lahoras es causa necessaria cerrar aquel e aquel tot inscidir entro al loc on es pervenguda la corrupcio, e lahoras cura aquel entro que sia consolidada.	If it is that what comes from within has caused great damage and the decay has reached the bone marrow of the bone itself, then there is a necessity to close that part wherein this corruption arrived (has come), and for its healing ensure that it remains enclosed inside so as not to spread further.
E yeu recomti a tu aquo que endevenc ad un home en la sua coyssa per que pausez aquela a eyssempli e adjutori sobre la tua operacio.	E you recommend that they enter into their thighs so as to support and assist in your operation.
Foc un home jove per etat entorn xxx ans, al qual accideys dolor en la sua cueyssa, e de las partidas dedintz mauguda es sobre la materia dedintz le cors entro que la materia es pervenguda a la cueyssa, e es materia de apostema am gran apostema, e no foc a lu causa extrinseca.	A home young man whose state has been worsened for an unknown number of years experiences pain in his groin, and the inflamed material that enters into each part of the body is from within where it originates, which denotes great abscess formation without external cause.
E adonc foc extendut le temps am aquela per la error dels metges entro que l’apostema es hubert, e acorrero de lu materias motas, e la sua curacio foc aprop pausada entro que la camba foc fistulada, e faytz son en lu motz orrificis les quals totz getavan poyredura e las humiditatz del cos.	And now the focus extended to that area due to the error of doctors within which inflammation has occurred and foreign materials have entered, with its treatment proceeding slowly until a fistula is formed in it, where sparks appear from there used by all for heating purposes.
E adonc le curec multitut de metges entorn dos ans, e no foc en aquels savia ma en la art, entro que yeu fu appelat.	And after many years of treatment by doctors and not in these fluids but within the body' extrinsic that they were called for help or intervention.
E vi la camba de lu e las materias que corrian de lu aquels orrificis per gran cors; e ja le cos de aquel home era tot stabozit e la color de lu era citrina.	Here comes the first source sentence to translate: "E vi la camba de lu e les materiès que corrian a l'orificis granz, et el cos del homes estava totalment stabilitzat i la colúria era citerana.
E adonc yeu intromesi la tenta ad un de aquels orrificis e pervenguec la tenta al os.	And now introduce the thread into one of those organs and carry it through to the bone, where you insert the thread.
E aprop yeu e perscrutat tostz les orrificis e trobegui aquels pervenir a lor de totas partidas de la camba.	Here they apply and examine quickly those instruments, moving them over all parts of the belly.
E adonc yeu me coytegui e inscidegui sobre un dels orrificis aquels entro que descrobegui una partida del os, e atrobegui aquel corromput, e ja era terros e corrumput e denigrat; e era ja corrumpuda una partida de la camba entro que havia penetrat entro a la mezola.	And then I cut and incised into one of those orifices where the bone has been broken, and damaged that organ, already darkened and decayed; it was also rotten in part within which had entered into the cavity.
E adon yeu serregui aquo que a mi era discubert e preparat del os descubert.	Adorn you should collect what was discovered about bone and prepare it for further examination or treatment.
E yeu cujegui que no fos en le os sino aquela corrupcio la qual abscidigui e serregui, e yeu ja havia derraziguada.	And only when it was not in the bone but that particular rot or decay which had descended and been fixed (set into place), did I already have made a separation/deterioration.
E aprop pausegui la restauracio de la plagua am medicina consolidativas per lonc temps, e no es consolidada.	Return now the restoration of body flora through prolonged medical treatment and it is not solidified yet.
E aprop yeu iteregui e descubregui sobre le os segondament sobre le descubriment primier, e atrobegui continua corrupcio am le os.	Return and trace over the bones of the lower part on top of which you first discovered it, and continue to abuse them with regard to the bones.
E serregui aquo que a mi apares de aquela corrupcio, e aprop yeu fo perforsat fayre la curacio de lu e restauracio, e no es restaurat.	And when I extract the fluid that appears from that corruption, and apply fine healing to him for his care and recovery, it is not restored yet.
E adonc yeu descubri sobre lu autra veguada e no cessegui inscidir le os petit a petit particuladament e perforsa la restauracio de lu, e no es restaurat entro que inscidigui entorn un palm de lu, e aquel extraxi am la medula sua, e aprop restauregui aquel am medicinas, e es consolidat leugierament e sanat.	And now you discover another wound and carefully incise the small part by part, performing the restoration of it, without exceeding one palm's width around its area; extract from therein the patient'thy marrow, restore with medicine what was extracted, thus consolidating bones healing.
E no es necessaria iteracio en la operacio de lu e seccio de lu sino per la disposicio de la freulesa de lu e per la paucitat de la tollerancia de lu e paor de lu de mort, quar a lu accidia en totas horas per superfluitat de evacuacio sincopi mala.	Here comes the first sentence for translation:
E donc sanat es per sanacio entiera, e nada es en loc de os carn dura; e es fayta bona la disposicio de lu en le sieu cors e retornec la vertut de lu; e es conversat en las suas disposicios e no fec a lu contrarietat en ambulacio ni nocument en denguna causa.	So heals the whole body, and nothing is in the hard bone; good fortune lies with his disposition within its own limb, returning of itself, and conversing without causing disruption during walking or harm from any cause.
Mays si es os eminent en loc del cors ja trauquat, lahoras cove que tu secces aquel segon aquesta manieyra: e es que tu prenguas liament e strenh aquel en la extremitat de aquel os eminent, e comanda ad alcu que extenda aquel en sus; e pausa aquel liament de lana pus gros del primier liament; e aprop lia aquel sobre la carn que es dejos le os, e exten la extramitat de lu per que atires la carn a las partidas dejos, e tu descuebras la carn sobre le loc le qual voles serrar per que la serra no leda la carn.	If the bone protrudes in the area where you have manipulated it (according to this method), then take hold of that second limb and stretch it out at that extremity, holding with one while another assists; pull back the woolen thread first used from that part. Then place that on the flesh nearest your intention for cutting, extend beyond its exterior so you can tear apart those parts quickly wherein to make an incision—so as not to let any of the meat slip away during the operation at this location which you wish to cut into pieces.
E pausa fust o taula dejos le os decentment, quar quan tu fas aquo no es prohibida la serra que no secce la carn corrumpuda.	When using a lance or table at your discretion, when it is not forbidden to use the sharp instrument that will remove the corrupted flesh from the body.
E cove que sia la serradura sobre le loc corrumput petit a petit, quar si es en la concavitat del os corrupcio e no appar en la sua apparicio al sentiment, e forssa a serratura de lu autra veguada.	When the screw is worn down little by little at this location and does not appear in its emergence within the bone' extrusion until another similar device has been used on it, here we go.
E si le os es corrumput e no-eminent, abantz es la una partida continuada am la autra, e la corrupcio es al mieg loc o en partida de lu, lahoras tu descuebre la carn de totas partz tota; e aprop pausa fust dejos, e aprop serra aquel de la primiera partida la on es la corrupcio entro que sia continuada la serratura del autra partida.	If the bones are not broken and do not show signs of injury, they constitute one continuous division; decay is in either location or between divisions, then: rest for a while, and hold that piece from the first division wherein the breakage continues to be repaified.
E sia la serradura segon le loc de la corrupcio un petit, segon que havem dit.	And when the instrument is placed in the location of the decay as previously mentioned.
E si la corrupcio es en la junctura, inscideys aquela junctura corrumpuda, e serra le os la on es continuat del autra part.	If the decay is in the joint, cut out that decayed joint, and saw away from it what remains of the other parts.
E si de la corrupcio es en la continuacio de doas juncturas, lahoras no es en lu razio sino engen.	If decay is in the continuous flow of joints, it'thy not a reason but disease.
E si la corrupcio es en le pecte de la ma o del pe, es mot dificil; empero cove que tu inquieras la corrupcio en qual manieyra appareys a tu, e que abradas aquela, e mondes aquela segon quascuna disposicio la qual es a tu possibla, e am cascum engen sia rectificat a tu, quan no fa a tu contrarietat vena o nervi.	If the corruption is in the mouth or chest, it's difficult; but if you seek out where that corruption appears to you and remove it as per your ability, after which correction can be made for each individual case without causing harm due to veins or nerves.
E sapias qual es inscididors e las serras a inscidir aquestz osses son motz segon le situament dels osses, e la preparacio de aquels, e la grosseza de aquels, e la subtilitat e la grandeza e la parvitat de aquels, e la duricia e la lor raritat; per que cove que tu prepares a tota specia de operacio estrument convenient ad aquela opperacio.	Here is the translation of each line:
E sapias que aquela operacio significa a tu sobre la specia del strument del qual indigeysses; quan am tu es gran studi e lonc e conoyssensa de las manieyras de aquesta art, e testimoni de manieyras de malautias, quar lahoras ja tu las avias per tu meteys aquo que es convenient a lu dels sturmentz a tota malautia.	Even knowing that this operation concerns the specificity of the tool with which you are operating; when you have great study and length, as well as experience in handling these instruments for various diseases, then you already possess what is necessary at your disposal from where appropriate tools can be chosen to treat all illnesses.
E yeu so a tu formant en la fi de aquest capitol le nombre dels instrumentz les quals pausaras cum eyssimples am les quals proceziras a la tua prohibicio la qual experimentaras sobre las autras.	And when you have formed it (the body or some part of it) in the form of this chapter, count on your hand the simple instruments that will be used for your treatment process which you will try out here.
Forma de serra:	Form of saw:
Forma de autra serra:	Form of other sharp object:
Forma de autra serra:	Form of other instrument:
Forma de autra serra gran:	Form of other sharp instrument:
Forma de ray:	The provided text is already in English except for some archaic language
Sia le cap de aquest ray segon la forma de cap de clau stellat, e les puntz de lu sian segon la forma dels puntz alstefegi.	 The head of this beam (ray) is according to the shape of a star's crown (claw), and its points are similar in form to those on an astrolabe (star chart device). Here, we can infer that 'this ray,' likely referring metapdictorially or symbolically rather than physically, takes inspiration from celestial bodies such as stars. The use of terms like
E no conveneys sino que am aquel sian confricadatz les caps de las juncturas quan so corrumpudas, o es la boca gran ampla.	 They do not conform but rather have their heads smashed at the joints when corrupted (deformed or diseased), or it may refer to an open mouth that is broadly wide (possibly indicating a state of vulnerability). Here, 'confricado' likely means something like crushed by force while maintaining its shape and structure. The context suggests concern with the integrity of these structures
Forma de razori major dels autres:	The form (shape or design) of this knife differs significantly from those others, implying uniqueness
Forma de razori menor:	Shape/form (likely referring to another tool's shape): The text is requesting
Forma de razori lat:	The form of the knife in Latin, which could imply an archaeological or historical
Forma de serra autra decentment fayta: sia fayt arc de lu pus sobira e la acuitat de lu de ferr, e le membre de lu de boys punhal descentment fayt.	The blade of this knife elsewhere fashioned is made from bronze and exhibits sharpness (from iron), while the arm or hands are equipped with swords as daggers/throwing weapons: Here, 'fayta' suggests making tools out of metal ('bronze'), highlighting their functionality. The text indicates a differentiation in tool use—suggestive that certain knives may have been specialized for specific purposes or materials like iron (for sharpness).
Forma de lu:	The form/shape of this body, possibly referring to either
Forma de razori en la qual ha concavitat:	Shape of the knife in which there is a concave area (hollow or curved part): This line suggests that among different tools with
Forma de razori autra subtil:	Form of other subtle shaving tool:
Forma de autra razori de curvada extremitat:	Shape of other instruments for curved body part:
Forma de rasori petit semblant a tenta:	Form of small-looking knife for attempt:
Forma de incisori am le qual so inscidit les osses:	Form of cutting instrument with which bones have been set/inserted:
Forma de inscisori autra minor:	Form of outer instrument other than lesser ones:
Forma de un autra inscissori; aquest semblant a ray, e la extremitat de lu es cum serra, e es exhibit en motz locs en la razio dels osses:	The form of another instrument; this resembles a ray and the tip of it is cut into pieces and displayed in bony prominency areas on the skull surface.
Forma de ray lo qual conveneys a rasio de aquel que es perforat dels osses:	Form of cut that corresponds to the level at which bones are pierced:
E la extremitat de lu es triangulada e de aguda extremitat.	E is the patient's limb has a sharply pointed or acute extremity.
E es fayt de ferr de India , e semblantment cove que totas las causas que havem ditas de rasoris e de inscissoris e de serras.	It is iron from India, and somewhat similar tools that account for all the causes mentioned regarding rashes and cuts and incisions.
De inscizio extremitatz e de la serratura dels osses.	From joints or bone cracks/fractures:
