Ayssi comensan las paraulas de Albucasim .	Ayssi begins speaking about Albuccas.
E aprop itera le instrument al autra dia si vezes le malaute tollerant aquo, e extratz de la aygua petita quantitat, e fay aquo per alcus jorns sobre temor, e guarda te de error entro que no romangua de l’aygua sino pauc.	Here comes the first source sentence to translate:
Mays si tu temes sobre le malaute, e leyssas de l’aygua gran quantitat, lahoras cura aquel am sepultura en arena cauda, e mota suzor en banh, e al solelh espere per lonc temps; e cura aquel am medicinas dessicativas entro que sia sanat.	If you fear about the abdomen (maula), and pour large quantities of water on it, then bury that which is sick in sand at the tail end, massage it vigorishingly while bathing, expect for a long time under sunlight; thus curing what medicine-drying entails within when healed.
E cauteriza sobre le stomac, e la melsa e·l fitge aprop la extraccio de l’aygua, segon que yeu he recontat en aquo que es precedit.	Here comes the first source sentence to translate:
Capitol .lv.	The provided lines contain some understandable concepts despite being written in an archa
De la curacio dels enfants les quals so natz les locs de la urina no-perforatz.	When the children have not yet perforated their bladders, it relates to pediatric care where such a situation might occur (possibly referring to conditions like vesicoureteral reflux or other issues requiring medical attention). The sentence in
Alcunas veguadas alcun dels enfantz es eyssi del ventre de la sua mayre e·l cap de la sua mixtio no es perforat (o es trauc streyt o no es en son loc).	Some of the children are experiencing abdominal pain from their mother's womb, and/al capsule or not has yet ruptured into place. This translates to a situation where there is concern about premature labor signs possibly indicating preterm birth complications such as infection (chorioamnionitis) which may cause the amniotic membranes around an unborn baby's bladder and umbilical cord insertions ("capsule" or "placenta") to rupture early
Donc cove coytar am perforacio de lu tantost que es nascut am spatum mot subtil segon aquesta forma:	Therefore, conception occurs with a very slight separation of the seed beneath it as if born underwater. This phrase suggests an early pregnancy where signs might indicate that labor could start soon after or during birth itself (birth may happen in water). The sentence is likely discussing aspects related to obstetrics and possibly home bir
E aprop pausa en le trauc un clavil subtil de plom e ligua aquel, e te per tres jorns o per .iiii.tre.	Pause the slight disturbance with one small hammer blow and apply pressure for three days or so (three weeks). This advice seems to be related to midwifery practices of monitoring a situation carefully before taking action, possibly after an early labor event as described in earlier lines where there might have been concerns about premature rupture. It emphasizes the need for restraint and observation rather than immediate inter
E quant vol urinar sia remaugut e hurine; e aprop retorne aquel.	When he returns to urinate, it is normal (too much or too little), but return that as well which indicates the balance and flow of bodily fluids must be managed appropriately after an irregular event like premature ru
E si tu no pauses le plom, ja es possible que la urina la qual va sobre le loc, no leysa aquest claure.	If you do not drain the bladder, it is possible that the urine will flow over this area and wet it.
Mays aquel del qual le trauc es streyt sia medicat am clavil de Plom, ayssi cum havem dit, per trops dias entro que sia amplificat.	May that which causes strife in the body be treated with iron as we have said, for up to four days until it is exacerbated.
Mays aquels en les quals es le trauc no en son loc, so leditz, la qual causa es quar de aquels, aquel que es nat e·l trau es deves la fi del cap de la vergua per que no pot urinar a las partidas dedintz, entro que eleva la vergua am la sua ma a las partidas desus; e no es a lu generacio, per so quar le sperma no pot pervenir a la mayre segon rectitut, e es malautia mot laga.	When those are not in their proper place and cause distress among them (patients), which is natural birth or trauma that prevents the urinary function at body parts below due to elevation of the uterus above its usual position; it's not a disease from conception, but malady causing retention leading upwards.
E la manieyra de la operacio en lu es que·l malaute sia envessat sobre le sieu dos, e aprop exten le cap de la vergua de lu am la tua ma sinistra am vehement extraccio, e inscideys le cap del cap de la vergua del loc del perpucii am spatum agut, ayssi cum es inscizio de pluma, o que tu ne razas alcuna partida, per so que·l mieg de lu vengua semblant al cap de la vergua e que le trauc caia en le mieg loc segon que cove.	Here comes the first source sentence to translate:
E guarda te que en la tua operacio de flux de sanc, quar motas vetz accideys aquo; e pausa te a lu am aquo que abscindeys le sanc, e cura la plagua entro que si’ sanada.	Even in your operation to remove the humoral flow, you may find blood arises here and there; pause where you cut off the humor (blood), and take care of the patient inside while they are healing.
Capitol .lvi.	The provided text seems to be from an old medical treatise with references that are possibly
De albater le qual accideys en le prepucii en le cap de la vergua e de corropcio e negror e adherencia del prepucii del cap de la vergua.	The line from the medieval medical treatise in question seems to describe a condition related to male reproductive health, possibly an issue with semen production or ejaculation as indicated by references to "albater le qual accideys" (the scrotum where this occurs), and problems like corruption ("corropio"), blackness ("negror"), and adherence of the prepuce ("adherencia del prepucii"). Here
Motas veguadas accideys aquest albater en la vergua e es eminencia de carn laga.	The line translates to: "These discharges occur in the scrotum, and there is a noticeable accumulation of fat." Here it describes observations related potentially to an abnormal condition or disease affecting the male genital area where fats are unusually deposited.
E de aquela una es maligna e autra es no-maligna.	The line translates as: "Of this one is malicious, and of others it's not." Here the text appears to be distinguishing between harmful (malicious) conditions present in a
No-maligna, cove que suspendas am unci subtil e abscindas aquela entro que aquela mondes tota; e aprop pausa sobre aquela coto submirgit en enguent egipciac; e aprop aquel, cura le am enguent diafinicon entro que sia sanat.	The line translates into English as: "Of that one is malignant and not (healthy), which you should gently withdraw from underneath the skin; afterwards place it over there, where a liniment of Egyptian ointment will rest upon for healing. Here we are dealing with something potentially cancerous or harmful ('maligna') that needs to be carefully removed and then covered in an Egyptian-style liniment believed to facilitate recovery ("entro que sia sanat").
E si albater es maligna, de lega color, lahoras cove que tu aministres cauteri aprop la inscizio de lu e la razio de lu.	If the gallbladdig is evil and of dark hue, then you must apply caustic substances to its liver and spleen as directed.
Mays si albater es en le prepuci del cap de la vergua no-circumcis, e la una partida de albater es dedintz le prepucii e l’autra partida es defora, lahoras cove que tu ostes albater le qual es dedintz al comensament entro que es consolidat; e lahora tu cura aquel deforo, quar quan tu curas aquel ensemps le prepuci, no es asegurat que no sia trinquat.	If the foreskin is present on the head of the penis (circumcision not performed), and one part has been cut off it, while another remains intact because you are holding it during insertion to ensure proper placement; once this cutting process is completed within the act of intercourse, thereafter your care for that incised area ensures no further separation occurs when inserting or removing.
E ja eysamen accideys en les genetius e en le prepuci negror e corruccio, adonc cove que tu conquavas tot aquo que ja es denigrat e que ja se vol corrompre o que ja es corrumput; e aprop lineys sobre aquel aprop aquo am mel, le qual es contusit am farina de scorsa de milgrana e de errs trissatz e crivellatz.	Here comes the first source sentence to translate: And examining your genitals and urinary meatus for blackness or hardening, as you have already darkened and damaged them which may corrupt further; take linen soaked in ground flaxseed bran and hemp seeds mixed with blood and ash pounded into powder.
E aprop cura aquel am l’autra curacio entro que sia sana.	Return that healing now has its caretaker within it; thus ensuring proper recovery and restoration of health as directed by medical practice at this time. (Here, the translator attempts to capture both the
Mays si endeve flux de sanc, lahoras aministra cauteri lunar segon aquesta forma:	And if there is a flow of blood as mentioned hereafter in this manner by doctors: then administer luna-based treatments accordingly. (This suggests that specific medical procedures or therapies, potentially based on moon phases according to medieval beliefs about health and medicine,
quar cauteri juvatiu es a dos disposicios ensemps, so es a flux de sanc e a la plagua quan es corrumpuda.	Lunar treatments are at two places: for blood flow (possibly indicating circulatory issues) and when the soil is corrupted. (This translation reflects medieval notions where lunar phases could influence health, particularly in relation to bleeding or possibly poor environmental conditions affecting medicinal practices.)
E si le cap de la vergua es corrodut e es destruit tot en la hora, lahoras cove que tu intrometas en lo meat del prepucii una canula de plom per so que le malaute urina per aquela.	If the head of the vulva is corroded and destroyed at that hour, then insert a lead pipe into its womb to allow for drainage through it; thus enabling outflow from within therein as necessary according to medical intervention timing related to lunar phases. (In this sentence, we see reference not only to the body's internal processes but also an attempt by medieval practitioners at invasive procedures possibly influenced by their understanding of astrology and its supposed impact on health.)
En la adherencia del prepucii am le cap de la vergua (et aquesta adherencia no accideys sino en aquel del qual le prepucii es sa, e sobre lu no es exhigida circumcizio; e quan accideys adherencia per plagua o per apostema) cove que excorjas am spatum obtus entro que sia dissolvut le liament e sia deliurat le cap de la vergua de tota partida.	In the region of the foreskin (and this adherence is not caused by dirt but where it attaches itself, and here its circumcision isn't required; when encountering soil or scab formation) then scrape out hardened substance within that area until completely removed. Thus removing what was once attached thereafter from the entirety of this region without further need for surgical removal (in other words: excisional treatment). This reflects medieval procedures where physical intervention, possibly influenced by astrology or humoral theories prevalent at the time, were considered necessary to remedy certain medical conditions.
E si es dificil desirnir aquelas exquisidament, lahoras cove que tu excorjes am spatum alcuna causa del cap de la vergua e del prepucii, e aysso es quar le prepucii, quan es subtil, fort leu es perforat per la sua subtilitat leugierament.	If it is difficult to desire those exquisitely, then cover your spine and penis with some cause of the head of verge and foreskin, so that when you subtly press upon them, they are pierced through by their slightness due to manipulation.
E aprop separa entre·l prepucii e·l cap de la vergua am dra7 de li subtil, le qual ja es mulhat en l’aygua frega per que no adherescan autra veguada.	Here comes the first source sentence to translate: Return separation between their foreskin and head of hair undernethyel skin layer above that already has become softened in humoral fluid, so as not to stick other medicines on it.
E aprop sia curat am vi stiptic entro que sia consolidat.	Now apply its healing within that which has been set with styptic (likely referring to some form of treatment or wound care).
Capitol .lvii.	The provided text is challenging due to its archaic language structure; however, I'
De mundificacio dels enfants e de la curacio de aquo que accideys ad aquels de circumcisio.	In the refinement and care of those who undergo circumcision (circumcision).
Circumcisio no es solucio de continuitat ayssi cum las autras plaguas: mays empero cum sia de la nostra operacio e de nostra voluntat, e lus de aquela sia propriament en les enfants, es necessari que asignem en aquela milhor operacio e via pus leugiera perdusent a salut.	Circumcision is not a solution for continuation of diseases: however, when it comes from our operation and willpower, and in children, we must assign them to the better healing way with gentle suction.
Donc dic que les antics no diyssero circumcisio en alcu dels lors libres, quar no n’usan en las suas leys, e no es sino quar havem aquisit per speriment, la qual causa es que yeu he atrobat la major partida dels artifexs e dels barbies usar circumcisir e mundificacio am novacula e am torores; e usan de liament am fiel e de inscizio am la ungla.	So it is said that ancient ones did not practice circumcision among free men, nor do they use such practices in their laws today, only because we have acquired them through experimentation. This causes most of the craftsmen and barbers to abandon traditional circumcision and hygiene methods using new materials like metal clips and tweezers; instead, they now prefer leather thongs and forceps for pulling out hairs with nails.
E yeu ja he prohadas totas aquestas manieras e no atrobegui milhor mondificacio am forfexs, am liament am fiel que en mondificacio cum la ungla, quar motas vetz efugeys la codena pus desus, quar la codena del prepucii a dos tunicas, e roman la tonica pus dejos, e fort leu es forsat ad autra inscizio e dolor sicura.	E you have already tried all these methods and found no better clarification with knife or thread in the wound beneath (the groin area), where threads are driven out from under, between the testicles hidden by two tunics, and thrust into place again when pressed down quickly; hence your body is more secure against other ignorance and safe pain.
E am mundificacio le qual es fayta per alphecati, e es digital, del qual usan les sabatiers, no es segurada la inscizio de la extremitat del membre viril, quar fort leu intra en le trau de lu.	Here comes the first sentence to translate:
Mays en la operacio am ungla, fort leu obazeys ferr e corromp la tua operacio.	May enter under your knuckle during operation and quickly ruin your work due to iron or rust.
E la codena del enfant es breu per natura, e motas veguadas nays en tal manieyra que no ha necessitat de mondificacio, e yeu he vist aquel.	The child'thy bowels are short by nature, and with habitual movements they do not need cleansing; you have seen this yourself.
Mays de la mondificacio que·s fa am forfexs e liamentz am fiel, la bontat, experiment descrobic a mi, quar las forfexs so de proporcional inscizio, per aquo quar la acuitat que es desus es ayssi cum la acuitat que es dejos; e donc cum tu premes la tua ma so proporcionadas dos acuitatz, e inscideysso segon una comperacio en un temps; e es fayta compressio del fiel am figura contenent la codena de la vergua de tota partida, am le qual no catz error de tot.	May the manufacturing that we make with thread and nails for good health experimentally done by me shows proportional thickness; just as the sharpness when taken away is equivalent to what you take in your daily life—and therefore if you have proportionately two levels of hardness, proceed accordingly at a pace set forth herein. Once made, it gives compression on the foot' extrusion containing all parts thereof which does not make errors throughout its entirety; this we call "the cushion.
E la manieyra de la operacio primeyra es que tu fassas estar le enfant majorment si es de aquels que entendo un petit, que no fassas sino que tu lies le fiel en la sua vergua tant solament, e que leysses aquel entro al autra dia.	And the first part of the operation is to make sure that most of the patient'dictly understands a little bit (that they have some understanding), and not just leave them feeling as if you were only placing your faith in their limited knowledge for today, but ensuring guidance or instruction tomorrow.
E aprop fay aquel alegrar en tota aquela manieyra que es a tu possibla de aquo que recep la sua intelligencia.	Return that joy throughout all of this work, which is within your capacity for understanding what you receive as knowledge.
E aprop fa aquel estar entre las tuas mas estatuir preparadament, e no sia ges cezent; e occulta las forfexs en la tua ma o dejos le tieu pe, que l’enfant no veia aquelas ni degun autre dels instruments.	Here comes the next sentence to translate: Prepares yourself so that you are not dismayed; and hide your fingers in either side of your chest or lap, so that none may see those very tools with which I am working on them.
E aprop entremet la tua ma a la vergua de lu e suffla en la codena, e tira aquela entro que sia eyssit le cap de la vergua, e aprop mondifica aquel de aquo que es agregat en ela de sordicia.	Here comes the first source sentence to translate:
E aprop lia le loc signat am fiel dobla, e aprop ligua pus bas de aquel un petit le segon liament, e aprop te am le dit pous e endic tieu le loc del liament dejos am bona retencio, e inscideys entre dos liaments.	Here comes the first source sentence to translate:
E aprop eleva la codena sus leugierament e estratz le cap de la vergua; e aprop leyssa le sanc corre petit e petit, quar es milhor ; e pausa polvera desus e sobre la polvera pausa drap en le qual es spandut mugol de huou coyt en ayguaros concosit am oli rozat recent bo; e layssa aquel sobre aquel entro al autra dia; e cura aquel am curacio entro que sia sanat.	Here comes the translation of each line:
La forma de las forfexs a mondificacio, aquesta es la forma:	The form of these instruments signifies this way:
Sian las unas extramitatz no-talhantz e las autras sian talhant, que non sia yssit le ram del clau, e sia la longitut de las doas acuitatz ayssi cum la longitut de dos manubres engualment.	They are some tools outside and others inside that should not be inserted into the keyhole, and their lengths match those of two manual handles.
Mays la error en mundificacio es quar fort leu efugeys la codena intrinseca tota, o partida de lu deves la inscizio.	May errors in understanding are far from escape through the internal knot entirely, or a portion of it must be investigated deeply.
Donc cove que tu extendas aquela de la tua hora am la tua ungla denant la apostemacio del loc e que inscidas aquela segon equalitat.	So, when you spread that of your hour on the tip of your finger next to the affected area and insert it according to equal measure.
E si no la podes tenir am la tua ungla, lahoras extratz aquela am unci e inscideys aquela.	If you cannot hold it with your finger, then extract that one and incise it there.
Mays si son passatz tres dias, e roman aquo que es imflat dejos la vergua apostemat, lahoras tu leyssa aquo entro que sia cedat le apostema caut, e excorja aquel am fecilitat, e inscidex aquel segon que a tu es preparat.	May if they have passed three days, and when the wart has been inflamed by touch for some time, then apply water so that the wart becomes softened (falls off), clean it gently where you applied it previously, and observe how quickly your remedy acts on it.
E guarda te del cap de la vergua, quar no nosera a lu aquo.	Guard your head of silverware (possibly referring metaphorically or symbolically), for not let it touch this water.
E donc cura aquel am aquo que la plagua consolida de las polveras las quals havem recomtadas en le tractat de las polveras.	And thus care for that which water heals in the passage of dust particles, with which we have been recommended within their flowing pathways.
E si es inscidit de la codena sobre mesura, e obezeys a las partidas desus, aquo no notz a lu.	If it is inserted into the throat in measure, and you observe from below, then he will not notice it there.
E mays cura aquel am aquo que havem dit entro que sia sanat.	May he cure that water we have mentioned within which it can be made healthy.
Capitol .lviii.	The provided text appears to be instructions or observations from an old medical treatise regarding symptoms of
De curacio de urina retenguda en la vesiqua.	In the context of a medieval Latin-influenced language with elements reminiscent of Italian, Spanish and French terms related to medicine, the phrase "Curacio
Retencio de urina en la vesica es fayta per oppulacio fayta per peyra o per sanc congilat, o per poyre o per carnada, e semblantz ad aquels de aquo que havem dit de las manieyras de curacio en la divisio.	The phrase in question appears to be a medical observation from the medieval period related to urinary retention:
E si no es dissolvuda la urina, e veses retencio de lu esser per peyra le qual ja es en le col de la vesica, lahoras cove que le malaute sia encorbat sobre les sieus denolhs.	If the urine is not dissolved and remains for some time in a stone already present at the lower part of the bladder, then kidney stones press upon their genitals (their sexual organs).
E aprop conponeys les pes de aquel sobre le sieu dos e extendas le sieu ventre de la partida pus desus del sieu dos, e le malaute estrengua le sieu ale tant quant es a lu possible.	Here comes the line to translate: E propone concoctos los pies de aquel sobre sus dos y extiende el vientre desde la parte que está por debajo de sus dos, y malabar estrangula hasta donde puede llegar a él.
Donc lahoras le col de la vesica es costreyt ha espulsio de la peyra a las partidas detras, per que la urina es absolta.	Thus when the bladder neck is contracted and expels contents into the lower parts of the body, thus allowing for complete emptying of the urine.
E si no es dissolvuda am aquo que havem dit he vehement es fayta la causa sobre le malaute, lahoras cove que aministres extraccio de lu am instrument le qual es apelat siringua, del qual aquesta es la forma: Sia de argent e sia subtil leon conquau, ayssi cum canula de pena de ausel am subtilitat de ray lonc en similitut d’un palm e mig, al qual sia cana subtil en le cap de lu.	If there is no dissolution of the fluid we have mentioned beforehand, and you find that pain occurs because it has come out through an instrument which they call a syringe (which this one also), then take such as follows: It can be made of silver or subtle lion conqueror; with a slender needle used for aspiration by physicians, delicate like the length of a finger and thumb together. At the top of their head it is thinly dressed.
E la manieyra del eyssiment de la urina per aquel es que prenguas le fiel doblat e lies en la extramitat de lu lana o coto per bona liadura; e entrometas las extramitatz del fiel en la partida dejos de la ciringua, e inscideys am las forfexs si superflueys alcuna causa de la lana, mays intromet la en la canula am vehemencia E aprop enongeys la ciringua am boder e am album de huou.	Here comes the first source sentence to translate:
E fay cezer le malaute sobre la selha, e embroca la vesiqua de lu e la vergua am olis umitz, e oli de oliva e ayguaros.	When applied to the foot, it spreads over the sole of his shoe and between his legs using oil and woolen cloth strips/bandages:
E aprop entromet la ciringua am facilitat entro que pervengua a la razit de la vergua; e aprop dobla la vergua desus a la partida del embelic; e aprop empelleys la ciringua dintz aquela; e aprop empelleys aquela entro que pervengua a la vesica, e aquela centa le malaute esser pervenguda a la causa vuoda, e no es fayt asso segon aquest orde, sino le meat en le qual va a tortuositat.	Here comes the translation of the source sentence:
E aprop exten le fiel am la lana petit a petit, quar la urina siec la lana.	Expose the small part of the sinew and fleece gradually, as urine dissolves the fleece slowly.
Aprop extratz aquela e fay per curacio urina, e usa ciringua, no cesses fer aquo e usa ciringua entro que sia evacuada la vesica e le malaute atrobe alleviacio.	Here comes the first sentence to translate: Apply external drainage for urine and use a catheter within which, once the bladder and urethral obstructions are relieved, relief will come.
Capitol .lix.	Given that "Capitol" in this context does not provide enough information for
De qualitat de clisterizacio de la vezica am clampcedra e am semblantz instrumentz les quals sian acordants ad aquo.	When the quality of enema preparation is being discussed, and instruments are mentioned that correspond to this purpose, here's a possible translation:
Quan accideys en la vesica ulceracio o apostema, o sanc congilat en aquela, o es coartat poyredura, e vols en aquela destillar ayguas e medicinas, lahoras sia fayt am instrument le qual es apelat clampcedra, e aquesta es la forma de lu:	When ulcers or suppuration occur in the bladder, or when it is sclerosed therein, and you wish to draw out waters and medicines from that place, then use the instrument with which you intend to clamp. This is how one should proceed:
sino que en la extramitat de lu es sorda, so es clausa.	sino que in the exterior of it is silent, so it is closed.
Et en aquela so tres traucs: dos de la una partida , ayssi quo vezes.	And in that way three troubles arise from one division, happening twice as much.
En le comensament es loc concau, en le qual es aquo que es enpellit, e sia segon quantitat que oppile aquel, ses addicio, entro que quan alcuna causa es ab aquel tirada de las humiditatz, sia atirada, e quan es expellida, am aquo sia atirada, e quan es expellit lonc, segon que fa clampcedra am la qual es phicat naphta en las batalhas de mar.	In the meal is relief found, where it calls back and responds in kind to what has been drawn from humidities; when pulled out, more of it comes forth, as happens with sea oil during naval battles at high tide.
Donc cum tu vols prohicir humiditatz en la vesica, entromet la extremitat de clapcedra en la humiditat, e atira am aquel aquo que es empellit a las partidas desus, quar la humiditat es atirada en la conquavitat de clapcedra.	Therefore, when you wish to prevent moisture in the bladder, insert the extremity of crab'seat into the moisture, and draw it out towards where that liquid is pushing on the parts below (the urethral opening), then this will remove the moisture from the location of the crab’s seat.
E aprop entromet la extramitat de clapcedra en la vergua segon que havem recomtat en la ciringua; e aprop empelleys la humiditat am aquo que empelleys, quar aquela humiditat perve a la vesica tantost, e le malaute cent aquela.	Here comes the first source sentence to translate:
Forma del cristeri subtil am le qual la vesica es cristerizada, e es aquela la forma:	The shape of the bladder under which it is constricted, and that very form is.
E sia fayta de argent o de lato, de la qual le cap pus aut sia semblant a petita pluma, e dejos lu cana dedintz liament.	And whether it is of silver or side (which could refer to materials like lead/mercury used in medical practices), place the head on as small a feather and immediately introduce cord into them afterward.
E aprop pren vesica de moto, e pausa en aquela la humiditat que vols cristirizar en la vesica, e aprop lia aquela entre dos am fort liguatura am fiel doble, e escalfa aquela humiditat sobre le foc.	Return the bladder to its motion and stop there where moisture wants to crystallize in the bladder; place it between two strong ligatures of double-threaded sinews, so that this moisture can be scalded on the focus.
E aprop entromet la extremitat del cristeri en la vergua.	Return (or apply) pressure to the limb'thy of the patient in the womb.
E aprop estrenh la tua ma sobre la vesica am la humiditat am strectura descent entro que·l malaute centa que aquela humiditat ja es pervenguda a la vesica.	Here comes the first source sentence to translate: Return your hand over the bladder where the moisture has spread due to entry into it through the censor hole of that patient'n body, and ensure this humidity is contained within.
Mays si a tu no es present vesica, lahoras tu pren una pessa de parguames e fay de aquel cercle; e perfora aquel de tota la sua retonditat; e aprop entromet fiel fort en aquels traucs, ayssi quo so revolgut; e aprop agregua le cercle ayssi quo es agreguat alsofatur, pus que tu pausas en aquel aquo que tu vols de las humiditatz, e olis e ayguas.	If there is no bladder present, take a pillow made of parchment and make from that circle; pierce it completely through its thickness; place your faithful servant firmly within those troubles, so they may be disturbed when you decide to move them about; put the same also in urination because as long as you want these moisture contents, keep pausing at what time.
E aprop tu lia aquel en le instrument e fay am aquel ayssi cum has fayt am la vesica, e exprescio am la tua ma entro que la humiditat pervengua a la vesica.	Here comes the first source sentence to translate:
Capitol .lx.	In translating this medieval medical text line by line into English while considering its linguistic
De extraccio de peyra.	From rock." (The term 'extracción' means extraction, and in the context of
Nos ja havem dit en la divisio las specias de peyra e curacio de lu am medicinas, e la diferencia entre peyra engendrada en los ronhos e peyra engendrada en la vesica, e les senhals de aquela.	We have already divided the spices and medicine preparation here, and discussed the differences between stone formed in drains (ureters) and stones formed in bladders (urinary system), as well as their symptoms.
E havem dit la peyra en la qual catz operacio am ma, e seccio.	In which stone they perform surgery today, part of it remains incomplete.
E la peyra engendrada en la vesica propriament es aquela que es ficada en la vesica.	The original text appears to be a blend of Latin and medieval medical terminology, with some translations required from Italian-influenced or archaic forms:
E yeu so narrant aquel am exposicio manifesta e abreviacio.	And as it is being recounted herein in detail and briefly.
Donc dic que peyra engendrada en la vesica majorment ve als enfantz; e dels senhals de lu es que la urina que es eyssida de la vesica es semblant a aygua en la sua subtilitat, e apar en aquela arena; e le malaute fregua la sua vergua, e motas veguadas pen, e aprop es dressada; e am aquo yeys foro le cul en motz de aquels.	So say that stone formed mostly in the bladder of children; and from their kidnes urine seems like water due to its subtlety, appears there on that ground – stones flare up it'dinish (pertaining to or located within), continuous dripping pains occur herein, dressed accordingly for intervention.
E es laugiera la sanacio dels enfants de aquela entro que han conseguitz xiiii ans; e es dificil curacio en les viels.	It is when hygiene for those children within who have reached four years, and care in the limbs becomes difficult.
Mays en les joves es migiera per aquo quar es entre aquels.	When youth may migrate for this fluid among them all.
E de aquel del qual la peyra es major e la curacio es pus leugiera; E si es pauca, es contraria ad aquela.	From that from which the stone is larger and where cautery has been applied more gently; if it is little, it is contrary to that.
Donc cum pervenem a la curacio de aquela, cove al comensament de aquela que mondifiquem le malaute am cristeri le qual extragua tota la fenda la qual es en les sieus budels; quar aquela fenda alcunas veguadas prohibeys la envencio de la peyra deves la inquisicio de lu.	So when treating that, cover the wound with a linen cloth from which extracts have been taken out completely up to where it is inside those bandages; and for this opening of said fissure sometimes forbids itself not allowing any further extraction or inquiry on its own.
E aprop sia pres le malaute am les sieus pes e sia contosit e maugut enjos per so que la peyra descenda al preon de la vesica, o que saute de loc aut alcunas veguadas.	Here comes the first source sentence to translate:
E aprop fay aquel cezer entre las tuas mas preparat, e las mas de lu sian dejos las coysas de lu, per so que la vesica tota sia fayta declinant a las partidas dejos.	Here comes the first source sentence for translation: Return that cautery you prepared between your thighs and their things (presumably clothing or other objects) are now on them, so that the bladder as a whole will gradually descend to its parts again.
E aprop perquier aquela e tota aquela deforo.	Return those parts that are exposed for all of it.
Donc si sentes la peyra en l’espazi, lahoras tu te coyta tantost am seccio sobre lu.	So if you feel pain in the space, then immediately place your hand over it on top of there.
E si no catz de tot dejos le tieu tocament, lahoras cove que tu untes am oli le tieu dit indic de la ma sinistra, si malaute es enfant, o le dit miga si es jove complit, e entrometas aquel en le sieu cul.	If not now for all eternity the touch of your hands will indicate where the evil humor is in the patient' extrémité gauche (left side), if it infants form a malady or indicates maturation, then insert that into their belly button.
E perquier de la peyra entro que stia dejos le tieu dit.	Through the entry of bone that was inside just moments ago, it enters now.
E converteys aquela petit a petit entro al col de la vesica.	When that little one goes inside the bladder neck.
E aprop prem sobre aquel am lo tieu dit, e expelleys aquel a las partidas defora ves le loc del qual vos la seccio.	Return them on top of that leg there which they've laid out before you in the place where your servant has placed their limb.
E comanda al ministra que prema la vesica am la sua ma; e comanda a un autra ministra que am la sua ma dextra extenda les genetius a las partidas desus, e am la sua autra ma remaugua la codena la qual es dejos les genetius, en partida del loc en le qual se fa la seccio.	And command the minister to press on the bladder with his hand; and another minister should extend their right arm downwards towards the parts below them, while yet another uses their left hand (ma) above it in the part where sectioning is performed.
E aprop entromet espatum be inscident del qual aquesta es la forma de lu:	Return your hand inside of where it has entered, this is how they are formed:
e scindeys en lu aquo que es entre·l cul e·ls genetius, no en le mieg loc, abantz al latz de la coyssa sinistra; e sia la seccio sobre aquela peyra e·l tieu dit sia en le cul, e sia fayta seccio transversa, per que la seccio defora sia ampla e dedintz streyta segon la quantitat que egrecio de la peyra sia a lu possibla, e no major, quar fort leu comprem le tieu dit le qual es en le cul la peyra deves la seccio, e es foro-getada ses defacultat.	And divide the water between the anus and the genitals here; not in the place of sleep, above from the left hip socket; on top of that stone it is positioned so its section can be wide and easily turned as desired according to what quantity I consider possible with that piece present within the body therein, but without exceeding. For if this bone (probably referring to a pelvis or pubic bone) does not provide for the remaining part of the stone it is necessary;
E sapias que de la peyra es alcuna a la qual so angle e margers, per que le eyssiment de lu es fayt deficil per aquo.	E be aware that there is some part where the joint and edges are located, thus treatment of it would be difficult due to this situation.
E de aquela aquo es leon semblant a glan, e es redonda, e es fayt de lu leugier eyssiment.	From that fluid it appears as if a lion has grazed upon it and is round, made of the liquor from within its body for purification (cleansing).
Donc si es aquela al qual so angles e marger, ajusta en la fissura.	So if it is that which lies between joints and ligaments, adjust in the crack/fissure.
E si no es ayssi foro-getada, lahoras cove que tu engenes sobre aquel, o que strenguas sobre aquel am gesti decentment, la extremitat del qual sia ayssi cum lima am le qual strenguas sobre la peyra, e no evasesca de lu; o que entrometas dejos lu instrument subtil de curvada extremitat.	If there is not an opening made for drainage (forugh-getada), then you must create it over that part which hurts or where the pain intensifies, with a limestone knife held in your hand directly on the skin of that area; do not run away from doing so. Alternatively, if needed immediately, insert delicately and decently an instrument for curvature (precise tool) below the affected extremity'thysk
Mays si tu no podes sobre aquel, lahoras tu amplifica le trauc un petit, e si tu veus flux de sanc, abscindeys en strenh aquel am vitriol trissat.	If you cannot cover it there, then increase the disruption slightly and if you see a flow of blood coming out, cut off that little amount with vinegar (sulfur) already partially dissolved in water.
Mays si la peyra es mays de una, lahoras al comensament tu impelleys la ma a la boca de la vesica, e aprop inscideys sobre lu; e aprop impelleys un petit aprop aquo; e semblantment fay si son motas mays de doas.	If the stone is present within one of them (the body), then push it into the mouth of the bladder, and apply pressure above it upon this location; also propel a small amount herein (inside); seemingly they are stones from bodily fluids in disguise.
E si es peyra mot gran, lahoras ignorancia es que tu inscidas aquel am gran seccio, quar accideys al malaute una de doas causas: o que mora o que endevengua a lu destillacio de urina continuabla, per aquo quar le loc no es de tot consolidat.	If there is much pain, it is because of ignorance that you insert this large piece into the groin, where one of two causes may be: either it remains or comes from continuous urine distillation, and thus the place cannot fully recover.
Mays aministra expulcio de lu entro que sia fora-getada, o engenia en la fractura de lu am las forfexs entro que extragua aquela en pessas.	May you administer the removal of it inside while outside during a break or in case there is a fracture and tools are within to extract that out.
