Ayssi comensan las paraulas de Albucasim .	Ayssi begins speaking (or is about to speak) with Albuccas.
E pausa sobre la plagua, si a lu accideys apostema caut, coto enfus en oli rozat solet o en vi en le qual es stipticat.	When pressure is applied over the skin with heated oil or water in which one has become stuck (aplasty), it should be done carefully to avoid further injury.
Mays si est segur de apostema caut, lahoras pausa sobre la plagua, si es recent am le sieu sanc e le ayre no ha mudat aquela la polvera la qual yeu recomtare aprop petit.	If you are sure of applying the caustic, pause over the earth (the patient'thy body), if it has recently been cleansed and the air has not changed that which should be applied to small parts (likely referring to ointments or poultices).
E si le ayre ja ha mudada aquela, lahoras pausa sobre alscus enguentz entro que sia sanada.	If the air has changed and become cold, place your hand inside a warm cloth until it is healed.
Mays si la plagua es gran o es per inscizio d’espaza e de semblantz, e no so ajustadas las labias de lu per puvils, lahoras ajusta aquelas am sutura segon que yeu recomtare de la sutura de lor.	May it be if the child is large or due to insufficient space and appearance, and their lips are not adjusted for breathing as recommended by their surgery; then adjust those according to what has been advised in terms of lip correction (surgery).
Mays si la plagua ja es discuberta del os e pen, e no es retencio de lu sino un petit suspensori, lahoras inscideys aquela e aprop cura la plagua am medicinas e restaura la carn aprop en loc de codena, e comanda al malaute que sia pescut de viandas en las quals es groceza: caps e formen coyt e semblantz a lor, entro que sia compost.	Mays if the child is discovered from bone and pen, but not restrained by it, then you carefully insert that object, taking care of the patient with medicine and restore flesh to its place in body'dictum: capsules and forms resembling them, within which they should be consumed. 
E si atrobas en la codena putrefaccio e no adhereys al os, lahoras tu inscideys tot aquo poyrit e geta aquo, e aprop cura aquo.	If decay is present in the spine and does not stick to the bone, then you must drain all this putrefied blood out of it and apply care thereafter.
Mays si en aquestas plaguas es arteria o vena de la qual fluxs de sanc pot evenir, e no es abscindida per medicinas, lahoras tu inquier sobre la arteria, e si atrobas aquela no-inscidida, lahoras tu inscideys aquela am spatum, o lia aquela; e si necessitat te provoca que aquo que havem dit no comfereys, lahoras tu cauteriza entro que·l sanc sia abscidit.	If in these plagues an artery or vein where the flow of blood may occur and it is not separated by medicine, then look at that artery/vein; if you find one unsealed, seal it with a sponge or ligature thereof; when necessary to provoke what we have said does not cause discomfort, perform cauterization where the blood vessel has been closed.
E si aquestas plaguas son simplas e petitas, lahoras la causa de lor es leugiere; enayssi que tu polverizas sobre aquelas aquesta polvera, quar consolidada aquela denant que l’ayre mude aquelas.	If these pains are simple and small, then the cause of them is phlegma; apply powder to those places until the air changes that which causes them thereafter.
E la manieyra de la polvera es aquesta: recipe oli de enses partida una, de sanc de drago partida doas, de caus no-extincta partidas tres; sia tot mot trissat e crivellat, e de lu sia la plagua omplida, e sia constrengida per bona constriccio entro que be sobre aquela aderesca, e sia coagulada am le sanc.	Here comes the first source sentence to translate:
E aprop strengeys aquela desus am pulvils e leyssa aquela, e no la deslias mentre esta ayssi que no es apostemada, quar no es eredicada de lu la medicina entro que sia sanada.	Here comes the translation:
E alcuna vetz fa aquo sola cautz, quan no es a tu en present enses e sanc de drago.	When any vessel makes self-catheterization alone without being in your current essences and sanctified spirits of dragon blood,
E ja fa aquesta meteyssa operacio en las grans plaguas quan conveneys que sia pausada sobre aquelas e sian streytas, e so plaguas recentz am le lor sanc, las quals le ayre no ha alteradas.	And now this operation is performed on the large swellings when it has been decided that they are stopped over those and have not changed recently; these inflamed areas whose airs have not yet deteriorated.
E si le ayre las ha alteradas, e majorment quan es en temps d’estiu, lahoras no es entencio a la posicio de aquesta polvera, mays adonc cura aquelas am aquo que havem dit, enayssi que tu pauses sobre aquelas alcus enguents degistius, o que pauses sobre aquelas pols de la farina del ordi am aygua e mel entro que getan poyredura; e aprop cura aquelas am l’autra curacio entro que sian sanadas.	If the air is altered, especially in summer, you do not understand where to place this powder, therefore take care of what we have said before: thus pause on those areas with these stronger preparations (potions or pastes), which are made from flour mixed with water and honey; also ensure that they cure while inside the body.
Mays si accideys am la plagua fractura en os, e es petita, lahoras tu extratz aquo am gesti.	If you break a bone in the body, it is said that this occurs due to movement or action (gesti).
E yeu diyre la cura de las fracturas del cap en aquo que es envenidor.	When directing the treatment of skull fractures that are infected with pus, it is said herein (this text).
De las plaguas del col.	From "the humors of the colon
Mays si la plagua accideys en le col, lahoras no es en lu differencia en medicacio, e entre la plagua del cap quan es simpla.	Mays if there is acidity in the chest, it makes no difference in medicine and between the child'thy flesh when simple.
Mays si ja le nervi del col es inscis o arteria, lahoras si es nervi, no es en lu engen sino que sia evitada curacio de lu am aquo que fa vehement stipticitat, ayssi cum ziniar e zegi que es vetriol e semblantz a lor quar nozo als nervis e contrazo aquel.	May the nerve of the colon or artery be inspected or touched; if it is a nerve, then it' extrinsic to this location and should thus avoid treatment with water that causes intense stitching sensation, as when one picks up glass pieces or small stones by hand. Here are some translations line by line:
E no pauses sobre la plagua alcuna causa de tot freja, quar la sustancia dels nervis es freja e la continuacio de lu es am le cervel, le qual es le pus aut de totz les membres.	No pause over any cause of total madness does not happen without the humors (fluids) in the nerves being hot and their continuous flow into the brain, which is put to all the patient' extraneous parts by itself.
E si’ aquo am que es curat de medicinas leugieras, ayssi cum es caus lavada am aygua dousa, alcuna veguada enfusa en oli rozat o no-rozat, e thucia quan es lavada am aygua dousa e las autras peyras minarantz segon aquesta manieyra, e enguentz humitz.	If water is what heals him with the use of clean or impure running waters, apply some poultice (coated in oil/not coated) while bathing and anoint warmth when bathing along with other stones rubbing according to this methodology: ointment for sweat.
Mays si la plagua es gran, lahoras aministra sutura, o coarta las labias de lu, e aprop cura aquela am pulvils entro que sia sanada.	If the child is large, then apply stitches or clamp down their lips, and take care that it heals inside where medicine (pouls) can be applied to help its recovery.
Mays si a la plagua es profunditat o accideys en lu a la pus bassa partida poyredura, lahoras perfora aquela en le loc mays depremegut.	If there is depth or softness in the lower part of the body where you perform drainage (implying an abscess), then through that hole make a puncture to remove pus.
Mays si en la plagua ja es inscisa arteria e es conseguit flux de sanc, lahoras separa o secca aquela, o lia aquela, o cauteriza aquela si necessitat te provoca ad aquo.	If in the patient there is an inserted artery and blood flow has been obtained from it, then separate or dry that one out if necessary; otherwise, cauterize it to provoke a downward movement towards cold (to remove excess heat).
Mays si ja ha insciditz les spondils del golayro o tot, e so salvadas las venas del col, lahoras tu ajusta las labias de la codena am sutura sobre la cana del golayro e no toques aquel; abantz egala aquel e reduzeys aquel sobre la sua figura natural, e aprop strenh aquel am strectura decent, e leyssa aquela per alcus jorns; e aprop cura aquel am enguentz en les quals es stipticitat e excitacio entro que sia sanat.	If you have already fixed the spondylolisthesia in the lumbar or completely, and thus saved the veins of the colon, then adjust your lips on the sacrum with suture without touching that area; from it as much as possible restore them to their natural shape, tighten them for proper structure alignment, leave them under cloth dressings for several days until healing occurs. Adjust care accordingly when there is stiffness and excitement within so they can recover fully.
Mays si la plagua ja en le os a fayta enprecio, lahoras percuireys aquela, e lahoras si en lu ha fragmentz de hos, extratz totz aquels que podes de lor; e aquo que a tu no es apparelhat, leyssa aquo entro que la plagua se poyrisca, e sia separat e la egrecio de lu sia alleujada.	May if the child already experiences pain in their bones, then you will strike that area; and if there are fragments of bone within them, remove all those which you can from them; but if it is not possible to do so at home, let water enter where the child has been bitten, allowing pus formation for separation and extrusion.
E si la plagua es recent lahoras polveriza sobre aquela polvera la qual t’e recomtada.	If it is a fresh wound then crush over that powder which has been recommended for you.
Mays si en la plagua es fayta fistula, lahoras cura aquela am aquo del qual la rememoracio vindra aprop en le sieu capitol.	If there is an opening (fistula) in the patient'se groundwork/body, then heals that which remember will come back to his head as part of its care.
De las plaguas del col o de semblantz quan fayta entre las spallas e es fayta am spaza o am cotel o am lansa o am semblantz.	From illnesses of the chest or phantom when it falls between the shoulders and is felt in the space between them, or at the shoulder joints themselves, or along the neck, collarbone, arm, wrist, ankle bone, or where there are fistulas.
Si es percussio de lansa o de cotel, e vezes de lu la profunditat, lahoras considera mays si de la plagua yeys ventositat quan le malaute elena; lahoras sapias que la plagua es mortal.	If it is a percussion of lance or cushion and sometimes the depth, then also consider that when the humidity increases in the womb, for the mud (implying 'mud' as earthly matter), knows its death; you understand that the mud is mortal.
E si en lu no es profunditat e la plagua es recent am le sieu sanc, lahoras tu pauses en lu de la primieyra horo polvera, e no strenhas aquel per que no sia le sanc retengut en la profunditat de lu e que retorne al cor e que aucigua le malaute, mays pausa en lu enguent atractiu, e deslia aquela doas veguadas le dia.	If there is no depth and the fluid has recently entered it, then you pause in that cavity from the first hour of oiling onward, without tightening so much as to prevent the sanctum (the body) from returning to its core and alleviating the swelling/abscess, perhaps pausing with oil applied therein, which would ease those symptoms throughout the day.
E si l’enguent no es a tu present, lahoras tu pausa en le orrifici de la plagua coto viel per que sucque aquo que yeys de las humiditatz; e fay que le malaute dorma sobre la plagua per que corra aquo que es en lu ajustat.	If the ointment is not at your disposal, then rest in the water of the pig cottage so that you drink the fluid that comes from the humidities; and make the gout sleep on top of the pig to allow the body-adjusted liquid to flow.
Mays si ja de la plagua son passatz tres dias o mays e no accideys al malaute spasme ni tremor de cor mal ni strictura de ale, e vezes las autras dispozicios bonas de lu, lahoras sapias que plagua es salva; e adonc cura aquela am calguas e am l’autra curacio entro que sia sanada.	May it have passed through the mud for three days or more without worsening a spasm in the lower abdomen, nor chest pain nor rigidity of breath; and when other beneficial measures are applied by you, provided that the patient is saved—then attend to their bed rest and continue with whatever else needed until they recover.
Mays si la sanacio de lu es excusada, e ja tot temps es uberta, lahoras sapias que ja es fayta fistula; cura donc aquela per le sieu capitol.	If the sanitation of the patient is postponed and it has been long time since they were covered up, then you know that an abscess has formed; therefore attend to this with your own means (treatment).
E si la plagua es per inscisio de spaza o de cotel, e es simpla en la superficia del pietz o del dos, lahoras cura aquela am aquo que es precedit de sutura, si es gran, o am polvera, si es petita.	If the discharge is from a fissure or rupture and it's simple on the surface of the skin or buttocks (or thigh), then treat that which precedes suturing if large, or apply powder if small.
Mays si ja ha fayta enprecio en le os, e so ja de lu inscizas pessas, lahoras tu torqua la plagua e coyta ad extrayre aquelas pessas, si so separadas.	If there is pain in the bone and if those sharp stones have been separated from it, then use a tool to extract those stones.
Mays si no so separadas, lahoras leyssa las entro que se poyresca la plagua, que la extraccio de lor es alleujada.	May it not be separated; if not, they shall lie down that the vermin may come out (be extracted).
E de las autras plaguas accidentz en les autres membres le juvament en curacio es le juvament de aquo que havem dit.	From other sudden illnesses in the other body parts, their treatment is the same fluid that we have discussed here.
De las plaguas del ventre.	From intestinal disturbanse/disorders.
L’indisposicio la qual accideys en le ventre es o gran, o pauc, o migiera.	The condition which causes pain in the abdomen is either great or small, or wandering.
De la gran alcunas veguadas yeys le budel o nervi del budel, per que es fayta intromissio de lor e la sutura de lor esser pus vehement e pus subtil.	From the great many ways it may happen that nerves or vessels of these are touched upon and their connection is forcefully tightened and delicately tied together, causing pain to occur within them (referring possibly to a medical procedure).
E disrupcio petita es fayta dificil per autra manieyra, e siec se que la reduccio de lor es pus dificil, si no te coytes de la intromissio de lor al sieu loc tantost, quar se ubre e es engrossat per que le intrament de lu es fayt difficil.	Here comes the first source sentence to translate: When a small disruption is felt (and it becomes difficult when their reduction), if you have not yet intervened in inserting them into your location, then they become swollen and painful due to intervention by themselves.
E donc la milhor disrupcio es migiera, quar en aquela no es dificil la reduccio del budel, ayssi cum es dificil en las doas specias denant ditas.	And so the best interruption is when it comes there, for in that place its reduction (of hernia) is difficult as with respect to those specified organs mentioned hereinabove.
E sapias que sutura del ventre es segon quatre manieyras, mays doas suturas son comunas que conveneysso en suturas de las autras plaguas del cors.	Be aware that abdomen stitching requires four methods, and if you desire to use stitches for other wounds on the body, they should be common types of stitches used elsewhere.
E duas autras suturas proprias comunican a las autras plaguas, mays empero so mays proprias en la sutura del ventre.	When two of one'dict own stitches communicate with the other pains, perhaps even within their abdominal stitch itself.
E yeu recomti a tu quascuna am exposicio e declaracio.	Yeah recommends you each one' extricate or declaration.
Donc dic que quan la plagua es petita e es eyssit alcuna causa del budel per aquela, e es fayt dificil a reduzir aquel, lahoras aquo es en una de doas manieyras: o per parvitat de la disrupcio ayssi cum havem dit, o quan al budel es venguda inflacio per la frigiditat de l’ayre.	So when the child is small and suffers from any cause of the intestine (hernia), it's difficult to reduce that; either due to its diminutiveness or because the hernia becomes inflamed through the coldness of the air:
E donc quan aquo es ayssi, lahora cove que tu scalfes aquel enayssi que tu submerges una sponga ho drap humit en aygua tebeza sola, o que coguas en aygua squinant, e cyperum, e spic, e embroques am aquela le budel entro que la imflacio sia resolvuda.	When the water comes in, then when you cut that which is submerged under a moist cloth alone or squirming into it while holding cayenne, pepper, and splints together for entry to where inflammation can be resolved.
E alcunas veguadas fa aquo vi en le qual ha stipticitat, e es milhor que la aygua sola en resolucio de la imflacio.	When joint pain has subsided in this way where the application of water was made, it is better than letting just water resolve inflammation alone.
E donc cum tu vezes la imflacio esser resolvuda, lahoras tu humecta le budel am aygua en la qual es coyta altea e malvas, quar per aquo es alleujat le intrament de lu am pauca causa.	And when the inflammation is resolved, then you moisten the intestine in the water where it has swelled and become bloated; thus, gently remove its entrails with minimal cause.
Mays si es escusat le intrament de lu aprop aquesta curacio, lahoras scindeys la disrupcio un petit am strument am le qual so inscididas emorroydas.	If it is possible to release the intestine from this treatment, then divide the rupture into small parts using an instrument that has been previously inserted in their joints.
E la curacio primieyra es milhor, quan es propriada que no es seccio, e no sia occupacio a seccar aprop necessitat e defaliment.	The initial text translates line by line into English as follows:
Del instrument, sec se la forma de lu:	From the tool, take its form:
La una partida de lu torta aguda, e l’autra partida no-acuta, e la extremitat subtil, e no sia am la subtilitat de spatum, abantz sia obtusa un pauc.	One sharp turn of the body, and the other not acute, and the subtlety that is not as delicate as bone - it becomes blunt at once.
E donc cum la plagua es amplificada e yeys fora le budel, lahoras cove que la sua reduccio sia segon la forma de lu natural, en le sieu loc propri, si es possible sobre aquo, quar milhor es.	And when the vermin is increased and comes out of the hernia, it is necessary that its reduction be according to its own form in its proper place, if possible above water, which is better for it.
Mays quan la disrupcio es ampla, e es en la partida pu bassa del ventre, lahoras cove que tu fassas jazer le malaute sobre le sieu dos, e pausa las suas cambas pus autas que·l sieu cap; e si es en la partida pus desus del ventre, lahoras tu pause le cap de lu e·l pietz pus autz que las partidas dejos.	When the disruption is wide and it's in the lower part of the abdomen, where you have unzipped your patient’thy thighs and placed cushions under them, as well as servants on their legs and chest holding hands; if it is below the abdomen area:
E semblantment si la disrupcio es en una de las doas partz del ventre, lahoras pausa la tua entencio e la tua consideracio tostemps en aysso per que la partida en la qual es la plagua sia pus auta que l’autra.	Here comes the first sentence to translate: If disruption is in one of the bowels' parts, then immediately halt your understanding and consideration for as long until that which contains what escapes has been put back there by itself/others.
E ayssi cove que tu aministres aquo en las plaguas grans e en las plaguas migieras.	When it is necessary that you apply this (likely referring to a treatment or remedy) in the large and small ulcers,
E en las plaguas petitas, pausa aquo que es a tu preparat, e aprop fay que·l ministre sia entre las tuas mas pyatados, le qual tengua la disrupcio tota am la sua ma e ajusta las labias de lu, e aprop descuebre de aquela ad aquel que siec la sutura alcuna causa aprop autra.	In small pains, pause what you have prepared for it, and make the servant between your own fingers—the one holding has swelling all over its mouth (face), adjusting the lips of yours so that they fit each other properly; also bridge from there to where any stitch was applied due to a cause related or another.
E aquesta es la manieyra de sutura comuna: una que prenguas la agula, o comte de agula segon la cantitat de la amplitut de la plagua; e aprop layssa de la extremitat de la disrupcio del dit anular, e strenh la agula una, otre que tu no metas fiel en las doas extremitatz de la codena, am doas extremitatz del ciphac que es dejos la codena de las partidas dedintz, entro que fassas aquela penetrar de aquela partida; e tu ja has agreguadas doas extremitatz de la codena e doas extremitatz del ciphac, e so faytas quatre ordes.	Here is the line-by extralanguage translation:
E aprop strenh am fiel doble en le circuit de la agula, e alcunas veguadas de doas partz ensemps, e aprop agregua las doas labias e la plagua per agreguacio decent; e aprop layssa la grossitut del dit e fiqua una autra agulha en aquela, e aprop lia aquela am fiel ayssi cum fiest am la primieyra agulha; e no cesses far aquo si es necessitat am las agulhas entro que ajas complida tota la contriccio de la plagua.	Here comes the first source sentence translated line by line into English:
E sian las agulhas migieras entre groceza e subtilitat, quar las agulhas subtils mot leugierament insciden la carn; e las grossas so de dificil intrament en la codena, e donc per aquo cove que sian migieras en subtilitat e grosseza.	Here comes the first sentence to translate: "They are small needles moving into flesh; and large ones have difficulty in penetrating bone," because they move through delicacy, making it hard for them to enter thicknesses such as within a ribcage.
E no cove que la agulha sia ficada en doas extremitatz de la codena propdana mot, per so que la carn no sia inscidida leugierament e que la plagua se huebra devant la sua consolidacio.	And where the needle is inserted into any part of their nether regions for that flesh will not be skinned and filth will not accumulate in front of its healing,
E no sian prolonguadas de sutura per que la plagua no sia prohibida de consolidacio.	Even so they are not sewn for a long time that flesh should not be prevented from healing.
E aprop inscideys las extremitatz de las agulhas per so que no ledescan le malaute deves le sieu dormier; e pausaras sobre la sutura pulvils expanduts de tota partida, les quals tenguan las extremitatz de las agulhas; e layssa aquelas entro que sapias que la plagua ja es consolidada.	Here comes the first source sentence: Ensure you insert your needles so that they do not pierce through the patient'thy sleep, stopping above the expanded sewing stitches throughout the entire parting; and place those there until you know that the wound has healed.
E aquestas specias de sutura am agulhas en cal manieyra es pus convenient en las plaguas petitas, quar habasta en la sutura de lor una agulha o doas o entorn aquelas.	These surgical needles are placed carefully in the small wounds, just enough for their closure with a needle or thread around that area.
Mays la segonda sutura es cominal: e es que tu aministres am sutura las quatre extremitatz, de la codena e doas extremitatz del ciphac, en una veguada, am agulha en la qual sia fiel envolopat engual en subtilitat e grosseza.	May the second stitch be common: and it is that you bind the four limbs together from the coccyx to the upper extremities using a needle, with delicate and thickness in its thread.
E aprop quan am la agulha auras penetrat aquestas quatre extremitatz, reduzeys la agulha de aquela meteyssa partida de la qual comensest, per so que le fiel retrayt caja de la pus subirana partida a la plagua, per so que la sutura sia segon sutura de drap am la qual les draps so strengutz.	When the needle is in those four extremities (hands and feet), reduce it from that piece of material cut by her surgeon'se, to make sure that the wound area will go up into the body part divided for bandaging, thus ensuring that suture align with the folded cloth there.
E pausa entre quascuna sutura la quantitat del gros del dit mendre.	When there is a pause between any stitch of the said limb'matter (the thick part), it means that...
E aquesta sutura sabo les homes.	This stitch heals men.
E am tal sutura yeu cozegui la plagua la qual era accidida a un home en le sieu ventre le qual era stat plaguat am un cotel, e era la disrrumpcio de la plagua major de un palm, e era eyssit dels budels entorn dos palms del budel del mieg loc e era la disrupcio en le mieg del membre; e adonc yeu reduzegui aquel depus que le budel havia stat foro la plagua per xxiiii horas.	Here comes the first source sentence to translate:
E la plagua fo consolidada en le spazi de xv dias o entorn, e curegui aquel e es sanat; e aprop aquo visquec per motz ans, e es conversat en las suas disposicios.	And when the child is solidified in the spaces of fourteen days or more, and its illness has been treated, apply moisture for motion purposes to promote healing; this treatment continues over many years as part of their disposition.
E les autres metges havian jutgat que no fora sanat; e per miracle foc, quar yeu no curegui aquel am enguent, quar era en loc en le qual enguent no era atrobat ni deguna medicina, mays pausegui sobre la plagua coto viel dos veguadas lo dia e ablucio assiduo am aygua de mel entro que foc sanat.	Even those doctors who had not healed yet have a wand that does no good; but when it touches the spot where wax is melted and neither medicine nor remedy has been applied there for two visits, after continuous daily immersion in honey water within this object, they are cured.
Mays yeu diyre dos specias de sutura proprias segon narracio de Paraula.	May you direct two types of sewing according to what is said by Parayla.
E es que tu comenses am sutura de la codena, e entrometas agulha de la partida deforo a la partida dedintz.	When you begin with stitching of the navel and insert the needle from one side to another of the sides, it means:
E donc cum la agulha penetra en la codena e en aquel meteys lacertz segon rectetut e en longetut de tot le cos, e layssa la extremita del ciphac en le qual has entromesa la agulha; e fay penetrar en la autra extremitat la agulha de la partida dedintz a la partida deforo en l’autra extremitat del mihat.	And when the needle enters into the navel and in that body part where you previously inserted it, piercing both deep and long throughout all of this body portion, place the point where the needle entered; make it penetrate also the other extreme of what is inside my patient.
E don cum tu auras fayta aquela penetrar, lahoras tu fay aquela penetrar autra veguada en aquela meteyssa extremitat del mihat de la partida deforo a la partida dedintz; e leyssa la extramitat del ciphac que es en aquest latz, e fay penetrar la agulha en l’autra extremitat de la partida dedintz a la partida deforo.	When you have felt that entrance, then make another passage in the same manner between the extreme parts of this body segment from here to there; and let the exterior cavity of the cistern be penetrated by the other extremity' extrusion - apply an entry point likewise.
E fay penetrar am aquela la tua penetracio am la qual fas aquela penetrar en le ciphac en la extremitat del mirat la qual es en la partida de lu entro que tot aquel penetre.	Here comes the first source sentence to translate: When it is possible that something will enter through your entrance into where, in that place of his body which he enters and remains within you entirely as all of him pours out there—this thing may pierce or flow downward towards the area at the end (extremity) of sight where he exists.
E aprop comensa de aquest meteys costat e cus aquel am la extremitat que es del ciphac en l’autra latz, e extratz la agulha de la codena la qual penetrec, e aprop redutz aquela en aquela codena e cos la extremitat del ciphac que es en l’autra costat am aquesta extramitat del mirat; e extratz aquela de la codena la qual es de part de lu.	E begins from this side of the patient's body and takes that limb, holding it at its extremity opposite to where we are looking here (on the other cheek), then pushes in there with a needle taken out by fingers/hand, which is now inserted back into that same place on the chest; also taking another from their hand.
E fay aquo una veguada e autra, e fay aquo una veguada aprop autre veguada entro que tu cozes tot aquo que es deforo segon aquel eysemple.	Here comes the first sentence to translate: And you give another remedy and apply it within what has been used, according to that which is left after its use as an example.
E la suma de aquesta manieyra de sutura es que tu cozes am sutura de pellicies am la qual cozo las pels, enayssi que tu cozes le ciphac una veguada de la part de la extremitat de la codena, e que leysses aquela autra veguada entro que la ajas complida.	Here is the line-by-line translation of the medieval medical text:
Mays la segonda specia de sutura propria la qual dieys eyssament Gualia , e aquest es de sermo de lu e per lu recomtat, es que tu cozas aquela segon semilitut am la qual alcus medicantz cozo aquela, enayssi que agreguan tota partida a la sua compar partida a lu convenient per natura; e aplican la extremitat de autre de lu e la extremitat del mirat al autra extremitat de lu, e aquo es fayt segon que yeu a tu recomti.	May the second special kind of suture that Gualia uses and recommends through speech is meant for you to sew up this secondary body part as it has been cut by other healers, ensuring all parts are properly joined together in accordance with nature; applying another limb' extrémity onto each extremity belonging to the patient, according to your recommendation.
Cove que tu fiques la agulha en la extremitat del mirat a tu propdana de la partida deforo, e fassas aquela penetrar a la partida dedintz en aquel sol, e leysses dos extremitatz del ciphac; e aprop revolveys la agulha e fay aquela penetrar de foro a la dedintz en dos extremitatz del ciphac.	Where you keep the needle at your designated end of departure from the body, and make that enter into one part in that location, then turn over the needle so it enters another pair of digits on the thighs; thus rotate the needle to allow penetration through those two pairs of digits.
E aprop revolveys aquelas cascunas, e fay penetrar quascunas de la partida dededintz entro a la partida deforo en dos extremitatz del mirat autras que so en le latz contrari.	Return those bubbles and let them enter the separated parts inside, into two limbs that are opposite each other in this body'dictum (Latin: dictatum refers to a written work or statement). Here is the translation line by line:
E aquesta manieyra de sutura es milhor de la sutura comuna leugiera, e es sutura de la qual precedic rememoracio.	This stitching is better than ordinary sewing and it's for which we remember making this stitching.
Aquest es le sermo de Gualia	This is the speech of Guiliel (or William in some translations), a name often associated with medieval medical
E mays le diyssero alcus, sutura del ventre es rectificada am dos agulhas, so es que tu entrometas en aquestas a quascunas un fiel, e comensa am intromiccio de agulha de aquo que es deves tu, e fay aquela penetrar entro al autra latz segon sutura de aquels les quals cozo les cuers engualment.	Might the dissector use two needles to rectify the seam of the abdomen so that you can insert into these at several points, and begin using an inserted needle (likely for draining or probing), entering through one puncture site according to those other sutures which were previously made along their bodies.
E sapias que quan disrupcio es en le mieg loc del ventre, lahoras la sutura de lu es pus difficil que dels autres locs del ventre.	When a disturbance occurs in the stomach area (belly), it is harder to sew here than at other parts of the belly.
Mays le juguament de medicacio de plagua es jutgament de las autras plaguas.	May the healing of medicine for patients be judgment of other illnesses.
La qual causa es quar quan tu consieguas la plagua recent am le sieu sanc denant que l’ayre altera aquela, e reduses le budel e cozes aquela e aptas aquela decentment, lahoras pausa sobre aquela polvera encarnativa.	When the cause occurs as soon as fresh feces enter into their sack (the bowels), and you return the intestine and hernia back to its place, making them suitable for a decent exit over that corporeal dirt.
E si le ayre ja ha alterada la plagua, lahoras pausa sobre aquela alcus enguentz les quals so a tu presens entro que fassan peyra dura e cajan les fiels, e sian consolidatz ciphac e mirat; e aprop cura aquela ayssi cum es la curacio de las autras plaguas entro que sia sanat.	If the air has altered the patient' extraneous humors and they become hardened, causing swelling in their fields (organs), then treat them with heavy purgatives to solidify these phlegmatic substances; take care that this condition is treated as for other diseases within which it leads.
Mays si a tu no so presens las medicinas, lahoras pausa sobre aquela tantost, pus que comensa a getar brac, coto viel, e permuta aquel dos veguadas le dia, ayssi cum a tu e ensenhat, entro que sia sanat, quar tu no indigeysses de autra medicacio en motas disposicios quan las plaguas so simplas.	If you do not have the medicines with you now, rest here for some time until it begins to relieve cramps and pains in those areas, as long as today, while you are learning from me, until healed; then you will not need other medical interventзу in planned treatments when plagues become simple.
Mays si tu temes que la plagua comunique en lesio als membres principals, lahoras cove que tu submergas lana leon en oli de trempada qualiditat, o en oli rozat, e pausa aquela en le circuit dels locs que so entre les angonas e dejos las aysselas.	If you fear that the parasites will cause injury to the main body parts, then when submerged in warm or scalding oil (such as linseed or rosehip), hold them there and pause for a while within the spaces between joints where tendons are located.
E si sent dolor o putrefaccio en les sieus budels, quar motas veguadas aquo s’endeve, lahoras cristeriza aquel am vi stiptic negre tebe, e majorment si la poyredura es pervenguda en le budel e es fayta exitura penetrant entro la conquavitat de lu.	If there is pain or putrefaction in your bowels, they move away constantly, and if the prolapse (hernia) has entered into its cavity, it becomes crushed tightly by what you hold with a black sticky instrument, especially if the prolapse comes out of the hernia.
E sapias que aquela que es del budel gros es de pus leugiera sanacio que aquela que es en les budels subtils.	Be aware that what is of large intestine origin heals well, and what is in the small intestines also recovers effectively.
E es de dificil sanacio quar le budel le qual es apelat “gegunu” no recep sanacio de plagua que caja en lu de tot; e aquo es per la gran multitut de venas que so en lu e per la magnitut de lu que so en aquelas, e per subtilitat del cos de aquel, e per propinquitat de aquel a natura de nervis.	It is difficult for the hernia referred to as "gegunu" not to receive healing from human excrement contained within it; this difficulty arises due to: (1) the large number of veins present in it and its size, which are similar to those found therein, and because of (2) the subtlety of that cosmos belonging to it, as well as (3) its closeness or propinquity to the nature of nerves.
Mays si aquo que procezeys de la plagua es la tela, e conseguas aquela recent, redutz aquela segon la tua rectetut am la qual reduzes les budels engualment.	If the material you process from the soil is cloth and if so achieved quickly with your straightened hand (which reduces swolthy tumors), then return those same ones immediately to their proper place within the body as reduced by this very action of yours.
Mays si es passat a lu spazi e ja es feyt vert o negre, lahoras que tu strenguas aquela am fiel sobre le loc que es denigrat de lu, per so que vengua fluxs de sanc, quar en la tela so venas e arterias.	If space has been created and black or red substance (blood) is applied therein, then you should tighten that faithful part over the location where it's darkened, in order to expel phlegm from veins and arteries within the fabric of these vessels.
E aprop inscideys aquo que es otra aquel liament, e pausa dos extremitatz del fiel pendentz de la partida dejos de la plagua foro lu, per que sobre tu sia alleujada la atraccio de lu deves le cazement de la tela e emissio del brac de la plagua.	Here comes the first source sentence to translate:
Rememoracio de las plaguas quan accideysso en le budel.	Remember when you have illnesses in the intestine (budel).
Quan accideys disrupcio en le budel e es petita, lahoras es possibla que sia resteurada en alcus homes, per aysso quar yeu vi aquel le qual era stat plaguat en le sieu ventre am percussio de lansa et era la plagua de la part dreyta del stomac, e la plagua era antiquada e fayta fistula, e eyssic de lu gestio e ventositat.	When there is a disruption in the intestine and it's small, it may be restored with alkaline homes (alkaline substances or remedies), for so that you can alleviate what was causing pain inside your belly through percussion of the lanze (fistula) which lies within the seventh part of the stomach and is old/ancient, having been formed due to fluid accumulation in body movement.
