Ayssi comensan las paraulas de Albucasim .	When Albucasis speaks now.
E aquel que es per vena es redon al manifest del cors.	And that which enters through the vein appears in the body part.
E seccio sobre aquest apostema es error, e majorment en aquel que es dejos las aysselhas, e en les angonars, e en le col, e en motz locs del cors; e es mot gran, donc cove que la sua curacio am ferr sia esquivada, e aquel que es en las extramitatz, o al cap, cove que sia evitat.	Here comes the first source sentence to translate:
Mays sobre aquel que es de lor per imflacio de l’orrifici de la arceria, scindeys en la codena seccio en le lonc; e aprop huebre la seccio am uncis e aprop la arceria, e deliura de las tunicas entro que sia descuberta.	Over that which is of them for inflammation of the gallbladder, divide in their belly's length; and take out the stone from it with an incision and remove the gallbladder itself so that it can be revealed within wherein lies hidden.
E aprop met sobre aquel agulha e fay aquela penetrar entro al autre latz, e estrenh la arceria am fiel doble en dos locs, — la qual causa yeu a tu eyssenhegui en extraccio de doas arcerias les quals so en les templars.	Here is the translation for each line:
E aprop punh le loc le qual es entre dos liamentz am spatum entro que yesca le sanc tot que es en lu, e sia dissolvut le apostema.	Return and apply pressure on the location between two ligaments where there is a splinter inside that has become inflamed in it, then dissolve the adhesion (apotheosis).
E aprop administra curacio en la qual es engendrat poyre entro que caian les liamentz; e aprop cura aquel am enguentz convenientz ad aquo entro que sia sanat.	Here comes the translation of each line into English:
E si es apostema per seccio de vena, lahoras cove que tu tenguas am la tua ma aquo que es a tu possible del apostema am la codena, e aprop intromet la agulha dejos le loc le qual tu has tengut dejos la tua ma, e fay aquela penetrar; e sia en aquela fil doble entro que tu extraguas aquel del autre latz, e aprop ligua le apostema am bo liament segon que yeu he dit a tu en le liament de uva4 de doas partz am doas extremitatz del fil.	If it is an abscess of a veinous section, then you take what liquid has been accumulated in your area that you can possibly extract from the abdomen; insert the needle where you have previously inserted yours, and make this one penetrate—and place double within there to remove which was extracted from another location. As said earlier for binding with hemp thread according to how it is done at both ends of the filament:
Mays si temes que extraguam le fil, lahoras entromet le fiel am aquela agula dejos tot le apostema deves la inscizio de la agulha primieyra, e strenh les tieus fiels en quatre locs.	If you fear that we might remove the thread, then insert it into the designated area of the initial stitch immediately and tighten the suture threads in four places.
Aprop secca le apostema en le mieg loc de lu entro que quan es yssit aquo que es en lu, lahoras tu inscideys la superfluitat de la codena, e layssa aquo que de lu es liat.	Here comes the first source sentence to translate: Return the ulcer in its place within you where it lies until when that which enters into your body is expelled from you; and then make haste to remove any excess of flesh over there, holding their hands tightly throughout this process.
E aprop pausa sobre lu pulvil le qual has submergit en vi e oli, e aprop administra la curacio la qual es fayta am calguas e enguentz entro que sia sanat.	Return the pillow on which you have immersed them in water and oil, and apply the treatment that they feel is effective for relief of pains and intoxications inside where it will heal them.
Capitol l del apostema le qual accideys per torcio de nervis.	Capital of abscess where pain occurs due to twisting of nerves.
Ayssi cum accideys apostema en arceria e en vena, e semblantment accideys apostema en les nervis quan accideys en lor percussio o accideys per trebal superfluable, e per semblantz.	When inflammation appears in the veins and arteries, seeming to be an abscess involving nerves (likely due to excessive pressure or unnecessary touch), here comes:
E es fayt le mays de lu en les locs dels adjutoris o del talo, o en tot loc en le qual so maugudas las juncturas.	It is pain in their joints or on their feet and heels where the limbs are swolthy (swollen).
E es apostema greu, e es asemblat a la color del autre cors, e es en las majors de lu disposicios ses de lor e quan es streyt am vehementia, sent en lu le malaute semblant stupor.	Here comes the first source sentence to translate:
E no es apostema agreguat en le preon del cors, e per so es dejos la codena, e el es maugut a tota partida e no va a las partidas denant ni detras.	It is not an abscess in the belly of the body, and for that reason it does not go towards the parts above nor below.
Donc aquo de aquels que es en las juncturas no cove que sia envasit am ferr, quar fort leu endevenguera contracio.	So those who are entombed in joints will find relief if they withdraw the iron (probably referring to an impaction or foreign object causing pain). It is likely that this intervention would provide some form of counter-treatthy, easing their discomfort.
Mays aquel que es en le cap o en le front fen la codena am spatum.	May that person who is in the head or forehead with a splint be comfy and calm down, as it affects their backbone (vertebrae).
Mays si es apostema pauc, lahoras te aquel am les forfecs e abscindeys aquel de razitz.	May it not be a gangrene (apostema), and if so, take away that which is between the flesh of your feet (forceps) and remove what remains from its roots (radical removal).
E si es gran, lahoras tu le suspen am unci, e excorja aquel, e aprop osta aquel; e ajusta la plagua am sutura, e cura aquel entro que sia sanat.	If it is great, hold on to one and rub that area, scrape away what' extraneous thereupon, and bind the wound with suture material; take care of him until he recovers fully.
Capitol .li.	Capital .li.: Here it means "Now" or at this
De seccio de apostema le qual accideys de cheil que accideys al ventre.	Translation of the provided Latin-influenced medieval medical text into English, line by line:
Endeveno ad alcus homes motas veguadas en les ventres de aquels e en las autras partidas del cors de aquels theils les quals son apelatz funguals per similitut de aquels am funges, dels quals la razitz es subtil e·l cap de aquel es gros; e ja las labias de aquels so conversas, e es de aquels que es petit, e es de aquels que es mot magnificat.	Endeavoring to reach the abdominal homes methodically in those and other parts of their bodies where such fungal entities reside under them—these are subtly located beneath what is referred to as 'the head's crown,' which signifies a significant part; additionally, these lips engage with it (meaning they interact or communicate), belonging to the same entity.
E yeu ja e vist un, e en le ventre de lu eran dos theils les quals eran mays a funges semblantz, e no era diferencia entre aquels blancs, de menuda razitz.	Here comes another source sentence to translate: And you have seen one of them, and in his stomach there were two things that seemed like fungi, and there was no little difference between these white ones.
E ja las labias de aquels eran enversadas e se fendian, e humiditat corria de aquel tot temps.	And their lips were turned outward and parted, with moisture running throughout that time.
Donc yeu inscidegui aquels e atrobegui en la un en pes quays xviii unc. e l’autre quays vi unc.	Therefore I have incised those and tightened them in one foot for sixteen finger-widths, and the other is tightened for six finger-widths.
E la operacio en la inscizio de lor es que consideres lahoras si·l malaute es humit, e la color de atheil es blanca, humit, de subtil razitz; lahoras tu le inscideys am spatum lat, e sian en la presencia tua cauteris en le foc, quar motas veguadas deves la seccio de lu es expellit mot sanc; e si te ventz le sanc, cauteriza aquel.	Here comes the first source sentence to translate:
E si vezes le malaute pauruc e temeros, guarda te de inscizio am ferr; mays lahoras pren fiel de plom recent fayt, e strenh am aquel atheil, la manieyra del qual es aquela que havem dita; e leyssa aquel per dos dias.	If the patient is pale and fearful (indicating anxiety or distress), guard yourself with iron willpower; perhaps a fresh piece of iron should be used, as described earlier herein, and leave it there for two days.
E aprop ajusta en la strictura del fil de plom; donc, no cesses strenher le plom granre devetz en theil, entro que sia abscindit e cayha per se ses trebalh.	Here comes the first source sentence to translate: "E aprop jüste in der Strickt von Plomm; daher sollst du nicht ununterbrochen starke Arbeit leisten, solange es abgescheiden und auf sich selbst zurückgekehrt ist.
Mays si theil es de grossa razitz, lahoras en la inscizio de lu es alcuna causa de temor e de paor, e majorment en aquel que es en le ventre.	May it be that if there is a large size (of the issue or condition), then within him/her there might not be any cause for fear and worry, mainly when in his/her belly.
Mays possibla es que tu inscindas la maytat de lu , e aprop cauteriza aquel per que no retorne.	May it be possible that you separate the membrane of him/her, and properly apply cautery so as not to return.
E aprop cura aquel entro que sia sanada la plagua.	Return that which must be healed within it (the patient), now healthy/cured or recovered.
E guarda te que tu no presumas inscidir theil le qual es de fusca color, de pauc sentiment, de leg reguardament, quar aquel es absi cancros.	Even though you do not think it possible to insert a piece of blackness with little feeling and weak legs like that, which is cancerous internally.
E yeu vindre am rememoracio de cranc aprop aysso.	When recalling from memory at this moment in time (or "now").
Capitol .lii.	Given that "Capitol" does not provide context or content related to
De curacio de eminencia del umbilic.	The phrase "de curacio di eminenza dell'umbilicus" seems to be a mix of Latin and medical termin
Eminencia del umbilic es fayta per motas causas; o per fissuras del ciphac le qual es sobre le ventre, e yeys de lu la tela o budel segon que endeve en las autras rupturas; o per sanc le qual flueys de vena o de arceria segon que es denant dit, o per ventositat coarctada en lu.	The eminence of the umbilicus is painful due to causes: either because there are fissures on the surface that affect the abdomen, or threads (possibly referring to blood vessels such as veins and arteries) according to what has been stated here; or because it suffers from constricted expansion which could relate to winds collapsing inwardly.
Mays si es per fissura del ciphac e per yssiment de la tela, lahoras la color del apostema es semblant a la color del cors; e es leon ses dolor, e aprop appar de divers situament.	If there is a crack in the chest and discharge from the wound dressing, then the color of the ulceration appears similar to that of the body; it hurts like the lion'thy pain depending on various situations.
E si es per egressio del budel, lahoras le situament de aquel am lu de aquo que havem recontat, de mays vehement diversitat, e cum tu premes aquel am les tieus ditz es occultat, e aprop retorna; e fort leu es am lu so, e es magnificat mot deves le introt de banh e vehement trebalh.	If there is an escape of the bowel (intestine), then he realizes that which has come out today as recorded and varying greatly in intensity; with you understanding this situation, return it now; thus your patient lies here, and are lavished generously both bathing and vigorous treatment.
Mays si per humiditat, lahoras es leon e no es occultat quan premes am la tua ma, ni es constrengut, ni es cregut.	May it be for moisture; the lion is not hidden when you place your hand on me, nor are I being tightened or stiffened.
E si es per sanc, lahoras am aquestz senhals apareys le apostema a negror declinant.	If it is about sanction, at this moment you appear with black decay descending on their bones.
Mays si es per carn nada, lahoras es apostema greu, gros e dur, e es ficat segon una quantitat.	May it be for flesh nothing severe, heavy and hard, then follows a certain quantity.
Mays si es per ventositat, lahoras le tocament de lu es leon.	If it is due to windiness, then touching upon him/her (the patient) with a lion'dictates action by the physician.
E la operacio en lu es que consideras lahoras si la eminencia de l’umbilic es per sanc de arceria, o de vena, o per ventositat; lahoras cove que sias prohibit de la curacio de lu, quar en aquela es temor e paor ayssi cum t’e ensenhat en le capitol en le qual he dit les apostemas per arceria e per vena.	Here comes the first source sentence to translate:  
E si la eminencia del umbilic es per le budel o per la tela, lahoras cove que comandes al malaute que tengua le ale sieu, e sia stant extendut; e aprop senha am tenta en le circuit de tot le umbilic, e aprop comanda a lu que stia envers entre las tuas mas sobre le sieu dos, e aprop circunda am spatum lat en le circuit del umbilic sobre le loc le qual has senhat am la tenta; e aprop exten la maytat del apostema a las partidas desus am unci gran; e aprop lia en le circuit am fiel fort o am ceda e la manieyra del liar decent.	If the prominency of the navel is due to the hernia or sling, then order the humors that hold it tightly attached and extended; and assign a guard for its circuit throughout the entire belly button area, placing your hand over them on top of yours beneath. Also direct the scraping wheel around the whole umbilical circle above where you have applied pressure with the scraper; extend the perforated suture across each part that was touched by it and place yourself between their bodies directly upon these areas underneath, while extending your arm outwards towards both sides along what has been tapped. Also position control over strength or weakness in those parts affected by apostema to where tendons attach at the great joint; adjust as necessary within its circuit around which ligaments are present near bone structure and cartilage movement (ligamentous elasticity).
E aprop huebre le mieg del apostema extendut sobre le liament e intromet le dit tieu en aquel indic e quereys le budel; e si tu l’as atrobat ni guardat per le liament, lahoras tu extratz alxorati e impelleys le budel a las partidas dedintz del ventre.	Here the translated text is:
E si has atrobada la tela, lahoras pren aquel am unci; e inscideys las superfluitatz de lu.	If you have torn the veil (referring possibly to an actual wound or surgical procedure), then take that one and apply it here; cut away any excess of yours.
Mays si es contraria a tu arceria o vena, lahoras circunda aquel mot, e aprop retorna a la tua operacio; e pren dos agulhas e met en aquelas dos fiels fortz e entromet dos agulhas en le circuit le qual has feyt entorn le apostema en manieyra de crotz, las quals fassas penetrar; e aprop strenh le apostema en quatre partidas sobre las agulhas.	If it is contrary to your needlework or veins, encircle that area, and return to your operation; take two needles and insert them into those fields strong enough you've opened for the syphilis abscess at the knee joints which penetrates through these needles, securing the abscess in four parts on top of these needles.
E si tu vols, osta las agulhas e leyssa le loc entro que poyresca la carn extenduda e caia per si; o inscideys aquel quan es subtiliat e se poyreys, e aprop cura aquel am aquo que cove dels enguentz entro que sia sanat.	If you wish to do so, place the needles and insert them into where it pierces the extended flesh, inscribing that which enters there; when it subtly moves within and is placed by itself, ensure that such comes from the cloths inside that have been cleansed.
E si la eminencia del ombilic es de carn nada en lu o per humiditat, lahoras cove que tu conquaves le apostema ayssi cum havem dit e estraguas le sanc o la humiditat, la qual atrobas en lu, e aprop cura aquel am aquo que cove e que consolide le loc.	If the navel's prominence is of fleshlessness or due to moisture, then cover it with what you have washed and dried out from water in him/her, which eliminates excess humidity within her body, taking care that whatever covers also consolidates its place.
Capitol .liii.	The provided medieval medical text appears complex due to archaic language use; however
De curacio de cranc.	In translating this line from a seemingly historical or old-fremont dialect,
Ja havem dit, en la divisio, de specia de cranc e en qual manieyra es via a la curacio de lu am medicinas, e que es squivador en lu la curacio am ferr per so que no sia ulcerat; e havem dit cranc engendrat en la mayra e cautela de la curacio de lu.	Translation: In treating the head and in what manner we administer it with our medicines, to ensure that healing is not by rust from which ulcers are formed; herein mentioned how a headache arises due to carelessness of treatment methods whereby they must be iron-free. 
E diyssero les antics que alcunas veguadas cranc es en loc on es possibla la eradicacio de lu, ayssi cum de cran le qual es en las mamillas o en la coyssa e a lor semblantz dels membres allocat a estrayre tot aquel, e majorment quan es comensant petit.	Here comes the first source sentence to translate: E dictysser les ancients que alcunas veguadas cornam se in loc on è possible la eradicazione di loro, come nel seno o nella coscia e alla loro semblanza dei membri allocati a estrarli tutti.
Mays quan es antiquat e es gra, no cove que te propries a lu, quar yeu non pogui sanar de aquel alcu ni no he vist autre, ni que sia pervengut ad aquo.	When it is old and severe, you cannot force treatment upon him here on earth; for neither have I seen his cure nor has any come to aid him from there (above).
E la operacio en lu es quan es allocat ayssi cum havem dit, es que tu precedescas e laysses le malaute e purgues de colera negra alcunas veguadas, e aprop sagna aquel, si es atrobada replecio manifesta.	When the operation is when you allocate ashes with us having said beforehand that you precede and lay down the patient' extradition of black colic requires some measures, if it has been implied through abdominal distension, take these actions accordingly:
E aprop prepara le malaute am preparacio en le qual sia locat am operacio, e aprop prohiceys en le trauc uncis les quals cove ad aquel; e aprop concava de tota part am la codena sego bona perexcrutacio entro que no romangua alcuna causa de las razitz de lu.	And prepare the humors in the cavity where it is located for operation, and press firmly on the fistulae that are directed towards it; ensure they are concave throughout all parts of the body to prevent any cause from affecting them within which no harm comes.
E layssa correr le sanc, e no abscidas aquel leugierament, e exprem les locs, e abstergeys le sanc gros tot am la tua ma o am instrument am le qual es a tu possible dels instruments.	Here runs the bloodstream without stopping that part and expresses those areas, and washes out the entirety of it with your hand or an implement which is within your reach as per possibility.
Mays si a tu fa contrarietat de sanc gros inscizio de vena o de arceria, lahoras cauterisa aquela entro que·l flux del sanc sia cessat, e aprop cura aquel am l’autra curacio entro que sia sanat.	May you create contrary action of thick veins or varicose veins within where the flow of blood has stopped; and take care that it heals inside while doing so for its own treatment.
Capitol .liv.	Capitalis (Latin): The above translations interpret various sentences
De curacio de ydropici.	The phrase "curacio di ydropici" appears to be a mix of Italian
Nos ja havem recomtat, en la divisio, de las specias de ydropici de l’aygua, e les senhals de quascuna especia, de la curacio de lu am medicinas.	We already have recommendations in the division concerning seafood spices and herbs of water, with each element' extrêmely useful for health when prepared as part of our medicine (Medieval medical treatise interpretation). Here we are discussing how various components found within seafood—specifically those that come from or live near bodies of water like seas or lakes—can be used in treatment and healing according to the customs at that time. The emphasis seems to be on acknowledging
E aquela la qual es curada am ferr no es sino la specia de althitas sola, e no es aproximat am ferr a la specia de timpanistres ni a la especia de yposarcha, quar aquo es mortal.	This line points out that the only cure for lead poisoning (alusions are made here of heavy metals absorbed from water sources) is not found in any other antidote such as those associated with thyme or timpani herbs, but solely through althi. In this context, "althi" likely refers to a specific remedy believed capable at the time—the effectiveness and actual substance of which we may need further historical understanding (Medieval medical treatise interpretation). Here they are expressing that only one particular treatment with thyme or similar herbs
E quan tu ja has medicat aquesta especia de ydropici timpanistre am medicinas e no comfereys la tua medicacio, lahoras considera, quar si al malaute ja es conseguida debelitat, o es am aquel autra malautia otra ydropici, ayssi cum si es en lu tos o cos de ventre e semblant ad aquels, lahoras guarda te que no le mediques am ferr, quar temor es sobre aquo.	When you have treated the seafood-associated tympanist (which may refer to a condition related or caused by waterborne elements) as part of your medicine and it does not interfsere with other medications like lead, then consider that if there is relief in the ear symptoms after this treatment—or perhaps another malady associated with seafood elsewhere in body such as stomach or intestines—you must guard against using iron-based remedies because of fear over potential harm (Medieval medical treatise interpretation). Here, it indicates a concern for balancing the use of various natural elements and their interactions when treating different illnesses during that period. The term "ferr" likely refers to minerals or metallic components used as medicinal agents in medieval times ("temor es sobre aquo"), emphasizing caution due to potential risks (Medieval medical treatise interpretation).
Mays si tu vezes le malaute de vertut exuberant, e am lu no es autra malautia sino ydropici tant solament, e no enfant ni vielh, lahoras la manieyra de la operacio de lu es que tu eleves le malaute entre las tuas mas, e le ministre aprop lu exprema le ventre de lu am la sua ma, enpellen la aygua a la partida dejos del pentenilh, e aprop pren spatum spinos segon aquesta forma:	If you again inflate the patient's abdomen excessively and it is not another illness but simply water getting out in great amounts at once, neither child nor elderly person can withstand this operation. At this moment, lift your belly between your legs, presenting a cushion to cover their abdominal area as much as possible before the urine escapes suddenly after starting intercourse; apply pressure using spines of thorns according to this manner:
sia de dos partz agudas lonc, de aguda extremitat ayssi cum spatum; mays empero sia en lu alcuna brevitat petit a petit, per so que en la operacio am aquel no passes entro al budel, e que ledas aquel.	If it is two sharp points that come together with a splint (suggesting some form of treatment or intervention), they may have any small length at first, so as not to enter the intestine during the operation and keep hold of it.
E aprop considera si la generacio de ydropici es de part dels budels, quar lahoras cove que tu am la seccio te alonhes del ombelic per la quantitat de tres ditz a las partidas dejos, en le dreyt de lu sobre le pentenilh.	Here comes the sentence to translate: E apporta considerare se la generazione di ipertici è da parte dei budelli; quando tu allunghi il cordone dell'ombelico per la quantità di tre dita alle parti giunse, nella posizione del pentadice.
Mays si la generacio de hydropici es per malautia del fietge, lahoras la tua seccio sia sinistra del ombilic per tres ditz.	May it be that if the generation of watery humors is due to illness in the feet, then your team shall go left from the navel for three days.
E si la generacio de lu es per la melsa, lahoras la tua seccio sia en le las dreyt.	If it is for the liver of him/her (the patient), then your section should be on the right side.
E no cove que la tua seccio sia sobre le costat sobre le qual vol jaser le malaute per que no corron las superfluitatz ad aquel loc freul.	And if your hand is on the ribcage where you want to speak about the gout, so that it does not run through there too quickly (suggesting urgent symptoms or spread).
E aprop perfora am le instrument tota la codena, e aprop entromet en aquela seccio, e eleva la tua ma am le spatum entre la codena e·l siphac, e tu excorja aquel; e si’ la quantitat de una ungla o enviro.	Here is the translation of each line from Old French-Latin hybrid:
E aprop perforo le ciphac entro que pervengua le spatum al loc vuoyt, e es loc de l’aygua.	With proper puncture into the bladder where the stone has reached and is in the water place, here begins our intervention.
E aprop extratz aquel e entromet un instrument del qual aquesta es la forma:	Return that outwardly and insert an instrument of which this is its form.
e es semblant a canula de argent subtil; es fayt de argent o de eram o de lato leon, al qual en la partida pus bassa de lu es un petit trauc, e en les costatz de lu so tres traucs: dos de una partida e un del autra partida; e fayta es la extremitat de lu insciza segon la manieyra de pluma, ayssi cum vezes:	It appears to be a source sentence describing the tools and techniques for treating certain conditions. Translation into English would go as follows:
E en la extramitat de lu pus sobirana es armilla, quar quan le instrument perve al aygua, lahoras aquela tantost deysen sobre le instrument, donc evacua de l’aygua en la ora miega quantitat, quar si tu evacuas de aquela mes que no cove en la hora, fort leu mor le malaute per resolucio del sieu spirit animal, o accideys a lu cincopi que es appropinquada la mort.	And when the instrument is inserted into him beyond his exterior layer (the subcutaneous tissue), as soon as it touches that area, draw out its fluid quantity by the appointed time; if you remove more than what should be taken during this hour and thus disrupt his body's resolution according to his spirit animal, then inflict five blows on him with a suitable instrument for death.
Mays evacua de aquela segon la quantitat de la vertut de lu e segon que significan a tu las disposicios del malaute de la vertut del pols de lu e de la bontat de lu.	May clear away from him according to the quantity of his urine, and as for you, it indicates the positions of the uterus in relation to the hips' vitality and goodness.
E aprop extrats le instrument, e rete l’aygua la qual causa es quar tantost es retenguda per la codena la qual rete le trauc que es sobre le ciphac del qual e recomtat a tu que perfores aquel segon aquela manieyra.	Here comes the first source sentence to translate: Extract the instrument, and pour water that causes it to be retained by the throat where the tube is placed above the cistern of which they recommend you pierce through with such technique/manner.
E aprop itera le instrument al autra dia si vezes le malaute tollerant aquo, e extratz de la aygua petita quantitat, e fay aquo per alcus jorns sobre temor, e guarda te de error entro que no romangua de l’aygua sino pauc.	Here comes the first source sentence to translate:  
Mays si tu temes sobre le malaute, e leyssas de l’aygua gran quantitat, lahoras cura aquel am sepultura en arena cauda, e mota suzor en banh, e al solelh espere per lonc temps; e cura aquel am medicinas dessicativas entro que sia sanat.	If you fear about the belly, and pour abundant water on it, then bury that which hurts in sandy ash, rub vigorously with oil or soap while exposing to sunlight for a long time; this cures what is medicinal drying within.
E cauteriza sobre le stomac, e la melsa e·l fitge aprop la extraccio de l’aygua, segon que yeu he recontat en aquo que es precedit.	When applied over the stomach, and with cupping glasses holding out water extraction according to what has been previously reported in the water (presumably from a patient's urine or blood), it is used as treatment.
Capitol .lv.	The provided text is in a mix of languages that resemble Latin,
De la curacio dels enfants les quals so natz les locs de la urina no-perforatz.	In the treatment of children whose bladder has not been perforated:
Alcunas veguadas alcun dels enfantz es eyssi del ventre de la sua mayre e·l cap de la sua mixtio no es perforat (o es trauc streyt o no es en son loc).	Some times children are sick from their mother'thy womb, and the head of mixed blood is not pierced (or it falls apart or remains in its place).
Donc cove coytar am perforacio de lu tantost que es nascut am spatum mot subtil segon aquesta forma:	So therefore a hole is drilled into it just enough that flesh from the spine comes out.
E aprop pausa en le trauc un clavil subtil de plom e ligua aquel, e te per tres jorns o per .iiii.tre.	Return pause in the wound with a delicate metal pin and thread that thing through it, so as to last for three days or four nights.
E quant vol urinar sia remaugut e hurine; e aprop retorne aquel.	When it is necessary to use his purulent discharge and urine, return that as well.
E si tu no pauses le plom, ja es possible que la urina la qual va sobre le loc, no leysa aquest claure.	If you do not restrain the stone (presumably referring to a kidney stone), it is possible that the urine containing it will flow into the area, which could irritate this wound further.
Mays aquel del qual le trauc es streyt sia medicat am clavil de Plom, ayssi cum havem dit, per trops dias entro que sia amplificat.	May that which is torn be healed with lead as medicine, so we have mentioned, within a few days until it is strengthened.
Mays aquels en les quals es le trauc no en son loc, so leditz, la qual causa es quar de aquels, aquel que es nat e·l trau es deves la fi del cap de la vergua per que no pot urinar a las partidas dedintz, entro que eleva la vergua am la sua ma a las partidas desus; e no es a lu generacio, per so quar le sperma no pot pervenir a la mayre segon rectitut, e es malautia mot laga.	When these are not in their place and have been displaced, causing them to become the cause of those who were born with it, whose progenitor was affected by weakness at the base of the pubis so that they cannot urinate into the lower parts of themselves; this is neither generation nor offspring for conception through proper direction, but rather a serious illness.
E la manieyra de la operacio en lu es que·l malaute sia envessat sobre le sieu dos, e aprop exten le cap de la vergua de lu am la tua ma sinistra am vehement extraccio, e inscideys le cap del cap de la vergua del loc del perpucii am spatum agut, ayssi cum es inscizio de pluma, o que tu ne razas alcuna partida, per so que·l mieg de lu vengua semblant al cap de la vergua e que le trauc caia en le mieg loc segon que cove.	Here comes the first source sentence to translate:
E guarda te que en la tua operacio de flux de sanc, quar motas vetz accideys aquo; e pausa te a lu am aquo que abscindeys le sanc, e cura la plagua entro que si’ sanada.	Guard your self when performing the operation of blood flow, for you may injure yourself with each stroke; pause whereby you sever the vein and cure within that which is healed.
Capitol .lvi.	In translating this medieval medical text line by line into English while attempting to maintain
De albater le qual accideys en le prepucii en le cap de la vergua e de corropcio e negror e adherencia del prepucii del cap de la vergua.	In this sentence, the text appears to discuss issues related to pain caused by infection (acquired from "infeccion"), inflammation ("corrupcio" and "inflammancia"), decay or blackness ("negror"), and adherence of semen withholding at the entrance of the vagina ("prepucii del cap de la vergua"). The context suggests a medical diagnosis, possibly concerning reproductive
Motas veguadas accideys aquest albater en la vergua e es eminencia de carn laga.	In this line of the medieval text, it discusses ongoing pain in that area (likely referring to a specific location related to "vergua," which could be translated as 'womb' or 'hymen') and notes its association with fat accumulation ("carn laga
E de aquela una es maligna e autra es no-maligna.	In this statement, it distinguishes between the harmfulness (maligne) of that condition ('una' - likely referring to a particular issue or abnormality in connection with 'vergua
No-maligna, cove que suspendas am unci subtil e abscindas aquela entro que aquela mondes tota; e aprop pausa sobre aquela coto submirgit en enguent egipciac; e aprop aquel, cura le am enguent diafinicon entro que sia sanat.	In this final line of the medieval medical text, it offers guidance on handling certain conditions: for non-harmful (non maligne) ones ('no maligna'), one should lightly lift and withdraw them; then place a thin gauze over that spot—possibly referring to postoperative care or treatment after an episiotomy ("cote" - likely related to surgery on the body, possibly during childbirth). Additionally, it speaks of curing (remedying) this condition with linen dressings ('enguent diafinicon'), which should be placed within that area while healing occurs. This suggests a traditional practice where post-procedure care is essential to recovery ("sanat"). The reference to "enguent egiptoica" indicates the
E si albater es maligna, de lega color, lahoras cove que tu aministres cauteri aprop la inscizio de lu e la razio de lu.	In this sentence related to handling harmful (maligne) conditions with apparent discoloration ("lega color"), the text advises that for severe cases, one should employ caustic substances specifically targeting ('prop') those areas where lesions or ulcers are present and potentially infected. This practice likely dates back to a time when such remedies were used without modern surgical methods available today ("razio de lu"). The
Mays si albater es en le prepuci del cap de la vergua no-circumcis, e la una partida de albater es dedintz le prepucii e l’autra partida es defora, lahoras cove que tu ostes albater le qual es dedintz al comensament entro que es consolidat; e lahora tu cura aquel deforo, quar quan tu curas aquel ensemps le prepuci, no es asegurat que no sia trinquat.	May there be an uncircumcised foreskin on the head of the penis, and one part is cut off (likely referring to circumcision), while another remains intact; provided that you have it detached where held during examination until solidification within—once this defect has been repaified with attention given thereafter when healing the foreskin itself. At present not certain whether post-repair, any further separation (potential infection or additional injury) will occur while treating the penis's prepuce; hence vigilance is necessary throughout treatment.
E ja eysamen accideys en les genetius e en le prepuci negror e corruccio, adonc cove que tu conquavas tot aquo que ja es denigrat e que ja se vol corrompre o que ja es corrumput; e aprop lineys sobre aquel aprop aquo am mel, le qual es contusit am farina de scorsa de milgrana e de errs trissatz e crivellatz.	Even examine the testicles and foreskin blackness and hardening upon them; therefore cover up all that has already darkened or is about to corrupt, as well as what's already been spoiled—apply liniments on this affected area with freshly ground rice flour mixed with honey and crushed herbs.
E aprop cura aquel am l’autra curacio entro que sia sana.	Return that care so it heals within itself therein lies its other remedy inside once cured by this attention, thus ensuring recovery through internal self-healing mechanisms stimulated by the provided care
Mays si endeve flux de sanc, lahoras aministra cauteri lunar segon aquesta forma:	If there flows a sanction (punishment or penalty), then apply treatments using moonlight according to this method.
quar cauteri juvatiu es a dos disposicios ensemps, so es a flux de sanc e a la plagua quan es corrumpuda.	Quarly cauteiris jove useful are two methods of intervention, for they facilitate the flow of blood and pus when corrupted.
E si le cap de la vergua es corrodut e es destruit tot en la hora, lahoras cove que tu intrometas en lo meat del prepucii una canula de plom per so que le malaute urina per aquela.	If the head of the gallbladthy is corroded and destroyed at once, then you insert a bronze tube into the body cavity to allow the bile to flow through it.
En la adherencia del prepucii am le cap de la vergua (et aquesta adherencia no accideys sino en aquel del qual le prepucii es sa, e sobre lu no es exhigida circumcizio; e quan accideys adherencia per plagua o per apostema) cove que excorjas am spatum obtus entro que sia dissolvut le liament e sia deliurat le cap de la vergua de tota partida.	In the attachment of the prepuce at the base of the foreskin (and this adherence is not excised from where it clings, nor exhorted circumcision; and when attached by dirt or scab) come forth a hard bone within that must be removed. Scrape out the embedded stone and remove the entire head of the prepuce entirely.
E si es dificil desirnir aquelas exquisidament, lahoras cove que tu excorjes am spatum alcuna causa del cap de la vergua e del prepucii, e aysso es quar le prepucii, quan es subtil, fort leu es perforat per la sua subtilitat leugierament.	If it is difficult to remove those exquisitely, then have someone scrape the spine or penis area for any cause of the head of the verge and prepuce, so that when they are subtle, firm pressure will perforate through their delicacy using gentle insertion.
E aprop separa entre·l prepucii e·l cap de la vergua am dra7 de li subtil, le qual ja es mulhat en l’aygua frega per que no adherescan autra veguada.	And separate between the foreskin and the head of the penis beneath it (which is already there in the humid environment), so that other diseases do not stick to it.
E aprop sia curat am vi stiptic entro que sia consolidat.	Return his care with swiftness within that he is made solidified/consolidated.
Capitol .lvii.	Given that this text is from what appears to be an early modern medical treatise with
