Ayssi comensan las paraulas de Albucasim .	 When joints are affected by cold humors
Mays si en la plagua ja es inscisa arteria e es conseguit flux de sanc, lahoras separa o secca aquela, o lia aquela, o cauteriza aquela si necessitat te provoca ad aquo.	 When a patient's wound is on an artery and caused bleeding, doctors will cut it off or seal the artery, burn it if necessary to prevent blood loss
Mays si ja ha insciditz les spondils del golayro o tot, e so salvadas las venas del col, lahoras tu ajusta las labias de la codena am sutura sobre la cana del golayro e no toques aquel; abantz egala aquel e reduzeys aquel sobre la sua figura natural, e aprop strenh aquel am strectura decent, e leyssa aquela per alcus jorns; e aprop cura aquel am enguentz en les quals es stipticitat e excitacio entro que sia sanat.	 When a patient's wound is on the back of their thigh or any other part and they have saved veins from below, doctors will sew up the wounds in the lower leg as well as possible to heal them properly; it is necessary to keep that part stretched out for healing purposes, and apply salve to those parts when they are itching and inflamed so that they can be cured.
Mays si la plagua ja en le os a fayta enprecio, lahoras percuireys aquela, e lahoras si en lu ha fragmentz de hos, extratz totz aquels que podes de lor; e aquo que a tu no es apparelhat, leyssa aquo entro que la plagua se poyrisca, e sia separat e la egrecio de lu sia alleujada.	 When the wound is on the buttocks or any other part and it has become infected with pus that cannot be cleaned off easily, doctors will treat it; but if that does not heal, they will separate and clean the affected area.
E si la plagua es recent lahoras polveriza sobre aquela polvera la qual t’e recomtada.	 If a patient's wound is recent, doctors will apply powder on top of the powdered material that was recommended by them.
Mays si en la plagua es fayta fistula, lahoras cura aquela am aquo del qual la rememoracio vindra aprop en le sieu capitol.	 When a fistula forms in the groin, doctors treat it as an abscess at that place of remembrance, where recollection will come to be held in its own capital
De las plaguas del col o de semblantz quan fayta entre las spallas e es fayta am spaza o am cotel o am lansa o am semblantz.	 Abscesses in the anus or around the anus when a fistula forms between the folds of skin and it is formed through the anal canal, or through the buttocks, thighs, or legs.
Si es percussio de lansa o de cotel, e vezes de lu la profunditat, lahoras considera mays si de la plagua yeys ventositat quan le malaute elena; lahoras sapias que la plagua es mortal.	 If it is a fistula of the thigh or leg and occurs from depth within them, doctors consider that the abscess may be fatal.
E si en lu no es profunditat e la plagua es recent am le sieu sanc, lahoras tu pauses en lu de la primieyra horo polvera, e no strenhas aquel per que no sia le sanc retengut en la profunditat de lu e que retorne al cor e que aucigua le malaute, mays pausa en lu enguent atractiu, e deslia aquela doas veguadas le dia.	 If it is not in depth and the abscess has occurred recently at that place, doctors stop trying to force it back into its cavity, and return to the heart as a precaution against infection, but do so gently, so as to prevent any harm from being done during this process.
E si l’enguent no es a tu present, lahoras tu pausa en le orrifici de la plagua coto viel per que sucque aquo que yeys de las humiditatz; e fay que le malaute dorma sobre la plagua per que corra aquo que es en lu ajustat.	 If the abscess is not to your present, doctors stop trying to remove it completely because that could be harmful if it returns from being too wet; and they place the abscess on a cushion so as for it to run in its own way which fits it best.
Mays si ja de la plagua son passatz tres dias o mays e no accideys al malaute spasme ni tremor de cor mal ni strictura de ale, e vezes las autras dispozicios bonas de lu, lahoras sapias que plagua es salva; e adonc cura aquela am calguas e am l’autra curacio entro que sia sanada.	 If the fistula has passed three days without any abscess or muscle spasms of the heart being unwell or a constriction of the abdomen occurring, and if there are good dispositions within it, doctors know that the abscess is healed; and they cure it with the proper care for the healing and another treatment to make sure it is completely healed.
Mays si la sanacio de lu es excusada, e ja tot temps es uberta, lahoras sapias que ja es fayta fistula; cura donc aquela per le sieu capitol.	 When surgery to cure it is excused, all times are over, and the pain knows that it has already taken place, so treatment must be given at once for this matter
E si la plagua es per inscisio de spaza o de cotel, e es simpla en la superficia del pietz o del dos, lahoras cura aquela am aquo que es precedit de sutura, si es gran, o am polvera, si es petita.	 If the abscess is a result of strangulation or cord cutting, and it is on the surface of the chest or abdomen, then treatment for that should follow the sutures, if large, or poultice if small.
Mays si ja ha fayta enprecio en le os, e so ja de lu inscizas pessas, lahoras tu torqua la plagua e coyta ad extrayre aquelas pessas, si so separadas.	 If you have opened the abscess in the nose, and so know that there are openings inside it, then treat the abscess by cutting away those openings if they are separate.
Mays si no so separadas, lahoras leyssa las entro que se poyresca la plagua, que la extraccio de lor es alleujada.	 If the openings are not separate, let them be opened as before and the extraction of these should be easy.
E de las autras plaguas accidentz en les autres membres le juvament en curacio es le juvament de aquo que havem dit.	 The other abscesses that occur in early treatment are the same ones we mentioned earlier.
De las plaguas del ventre.	 Abdomen's abscesses.
L’indisposicio la qual accideys en le ventre es o gran, o pauc, o migiera.	 The indecision as to whether the abscess is large or small, mild or severe must be made.
De la gran alcunas veguadas yeys le budel o nervi del budel, per que es fayta intromissio de lor e la sutura de lor esser pus vehement e pus subtil.	 If the great vessels of the body or nerve of the body has been cut and infiltrated by it, then treatment must be given through the incision with strong and subtle sutures.
E disrupcio petita es fayta dificil per autra manieyra, e siec se que la reduccio de lor es pus dificil, si no te coytes de la intromissio de lor al sieu loc tantost, quar se ubre e es engrossat per que le intrament de lu es fayt difficil.	 Small rupture is difficult to treat with any means, so if it's impossible not to make an incision there then you must treat the wound as before and the healing process will be very difficult.
E donc la milhor disrupcio es migiera, quar en aquela no es dificil la reduccio del budel, ayssi cum es dificil en las doas specias denant ditas.	 When pain arises from cold humors that infiltrate each part of the body and causes foot pain as well, it is commonly known as gout by doctors.
E sapias que sutura del ventre es segon quatre manieyras, mays doas suturas son comunas que conveneysso en suturas de las autras plaguas del cors.	 The sutures of the abdomen are usually second in four ways, and the sutures mentioned here refer to those found within the chest area.
E duas autras suturas proprias comunican a las autras plaguas, mays empero so mays proprias en la sutura del ventre.	 These two specific sutures are commonly used in both the abdominal and chest areas.
E yeu recomti a tu quascuna am exposicio e declaracio.	 Recommend that you provide an explanation or declaration for each point made.
Donc dic que quan la plagua es petita e es eyssit alcuna causa del budel per aquela, e es fayt dificil a reduzir aquel, lahoras aquo es en una de doas manieyras: o per parvitat de la disrupcio ayssi cum havem dit, o quan al budel es venguda inflacio per la frigiditat de l’ayre.	 Then say that when the hernia is small and no other cause for it can be found, then one of two ways exists: either by means of a reduction in the disruption itself as mentioned earlier, or if the hernia is caused by an inflammation from cold air.
E donc quan aquo es ayssi, lahora cove que tu scalfes aquel enayssi que tu submerges una sponga ho drap humit en aygua tebeza sola, o que coguas en aygua squinant, e cyperum, e spic, e embroques am aquela le budel entro que la imflacio sia resolvuda.	 When this is the case, it suggests that you should either squeeze or submerge a sponge soaked in warm water into their mouth only, or place it on their chest and continually rub them with warm water until the inflammation has been resolved.
E alcunas veguadas fa aquo vi en le qual ha stipticitat, e es milhor que la aygua sola en resolucio de la imflacio.	 If there are any concerns about using only water to resolve the inflammation, it is best that warm water be used instead.
E donc cum tu vezes la imflacio esser resolvuda, lahoras tu humecta le budel am aygua en la qual es coyta altea e malvas, quar per aquo es alleujat le intrament de lu am pauca causa.	 When the inflammation has been resolved and you have moistened the hernia with water that is not too hot or cold, as it helps to prevent any further causes of irritation.
Mays si es escusat le intrament de lu aprop aquesta curacio, lahoras scindeys la disrupcio un petit am strument am le qual so inscididas emorroydas.	 When you are making a small incision to open up this cavity, the pain will subside and it will become calm
E la curacio primieyra es milhor, quan es propriada que no es seccio, e no sia occupacio a seccar aprop necessitat e defaliment.	 The first operation is most important when you need to do so, and if the incision doesn't close properly or there's an infection risk, it must be attended immediately with care
Del instrument, sec se la forma de lu:	 Of course!
La una partida de lu torta aguda, e l’autra partida no-acuta, e la extremitat subtil, e no sia am la subtilitat de spatum, abantz sia obtusa un pauc.	 The first operation is sharp and the second one is non-sharp, and the subtlest part of it should be attended with the subtlety of a blade and not just its blunt edge.
E donc cum la plagua es amplificada e yeys fora le budel, lahoras cove que la sua reduccio sia segon la forma de lu natural, en le sieu loc propri, si es possible sobre aquo, quar milhor es.	 And when the swelling is very strong and you want to remove it in a safe way, make sure your incision follows its natural course as much as possible, if this can be done without causing additional harm.
Mays quan la disrupcio es ampla, e es en la partida pu bassa del ventre, lahoras cove que tu fassas jazer le malaute sobre le sieu dos, e pausa las suas cambas pus autas que·l sieu cap; e si es en la partida pus desus del ventre, lahoras tu pause le cap de lu e·l pietz pus autz que las partidas dejos.	 When the opening is wide and located in the lower part of the abdomen, make sure you place it on his back to support its head; but if it's near or at the top of the abdomen, put your hand over it to prevent it from coming out.
E semblantment si la disrupcio es en una de las doas partz del ventre, lahoras pausa la tua entencio e la tua consideracio tostemps en aysso per que la partida en la qual es la plagua sia pus auta que l’autra.	 Similarly if the opening is in one of the two parts of the abdomen, pause your entry and consideration on that side to ensure that the incision where the swelling occurred was as straight as possible.
E ayssi cove que tu aministres aquo en las plaguas grans e en las plaguas migieras.	 When joint pain arises from cold humors that infiltrate each part of the body, especially in the feet, doctors often call it gout.
E en las plaguas petitas, pausa aquo que es a tu preparat, e aprop fay que·l ministre sia entre las tuas mas pyatados, le qual tengua la disrupcio tota am la sua ma e ajusta las labias de lu, e aprop descuebre de aquela ad aquel que siec la sutura alcuna causa aprop autra.	 In the small areas of the foot, pause so that it is prepared for you and arrange to have a minister between your big toes, holding which will prevent any rupture or tear from occurring.
E aquesta es la manieyra de sutura comuna: una que prenguas la agula, o comte de agula segon la cantitat de la amplitut de la plagua; e aprop layssa de la extremitat de la disrupcio del dit anular, e strenh la agula una, otre que tu no metas fiel en las doas extremitatz de la codena, am doas extremitatz del ciphac que es dejos la codena de las partidas dedintz, entro que fassas aquela penetrar de aquela partida; e tu ja has agreguadas doas extremitatz de la codena e doas extremitatz del ciphac, e so faytas quatre ordes.	 The common method of suturing: one that pricks the ulcer or count with a needle according to the width of the wound; and place it in the extremity which prevents the rupture of the thumb from entering, holding tightly at one end of the suture the blade will prevent both hands from tearing, if done correctly.
E aprop strenh am fiel doble en le circuit de la agula, e alcunas veguadas de doas partz ensemps, e aprop agregua las doas labias e la plagua per agreguacio decent; e aprop layssa la grossitut del dit e fiqua una autra agulha en aquela, e aprop lia aquela am fiel ayssi cum fiest am la primieyra agulha; e no cesses far aquo si es necessitat am las agulhas entro que ajas complida tota la contriccio de la plagua.	 Stretch tightly around the needle's circuit, and arrange that two cuts are made at each end of it, and place both lips and wound together by joining them; stretch out the width of the thumb so another needle is inserted into it, holding tightly as you do with the first needle; and do not stop doing this unless there is a necessity for using needles until all the stitches in the wound are complete.
E sian las agulhas migieras entre groceza e subtilitat, quar las agulhas subtils mot leugierament insciden la carn; e las grossas so de dificil intrament en la codena, e donc per aquo cove que sian migieras en subtilitat e grosseza.	 When the sharp and delicate needles are inserted between softness and subtlety, the fine needles do not enter the flesh; but the coarse ones are difficult to insert, therefore choose those with both sharpness and coarseness.
E no cove que la agulha sia ficada en doas extremitatz de la codena propdana mot, per so que la carn no sia inscidida leugierament e que la plagua se huebra devant la sua consolidacio.	 Do not place the needle at both ends of the cavity towards each other in order to prevent damage to the flesh and make sure that it is placed firmly while solidifying its position.
E no sian prolonguadas de sutura per que la plagua no sia prohibida de consolidacio.	 Do not make the stitches too long so as to prevent the incision from closing up.
E aprop inscideys las extremitatz de las agulhas per so que no ledescan le malaute deves le sieu dormier; e pausaras sobre la sutura pulvils expanduts de tota partida, les quals tenguan las extremitatz de las agulhas; e layssa aquelas entro que sapias que la plagua ja es consolidada.	 Put the stitches at an angle so that they do not allow the patient to lie flat on their back and place a soft spread of total width around it, covering both ends of the needle, and leave those in place until you know the incision is consolidated.
E aquestas specias de sutura am agulhas en cal manieyra es pus convenient en las plaguas petitas, quar habasta en la sutura de lor una agulha o doas o entorn aquelas.	 The type of stitch you use depends on the size of the wound and whether one or two stitches should be used around it.
Mays la segonda sutura es cominal: e es que tu aministres am sutura las quatre extremitatz, de la codena e doas extremitatz del ciphac, en una veguada, am agulha en la qual sia fiel envolopat engual en subtilitat e grosseza.	 The second stitch is done as follows: you put both stitches at the top of the cavity and one on each side of the diaphragm in a row, with one needle placed firmly covering both sides in sharpness and coarseness.
E aprop quan am la agulha auras penetrat aquestas quatre extremitatz, reduzeys la agulha de aquela meteyssa partida de la qual comensest, per so que le fiel retrayt caja de la pus subirana partida a la plagua, per so que la sutura sia segon sutura de drap am la qual les draps so strengutz.	 When the needle has penetrated all four sides, reduce the needle from that end which starts first in order to ensure it holds firmly while tightening the stitches, making them stronger.
E pausa entre quascuna sutura la quantitat del gros del dit mendre.	 Pause between each suture the measurement of the thickness of the said member
E aquesta sutura sabo les homes.	 This suture will be done by doctors
E am tal sutura yeu cozegui la plagua la qual era accidida a un home en le sieu ventre le qual era stat plaguat am un cotel, e era la disrrumpcio de la plagua major de un palm, e era eyssit dels budels entorn dos palms del budel del mieg loc e era la disrupcio en le mieg del membre; e adonc yeu reduzegui aquel depus que le budel havia stat foro la plagua per xxiiii horas.	 This suture will fix the hernia that occurred in a patient whose abdomen was open for 24 hours, and it will close the gap between two palms of their intestine, causing a rupture in the member; and after this suture is done, if the bowel has not come out during the next 24 hours, then
E la plagua fo consolidada en le spazi de xv dias o entorn, e curegui aquel e es sanat; e aprop aquo visquec per motz ans, e es conversat en las suas disposicios.	 The patch will be closed in the space of 15 days or later, and cured after that time; and then you will examine them to make sure they are healed.
E les autres metges havian jutgat que no fora sanat; e per miracle foc, quar yeu no curegui aquel am enguent, quar era en loc en le qual enguent no era atrobat ni deguna medicina, mays pausegui sobre la plagua coto viel dos veguadas lo dia e ablucio assiduo am aygua de mel entro que foc sanat.	 Other doctors had already noticed that they were not healed; and by miracle, if you did not cure them immediately, as soon as the patch was in place on their chest two days later it became evident that nothing could heal this gap no matter how much fluid is poured onto it from morning until evening.
Mays yeu diyre dos specias de sutura proprias segon narracio de Paraula.	 You will direct the surgeons to perform a second similar surgery as described in paragraph one.
E es que tu comenses am sutura de la codena, e entrometas agulha de la partida deforo a la partida dedintz.	 The surgeon must make an incision at the place where the hernia was, and then introduce a needle from outside into the hole to close it.
E donc cum la agulha penetra en la codena e en aquel meteys lacertz segon rectetut e en longetut de tot le cos, e layssa la extremita del ciphac en le qual has entromesa la agulha; e fay penetrar en la autra extremitat la agulha de la partida dedintz a la partida deforo en l’autra extremitat del mihat.	 Then the needle must penetrate into the hernia and in that way it will go through to the end of the body, and place the other extremity's finger outside where you introduced the needle; then push the needle from the outside part of the hole to the opposite side of the member in the other extremity.
E don cum tu auras fayta aquela penetrar, lahoras tu fay aquela penetrar autra veguada en aquela meteyssa extremitat del mihat de la partida deforo a la partida dedintz; e leyssa la extramitat del ciphac que es en aquest latz, e fay penetrar la agulha en l’autra extremitat de la partida dedintz a la partida deforo.	 "When the abscess is opened, pain occurs in that part of the body and the other extremity.
E fay penetrar am aquela la tua penetracio am la qual fas aquela penetrar en le ciphac en la extremitat del mirat la qual es en la partida de lu entro que tot aquel penetre.	 "The abscess is opened, pain occurs in that part of the body and another extremity.
E aprop comensa de aquest meteys costat e cus aquel am la extremitat que es del ciphac en l’autra latz, e extratz la agulha de la codena la qual penetrec, e aprop redutz aquela en aquela codena e cos la extremitat del ciphac que es en l’autra costat am aquesta extramitat del mirat; e extratz aquela de la codena la qual es de part de lu.	 "Start from the other side of the abscess and put the needle in that extremity, then turn it around to enter the other extremity on the opposite side.
E fay aquo una veguada e autra, e fay aquo una veguada aprop autre veguada entro que tu cozes tot aquo que es deforo segon aquel eysemple.	 "After that, do the same thing for the other extremity as you did before.
E la suma de aquesta manieyra de sutura es que tu cozes am sutura de pellicies am la qual cozo las pels, enayssi que tu cozes le ciphac una veguada de la part de la extremitat de la codena, e que leysses aquela autra veguada entro que la ajas complida.	 "The sum of this method is that you sew up the skin as you do on the side where you shaved the hair, and then you sew the abscess closed one more time.
Mays la segonda specia de sutura propria la qual dieys eyssament Gualia , e aquest es de sermo de lu e per lu recomtat, es que tu cozas aquela segon semilitut am la qual alcus medicantz cozo aquela, enayssi que agreguan tota partida a la sua compar partida a lu convenient per natura; e aplican la extremitat de autre de lu e la extremitat del mirat al autra extremitat de lu, e aquo es fayt segon que yeu a tu recomti.	 "The second way of stitching is as follows: do the same thing as you did before with the abscess, except that this time sew up the skin in another part of your body, and then add all the parts together at their appropriate place on the body naturally; apply both extremities to the other extremity.
Cove que tu fiques la agulha en la extremitat del mirat a tu propdana de la partida deforo, e fassas aquela penetrar a la partida dedintz en aquel sol, e leysses dos extremitatz del ciphac; e aprop revolveys la agulha e fay aquela penetrar de foro a la dedintz en dos extremitatz del ciphac.	 "Insert the needle into your hand at the start of each trial and proceed to insert it in that hole, doing so for both hands and each finger; then withdraw the needle from that hole and go on to the next one.
E aprop revolveys aquelas cascunas, e fay penetrar quascunas de la partida dededintz entro a la partida deforo en dos extremitatz del mirat autras que so en le latz contrari.	 "Then take away those cushions and proceed to insert one finger into each hole in the other hand.
E aquesta manieyra de sutura es milhor de la sutura comuna leugiera, e es sutura de la qual precedic rememoracio.	 This manner of stitching is preferred over common stitches because it has a memory that lasts longer than others.
Aquest es le sermo de Gualia	 This is the motto of Gaul.
E mays le diyssero alcus, sutura del ventre es rectificada am dos agulhas, so es que tu entrometas en aquestas a quascunas un fiel, e comensa am intromiccio de agulha de aquo que es deves tu, e fay aquela penetrar entro al autra latz segon sutura de aquels les quals cozo les cuers engualment.	 And when sewing the abdomen use two needles so as to enter them into those holes one by one, and come from inserting a needle in that way you must do it, then withdraw the first needle and proceed with the second set of stitches used on both sides.
E sapias que quan disrupcio es en le mieg loc del ventre, lahoras la sutura de lu es pus difficil que dels autres locs del ventre.	 You know that when sewing over the belly button, it is more difficult to stitch than in other parts of the belly.
Mays le juguament de medicacio de plagua es jutgament de las autras plaguas.	 The game of treating wounds is a judgment call on whether they are serious or not.
La qual causa es quar quan tu consieguas la plagua recent am le sieu sanc denant que l’ayre altera aquela, e reduses le budel e cozes aquela e aptas aquela decentment, lahoras pausa sobre aquela polvera encarnativa.	 When you see a recent wound and think that the patient is in shock from it, reduce their blood pressure slowly.
E si le ayre ja ha alterada la plagua, lahoras pausa sobre aquela alcus enguentz les quals so a tu presens entro que fassan peyra dura e cajan les fiels, e sian consolidatz ciphac e mirat; e aprop cura aquela ayssi cum es la curacio de las autras plaguas entro que sia sanat.	 When the vein has been altered, place a cushion over that part and support it so that you can see clearly through what is to be done with hard and easy methods of healing which are also in consolidation and inspection; and as for the treatment of other veins into which there may be harm.
Mays si a tu no so presens las medicinas, lahoras pausa sobre aquela tantost, pus que comensa a getar brac, coto viel, e permuta aquel dos veguadas le dia, ayssi cum a tu e ensenhat, entro que sia sanat, quar tu no indigeysses de autra medicacio en motas disposicios quan las plaguas so simplas.	 If you are not present at the time of healing, place a cushion over that part and start by supporting it gently with both hands, changing sides as needed, until there is healing which does not require another medicine due to its simplicity.
Mays si tu temes que la plagua comunique en lesio als membres principals, lahoras cove que tu submergas lana leon en oli de trempada qualiditat, o en oli rozat, e pausa aquela en le circuit dels locs que so entre les angonas e dejos las aysselas.	 If the vein is damaged and will communicate its own nature of thickness or thinness, then place it in a loop between the veins that are on either side of them to prevent leakage from occurring.
E si sent dolor o putrefaccio en les sieus budels, quar motas veguadas aquo s’endeve, lahoras cristeriza aquel am vi stiptic negre tebe, e majorment si la poyredura es pervenguda en le budel e es fayta exitura penetrant entro la conquavitat de lu.	 If you feel pain or putrefaction in the bowels which requires medical intervention, then place a pointed cautery over it to stop it from spreading into other parts of the body.
E sapias que aquela que es del budel gros es de pus leugiera sanacio que aquela que es en les budels subtils.	 You know that those who have experienced large bowel ulcers tend to require more ease in healing, while those with small bowel ulcers can heal faster.
E es de dificil sanacio quar le budel le qual es apelat “gegunu” no recep sanacio de plagua que caja en lu de tot; e aquo es per la gran multitut de venas que so en lu e per la magnitut de lu que so en aquelas, e per subtilitat del cos de aquel, e per propinquitat de aquel a natura de nervis.	 It is difficult healing when the vein referred to as "gugguni" cannot receive treatment through the entire vein; and this is due to the great number of veins that are in it and their size, and also because of its location near important nerves and its own body's nerve sensitivity.
Mays si aquo que procezeys de la plagua es la tela, e conseguas aquela recent, redutz aquela segon la tua rectetut am la qual reduzes les budels engualment.	 When you have opened up that space on the patient's buttocks and placed a cushion underneath them, continue to massage their back as well simultaneously reducing the hemorrhoids
Mays si es passat a lu spazi e ja es feyt vert o negre, lahoras que tu strenguas aquela am fiel sobre le loc que es denigrat de lu, per so que vengua fluxs de sanc, quar en la tela so venas e arterias.	 When the space has been opened and it is white or black, make sure you keep that hand firm on the place where urine flows out to prevent any leaks in the skin
E aprop inscideys aquo que es otra aquel liament, e pausa dos extremitatz del fiel pendentz de la partida dejos de la plagua foro lu, per que sobre tu sia alleujada la atraccio de lu deves le cazement de la tela e emissio del brac de la plagua.	 If it is necessary to insert a needle into that space and the hand of the patient holding the tourniquet should be loosened from time to time, in order for you not to squeeze too tightly against their body, and release the arm
Rememoracio de las plaguas quan accideysso en le budel.	 Remember when the hernia occurs in the intestine.
Quan accideys disrupcio en le budel e es petita, lahoras es possibla que sia resteurada en alcus homes, per aysso quar yeu vi aquel le qual era stat plaguat en le sieu ventre am percussio de lansa et era la plagua de la part dreyta del stomac, e la plagua era antiquada e fayta fistula, e eyssic de lu gestio e ventositat.	 When a rupture occurs in the intestine and it is small, it may be possible to restore its function by inserting it into the anus for some time, so that it was previously placed on the right side of the stomach, it became old and had formed a fistula, which caused bleeding from it.
Adonc yeu pansegui la curacio de lu ja sia que no era confizat en la sanacio de lu, mays cessegui subtiliar aquel entro que foc sanat e le loc es consolidat.	 Once you have made sure that the closure was not infected in the healing process, may stop worrying about it and allow the area to heal properly.
E yeu pus que vi le loc ja consolidat, timegui sobre le malaute que endevengues sobre lu accident de mal en le sieu ventre; e no endevenc alcu per aquo mal accident e romas en las suas milhos disposicios mangant e bevent, e aprop entrec en banh e es exercitat en sos ditz.	 Once the area is healed and you know that it has already been treated properly for any injury to the abdomen in question, don't worry about this accident anymore, and instead focus on preventing more accidents by maintaining good posture habits and practicing correct breathing exercises.
E ja diysero alcus experimentados que quan endeve plagua en le budel, e es petita, lahoras cove que sia liada segon aquesta manieyra: e es que tu prenguas fromiguas de grans caps; e aprop ajusta las doas labias de la plagua e pausa una fromigua de aquelas que aja la boca uberta sobre las doas labias de la plagua; donc quan pren sobre aquelas e strenh la sua boca, abscindeys le cap de lu, quar adhereys e no es dissolvut.	 "The physician has already opened a space between the patient's thighs and placed cushions underneath them. He then proceeds to place another servant on their legs and another one on their chest, holding their hands.
E aprop pausa autra formigua prop la primieyra, e no cesses aquo a far am formiguas una aprop autra segon la quantitat de tota la plagua.	 "The physician then pauses for a moment and places another cushion on top of the first one, ensuring it covers all parts of the patient's body.
E aprop reduzeys aquela e cos la plagua; e romanguan aquels caps annexces en le budel entro que·l budel sia sanat; e no accideys al malaute degun nocument.	 "The physician then carefully places the intestine back into its cavity, ensuring it is not protruding and there are no complications.
E ja es possible que·l budel sia liat am fiel subtil lo qual es fayt del budel de bestia annexs am lu, pus que es mes en agulha; e es que tu prenguas la extremitat de aquestz fiels de budel, e sia mot descarnat, e aprop lia la extremitat de lu am fiel de li, envolopat, e aprop entromet aquel fiel en agulhas e cos am aquel le budel, e areduzeys aquel en la disrupcio.	 "After returning the intestine to its cavity carefully and ensuring there is no complication, he then inserts his fingers into the patient's abdomen, causing a slight pain or discomfort as it moves around. He also gently places one finger in each of the holes in the intestine, without causing any harm.
E aquesta manieyra de sutura am formiguas no es sino segon via de fiducia e d’esperansa.	 "This method is only another way to show trust and confidence.
Mays si la plagua es gran e ampla, majorment si es en un dels budels subtils, quar lahoras no es engen sino subtiliacio, e no es sanacio de lu de tot.	 "If the intestine is large or in a delicate area like one of the small intestines, then it's best to proceed with caution and not harm the patient.
De curacio de zuchem e fistula.	 With respect
Sapias que tota plagua e apostema quan se envilheseys e se Antiqua, e es fayt ulcus, e no es consolidat e geta braç tot temps e no es abscindit, lahoras, en qualque membre sia, universalment es nompnada fistula e nos la apelam aquela azukem.	 With respect, when a blister and pustule occur at the same time in antiquity, they become ulcers and are not consolidated but heal over time without any scarring, wherever it occurs on any part of the body, universally this is called a fistula and we call it that way.
E fistula segon veritat es nodacio feutrada, dura, blanqua am la qual no es dolor e a la qual es conquavitat ayssi cum es conquavitat de pena de ausel; e per aysso nompnat aquela alcus rizatz, id est pena.	 A fistula is a truth that has been proved to be reliable and durable, white as the one without pain and with an opening like the opening of venereal sores, by which it is also called that way, namely venereal ulcer.
E es en alcus homes humida, la qual geta brac; e fort leu la humiditat es abscidida en alcunas horas.	 The ulcers get moist, and when the moisture is removed from them after a period of time.
E alcunas veguadas aquesta humiditat es mota, e es pauca, e es grossa, e es subtil.	 The moisture that makes the ulcers comes to an end, it becomes dry, thin, and subtle.
E yeu ja he denant dit en la divisio, lahoras cum yeu diyssi las plaguas, que tot ulcus que no es sanat ni no es en lu nuda carn, no es aquo sino per una de ix causas: de las quals la una es o per pauquesa de sanc en le cos; o per malicia de lu; o quar entre lu e las labias es carn dura prohibent nativitat de carn; o quar es de mota legesa; o quar aquel ulcus en si meteys es poyrit e la materia que es a lu tramesa es de mala qualitat; o quar la medicina es enconvenient en la curacio de lu; o quan corrupcio catz en la regio, e es pestilencia; o per proprietat de regio ayssi cum endeve a Saragossa , en la qual es fayta difficil degestio de las malautias, e es tardada en aquela sanacio de apostema per natura; o quar en lu es os un, o motz osses.	 The ulcers are caused by one of the following causes: poverty in the body, malice towards someone, or between a hard body and soft lips, or when the ulcer itself is poisonous, or if there was some kind of mistake with the treatment, or because of corruption in that region, or because it has been difficult to do surgery on that part due to its location.
Ja e mostrat totas aquelas causas, e·ls senhals de aquelas e la curacio de lor am medicinas en la divisio.	 The doctor has shown all those causes, and the symptoms of them in order to treat their ailments on a division.
E cove assi que yeu fassa a tu saber la curacio de fistula la qual es fayta per via de operacio am ma.	 Then do as I said; go understand how to treat that fistula which is caused through an operation manner.
E sapias que fistula accideys en totz les membres del cos; quar de aquelas son fistulas que perveno a las venas grantz e arterias, o als nervis, o al ciphac, o al budel, o a la vesica, o ad alcuna de las costas, o ad alcu dels spondils del dos, o ad alcuna de las juncturas compostas per composicio ayssi quo de la ma e del pe; e de aquelas so que dan a lu propinquitat del membre principal e de semblantz.	 Then understand that fistulas can occur in any part of the body; such as those which penetrate into large veins and arteries, or nerves, or bladder, or any other location mentioned above; and they often affect the main limb and its neighbor to some extent.
E donc aquela de aquestas fistulas que es segon aquesta manieyra es de las malautias de dificil sanacio, e no recep curacio, e occupacio am aquela es trebalh e ignorancia.	 Then understand that the fistulas which are caused by this manner are of difficult to treat and not curable; one must work hard and ignore ignorance.
E si es de las fistulas alcuna la profunditat de la qual no perve ad aquestz locs que e dit, e esperas e confizas en la curacio de lu, e vols pervenir a cognicio de lu, lahoras pren tenta de eram o de ferr, e si la fistula va segon rectetut, e perquireys aquela am lu.	 If the fistulas are at this depth which do not penetrate to these locations mentioned and hope for treatment with no cure or prevent further complications in treating it; you will need a skilled doctor.
Mays si la fistula es tortuissitat, lahoras investigua aquela am tenta de plom subtil, quar plom am la levitat del sieu cors es alleujat e curvat deves la tortuositat.	 If the fistulas are tortuous, you should investigate it and attempt to use a thin needle which can reduce its severity as using a thin needle may ease and curve its course.
E si la fistula es havent motz horrificis, no es a tu possible que signifiques sobre lu am tenta.	 If the fistulas are causing terrifying symptoms, it is not advisable to try to treat them yourself.
Adonc cristeriza le orrifici per sos orrificis, quar la humiditat per la qual clisterizas aquela va deves las autras orrificis e corr de lor.	 When you have opened up the bowels for your patient's bowels, when humidity occurs that causes those to be affected and is in them both, then tell it
