Ayssi comensan las paraulas de Albucasim .	 When joints are afflicted by cold humors, each part of the body will be affected.
E aprop ajusta en la strictura del fil de plom; donc, no cesses strenher le plom granre devetz en theil, entro que sia abscindit e cayha per se ses trebalh.	 Then tighten the cloth around the wound gently, but do not stretch it too much or tear it off if it were to break away from its own accord.
Mays si theil es de grossa razitz, lahoras en la inscizio de lu es alcuna causa de temor e de paor, e majorment en aquel que es en le ventre.	 If the injury is large, then it should not be bandaged or treated with fear and worry, except in cases where it occurs in the abdomen.
Mays possibla es que tu inscindas la maytat de lu , e aprop cauteriza aquel per que no retorne.	 It is possible that you should make an incision in order to prevent its recurrence.
E aprop cura aquel entro que sia sanada la plagua.	 Then treat it so that the wound can be healed.
E guarda te que tu no presumas inscidir theil le qual es de fusca color, de pauc sentiment, de leg reguardament, quar aquel es absi cancros.	 And make sure you do not touch parts of their body that are infected with pus, have little feeling or are otherwise fragile and can cause abscesses.
E yeu vindre am rememoracio de cranc aprop aysso.	 You will remember to apply the remedy promptly after this procedure is done.
Capitol .lii.	 The end of the text.
De curacio de eminencia del umbilic.	 Care for the navel region.
Eminencia del umbilic es fayta per motas causas; o per fissuras del ciphac le qual es sobre le ventre, e yeys de lu la tela o budel segon que endeve en las autras rupturas; o per sanc le qual flueys de vena o de arceria segon que es denant dit, o per ventositat coarctada en lu.	 The navel region can be caused by several things: tears in the diaphragm that occur over the abdomen, or from tearing of the intestine when it comes out through a tear; or from a hernia; or from a blocked artery or vein if those symptoms are present instead; or from coarcted arteries.
Mays si es per fissura del ciphac e per yssiment de la tela, lahoras la color del apostema es semblant a la color del cors; e es leon ses dolor, e aprop appar de divers situament.	 When the pain is caused by the rupture of the diaphragm and suffocation due to the clothing, then the appearance of pain resembles that of the chest.
E si es per egressio del budel, lahoras le situament de aquel am lu de aquo que havem recontat, de mays vehement diversitat, e cum tu premes aquel am les tieus ditz es occultat, e aprop retorna; e fort leu es am lu so, e es magnificat mot deves le introt de banh e vehement trebalh.	 If it is due to the exit of the intestine, then you should consider that from now on this will occur frequently and violently, especially if there are severe consequences; do not neglect these things but quickly return them, because returning them will cause a lot of pain and suffering.
Mays si per humiditat, lahoras es leon e no es occultat quan premes am la tua ma, ni es constrengut, ni es cregut.	 If due to moisture, then it is similar and not caused by what you mentioned before your hand was placed or constrained; do not be concerned because there will still be pain without it.
E si es per sanc, lahoras am aquestz senhals apareys le apostema a negror declinant.	 If due to the cold, then the appearance of the abdomen becomes pale and dark.
Mays si es per carn nada, lahoras es apostema greu, gros e dur, e es ficat segon una quantitat.	 If it is because of a lump or hardness in the abdomen, then the pain will be severe, rough and prolonged for an amount of time.
Mays si es per ventositat, lahoras le tocament de lu es leon.	 If due to wind, then the touchiness will be similar.
E la operacio en lu es que consideras lahoras si la eminencia de l’umbilic es per sanc de arceria, o de vena, o per ventositat; lahoras cove que sias prohibit de la curacio de lu, quar en aquela es temor e paor ayssi cum t’e ensenhat en le capitol en le qual he dit les apostemas per arceria e per vena.	 The operation in it is what you consider to be the appearance of a hernia or varicose vein due to cold air, or wind; caution should be taken not to make an incision if there is fear and panic because in that place mention was made about arteries and veins.
E si la eminencia del umbilic es per le budel o per la tela, lahoras cove que comandes al malaute que tengua le ale sieu, e sia stant extendut; e aprop senha am tenta en le circuit de tot le umbilic, e aprop comanda a lu que stia envers entre las tuas mas sobre le sieu dos, e aprop circunda am spatum lat en le circuit del umbilic sobre le loc le qual has senhat am la tenta; e aprop exten la maytat del apostema a las partidas desus am unci gran; e aprop lia en le circuit am fiel fort o am ceda e la manieyra del liar decent.	 "When the umbilical hernia is through the intestine or through the membrane, it is customary for the doctor to order the patient to hold his hand towards between their thighs and prevent the intestine from coming out.
E aprop huebre le mieg del apostema extendut sobre le liament e intromet le dit tieu en aquel indic e quereys le budel; e si tu l’as atrobat ni guardat per le liament, lahoras tu extratz alxorati e impelleys le budel a las partidas dedintz del ventre.	 "Extend the finger towards it and make sure you're on the right track. If not, withdraw your hand from that part of the abdomen and instruct the patient to try again.
E si has atrobada la tela, lahoras pren aquel am unci; e inscideys las superfluitatz de lu.	 "If you have found it through the membrane, then move on to step two: inspect all the relevant details.
Mays si es contraria a tu arceria o vena, lahoras circunda aquel mot, e aprop retorna a la tua operacio; e pren dos agulhas e met en aquelas dos fiels fortz e entromet dos agulhas en le circuit le qual has feyt entorn le apostema en manieyra de crotz, las quals fassas penetrar; e aprop strenh le apostema en quatre partidas sobre las agulhas.	 "If your attempt fails or the vein is against you, then return to surgery and pierce two holes through which of the veins run near the finger in order for the needle to enter. Hold the finger steady while the needle enters.
E si tu vols, osta las agulhas e leyssa le loc entro que poyresca la carn extenduda e caia per si; o inscideys aquel quan es subtiliat e se poyreys, e aprop cura aquel am aquo que cove dels enguentz entro que sia sanat.	 "If you wish to extract the abscessed flesh and it falls apart or is too sensitive to pierce, then apply a cautery here in order for the surgeon to cut through that.
E si la eminencia del ombilic es de carn nada en lu o per humiditat, lahoras cove que tu conquaves le apostema ayssi cum havem dit e estraguas le sanc o la humiditat, la qual atrobas en lu, e aprop cura aquel am aquo que cove e que consolide le loc.	 When the prominence of the belly is made of flesh or moisture, then let you put a poultice on that way as they have mentioned earlier and tighten it so that it holds well in place.
Capitol .liii.	 3
De curacio de cranc.	 The treatment of cancer
Ja havem dit, en la divisio, de specia de cranc e en qual manieyra es via a la curacio de lu am medicinas, e que es squivador en lu la curacio am ferr per so que no sia ulcerat; e havem dit cranc engendrat en la mayra e cautela de la curacio de lu.	 In the division of cancer and in what manner they are treated by medical science, it is a precaution that must be observed to prevent ulcers, and caution should be taken for their treatment.
E diyssero les antics que alcunas veguadas cranc es en loc on es possibla la eradicacio de lu, ayssi cum de cran le qual es en las mamillas o en la coyssa e a lor semblantz dels membres allocat a estrayre tot aquel, e majorment quan es comensant petit.	 Those same drugs that can eliminate cancer in the location where it is possible to do so, such as in the breasts or in the abdomen and all around those parts of the body mentioned above will also help prevent cancer cells from spreading elsewhere when they start small.
Mays quan es antiquat e es gra, no cove que te propries a lu, quar yeu non pogui sanar de aquel alcu ni no he vist autre, ni que sia pervengut ad aquo.	 When it is old and frail, do not apply heat to it as you might cause more harm than good, nor will it be able to heal that wound or prevent any other wounds from occurring there either.
E la operacio en lu es quan es allocat ayssi cum havem dit, es que tu precedescas e laysses le malaute e purgues de colera negra alcunas veguadas, e aprop sagna aquel, si es atrobada replecio manifesta.	 The surgery in it is when you put the patient through as mentioned earlier, and you apply poultice to black bile drains and other similar parts of the body, and tighten them so that they hold well in place if a visible opening is found.
E aprop prepara le malaute am preparacio en le qual sia locat am operacio, e aprop prohiceys en le trauc uncis les quals cove ad aquel; e aprop concava de tota part am la codena sego bona perexcrutacio entro que no romangua alcuna causa de las razitz de lu.	 When you have opened the space between the patient's thighs, place a cushion under them and another servant on their legs, and another on their chest while holding their hands.
E layssa correr le sanc, e no abscidas aquel leugierament, e exprem les locs, e abstergeys le sanc gros tot am la tua ma o am instrument am le qual es a tu possible dels instruments.	 Place the knife and do not remove it from the area while you examine the location, and wipe off any blood that may be present on your hand or instrument.
Mays si a tu fa contrarietat de sanc gros inscizio de vena o de arceria, lahoras cauterisa aquela entro que·l flux del sanc sia cessat, e aprop cura aquel am l’autra curacio entro que sia sanat.	 If the bleeding from the artery or vein is excessive, then burn it off while the flow of blood has stopped, and apply another remedy to restore its health afterwards.
Capitol .liv.	 "He lives.
De curacio de ydropici.	 Dropicure.
Nos ja havem recomtat, en la divisio, de las specias de ydropici de l’aygua, e les senhals de quascuna especia, de la curacio de lu am medicinas.	 We have already recommended in the division of each species of dropicures from water, and the symptoms associated with each one, for medical treatment.
E aquela la qual es curada am ferr no es sino la specia de althitas sola, e no es aproximat am ferr a la specia de timpanistres ni a la especia de yposarcha, quar aquo es mortal.	 That which is cured by burning alone is the species of heatstroke only, and it does not apply to the species of tinnitus or species of deafness, as that one is fatal.
E quan tu ja has medicat aquesta especia de ydropici timpanistre am medicinas e no comfereys la tua medicacio, lahoras considera, quar si al malaute ja es conseguida debelitat, o es am aquel autra malautia otra ydropici, ayssi cum si es en lu tos o cos de ventre e semblant ad aquels, lahoras guarda te que no le mediques am ferr, quar temor es sobre aquo.	 If you have already treated that species of dropicures with tinnitus and the symptoms do not coincide with your treatment, then consider if the illness has been resolved or is instead another kind of ailment of dropicures elsewhere in the body, such as the stomach, etc., then remember to not apply any medicine on it because fear is prevalent regarding this.
Mays si tu vezes le malaute de vertut exuberant, e am lu no es autra malautia sino ydropici tant solament, e no enfant ni vielh, lahoras la manieyra de la operacio de lu es que tu eleves le malaute entre las tuas mas, e le ministre aprop lu exprema le ventre de lu am la sua ma, enpellen la aygua a la partida dejos del pentenilh, e aprop pren spatum spinos segon aquesta forma:	 "When the patient is having an excessive flow of urine (from being overactive bladder), and it's not just incontinence but also dropsy, then doctors order to elevate the legs between their thighs, minister by placing a cushion under them, another servant on their legs, and another one at the chest holding hands.
sia de dos partz agudas lonc, de aguda extremitat ayssi cum spatum; mays empero sia en lu alcuna brevitat petit a petit, per so que en la operacio am aquel no passes entro al budel, e que ledas aquel.	 "In the two parts that are close together and sharp extremities like this servant: do not let it pass through in little by little, for then in the operation of such is to prevent its passage.
E aprop considera si la generacio de ydropici es de part dels budels, quar lahoras cove que tu am la seccio te alonhes del ombelic per la quantitat de tres ditz a las partidas dejos, en le dreyt de lu sobre le pentenilh.	 "And in addition to that, if the generation of dropsy is from parts of the bowels, then it is customary for you to put on three sheets at intervals between the abdominal walls.
Mays si la generacio de hydropici es per malautia del fietge, lahoras la tua seccio sia sinistra del ombilic per tres ditz.	 "And if the generation of dropsy is due to an overactive bladder, then it is customary for you to put on three sheets at intervals between the left abdominal wall.
E si la generacio de lu es per la melsa, lahoras la tua seccio sia en le las dreyt.	 "And if generation of dropsy is due to a soft stool, then it's customary for you to put on three sheets at intervals between the buttocks.
E no cove que la tua seccio sia sobre le costat sobre le qual vol jaser le malaute per que no corron las superfluitatz ad aquel loc freul.	 "And do not place your sheet over the side where you want to elevate the patient's leg, so that it doesn't come out of the superfluous things at this location.
E aprop perfora am le instrument tota la codena, e aprop entromet en aquela seccio, e eleva la tua ma am le spatum entre la codena e·l siphac, e tu excorja aquel; e si’ la quantitat de una ungla o enviro.	 "Apply the instrument completely to the vein, enter into that section, and lift your hand towards the surface between the vein and the artery, and remove it from there; if necessary count one or more strokes.
E aprop perforo le ciphac entro que pervengua le spatum al loc vuoyt, e es loc de l’aygua.	 "Apply to the phlegm at the spot where it enters into the body.
E aprop extratz aquel e entromet un instrument del qual aquesta es la forma:	 "Remove that thing and enter an instrument of which this is the form:
e es semblant a canula de argent subtil; es fayt de argent o de eram o de lato leon, al qual en la partida pus bassa de lu es un petit trauc, e en les costatz de lu so tres traucs: dos de una partida e un del autra partida; e fayta es la extremitat de lu insciza segon la manieyra de pluma, ayssi cum vezes:	 "It is similar to a needle of thin silver. It can be made of silver or gold wire, and in the part where it enters into the body there are three holes; two on one side and one on the other side; and its tip is pointed like a feather.
E en la extramitat de lu pus sobirana es armilla, quar quan le instrument perve al aygua, lahoras aquela tantost deysen sobre le instrument, donc evacua de l’aygua en la ora miega quantitat, quar si tu evacuas de aquela mes que no cove en la hora, fort leu mor le malaute per resolucio del sieu spirit animal, o accideys a lu cincopi que es appropinquada la mort.	 "In the part of it where it enters into the body there is an armillary wheel which indicates how much water remains in that instrument; when you remove water from it be careful not to cover all at once, for if you do so too suddenly and without warning, then a bad reaction occurs within the patient's spirit animal, or you may die.
Mays evacua de aquela segon la quantitat de la vertut de lu e segon que significan a tu las disposicios del malaute de la vertut del pols de lu e de la bontat de lu.	 "Remove it by the amount of water in it and also according to its disposition towards your patient's spirit, as well as the location on his body.
E aprop extrats le instrument, e rete l’aygua la qual causa es quar tantost es retenguda per la codena la qual rete le trauc que es sobre le ciphac del qual e recomtat a tu que perfores aquel segon aquela manieyra.	 "Prepare the instrument and apply water that causes so much pain, as it will be applied to the channel where you should put your hand.
E aprop itera le instrument al autra dia si vezes le malaute tollerant aquo, e extratz de la aygua petita quantitat, e fay aquo per alcus jorns sobre temor, e guarda te de error entro que no romangua de l’aygua sino pauc.	 "Apply the instrument on another day if the patient tolerates it well and extract a small amount of water, apply this to the palm of the hand for several days with fear, keep from making an error unless you do not run out of water.
Mays si tu temes sobre le malaute, e leyssas de l’aygua gran quantitat, lahoras cura aquel am sepultura en arena cauda, e mota suzor en banh, e al solelh espere per lonc temps; e cura aquel am medicinas dessicativas entro que sia sanat.	 "If you are afraid of the patient and leave them a large amount of water, cure him with burial in sand, move his body to bed, and expose it to the sun for a long time; and cure that with desiccating medicines so they may be healthy.
E cauteriza sobre le stomac, e la melsa e·l fitge aprop la extraccio de l’aygua, segon que yeu he recontat en aquo que es precedit.	 "Burn over the stomach and the small intestine apply water extraction as described above.
Capitol .lv.	 "The capital of Latvia.
De la curacio dels enfants les quals so natz les locs de la urina no-perforatz.	 "In the care of children whose urine does not perforate, they are located in a non-penetrating area.
Alcunas veguadas alcun dels enfantz es eyssi del ventre de la sua mayre e·l cap de la sua mixtio no es perforat (o es trauc streyt o no es en son loc).	 "Some of the children are located in a belly area that is not perforated, or if it is difficult to reach them from their head.
Donc cove coytar am perforacio de lu tantost que es nascut am spatum mot subtil segon aquesta forma:	 "Therefore, use caution when making the perforation as fine as possible in this manner:
E aprop pausa en le trauc un clavil subtil de plom e ligua aquel, e te per tres jorns o per .iiii.tre.	 And place a fine cloth on it, tie it up well, and wait for three days or more.
E quant vol urinar sia remaugut e hurine; e aprop retorne aquel.	 When you want to urinate, let the bladder be released and returned.
E si tu no pauses le plom, ja es possible que la urina la qual va sobre le loc, no leysa aquest claure.	 If you do not place the cloth, urine that comes out of the area may leak through this hole.
Mays aquel del qual le trauc es streyt sia medicat am clavil de Plom, ayssi cum havem dit, per trops dias entro que sia amplificat.	 The bladder which was tied up with a fine cloth should be released and returned after several days to expand it
Mays aquels en les quals es le trauc no en son loc, so leditz, la qual causa es quar de aquels, aquel que es nat e·l trau es deves la fi del cap de la vergua per que no pot urinar a las partidas dedintz, entro que eleva la vergua am la sua ma a las partidas desus; e no es a lu generacio, per so quar le sperma no pot pervenir a la mayre segon rectitut, e es malautia mot laga.	 If the bladder is not in its place, it will cause pain and may lead to injury if you try to urinate as expected, especially for men who have difficulty urinating due to enlargement of the prostate gland; this can be caused by medication or surgery, leading to a decrease in semen volume which can lead to reduced sexual performance.
E la manieyra de la operacio en lu es que·l malaute sia envessat sobre le sieu dos, e aprop exten le cap de la vergua de lu am la tua ma sinistra am vehement extraccio, e inscideys le cap del cap de la vergua del loc del perpucii am spatum agut, ayssi cum es inscizio de pluma, o que tu ne razas alcuna partida, per so que·l mieg de lu vengua semblant al cap de la vergua e que le trauc caia en le mieg loc segon que cove.	 The operation procedure is that the patient should be placed on his back, and extend his head towards your left hand as if you were about to give him a stroke; then hold the top of the bladder against your chest with both hands, while inserting the probe into it.
E guarda te que en la tua operacio de flux de sanc, quar motas vetz accideys aquo; e pausa te a lu am aquo que abscindeys le sanc, e cura la plagua entro que si’ sanada.	 Remember that in your operation for the flow of urine, any mistakes can occur here; so pause and check it to ensure everything is fine, then proceed with treatment if necessary.
Capitol .lvi.	 When joint pain is caused by cold humors that infiltrate each part of the body
De albater le qual accideys en le prepucii en le cap de la vergua e de corropcio e negror e adherencia del prepucii del cap de la vergua.	 And if a hernia or intestine protrudes through the pores of the head, neck, chest, abdomen, and groin,
Motas veguadas accideys aquest albater en la vergua e es eminencia de carn laga.	 And if an abscess or inflammation of the skin arises from this ulcer on the body,
E de aquela una es maligna e autra es no-maligna.	 Whether it is malignant or benign,
No-maligna, cove que suspendas am unci subtil e abscindas aquela entro que aquela mondes tota; e aprop pausa sobre aquela coto submirgit en enguent egipciac; e aprop aquel, cura le am enguent diafinicon entro que sia sanat.	 And if you want to prevent it from spreading completely and quickly, do so with a subtle cautery that removes the abscess entirely; and place your hand over the area until the wound is healed.
E si albater es maligna, de lega color, lahoras cove que tu aministres cauteri aprop la inscizio de lu e la razio de lu.	 And if the abscess is malignant, do so with a colored cautery on the incision and edge of it.
Mays si albater es en le prepuci del cap de la vergua no-circumcis, e la una partida de albater es dedintz le prepucii e l’autra partida es defora, lahoras cove que tu ostes albater le qual es dedintz al comensament entro que es consolidat; e lahora tu cura aquel deforo, quar quan tu curas aquel ensemps le prepuci, no es asegurat que no sia trinquat.	 And if the abscess is in the prepuce of the head, you place a bandage over it to prevent spreading until it is consolidated and heals completely; then cure that area when you heal the rest of the prepuce, but it's not guaranteed that it will not be left.
E ja eysamen accideys en les genetius e en le prepuci negror e corruccio, adonc cove que tu conquavas tot aquo que ja es denigrat e que ja se vol corrompre o que ja es corrumput; e aprop lineys sobre aquel aprop aquo am mel, le qual es contusit am farina de scorsa de milgrana e de errs trissatz e crivellatz.	 And if it happens in the genitals and prepuce, as long as you have conquered this which is corrupted or has been corrupted; then place your hand over that area to make sure nothing comes out from there, using a mixture of flour, water, salt, and vinegar.
E aprop cura aquel am l’autra curacio entro que sia sana.	 The first sentence means that the cure or treatment for this ailment will be discussed next.
Mays si endeve flux de sanc, lahoras aministra cauteri lunar segon aquesta forma:	 If the inflammation is severe, then apply a cautery as follows:
quar cauteri juvatiu es a dos disposicios ensemps, so es a flux de sanc e a la plagua quan es corrumpuda.	 A young cautery has two settings - one for inflamed wounds and another for when the abscess is ruptured.
E si le cap de la vergua es corrodut e es destruit tot en la hora, lahoras cove que tu intrometas en lo meat del prepucii una canula de plom per so que le malaute urina per aquela.	 If the head of the abscess is broken and destroyed at that time, then put a needle through the urethra to drain out the infection from it.
En la adherencia del prepucii am le cap de la vergua (et aquesta adherencia no accideys sino en aquel del qual le prepucii es sa, e sobre lu no es exhigida circumcizio; e quan accideys adherencia per plagua o per apostema) cove que excorjas am spatum obtus entro que sia dissolvut le liament e sia deliurat le cap de la vergua de tota partida.	 In the adhesion of the urethra (and this adhesion should not occur, unless it occurs in the one that the urethra is open and over which there is no requirement for circumcision), you must excoriate the opening to dissolve it completely and release the head of the abscess from all parts.
E si es dificil desirnir aquelas exquisidament, lahoras cove que tu excorjes am spatum alcuna causa del cap de la vergua e del prepucii, e aysso es quar le prepucii, quan es subtil, fort leu es perforat per la sua subtilitat leugierament.	 If it is difficult to remove this completely, then you should excoriate the opening of both the abscess and urethra, and in that case if the urethra is perforated by its subtlety, the wound will be penetrated further through its subtlety.
E aprop separa entre·l prepucii e·l cap de la vergua am dra7 de li subtil, le qual ja es mulhat en l’aygua frega per que no adherescan autra veguada.	 To separate the urethra and head of the abscess from each other with a needle that has been soaked in hot water to prevent any further adhesion.
E aprop sia curat am vi stiptic entro que sia consolidat.	 After this treatment is applied, ensure it is solidified.
Capitol .lvii.	 When joints are painful due to cold humors that invade each part of the body, especially in the feet, doctors call it gout.
De mundificacio dels enfants e de la curacio de aquo que accideys ad aquels de circumcisio.	 Circumcision care and management of children.
Circumcisio no es solucio de continuitat ayssi cum las autras plaguas: mays empero cum sia de la nostra operacio e de nostra voluntat, e lus de aquela sia propriament en les enfants, es necessari que asignem en aquela milhor operacio e via pus leugiera perdusent a salut.	 Circumcision is not the solution to continuity as such, but since our operation and will, and theirs from that it was specifically for children, we need to assign that surgery through which may be cured of health problems.
Donc dic que les antics no diyssero circumcisio en alcu dels lors libres, quar no n’usan en las suas leys, e no es sino quar havem aquisit per speriment, la qual causa es que yeu he atrobat la major partida dels artifexs e dels barbies usar circumcisir e mundificacio am novacula e am torores; e usan de liament am fiel e de inscizio am la ungla.	 Circumcision is not recommended for the free children, because they do not use in their laws and is just that by experimentation, which causes you to find a major part of the symptoms and sores among those who use circumcision and also have a faithful faith and the same religion.
E yeu ja he prohadas totas aquestas manieras e no atrobegui milhor mondificacio am forfexs, am liament am fiel que en mondificacio cum la ungla, quar motas vetz efugeys la codena pus desus, quar la codena del prepucii a dos tunicas, e roman la tonica pus dejos, e fort leu es forsat ad autra inscizio e dolor sicura.	 You have already prohibited these manners and did not find the best circumcision care among those who practice it, from faithful faith that in circumcision with the same religion, which may avoid the code of the prepuce to two tunics, Roman toning pus of them, and fast le easy is to another pain.
E am mundificacio le qual es fayta per alphecati, e es digital, del qual usan les sabatiers, no es segurada la inscizio de la extremitat del membre viril, quar fort leu intra en le trau de lu.	 Circumcision that is done by alphacation and digital, which use the tailors, not sure of the incision on the extreme part of the male member, which may be in trouble.
Mays en la operacio am ungla, fort leu obazeys ferr e corromp la tua operacio.	 During the operation be very careful, don't mix up or damage your work
E la codena del enfant es breu per natura, e motas veguadas nays en tal manieyra que no ha necessitat de mondificacio, e yeu he vist aquel.	 The child is born with a short nose, and the mother was not mistaken in this matter so that it has no need for treatment, except as they saw
Mays de la mondificacio que·s fa am forfexs e liamentz am fiel, la bontat, experiment descrobic a mi, quar las forfexs so de proporcional inscizio, per aquo quar la acuitat que es desus es ayssi cum la acuitat que es dejos; e donc cum tu premes la tua ma so proporcionadas dos acuitatz, e inscideysso segon una comperacio en un temps; e es fayta compressio del fiel am figura contenent la codena de la vergua de tota partida, am le qual no catz error de tot.	 The best remedy is to apply the ointment daily, gently and consistently, with your fingertips in a way that ensures even distribution of the medicine throughout the affected area, so that it reaches every part; this allows for regular treatment, which can be continued until all symptoms disappear.
E la manieyra de la operacio primeyra es que tu fassas estar le enfant majorment si es de aquels que entendo un petit, que no fassas sino que tu lies le fiel en la sua vergua tant solament, e que leysses aquel entro al autra dia.	 The priority of the operation is to keep the child as quiet as possible if it's just a minor issue, and not apply any ointment on their face unless you see an actual injury, only applying that every other day.
E aprop fay aquel alegrar en tota aquela manieyra que es a tu possibla de aquo que recep la sua intelligencia.	 And remember to use good judgment when it comes to the best course of action according to your own intelligence.
E aprop fa aquel estar entre las tuas mas estatuir preparadament, e no sia ges cezent; e occulta las forfexs en la tua ma o dejos le tieu pe, que l’enfant no veia aquelas ni degun autre dels instruments.	 Ensure that the ointment is spread evenly on your fingers and avoid touching anything else with them to prevent any damage to your child.
E aprop entremet la tua ma a la vergua de lu e suffla en la codena, e tira aquela entro que sia eyssit le cap de la vergua, e aprop mondifica aquel de aquo que es agregat en ela de sordicia.	 Apply the ointment to their face and cover it with a cloth or bandage, making sure that nothing touches it except for your fingertip, then place something over the top of the bandage to prevent any scratches from underneath as well.
E aprop lia le loc signat am fiel dobla, e aprop ligua pus bas de aquel un petit le segon liament, e aprop te am le dit pous e endic tieu le loc del liament dejos am bona retencio, e inscideys entre dos liaments.	 When you have placed a cushion under them and another servant on their legs, and another on their chest, holding their hands, here comes the first sentence to translate.
E aprop eleva la codena sus leugierament e estratz le cap de la vergua; e aprop leyssa le sanc corre petit e petit, quar es milhor ; e pausa polvera desus e sobre la polvera pausa drap en le qual es spandut mugol de huou coyt en ayguaros concosit am oli rozat recent bo; e layssa aquel sobre aquel entro al autra dia; e cura aquel am curacio entro que sia sanat.	 The servant raises the head of the cushion and stretches it out, after which he lies down on it gently, resting his face there. He will continue doing this for a long time until the pain stops coming from the inflamed part. After that day, he goes to bed in the same position, because laying flat has healed that spot recently.
La forma de las forfexs a mondificacio, aquesta es la forma:	 The shape of the forehead is making
Sian las unas extramitatz no-talhantz e las autras sian talhant, que non sia yssit le ram del clau, e sia la longitut de las doas acuitatz ayssi cum la longitut de dos manubres engualment.	 The fingers on the outer part and those in the inner part are not equal, unless it would be a hand deformity, because otherwise their length is different as well.
Mays la error en mundificacio es quar fort leu efugeys la codena intrinseca tota, o partida de lu deves la inscizio.	 The error in shaping the forehead occurs when the intrinsic muscle becomes too tight, or it is a part of the body that should not be touched.
Donc cove que tu extendas aquela de la tua hora am la tua ungla denant la apostemacio del loc e que inscidas aquela segon equalitat.	 So you stretch that in your hand and put that on top to straighten it out, and then place the other one equally.
E si no la podes tenir am la tua ungla, lahoras extratz aquela am unci e inscideys aquela.	 And if you can't hold onto your hand, stretch that by itself and put it on top of that one.
Mays si son passatz tres dias, e roman aquo que es imflat dejos la vergua apostemat, lahoras tu leyssa aquo entro que sia cedat le apostema caut, e excorja aquel am fecilitat, e inscidex aquel segon que a tu es preparat.	 When the three days have passed and one sees that it is flattened by putting on vinegar, the pain will subside when the finger nail is inserted, and once removed, will cause inflammation, and the second time causes scarring
E guarda te del cap de la vergua, quar no nosera a lu aquo.	 The head of the vinegar bottle should be covered to prevent it
E donc cura aquel am aquo que la plagua consolida de las polveras las quals havem recomtadas en le tractat de las polveras.	 Then cure that which consolidates with powders as mentioned in the book of powders.
E si es inscidit de la codena sobre mesura, e obezeys a las partidas desus, aquo no notz a lu.	 If it is necessary to cut off the end of the cord, and you will divide the threads into even parts, there should be none left over.
E mays cura aquel am aquo que havem dit entro que sia sanat.	 Then cure that which has been mentioned as being good for health
Capitol .lviii.	 Chapter 88
De curacio de urina retenguda en la vesiqua.	 Treatment of retained urine in the bladder.
Retencio de urina en la vesica es fayta per oppulacio fayta per peyra o per sanc congilat, o per poyre o per carnada, e semblantz ad aquels de aquo que havem dit de las manieyras de curacio en la divisio.	 The treatment of urine retention in the bladder is done by pressing down or by pushing out through the urethra, or by passing it through a tube inserted into the urethra, and such as are mentioned in the division for urination.
E si no es dissolvuda la urina, e veses retencio de lu esser per peyra le qual ja es en le col de la vesica, lahoras cove que le malaute sia encorbat sobre les sieus denolhs.	 If urine is not dissolved and the bladder continues to hold it inside, doctors will urge the patient to urinate with force through their urethra, which is in the bladder's neck.
E aprop conponeys les pes de aquel sobre le sieu dos e extendas le sieu ventre de la partida pus desus del sieu dos, e le malaute estrengua le sieu ale tant quant es a lu possible.	 Place the patient's buttocks over their back and spread them apart from one another while keeping their legs together, so that they may urinate as far as is possible.
Donc lahoras le col de la vesica es costreyt ha espulsio de la peyra a las partidas detras, per que la urina es absolta.	 Thus, when urine is expelled from behind due to an issue in the bladder's urethra, it is released without holding back.
E si no es dissolvuda am aquo que havem dit he vehement es fayta la causa sobre le malaute, lahoras cove que aministres extraccio de lu am instrument le qual es apelat siringua, del qual aquesta es la forma: Sia de argent e sia subtil leon conquau, ayssi cum canula de pena de ausel am subtilitat de ray lonc en similitut d’un palm e mig, al qual sia cana subtil en le cap de lu.	 If the urine is not being held back as you mentioned earlier, when it comes to the urethra of a patient, then doctors use an instrument called a catheter, which has two forms: one made of silver and another made of fine linen, both with small holes that allow for painless urination in great subtlety.
E la manieyra del eyssiment de la urina per aquel es que prenguas le fiel doblat e lies en la extramitat de lu lana o coto per bona liadura; e entrometas las extramitatz del fiel en la partida dejos de la ciringua, e inscideys am las forfexs si superflueys alcuna causa de la lana, mays intromet la en la canula am vehemencia E aprop enongeys la ciringua am boder e am album de huou.	 The method of urination is to squeeze tightly and hold the outside part or edge gently in order for it not to leak; when inserting into a catheter, you must insert it with force but gently pull out at its end.
E fay cezer le malaute sobre la selha, e embroca la vesiqua de lu e la vergua am olis umitz, e oli de oliva e ayguaros.	 After the bladder has been opened and a cushion placed under it, insert into the urethra of the patient gently, while also pressing firmly on his abdomen and holding onto his elbow.
E aprop entromet la ciringua am facilitat entro que pervengua a la razit de la vergua; e aprop dobla la vergua desus a la partida del embelic; e aprop empelleys la ciringua dintz aquela; e aprop empelleys aquela entro que pervengua a la vesica, e aquela centa le malaute esser pervenguda a la causa vuoda, e no es fayt asso segon aquest orde, sino le meat en le qual va a tortuositat.	 Insert the catheter into the urethra slowly so it passes through to the root of the penis; then bend the penis at its base and pull it out gently (but not too far), ensuring that urine does not leak from anywhere else than the bladder, which should be kept open for now.
E aprop exten le fiel am la lana petit a petit, quar la urina siec la lana.	 And stretch gently at the small of the back little by little, where urine will soon follow
Aprop extratz aquela e fay per curacio urina, e usa ciringua, no cesses fer aquo e usa ciringua entro que sia evacuada la vesica e le malaute atrobe alleviacio.	 Stretch it gently and apply a poultice to relieve the pain in the bladder and urethra,
Capitol .lix.	 "The end of the book.
