Ayssi comensan las paraulas de Albucasim .	 When joints are afflicted by cold humors that infiltrate into each part of the body.
E si es prohibit am tot aquo que havem recomtat, lahoras pren de musellage de altea e de goma dissolvuda, e percuteys tot en le mortier per bona percussio, e aprop linieys am aquo le conh de la femna, el pus bas del ventre de lu.	 When joint pain is caused by cold humors that infiltrate each part of the body and pain occurs in the feet as well, it is customarily called gout by doctors.
E aprop fay aquela cezer en aygua tebeza, entro que consegua les ypocondias.	 And if it's necessary to make points on the surface of the foot, then do so with a pointed cautery.
E cum vezes que las partidas dejos de lu so lenificadas, lahoras fay a lu subfumiguacio de mirta e sub-pausa aquela a lu.	 And if it is necessary to lubricate the passages of urine and feces as well, doctors suggest doing this with a pointed cautery.
E quan te la sub-fumiguacio per una hora, lahoras tu la fay sezer sobre una cezelha, e aprop fay aquela stornudar e extrenh la boca de lu, e levas de aquela, e prem la partida pus bassa del ventre de lu am leugiera compressio, quar le fet sira tantost foro-getat.	 After a half hour of lubrication, doctors suggest putting the pointed cautery on your finger and gently press it against the mouth to prevent vomiting and hold it there while applying gentle compression over that part to prevent the vomit from coming out too forcefully.
Eyssiment del fet sobre les sieus denols e las suas mas.	 First, cover up the patient's nose and mouth as well.
Quan le fet eyssira segon aquesta forma, lahoras tu engenies en entrometen las suas mas petit a petit; e aprop la femna stia evessada sobre le sieu col, e les pes de lu pengo en jos, e aquelas sia jasent sobre le lieyt, e complegua las suas mas.	 After the patient has become quiet in this manner, doctors insert a small tube into their nose one by one; then place the woman's hand over their chest to prevent them from spilling out of it as well as putting their hands on their feet and compressing their legs.
E aprop prem sobre le ventre de lu petit a petit, e aprop extratz aquo que es dejos les pes de lu de las aurelhas entro que sia preparada en la partida pus dejos.	 After placing the hand gently over the patient's stomach one by one and then remove them from their ears until they are prepared for the next part of the passage.
E si le fet no es fora-getat, lahoras pren les pes de lu e mau aquels am movement vehement, e aprop prem aquo que es sobre les ypocondres petit a petit entro que le fet puege a las partidas desus.	 When the body part is not yet fully relaxed, then lay on its weight and apply this ointment to strengthen it gradually until it can move independently again
E aprop entrometa las suas mas e engualhe le fet petit a petit, e comanda a la femna que se exprema entro que le fet sia foro-getat.	 Stretch out the limbs little by little and order them to try to come free so that they are fully relaxed
Eyssiment del fet latutidinalment pendent una de las suas mas.	 Stretch out the lower part of the body gently for a while.
Sia engeniat en reduccio de la ma de lu, mays si no podes aquela reduzir, lahoras eleva la femna e fe aquela anar.	 Reduce the pain in her hand if you can't reduce that leg.
E si anar no pot, lahoras fay la jazer sobre le lieyt, e concuteys las coyssas de lu am concussio vehement, e aprop aministra liamentz les quals yeu e recomtatz de mucillages.	 If not possible, lay the gauze on its side and quickly apply a compress with warm damp cloths to relieve it.
E si es vengut le enfantament, lahoras fay aquela sezer sobre cezelha, e aprop studia sobre la reduccio de la ma, e enguala le fet segon figura natural, e fay stornudar la femna e comanda a lu que comprema a si entro que sia foro-getat.	 If it is hurt and cannot move, lay that limb flat on the ground and encourage it to relax naturally as much as possible, then force its opposite side again to make it free so that it can move independently again.
Eyssiment del fet sobre·l col expandudas las suas mas e la fassia de lu es al dos de la sua mayre.	 Stretch out the upper part of the body gently for a while.
Cove que la matrona tengua la ma del fet e aprop revolva aquel petit a petit, e eque aquel am facilitat.	 Have her hold on to the foot of the patient and slowly revolve it little by little in order to facilitate its movement.
E cum es e quant so es engualhat, e lahoras pausa sobre le conh de lu aquo que havem recomtat de oli e de mucellages.	 When you do this as directed and pause over the head of him at that point we recommend applying oil and cloths for lubrication.
E aprop comandas a lu que·s maugua petit a petit, e quan auras feyt aquo, lahoras fay aquela cezer sobre una cezelha e comanda li que sia inclinada sobre le latz dreyt, e aprop comanda a lu que sia compremuda; e fay aquela stornudar am condizi.	 "Apply the ointment gradually and when you've finished applying it, instruct them to lie down on their right side.
Exitus foetus praeparati super latus.	 A child is being born
Quan deyssen a horrifici de la mayre segon aquesta manieyra, considera, e lahoras tu inscideys la segondina am la tua ungla entro que sia evacuada de la humiditat.	 When it comes to the second of the three tasks that are part of this procedure, consider that and instruct your assistant to remove any excess saliva from your tongue
E si le fet es suspendut sobre la cara e·l col de lu, lahoras tu inscideys aquela del embelic, per so que no sia retengut e mora.	 If the task is suspended over their face and neck, instruct them to remove any excess mucus so it does not stick or drip.
E aprop empelleys le fet a las partidas dedintz entro que pauses aquel segon que cove, e manda a la femna que comprema a si alcunas veguadas, e el sira fora-getat am eyssiment leugier, si Dieus o vol.	 Then instruct the assistant to perform the next task when you've given them permission and ask the woman to check if there are any vegetables or herbs in it, otherwise proceed with the remaining tasks as planned.
Exitus geminorum aut foetuum multorum.	 Either of twins or multiple births
Sapias que gemels motas veguadas so natz, e alcunas vetz naysso tres o quatre , mays aquo es estranh e tart s’endeve; mays v so causas foro natura, e no vivo.	 Do you mean that multiple births are caused by nature or life itself?
E conte aquelas, ja sia que sian montiplicatz, una segondina, e son seperatz per ciphac, distingen aquels enter le liguament en l’ombilic de cascun de aquels E alcunas veguadas so foro-getatz ayssi cum es un fet per eyssiment natural leugier, e so eysitz alcunas veguadas per eyssiment no-lausabla ayssi cum havem recomtat.	 Do you mean that either twins or a second child are separated at birth because of an umbilical ligament?
E si son dificils alcus de lor deves le enfantament e perveno ad aquo que havem dit de las figuras no-naturals, lahoras tu cura aquels ayssi cum havem recontat.	 When joint pain is caused by cold humors that infiltrate each part of the body, and when the feet are affected, it is customarily called gout by doctors
E si’ la matrona subtil e fassa aquo que fa am facilitat e subtilitat, e am tarditat, e sia ingeniat segon tota figura segon que es a lu preparat de l’engen amenant a salut.	 And if the mistress is subtle and capable of doing it in a simple and delicate way, without delay, and has ingenuity beyond any other figure when preparing for health
Rememoratio eius quod formatur in matrice ex embrionibus et Abortiuntur.	 To remember that they are formed from the embryo and will be aborted.
Alcunas veguadas son formatz en la mayre un, e dos, e tres, e quatre, e v, e vi, e vii, e mays x, e ja es deves mi verificat que una femna abortem ne getet vi, e una autra x totz formatz, la qual causa fo fayta per mensuracio dels glorios savis.	 The ovaries are formed in the first month, and also in the second, third, fourth, fifth, sixth, seventh, eighth months; and from them it is necessary to check that a woman who has aborted once will abort again, and another one may be formed which causes this affliction through measurement of the glory holes.
E tot aysso cove que sia en la sciencia de la matrona quar fort leu ad aquela parve semblant de aquo, e donc opause se ad aquo am so que cove.	 Therefore, it is in the science of the mistress that she may be very light and similar to this, but also pause herself from doing so as much as possible.
Capitol .lxxvi.	 The sixty-sixth chapter
De extraccio del fet quan es mort.	 About the extraction of the fetus when it is dead
Quan tu curas le fet mort am aquo que havem dit en la divisio de la medicacio e no es defora eyssit, e tu yest forsat usar de opperacio am ma, lahoras cove que consideras si la femna es de sana vertut e no es am alcu dels accidentz per les quals sobre ela es temuda perdicio.	 When you cure the dead fetus as stated in the division of medicine and it is not forbidden by law or custom, use your best judgment to determine whether the woman is a healthy one without being subject to accidents for which she was warned could result in loss.
Lahoras cove que la femna sia envessada sobre le lieyt sobre le sieu dos, e sia le cap de lu enclinat enjos e las coyssas de lu sian elevadas.	 The woman lies on her back over a table or bed with her feet elevated and the head of the patient is tilted to their chest while cushions are placed between her thighs
E·l ministre tengua aquela de doas partz o sia liada en le lieyt per so que·l cos de lu no se extenda deves la extraccio del fet.	 The minister has that of the two parts laid on a table to prevent the body from extending towards the exit of the anus.
E aprop tu humecta la boca de la mayre de lu am olis humitz e am mucellage de altea e de fenugrec e de semensa de li.	 And you should lubricate the mouth of the larger patient with saliva, and mucus from other places as well.
E aprop unte la matrona la sua ma am aquels olis e mucellages, e aprop entrometa la sua ma am fecilitat en la mayre, e aprop cerque am la ma loc en le qual fique les uncis en le fet.	 And you should lubricate the arm of the woman with her own saliva and mucus, and put a finger into her vagina to feel for any semen inside it.
E locs convenient en aquo: adonc tu considera si le fet es preparat que deysenda sobre le sieu cap, e lahoras tu fique les uncis en les huels de lu, o en le col, o en la boca, o en le palat, o dejos la barba, o en la furcula de lu, o en les locs propdas de las costas, o dejos les ypocondres.	 The place you should choose when: after considering that the body is ready to ejaculate over its head, the semen will stay in its hands or between them and testicles or on its beard or in its throat or on its palate or on the places of the shoulders, or on the back of his neck.
Mays si le deysendiment es sobre les pes de lu, lahoras en le pentenilh, o en le mieg de las costas.	 The ejaculation may occur in the feet, and then they will feel it, or between their shoulders.
E cove que tengua le unci am la ma dreyta, e pausa la curvitat de lu en aquel loc le qual es entre les ditz de la ma senestra, e entrometa la ma am facilitat e fique le unci en alcu de aquels locs les quals havem ditz, entro que pervengua a la causa boyda.	 And you should lubricate the right arm with your own saliva and place it in between the fingers of the left hand, to insert it into those places where we have mentioned them, until ejaculation occurs.
E aprop pause e fique en la apposicio de lu un autre unci, o le tertz si es necessitat, per so que sia atraccio engual, e no sia extencio segon la sua rectetut tant solament.	 When you have already placed the cushion between their thighs, another on each leg, or if it is necessary for that third one, to ensure they stay attached and not be pulled out only by the doctor's touch.
Ans sia maugut a tota partida, per so que l’eyssiment de lu sia alleujat ayssi cum es fayt en dent deves la eradicacio de lu.	 Once all is ready for the operation to begin, you must make sure that the patient's intestine is fully out and ready for removal.
E cove en lu aquo que es entre lor que la extencio sia mollificada; e si alcuna partida de lu es retenguda, lahoras cove que la matrona unte alcus sieus ditz am oli e entrometa aquels espertament e revolva am aquels aquo que es retengut.	 Once all is ready for the operation to begin, make sure that the attachment of the intestine has been loosened; and if any part of it remains attached, then inform a nurse who will undo her stitches and enter through these slits to reach and remove this object as soon as possible.
Donc si la partida del fet es fora-getada, lahoras les uncis sian permudatz entra loc le qual sia pus aut; e fay aysso entro que tot le fet sia fora-getat.	 Once the part of the patient's body has been cut open, then proceed to remove everything from that location as quickly as possible; and make sure all parts of the body are removed in order.
Mays si la ma es eyssida denant l’autra, e no es possible reduzir aquela per la coartacio de lu, lahoras cove que drap sia envolopat sobre aquela; e aprop extratz aquela entro que tota sia fora-getada, e inscideys aquela o en la junctura de la ma o en le coyde.	 If it is not possible to reduce this object with the other hand due to its size or any other reason, then wrap a bandage around that part and proceed in removing everything from there; and ensure that it has been completely removed either at the joint of the arm or on the side where the body was cut open.
E ayssi cove que fassas en l’autra ma e en les dos pes.	 Proceed with both hands.
Mays si le cap del fet es gran, o accideys a lu coartacio en le eyssiment, o es en le cap de lu aygua ajustada, lahoras cove que entrometa entre les ditz espatum spinos e fenda le cap e extragua la aygua, o que discroba aquel am un instrument le qual es nompnat “alundat”, la forma del qual vindra am las formas dels autres instruments en le capitol le qual es aprop aquest.	 If the head of the patient is large or if there are any difficulties in removing it, then enter between the two slits and cut off the head with a tool called "alundat", which has the form that will come to match the forms of other instruments located at the place where it should be.
E semblantment fassa si·l fet es de gran cap per natura: e lahoras cove que inscida aquel am algematu, o que prengua aquel am alunda ayssi cum havem dit; e aprop extra les osses am les forceps.	 When the patient's head is large in nature, and the gout has attacked that part of it, or if it attacks someone on top of their body, do so by cutting off the extremity with a pair of scissors.
E si le cap es eyssit e es coartat deves la furcula, lahoras sia fendut entro que la humiditat la qual es en le pietz sia efunduda.	 If the head is small and the attack has reached its surface, it is customary to remove that area with tweezers.
Mays si no es complicat, ni obezeys a eyssiment, lahoras tu inscideys le cap tantost segon que a tu sira possible.	 If not complicated or excessive, then proceed and make an incision on the head as long as it is feasible to do so.
E si le dejos del ventre es apostemat o es en lu ydropici, lahoras cove que tu perfores aquel entro que corro la humiditat que es en lu.	 If the belly button has been removed or perforated, proceed and cut through that area as long as there is moisture present in it.
Mays si le fet es sobre les sieus pes, lahoras la atraccio de lu es leugiera e la direccio de lu a la boca de la mayre es leugiera.	 If the body part is below your waist, the cutting shall be made lower and directed towards the mouth of that leg as lower in level.
Mays si es coartat deves le ventre e·l pietz, lahoras cove que tu extraguas aquel am drap le qual auras envolopat sobre la tua ma, e que fendes le ventre e·l pietz entro que corra aquo que es en aquels.	 If the attack has reached or is near to your stomach and chest area, proceed by removing that extremity and placing it over your hand so that you can cut through your abdomen into that area as directed.
Mays si les autres membres so ostatz e torna le cap, lahoras la metrona entrometa la ma senestra; mays si la boca de la mayre es huberta, lahoras intrometa la ma en le preon de layre, e cerque am aquela le cap, e atira aquel am les ditz entro a la boca de la mayre, e aprop entrometa en lu un unci, o dos uncis, e atire lu am aquels.	 If the other limbs are affected and returning to the head is necessary, proceed by cutting off one arm from your shoulder up to the elbow if it is possible, or two arms if needed, and direct that extremity towards the mouth of the larger limb as directed.
E si la boca de la mayre es coartada per apostema caut le qual accideys a l’u, lahoras cove que no sia trebelhat sobre lu; abantz cove lahoras aministrar efusio de causas humidas grassas.	 When the mouth of the woman is closed by a pointed object that hits her, pain occurs to him/her; so doctors say it should not be treated with dry remedies but with humid ones instead
E aministre emplastres; e segua le pacient en ayguas que mollifican e humectan.	 Use plasters and continue to treat the patient by soothing and moisturizing means
E si le fet es sobre le sieu costat, lahoras si possible es, sia agulat: e sia aministrat aquo que havem dit en le fet viu.	 If that part is on his side then doctors should try to treat it; otherwise continue as previously advised.
E si aquo no es possible, lahoras sia inscidit en pessas, e sia extrayt.	 If this isn't possible, the doctor will prescribe pessaries and remove them.
E cove que non layssas alcuna causa dedintz de la segondina.	 Nothing that could cause the second one.
E cum tu auras complida tota la tua opperacio, lahoras aministra aquo que havem dit de la curacio en les apostemas cautz les quals accideysso de la mayre.	 Once you've finished all your work, the doctor will treat this by following what we advised in the previous procedure for dealing with the pain of the woman.
E si accideys flux de sanc, lahoras deyssendas en ayguas stipticas e aministra l’autra curacio.	 If it occurs suddenly, the doctor will use sharp remedies and proceed to another treatment.
E yeu ja e vist una femna en le ventre de la qual era fet mort, e aprop sobre aquel foc autra veguada emprenhada, e aprop foc mort es le fet autre.	 You saw a woman in her belly who was dead and you covered that area with another bandage, and when the corpse moved, it is necessary to cover it again with another bandage.
Accidit al u aprop lonc temps apostema en le sieu embelic; e inflat es entro que foc ubert, e comensec a getar brac.	 The pointed object hit her in the belly and went inside where she had a stomach ulcer; as soon as it moved out of place, begin to bandage
E yeu fu appelhat a la cura de lu, e medicat a lu per lonc temps, e la plagua no es consolidada.	 'You have called for healing of him, and treated him for a long time, but the swelling has not subsided.'
Adonc yeu pausegui sobre lu de alscunas causas emplastra de forta atraccio, e eyssic de lu un os, e aprop passero alcus jorns, e eyssic un autre os; e yeu fu trop meravilhat, cum en le ventre no sia os.	 'You have already placed a cushion under his feet, and made him rest on another leg or chest, and you were amazed that the swelling did not subside in the belly.'
E adonc yeu cogitegui que eran dels osses del fet mort.	 'And since then, you realize that it is from the bones of a dead man.'
Donc yeu enguisigui la plagua, e extrayssi de lu motz osses , la femna existent en las sieuas milhos disposicios, e ja visquec en tal manieyra per lonc temps, correc de lu un petit de brac.	 'Then you tried to heal the swelling but only found that his bones were breaking up, and there was a fluid present in both of your lungs, which had been causing you pain for a long time.'
E yeu no afermegui asso esser stranh, sino quar en aquo es sciensa e ajutori ad aquo que le metge artifec am la ma per curacio aministra.	 'You were not able to stop being strange but realized that this is known and helps the doctor treat.'
De las formas dels instrumentz que so necessaris a extrayre le fet.	 'The forms of the instruments necessary to remove the body.'
Forma de vertitge am la qual es uberta la mayre:	 'A form of truth that is greatest:'
Aquesta es la forma de strenhedor en le qual so engualhatz les libres, al qual engualhament sian dos virtitges en doas extremitatz de dos futz.	 'This is the form of strength in which two virtues are equalized at each extremity of two forces.'
May empero aquesta virtitge cove que sia pus subtil de strictori, e sia fayt o de eba o de fust de boys.	 'However this virtue may be most subtle and precise, or it may also be rough and fast moving.'
E sia la latitut de quascun fust quays dos ditz e le marge de quascu amdos quays un dit, e la longitut de quascu es un palm e mig; e en le mieg loc de dos fustz so dos ajustaments de aquel meteys fustz les quals ja son fermatz, dels quals la longitut es la maytat de un palm e un pauc mes, e la latitut de quascu es quay dos ditz, o un pauc mes.	 'The length of each fist is one palm and a little less than that, and the breadth at which two fists touch or come together is like the width of a small finger.'
E aquestz dos additamentz sian entromeses en la boca de la mayre per que sia uberta am aquels quan tu revolves las doas prescriptas virtigges.	 When the two openings enter into the mouth of the woman, so that she is taken in by these prescribed virtues
Forma autra semblant de aquela pus subtil e pus leugiera:	 Another way like this one is very subtle and light
Sia fayta de fustz de eba o de boys segon la semblansa de forceps.	 The procedure to be done with a pair of pliers or a similar tool after the manner of a scalpel.
Mays empero en la extremitat de lu so dos additament ayssi cum vezes, e la longitut de aquels additament es quays un palm, e la latitut de quascu es dos ditz.	 The two openings may be placed at the extremity of them as often as you wish, and their length is to have a palm's breadth, each one being twice that width.
E cum tu vols am aquels ubrir la mayre, lahoras tu fay cezer la femna sobre le lieyt les pes pendentz, ubert aquo que es entre las coyssas de lu.	 When you want to move the woman onto her back with her feet bent, hold that which is between her thighs.
E aprop obre la tua ma am le instrument ayssi cum fas am forfexs engualment segon la quantitat que vols de la aprecio de la boca de la mayre entro que la metrona fassa so que vols.	 Then place your hand on the tool similarly as when you grasp a fork, and in accordance with how much of the opening to the woman's mouth you wish for it to measure
La forma de vertitge la qual diysero les antics:	 The manner which they used to do formerly.
Forma de impellent am le qual es empellit le fet:	 The method by which the matter was done.
Forma de amisidat2 am le qual es conterit le cap gran	 Form of doing with what is put on her head
E es asemblat a forceps al qual so dentz en la extremitat, ayssi cum vezes, e alcunas veguadas es fayt lonc ayssi cum forceps segon aquesta forma, ayssi cum vezes, al qual so dentz ayssi cum dentz de ressegua am le qual es inscidit e conterit.	 The instrument is placed in the extremity and then with pliers like this one similarly often times, and some guards are put on it similarly to that of forceps similarly often times, where the instrument is inserted and held.
Forma de amesidat pauc:	 First
Forma de unci havent una spina:	 To apply a poultice
Forma de unci havent doas spinas:	 To apply a plaster
Forma de forceps a la qual so dentz de cerra am le qual le cap del fet sia conterit:	 To use forceps to lift the head of the child.
Forma de spatum havent dos extremitatz am le qual le cap es abscindit:	 To apply a poultice to the part where the head is detached.
Forma de dos espatums latz:	 Two flat plates
Totz aquels instrumentz so excersitatz, e quan mes so multiplicadas las specias de aquel e so preparadas deves le artifexs, quant es pus leugier a la sua opperacio e pus aut deves les homes per la sua quantitat.	 When these instruments are used, and if many of the same species exist in different sizes, then they must be prepared with equal care to achieve their purpose, as is required by its nature or for the benefit of its users.
E no obres de aquels instrumentz ja sia qua sia deves tu aparalhat, quar la necessitat de aquels no es excusabla.	 You should not use these instruments if they are not available when it is necessary to do so, because their absence cannot be excused.
De extraccio de la segondina.	 Second part of the text.
Quan la segondina es retenguda deves le enfantament, lahoras cove que tu comandes a la malautae que retengua le sieu ale, e aprop fay aquela stornudar am condizi, e strenh la tua ma sobre la boca de lu e sobre las nars de lu, e si per aysso es defora eyssit, bo es.	 When the second part is removed you should command to close the mouth of the patient and if necessary spread your hand on his chest and nose, because as long as he can stay still it's all right.
E sino, lahoras tu pren una ola e perfora en la cuberta un trauc e pausa en aquela erbas ubrent la boca de la mayre, ayssi cum calament e ruda e anet e camamilla e scicados arabic e cassia lignea e santaurea.	 Otherwise you will put a poultice in the cloth over his throat and keep it there until the herbs become hot enough to burn off the mucus from his mouth, as calmly and gently as possible without burning him or causing any harm.
Totas aquestas erbas o alcunas de lor sian submersas en aygua en la ola, e pausa aquela sobre le foc.	 When these herbs or some of them are submerged in water on the ground, place that over fire.
E aprop pausa una canula de canaviera en la boca de la mayre, e tengua aquela entro que la evapor vengua a la concavitat de la mayre.	 Then place a drain tube in the mouth of the patient and keep it inside so that any vomit enters into their throat.
E aprop fay aquela stornudar ayssi cum havem dit, e la segondina sira fora-getada am velocitat.	 Then say these words quickly: "Give me a moment.
Mays si roman aprop aquesta curacio e no es eyssida, lahoras tu comanda a la matrona que submerge la sua ma sinistra en oli sizami o en micellage de altea, e aprop entrometa aquela en le conh e queresca am aquela la segondina, e cum aquela auras trobada, lahoras pren la e exten aquela pauc a pauc Mays si es annexsa en le preon de la mayre, lahoras entrometa la sua ma segon que havem recomtat, e quan aura trobat la segondina, extragua aquela petit a petit segon rectetut per so que la mayre no caja deves la atraccio vehement.	 Then take this action and do not miss it: place the left hand into olive oil massage or micellar water, and arrange that into her palm, waiting for its arrival, then immediately extract it gently one by one until you reach the second one, after which quickly remove them gently from their chest to prevent strong contractions.
Abantz cove que sia permudada als costatz dreyt e sinestre am facilitat.	 Then take a small amount of medication in your left hand and place it on both sides of the right and left nostrils, making breathing easier.
E aprop sia ajustat en la quantitat de atraccio, quar ela obedira e evasira de adhirencia.	 Then adjust its quantity so that it is gentle yet effective.
E si la boca de la mayre es coartada, nos ja havem recomtat la curacio am sturnutacio e am medicacio de la ola am erbas.	 If the patient's mouth is closed, then recommend a tube for feeding and medication of their herbals to assist in recovery.
Mays si no es fora-getada am totas las causas las quals havem recomtadas, lahoras guarda te que no fetigues sobre aquela en iteracio de abstracio, mays empero cove que aquo que es eyssit de lu a la boca de la mayre lies a la coyssa de la femna, e aprop cristeriza aquela am enguent e tetrafarmacon; quar aquel fara poyrir aquela aprop alcus dias e sira dissolvuda e sira fora-getada.	 Then keep in mind that if it is not possible to put anything into their mouth due to injury, place a spoon filled with food or medication next to them and wait for their next meal to be dissolved and ready.
Mays quan se poyreys, es de lu elevada mala audor al cap, e al estomac, e aquo ledeys la malauta; e adonc cove que sian aministradas sub-fumiguacios e convenientz ad aquo.	 When you are about to begin, elevate the patient's head and stomach, and place a pillow under them; then proceed with care as needed.
Mays alcus dels Antics ja so esproatz sub-fumigacio de nazitort e de figuas seccas.	 It is customary to use cold compresses on the nose and cheeks to help with joint pain caused by cold humors that have infiltrated into each part of the body, including the feet.
Forma de instrument am le qual la femna es sub-fumiguada deves la retentio de mestruas e de la segondina:	 To perform a cautery procedure on an area where you would apply a cold compress, first make sure to tighten the muscles and secondarily press down.
Sia fayta de veyre o de eram.	 The text is incomplete without more context or information about what 'veira' or 'eram' refers to in this sentence.
E sia pausada la extremitat subtil en le conh e la extremitat ampla sobre le foc, e la sub-fumiguacio sia pausada sobre las brazas del foc.	 Place a cold compress on the delicate area of the chin and cover it with a larger one over the eyebrows; also place another cold compress under the hands by the fire.
E tengua aquela entro que sia consumida aquela sub-fumiguacio e itera·n autra.	 You must then apply this cold compress, and after that proceed to apply another.
De curacio del cul del enfant no-perforat.	 The procedure should be avoided for the anus of a child.
Motz enfantz naysso e les culs de lu no so perforatz, les quals ya ciphac subtil e opilat.	 Do not touch or rub the ears of children; they are very soft and sensitive.
Adonc cove a la matrona que perfore am le sieu dit aquel ciphac; e sino, perfora aquel am spatum agut, e guarda se que no toque le lacert.	 Also make sure to avoid touching the nostrils of the patient if you do not want to touch the throat as well, and be careful that you don't touch his/her ear canal.
E aprop pause sobre aquel lana enfusa en vi e oli; e aprop cura aquel am enguent entro que sia senat.	 Then place a cold compress on the inflamed part of the eye and eyelid, and care for it as needed to prevent infection.
Mays si temes que sia opilat, lahoras pausa en le trauc una canula per motz dias, e osta la quan le enfant voldra degerir.	 When joint pain is caused by cold humors that infiltrate each part of the body, and if it is necessary to make points on the surface of the foot, then do so with a pointed cautery
E ja accideys oppilacio del cul per consolidacio de plagua o de apostema; adonc cove que aquela consolidacio sia inscidida, e aprop sia curada am aquo que avem dit de la curacio e del plom.	 If hemorrhoids occur from straining during defecation or stool passage, and if such consolidation is suspected, then apply a remedy to cure it by moistening the area with water and linen.
De curacio de las fistulas que endeveno dejos.	 From curing of the fistula that ended up in you.
Las fistulas que endeveno en la partida dejos pus bassa so nodacio e grossetut las quals endeveno prop del cul defora o en l’espazi de la una partida.	 Fistulas that originated in the anus, protruded through it or into another part of the body.
E es una fistula o motas.	 It is a fistula or abscess.
E cum aquela nodacio es antiquada e corr de la humiditat aygosa blanca o poyridura subtil, e alcunas veguadas so de aquestas fistulas alcunas penetrantz.	 If such a nodule has become old and eroded from dampness or pressure, some vessels may be affected by it, causing penetration.
E aquelas penetrantz so conogudas per aquo que es eyssit de aquelas per la egressio e per ventosetat; e alcunas vetz use le malaute de egressio, e fort leu es eyssit de aquelas verm.	 Such penetrations cause the exit or flow of mucus to be obstructed, and some vessels may be affected by it, leading to erosion.
E so de aquelas fistulas alcunas veguadas en l’espazi penetrantz entro a la vesica, e entro al meat de la vergua; e so de aquelas penetrantz entro la junctura de la coyssa e entro al notz de la coeta.	 Such fistulas may enter the bladder or urethra, and into the vagina of the vulva; and such penetrations may enter the junction of the scrotum or into the testicles.
E aquo en que es conoguda fistula penetrant entro al cul e no-penetrant, es que tu metas le tieu dit endic en le cul, e entrometas tenta subtil de eram o de ferr en la fistula quan no y es turtuositat.	 When a fistulas that are penetrative enter the anus but not penetrative ones do so gently or may be inserted into the fistula if it is not closed up.
Mays si en aquela es turtuositat, lahoras entromet en aquela tenta subtil de plom o de pels de caval entro que tu sentas la tenta o le pel en le tieu dit.	 When the gouty pain is already in that part of the body, there will be a subtle infiltration of phlegm or hair from the horse to come down your arm and touch you on the chest
E si no sentas aquela de tot ni no procezeys del trauc alcuna causa de egestio ni verm ni ventositat, ayssi cum havem dit, lahoras sapias que es no-penetrant, e lahoras coyta te a la curacio.	 If you don't feel that part of your body or there is no reason for vomiting and diarrhea, as mentioned above, the pain should go away and the doctor will check on you
E quan la fistula es penetrant entro a la vesica o entro al meat de la vergua, lahoras la significacio de lu es eyssiment de urina de aquela e prohibicio de lu ad aysso que·l loc am medicina sia consolidat.	 If the fistula penetrates into the bladder or into the rectum of urine, then the meaning of it is to be found in urine and it will prevent you from getting out medicine that way.
Mays si es penetrant entro la junctura de la coyssa o entro al os e envencio de dolor en le circuit, lahoras senhal de lu es que la tenta perve entro aqui si en lu no es turtuositat entro al os, e envencio de dolor en le circuit de la partida; e que de lu yeys poyredura tostemps; e que no val en aquela medicacio, ni es consolidada am enguent.	 If it penetrates into the joint of the finger or into the ear and causes pain in the circulation, then its meaning is that there is a swelling inside here if this swelling is not present at the site, and causes pain in the circuit from where it came; and that this medicine should be avoided temporarily; and that no use can be made of this treatment until it is consolidated.
E en totas aquelas fistulas penetrant no es curacio de tot, e la curacio de aquelas es trebalh e vanetat dels folyls metges sobre·l qual so fermatz.	 In all these fistulas that are penetrating nothing can be done and the treatment of those is only recommended by some doctors who have their opinions firm up to there.
Mays en aquela que no es penetrant e no antiqua, sanacio am ferr es sperada segon que yeu a tu recomtare, e aquo que ja yeu e proat.	 If it is not penetrating and does not exist, then the healing should be sought after consulting with your doctor and doing what you have already been told to do.
E es que le malaute jagua entre las tuas mas sobre le sieu dos e eleva las cambas de lu entro sus, las coyssas sian enclinadas al ventre de lu, e aprop entromet tenta de plom, o de eram si es en la fistula turtuositat, entro que sapias le loc on perve la tenta.	 "The patient is positioned between two legs with their buttocks towards the chest and a cushion placed under them. The cushions are then tilted towards the abdomen of the patient.
E si aquela sent le malaute entorn le cuol, lahora cove que tu entrometas le tieu dit endic en le cuol.	 "And if it comes to an incision in the bowel, the doctor will open this area.
E si sentas en le tieu dit la tenta ja per si meteyssa descuberta penetrar, otra aquo que sentas entre le tieu dit e aquela siphac o carn, lahoras sapias certanament que aquela es penetrant; e adonc no trebalhes en aquela, quar no es en aquela sanacio, ayssi cum havem dit.	 "And if you suspect an opening in the bowel or between the scrotum and anus, it is customary to confirm whether this is a penetrating injury by feeling for any protrusion of the intestine; and if there is none, as long as no other serious injuries are present, then proceed with closure.
Mays empero diyssero alcus que es sana en alcus homes tart.	 "If it was possible to remove the stone, they would have removed it from his body.
E de la medicacio per la qual es sperat juvament en lu es que tu ignes cauteri subtil segon le ample de la fistula, ayssi cum es precedit, e intrometas aquel ignit en la fistula entro que pervengua entorn le cuol; e aprop itera aquel doas o tres vetz entro que sapias que ja son adhustas totas aquelas carns ajustadas fistuladas que so semblantz a cana de pluma de ausel.	 "From the medical procedure for removing the stone, they made a small incision in order to enter into it with an instrument, as previously mentioned; and then closed that opening after taking out any stones or tissues from inside of it.
