Ayssi comensan las paraulas de Albucasim .	 When the joints are affected by cold humors
La forma de las forfexs a mondificacio, aquesta es la forma:	 The process is performed as follows:
Sian las unas extramitatz no-talhantz e las autras sian talhant, que non sia yssit le ram del clau, e sia la longitut de las doas acuitatz ayssi cum la longitut de dos manubres engualment.	 Then take the first extra loop around and attach it to the back of the second, so that none of them gets tangled with each other, and their length is as long as two fists placed side by side.
Mays la error en mundificacio es quar fort leu efugeys la codena intrinseca tota, o partida de lu deves la inscizio.	 The mistake in the making of it occurs when there are cold humors that infiltrate every part of the body, or if they have been damaged by a blow to the foot, you must remove them immediately.
Donc cove que tu extendas aquela de la tua hora am la tua ungla denant la apostemacio del loc e que inscidas aquela segon equalitat.	 And then you spread that from your right hand to your left elbow, and put it down in front of the patient's chest.
E si no la podes tenir am la tua ungla, lahoras extratz aquela am unci e inscideys aquela.	 If you cannot hold it with your arm, then remove it from that hand and place it.
Mays si son passatz tres dias, e roman aquo que es imflat dejos la vergua apostemat, lahoras tu leyssa aquo entro que sia cedat le apostema caut, e excorja aquel am fecilitat, e inscidex aquel segon que a tu es preparat.	 If the bleeding does not stop after three days and you see that it is flat, then tell them to put a tourniquet on in order for it to be tightened up, and remove it when they have finished excising the wound.
E guarda te del cap de la vergua, quar no nosera a lu aquo.	 And cover your head from the blood, because you may not want that there.
E donc cura aquel am aquo que la plagua consolida de las polveras las quals havem recomtadas en le tractat de las polveras.	 Then take care of that which has become blocked by the powders recommended in the book on powders.
E si es inscidit de la codena sobre mesura, e obezeys a las partidas desus, aquo no notz a lu.	 If it is inserted with too much force and pushes out all of the pieces, then do nothing about it.
E mays cura aquel am aquo que havem dit entro que sia sanat.	 Then take care that which you say should be healthy.
Capitol .lviii.	 Chapter VIII
De curacio de urina retenguda en la vesiqua.	 Of urinary retention in the bladder.
Retencio de urina en la vesica es fayta per oppulacio fayta per peyra o per sanc congilat, o per poyre o per carnada, e semblantz ad aquels de aquo que havem dit de las manieyras de curacio en la divisio.	 Retention of urine in the bladder is caused by retention of urine through obstruction or blockage, or through prolonged sitting, or through heat or cold, and examples include those mentioned earlier from the section on urinary care.
E si no es dissolvuda la urina, e veses retencio de lu esser per peyra le qual ja es en le col de la vesica, lahoras cove que le malaute sia encorbat sobre les sieus denolhs.	 When urine is not dissolved and the veins are retentive of it being excreted through the urethra, which remains in the bladder's neck, doctors advise treating the patient for gout.
E aprop conponeys les pes de aquel sobre le sieu dos e extendas le sieu ventre de la partida pus desus del sieu dos, e le malaute estrengua le sieu ale tant quant es a lu possible.	 In order to apply this treatment, lie the patient down on their back and extend their legs as much as possible from the start. The abdomen should be gently pressed against each leg in turn, with the gouty patient remaining supine throughout.
Donc lahoras le col de la vesica es costreyt ha espulsio de la peyra a las partidas detras, per que la urina es absolta.	 Afterwards, doctors prescribe purging of urine through urethra at intervals to remove it completely.
E si no es dissolvuda am aquo que havem dit he vehement es fayta la causa sobre le malaute, lahoras cove que aministres extraccio de lu am instrument le qual es apelat siringua, del qual aquesta es la forma: Sia de argent e sia subtil leon conquau, ayssi cum canula de pena de ausel am subtilitat de ray lonc en similitut d’un palm e mig, al qual sia cana subtil en le cap de lu.	 If not dissolved here as we have mentioned earlier, then it is customary to apply a siphon instrument called siphoning, which consists of silver and subtle lead threads, so that the siphon can move in such a way that its tip resembles both a delicate hand and a needle's eye at once, but with great subtlety.
E la manieyra del eyssiment de la urina per aquel es que prenguas le fiel doblat e lies en la extramitat de lu lana o coto per bona liadura; e entrometas las extramitatz del fiel en la partida dejos de la ciringua, e inscideys am las forfexs si superflueys alcuna causa de la lana, mays intromet la en la canula am vehemencia E aprop enongeys la ciringua am boder e am album de huou.	 The siphon method for urine elimination is that you gently press the abdomen and place it in a narrow or coarse sleeve, or around the urethra, depending on which causes less discomfort; then insert the siphon into the urethra at once with great force
E fay cezer le malaute sobre la selha, e embroca la vesiqua de lu e la vergua am olis umitz, e oli de oliva e ayguaros.	 When the patient lies on their back, spread open the vagina, expose its opening and lubricate it well with olive oil to make it slippery; then place a cushion under them as well
E aprop entromet la ciringua am facilitat entro que pervengua a la razit de la vergua; e aprop dobla la vergua desus a la partida del embelic; e aprop empelleys la ciringua dintz aquela; e aprop empelleys aquela entro que pervengua a la vesica, e aquela centa le malaute esser pervenguda a la causa vuoda, e no es fayt asso segon aquest orde, sino le meat en le qual va a tortuositat.	 Then spread the vulva open and insert it into the vagina; then close its opening so that both are inside each other; next gently push that in towards the bladder entrance as well, so that only one goes to the bladder opening, but not the second one, for this would be a waste of effort.
E aprop exten le fiel am la lana petit a petit, quar la urina siec la lana.	 Gently extend it slowly outwards until urination occurs.
Aprop extratz aquela e fay per curacio urina, e usa ciringua, no cesses fer aquo e usa ciringua entro que sia evacuada la vesica e le malaute atrobe alleviacio.	 Then gently extend that and use it to urinate, without stopping what you're doing and use the vulva to evacuate both the bladder and the patient as much as possible.
Capitol .lix.	 Goodbye
De qualitat de clisterizacio de la vezica am clampcedra e am semblantz instrumentz les quals sian acordants ad aquo.	 The quality of circumcision is to circumcise the foreskin and to use tools that are in agreement with this.
Quan accideys en la vesica ulceracio o apostema, o sanc congilat en aquela, o es coartat poyredura, e vols en aquela destillar ayguas e medicinas, lahoras sia fayt am instrument le qual es apelat clampcedra, e aquesta es la forma de lu:	 When a vesicle ulcerates or bursts open, or when it gets infected and begins to harden, if you want to drain it with instruments like a clamp, this is the way to do it.
sino que en la extramitat de lu es sorda, so es clausa.	 If that part of him becomes silent, then he is circumcised.
Et en aquela so tres traucs: dos de la una partida , ayssi quo vezes.	 When there are three drops: two of them occur at once.
En le comensament es loc concau, en le qual es aquo que es enpellit, e sia segon quantitat que oppile aquel, ses addicio, entro que quan alcuna causa es ab aquel tirada de las humiditatz, sia atirada, e quan es expellida, am aquo sia atirada, e quan es expellit lonc, segon que fa clampcedra am la qual es phicat naphta en las batalhas de mar.	 At the beginning of the location there is a small amount that you are about to enter, and another quantity that opposes it, such as when any cause causes the removal of the humors, then removed, and when expelled, in turn, is the second quantity to which they clench the fist of the battle against the sea.
Donc cum tu vols prohicir humiditatz en la vesica, entromet la extremitat de clapcedra en la humiditat, e atira am aquel aquo que es empellit a las partidas desus, quar la humiditat es atirada en la conquavitat de clapcedra.	 Then, as you want to purge the humors in the bladder, introduce your finger into its moisture and draw it out of there where they were expelled from, so that the moisture is drawn out of the hand's cavity.
E aprop entromet la extramitat de clapcedra en la vergua segon que havem recomtat en la ciringua; e aprop empelleys la humiditat am aquo que empelleys, quar aquela humiditat perve a la vesica tantost, e le malaute cent aquela.	 Then introduce your finger into the vulva after it has been recommended in the cavity of the vagina; and then draw out the moisture from there where you drew it out, so that the moisture pervades the bladder as well, and the hernia too.
Forma del cristeri subtil am le qual la vesica es cristerizada, e es aquela la forma:	 The form of the crust is such that the bladder is crusted up, and it is this way
E sia fayta de argent o de lato, de la qual le cap pus aut sia semblant a petita pluma, e dejos lu cana dedintz liament.	 It could be made of silver or gold, with the head resembling a small feather and it has a pointed tip.
E aprop pren vesica de moto, e pausa en aquela la humiditat que vols cristirizar en la vesica, e aprop lia aquela entre dos am fort liguatura am fiel doble, e escalfa aquela humiditat sobre le foc.	 Then put the bladder in motion and pause at that location where you want to crust it, then draw out this moisture between two firmly joined fingers of double thickness, and force out the moisture over a flame.
E aprop entromet la extremitat del cristeri en la vergua.	 In the groin area
E aprop estrenh la tua ma sobre la vesica am la humiditat am strectura descent entro que·l malaute centa que aquela humiditat ja es pervenguda a la vesica.	 The nurse placed their hand on the bladder and stretched it towards the patient's abdomen, ensuring that the moisture inside was not spilling out into the bladder
Mays si a tu no es present vesica, lahoras tu pren una pessa de parguames e fay de aquel cercle; e perfora aquel de tota la sua retonditat; e aprop entromet fiel fort en aquels traucs, ayssi quo so revolgut; e aprop agregua le cercle ayssi quo es agreguat alsofatur, pus que tu pausas en aquel aquo que tu vols de las humiditatz, e olis e ayguas.	 If your bladder is not present, the nurse will put a sponge on and around it to prevent leakage; and perform a thorough examination of its circumference, and place their hand firmly in that area so as to be sure; and add another circle if necessary, pushing up against where you want the moisture to accumulate, preventing any leakage.
E aprop tu lia aquel en le instrument e fay am aquel ayssi cum has fayt am la vesica, e exprescio am la tua ma entro que la humiditat pervengua a la vesica.	 The nurse inserted it into the instrument and then placed their hand around it as close to where they had felt moisture in the bladder area.
Capitol .lx.	 I am unable to decipher the last sentence of your message, could you please rephrase or provide more context?
De extraccio de peyra.	 Please clarify.
Nos ja havem dit en la divisio las specias de peyra e curacio de lu am medicinas, e la diferencia entre peyra engendrada en los ronhos e peyra engendrada en la vesica, e les senhals de aquela.	 We've discussed division of body parts and medical care in this text. The difference between gout caused by uric acid deposits versus that caused by bladder is also mentioned here as well as the symptoms associated with both.
E havem dit la peyra en la qual catz operacio am ma, e seccio.	 We've discussed about pain and its treatment in this text.
E la peyra engendrada en la vesica propriament es aquela que es ficada en la vesica.	 Gout caused by uric acid deposits is specifically mentioned as the kind that occurs within the bladder.
E yeu so narrant aquel am exposicio manifesta e abreviacio.	 "You must make a clear and brief statement.
Donc dic que peyra engendrada en la vesica majorment ve als enfantz; e dels senhals de lu es que la urina que es eyssida de la vesica es semblant a aygua en la sua subtilitat, e apar en aquela arena; e le malaute fregua la sua vergua, e motas veguadas pen, e aprop es dressada; e am aquo yeys foro le cul en motz de aquels.	 "The urine that is expelled from the bladder resembles water in its subtlety and appears in such a manner.
E es laugiera la sanacio dels enfants de aquela entro que han conseguitz xiiii ans; e es dificil curacio en les viels.	 "It's difficult to cure children who have had that ailment for more than 14 years.
Mays en les joves es migiera per aquo quar es entre aquels.	 "The young are more likely to be affected by this condition.
E de aquel del qual la peyra es major e la curacio es pus leugiera; E si es pauca, es contraria ad aquela.	 "For someone with a larger bladder and easier cure, it is favorable. If the cure takes longer or is more difficult, then it isn't.
Donc cum pervenem a la curacio de aquela, cove al comensament de aquela que mondifiquem le malaute am cristeri le qual extragua tota la fenda la qual es en les sieus budels; quar aquela fenda alcunas veguadas prohibeys la envencio de la peyra deves la inquisicio de lu.	 "In order to cure this ailment, first you must make a small cut on the patient's thigh, so that it opens all of the gap in their buttocks; and if such a gap is not there then prevent any escape of urine from preventing the damage.
E aprop sia pres le malaute am les sieus pes e sia contosit e maugut enjos per so que la peyra descenda al preon de la vesica, o que saute de loc aut alcunas veguadas.	 "Then place both the patient's hands on their thighs and tighten them firmly in order to prevent the urine from descending into their urethra or jumping out of that gap.
E aprop fay aquel cezer entre las tuas mas preparat, e las mas de lu sian dejos las coysas de lu, per so que la vesica tota sia fayta declinant a las partidas dejos.	 "Then make the first and second fingers of both hands ready for use as you place them on the patient's thighs to help prevent all urine from passing out through their urethra.
E aprop perquier aquela e tota aquela deforo.	 The first sentence seems to be a request for assistance in performing a certain medical procedure on a patient's lower body parts. It could mean something like, "Here comes the time when we should perform this procedure...
Donc si sentes la peyra en l’espazi, lahoras tu te coyta tantost am seccio sobre lu.	 The second sentence suggests that once you have positioned yourself in front of the patient's lower body parts, then apply a certain amount of pressure to perform the procedure smoothly and efficiently.
E si no catz de tot dejos le tieu tocament, lahoras cove que tu untes am oli le tieu dit indic de la ma sinistra, si malaute es enfant, o le dit miga si es jove complit, e entrometas aquel en le sieu cul.	 If nothing else is specified, apply pressure to the area indicated by the left hand, if it's a male patient, or from below the waist for a female patient and insert it into its proper place.
E perquier de la peyra entro que stia dejos le tieu dit.	 The last sentence seems to be an instruction regarding when to start applying pressure during the procedure.
E converteys aquela petit a petit entro al col de la vesica.	 Once you have positioned yourself as instructed, slowly insert it into the bladder's urethra little by little.
E aprop prem sobre aquel am lo tieu dit, e expelleys aquel a las partidas defora ves le loc del qual vos la seccio.	 Apply firm pressure to that area, and expel it from the opening of which you have prepared.
E comanda al ministra que prema la vesica am la sua ma; e comanda a un autra ministra que am la sua ma dextra extenda les genetius a las partidas desus, e am la sua autra ma remaugua la codena la qual es dejos les genetius, en partida del loc en le qual se fa la seccio.	 Instruct the minister to apply pressure on their left hand; and instruct another minister to extend both of their right hands towards the openings of which you have prepared, and to remove his or her other hand from behind the area where it will be used for the procedure, in order to make way for it.
E aprop entromet espatum be inscident del qual aquesta es la forma de lu:	 And please note that this is how it should happen:
e scindeys en lu aquo que es entre·l cul e·ls genetius, no en le mieg loc, abantz al latz de la coyssa sinistra; e sia la seccio sobre aquela peyra e·l tieu dit sia en le cul, e sia fayta seccio transversa, per que la seccio defora sia ampla e dedintz streyta segon la quantitat que egrecio de la peyra sia a lu possibla, e no major, quar fort leu comprem le tieu dit le qual es en le cul la peyra deves la seccio, e es foro-getada ses defacultat.	 Please note that it should happen between the buttocks and the genitals, not in the genital area itself; apply pressure to the area indicated by the left hand, and perform a transverse cut to make sure the cut is large enough to remove all of the intestine, but no larger than necessary, as excessive force may damage the intestine during removal.
E sapias que de la peyra es alcuna a la qual so angle e margers, per que le eyssiment de lu es fayt deficil per aquo.	 When there are no joints or bones between which to locate pain
E de aquela aquo es leon semblant a glan, e es redonda, e es fayt de lu leugier eyssiment.	 The joint should be looked for in the same place as the bone is round and easy to find
Donc si es aquela al qual so angles e marger, ajusta en la fissura.	 If there are no joints or bones between which to locate pain, look for it in the fracture.
E si no es ayssi foro-getada, lahoras cove que tu engenes sobre aquel, o que strenguas sobre aquel am gesti decentment, la extremitat del qual sia ayssi cum lima am le qual strenguas sobre la peyra, e no evasesca de lu; o que entrometas dejos lu instrument subtil de curvada extremitat.	 If it is not found in the joint or bone area mentioned earlier, then ask if you may examine that specific part of the body, or gently press on that particular point as directed to find it; and do not neglect the subtle instrument used for bending your fingers.
Mays si tu no podes sobre aquel, lahoras tu amplifica le trauc un petit, e si tu veus flux de sanc, abscindeys en strenh aquel am vitriol trissat.	 If you cannot find it on that part of the body, then amplify your touch with a light touch and if you see discharge from the wound, wipe away the bitter flow.
Mays si la peyra es mays de una, lahoras al comensament tu impelleys la ma a la boca de la vesica, e aprop inscideys sobre lu; e aprop impelleys un petit aprop aquo; e semblantment fay si son motas mays de doas.	 If the joint is smaller than one, then at first you should press the hand to the mouth of the bladder and apply it there; and gently press a little over here too; similarly if both are more swollen.
E si es peyra mot gran, lahoras ignorancia es que tu inscidas aquel am gran seccio, quar accideys al malaute una de doas causas: o que mora o que endevengua a lu destillacio de urina continuabla, per aquo quar le loc no es de tot consolidat.	 If the joint is very swollen, then it should be ignored that you apply to the large section of bone which causes one of the two effects: either that or urine continuously distills from there so that location is not consolidated at all.
Mays aministra expulcio de lu entro que sia fora-getada, o engenia en la fractura de lu am las forfexs entro que extragua aquela en pessas.	 The first sentence translates to "The physician will make a hole for the intestines to escape or force them out from their obstruction.
Donc cum tu auras cumplit la tua opperacio, lahoras omple la plagua de enses de aloe e de sanc de drago, e strenh aquel.	 After completing your operation, the doctor will remove all the bandages and dressings of the patient's wounds and clean them thoroughly.
E pausa sobre aquel drap enfus en oli e vi, o en oli rozat e aygua frega, per so que apostema caut sia cedat.	 And put a bandage on him in oil or vinegar, or moistened with water to prevent the cold from seeping in further.
E aprop resupina le malaute sobre le sieu col, e no deslias le liament entro al tertz dia.	 Then place the patient's head over the pillow and do not lift their chin off of it during that third day.
E cum aquel auras desliat, embroca le loc am aygua e mot oli, e aprop cura aquel am enguent diafinicon e am enguent diabazilicon entro que sia sanat.	 After you complete the operation, bandage him with water and oil, and make sure to apply lotion on both sides of his face during that third day as well.
Mays si en la plagua accideys apostema caut, adhust e corrosiu, e de aquel semblantz ayssi cum si le sanc es en la vesica congelat, e per lu es la hurina prohibida (e aquo es conogut per la egressio del sanc am urina), a donc entromet lo tieu dit en la plagua e extratz aquel sanc, quar si roman provoca la vesica a corropcio de la vesica e de lu putrefaccio.	 If the bandage becomes too wet and causes the skin to become sore or corrosive, do not remove it from the bladder unless urination is the problem (in which case, you must carefully extricate the bladder as this can lead to vesicular rupture).
E aprop lava la plagua am vi agre, aygua e sal, e am opposicio a tota specia, am aquo que conveneys a lu de la curacio entro que sia sanat.	 Then place the bandage on him with vinegar and salt, or in opposition to any other special kind of dressing, as this is what customarily facilitates healing.
E cove en las horas de tota la curacio que tu lies amdos las coyssas e ajustes las medicinas las quals so pausadas sobre le loc.	 During all the care you will apply compresses and adjust the medications that are paused on this part of their body.
E si la peyra es petita e es en le meat de la vergua, e es ficat en lu, e eyssement de urina es prohibit, lahoras cura aquel am aquo que yeu recomti denant que pervenguas a seccio, quar tropas veguadas per aquesta curacio yest acusat de seccio; e ja yeu e esproat aquo, e es que tu prenguas un perforador de ferr alfelut, del qual aquesta es la forma de lu:	 When the urethra is small and situated in the meat of the vagina, it has been inserted there, and urination is prohibited. The doctor's remedy for this situation involves passing a sharp probe through to make an incision; and you must prepare one as described below.
de triangulada extramitat, agut, ficat en fust.	 It should be inserted in the foreskin but has been inserted into the urethra (which is part of the penis).
E aprop pren fiel, e lia am aquel la vergua dejos la peyra per so que no retorne a la vesica.	 Then tighten it firmly and let that remedy penetrate the vagina to prevent it from returning to the bladder.
E aprop entromet le ferr en la vergua, perforant am fecilitat entro que·l perforador vengua ad aquela peyra.	 Then insert the probe into the vagina, inserting it gently and ensuring that it penetrates through to where you want the probe to go in.
E revolveys le perforador am la tua ma en aquela peyra petit a petit, e tu perforsa la perforacio de lu entro que fassas aquel del autra part penetrar; quar la urina tantost es absolta.	 Then rotate the probe with your hand in that small area of the vagina slowly and steadily, performing the incision through to where you want it to penetrate on the other side, as urine should be completely absent.
E aprop prem la tua ma sobre aquo que es romas de la peyra de la partida deforo de la vergua, quar aquela es trinquada, e es foro-getada am la urina, e le malaute es sanat.	 Then place your hand over that area of the vagina where it is inflamed and infected with urine, as this should be treated, making sure to wash the vulva and treating the infection.
Mays si aquesta curacio no es a tu aparelhada per alcuna causa la qual prohibeys de aquela, lahoras lia un fiel dejos la peyra, e autra fiel desus la peyra.	 If this treatment is not to your taste for any reason that prohibits it, the doctors will use another probe and another one as well.
E aprop encideys sobre la peyra en aquela vergua entre doas liaduras.	 On each of those limbs
E aprop extratz aquela.	 It was done
E aprop deslia le liament e mondifica le sanc congilat, le qual es fayt en la plagua.	 And then the bandage and make it smooth as a mirror, which is put on the back
E no es necessari liament de fiel dejos la peyra, sino per que no retorne a la vesica, e l’autre liament desus sino, quar quan es desliat le fiel aprop la egrecio de la peyra, la codena retorna a son loc e cobra la plagua.	 And it is not necessary to place the bandage tightly so that it does not return to the bladder, and another bandage around which when placed on the back of the foot makes it return to its location and covers the wound.
E per aquo es a tu necessari quan lias le fiel desus, que tu eleves la codena a las partidas desus, o que retorne deves le tieu compliment, e cobra la plagua ayssi co havem dit.	 And for this reason it is necessary when you remove the bandage from around which part of your body do you lift the band-aid off and to what extent do you cover with the bandage?
Capitol .lxi.	 Thank you
De extraccio de peyra de las femnas.	 You're welcome
Peyra en las femnas pauc es engendrada.	 The foot is a frequent place for the generation of wounds.
Mays si ve peyra ad alcuna de aquelas, lahoras dificil es la curacio de lu, e es prohibida per tropas manieyras.	 If you have a wound at one of those places, it will be difficult to cure and is forbidden to apply any remedy carelessly.
La una de lor es quar la femna fort leu es verges.	 One cause for this is when the foot is very light or thin
E la segonda es quar tu no trobas femna be scient que descroba si meteyssa al metge quan es casta, o es de las femnas haventz maritz.	 The second is that you do not find a vein to which the doctor can easily apply what he needs when castrating, or it is on the feet.
La tersa es quar tu no hatrobas femna be sabent aquesta art, majorment la operacio am ma.	 The third reason is that you do not find a vein to which this skill can easily apply what she needs when castrating, or it's on the feet.
E la quarta es que·l loc de la seccio sobre peyra en las femnas es longinc del loc de la peyra, per que indigeys de seccio preonda, e en aquela es temor.	 When joint pain is caused by cold humors that infiltrate each part of the body and the feet are affected, it is customarily called gout by doctors.
Mays si necessitat provoca a tu ad aquo, lahoras cove que tu prenguas una femna metga be scient, e pauc es atrobada.	 And if you need to make points on the surface of the foot, then do so with a pointed cautery.
Mays si tu es privat de aquela, lahoras cerca metga quast e subtil, o presenta una femna matrona be esenhada en le feyt de las femnas, o femna que en aquesta art ennueys partida del art.	 Then return the intestine or hernia to its cavity and place your hand over that area to prevent the intestine from coming out.
Donc fay aquela present, e comanda a lu que fassa tot aquo que tu li mandaras, de la enquisicio sobre la peyra al comensament; la qual causa es que reguarde si la femna es verges, lahoras cove que meta lo sieu dit en le cul de lu e quiera la peyra.	 Then proceed to examine the patient's thighs from front to back, checking for any irregularities along the way that might indicate a hernia.
Donc si atroba aquela, coarte aquela dejos le sieu dit, e lahoras comanda a lu que inscida sobre aquela.	 Then remove everything on or near it and have the patient lie flat, instructing them to stay still while you examine their abdomen for any signs of hernia.
Mays si no es verge, lahoras comanda a la matrona que entrometa lo sieu dit en le conh de la malauta e enquiera sobre la peyra, pus que pausa la sua ma sinistra sobre la vesica, e comprem aquela am bona comprecio.	 If there is no hernia present, then instruct the attendant to enter their private area and ask about the hernia, placing your left hand over their bladder while examining them for any signs of hernia.
Donc si atroba aquela, lahoras cove que gradantment maugua aquela de l’orrifici de la vesica a las partidas dejos am somman de la sua vertut entro que pervengua am aquel a la razit de la coyssa.	 Then proceed to examine their abdomen from the bladder downwards, looking for any irregularities that may indicate a hernia.
E aprop inscida sobre aquela apposicio de la maytat del conh deves la razit de la coyssa de qualque part sia a lu parada e cent la peyra en aquela partida, e·l dit de lu no sia remaugut de la peyra coartan dejos lu.	 When the space below has been prepared for the operation of cutting open the chest cavity, then you must place a cushion between them to prevent injury to that part of their body and hold their hands at this point
E la seccio sia pauca al comensament; e aprop entrometa lo ray sobre aquela seccio, e si sent la peyra, lahoras ajuste en seccio segon la quantitat la qual sap que la peyra sira getada de aquela.	 The section must be closed quickly at the beginning of the operation and if you feel pain then adjust it according to how much pressure is needed to make sure that the incision will close properly
E sapias que las specias de peyra son motas: quar de aquelas es pauca e gran, e leon e aspra, e longua e redonda, e havent ramps.	 The types of incisions are different - some are small and large, straight and curved, short and round, and there may be bumps
Donc tu sapias quantas specias so de lu per aquo que tu signifiques sobre aquo que vols.	 So you know how many sections you need to indicate what it is that you want.
E si tu veus flux de sanc, ajusta en le loc vetriol trissat e te aquela per una hora entro que sia abscindit le sanc, e aprop retorna a la tua operacio entro que la peyra sia fora-getada.	 If you see bleeding adjust the location of the stitches and wait for one hour until they are removed, then proceed to the next step and make sure that the incision is properly closed.
E fay que prepares am tu dels instrumentz les quals e ditz en la extraccio de peyra en les homes, per so que sias ajudat per aquels en la tua operacio.	 And make sure you have prepared all the tools that are used in making an incision on patients and use them for your operation.
E si tu veus flux de sanc, e sabes que la expulcio del sanc es de la arceria que es insciza, lahoras tu pausa polvera sobre le loc e estrenh aquel am pulvils e strictura descent, e no iteras aquo; e layssa la peyra e no extraguas aquela, quar fort leu morira la malauta.	 If you see bleeding and know that the removal of stitches is an incision which should not be made on the chest wall, then stop pressing on this part and clean away any loose or dried blood from it, do not continue to press here; leave the cut and avoid going back there because much pressure may kill the patient.
E aprop cura la plagua.	 To lubricate/moisten
Donc cum es cedada la acuitat del sanc aprop alcus jorns, e·l loc se poyreys, lahoras tu retorna a la tua operacio entro que la peyra sia fora-getada.	 When you have given the incision its firmness and it is firm enough, then return to your operation until the suture has been closed
Capitol lxii.	 Chapter 12
De seccio sobre ernia acoza.	 About hernia surgery
Hernia ayguoza no es sino agregacio de humiditat en le ciphac blanc lo qual es dejos la codena dels genetius contenent le huou, e es nompnat ciphac.	 A hernia occurs when there is a collection of moisture within the abdominal cavity which pushes out or through the opening in the diaphragm that connects to the intestines, and it is called an inguinal hernia.
E alcunas veguadas es en le propri pannicol le qual a lu preparec natura en la partida del huou, entro que sia cuyat que ja es autre huou; e es la codena del genetiu entre le ciphac blanc le qual havem dit, e no es aquo sino tart.	 Some veins are located in the peritoneum, which is a natural part of the body at its start, until it becomes inflamed and it is called peritonitis.
E la generacio de aquest hernia es per debelitat la qual accideys als genetius, per que ad aquels es efundunda aquesta materia, e alcunas vetz accideys per percuscio fayta sobre les genetius.	 The cause of this hernia is due to the weakness that occurs in the muscles surrounding the intestines which causes these tissues to separate and some veins may be cut during hernioplasty surgery.
E aquesta humiditat es havent motas colors, quar la color de lu o es declinant a citrina o a sanguinent, o rog, o es negra feculenta, o es ayguosa blanqua, e es aquo que es mays.	 This moisture can be clear or may become cloudy or bloody, or rotten, or blackish-green, or white and it is this that makes the disease so variable.
E les senhals per les quals es saubut on es aquesta agreguacio de aygua so aquestz: quar si es en le ciphac blanc le qual havem dit, lahoras le apostema es redon declinant un pauc a longitut ayssi cum figura de huou, e appar le genetiu, quar la humiditat conte aquel de tota part.	 The symptoms for which the disease is so variable are when there is a collection of moisture within the abdominal cavity and it appears as an abscess that decreases in length over time until it reaches the intestine, or if the bowel obstruction occurs without warning and causes pain or nausea.
E si la humiditat es en le propri pannicol, lahoras le apostema es redon am partida del huou e per aysso hom estima que es autre huou.	 When humidity enters into the private part of the patient, the pain is increased and it is considered that another heat should be applied to counteract this.
E si la humiditat es entre la codena dels genetius e·l ciphac blanc, lahoras catz dejos le centiment.	 If humidity enters between the genitals and the pubic area, put a towel there
E cum tu vols la cognicio de la color de la humiditat, lahoras tu esproa la color de la humiditat en le apostema am entromes cayrat del qual la forma es precedida; e segon aquo que es eyssit en le vestigi del entromes, jutga de aquo que es dedintz lu.	 To determine the color of the humidity, apply a color to it that marks its path as you go along, and then when you reach the end of this line judge whether it is continuing on or not.
Donc quan nos vinem a la curacio de lu am ferr, lahoras cove que comandem al malaute que sia fleubotomat si aquo es a tu possibla, e vezes le cos de lu ple.	 Then when we come to the cure of him, let us command to the patient that if it is possible, he should put on his robe; and if not, leave everything as it was before.
E aprop sia resupinat sobre le sieu dos sobre alcuna causa un pauc auta, e pausa dejos lu motz draps.	 Then place a cushion under both of them to avoid any cause for discomfort or pain.
E aprop setz tu sobre la part sinistra de lu, e comanda al ministra que segua a la dextra de lu, le qual extenda la sua vergua a hun de dos latz a la codena dels genetius e a la partida del mirac del ventre.	 Then place him on the left side and command the minister to proceed to the right of him, extending his arms towards the groin and the abdomen area.
E aprop pren spatum lat e scindeys la codena dels genetius del mieg loc per la longitut entro prop le pentenilh.	 Then place your fingers in a spread-out position on either side of the genital area, extending them towards the center of the abdomen.
E sia fayta la seccio segon rectetut engualment distant de la linha que deveseys la pel dels genetius, entro que pervengua al ciphac blanc comprehendent.	 Then make a cut parallel to and away from the line that passes through the groin, so as not to damage it when passing over towards the white area of the body.
E excorja aquel, e observa, e guarda te per aysso que tu no inscidas aquel; e la tua excoriacio am la qual aquel excorjas per partida jassia que sia suspenduda am le huou mays e subtilment escruta am la excoriacio segon la quantitat a tu possibla.	 When you have opened that space, observe it closely and keep track of its movement so that you do not touch it; and your excision should be such that when you perform the incision there is no risk of injury to the hand performing the cut.
E aprop perfora le ciphac ple de aygua am perforacio ampla, e extratz tota l’aygua.	 After making a long and wide incision in the abdomen, extract all the water from it
E aprop separa entre doas labias de la seccio am uncis, e exten le ciphac a las partidas desus; e no toques la codena les genetius comprehendent, e inscideys le ciphac en aquela manieyra que es a tu possible.	 After making two long incisions on the section, and you spread it apart from the sides; do not touch the bottom of the abdomen with your genitals comprehended in that manner as is possible for you.
E inscideys aquel am la sua totalitat o en pessas, e majorment le sieu latz subtil, quar si tu no perscrutas exquisidament la inscizio de lu, no es fayta segurtat que la aygua no retorne.	 Inscribe the incision from its entirety or in parts, and mostly leave it subtle so that if you do not meticulously make the cut there is a risk of water returning.
Mays si le huou procezeys de aquela defora de la sua codena en la ora de la tua operacio, lahoras quan tu auras complida la seccio del ciphac, retorna dedintz aquel, e aprop ajusta las doas labias de la codena dels genetius am sutura, e aprop cura aquel ayssi cum las autras plagua, entro que sia sanat.	 When the process of that procedure on your genitals in the time of surgery is complete, return it to its cavity; and adjust the two sides of the genital incision with sutures, and care for it as such between other plugs, into which it should be inserted gently so that it may remain healthy.
