Ayssi comensan las paraulas de Albucasim .	 When joint pain is caused by cold humors that infiltrate each part of the body,
E adonc yeu me coytegui e inscidegui sobre un dels orrificis aquels entro que descrobegui una partida del os, e atrobegui aquel corromput, e ja era terros e corrumput e denigrat; e era ja corrumpuda una partida de la camba entro que havia penetrat entro a la mezola.	 You should insert it into the anus as well and make sure to clean up any debris that may be left after penetration in her vagina, so that there will be no infection or spread of disease from one orifice to another.
E adon yeu serregui aquo que a mi era discubert e preparat del os descubert.	 You should make sure it is clean and prepared for insertion by examining its condition closely.
E yeu cujegui que no fos en le os sino aquela corrupcio la qual abscidigui e serregui, e yeu ja havia derraziguada.	 If the object was not in the anus but there is some other impurity that you have noticed and cleaned up already, you should check if it has been removed properly.
E aprop pausegui la restauracio de la plagua am medicina consolidativas per lonc temps, e no es consolidada.	 After applying conservative treatments for a long time, but still not consolidated.
E aprop yeu iteregui e descubregui sobre le os segondament sobre le descubriment primier, e atrobegui continua corrupcio am le os.	 You should also examine the anus again to check if there is any other impurity present after having already checked for one.
E serregui aquo que a mi apares de aquela corrupcio, e aprop yeu fo perforsat fayre la curacio de lu e restauracio, e no es restaurat.	 You should ensure that you have completely treated and restored the infection after having examined it closely to check if there is any remaining impurity present in both the anus and vagina.
E adonc yeu descubri sobre lu autra veguada e no cessegui inscidir le os petit a petit particuladament e perforsa la restauracio de lu, e no es restaurat entro que inscidigui entorn un palm de lu, e aquel extraxi am la medula sua, e aprop restauregui aquel am medicinas, e es consolidat leugierament e sanat.	 You should examine it closely and perform the treatment bit by bit very carefully to ensure that there is no remaining impurity present in both the anus and vagina. It may also involve removing any foreign object inserted into the rectum or anus, restoring the rectal lining with medical procedures if necessary and ensuring proper healing afterwards.
E no es necessaria iteracio en la operacio de lu e seccio de lu sino per la disposicio de la freulesa de lu e per la paucitat de la tollerancia de lu e paor de lu de mort, quar a lu accidia en totas horas per superfluitat de evacuacio sincopi mala.	 "When performing the operation and cutting of it, only by ensuring that the veins are open and the patient's tolerance is low and fear of death, to avoid causing the patient any harm in all hours due to excessive discharge caused by a lack of fluid.
E donc sanat es per sanacio entiera, e nada es en loc de os carn dura; e es fayta bona la disposicio de lu en le sieu cors e retornec la vertut de lu; e es conversat en las suas disposicios e no fec a lu contrarietat en ambulacio ni nocument en denguna causa.	 "In order for healing to occur, and nothing is in the place of stiff, it is good to ensure that the arrangement is right within its own body and restore its health; and he spoke to his dispositions not to put on any contrary thing during transportation or avoid any cause.
Mays si es os eminent en loc del cors ja trauquat, lahoras cove que tu secces aquel segon aquesta manieyra: e es que tu prenguas liament e strenh aquel en la extremitat de aquel os eminent, e comanda ad alcu que extenda aquel en sus; e pausa aquel liament de lana pus gros del primier liament; e aprop lia aquel sobre la carn que es dejos le os, e exten la extramitat de lu per que atires la carn a las partidas dejos, e tu descuebras la carn sobre le loc le qual voles serrar per que la serra no leda la carn.	 "If the eye is located in the chest, then you should perform that procedure with the following method: first remove any previous stitches from the first incision; second, extend and stretch it at the top of the arm; third, place a cushion on it to prevent it from falling out; fourth, cut off the excess skin around the area where you want to make the scar. Make sure to clear away the excess flesh around the area where you want the scar so that there is no bleeding.
E pausa fust o taula dejos le os decentment, quar quan tu fas aquo no es prohibida la serra que no secce la carn corrumpuda.	 "Place a cushion on top of it to prevent any movement or falling out; because when you do this there is not forbidden the cut that does not heal the damaged skin.
E cove que sia la serradura sobre le loc corrumput petit a petit, quar si es en la concavitat del os corrupcio e no appar en la sua apparicio al sentiment, e forssa a serratura de lu autra veguada.	 "Cut the scar gradually in the concave part of the corrupted area and not to appear on its surface during inspection; force to make another incision.
E si le os es corrumput e no-eminent, abantz es la una partida continuada am la autra, e la corrupcio es al mieg loc o en partida de lu, lahoras tu descuebre la carn de totas partz tota; e aprop pausa fust dejos, e aprop serra aquel de la primiera partida la on es la corrupcio entro que sia continuada la serratura del autra partida.	 When the abscess is corrupt and not prominent, it continues in another place, and corruption enters into or through part of the body; therefore, doctors discover all parts with a pointed cautery to find where corruption has entered so that continuous treatment can be started at the other site.
E sia la serradura segon le loc de la corrupcio un petit, segon que havem dit.	 And when there is a lesion on the place of corruption as mentioned earlier.
E si la corrupcio es en la junctura, inscideys aquela junctura corrumpuda, e serra le os la on es continuat del autra part.	 If the corruption is in the joint, then identify that joint corrupted and search for a location continuing from another part.
E si de la corrupcio es en la continuacio de doas juncturas, lahoras no es en lu razio sino engen.	 If the corruption continues in two joints instead of one, doctors will not be able to find it through any means other than investigation.
E si la corrupcio es en le pecte de la ma o del pe, es mot dificil; empero cove que tu inquieras la corrupcio en qual manieyra appareys a tu, e que abradas aquela, e mondes aquela segon quascuna disposicio la qual es a tu possibla, e am cascum engen sia rectificat a tu, quan no fa a tu contrarietat vena o nervi.	 If the corruption is in the hand or foot it may be difficult; however if you want to look for where exactly the corruption has happened and that location could possibly be reached by any means available, then approach that way, and when possible correct it at that place regardless of whether it comes from a vein or nerve.
E sapias qual es inscididors e las serras a inscidir aquestz osses son motz segon le situament dels osses, e la preparacio de aquels, e la grosseza de aquels, e la subtilitat e la grandeza e la parvitat de aquels, e la duricia e la lor raritat; per que cove que tu prepares a tota specia de operacio estrument convenient ad aquela opperacio.	 You should consider the location of the incisions and scars to identify which bones are to be cut open, prepare for that, and also consider their size, subtlety, hardness, and rarity; in order to choose an instrument suitable for this operation.
E sapias que aquela operacio significa a tu sobre la specia del strument del qual indigeysses; quan am tu es gran studi e lonc e conoyssensa de las manieyras de aquesta art, e testimoni de manieyras de malautias, quar lahoras ja tu las avias per tu meteys aquo que es convenient a lu dels sturmentz a tota malautia.	 When that operation means the use of a special instrument which is necessary for its practice; when you are great at both science and medicine, and witness the diseases of both good and bad people, then it will be advisable to apply this treatment on all patients
E yeu so a tu formant en la fi de aquest capitol le nombre dels instrumentz les quals pausaras cum eyssimples am les quals proceziras a la tua prohibicio la qual experimentaras sobre las autras.	 You should write down the number of instruments you will use in simple and clear writing, so that you can refer to them later on if needed.
Forma de serra:	 How?
Forma de autra serra:	 Are you asking for another sentence from this text or about the translation of "forma de serra"?
Forma de autra serra:	 What do you want to know, specifically?
Forma de autra serra gran:	 I am not sure what you are referring to. Could you please provide more context or clarify your question?
Forma de ray:	 How can I help you today?
Sia le cap de aquest ray segon la forma de cap de clau stellat, e les puntz de lu sian segon la forma dels puntz alstefegi.	 The key to open this lock is the sequence of points as specified in its instructions.
E no conveneys sino que am aquel sian confricadatz les caps de las juncturas quan so corrumpudas, o es la boca gran ampla.	 If you cannot afford to replace them when they break, or if the big hole becomes too large.
Forma de razori major dels autres:	 I am unable to provide a translation for that phrase as it appears to be incorrect syntax in English and is not understandable based on the context provided.
Forma de razori menor:	 The smaller keyhole should be closed when pain occurs due to joint damage, or if the big hole becomes too large.
Forma de razori lat:	 I am unable to provide a translation for that phrase as it appears to be incorrect syntax in English and is not understandable based on the context provided.
Forma de serra autra decentment fayta: sia fayt arc de lu pus sobira e la acuitat de lu de ferr, e le membre de lu de boys punhal descentment fayt.	 The first sentence translates to "Take a step forward.
Forma de lu:	 Take your hand (and possibly something else) and approach the patient gently.
Forma de razori en la qual ha concavitat:	 When a concave space is present,
Forma de razori autra subtil:	 Another type of approach to use when there is no concave space available.
Forma de autra razori de curvada extremitat:	 When approaching the patient through an extremely curved limb (such as a leg or arm)
Forma de rasori petit semblant a tenta:	 To approach the patient in small steps like this.
Forma de incisori am le qual so inscidit les osses:	 To insert something that can penetrate the bones.
Forma de inscisori autra minor:	 Another smaller type of probe to use.
Forma de un autra inscissori; aquest semblant a ray, e la extremitat de lu es cum serra, e es exhibit en motz locs en la razio dels osses:	 This other smaller inserter tool is similar in shape and size to the one you mentioned. It fits into place similarly and can be inserted at various locations within the bones.
Forma de ray lo qual conveneys a rasio de aquel que es perforat dels osses:	 To use when aiming for an opening between the bones that has already been made.
E la extremitat de lu es triangulada e de aguda extremitat.	 The limb is triangular in shape and extremely curved.
E es fayt de ferr de India , e semblantment cove que totas las causas que havem ditas de rasoris e de inscissoris e de serras.	 Do all the things that were mentioned for probes, insertions, and incisions to be made with it as well.
De inscizio extremitatz e de la serratura dels osses.	 The incision of limbs and the cutting open of bones
Las extremitatz se poyresso o per causa intrinseca o per causa extrinseca, o cum tu auras medicat aquela corrupcio per curacio de aquelas medicinas e la curacio no comfereys, o vezes la corrupcio anar deves le membre la qual no percuteys denguna causa, lahoras cove que tu inscidas aquel membre entro aquo la hon acossec la corrupcio, per que le malaute evasesca per aquo de mort o de malicia que es major defeliment del membre.	 Extremities can be caused by intrinsic causes or extrinsic ones; if the corruption goes untreated and spreads to other parts of the body, it may lead to death or injury that is greater than any damage to the limb itself.
E le senhal de aquel al qual accideys, es que·l membre es fayt negre entro que sia cujat que foc la ja comburit, o se poyreys aprop la negror entro que la poyredura aquela ane entro aquel membre que siec lu e que prengua tot le cors; e donc coyta te am inscizio de aquel.	 When an accident happens to a member of the body, it is customary that part becomes black when touched by fire or cold and then heals itself completely if left untreated, so long as the heat remains on that part
E semblantment si es causa de la corrupcio percussio de alcunas causas venenosas ayssi cum de scorpio mari o de vupera o de rutela e de semblantz.	 Similarly, if it is caused by a venomous or poisonous substance like scorpion venom, adder poison, viper venom, or wolf venom, etc.
E si la corrupcio o la percussio es en la extremitat del dit, lahoras tu inscideys le dit e no dones spazi a la corrupcio per que ane entro a la ma.	 If the corruption or injury is in the finger, you must cut it off and do not place any space where the corruption has infiltrated into your hand.
E semblantment si accedeys a la ma, lahoras tu inscideys aquela de la razit del focil, e no dones spazi a la corrupcio entro que prengua en le focil del bras.	 Similarly if you enter the fire or hand, then cut off that part of your finger and do not place any space where corruption has infiltrated into your forearm.
E si envezeys aquel, lahoras inscideys le bras entro al coyde en la junctura.	 If you find it, then you must cut off the arm between the joints in the joint.
E si passa otra la corrupcio e la vezes enviro le coyde, lahoras en aquel es la mort del malaute; e aministrar autra causa otra aquo en curacio es quantitat de vertut.	 If another corruption and poison enters in the cavity then it is the death of the patient, and to administer another substance for treatment you should do that which brings good fortune.
E semblantment fay del pe quan corrupcio envezeys le dit del pe, lahoras tu inscideys aquel entro ad un dels nozes.	 Similarly if corruption enters the foot then cut it off and place it into one of your hands.
E si pren en la pente del pe, lahoras tu inscideys tot le pe.	 If you take from under the foot then cut off the whole foot.
Mays si pueja entro al denol, lahoras tu inscideys la camba entro a la junctura del denol.	 When pain arises in the foot, it's customary to call it gout by doctors.
E si la corrupcio ja es pervenguda sobre le denol, lahoras en lu no es engen sino dimissio, e layssar le malaute a la mort.	 If the corruption is spreading over his foot, then they must cut off their gangrene and bring them to death.
E la manieyra de inscidir le membre o de serrar lu es que tu strenhas le liament en la partida pus dejos la qual voles inscidir, e strenh autre liament sobre le loc; e extenda le ministre un liament a las partidas dejos, e extenda le ministra autra liament en sus; e tu separa la carn la qual es entre dos liamentz ain spatum lat entro que sia descuberta tota la carn; e aprop sia inscidit o serrat.	 The aim of the incision is to cut through the limb, and if necessary, sever it there where you want to make an incision, stretch another ligament over that place; and extend a minister's hand with another in its place; then remove the skin between two ligaments as far as it can be seen completely uncovered.
E cove que sia pausat drap de li de totas partidas per so que no toque le loc sa, e que vengua al malaute lesio ajustada e apostema caut.	 And when you have stopped the bleeding by pressing down on a cloth over that place to prevent further damage and call for an urgent dressing of the wound.
Mays si accideys flux de sanc quan obras, lahoras tu cauteriza le loc coytadament, o pausa sus lu alcunas polveras restrenhentz le sanc; e aprop retorna a la tua medicacio entro que sia complida.	 If there is bleeding when you cut the skin, then quickly cauterize the wound with something like sand or powder to stop it from spreading further and go back to your doctor for treatment as soon as possible.
E aprop lia le membre plaguat am liament al u convenient, e cura aquel entro que sia sanat.	 And when you've made a cut in the limb at its most convenient place, treat it immediately with anything available to restore health.
E yeu recomti a tu aquo que endevenc a un home en le sieu pe, aquest meteys accident le qual yeu e a tu recomtat, le qual es quar accidic a lu negror en le sieu pe am adustio que era asemblada a combustio de foc.	 I recommend that you take it to the home of its owner who will have dealt with accidents similar to this one and call for help from them, which is important because the fire caused by this accident was assembled in such a way that it could be used again on his foot as an incendiary device.
E aquela corrupcio accidic primierament en le sieu dit entro que tendec tot le pe.	 "The pain originates in a part of the body that extends down to the feet.
E adonc aquel home preparec per si meteys pus que vic la curacio anar al membre am la vehemencia de lu que atrobec de dolor e de adustrio de lu, e el inscidic aquel pe entro a la junctura, e foc sanat.	 "When the pain is severe and affects both feet simultaneously, causing redness and swelling of the joint, it may be that gout has spread to one or more joints.
Lonc temps accidic a lu aquela meteyssa corrupcio en le dit de la ma indic.	 "The pain lasts for a long time in this particular case.
E adonc venc a mi, e so me perforsat repercutir aquela superfluitat am aquo que pausegui sobre la ma de las medicinas, aprop la mundificacio del cos de lu; e no es repercussa la superfluitat e comensec anar al autra dit entro que comensec en la ma.	 "And since it has spread throughout the body and caused damage to the extremities, it is advisable to consult a physician immediately.
E el apelec me a inscidir la ma de lu, e yeu no volgui far aquo sperant sobre la repercussio de aquela superfluitat, e mays que temegui deves la inscizio de la ma de lu mort, quar la vertut del malaute era sobre cazement.	 "The physician should examine the patient's hands and feet carefully to see if it is necessary to act quickly in order to prevent further complications from the disease.
E pus que el se desperec de mi, es retornat en la sua terra e pervenguec a mi que aquel home preparec e inscidic la sua ma tota, e es sanat.	 "The physician should examine all of them and note that gout has spread to various parts of the body.
E no he adhuzida aquesta narracio sino per que sia adjutori sobre aquo que catz de aquesta malautia, e que sia significacio per la qual sia significada e segon la qual sia obrat.	 "It was not written to instruct how the disease is spread or what its significance means but rather for medical practitioners to know about it so that they can treat patients accordingly.
De cura sinuum et qualitate clisterizationis cum medicinis.	 "To cure and improve your health with medicines.
Quan accideys apostema en alcus membres carnozes e·l spazi de l’apostema es prolonguat entro que fa colleccio de sania, e aprop es romput e perforat, e es eyssida de lu la sania, e roman le loc vuoyt quays cum si era vayssel, e la codena que es desobre lu ayssi cum drap subtiliat, e no es pervengut a deriera corrupcio, e no inprimeys en le os o en nervi ni en liament, es apelat sinu, e no es nompnat fistula.	 "When the gouty attack strikes one or both legs and lasts for several days, it becomes swollen; if you prick at its swelling, it will break and drain off the pain. If you apply a poultice made of subtle cloth soaked in vinegar to it, then the pain will go away.
Mays empero si le spazi es prolonguat entro que la corrupcio enprema en alcun membre, lahoras es appelada fistula e no zukem.	 Fistula
E la cura de lu es que inscidas aquela codena tota ayssi cum es revolvut, e majorment quan es subtiliada e es fayta cum drap, e comfizas que no adhereys al loc per la sua corrupcio.	 The cure for it is to apply a compress that fits tightly around it when it swells up, and especially if it becomes swollen and you squeeze it gently without adhering to the location of its infection
Mays si tu speras que la codena adheresca e que aquela corrupcio no aja conseguit per deriera consecucio, e en la codena ha spassitut de cara, lahoras tu cura aquel am clisteri.	 If you suspect that the blockage has become too tight and cannot be released through drainage, then apply a hot compress to it.
E es que consideras al sinu, e lahoras si es gran, e·l brac que yeys es de fetent odor, lahoras clisteriza aquel am medicament egipciac le qual es de oli e vi agre e ziniar recebent partidas enguals, e sian ajustadas en un vayssel, e sian coytas sobre le foc entro que’l medicament se fassa rog e pervengua a specitut de mel.	 Consider applying the Egyptian medicine ointment that has oil and vinegar as its ingredients, which can be applied by rubbing it onto a gauze pad, allowing it to heat up until it is burned off on the affected area.
E aprop tu pren de lu aquo que es necessari e dissolveys lu am aygua e mel; e clisteriza am aquel le sinu, e strenh le orrifici de lu, e layssa la medicina en lu per la quantitat de doas horas.	 Then apply the Egyptian medicine to it, massaging it onto your skin and rubbing it into its fur, until it has become absorbed by the body over a span of two hours.
E aprop extratz aquela am sprecio; e fay aquo per tantz dias entro que sia mundificat le sinu e sia remauguda la pudor.	 Then apply more frequently as days go on, until it becomes evident that the fur has been cleansed and odors have been eliminated.
E alcunas veguadas es clisterizat am aygua de cendre, quan no es a tu prezent aquest medicament; e es que tu prenguas la cendra de vitz, e met sobre lu aygua; e aprop cola aquela e clisteriza aquel am ela entro que te confizes que·l sinu lahoras es ostat.	 Sometimes you can apply the medicine by rubbing it onto a cloth when not present on your skin. Then apply this cloth to the fur and massage it into it until you feel that the fur has been cleansed.
E si le malaute no ha tollerancia sobre le medicament egipciac ni l’aygua de la cendre, lahoras clisteriza aquel am aygua e mel e quays sia mesclat ziniar trissat, e clisteriza aquel am vi e mel mesclat, quar de proprietat de mel es que mondifique e lave, e le vi fa adherir le sinu, e majorment quan en le vi ha superfluitat de stipticitat e de siccitat.	 When the patient is not tolerant of Egyptian medicine or water from the cradle, the physician shall cleanse him with water and vinegar mixed, then he shall cleanse his body thoroughly with them, because property of vinegar causes to adhere more firmly, and it makes the excess of dryness and stiffness go away.
E cum tu fas aquo alcunas veguadas e te comfizes que·l sinu ja es remaugut, lahoras clisteriza aquel am aquo que fa naysser la carn en lu.	 When you have done the above cleansing and find that the skin is reddened, the physician shall cleanse him with water to remove any redness from his body.
E es que prenguas de enguent dyafinicon e dissolveys aquel am oli rozat e vi stiptic; o que clisterizas aquel am alcunas medicinas e enguentz autres que hajan las proprietatz les quals ja he yeu scritz en le tractat dels enguents.	 It is necessary to use a defoaming solution and dissolve any rancid oil in it, or else cleanse the ointments that have been tested for their properties with other remedies known from this treatise on remedies.
E si le orrifici del sinu es streyt en le qual no es recebuda la canula del clisteri, lahoras tu le amplifique aquel am ferr petit a petit, e pausa en lu calgua envolopada en enguent egipciac o en enguent basilicon entro que sia amplificat.	 If the abscess of your skin is swollen and has not been treated with a needle, then increase it gradually, applying Egyptian or basilicon compresses until it is fully enlarged.
E semblantment si le orrifici es ample, lahoras tu agregua las labias de lu am sutura e layssa de lu quantitat en la qual intre le clisteri ses addicio.	 Similarly if the abscess is large, you will add more layers of it to the compresses and make sure that between each compress there are enough spaces for the pus to accumulate.
E si le orrifici de lu del qual corr le brac es elevat a las partidas desus, lahoras secca aquel en le pus bas loc que es en lu per que le brac corra entro dejos, quar quan le brac es coartat en la preondeza de sinu la carn esser en lu engendrada.	 If the abscess of your arm is elevated and causing pain when you touch it, then squeeze it until pus comes out, because when the arm becomes infected with pus, the skin may be damaged.
E si no es a tu possible seccar le sinu entro al enviro del os pus bas segon que voles, lahoras te perforssa que prepares le membre am preparacio per la qual corr de lu le brac leugierament segon que es a tu apparelhat e que no sia en lu retengut alcuna causa del brac.	 When the patient is ready to receive it inside their mouth, you should gently put your finger on his tongue, and then press down with some force so that the member goes down into the throat.
E pren medicinas consolidativas que sian pausadas sobre le sinu convenientz ad aquo que vols exxten aquelas sobre drap de li.	 You should administer conservative medicines suspended over his body in order to maintain them as he is requesting for a while longer.
E le drap sia de tan gran quantitat cum fa la comunicacio de tot le sinu; e aprop inscidey am las forfexs en le dreyt del orrifici del sinu un trauc pus ample un pauc que l’orrifici del sinu; e aprop exten sobre autre drap de li dels enguentz leons segon la quantitat del trauc, e pausa le sobre aquel per posicio longinqua del orrifici del sinu per que sia aleujat le eyssiment del brac de lu e no ostes le drap gran sino aprop alcus dyas una veguada.	 The drape must be sufficient to cover the entire body, and make sure you gently place your finger in his throat at a distance that is not too far but enough for him to swallow normally.
Mays aquel que es sobre le orrifici del sinu, le qual remauguas en tota hora per so que yesca aquo que es ajust en lu del brac.	 You should make sure it's placed at his throat where he can swallow in a timely manner to prevent any choking issues that may arise from the bandage slipping out of place.
E per que sapias si aquo que corr de lu del brac es mot o pauc, o es digest, o es no-digest.	 To determine whether it is solid or soft, digestible or not-digestible you should ask him which one he prefers and then apply the bandage accordingly.
E am aysso tu considera le loc de aquel sinu, si en lu sent le pacient dolor o no, e si es en lu apostema.	 When considering that location on his body, if he feels pain or not-pain there, and if it is being applied to him at the moment.
E cum la tua medicacio es prolonguada en la tal manieyra, e vesas la matiera que es gitada sobre le orrifici del sinu ja adhereys, o se apropria adherencia, lahoras le mayti tu le deslia o le tertz dia, e quan deslias la plagua, lahoras muda le drap per autre e renova le enguent.	 When your treatment is prolonged in this manner, and if you have already adhered the bandage to his throat as instructed, or it has been applied correctly, the doctor should continue administering medication every few hours until he is finished treating him.
Mays si del sinu aprop lon spazi yeys virus subtil, lahoras no te desperes de la adherencia de li, quar la sanacio de lu se apropria, quar so alcus homes en les quals tarda generacio de carn en las lors plaguas, e de aquels so en les quals es fayt le contrari de lu.	 When the body's joints become inflamed due to cold humors infiltrating them, doctors typically call it gout.
E si del sinu aprop motz dias es yssit brac indigest, lahoras sapias que·l sinu no adhereys; e si es tardada la adherencia del sinu e es la causa prolonguada, lahoras tu ajusta en exsiccacio de las medicinas, e si las medicinas so humidas en lor substancia e en la sua vertut, son seccas ayssi cum enguent dyafinicon, quan es en lu ajustada superfluitat de addicio de zegi.	 If the bowels become inflamed due to indigestion (or perhaps a prolonged adhesion), doctors may advise rehydration with medical solutions such as dry powders or other medications, in order to decrease fluid retention and adjust excessive body fluid balance.
E le mays derier am le qual es curat, es que prenguas de enguent dyafinicon e sia dissout en oli rozat, e sia sobre lu vojat vi antic engual en la sua substancia, e aprop comfeys aquel am lu, e usa de aquel.	 The doctor will examine the affected area and recommend care measures to prevent further complications such as dermatitis or other skin conditions related to excess fluids in the body fat.
E ja fa semblant en aquela accio, quan no y a brac, enguent dyafinicon, mel quan es coyt entro que sia engrossat, e usa de lu; o que prenguas mirra e aloen e enses, e trissa tot e polveriza sobre le mel quan es sus le foc, e aprop lineys aquo sobre drap e strenh aquel sobre le sinu; e lineys aquel am le mel le qual has cuoyt entro que es engrossat, e polveriza sobre drap e strenh aquel.	 The doctor may then treat the affected area with creams or powders that are applied to soothe the skin and prevent further thickening of the body fat.
E alcunas veguadas so administratz am lu aristologia longua e razitz de lili celesti (e es lili celesti) e farina de errs e centaurea, e usa de aquels simples o ajustatz, trissa aquels e cribela e polveriza sobre le mel le qual he recomtat; e husa de lu.	 The doctor may also use simple remedies such as those found in celestial lilies or farinata (chickpea flour), and recommend using the suggested creams or adjusting their application to assist with weight loss, while ensuring not to overuse them and instead continue taking other prescribed medications if needed.
E si es prolonguat le sinu, e no es sanat per aquesta curacio, lahoras sapias que la corrupcio es en le preon de lu, e ja fa enquisicio en les osses o en les autres membres durs o als liaments; lahoras tu le cura am curacio fistular, ayssi cum desus es dit.	 When a hernia is prolonged and not treated properly, it is believed that the corruption is in the preon of the patient, and they seek treatment for fistula surgery.
De curacio de panarici et unguis attritae et incisione digiti additi et sectione.	 In order to treat the hernia or hydrocele (swelling due to water retention), it is customary:
Panarici es apostema le qual nays dejos la ungla del dit pous de la ma o del pe, e fort leu nays en les autres ditz, e cum es prolonguat e la sua curacio es mens prezada, o es apostemat de apostema caut, o es corrumput, e gieta brac entro que corrodeys la razitz de la ungla, e fort leu corromp aquela tota, e fort leu perve la sua corrupcio al os entro que es a lu odor fetent, e es fayta la extremitat del dit lada, e la color de lu es fayta fusca.	 To treat the hernia or hydrocele swelling due to water retention, it is customary:
E donc quan tu auras aquel am aquo que havem dit en la divisio e no comfereys la tua curacio, lahoras cove que tu inscidas am ferr tota la superfluitat que es romasa de la ungla e aprop cauteriza la plagla aprop aquo, quar cauteri mot es juvatiu en aysso.	 Do not add any more lines to the translation as it has been completed already.
Mays si le os es sa e la ungla es sana, e las addicios de la ungla vuoydas ja compremen las carns a las partidas dedintz, e comensan lu punger e ledeysso aquela, lahoras cove que tu pauses ray subtil dejos le angle de la ungla que pungeys la carn, e impelleys aquela sus e inscideys aquela carn am facilitat, e pausa sobre aquo que roman de la carn de las medicinas comburentz corrosivas entro que sia tot remaugut; e aprop cura aquel am enguentz entro que sia sanat.	 If the body part is already healthy and the hernia is cured, then you should put a bandage over that area to prevent any injuries due to sharp objects or rough handling.
Mays si la corrupcio ja enprem en le os, lahoras cove que tu inscidas le os aquel e le extraguas, car nul temps no es sanat que sia en lu le os corrumput.	 If the corruption is already in the body part, then you should cover it up and apply a soothing ointment to prevent any more infections occurring in that area.
E si vezes la corrozio e la corupcio anar en le dit, lahoras tu inscideys aquel en un dels nozes segons que es premesa la sua rememoracio, e aprop cura aquel entro que sia sanat.	 "When the heart attack and stroke occur together in one person, doctors advise that they should take measures immediately.
Mays si a la ungla endeve percussio o atricio, e endeve en aquela dolor vehement, lahoras cove que tu al comensament fleubotomes le malaute, e aprop secca la ungla am spatum agut am seccio transversa desus en jus, e guarda te que la seccio no pervengua entro a la carn que es dejos la ungla, quar tu faras accidir al malaute dolor vehement, e sira causa a nativitat de la carn ajustada superflua en le loc; e aprop cura aquel loc am aquo que ceda dolor.	 "When the gallbladder attack and stroke occur together in one person, doctors advise that you should immediately perform the following measures: first, do not vomit or urinate because it may cause further harm to your body. Second, spread out any urine with a cloth because it can damage clothing; third, if there is a sudden pain from gallbladder rupture, apply pressure to stop the bleeding.
Mays dit ajustat, le qual es nat en las mas de alcus homes, fort leu es carnos tot, e fort leu so en lu osses, o fort leu es en lu ungla.	 "When the heart attack and stroke occur together in one person, doctors advise that they should take measures immediately.
E alcus de lu son natz en la razit de la junctura, o es la nativitat de lu en alcus nozes dels ditz.	 "When the joint attack occurs between the ribs or in any other bones, it is called a rib fracture.
Mays aquel que es nat en alcus nozes del dit no se mau, e aquest que es nat en las juncturas fort leu es maugut.	 "When the joint attack is caused by cold humors that infiltrate each part of the body and pain occurs in the feet, it is customarily called gout.
E de aquels que son natz carnoses, la seccio es leugiera, e es que tu inscidas aquel deves la sua razitz am spatum lat.	 "For those who have bone fractures, stretch out the skin to ease pain and prevent further harm.
Mays de aquel que es nat en la razitz de la junctura, la curacio es dificil; e donc guarda te de la abscizio de lu.	 "When joint attack occurs in the bones of the joints, treatment is difficult; therefore, it is necessary to keep a close eye on it.
Mays en aquel que es nat en dit deves les nozes, cove que tu inscidas al comensament la carn de lu am inscizio redonda entro al os, e aprop serra am una de aquelas serras convenientz ad aquo, e aprop cura aquel entro que sia sanat.	 When a patient's navel is to be incised for the sake of surgery in that region, let there be a proper assistant present.
Mays consolidacio la qual accideys als ditz entre lor motas veguadas o per nativitat del home que nays enayssi, o per consolidacio de plagua o per combustio de foc, o per semblantz, adonc cove que secces aquela consolidacio entro que les ditz retorno a la sua forma natural.	 When the incision between the navel folds is necessary for surgical reasons or by accident during childbirth, or due to burns, fire, or other complications, it must be done in such a way that the incision returns to its original form as quickly as possible.
E aprop pausa entre lor draps de li enfuzes en oli rozat per que no sian consolidatz leugierament, e separa entre aquels, o pausa entre aquels una lamina de plom subtil entro que sia consolidat segon que cove.	 If the incision between their drapes becomes infected with pus that cannot be treated, or if it is separated from them, or a thin layer of gauze must be placed over them to prevent further consolidation until it has been consolidated as soon as possible.
E semblantment si accideys consolidacio en alcus ditz am la palma, lahoras tu secca aquela consolidacio segon que es preparada e conveneys a la figura del membre.	 Similarly, if the incision is made on the palm of the hand, then it must be closed after it has been prepared and fits into the shape of the member.
De inscizio de vices, so son varicas.	 The incision for veins are varicose veins.
Vices so son varicas, e so venas envolutas grossas plenas de superfluitatz melencolicas las quals veno en motz dels membres del cors, e le major adveniment de lor en las cambas, e majorment en las cambas dels itinerantz e dels laborantz e dels portantz.	 Veins are varicose veins and those that have swollen full of melanocilli (a pigment) which can be found in the limbs of the body, particularly on the legs, and especially in the veins of the feet.
Adonc cove que tu administres purguacio del cors de colera negra alcunas veguadas am expulcio fort, e aprop sangna le pacient de la vena basilica.	 After administering purgation for black bile with strong purging, you should give the patient a dose of blood to strengthen their vein.
Mays la curacio de lor am ferr es segon dos manieyras: la una es que sia inscizas e sia atirat aquel sanc negre, e l’autra manieyra es que sia elevada la vena e sia extrayta tota.	 The first servant will go in and inspect the incision; one is to wipe away any black matter that may be there (i.e., blood or other stains), while the second is to elevate the vein and extract it completely.
