Ayssi comensan las paraulas de Albucasim .	 In English this means: Here come the words from Albucasis
E aprop le malaute sia resupinat sobre le sieu dos, e eleva las suas cambas en sus e pausa dejos lu un cuer sobre le qual ja so les homes o un lansol; e aprop unta la extramitat del cauteri am oli o am album de huou o am mucellage de fenugrec o de semblantz; e aprop entromet aquel en le cul am facilitat, e aprop le ministre prengua la borsa e exprema aquel am doas mas e essemps am vehemencia entro que sia evacuat en le budelh tot aquo que es en le cristeri; e aprop extra le cristeri e le malaute leva las suas cambas a la paret.	 The first sentence of the text translates to: "Place a cushion underneath their thighs, raise up their legs and put one hand on it.
E si la medicina forsa aquel a eyssiment, tengua le tant quant poyra; e si dorm am aquel per tota una nueyt, es mays derier en juvament.	 If the medicine forces this to happen, hold onto them as tightly as possible; and if they come with all their might, it's more dangerous in youth.
Mays si tu cristerizas aquel en las malautias de solucio de ventre e l’eyssiment de lu le coyta, lahoras tu itera le cauteri entro que sia sanat.	 If you apply the cautery to the belly and pain occurs, then you must act quickly to get relief.
E si en le cul so emorroydas o apostemas ledens, lahoras sia le cristeri mot subtil e leon, dels cristeris am les quals les enfantz so criterisatz.	 If something happens in the anus or buttocks, then apply the cautery gently and slowly, between the two fingers of the hand used for applying it to children.
De curacio de las plaguas.	 With respect to care (of) patients
Yeu ja e dit en la divisio de la curacio de las plaguas aquo que convenia al libre, e yeu dic assi la curacio de aquelas am ma e am medicinas segon le conpliment.	 You have already said in the division of care for patients that is customarily done as a matter of course, and you say similarly about care for doctors after being praised.
Donc dic que las plaguas son diversificadas segon aquo en que son faytas las plaguas e segon le loc sobre le qual cazo las plaquas.	 Therefore, I am saying that the causes of diseases are divided according to whether they are internal or external factors and based on where the plaques settle.
E las causas per que motas vetz son faytas las plaguas so ayssi cum getament de peyra, o inscisio d’espaza o de cotel, o percussio am lansa, o am fustz, o am sageta, o semblantz ad aquels de motas causas.	 When the causes for which things mentioned above are considered to be the cause of pain
Mays las plaguas que so en les locz del cos so ayssi cum plagua la qual catz sobre le cap, o·l col, o·l pietz, o·l ventre, o·l fitge, e semblantz ad aquels dels membres.	 The pains that occur in the parts of the body mentioned above are caused by certain causes or reasons
E yeu so recomtant la curacio de alcunas plaguas per que pauses aquela ratiocinacio e regla sobre las autras plaguas.	 It is recommended to cure some of the pains through this reasoning and regulation regarding other pains.
E yeu comensare de las plaguas del cap simplas, quar la rememoracio de las compostas vindra al comensament del tertz capitol.	 The pains in the head are simple to remember as they come first in the third capital.
Donc dic que quan accideys en le cap plagua simpla e no es fractura, lahoras considera: si es per getament de peyra o de semblant, e ja ha trinquada la codena tant solament e es gran plagla e temes sobre aquel malaute havinement de apostema caut, lahoras tu te coyta e fleubotoma la cephalica tantost, e no tardas aquo; e extrats ad aquel del sanc segon la quantitat de la vertut de lu si no mes alcuna causa prohibent de fleubotomia, majorment si·l sanc que es eyssit de la plagua es pauc.	 When a simple head pain occurs without any fracture, the doctor considers: if it is due to trauma or injury of some kind, and only one painful area and concerns about that patient having stitches on his chest, the doctor treats him with sedation, compresses the forehead as much as possible, does not delay this; otherwise extracts from that second for the duration of the pain if no other cause preventing sedation major than if it was due to the pain itself is minimal.
E sia la flaubotomia del contrari de la partida plaguada; e guardase le malaute de replecio e de vi e de viandas grossas.	 And stay away from the opposite side of the head, and keep far away from the patient's neck, face and heavy blood vessels.
Mays si de la minuicio prohibeys alcuna causa, lahoras sia aminorat de la vianda e no apropinque a carn ni a vi.	 When there is no cause to make incisions
E pausa sobre la plagua, si a lu accideys apostema caut, coto enfus en oli rozat solet o en vi en le qual es stipticat.	 And place the pillow on it if it happens that a sharp object comes too close, to prevent injury or blood from coming out in the same manner as described earlier.
Mays si est segur de apostema caut, lahoras pausa sobre la plagua, si es recent am le sieu sanc e le ayre no ha mudat aquela la polvera la qual yeu recomtare aprop petit.	 If you are sure that the sharp object has come too close, place a pillow on it, making sure to replace any torn cloth with another as soon as possible.
E si le ayre ja ha mudada aquela, lahoras pausa sobre alscus enguentz entro que sia sanada.	 If the pillow is already torn or damaged, place a new one in its stead after checking that it has been repaired.
Mays si la plagua es gran o es per inscizio d’espaza e de semblantz, e no so ajustadas las labias de lu per puvils, lahoras ajusta aquelas am sutura segon que yeu recomtare de la sutura de lor.	 If the pillow is too small or not properly adjusted for support, adjust it to suit after checking that you should repair its stitches instead.
Mays si la plagua ja es discuberta del os e pen, e no es retencio de lu sino un petit suspensori, lahoras inscideys aquela e aprop cura la plagua am medicinas e restaura la carn aprop en loc de codena, e comanda al malaute que sia pescut de viandas en las quals es groceza: caps e formen coyt e semblantz a lor, entro que sia compost.	 If the pillow has already been removed from use and torn in such a way that it cannot be used again for support, cut off the pillow immediately with a scalpel, disinfect it and restore the flesh properly at its location, commanding the patient to keep their legs crossed as instructed while they are healing.
E si atrobas en la codena putrefaccio e no adhereys al os, lahoras tu inscideys tot aquo poyrit e geta aquo, e aprop cura aquo.	 If pus from the wound begins to ferment and does not adhere to the bone, cut it off completely at that point; you should get rid of it, and repair it.
Mays si en aquestas plaguas es arteria o vena de la qual fluxs de sanc pot evenir, e no es abscindida per medicinas, lahoras tu inquier sobre la arteria, e si atrobas aquela no-inscidida, lahoras tu inscideys aquela am spatum, o lia aquela; e si necessitat te provoca que aquo que havem dit no comfereys, lahoras tu cauteriza entro que·l sanc sia abscidit.	 When there is an artery or vein whose blood flow may cause pain and not blocked by medicine, then inquire about the artery, if you detect it, investigate that one; and if necessity arises in which I have said that this happens to occur, cauterize into where the blood has come out.
E si aquestas plaguas son simplas e petitas, lahoras la causa de lor es leugiere; enayssi que tu polverizas sobre aquelas aquesta polvera, quar consolidada aquela denant que l’ayre mude aquelas.	 If the pain is simple and mild, then the cause of it may be light; otherwise you should sift through that powder to determine what caused this bruising.
E la manieyra de la polvera es aquesta: recipe oli de enses partida una, de sanc de drago partida doas, de caus no-extincta partidas tres; sia tot mot trissat e crivellat, e de lu sia la plagua omplida, e sia constrengida per bona constriccio entro que be sobre aquela aderesca, e sia coagulada am le sanc.	 The remedy for the powder is as follows: take one part of vinegar, three parts of dragon's blood, and add no external substance; it should be thoroughly scalded and creamed until smooth, and then poured over the bruise, whereafter it will coagulate against the itchiness, and heal any swelling or injury.
E aprop strengeys aquela desus am pulvils e leyssa aquela, e no la deslias mentre esta ayssi que no es apostemada, quar no es eredicada de lu la medicina entro que sia sanada.	 After applying that powder and leaving it as is for a while, if the medicine does not seem to be effective, do nothing else but leave it on until it has been applied completely without being washed off, at which point the medicine should have become effective.
E alcuna vetz fa aquo sola cautz, quan no es a tu en present enses e sanc de drago.	 None of these alone suffices when you do not also have vinegar and dragon's blood.
E ja fa aquesta meteyssa operacio en las grans plaguas quan conveneys que sia pausada sobre aquelas e sian streytas, e so plaguas recentz am le lor sanc, las quals le ayre no ha alteradas.	 The operation of this remedy is performed on large bruises when it is covered and stretched, as the bruise itself may have changed.
E si le ayre las ha alteradas, e majorment quan es en temps d’estiu, lahoras no es entencio a la posicio de aquesta polvera, mays adonc cura aquelas am aquo que havem dit, enayssi que tu pauses sobre aquelas alcus enguents degistius, o que pauses sobre aquelas pols de la farina del ordi am aygua e mel entro que getan poyredura; e aprop cura aquelas am l’autra curacio entro que sian sanadas.	 When the patient's anus has been altered and especially when it is summer, then the pain is felt in that area as mentioned before, you should rest your hand on those rough places, or on those fingers of the order to prevent further injury; also apply a second treatment to those other affected areas.
Mays si accideys am la plagua fractura en os, e es petita, lahoras tu extratz aquo am gesti.	 If you encounter a fracture in your leg and it is small, then the doctors will treat it with this method.
E yeu diyre la cura de las fracturas del cap en aquo que es envenidor.	 The treatment for broken bones when they are infected
De las plaguas del col.	 Of the hemorrhoids
Mays si la plagua accideys en le col, lahoras no es en lu differencia en medicacio, e entre la plagua del cap quan es simpla.	 If a hemorrhoid occurs in the anus, then doctors will not differentiate from medical treatment when it is simple.
Mays si ja le nervi del col es inscis o arteria, lahoras si es nervi, no es en lu engen sino que sia evitada curacio de lu am aquo que fa vehement stipticitat, ayssi cum ziniar e zegi que es vetriol e semblantz a lor quar nozo als nervis e contrazo aquel.	 If the nerve of the anus is crushed or an artery, then it is not in vein but must be avoided for treatment with hot applications such as those used to treat burns and blisters on the nerves against which are acidic and similar to them.
E no pauses sobre la plagua alcuna causa de tot freja, quar la sustancia dels nervis es freja e la continuacio de lu es am le cervel, le qual es le pus aut de totz les membres.	 Do not rest on any cause of the hemorrhoid pain as the nerve substance is hurt and its continuation is in jeopardy to all members.
E si’ aquo am que es curat de medicinas leugieras, ayssi cum es caus lavada am aygua dousa, alcuna veguada enfusa en oli rozat o no-rozat, e thucia quan es lavada am aygua dousa e las autras peyras minarantz segon aquesta manieyra, e enguentz humitz.	 If you are going to use drugs for the treatment of hemorrhoids as well as washing with hot water in a way that is soaked or not soaked with oil, and when it is washed with hot water along with the other parts of the skin, then moisturize it.
Mays si la plagua es gran, lahoras aministra sutura, o coarta las labias de lu, e aprop cura aquela am pulvils entro que sia sanada.	 When a swelling occurs that cannot be drained by the groin veins or the legs, and there is pain in the abdomen area, then doctors will perform surgery to drain it with sutures.
Mays si a la plagua es profunditat o accideys en lu a la pus bassa partida poyredura, lahoras perfora aquela en le loc mays depremegut.	 If the swelling is deep or occurs at a low point where there was previously an incision made for another reason, doctors will perform it in that location.
Mays si en la plagua ja es inscisa arteria e es conseguit flux de sanc, lahoras separa o secca aquela, o lia aquela, o cauteriza aquela si necessitat te provoca ad aquo.	 If the swelling is caused by an artery and it has stopped blood flow to that area, doctors will either drain or cut away that tissue, or burn it if necessary as a last resort.
Mays si ja ha insciditz les spondils del golayro o tot, e so salvadas las venas del col, lahoras tu ajusta las labias de la codena am sutura sobre la cana del golayro e no toques aquel; abantz egala aquel e reduzeys aquel sobre la sua figura natural, e aprop strenh aquel am strectura decent, e leyssa aquela per alcus jorns; e aprop cura aquel am enguentz en les quals es stipticitat e excitacio entro que sia sanat.	 If the swelling has occurred in the groin or elsewhere and there are still veins present below it, doctors will adjust them with sutures around the bottom of the leg to prevent that area from being exposed and ensure the wound heals properly without infection; they may also strengthen those muscles by stretching them out as much as possible while keeping up appearance.
Mays si la plagua ja en le os a fayta enprecio, lahoras percuireys aquela, e lahoras si en lu ha fragmentz de hos, extratz totz aquels que podes de lor; e aquo que a tu no es apparelhat, leyssa aquo entro que la plagua se poyrisca, e sia separat e la egrecio de lu sia alleujada.	 If the swelling is in the eye and cannot be drained out, doctors will try to remove it or break it up into smaller pieces if possible; they may also use drops to help it come out as well.
E si la plagua es recent lahoras polveriza sobre aquela polvera la qual t’e recomtada.	 If the swelling is recent, doctors will pulverize that area into smaller pieces and recommend a particular powder for you.
Mays si en la plagua es fayta fistula, lahoras cura aquela am aquo del qual la rememoracio vindra aprop en le sieu capitol.	 The patient's belly is swollen (fistula), so doctors take care of it according to this method from the capital of its memory.
De las plaguas del col o de semblantz quan fayta entre las spallas e es fayta am spaza o am cotel o am lansa o am semblantz.	 The hemorrhoids are between the buttocks, and if they become inflamed through intercourse with a blanket or cloth or lance or mirror,
Si es percussio de lansa o de cotel, e vezes de lu la profunditat, lahoras considera mays si de la plagua yeys ventositat quan le malaute elena; lahoras sapias que la plagua es mortal.	 If there is a blow on the lance or cloth (an anal probe), and sometimes in depth, doctors consider that if the patient dies from it: the disease is fatal.
E si en lu no es profunditat e la plagua es recent am le sieu sanc, lahoras tu pauses en lu de la primieyra horo polvera, e no strenhas aquel per que no sia le sanc retengut en la profunditat de lu e que retorne al cor e que aucigua le malaute, mays pausa en lu enguent atractiu, e deslia aquela doas veguadas le dia.	 If there is not depth and the fistula is recent from his anus, then pause in it at first bleeding, and do not force it so that the anus remains inside the depth of him and returns to the heart and causes harm to the patient: pause in it attractive, and release those measures which you have taken in a day.
E si l’enguent no es a tu present, lahoras tu pausa en le orrifici de la plagua coto viel per que sucque aquo que yeys de las humiditatz; e fay que le malaute dorma sobre la plagua per que corra aquo que es en lu ajustat.	 If the fistulas are not present, then pause in its origin to see whether there is any moisture: and place the patient on it so that it runs from it which is inside of him adjusted.
Mays si ja de la plagua son passatz tres dias o mays e no accideys al malaute spasme ni tremor de cor mal ni strictura de ale, e vezes las autras dispozicios bonas de lu, lahoras sapias que plagua es salva; e adonc cura aquela am calguas e am l’autra curacio entro que sia sanada.	 If the fistula has passed for three days or more and there are no spasms or tremors of the heart nor narrowing of the airways, but sometimes good dispositions from him, doctors know that the fistula is saved; and do cure it with cold water and another cure inside so as to be healed.
Mays si la sanacio de lu es excusada, e ja tot temps es uberta, lahoras sapias que ja es fayta fistula; cura donc aquela per le sieu capitol.	 When healing has been completed, you will know that the fistula was closed by this method.
E si la plagua es per inscisio de spaza o de cotel, e es simpla en la superficia del pietz o del dos, lahoras cura aquela am aquo que es precedit de sutura, si es gran, o am polvera, si es petita.	 If the fistula is caused by a tear in the fascia or skin itself, and it is located on the chest or arm, doctors will repair it with sutures if it's large, or by stitching if it's small.
Mays si ja ha fayta enprecio en le os, e so ja de lu inscizas pessas, lahoras tu torqua la plagua e coyta ad extrayre aquelas pessas, si so separadas.	 If the hernia has already been incised in both ends of the intestine and you can identify its opening, then close the hole and sew it closed to prevent any leaks if separated.
Mays si no so separadas, lahoras leyssa las entro que se poyresca la plagua, que la extraccio de lor es alleujada.	 If they are not separated, doctors will use this method of sealing the ends to prevent any leaks.
E de las autras plaguas accidentz en les autres membres le juvament en curacio es le juvament de aquo que havem dit.	 When a hernia occurs in another part of the body at an early age, it is treated similarly to how we described earlier.
De las plaguas del ventre.	 Of the hernias from the belly.
L’indisposicio la qual accideys en le ventre es o gran, o pauc, o migiera.	 The urgency in which it occurs is either great, or mild, or moderate.
De la gran alcunas veguadas yeys le budel o nervi del budel, per que es fayta intromissio de lor e la sutura de lor esser pus vehement e pus subtil.	 If the large intestines are affected by a rupture in the bowel or nerve of it, then you must make an incision into the bowels and suture these as quickly and subtly as possible.
E disrupcio petita es fayta dificil per autra manieyra, e siec se que la reduccio de lor es pus dificil, si no te coytes de la intromissio de lor al sieu loc tantost, quar se ubre e es engrossat per que le intrament de lu es fayt difficil.	 If the rupture is small and difficult to perform, then it may be that the reduction of them will also prove difficult, unless you manage to insert them into their place quickly enough, for fear they might slip out or become entangled due to the location being hard to reach.
E donc la milhor disrupcio es migiera, quar en aquela no es dificil la reduccio del budel, ayssi cum es dificil en las doas specias denant ditas.	 When the bowels are relaxed in that way, it is easy to reduce the hernia; but when there are two openings instead of one, it is difficult
E sapias que sutura del ventre es segon quatre manieyras, mays doas suturas son comunas que conveneysso en suturas de las autras plaguas del cors.	 It means that the sutures on the belly are second to four stitches; as there are two openings instead of one, it is common for both to be done in surgeries on the other parts of the body.
E duas autras suturas proprias comunican a las autras plaguas, mays empero so mays proprias en la sutura del ventre.	 It means that two additional stitches are commonly used for both openings; however, only one is used in the belly surgery.
E yeu recomti a tu quascuna am exposicio e declaracio.	 I recommend you to make an exposure and declaration.
Donc dic que quan la plagua es petita e es eyssit alcuna causa del budel per aquela, e es fayt dificil a reduzir aquel, lahoras aquo es en una de doas manieyras: o per parvitat de la disrupcio ayssi cum havem dit, o quan al budel es venguda inflacio per la frigiditat de l’ayre.	 It means that when the hernia is small and there is no cause for it from another part of the body, then it's difficult to reduce this one; however, if a cold humors enters the belly due to inflammation in the air (frigidity), then there are two ways to do so: either through tightening the diaphragm or when cold humors enter into the hernia.
E donc quan aquo es ayssi, lahora cove que tu scalfes aquel enayssi que tu submerges una sponga ho drap humit en aygua tebeza sola, o que coguas en aygua squinant, e cyperum, e spic, e embroques am aquela le budel entro que la imflacio sia resolvuda.	 If so, you cover it with a damp sponge or cloth soaked in water, and if not you should soak it in cold water, and rub vigorously until the inflammation is resolved.
E alcunas veguadas fa aquo vi en le qual ha stipticitat, e es milhor que la aygua sola en resolucio de la imflacio.	 There are certain vegetables that can be used here in which case it's better for water alone to resolve the inflammation.
E donc cum tu vezes la imflacio esser resolvuda, lahoras tu humecta le budel am aygua en la qual es coyta altea e malvas, quar per aquo es alleujat le intrament de lu am pauca causa.	 When you have once relieved the swelling that arises from a cold and damp condition of the bowels, as it is done with water in which there are many impurities but little cause for inflammation, then all inflammation ceases immediately.
Mays si es escusat le intrament de lu aprop aquesta curacio, lahoras scindeys la disrupcio un petit am strument am le qual so inscididas emorroydas.	 If you have already performed this treatment on the same part of the body, the pain will cease quickly with a small instrument made from it that is used to remove impurities.
E la curacio primieyra es milhor, quan es propriada que no es seccio, e no sia occupacio a seccar aprop necessitat e defaliment.	 The first treatment is the best one when it does not require drying and no additional care or cleaning is needed afterwards.
Del instrument, sec se la forma de lu:	 Of the instrument, take its form thus
La una partida de lu torta aguda, e l’autra partida no-acuta, e la extremitat subtil, e no sia am la subtilitat de spatum, abantz sia obtusa un pauc.	 The first part of it is acute and the second one is not acute, and the subtle extremity, and without the subtlety of a spatum, is blunt only slightly so.
E donc cum la plagua es amplificada e yeys fora le budel, lahoras cove que la sua reduccio sia segon la forma de lu natural, en le sieu loc propri, si es possible sobre aquo, quar milhor es.	 And when the swelling is amplified and it is removed from the bowels, the doctor advises to let the reduction be according to its own nature in its place, if possible over it, because that is best.
Mays quan la disrupcio es ampla, e es en la partida pu bassa del ventre, lahoras cove que tu fassas jazer le malaute sobre le sieu dos, e pausa las suas cambas pus autas que·l sieu cap; e si es en la partida pus desus del ventre, lahoras tu pause le cap de lu e·l pietz pus autz que las partidas dejos.	 When the disturbance is broad and it affects a small part of the belly, the doctor advises that you put the patient on their back, place their legs up high with their head, if in the broad part of the abdomen, the doctor recommends placing its head down low and its chest up so that all parts are separated.
E semblantment si la disrupcio es en una de las doas partz del ventre, lahoras pausa la tua entencio e la tua consideracio tostemps en aysso per que la partida en la qual es la plagua sia pus auta que l’autra.	 When the rupture occurs in one of the two parts of the abdomen, the doctors will pause your attention and reasoning at that time so that the cause may be determined accurately
E ayssi cove que tu aministres aquo en las plaguas grans e en las plaguas migieras.	 So also do you administer this in large veins and small ones
E en las plaguas petitas, pausa aquo que es a tu preparat, e aprop fay que·l ministre sia entre las tuas mas pyatados, le qual tengua la disrupcio tota am la sua ma e ajusta las labias de lu, e aprop descuebre de aquela ad aquel que siec la sutura alcuna causa aprop autra.	 In the small veins, pause this to be prepared by you, and order the doctor between your feet, so that the cause may be accurately determined.
E aquesta es la manieyra de sutura comuna: una que prenguas la agula, o comte de agula segon la cantitat de la amplitut de la plagua; e aprop layssa de la extremitat de la disrupcio del dit anular, e strenh la agula una, otre que tu no metas fiel en las doas extremitatz de la codena, am doas extremitatz del ciphac que es dejos la codena de las partidas dedintz, entro que fassas aquela penetrar de aquela partida; e tu ja has agreguadas doas extremitatz de la codena e doas extremitatz del ciphac, e so faytas quatre ordes.	 This is the common method of suturing: one that pulls out the needle or count how many needles are needed for the length of the vein; and place them at the end of the rupture on the opposite side from where you make the cut through the diaphragm, to prevent it from going into the opposite cavity. And if you have added two extremities of the thigh and two extremities of the calf, then fasten four sutures.
E aprop strenh am fiel doble en le circuit de la agula, e alcunas veguadas de doas partz ensemps, e aprop agregua las doas labias e la plagua per agreguacio decent; e aprop layssa la grossitut del dit e fiqua una autra agulha en aquela, e aprop lia aquela am fiel ayssi cum fiest am la primieyra agulha; e no cesses far aquo si es necessitat am las agulhas entro que ajas complida tota la contriccio de la plagua.	 Place the needle very close to both ends, and sew up two layers of the veins, and place the stitches through the gap in them. And make sure the thickness of it is fixed with another needle at that point, so as to ensure accuracy while making your first stitch; do not stop doing this until you have finished closing all the gaps in the vein.
E sian las agulhas migieras entre groceza e subtilitat, quar las agulhas subtils mot leugierament insciden la carn; e las grossas so de dificil intrament en la codena, e donc per aquo cove que sian migieras en subtilitat e grosseza.	 When the sharp needles are inserted between softness and subtlety, which cause the sharpest needles to penetrate the flesh; but the coarse ones are more difficult to insert into a wound, therefore let them be used with both sharpness and coarseness
E no cove que la agulha sia ficada en doas extremitatz de la codena propdana mot, per so que la carn no sia inscidida leugierament e que la plagua se huebra devant la sua consolidacio.	 Do not place the needle at two opposite ends of the wound to prevent it from being pushed out and to ensure that the bandage does not slip off as a result of the consolidation process.
E no sian prolonguadas de sutura per que la plagua no sia prohibida de consolidacio.	 Do not use sutures which would prevent the bandage from being consolidated
E aprop inscideys las extremitatz de las agulhas per so que no ledescan le malaute deves le sieu dormier; e pausaras sobre la sutura pulvils expanduts de tota partida, les quals tenguan las extremitatz de las agulhas; e layssa aquelas entro que sapias que la plagua ja es consolidada.	 Place the fingers of the needles so that they do not touch the patient's shoulder, and place a soft powder on each suture to ensure that the bandage is consolidated from all sides, except where you know the bandage has already been consolidated.
E aquestas specias de sutura am agulhas en cal manieyra es pus convenient en las plaguas petitas, quar habasta en la sutura de lor una agulha o doas o entorn aquelas.	 This type of suture is preferred for small wounds where only one or two sutures are necessary around the bandage
Mays la segonda sutura es cominal: e es que tu aministres am sutura las quatre extremitatz, de la codena e doas extremitatz del ciphac, en una veguada, am agulha en la qual sia fiel envolopat engual en subtilitat e grosseza.	 The second suture is placed as follows: and it's that you administer the four sutures around the bandage, from one corner to two corners of the diaphragm in a continuous line, inserting a needle at which was carefully wrapped with both sharpness and coarseness
E aprop quan am la agulha auras penetrat aquestas quatre extremitatz, reduzeys la agulha de aquela meteyssa partida de la qual comensest, per so que le fiel retrayt caja de la pus subirana partida a la plagua, per so que la sutura sia segon sutura de drap am la qual les draps so strengutz.	 Once the needle has entered these four corners, reduce it to its previously opened part of which is about to start wrapping around the bandage, so that the second suture holds firmly in place as if it were the first one, and so that this second bandage layer is tight.
E pausa entre quascuna sutura la quantitat del gros del dit mendre.	 There should be a pause between each suture and the length of the thread being used.
E aquesta sutura sabo les homes.	 This suture is known to men.
E am tal sutura yeu cozegui la plagua la qual era accidida a un home en le sieu ventre le qual era stat plaguat am un cotel, e era la disrrumpcio de la plagua major de un palm, e era eyssit dels budels entorn dos palms del budel del mieg loc e era la disrupcio en le mieg del membre; e adonc yeu reduzegui aquel depus que le budel havia stat foro la plagua per xxiiii horas.	 This suture is known to men who have had a similar experience, in which they experienced pain in their belly from the big hole that occurred due to this thread, and it was the rupture of the larger part of a palm, and there were injuries around two palms on either side of the finger of the member; and after reducing that the intestine was out through the hole for xxiiii hours.
E la plagua fo consolidada en le spazi de xv dias o entorn, e curegui aquel e es sanat; e aprop aquo visquec per motz ans, e es conversat en las suas disposicios.	 The gap was filled in the space of xv days or so on, and cured that and became whole; then it was covered over with motza's skin, and became well-formed.
E les autres metges havian jutgat que no fora sanat; e per miracle foc, quar yeu no curegui aquel am enguent, quar era en loc en le qual enguent no era atrobat ni deguna medicina, mays pausegui sobre la plagua coto viel dos veguadas lo dia e ablucio assiduo am aygua de mel entro que foc sanat.	 Other doctors thought that it was not healed; and by miracle alone, in which it could not be cured because the place where it happened was unhealed as well as there was no medicine at all to cure its wounds; so they covered it with motza's skin two days later and diligently treated it with water until it became healthy.
Mays yeu diyre dos specias de sutura proprias segon narracio de Paraula.	 And you should know two different types of sutures mentioned in the passage as well:
E es que tu comenses am sutura de la codena, e entrometas agulha de la partida deforo a la partida dedintz.	 This is the suture called "codena", and it involves using an awl to make a hole from one part of the body to another through which they pass.
E donc cum la agulha penetra en la codena e en aquel meteys lacertz segon rectetut e en longetut de tot le cos, e layssa la extremita del ciphac en le qual has entromesa la agulha; e fay penetrar en la autra extremitat la agulha de la partida dedintz a la partida deforo en l’autra extremitat del mihat.	 When the needle penetrates into the vein and continues downward through all parts of the body, it should also go to the opposite extremity as well; so that if you insert the needle in one part, you must also put it in another part without delay or injury.
E don cum tu auras fayta aquela penetrar, lahoras tu fay aquela penetrar autra veguada en aquela meteyssa extremitat del mihat de la partida deforo a la partida dedintz; e leyssa la extramitat del ciphac que es en aquest latz, e fay penetrar la agulha en l’autra extremitat de la partida dedintz a la partida deforo.	 When you have inserted the needle in that location, it is necessary to also insert it into another vein of the body at the same time without delay or injury. Also make sure the extremity where the needle was inserted is held steady during this maneuver so as not to cause any harm.
E fay penetrar am aquela la tua penetracio am la qual fas aquela penetrar en le ciphac en la extremitat del mirat la qual es en la partida de lu entro que tot aquel penetre.	 When you have inserted the needle at that location, it is also necessary to insert it into another vein of the body simultaneously without delay or injury; make sure both extremities are held steady during this maneuver so as not to cause any harm.
E aprop comensa de aquest meteys costat e cus aquel am la extremitat que es del ciphac en l’autra latz, e extratz la agulha de la codena la qual penetrec, e aprop redutz aquela en aquela codena e cos la extremitat del ciphac que es en l’autra costat am aquesta extramitat del mirat; e extratz aquela de la codena la qual es de part de lu.	 As you move to the side of that vein, and come across another vein on the opposite extremity from it, take out the needle from this vein and put it into the other vein located in that same side but at the opposite extremity; also remove that needle from its place.
E fay aquo una veguada e autra, e fay aquo una veguada aprop autre veguada entro que tu cozes tot aquo que es deforo segon aquel eysemple.	 You should proceed to another step and another after that, doing everything in the same order as before but this time starting with the other example.
E la suma de aquesta manieyra de sutura es que tu cozes am sutura de pellicies am la qual cozo las pels, enayssi que tu cozes le ciphac una veguada de la part de la extremitat de la codena, e que leysses aquela autra veguada entro que la ajas complida.	 When the first operation is completed, you must cut open a vein in that limb and let it bleed for about half an hour
Mays la segonda specia de sutura propria la qual dieys eyssament Gualia , e aquest es de sermo de lu e per lu recomtat, es que tu cozas aquela segon semilitut am la qual alcus medicantz cozo aquela, enayssi que agreguan tota partida a la sua compar partida a lu convenient per natura; e aplican la extremitat de autre de lu e la extremitat del mirat al autra extremitat de lu, e aquo es fayt segon que yeu a tu recomti.	 The second operation is to make an incision along the course of the vein and let it bleed for about half an hour
Cove que tu fiques la agulha en la extremitat del mirat a tu propdana de la partida deforo, e fassas aquela penetrar a la partida dedintz en aquel sol, e leysses dos extremitatz del ciphac; e aprop revolveys la agulha e fay aquela penetrar de foro a la dedintz en dos extremitatz del ciphac.	 You put the needle in your own arm for the first incision and make that bleed slightly, then place it into the other arm's vein and let both of them bleed for about half an hour.
E aprop revolveys aquelas cascunas, e fay penetrar quascunas de la partida dededintz entro a la partida deforo en dos extremitatz del mirat autras que so en le latz contrari.	 After you have placed the needle into both arms' veins and allowed them to bleed for about half an hour, you then remove it from the first arm and place it back into the second arm and continue doing this until all four limbs are bleeding equally.
E aquesta manieyra de sutura es milhor de la sutura comuna leugiera, e es sutura de la qual precedic rememoracio.	 This operation is superior to any other method mentioned earlier.
Aquest es le sermo de Gualia	 The serum of Galen
E mays le diyssero alcus, sutura del ventre es rectificada am dos agulhas, so es que tu entrometas en aquestas a quascunas un fiel, e comensa am intromiccio de agulha de aquo que es deves tu, e fay aquela penetrar entro al autra latz segon sutura de aquels les quals cozo les cuers engualment.	 After you have placed both needles into the abdomen and begun making cuts with them as directed by Galen's method of two points, it is necessary for you to place one of those needles in each arm next time you make your incision.
E sapias que quan disrupcio es en le mieg loc del ventre, lahoras la sutura de lu es pus difficil que dels autres locs del ventre.	 When the rupture occurs in the belly's local area, healing the injury is more difficult than in other parts of the abdomen.
Mays le juguament de medicacio de plagua es jutgament de las autras plaguas.	 The judgment about medical treatment for a patient is equivalent to judging all other cases
La qual causa es quar quan tu consieguas la plagua recent am le sieu sanc denant que l’ayre altera aquela, e reduses le budel e cozes aquela e aptas aquela decentment, lahoras pausa sobre aquela polvera encarnativa.	 When the second hernia occurs after a recent one, and you reduce it and cure it in that way and fit it properly into its place, then the physician pauses above this vital point
E si le ayre ja ha alterada la plagua, lahoras pausa sobre aquela alcus enguentz les quals so a tu presens entro que fassan peyra dura e cajan les fiels, e sian consolidatz ciphac e mirat; e aprop cura aquela ayssi cum es la curacio de las autras plaguas entro que sia sanat.	 If the intestine has already changed the hernia, then the physician pauses above this vital point and waits until it is necessary to perform a hard operation and cut off the blood vessels, then they consolidate the phlegm and observe; and apply treatment in that way as for all other hernias so that there may be healing.
