Ayssi comensan las paraulas de Albucasim .	Assessors begin to speak of Albucasis.
E alscunas veguadas la fistula es finida segon aquesta manieyra: es quan tu entrometas la tenta en la fistula, e es en le latz del cul entorn la superficia del cos am la codena e en le marge del cul, lahoras pren tenta de perforada extremitat, que es ayssi cum agulha de preparantz les coers segon aquesta forma:	When certain ulcers are ended in this manner: it is when you insert the needle into the ulcer, and on the side of the anus around the surface of the body with the cord and on the edge of the anus, then take a tent of perforated extremity, which is as if an arrow preparing to prick the blood according to this form:
e entromet en aquela fiel envolopat de v fiels o entorn aquels; e aprop entromet tenta am fiel en la fistula entro que consiegua la conquavitat de lu.	You enter that field enveloped by multiple ulcers or around those, and then you insert the needle into the ulcer inside where it finds the cavity of the body.
Mays si es penetrant en le marge del cul prop dedintz, lahoras tu extratz le fiel de aquel trauc ayssi que tu intrometas le tieu dit en le cul; e extraguas la extremitat del fiel e ajustes las duas extremitatz essemps, e estrenh cascuna, e leyssa aquo per un dia o per dos, e quan mays inscideys le fiel en la carn, estrenh be aquel entro que aquelas carns sian inscididas las quals so entre doas extremitatz del fiel e que cajan.	But if it penetrates into the edge of the anus just before, then you extract the ulcer from that wound as such that you insert your instrument into the anus; and you extract the extremity of the ulcer and adjust the two ends so that each one is extended, and sew them up after a day or two, and when more wounds are inserted into the flesh, sew those in such way that the wounds are between two extremities of the ulcer and fit together.
E aprop cura la plagua entro que sia consolidada e sanada.	And then heal the wound while it is consolidated and cured.
Mays si le orrifici de la fistula no es penetrant, lahoras fay aquel penetrar, en qualque manieyre sia a tu preparat, sino que sia mot en le preon, quar no es a tu que fassas aquo per que no inscidas le lacert; e aprop fay am aquela entro que sia sanada.	If the opening of the fistula is not penetrable, then you should penetrate it, in any manner you have prepared, so that it may be done in the preon, except for what you do not make it happen to, so that you do not enter the lacert; and then place yourself into that which is being healed.
La forma de spatum spinos am lo qual es fenduda la fistula: la curvitat del qual es mot aguda e l’autra partida es no-aguda, per so que no inscidas aquo que no es necessari, ayssi cum vezes.	The shape of the splint with spines to which the fistula is cut: because of its acute curvature and another part that is not acute, so as not to insert it when it is not necessary, like in cases.
De sutura de emorroydas en las quals corra sanc en la inscizio de aquelas.	Suturing of hemorrhoids where there is bleeding at the beginning of those.
Emorroydas so segon dos manieyras, quar o so entre le cul semblantz aysi que es de carbos, o quays aquelas sian cum a gras de rasim.	Hemorrhoids are in two ways: either they are between the anus like dough, or those are as if they are fat of resin.
E de aquelas so petitas e grans, e que le sanc corr de aquelas tostemps e es una, e so motas, e so fora·l cul, e en las extremitatz de lu.	And of those some are small and big, and that the bleeding comes from those times is one, and they are more, and they come out at the anus, and also in the extremities.
Mays empero aquelas que so foro le cul so segon las mes de pauca humiditat, de las quals corr aygua citrina o un petit de sanc am cos continuabla, e so segon la color del cos.	But those that are around the anus follow the seasons of cold humidity, of which there is citrus water or a small amount of bleeding with continuous blood, and they follow the color of the skin.
E la curacio de aquela que es dedintz le cuol es que comandes al malaute que se assela e que se exprema entro que le cuol yesca e las emoroydas apparescan a tu.	The treated patient who has been bled must command the disease to settle and to be expelled into the wound where the blood appears.
Adonc tu te coyte e suspen am uncis o que tenguas aquelas am la tua ungla, e aprop incideys aquelas deves las suas razitz.	So you pierce and suspend yourself by the wrist or whatever you hold with your finger, and apply those pressures on the wounds.
Mays si les uncis no so tengutz en aquelas per la humiditat de lor e mollificacio de aquelas, lahoras pren aquelas am drap aspre o am coto o am flassada de lana, e extratz aquelas am les tieus ditz, e aprop inscideys aquelas e polveriza sobre lor alcunas polveras caudas aprop la inscizio, per que sian ad aquelas en loc de cauteri; o cauteriza aquelas segon que es precedit en le capitol de cauterizar.	But if the fingers do not cling to those because of their moisture and softness, then take those by rough cloth or by wool or by a piece of leather, and extract those with tied strings, and apply them again with some powdered coagula on the incision, so that they may be in place of cauterization; or cauterize according to what is said in the chapter on cauterizing.
E aprop cura aquelas am l’autra curacio entro que sian sanadas.	And treat those wounds with another treatment while they are being healed.
E si le cul no obezeys a egressio, lahoras cristerisa le malaute am cristeri en le qual sia mordicacio petita, e sia lavat am aquel aquo que es en le cuol e que obezesca a egressio leugierament quan le malaute s’esprem.	But if the gallbladder does not obey expulsion, then bind the patient with a cord in which there is small incision and bite, and wash him with that water that is in the wound and that obeys to gentle expulsion when the patient is pressed.
Mays si las emorroydas so defora le cul, lahoras la causa de lor es leugiera, e es que tu prenguas aquelas am la tua ungla, o que prenguas aquelas am unci, e inscidas aquelas, e aprop cura aquelas am aquo que havem dit entro que sian sanadas.	Mains if the hemorrhoids are outside the anus, then their cause is light, and it's because you take them with your finger or with an unguent, and inscribe them, and place care in those that have said so until they are healed.
E aquel que avoreys inscizio, cove que aministres sutura de lor segon aquesta manieyra: pren fiel envolopat e entromet aquel en agulha e aprop extratz las emorroydas a las partidas dessus, e fay aquel penetrar am la agulha en la razit del autra part, e envolveys las doas extramitatz del fiel en la partida pus dejos de la agulha, e so latitudinalment; e estrenh la emorroyda am strectura fort, e aprop noza le fiel e extratz la agulha.	And he who performs the incision, whoever administers sutures according to this manner: takes a thread wrapped around it and introduces that into the needle, and pulls out the hemorrhoids from the above part, and makes that penetrate into the other part through the depth of the needle, and wraps both ends of the thread in the split part where the needle is left, in such a way that they are at right angles; and tightens the wound with a thread and removes the needle.
E fay aquo a totas, e layssa de aquelas una e no la cozes, per so que la superfluitat del sanc corra de aquela.	And do this to all of them, and gently remove one and not the other, so that the surplus of the sanctified fluid may run from that one.
E aprop pausa sobre le cul drap enfus en oli rozat o en cerot; e pausa aquel sobre·l cuol e comanda al malaute que·s repause.	And place a poultice over the anus, wrapped in fat infused with rose oil or ceruse, and place that on the back of the anus, and command the sick person to rest.
E aprop layssa aquela entro que caja; e quan es casuda, cura aquelas am enguentz o am autra curacio entro que sia sanat.	Return that enclosed part to its normal state, and when it is closed, cure the open mouth or another form of treatment so that the healing may occur.
De curacio de fistulas.	Of the treatment for fistulas.
Motas veguadas accideys per exseccacio de fenda o per costriccio de natura.	Small, visible accidents occur due to excessive cutting or due to natural constriction.
E cum so antiquadas e no val en aquela medicina, lahoras cove que tu razas aquelas am la puncta de spatum o am la tua ungla entro que sian faytas humidas e sia hostada de aquelas la escorsa pus desus, la qual prohibeys aquelas de consolidacio; e aprop cura aquelas entro que sian consolidadas.	And since these old remedies are of no value in that medicine, then cover them with the point of the spatum or with your finger into where it is causing moist pain and is being irritated by those which cause the purulent discharge, which prevents those from becoming consolidated; and then cure those when they have become consolidated.
Lahoras tu osta aquelas am razio pus vehement que la primieyra entro que mot sancno e sian excoriadas; e aprop cura aquelas entro que sian sanadas.	And then apply those again with the strongest pus that is poured, until they are opened and scratched first, and then cure those when they have been healed.
De curacio de almesamir, so es clau.	Of the treatment for ulcers, which is clear.
Sapias que alamermar, so es clau, e no es si no notz redon segon la color del cors semblant a cap de claviel, e es fayt en tot le cors e majorment en las partidas dejos les pes e als ditz, e endeve per aquels dolor deves le anament.	Be aware that ulcers are clear, and it's not unless you look for a redness around the wound similar to the color of a keyhole, and it is done in the entire body, but most in the left side of the feet and ankles, and because of those pains, one should tie the ankle.
E adonc cove que sia inscidit aquo que es en le circuit del clau, e sia tengut am les forfexs o am unci, e sia eradicat de la sua razit; e aprop cura aquel.	And then it is possible to apply this method which is in the circuit of the claw, and hold it between the fingers or with an lancet, and eradicate its root, and cure that one.
E si vols, cauteriza le segont que es precedit en le sieu capitol.	And if you wish, cauterize the next one that is preceded in its capital.
Mays de veruca es eminencia petita aspre fistulada redonda sobre la superficia del cos, e motas veguadas veno en las mas dels enfantz.	The warts are small hard rounded protuberances on the surface of the body, and spots can be seen in many of children.
E curacio de lu es que estendas e inscidas aquela, o que estrenhas aquela am fiel o am pel entro que caja.	The cure for this is to stretch and insert it, or to pin that on the nail, or sewed in by thread or by skin that fits into the crack.
E si vols, cauteriza aquo, segon que havem dit, am foc o am medicina acuta.	And if you wish, cauterize it, as they have said, with fire or with a sharp medicine.
E ja so eradicadas enversas e no-enversas am le instrument le qual yeu diyre.	And already the backwards and forwards are eradicated using the instrument which you direct.
Mays formica es eminencia petita feutrada o fistulada grossa sobre la superficia del cos anant mot en le preon, e quan le freg atroba aquela es centit en lu semblant de mordificacio de formigua, e es fayta entorn le cos.	The itch is a small hard protuberance or large fistula on the surface of the body, and when it rubs against that point, it becomes similar to an ant bite, and it is caused around the body.
E curacio de lu es que prenguas una canula de pena de auca o de pena de voltor, e sia fort, e pausa aquela sobre la formigua entro que la contengua le cercle de la canula de las partidas de lu; e aprop revolveys la tua ma am la canula entro que inscidas aquo que es en le circuit de la formigua, e pauses aquela en le preon de la carn, e que eradiques la formigua de la sua razit.	The translation of the first sentence is:
E si vols, fay aquo am canula de eram o de ferr segon aquesta forma:	If you wish, perform this operation with a tube of wool or iron in that form:
Sia la partida desus de la canulha trahent a subtilitat, sorda (so es no-perforada), envolopada per so que sobre le dit la aprencio de lu sia ablaviada e la revolucio de aquela.	So that the passage of the tube through is subtle, silent (since it's not perforated), wrapped so that on the said place the approach may be avoided and the disturbance of that.
E si vols cauteriza la formiga segon que es denant dit en la cauterizacio de atheyl en le capitol de cauteri.	If you wish to cauterize the insect according to what was said in the chapter on cauterization.
De forma dels instrumentz que so aministratz a dar cristeri.	In the form of the instruments that are administered to give stitches.
Alcunas veguadas es fayt cristeri de argent o de lato o de eram fondut o malleat; e alcunas veguadas es fayt de aquels instrumentz petit e gran segon aquels als quals so aministratz, quar aquel que es aministrat en la curacio dels petitz enfants sia petit; e de aquel dels quals los culs son freuls o doloyrozes, les cristeris de aquels sian petitz.	Sometimes stitches are made of silver or lead, or of melted wool or felted thread; and sometimes they are made with those small instruments as well as large ones, according to which one is administered, so that the one used for treating small children's wounds is small, and that of those whose buttocks are inflamed or ulcerated has small stitches.
La forma de cristeri gran e pauc:	The large stitch form is few.
Le cap de la canula de lu desus en le qual es liada la borsa sia ampla segon aquesta manieyra; e sia a lu distinacio la on la borsa es liada ayssi cum vezes.	The part of the tube under which it is tied, where the bag is attached, is large according to this method; and there is distinction where the bag is tied as many times.
E la extremitat de lu pus dejus, la qual es entromesa en le cul, sia sorda (so es no-uberta) mot leon, atrasent a subtilita; e en la un del latz de lu sian dos traucs, e en l’autre costat un trauc, e sia la amplesa del trauc segon la groseza dels rays e pus gros un petit.	The first line translated to English is:
E sia la borsa en la qual sian pausadas las medicinas de vesica de bestia o de pel de ovelha, e la razit de lu sia un palm.	The container in which medications for urinary stones or wool animal hide are placed, and the reason for it is one palm.
E sia perforada per motz traucs ayssi cum es revolvuda; e si l’espazi le qual es entre les traucs la grossetut del dit.	The hole is pierced through the middle part of the body, as it has been turned around; and if the space between the parts is filled with fat.
E aprop entromet en aquels traucs fiel fort de fiel cru le qual sia de detz fiels, o enviro aquels; e ajusta am aquel la borsa; e quan es pausada en lu la borsa, sia streyt en le cap del cristeri entre dos distingentz am fort costriccio, e aprop cristeriza am aquel quascun trauc: Mays la qualitat de cristerizar am aquel es que tu omples la borsa de la medicina, que sia escalfada segon la quantitat de la tolleransa del malaute; e guarda te que no sia trop cauda ni trop freja.	And after entering those parts filled with vein flesh or on the other side; and adjust it to that part. And when it is placed in that, the bag should be straight at the base of the scrotum between two distinct ones with a strong constriction, and close up any part: But the quality of closing up that part is that you press the bag of the medicine, so that it is warmed according to the quantity of the patient's tolerance; and take care that it is not too hot nor too cold.
E aprop le malaute sia resupinat sobre le sieu dos, e eleva las suas cambas en sus e pausa dejos lu un cuer sobre le qual ja so les homes o un lansol; e aprop unta la extramitat del cauteri am oli o am album de huou o am mucellage de fenugrec o de semblantz; e aprop entromet aquel en le cul am facilitat, e aprop le ministre prengua la borsa e exprema aquel am doas mas e essemps am vehemencia entro que sia evacuat en le budelh tot aquo que es en le cristeri; e aprop extra le cristeri e le malaute leva las suas cambas a la paret.	And then the patient is turned over onto his back, and raises his legs on them and pauses for a moment, with some cloth or linen over him, and so forth: And then they apply the cauterization to the edge of it with oil or with album of honey or with mucilage of fenugreek or similar; and they insert that into the belly with ease, and take up the minister who takes the bag and expels it from that place by two strokes and strives until it is evacuated in the intestine all that is in the scrotum; and then they remove the scrotum and the patient raises his legs to the wall.
E si la medicina forsa aquel a eyssiment, tengua le tant quant poyra; e si dorm am aquel per tota una nueyt, es mays derier en juvament.	If the medicine is not effective after that, keep giving it as much as possible; and if you sleep with it on your body for an entire night, it will be more beneficial.
Mays si tu cristerizas aquel en las malautias de solucio de ventre e l’eyssiment de lu le coyta, lahoras tu itera le cauteri entro que sia sanat.	But if you purify the body with bleeding in the treatment of stomach ailments and remove the swelling from it, then repeatedly apply cautery until it is cured.
E si en le cul so emorroydas o apostemas ledens, lahoras sia le cristeri mot subtil e leon, dels cristeris am les quals les enfantz so criterisatz.	If in the anus there are bloody emissions or prolongued apertures, then do it (the piercing) with a subtle and long instrument, from those instruments to which children have been accustomed.
De curacio de las plaguas.	Of the treatment of wounds.
Yeu ja e dit en la divisio de la curacio de las plaguas aquo que convenia al libre, e yeu dic assi la curacio de aquelas am ma e am medicinas segon le conpliment.	And you said in the division of the treatment of wounds that it was beneficial for the free man, and I say so also the cure of those with my hands and with medicine according to its complement.
Donc dic que las plaguas son diversificadas segon aquo en que son faytas las plaguas e segon le loc sobre le qual cazo las plaquas.	Then I say that wounds are diverse according to how they fall, whether on the face or elsewhere.
E las causas per que motas vetz son faytas las plaguas so ayssi cum getament de peyra, o inscisio d’espaza o de cotel, o percussio am lansa, o am fustz, o am sageta, o semblantz ad aquels de motas causas.	And the causes by which wounds occur are similar to those of a fall from a height, or an incision in space, or a piercing with a lance, or with a fist, or with a spear, or similar to these causes.
Mays las plaguas que so en les locz del cos so ayssi cum plagua la qual catz sobre le cap, o·l col, o·l pietz, o·l ventre, o·l fitge, e semblantz ad aquels dels membres.	Diseases that are found in the parts of the body are similarly to the disease that rests on the head, or on the shoulder, or on the foot, or on the belly, or on the thigh, and resemble those of the limbs.
E yeu so recomtant la curacio de alcunas plaguas per que pauses aquela ratiocinacio e regla sobre las autras plaguas.	And I recommend the cure of certain diseases, in order to put aside that reasoning and rule over other diseases.
E yeu comensare de las plaguas del cap simplas, quar la rememoracio de las compostas vindra al comensament del tertz capitol.	And I will start with the diseases of the head that are simple, because the memory of certain compounds will come to the beginning of the third chapter.
Donc dic que quan accideys en le cap plagua simpla e no es fractura, lahoras considera: si es per getament de peyra o de semblant, e ja ha trinquada la codena tant solament e es gran plagla e temes sobre aquel malaute havinement de apostema caut, lahoras tu te coyta e fleubotoma la cephalica tantost, e no tardas aquo; e extrats ad aquel del sanc segon la quantitat de la vertut de lu si no mes alcuna causa prohibent de fleubotomia, majorment si·l sanc que es eyssit de la plagua es pauc.	So, when it happens in the head that is a simple plague and not a fracture, therefore consider: if it's due to a stone or similar, and has already broken down the tendon only, and it's a great plague and fears about that serious illness of apoplexy, therefore you cut and cauterize the head immediately, and don't delay; and extract according to the standard for the amount of the virtue of him if there is no other cause prohibiting fluebotomy, more so if the remedy that is suitable from the plague is little.
E sia la flaubotomia del contrari de la partida plaguada; e guardase le malaute de replecio e de vi e de viandas grossas.	And it is the opposite of the plague that fluebotomy, and keep the patient from excessive eating and drinking and gross food.
Mays si de la minuicio prohibeys alcuna causa, lahoras sia aminorat de la vianda e no apropinque a carn ni a vi.	But if there is no small cause, then it should be reduced of food and not approach flesh or meat.
E pausa sobre la plagua, si a lu accideys apostema caut, coto enfus en oli rozat solet o en vi en le qual es stipticat.	Pause over the plague, if it happens that an apoplexy occurs with cauterized wound, filled with oil or rosewater or in which it is infected.
Mays si est segur de apostema caut, lahoras pausa sobre la plagua, si es recent am le sieu sanc e le ayre no ha mudat aquela la polvera la qual yeu recomtare aprop petit.	But if it is certain of an apoplexy with cauterized wound, then pause over the plague, if it is recent on their skin and the air has not changed that powder which I recommended to apply little.
E si le ayre ja ha mudada aquela, lahoras pausa sobre alscus enguentz entro que sia sanada.	And if the air has already changed that one, then pause on a cough into which it is until it is healed.
Mays si la plagua es gran o es per inscizio d’espaza e de semblantz, e no so ajustadas las labias de lu per puvils, lahoras ajusta aquelas am sutura segon que yeu recomtare de la sutura de lor.	But if the plague is great or due to space and likeness, and the lips are not closed for ulcers, then close those with suture according to what I recommended about their suture.
Mays si la plagua ja es discuberta del os e pen, e no es retencio de lu sino un petit suspensori, lahoras inscideys aquela e aprop cura la plagua am medicinas e restaura la carn aprop en loc de codena, e comanda al malaute que sia pescut de viandas en las quals es groceza: caps e formen coyt e semblantz a lor, entro que sia compost.	But if the plague has already been discovered of bone and skin, and not retention of him but a small suspender, then opens that one and applies care to the plague with medicines and restores the flesh in place of corded, and commands the sick person to be fed with foods in which is grossness: capsules and form to their likeness, until it is composed.
E si atrobas en la codena putrefaccio e no adhereys al os, lahoras tu inscideys tot aquo poyrit e geta aquo, e aprop cura aquo.	If you see corruption in the codon (presumably referring to the spine or backbone), and it does not adhere to the bone, then you insert all this into your body and throw it away, and you cure it.
Mays si en aquestas plaguas es arteria o vena de la qual fluxs de sanc pot evenir, e no es abscindida per medicinas, lahoras tu inquier sobre la arteria, e si atrobas aquela no-inscidida, lahoras tu inscideys aquela am spatum, o lia aquela; e si necessitat te provoca que aquo que havem dit no comfereys, lahoras tu cauteriza entro que·l sanc sia abscidit.	But if in these wounds it is an artery or vein from which blood flows and cannot be cut with medicine, then you investigate the artery, and if you find that unclosed one, then you insert that with a sponge or ligate it; and if necessity compels you not to trust what has been said, then cauterize until the wound is closed.
E si aquestas plaguas son simplas e petitas, lahoras la causa de lor es leugiere; enayssi que tu polverizas sobre aquelas aquesta polvera, quar consolidada aquela denant que l’ayre mude aquelas.	If these wounds are simple and small, then the cause of them is light; therefore, sprinkle powder over those parts that powder will settle on, and when it solidifies, it will change the air in those.
E la manieyra de la polvera es aquesta: recipe oli de enses partida una, de sanc de drago partida doas, de caus no-extincta partidas tres; sia tot mot trissat e crivellat, e de lu sia la plagua omplida, e sia constrengida per bona constriccio entro que be sobre aquela aderesca, e sia coagulada am le sanc.	And the manner of the powder is this: mix olive oil with one crushed herb, dragon's blood crushed twice, and a root that has not been extinct for three times; all mixed together, trituated and refined, so that the powder may fill and be constricted well in the wound, and coagulated by the blood.
E aprop strengeys aquela desus am pulvils e leyssa aquela, e no la deslias mentre esta ayssi que no es apostemada, quar no es eredicada de lu la medicina entro que sia sanada.	And now take those wounds and dust them off and do not remove them while they are still in that state, unless it is clear that they are an ulcer, for they are not yet cured by the medicine when they are still infected.
E alcuna vetz fa aquo sola cautz, quan no es a tu en present enses e sanc de drago.	There is none of this alone cured, when it is not in your hand to treat and to heal with dragon's ointment.
E ja fa aquesta meteyssa operacio en las grans plaguas quan conveneys que sia pausada sobre aquelas e sian streytas, e so plaguas recentz am le lor sanc, las quals le ayre no ha alteradas.	And this is done in the great operations on large wounds when it is deemed that they should be stopped and straightened, and only those recent wounds that have not had their sanctity altered.
E si le ayre las ha alteradas, e majorment quan es en temps d’estiu, lahoras no es entencio a la posicio de aquesta polvera, mays adonc cura aquelas am aquo que havem dit, enayssi que tu pauses sobre aquelas alcus enguents degistius, o que pauses sobre aquelas pols de la farina del ordi am aygua e mel entro que getan poyredura; e aprop cura aquelas am l’autra curacio entro que sian sanadas.	But if the air has altered them, and more so in summer's time, then it is not understood about the position of this powder, but rather to cure those with this method, as you pause over those ulcerous spots or that pour powdered flour and water mixed with honey until they are applied.
Mays si accideys am la plagua fractura en os, e es petita, lahoras tu extratz aquo am gesti.	But if it happens that the wound fractures a bone and it is small, then you extract this from your hand.
E yeu diyre la cura de las fracturas del cap en aquo que es envenidor.	I think I can try.
De las plaguas del col.	Pain in the neck.
Mays si la plagua accideys en le col, lahoras no es en lu differencia en medicacio, e entre la plagua del cap quan es simpla.	But if the pain occurs in the neck, then it is not treated differently from a headache.
Mays si ja le nervi del col es inscis o arteria, lahoras si es nervi, no es en lu engen sino que sia evitada curacio de lu am aquo que fa vehement stipticitat, ayssi cum ziniar e zegi que es vetriol e semblantz a lor quar nozo als nervis e contrazo aquel.	But if the nerves in the neck are cut or an artery, then it is not treated as such, but rather left alone and avoided because of the violent inflammation that occurs there, just like zanthion and similar to old vetriol, which resembles its noxious effect on nerves and counteract.
E no pauses sobre la plagua alcuna causa de tot freja, quar la sustancia dels nervis es freja e la continuacio de lu es am le cervel, le qual es le pus aut de totz les membres.	And do not apply any treatment on the pain, as it is a cause of all friction, because the substance of the nerves is frictions and the continuation of it is in the brain, which is the worst of all parts of the body.
E si’ aquo am que es curat de medicinas leugieras, ayssi cum es caus lavada am aygua dousa, alcuna veguada enfusa en oli rozat o no-rozat, e thucia quan es lavada am aygua dousa e las autras peyras minarantz segon aquesta manieyra, e enguentz humitz.	If it is treated with lighter medicines, as is the case when it is washed with warm water, no oil is applied, bearded or un-bearded, and thus when it is washed with warm water and other areas are massaged according to this manner, and with heat.
Mays si la plagua es gran, lahoras aministra sutura, o coarta las labias de lu, e aprop cura aquela am pulvils entro que sia sanada.	But if the pain is great, then it is stitched or it sews the folds of it, and thus applies treatment to that with powder until it is healed.
Mays si a la plagua es profunditat o accideys en lu a la pus bassa partida poyredura, lahoras perfora aquela en le loc mays depremegut.	The text means: But if the wound is deep or occurs in the lower part of the skin, it is necessary to pierce it at that place, more so.
Mays si en la plagua ja es inscisa arteria e es conseguit flux de sanc, lahoras separa o secca aquela, o lia aquela, o cauteriza aquela si necessitat te provoca ad aquo.	But if the wound already has an incised artery and a flow of blood is coming out, then it is necessary to separate or dry up that one, tie it, or cauterize it if necessary, in order to stop it.
Mays si ja ha insciditz les spondils del golayro o tot, e so salvadas las venas del col, lahoras tu ajusta las labias de la codena am sutura sobre la cana del golayro e no toques aquel; abantz egala aquel e reduzeys aquel sobre la sua figura natural, e aprop strenh aquel am strectura decent, e leyssa aquela per alcus jorns; e aprop cura aquel am enguentz en les quals es stipticitat e excitacio entro que sia sanat.	But if the joints of the vertebrae are already broken or completely torn, and the veins of the neck are saved, then you adjust the ligaments of the code (likely "cervical") with suture over the channel of the vertebra and do not touch that one; you release it equally and reduce it to its natural shape, and you straighten it with a decent structure, and let it heal for several days; and you cure it with ointment in the which there is suppuration and excitation until it heals.
Mays si la plagua ja en le os a fayta enprecio, lahoras percuireys aquela, e lahoras si en lu ha fragmentz de hos, extratz totz aquels que podes de lor; e aquo que a tu no es apparelhat, leyssa aquo entro que la plagua se poyrisca, e sia separat e la egrecio de lu sia alleujada.	But if the wound has already pierced the bone, then you pierce it, and if there are fragments of bone in it, extract all those that you can from them; and since this is not a suitable thing to do, let it heal into something until the wound dries up, and separates, and relieve its pressure.
E si la plagua es recent lahoras polveriza sobre aquela polvera la qual t’e recomtada.	If the wound is recent then sprinkle powder on that powder which I have recommended to you.
Mays si en la plagua es fayta fistula, lahoras cura aquela am aquo del qual la rememoracio vindra aprop en le sieu capitol.	But if the wound has created a fistula, then cure that also with it, as its description will be mentioned in the capital.
De las plaguas del col o de semblantz quan fayta entre las spallas e es fayta am spaza o am cotel o am lansa o am semblantz.	From wounds of the neck or similar as those that occur between the shoulder blades, and are made with a space, a split, a lance, or something similar.
Si es percussio de lansa o de cotel, e vezes de lu la profunditat, lahoras considera mays si de la plagua yeys ventositat quan le malaute elena; lahoras sapias que la plagua es mortal.	If it is a lance or spear wound and repeatedly hits the depth, then considering more if the wound has airiness than the sickness causes; then knowing that the wound is mortal.
E si en lu no es profunditat e la plagua es recent am le sieu sanc, lahoras tu pauses en lu de la primieyra horo polvera, e no strenhas aquel per que no sia le sanc retengut en la profunditat de lu e que retorne al cor e que aucigua le malaute, mays pausa en lu enguent atractiu, e deslia aquela doas veguadas le dia.	If in it there is no depth and the wound is recent on its strength, then pause over it at first hour with powder, and not strain that it may not hold the sickness in the depth of it and return to the heart but pause instead over attractive juice, and remove those two times a day.
E si l’enguent no es a tu present, lahoras tu pausa en le orrifici de la plagua coto viel per que sucque aquo que yeys de las humiditatz; e fay que le malaute dorma sobre la plagua per que corra aquo que es en lu ajustat.	If the juice is not at your disposal, then pause over the orifice of the wound to suck up what there is of the humidity; and make that the sickness sleep on the wound so that what is in it is constricted.
Mays si ja de la plagua son passatz tres dias o mays e no accideys al malaute spasme ni tremor de cor mal ni strictura de ale, e vezes las autras dispozicios bonas de lu, lahoras sapias que plagua es salva; e adonc cura aquela am calguas e am l’autra curacio entro que sia sanada.	When the sickness has passed for three days or more, and does not occur in spasms, tremors of the heart, or strictures of the entrails, and at other times good dispositions are observed in him, you know that the sickness is saved; and then cure it with heat and with another kind of healing until it is healed.
Mays si la sanacio de lu es excusada, e ja tot temps es uberta, lahoras sapias que ja es fayta fistula; cura donc aquela per le sieu capitol.	But if the cure of him is denied, and it has been open for all time, you know that a fistula has already been made; therefore cure him with his own capital.
E si la plagua es per inscisio de spaza o de cotel, e es simpla en la superficia del pietz o del dos, lahoras cura aquela am aquo que es precedit de sutura, si es gran, o am polvera, si es petita.	And if the sickness is due to a cut in space or in a cleft, and it is simple on the surface of the foot or the sole, then cure that with what is preceded by suture, if large, or with powder, if small.
Mays si ja ha fayta enprecio en le os, e so ja de lu inscizas pessas, lahoras tu torqua la plagua e coyta ad extrayre aquelas pessas, si so separadas.	But if there has already been an impression in the bone, and those incised pieces are from him, then you must twist the plague and cut to extract those pieces, if they are separate.
Mays si no so separadas, lahoras leyssa las entro que se poyresca la plagua, que la extraccio de lor es alleujada.	But if they are not separate, then you will lance them in order that the plague may be alleviated; for their extraction eases it.
E de las autras plaguas accidentz en les autres membres le juvament en curacio es le juvament de aquo que havem dit.	And of the other accidents that occur in other members, the remedy is the one we have already said.
De las plaguas del ventre.	Of the pains of the belly.
L’indisposicio la qual accideys en le ventre es o gran, o pauc, o migiera.	The indisposition that occurs in the belly is either great, or little, or intermittent.
De la gran alcunas veguadas yeys le budel o nervi del budel, per que es fayta intromissio de lor e la sutura de lor esser pus vehement e pus subtil.	Of the great ones some are seen in the intestine or nerve of the intestine, so that it is necessary to make an incision into them and close their opening more violently and subtly.
E disrupcio petita es fayta dificil per autra manieyra, e siec se que la reduccio de lor es pus dificil, si no te coytes de la intromissio de lor al sieu loc tantost, quar se ubre e es engrossat per que le intrament de lu es fayt difficil.	And small disruption is done more easily in another way, and it's clear that the reduction of them is harder if you don't penetrate their place soon, for they become swollen and it becomes difficult to perform their insertion.
E donc la milhor disrupcio es migiera, quar en aquela no es dificil la reduccio del budel, ayssi cum es dificil en las doas specias denant ditas.	And therefore the best disruption is intermittent, because in that case it's not difficult to reduce the intestine, as it is in the two other specified cases.
E sapias que sutura del ventre es segon quatre manieyras, mays doas suturas son comunas que conveneysso en suturas de las autras plaguas del cors.	And it is known that the wound of the belly is performed in four ways, but two are common and suit for the wounds of other parts of the body.
E duas autras suturas proprias comunican a las autras plaguas, mays empero so mays proprias en la sutura del ventre.	And two other stitches are communicating with the other wounds, but they are more proper in the belly stitch.
E yeu recomti a tu quascuna am exposicio e declaracio.	I recommend to each and every one of you an exposition and declaration.
Donc dic que quan la plagua es petita e es eyssit alcuna causa del budel per aquela, e es fayt dificil a reduzir aquel, lahoras aquo es en una de doas manieyras: o per parvitat de la disrupcio ayssi cum havem dit, o quan al budel es venguda inflacio per la frigiditat de l’ayre.	So I say that when the wound is small and there is no cause for the intestine to protrude from it, but it's difficult to reduce it, then in one of two ways: either by the proximity of the disruption as we have said, or because of inflammation coming back to the intestine due to the coldness of the air.
E donc quan aquo es ayssi, lahora cove que tu scalfes aquel enayssi que tu submerges una sponga ho drap humit en aygua tebeza sola, o que coguas en aygua squinant, e cyperum, e spic, e embroques am aquela le budel entro que la imflacio sia resolvuda.	So when that is the case, cover by scraping away what you have scraped, then submerge a sponge or a cloth wet in only water, or in vinegar, cypress, spice, and embrocations into the wound until the inflammation is resolved.
