Ayssi comensan las paraulas de Albucasim .	A doctor starts speaking about Albucasis.
E aprop pren aquels am la tua ma entro que sian resols e no apparescan dejos le tocament.	And then take those inside your own hands so that they are wrapped up and do not appear exposed to touch.
Mays en castracio fayta per fissura e seccio, cove que tu tenguas la bestia e premas la codena dels testicols de lu am la ma senestra.	But when it is done by cutting and sectioning, however, you should hold the animal and press the cord of the testicles between your left hand.
E aprop lia le suspensori, e inscideys sobre quascun huou am una seccio entro que dos huous proceseysso.	To set the suspension, and insert it into any joint where two houses process in one section.
E aprop inscideys aquels pus que auras quascu excorjat.	Settle those pus that will cause any excoriating.
E no leysses sobre aquels del ciphac alcuna causa, sino le ciphac subtil le qual es sobre les vazes.	Do not look at those of the phlegm any cause, but the subtle phlegm that lies on the surfaces.
E aquesta manieyra de castracio es milhor la qual es fayta per atrissio, quar atrissio fort leu layssa alcuna causa dels testicols per que la bestia desira coyt.	This method of castration is better that which is done by traction, because traction is lighter and brings no cause to the testicles, so the beast desires its own lust.
E aprop cura la plagua entro que sia sanada.	Cure the plague while it is still healthy.
Capitol .lxx.	Chapter 120.
De la cura de hermafrodozia.	On the cure for Hermaphroditism.
Hermafrodozia en les homes es segon dos manieyras: la una es quar o appar en aquo que siec l’espazi en la codena de testiculs, en aquel que es entre dos testiculs figura quar cunh de femna en la qual so pels.	In men, hermaphroditism is according to two methods: one is when there is a constriction in the space of the testicles, in that which is between two testicles, it figures as if there were a woman's member in him, with some fallopians.
E alcunas veguadas de aquel corr urina le qual es en la codena dels testiculs.	And sometimes it appears urine that is in the space of the testicles.
Mays en las femnas es una specia: e es que·l conh de la femna sobre le pentenilh es ayssi cum dos testiculs de home un pauc de tot yminiheys a la partida deforo ayssi cum le perpucii de home e dos testicols.	In the females, there is a type: and it is that the blood of the woman over the pubic bone is like two testicles of a man a little more than in the beginning before like the perineum of man and two testicles.
E la curacio es de tres specias: de dos dels homes e de una specia de las femnas.	And the cure is of three types: of two for men and one type for women.
E es que cove que tu inscidas aquelas carns ajustadas entro que efuga la emprecio de aquela, e aprop que cures aquelas am curacio de las autras plaguas.	And so you must compress those fatty tissues inside when they allow the pressure to escape from that one, and then treat those with another cure of the other diseases.
E en la segonda specia dels homes de la qual yeys urina la qual es en la codena dels testiculs, no es curacio ni opperacio en lu.	And in the second type of men, from which urine comes, coming out from the cord of the testicles, there is no cure nor operation in it.
Capitol .xxi.	Chapter 21.
De lentinge e de carn eminent per causas de las femnas.	About the lentige and fatty swelling caused by women.
Lentige fort leu es ajustada sobre causas naturals entro que es etressat e es fayt leg le reguardament; e alcunas veguadas es magnificada en alcunas femnas en tant entro que es spandit ayssi cum en les homes e perve entro al coito.	Lentige that is lightly heavy is compressed over natural causes in which it is tense and is fixed with a leg-like regard; and sometimes, it becomes magnified in some women to such an extent that it spreads like in men and penetrates into the copulation.
Adonc cove que tu tenguas la superfluitat de lentinge am la tua ma o am unci e inscidas.	You have excess lint due to your hand or with a needle and thread.
E no ultimes en inscizio, majorment en le preon de la razit, per so que no endevengua flux de sanc.	And do not stop until you reach the root of the cause, lest it will bring forth a flood of disease.
E aprop cura aquela am curacio de las plaguas entro que sia sanada.	And let your cure be effective against the plague within, as it heals.
Mays carn nascuda es carn que nays en le horrifici de la mayre entro que umple aquel, e fort leu es eyssit a las partidas deforo segon semblansa de coa (e per aquo alscus primiers appelero aquo “malautia caudada”); donc cove que nos inscidam ayssi cum inscidem lentinge, e curem aquela entro que sia sanada.	But flesh is born flesh which enters into the horror of the grave within it, and heavy is its load before the partitions are opened according to its semblance (and thus they call this "disease of the tail"); therefore let us inscribe the opposite way as we inscribe lint, and cure it within so that it may heal.
Capitol .lxxii.	Chapter 82.
De curacio de alratica.	On the cure of eczema.
Alratica es que le conh de la femna no sia perforat, o sia le trauc petit.	Eczema is that the skin of a woman is not pierced or is torn.
E es o natural o accidental.	And it can be either natural or accidental.
Accidental es per malautia la qual ha precedit, e aquela es fayta o per carn nada ajustada o per ciphac subtil o espes.	Accidental is because of a disease that preceded it, and that one is done either by flesh that is not well-adjusted or by a subtle or thick phlegm.
E es fayt o en le preon de la mayre, o en les costatz de lu, o en le pus sobira de lu, o en le pus bas de lu, e prohibeys de cuoyt e de enprenguacio e de enfantament, e fort leu prohibeys las mestruas.	It is done or performed in the groin area, or on the sides of it, or above its summit, or below its base, and prohibits cutting and incision and childbirth, and very strongly prohibits menstruation.
E la cognicio de aquela es fayta per reguardament de la metrona, si la oppilacio es apparent, propdana; mays si no es apparent, lahoras tu cerqua aquela am les tieus ditz o am le ray.	It is known to be done for the sake of observing the menstrual flow, if the opening is visible, perform it; but if not, then search for that within the eyelids or in the navel.
Mays si oppilacio es per ciphac subtil, e es propda a las doas labias, lahoras tu coyta e disromp aquela.	But if the opening is due to subtle inflammation, and it is located between the two lips, then cut and disrupt that.
E es que pauses sobre las doas labias pulvils, e aprop pausa les tieus ditz indicz de amdoas las mas encemps.	And it is that you place over the two lips powder, and pause on both the eyelids indicating in both the inside of the face.
E la femna sia sobre le sieu dos, las sieuas coyssas extendudas, e aprop exten las doas labias am forsa entro que aquel ciphac subtil sia romput e la oppilacio sia uberta.	And the woman is lying on her own two sides, her belly extended, and then extend the two lips under force until that subtle inflammation is ruptured and the opening is opened.
E aprop pren lana e enbeu le4 en oli e pausa aquela sobre·l loc, e jagua am home le dia per so que·l loc inscis no sia consolidat.	And take wool and put it in oil and place that on the location, and heat it with a hot stone during the day so that the location is not consolidated.
Mays si le ciphac es gros e espes, lahoras cove que tu inscidas aquel am spatum lat o am fuelha de mirta.	The translation is: If the gallstones are big and thick, then cover them with a sponge or a leaf of myrtle.
Mays si la oppilacio es per carnada, lahoras suspen aquela am unci, e inscideys aquela.	If the opthalmia is due to a splinter, then suspend that with an ointment and insert it.
E sian am tu las medicinas que fan cessar flux de sanc ses mordicacio, ayssi cum ahacatia, e sanc de drago, e enses, ajustat am album de huou.	And with these remedies you will stop the flow of bile, by taking acacia, dragon's blood, and essences, adjusting the juice of poplar.
E aprop aministra una canulha de plom ampla per so que la plagua no sia consolidada leugierament.	And provide a wide copper tube to prevent the plague from becoming consolidated lightly.
E tengua aquela per alcus jorns e aministra calgua de li sec.	And hold it for acute joints and administer cold water.
E aprop sia curada am l’autra curacio de consolidacio entro que sia sanada.	And apply this cure to the other remedy of consolidation until it is healed.
E alcunas vetz accideys en la mayre nativitat de autres carns, e lahoras cove que inscidas segon aquesta manieyra.	And some accidents occur in the main natality of other parts, and thus cover that according to this manner.
Mays si aysso es per apostema crancos, a l’apostema crancos le qual es en la mayre no sia fayta contrarietat am ferr en deguna manieyra.	But if so it is for chronic apothema, lest the chronic apothema which is in the main part be made contrary to iron in any manner.
Capitol .lxxiii.	The 73rd chapter of the book begins.
De la cura de emorroydas e de tayl e de botor roja que accideysso en le conh de las femnas.	The treatment of hemorrhoids, tail veins, and bloody redness that occurs in the crotch of women.
Emorroydas so apprecio dels orificis de motas venas entro que de aquelas corro mot sanc continuadament; e cum so antiquadas emorroydas e son fayts theyls.	Hemorrhoids are formed in the openings of swollen veins that burst constantly, and since they are old hemorrhoids, they will rupture.
E ja yeu he dit en la divisio las specias de aquelas e les senhals de aquelas, e diyre ayssi aquelas que recebo curacio e aquelas que no recebo curacio.	And I have already said in the division of the kinds and the signs of those, that those which receive treatment are different from those which do not receive treatment.
Donc dic que emorroydas e theyls quan so en le preon de la mayre e no apparo al sentiment, lahoras en aquelas no sia fayta curacio am ferr.	So I say that hemorrhoids and those which are not in the anal opening but appear to the sensation, should not be treated with fire.
Mays aquelas las quals so en le orrifici de la mayre sobre las quals catz sentiment, so aquelas que so curadas.	But those that are in the opening of the anus on which no sensation is felt, these should be treated.
E cove que tu metas la femna en mayso frega e aprop exten atheyl am les forfexs, o am drap aspre, e inscideys aquelas am las razitz.	And cover that you put the woman in a moist cloth and wrap the belly tightly with cloth or rough material, inserting those (the dressing) within.
E aprop pulveriza sobre aquelas deves le fluxs del sanc de una de las polveras insciscivas ses mordicacio, ayssi cum acassia e semblant ad aquels.	And apply powder over those areas from which flows the blood of one of the poultices inserted with its morsions, as does cassia and similar to those.
E aprop enpellesca les sieus pes per una hora, e aprop pausa aquela en aygua freja.	Place the patient's feet on a stone for an hour, and place them in cold water afterwards.
E si persevera le fluxs del sanc, lahoras fay aquela sezer en decoccio de sumat e de scorsas de milgranas e de gualas e de semblantz.	If the flow of the spleen persists, then bind it with a decoction of sumac and sorrel and willow bark and similar herbs.
E aprop pren farina de ordi e comfiys aquela am miel e vi agre e fay emplastre am aquo sobre le dos de lu.	And let him eat bread made from barley and honey and vinegar, and apply an ointment to it on his back.
E si le sanc es abscindit, bo es; e sino, fay adherir am dos ventozas, e a las mamilhas ses escarificatio.	If the spleen is detached, that is good; if not, bind with two gauzes and apply scarring to the nipples.
E aprop pren lana e submergeys aquela am suc de coliandre o am suc de arnagloza o am suc de guarravier am vi pentit e fay adherir al loc; e aprop cura le loc am enguentz entro que sia sanat.	And let him eat wool, and immerse that in vinegar of colander or vinegar of angelica or vinegar of gall-nut, with a little wine, and bind to the place; and treat the wound with honey until it heals.
Mays athyl rog le qual es de aspre reguardament, cove que tu inscidas aquo que a tu appar de aquel segon que he dit en theyl engualment.	But for one who is of harsh and rough temperament, cover that according to what I have said in the previous description.
E cura aquel entro que sia sanat.	Treat him until he heals.
Capitol .lxxiv.	Chapter 74.
De perforacio de eyssedura accident en la mayre.	There is a perforation of the eviscerated sac in the major area.
Motas specias de apostemas accideysso en la mayre, ayssi cum cranc e apostema lapident e ulceracios e adhubelat e erpetromens e fistulas emorroyas e raguarrias e thyl e autres apostemas.	There are special kinds of ingrown apertures that occur in the major area, namely swollen cramps and ingrown apertures, ulcers, inflammation, snakebites, hemorrhoidal rectal prolapse, thrombosis, fistulas, and other apertures.
E yeu ja he dit aquestas malautias e las specias de aquelas e les senhals de aquelas, e las curacios de lor en la divisio.	I have already explained these illnesses and the special kinds of them, and their signs in the division.
E cove que yeu digua en aquest tractat de apostema caut le qual ve en la mayre quan es dels apostemas que collegeysso sania, e si vols saber en qual manieyra se fa la opperacio de lu am ferr.	And I will explain in this book of ingrown apertures that which is contained in the major area when it comes to the ones that can be treated, and if you want to know how to perform the operation with iron.
Adonc cove que tu consideres si la dolor de la apostema en le sieu comensament es aguda am percussio e flecma e febre, e vezes aquel enrogezir e si catz sobre aquel le sentiment, lahoras no·t coytes am perforacio de lu, e cura aquel am aquo que ajuda sobre la maturacio entro que cesse la acuitat dels accidentz.	So then consider whether the pain of the ingrown apertures in your case is sharp with percussion, and flux, and fever, and sometimes it becomes reddened, and if you press on that place, there will be no perforation, and cure it accordingly, using what helps to aid maturity until the sharpness of the accident subsides.
E lahoras cove que tu fassas cezer la femna sobre una cezelha que aia doas cezelhas; e recline sobre le sieu dos e ajusta les sieus pes a la partida pus dejos del ventre, e las sieus coyssas sian expandudas, e pausa les sieus brasses dejos les sieus denols, e lia quascus am liament ad aquo convenient.	And sometimes cover that you make the woman lie on a wooden board that has two wooden boards; recline her over your two and adjust your limbs to the parting of the belly, so that her thighs are expanded, and pause your breast near her nails, and bind what is necessary at that place.
E aprop la matrona segua del latz dreyt e aministre le instrument am le qual es ubert le orrifici de la mayre, la forma del qual vindra en aquelas causas que·s faran aprop.	The translation is: And take the midwife to follow the third layer and administer the instrument with which you have opened up the openings of the uterus, in its shape, it will come upon those causes that will be done.
E cove quan vols ministrar aquest instrument que tu fiques am lo ray le preon de la mayre de la femna, e aquo que del instrument es intrat en la mayre no sia mays que·l preon de la mayre e leda le malaute.	The translation is: And when you wish to administer this instrument, you will place it in the region of the uterus of the woman, and so that the instrument enters the uterus, not more than the size of the uterus and no worse than the illness.
Mays si l’estrument es major que·l preon de la mayre, lahoras cove que tu pauses pulvils sobre la textura del preon de la mayre per sso que sia prohibit l’intrament de tot instrument en le preon de la mayre.	The translation is: But if the instrument is larger than the size of the uterus, then cover that you pause powder over the texture of the uterus so that the instrument does not enter into the entire uterus.
E cove que tu pauses le vertitge que corr en le strument del latz pus desus e que le ministre tengua le strument e revolva le vertitge entro que sia ubert le orrifici de la mayre.	The translation is: And you should pause the texture that runs in the instrument of the last degree and that the minister holds the instrument and rolls it into so that there is a opening in the uterus.
E cum appar la excitura, e es tocada am la ma e es leon e molh, lahoras cove que tu secces aquela deves le cap de lu am spatum lat.	The translation is: And when the cut is made and it is touched with the hand and it is cut and moistened, then cover that you squeeze so that the head of him with salt.
E cum la sania es evacuada, lahoras cove que tu pauses en la plagua una meca submersa en oli rozat o oli vert en le qual sia alcuna stiptisitat; e pausa la calca7 en la seccio en le preon de la mayre.	If the sickness is evacuated, then carefully cover that you pause in the wound a macerated substance submerged in oil or oil anointed with any spot, and place the calcaneum in the section before the main.
E pause deforo la mayre e sobre le pentenilh lana munda submersa en aygua en la qual sian bulidas malvas.	Pause in front of the main vein and on the tendonless skin submerged in water in which are built mallow poultices.
E aprop sia curada aprop dos dias am enguent le qual conveneys ad aquo entro que sia sanat.	Let it be treated for two days with an ointment that is suitable to this wound until it heals.
E alcunas veguadas es lavada la mayre e la plagua enayssi que es cristerisat am aygua e mel, e aprop am aygua en la qual es bulhida razit de liri o de aristologia longua, e aprop retorna al enguent.	And sometimes the vein and wound are washed out so that it is crystallized in water and honey, and then anointed with water in which there is crushed rue or artichoke long thistle, and then returns to the ointment.
E si la plagua es dedintz en la mayre ameguada, lahoras cove que tu sias prohibit de la curacio de lu am ferr, habantz cura aquel am aquo que havem dit en la divisio.	If the wound is dried in the main vein, then carefully cover that you should not have the treatment of it with iron, but rather use the cure we mentioned in the division.
Capitol .lxxv.	Chapter 75.
A ensenhar las matronas en qual manieyre les enbrios bius sian medicatz quan yeysso segon figura no-natural.	To teach the midwives in what manner they should give them food that is suitable to their body, according to natural figure.
Necessaria causa es que la matrona conogua en le comensament la figura del enfantament natural per senhals de lu, e es que quan tu vezas la femna expremar a las partidas dejos e desira odorar le ayre, e sobre aquo es enleujada per aquo que sobre ela es del part, e festina le eyssiment del enbrio, lahoras sapias que aquest part es segon figura natural, e es l’eyssiment de lu sobre le sieu cap, e la segondina am aquel o suspensa o pendent del ombelic.	The translation is:
Donc cum tu vezes aquels senhals, lahoras cove que·l ventre de lu sia compremut per so que l’embrio deysenda leugerament quar quan deyssen sobre le sieu cap, deysen a lu la segondina, e es mondada de aquelas superfluitatz am bona mondificacio.	When you observe those signs, be sure that the belly of him is compressed so that the embryo moves lightly when he lies on his back, and it descends to him the secondina, and it is separated from those surplus flaccidities with a good separation.
Mays aquel que es otra aquest part es no-natural e no-lausable, quar quan le enbrio es eyssit sobre sos pes e·l cos de lu es eyssit devant le cap de lu e·ls pes de lu, e la ma de lu una, o al pe de lu i, o es eyssit le cap de lu e la ma de lu, o al ventre de lu, e fort leu es convertit sobre le sieu col, e semblant de las figuras de lu no-lausablas.	But the thing that is at this part is not natural and not excusable, because when the embryo is placed on his feet and his body is placed before his head and his feet, or his hand, or it is placed over his head and his hand, or on his belly, and very light he turns on his back, and similar to his unexcusable figures.
Don necessaria causa es a la matrona que sia savia e subtil en totas aquelas causas, e que·s guarde de error e de decepcio.	Is necessary that the midwife be wise and subtle in all those causes, and watch out for errors and disappointments.
E yeu so mostrant tota figura de aquelas, e qual engen es en aquelas per so que sia significat per aquo e sia stat sobre aquo.	And I will show you all the figure of those things, and which part is in them so that it should be understood by this and should stand on that.
Quan le feyt es eyssit sobre le sieu cap per egrecio natural, e aquel es vehement sobre la femna e es fayt a lu part dificil, e vezes la vertut de lu ja debelitada, lahoras fay aquela sezer , o que las femnas tenguan lu, e evapora le conh de lu am fenugrec coyt e am olis humitz.	When it is done on him over his head by natural cause, and that one is vigorous in the woman and made to her a difficult part, and the virtue of him weakened, then he will be cured, or if the women have it, and evaporate the sweat from him with fenugreek oil and onion juice.
E aprop entrometa la metrona entre les sieus ditz espatum petit e fenda am aquel la segondina, o secce aquela am la sua ungla entro que corro aquo que es en ela de humiditat.	When introducing the instrument between the small and large bones of the foot, make a small incision and puncture with the second needle, or prick that one under your nail so that you proceed in this way where there is humidity.
E preme le ventre de la femna entro que deyssenda le fet.	Press the woman's abdomen into place as she delivers the fetus.
Mays si no deyssen, lahoras cove que la femna sia cristirizada de mucellage de ptilli e mucellage de fenugrec am cizami.	But if they do not deliver, then it is thought that the woman will be swollen with hair and thread-like mucus and cotton-like phlegm with stitches.
E aprop comanda a lu, aprop le cristeri, que sia compremuda e fay aquela stornudar am condisi; e te la boca de lu e·l nas de lu per huna hora, quar le fet sira foro-getat tantost.	And instruct him, take out the stitches, and that he compress the swelling with a bandage; and bring to his mouth and nose for an hour, so that the child is forgotten soon.
E si las doas mas del fet so foro-getadas al comensament, lahoras cove que tu redusiscas aquelas am fecilitat petit a petit.	But if the two legs of the fetus are forgotten at first, it is thought that you should gradually decrease them with ease little by little.
Mays si no obezeys al intrament, lahoras pausa la femna sobre una cezelha e leva les pes de lu sus, e aprop concuceys la cezelha sobre la terra; e la femna sia tenguda que no caia deves la concussio.	But if she does not obey the instrument, then pause the woman on a table and lift her legs from her, and place the table over the ground; and the woman should be held tightly so that she does not fall due to the concussion.
E si las mas no son dedintz tornadas e morr le fet, lahoras inscideys aquelas e extratz le romament del fet o lia le cors a la ma de lu am drap e extratz aquel am equalitat, quar aquel sira foro-getat.	If the hands are not returned and the patient dies from the fever, then insert those and extract the remnant of the fetus or bind the body to the hand with a cloth and extract that with an equality, because that man will be forgotten.
De eyssiment del embrio sobre les sieus pes.	About the implantation of the embryo on its feet.
Quan le fet yeys sobre les sieus pes, lahoras cove que tu impelliscas aquels en sus, e aprop convertas le fet petit, e aprop que engualhes aquel, e aprop que prenguas un pe de lu e extendas aquels petit a petit.	When the fetus is on its feet, then carefully move those to fit it, and wrap up the small one, and carefully take hold of the leg and stretch out that little one slowly.
Mays cum son eyssit entro a las coyssas, lahoras tu comanda a lu que se exprema, e fay aquela extornudar am condizi, quar sira foro-getat si Deus lo vol.	But when it is inserted into the thighs, then you command him to expand, and make that excision in the condition, because he will be forgotten if God does not will.
E si no es foro-getat am aquo que havem recomtat, lahoras tu retorna le fet petit a petit entro que pauses aquel segon figura natural, quar aquel sira lahoras foro-getat am leugier eyssiment.	If it is not forgotten, then you return the small one to its original size, slowly into which you put that second figure, so that he will be forgotten at least with a lesser implantation.
E si es prohibit am tot aquo que havem recomtat, lahoras pren de musellage de altea e de goma dissolvuda, e percuteys tot en le mortier per bona percussio, e aprop linieys am aquo le conh de la femna, el pus bas del ventre de lu.	If it is prohibited to touch everything that has been counted, then take the muscle plug from above and dissolve gum, and strike all in the mortar with good percussion, and place a line on this woman's vulva, the flesh of her belly.
E aprop fay aquela cezer en aygua tebeza, entro que consegua les ypocondias.	Place that caeser in water until you can get to the apophysis.
E cum vezes que las partidas dejos de lu so lenificadas, lahoras fay a lu subfumiguacio de mirta e sub-pausa aquela a lu.	At the times when the parts are loosened, then apply mirthstone and sub-inflate them to him.
E quan te la sub-fumiguacio per una hora, lahoras tu la fay sezer sobre una cezelha, e aprop fay aquela stornudar e extrenh la boca de lu, e levas de aquela, e prem la partida pus bassa del ventre de lu am leugiera compressio, quar le fet sira tantost foro-getat.	And when you apply sub-inflation for an hour, then place that caeser on a stone, and take away the mirthstone and extend his mouth, and lift it off, and press down the part lower of his belly with a gentle compression, as long as it will forget its pain.
Eyssiment del fet sobre les sieus denols e las suas mas.	Finally lift him up on his bed and his hands.
Quan le fet eyssira segon aquesta forma, lahoras tu engenies en entrometen las suas mas petit a petit; e aprop la femna stia evessada sobre le sieu col, e les pes de lu pengo en jos, e aquelas sia jasent sobre le lieyt, e complegua las suas mas.	And when he has been lifted according to this form, then you put your fingers inside his body little by little; and place the woman's bawd on his back, and his feet go under him, and those are laid on the bed, and you bind his hands.
E aprop prem sobre le ventre de lu petit a petit, e aprop extratz aquo que es dejos les pes de lu de las aurelhas entro que sia preparada en la partida pus dejos.	And then press down on his belly little by little, and take out that which is left of his feet between the armpits until it is prepared for the parting more.
E si le fet no es fora-getat, lahoras pren les pes de lu e mau aquels am movement vehement, e aprop prem aquo que es sobre les ypocondres petit a petit entro que le fet puege a las partidas desus.	If the wound is not forgotten, then take the feet of the patient and hold them in place while making movements violently, and gently push it towards the hypochondriac region little by little until the wound can be closed.
E aprop entrometa las suas mas e engualhe le fet petit a petit, e comanda a la femna que se exprema entro que le fet sia foro-getat.	And place your hand inside and sew the wound little by little, and command the woman to stretch herself in so that the wound is not forgotten.
Eyssiment del fet latutidinalment pendent una de las suas mas.	Eventually, if the wound becomes infected, lying on one of your hands.
Sia engeniat en reduccio de la ma de lu, mays si no podes aquela reduzir, lahoras eleva la femna e fe aquela anar.	Make the reduction of his hand, but if you cannot reduce it, then elevate the woman and make her go there.
E si anar no pot, lahoras fay la jazer sobre le lieyt, e concuteys las coyssas de lu am concussio vehement, e aprop aministra liamentz les quals yeu e recomtatz de mucillages.	If it cannot be done there, then place a splint over the limb, and concentrate on compressing the swellings with violent pressure, and administer liniments which you recommended.
E si es vengut le enfantament, lahoras fay aquela sezer sobre cezelha, e aprop studia sobre la reduccio de la ma, e enguala le fet segon figura natural, e fay stornudar la femna e comanda a lu que comprema a si entro que sia foro-getat.	If the inflammation has returned, then place that plaster on chees cloth, and study the reduction of the hand, and sew the wound according to the natural figure, and have the woman lie down and command him to compress himself until it is forgotten.
Eyssiment del fet sobre·l col expandudas las suas mas e la fassia de lu es al dos de la sua mayre.	The body of the man was stretched out on the table, and his skin was pulled taut over his chest.
Cove que la matrona tengua la ma del fet e aprop revolva aquel petit a petit, e eque aquel am facilitat.	So that the midwife might have hold of the man's hand and gently turn it over, bit by bit, and make it easier.
E cum es e quant so es engualhat, e lahoras pausa sobre le conh de lu aquo que havem recomtat de oli e de mucellages.	And as to how and when the umbilical cord is tied, and then pause on the neck of him, where it has been wrapped with oil and cloth.
E aprop comandas a lu que·s maugua petit a petit, e quan auras feyt aquo, lahoras fay aquela cezer sobre una cezelha e comanda li que sia inclinada sobre le latz dreyt, e aprop comanda a lu que sia compremuda; e fay aquela stornudar am condizi.	And after that, command him to pull the cord little by little, and when you have done so, take away that cut on the cheek, and command him to lean on his left side, and command him to press down, and make that swelling go.
Exitus foetus praeparati super latus.	The outcome of the prepared fetus lies above.
Quan deyssen a horrifici de la mayre segon aquesta manieyra, considera, e lahoras tu inscideys la segondina am la tua ungla entro que sia evacuada de la humiditat.	When they draw out the horror of the mother in this manner, consider, and then insert your finger into the second joint between the thumb and index finger, so that it is evacuated of humidity.
E si le fet es suspendut sobre la cara e·l col de lu, lahoras tu inscideys aquela del embelic, per so que no sia retengut e mora.	And if the fetus is suspended over the face and his chest, then insert that of the umbilicus, so that it may not be retained and he may not die.
E aprop empelleys le fet a las partidas dedintz entro que pauses aquel segon que cove, e manda a la femna que comprema a si alcunas veguadas, e el sira fora-getat am eyssiment leugier, si Dieus o vol.	And then you should push the foot into its proper position before placing that second one, and instruct the woman to compress it sometimes, and the servant forgets about the ease of movement, if God or fate permits.
Exitus geminorum aut foetuum multorum.	Outcome of twin births or many fetuses.
Sapias que gemels motas veguadas so natz, e alcunas vetz naysso tres o quatre , mays aquo es estranh e tart s’endeve; mays v so causas foro natura, e no vivo.	Be aware that twins born in motion are rare, and sometimes three or four, but this is strange and hard to understand; yet there are causes due to nature, and not living.
E conte aquelas, ja sia que sian montiplicatz, una segondina, e son seperatz per ciphac, distingen aquels enter le liguament en l’ombilic de cascun de aquels E alcunas veguadas so foro-getatz ayssi cum es un fet per eyssiment natural leugier, e so eysitz alcunas veguadas per eyssiment no-lausabla ayssi cum havem recomtat.	Consider those too, whether they are multiple births, a second child, and separate by the navel, distinguishing each from the other in the ligament at the navel of each; sometimes they are forgotten like a fetus due to natural ease, and sometimes they are tied up like a criminal.
E si son dificils alcus de lor deves le enfantament e perveno ad aquo que havem dit de las figuras no-naturals, lahoras tu cura aquels ayssi cum havem recontat.	And if they are difficult to deliver, make the delivery happen and proceed according to what has been said about unnatural figures; sometimes, as has been recounted.
E si’ la matrona subtil e fassa aquo que fa am facilitat e subtilitat, e am tarditat, e sia ingeniat segon tota figura segon que es a lu preparat de l’engen amenant a salut.	And if the midwife is subtle and skillful enough to make this happen with ease and subtlety, and makes it slow so that she can follow all the figures according to her preparation, leading to safety.
Rememoratio eius quod formatur in matrice ex embrionibus et Abortiuntur.	Remembrance of what is formed in the womb from embryos and are aborted.
Alcunas veguadas son formatz en la mayre un, e dos, e tres, e quatre, e v, e vi, e vii, e mays x, e ja es deves mi verificat que una femna abortem ne getet vi, e una autra x totz formatz, la qual causa fo fayta per mensuracio dels glorios savis.	Some occur in the uterus one, two, three, four, and five, and six, and seven, and others up to ten, because a woman has had seven abortions or gotten pregnant again, whereas another has nine, which is caused by the measurement of wise physicians.
E tot aysso cove que sia en la sciencia de la matrona quar fort leu ad aquela parve semblant de aquo, e donc opause se ad aquo am so que cove.	And it is also known in the science of the midwife that when the woman's stomach resembles this shape, then pause and observe her closely.
Capitol .lxxvi.	Chapter 76.
De extraccio del fet quan es mort.	On the removal of the fetus when it is dead.
Quan tu curas le fet mort am aquo que havem dit en la divisio de la medicacio e no es defora eyssit, e tu yest forsat usar de opperacio am ma, lahoras cove que consideras si la femna es de sana vertut e no es am alcu dels accidentz per les quals sobre ela es temuda perdicio.	When you treat the dead fetus in this manner, as has been said in the division of medication, and it is not outside the womb, then consider using an operation on its mother, because then take care that you choose what seems most proper for the woman, considering whether she has a good fortune or not being affected by any accident through which she suffers loss.
Lahoras cove que la femna sia envessada sobre le lieyt sobre le sieu dos, e sia le cap de lu enclinat enjos e las coyssas de lu sian elevadas.	And then consider that the woman should be covered with linen over her belly, and her breasts should be raised up, and her thighs brought together.
E·l ministre tengua aquela de doas partz o sia liada en le lieyt per so que·l cos de lu no se extenda deves la extraccio del fet.	The minister should hold that in two parts or tied to the left for so that his body does not expand due to the extraction of the fetus.
E aprop tu humecta la boca de la mayre de lu am olis humitz e am mucellage de altea e de fenugrec e de semensa de li.	And that you should moisten the mouth of the patient with olive oil and honey, and mucilage from altitude and fenugreek, and seed of it.
E aprop unte la matrona la sua ma am aquels olis e mucellages, e aprop entrometa la sua ma am fecilitat en la mayre, e aprop cerque am la ma loc en le qual fique les uncis en le fet.	And that the midwife should place her hand with those oils and mucilages, and should insert her finger into the ease of the mouth, and should circle around the area where the fingers are in the fetus.
E locs convenient en aquo: adonc tu considera si le fet es preparat que deysenda sobre le sieu cap, e lahoras tu fique les uncis en les huels de lu, o en le col, o en la boca, o en le palat, o dejos la barba, o en la furcula de lu, o en les locs propdas de las costas, o dejos les ypocondres.	In those places it is convenient: where you consider the fetus to be prepared, then you stretch out over his head, and then your fingers in his hands, or in the neck, or in the mouth, or on the palate, or along his beard, or in the fissures of his chest, or in his armpits, or on his sides.
Mays si le deysendiment es sobre les pes de lu, lahoras en le pentenilh, o en le mieg de las costas.	But if you stretch out over his feet, then in the toes or in the middle of his back.
E cove que tengua le unci am la ma dreyta, e pausa la curvitat de lu en aquel loc le qual es entre les ditz de la ma senestra, e entrometa la ma am facilitat e fique le unci en alcu de aquels locs les quals havem ditz, entro que pervengua a la causa boyda.	And that you should have the finger in the straight line, and pause the curvature of him in that place which is between the fingers of his right hand, and insert your finger into ease and put the finger in one of those places which are said to be there, until it reaches the cause of the boy.
E aprop pause e fique en la apposicio de lu un autre unci, o le tertz si es necessitat, per so que sia atraccio engual, e no sia extencio segon la sua rectetut tant solament.	Appraise and place it in the corresponding position with another lancet or the third if necessary, so that it is drawn inward and not extended according to its curvature alone.
Ans sia maugut a tota partida, per so que l’eyssiment de lu sia alleujat ayssi cum es fayt en dent deves la eradicacio de lu.	And make it entire, so that the swelling of him is alleviated as it is done in teeth, due to the eradication of him.
