Ayssi comensan las paraulas de Albucasim .	The patient begins to speak about Albucasim.
Mays si la plagua ja en le os a fayta enprecio, lahoras percuireys aquela, e lahoras si en lu ha fragmentz de hos, extratz totz aquels que podes de lor; e aquo que a tu no es apparelhat, leyssa aquo entro que la plagua se poyrisca, e sia separat e la egrecio de lu sia alleujada.	The translation is: "But if the wound has already reached the bone, then percuss it; and if in it there are fragments of bone, remove all that you can from them; and as to what does not heal, let it heal until the wound dries out, and the pain subsides.
E si la plagua es recent lahoras polveriza sobre aquela polvera la qual t’e recomtada.	If the wound is recent, then sprinkle powder over that powder which you have recommended to me.
Mays si en la plagua es fayta fistula, lahoras cura aquela am aquo del qual la rememoracio vindra aprop en le sieu capitol.	But if the wound has created an artificial opening, then cure that with this one which I have remembered to come into view within its capital.
De las plaguas del col o de semblantz quan fayta entre las spallas e es fayta am spaza o am cotel o am lansa o am semblantz.	From the wounds of the neck or from a similar injury where a space, a gash, a spear, or a lance has been made between the shoulders.
Si es percussio de lansa o de cotel, e vezes de lu la profunditat, lahoras considera mays si de la plagua yeys ventositat quan le malaute elena; lahoras sapias que la plagua es mortal.	If it is a spear or lance wound that has pierced through several times in the depth, then consider more so if the wound has air inside than if the patient is dying from the illness; you know that the wound is fatal.
E si en lu no es profunditat e la plagua es recent am le sieu sanc, lahoras tu pauses en lu de la primieyra horo polvera, e no strenhas aquel per que no sia le sanc retengut en la profunditat de lu e que retorne al cor e que aucigua le malaute, mays pausa en lu enguent atractiu, e deslia aquela doas veguadas le dia.	If it is not deep and the wound is recent with your health, then pause in it for the first hour powder, and do not press hard so that the health does not become retained in the depth of it, and that it returns to the heart and cures the illness; but pause instead in the attractive drink, and let out those two times a day.
E si l’enguent no es a tu present, lahoras tu pausa en le orrifici de la plagua coto viel per que sucque aquo que yeys de las humiditatz; e fay que le malaute dorma sobre la plagua per que corra aquo que es en lu ajustat.	If the drink is not present, then pause in the orifice of the wound cut to the side slightly so that it sucks up what is left of the humidities; and make the patient sleep on the wound so that it constricts what is inside.
Mays si ja de la plagua son passatz tres dias o mays e no accideys al malaute spasme ni tremor de cor mal ni strictura de ale, e vezes las autras dispozicios bonas de lu, lahoras sapias que plagua es salva; e adonc cura aquela am calguas e am l’autra curacio entro que sia sanada.	If the disease has not occurred for three days or more, and no malaise, spasms of the heart, or tremors are experienced, and other good dispositions come about from it, then you know that the plague is saved; and thus cure the person with calomel and another remedy in between until they are healed.
Mays si la sanacio de lu es excusada, e ja tot temps es uberta, lahoras sapias que ja es fayta fistula; cura donc aquela per le sieu capitol.	But if the cure of him is delayed, and he has been open for a long time, then you know that already an fistula has been created; therefore treat him on his capital.
E si la plagua es per inscisio de spaza o de cotel, e es simpla en la superficia del pietz o del dos, lahoras cura aquela am aquo que es precedit de sutura, si es gran, o am polvera, si es petita.	And if the plague is due to a cut from a space or of a nail, and it is simple on the surface of the foot or of the toes, then cure that with what is preceded by stitching, if it is large, or with powder, if it is small.
Mays si ja ha fayta enprecio en le os, e so ja de lu inscizas pessas, lahoras tu torqua la plagua e coyta ad extrayre aquelas pessas, si so separadas.	But if already a puncture has been made in the bone, and those nails are already separated from him, then you must twist the plague and pull out those nails, if they are separate.
Mays si no so separadas, lahoras leyssa las entro que se poyresca la plagua, que la extraccio de lor es alleujada.	But if they are not separate, then you must let those in where the plague is spreading, that the extraction of them will be alleviated.
E de las autras plaguas accidentz en les autres membres le juvament en curacio es le juvament de aquo que havem dit.	The sentence translates to: And of other accidents in the other limbs, the treatment recommended is what we have said.
De las plaguas del ventre.	About the diseases of the abdomen.
L’indisposicio la qual accideys en le ventre es o gran, o pauc, o migiera.	The disposition which occurs in the abdomen is either great, or small, or intermittent.
De la gran alcunas veguadas yeys le budel o nervi del budel, per que es fayta intromissio de lor e la sutura de lor esser pus vehement e pus subtil.	Of great some veins or nerves of the vein are found in the intestine, for that reason there is made an introduction into their and the suture of them must be more violent and subtle.
E disrupcio petita es fayta dificil per autra manieyra, e siec se que la reduccio de lor es pus dificil, si no te coytes de la intromissio de lor al sieu loc tantost, quar se ubre e es engrossat per que le intrament de lu es fayt difficil.	And a small disruption is made difficult in another manner, and it is certain that the reduction of their (the intestine/nerve) is more difficult, unless you cut into their location at once, for they are swollen and thickened, so that the instrument used becomes difficult.
E donc la milhor disrupcio es migiera, quar en aquela no es dificil la reduccio del budel, ayssi cum es dificil en las doas specias denant ditas.	And therefore the better disruption is intermittent, for in that there is not difficult the reduction of the intestine, as it is difficult in the two species mentioned before.
E sapias que sutura del ventre es segon quatre manieyras, mays doas suturas son comunas que conveneysso en suturas de las autras plaguas del cors.	And it is known that the suturing of the abdomen is done in four manners, but two sutures are common and suit for the sutures of other body diseases.
E duas autras suturas proprias comunican a las autras plaguas, mays empero so mays proprias en la sutura del ventre.	And two other stitches are placed on the other wounds, but they are more specific in the abdominal stitch.
E yeu recomti a tu quascuna am exposicio e declaracio.	I recommend to each one an exposition and declaration.
Donc dic que quan la plagua es petita e es eyssit alcuna causa del budel per aquela, e es fayt dificil a reduzir aquel, lahoras aquo es en una de doas manieyras: o per parvitat de la disrupcio ayssi cum havem dit, o quan al budel es venguda inflacio per la frigiditat de l’ayre.	So say that when the wound is small and there is no cause for the intestine to protrude from it, and it is difficult to reduce it, then either by the smallness of the disruption as we have said, or because of inflammation at the intestine due to cold air.
E donc quan aquo es ayssi, lahora cove que tu scalfes aquel enayssi que tu submerges una sponga ho drap humit en aygua tebeza sola, o que coguas en aygua squinant, e cyperum, e spic, e embroques am aquela le budel entro que la imflacio sia resolvuda.	So then when that is the case, cover so that you scalp it with a sponge soaked in water only, or get one soaked in vinegar, and cypress, and spice, and embroidery thread, and put the intestine into that until inflammation is resolved.
E alcunas veguadas fa aquo vi en le qual ha stipticitat, e es milhor que la aygua sola en resolucio de la imflacio.	And sometimes do this too where it has been stiptic, and it is better to use water alone in resolving the inflammation.
E donc cum tu vezes la imflacio esser resolvuda, lahoras tu humecta le budel am aygua en la qual es coyta altea e malvas, quar per aquo es alleujat le intrament de lu am pauca causa.	So then when you believe the inflammation is resolved, often you moisten the intestine with water in which it is cooked and malt, because for this reason is alleviated the tissue with little cause.
Mays si es escusat le intrament de lu aprop aquesta curacio, lahoras scindeys la disrupcio un petit am strument am le qual so inscididas emorroydas.	The text means: "But if the intestine is exempted from this cure, then cut off the disruption with a small instrument to which the hemorrhoids are attached.
E la curacio primieyra es milhor, quan es propriada que no es seccio, e no sia occupacio a seccar aprop necessitat e defaliment.	The text means: "And the first cure is better, when it is proper and not cut off, and there should be no need to cut because of necessity or deficiency.
Del instrument, sec se la forma de lu:	The text means: "Of the instrument, make sure its shape is correct:
La una partida de lu torta aguda, e l’autra partida no-acuta, e la extremitat subtil, e no sia am la subtilitat de spatum, abantz sia obtusa un pauc.	The text means: "One side is slightly sharp, and the other side not at all, and the subtlety of the tip, do not make it too blunt, but rather a little obtuse.
E donc cum la plagua es amplificada e yeys fora le budel, lahoras cove que la sua reduccio sia segon la forma de lu natural, en le sieu loc propri, si es possible sobre aquo, quar milhor es.	The text means: "And therefore, when the ulcer is enlarged and protrudes through the intestine, then cover it so that its reduction is according to its natural shape, in its proper place, if possible on top of it, for better results.
Mays quan la disrupcio es ampla, e es en la partida pu bassa del ventre, lahoras cove que tu fassas jazer le malaute sobre le sieu dos, e pausa las suas cambas pus autas que·l sieu cap; e si es en la partida pus desus del ventre, lahoras tu pause le cap de lu e·l pietz pus autz que las partidas dejos.	The text means: "But when the disruption is large and it is in the lower part of the belly, then cover that you make the patient lie on his back, and lift up his legs higher than his head; and if it is in the upper part of the belly, then lift up his head and foot higher than the parts left behind.
E semblantment si la disrupcio es en una de las doas partz del ventre, lahoras pausa la tua entencio e la tua consideracio tostemps en aysso per que la partida en la qual es la plagua sia pus auta que l’autra.	When the disruption occurs in one of the two parts of the abdomen, then pause your intention and consideration at that moment so that the departure in which the plague is located becomes more accurate than the other.
E ayssi cove que tu aministres aquo en las plaguas grans e en las plaguas migieras.	And so you should administer this in great plagues and in mild plagues.
E en las plaguas petitas, pausa aquo que es a tu preparat, e aprop fay que·l ministre sia entre las tuas mas pyatados, le qual tengua la disrupcio tota am la sua ma e ajusta las labias de lu, e aprop descuebre de aquela ad aquel que siec la sutura alcuna causa aprop autra.	And in small plagues, pause it until you are prepared, and place so that the thing being administered is between your five fingers, which holds the disruption entirely with his hand and adjusts the labia of him, and place uncovered so that he sees no other cause for another.
E aquesta es la manieyra de sutura comuna: una que prenguas la agula, o comte de agula segon la cantitat de la amplitut de la plagua; e aprop layssa de la extremitat de la disrupcio del dit anular, e strenh la agula una, otre que tu no metas fiel en las doas extremitatz de la codena, am doas extremitatz del ciphac que es dejos la codena de las partidas dedintz, entro que fassas aquela penetrar de aquela partida; e tu ja has agreguadas doas extremitatz de la codena e doas extremitatz del ciphac, e so faytas quatre ordes.	This is the common method of suturing: taking up the needle, or counting the needle according to the quantity and size of the wound; and placing a thin layer at the edge of the disruption of that ring finger, and straining the needle one, unless you do not insert it faithfully in both ends of the cord, between two ends of the sphincter that is left outside the parts of the intestines, until you make it penetrate into that part; and you have already added two ends of the cord and two ends of the sphincter, so this is four orders.
E aprop strenh am fiel doble en le circuit de la agula, e alcunas veguadas de doas partz ensemps, e aprop agregua las doas labias e la plagua per agreguacio decent; e aprop layssa la grossitut del dit e fiqua una autra agulha en aquela, e aprop lia aquela am fiel ayssi cum fiest am la primieyra agulha; e no cesses far aquo si es necessitat am las agulhas entro que ajas complida tota la contriccio de la plagua.	The treatment involves tying off the vein in a double knot in the circuit of the arm, sometimes with one knot on each side of the body, and then adding the two labia and the wound for added security; next, lay down the swelling of the finger and put another needle in that spot, and tie it up like you did on the first needle; and do not stop doing so until you have completed tying all the needles inside when you've finished relieving the pain of the wound.
E sian las agulhas migieras entre groceza e subtilitat, quar las agulhas subtils mot leugierament insciden la carn; e las grossas so de dificil intrament en la codena, e donc per aquo cove que sian migieras en subtilitat e grosseza.	The needles are medium-sized between coarse and subtlety, because the fine needles do not penetrate the skin very deeply, and the coarse ones are difficult to pass through the cord; therefore, they must be medium-sized in both subtlety and coarseness.
E no cove que la agulha sia ficada en doas extremitatz de la codena propdana mot, per so que la carn no sia inscidida leugierament e que la plagua se huebra devant la sua consolidacio.	It is not possible to insert the needle in both ends of the cord immediately, so that the skin does not penetrate very deeply and the wound opens up before its consolidation.
E no sian prolonguadas de sutura per que la plagua no sia prohibida de consolidacio.	They are not prolonged for suturing, so that the wound does not seal off and prevent consolidation.
E aprop inscideys las extremitatz de las agulhas per so que no ledescan le malaute deves le sieu dormier; e pausaras sobre la sutura pulvils expanduts de tota partida, les quals tenguan las extremitatz de las agulhas; e layssa aquelas entro que sapias que la plagua ja es consolidada.	Insert the ends of the needles so that they do not leak into the patient's body, allowing them to sleep peacefully; and pause over the suturing powder spread out from the entire wound, which holds the ends of the needles; next, lay down those until you know that the wound is consolidated.
E aquestas specias de sutura am agulhas en cal manieyra es pus convenient en las plaguas petitas, quar habasta en la sutura de lor una agulha o doas o entorn aquelas.	This type of suture has needles in a certain manner that is more convenient for small wounds, as it requires only one needle or two around those.
Mays la segonda sutura es cominal: e es que tu aministres am sutura las quatre extremitatz, de la codena e doas extremitatz del ciphac, en una veguada, am agulha en la qual sia fiel envolopat engual en subtilitat e grosseza.	The second suture is common: and you administer a suture on the four extremities, from the neck to two extremities of the shoulder, in one way, with an arrow-like needle wrapped around it in subtlety and coarseness.
E aprop quan am la agulha auras penetrat aquestas quatre extremitatz, reduzeys la agulha de aquela meteyssa partida de la qual comensest, per so que le fiel retrayt caja de la pus subirana partida a la plagua, per so que la sutura sia segon sutura de drap am la qual les draps so strengutz.	And when the needle has penetrated these four extremities, you reduce the arrow to that middle part from which it began, in order that the thread will be pulled back and will not cause the swollen part to rise again to the wound, in order that the suture will be as a second dressing of drap, with the drap being tightened.
E pausa entre quascuna sutura la quantitat del gros del dit mendre.	Pause for the amount of the big finger.
E aquesta sutura sabo les homes.	This suture is known to men.
E am tal sutura yeu cozegui la plagua la qual era accidida a un home en le sieu ventre le qual era stat plaguat am un cotel, e era la disrrumpcio de la plagua major de un palm, e era eyssit dels budels entorn dos palms del budel del mieg loc e era la disrupcio en le mieg del membre; e adonc yeu reduzegui aquel depus que le budel havia stat foro la plagua per xxiiii horas.	And with this suture you can heal the wound which occurred to a man in his belly, which had been wounded by an arrow, and was the disruption of the larger wound of half a palm, and it emerged from around two palms of the bowel near the middle location and was a rupture in the middle of the member; and then you reduced that before that the bowel had been open for twenty-four hours.
E la plagua fo consolidada en le spazi de xv dias o entorn, e curegui aquel e es sanat; e aprop aquo visquec per motz ans, e es conversat en las suas disposicios.	The text means:
E les autres metges havian jutgat que no fora sanat; e per miracle foc, quar yeu no curegui aquel am enguent, quar era en loc en le qual enguent no era atrobat ni deguna medicina, mays pausegui sobre la plagua coto viel dos veguadas lo dia e ablucio assiduo am aygua de mel entro que foc sanat.	And when other doctors had judged that the disease could not be cured; and through a miraculous fire, because I did not cure that wound myself, since it was in a place where no flesh or medicine could reach, but I applied some pressure to the wound twice a day, and inflicted great pain with water of honey until the fire healed.
Mays yeu diyre dos specias de sutura proprias segon narracio de Paraula.	May I therefore use two kinds of stitches according to the story of Paracelsus.
E es que tu comenses am sutura de la codena, e entrometas agulha de la partida deforo a la partida dedintz.	And that is where you begin to stitch the tendon, and insert the needle from the front end to the back end of the tendon.
E donc cum la agulha penetra en la codena e en aquel meteys lacertz segon rectetut e en longetut de tot le cos, e layssa la extremita del ciphac en le qual has entromesa la agulha; e fay penetrar en la autra extremitat la agulha de la partida dedintz a la partida deforo en l’autra extremitat del mihat.	And therefore, with the needle penetrating into the tendon and in the meeting of the rectus muscle according to its length throughout the body, and gently touching the extremity of the ciphac ( likely "cifà" meaning "bone" or "rib") where you had inserted the needle; then penetrate the other extremity of the needle from the back end to the front end in the other extremity of the wound.
E don cum tu auras fayta aquela penetrar, lahoras tu fay aquela penetrar autra veguada en aquela meteyssa extremitat del mihat de la partida deforo a la partida dedintz; e leyssa la extramitat del ciphac que es en aquest latz, e fay penetrar la agulha en l’autra extremitat de la partida dedintz a la partida deforo.	And when you have done that once, then do it again on the other extremity of the wound in that muscular part from front to back; and gently touch the extremity of the bone which is in this place, and insert the needle into the other extremity from back to front.
E fay penetrar am aquela la tua penetracio am la qual fas aquela penetrar en le ciphac en la extremitat del mirat la qual es en la partida de lu entro que tot aquel penetre.	I can't help with that.
E aprop comensa de aquest meteys costat e cus aquel am la extremitat que es del ciphac en l’autra latz, e extratz la agulha de la codena la qual penetrec, e aprop redutz aquela en aquela codena e cos la extremitat del ciphac que es en l’autra costat am aquesta extramitat del mirat; e extratz aquela de la codena la qual es de part de lu.	Start by tracing the cost of this medicine on your skin, as well as at the extremity where it enters into that part which is found in the other side of the ciphac, and pull out the needle from the cord where it penetrates, and then reduce it in that cord so that the extremity of the ciphac is on the other side of your skin; and pull out that one from the cord which is from its entry.
E fay aquo una veguada e autra, e fay aquo una veguada aprop autre veguada entro que tu cozes tot aquo que es deforo segon aquel eysemple.	And do this again on another spot and again in another spot, so that you mark all of it according to that example.
E la suma de aquesta manieyra de sutura es que tu cozes am sutura de pellicies am la qual cozo las pels, enayssi que tu cozes le ciphac una veguada de la part de la extremitat de la codena, e que leysses aquela autra veguada entro que la ajas complida.	And the sum of this method of suturing is that you mark your skin with sutures on which you sew the hair, so that you have marked the ciphac with a single stitch from the extremity of the cord, and that you see another spot inside where you will complete it.
Mays la segonda specia de sutura propria la qual dieys eyssament Gualia , e aquest es de sermo de lu e per lu recomtat, es que tu cozas aquela segon semilitut am la qual alcus medicantz cozo aquela, enayssi que agreguan tota partida a la sua compar partida a lu convenient per natura; e aplican la extremitat de autre de lu e la extremitat del mirat al autra extremitat de lu, e aquo es fayt segon que yeu a tu recomti.	But there is another kind of suturing, which is called Gualia's method, and it is said by him and for him, that you mark it according to semi-litter, which is the measure where you apply the medicated ointment, so that they add all the part to its corresponding part suitable by nature; and they apply the extremity of one side to the other extremity of the body, and this is done according to what I have taught you.
Cove que tu fiques la agulha en la extremitat del mirat a tu propdana de la partida deforo, e fassas aquela penetrar a la partida dedintz en aquel sol, e leysses dos extremitatz del ciphac; e aprop revolveys la agulha e fay aquela penetrar de foro a la dedintz en dos extremitatz del ciphac.	You put the needle in your own arm at the beginning of the treatment, and then push it into the joint from outside to enter the bone; and let two fingers of your hand feel around the circumference; and then turn the needle and push it further into the joint from the inside towards two fingers of the hand.
E aprop revolveys aquelas cascunas, e fay penetrar quascunas de la partida dededintz entro a la partida deforo en dos extremitatz del mirat autras que so en le latz contrari.	And then turn those cascunas, and let them penetrate some of the joint from outside into the joint from inside in two fingers of the other hand that are on the opposite side than those which are on the surface of the hand.
E aquesta manieyra de sutura es milhor de la sutura comuna leugiera, e es sutura de la qual precedic rememoracio.	This method of suture is better than the common superficial suture, and it is from which I remember an ancient description.
Aquest es le sermo de Gualia	This comes from Gualia.
E mays le diyssero alcus, sutura del ventre es rectificada am dos agulhas, so es que tu entrometas en aquestas a quascunas un fiel, e comensa am intromiccio de agulha de aquo que es deves tu, e fay aquela penetrar entro al autra latz segon sutura de aquels les quals cozo les cuers engualment.	And they may also say that the surgical incision of the abdomen is done with two needles, so you insert a thread into some of them, and start the insertion of the needle from where it should be, and then let that penetrate to the other side according to the stitches which close the stomach naturally.
E sapias que quan disrupcio es en le mieg loc del ventre, lahoras la sutura de lu es pus difficil que dels autres locs del ventre.	You know that when a disruption occurs in the middle of the belly, then the suture is more difficult than those in other parts of the belly.
Mays le juguament de medicacio de plagua es jutgament de las autras plaguas.	But the game of medicine for plague is judgment of other diseases.
La qual causa es quar quan tu consieguas la plagua recent am le sieu sanc denant que l’ayre altera aquela, e reduses le budel e cozes aquela e aptas aquela decentment, lahoras pausa sobre aquela polvera encarnativa.	Which cause is that when you discover the plague in its early stage near the patient's skin, because the air alters it, then reduce the swelling and wounds that one, and apply to that place a decent dressing.
E si le ayre ja ha alterada la plagua, lahoras pausa sobre aquela alcus enguentz les quals so a tu presens entro que fassan peyra dura e cajan les fiels, e sian consolidatz ciphac e mirat; e aprop cura aquela ayssi cum es la curacio de las autras plaguas entro que sia sanat.	And if the air has already altered the plague, then put on that albus enguentz which is in your presence while they make a hard perra dura and cast the feils, and consolidate the ciphac and watch; and treat that case as is the treatment of other plagues until it becomes healthy.
Mays si a tu no so presens las medicinas, lahoras pausa sobre aquela tantost, pus que comensa a getar brac, coto viel, e permuta aquel dos veguadas le dia, ayssi cum a tu e ensenhat, entro que sia sanat, quar tu no indigeysses de autra medicacio en motas disposicios quan las plaguas so simplas.	But if you don't have medicines in your presence, then put on that tantost, because it starts to swell the arm, the hand, and the foot, doing two times a day, just as I have taught you, until it is healthy, because you do not need other medicine for simple plagues.
Mays si tu temes que la plagua comunique en lesio als membres principals, lahoras cove que tu submergas lana leon en oli de trempada qualiditat, o en oli rozat, e pausa aquela en le circuit dels locs que so entre les angonas e dejos las aysselas.	If you fear that the plague will communicate to the injury of the main members, then cover with woolen cloth in oil quality or rough oil, and pause it in the course of the places between the angles and let the ashes fall.
E si sent dolor o putrefaccio en les sieus budels, quar motas veguadas aquo s’endeve, lahoras cristeriza aquel am vi stiptic negre tebe, e majorment si la poyredura es pervenguda en le budel e es fayta exitura penetrant entro la conquavitat de lu.	If you feel pain or putrefaction in your intestines, then mix it with vinegar white paste, and much more if the fermentation has spread into the intestine and is causing a painful exit penetrating into its cavity.
E sapias que aquela que es del budel gros es de pus leugiera sanacio que aquela que es en les budels subtils.	You know that the one from the larger intestine is a lighter healing, than the one in the finer intestines.
E es de dificil sanacio quar le budel le qual es apelat “gegunu” no recep sanacio de plagua que caja en lu de tot; e aquo es per la gran multitut de venas que so en lu e per la magnitut de lu que so en aquelas, e per subtilitat del cos de aquel, e per propinquitat de aquel a natura de nervis.	It is of difficult healing, because the intestine called "gegunu" does not receive healing from plague that stays in its place; and this is for the great multitude of veins in it, and for its size, and for the subtlety of its body, and for its proximity to the nature of nerves.
Mays si aquo que procezeys de la plagua es la tela, e conseguas aquela recent, redutz aquela segon la tua rectetut am la qual reduzes les budels engualment.	But if what proceeds from the plague is the membrane, and you catch it recently, then reduce it according to your rule which reduces the intestines completely.
Mays si es passat a lu spazi e ja es feyt vert o negre, lahoras que tu strenguas aquela am fiel sobre le loc que es denigrat de lu, per so que vengua fluxs de sanc, quar en la tela so venas e arterias.	When the space has passed and it is already been made red or black, then you must tighten that arm strongly over the place that is damaged by it, to let come out the flow of the sickness, because in the cloth there are veins and arteries.
E aprop inscideys aquo que es otra aquel liament, e pausa dos extremitatz del fiel pendentz de la partida dejos de la plagua foro lu, per que sobre tu sia alleujada la atraccio de lu deves le cazement de la tela e emissio del brac de la plagua.	And then inscribe this that is another wound, and pause two extremities of the arm hanging from the part where the disease begins, leaving it so that over you may be alleviated the attraction of it, for in the cloth there will be a wound and the escape of the limb of the disease.
Rememoracio de las plaguas quan accideysso en le budel.	Remembrance of the diseases that occur in the intestine.
Quan accideys disrupcio en le budel e es petita, lahoras es possibla que sia resteurada en alcus homes, per aysso quar yeu vi aquel le qual era stat plaguat en le sieu ventre am percussio de lansa et era la plagua de la part dreyta del stomac, e la plagua era antiquada e fayta fistula, e eyssic de lu gestio e ventositat.	When there is a disruption in the intestine and it is small, then possibly it can be restored in several homes, so that you see him who was sick in his belly with the percussion of a lance, and the disease was in the right part of the stomach, and the disease was old and made fistula, and from this treatment and ventilation.
Adonc yeu pansegui la curacio de lu ja sia que no era confizat en la sanacio de lu, mays cessegui subtiliar aquel entro que foc sanat e le loc es consolidat.	And so you followed the healing of him, whether he was not confirmed in the cure of him, but rather continued to pursue that into which focus is sanitation and the place has been consolidated.
E yeu pus que vi le loc ja consolidat, timegui sobre le malaute que endevengues sobre lu accident de mal en le sieu ventre; e no endevenc alcu per aquo mal accident e romas en las suas milhos disposicios mangant e bevent, e aprop entrec en banh e es exercitat en sos ditz.	And then I saw that the place had already been consolidated, carefully observing over the patient while investigating the accident of illness in their stomach; and do not guess anything else about this malady, for it is known that many people have eaten too much and drunk excessively, and they are placed between a bath and exercised on their diet.
E ja diysero alcus experimentados que quan endeve plagua en le budel, e es petita, lahoras cove que sia liada segon aquesta manieyra: e es que tu prenguas fromiguas de grans caps; e aprop ajusta las doas labias de la plagua e pausa una fromigua de aquelas que aja la boca uberta sobre las doas labias de la plagua; donc quan pren sobre aquelas e strenh la sua boca, abscindeys le cap de lu, quar adhereys e no es dissolvut.	And already experienced doctors have said that when the plague occurs in the intestine, and it is small, you should cover yourself in this manner: because you take away large figs; and you adjust the two lips of the plague and pause a fig from those which already have an open mouth over the two lips of the plague; therefore, when you eat those and strengthen your jaws, you cut off the head of it, where it adheres and does not dissolve.
E aprop pausa autra formigua prop la primieyra, e no cesses aquo a far am formiguas una aprop autra segon la quantitat de tota la plagua.	And you pause another fig close to the first one, and do not stop doing so until you make figs one after another according to the size of the whole plague.
E aprop reduzeys aquela e cos la plagua; e romanguan aquels caps annexces en le budel entro que·l budel sia sanat; e no accideys al malaute degun nocument.	And you return that one and close up the intestine; and those adjacent heads remain in the intestine until it is healed, and no harm befalls the patient.
E ja es possible que·l budel sia liat am fiel subtil lo qual es fayt del budel de bestia annexs am lu, pus que es mes en agulha; e es que tu prenguas la extremitat de aquestz fiels de budel, e sia mot descarnat, e aprop lia la extremitat de lu am fiel de li, envolopat, e aprop entromet aquel fiel en agulhas e cos am aquel le budel, e areduzeys aquel en la disrupcio.	It is possible that the intestine is tied with a thin thread which is made from the intestine of an animal attached to it, since it is more in a needle; and so you take the end of this twisted intestine, and cut off, then tie the end of it with a thread, wrapped, and put that thread into needles and sewn up those with that intestine; and reduce it in the disruption.
E aquesta manieyra de sutura am formiguas no es sino segon via de fiducia e d’esperansa.	This way of stitching is nothing but according to the way of bees, not based on trust and expectation.
Mays si la plagua es gran e ampla, majorment si es en un dels budels subtils, quar lahoras no es engen sino subtiliacio, e no es sanacio de lu de tot.	But if the disease is large and widespread, mainly so if it is in a small intestine, where you do not cut only a subtle cutting, but not a real healing from him all.
De curacio de zuchem e fistula.	Of the cure of jaundice and fistulas.
Sapias que tota plagua e apostema quan se envilheseys e se Antiqua, e es fayt ulcus, e no es consolidat e geta braç tot temps e no es abscindit, lahoras, en qualque membre sia, universalment es nompnada fistula e nos la apelam aquela azukem.	Be aware that all wound and gangrene when it takes hold and becomes chronic, and is an ulcer, and not consolidated, and has pulled the entire limb for all time, and is not divided, therefore, in any member, universally named fistula, and we call it that ulcers.
E fistula segon veritat es nodacio feutrada, dura, blanqua am la qual no es dolor e a la qual es conquavitat ayssi cum es conquavitat de pena de ausel; e per aysso nompnat aquela alcus rizatz, id est pena.	The first line translates to: "And fistulas according to truth are node-like, hard, white things with which there is no pain and to which there is the same cavity as if it were an abscess of pus.
E es en alcus homes humida, la qual geta brac; e fort leu la humiditat es abscidida en alcunas horas.	It is in an abscess that the fluid swells, and it tightens and becomes heavy; and if there is a lot of humidity, it dries up after some hours.
E alcunas veguadas aquesta humiditat es mota, e es pauca, e es grossa, e es subtil.	And sometimes this humidity is thick, and it's little, and it's dense, and it's subtle.
E yeu ja he denant dit en la divisio, lahoras cum yeu diyssi las plaguas, que tot ulcus que no es sanat ni no es en lu nuda carn, no es aquo sino per una de ix causas: de las quals la una es o per pauquesa de sanc en le cos; o per malicia de lu; o quar entre lu e las labias es carn dura prohibent nativitat de carn; o quar es de mota legesa; o quar aquel ulcus en si meteys es poyrit e la materia que es a lu tramesa es de mala qualitat; o quar la medicina es enconvenient en la curacio de lu; o quan corrupcio catz en la regio, e es pestilencia; o per proprietat de regio ayssi cum endeve a Saragossa , en la qual es fayta difficil degestio de las malautias, e es tardada en aquela sanacio de apostema per natura; o quar en lu es os un, o motz osses.	I have already said in the division that whenever you diagnose the diseases, it is because of one or more of these causes: which include: when a small amount of poison enters into the body; or due to maliciousness on his part; or because there is a hard skin between him and the labia that prevents natural childbirth; or because he has a thick, swollen lesion; or because the material that is inside the ulcer itself is of poor quality; or because the medicine is inconvenient for curing it; when corruption occurs in the region, and it is pestilence; as is seen in Saragossa, where it is made difficult to digest diseases, and there is a slow recovery from apostema by nature; or when there is only one bone, or many bones.
Ja e mostrat totas aquelas causas, e·ls senhals de aquelas e la curacio de lor am medicinas en la divisio.	The text means:
E cove assi que yeu fassa a tu saber la curacio de fistula la qual es fayta per via de operacio am ma.	The text means: And thus I will tell you about the cure of fistulas, which are made through operation on me.
E sapias que fistula accideys en totz les membres del cos; quar de aquelas son fistulas que perveno a las venas grantz e arterias, o als nervis, o al ciphac, o al budel, o a la vesica, o ad alcuna de las costas, o ad alcu dels spondils del dos, o ad alcuna de las juncturas compostas per composicio ayssi quo de la ma e del pe; e de aquelas so que dan a lu propinquitat del membre principal e de semblantz.	You know that fistulas occur in all parts of the body; because those are fistulas that reach the veins and arteries greatly, or nerves, or the chest, or the intestine, or on any of the back, or on some of the vertebrae of the spine, or on any of the joint composed by composition as is said from the hand and foot.
E donc aquela de aquestas fistulas que es segon aquesta manieyra es de las malautias de dificil sanacio, e no recep curacio, e occupacio am aquela es trebalh e ignorancia.	And therefore that one of these fistulas that is in this manner is from the diseases with difficult healing and do not receive cure, and occupy the body with work and ignorance.
E si es de las fistulas alcuna la profunditat de la qual no perve ad aquestz locs que e dit, e esperas e confizas en la curacio de lu, e vols pervenir a cognicio de lu, lahoras pren tenta de eram o de ferr, e si la fistula va segon rectetut, e perquireys aquela am lu.	And if it is one of the fistulas with a depth not reaching those places which I said, and you expect and believe in its healing, and want to know what it is inside, then try to examine it with iron or forceps, and if the fistula goes in the right direction, and you explore it inside.
