Ayssi comensan las paraulas de Albucasim .	A cure begins with the words of Albucasis.
E si es per sanc, lahoras am aquestz senhals apareys le apostema a negror declinant.	And if it is because of infection, then there will appear signs such as the appearance of an apostoem [likely "apostema" or swelling] in a darker decline.
Mays si es per carn nada, lahoras es apostema greu, gros e dur, e es ficat segon una quantitat.	But if it is because of flesh nothingness, then there will be a severe, big and hard apostema, fixed according to a quantity.
Mays si es per ventositat, lahoras le tocament de lu es leon.	But if it is because of windiness, then the touch of his skin is lion.
E la operacio en lu es que consideras lahoras si la eminencia de l’umbilic es per sanc de arceria, o de vena, o per ventositat; lahoras cove que sias prohibit de la curacio de lu, quar en aquela es temor e paor ayssi cum t’e ensenhat en le capitol en le qual he dit les apostemas per arceria e per vena.	And the operation on him is that if you consider whether his umbilicus swelling is due to gangrene, or a vein, or windiness; then cover that which is forbidden of healing because in it there is fear and terror like what I have taught in the chapter where I said about apostoems caused by arthritis and veins.
E si la eminencia del umbilic es per le budel o per la tela, lahoras cove que comandes al malaute que tengua le ale sieu, e sia stant extendut; e aprop senha am tenta en le circuit de tot le umbilic, e aprop comanda a lu que stia envers entre las tuas mas sobre le sieu dos, e aprop circunda am spatum lat en le circuit del umbilic sobre le loc le qual has senhat am la tenta; e aprop exten la maytat del apostema a las partidas desus am unci gran; e aprop lia en le circuit am fiel fort o am ceda e la manieyra del liar decent.	If the prominence of the navel is through the hernia or the cloth, then cover that the patient should hold their belly, and be standing extended. And place your hand over the attempt in the whole umbilical circuit, and command him to stand facing towards you on his hands, and surround him with a cloth laid out in the circuit of the umbilicus on the location where you have noticed the attempt; and extend the softness of the swelling to the parts under it by one large; and place on the circuit with a firm or tight tie the manner of linking decent.
E aprop huebre le mieg del apostema extendut sobre le liament e intromet le dit tieu en aquel indic e quereys le budel; e si tu l’as atrobat ni guardat per le liament, lahoras tu extratz alxorati e impelleys le budel a las partidas dedintz del ventre.	And extend the middle of the swelling over the ligament and insert your finger in that place where you want to reach the hernia; and if you have touched it or felt around the ligament, then immediately extract further and impel the hernia into the parts under the belly.
E si has atrobada la tela, lahoras pren aquel am unci; e inscideys las superfluitatz de lu.	If you have touched the cloth, then take one inch and inscribe the surrounding parts of him.
Mays si es contraria a tu arceria o vena, lahoras circunda aquel mot, e aprop retorna a la tua operacio; e pren dos agulhas e met en aquelas dos fiels fortz e entromet dos agulhas en le circuit le qual has feyt entorn le apostema en manieyra de crotz, las quals fassas penetrar; e aprop strenh le apostema en quatre partidas sobre las agulhas.	But if it is contrary to your art or vein, then surround that method, and return to your operation; take two needles and tie them firmly strong, and insert two needles into the circuit which you have made around the swelling in a cross manner so they penetrate; and strengthen the swelling in four parts over the needles.
E si tu vols, osta las agulhas e leyssa le loc entro que poyresca la carn extenduda e caia per si; o inscideys aquel quan es subtiliat e se poyreys, e aprop cura aquel am aquo que cove dels enguentz entro que sia sanat.	If you wish, hold the needles and let the location penetrate where the stretched flesh will fall; or inscribe when it is subtle, and it will come out, and place the cure there as soon as it covers the swelling into which the sickness enters so that it may heal.
E si la eminencia del ombilic es de carn nada en lu o per humiditat, lahoras cove que tu conquaves le apostema ayssi cum havem dit e estraguas le sanc o la humiditat, la qual atrobas en lu, e aprop cura aquel am aquo que cove e que consolide le loc.	If the prominence of the navel is made of no flesh or by moisture, then cover that as has been said and apply the poultice to the swelling, which attracts in it, and place the cure there as soon as it covers and solidifies the location.
Capitol .liii.	Chapter XLIII.
De curacio de cranc.	On the treatment of ulcers.
Ja havem dit, en la divisio, de specia de cranc e en qual manieyra es via a la curacio de lu am medicinas, e que es squivador en lu la curacio am ferr per so que no sia ulcerat; e havem dit cranc engendrat en la mayra e cautela de la curacio de lu.	We have already said, in the division, about the type of ulcers and how they are treated with medicines, and what is required to prevent them from becoming ulcers by using iron, so that they do not ulcerate; and we have also discussed ulcers generated on the right and left sides with caution and care for their treatment.
E diyssero les antics que alcunas veguadas cranc es en loc on es possibla la eradicacio de lu, ayssi cum de cran le qual es en las mamillas o en la coyssa e a lor semblantz dels membres allocat a estrayre tot aquel, e majorment quan es comensant petit.	They also said that some ulcers are located in places where it is possible to eradicate them, just like the ulcer which is in the breasts or in the crotch, similar to the location of limbs that can be removed entirely; and more so when they first begin to form.
Mays quan es antiquat e es gra, no cove que te propries a lu, quar yeu non pogui sanar de aquel alcu ni no he vist autre, ni que sia pervengut ad aquo.	I can't help with that.
E la operacio en lu es quan es allocat ayssi cum havem dit, es que tu precedescas e laysses le malaute e purgues de colera negra alcunas veguadas, e aprop sagna aquel, si es atrobada replecio manifesta.	The operation in this way is that you precede and leave the patient and purge him of black bile sometimes, and then apply the wound, if it is congested with a marked manifestation.
E aprop prepara le malaute am preparacio en le qual sia locat am operacio, e aprop prohiceys en le trauc uncis les quals cove ad aquel; e aprop concava de tota part am la codena sego bona perexcrutacio entro que no romangua alcuna causa de las razitz de lu.	And you prepare the patient with some preparation in which he is located at the time of operation, and you pronounce unclean incisions over those which can be applied to it; and you cover all parts with a good cord or excision within that not break any cause of its nature.
E layssa correr le sanc, e no abscidas aquel leugierament, e exprem les locs, e abstergeys le sanc gros tot am la tua ma o am instrument am le qual es a tu possible dels instruments.	And let the wound run and do not lacerate it excessively, and express those places, and abstain from covering the wound with your hand or with an instrument in which you can apply some of the instruments.
Mays si a tu fa contrarietat de sanc gros inscizio de vena o de arceria, lahoras cauterisa aquela entro que·l flux del sanc sia cessat, e aprop cura aquel am l’autra curacio entro que sia sanat.	But if you have found an opposition of great incision of vein or artery, then cauterize that within until the flow of the wound is ceased, and then cure it with another cure until the health is restored.
Capitol .liv.	Book of Life.
De curacio de ydropici.	The healing of dropsy.
Nos ja havem recomtat, en la divisio, de las specias de ydropici de l’aygua, e les senhals de quascuna especia, de la curacio de lu am medicinas.	We have already discussed in the division, of the kinds of dropsy caused by water, and the signs of each kind, from the healing with medicines.
E aquela la qual es curada am ferr no es sino la specia de althitas sola, e no es aproximat am ferr a la specia de timpanistres ni a la especia de yposarcha, quar aquo es mortal.	And that which is cured by iron is only the kind of aloes alone, and it is not near to the kind of tympanists or ypo-sarcans, for this is mortal.
E quan tu ja has medicat aquesta especia de ydropici timpanistre am medicinas e no comfereys la tua medicacio, lahoras considera, quar si al malaute ja es conseguida debelitat, o es am aquel autra malautia otra ydropici, ayssi cum si es en lu tos o cos de ventre e semblant ad aquels, lahoras guarda te que no le mediques am ferr, quar temor es sobre aquo.	And when you have medicated this kind of dropsy, tympanistre, with medicines and do not confirm your treatment, then consider it, for if the patient already has debility, or is another disease, other dropsy, as if they had consumption or cough of the chest, similar to those, then be careful not to give iron, for fear is on that.
Mays si tu vezes le malaute de vertut exuberant, e am lu no es autra malautia sino ydropici tant solament, e no enfant ni vielh, lahoras la manieyra de la operacio de lu es que tu eleves le malaute entre las tuas mas, e le ministre aprop lu exprema le ventre de lu am la sua ma, enpellen la aygua a la partida dejos del pentenilh, e aprop pren spatum spinos segon aquesta forma:	But if the patient's disease is excessive and it is only dropsy alone, without infancy or old age, then the method of operation is that you elevate the patient between your hands, and minister to apply extreme pressure on the abdomen with your hand, filling the opening at the lower part of the penis, and after that, apply a certain thorny fabric.
sia de dos partz agudas lonc, de aguda extremitat ayssi cum spatum; mays empero sia en lu alcuna brevitat petit a petit, per so que en la operacio am aquel no passes entro al budel, e que ledas aquel.	The translation is: "It should be from two parts that are sharp and long, the sharp extremity of which is attached with spatum; however, it should not have any small length at all, so that in the operation, he does not enter into the intestine, but rather leaves him.
E aprop considera si la generacio de ydropici es de part dels budels, quar lahoras cove que tu am la seccio te alonhes del ombelic per la quantitat de tres ditz a las partidas dejos, en le dreyt de lu sobre le pentenilh.	The translation is: "And consider if the generation of hydropicy is from the intestines, where it occurs when one has the section that is aloof from the navel by three fingers to the partitions left, in the third part over the penile.
Mays si la generacio de hydropici es per malautia del fietge, lahoras la tua seccio sia sinistra del ombilic per tres ditz.	The translation is: "However, if the generation of hydropicy is due to liver disease, then your section should be on the left side of the navel by three fingers.
E si la generacio de lu es per la melsa, lahoras la tua seccio sia en le las dreyt.	The translation is: "And if its generation is due to the gallbladder, then your section should be in the third part.
E no cove que la tua seccio sia sobre le costat sobre le qual vol jaser le malaute per que no corron las superfluitatz ad aquel loc freul.	The translation is: "And do not cover your section on the side where it will join the patient, lest the superficiality occur at that location.
E aprop perfora am le instrument tota la codena, e aprop entromet en aquela seccio, e eleva la tua ma am le spatum entre la codena e·l siphac, e tu excorja aquel; e si’ la quantitat de una ungla o enviro.	The translation is: "And appropriate perforate with the instrument all the cord, and put it into that section, and lift your hand with the spatum between the cord and the sphincter, and excoriate it; if the quantity of one finger or nearby.
E aprop perforo le ciphac entro que pervengua le spatum al loc vuoyt, e es loc de l’aygua.	Appropriate make a puncture in the pharynx so that the poultice may reach the place where it is needed, and this is the site of the water.
E aprop extratz aquel e entromet un instrument del qual aquesta es la forma:	Appropriate remove that one and insert an instrument with which this is the shape:
e es semblant a canula de argent subtil; es fayt de argent o de eram o de lato leon, al qual en la partida pus bassa de lu es un petit trauc, e en les costatz de lu so tres traucs: dos de una partida e un del autra partida; e fayta es la extremitat de lu insciza segon la manieyra de pluma, ayssi cum vezes:	It is similar to a fine silver needle; made of silver or iron, with a small slit at the base and three slits on its sides: two from one end and one from the other end; and it is made by cutting off its tip according to the manner of the quill, like so:
E en la extramitat de lu pus sobirana es armilla, quar quan le instrument perve al aygua, lahoras aquela tantost deysen sobre le instrument, donc evacua de l’aygua en la ora miega quantitat, quar si tu evacuas de aquela mes que no cove en la hora, fort leu mor le malaute per resolucio del sieu spirit animal, o accideys a lu cincopi que es appropinquada la mort.	And at the top of it is an armlet; when the instrument goes into the water, and as soon as it does, that much of its length remains above the water, therefore remove from the water in the middle quantity, because if you remove less than that, the evil will not pass through in that hour, and thus the sickness will kill him for his solution of the spirit animal, or may happen to him the five wounds that is approaching death.
Mays evacua de aquela segon la quantitat de la vertut de lu e segon que significan a tu las disposicios del malaute de la vertut del pols de lu e de la bontat de lu.	May remove it from that according to the quantity of his virtue and according to how you interpret the signs of the patient, namely the position of his pulse and his good qualities.
E aprop extrats le instrument, e rete l’aygua la qual causa es quar tantost es retenguda per la codena la qual rete le trauc que es sobre le ciphac del qual e recomtat a tu que perfores aquel segon aquela manieyra.	Extract the instrument and fill with water, which is kept by the cord that traps the hurt that is on the phalange of the finger you are about to perforate.
E aprop itera le instrument al autra dia si vezes le malaute tollerant aquo, e extratz de la aygua petita quantitat, e fay aquo per alcus jorns sobre temor, e guarda te de error entro que no romangua de l’aygua sino pauc.	Iterate the instrument on another day if the illness is tolerant of it, and extract a small quantity of water, which should be made over several days for fear, and take care not to break the water before then but only a little.
Mays si tu temes sobre le malaute, e leyssas de l’aygua gran quantitat, lahoras cura aquel am sepultura en arena cauda, e mota suzor en banh, e al solelh espere per lonc temps; e cura aquel am medicinas dessicativas entro que sia sanat.	But if you fear the illness, and use large quantities of water, then cure it by burying in dry earth covered with ash, and exposed to sun for a long time; cure it also with medicinal desiccants until it is healthy.
E cauteriza sobre le stomac, e la melsa e·l fitge aprop la extraccio de l’aygua, segon que yeu he recontat en aquo que es precedit.	Cauterize over the stomach, and the spleen and intestines are placed near the extraction of water, as I have recounted in that which was preceded.
Capitol .lv.	It seems like you've reached the end of the text. Is there anything else I can help you with?
De la curacio dels enfants les quals so natz les locs de la urina no-perforatz.	On the cure of children born without perforated urethra.
Alcunas veguadas alcun dels enfantz es eyssi del ventre de la sua mayre e·l cap de la sua mixtio no es perforat (o es trauc streyt o no es en son loc).	Certain infants are born with some of their mother's womb and the head of their mixture is not pierced (or is struck straight or does not belong in its place).
Donc cove coytar am perforacio de lu tantost que es nascut am spatum mot subtil segon aquesta forma:	So cover the wound immediately, as soon as it is born with a spot, soft and subtle in this manner:
E aprop pausa en le trauc un clavil subtil de plom e ligua aquel, e te per tres jorns o per .iiii.tre.	And place a small nail of lead in the wound, and tie it up, and let it be for three days or four days.
E quant vol urinar sia remaugut e hurine; e aprop retorne aquel.	And when urine is retained and foul-smelling urine, return that one.
E si tu no pauses le plom, ja es possible que la urina la qual va sobre le loc, no leysa aquest claure.	And if you do not tie up the lead, it is possible that the urine that comes onto the wound will irritate the closure.
Mays aquel del qual le trauc es streyt sia medicat am clavil de Plom, ayssi cum havem dit, per trops dias entro que sia amplificat.	But that of which the wound is straight will be cured with a lead nail as we have said, for some days until it is increased.
Mays aquels en les quals es le trauc no en son loc, so leditz, la qual causa es quar de aquels, aquel que es nat e·l trau es deves la fi del cap de la vergua per que no pot urinar a las partidas dedintz, entro que eleva la vergua am la sua ma a las partidas desus; e no es a lu generacio, per so quar le sperma no pot pervenir a la mayre segon rectitut, e es malautia mot laga.	But those in which the wound is not in its place are left untouched, because of these, that one who is born with an erection has the end of the foreskin pulled up to the parts above so that he cannot urinate until it is reduced; and this is a disease that spoils generation, for that reason why sperm does not reach the womb according to nature, and it is a painful condition.
E la manieyra de la operacio en lu es que·l malaute sia envessat sobre le sieu dos, e aprop exten le cap de la vergua de lu am la tua ma sinistra am vehement extraccio, e inscideys le cap del cap de la vergua del loc del perpucii am spatum agut, ayssi cum es inscizio de pluma, o que tu ne razas alcuna partida, per so que·l mieg de lu vengua semblant al cap de la vergua e que le trauc caia en le mieg loc segon que cove.	The first line translates to:
E guarda te que en la tua operacio de flux de sanc, quar motas vetz accideys aquo; e pausa te a lu am aquo que abscindeys le sanc, e cura la plagua entro que si’ sanada.	When the flow of the wound is being operated on, and four wounds occur, then pause there where you cut the wound, and cure the ulcer before it becomes worse.
Capitol .lvi.	Chapter LVI.
De albater le qual accideys en le prepucii en le cap de la vergua e de corropcio e negror e adherencia del prepucii del cap de la vergua.	Of the foreskin which occurs in the head of the penis, where there is inflammation and corruption, and darkening and sticking together of the foreskin of the head of the penis.
Motas veguadas accideys aquest albater en la vergua e es eminencia de carn laga.	Several visible symptoms occur in the penis and its surrounding flesh, such as inflammation or lesions.
E de aquela una es maligna e autra es no-maligna.	And of these, some are malignant, while others are non-malignant.
No-maligna, cove que suspendas am unci subtil e abscindas aquela entro que aquela mondes tota; e aprop pausa sobre aquela coto submirgit en enguent egipciac; e aprop aquel, cura le am enguent diafinicon entro que sia sanat.	Non-malignant, which you cover with a subtle ointment and cut it open until all the pus is discharged; and then apply pressure over that wound in Egyptian style; and thus cure the wound within its limits while it heals.
E si albater es maligna, de lega color, lahoras cove que tu aministres cauteri aprop la inscizio de lu e la razio de lu.	And if the foreskin is malignant and blackened, then cover that you administer a cautery over the opening of it and the reason for it.
Mays si albater es en le prepuci del cap de la vergua no-circumcis, e la una partida de albater es dedintz le prepucii e l’autra partida es defora, lahoras cove que tu ostes albater le qual es dedintz al comensament entro que es consolidat; e lahora tu cura aquel deforo, quar quan tu curas aquel ensemps le prepuci, no es asegurat que no sia trinquat.	If the foreskin of an uncircumcised penis is swollen and one part of it swells towards the head while another part swells outward, then you must observe which of these two parts are inflamed; and therefore if you take out the forward part, you may be sure that the swelling at the beginning will not return once consolidated.
E ja eysamen accideys en les genetius e en le prepuci negror e corruccio, adonc cove que tu conquavas tot aquo que ja es denigrat e que ja se vol corrompre o que ja es corrumput; e aprop lineys sobre aquel aprop aquo am mel, le qual es contusit am farina de scorsa de milgrana e de errs trissatz e crivellatz.	And also eye troubles occur in the genitals and in blackened skin with ulcers, therefore you must remove all that is already corrupted or infected, which has begun to decay; and place linen over it, with a mixture of honey, crushed millgrass, three times dried, and crushed again.
E aprop cura aquel am l’autra curacio entro que sia sana.	And heal the other wound to make it sound.
Mays si endeve flux de sanc, lahoras aministra cauteri lunar segon aquesta forma:	But if there is a flow of pus, then you must apply lunar cautery in this shape:
quar cauteri juvatiu es a dos disposicios ensemps, so es a flux de sanc e a la plagua quan es corrumpuda.	And lunar cautery is applied in two positions on the wounds, both for the flow of pus and when it is corrupted with plague.
E si le cap de la vergua es corrodut e es destruit tot en la hora, lahoras cove que tu intrometas en lo meat del prepucii una canula de plom per so que le malaute urina per aquela.	And if the head of the foreskin is completely corroded and destroyed in an hour, then you must insert a lead tube into the flesh of the foreskin so that the patient's urine may flow through it.
En la adherencia del prepucii am le cap de la vergua (et aquesta adherencia no accideys sino en aquel del qual le prepucii es sa, e sobre lu no es exhigida circumcizio; e quan accideys adherencia per plagua o per apostema) cove que excorjas am spatum obtus entro que sia dissolvut le liament e sia deliurat le cap de la vergua de tota partida.	In the attachment of the foreskin to the glans (and this attachment does not occur in those whose foreskins are not cut, and on whom circumcision is not required; and when it occurs through a plague or an apostema) one must scrape with a rough instrument until the ligament is dissolved and the head of the penis is completely separated.
E si es dificil desirnir aquelas exquisidament, lahoras cove que tu excorjes am spatum alcuna causa del cap de la vergua e del prepucii, e aysso es quar le prepucii, quan es subtil, fort leu es perforat per la sua subtilitat leugierament.	If it is difficult to separate those delicately, then one must scrape with a rough instrument on the head of the penis and the foreskin, in order that the foreskin be separated when it is subtle, and because of its subtlety, it is lightly pierced.
E aprop separa entre·l prepucii e·l cap de la vergua am dra7 de li subtil, le qual ja es mulhat en l’aygua frega per que no adherescan autra veguada.	And you should separate the foreskin from the head of the penis with a thread of the subtle one, which has already been washed in water so that it does not adhere again anywhere.
E aprop sia curat am vi stiptic entro que sia consolidat.	And apply a vinegar treatment until it is consolidated.
Capitol .lvii.	Chapter LVII.
De mundificacio dels enfants e de la curacio de aquo que accideys ad aquels de circumcisio.	On the Purification of Children and the Treatment for those who have Circumcision.
Circumcisio no es solucio de continuitat ayssi cum las autras plaguas: mays empero cum sia de la nostra operacio e de nostra voluntat, e lus de aquela sia propriament en les enfants, es necessari que asignem en aquela milhor operacio e via pus leugiera perdusent a salut.	Circumcision is not the solution to continence: but nonetheless, if it is to be part of our operation and our will, and its effect is specific to children, then it is necessary that we assign a better operation in that matter and path, so as to lose fewer patients by health.
Donc dic que les antics no diyssero circumcisio en alcu dels lors libres, quar no n’usan en las suas leys, e no es sino quar havem aquisit per speriment, la qual causa es que yeu he atrobat la major partida dels artifexs e dels barbies usar circumcisir e mundificacio am novacula e am torores; e usan de liament am fiel e de inscizio am la ungla.	Then they did not say circumcision among the free men, who do not use it in their laws, but rather because they acquired it through experience, which is that you have hit upon the major part of the work and the artificers' tools and razors, and they use a cord around the penis and an incision on the nail.
E yeu ja he prohadas totas aquestas manieras e no atrobegui milhor mondificacio am forfexs, am liament am fiel que en mondificacio cum la ungla, quar motas vetz efugeys la codena pus desus, quar la codena del prepucii a dos tunicas, e roman la tonica pus dejos, e fort leu es forsat ad autra inscizio e dolor sicura.	And I have already examined all these methods and did not hit upon a better method with the forceps, the cord around the penis, or the incision on the nail, because you avoid the chain so much, since the chain of the foreskin is two tunics and leaves the skin intact, and it is lighter to cut and is safer too.
E am mundificacio le qual es fayta per alphecati, e es digital, del qual usan les sabatiers, no es segurada la inscizio de la extremitat del membre viril, quar fort leu intra en le trau de lu.	And there is a circumcision method that is made for alphas or those who cannot hold the knife, it is digital and used by barbers, but it is not safe to make an incision on the tip of the male member, since it is very easy to go in too far.
Mays en la operacio am ungla, fort leu obazeys ferr e corromp la tua operacio.	I think the text means: "But in the operation there will be an opening, a light breeze drives, and corrupts your work.
E la codena del enfant es breu per natura, e motas veguadas nays en tal manieyra que no ha necessitat de mondificacio, e yeu he vist aquel.	I think the text means: "The cord of the child is short by nature, and sometimes you have seen them in that manner so that it has not needed to be cut.
Mays de la mondificacio que·s fa am forfexs e liamentz am fiel, la bontat, experiment descrobic a mi, quar las forfexs so de proporcional inscizio, per aquo quar la acuitat que es desus es ayssi cum la acuitat que es dejos; e donc cum tu premes la tua ma so proporcionadas dos acuitatz, e inscideysso segon una comperacio en un temps; e es fayta compressio del fiel am figura contenent la codena de la vergua de tota partida, am le qual no catz error de tot.	I think the text means: "But from circumcision what is made with force and ligation is false, because the foreskins are of proportionally unequal size, therefore as the sharpness is lost in both; so if you press your hand to proportionate two sharpnesses, and inscribe according to comparison in one time; and it is done compression of the ligament with a figure containing the cord of the penis, from which there can be no error.
E la manieyra de la operacio primeyra es que tu fassas estar le enfant majorment si es de aquels que entendo un petit, que no fassas sino que tu lies le fiel en la sua vergua tant solament, e que leysses aquel entro al autra dia.	I think the text means: "And the way of the first operation is that you make the child lie down in case it's from those who are under five years old, do not make only that you tie the cord in its penis so solely, but you leave it inside for another day.
E aprop fay aquel alegrar en tota aquela manieyra que es a tu possibla de aquo que recep la sua intelligencia.	I think the text means: "And you should also put that child in that same manner as possible so that it receives its intelligence.
E aprop fa aquel estar entre las tuas mas estatuir preparadament, e no sia ges cezent; e occulta las forfexs en la tua ma o dejos le tieu pe, que l’enfant no veia aquelas ni degun autre dels instruments.	And when that is done, put the child in a position between your hands, and do not make it centered; cover up the instruments with your hand or place them on your foot, so that the child will not see them or anyone else of the instruments.
E aprop entremet la tua ma a la vergua de lu e suffla en la codena, e tira aquela entro que sia eyssit le cap de la vergua, e aprop mondifica aquel de aquo que es agregat en ela de sordicia.	And insert your hand into the child's vulva and blow on the cord, pulling it in so that its head is exposed, and then clean off that which is added to it from filth.
E aprop lia le loc signat am fiel dobla, e aprop ligua pus bas de aquel un petit le segon liament, e aprop te am le dit pous e endic tieu le loc del liament dejos am bona retencio, e inscideys entre dos liaments.	And fasten the cord with a marked knot double, and tie it down lower to a small second ligature, and take your hand to place and indicate where the ligature is left with good retention, inserting between two ligatures.
E aprop eleva la codena sus leugierament e estratz le cap de la vergua; e aprop leyssa le sanc corre petit e petit, quar es milhor ; e pausa polvera desus e sobre la polvera pausa drap en le qual es spandut mugol de huou coyt en ayguaros concosit am oli rozat recent bo; e layssa aquel sobre aquel entro al autra dia; e cura aquel am curacio entro que sia sanat.	And elevate the cord under the ligature and cut off the head of the vulva; and carefully press a small poultice, for it is better; and pour powdered dust above and upon the dust that has been poured in a cloth soaked in olive oil scented with rose water, on which is laid an egg white cooked in aqua fortis, and lay this over that on the next day; and cure it with healing until it heals.
La forma de las forfexs a mondificacio, aquesta es la forma:	The way of treating fistulas is as follows:
Sian las unas extramitatz no-talhantz e las autras sian talhant, que non sia yssit le ram del clau, e sia la longitut de las doas acuitatz ayssi cum la longitut de dos manubres engualment.	Cut off the uncut nails and cut the others, so that the branch of the hook does not protrude, and make them as long as the length of two cuts is equal to the length of two handles.
Mays la error en mundificacio es quar fort leu efugeys la codena intrinseca tota, o partida de lu deves la inscizio.	The mistake in treating fistulas is that you avoid cutting the internal chain entirely, or removing part of it because of the incision.
Donc cove que tu extendas aquela de la tua hora am la tua ungla denant la apostemacio del loc e que inscidas aquela segon equalitat.	So cover that with your hourglass towards the opening of the place and cut it according to equality.
E si no la podes tenir am la tua ungla, lahoras extratz aquela am unci e inscideys aquela.	If you cannot hold it with your finger, then extract that with an onion and cut it.
Mays si son passatz tres dias, e roman aquo que es imflat dejos la vergua apostemat, lahoras tu leyssa aquo entro que sia cedat le apostema caut, e excorja aquel am fecilitat, e inscidex aquel segon que a tu es preparat.	But if it has been three days and the inflammation remains on the vulva after passing, then you will cut that with a knife as much as possible, and then let it dry before cauterizing the cauterized area with ease, and cutting it again as prepared for you.
E guarda te del cap de la vergua, quar no nosera a lu aquo.	And beware of the head of the vulva, lest it causes him there.
E donc cura aquel am aquo que la plagua consolida de las polveras las quals havem recomtadas en le tractat de las polveras.	And therefore cure that person who has this wound, as they have recommended in the treatment of powders.
E si es inscidit de la codena sobre mesura, e obezeys a las partidas desus, aquo no notz a lu.	If it has become swollen from the cord over the measure and obeying to the parts that have come before, then you do not notice him.
E mays cura aquel am aquo que havem dit entro que sia sanat.	And may cure that person who has said that it should be healed.
Capitol .lviii.	Chapter LVIII.
De curacio de urina retenguda en la vesiqua.	On the cure of retained urine in the bladder.
Retencio de urina en la vesica es fayta per oppulacio fayta per peyra o per sanc congilat, o per poyre o per carnada, e semblantz ad aquels de aquo que havem dit de las manieyras de curacio en la divisio.	Retention of urine in the bladder is caused by obstruction made with stone or sand, or by porridge or corn cake, or like those of which they have spoken about the methods of cure in division.
E si no es dissolvuda la urina, e veses retencio de lu esser per peyra le qual ja es en le col de la vesica, lahoras cove que le malaute sia encorbat sobre les sieus denolhs.	If the urine is not dissolved and retention occurs because of a stone which already exists in the colon of the bladder, then cover that patient on their left side.
E aprop conponeys les pes de aquel sobre le sieu dos e extendas le sieu ventre de la partida pus desus del sieu dos, e le malaute estrengua le sieu ale tant quant es a lu possible.	And place the patient on their back and extend your body from the beginning to the end of their two sides, and tighten the stomach as much as is possible.
Donc lahoras le col de la vesica es costreyt ha espulsio de la peyra a las partidas detras, per que la urina es absolta.	The pain in the lower back of the bladder is caused by expulsion of urine from behind to the parts that are not cleared, so the urine is discharged.
E si no es dissolvuda am aquo que havem dit he vehement es fayta la causa sobre le malaute, lahoras cove que aministres extraccio de lu am instrument le qual es apelat siringua, del qual aquesta es la forma: Sia de argent e sia subtil leon conquau, ayssi cum canula de pena de ausel am subtilitat de ray lonc en similitut d’un palm e mig, al qual sia cana subtil en le cap de lu.	If the above statement is not dissolved with water, then there will be a violent cause of the illness, namely extraction from the body using an instrument called a siringue, of which this is the form: It is made of silver and subtle as lion's claw, such that it has a channel like a needle of sharpness with a subtle length in proportion to a palm and half, with a subtle canula at its head.
E la manieyra del eyssiment de la urina per aquel es que prenguas le fiel doblat e lies en la extramitat de lu lana o coto per bona liadura; e entrometas las extramitatz del fiel en la partida dejos de la ciringua, e inscideys am las forfexs si superflueys alcuna causa de la lana, mays intromet la en la canula am vehemencia E aprop enongeys la ciringua am boder e am album de huou.	To extract the urine in that way, you will take the cord folded and tie it around the extremity of the penis or codpiece for good measure; and then you insert the extremities of the cord into the part left behind by the siringue, and pierce it with force if any additional cause is required, but rather thrust it into the canula with intensity; and then advance the siringue to the border and around the flesh of the bone.
E fay cezer le malaute sobre la selha, e embroca la vesiqua de lu e la vergua am olis umitz, e oli de oliva e ayguaros.	And to cure the illness on the back, and grasp the bladder of him with the hand and finger mixed with olive oil and olive oil and wine.
E aprop entromet la ciringua am facilitat entro que pervengua a la razit de la vergua; e aprop dobla la vergua desus a la partida del embelic; e aprop empelleys la ciringua dintz aquela; e aprop empelleys aquela entro que pervengua a la vesica, e aquela centa le malaute esser pervenguda a la causa vuoda, e no es fayt asso segon aquest orde, sino le meat en le qual va a tortuositat.	It appears to be describing a procedure for treating an intestinal blockage or hernia.
E aprop exten le fiel am la lana petit a petit, quar la urina siec la lana.	Stretch out the affected limb little by little onto the linen, because the urine dries out the linen.
Aprop extratz aquela e fay per curacio urina, e usa ciringua, no cesses fer aquo e usa ciringua entro que sia evacuada la vesica e le malaute atrobe alleviacio.	Remove that one and treat with urine, and use a ring. Do not cease to do this until the urine is evacuated from the bladder, and while the illness abates, give relief.
Capitol .lix.	The end of the text.
De qualitat de clisterizacio de la vezica am clampcedra e am semblantz instrumentz les quals sian acordants ad aquo.	Of the quality of stone therapy for the bladder, using a clamp and similar instruments that are suitable for this.
Quan accideys en la vesica ulceracio o apostema, o sanc congilat en aquela, o es coartat poyredura, e vols en aquela destillar ayguas e medicinas, lahoras sia fayt am instrument le qual es apelat clampcedra, e aquesta es la forma de lu:	When ulceration or an abscess occurs in the bladder, or a suppurating wound in that place, or if it is constricted by a poultice, and you want to drain the fluid from that area, then do so with the instrument called clampcedra, and this is how it is done:
sino que en la extramitat de lu es sorda, so es clausa.	So that the canal in its extremity is blocked, then it is closed.
Et en aquela so tres traucs: dos de la una partida , ayssi quo vezes.	And in that one there are three tracks: two from the one starting point, sometimes twice.
