Ayssi comensan las paraulas de Albucasim .	Assistance begins for Albuçates.
E si es per egressio del budel, lahoras le situament de aquel am lu de aquo que havem recontat, de mays vehement diversitat, e cum tu premes aquel am les tieus ditz es occultat, e aprop retorna; e fort leu es am lu so, e es magnificat mot deves le introt de banh e vehement trebalh.	If it is because of the protrusion of the intestine, then its situation is like that which has been recounted to you, but with even greater diversity; and when you press that part with your fingers, the swelling becomes hidden, and return to their place; and it is very light there, and is magnified by the motion of bathing and violent work.
Mays si per humiditat, lahoras es leon e no es occultat quan premes am la tua ma, ni es constrengut, ni es cregut.	But if it is because of moisture, then it is not like that when you press with your hand, nor is it contracted, nor is it confined.
E si es per sanc, lahoras am aquestz senhals apareys le apostema a negror declinant.	If it is because of pus, then the abscess appears with these signs to be blackening.
Mays si es per carn nada, lahoras es apostema greu, gros e dur, e es ficat segon una quantitat.	But if it is because of raw flesh, then the abscess is a severe, large, and hard one, and it adheres to a certain quantity.
Mays si es per ventositat, lahoras le tocament de lu es leon.	But if it is because of windiness, then the touch of it is severe.
E la operacio en lu es que consideras lahoras si la eminencia de l’umbilic es per sanc de arceria, o de vena, o per ventositat; lahoras cove que sias prohibit de la curacio de lu, quar en aquela es temor e paor ayssi cum t’e ensenhat en le capitol en le qual he dit les apostemas per arceria e per vena.	The translation is: 
E si la eminencia del umbilic es per le budel o per la tela, lahoras cove que comandes al malaute que tengua le ale sieu, e sia stant extendut; e aprop senha am tenta en le circuit de tot le umbilic, e aprop comanda a lu que stia envers entre las tuas mas sobre le sieu dos, e aprop circunda am spatum lat en le circuit del umbilic sobre le loc le qual has senhat am la tenta; e aprop exten la maytat del apostema a las partidas desus am unci gran; e aprop lia en le circuit am fiel fort o am ceda e la manieyra del liar decent.	If the prominence of the navel is near the hernia or the skin, then command the sick person to hold himself and be extended; and take a probe in the path of the whole navel, and command him to stand between your hands over his two, and take the probe around the flat scar on the navel over the place where you have seen the probe; and extend the size of the swelling towards the parts above one inch; and tie it with a strong or weak thread in the manner of the stitch.
E aprop huebre le mieg del apostema extendut sobre le liament e intromet le dit tieu en aquel indic e quereys le budel; e si tu l’as atrobat ni guardat per le liament, lahoras tu extratz alxorati e impelleys le budel a las partidas dedintz del ventre.	And then extend the middle of the swelling over the ligament and insert your finger into that place where you seek the hernia; and if you have touched it or not guarded by the ligament, then extract it from there and push the hernia to the parts outside the belly.
E si has atrobada la tela, lahoras pren aquel am unci; e inscideys las superfluitatz de lu.	If you have touched the skin, then take one inch from it and inscribe over its surface.
Mays si es contraria a tu arceria o vena, lahoras circunda aquel mot, e aprop retorna a la tua operacio; e pren dos agulhas e met en aquelas dos fiels fortz e entromet dos agulhas en le circuit le qual has feyt entorn le apostema en manieyra de crotz, las quals fassas penetrar; e aprop strenh le apostema en quatre partidas sobre las agulhas.	But if it is contrary to your operation or vein, then surround that spot and return to your operation; take two needles and tie them strongly, and insert two needles into the circuit you have made around the swelling in a manner of cross, which makes them penetrate; and strengthen the swelling in four parts over the needles.
E si tu vols, osta las agulhas e leyssa le loc entro que poyresca la carn extenduda e caia per si; o inscideys aquel quan es subtiliat e se poyreys, e aprop cura aquel am aquo que cove dels enguentz entro que sia sanat.	If you want, hold the needles and let the spot swell until the skin is stretched out and falls in; or inscribe it when it is subtle and it seeps, and place care on that as well where the cough of the wounds enters so that it may heal.
E si la eminencia del ombilic es de carn nada en lu o per humiditat, lahoras cove que tu conquaves le apostema ayssi cum havem dit e estraguas le sanc o la humiditat, la qual atrobas en lu, e aprop cura aquel am aquo que cove e que consolide le loc.	If the prominence of the navel is made of no skin in it or by humidity, then coughing that you uncover the aponeurosis in this way as has been said and extracting the stranguas from it heal it so that the place consolidates.
Capitol .liii.	Chapter 33.
De curacio de cranc.	On the cure of the crab,
Ja havem dit, en la divisio, de specia de cranc e en qual manieyra es via a la curacio de lu am medicinas, e que es squivador en lu la curacio am ferr per so que no sia ulcerat; e havem dit cranc engendrat en la mayra e cautela de la curacio de lu.	We have already said, in the division, of the kind of crab and how it is treated by medicines, and what is necessary for its cure with iron so that it is not ulcerated; and we have said that crab born in the manner is cured with caution.
E diyssero les antics que alcunas veguadas cranc es en loc on es possibla la eradicacio de lu, ayssi cum de cran le qual es en las mamillas o en la coyssa e a lor semblantz dels membres allocat a estrayre tot aquel, e majorment quan es comensant petit.	They said that certain cases of crab are in places where it is possible to eradicate them, just as the crab which is in the breasts or between the thighs, like those of the limbs, and more so when they start small.
Mays quan es antiquat e es gra, no cove que te propries a lu, quar yeu non pogui sanar de aquel alcu ni no he vist autre, ni que sia pervengut ad aquo.	My body is old and weak, I do not possess it to myself, because I was unable to cure that ailment or have seen anything like it before, or if it has progressed to this point.
E la operacio en lu es quan es allocat ayssi cum havem dit, es que tu precedescas e laysses le malaute e purgues de colera negra alcunas veguadas, e aprop sagna aquel, si es atrobada replecio manifesta.	And the operation on him is what we have previously discussed, which is that you precede by laying out the patient and purging black bile some times, and then apply the blood of the wound, if it is swollen with a pronounced manifestation.
E aprop prepara le malaute am preparacio en le qual sia locat am operacio, e aprop prohiceys en le trauc uncis les quals cove ad aquel; e aprop concava de tota part am la codena sego bona perexcrutacio entro que no romangua alcuna causa de las razitz de lu.	And prepare the patient according to a preparation in which he is located for the operation, and prophecy beforehand of the incision which can be applied to him; and take a cord of good quality, concave all parts except the joint, thorough examination before so that no cause breaks out due to its properties.
E layssa correr le sanc, e no abscidas aquel leugierament, e exprem les locs, e abstergeys le sanc gros tot am la tua ma o am instrument am le qual es a tu possible dels instruments.	And cut the scar, and do not lacerate that ulceration, and press the wounds, and abstain from applying the large scab with your hand or with an instrument in which it is at your disposal of the available instruments.
Mays si a tu fa contrarietat de sanc gros inscizio de vena o de arceria, lahoras cauterisa aquela entro que·l flux del sanc sia cessat, e aprop cura aquel am l’autra curacio entro que sia sanat.	But if there is an opposition to the large incision of the vein or artery, then cauterize that within while the flow of the scab is stopped, and cure it with another cure until it is healed.
Capitol .liv.	The text is likely from a medieval medical treatise.
De curacio de ydropici.	Treatment of dropsey.
Nos ja havem recomtat, en la divisio, de las specias de ydropici de l’aygua, e les senhals de quascuna especia, de la curacio de lu am medicinas.	Now we have recounted, in the division, of the kinds of dropsy from water, and their signs, to cure it with medicines.
E aquela la qual es curada am ferr no es sino la specia de althitas sola, e no es aproximat am ferr a la specia de timpanistres ni a la especia de yposarcha, quar aquo es mortal.	And that which is cured by iron is not but the kind of aloes alone, and not close to the kind of tympanicum or pyrosargyre, because it is fatal.
E quan tu ja has medicat aquesta especia de ydropici timpanistre am medicinas e no comfereys la tua medicacio, lahoras considera, quar si al malaute ja es conseguida debelitat, o es am aquel autra malautia otra ydropici, ayssi cum si es en lu tos o cos de ventre e semblant ad aquels, lahoras guarda te que no le mediques am ferr, quar temor es sobre aquo.	And when you have treated this kind of dropsy with tympanicum with medicines and are not confident in your remedy, then consider it, because if the patient has already been weakened by illness, or is suffering from another disease besides dropsy, just as with coughs or swellings of the abdomen and similar symptoms, be careful not to treat him with iron, for fear is about this.
Mays si tu vezes le malaute de vertut exuberant, e am lu no es autra malautia sino ydropici tant solament, e no enfant ni vielh, lahoras la manieyra de la operacio de lu es que tu eleves le malaute entre las tuas mas, e le ministre aprop lu exprema le ventre de lu am la sua ma, enpellen la aygua a la partida dejos del pentenilh, e aprop pren spatum spinos segon aquesta forma:	But if you think the patient is suffering from excessive illness and there is no other disease but dropsy alone, and it is not child or old person, then the manner of the operation is to lift up the patient between your hands, and minister to place the utmost pressure on the abdominal area with your hand, fill the passage at the lower end of the nostril with water, and apply a spatum spinos (a type of plant) in this form:
sia de dos partz agudas lonc, de aguda extremitat ayssi cum spatum; mays empero sia en lu alcuna brevitat petit a petit, per so que en la operacio am aquel no passes entro al budel, e que ledas aquel.	It is of two parts, acute and long, with sharp extension in the same place as the spatum; but however it may be short in length little by little, so that during the operation it does not pass into the intestine, and both are.
E aprop considera si la generacio de ydropici es de part dels budels, quar lahoras cove que tu am la seccio te alonhes del ombelic per la quantitat de tres ditz a las partidas dejos, en le dreyt de lu sobre le pentenilh.	And consider carefully that the generation of hydrorpics is from the intestines, where it covers three times the section near the navel to the exits, in the third part on the penis.
Mays si la generacio de hydropici es per malautia del fietge, lahoras la tua seccio sia sinistra del ombilic per tres ditz.	But if the generation of hydrorpics is from stomach disease, then your section is on the left side near the navel for three parts.
E si la generacio de lu es per la melsa, lahoras la tua seccio sia en le las dreyt.	And if its generation is from the breast, then your section is in the third part.
E no cove que la tua seccio sia sobre le costat sobre le qual vol jaser le malaute per que no corron las superfluitatz ad aquel loc freul.	And it does not cover that your section is over the rib on which you will sit, so that there are no swellings at that location.
E aprop perfora am le instrument tota la codena, e aprop entromet en aquela seccio, e eleva la tua ma am le spatum entre la codena e·l siphac, e tu excorja aquel; e si’ la quantitat de una ungla o enviro.	And carefully perforate the whole chain, and then insert it into that section, and raise your hand with the spatula between the chain and the siphon, and excoriate that one; if it is the amount of a finger or more.
E aprop perforo le ciphac entro que pervengua le spatum al loc vuoyt, e es loc de l’aygua.	And proceed to puncture the bladder inside where the poultice will reach the affected area, and it is located near the water.
E aprop extratz aquel e entromet un instrument del qual aquesta es la forma:	And proceed to extract that and insert an instrument of which this is the form:
e es semblant a canula de argent subtil; es fayt de argent o de eram o de lato leon, al qual en la partida pus bassa de lu es un petit trauc, e en les costatz de lu so tres traucs: dos de una partida e un del autra partida; e fayta es la extremitat de lu insciza segon la manieyra de pluma, ayssi cum vezes:	It is similar to a silver cannula; it is made of silver or horn, with a small notch at the lower end, and on its sides there are three notches: two from one end and one from the other end; and this method is done by piercing the extremity of it according to the manner of a needle, like so.
E en la extramitat de lu pus sobirana es armilla, quar quan le instrument perve al aygua, lahoras aquela tantost deysen sobre le instrument, donc evacua de l’aygua en la ora miega quantitat, quar si tu evacuas de aquela mes que no cove en la hora, fort leu mor le malaute per resolucio del sieu spirit animal, o accideys a lu cincopi que es appropinquada la mort.	And at the top of it, there is an armlet, because when the instrument reaches the water, those two strings are stretched over it; therefore, as soon as you release them so that they hold the same amount of water on the instrument, and if you release less than that, the disease will not be cured in its time, but death will come to the patient for lack of solution of their spiritual animal, or a stroke may occur that is approaching death.
Mays evacua de aquela segon la quantitat de la vertut de lu e segon que significan a tu las disposicios del malaute de la vertut del pols de lu e de la bontat de lu.	May release it according to the amount of the virtue of him, and according to what you take from his disposition of the virtue of his pulse and the goodness of him.
E aprop extrats le instrument, e rete l’aygua la qual causa es quar tantost es retenguda per la codena la qual rete le trauc que es sobre le ciphac del qual e recomtat a tu que perfores aquel segon aquela manieyra.	Extract the instrument, and pour water that is held back by the cord which holds in place the tract that is on top of the phallus, and pour it onto your hands.
E aprop itera le instrument al autra dia si vezes le malaute tollerant aquo, e extratz de la aygua petita quantitat, e fay aquo per alcus jorns sobre temor, e guarda te de error entro que no romangua de l’aygua sino pauc.	Pass the instrument to another day if the illness is tolerated by it, and take out a small quantity of water, and make it for albus (likely "albus" being a medieval Latin term for "white", possibly referring to milk or some other white liquid), every albus days over time, and be careful not to break off the water except just a little.
Mays si tu temes sobre le malaute, e leyssas de l’aygua gran quantitat, lahoras cura aquel am sepultura en arena cauda, e mota suzor en banh, e al solelh espere per lonc temps; e cura aquel am medicinas dessicativas entro que sia sanat.	But if you fear the illness, and pour out a large quantity of water, then cover it up with soil in a hot pit, and move over on the bench, and wait for a long time under the sun; and cure it with desiccative medicines until health returns.
E cauteriza sobre le stomac, e la melsa e·l fitge aprop la extraccio de l’aygua, segon que yeu he recontat en aquo que es precedit.	Cauterize over the stomach, and the intestines and rectum, after extracting the water, according to what you have previously mentioned.
Capitol .lv.	It seems like that was a separator line or a placeholder in the text. There is no actual translation for it.
De la curacio dels enfants les quals so natz les locs de la urina no-perforatz.	Of children who have not perforated the urethral openings.
Alcunas veguadas alcun dels enfantz es eyssi del ventre de la sua mayre e·l cap de la sua mixtio no es perforat (o es trauc streyt o no es en son loc).	Some children are born with defects in the womb and the head of their mixture is not pierced (or it's straight or not in its place).
Donc cove coytar am perforacio de lu tantost que es nascut am spatum mot subtil segon aquesta forma:	Therefore, cover with a coat of skin, as soon as he was born at the spot so subtle according to this form:
E aprop pausa en le trauc un clavil subtil de plom e ligua aquel, e te per tres jorns o per .iiii.tre.	And place in the straight a small nail of lead and tie it up, for three days or .iiii. three days.
E quant vol urinar sia remaugut e hurine; e aprop retorne aquel.	And when urine is not passed and urine remains; and return that one.
E si tu no pauses le plom, ja es possible que la urina la qual va sobre le loc, no leysa aquest claure.	And if you do not stop the lead, it is possible that the urine which falls on the place does not close the hole.
Mays aquel del qual le trauc es streyt sia medicat am clavil de Plom, ayssi cum havem dit, per trops dias entro que sia amplificat.	But the one whose hole is straight will be healed with a lead nail, just as we have said, for three days in before it is expanded.
Mays aquels en les quals es le trauc no en son loc, so leditz, la qual causa es quar de aquels, aquel que es nat e·l trau es deves la fi del cap de la vergua per que no pot urinar a las partidas dedintz, entro que eleva la vergua am la sua ma a las partidas desus; e no es a lu generacio, per so quar le sperma no pot pervenir a la mayre segon rectitut, e es malautia mot laga.	But those in which the hole is not in its place, suffer, the one that causes is why of those, the one who is born with the wound is due to the end of the penis, because he cannot urinate at the parts of the genitals, until he lifts up the genitals with his hand to the parts above; and it's not a generation, therefore, the sperm cannot reach the womb according to nature, and it's a disease much painful.
E la manieyra de la operacio en lu es que·l malaute sia envessat sobre le sieu dos, e aprop exten le cap de la vergua de lu am la tua ma sinistra am vehement extraccio, e inscideys le cap del cap de la vergua del loc del perpucii am spatum agut, ayssi cum es inscizio de pluma, o que tu ne razas alcuna partida, per so que·l mieg de lu vengua semblant al cap de la vergua e que le trauc caia en le mieg loc segon que cove.	When joint pain is caused by cold humors that infiltrate each part of the body, and pain occurs in the feet, it is customarily called gout by doctors.
E guarda te que en la tua operacio de flux de sanc, quar motas vetz accideys aquo; e pausa te a lu am aquo que abscindeys le sanc, e cura la plagua entro que si’ sanada.	Guarding yourself that in your operation of the flow of the sickness, four things may happen to it; and pause for him at this point where you cut off the sickness, and cure the wound until it is healed.
Capitol .lvi.	Chapter LVII.
De albater le qual accideys en le prepucii en le cap de la vergua e de corropcio e negror e adherencia del prepucii del cap de la vergua.	Of the balancer, which happens to the foreskin when it becomes inflamed in the head of the penis and causes corruption, blackness, and adhesion to the skin of the penis.
Motas veguadas accideys aquest albater en la vergua e es eminencia de carn laga.	Several visible accidents happen to this balancer on the penis and its flesh-covered summit.
E de aquela una es maligna e autra es no-maligna.	And of these, one is malignant and the other is non-malignant.
No-maligna, cove que suspendas am unci subtil e abscindas aquela entro que aquela mondes tota; e aprop pausa sobre aquela coto submirgit en enguent egipciac; e aprop aquel, cura le am enguent diafinicon entro que sia sanat.	Non-malignant, which you suspend with a subtle thread and cut it out entirely as far as that soft tissue; and place a pause over that spot to prevent infection from spreading Egyptian powder; and apply that, cure the afflicted tongue with a deft touch until it is healed.
E si albater es maligna, de lega color, lahoras cove que tu aministres cauteri aprop la inscizio de lu e la razio de lu.	And if the balancer is malignant, of black color, then cover yourself with cauterization, applied to the beginning and the root of it.
Mays si albater es en le prepuci del cap de la vergua no-circumcis, e la una partida de albater es dedintz le prepucii e l’autra partida es defora, lahoras cove que tu ostes albater le qual es dedintz al comensament entro que es consolidat; e lahora tu cura aquel deforo, quar quan tu curas aquel ensemps le prepuci, no es asegurat que no sia trinquat.	When the foreskin of an uncircumcised male is torn and there are two parts to it, one being in front and the other behind, whenever you find that part of the foreskin which is attached to the beginning before it becomes consolidated; and then cure that which is outside, because when you cure that part, it's not certain that there won't be a rupture.
E ja eysamen accideys en les genetius e en le prepuci negror e corruccio, adonc cove que tu conquavas tot aquo que ja es denigrat e que ja se vol corrompre o que ja es corrumput; e aprop lineys sobre aquel aprop aquo am mel, le qual es contusit am farina de scorsa de milgrana e de errs trissatz e crivellatz.	And sometimes accidents occur in the knees and black foreskin and curvature, so take care of all that which has already been corrupted and is going to become rotten or that is already putrid; and place linen over it with honey, which is mixed with sour milk flour and three kinds of crushed bones.
E aprop cura aquel am l’autra curacio entro que sia sana.	And cure that one as well with another cure to make it sound healthy.
Mays si endeve flux de sanc, lahoras aministra cauteri lunar segon aquesta forma:	But if you have an excess of discharge from the wound, then administer a lunar cautery in this manner:
quar cauteri juvatiu es a dos disposicios ensemps, so es a flux de sanc e a la plagua quan es corrumpuda.	because the youthful cautery is applied in two directions to wounds, namely to stop the discharge and to prevent plague when it is corrupted.
E si le cap de la vergua es corrodut e es destruit tot en la hora, lahoras cove que tu intrometas en lo meat del prepucii una canula de plom per so que le malaute urina per aquela.	If the head of the stricture is corrupted and completely destroyed at that hour, then cover that you will penetrate into the flesh of the prepuce with a lead cannula to prevent the ulcer from producing urine there.
En la adherencia del prepucii am le cap de la vergua (et aquesta adherencia no accideys sino en aquel del qual le prepucii es sa, e sobre lu no es exhigida circumcizio; e quan accideys adherencia per plagua o per apostema) cove que excorjas am spatum obtus entro que sia dissolvut le liament e sia deliurat le cap de la vergua de tota partida.	In the attachment of the prepuce, at the head of the stricture (and this attachment does not occur in those with a healthy prepuce, and circumcision is not required for them; and when it occurs due to plague or after an apostema) cover that you should scrape out with a blunt instrument within until the ligament is dissolved and the head of the stricture is freed from all part.
E si es dificil desirnir aquelas exquisidament, lahoras cove que tu excorjes am spatum alcuna causa del cap de la vergua e del prepucii, e aysso es quar le prepucii, quan es subtil, fort leu es perforat per la sua subtilitat leugierament.	If it is difficult to dissolve those with extreme caution, then cover that you should scrape out with a blunt instrument any cause of the head of the stricture and the prepuce, and thus so that the prepuce, when subtle, is lightly perforated by its subtlety.
E aprop separa entre·l prepucii e·l cap de la vergua am dra7 de li subtil, le qual ja es mulhat en l’aygua frega per que no adherescan autra veguada.	And carefully separate the prepuce from the head of the stricture with a sharp knife, which is already soft in the water that has been used to prevent it from adhering anywhere else.
E aprop sia curat am vi stiptic entro que sia consolidat.	Restore the area where the wound was made so that it may be consolidated.
Capitol .lvii.	Chapter Fifty-Seven.
De mundificacio dels enfants e de la curacio de aquo que accideys ad aquels de circumcisio.	On the treatment of children and the cure that occurs in those who have been circumcised.
Circumcisio no es solucio de continuitat ayssi cum las autras plaguas: mays empero cum sia de la nostra operacio e de nostra voluntat, e lus de aquela sia propriament en les enfants, es necessari que asignem en aquela milhor operacio e via pus leugiera perdusent a salut.	Circumcision is not a solution for continence like other wounds: however, since it is our operation and our will, and that of those children, it is necessary to perform a better operation and procedure in them, so as to minimize the risk of loss of health.
Donc dic que les antics no diyssero circumcisio en alcu dels lors libres, quar no n’usan en las suas leys, e no es sino quar havem aquisit per speriment, la qual causa es que yeu he atrobat la major partida dels artifexs e dels barbies usar circumcisir e mundificacio am novacula e am torores; e usan de liament am fiel e de inscizio am la ungla.	Therefore, they did not call it circumcision among the free men, because they do not use it in their laws, and it is only because they acquired it through experience, which is that you have assaulted the main part of the artificers and barbers who used circumcision with knives and torches; and they use it with a ligature around the penis and an incision on the nail.
E yeu ja he prohadas totas aquestas manieras e no atrobegui milhor mondificacio am forfexs, am liament am fiel que en mondificacio cum la ungla, quar motas vetz efugeys la codena pus desus, quar la codena del prepucii a dos tunicas, e roman la tonica pus dejos, e fort leu es forsat ad autra inscizio e dolor sicura.	And you have also tried all these methods and have not found better ways of circumcision than with forceps, a ligature around the penis, or an incision on the nail; because many times you escape the chain, which is above the foreskin, two tunics remain, and the skin stays intact, and it is less painful, and safer for another incision.
E am mundificacio le qual es fayta per alphecati, e es digital, del qual usan les sabatiers, no es segurada la inscizio de la extremitat del membre viril, quar fort leu intra en le trau de lu.	The translation is: And it is made by a barber, who is digitized, which the barbers use, but there is no certainty of the extremity of the male member when they go into its tract.
Mays en la operacio am ungla, fort leu obazeys ferr e corromp la tua operacio.	The translation is: May in the operation, a strong iron needle overthrows and corrupts your operation.
E la codena del enfant es breu per natura, e motas veguadas nays en tal manieyra que no ha necessitat de mondificacio, e yeu he vist aquel.	The translation is: And the cord of a child is short by nature, and sometimes seen in such a manner that it does not require circumcision, and I have seen that.
Mays de la mondificacio que·s fa am forfexs e liamentz am fiel, la bontat, experiment descrobic a mi, quar las forfexs so de proporcional inscizio, per aquo quar la acuitat que es desus es ayssi cum la acuitat que es dejos; e donc cum tu premes la tua ma so proporcionadas dos acuitatz, e inscideysso segon una comperacio en un temps; e es fayta compressio del fiel am figura contenent la codena de la vergua de tota partida, am le qual no catz error de tot.	The translation is: But of circumcision which I have done on foreskins and ligatures because the foreskin is proportionally inserted, I experimented with, since the foreskin's size is like that of the penis; therefore, when you press your hand with proportionate cuts and inscriptions in one time, and it is a compression of the cord with a figure containing the penis from its entire length, without any error of the whole.
E la manieyra de la operacio primeyra es que tu fassas estar le enfant majorment si es de aquels que entendo un petit, que no fassas sino que tu lies le fiel en la sua vergua tant solament, e que leysses aquel entro al autra dia.	The translation is: And the way of the first operation is that you make the child major in size if he is one of those who understand a small thing, but not to make so only that you cut the cord on its penis alone, and that you leave it inside for another day.
E aprop fay aquel alegrar en tota aquela manieyra que es a tu possibla de aquo que recep la sua intelligencia.	Place that cauterization on all those places in that manner, as you can possibly do it to receive the patient's understanding.
E aprop fa aquel estar entre las tuas mas estatuir preparadament, e no sia ges cezent; e occulta las forfexs en la tua ma o dejos le tieu pe, que l’enfant no veia aquelas ni degun autre dels instruments.	Place the patient between your hands in an upright position, and do not let him see that; cover the fingers on your hand or those on his feet, so that neither he nor anyone else can see these tools.
E aprop entremet la tua ma a la vergua de lu e suffla en la codena, e tira aquela entro que sia eyssit le cap de la vergua, e aprop mondifica aquel de aquo que es agregat en ela de sordicia.	Place your hand on the vulva of him and blow into the cord, and pull that one out so that it is exposed at the head of the vulva, and clean up what is added to it by filth.
E aprop lia le loc signat am fiel dobla, e aprop ligua pus bas de aquel un petit le segon liament, e aprop te am le dit pous e endic tieu le loc del liament dejos am bona retencio, e inscideys entre dos liaments.	 Tie the place with a cord, and tie it under that one a little second ligature, and tie it to your hand and point out the location of the ligature so that you have good retention, and insert between two ligatures.
E aprop eleva la codena sus leugierament e estratz le cap de la vergua; e aprop leyssa le sanc corre petit e petit, quar es milhor ; e pausa polvera desus e sobre la polvera pausa drap en le qual es spandut mugol de huou coyt en ayguaros concosit am oli rozat recent bo; e layssa aquel sobre aquel entro al autra dia; e cura aquel am curacio entro que sia sanat.	Lift the cord to the ligature and twist the head of the vulva; tie a little bandage, as is better; and pause powder on top and over the powder pause a cloth in which there has been poured molasses of hyena fat in vinegar consigned to olive oil scented recent; lay that on that between the other day; and cure it with cure until it is healed.
La forma de las forfexs a mondificacio, aquesta es la forma:	The form of the hernias, this is how it is:
Sian las unas extramitatz no-talhantz e las autras sian talhant, que non sia yssit le ram del clau, e sia la longitut de las doas acuitatz ayssi cum la longitut de dos manubres engualment.	The nails that are not cut should be left intact and the others should be cut, so that there is no protrusion of the finger bone, and its length equals the length of two fingers.
Mays la error en mundificacio es quar fort leu efugeys la codena intrinseca tota, o partida de lu deves la inscizio.	However the mistake in hernia formation is that you escape from the internal chain entirely, or partially break it and make a cut.
Donc cove que tu extendas aquela de la tua hora am la tua ungla denant la apostemacio del loc e que inscidas aquela segon equalitat.	Therefore, you must stretch out that of your own hour from the point of your thumb towards the apstemacy of the place and cut it according to equality.
E si no la podes tenir am la tua ungla, lahoras extratz aquela am unci e inscideys aquela.	And if you cannot hold it with your thumb, then take out that one with a lancet and cut it.
Mays si son passatz tres dias, e roman aquo que es imflat dejos la vergua apostemat, lahoras tu leyssa aquo entro que sia cedat le apostema caut, e excorja aquel am fecilitat, e inscidex aquel segon que a tu es preparat.	But if they remain inflated for three days and the swollen area has not subsided, then you must press that area inwards until it yields to the cauterized point, and cut it with ease, and cut according to what is prepared for you.
E guarda te del cap de la vergua, quar no nosera a lu aquo.	And be careful about the head of the swollen area, lest it inflames again there.
E donc cura aquel am aquo que la plagua consolida de las polveras las quals havem recomtadas en le tractat de las polveras.	The pain caused by cold humors that infiltrate each part of the body, and pain occurs in the feet, it is customarily called gout by doctors.
E si es inscidit de la codena sobre mesura, e obezeys a las partidas desus, aquo no notz a lu.	If it is caused by the chain being placed on an improper measure and obeying to the rules established beforehand, this does not notice him.
E mays cura aquel am aquo que havem dit entro que sia sanat.	And therefore cure that person who has said so when it will be healthy.
Capitol .lviii.	Chapter LVIII.
De curacio de urina retenguda en la vesiqua.	On the cure of retained urine in the bladder.
Retencio de urina en la vesica es fayta per oppulacio fayta per peyra o per sanc congilat, o per poyre o per carnada, e semblantz ad aquels de aquo que havem dit de las manieyras de curacio en la divisio.	Retention of urine in the bladder is caused by oppression due to a stone or by sand congestion, or by pouring, or by fat, and it resembles those which have been spoken of concerning the methods of cure for division.
E si no es dissolvuda la urina, e veses retencio de lu esser per peyra le qual ja es en le col de la vesica, lahoras cove que le malaute sia encorbat sobre les sieus denolhs.	If the urine is not dissolved and retention of it often occurs by a stone which has already fallen into the lowest part of the bladder, then cover that the patient's body is bent over his knees.
E aprop conponeys les pes de aquel sobre le sieu dos e extendas le sieu ventre de la partida pus desus del sieu dos, e le malaute estrengua le sieu ale tant quant es a lu possible.	Appoint the patient to lie on his back with his feet bent upwards and stretch out his belly from the starting point downwards towards his knees, and strangle him as much as is possible.
Donc lahoras le col de la vesica es costreyt ha espulsio de la peyra a las partidas detras, per que la urina es absolta.	When the head of the bladder is swollen due to expulsion of urine from the parts behind it, because the urine is released.
E si no es dissolvuda am aquo que havem dit he vehement es fayta la causa sobre le malaute, lahoras cove que aministres extraccio de lu am instrument le qual es apelat siringua, del qual aquesta es la forma: Sia de argent e sia subtil leon conquau, ayssi cum canula de pena de ausel am subtilitat de ray lonc en similitut d’un palm e mig, al qual sia cana subtil en le cap de lu.	And if it is not dissolved as we have said that there is a strong cause of the disease, then cover with this extraction from an instrument called a syringe, which is like this: Made of silver and also fine as a lion's claw, having a tube narrow in similarity to a palm and half a length, with a very subtle point at its head.
E la manieyra del eyssiment de la urina per aquel es que prenguas le fiel doblat e lies en la extramitat de lu lana o coto per bona liadura; e entrometas las extramitatz del fiel en la partida dejos de la ciringua, e inscideys am las forfexs si superflueys alcuna causa de la lana, mays intromet la en la canula am vehemencia E aprop enongeys la ciringua am boder e am album de huou.	And the way to insert urine through that person is such that you take the folded thread and tie it at the end of the wool or cotton, for good traction; and then push into the extremities of the thread in the part left behind by the circle, and inscribe if any cause of the thread is present, more rather inserting it into the tube with violence. And then draw up the circle around the border and the album of wool.
E fay cezer le malaute sobre la selha, e embroca la vesiqua de lu e la vergua am olis umitz, e oli de oliva e ayguaros.	And place the patient on the sill, and grasp the bladder of him and the vulva with oil of myrrh, olive oil, and vinegar.
E aprop entromet la ciringua am facilitat entro que pervengua a la razit de la vergua; e aprop dobla la vergua desus a la partida del embelic; e aprop empelleys la ciringua dintz aquela; e aprop empelleys aquela entro que pervengua a la vesica, e aquela centa le malaute esser pervenguda a la causa vuoda, e no es fayt asso segon aquest orde, sino le meat en le qual va a tortuositat.	The translation is:
E aprop exten le fiel am la lana petit a petit, quar la urina siec la lana.	And then extend the vein close to the small thread of wool, because the urine has dried up the wool.
Aprop extratz aquela e fay per curacio urina, e usa ciringua, no cesses fer aquo e usa ciringua entro que sia evacuada la vesica e le malaute atrobe alleviacio.	And remove that one and dress it for urinary infection treatment, and use a dressing, do not cease doing so until the urine is evacuated from the bladder, and the disease will be overcome with relief.
Capitol .lix.	Conclusion.
De qualitat de clisterizacio de la vezica am clampcedra e am semblantz instrumentz les quals sian acordants ad aquo.	As for the quality of catheterization of the bladder with a clamp and similar instruments that are in conformity to this.
