Ayssi comensan las paraulas de Albucasim .	Assassin's words begin.
E si es inscidit de la codena sobre mesura, e obezeys a las partidas desus, aquo no notz a lu.	And if it is caused by an ulcer on the toe to a certain measure and obeys the precepts of those who came before, this does not occur to him.
E mays cura aquel am aquo que havem dit entro que sia sanat.	And may it cure that person who has been told so that he should be healed.
Capitol .lviii.	Chapter LVIII.
De curacio de urina retenguda en la vesiqua.	On the cure for retained urine in the bladder.
Retencio de urina en la vesica es fayta per oppulacio fayta per peyra o per sanc congilat, o per poyre o per carnada, e semblantz ad aquels de aquo que havem dit de las manieyras de curacio en la divisio.	Retention of urine in the bladder is caused by over-accumulation of bile or by a stone or corn, or by peyron or chignon, or by powder or meat, and resembles those things that have been said about the manners of cure for division.
E si no es dissolvuda la urina, e veses retencio de lu esser per peyra le qual ja es en le col de la vesica, lahoras cove que le malaute sia encorbat sobre les sieus denolhs.	And if the urine is not dissolved, and retention often occurs because of a stone that is already in the colon of the bladder, then cover that the sick man is bent over his own bones.
E aprop conponeys les pes de aquel sobre le sieu dos e extendas le sieu ventre de la partida pus desus del sieu dos, e le malaute estrengua le sieu ale tant quant es a lu possible.	And tie the feet of that person to his own two bones and stretch out his belly from the beginning down to his two knees, and bind the sick man's side so tightly as is possible.
Donc lahoras le col de la vesica es costreyt ha espulsio de la peyra a las partidas detras, per que la urina es absolta.	When the bladder's neck is swollen due to expulsion of the urine beyond its parts, in order to allow the urine to be discharged.
E si no es dissolvuda am aquo que havem dit he vehement es fayta la causa sobre le malaute, lahoras cove que aministres extraccio de lu am instrument le qual es apelat siringua, del qual aquesta es la forma: Sia de argent e sia subtil leon conquau, ayssi cum canula de pena de ausel am subtilitat de ray lonc en similitut d’un palm e mig, al qual sia cana subtil en le cap de lu.	If the dissolved urine is not to be removed from there, as we have said, then it is necessary to perform an extraction of its contents using a device called a syringe, consisting of silver and subtle lion's strength, with the following form: It has a tube like a thorn, with a subtle point in the shape of a short ray, one and a half palms long, which has a subtle tip at the top.
E la manieyra del eyssiment de la urina per aquel es que prenguas le fiel doblat e lies en la extramitat de lu lana o coto per bona liadura; e entrometas las extramitatz del fiel en la partida dejos de la ciringua, e inscideys am las forfexs si superflueys alcuna causa de la lana, mays intromet la en la canula am vehemencia E aprop enongeys la ciringua am boder e am album de huou.	To remove the urine in that way, you will take a thread folded and tied at its end with wool or cotton, using good glue; and you will insert the ends of the thread into the beginning of the urethra, and prick it firmly if there is any excess cause of the skin, but push it into the tube with force, and then fill the bladder with water.
E fay cezer le malaute sobre la selha, e embroca la vesiqua de lu e la vergua am olis umitz, e oli de oliva e ayguaros.	And when the patient is laid on the pallet, and you grasp the bladder with your hands, and olive oil and olive oil and vinegar are applied to it.
E aprop entromet la ciringua am facilitat entro que pervengua a la razit de la vergua; e aprop dobla la vergua desus a la partida del embelic; e aprop empelleys la ciringua dintz aquela; e aprop empelleys aquela entro que pervengua a la vesica, e aquela centa le malaute esser pervenguda a la causa vuoda, e no es fayt asso segon aquest orde, sino le meat en le qual va a tortuositat.	Joint pain caused by cold humors that infiltrate each part of the body is called gout.
E aprop exten le fiel am la lana petit a petit, quar la urina siec la lana.	Appropriate stretch the felt on the wool little by little, because the urine sticks to the wool.
Aprop extratz aquela e fay per curacio urina, e usa ciringua, no cesses fer aquo e usa ciringua entro que sia evacuada la vesica e le malaute atrobe alleviacio.	Return that one and treat the urine, and use a ring to cure it, do not cease until this is done and apply the ring inside until the bladder is emptied and the disease is relieved.
Capitol .lix.	End of treatment.
De qualitat de clisterizacio de la vezica am clampcedra e am semblantz instrumentz les quals sian acordants ad aquo.	From the quality of enemas for the bladder, using a clasp and a similar instrument that is adapted to this.
Quan accideys en la vesica ulceracio o apostema, o sanc congilat en aquela, o es coartat poyredura, e vols en aquela destillar ayguas e medicinas, lahoras sia fayt am instrument le qual es apelat clampcedra, e aquesta es la forma de lu:	When an ulcer or abscess occurs in the bladder, or pus collects there, or it is constricted pain, and you wish to drain this from that place, then do so with an instrument called clasp, and this is how:
sino que en la extramitat de lu es sorda, so es clausa.	But if the extremity of it is numb, then it is closed.
Et en aquela so tres traucs: dos de la una partida , ayssi quo vezes.	And in that one there are three tracks: two from the beginning, and again as often as.
En le comensament es loc concau, en le qual es aquo que es enpellit, e sia segon quantitat que oppile aquel, ses addicio, entro que quan alcuna causa es ab aquel tirada de las humiditatz, sia atirada, e quan es expellida, am aquo sia atirada, e quan es expellit lonc, segon que fa clampcedra am la qual es phicat naphta en las batalhas de mar.	In the beginning there is a concave place, where this one is enclosed, and it is as much as is poured into it; its addition, until when no cause is cast upon that part of humidity, it is cast out, and when it is expelled, it is cast out, and when it is expelled far, according to how the clasp is made with naphtha on the battles at sea.
Donc cum tu vols prohicir humiditatz en la vesica, entromet la extremitat de clapcedra en la humiditat, e atira am aquel aquo que es empellit a las partidas desus, quar la humiditat es atirada en la conquavitat de clapcedra.	When you want to provoke humidity in the bladder, insert the extremity of a clapped together finger into the humidity and attract that water which is pushed towards the parts below, for when humidity is attracted to the cavity of a clapped together finger.
E aprop entromet la extramitat de clapcedra en la vergua segon que havem recomtat en la ciringua; e aprop empelleys la humiditat am aquo que empelleys, quar aquela humiditat perve a la vesica tantost, e le malaute cent aquela.	Insert the extremity of a clapped together finger into the vagina as we have recorded in the circle; and attract the water that is pushing it, for that water comes to the bladder at once, and also calms the patient.
Forma del cristeri subtil am le qual la vesica es cristerizada, e es aquela la forma:	The subtle form of the stone which causes the bladder to be stoned, and it is that shape:
E sia fayta de argent o de lato, de la qual le cap pus aut sia semblant a petita pluma, e dejos lu cana dedintz liament.	It is made of silver or lead, from which the head is either similar to a small feather, and let it drip with the lament.
E aprop pren vesica de moto, e pausa en aquela la humiditat que vols cristirizar en la vesica, e aprop lia aquela entre dos am fort liguatura am fiel doble, e escalfa aquela humiditat sobre le foc.	Take the bladder of moles, and place it in that where you want to crystallize the humidity in the bladder, and tie it between two with strong ligature and a double thread, and scale up that humidity on the fire.
E aprop entromet la extremitat del cristeri en la vergua.	Insert the extremity of the stone into the vagina.
E aprop estrenh la tua ma sobre la vesica am la humiditat am strectura descent entro que·l malaute centa que aquela humiditat ja es pervenguda a la vesica.	Place your hand over the bladder with moisture in the stretched state, in which the disease enters that humidity has already been conveyed to the bladder.
Mays si a tu no es present vesica, lahoras tu pren una pessa de parguames e fay de aquel cercle; e perfora aquel de tota la sua retonditat; e aprop entromet fiel fort en aquels traucs, ayssi quo so revolgut; e aprop agregua le cercle ayssi quo es agreguat alsofatur, pus que tu pausas en aquel aquo que tu vols de las humiditatz, e olis e ayguas.	But if the bladder is not present, then take a piece of papyrus and make that circle; perforate it completely in its entire redundancy; place firmly inserted thread along those tracks, so that they are turned; and add the circle as added alsofatur, so that you pause in that where you want the humidity, oil and water.
E aprop tu lia aquel en le instrument e fay am aquel ayssi cum has fayt am la vesica, e exprescio am la tua ma entro que la humiditat pervengua a la vesica.	And place it in the instrument so that you make it as you have made with the bladder, and express yourself through your hand in such way that the humidity is conveyed to the bladder.
Capitol .lx.	This appears to be a chapter or section break (likely "Capitol" refers to the chapter number, but here it's more like a modern section separator).
De extraccio de peyra.	Of extraction of stones.
Nos ja havem dit en la divisio las specias de peyra e curacio de lu am medicinas, e la diferencia entre peyra engendrada en los ronhos e peyra engendrada en la vesica, e les senhals de aquela.	We have already said in the division regarding stones and their cure with medicines, and the difference between a stone generated in the kidneys and one generated in the bladder, and its signs.
E havem dit la peyra en la qual catz operacio am ma, e seccio.	And they have said in the document on which they have performed the operation, and dissected.
E la peyra engendrada en la vesica propriament es aquela que es ficada en la vesica.	And the document found on the original source is that which is fixed to the bladder.
E yeu so narrant aquel am exposicio manifesta e abreviacio.	Now I will narrate this manifest exposition and abridgement.
Donc dic que peyra engendrada en la vesica majorment ve als enfantz; e dels senhals de lu es que la urina que es eyssida de la vesica es semblant a aygua en la sua subtilitat, e apar en aquela arena; e le malaute fregua la sua vergua, e motas veguadas pen, e aprop es dressada; e am aquo yeys foro le cul en motz de aquels.	Therefore, the document on the bladder found that it is more common in children; and from its signs, it can be seen that the urine coming out of the bladder is similar to water in its subtlety, and appears in that sand; and thus the disease inflames its virulence, and painful moans are often heard; and for this reason, it is called a boil.
E es laugiera la sanacio dels enfants de aquela entro que han conseguitz xiiii ans; e es dificil curacio en les viels.	And it is laughter the cure of children in that intestine where they have succeeded after 14 years; and it is difficult treatment in the elderly.
Mays en les joves es migiera per aquo quar es entre aquels.	But in young people there is a mixture because of this, which is between them.
E de aquel del qual la peyra es major e la curacio es pus leugiera; E si es pauca, es contraria ad aquela.	And of that from which the bladder is larger and the cure is more light; and if it is rare, it is contrary to this.
Donc cum pervenem a la curacio de aquela, cove al comensament de aquela que mondifiquem le malaute am cristeri le qual extragua tota la fenda la qual es en les sieus budels; quar aquela fenda alcunas veguadas prohibeys la envencio de la peyra deves la inquisicio de lu.	When we finally arrive at the cure of that person, first we must cut open the swelling with a rod which extracts all the wound from their joints; because sometimes that wound prevents the entry of the pyre (fever) due to the inquiry (investigation).
E aprop sia pres le malaute am les sieus pes e sia contosit e maugut enjos per so que la peyra descenda al preon de la vesica, o que saute de loc aut alcunas veguadas.	And let it be placed on the swelling with their feet and a countervailing measure, in order that the pyre may descend to the root of the bladder, or jump out from there at some times.
E aprop fay aquel cezer entre las tuas mas preparat, e las mas de lu sian dejos las coysas de lu, per so que la vesica tota sia fayta declinant a las partidas dejos.	And let us take that razor between our fingers, and the patient's hands are left on their bodies, in order that the entire bladder may be prepared to fall back into its parts.
E aprop perquier aquela e tota aquela deforo.	And investigate it and everything around it.
Donc si sentes la peyra en l’espazi, lahoras tu te coyta tantost am seccio sobre lu.	So if you feel the pyre in the space, then immediately touch it with a section on top of it.
E si no catz de tot dejos le tieu tocament, lahoras cove que tu untes am oli le tieu dit indic de la ma sinistra, si malaute es enfant, o le dit miga si es jove complit, e entrometas aquel en le sieu cul.	If you cannot feel it in all its parts with your own touch, then cover yourself so that you join up the section on top of it with oil, following the direction of your right hand, if the patient is a child, or the half-section if he is a young adult, and insert that into his anus.
E perquier de la peyra entro que stia dejos le tieu dit.	And inquiring about the pain that is inside what you see.
E converteys aquela petit a petit entro al col de la vesica.	Convert it little by little into the neck of the bladder.
E aprop prem sobre aquel am lo tieu dit, e expelleys aquel a las partidas defora ves le loc del qual vos la seccio.	And place the front of it over what you see, and extract it from the parts outside where you located the section.
E comanda al ministra que prema la vesica am la sua ma; e comanda a un autra ministra que am la sua ma dextra extenda les genetius a las partidas desus, e am la sua autra ma remaugua la codena la qual es dejos les genetius, en partida del loc en le qual se fa la seccio.	Command the minister to press the bladder with his hand; and command another minister to place his right hand on the joints, and stretch them outside where the section was made, and that other hand to draw down the cord which is left behind the joints at the point where the section was made.
E aprop entromet espatum be inscident del qual aquesta es la forma de lu:	And place the metal instrument inside, which is the form of it:
e scindeys en lu aquo que es entre·l cul e·ls genetius, no en le mieg loc, abantz al latz de la coyssa sinistra; e sia la seccio sobre aquela peyra e·l tieu dit sia en le cul, e sia fayta seccio transversa, per que la seccio defora sia ampla e dedintz streyta segon la quantitat que egrecio de la peyra sia a lu possibla, e no major, quar fort leu comprem le tieu dit le qual es en le cul la peyra deves la seccio, e es foro-getada ses defacultat.	Slice in it what is between the buttocks and the joints, not at that middle point, but towards the left side of the cleft, so that the section on the surface and your said instrument be in the anus, and made a transverse section, so that the section outside be wide and narrow according to the quantity which you estimate of the bladder is to it possible, no more, for if you press too hard on the instrument which is in the anus, the bladder will be compressed.
E sapias que de la peyra es alcuna a la qual so angle e margers, per que le eyssiment de lu es fayt deficil per aquo.	The text means: "You will know that of the stone, there is none which has an angle and margin, therefore the setting of it is made difficult by this.
E de aquela aquo es leon semblant a glan, e es redonda, e es fayt de lu leugier eyssiment.	The text means: "And from that place it is like a lion, round, and made with light setting.
Donc si es aquela al qual so angles e marger, ajusta en la fissura.	The text means: "So if it is that which has an angle and margin, adjust in the fissure.
E si no es ayssi foro-getada, lahoras cove que tu engenes sobre aquel, o que strenguas sobre aquel am gesti decentment, la extremitat del qual sia ayssi cum lima am le qual strenguas sobre la peyra, e no evasesca de lu; o que entrometas dejos lu instrument subtil de curvada extremitat.	The text means: "And if it is not like that, then cover that you have made over it, or stretch tightly over it so that the extremity of which is like a lime, you stretch over the stone, and do not leave it; or insert into it with a subtle instrument for curved extremities.
Mays si tu no podes sobre aquel, lahoras tu amplifica le trauc un petit, e si tu veus flux de sanc, abscindeys en strenh aquel am vitriol trissat.	The text means: "But if you cannot apply it to that one, then amplify the track of a small one, and if you see a flow of blood, cut strongly at that with vitriol crushed.
Mays si la peyra es mays de una, lahoras al comensament tu impelleys la ma a la boca de la vesica, e aprop inscideys sobre lu; e aprop impelleys un petit aprop aquo; e semblantment fay si son motas mays de doas.	The text means: "But if the stone is more of one, then at first you will push the hand to the mouth of the bladder, and place it on it; and place a small one near that; similarly as for those that are more of two.
E si es peyra mot gran, lahoras ignorancia es que tu inscidas aquel am gran seccio, quar accideys al malaute una de doas causas: o que mora o que endevengua a lu destillacio de urina continuabla, per aquo quar le loc no es de tot consolidat.	If the pain is very great, then ignorance is that you have not pierced it with a large section, because one accident happens to the disease from two causes: or that the patient dies or that he finds out the continuous distillation of urine, therefore the place is not fully consolidated.
Mays aministra expulcio de lu entro que sia fora-getada, o engenia en la fractura de lu am las forfexs entro que extragua aquela en pessas.	But to remove the intestine while it is not forgotten, or ingenuity in the fracture of the arm with the flexes until you extract it from the chest.
Donc cum tu auras cumplit la tua opperacio, lahoras omple la plagua de enses de aloe e de sanc de drago, e strenh aquel.	Then once you have completed your operation, fill the wound with these aloe and dragon's blood sap, and strengthen it.
E pausa sobre aquel drap enfus en oli e vi, o en oli rozat e aygua frega, per so que apostema caut sia cedat.	And press upon that cloth infused in oil and vinegar, or in scented oil and water, to prevent the apostema from subsiding.
E aprop resupina le malaute sobre le sieu col, e no deslias le liament entro al tertz dia.	And return the patient to his bed, and do not delay the ligation into the third day.
E cum aquel auras desliat, embroca le loc am aygua e mot oli, e aprop cura aquel am enguent diafinicon e am enguent diabazilicon entro que sia sanat.	And when that has been done, apply the wound with water and oil, and place a cure with diamond-like ointment and antidiabetic ointment until he is healed.
Mays si en la plagua accideys apostema caut, adhust e corrosiu, e de aquel semblantz ayssi cum si le sanc es en la vesica congelat, e per lu es la hurina prohibida (e aquo es conogut per la egressio del sanc am urina), a donc entromet lo tieu dit en la plagua e extratz aquel sanc, quar si roman provoca la vesica a corropcio de la vesica e de lu putrefaccio.	The text appears to be discussing the treatment of wounds and surgical procedures. 
E aprop lava la plagua am vi agre, aygua e sal, e am opposicio a tota specia, am aquo que conveneys a lu de la curacio entro que sia sanat.	And then return the wound to its proper position, water and vinegar mixed with salt, and against all kinds of disease, this is what suits him for his cure before he recovers.
E cove en las horas de tota la curacio que tu lies amdos las coyssas e ajustes las medicinas las quals so pausadas sobre le loc.	And in the hours of all the cure, that you touch both sides and adjust the medicines that have been laid on the area.
E si la peyra es petita e es en le meat de la vergua, e es ficat en lu, e eyssement de urina es prohibit, lahoras cura aquel am aquo que yeu recomti denant que pervenguas a seccio, quar tropas veguadas per aquesta curacio yest acusat de seccio; e ja yeu e esproat aquo, e es que tu prenguas un perforador de ferr alfelut, del qual aquesta es la forma de lu:	And if the wart is small and it has grown on the meat of the vagina, and urine leakage is forbidden because of it, then cure him with the water that I previously recommended before you progress to section; for many have been accused of peritonitis from this cure; and I have already explained it, which is that you take a perforator of iron wire, of this is its form:
de triangulada extramitat, agut, ficat en fust.	with triangular shape cut off, it should be inserted into a wooden case.
E aprop pren fiel, e lia am aquel la vergua dejos la peyra per so que no retorne a la vesica.	And apply a string, and tie it around the vagina, so that the wart does not return to the bladder.
E aprop entromet le ferr en la vergua, perforant am fecilitat entro que·l perforador vengua ad aquela peyra.	And insert the iron into the vagina, piercing with facility into where the perforator comes to that wart.
E revolveys le perforador am la tua ma en aquela peyra petit a petit, e tu perforsa la perforacio de lu entro que fassas aquel del autra part penetrar; quar la urina tantost es absolta.	The humors are entering the opening in the wall of the intestines with your hand little by little, and you perform the perforation of it until the other part enters into that opening, so that the urine becomes released immediately.
E aprop prem la tua ma sobre aquo que es romas de la peyra de la partida deforo de la vergua, quar aquela es trinquada, e es foro-getada am la urina, e le malaute es sanat.	Place your hand over it to stop the flow of urine from the opening at the front wall of the rectum, because that is clogged, and it is forgotten with the urine, and the illness is cured.
Mays si aquesta curacio no es a tu aparelhada per alcuna causa la qual prohibeys de aquela, lahoras lia un fiel dejos la peyra, e autra fiel desus la peyra.	But if this cure is not according to your device for any reason that forbids it from the opening, then place a loyal servant under the rectum, and another above the rectum.
E aprop encideys sobre la peyra en aquela vergua entre doas liaduras.	Place your finger on the opening between the two folds of the rectum.
E aprop extratz aquela.	Pull it out.
E aprop deslia le liament e mondifica le sanc congilat, le qual es fayt en la plagua.	Remove the bandage and clean with salve that is made from the plague.
E no es necessari liament de fiel dejos la peyra, sino per que no retorne a la vesica, e l’autre liament desus sino, quar quan es desliat le fiel aprop la egrecio de la peyra, la codena retorna a son loc e cobra la plagua.	There is no need for a loyal servant under the rectum, but rather to prevent it from returning to the bladder, and another above because when you release the bowels close to the opening of the rectum, the chain returns to its place and the plague follows.
E per aquo es a tu necessari quan lias le fiel desus, que tu eleves la codena a las partidas desus, o que retorne deves le tieu compliment, e cobra la plagua ayssi co havem dit.	It is necessary for you to attach the bandages above, where you elevate the chain to the parts above, or return the thing you owe them, and receive this payment in such a way as we have said.
Capitol .lxi.	Chapter 61.
De extraccio de peyra de las femnas.	On the removal of a piece from the female genitals.
Peyra en las femnas pauc es engendrada.	A piece in the female genital area is rarely generated.
Mays si ve peyra ad alcuna de aquelas, lahoras dificil es la curacio de lu, e es prohibida per tropas manieyras.	But if a piece is found in one of those places, then it's difficult to cure them, and it's forbidden for too many hysterics.
La una de lor es quar la femna fort leu es verges.	One of them is when the woman has severe pain in her groin.
E la segonda es quar tu no trobas femna be scient que descroba si meteyssa al metge quan es casta, o es de las femnas haventz maritz.	And the second is that you do not find a woman who will swear to you when you meet her as a doctor while she is in the castle, or if she is a woman without a married husband.
La tersa es quar tu no hatrobas femna be sabent aquesta art, majorment la operacio am ma.	The third is that you do not find a woman who knows this art, more so the operation by hand.
E la quarta es que·l loc de la seccio sobre peyra en las femnas es longinc del loc de la peyra, per que indigeys de seccio preonda, e en aquela es temor.	And the fourth is that the place of the section over a piece in the female genital area is long from the place of the piece, so you should use a prelonged section, and in that place there is fear.
Mays si necessitat provoca a tu ad aquo, lahoras cove que tu prenguas una femna metga be scient, e pauc es atrobada.	The translated line is: "But if it requires proof, then cover that you have brought a female midwife to this place, and few are deterred.
Mays si tu es privat de aquela, lahoras cerca metga quast e subtil, o presenta una femna matrona be esenhada en le feyt de las femnas, o femna que en aquesta art ennueys partida del art.	If you do not have that one, then seek out a midwife who is skilled and subtle, or present an elderly woman experienced in the art of women, or a woman who has departed from this art.
Donc fay aquela present, e comanda a lu que fassa tot aquo que tu li mandaras, de la enquisicio sobre la peyra al comensament; la qual causa es que reguarde si la femna es verges, lahoras cove que meta lo sieu dit en le cul de lu e quiera la peyra.	Then present that one, and command him to do all what you have ordered, from the inquiry about the pain to the beginning; for this reason he must regulate whether the woman is a virgin, because then she will cover her mouth and desire the examination.
Donc si atroba aquela, coarte aquela dejos le sieu dit, e lahoras comanda a lu que inscida sobre aquela.	So if he encounters that one, then cut off that part and let her cover her mouth, and then command him to mark or inscribe upon that.
Mays si no es verge, lahoras comanda a la matrona que entrometa lo sieu dit en le conh de la malauta e enquiera sobre la peyra, pus que pausa la sua ma sinistra sobre la vesica, e comprem aquela am bona comprecio.	But if she is not a virgin, then command the midwife to insert her mouth into the vulva of the sick one and inquire about the pain, for then she will place her left hand on the bladder and have that good understanding.
Donc si atroba aquela, lahoras cove que gradantment maugua aquela de l’orrifici de la vesica a las partidas dejos am somman de la sua vertut entro que pervengua am aquel a la razit de la coyssa.	So if she encounters that one, then cover that she gradually makes way through the orifice of the bladder into the parts left by her skill until she reaches the ratio of the disease.
E aprop inscida sobre aquela apposicio de la maytat del conh deves la razit de la coyssa de qualque part sia a lu parada e cent la peyra en aquela partida, e·l dit de lu no sia remaugut de la peyra coartan dejos lu.	He placed the blade over that application on the lower part of the knee, in order to reach the reason of some pain in some part, and fixed the word so that it is not muffled by the muscle.
E la seccio sia pauca al comensament; e aprop entrometa lo ray sobre aquela seccio, e si sent la peyra, lahoras ajuste en seccio segon la quantitat la qual sap que la peyra sira getada de aquela.	And the section is brief at first; and he has inserted the needle over that section, and if it feels pain, then adjust in that section according to the quantity by which he knows the pain will be removed from that place.
E sapias que las specias de peyra son motas: quar de aquelas es pauca e gran, e leon e aspra, e longua e redonda, e havent ramps.	You know that the species of pain are varied: some are short and fine, some are large and long, rough and sharp, round and without edges.
Donc tu sapias quantas specias so de lu per aquo que tu signifiques sobre aquo que vols.	So you know how many species there are of it, that is what you signify, when you speak about those things.
E si tu veus flux de sanc, ajusta en le loc vetriol trissat e te aquela per una hora entro que sia abscindit le sanc, e aprop retorna a la tua operacio entro que la peyra sia fora-getada.	And if you see a flow of blood, adjust in the polluted location thrice and at that place for one hour until it is discharged, and then return to your operation until the pain is forgotten.
E fay que prepares am tu dels instrumentz les quals e ditz en la extraccio de peyra en les homes, per so que sias ajudat per aquels en la tua operacio.	And make ready to you those instruments which I call in the extraction of pain from men, so that they may aid you in your operation.
E si tu veus flux de sanc, e sabes que la expulcio del sanc es de la arceria que es insciza, lahoras tu pausa polvera sobre le loc e estrenh aquel am pulvils e strictura descent, e no iteras aquo; e layssa la peyra e no extraguas aquela, quar fort leu morira la malauta.	If you see a flow of blood, and you know that the expulsion of the blood is from the archery wound which is open, then you will powder over the spot and bind with a cloth and string, do not repeat this; and let the arrow loose again, for heavy it will kill the sickness.
E aprop cura la plagua.	And you will treat the plague.
Donc cum es cedada la acuitat del sanc aprop alcus jorns, e·l loc se poyreys, lahoras tu retorna a la tua operacio entro que la peyra sia fora-getada.	Then as soon as the wound is cleansed, and the place is poured over, then you return to your operation until the pain is forgotten.
Capitol lxii.	Chapter LXII.
De seccio sobre ernia acoza.	On the section about hernias.
Hernia ayguoza no es sino agregacio de humiditat en le ciphac blanc lo qual es dejos la codena dels genetius contenent le huou, e es nompnat ciphac.	A hernia is just an aggregation of humidity in the white membrane which is left by the contraction of the genital muscles, and it is called a scrotum.
E alcunas veguadas es en le propri pannicol le qual a lu preparec natura en la partida del huou, entro que sia cuyat que ja es autre huou; e es la codena del genetiu entre le ciphac blanc le qual havem dit, e no es aquo sino tart.	And sometimes it is in the own fold of the intestine which has a natural preparation at its beginning, even though it is already another intestine; and it is the contraction of the genital muscle between the white membrane which we have mentioned, but this is not so, but rather Tart.
E la generacio de aquest hernia es per debelitat la qual accideys als genetius, per que ad aquels es efundunda aquesta materia, e alcunas vetz accideys per percuscio fayta sobre les genetius.	And the generation of this hernia is due to weakness which happens to the brain, so that it pours out this material, and sometimes occurs by impact made on the brain.
E aquesta humiditat es havent motas colors, quar la color de lu o es declinant a citrina o a sanguinent, o rog, o es negra feculenta, o es ayguosa blanqua, e es aquo que es mays.	And this humidity has no particular color, for the color of it is either fading to citrine or blood red, or it is black and sticky, or it is a pale white, and it is this that is worse.
E les senhals per les quals es saubut on es aquesta agreguacio de aygua so aquestz: quar si es en le ciphac blanc le qual havem dit, lahoras le apostema es redon declinant un pauc a longitut ayssi cum figura de huou, e appar le genetiu, quar la humiditat conte aquel de tota part.	And the signs by which it is known where this water accumulation is located are: that if it is in the white ciphac (i.e. the scrotum), then the skin around it is red and declining a little along its length, resembling an hour figure, and appears the brain, because the humidity contains it throughout all parts.
E si la humiditat es en le propri pannicol, lahoras le apostema es redon am partida del huou e per aysso hom estima que es autre huou.	And if the humidity is in the own navel (pannicol), then the skin around it is red and has been parted from the hour figure and therefore someone estimates that it is another humour.
E si la humiditat es entre la codena dels genetius e·l ciphac blanc, lahoras catz dejos le centiment.	And if the humidity is between the tendon of the brain and the white scrotum, then there are placed cushions.
E cum tu vols la cognicio de la color de la humiditat, lahoras tu esproa la color de la humiditat en le apostema am entromes cayrat del qual la forma es precedida; e segon aquo que es eyssit en le vestigi del entromes, jutga de aquo que es dedintz lu.	When you want to know the color of humidity, then look at the color of the swelling between the artery and the tendon from which the shape is preceded; and follow what is exposed in the track of the intervening space, judge from that what it is doing.
Donc quan nos vinem a la curacio de lu am ferr, lahoras cove que comandem al malaute que sia fleubotomat si aquo es a tu possibla, e vezes le cos de lu ple.	Therefore when we arrive at the treatment of him with iron, then cover that the disease is flebotomy if it is possible, and sometimes cut his flesh.
E aprop sia resupinat sobre le sieu dos sobre alcuna causa un pauc auta, e pausa dejos lu motz draps.	And then return him to his back on the bed over any cause for a short while and pause those two cloths.
E aprop setz tu sobre la part sinistra de lu, e comanda al ministra que segua a la dextra de lu, le qual extenda la sua vergua a hun de dos latz a la codena dels genetius e a la partida del mirac del ventre.	And then sit you on the left side of him, and command the servant to follow the right of him, who will extend his arm from one shoulder to two fingers towards the cord of the genitels and at the beginning of the navel.
E aprop pren spatum lat e scindeys la codena dels genetius del mieg loc per la longitut entro prop le pentenilh.	And then take a strip of leather and cut the cord of the genitels in the middle for its length along the middle part.
E sia fayta la seccio segon rectetut engualment distant de la linha que deveseys la pel dels genetius, entro que pervengua al ciphac blanc comprehendent.	And make the section according to the rule, distant from the longitudinal line that you must cut along the skin of the genitels, until it reaches the white ciphac.
E excorja aquel, e observa, e guarda te per aysso que tu no inscidas aquel; e la tua excoriacio am la qual aquel excorjas per partida jassia que sia suspenduda am le huou mays e subtilment escruta am la excoriacio segon la quantitat a tu possibla.	I'll do my best to translate the text.
E aprop perfora le ciphac ple de aygua am perforacio ampla, e extratz tota l’aygua.	Make an incision in the pharyngeal pouch filled with water through an extensive perforation, and extract all the water.
E aprop separa entre doas labias de la seccio am uncis, e exten le ciphac a las partidas desus; e no toques la codena les genetius comprehendent, e inscideys le ciphac en aquela manieyra que es a tu possible.	Separate the two labia of the vulvar section with the clitoris, and extend the pharyngeal pouch into the separated parts; and do not touch the nerves of the genitourinary area, inscribe the pharyngeal pouch in that manner as it is possible.
E inscideys aquel am la sua totalitat o en pessas, e majorment le sieu latz subtil, quar si tu no perscrutas exquisidament la inscizio de lu, no es fayta segurtat que la aygua no retorne.	Inscribe the opening of it totally or in the vagina, and more accurately its subtle side, for if you do not carefully examine the incision, there is no guarantee that the water will not return.
Mays si le huou procezeys de aquela defora de la sua codena en la ora de la tua operacio, lahoras quan tu auras complida la seccio del ciphac, retorna dedintz aquel, e aprop ajusta las doas labias de la codena dels genetius am sutura, e aprop cura aquel ayssi cum las autras plagua, entro que sia sanat.	But if the humors proceed outside of its code from the moment of your operation, as soon as you complete the section of the pharyngeal pouch, return it, and adjust the two labia of the genitourinary nerves with sutures, and treat that area just like the other wounds until it heals.
E si atrobas le huou corromput per autra malautia, lahoras cove que tu lies les vayssels les quals so sore le suspensori, e extrat le huou, e aprop cura aquel am aquo que havem dit.	But if the humors become corrupted by another illness, as soon as you know that the vessels which are affected by the suspension are ulcerated, extract them, and treat that area accordingly, just as we have said.
Mays si l’aygua es agreguada en doas partidas esemps, lahoras sapias que doas son las ernias; donc inscideys aquela partida segon que has feyt en l’autra engualment; e si es a tu vist que sia una opera, lahoras tu la fay.	If the water is added in two parts, then surely you know that the two are hernias; therefore, insert that part according to what you have done with the other entry; and if it seems to be an operation to you, then surely do it.
