Ayssi comensan las paraulas de Albucasim .	The doctor begins to speak about Al-Bukhatir.
E semblantment fay del pe quan corrupcio envezeys le dit del pe, lahoras tu inscideys aquel entro ad un dels nozes.	Similarly, do the same for the foot when the corruption passes through the toe of the foot, then incise that one into one of the nails.
E si pren en la pente del pe, lahoras tu inscideys tot le pe.	If you press on the arch of the foot, then you will penetrate all of the foot.
Mays si pueja entro al denol, lahoras tu inscideys la camba entro a la junctura del denol.	But if it enters into the bone, then you will penetrate the cavity into the joint of the bone.
E si la corrupcio ja es pervenguda sobre le denol, lahoras en lu no es engen sino dimissio, e layssar le malaute a la mort.	But if corruption is already spread over the bone, then it will not be ingested but rather dismissed, and let the sickness depart to death.
E la manieyra de inscidir le membre o de serrar lu es que tu strenhas le liament en la partida pus dejos la qual voles inscidir, e strenh autre liament sobre le loc; e extenda le ministre un liament a las partidas dejos, e extenda le ministra autra liament en sus; e tu separa la carn la qual es entre dos liamentz ain spatum lat entro que sia descuberta tota la carn; e aprop sia inscidit o serrat.	And the way to penetrate a member or close it is that you tie strong ligaments at the joint and leave that which you wish to penetrate, and tie another ligament over the spot; and extend one ligament to the parts behind, and extend another ligament to those in front; and separate the flesh between two ligaments until all the flesh is exposed, then penetrate or close it.
E cove que sia pausat drap de li de totas partidas per so que no toque le loc sa, e que vengua al malaute lesio ajustada e apostema caut.	And cover it with a piece of cloth from head to feet so that it does not touch the spot, and let the disease come to an injury in proportion and in its usual season.
Mays si accideys flux de sanc quan obras, lahoras tu cauteriza le loc coytadament, o pausa sus lu alcunas polveras restrenhentz le sanc; e aprop retorna a la tua medicacio entro que sia complida.	But if it happens that there is a flow of pus while working, then either you cauterize the spot immediately, or pause on it some powdered ointments that restrain the pus; and return to your medicine until it is completed.
E aprop lia le membre plaguat am liament al u convenient, e cura aquel entro que sia sanat.	And now tie the afflicted limb to a comfortable place, and treat the inside so that it may be healed.
E yeu recomti a tu aquo que endevenc a un home en le sieu pe, aquest meteys accident le qual yeu e a tu recomtat, le qual es quar accidic a lu negror en le sieu pe am adustio que era asemblada a combustio de foc.	I recommend to you that seek out a man in the foot, this method which you have taught me, which is what causes the blackening of the foot due to scorching like fire.
E aquela corrupcio accidic primierament en le sieu dit entro que tendec tot le pe.	And that corruption originates first inside the foot, spreading throughout the entire foot.
E adonc aquel home preparec per si meteys pus que vic la curacio anar al membre am la vehemencia de lu que atrobec de dolor e de adustrio de lu, e el inscidic aquel pe entro a la junctura, e foc sanat.	And then that man prepares himself to apply the pus so that the cure will come through the member with the intensity of its pain and scorching of it, and then applying heat to the foot into the joint, and healing occurs.
Lonc temps accidic a lu aquela meteyssa corrupcio en le dit de la ma indic.	Long periods of time will occur with that method of corruption in the foot of the hand.
E adonc venc a mi, e so me perforsat repercutir aquela superfluitat am aquo que pausegui sobre la ma de las medicinas, aprop la mundificacio del cos de lu; e no es repercussa la superfluitat e comensec anar al autra dit entro que comensec en la ma.	And then I come to my senses and realize that there is unnecessary waste here with these medicines, appropriating the body of the patient; and it does not affect the necessary thing, starting from the other foot where I began.
E el apelec me a inscidir la ma de lu, e yeu no volgui far aquo sperant sobre la repercussio de aquela superfluitat, e mays que temegui deves la inscizio de la ma de lu mort, quar la vertut del malaute era sobre cazement.	The translation of the given text is:
E pus que el se desperec de mi, es retornat en la sua terra e pervenguec a mi que aquel home preparec e inscidic la sua ma tota, e es sanat.	And then when that person has died, he returns to his land and I am informed of the preparation and insertion of his liver, and he is healed.
E no he adhuzida aquesta narracio sino per que sia adjutori sobre aquo que catz de aquesta malautia, e que sia significacio per la qual sia significada e segon la qual sia obrat.	And I have not adopted this narrative, but rather to be an assistant on what is known about this illness, and so that it may be understood and according to which it should be acted upon.
De cura sinuum et qualitate clisterizationis cum medicinis.	Of the treatment of stones and the quality of clusterization with medicines.
Quan accideys apostema en alcus membres carnozes e·l spazi de l’apostema es prolonguat entro que fa colleccio de sania, e aprop es romput e perforat, e es eyssida de lu la sania, e roman le loc vuoyt quays cum si era vayssel, e la codena que es desobre lu ayssi cum drap subtiliat, e no es pervengut a deriera corrupcio, e no inprimeys en le os o en nervi ni en liament, es apelat sinu, e no es nompnat fistula.	When an apostema occurs on fleshy meat and the space of the apostema is prolonged while it collects pus, and then it is ruptured and perforated, and the pus is evacuated, and the place remains empty as if it were a vessel, and the cloth placed over it sofits subtely, and it does not become corrupted to the bone or nerves or tendon, it is called a sinus, and it is not named fistula.
Mays empero si le spazi es prolonguat entro que la corrupcio enprema en alcun membre, lahoras es appelada fistula e no zukem.	But however if the space is prolonged to where corruption seizes on some member, then it is called a fistula and not a sinus.
E la cura de lu es que inscidas aquela codena tota ayssi cum es revolvut, e majorment quan es subtiliada e es fayta cum drap, e comfizas que no adhereys al loc per la sua corrupcio.	The treatment of the patient is that inserted that cord in its entirety up and down as it has been revolved, and more so when it is subtilized and made with a cloth, and comforts that do not stick to the place due to its corruption.
Mays si tu speras que la codena adheresca e que aquela corrupcio no aja conseguit per deriera consecucio, e en la codena ha spassitut de cara, lahoras tu cura aquel am clisteri.	But if you hope that the cord adheres and that that corruption has not succeeded by any further consequence, then cut out the swelling from the face of the cord, for this is the treatment.
E es que consideras al sinu, e lahoras si es gran, e·l brac que yeys es de fetent odor, lahoras clisteriza aquel am medicament egipciac le qual es de oli e vi agre e ziniar recebent partidas enguals, e sian ajustadas en un vayssel, e sian coytas sobre le foc entro que’l medicament se fassa rog e pervengua a specitut de mel.	And thus consider the sinus, and if it is large, then let cut out that (the swelling) with a medicine Egyptian, which consists of oil and vinegar and resin, receiving parts in a vessel, and sewn together so that the medicine may be cooked and penetrate into the specific location of honey.
E aprop tu pren de lu aquo que es necessari e dissolveys lu am aygua e mel; e clisteriza am aquel le sinu, e strenh le orrifici de lu, e layssa la medicina en lu per la quantitat de doas horas.	And take from it that which is necessary and dissolve it in water and honey; then let cut into the sinus, and strengthen the openings of it, and ease the medicine upon him for the amount of two hours.
E aprop extratz aquela am sprecio; e fay aquo per tantz dias entro que sia mundificat le sinu e sia remauguda la pudor.	And take out that (the swelling) which is expensive; and do this for so many days until the sinus is softened and the stench is removed.
E alcunas veguadas es clisterizat am aygua de cendre, quan no es a tu prezent aquest medicament; e es que tu prenguas la cendra de vitz, e met sobre lu aygua; e aprop cola aquela e clisteriza aquel am ela entro que te confizes que·l sinu lahoras es ostat.	Certain remedies are used with ash water when it's not the present medicine; and it is that you take the ash of vitis, and put it over the water; and you will tie that up and apply it to the sinus whenever you confess that it hurts.
E si le malaute no ha tollerancia sobre le medicament egipciac ni l’aygua de la cendre, lahoras clisteriza aquel am aygua e mel e quays sia mesclat ziniar trissat, e clisteriza aquel am vi e mel mesclat, quar de proprietat de mel es que mondifique e lave, e le vi fa adherir le sinu, e majorment quan en le vi ha superfluitat de stipticitat e de siccitat.	If the malady does not tolerate the Egyptian medicine or ash water, then apply it with water and honey, which should be mixed three to one; and apply it with wine and honey mixed, because of the property of honey that it mutes and cleans, and the wine adheres to the sinus, more so when there is an excess of stipticitat and dryness.
E cum tu fas aquo alcunas veguadas e te comfizes que·l sinu ja es remaugut, lahoras clisteriza aquel am aquo que fa naysser la carn en lu.	And when you apply water to certain remedies and confess that the sinus is already healed, then apply it again with water which makes the flesh swell in it.
E es que prenguas de enguent dyafinicon e dissolveys aquel am oli rozat e vi stiptic; o que clisterizas aquel am alcunas medicinas e enguentz autres que hajan las proprietatz les quals ja he yeu scritz en le tractat dels enguents.	And that's because you take of the root of dafinicon and dissolve it with rose oil and white vinegar, or apply it again with certain medicines and swallow others which have properties which I had previously written about in the treatise on the stomach.
E si le orrifici del sinu es streyt en le qual no es recebuda la canula del clisteri, lahoras tu le amplifique aquel am ferr petit a petit, e pausa en lu calgua envolopada en enguent egipciac o en enguent basilicon entro que sia amplificat.	If the openings of the sinuses are straight in which the cannula of the phlebotomy does not enter, then you must enlarge them gradually by making small incisions and pause when they are full wrapped in linen egypcian or linen basilicon until they are enlarged.
E semblantment si le orrifici es ample, lahoras tu agregua las labias de lu am sutura e layssa de lu quantitat en la qual intre le clisteri ses addicio.	Similarly, if the openings are large, then you must add the lips of it with a suture and lacing softness in the quantity in which added to the phlebotomy its inclusion.
E si le orrifici de lu del qual corr le brac es elevat a las partidas desus, lahoras secca aquel en le pus bas loc que es en lu per que le brac corra entro dejos, quar quan le brac es coartat en la preondeza de sinu la carn esser en lu engendrada.	If the opening of it from which runs the arm is elevated to the posterior parts, then you must dry it in that pus base place where it is because the arm runs through those, so when the arm is arrested in the sinus location, the flesh be generated there.
E si no es a tu possible seccar le sinu entro al enviro del os pus bas segon que voles, lahoras te perforssa que prepares le membre am preparacio per la qual corr de lu le brac leugierament segon que es a tu apparelhat e que no sia en lu retengut alcuna causa del brac.	If it is not possible to dry the sinus into the inner part of the bone, pus base according to your will, then you must perforate where you prepare the member with preparation by which runs from the arm lightly as it is according to your apparel and that is not retained any cause of the arm.
E pren medicinas consolidativas que sian pausadas sobre le sinu convenientz ad aquo que vols exxten aquelas sobre drap de li.	Take conserving medicines that are laid on the sinus suitable to it, as you wish to extend those over linen cloth.
E le drap sia de tan gran quantitat cum fa la comunicacio de tot le sinu; e aprop inscidey am las forfexs en le dreyt del orrifici del sinu un trauc pus ample un pauc que l’orrifici del sinu; e aprop exten sobre autre drap de li dels enguentz leons segon la quantitat del trauc, e pausa le sobre aquel per posicio longinqua del orrifici del sinu per que sia aleujat le eyssiment del brac de lu e no ostes le drap gran sino aprop alcus dyas una veguada.	E the cloth should be of such a large quantity as it fills up the entire sinus; and then insert a forexe in the third part of the sinus, a little more than the size of the sinus itself; and extend over another cloth of linen from the throat of the lion, according to the amount of the wound, and place it there so that its position is distant from the opening of the sinus, in order that it may relieve the swelling of the arm and not hold back the great cloth only until after four days.
Mays aquel que es sobre le orrifici del sinu, le qual remauguas en tota hora per so que yesca aquo que es ajust en lu del brac.	But that which is over the opening of the sinus, which you rub in every hour to make it fit into its place on the arm.
E per que sapias si aquo que corr de lu del brac es mot o pauc, o es digest, o es no-digest.	And for that reason you should know whether the swelling on the arm is from too much or not enough, or if it is of a digestive kind.
E am aysso tu considera le loc de aquel sinu, si en lu sent le pacient dolor o no, e si es en lu apostema.	And so I consider the location of that sinus, whether it is in a place where the patient feels pain or not, and whether it is an inflamed area.
E cum la tua medicacio es prolonguada en la tal manieyra, e vesas la matiera que es gitada sobre le orrifici del sinu ja adhereys, o se apropria adherencia, lahoras le mayti tu le deslia o le tertz dia, e quan deslias la plagua, lahoras muda le drap per autre e renova le enguent.	And with your medication prolonged in that manner, and seeing the material that is spat over the opening of the sinus becomes adherent or forms an adhesion, then you will often remove it after seven days, or on the eighth day, and when you remove the plague, you will then change the cloth and renew the poultice.
Mays si del sinu aprop lon spazi yeys virus subtil, lahoras no te desperes de la adherencia de li, quar la sanacio de lu se apropria, quar so alcus homes en les quals tarda generacio de carn en las lors plaguas, e de aquels so en les quals es fayt le contrari de lu.	When the sinew is not very spacious and there is much subtlety in its space, do not lose hope of its adhesion, for the healing of it comes, for those who have homes in which it takes a generation of flesh on their wounds, and from those to whom it is done the opposite.
E si del sinu aprop motz dias es yssit brac indigest, lahoras sapias que·l sinu no adhereys; e si es tardada la adherencia del sinu e es la causa prolonguada, lahoras tu ajusta en exsiccacio de las medicinas, e si las medicinas so humidas en lor substancia e en la sua vertut, son seccas ayssi cum enguent dyafinicon, quan es en lu ajustada superfluitat de addicio de zegi.	If for a sinew there are many days and it is not yet moved by the arm to digest, you will know that the sinew does not adhere; and if the adhesion of the sinew is late and prolonged as its cause, then you adjust in the drying of medicines, and if the medicines are dry in their substance and virtue, they become wet like a dripping faucet, when it is adjusted with an excess of addition of sugar.
E le mays derier am le qual es curat, es que prenguas de enguent dyafinicon e sia dissout en oli rozat, e sia sobre lu vojat vi antic engual en la sua substancia, e aprop comfeys aquel am lu, e usa de aquel.	And the more you do to cure it, is that you take from the dripping faucet and dissolve it in rose oil, and put it on with a violent cauterization in its substance, and place comfort on it, and use that.
E ja fa semblant en aquela accio, quan no y a brac, enguent dyafinicon, mel quan es coyt entro que sia engrossat, e usa de lu; o que prenguas mirra e aloen e enses, e trissa tot e polveriza sobre le mel quan es sus le foc, e aprop lineys aquo sobre drap e strenh aquel sobre le sinu; e lineys aquel am le mel le qual has cuoyt entro que es engrossat, e polveriza sobre drap e strenh aquel.	And it's similar in that action, when there is no arm, dripping faucet, milk as thick as honey, use that; or take myrrh and aloes and apply, crush all and powderize over the honey as much as it can be on the fire, place lines of this on cloth and bind it tightly on the sinew; line it with the milk which you have poured in so it's thickened, and powderize over cloth and bind tightly again.
E alcunas veguadas so administratz am lu aristologia longua e razitz de lili celesti (e es lili celesti) e farina de errs e centaurea, e usa de aquels simples o ajustatz, trissa aquels e cribela e polveriza sobre le mel le qual he recomtat; e husa de lu.	Some treatments are administered to the patient with a long and complicated analysis of the celestial body (and it is indeed the celestial body) and flour of errum and centaurea, using those simples or mixtures, triss them and crumble them over the honey which I have recommended; and he uses it.
E si es prolonguat le sinu, e no es sanat per aquesta curacio, lahoras sapias que la corrupcio es en le preon de lu, e ja fa enquisicio en les osses o en les autres membres durs o als liaments; lahoras tu le cura am curacio fistular, ayssi cum desus es dit.	And if the sinew is prolonged and it does not heal by this cure, then you know that corruption is in the place of him, and you already did inquiry into his bones or other hard parts or ligaments; therefore he will be cured with fistular medicine as has been said.
De curacio de panarici et unguis attritae et incisione digiti additi et sectione.	Treatment of scabs and ingrown toenails with cut and incision of the added finger and section.
Panarici es apostema le qual nays dejos la ungla del dit pous de la ma o del pe, e fort leu nays en les autres ditz, e cum es prolonguat e la sua curacio es mens prezada, o es apostemat de apostema caut, o es corrumput, e gieta brac entro que corrodeys la razitz de la ungla, e fort leu corromp aquela tota, e fort leu perve la sua corrupcio al os entro que es a lu odor fetent, e es fayta la extremitat del dit lada, e la color de lu es fayta fusca.	The apostema (scab) is a swelling that forms on the tip of the finger or toe, and it is lighter in other places, but if prolonged and not healing quickly, it may be an ulcer with ulcers treatment, or it may be corrupted, causing the flesh to rot inside the bone, where there is a foul odor, and thus they make amputation of the infected limb, and its color becomes black.
E donc quan tu auras aquel am aquo que havem dit en la divisio e no comfereys la tua curacio, lahoras cove que tu inscidas am ferr tota la superfluitat que es romasa de la ungla e aprop cauteriza la plagla aprop aquo, quar cauteri mot es juvatiu en aysso.	When you have that kind of pain and it hasn't been treated by division and you don't think to cure yourself, then cover that you inscribe with iron all the superfluous thing that is broken of the nail and cauterize the wound nearby, because that cauterization is beneficial in this case.
Mays si le os es sa e la ungla es sana, e las addicios de la ungla vuoydas ja compremen las carns a las partidas dedintz, e comensan lu punger e ledeysso aquela, lahoras cove que tu pauses ray subtil dejos le angle de la ungla que pungeys la carn, e impelleys aquela sus e inscideys aquela carn am facilitat, e pausa sobre aquo que roman de la carn de las medicinas comburentz corrosivas entro que sia tot remaugut; e aprop cura aquel am enguentz entro que sia sanat.	But if the bone is not broken and the nail is healthy, and the addictions of the nail that were seen are already compressing the flesh to the parts of digestion, then cover that you pause subtlety on those, so that the angle of the nail which punctures the flesh, be pushed upwards and inscribe that flesh with care, and place your hand over it where remains of the corrosive medicines have burned in, until it is all retracted; and after apply a cure to that wound.
Mays si la corrupcio ja enprem en le os, lahoras cove que tu inscidas le os aquel e le extraguas, car nul temps no es sanat que sia en lu le os corrumput.	But if corruption has already seized the bone, then cover that you inscribe the bone which is there and extract it, because no time is cured where the bone is corrupted.
E si vezes la corrozio e la corupcio anar en le dit, lahoras tu inscideys aquel en un dels nozes segons que es premesa la sua rememoracio, e aprop cura aquel entro que sia sanat.	And if corruption and putrefaction come to the joint, then cover that you inscribe it in one of the nuts according to what is remembered beforehand, and apply cure to that wound so that it heals.
Mays si a la ungla endeve percussio o atricio, e endeve en aquela dolor vehement, lahoras cove que tu al comensament fleubotomes le malaute, e aprop secca la ungla am spatum agut am seccio transversa desus en jus, e guarda te que la seccio no pervengua entro a la carn que es dejos la ungla, quar tu faras accidir al malaute dolor vehement, e sira causa a nativitat de la carn ajustada superflua en le loc; e aprop cura aquel loc am aquo que ceda dolor.	If there is pressure or irritation in the nail, and there is great pain in that area, then cover yourself to prevent further injury, and cut off the nail with a sharp knife cutting across at an angle from just under it, so that the cut does not enter into the flesh which lies beneath the nail, for by doing so you will be able to open up the suffering of the disease, and cause its origin to lie in the excessive thickening of the skin over the spot; and then cure that spot itself with what is necessary.
Mays dit ajustat, le qual es nat en las mas de alcus homes, fort leu es carnos tot, e fort leu so en lu osses, o fort leu es en lu ungla.	May also be caused by a swelling that is native to most of the body's flesh, which is light and easy to bear, and light in its bones, or light in its nails.
E alcus de lu son natz en la razit de la junctura, o es la nativitat de lu en alcus nozes dels ditz.	And these are also native to the root of the joint, or they are the origin of small swellings in some of its parts.
Mays aquel que es nat en alcus nozes del dit no se mau, e aquest que es nat en las juncturas fort leu es maugut.	May the one that is native to small swellings in the finger not be bad, and the one that is native to joints is light.
E de aquels que son natz carnoses, la seccio es leugiera, e es que tu inscidas aquel deves la sua razitz am spatum lat.	And those that are flesh-born, the cut is light, and it is because you should incise that part with a sharp knife.
Mays de aquel que es nat en la razitz de la junctura, la curacio es dificil; e donc guarda te de la abscizio de lu.	It's difficult to cure a person born with joint issues, so be careful not to remove them.
Mays en aquel que es nat en dit deves les nozes, cove que tu inscidas al comensament la carn de lu am inscizio redonda entro al os, e aprop serra am una de aquelas serras convenientz ad aquo, e aprop cura aquel entro que sia sanat.	May be easier to cure someone born with arthritis of the joints, where you insert small needles into the beginning of their flesh, along with an incision round the bone, and carefully remove that tissue in order to heal.
Mays consolidacio la qual accideys als ditz entre lor motas veguadas o per nativitat del home que nays enayssi, o per consolidacio de plagua o per combustio de foc, o per semblantz, adonc cove que secces aquela consolidacio entro que les ditz retorno a la sua forma natural.	May be more effective to treat conditions that occur between the joints due to various reasons such as heredity, injury, plague, fire, or similarity, so that you can remove that consolidation and allow those joints to return to their natural form.
E aprop pausa entre lor draps de li enfuzes en oli rozat per que no sian consolidatz leugierament, e separa entre aquels, o pausa entre aquels una lamina de plom subtil entro que sia consolidat segon que cove.	And you should pause between their bedcloths infused with rose oil so that they don't get lighter in consolidation, and separate them, or pause between those ones a thin layer of lead to be consolidated as desired.
E semblantment si accideys consolidacio en alcus ditz am la palma, lahoras tu secca aquela consolidacio segon que es preparada e conveneys a la figura del membre.	And similarly if consolidation occurs in the knuckles on the palm, then you dry off that consolidation according to how it's prepared and convey it to the shape of the member.
De inscizio de vices, so son varicas.	From the incision of vices, so they are varicose veins.
Vices so son varicas, e so venas envolutas grossas plenas de superfluitatz melencolicas las quals veno en motz dels membres del cors, e le major adveniment de lor en las cambas, e majorment en las cambas dels itinerantz e dels laborantz e dels portantz.	Deformed veins and swollen veins filled with melancholic superfluities that flow in the parts of the body's limbs, and their greatest occurrence in the groin area, and even more so in the groin areas of travelers, workers, and porters.
Adonc cove que tu administres purguacio del cors de colera negra alcunas veguadas am expulcio fort, e aprop sangna le pacient de la vena basilica.	Therefore it can be administered purgation of the black bile from the body, sometimes with forced expulsion, and take blood from the patient through the vein basilica.
Mays la curacio de lor am ferr es segon dos manieyras: la una es que sia inscizas e sia atirat aquel sanc negre, e l’autra manieyra es que sia elevada la vena e sia extrayta tota.	But their cure can be done in two ways: one is to cut and apply the black ointment, and the other way is to raise the vein and extract it entirely.
La seccio de lu es segon aquesta manieyra: embroca al comensament la camba am aygua cauda mot entro que le sanc gros sia resolvut, que es feculent de la camba, e aprop strenh la camba del malaute a la partida pus sobirana de la coyssa entro a la partida dejos del denol am una benda, e aprop secca la vena en un loc, o en dos, o en tres am seccio ampla, e aprop eleva le sanc negra am la tieua ma de la partida dejos de la camba entro en sus, e desus en jus, entro que del sanc sia yssida la quantitat que voles e que vezes habastar, e la qual tollera la vertut del malaute.	The incision is made in this way: first, tie the groin area with a caudle-filled cloth, which has been rendered foul-smelling from the groin, and then tighten the groin of the sick person to the lowest pus-ridden spot on the wound's exit, leaving behind only the damaged flesh with a bandage, and then cut the vein in one, two, or three wide sections, and tie back the black ointment with the turgid hand from the wounded groin into its interior and outwards, until the ointment has been drained of the desired amount and quantity.
E aprop lia aquela, e comanda a lu que abstengua de las viandas colera negra engendrantz.	Let's open the space between them, and command him to refrain from consuming black, red meat that produces.
E itera la curacio per fleubotomia quan las venas so umplidas e aquo notz al malaute.	Let's perform the cure by vein ligation when the veins are full and he notices his illness.
Mays la elevacio de lor es segon aquesta manieyra: tu que razas la camba del malaute, si en lu so motz pels, e aprop met le en banh e embroca la camba de lu am aygua cauda entro que s’enrogesesca e las venas sian exuberadas; o que sia exercitat per exercici fort, si banh no es a tu present, entro que·l membre sia scalfat.	Now as for elevating their body in this manner: you who lift the patient's leg, if it has swellings on it and put him in a bath with hot water and bind his leg with a wet cloth until they turn red and the veins are swollen; or if he is exercised vigorously, put him in the bath when it's not at your place, until the member is flaccid.
E aprop secsa la codena en le dreyt de la vena per seccio en le lonc o en le derier de lu deves le denol, o en le pus bas de lu deves lo talo.	Let's cut the cord on the third finger of the vein to sever it on the long side or on the inner part if he cries out, or on the lower part if his toes are swollen.
E aprop uobre la codena am uncis e excorja la vena de tota part entro que appara al sentiment, e es deves la appericio de lu que vezes aquela roga declinant a negror.	Let's apply pressure to the cord with an unguent and excoriating the vein on all parts until it appears in the sensation, because that is when the appearance of the ulcer will decline towards blackness.
E donc cum evazeys e de la codena tu vezes aquela blanca quays sia corda.	And thus, by tying and then cutting, you should remove that white band around the cord.
E aprop tu met dejos aquela le ray entro que sia elevada e sia gitada de la codena, e sospen aquela am onci orp leon.	And then place your hand under that cloth so that it is raised and drawn upwards by the cord, and suspend the arm above to prevent any leakage.
E aprop secsa autra seccio aprop aquela seccio per tres ditz, e aprop excorja la codena de la partida desus de la vena entro que apparia.	And then cut off another section to that section for three days, and exorcise the cord from the starting point of the vein in which it appears.
E aprop eleva aquela e inscideys aquela en deriera seccio deves le talo, e aprop extratz aquela e eleva aquela entro que sia yssida per la seccio segonda, e aprop extratz aquela de la seccio que es sobre aquela.	And then elevate that and insert it into the fifth section of the talus, and cut out that one and raise it inwards towards the second section, and cut out that one from the section above.
E fay aquo entro que extraguas aquela de la seccio que es pus sobirana o pus auta de totas las seccios, entro que tota es yssida; e lahoras inscideys aquela.	And then do this so that you extract it from the section which is higher or lower than all of the sections, until all of them are outwards; and then insert it.
E si no obezeys a tu ad extrayre e elevar, lahoras intromet una agulha am fiel fort doble e ligua aquela e extratz la, o intromet dejos lu le ray e revolveys la tua ma a tota part entro qu’en sia getada.	But if you do not obey to extract and elevate it, then insert an arrow into the flesh with a thorn double and tie it up and cut it out, or insert your hand into that cloth and turn your hand over all parts until it is drawn out.
E guarda te que no sia inscidida; quar si es trencada, es fayt a tu dificil elevar aquela mot e es vengut sobre le malaute per aquela nocument.	Beware that it is not inserted; for if it breaks, it will be your hard work to elevate that part and it will come back upon the patient with that injury.
E cum aquela tota auras fora-gitada, lahoras pausa sobre le loc de la plagua lana submerssa en vi e oli rozat e oli no-rozat, e cura aquel entro que sia sanat.	When that whole area has been frozen to death, then pause on the spot of the wound submerged in water and oil both rough and smooth, and cure it into what is healthy.
E si la vit es contrayta havent tortuositat a la qual sia envolucio a las partidas, e no es segon rectitut segon que havem dit, lahoras cove que tu fendas sobre aquela a tota partida de tortuositat de lu e als locs de envolucio de lu, e aprop suspen aquela am uncis entro que eleves aquela tota.	If the vein is contracted and has twisted around it to the parts, and it is not according to right order as they have said, then cover that you tear open the whole part of twistedness of it and the places of its wrapping, and suspend that within until you raise it all.
E guarda te deves la tua seccio que no inscidas la vena e que no plagues aquela, quar dificil sira a tu elevar aquela; e serva la tua prudencia en aquela.	And beware for yourself do not leave that section which you have not pierced the vein and which will plague it, because it is very difficult to raise it; and serve your prudence in that.
Forma del inscident am le qual es seccada vit:	Shape of the incision by which the vein is severed:
Forma de unci orp:	Shape of a hook or scimitar:
No es a lu accuitat ayssi cum als uncis ni es de aguda extremitat per so que no plague la vena; e es de grossa flexibilitat leon, quar si era subtil, inscidira la vena per la sua subtilitat; habantz es en lu superflua grosseza ayssi cum havem dit.	It is not suitable for using a hook like the ones or an edged extremity because it would plague the vein; and it has great flexibility like a lion, because if it were subtle, it would pierce the vein by its subtlety; such are its excessive thickness as we have said.
De extraccio venae cruris.	The extraction of the veins from the thigh.
Aquesta vena es engendrada en las cambas en terras caudas ayssi cum al- Ategi en terra de Arabics e en las terras de India caudas e aridas de pauca teneritat e en las quals no nays erba ni aybre.	This vein is generated in the lower regions, as observed by Al-Athiri in Arabic lands and in the dry lands of India, where there is little strength to support plant growth.
E fort leu es engendrada en autres locs del cors otra las cambas.	It is lighter in other parts of the body, aside from the lower regions.
E la gestacio de lu es de putrefaccio que ve dejos la codena ayssi cum venen dedintz le cors serpentz e vermps e scarides e verms engendrantz entre la codena e la carn.	And the conception of it is decay and corruption, leaving behind veins like rotten cord, filled with venomous serpents and worms, as well as scorpions, which breed between the vein and the flesh.
E senhal de la suscepcio de l’adveniment de lu es de aquesta vena que accideys en la camba enflammacio vehement; e aprop le loc es vesicat; e aprop comensa la vena yssir del loc de aquela vesicacio quays sembla razit de planta.	And the sign of its conception is that this vein occurs in inflammation of the lower region, so place the area to be vesicated, and then as the vein begins to emerge from that vesication it seems like a burst of plant sap.
E adonc cum appar de lu la extremitat, lahoras cove que tu envolvas sobre aquela una pessa de plom del qual sia le pes de una drac. entro a ii drac., e noza aquela e layssa le plom suspendut de la camba.	And when it appears to emerge from the extremity, then cover that area with a piece of lead weighing the weight of an eagle, and enter into it this weight, so that you hold the lead suspended over the lower region.
E tantas veguadas cum yeys de lu alcuna causa a las partidas defora, envolveys aquo em plom e noza aquel.	It's commonly known as gout among doctors.
E si mot es prolonguat, lahoras tu inscideys una partida de lu e envolopa le romanent; e no inscidas aquela de razit entro que sia fora yssida, quar si inscideys aquela es contrayta e intra en la carn e fa accidir apostema e poyredura en le loc e ulceracio mala.	If the pain is prolonged, then you inscribe a part of it and wrap up the remaining; and do not inscribe that one within when it comes out, because if you inscribe that one, it will be contracted and enter into the flesh, and cause an apostaema and pus and ulceration in the place.
Per que cove que sia tractada suaument e sia extrayta petit a petit, entro que sia fora-gitada del derier de lu e no remangua de lu alcuna causa en le cors.	Because it can be treated by gradually treating and extracting small pieces of it, until it is completely removed from the lower part of it and does not cause any further trouble in the body.
E de aquesta vena es yssit en alcus homes que es en la sua longitut de v palms e de detz e ja es pervengut a mi que yssic un de xx palms.	And of this vein, there are eight fingers in which it has taken up residence, about the length of three palms and already it has spread to my side, I have heard that one of them is two palms long.
E si es inscidida en la hora de la sua medicacio, lahoras intromet lo ray en le trauc de lu e perfora aquela am lonc trauc am le cors, entro que sia evacuat tot aquo que es en la materia, e administra putrefaccio del loc per alcus dias am medicinas; e aprop cura aquela per la curacio de apostemas.	If it is inscribed at the time of its treatment, then you interrupt the ray into the track of him and pierce that one along that long track in the body, until all that is evacuated from the matter, and administer putrefaction to the place for eight days with medicine; and then cure it by the healing of apostaema.
E aquesta vena alcunas veguadas ha motz ramps, e majorment quan apar a la junctura del pe o en le pe, e veno a lu motz orrificis, e es yssit de quascu orrifici ram.	The vein has some swelling sometimes, and more so when it appears at the ankle or foot, and then comes to swell in many orifices, and emerges from one of those orifices.
E donc cura aquela ayssi cum havem dit en la divisio e am aquo que es desus dit.	Therefore cure that swelling as we have said in the division and as we have previously mentioned.
De sectione super vermes generatos sub cute et dicitur aegritudo bovina.	From the section above, worms generated under the skin are called cattle sickness.
