Ayssi comensan las paraulas de Albucasim .	 "Thus begin the words of Avicenna.
E la generacio de aquest hernia es per debelitat la qual accideys als genetius, per que ad aquels es efundunda aquesta materia, e alcunas vetz accideys per percuscio fayta sobre les genetius.	 And the generation of this hernia is due to weakness which occurs in children, because to them this material is infused, and sometimes it happens due to blows on the children.
E aquesta humiditat es havent motas colors, quar la color de lu o es declinant a citrina o a sanguinent, o rog, o es negra feculenta, o es ayguosa blanqua, e es aquo que es mays.	 And this humidity has many colors, because its color can be tending toward yellow or red, or pink, or black and dirty, or watery white, and the latter is the most common.
E les senhals per les quals es saubut on es aquesta agreguacio de aygua so aquestz: quar si es en le ciphac blanc le qual havem dit, lahoras le apostema es redon declinant un pauc a longitut ayssi cum figura de huou, e appar le genetiu, quar la humiditat conte aquel de tota part.	 And the signs by which one knows that this accumulation of water is occurring are these: because if it is in the white cloth we mentioned, then the abscess is roundish and somewhat elongated like a figure of an egg, and the genitalia appear, because the humidity surrounds it on all sides.
E si la humiditat es en le propri pannicol, lahoras le apostema es redon am partida del huou e per aysso hom estima que es autre huou.	 And if the humidity is in the proper tissue, then the abscess is round like the shape of an egg and therefore it is believed to be another child.
E si la humiditat es entre la codena dels genetius e·l ciphac blanc, lahoras catz dejos le centiment.	 And if the humidity is between the chain of the genitals and the white cloth, then it falls between the two.
E cum tu vols la cognicio de la color de la humiditat, lahoras tu esproa la color de la humiditat en le apostema am entromes cayrat del qual la forma es precedida; e segon aquo que es eyssit en le vestigi del entromes, jutga de aquo que es dedintz lu.	 And when you want to know the color of the humidity, then you test the color of the humidity in the abscess with a glass vial that is clear; and according to what appears in the residue of the glass, judge what is inside it.
Donc quan nos vinem a la curacio de lu am ferr, lahoras cove que comandem al malaute que sia fleubotomat si aquo es a tu possibla, e vezes le cos de lu ple.	 Therefore, when we come to the treatment of him with iron, it is necessary that we command the patient to be bloodletted if this is possible for you, and then empty his body of blood.
E aprop sia resupinat sobre le sieu dos sobre alcuna causa un pauc auta, e pausa dejos lu motz draps.	 Then he should be laid on his back on a somewhat high pillow, and soft cloths should be placed under him.
E aprop setz tu sobre la part sinistra de lu, e comanda al ministra que segua a la dextra de lu, le qual extenda la sua vergua a hun de dos latz a la codena dels genetius e a la partida del mirac del ventre.	 And then sit on the left side of him, and command the servant to follow on his right side, which extends its leg to one of the two sides at the groin of the thighs and at the opening of the navel.
E aprop pren spatum lat e scindeys la codena dels genetius del mieg loc per la longitut entro prop le pentenilh.	 And then take a wide spatula and cut the groin of the thighs from the middle place for the length up to near the penis.
E sia fayta la seccio segon rectetut engualment distant de la linha que deveseys la pel dels genetius, entro que pervengua al ciphac blanc comprehendent.	 And let the section be made straight and equally distant from the line that follows the pubic hair of the thighs, until it reaches the white bladder.
E excorja aquel, e observa, e guarda te per aysso que tu no inscidas aquel; e la tua excoriacio am la qual aquel excorjas per partida jassia que sia suspenduda am le huou mays e subtilment escruta am la excoriacio segon la quantitat a tu possibla.	 And cut that, and observe, and guard yourself by this, that you do not cut it; and your incision with which you cut must be made so that it is suspended with the most subtle and careful examination of the cut according to the amount possible for you.
E aprop perfora le ciphac ple de aygua am perforacio ampla, e extratz tota l’aygua.	 "And then puncture the bladder full of water with a wide hole, and extract all the water.
E aprop separa entre doas labias de la seccio am uncis, e exten le ciphac a las partidas desus; e no toques la codena les genetius comprehendent, e inscideys le ciphac en aquela manieyra que es a tu possible.	 "And then separate between two lips of the section with a hook, and extract the bladder in parts above; and do not touch the cord, the testicles comprehending, and cut the bladder in that manner as is possible for you.
E inscideys aquel am la sua totalitat o en pessas, e majorment le sieu latz subtil, quar si tu no perscrutas exquisidament la inscizio de lu, no es fayta segurtat que la aygua no retorne.	 "And cut that [bladder] with its entirety or in pieces, especially the thin part of it, for if you do not carefully examine the incision of it, it is not certain that the water will not return.
Mays si le huou procezeys de aquela defora de la sua codena en la ora de la tua operacio, lahoras quan tu auras complida la seccio del ciphac, retorna dedintz aquel, e aprop ajusta las doas labias de la codena dels genetius am sutura, e aprop cura aquel ayssi cum las autras plagua, entro que sia sanat.	 "But if the egg proceeds from that outside of its cord during your operation, then when you have completed the section of the bladder, return it inside, and then adjust the two lips of the cord of the testicles with a suture, and then heal that as well as the other wounds, until it is healed.
E si atrobas le huou corromput per autra malautia, lahoras cove que tu lies les vayssels les quals so sore le suspensori, e extrat le huou, e aprop cura aquel am aquo que havem dit.	 "And if you find the egg corrupted by another illness, then it is necessary that you tie off the vessels which are above the suspension, and extract the egg, and then heal that with the water we have mentioned.
Mays si l’aygua es agreguada en doas partidas esemps, lahoras sapias que doas son las ernias; donc inscideys aquela partida segon que has feyt en l’autra engualment; e si es a tu vist que sia una opera, lahoras tu la fay.	 But if the water is divided into two equal parts, then you know that there are two hernias; therefore, incise that part in the same way as you did with the other one; and if it seems to you that it is a single operation, then you do it.
E aprop tu abstergiys le sanc, e entramet en las seccios lana submersa en oli o en oli rozat; e pausa deforo autra lana la qual tu as submersa en vi e oli, e expandeys aquela sobre dos genetius e·l mirac del ventre; e pausa desobre draps doblatz e pulvils, e lia aquels desobre am liament le qual es segon aquesta forma:	 Then you clean the blood and insert between the sections wool soaked in oil or olive oil; and place another piece of wool outside, which you have soaked in wine and oil, and spread it over two cushions and the lower part of the belly. Place cloths and poultices on top and bind them securely with a bandage according to this method:
e aprop sian preses dos draps e sian humplitz de lana carmenada segon aquesta semblansa; e sian faytas las extremitatz am les quals es premut de coto o de lana humida, e sian agreguatz am strectura en le braguier de las braguas, e la una de las extremitatz prengua del cul entro al dos, e la segonda prengua a la partida del pantenilh, e dos extramitatz sobre dos coyssas dejos e dos extramitatz autras sobre dos angonars, e tota extrictura sia ajustada en le braguier de las braguas.	 And then take two pieces of cloth and dampen them with wool soaked in this manner; make the ends with which you press with cotton or dampened wool, and attach them securely to the crotch of the undergarments, one end taking from the buttocks to the back, and the second taking from the groin area. The two ends should be placed on two cushions below and two other ends on two pillows, and all the binding should be secured in the crotch of the undergarments.
E alcunas veguadas aquesta hernia es medicada artificialment am cauteri en loc de seccio am ferr; e es que tu prenguas cauteri cutellar subtil e que inscidas am aquel la codena dels ginitius, e es ignit segon que havem recomtat entro que sia descubert le ciphac blanc contenent la aygua, e lahoras tu pren cauteri segon aquesta forma:	 And sometimes this hernia is artificially treated with a cautery instead of a knife cut; and it is that you take a fine surgical cautery and inscribe with it the cord of the testicles, and it should be ignited according to what we have recommended until the white bladder containing the water is exposed. Then you take a cautery of this form:
e es asemblat a letra greca.	 ...and it resembles the Greek letter.
E aprop perfora am aquel ciphac, e es ignit entro que tota la humiditat sia fora-gitada.	 Then you perforate that bladder with it, and keep it ignited until all the moisture is expelled.
E aprop exten le ciphac am uncis, e excorja am uncis, e excorja am cauteri subtil ignit; e inscideys aquel segon que es a tu possible entro que eradiques tot lu; e guarda te del huou que·l foc no·l toque.	 Then you extend the bladder with hooks, and scrape it with hooks, and scrape it with a fine ignited cautery; and cut that as much as possible until you eradicate everything; and be careful that the fire does not touch the egg.
E sapias que aquesta operacio es pus salva e pus longinqua de flux de sanc, e milhor que operacio am seccio.	 Know that this operation is safer and less likely to cause bleeding, and better than an operation with a knife cut.
Mays si a tu fa contrarietat apostema caut en la hora de seccio o en hora de cauteri, o flux de sanc, lahoras cove que tu cures qual contrarietat fa a tu per aquo, am curacio la qual conveneys a lu segon que es dit.	 However, if you encounter an abscess during the knife cut or during the cautery, or if there is bleeding, then it is necessary that you treat whatever difficulty arises for you with the cure that is appropriate to it, as will be said.
Mays si le malaute es pauruc, e no spera la segonda operacio per la sua horribilitat, lahoras administra perforacio segon que yeu recomti aquo; e es quan es certificat deves tu, per aquo que havem dit de las significacios, que aquela hernia es ayguosa.	 Here's a line-by-line translation of the given text:
Lahoras cove que tu fassas sezer le malaute sobre alcuna cezelha elevada, aprop perfora le apostema en la partida pus bassa de lu am spatum lat, e pausa la perforacio segon la longitut del cos.	 Now it's time to lift the patient onto some raised surface. Then, pierce the abscess in its lowest part with a lance, and hold the puncture according to the length of the body.
E sia la apercio ampla entro que corro tota l‘aygua.	 And let the opening be wide enough for all the water to flow out.
E aprop pausa sobre le loc coto e lia aquel e layssa aquel, per so que corro le romanent de l’aygua.	 Then place a cloth over the area and tie it tightly, so that the remaining water can drain.
E aprop cura aquel entro que la plagua sia sanada.	 And then care for it until the wound is healed.
Mays si contrarietat es a la egrecio de l’aygua en aquela hora tu perforas aquela: e aquo no es fayt sino per aquo quar le pannicol blanc en le orrifici de la plagua fa contrarietat e prohibeys le eyssiment de l’aygua, lahoras cove que tu metas en la plagua pena o instrument am la qual es extrayta l’aygua dels ydropitz, la forma del qual es precedida; o ajusta en la opprecio de la plagua un petit.	 But if there is resistance to the expulsion of water at that time when you puncture it: and this happens only because the white layer in the orifice of the wound causes resistance and prevents the exit of water, then you must insert into the wound a pen or instrument with which water is extracted from bladders; the shape of which is previously described. Or adjust to the opening of the wound a small tube.
E sapias que l’aygua retorna, e es agueguada aprop vi meses o enaviro aquels; e cum es agreguada, lahoras sia perforat segon aquela meteyssa manieyra, quar le malaute ayssi passara les sieus dias.	 And know that the water will return, and it is expected to do so within a year or less; and when it does, then it should be punctured in the same manner, because the patient will thus spend their days in this way.
Capitol .lxiii.	 **Capítulo 63.**
De seccio sobre hernia carnosa e la curacio de lu.	 **Sobre la incisión en hernias carnosas y su tratamiento.**
Sapias que en la seccio sobre aquesta hernia es temor perdusent a pernicia en las majors disposicios; per que a mi es vista la dimissio de lu e esser salvat per aquela milhor.	 **Sabes que en la incisión de esta hernia hay un riesgo significativo de pérdida y daño en los tejidos más importantes; por lo tanto, a mí me parece mejor la extracción de ella para salvar al paciente.**
E yeu so rememorant la operacio en aquela e las specias dels apostemas.	 **Y yo recuerdo la operación y los procedimientos para tratar los abscesos.**
Donc, dic que l‘apostemas natz en les cos dels quals les genetius so conponutz e es fayt aquo per motas causas: o per superfluitat aguda agra, la qual es efundida als genetius, o per percuscio.	 **Así que digo que los abscesos se forman en los cuerpos cuyos tejidos son blandos y esto sucede por varias razones: ya sea por una aguda inflamación, que se infiltra en los tejidos, o por un golpe.** ️
E es la color de la apostema segon la color del cos, e no es atrobat en lu dolor, e es apostema greu.	 **Y el color del absceso corresponde al color del cuerpo afectado, y no se siente mucho dolor, pero es un absceso grave.**
E fort leu es apostema lapificada, del qual la color es fosca, e no es centiment a lu.	 **Y el absceso de tipo lápiz es oscuro y no se siente mucho dolor en él.**
E alcunas veguadas es fayt per nodacio de las arcerias, e per imflacio de aquelas ayssi quo ja es perceubut la rememoracio de lu, o per imflacio de venas.	 **Y algunas veces se forma debido a un nódulo en los vasos sanguíneos y por la inflamación de estos, de modo que ya se recuerda su presencia, o por la inflamación de las venas.**
Mays aquo que es per imflacio de arcerias es conogut per la dispercio de la apostema quan compremas aquela am les tieus ditz; e no cove que aquel toques.	 Here's a line-by-line translation of the given text:
Mays aquel que es fayt per imflacio de vena no es dispergut de lu alcuna causa deves la compressio am les ditz.	 Based on the pattern and context from the previous sentences, here's a possible translation for the given sentence:
E ja es possible que sobre aquesta specia sia fayta seccio e sobre les autres carns; e es que tu inscida la codena dels genetius, e aprop esten le huou a las partidas desus, e extratz aquel del ciphac blanc, e deliura le suspensori dels vaysels, e ligua les, e inscideys le suspensori pus que tu deliuras aquel de tota partida de las partidas del huou.	 Based on the context and the similarities with Latin, Italian, Spanish, and French, here's a line-by-line translation of the provided sentence:
Donc si l’huou ja es am aquelas carnadas consolida, lahoras cove que tu extraguas le huou e inscidas aquel.	 Therefore, if the egg has already become solid with those meat additions, then you should extract the egg and insert that (new mixture).
E si es adherencia entro alcuna causa del ciphac, o entre aquo que es entre les bayssels, lahoras cove que tu deliures tota aquela adherencia e inscidas aquela per inscizio redonda.	 If there is an adhesion due to some cause of the intestine or between what is between the bowels, then you should free all that adhesion and insert it through a round incision.
Mays si es nativitat de carn en le loc de la adherencia la qual es detras, lahoras cove que tu inscidas tot aquo que es de lu, e extraguas le huou ayssi cum havem dit.	 However, if there is a native flesh growth at the site of the adhesion that is behind, then you should insert everything that comes from it and extract the egg as we have said.
Donc cum es complida la tua operacio, lahoras omple la plagua de lana imfuza en oli rozat e vi; e aprop cura aquela am l’autra curacio entro que sia sanat.	 Therefore, once your operation is complete, then fill the wound with wool soaked in oil and wine; and then care for it with another treatment until it is healed.
Capitol .lxiv.	 Chapter .64
De la curacio de hernia que es de vitz.	 About the treatment of a hernia that affects the bladder.
Vit es apostema envolut per alcuna envolucio semblant a broto am mollificacio dels testiculs, e es fayt dificil movement exercitiu e deambulacio sobre le malaute.	 A bladder hernia is an abscess wrapped in a membrane similar to the scrotum, with softening of the testicles, and makes it difficult for the patient to move or walk.
E en la curacio de aquesta malautia es per temor per aquo del qual es precedida rememoracio.	 And in the treatment of this illness there is fear because of what it is preceded by.
Empero cove que diguam opperacio en aquela segon que fero les primiers.	 However, we must say that the operation on it should be done according to what the first (doctors) did.
E dic que cove que fassas sezer le malaute sobre una cezelha elevada; e aprop enpelleys le suspensori dels testiculs a las partidas dejos; e aprop te la codena dels genetius am les tieus ditz am les baysels que so probdas a la vergua; e tengua aquels autre ministre que tu, e extenda aquels am extencio vehement.	 And I say that it is necessary to place the patient on an elevated seat; and then separate the testicles from the scrotum; and then take hold of the penis with your said fingers and with the thumbs that are known at the base of the penis; and let another minister assist you, and stretch these (testicles) with great force.
E aprop inscideys am spatum lat agut per seccio traversa en le dreyt dels vaysels entro que sian les vayssels descubertz.	 And then make an incision with a sharp scalpel transversely to the right of the vessels until they are exposed.
E aprop excorja de tota partida ayssi quo a tu havem dit en extraccio de arceria las quals so en las templas.	 And then remove all parts in the same way that we have described in the removal of arrows which are in the temples.
E aprop fica en aquelas un’agulha en la qual sia fiel doble, e lia aquel en le primier del locs en les quals accideys vit, e lia aquel autra veguada en le derier de lor.	 And then place in those a double-threaded needle, and tie it first at the top of the places where the veins are cut, and tie it again at their base.
E aprop inscideys aquels en le mieg loc per seccio dreyta segon la longuesa del cos, e extratz aquo que es agreguat de las humiditatz fetulentas e corruptas.	 And then make a straight incision in the middle of those according to the length of the body, and extract whatever is accumulated from the foul and corrupted humors.
E aprop cura la plagua am curacio de las autras plaguas en las quals vols sania esser engendrada per so que caian les vaysels les quals noyreysso un de dos genetius, quar no es mal per aquo.	 And then treat the wound with the same care used for other wounds in which you wish to encourage healing so that the veins may close, because one of two things will happen: either it will be healed or it will not be healed by this.
Mays si accideys vit a totz les bayssels, lahoras cove que·ls testicols sian extragutz o que les testicols per aquo se cequo am les vayssels, per que sia privat de tot nutriment per la inscizio dels vayssels, e que sian estaborits, o que cequo per so que no sia juvament am aquels.	 Here's a line-by-line translation of the given text:
Capitol .lxv.	 Chapter 65
De la cura de hernia entestinal.	 "On the treatment of intestinal hernia.
Le adveniment de aquesta hernia es per seccio que endeve en le ciphac extendut sobre le ventre de part dels angunars del mirac del ventre, per que deysendo les budels de aquela ruptura ad alcu dels budels.	 "The occurrence of this hernia is due to a section that opens in the cipher extended over the belly from some of the angles of the wonders of the belly, so that descending the intestines from that rupture reach some of the intestines.
E aquesta ruptura es o del ciphac o de excencio de lu, e accideysso aquestas doas specias per motas causas: o percussio, o per sautz, o per clamor, o per elevacio de alcuna causa greu, o per semblantz.	 "And this rupture is either of the cipher or its exit, and these two species occur for many reasons: a blow, a jump, a shout, an elevation due to some serious cause, or similar.
E·l senhal de aquo, quan es per extencio del ciphac, es que accideys pauc a pauc en lonc temps, e no accideys soptament, e es apostema engual entro ves le preon per so quar le ciphac comprem le budel.	 "The sign of this, when it is due to extension of the cipher, is that it occurs little by little over a long time and does not occur suddenly, and there is an abscess inside the belly because the cipher presses the intestine.
E le senhal de lu es quan es per seccio del ciphac, quar al comensament fa accidir dolor vehement sobtament; e es apostema divers aparent dejos la codena propdana aparent, e aquo es per eyssiment del budel, e·l cos de lu a las partidas deforo del ciphac.	 "And the sign of it is when it is due to section of the cipher, for at first it causes intense sudden pain; and there is a different abscess appearing under the navel, which is due to the protrusion of the intestine, and its body in the parts outside the cipher.
E alcunas veguadas es fora-getat am le budel la tela, e es apelada aquesta hernia entestinal zirbal.	 "And sometimes the tunic is forgotten with the intestine, and this type of intestinal hernia is called 'sacculated'.
E alcunas veguadas es fayta am ventositat, e alcunas veguadas corr en le budel fenda, e aqui es retenguda, e es am aquo gran pernitia3 del malaute, e alcunas veguadas fa endevenir dolor malvada e majorment quan es premut.	 And sometimes it is caused by flatulence, and sometimes the intestine has a tear in it, which is retained here, and this is very detrimental to the patient, and sometimes it causes severe pain, especially when pressed.
E en la curacio de las especias de aquesta malautia am ferr es temor, per que cove que sia esquivat le cazament en aquela.	 And in the treatment of this kind of disease with iron, there is danger, so it should be avoided.
E la manieyra de la operacio de aquela es que comandes al malaute que redugua le budel am la sua ma a las partidas dedintz de la sua conquavitat si obezeys al sieu retornament, e aprop sia envessat sobre le sieu col entre las tuas mas, e eleva las cambas de lu.	 And the method of operating on this is that you command the patient to return the intestine with their hand to the inner parts of its cavity if it obeys the return, and then place them on their side between your hands, and lift their legs up.
E aprop sten la codena la qual siec la codena dels testicols a las partidas desus, e inscideys la codena dels testicols tota per le lonc; e aprop fiqua en doas labias de la seccio uncis segon que indigeysses a hubrir la seccio am aquels.	 And then stop the spermatic cord which is the cord of the testicles on top, and cut the spermatic cord all along its length; and then place in two lips of the section two needles as needed to open the section with them.
E si’ la seccio segon la quantitat que a tu sia possible que de aquela le huou sia foro-getat.	 And if, according to your ability, the opening from which the egg comes out can be enlarged.
E aprop excorja aquela ciphaqueth les quals so dejos la codena dels testicols, entro que sia descubert le ciphac blanc dur de quascuna partida.	 And then carefully remove that piece of skin which is left after the spermatic cord, until the hard white skin of each part is exposed.
Lahoras tu entromet le tieu dit en aquo que siec le testicol, en aquo que es entre ciphac blanc, le qual es dejos la codena del huou, e entre le ciphac segon, e absolve am aquel’adherencia que es en la partida detras del huou.	 Based on the provided context and similarities to Latin, Italian, Spanish, and French, here's a line-by-line translation of the given text:
E aprop mau am la ma la codena dels testicols a las partidas deforo, e am aysso exten le ciphac blanc en sus am la ma sinestra, e eleva le huou am le ciphac a la partida de la seccio; e comanda al ministre que extenda le huou ensus e tu dissolveys la adherencia que es detras am solucio complida.	 Here's the translation of the given sentence:
E cerqua am les tieus ditz que lay no sia alcuna causa del budel envelopat en le ciphac blanc dur.	 Based on the context of the previous lines, it seems that this passage is discussing a medical procedure related to intestinal issues or hernias. Here's a line-by-line translation attempt:
Mays si tu atrobas de lu alcuna causa, lahoras tu enpelleys aquel al ventre dejos.	 "But if you find any swelling in him, then expose it to the belly and leave it there.
E aprop tu pren una agulha en la qual sia fiel gros fayt de x fiels, e entromet aquel deves le derier del ciphac, le qual es jos la codena dels testicols, la qual siec seccio; e aprop inscideys las extremitatz las quals emineysso del fiel entro que sian quatre fiels, e aprop compausa alcus de lor sobre alcuna figura en manieyra de crotz; e lia am aquel le ciphac del qual havem dit que es dejos la codena dels testicols am fort liament de dos partz.	 "Then take a needle with a thick thread made of x threads, and insert it into the back of the scrotum, which is below the testicles, called section; then cut the ends that protrude from the thread until they are four threads long, and then bind some of them together in the shape of a cross; and tie it tightly to the scrotum with two parts.
E aprop envolveys las extremitatz dels fiels e lia aquelas am liament vehement entro que alcu dels vayssels que noyrrisso aquels no puscan trametre alcuna causa per so que de aqui no accida apostema caut.	 "Then wrap the ends of the threads and tie them tightly together so that none of the vessels can transmit any cause, lest an abscess occur.
E pausa autra veguada liament segon foro le primier liament, lonh de lu mens tres ditz; e aprop aquestz dos liaments layssa del ciphac le qual es dejos la codena dels testicols la quantitat de la grandeza del dit, e inscideys tot le romanent segon redondeza, e osta de lu le huou.	 "And place another ligature a little below the first one, three fingerbreadths away; and leave these two ligatures on the scrotum that is below the testicles, with the thickness of a finger, and cut off all the remaining parts in a circular shape, and remove the egg.
E aprop inscideys en la partida dejos de la codena dels testicols per seccio de la qual corra sanc e sania ayssi cum havem recomtat en aquo que havem dit.	 "Then make an incision in the area below the testicles, through which blood and pus will flow as we have described.
E aprop aministra lana submersa en oli, e pausa en la plagua; e aministra le liament le qual havem recomtat (e alcunas veguadas le ciphac blanc es cauterizat, le qual havem dit aprop la inscizio de lu temen de flux de sanc, quar motas veguadas accideys aquels) e leyssa le liament entro que per si caia.	 And immediately administer wool soaked in oil and place it on the wound; and administer the bandage that we have recommended (and sometimes a white cloth is cauterized, which we mentioned earlier for fear of excessive bleeding, because this often happens). Then leave the bandage until it falls off by itself.
Mays si le cazement de lu es tardat, lahoras de aygua cauda sia embrocat, e pausa sobre aquel entro que caia segon que havem dit.	 But if the bleeding is delayed, then dip a cloth in hot water and place it on the area until it falls off, as we said before.
E aprop cura la plagua am l’autra curacio de las plaguas entro que sia sanat.	 And then treat the wound with the other usual treatment for wounds until it is healed.
Capitol .lxvi.	 Chapter 66
De hernia ventosa.	 Of Windy Hernia
En aquesta hernia no e vist alcu que sia estat ardit sus la curacio de lu am ferr.	 In this case of windy hernia, it has not been seen that anyone has been bold enough to treat it with iron.
E les primiers diyssero que es fayta ayssi cum havem recomtat en la hernia que es am vi; la qual es que tu lies les vayssels aprop la seccio sobre aquela am fecilitat de lu; e aprop secca en le mieg loc en enviro le apostema am aquo que obro aquel, entro que caian les vayssels.	 And the first ones said that it should be treated in the same way as we have recommended for hernias with air; which is that you tie the vessels near the incision gently on it; and then dry in the middle of the area around the abscess with water that opens that, until the vessels fall off.
E cura la plagua segon que havem dit entro que sia sanada.	 And treat the wound as we said until it is healed.
Capitol .lxvii.	 Chapter 67
De la disropcio que es fayta en les anguonars.	 About the dislocation that occurs in the joints.
Alcunas veguadas endeve ruptura en les angonars ayssi cum havem dit, e emineys le loc.	 Sometimes there is a fracture in the joints as we have said, and it protrudes from the place.
E no deyssen als genetius alcuna causa dels budels al genetius; e si deyssen, aquo es pauc; e retorna s’en en totas horas.	 And [the physician] should not give any cause to the intestines for the intestines; and if he does, that is little; and it returns in all hours.
Mays si es prolonguat le temps am aquo, es ajustada fissura en le ciphac entro que deysenda le budel en le ciphac; e accideys aquo per la extencio del ciphac le qual es en le angonars ayssi cum havem dit, la qual causa es quar le ciphac es estendut, e aprop es mollificat e·l loc es apostemat e emineys.	 But if the time is prolonged with that, there is an appropriate fissure in the hip until it descends into the hip; and this happens because of the extension of the hip which is in the joints as we have said, which cause is that the hip is extended, and then it becomes soft and the place is swollen and protruding.
E la cura de lu es am cauteri ayssi quo es precedida la narracio de lu.	 And its cure is with a cautery as has been previously stated in this account.
E alcunas veguadas es curada am ferr segon aquesta manieyra: e es que·l malaute jagua sobre le sieu dos entre las tuas mas, e aprop secca le loc de la ruptura dels apostemas emineys am seccio per la latitut segon la quantitat de tres ditz.	 And sometimes it is cured with iron in this manner: and that is [for] the patient to lie on his back between your hands, and then dry the place of the fracture of the protruding swellings with a section according to the length following the quantity of three fingers.
E aprop strenh le ciphac blanc que es jos la codena entro que sia descubert.	 And then strengthen the white hip which is under the skin until it is exposed.
E aprop pren le ray e pausa aquel sobre le loc eminent del ciphac, e prem aquel al preon del ventre.	 Here's a line-by-line translation of your provided text:
E aprop cus le dos locs eminentz sobre la extremitat del ray del ciphac, e ajusta am la sutura un de aquels am l’autre.	 And then you should lift the two prominent places at the end of the thigh bone and secure them with stitches, one with the other.
E aprop extratz la extremitat del ray, e no inscidas del ciphac de tot, ni no extenda le huou, ni autra causa ayssi cum yeu te fi saber en la curacio de hernia entestinal.	 And then remove the end of the thigh bone and do not cut off all of the hip, nor extend the hollow, nor any other cause as I will teach you in the treatment of intestinal hernia.
E aprop cura aquela am la curacio de las plaguas, e cum inscideyses les fiels, mundifica aquela e restaura la plagua entro que sia consolidada; quar le ciphac es contrayt e no es ajustada la eminencia de ruptura.	 And then treat it with the treatment of wounds, and when you have cut the threads, clean that area and restore the wound until it is healed; because the hip is constricted and the prominence of the rupture is not adjusted.
E cauteri es milhor en aquest loc, quar es pus propda a salut.	 A cautery is better in this place, for it is closer to healing.
Capitol .lxviii.	 Chapter 68
De mollificacio de la codena dels testiculs.	 On the softening of the cord of the testicles.
Motas veguadas la codena dels testiculs en alcus homes es mollificada per aysso quar las carns que so entre aquela son mollificadas, e es fedat le reguardament de lu.	 Many times the cord of the testicles in some men is softened because the flesh between that is softened, and it is feared for him.
Adonc necessari es ad aquel que es preguat en la curacio de lu que fassa jazer le malaute segon le sieu dos, e enscida tota la codena la qual es mollificada sobre la codena natural; e aprop que ajuste doas labias am la sutura.	 Therefore, it is necessary for the one who treats this condition to make the patient lie according to his back, and cut off all of the softened cord above the natural cord; and then join together two lips with stitches.
E si vols, cus en le comensament la superfluitat de la codena mollificada am tres cozeduras o quatre e am ferma sutura.	 And if you wish, in the beginning, soften the excess of the cord with three or four boilings and secure it firmly with stitches.
E aprop inscideys entre las suturas; e aprop cura per curacio de las autras plaguas entro que sia sanat e caian les fiels.	 Then incise between the stitches; then treat with other treatments until it is healed and the threads fall off.
Capitol .lxix.	 Chapter 69.
De castracio.	 Of Castration
Sapias que castratio en nostre ley es excomengada, mays per causa es legut a mi que·m remembre de lu en aquest libre; e no es necessaria la rememoracio de lu sino per doas manieyras, de las quals es la una per so que aquo sia en la sciensa del metge quan es enterroguat de aquela, que sapia la curacio de lu al qual accideys; e l’autra manieyra es que nos motas vetz havem necessitat de castracio de autras bestias per les juvamentz nostres per aquelas, ayssi cum de motos, e de bocs, e de porcs, e de semblantz a las bestias.	 You should know that castration is forbidden in our law; however, it has been reported to me that I remember it in this book; and the remembrance of it is not necessary except for two reasons: one is so that it may be known by the physician when he is asked about it, that he may know the treatment of the man on whom it happens. The other reason is that we often have need of castration of other animals for our livelihood, such as horses, oxen, pigs and similar animals.
E donc dic que castracio es fayta en dos manieyras: o per atrissio, o per fissura a seccio.	 Therefore, I say that castration is performed in two ways: either by torsion or by incision and cutting.
Mays en aquela que es fayta per atrissio, la via de la opera es que nos fassam cezer la bestia en aygua cauda entro que·ls genetius de lu sian mollificatz e sian linhitz e que pendan.	 But in the case of castration by torsion, the way to perform the operation is to make the animal sit in hot water until its testicles are softened and lengthened and hang down.
E aprop pren aquels am la tua ma entro que sian resols e no apparescan dejos le tocament.	 And then take those with your hand into yourself until they are resolved and do not appear under the touch.
Mays en castracio fayta per fissura e seccio, cove que tu tenguas la bestia e premas la codena dels testicols de lu am la ma senestra.	 But in case of castration done by cutting and sectioning, it is necessary that you hold the animal and press its spermatic cord with your left hand.
E aprop lia le suspensori, e inscideys sobre quascun huou am una seccio entro que dos huous proceseysso.	 And then tie the suspensory ligament, and make an incision on each testicle with one cut until both testicles are processed.
E aprop inscideys aquels pus que auras quascu excorjat.	 Then cut those bladders that you have each peeled off.
E no leysses sobre aquels del ciphac alcuna causa, sino le ciphac subtil le qual es sobre les vazes.	 And do not leave any of these on the intestines for any reason, except the thin membrane that is above the bladder.
E aquesta manieyra de castracio es milhor la qual es fayta per atrissio, quar atrissio fort leu layssa alcuna causa dels testicols per que la bestia desira coyt.	 And this method of castration is better when done by squeezing, because squeezing strongly leaves nothing of the testicles so that the animal does not desire coitus.
E aprop cura la plagua entro que sia sanada.	 Then tend to the wound until it is healed.
Capitol .lxx.	 Chapter 70
De la cura de hermafrodozia.	 On the treatment of hermaphrodism.
Hermafrodozia en les homes es segon dos manieyras: la una es quar o appar en aquo que siec l’espazi en la codena de testiculs, en aquel que es entre dos testiculs figura quar cunh de femna en la qual so pels.	 Hermaphroditism in men occurs in two ways: one is when it appears that the space between the spermatic cord of the testicles is like a woman's vulva, which has hair.
E alcunas veguadas de aquel corr urina le qual es en la codena dels testiculs.	 "And sometimes from that place there is a release of urine which is in the scrotum.
