Ayssi comensan las paraulas de Albucasim .	 Here begins the words of Al-Bukhari.
E aprop itera aquela alcunas veguadas entro que la vertut del foc pervengua a la razit de la dentz.	 "And repeat this process several times until the power of the fire reaches the root of the tooth.
E si voys, submergeys lana o coto en le boder desus dit, e pausa aquel sobre la dent dolent, e pausa sobre aquel ferr ignit entro que·l ferr pervengua al preon de la conquavitat de la dent.	 "And if you prefer, dip wool or cotton in the aforementioned horn [filings], and place it on the painful tooth, then place hot iron on top until the heat reaches the depth of the cavity.
Mays empero la cauterizacio am foc es que tu atendas a la quannula de eram o de ferr, e sia en le cor de lu alcuna grocesa e la acuitat del foc no pervengua a la boca del malaute.	 "However, the cauterization with fire is that you pay attention to the tip of an awl or needle, and there be some thickness in its core so that the sharpness of the fire does not reach the mouth of the patient.
E aprop igneys le cauteri la forma del qual vindra, e pausa aquel sobre la dent e te la tua ma entro que·l cauteri sia enfregidat; e fay aquo alcunas veguadas quar la dolor sira remauguda o en aquel dia o en l’autre dia.	 And then heat the cautery in the shape that will be used, and place it on the tooth until the cautery is heated; do this several times because the pain will be reduced either that day or the next.
E cove que per empressio de aquel cauteri que·l malaute umpla la sieua boca de bon boder e tengua aquel per una hora e aprop scupa le; e aquesta es la forma del cauteri.	 It is necessary that the patient fills his mouth with good odor from the impression of that cautery and holds it for one hour, and then spits it out; and this is the form of the cautery.
E cauteriza am qual que tu voys extremittat segon que a tu es possible.	 And use the cautery on whichever extremity you wish, according to what is possible for you.
E aquesta es la forma de la cannula:	 And this is the form of the cannula:
Capitol .xxii.	 Chapter 22.
De cauterizacio de extrophulos.	 Of the cauterization of hernias.
Quan extrophulos so de flecma e de humors fregas e no so hobedientz a digistio per medicinas e tu voys la digistio de aquelas leugerament, lahoras tu igneys le cauteri conquau la forma del qual es aquesta seguen, havent dos extremitatz hubertas per que yesca le fum deves le cauteri per l’autra extremitat, e pausa aquel ignit sobre aquel apostema una veguada, e autre si indigeyses de aquel, entro que pervengua al preon del apostema.	 When hernias are caused by phlegm and cold humors and do not respond to digestion with medicines and you wish to achieve light digestion of those, then heat the cautery as follows: it should have two openings so that smoke can escape from one opening, and place the heated cautery on the swelling once, or twice if needed, until it reaches the core of the swelling.
E si l’apostema es pauca, lahoras pausa le cauteri segon la quantitat del apostema, e aprop leyssa le per tres jorns e pausa sobre lu coto enfus en boder entro que sia remaugut aquo que·l foc ha comburit.	 And if the swelling is small, then place the cautery according to the size of the swelling, and leave it for three days, and then place a cloth soaked in good odor on it until what the fire has burned is healed.
E aprop cura aquel am enguent e tentas e draps entro que sia sanat.	 And then care for him with ointments, bandages, and cloths until he is healed.
E la forma de la cannula o deu cauteri a tal es comveyter.	 And the shape of the needle or cautery should be thus conveyed.
Capitol .xxiii.	 Chapter 23.
De cauterizacio de rauquiera de votz e de constriccio de ale.	 On the cauterization of a hoarse voice and constriction of breath.
Quan las humiditatz veno sobre le quanal del pulmo, e majorment quan aquo es am fregiditat de compleccio, lahoras cove que·l malaute sia evacuat al comensament am medicinas laxativas, e aprop cauteriza aquel deves la razit del golayro en le loc depremegut.	 When moisture comes over the passage of the lung, and especially when this is with coldness of complexion, then it is necessary that the patient be evacuated at first with purgative medicines, and afterwards you must cauterize him in the region of the throat in the depressed area.
E guarda te que no pervenguas am le cauteri al golayro ni no comburas de la codena de lu sino un pauc.	 And be careful not to go too deep with the cautery into the throat, nor burn more than a little of its length.
E cauteriza aquel am autra cauteri deves la junctura del col en le derier espondil de lu.	 And then you must cauterize him with another cautery in the joint of the neck at the last vertebra.
E·l cauteri de lu sia clavilh sego la maniera precedent.	 The cautery for this should be heated as described before.
E aprop cura aquel am aquo que es precedit entro que sia sanat.	 Then care for him with the water previously mentioned until he is healed.
Capitol .xxiiii.	 Chapter 24
De cauterizacio de malautia del pulmo e de tos.	 On the Cauterization of Lung Ailments and Coughing
Quan tos e malautia de pulmo so de humiditatz fregas e le malaute no ha febre ni tisic e es malautia antiqua, lahoras cauterisa aquel am dos cauteris sobre la furcula en les locz depremegutz leontz e buoytz; e am autra cauteri en le mieg loc del pietz entre dos mamillos; e sia le cauteri clavilh segon la forma precedent.	 When coughing and lung ailments are due to cold moistures, and the patient has no fever or tisics, and it is an old ailment, then you should cauterize him with two cauteries on the furcula in the depressed areas, one on each side; and with another cautery in the middle of the sole of the foot between the two mamillos; and the cauteries should be heated as described before.
E si vols, sia la tua cauterizacio punctan am le cauteri que es apelat puncta, la forma del qual precedeys en la ponctacio de dolor de aurelhas.	 And if you wish, let your cauterization be done with the pointed instrument called "punctum," whose shape should precede in the treatment of earache pain.
E sian puntz entro cays ad aquels; e aprop cura aquel am aquo meteys que es precedit entro que sia sanat.	 And place points [or: make incisions] into these areas; and then care for it with the water that has been prepared beforehand until it is healed.
E ya sia le cauteri haventz tres ramps quar cauterizacio es am aquel: am una veguada podes far tres cauteris segon aquesta forma:	 And let there be three parts to the cautery, for cauterization is done with this: in one application you can perform three cauteries according to this method:
Capitol .xxv.	 This seems out of place and does not correspond to any part of the previous text. It appears to be a chapter heading or some other type of marker, rather than a sentence in the same style as the previous ones. Is there more context available for this phrase?
De cauterizacio de titillic que es le cap del ajutori.	 On the cauterization of the head of the little finger.
Quan le cap del ajutori es dislocat per causa de humiditatz lubricas e no es fermat en la hora del sieu retornament deves la sua dislocacio entro que sia a lu aquo costuma de retornar, e aprop per un petit movement es deslocat ayssi que s’endeve, ayssi cum nos havem testificat, lahoras cove que primieyrament redusiscas la dislocacio, e aprop le malaute sia reversat sobre le sieu dos o sobre le latz sa; e aprop eleva la codena la qual es en la partida dedintz del citillic a las partidas desus am les ditz de la tua ma sinistra, si la junctura es dislocada a las partidas dedintz.	 When the head of the little finger is dislocated due to excessive moisture and does not return to its proper place within the hour, you should wait for the dislocation until it customarily returns, and then with a small movement, it will return to its place, as we have shown. Therefore, it is necessary that you first reduce the dislocation, and then turn the patient onto their stomach or side; and then lift the heel of the hand that is on the inside of the little finger towards the outside parts with your left hand, if the joint is dislocated on the inside parts.
E aprop igneys le cauteri havent dos caps; e aquesta es la forma de lu:	 And then ignite the cautery which has two ends; this is its form:
E aprop cauteriza la codena entro que penetre aquela entro al autre latz; e vindra la figura de cauterizacio lahoras de iv caps cauteris.	 And then cauterize the cord until it penetrates through to the other side; and the figure of cautery will then have four ends.
e so aquel subtils segon la quantitat de tenta; e aquesta es la forma de lu:	 And thus, the subtlety is according to the number of attempts; this is its form:
E alcunas veguadas es ajustat segon aquest comte i per que son les cauteris .viii.	 And sometimes it fits according to this method, and because there are eight cauteries.
E aprop pausa sobre le cauteri porys cuytz am sal, e aprop fay adherir le malaute a trenquilitat, e lo membre no sia maugut per alcun temps entro que sia confortat.	 And then place powdered salt on the cautery, and then have the patient hold still, so that the limb is not moved at all for any time until it is healed.
E si la dislocacio es a las partidas desus e tart es fayt aquo, lahoras cauteriza sobre le muscle am cauteri clavilh o am motz cauteris puntan, quar la junctura es confermada e la humiditat es romauguda e le malaute es sanat.	 And if the dislocation is in the upper parts and it is done later, then cauterize on the muscle with a clavicle cautery or with several pointed cauteries, because the joint is strengthened and the moisture is removed and the patient is healed.
Capitol .xxvi.	 Chapter 26.
De cauterizacio del stomac.	 On the Cauterization of the Stomach.
Quan veno en l’estomac freg e motas humiditatz entro que aquel extrazo de la sua compleccio e so multiplicatz raumases a lu, e si tu continuas las manieyras de curacio e no confereyso, lahoras cove que le malaute sia sobre le sieu dos ressupinat, e extenda las suas mas e las suas coysas, e aprop cauteriza aquel am tres cauteris: an un cauteri dejos le pietz per la quantitat d’un dit am cauteri clavilh, e am dos cauteris dejos del dos costatz del cauteri, entro que vengua la figura de cauteri triangulada; e elonga entre els que no sian ajustatz que faran poyredura.	 When cold and excessive moisture enters the stomach until it causes vomiting, and if you continue the treatment methods without improvement, then it is necessary for the patient to lie on their back with their hands and legs extended, and then cauterize them with three cauteries: one cautery below the feet with a quantity of a finger's length using a clavicle cautery, and two cauteries below each side of the first cautery, so that the figure of the cautery becomes triangular; and the ones that are not well placed will cause blistering.
E si la profunditat del cauteri la quantitat de les dos terses de la grocesa de la codena.	 And if the depth of the cautery equals two-thirds of the thickness of the cord.
E sia la figura del cauteri segon aquesta forma ses addicio, E si vols, cauteriza am gran cauteri en le mieg loc del estomac segon aquesta forma; et aquest sia un cauteri segon la forma de cercle segon aquesta forma:	 And let the figure of the cautery be according to this form without addition. And if you wish, cauterize with a large cautery in the middle of the stomach according to this form; and this should be a cautery in the shape of a circle according to this form:
E sia cauterizat l’estomac punctan ad aquel que de aquest cauteri es spaventat: e es que tu senhes sobre l’estomac punt segon la quantitat que voles am tenta, e aprop cauteriza aquel am cauteri en les puntz; e aprop cura aquel am la curacio qu’es precedita entro que sia sanat.	 And let the stomach be punctured at the point that is indicated by this cautery: and it is such that you know on the stomach [the points] according to the amount that you wish, with a tentative touch, and then cauterize those [points] with the cautery; and then treat those [points] with the treatment that has been described until they are healed.
Capitol .xxvii.	 Chapter XXVII.
De cauterizacio del fietge fret.	 On the Cauterization of a Fractured Foot.
Quan endeve en le fietge dolor per fregiditat o per humiditat o per grossa ventositat entro que de la sieua normal compleccio sia getat per egressio superflua, e es curat le malaute am aquo que havem dit e no comfereys, lahoras cove que·l malaute sia ressupinat sobre la sua cervitz, e senhes am tenta tres cauteris segon aquesta forma et aquesta quantitat meteyssa sobre le fietge dejos dels ipocondres, la hon perve le decubit de home.	 When there is pain in the foot due to cold, humidity, or excessive flatulence, until its normal function is restored by the removal of excess fluid, and the patient is cured with the water we have mentioned and without food, then it is necessary for the patient to be placed on their back, and examine with a tentative touch three cauteries according to this form and this quantity, placing them on the foot below the hypochondrium, which is the man's lying position.
E sia l’espazi le qual es entre quascun cauteri segon la grossetut del dit, e sia le cauteri segon la longitut del cors dreyta.	 And let there be a space between each cautery according to the thickness of the finger, and let the cauteries be placed along the length of the body correctly.
E no compremas la tua am le cauteri mot.	 And do not press too hard with the cauteries.
E si la quantitat de aquo que es adhurit la quantitat de la maytat de la specitut de la codena, e no y sia pus ajustat; e si le malaute stant sobre les pes de lu; e si no es estant, lahoras sia jassent, le qual ja ha extendudas las suas coysas, e eleve les sieus brasses.	 And if the amount of water that has been heated is equal to half the length of a codfish, and it is not hot enough; and if the patient is standing on their feet; and if they are not, then they should be sitting, with their limbs extended and their arms raised.
E es aquesta la forma del cauteri:	 And this is the shape of the cautery:
E a tu es possible que cauterizes aquestz cauteris am cauteri cutellar, quan es am tu subtilitat e prudencia en l’art.	 And it is possible for you to cauterize these cauteries with a surgical knife, when it is with your skill and wisdom in the art.
E guarda te que trop no procesiscas en la cauterizacio, e sia adhurida la specitut de tota la codena per que sia adhurit tot le cors e pervengua entro als budels, quar la codena aqui es subtil; e sapias aquo.	 And be careful not to process too much in the cauterization, and let the length of the entire codfish be heated so that the whole body is heated and reaches into the intestines, for the codfish here is delicate; and know this.
Capitol .xxviii.	 Chapter 28.
De perforacio de apostema del fietge am cauteri.	 Of the perforation of a pustule in the foot with a cautery.
Quan endeve excitura o apostema en le fietge e voles saber si aquel apostema es en le carn del fietge o en la tunica de lu, lahoras si es en la carn del fietge, le malaute atrobo gravitat e dolor ses acuitat.	 When you wish to open or perforate a pustule in the foot and want to know if that pustule is in the flesh of the foot or in its tunic, then if it is in the flesh of the foot, the patient will experience heaviness and pain without acuity.
E si es en la tunica del fietge, am la dolor es acuitat gran e vezes que ja afatiguatz les metges la cura de lu.	 And if it is in the lung's pleura, with the pain being very sharp and often tiring doctors from caring for it.
Donc cove que·l malaute sia enversat sobre la sieua cervit; e aprop senha le loc de l’apostema am tenta; e aprop igneys le cauteri le quel es asemblat a rag, la forma del qual a precedit en l’autra pagina.	 Therefore, it is necessary that the patient be placed on their side; then mark the location of the abscess with a sign; and then heat up the cautery which resembles a needle, whose shape has been shown on the previous page.
E cauteriza am aquel i cauteri entro que tota la codena sia comborida, entro que pervengua al ciphac, entro qu’en yesca sania.	 And cauterize with that [cautery] until the entire cord is burnt away, until it reaches the center, until pus comes out.
E aprop cura aquel per curacio dels autres apostemas entro que sia sanat.	 Then treat this in the same way as for other abscesses until it is healed.
E no cove que de aquesta forma de cauteri use sino aquel del qual le estudi en l’art de medicina es prolonguat, e en las mas del qual motas malautias an conogut; mays aquest am esperiment alcunas veguadas sia ardit sobre aquesta operacio, mays empero leyssa aquela deves nos, e es miels.	 And it is not necessary to use this type of cautery except for the one about which medical studies have been prolonged, and with which most patients have become familiar; however, this has been attempted on some occasions for this operation, but nevertheless, leave that to us, and it will be better.
Capitol .xxix.	 Chapter 29
De cauterizacio de plauresi.	 On the Cauterization of Plague.
Diyssero les antics cauteri de las razitz de aristologia a plauresi frega segon aquesta manieyra esser fazedor, e es aquest que tu prenguas de las razitz de aristologia longa secca una razit pun longua que es trobada, e sia de la grossetut del dit.	 The ancients said that the cautery for plague sores should be made in this manner: Take a long, dry reed from the wild rose bushes, which is pointed and as thick as a finger.
E aprop submergeys aquela en oli e eysen aquela al foc, e aprop cauteriza per un cauteri en aquel loc le qual es entre la continuacio de la furcula am le col; e am dos cauteris petitz dejos guidazi, un pauc declinans a la partida que es dejus la barba, e am dos cauteris en aquo que es declinant entre la quinta costa e la cizena, declinant un pauc a las partidas detras; e am autre cauteri en le mieg loc del pietz; et am autre sobre l’estomac, et am tres cauteris de las partidas detras; et am un cauteri en aquel loc le qual es entre las dos spallas, e am dos cauteris dels dos latz del pietz, dejos le cauteri le qual es entre doas spallas.	 Certainly! Here's a line-by-line translation of the given text into English:
E no cove que compremas la tua ma am le cauteri, ans sia en le manifest de la codena en obra.	 And it is not necessary for you to cover your hand with the cautery, but rather let it be visible at the end of the handle.
E ja diyssero alscus antics que so alscus dels homes les quals uson de cauteri de ferr semblant a ray e igneysso aquel, e meto aquel en aquel loc le qual es entre las costas, entro que pervenguam am aquel ad aquel apostema e sia foragetada sania, ayssi cum havem dit en l’apostema del fietge.	 And some ancient people said that there are some men who use a cautery of iron similar to ray and ignite it in the place which is between the ribs, until they reach with it an abscess and the pus is evacuated, as we have said in the case of foot abscess.
Mays en aquesta perforacio am cauteri no es ses temor, quar hu mor tantost ho accideys en le loc fistula a la qual no es sanacio.	 However, in this perforation with a cautery, there is danger, for one could die immediately if it happens in the place of a fistula that does not heal.
Capitol .xxx.	 Chapter .30.
De la cauterizacio de la melsa.	 On the cauterization of the spleen.
