Ayssi comensan las paraulas de Albucasim .	 Here begins the words of Al-Bukhari.
E aprop inscideys aquels en le mieg loc per seccio dreyta segon la longuesa del cos, e extratz aquo que es agreguat de las humiditatz fetulentas e corruptas.	 And then make an incision in the middle of that place with a straight section according to the length of the body, and extract what has accumulated from the foul and corrupt humors.
E aprop cura la plagua am curacio de las autras plaguas en las quals vols sania esser engendrada per so que caian les vaysels les quals noyreysso un de dos genetius, quar no es mal per aquo.	 And then treat the wound with the same treatment used for other wounds in which you want healing to be induced so that the vessels do not close too soon, because this is not harmful.
Mays si accideys vit a totz les bayssels, lahoras cove que·ls testicols sian extragutz o que les testicols per aquo se cequo am les vayssels, per que sia privat de tot nutriment per la inscizio dels vayssels, e que sian estaborits, o que cequo per so que no sia juvament am aquels.	 However, if the vessels are all cut, then it is necessary to extract the testicles or to sew up the testicles with the vessels, so that they are deprived of all nourishment by the cutting of the vessels and that they are not swollen, or so that they are not joined with them.
Capitol .lxv.	 It seems like there might be some confusion or missing information in your request. The text you provided appears to be a title or section heading rather than a full sentence with content that can be translated line by line into English. Could you please provide the next part of the treatise for me to translate?
De la cura de hernia entestinal.	 "On the care of intestinal hernias.
Le adveniment de aquesta hernia es per seccio que endeve en le ciphac extendut sobre le ventre de part dels angunars del mirac del ventre, per que deysendo les budels de aquela ruptura ad alcu dels budels.	 "This hernia occurs due to a cut that extends on the abdomen from the sides of the navel, causing some intestines to protrude through this opening.
E aquesta ruptura es o del ciphac o de excencio de lu, e accideysso aquestas doas specias per motas causas: o percussio, o per sautz, o per clamor, o per elevacio de alcuna causa greu, o per semblantz.	 "This rupture is either of the navel or of its extension, and these two types occur due to various causes: blow, fall, loud noise, lifting a heavy object, or similar events.
E·l senhal de aquo, quan es per extencio del ciphac, es que accideys pauc a pauc en lonc temps, e no accideys soptament, e es apostema engual entro ves le preon per so quar le ciphac comprem le budel.	 "The sign of this, when it is an extension of the navel, is that it occurs gradually over a long period, not suddenly, and is an abscess that forms inside due to the navel pressing on the intestine.
E le senhal de lu es quan es per seccio del ciphac, quar al comensament fa accidir dolor vehement sobtament; e es apostema divers aparent dejos la codena propdana aparent, e aquo es per eyssiment del budel, e·l cos de lu a las partidas deforo del ciphac.	 "The sign of this is when it is due to a cut in the navel, for at first it causes a sudden and severe pain; and it appears as a swelling under the skin, different from before, and this is because of the protrusion of the intestine, with its body appearing outside the navel.
E alcunas veguadas es fora-getat am le budel la tela, e es apelada aquesta hernia entestinal zirbal.	 And sometimes the intestine is accompanied by a piece of cloth, and this type of hernia is called an inguinal hernia.
E alcunas veguadas es fayta am ventositat, e alcunas veguadas corr en le budel fenda, e aqui es retenguda, e es am aquo gran pernitia3 del malaute, e alcunas veguadas fa endevenir dolor malvada e majorment quan es premut.	 And sometimes it is caused by flatulence, and sometimes a tear occurs in the intestine, which is then retained there, and this is very harmful to the patient, and sometimes it causes severe pain, especially when pressed.
E en la curacio de las especias de aquesta malautia am ferr es temor, per que cove que sia esquivat le cazament en aquela.	 And in the treatment of this type of illness with iron, caution is required because it is necessary to avoid cutting into that area.
E la manieyra de la operacio de aquela es que comandes al malaute que redugua le budel am la sua ma a las partidas dedintz de la sua conquavitat si obezeys al sieu retornament, e aprop sia envessat sobre le sieu col entre las tuas mas, e eleva las cambas de lu.	 And the manner of operating on this is to command the patient to return the intestine with their hand to the inside parts of its cavity if it obeys its retraction, and then turn them onto their side between your hands, and lift up their legs.
E aprop sten la codena la qual siec la codena dels testicols a las partidas desus, e inscideys la codena dels testicols tota per le lonc; e aprop fiqua en doas labias de la seccio uncis segon que indigeysses a hubrir la seccio am aquels.	 And then stretch the spermatic cord, which is the cord of the testicles, towards the top, and cut through the entire length of the cord of the testicles; and then place two needles in the lips of the incision according to what you require to open the incision with them.
E si’ la seccio segon la quantitat que a tu sia possible que de aquela le huou sia foro-getat.	 And if the incision, according to its quantity, allows it to be made without difficulty.
E aprop excorja aquela ciphaqueth les quals so dejos la codena dels testicols, entro que sia descubert le ciphac blanc dur de quascuna partida.	 And then carefully remove those sacks which are below the cord of the testicles, until you discover the white hard sac from each side.
Lahoras tu entromet le tieu dit en aquo que siec le testicol, en aquo que es entre ciphac blanc, le qual es dejos la codena del huou, e entre le ciphac segon, e absolve am aquel’adherencia que es en la partida detras del huou.	 Then insert your finger into the space where the testicle is, between the white sac which is below the cord of the egg, and between the second sac, and dissolve with that adhesion which is in the rear part of the egg.
E aprop mau am la ma la codena dels testicols a las partidas deforo, e am aysso exten le ciphac blanc en sus am la ma sinestra, e eleva le huou am le ciphac a la partida de la seccio; e comanda al ministre que extenda le huou ensus e tu dissolveys la adherencia que es detras am solucio complida.	 Then take the cord of the testicles in both hands, and with that draw out the white sac onto your left hand, and lift the egg with the sac to the section area; and command the assistant to stretch the egg upward, and you dissolve the adhesion behind with complete solution.
E cerqua am les tieus ditz que lay no sia alcuna causa del budel envelopat en le ciphac blanc dur.	 And carefully search with your fingers to ensure that there is no part of the intestine wrapped in the hard white sac.
Mays si tu atrobas de lu alcuna causa, lahoras tu enpelleys aquel al ventre dejos.	 But if you find any part of it, then peel it away towards the belly below.
E aprop tu pren una agulha en la qual sia fiel gros fayt de x fiels, e entromet aquel deves le derier del ciphac, le qual es jos la codena dels testicols, la qual siec seccio; e aprop inscideys las extremitatz las quals emineysso del fiel entro que sian quatre fiels, e aprop compausa alcus de lor sobre alcuna figura en manieyra de crotz; e lia am aquel le ciphac del qual havem dit que es dejos la codena dels testicols am fort liament de dos partz.	 Then take a needle with a thread made of x threads, and insert it beneath the end of the sac which is below the cord of the testicles, which is called section; and then cut off the ends which protrude from the thread until there are four threads left, and then tie some of them together in the shape of a cross; and bind with that the sac which we have said is below the cord of the testicles with two strong knots.
E aprop envolveys las extremitatz dels fiels e lia aquelas am liament vehement entro que alcu dels vayssels que noyrrisso aquels no puscan trametre alcuna causa per so que de aqui no accida apostema caut.	 And immediately wrap the ends of the threads and bind them firmly so that none of the vessels that nourish these can transmit any cause for which an abscess does not form here.
E pausa autra veguada liament segon foro le primier liament, lonh de lu mens tres ditz; e aprop aquestz dos liaments layssa del ciphac le qual es dejos la codena dels testicols la quantitat de la grandeza del dit, e inscideys tot le romanent segon redondeza, e osta de lu le huou.	 And place another ligature as far from the first ligature as three times the width of a thumb; and immediately leave between these two ligatures an opening which is below the cord of the testicles equal to the size of the thumb, and cut off everything else in a round shape, and remove the egg.
E aprop inscideys en la partida dejos de la codena dels testicols per seccio de la qual corra sanc e sania ayssi cum havem recomtat en aquo que havem dit.	 And immediately cut in the place below the cord of the testicles, so that blood and pus may flow from it, as we have recommended in what we have said.
E aprop aministra lana submersa en oli, e pausa en la plagua; e aministra le liament le qual havem recomtat (e alcunas veguadas le ciphac blanc es cauterizat, le qual havem dit aprop la inscizio de lu temen de flux de sanc, quar motas veguadas accideys aquels) e leyssa le liament entro que per si caia.	 And immediately apply wool soaked in oil to the wound; and apply the ligature which we have recommended (and sometimes the white end is cauterized, which we said near the cutting of the testicle to prevent blood flow, because many times it happens this way) and leave the ligature until it falls off by itself.
Mays si le cazement de lu es tardat, lahoras de aygua cauda sia embrocat, e pausa sobre aquel entro que caia segon que havem dit.	 But if the fall of it is delayed, then dip it in hot water and place it on top until it falls off as we have said.
E aprop cura la plagua am l’autra curacio de las plaguas entro que sia sanat.	 And immediately treat the wound with another treatment for wounds until it is healed.
Capitol .lxvi.	 It seems like there's a typo or formatting issue in your message. Could you please provide the text that needs to be translated?
De hernia ventosa.	 Of wind-borne hernias.
En aquesta hernia no e vist alcu que sia estat ardit sus la curacio de lu am ferr.	 In this type of hernia, it has not been seen that anyone has been daring enough to treat it with iron.
E les primiers diyssero que es fayta ayssi cum havem recomtat en la hernia que es am vi; la qual es que tu lies les vayssels aprop la seccio sobre aquela am fecilitat de lu; e aprop secca en le mieg loc en enviro le apostema am aquo que obro aquel, entro que caian les vayssels.	 And the first ones said that it is done in this way, as we have recounted in the hernia that occurs with violence; which is that you tie the vessels near the section on that [hernia] with gentleness; and then dry in the middle of the area around the abscess with water that opens that [area], until the vessels fall.
E cura la plagua segon que havem dit entro que sia sanada.	 And treat the wound as we have said, until it is healed.
Capitol .lxvii.	 Chapter 67.
De la disropcio que es fayta en les anguonars.	 About the displacement that occurs in the anus.
Alcunas veguadas endeve ruptura en les angonars ayssi cum havem dit, e emineys le loc.	 Sometimes a rupture occurs in the anus as we have said, and it protrudes from the area.
E no deyssen als genetius alcuna causa dels budels al genetius; e si deyssen, aquo es pauc; e retorna s’en en totas horas.	 And do not give the genitals any reason for the intestines [to protrude]; and if they do, that is little; and it returns to normal in all hours.  (This sentence seems to have a metaphorical or humorous tone.)
Mays si es prolonguat le temps am aquo, es ajustada fissura en le ciphac entro que deysenda le budel en le ciphac; e accideys aquo per la extencio del ciphac le qual es en le angonars ayssi cum havem dit, la qual causa es quar le ciphac es estendut, e aprop es mollificat e·l loc es apostemat e emineys.	 The text appears to be discussing a medical condition involving the intestines or bowels and their relationship with a specific part of the body called "ciphac" (possibly related to the Latin word "cyphus," meaning hump). Here's a line-by-line translation:
E la cura de lu es am cauteri ayssi quo es precedida la narracio de lu.	 And the treatment of him is with a pointed cautery as described in his narrative.
E alcunas veguadas es curada am ferr segon aquesta manieyra: e es que·l malaute jagua sobre le sieu dos entre las tuas mas, e aprop secca le loc de la ruptura dels apostemas emineys am seccio per la latitut segon la quantitat de tres ditz.	 And sometimes it is cured with iron in this manner: the patient lies on their back between your hands, and then you dry the affected area of the bursting abscesses with a section according to the width of three fingers.
E aprop strenh le ciphac blanc que es jos la codena entro que sia descubert.	 And then strengthen the white cloth under the strap until it is revealed.
E aprop pren le ray e pausa aquel sobre le loc eminent del ciphac, e prem aquel al preon del ventre.	 And then take the reed and place it on the prominent part of the cloth, and press it against the patient's belly.
E aprop cus le dos locs eminentz sobre la extremitat del ray del ciphac, e ajusta am la sutura un de aquels am l’autre.	 And then sew together the two prominent parts at the end of the cloth, adjusting one to the other with stitches.
E aprop extratz la extremitat del ray, e no inscidas del ciphac de tot, ni no extenda le huou, ni autra causa ayssi cum yeu te fi saber en la curacio de hernia entestinal.	 And then remove the end of the reed, and do not cut all of the cloth, nor extend the hollow, nor any other cause as I will tell you in the treatment of an intestinal hernia.
E aprop cura aquela am la curacio de las plaguas, e cum inscideyses les fiels, mundifica aquela e restaura la plagua entro que sia consolidada; quar le ciphac es contrayt e no es ajustada la eminencia de ruptura.	 And then treat it with the same treatment as for wounds, and when you have cut the threads, clean it and restore the wound until it is healed; because the cloth is contracted and does not fit the prominence of the rupture.
E cauteri es milhor en aquest loc, quar es pus propda a salut.	 A pointed cautery is better in this place, because it is closer to health.
Capitol .lxviii.	 It looks like you provided "Capitol .lxviii." but did not include the actual text to be translated. If you could provide the full sentence or paragraph from the medieval medical treatise, I would be happy to help translate it into English line by line.
De mollificacio de la codena dels testiculs.	 Sure, let's translate that step by step:
Motas veguadas la codena dels testiculs en alcus homes es mollificada per aysso quar las carns que so entre aquela son mollificadas, e es fedat le reguardament de lu.	 "Many times the scrotum of some men is softened because the tissues between them are softened, and it is believed that this is true for him.
Adonc necessari es ad aquel que es preguat en la curacio de lu que fassa jazer le malaute segon le sieu dos, e enscida tota la codena la qual es mollificada sobre la codena natural; e aprop que ajuste doas labias am la sutura.	 "Therefore, it is necessary for the person treating him to make the patient lie according to his disposition, and cut off all of the softened scrotum above the natural scrotum; and then he should join the two lips with stitches.
E si vols, cus en le comensament la superfluitat de la codena mollificada am tres cozeduras o quatre e am ferma sutura.	 "And if you wish, in the beginning cut off the excess of the softened scrotum with three or four stitches and a firm suture.
E aprop inscideys entre las suturas; e aprop cura per curacio de las autras plaguas entro que sia sanat e caian les fiels.	 "And then cut between the stitches, and then care for the other wounds until he is healed and the threads fall out.
Capitol .lxix.	 "Chapter 69.
De castracio.	 "On Castration.
Sapias que castratio en nostre ley es excomengada, mays per causa es legut a mi que·m remembre de lu en aquest libre; e no es necessaria la rememoracio de lu sino per doas manieyras, de las quals es la una per so que aquo sia en la sciensa del metge quan es enterroguat de aquela, que sapia la curacio de lu al qual accideys; e l’autra manieyra es que nos motas vetz havem necessitat de castracio de autras bestias per les juvamentz nostres per aquelas, ayssi cum de motos, e de bocs, e de porcs, e de semblantz a las bestias.	 "You should know that castration is forbidden in our law, but it has been related to me, and I remember it in this book; the remembrance of it is necessary only for two reasons: one is so that a doctor may have knowledge of it when questioned about it, so that he may know how to care for those on whom it occurs. The other reason is that we often have need of castrating other animals for our benefit, such as mules, oxen, pigs, and similar beasts.
E donc dic que castracio es fayta en dos manieyras: o per atrissio, o per fissura a seccio.	 And thus I say that castration is performed in two ways: either by tearing or by cutting with a dry method.
Mays en aquela que es fayta per atrissio, la via de la opera es que nos fassam cezer la bestia en aygua cauda entro que·ls genetius de lu sian mollificatz e sian linhitz e que pendan.	 But in that which is performed by tearing, the method of the operation is to have the beast cease breathing in hot water until its testicles are softened and lengthened and hang down.
E aprop pren aquels am la tua ma entro que sian resols e no apparescan dejos le tocament.	 Then take those with your hand until they are completely resolved and do not appear below the touch.
Mays en castracio fayta per fissura e seccio, cove que tu tenguas la bestia e premas la codena dels testicols de lu am la ma senestra.	 But in castration performed by cutting and dry method, it is necessary that you hold the beast and press its spermatic cord with your left hand.
E aprop lia le suspensori, e inscideys sobre quascun huou am una seccio entro que dos huous proceseysso.	 Then tie the suspensory ligament, and cut over each testicle with one incision until you have processed both testicles.
E aprop inscideys aquels pus que auras quascu excorjat.	 Then cut those parts that you will have skinned.
E no leysses sobre aquels del ciphac alcuna causa, sino le ciphac subtil le qual es sobre les vazes.	 And do not leave any scab on them, except the subtle one which is over the veins.
E aquesta manieyra de castracio es milhor la qual es fayta per atrissio, quar atrissio fort leu layssa alcuna causa dels testicols per que la bestia desira coyt.	 And this method of castration is better which is performed by tearing, for tearing leaves very little scab of the testicles so that the beast desires to mate.
E aprop cura la plagua entro que sia sanada.	 Then treat the wound until it is healed.
Capitol .lxx.	 Chapter 70
De la cura de hermafrodozia.	 Of the treatment for hermaphroditism.
Hermafrodozia en les homes es segon dos manieyras: la una es quar o appar en aquo que siec l’espazi en la codena de testiculs, en aquel que es entre dos testiculs figura quar cunh de femna en la qual so pels.	 Hermaphroditism in men occurs in two ways: one is when a figure like that of a woman's pubis appears in the space between the testicles, in which there are hairs.
E alcunas veguadas de aquel corr urina le qual es en la codena dels testiculs.	 And sometimes urine flows from that place, which is located in the space between the testicles.
Mays en las femnas es una specia: e es que·l conh de la femna sobre le pentenilh es ayssi cum dos testiculs de home un pauc de tot yminiheys a la partida deforo ayssi cum le perpucii de home e dos testicols.	 But in women, it is of one kind: and that is when the woman's vulva is like two men's testicles, a little smaller at the outer edge just like the foreskin of a man and with two testicles.
E la curacio es de tres specias: de dos dels homes e de una specia de las femnas.	 And the treatment is of three kinds: two for men and one for women.
E es que cove que tu inscidas aquelas carns ajustadas entro que efuga la emprecio de aquela, e aprop que cures aquelas am curacio de las autras plaguas.	 And it is necessary that you first remove those attached tissues until the swelling subsides, and then treat them with the remedies for other diseases.
E en la segonda specia dels homes de la qual yeys urina la qual es en la codena dels testiculs, no es curacio ni opperacio en lu.	 And in the second type of men, where there is urine in the space between the testicles, there is no treatment or surgery for him.
Capitol .xxi.	 Chapter 21
De lentinge e de carn eminent per causas de las femnas.	 Of swelling and prominent flesh due to causes of women.
Lentige fort leu es ajustada sobre causas naturals entro que es etressat e es fayt leg le reguardament; e alcunas veguadas es magnificada en alcunas femnas en tant entro que es spandit ayssi cum en les homes e perve entro al coito.	 Lentigo, which is a common condition related to natural causes, occurs until it becomes excessive and requires treatment; in some cases, it is magnified in certain women to such an extent that it spreads as it does in men and is transmitted during intercourse.
Adonc cove que tu tenguas la superfluitat de lentinge am la tua ma o am unci e inscidas.	 Therefore, you must remove the excess of lentigo with your hand or with oil and vinegar.
E no ultimes en inscizio, majorment en le preon de la razit, per so que no endevengua flux de sanc.	 And do not end with vinegar, especially on the face, to prevent blood flow.
E aprop cura aquela am curacio de las plaguas entro que sia sanada.	 Then treat it with remedies for skin diseases until it is healed.
Mays carn nascuda es carn que nays en le horrifici de la mayre entro que umple aquel, e fort leu es eyssit a las partidas deforo segon semblansa de coa (e per aquo alscus primiers appelero aquo “malautia caudada”); donc cove que nos inscidam ayssi cum inscidem lentinge, e curem aquela entro que sia sanada.	 However, flesh born is flesh that grows in the uterus of the mother until it fills her (and for this reason some call it "tailed illness"); therefore, we must treat it like we treat lentigo, and care for it until it is healed.
Capitol .lxxii.	 Chapter .72
De curacio de alratica.	 About the treatment of alopecia.
Alratica es que le conh de la femna no sia perforat, o sia le trauc petit.	 Alopecia is when the woman's vagina is not perforated, or the opening is too small.  (Note: The term "alratica" and the description given here do not correspond to the modern understanding of alopecia, which is hair loss.)
E es o natural o accidental.	 And it can be either natural or accidental.
Accidental es per malautia la qual ha precedit, e aquela es fayta o per carn nada ajustada o per ciphac subtil o espes.	 Accidental is the illness that has preceded it, and this is caused either by flesh not properly joined or by a subtle or thick splinter.
E es fayt o en le preon de la mayre, o en les costatz de lu, o en le pus sobira de lu, o en le pus bas de lu, e prohibeys de cuoyt e de enprenguacio e de enfantament, e fort leu prohibeys las mestruas.	 And this occurs either in the womb of the mother, or in the ribs of the child, or in the upper part of the body, or in the lower part. You should prohibit cutting, penetration, and pregnancy, and strongly prohibit menstruation.
E la cognicio de aquela es fayta per reguardament de la metrona, si la oppilacio es apparent, propdana; mays si no es apparent, lahoras tu cerqua aquela am les tieus ditz o am le ray.	 The recognition of this is done by the examination of the midwife, if the opening is apparent, immediately; but if it is not apparent, then you should search for it with your fingers or with a ray [of light].
Mays si oppilacio es per ciphac subtil, e es propda a las doas labias, lahoras tu coyta e disromp aquela.	 But if the opening is due to a thin splinter and it is close to the two lips, then you cut and remove it.
E es que pauses sobre las doas labias pulvils, e aprop pausa les tieus ditz indicz de amdoas las mas encemps.	 And place over the two lips a powder of rose petals, and immediately after that place your index fingers on both sides together.
E la femna sia sobre le sieu dos, las sieuas coyssas extendudas, e aprop exten las doas labias am forsa entro que aquel ciphac subtil sia romput e la oppilacio sia uberta.	 And the woman should lie on her back with her hips spread, and then spread the two lips with force until that thin splinter is broken and the opening is opened.
E aprop pren lana e enbeu le4 en oli e pausa aquela sobre·l loc, e jagua am home le dia per so que·l loc inscis no sia consolidat.	 And immediately take wool and dip it in oil and place it on the area, and go with a man for the day so that the torn flesh is not healed.
Mays si le ciphac es gros e espes, lahoras cove que tu inscidas aquel am spatum lat o am fuelha de mirta.	 "But if the tumor is large and thick, then it is necessary for you to cut it with a spatula of lead or with a leaf of myrtle.
Mays si la oppilacio es per carnada, lahoras suspen aquela am unci, e inscideys aquela.	 "But if the swelling is due to an infection, then suspend it with hooks, and cut it open.
E sian am tu las medicinas que fan cessar flux de sanc ses mordicacio, ayssi cum ahacatia, e sanc de drago, e enses, ajustat am album de huou.	 "And with you should be the medicines that stop bleeding without cauterization, such as aloes, dragon's blood, and glasswort, mixed with egg white.
E aprop aministra una canulha de plom ampla per so que la plagua no sia consolidada leugierament.	 "And then administer a wide lead probe so that the wound is not prematurely healed.
E tengua aquela per alcus jorns e aministra calgua de li sec.	 "And keep it there for several days, and apply lard to it.
E aprop sia curada am l’autra curacio de consolidacio entro que sia sanada.	 "And then treat it with the other healing method until it is healed.
E alcunas vetz accideys en la mayre nativitat de autres carns, e lahoras cove que inscidas segon aquesta manieyra.	 "And sometimes this happens during childbirth, and then you should cut according to this method.
Mays si aysso es per apostema crancos, a l’apostema crancos le qual es en la mayre no sia fayta contrarietat am ferr en deguna manieyra.	 "But if it is due to a hardened abscess, then for the hardened abscess that is in the womb, do not make an incision in any way.
Capitol .lxxiii.	 "Chapter 73.
De la cura de emorroydas e de tayl e de botor roja que accideysso en le conh de las femnas.	 "About the treatment of hemorrhoids and tail, and red buttocks that occur in women's genitals.
Emorroydas so apprecio dels orificis de motas venas entro que de aquelas corro mot sanc continuadament; e cum so antiquadas emorroydas e son fayts theyls.	 Here's the line-by-line translation of the given sentence:
E ja yeu he dit en la divisio las specias de aquelas e les senhals de aquelas, e diyre ayssi aquelas que recebo curacio e aquelas que no recebo curacio.	 And I have already said in the division the species of those and the signs of those, and I will say the same about those that receive care and those that do not receive care.
Donc dic que emorroydas e theyls quan so en le preon de la mayre e no apparo al sentiment, lahoras en aquelas no sia fayta curacio am ferr.	 Therefore, I say that hemorrhoids and hernias, when they are in the womb of the mother and do not appear to the senses, then in those cases, treatment should not be done with iron.
Mays aquelas las quals so en le orrifici de la mayre sobre las quals catz sentiment, so aquelas que so curadas.	 But those that are in the opening of the mother and are felt by sensation, those are the ones that can be cured.
E cove que tu metas la femna en mayso frega e aprop exten atheyl am les forfexs, o am drap aspre, e inscideys aquelas am las razitz.	 And it is necessary that you place the woman in a cold room and then extend her with forceps or with rough cloth, and incise those with the razors.
E aprop pulveriza sobre aquelas deves le fluxs del sanc de una de las polveras insciscivas ses mordicacio, ayssi cum acassia e semblant ad aquels.	 And then you should sprinkle over them one of the powdered bloodless incisives without pain, such as henbane and similar ones.
E aprop enpellesca les sieus pes per una hora, e aprop pausa aquela en aygua freja.	 And then you should wrap her feet for one hour, and then place her in cold water.
E si persevera le fluxs del sanc, lahoras fay aquela sezer en decoccio de sumat e de scorsas de milgranas e de gualas e de semblantz.	 And if the bleeding persists, then make her sit in a decoction of sumac and pomegranate peels, and similar things.
E aprop pren farina de ordi e comfiys aquela am miel e vi agre e fay emplastre am aquo sobre le dos de lu.	 And then take barley flour and mix it with honey and vinegar, and make a poultice with water on the back of the patient.
E si le sanc es abscindit, bo es; e sino, fay adherir am dos ventozas, e a las mamilhas ses escarificatio.	 And if the blood is severed, it's good; otherwise, apply two cupping glasses and to the breasts without scarification.
E aprop pren lana e submergeys aquela am suc de coliandre o am suc de arnagloza o am suc de guarravier am vi pentit e fay adherir al loc; e aprop cura le loc am enguentz entro que sia sanat.	 Then take wool and soak it in either celery juice, or honeysuckle juice, or rosemary juice with white wine and apply it to the area; then treat the area with ointment until it is healed.
Mays athyl rog le qual es de aspre reguardament, cove que tu inscidas aquo que a tu appar de aquel segon que he dit en theyl engualment.	 However, you should ask for advice from someone who is experienced in this matter, so that you may write down what seems best to you according to what I have said in this language as well.
E cura aquel entro que sia sanat.	 And treat it until it is healed.
Capitol .lxxiv.	 Chapter .74.
De perforacio de eyssedura accident en la mayre.	 On the perforation of the eardrum occurring in a woman.
Motas specias de apostemas accideysso en la mayre, ayssi cum cranc e apostema lapident e ulceracios e adhubelat e erpetromens e fistulas emorroyas e raguarrias e thyl e autres apostemas.	 Many types of swellings occur in women, such as crabs, aphthous ulcers, ulcers, piles, herpes, fistulas, hemorrhoids, gout, and other swellings.
E yeu ja he dit aquestas malautias e las specias de aquelas e les senhals de aquelas, e las curacios de lor en la divisio.	 And I have already mentioned these diseases and the types of them, and their signs, and their treatments in the section on women.
E cove que yeu digua en aquest tractat de apostema caut le qual ve en la mayre quan es dels apostemas que collegeysso sania, e si vols saber en qual manieyra se fa la opperacio de lu am ferr.	 And it is fitting that I should say in this treatise on the abscess that occurs in a woman when it is of the type that does not heal easily, and if you want to know how its operation is performed with iron.
Adonc cove que tu consideres si la dolor de la apostema en le sieu comensament es aguda am percussio e flecma e febre, e vezes aquel enrogezir e si catz sobre aquel le sentiment, lahoras no·t coytes am perforacio de lu, e cura aquel am aquo que ajuda sobre la maturacio entro que cesse la acuitat dels accidentz.	 Here's a line-by-line translation of the given text:
E lahoras cove que tu fassas cezer la femna sobre una cezelha que aia doas cezelhas; e recline sobre le sieu dos e ajusta les sieus pes a la partida pus dejos del ventre, e las sieus coyssas sian expandudas, e pausa les sieus brasses dejos les sieus denols, e lia quascus am liament ad aquo convenient.	 Certainly! Let's translate the text line by line into English:
E aprop la matrona segua del latz dreyt e aministre le instrument am le qual es ubert le orrifici de la mayre, la forma del qual vindra en aquelas causas que·s faran aprop.	 And then the midwife should follow the right and left side of the woman, with the instrument that is used to open the mother's orifice, whose shape will be described shortly.
E cove quan vols ministrar aquest instrument que tu fiques am lo ray le preon de la mayre de la femna, e aquo que del instrument es intrat en la mayre no sia mays que·l preon de la mayre e leda le malaute.	 And when you want to administer this instrument, place it with the ray (or handle) on the perineum of the woman, and make sure that only as much of the instrument enters the woman as the length of her perineum.
Mays si l’estrument es major que·l preon de la mayre, lahoras cove que tu pauses pulvils sobre la textura del preon de la mayre per sso que sia prohibit l’intrament de tot instrument en le preon de la mayre.	 But if the instrument is longer than the perineum of the woman, then you should place pillows on the surface of her perineum to prevent any part of the instrument from entering her perineum.
E cove que tu pauses le vertitge que corr en le strument del latz pus desus e que le ministre tengua le strument e revolva le vertitge entro que sia ubert le orrifici de la mayre.	 And it is necessary that you place the edge of the instrument on the left side, and that the one administering it holds the instrument and turns the edge until the mother's orifice is opened.
E cum appar la excitura, e es tocada am la ma e es leon e molh, lahoras cove que tu secces aquela deves le cap de lu am spatum lat.	 And when the protrusion appears and is touched by hand and is smooth and moist, then you should dry that place with a broad paddle.
E cum la sania es evacuada, lahoras cove que tu pauses en la plagua una meca submersa en oli rozat o oli vert en le qual sia alcuna stiptisitat; e pausa la calca7 en la seccio en le preon de la mayre.	 And when the pus has been evacuated, then place on the wound a cloth soaked in rose oil or green oil, which should have some styptic properties; and apply pressure to the opening at the woman's perineum.
E pause deforo la mayre e sobre le pentenilh lana munda submersa en aygua en la qual sian bulidas malvas.	 And place outside the mother and on the pillow clean wool dipped in water in which there are mallows.
E aprop sia curada aprop dos dias am enguent le qual conveneys ad aquo entro que sia sanat.	 And let it be treated for approximately two days with an ointment that you should apply until it is healed.
E alcunas veguadas es lavada la mayre e la plagua enayssi que es cristerisat am aygua e mel, e aprop am aygua en la qual es bulhida razit de liri o de aristologia longua, e aprop retorna al enguent.	 And sometimes the mother and the wound are washed together with water and honey until it is crystallized, and then with water in which there is ground lily or long aristolochia, and then return to the ointment.
E si la plagua es dedintz en la mayre ameguada, lahoras cove que tu sias prohibit de la curacio de lu am ferr, habantz cura aquel am aquo que havem dit en la divisio.	 And if the wound is deep in the mother's flesh, then you must refrain from treating it with iron, and care for it instead with water as we said above in the division.
Capitol .lxxv.	 Chapter 75.
A ensenhar las matronas en qual manieyre les enbrios bius sian medicatz quan yeysso segon figura no-natural.	 To teach the midwives how to treat pregnant women when they are sick according to an unnatural figure.
Necessaria causa es que la matrona conogua en le comensament la figura del enfantament natural per senhals de lu, e es que quan tu vezas la femna expremar a las partidas dejos e desira odorar le ayre, e sobre aquo es enleujada per aquo que sobre ela es del part, e festina le eyssiment del enbrio, lahoras sapias que aquest part es segon figura natural, e es l’eyssiment de lu sobre le sieu cap, e la segondina am aquel o suspensa o pendent del ombelic.	 It is necessary that the midwife knows at the beginning the figure of a natural birth by its signs, and this is when you see the woman pushing from below and she wants to smell the air, and because of this she is relieved from what is above her during childbirth, and hastens the expulsion of the fetus. Then you know that this birth is according to the natural figure, and it is the baby's head emerging first, and the second comes with it, either suspended or hanging from the umbilicus.
Donc cum tu vezes aquels senhals, lahoras cove que·l ventre de lu sia compremut per so que l’embrio deysenda leugerament quar quan deyssen sobre le sieu cap, deysen a lu la segondina, e es mondada de aquelas superfluitatz am bona mondificacio.	 When you see those signs, then it is necessary to press the stomach so that the embryo descends gently, because when it comes over its head, they give it the second blow, and it is cleaned of those superfluities with a good cleaning.
