Ayssi comensan las paraulas de Albucasim .	 "Thus begin the words of Avicenna.
E aprop unte la matrona la sua ma am aquels olis e mucellages, e aprop entrometa la sua ma am fecilitat en la mayre, e aprop cerque am la ma loc en le qual fique les uncis en le fet.	 Then the midwife should anoint her hands with those oils and mixtures, then gently insert her hand into the mother, and then carefully feel around for where the fingertips can grasp the child.
E locs convenient en aquo: adonc tu considera si le fet es preparat que deysenda sobre le sieu cap, e lahoras tu fique les uncis en les huels de lu, o en le col, o en la boca, o en le palat, o dejos la barba, o en la furcula de lu, o en les locs propdas de las costas, o dejos les ypocondres.	 In these cases: then consider if the child is ready to come out headfirst. If so, place your fingers under its chin, or on the neck, or in the mouth, or on the palate, or under the chin, or on the breastbone, or near the ribs, or below the hypochondria.
Mays si le deysendiment es sobre les pes de lu, lahoras en le pentenilh, o en le mieg de las costas.	 However, if the child is coming out feet first, then place your fingers in the groin or between the ribs.
E cove que tengua le unci am la ma dreyta, e pausa la curvitat de lu en aquel loc le qual es entre les ditz de la ma senestra, e entrometa la ma am facilitat e fique le unci en alcu de aquels locs les quals havem ditz, entro que pervengua a la causa boyda.	 And it is necessary that you hold the fingers with your right hand and place the curvature of them in that place which is between the aforementioned fingers of the left hand, then gently insert your hand until the fingers reach one of those places we have mentioned, until it reaches the "boyda.
E aprop pause e fique en la apposicio de lu un autre unci, o le tertz si es necessitat, per so que sia atraccio engual, e no sia extencio segon la sua rectetut tant solament.	 And then place and leave in the area of the patient another cushion or a third one if necessary, so that it is held equally and not extended as much according to its true nature alone.
Ans sia maugut a tota partida, per so que l’eyssiment de lu sia alleujat ayssi cum es fayt en dent deves la eradicacio de lu.	 And let it be moved in all directions, so that the exit of it is alleviated as it is done with a tooth when its extraction is required.
E cove en lu aquo que es entre lor que la extencio sia mollificada; e si alcuna partida de lu es retenguda, lahoras cove que la matrona unte alcus sieus ditz am oli e entrometa aquels espertament e revolva am aquels aquo que es retengut.	 And it is necessary in them that the extension be softened; and if any part of them is retained, then the midwife should anoint those parts with oil and insert her fingers and move about that which is retained.
Donc si la partida del fet es fora-getada, lahoras les uncis sian permudatz entra loc le qual sia pus aut; e fay aysso entro que tot le fet sia fora-getat.	 Therefore, if the part of the baby is stuck, then replace the cushions in the place where it is more forward; and do this until all of the baby is delivered.
Mays si la ma es eyssida denant l’autra, e no es possible reduzir aquela per la coartacio de lu, lahoras cove que drap sia envolopat sobre aquela; e aprop extratz aquela entro que tota sia fora-getada, e inscideys aquela o en la junctura de la ma o en le coyde.	 But if the hand is protruding before the other, and it is not possible to reduce it because of its stiffness, then a cloth should be wrapped around that; and immediately pull it out until all of it is delivered, and cut it either at the joint of the hand or at the elbow.
E ayssi cove que fassas en l’autra ma e en les dos pes.	 And so you must do with the other hand and both feet.
Mays si le cap del fet es gran, o accideys a lu coartacio en le eyssiment, o es en le cap de lu aygua ajustada, lahoras cove que entrometa entre les ditz espatum spinos e fenda le cap e extragua la aygua, o que discroba aquel am un instrument le qual es nompnat “alundat”, la forma del qual vindra am las formas dels autres instruments en le capitol le qual es aprop aquest.	 Here's the translation for the given sentence:
E semblantment fassa si·l fet es de gran cap per natura: e lahoras cove que inscida aquel am algematu, o que prengua aquel am alunda ayssi cum havem dit; e aprop extra les osses am les forceps.	 E semblantment fassa si·l fet es de gran cap per natura:
E si le cap es eyssit e es coartat deves la furcula, lahoras sia fendut entro que la humiditat la qual es en le pietz sia efunduda.	 "And if the head is swollen and constricted, you must cut the hyoid bone so that the moisture in the feet can be released.
Mays si no es complicat, ni obezeys a eyssiment, lahoras tu inscideys le cap tantost segon que a tu sira possible.	 "But if it is not complicated and does not obey swelling, then you should incise the head as soon as possible.
E si le dejos del ventre es apostemat o es en lu ydropici, lahoras cove que tu perfores aquel entro que corro la humiditat que es en lu.	 "And if the sides of the abdomen are swollen or the patient is dropsical (retaining fluids), then you must pierce it until the moisture within drains out.
Mays si le fet es sobre les sieus pes, lahoras la atraccio de lu es leugiera e la direccio de lu a la boca de la mayre es leugiera.	 "But if the foot is on its feet (upright), then its attraction (gravity) is light and its direction towards the mother's mouth (uterus) is also light.
Mays si es coartat deves le ventre e·l pietz, lahoras cove que tu extraguas aquel am drap le qual auras envolopat sobre la tua ma, e que fendes le ventre e·l pietz entro que corra aquo que es en aquels.	 "But if the abdomen and feet are constricted, then you must extract that (moisture) with a cloth wrapped around your hand, and cut open the abdomen and feet until the water within them runs out.
Mays si les autres membres so ostatz e torna le cap, lahoras la metrona entrometa la ma senestra; mays si la boca de la mayre es huberta, lahoras intrometa la ma en le preon de layre, e cerque am aquela le cap, e atira aquel am les ditz entro a la boca de la mayre, e aprop entrometa en lu un unci, o dos uncis, e atire lu am aquels.	 "But if the other members (limbs) are removed and the head returns, then the midwife should insert her left hand; but if the mother's mouth (vagina) is open, then she should insert her hand into the mother's womb, and search for the head with that, and pull it towards the mentioned parts, into the mother's mouth, and immediately insert one or two fingers into the baby, and pull it with those.
E si la boca de la mayre es coartada per apostema caut le qual accideys a l’u, lahoras cove que no sia trebelhat sobre lu; abantz cove lahoras aministrar efusio de causas humidas grassas.	 And if the mouth of the mother is constricted by an abscess that occurs in the body, then it should not be pierced immediately; instead, it is first necessary to administer a purgative with moist and greasy substances.
E aministre emplastres; e segua le pacient en ayguas que mollifican e humectan.	 And administer plasters; and follow the patient with waters that soften and moisten.
E si le fet es sobre le sieu costat, lahoras si possible es, sia agulat: e sia aministrat aquo que havem dit en le fet viu.	 And if the abscess is on the side of the ribcage, then if possible, it should be lanced; and the remedy mentioned for a living abscess should be administered.
E si aquo no es possible, lahoras sia inscidit en pessas, e sia extrayt.	 And if that is not possible, then it should be cut into pieces, and removed.
E cove que non layssas alcuna causa dedintz de la segondina.	 And it is necessary that no cause remains within the second skin (i.e., the dermis).
E cum tu auras complida tota la tua opperacio, lahoras aministra aquo que havem dit de la curacio en les apostemas cautz les quals accideysso de la mayre.	 And when you have completed all your work, then administer the remedy that we have mentioned for the care of abscesses that occur in the mother.
E si accideys flux de sanc, lahoras deyssendas en ayguas stipticas e aministra l’autra curacio.	 And if there is a flow of blood, then apply astringent waters and administer the other remedy.
E yeu ja e vist una femna en le ventre de la qual era fet mort, e aprop sobre aquel foc autra veguada emprenhada, e aprop foc mort es le fet autre.	 And I have seen a woman in whose womb there was a dead fetus, and then on top of that another fetus was found, and then the other fetus was also dead.
Accidit al u aprop lonc temps apostema en le sieu embelic; e inflat es entro que foc ubert, e comensec a getar brac.	 It seems like an abscess has formed in his belly for a long time; it has swollen to the point where it burst open, and pus started to flow out.
E yeu fu appelhat a la cura de lu, e medicat a lu per lonc temps, e la plagua no es consolidada.	 I was called to his care and treated him for a long time, but the wound did not heal.
Adonc yeu pausegui sobre lu de alscunas causas emplastra de forta atraccio, e eyssic de lu un os, e aprop passero alcus jorns, e eyssic un autre os; e yeu fu trop meravilhat, cum en le ventre no sia os.	 Then I applied to him some plasters of strong attraction, and an object came out of him, and after a few days another object came out; and I was very surprised, since there are no bones in the belly.
E adonc yeu cogitegui que eran dels osses del fet mort.	 And then I realized that they were the bones of a dead fetus.
Donc yeu enguisigui la plagua, e extrayssi de lu motz osses , la femna existent en las sieuas milhos disposicios, e ja visquec en tal manieyra per lonc temps, correc de lu un petit de brac.	 Therefore I investigated the wound, and extracted from her many bones, as she had been pregnant for a long time, and some pus came out of it.
E yeu no afermegui asso esser stranh, sino quar en aquo es sciensa e ajutori ad aquo que le metge artifec am la ma per curacio aministra.	 And I did not consider this strange, but rather because in this there is science and help for what the doctor does by hand to administer a cure.
De las formas dels instrumentz que so necessaris a extrayre le fet.	 Of the shapes of the instruments necessary to extract the fetus.
Forma de vertitge am la qual es uberta la mayre:	 The shape of the hook with which the mother is opened:
Aquesta es la forma de strenhedor en le qual so engualhatz les libres, al qual engualhament sian dos virtitges en doas extremitatz de dos futz.	 This is the shape of the dilator with which the lips are cut, and in this cutting there should be two hooks at the ends of its two feet.
May empero aquesta virtitge cove que sia pus subtil de strictori, e sia fayt o de eba o de fust de boys.	 "However, this virtue requires that it be more subtle than narrow, and it should be made either of hemp or of the wood of box trees.
E sia la latitut de quascun fust quays dos ditz e le marge de quascu amdos quays un dit, e la longitut de quascu es un palm e mig; e en le mieg loc de dos fustz so dos ajustaments de aquel meteys fustz les quals ja son fermatz, dels quals la longitut es la maytat de un palm e un pauc mes, e la latitut de quascu es quay dos ditz, o un pauc mes.	 "And the width of each stick should be two thumbs and the edge of each also two thumbs; the length of each is one palm and a half; and in the middle of two sticks there are two supports of the same wood, which are already fixed, whose length is half a palm plus a little more, and the width of each is approximately two thumbs, or a little more.
E aquestz dos additamentz sian entromeses en la boca de la mayre per que sia uberta am aquels quan tu revolves las doas prescriptas virtigges.	 "And these two supports should be inserted into the opening of the vessel so that it is open with them when you rotate the two aforementioned rods.
Forma autra semblant de aquela pus subtil e pus leugiera:	 "Form another similar to that one, but more subtle and lighter:
Sia fayta de fustz de eba o de boys segon la semblansa de forceps.	 "It should be made of hemp or boxwood sticks according to the likeness of forceps.
Mays empero en la extremitat de lu so dos additament ayssi cum vezes, e la longitut de aquels additament es quays un palm, e la latitut de quascu es dos ditz.	 "However, at the end of it there are two supports as you see, and the length of those supports is about one palm, and the width of each is two thumbs.
E cum tu vols am aquels ubrir la mayre, lahoras tu fay cezer la femna sobre le lieyt les pes pendentz, ubert aquo que es entre las coyssas de lu.	 "And when you want to open the vessel with those, then you should make the woman sit on a bed with her feet hanging down, opening that which is between her thighs.
E aprop obre la tua ma am le instrument ayssi cum fas am forfexs engualment segon la quantitat que vols de la aprecio de la boca de la mayre entro que la metrona fassa so que vols.	 And then you open your hand with the instruments as you would with scissors, according to the desired amount of precision for the mouth of the wound until the midwife does what she wants.
La forma de vertitge la qual diysero les antics:	 The form of vertigo which the ancients called:
Forma de impellent am le qual es empellit le fet:	 The shape of the force with which the fetus is pushed out.
Forma de amisidat2 am le qual es conterit le cap gran	 The shape of the assistance with which the large head is contained
E es asemblat a forceps al qual so dentz en la extremitat, ayssi cum vezes, e alcunas veguadas es fayt lonc ayssi cum forceps segon aquesta forma, ayssi cum vezes, al qual so dentz ayssi cum dentz de ressegua am le qual es inscidit e conterit.	 And it resembles forceps, which have teeth at the end, as sometimes, and in some cases it is made long like forceps according to this shape, as sometimes, which has teeth like saw teeth with which it cuts and contains.
Forma de amesidat pauc:	 Shape of slight assistance:
Forma de unci havent una spina:	 The shape of a hook having a spine
Forma de unci havent doas spinas:	 The shape of a hook with two spines
Forma de forceps a la qual so dentz de cerra am le qual le cap del fet sia conterit:	 The shape of forceps, which have saw teeth, with which the head of the fetus is contained.
Forma de spatum havent dos extremitatz am le qual le cap es abscindit:	 The shape of a spatula with two ends, with which the head is cut off.
Forma de dos espatums latz:	 The shape of two wide spatulas
Totz aquels instrumentz so excersitatz, e quan mes so multiplicadas las specias de aquel e so preparadas deves le artifexs, quant es pus leugier a la sua opperacio e pus aut deves les homes per la sua quantitat.	 All these instruments are practiced, and the more species of them are multiplied and prepared by the craftsmen, the easier it will be for their operation and the more useful they will be for men because of their number.
E no obres de aquels instrumentz ja sia qua sia deves tu aparalhat, quar la necessitat de aquels no es excusabla.	 And of those instruments, you must always be prepared, because their necessity is not excusable.
De extraccio de la segondina.	 About the removal of the secondine (a type of bandage or compress).
Quan la segondina es retenguda deves le enfantament, lahoras cove que tu comandes a la malautae que retengua le sieu ale, e aprop fay aquela stornudar am condizi, e strenh la tua ma sobre la boca de lu e sobre las nars de lu, e si per aysso es defora eyssit, bo es.	 When the secondine is retained, you must cause the patient to sneeze by using a stimulant or strong odor, and place your hand over their mouth and nose. If this causes it to come out, that's good.
E sino, lahoras tu pren una ola e perfora en la cuberta un trauc e pausa en aquela erbas ubrent la boca de la mayre, ayssi cum calament e ruda e anet e camamilla e scicados arabic e cassia lignea e santaurea.	 And if not, then you take a cloth and puncture a hole in it, and place inside it herbs that burn the mouth of the mother, such as calament, rue, anise, chamomile, Arabian scillas, cassia wood, and santolina.
Totas aquestas erbas o alcunas de lor sian submersas en aygua en la ola, e pausa aquela sobre le foc.	 All of these herbs or some of them should be soaked in water in the cloth, and place that over the fire.
E aprop pausa una canula de canaviera en la boca de la mayre, e tengua aquela entro que la evapor vengua a la concavitat de la mayre.	 Then insert a reed into the mouth of the mother, and keep it there until the steam reaches the cavity of the mother.
E aprop fay aquela stornudar ayssi cum havem dit, e la segondina sira fora-getada am velocitat.	 Then cause her to sneeze as we have said, and the secondine will be expelled quickly.
Mays si roman aprop aquesta curacio e no es eyssida, lahoras tu comanda a la matrona que submerge la sua ma sinistra en oli sizami o en micellage de altea, e aprop entrometa aquela en le conh e queresca am aquela la segondina, e cum aquela auras trobada, lahoras pren la e exten aquela pauc a pauc Mays si es annexsa en le preon de la mayre, lahoras entrometa la sua ma segon que havem recomtat, e quan aura trobat la segondina, extragua aquela petit a petit segon rectetut per so que la mayre no caja deves la atraccio vehement.	 But if this treatment is not successful and the secondine does not come out, then you should command the midwife to insert her left hand in sesame oil or in mugwort ointment, and introduce it into the vagina, searching for the secondine with it. When you have found it, then take hold of it and draw it out little by little. But if it is attached to the womb of the mother, then insert your hand as we have recommended, and when you have found the secondine, extract it little by little, gently, so that the mother does not suffer from a violent extraction.
Abantz cove que sia permudada als costatz dreyt e sinestre am facilitat.	 Before it is necessary that the right and left ribs be moved with ease.
E aprop sia ajustat en la quantitat de atraccio, quar ela obedira e evasira de adhirencia.	 And immediately ensure that the attraction amount is adjusted properly, because it will obey and release from attachment.
E si la boca de la mayre es coartada, nos ja havem recomtat la curacio am sturnutacio e am medicacio de la ola am erbas.	 And if the mother's mouth is constricted, we have already recommended the cure with suction and with a medicine made from the oil of herbs.
Mays si no es fora-getada am totas las causas las quals havem recomtadas, lahoras guarda te que no fetigues sobre aquela en iteracio de abstracio, mays empero cove que aquo que es eyssit de lu a la boca de la mayre lies a la coyssa de la femna, e aprop cristeriza aquela am enguent e tetrafarmacon; quar aquel fara poyrir aquela aprop alcus dias e sira dissolvuda e sira fora-getada.	 But if it is not cured with all the causes that we have recommended, then be careful not to perform on her again in succession of extraction, but rather let what comes out of her go into the mother's mouth, and immediately treat that with ointment and tetrapharmacon; for that will cause it to dry up within a few days and will dissolve and be forgotten.
Mays quan se poyreys, es de lu elevada mala audor al cap, e al estomac, e aquo ledeys la malauta; e adonc cove que sian aministradas sub-fumiguacios e convenientz ad aquo.	 But when it dries up, it raises a bad odor to the head and stomach, which harms the patient; at that time, it is necessary to administer fumigations and appropriate remedies for this.
Mays alcus dels Antics ja so esproatz sub-fumigacio de nazitort e de figuas seccas.	 But some of the ancients have already tried fumigation with narcissus and dried figs.
Forma de instrument am le qual la femna es sub-fumiguada deves la retentio de mestruas e de la segondina:	 The form of the instrument with which the woman is fumigated must be the retention of menstruation and the second trimester:
Sia fayta de veyre o de eram.	 Based on the context of medieval medical treatises, "Sia fayta de veyre o de eram" likely refers to a surgical procedure involving either glass (veyre) or silver (eram). Here's a line-by-line translation:
E sia pausada la extremitat subtil en le conh e la extremitat ampla sobre le foc, e la sub-fumiguacio sia pausada sobre las brazas del foc.	 And let the thin end of [the instrument] be placed in the bowl and the wide end over the fire, and let the smoke tube be placed over the coals of the fire.
E tengua aquela entro que sia consumida aquela sub-fumiguacio e itera·n autra.	 And hold that until that smoke tube is consumed and then insert another one.
De curacio del cul del enfant no-perforat.	 Of the treatment of an unperforated child's anus.
Motz enfantz naysso e les culs de lu no so perforatz, les quals ya ciphac subtil e opilat.	 Many children are born and their anuses are not pierced, which is a subtle and serious matter.
Adonc cove a la matrona que perfore am le sieu dit aquel ciphac; e sino, perfora aquel am spatum agut, e guarda se que no toque le lacert.	 Therefore, it is fitting for the midwife to pierce that skin with her finger; and if not, pierce it with a sharp spoon, being careful not to touch the intestines.
E aprop pause sobre aquel lana enfusa en vi e oli; e aprop cura aquel am enguent entro que sia senat.	 And then place over that wool soaked in wine and oil; and then treat that with ointment until it is healed.
Mays si temes que sia opilat, lahoras pausa en le trauc una canula per motz dias, e osta la quan le enfant voldra degerir.	 But if you fear that it might be blocked, then place a catheter in the opening for many days, and remove it when the child wishes to defecate.
E ja accideys oppilacio del cul per consolidacio de plagua o de apostema; adonc cove que aquela consolidacio sia inscidida, e aprop sia curada am aquo que avem dit de la curacio e del plom.	 And if the anus is blocked due to the healing of a wound or abscess; then that healing should be cut open, and then it should be treated with the water that we have mentioned for treatment and for lead.
De curacio de las fistulas que endeveno dejos.	 Of the treatment of fistulas that occur below. ︎
Las fistulas que endeveno en la partida dejos pus bassa so nodacio e grossetut las quals endeveno prop del cul defora o en l’espazi de la una partida.	 This is a fascinating exercise in medieval medical translation! Based on the patterns and context clues, let's break down the sentence:
E es una fistula o motas.	 And it is a fistula or ulcer.
E cum aquela nodacio es antiquada e corr de la humiditat aygosa blanca o poyridura subtil, e alcunas veguadas so de aquestas fistulas alcunas penetrantz.	 And when that swelling is old and runs with white watery humidity or fine pus, some of these fistulas can penetrate in certain cases.
E aquelas penetrantz so conogudas per aquo que es eyssit de aquelas per la egressio e per ventosetat; e alcunas vetz use le malaute de egressio, e fort leu es eyssit de aquelas verm.	 And those penetrations are known by what comes out of them in the form of discharge and flatulence; and sometimes the patient suffers from these discharges, and it is often worms that come out of them.
E so de aquelas fistulas alcunas veguadas en l’espazi penetrantz entro a la vesica, e entro al meat de la vergua; e so de aquelas penetrantz entro la junctura de la coyssa e entro al notz de la coeta.	 And some of those fistulas sometimes penetrate into the bladder and into the urethra, and sometimes they enter the joint of the hip and into the thigh bone.
E aquo en que es conoguda fistula penetrant entro al cul e no-penetrant, es que tu metas le tieu dit endic en le cul, e entrometas tenta subtil de eram o de ferr en la fistula quan no y es turtuositat.	 And this is how a penetrating fistula into the anus is known from a non-penetrating one: you put your finger inside the anus, and insert a thin probe of iron or silver into the fistula when there is no discharge.
Mays si en aquela es turtuositat, lahoras entromet en aquela tenta subtil de plom o de pels de caval entro que tu sentas la tenta o le pel en le tieu dit.	 But if there is discharge in it, then insert a thin probe of lead or horsehair into it until you feel the probe or hair with your finger.
E si no sentas aquela de tot ni no procezeys del trauc alcuna causa de egestio ni verm ni ventositat, ayssi cum havem dit, lahoras sapias que es no-penetrant, e lahoras coyta te a la curacio.	 And if you do not feel it at all or nothing comes out of the hole in the form of discharge, worms, or flatulence, as we have said, then know that it is non-penetrating, and then proceed to the treatment.
E quan la fistula es penetrant entro a la vesica o entro al meat de la vergua, lahoras la significacio de lu es eyssiment de urina de aquela e prohibicio de lu ad aysso que·l loc am medicina sia consolidat.	 When the fistula penetrates into the bladder or the opening of the penis, its meaning is the discharge of urine from that area and the prohibition to approach the place with medicine until it is healed.
Mays si es penetrant entro la junctura de la coyssa o entro al os e envencio de dolor en le circuit, lahoras senhal de lu es que la tenta perve entro aqui si en lu no es turtuositat entro al os, e envencio de dolor en le circuit de la partida; e que de lu yeys poyredura tostemps; e que no val en aquela medicacio, ni es consolidada am enguent.	 But if it penetrates into the joint of the hip or into the bone and causes pain in the circumference, then its sign is that the point enters here if it is not turned towards the bone, and pain in the surrounding area; and that from it there is always pus; and that no medicine works there, nor is it healed with ointment.
E en totas aquelas fistulas penetrant no es curacio de tot, e la curacio de aquelas es trebalh e vanetat dels folyls metges sobre·l qual so fermatz.	 And in all those fistulas that penetrate there is no complete cure, and the treatment of them is laborious and vain work of foolish doctors on whom they are based.
Mays en aquela que no es penetrant e no antiqua, sanacio am ferr es sperada segon que yeu a tu recomtare, e aquo que ja yeu e proat.	 But in those that do not penetrate and are not old, healing with iron is hoped for, as I will tell you, and this which I have already proven.
E es que le malaute jagua entre las tuas mas sobre le sieu dos e eleva las cambas de lu entro sus, las coyssas sian enclinadas al ventre de lu, e aprop entromet tenta de plom, o de eram si es en la fistula turtuositat, entro que sapias le loc on perve la tenta.	 And let the patient lie between your hands on his back, and raise his legs up to his knees, so that his hips are inclined towards his belly; and then carefully introduce a probe of lead or iron into the fistula until you know the place where the point enters.
E si aquela sent le malaute entorn le cuol, lahora cove que tu entrometas le tieu dit endic en le cuol.	 "And if that pain affects the patient's neck, then it is necessary for you to insert your finger into their neck.
E si sentas en le tieu dit la tenta ja per si meteyssa descuberta penetrar, otra aquo que sentas entre le tieu dit e aquela siphac o carn, lahoras sapias certanament que aquela es penetrant; e adonc no trebalhes en aquela, quar no es en aquela sanacio, ayssi cum havem dit.	 "And if you feel in your finger the tendon already clearly exposed and penetrating, or if you feel something between your finger and that siphac or flesh, then you can be certain that it has penetrated; and at this point do not work on it, because there is no cure for it, as we have said.
Mays empero diyssero alcus que es sana en alcus homes tart.	 "However, some people say that in some men, it can be healed late.
E de la medicacio per la qual es sperat juvament en lu es que tu ignes cauteri subtil segon le ample de la fistula, ayssi cum es precedit, e intrometas aquel ignit en la fistula entro que pervengua entorn le cuol; e aprop itera aquel doas o tres vetz entro que sapias que ja son adhustas totas aquelas carns ajustadas fistuladas que so semblantz a cana de pluma de ausel.	 "And the treatment by which it is hoped to help him is that you light a fine cautery according to the width of the fistula, as previously stated, and insert that heated iron into the fistula until it reaches around the neck; and then repeat this two or three times until you know that all those fleshly parts that resemble a quill have been completely sealed.
E aprop cura aquela am calguas envolopadas en boder entro que en yescan totas aquelas carns que so adhustas, e aprop cura aquela am medicinas la carn engendrantz e consolidantz, e si es sanada, bo es; e sino, lahoras no es sana en degun temps per autra curacio.	 "And then wrap that with clean cloths until all those sealed flesh parts are dry, and then treat it with medicines that promote the growth and strengthening of the flesh. If it heals, good; if not, then it will not heal at any time through any other treatment.
E si la tenta intra, e no penetra entro·l tieu dit le qual es en le cul, e entre aquel e la tenta que es velament spes de carn o de ciphac, e vezes la fistula en aquo que siec la superficia de la codena, lahoras secca la codena del comensament de la fistula, e tu ve seccan am la tenta, e sia en la fistula entro que la seccio pervengua al loc en le qual perve la extremitat de la tenta, e per la tenta es liberat e catz.	 Let's translate this sentence line by line:
E aprop mundifiqua aquelas carns fistuladas las quals so asembladas a canula de pena de ausel e no romangua de aquelas alcuna causa.	 And then clean those fistulated (i.e., abscessed) flesh that resembles the quill of a bird, and let none of them burst.
Mays si flux de sanc vezes que vengua entre tu e la tua opperacio quan ensideysses aquelas carns, lahoras le milh que sia e del pus leugier instrument es cauterizar am foc o am medicina acuta, quar cauteri am foc ajusta bonas doas habitutz: so es adhustio de aquelas carns ajustadas, e abscizio del sanc exseccacio de las humiditatz.	 But if blood flow occurs between you and your operation when you enter those flesh, then it is best that it be cauterized with a light instrument of pus, either with fire or with an acute medicine. For fire cautery has two good qualities: it adjusts the flesh well, and it absorbs and dries out the humidity (of the blood).
E aprop cura aquela am calguas envolopadas en boder o en caus trissat entro que·l loc geta brac, e aprop lahoras cura la plagua am enguentz carn dura engendran e consolidan.	 Then wrap that [wound] with cloths or clean linen until the place is healed, and then treat the wound with ointments that promote healing and strengthening of the flesh.
E so medicinas en las quals so stipticitat e exseccio; quan lahoras es restaurada ja es sanada e no temes iteracio.	 And thus, medicines that have astringent and drying properties are used; when it is restored, it is already healed and you do not fear recurrence.
Mays si la fistula ja perve entro al preon del cul e es elonguada de lu superficia del cos, lahoras entromet le tieu dit en le cul e inquireys am aquel.	 But if the fistula has already penetrated into the depth of the anus and extends over the surface of the body, then insert your finger into the anus and explore with it.
E donc si centes la tenta e entre tu e ela es velament de ciphac o de carn, e es propda a la penetracio, lahora no es operacio en lu sino segon via di fiducia e de speransa.	 And thus, if you find the thread and there is a veil of skin or flesh between you and it, and it is close to the penetration, then do not operate on it, but trust and hope for the best.
La qual causa es aministrar en lu una de tres manieyras: o que cauterize aquela ayssi cum havem dit; o que secces aquela entro que consieguas la conquavitat de lu per que sia a tu possible entrometre las qualcas e la curacio propdana; e no procesiscas mot am seccio per so que no inscidas le lacert contenent le cuol, e que accidisque sobre le malaute eyssiment de la egistio ses voluntat; e aprop cura aquel am aquo que havem dit quar fort leu sira sanat; o que elongues aquel velament e mondes aquel pus que seccas aquel entro prop le cul, ayssi cum havem dit, o am tenta o am autre instrument de aguda extremitat, e aprop mondifique aquelas carns fistuladas las quals so en la seccio entro la on podes am percrustacio; e aprop esforsa te a far la restauracio de tota la plagua am seccio, e si le orrifici pus desus no es consolidat, e romangua la fistula uberta en la partida del cul, e sira pus leugier per le malaute.	 Here's the translation of the given text:
E alscunas veguadas la fistula es finida segon aquesta manieyra: es quan tu entrometas la tenta en la fistula, e es en le latz del cul entorn la superficia del cos am la codena e en le marge del cul, lahoras pren tenta de perforada extremitat, que es ayssi cum agulha de preparantz les coers segon aquesta forma:	 And sometimes the fistula is ended in this manner: when you introduce the probe into the fistula, and it is at the back of the anus around the surface of the body with the string and on the edge of the anus, then take a probe with a perforated end, which is like a needle for preparing the hearts in this way:
e entromet en aquela fiel envolopat de v fiels o entorn aquels; e aprop entromet tenta am fiel en la fistula entro que consiegua la conquavitat de lu.	 And insert it into that probe wrapped with five threads or around them; and then insert the probe with the thread into the fistula until you reach its cavity.
Mays si es penetrant en le marge del cul prop dedintz, lahoras tu extratz le fiel de aquel trauc ayssi que tu intrometas le tieu dit en le cul; e extraguas la extremitat del fiel e ajustes las duas extremitatz essemps, e estrenh cascuna, e leyssa aquo per un dia o per dos, e quan mays inscideys le fiel en la carn, estrenh be aquel entro que aquelas carns sian inscididas las quals so entre doas extremitatz del fiel e que cajan.	 But if it penetrates into the edge of the anus deeply, then you extract the thread from that hole by inserting your finger into the anus; and draw out the end of the thread and join the two ends together, and tighten each one, and leave it there for a day or two, and when you have inserted the thread more into the flesh, tighten well so that the flesh between the two ends of the thread may enter and close.
E aprop cura la plagua entro que sia consolidada e sanada.	 And then treat the wound until it is healed and cured.
Mays si le orrifici de la fistula no es penetrant, lahoras fay aquel penetrar, en qualque manieyre sia a tu preparat, sino que sia mot en le preon, quar no es a tu que fassas aquo per que no inscidas le lacert; e aprop fay am aquela entro que sia sanada.	 But if the orifice of the fistula is not penetrated, then make it penetrate, by whatever means you have prepared, so that it is much in the flesh, for it is not your task to do this lest you injure the flesh; and then do as before until it is healed.
La forma de spatum spinos am lo qual es fenduda la fistula: la curvitat del qual es mot aguda e l’autra partida es no-aguda, per so que no inscidas aquo que no es necessari, ayssi cum vezes.	 Based on the pattern you've provided, here's a line-by-line translation of the given sentence:
De sutura de emorroydas en las quals corra sanc en la inscizio de aquelas.	 Here's a line-by-line translation of the given sentence:
Emorroydas so segon dos manieyras, quar o so entre le cul semblantz aysi que es de carbos, o quays aquelas sian cum a gras de rasim.	 Haemorrhoids can occur in two ways, for either they are between the anus like charcoal, or they resemble those that are with grease of rosemary.
E de aquelas so petitas e grans, e que le sanc corr de aquelas tostemps e es una, e so motas, e so fora·l cul, e en las extremitatz de lu.	 And these can be small or large, and blood flows from them always, and it is one drop at a time, and they are outside the anus, and in its extremities.
Mays empero aquelas que so foro le cul so segon las mes de pauca humiditat, de las quals corr aygua citrina o un petit de sanc am cos continuabla, e so segon la color del cos.	 However, those that are outside the anus are according to less moisture, from which flows citrus-colored water or a little blood with continuous movement, and they are according to the color of the body.
E la curacio de aquela que es dedintz le cuol es que comandes al malaute que se assela e que se exprema entro que le cuol yesca e las emoroydas apparescan a tu.	 And the treatment for those that are inside the anus is that you order the patient to sit and squeeze until the anus protrudes and the hemorrhoids appear to you.
Adonc tu te coyte e suspen am uncis o que tenguas aquelas am la tua ungla, e aprop incideys aquelas deves las suas razitz.	 Then you should cut and suspend them with scissors or something you have available to hook them with your nail, and then you should cut off their roots.
