Ayssi comensan las paraulas de Albucasim .	 Here begins the treatise of Al-Bucasis.
Mays si la mamilla declina a las partidas dejos e es mollificada per la sua magnitut ayssi cum endeve a las femnas, lahoras sia fendut en dos latz sieus pus sobiras, am dos seccios semblantz a figura lunar, de las quals quascuna sia contenguda en l’autra deves la fi de quascuna, entro que sia que la linha major contengua la menor segon aquesta forma de la linha de .B. e la linha de .G. E aprop excorja la codena la qual es entre dos labias de la plagua, e osta la pingueza, e aministra aquo que havem dit de la sutura e de las polveras aquo que es necessari en la curacio entro que sia sanat.	 However, if the nipple inclines towards the softened parts as it should in women, then it must be cut into two halves above, with two sections similar to a lunar shape, each of which is contained within the other at its end, so that the larger line contains the smaller one according to this form from the line of .B. and the line of .G. Then remove all the skin that is between the two lips of the wound, remove the fat, and administer what we have said about the suturing and powders that are necessary for the cure until it is healed.
E si tu non conpleysses la inscizio de aquo que cove inscidir per la inquietut del malaute, e per flux de sanc, lahoras cove que huemplas la plagua de coto submergit en enguent corrosiu e layssa aquel entro que aquo corroda que es romas de la grayssa, e aprop cura aquel entro que sia sanat.	 And if you do not complete the incision that needs to be made due to the restlessness of the patient and the flow of blood, then fill the wound with cotton soaked in corrosive ointment and leave it there until it dissolves what is fleshy, and then treat that which remains healed.
Capitol .xlviii.	 Chapter .48
De perforacio de apostemas que veno dejos le titillic.	 About the piercing of abscesses that come from the tonsils.
Aquetz apostemas que veno dejos le titillic so de las specias de scrophulas, durs, las quals conte una pel que es sac.	 These abscesses that come from the tonsils are of the species of scrofula, hard, which contain a pus that is black.
E de aquelas so alcunas que conteno humiditatz; e aquelas que conteno humiditatz cove que sian inscididas am seccio lunar segon aquesta figura: de la linha de .G. a la linha de .B. E cum es tot evacuat aquo que es en le apostema de la sania, lahoras tu le comple de coto viel e leysa le entro al autra dia.	 And of these, some contain moisture; and those that contain moisture should be incised with a lunar section according to this figure: from the line of G to the line of B. And when everything is evacuated from the abscess by pus, then fill it with old cotton and leave it until the next day.
E aprop le coto sia ostat e sia curat am enguent convenient ad aquo, entro que sia sanat.	 And then remove the cotton and treat it with suitable ointment for that, until it is healed.
E si le apostema de las specias dels nodes es, e de las scrophulas, lahoras tu scindeys sobre aquel ayssi cum havem dit en la seccio sobre las scrophulas engualment.	 And if the abscess is of the type of lymph nodes and scrofula, then cut it open as we said in the section on scrofula equally.
May si la plagua es extenduda en aysso que yesca poyredura, lahoras administra en lu cauteri segon que en aquo havem denant dit.	 If the wound is spread in such a way that it can cause gangrene, then administer to them cautery as we have said before.
Capitol .xlix.	 Chapter 49.
De seccio de apostemas que accideysso per arceria o per vena.	 Of the incision of abscesses that occur due to archery or a vein.
Quan arceria es rompuda, e la codena es consolidada la qual es sobre aquela, lahoras motas veguadas accideys apostema E les senhals per les quals es conoguda que imflamacio e apostema sian per la arteria o per vena: quar quan apostema es per arceria es lonc agreguat en le preon del cors; e que quan inpelleysses le apostema am les tieus ditz, sentes en lu quays sia stridor.	 When a bowstring is broken and the cord above it has healed, then swollen abscesses often occur. And the signs by which inflammation and abscess are known to be caused by an artery or vein: for when an abscess is due to archery, it is long drawn out in the body; and when you press on the abscess with your fingers, you feel a grating sound in it.
E aquel que es per vena es redon al manifest del cors.	 And that which is caused by a vein is round and apparent on the surface of the body.
E seccio sobre aquest apostema es error, e majorment en aquel que es dejos las aysselhas, e en les angonars, e en le col, e en motz locs del cors; e es mot gran, donc cove que la sua curacio am ferr sia esquivada, e aquel que es en las extramitatz, o al cap, cove que sia evitat.	 Incision on this abscess is dangerous, especially in those below the ribs, in the groin, in the neck, and in many parts of the body; and it is very great, therefore its treatment with iron should be avoided, and that which is at the extremities or at the head should be evaded.
Mays sobre aquel que es de lor per imflacio de l’orrifici de la arceria, scindeys en la codena seccio en le lonc; e aprop huebre la seccio am uncis e aprop la arceria, e deliura de las tunicas entro que sia descuberta.	 But on that which is caused by the inflammation of the opening of an artery, make a long incision in the cord; and afterwards widen the incision with hooks near the artery, and free it from the tunics until it is exposed.
E aprop met sobre aquel agulha e fay aquela penetrar entro al autre latz, e estrenh la arceria am fiel doble en dos locs, — la qual causa yeu a tu eyssenhegui en extraccio de doas arcerias les quals so en les templars.	 And then I place the needle on that [area] and make it penetrate into the other side, and tighten the bowstring with double threads in two places — which causes me to show you an extraction of two bowstrings that are in the temples.
E aprop punh le loc le qual es entre dos liamentz am spatum entro que yesca le sanc tot que es en lu, e sia dissolvut le apostema.	 And then I puncture the area between two ligaments with a spatula until all the blood drains out, and the abscess is dissolved.
E aprop administra curacio en la qual es engendrat poyre entro que caian les liamentz; e aprop cura aquel am enguentz convenientz ad aquo entro que sia sanat.	 And then I administer a treatment in which powder is introduced until the ligaments fall; and then I treat that with appropriate ointments until it is healed.
E si es apostema per seccio de vena, lahoras cove que tu tenguas am la tua ma aquo que es a tu possible del apostema am la codena, e aprop intromet la agulha dejos le loc le qual tu has tengut dejos la tua ma, e fay aquela penetrar; e sia en aquela fil doble entro que tu extraguas aquel del autre latz, e aprop ligua le apostema am bo liament segon que yeu he dit a tu en le liament de uva4 de doas partz am doas extremitatz del fil.	 And if the abscess is caused by a cut vein, then you must hold water as close to the abscess as possible with your hand, and then insert the needle under the area where you held the water, making it penetrate; and in that double thread until you extract it from the other side, and then bind the abscess tightly as I have told you in the binding of the grape with two parts and two ends of the thread.
Mays si temes que extraguam le fil, lahoras entromet le fiel am aquela agula dejos tot le apostema deves la inscizio de la agulha primieyra, e strenh les tieus fiels en quatre locs.	 But if you fear that the thread will be pulled out, then insert the thread with that needle through all of the abscess from the initial insertion of the first needle, and tighten those threads in four places.
Aprop secca le apostema en le mieg loc de lu entro que quan es yssit aquo que es en lu, lahoras tu inscideys la superfluitat de la codena, e layssa aquo que de lu es liat.	 Let's translate the given sentence step by step:
E aprop pausa sobre lu pulvil le qual has submergit en vi e oli, e aprop administra la curacio la qual es fayta am calguas e enguentz entro que sia sanat.	 And then place upon the pillow, which you have soaked in wine and oil, and then administer the cure, which is made with egg whites and ointments until they are healed.
Capitol l del apostema le qual accideys per torcio de nervis.	 Chapter 1 of the abscess that occurs due to a twisted nerve.
Ayssi cum accideys apostema en arceria e en vena, e semblantment accideys apostema en les nervis quan accideys en lor percussio o accideys per trebal superfluable, e per semblantz.	 Thus, as an abscess occurs in the bowels and veins, so too does it occur in the nerves when it happens due to their compression or occurs from excessive labor or similar causes.
E es fayt le mays de lu en les locs dels adjutoris o del talo, o en tot loc en le qual so maugudas las juncturas.	 And the main cause of it is in the places of the tendons or the ankle, or in any place where the joints are weak.
E es apostema greu, e es asemblat a la color del autre cors, e es en las majors de lu disposicios ses de lor e quan es streyt am vehementia, sent en lu le malaute semblant stupor.	 And it is a severe abscess, and it resembles the color of the rest of the body, and its position is without pain, and when it is narrow with intensity, the patient feels something like a stupor.
E no es apostema agreguat en le preon del cors, e per so es dejos la codena, e el es maugut a tota partida e no va a las partidas denant ni detras.	 And it is not an abscess located in the front of the body, and for this reason, it is left alone, and it is weakened on all sides and does not go towards the front or back parts.
Donc aquo de aquels que es en las juncturas no cove que sia envasit am ferr, quar fort leu endevenguera contracio.	 Therefore, of those that are in the joints, it is not necessary to be filled with iron, because quickly afterwards there will be a contraction.
Mays aquel que es en le cap o en le front fen la codena am spatum.	 "However, if it is in the head or forehead, use a spatula with the hook.
Mays si es apostema pauc, lahoras te aquel am les forfecs e abscindeys aquel de razitz.	 "But if the abscess is small, then use scissors and carefully cut it open.
E si es gran, lahoras tu le suspen am unci, e excorja aquel, e aprop osta aquel; e ajusta la plagua am sutura, e cura aquel entro que sia sanat.	 "And if it is large, then suspend it with threads, and carefully remove it; and then close the wound with stitches, and care for it until it heals.
Capitol .li.	 "Chapter 1
De seccio de apostema le qual accideys de cheil que accideys al ventre.	 "About the incision of an abscess which occurs in the same way as it does in the belly.
Endeveno ad alcus homes motas veguadas en les ventres de aquels e en las autras partidas del cors de aquels theils les quals son apelatz funguals per similitut de aquels am funges, dels quals la razitz es subtil e·l cap de aquel es gros; e ja las labias de aquels so conversas, e es de aquels que es petit, e es de aquels que es mot magnificat.	 "There are many people who have seen in the bellies of those and in other parts of their bodies certain things which are called fungi because they resemble mushrooms; their nature is subtle and their head is large; and already their lips have turned, and it is one of those that is small, and it is one of those that is very remarkable.
E yeu ja e vist un, e en le ventre de lu eran dos theils les quals eran mays a funges semblantz, e no era diferencia entre aquels blancs, de menuda razitz.	 "And I have seen one, and in his belly there were two things which resembled mushrooms even more closely, and there was no difference between those white ones, of very small nature.
E ja las labias de aquels eran enversadas e se fendian, e humiditat corria de aquel tot temps.	 "And already the lips of those were turned outward and split open, and moisture flowed from them all the time.
Donc yeu inscidegui aquels e atrobegui en la un en pes quays xviii unc. e l’autre quays vi unc.	 Therefore, I examined them and found one with eighteen needles in the feet and the other with six needles in the feet.
E la operacio en la inscizio de lor es que consideres lahoras si·l malaute es humit, e la color de atheil es blanca, humit, de subtil razitz; lahoras tu le inscideys am spatum lat, e sian en la presencia tua cauteris en le foc, quar motas veguadas deves la seccio de lu es expellit mot sanc; e si te ventz le sanc, cauteriza aquel.	 And the operation in their examination is that you should consider if the patient is moist and the color of the area is white, moist, and of subtle reason; then you should examine them with a spatula, and there should be cauteries in your presence, because many times the drying out of it will expel much blood; and if you see blood, cauterize that.
E si vezes le malaute pauruc e temeros, guarda te de inscizio am ferr; mays lahoras pren fiel de plom recent fayt, e strenh am aquel atheil, la manieyra del qual es aquela que havem dita; e leyssa aquel per dos dias.	 And if you see the patient weak and fearful, beware of examining with iron; rather take freshly made lead filings, and strengthen that area in the manner we have said; and leave it for two days.
E aprop ajusta en la strictura del fil de plom; donc, no cesses strenher le plom granre devetz en theil, entro que sia abscindit e cayha per se ses trebalh.	 And then adjust the tightness of the lead thread; therefore, do not cease strengthening the large lead in the area until it is cut and falls by itself without effort.
Mays si theil es de grossa razitz, lahoras en la inscizio de lu es alcuna causa de temor e de paor, e majorment en aquel que es en le ventre.	 But if the area is of a large size, then in its examination there is some cause for fear and dread, especially in that which is in the belly.
Mays possibla es que tu inscindas la maytat de lu , e aprop cauteriza aquel per que no retorne.	 But it is possible that you cut most of it, and then cauterize that area so that it does not return.
E aprop cura aquel entro que sia sanada la plagua.	 And then care for him until the wound is healed.
E guarda te que tu no presumas inscidir theil le qual es de fusca color, de pauc sentiment, de leg reguardament, quar aquel es absi cancros.	 And beware that you do not presume to cut one that is dark in color, with little feeling, and slow movement, for that is also like cancer.
E yeu vindre am rememoracio de cranc aprop aysso.	 And I will come to remember this regarding cancer as well.
Capitol .lii.	 Chapter 52.
De curacio de eminencia del umbilic.	 Of the treatment of swelling of the navel.
Eminencia del umbilic es fayta per motas causas; o per fissuras del ciphac le qual es sobre le ventre, e yeys de lu la tela o budel segon que endeve en las autras rupturas; o per sanc le qual flueys de vena o de arceria segon que es denant dit, o per ventositat coarctada en lu.	 Swelling of the navel is caused by various things; either by fissures in the intestine that lies over the stomach, and from it issues the gut or bowel according to what happens in other ruptures; or by blood that flows from a vein or artery as mentioned before, or by trapped wind.
Mays si es per fissura del ciphac e per yssiment de la tela, lahoras la color del apostema es semblant a la color del cors; e es leon ses dolor, e aprop appar de divers situament.	 But if it is by a fissure in the intestine and issuance of the gut, then the color of the swelling is similar to that of the body; and it is without pain, and appears in various places.
E si es per egressio del budel, lahoras le situament de aquel am lu de aquo que havem recontat, de mays vehement diversitat, e cum tu premes aquel am les tieus ditz es occultat, e aprop retorna; e fort leu es am lu so, e es magnificat mot deves le introt de banh e vehement trebalh.	 And if it is by the issuing of the bowel, then its appearance with that which we have mentioned is of greater variety, and when you press on it as said before, it becomes hidden, and then returns; and it is very light to touch, and a great deal of water and vigorous work make it worse.
Mays si per humiditat, lahoras es leon e no es occultat quan premes am la tua ma, ni es constrengut, ni es cregut.	 "But if due to moisture, it is swollen and not hidden when pressed with your hand, nor is it compressed, nor is it hard.
E si es per sanc, lahoras am aquestz senhals apareys le apostema a negror declinant.	 "And if it is due to blood, then you will see the abscess appear with blackish discoloration.
Mays si es per carn nada, lahoras es apostema greu, gros e dur, e es ficat segon una quantitat.	 "But if it is due to flesh-eating disease, then the abscess will be serious, large, and hard, and it will be fixed in a certain amount.
Mays si es per ventositat, lahoras le tocament de lu es leon.	 "But if it is due to flatulence, then touching it will cause swelling.
E la operacio en lu es que consideras lahoras si la eminencia de l’umbilic es per sanc de arceria, o de vena, o per ventositat; lahoras cove que sias prohibit de la curacio de lu, quar en aquela es temor e paor ayssi cum t’e ensenhat en le capitol en le qual he dit les apostemas per arceria e per vena.	 "And the operation on it is that you should consider whether the prominence of the navel is due to blood from an arrow or vein, or due to flatulence; then you must be prohibited from treating it, because in such cases there is fear and danger as I have taught you in the chapter where I spoke about abscesses caused by arrows and veins.
E si la eminencia del umbilic es per le budel o per la tela, lahoras cove que comandes al malaute que tengua le ale sieu, e sia stant extendut; e aprop senha am tenta en le circuit de tot le umbilic, e aprop comanda a lu que stia envers entre las tuas mas sobre le sieu dos, e aprop circunda am spatum lat en le circuit del umbilic sobre le loc le qual has senhat am la tenta; e aprop exten la maytat del apostema a las partidas desus am unci gran; e aprop lia en le circuit am fiel fort o am ceda e la manieyra del liar decent.	 "And if the prominence of the navel is due to the intestine or hernia, then you should command the patient to hold his breath and remain extended; then show with your finger around the entire navel, and then command him to stay between your hands on his belly; then encircle with linen cloth around the navel over the area that you have shown with your finger; then extend most of the abscess above with a large hook; then bind it around with strong thread or silk and in the manner of binding appropriately.
E aprop huebre le mieg del apostema extendut sobre le liament e intromet le dit tieu en aquel indic e quereys le budel; e si tu l’as atrobat ni guardat per le liament, lahoras tu extratz alxorati e impelleys le budel a las partidas dedintz del ventre.	 And then cut the middle of the abscess that has extended onto the bandage and insert your finger into that hole; and if you have found and secured it with the bandage, then extract carefully and push the intestine back to its original place within the belly.
E si has atrobada la tela, lahoras pren aquel am unci; e inscideys las superfluitatz de lu.	 And if you have found the hernia, then take it with a hook; and cut off its excess parts.
Mays si es contraria a tu arceria o vena, lahoras circunda aquel mot, e aprop retorna a la tua operacio; e pren dos agulhas e met en aquelas dos fiels fortz e entromet dos agulhas en le circuit le qual has feyt entorn le apostema en manieyra de crotz, las quals fassas penetrar; e aprop strenh le apostema en quatre partidas sobre las agulhas.	 But if it is contrary to your bowel or vein, then go around that area, and then return to your operation. Take two needles and insert two strong threads into them, and insert the needles into the circle you made around the abscess in the shape of a cross, making sure they penetrate; then strengthen the abscess in four parts over the needles.
E si tu vols, osta las agulhas e leyssa le loc entro que poyresca la carn extenduda e caia per si; o inscideys aquel quan es subtiliat e se poyreys, e aprop cura aquel am aquo que cove dels enguentz entro que sia sanat.	 And if you wish, remove the needles and leave the area open so that the extended flesh can dry out and fall off on its own; or cut it away when it has thinned and dried, and then treat it with water from appropriate ointments until it is healed.
E si la eminencia del ombilic es de carn nada en lu o per humiditat, lahoras cove que tu conquaves le apostema ayssi cum havem dit e estraguas le sanc o la humiditat, la qual atrobas en lu, e aprop cura aquel am aquo que cove e que consolide le loc.	 And if the protrusion of the navel is not fleshy or due to moisture, then you should treat the abscess as we have said and remove the pus or moisture found in it, and then treat it with appropriate water to solidify the area.
Capitol .liii.	 The phrase "Capitol .liii." translates to "Chapter 53" in English. This appears to be an indication of the section or chapter number within the medieval medical treatise.
De curacio de cranc.	 "De curacio de cranc." translates to "On the treatment of cancer" in English. This phrase indicates that the subsequent text will discuss methods and remedies for treating cancer.
Ja havem dit, en la divisio, de specia de cranc e en qual manieyra es via a la curacio de lu am medicinas, e que es squivador en lu la curacio am ferr per so que no sia ulcerat; e havem dit cranc engendrat en la mayra e cautela de la curacio de lu.	 "Ja havem dit, en la divisio, de specia de cranc e en qual manieyra es via a la curacio de lu am medicinas, e que es squivador en lu la curacio am ferr per so que no sia ulcerat; e havem dit cranc engendrat en la mayra e cautela de la curacio de lu." translates to "We have already said, in the division, about the type of cancer and the manner in which it is subject to treatment with medicines, and that iron is an avoider in its treatment so that it does not become ulcerated; and we have said about the main and cautious aspects of its treatment." This passage discusses various aspects related to the treatment of cancer using medicines and the precautions involved.
E diyssero les antics que alcunas veguadas cranc es en loc on es possibla la eradicacio de lu, ayssi cum de cran le qual es en las mamillas o en la coyssa e a lor semblantz dels membres allocat a estrayre tot aquel, e majorment quan es comensant petit.	 "E diyssero les antics que alcunas veguadas cranc es en loc on es possibla la eradicacio de lu, ayssi cum de cran le qual es en las mamillas o en la coyssa e a lor semblantz dels membres allocat a estrayre tot aquel, e majorment quan es comensant petit." translates to "And the ancients said that sometimes cancer is in a place where it is possible to eradicate it, such as in the breast or groin and similar areas of the body, with the intention of removing all of it, especially when it is beginning small." This passage discusses the views of ancient medical practitioners on treating cancer, emphasizing that early intervention can be effective.
Mays quan es antiquat e es gra, no cove que te propries a lu, quar yeu non pogui sanar de aquel alcu ni no he vist autre, ni que sia pervengut ad aquo.	 Here's a line-by-line translation of the given sentence:
E la operacio en lu es quan es allocat ayssi cum havem dit, es que tu precedescas e laysses le malaute e purgues de colera negra alcunas veguadas, e aprop sagna aquel, si es atrobada replecio manifesta.	 Here's the translation of the given sentence:
E aprop prepara le malaute am preparacio en le qual sia locat am operacio, e aprop prohiceys en le trauc uncis les quals cove ad aquel; e aprop concava de tota part am la codena sego bona perexcrutacio entro que no romangua alcuna causa de las razitz de lu.	 And then prepare the patient with the preparation in which they will be located for the operation, and also provide in the opening the tools that are necessary for this purpose; and then clean thoroughly from all sides with a good scrubbing until there is no remaining cause of his disease.
E layssa correr le sanc, e no abscidas aquel leugierament, e exprem les locs, e abstergeys le sanc gros tot am la tua ma o am instrument am le qual es a tu possible dels instruments.	 And let the blood flow, and do not stop it too quickly, and press on the areas, and clean off all the thick blood with your hand or with an instrument suitable for this purpose from among your instruments.
Mays si a tu fa contrarietat de sanc gros inscizio de vena o de arceria, lahoras cauterisa aquela entro que·l flux del sanc sia cessat, e aprop cura aquel am l’autra curacio entro que sia sanat.	 But if there is too much thick blood from a vein or an artery, then cauterize it until the flow of blood has stopped, and then care for it with the other care until it is healed.
Capitol .liv.	 Chapter .4
De curacio de ydropici.	 Of the care for those suffering from dropsy.
Nos ja havem recomtat, en la divisio, de las specias de ydropici de l’aygua, e les senhals de quascuna especia, de la curacio de lu am medicinas.	 We have already mentioned, in the division, of the types of dropsy caused by water and the signs of each type, and the care for them with medicine.
E aquela la qual es curada am ferr no es sino la specia de althitas sola, e no es aproximat am ferr a la specia de timpanistres ni a la especia de yposarcha, quar aquo es mortal.	 And that which is cured with iron is only the type of ascites alone, and it should not be approached with iron in the case of tympanites or hydrothorax, because that is fatal.
E quan tu ja has medicat aquesta especia de ydropici timpanistre am medicinas e no comfereys la tua medicacio, lahoras considera, quar si al malaute ja es conseguida debelitat, o es am aquel autra malautia otra ydropici, ayssi cum si es en lu tos o cos de ventre e semblant ad aquels, lahoras guarda te que no le mediques am ferr, quar temor es sobre aquo.	 And when you have treated this kind of dropsy with medicines and do not find your treatment effective, then consider that if the patient is already weakened by another illness or another type of dropsy, such as a cough or abdominal pain similar to these, then beware not to treat them with iron, because there is danger in doing so.
Mays si tu vezes le malaute de vertut exuberant, e am lu no es autra malautia sino ydropici tant solament, e no enfant ni vielh, lahoras la manieyra de la operacio de lu es que tu eleves le malaute entre las tuas mas, e le ministre aprop lu exprema le ventre de lu am la sua ma, enpellen la aygua a la partida dejos del pentenilh, e aprop pren spatum spinos segon aquesta forma:	 However, if you see that the patient is full of vigor and has no other illness besides dropsy alone, and is neither a child nor an old person, then the manner of treating him is for you to lift the patient with your hands, and then immediately press his belly with your hand, drawing out the water from the lower part near the navel, and then take a thorn-shaped spatula like this:
sia de dos partz agudas lonc, de aguda extremitat ayssi cum spatum; mays empero sia en lu alcuna brevitat petit a petit, per so que en la operacio am aquel no passes entro al budel, e que ledas aquel.	 that is two long pointed parts, with a pointed tip like a spatula; but however, it should have some slight narrowing at the end, so that in the operation you do not enter into the intestine and cause harm.
E aprop considera si la generacio de ydropici es de part dels budels, quar lahoras cove que tu am la seccio te alonhes del ombelic per la quantitat de tres ditz a las partidas dejos, en le dreyt de lu sobre le pentenilh.	 And then consider if the dropsy is caused by the intestines, because then it is necessary for you to make an incision along the navel for three finger widths toward the lower parts, on the right side of the navel.
Mays si la generacio de hydropici es per malautia del fietge, lahoras la tua seccio sia sinistra del ombilic per tres ditz.	 "But if the swelling of the edematous (hydropic) is due to liver disease, then your incision should be on the left side of the navel for three fingers.
E si la generacio de lu es per la melsa, lahoras la tua seccio sia en le las dreyt.	 "And if the swelling is due to the spleen, then your incision should be on the right side.
E no cove que la tua seccio sia sobre le costat sobre le qual vol jaser le malaute per que no corron las superfluitatz ad aquel loc freul.	 "And it is not necessary that your incision be on the side where the patient wishes to have it, so that the excess fluids do not flow freely to that place.
E aprop perfora am le instrument tota la codena, e aprop entromet en aquela seccio, e eleva la tua ma am le spatum entre la codena e·l siphac, e tu excorja aquel; e si’ la quantitat de una ungla o enviro.	 "Then pierce the entire intestine with the instrument and insert it into that incision. Raise your hand with the spatula between the intestine and the abdominal wall, and cut away whatever excess there is; if it's about the size of a fingernail or so.
E aprop perforo le ciphac entro que pervengua le spatum al loc vuoyt, e es loc de l’aygua.	 "Then pierce the abdominal wall until the spatula reaches the empty space, which is where the water (fluid) is located.
E aprop extratz aquel e entromet un instrument del qual aquesta es la forma:	 "And then extract that (fluid) and insert an instrument of this shape:
e es semblant a canula de argent subtil; es fayt de argent o de eram o de lato leon, al qual en la partida pus bassa de lu es un petit trauc, e en les costatz de lu so tres traucs: dos de una partida e un del autra partida; e fayta es la extremitat de lu insciza segon la manieyra de pluma, ayssi cum vezes:	 "It is similar to a thin silver tube; it is made of silver, iron, or pewter, and at the lower end there is a small opening. On the sides, there are three openings: two on one side and one on the other side; and its tip is curved like a feather quill, as you see:
E en la extramitat de lu pus sobirana es armilla, quar quan le instrument perve al aygua, lahoras aquela tantost deysen sobre le instrument, donc evacua de l’aygua en la ora miega quantitat, quar si tu evacuas de aquela mes que no cove en la hora, fort leu mor le malaute per resolucio del sieu spirit animal, o accideys a lu cincopi que es appropinquada la mort.	 And at the top of the patient's foot is a bandage, because when the instrument reaches the water, they should immediately place it on the instrument, so that in an instant, a large amount of water is evacuated, because if you evacuate more than necessary in an hour, the patient will die very quickly due to the dissolution of their animal spirit, or you will cause five-finger death, which is close to mortality.
Mays evacua de aquela segon la quantitat de la vertut de lu e segon que significan a tu las disposicios del malaute de la vertut del pols de lu e de la bontat de lu.	 "But evacuate according to the amount of virtue within the patient, and according to what the pulse's disposition indicates to you about the patient's virtue and their overall condition.
E aprop extrats le instrument, e rete l’aygua la qual causa es quar tantost es retenguda per la codena la qual rete le trauc que es sobre le ciphac del qual e recomtat a tu que perfores aquel segon aquela manieyra.	 "Then extract the instrument, and hold the water that is causing [the problem], because it will be retained by the tube that draws from the vessel which you have been told to pierce in this manner.
E aprop itera le instrument al autra dia si vezes le malaute tollerant aquo, e extratz de la aygua petita quantitat, e fay aquo per alcus jorns sobre temor, e guarda te de error entro que no romangua de l’aygua sino pauc.	 "Then repeat the instrument on another day if the patient can tolerate it, and extract a small amount of water each time, doing this for several days, but be careful not to leave too much water inside.
Mays si tu temes sobre le malaute, e leyssas de l’aygua gran quantitat, lahoras cura aquel am sepultura en arena cauda, e mota suzor en banh, e al solelh espere per lonc temps; e cura aquel am medicinas dessicativas entro que sia sanat.	 "But if you fear for the patient and there is a large amount of water left, then treat that with a burial in hot sand, immerse it in baths, expose it to the sun for a long time; and treat it with desiccating medicines until it is healed.
E cauteriza sobre le stomac, e la melsa e·l fitge aprop la extraccio de l’aygua, segon que yeu he recontat en aquo que es precedit.	 "And cauterize on the stomach and the spleen near the extraction site of the water, as I have already mentioned in what has been said before.
Capitol .lv.	 "Chapter 51
De la curacio dels enfants les quals so natz les locs de la urina no-perforatz.	 "On the treatment of children born with imperforate urinary openings.
Alcunas veguadas alcun dels enfantz es eyssi del ventre de la sua mayre e·l cap de la sua mixtio no es perforat (o es trauc streyt o no es en son loc).	 Some times some children are born from the womb of their mother and their head's fontanel is not open (or it is narrow or not in its place).
Donc cove coytar am perforacio de lu tantost que es nascut am spatum mot subtil segon aquesta forma:	 Therefore, one must pierce with a needle as soon as the child is born using a very thin spatula like this:
E aprop pausa en le trauc un clavil subtil de plom e ligua aquel, e te per tres jorns o per .iiii.tre.	 And immediately place a fine lead needle in the hole and tie it, and keep it for three days or four.
E quant vol urinar sia remaugut e hurine; e aprop retorne aquel.	 And when he wants to urinate, remove it and let him urinate; then immediately replace it.
E si tu no pauses le plom, ja es possible que la urina la qual va sobre le loc, no leysa aquest claure.	 And if you do not place the lead, it is possible that the urine which passes over the area will not close this hole.
Mays aquel del qual le trauc es streyt sia medicat am clavil de Plom, ayssi cum havem dit, per trops dias entro que sia amplificat.	 But that whose hole is narrow should be treated with a lead needle, as we have said, for many days until it is enlarged.
Mays aquels en les quals es le trauc no en son loc, so leditz, la qual causa es quar de aquels, aquel que es nat e·l trau es deves la fi del cap de la vergua per que no pot urinar a las partidas dedintz, entro que eleva la vergua am la sua ma a las partidas desus; e no es a lu generacio, per so quar le sperma no pot pervenir a la mayre segon rectitut, e es malautia mot laga.	 But those in whom the hole is not in its place are called hypospadias, which means that in these cases, the one who is born has the end of the penis at the bottom of the glans, so he cannot urinate straight ahead until he raises his penis upwards with his hand; and it is not good for him to have intercourse, because the semen cannot reach the woman directly, and this is a very bad condition.
E la manieyra de la operacio en lu es que·l malaute sia envessat sobre le sieu dos, e aprop exten le cap de la vergua de lu am la tua ma sinistra am vehement extraccio, e inscideys le cap del cap de la vergua del loc del perpucii am spatum agut, ayssi cum es inscizio de pluma, o que tu ne razas alcuna partida, per so que·l mieg de lu vengua semblant al cap de la vergua e que le trauc caia en le mieg loc segon que cove.	 Based on the context provided and the similarity to medieval medical treatises, here's a line-by-line translation of the given text:
E guarda te que en la tua operacio de flux de sanc, quar motas vetz accideys aquo; e pausa te a lu am aquo que abscindeys le sanc, e cura la plagua entro que si’ sanada.	 And be careful that in your operation to stop the bleeding, because this happens many times; and place yourself near the patient with something to stop the blood flow, and care for the wound until it is healed.
Capitol .lvi.	 Chapter 56.
De albater le qual accideys en le prepucii en le cap de la vergua e de corropcio e negror e adherencia del prepucii del cap de la vergua.	 About the swelling that occurs in the foreskin at the tip of the penis, and about the darkening and blackening and adhesion of the foreskin to the tip of the penis.
Motas veguadas accideys aquest albater en la vergua e es eminencia de carn laga.	 Many times this swelling occurs in the penis and is called an excess of flesh.
E de aquela una es maligna e autra es no-maligna.	 And one [type] is malignant, while the other is benign.
No-maligna, cove que suspendas am unci subtil e abscindas aquela entro que aquela mondes tota; e aprop pausa sobre aquela coto submirgit en enguent egipciac; e aprop aquel, cura le am enguent diafinicon entro que sia sanat.	 Benign [swelling], you should suspend it with a fine thread and cut off the excess until it is completely removed; then place over it a bandage soaked in Egyptian ointment; and then cure it with ointment of white lead until it is healed.
E si albater es maligna, de lega color, lahoras cove que tu aministres cauteri aprop la inscizio de lu e la razio de lu.	 And if the swelling is malignant and dark in color, then you should apply a cautery near its base and root.
Mays si albater es en le prepuci del cap de la vergua no-circumcis, e la una partida de albater es dedintz le prepucii e l’autra partida es defora, lahoras cove que tu ostes albater le qual es dedintz al comensament entro que es consolidat; e lahora tu cura aquel deforo, quar quan tu curas aquel ensemps le prepuci, no es asegurat que no sia trinquat.	 However, if the swelling is in the foreskin of an uncircumcised penis, and one part of the swelling is inside the foreskin while the other part is outside, then you should remove the inside portion at first until it is consolidated; and then cure the outside part, because when you cure both parts together with the foreskin, it is not certain that it will not become narrow. ️
