Ayssi comensan las paraulas de Albucasim .	 Here begins the words of Al-Bukhari.
E aprop inscideys am spatum lat agut per seccio traversa en le dreyt dels vaysels entro que sian les vayssels descubertz.	 And then make an incision with a sharp, thin blade through the right side of the vessels until the vessels are exposed.
E aprop excorja de tota partida ayssi quo a tu havem dit en extraccio de arceria las quals so en las templas.	 And then scrape off all parts in the same way as we have said in the extraction of arrows which are in the temples.
E aprop fica en aquelas un’agulha en la qual sia fiel doble, e lia aquel en le primier del locs en les quals accideys vit, e lia aquel autra veguada en le derier de lor.	 And then place a needle in it, which has a double thread, and tie the first one at the beginning of the places where the injury occurred, and tie another time at the end of them.
E aprop inscideys aquels en le mieg loc per seccio dreyta segon la longuesa del cos, e extratz aquo que es agreguat de las humiditatz fetulentas e corruptas.	 And then make a straight incision in the middle of those places according to the length of the body, and extract what is added from the foul and corrupt humors.
E aprop cura la plagua am curacio de las autras plaguas en las quals vols sania esser engendrada per so que caian les vaysels les quals noyreysso un de dos genetius, quar no es mal per aquo.	 And then treat the wound with the treatment of other wounds in which you want health to be generated, so that the vessels that connect one of two genitals may fall away, for it is not a bad thing for this.
Mays si accideys vit a totz les bayssels, lahoras cove que·ls testicols sian extragutz o que les testicols per aquo se cequo am les vayssels, per que sia privat de tot nutriment per la inscizio dels vayssels, e que sian estaborits, o que cequo per so que no sia juvament am aquels.	 If it happens to all the vessels, then the testicles must be extracted or tied with the vessels, so that he is deprived of all nourishment due to the cutting of the vessels, and thus they will shrink, or tied for this reason, so that he cannot have intercourse with those.
Capitol .lxv.	 Capítulo LXV
De la cura de hernia entestinal.	 On the care of intestinal hernias.
Le adveniment de aquesta hernia es per seccio que endeve en le ciphac extendut sobre le ventre de part dels angunars del mirac del ventre, per que deysendo les budels de aquela ruptura ad alcu dels budels.	 The occurrence of this hernia is due to a section that extends in the abdomen from the lower parts of the intestines, because some of the intestines descend from that rupture and fall into the scrotum or the labia majora.
E aquesta ruptura es o del ciphac o de excencio de lu, e accideysso aquestas doas specias per motas causas: o percussio, o per sautz, o per clamor, o per elevacio de alcuna causa greu, o per semblantz.	 And this rupture occurs either in the abdomen or in its extension, and these two types occur for various reasons: by blows, jumps, shouts, lifting of some heavy object, or similar things.
E·l senhal de aquo, quan es per extencio del ciphac, es que accideys pauc a pauc en lonc temps, e no accideys soptament, e es apostema engual entro ves le preon per so quar le ciphac comprem le budel.	 And the sign of this, when it is by extension of the abdomen, is that it occurs gradually over a long time, and does not occur suddenly, and it is a swelling that is inside the peritoneum because the abdomen presses on the intestine.
E le senhal de lu es quan es per seccio del ciphac, quar al comensament fa accidir dolor vehement sobtament; e es apostema divers aparent dejos la codena propdana aparent, e aquo es per eyssiment del budel, e·l cos de lu a las partidas deforo del ciphac.	 And the sign of it is when it is by rupture of the abdomen, because at the beginning it causes sudden and severe pain; and it is a swelling that appears below the navel, and this is due to the protrusion of the intestine, and its body is outside the abdomen.
E alcunas veguadas es fora-getat am le budel la tela, e es apelada aquesta hernia entestinal zirbal.	 And sometimes the tunic is also protruded with the intestine, and this type of intestinal hernia is called scrotal.
E alcunas veguadas es fayta am ventositat, e alcunas veguadas corr en le budel fenda, e aqui es retenguda, e es am aquo gran pernitia3 del malaute, e alcunas veguadas fa endevenir dolor malvada e majorment quan es premut.	 And sometimes it is caused by flatulence, and sometimes the intestine may rupture, causing great harm to the patient, and sometimes it leads to severe pain, especially when pressed.
E en la curacio de las especias de aquesta malautia am ferr es temor, per que cove que sia esquivat le cazament en aquela.	 And in the treatment of this type of illness with iron, there is fear, because it is necessary to avoid the blow in that area.
E la manieyra de la operacio de aquela es que comandes al malaute que redugua le budel am la sua ma a las partidas dedintz de la sua conquavitat si obezeys al sieu retornament, e aprop sia envessat sobre le sieu col entre las tuas mas, e eleva las cambas de lu.	 And the way to operate is to instruct the patient to return the intestine with their hand to its inner parts if they comply with the retraction, and then place yourself over their neck between your hands, and lift their legs.
E aprop sten la codena la qual siec la codena dels testicols a las partidas desus, e inscideys la codena dels testicols tota per le lonc; e aprop fiqua en doas labias de la seccio uncis segon que indigeysses a hubrir la seccio am aquels.	 Then stretch the spermatic cord, which is the cord of the testicles above, and cut through the entire length of the spermatic cord; then insert two needles into the lips of the incision according to how much you need to open the incision with them.
E si’ la seccio segon la quantitat que a tu sia possible que de aquela le huou sia foro-getat.	 And if, according to the quantity that you can manage, from there the wound is enlarged.
E aprop excorja aquela ciphaqueth les quals so dejos la codena dels testicols, entro que sia descubert le ciphac blanc dur de quascuna partida.	 Then scrape away that tissue which is below the spermatic cord, until the hard white tissue from each part is revealed.
Lahoras tu entromet le tieu dit en aquo que siec le testicol, en aquo que es entre ciphac blanc, le qual es dejos la codena del huou, e entre le ciphac segon, e absolve am aquel’adherencia que es en la partida detras del huou.	 The given sentence appears to describe a medical procedure involving the testicle (testicol) and surrounding areas. Let's break it down line by line:
E aprop mau am la ma la codena dels testicols a las partidas deforo, e am aysso exten le ciphac blanc en sus am la ma sinestra, e eleva le huou am le ciphac a la partida de la seccio; e comanda al ministre que extenda le huou ensus e tu dissolveys la adherencia que es detras am solucio complida.	 And then, with your left hand, take the cord of the testicles outside to the divided part, and with this, extend the white cloth in your left hand, and lift the egg with the cloth to the sectioned part; and command the assistant to extend the egg further, and you dissolve the adhesion that is behind it with a complete solution.
E cerqua am les tieus ditz que lay no sia alcuna causa del budel envelopat en le ciphac blanc dur.	 And be sure to tell them that there should be no reason for the intestine to be wrapped in the white cloth.
Mays si tu atrobas de lu alcuna causa, lahoras tu enpelleys aquel al ventre dejos.	 But if you find any such cause, then peel it off from the belly immediately.
E aprop tu pren una agulha en la qual sia fiel gros fayt de x fiels, e entromet aquel deves le derier del ciphac, le qual es jos la codena dels testicols, la qual siec seccio; e aprop inscideys las extremitatz las quals emineysso del fiel entro que sian quatre fiels, e aprop compausa alcus de lor sobre alcuna figura en manieyra de crotz; e lia am aquel le ciphac del qual havem dit que es dejos la codena dels testicols am fort liament de dos partz.	 And then you take a needle with a thick thread made of x threads, and insert it through the back of the cloth that is under the cord of the testicles, which we have called section; and then cut the ends that protrude from the thread until there are four threads, and then attach some of them on top of each other in the shape of a cross; and tie with this the cloth that we said is below the cord of the testicles with strong binding on both sides.
E aprop envolveys las extremitatz dels fiels e lia aquelas am liament vehement entro que alcu dels vayssels que noyrrisso aquels no puscan trametre alcuna causa per so que de aqui no accida apostema caut.	 And then wrap the ends of the threads and tie them securely so that none of the vessels that nourish them can transmit any cause, lest an aposteme occurs here.
E pausa autra veguada liament segon foro le primier liament, lonh de lu mens tres ditz; e aprop aquestz dos liaments layssa del ciphac le qual es dejos la codena dels testicols la quantitat de la grandeza del dit, e inscideys tot le romanent segon redondeza, e osta de lu le huou.	 And place another blanket on the patient, similar to the first blanket, three feet away from them; and then from this second blanket leave a space which is below the neck of the testicles, the size of a thumb, and incise all the remaining according to its roundness, and remove the egg from them.
E aprop inscideys en la partida dejos de la codena dels testicols per seccio de la qual corra sanc e sania ayssi cum havem recomtat en aquo que havem dit.	 And then incise in the area below the neck of the testicles so that blood and pus flow out, as we have recommended in what has been said.
E aprop aministra lana submersa en oli, e pausa en la plagua; e aministra le liament le qual havem recomtat (e alcunas veguadas le ciphac blanc es cauterizat, le qual havem dit aprop la inscizio de lu temen de flux de sanc, quar motas veguadas accideys aquels) e leyssa le liament entro que per si caia.	 And then apply wool soaked in oil to the wound and place it there; and administer the blanket we have recommended (and sometimes the white cloth is cauterized, which we said after the incision to prevent bleeding, because often this happens) and leave the blanket until it falls off by itself.
Mays si le cazement de lu es tardat, lahoras de aygua cauda sia embrocat, e pausa sobre aquel entro que caia segon que havem dit.	 But if the falling off is delayed, then dip it in hot water and place it on there until it falls off as we have said.
E aprop cura la plagua am l’autra curacio de las plaguas entro que sia sanat.	 And then treat the wound with the other wound treatment until it is healed.
Capitol .lxvi.	 Chapter LXVI.
De hernia ventosa.	 Of a hernia with a cavity or pouch.
En aquesta hernia no e vist alcu que sia estat ardit sus la curacio de lu am ferr.	 In this type of hernia, it is not advisable to attempt treatment with iron.
E les primiers diyssero que es fayta ayssi cum havem recomtat en la hernia que es am vi; la qual es que tu lies les vayssels aprop la seccio sobre aquela am fecilitat de lu; e aprop secca en le mieg loc en enviro le apostema am aquo que obro aquel, entro que caian les vayssels.	 And the first ones said that it is done like this as we have recounted in the case of a hernia with six; which is that you lift the vessels near the incision with ease for him; and then cut in the middle place around the abscess with water that opens it, until the vessels fall.
E cura la plagua segon que havem dit entro que sia sanada.	 And cure the wound as we have said until it is healed.
Capitol .lxvii.	 Chapter 67.
De la disropcio que es fayta en les anguonars.	 About the dislocation that occurs in the elbows.
Alcunas veguadas endeve ruptura en les angonars ayssi cum havem dit, e emineys le loc.	 Sometimes there is a rupture in the elbows as we have said, and you should elevate the area.
E no deyssen als genetius alcuna causa dels budels al genetius; e si deyssen, aquo es pauc; e retorna s’en en totas horas.	 And do not allow the genitals any cause of concern for the intestines; and if they do, it is little; and it returns in all cases.
Mays si es prolonguat le temps am aquo, es ajustada fissura en le ciphac entro que deysenda le budel en le ciphac; e accideys aquo per la extencio del ciphac le qual es en le angonars ayssi cum havem dit, la qual causa es quar le ciphac es estendut, e aprop es mollificat e·l loc es apostemat e emineys.	 But if the time is prolonged with this, there will be a narrow split in the intestine until the intestine descends into the intestine; and this happens due to the extension of the intestine which is in the elbows as we have said, which causes the intestine to be extended, and then it becomes softened and the area becomes inflamed and elevated.
E la cura de lu es am cauteri ayssi quo es precedida la narracio de lu.	 And its cure is with a cautery as was previously stated in this account.
E alcunas veguadas es curada am ferr segon aquesta manieyra: e es que·l malaute jagua sobre le sieu dos entre las tuas mas, e aprop secca le loc de la ruptura dels apostemas emineys am seccio per la latitut segon la quantitat de tres ditz.	 And sometimes it is cured with iron according to this method: and it is that the patient lies on their back between your hands, and then dry the area of the rupture of the prominent aposteme by section with a lancet according to the quantity of three words.
E aprop strenh le ciphac blanc que es jos la codena entro que sia descubert.	 And then strengthen the white bandage that is under the collar until it is revealed.
E aprop pren le ray e pausa aquel sobre le loc eminent del ciphac, e prem aquel al preon del ventre.	 Then take the cloth and place it over the prominent part of the bandage, and press it against the patient's belly.
E aprop cus le dos locs eminentz sobre la extremitat del ray del ciphac, e ajusta am la sutura un de aquels am l’autre.	 Then sew the two prominent points at the end of the bandage together with stitches.
E aprop extratz la extremitat del ray, e no inscidas del ciphac de tot, ni no extenda le huou, ni autra causa ayssi cum yeu te fi saber en la curacio de hernia entestinal.	 Then remove the end of the cloth, and do not cut all the bandage, nor extend it, nor for any other cause as I will make you understand in the treatment of intestinal hernia.
E aprop cura aquela am la curacio de las plaguas, e cum inscideyses les fiels, mundifica aquela e restaura la plagua entro que sia consolidada; quar le ciphac es contrayt e no es ajustada la eminencia de ruptura.	 Then treat it with the treatment for wounds, and when you cut the threads, clean it and restore the wound until it is healed; because the bandage is tightened and the prominence of the rupture is not adjusted.
E cauteri es milhor en aquest loc, quar es pus propda a salut.	 Cauterization is better in this case, as it is closer to recovery.
Capitol .lxviii.	 Chapter 68.
De mollificacio de la codena dels testiculs.	 About softening the scrotum of the testicles.
Motas veguadas la codena dels testiculs en alcus homes es mollificada per aysso quar las carns que so entre aquela son mollificadas, e es fedat le reguardament de lu.	 Many times the scrotum of the testicles in some men is softened because the flesh that is between them is softened, and it is said to be healed.
Adonc necessari es ad aquel que es preguat en la curacio de lu que fassa jazer le malaute segon le sieu dos, e enscida tota la codena la qual es mollificada sobre la codena natural; e aprop que ajuste doas labias am la sutura.	 Therefore, it is necessary for the one who is in charge of his cure to make the patient lie down according to their constitution, and raise all the softened part above the natural scrotum; then he should join the two lips with stitches.
E si vols, cus en le comensament la superfluitat de la codena mollificada am tres cozeduras o quatre e am ferma sutura.	 And if you wish, in the beginning you can cauterize the superfluity of the softened scrotum with three or four cautions and a firm stitching.
E aprop inscideys entre las suturas; e aprop cura per curacio de las autras plaguas entro que sia sanat e caian les fiels.	 Then raise between the stitches, and then treat with cures for other diseases until it is healed and the threads fall out.
Capitol .lxix.	 Chapter 69
De castracio.	 About castration.
Sapias que castratio en nostre ley es excomengada, mays per causa es legut a mi que·m remembre de lu en aquest libre; e no es necessaria la rememoracio de lu sino per doas manieyras, de las quals es la una per so que aquo sia en la sciensa del metge quan es enterroguat de aquela, que sapia la curacio de lu al qual accideys; e l’autra manieyra es que nos motas vetz havem necessitat de castracio de autras bestias per les juvamentz nostres per aquelas, ayssi cum de motos, e de bocs, e de porcs, e de semblantz a las bestias.	 Know that castration in our law is forbidden, but I have heard of it for reasons that I remember here in this book; and the remembrance of it is not necessary except in two ways. One way is so that this is in the knowledge of the doctor when he is asked about it, that he knows the cure for those to whom it happens; and the other way is that we have often had need of castration of other animals for our benefit from them, such as mules, and goats, and pigs, and similar animals.
E donc dic que castracio es fayta en dos manieyras: o per atrissio, o per fissura a seccio.	 And so I say that castration is done in two ways: either by traction or by incision and amputation.
Mays en aquela que es fayta per atrissio, la via de la opera es que nos fassam cezer la bestia en aygua cauda entro que·ls genetius de lu sian mollificatz e sian linhitz e que pendan.	 But in the case done by traction, the procedure is that we castrate the animal in hot water until its testicles are softened and loosened and hang down.
E aprop pren aquels am la tua ma entro que sian resols e no apparescan dejos le tocament.	 Then take those with your hand until they are resolved and do not appear below the touch.
Mays en castracio fayta per fissura e seccio, cove que tu tenguas la bestia e premas la codena dels testicols de lu am la ma senestra.	 But in castration done by incision and amputation, it is necessary that you hold the animal and press its tail with your left hand.
E aprop lia le suspensori, e inscideys sobre quascun huou am una seccio entro que dos huous proceseysso.	 Then tie off the suspensory ligaments, and make an incision on each testicle with a scissor until two testicles are processed.
E aprop inscideys aquels pus que auras quascu excorjat.	 Then cut those afterwards that you will have skinned each one.
E no leysses sobre aquels del ciphac alcuna causa, sino le ciphac subtil le qual es sobre les vazes.	 And do not leave on those any scab, except a subtle one which is over the vessels.
E aquesta manieyra de castracio es milhor la qual es fayta per atrissio, quar atrissio fort leu layssa alcuna causa dels testicols per que la bestia desira coyt.	 And this method of castration is better which is done by traction, because traction leaves little or no cause for the testicles to cause the animal to desire heat [i.e., it reduces the risk of infection and inflammation].
E aprop cura la plagua entro que sia sanada.	 Then heal the wound until it is healed.
Capitol .lxx.	 **Capítulo 70** (or Chapter 70)
De la cura de hermafrodozia.	 Of the treatment of hermaphrodites.
Hermafrodozia en les homes es segon dos manieyras: la una es quar o appar en aquo que siec l’espazi en la codena de testiculs, en aquel que es entre dos testiculs figura quar cunh de femna en la qual so pels.	 Hermaphroditism in men occurs in two ways: one is when a scrotum appears between the testicles, which resembles a woman's vulva and contains pubic hair.
E alcunas veguadas de aquel corr urina le qual es en la codena dels testiculs.	 And sometimes, from that area, urine is excreted into the space between the testicles.
Mays en las femnas es una specia: e es que·l conh de la femna sobre le pentenilh es ayssi cum dos testiculs de home un pauc de tot yminiheys a la partida deforo ayssi cum le perpucii de home e dos testicols.	 In women, however, it takes on another form: the woman's vulva appears as two male testicles, slightly smaller than the average size, with an exterior appearance similar to a man's foreskin and two testicles.
E la curacio es de tres specias: de dos dels homes e de una specia de las femnas.	 And the treatment is of three kinds: two for men and one for women.
E es que cove que tu inscidas aquelas carns ajustadas entro que efuga la emprecio de aquela, e aprop que cures aquelas am curacio de las autras plaguas.	 And it is necessary that you cut off those attached tissues until the swelling subsides, and then treat them as you would for other diseases.
E en la segonda specia dels homes de la qual yeys urina la qual es en la codena dels testiculs, no es curacio ni opperacio en lu.	 And in the second type of men, where urine exits into the space between the testicles, there is no cure or operation for him.
Capitol .xxi.	 **Chapter 21**
De lentinge e de carn eminent per causas de las femnas.	 Of lumps and swellings caused by women.
Lentige fort leu es ajustada sobre causas naturals entro que es etressat e es fayt leg le reguardament; e alcunas veguadas es magnificada en alcunas femnas en tant entro que es spandit ayssi cum en les homes e perve entro al coito.	 Here's a line-by-line translation of the given text:
Adonc cove que tu tenguas la superfluitat de lentinge am la tua ma o am unci e inscidas.	 This is an intriguing text! Based on the given lines, I will make an educated guess at the translation for the provided sentence:
E no ultimes en inscizio, majorment en le preon de la razit, per so que no endevengua flux de sanc.	 And do not stop at the incision, especially in the region of the vein, to prevent blood from flowing out.
E aprop cura aquela am curacio de las plaguas entro que sia sanada.	 Then treat it with treatment for wounds until it is healed.
Mays carn nascuda es carn que nays en le horrifici de la mayre entro que umple aquel, e fort leu es eyssit a las partidas deforo segon semblansa de coa (e per aquo alscus primiers appelero aquo “malautia caudada”); donc cove que nos inscidam ayssi cum inscidem lentinge, e curem aquela entro que sia sanada.	 However, flesh born is flesh that does not originate from the horror of the mother until it fills that, and it exits easily through the openings outside according to its own appearance (and for this reason some call it "tail sickness"); therefore we must cut it in the same way as we cut the lens, and treat it until it is healed.
Capitol .lxxii.	 Chapter 72
De curacio de alratica.	 On the treatment of arthritis.
Alratica es que le conh de la femna no sia perforat, o sia le trauc petit.	 Arthritis is when the vagina of a woman is not pierced, or has a small opening.
E es o natural o accidental.	 And it can be either natural or accidental.
Accidental es per malautia la qual ha precedit, e aquela es fayta o per carn nada ajustada o per ciphac subtil o espes.	 Accidental is due to an illness that has occurred beforehand, and this can be caused by flesh that is not well-adjusted or by a subtle or thick membrane.
E es fayt o en le preon de la mayre, o en les costatz de lu, o en le pus sobira de lu, o en le pus bas de lu, e prohibeys de cuoyt e de enprenguacio e de enfantament, e fort leu prohibeys las mestruas.	 And it can occur in the region of the mother, or in the ribs, or in the upper part of the uterus, or in the lower part of the uterus, and it prevents intercourse and conception and childbirth, and it strongly prevents menstruation.
E la cognicio de aquela es fayta per reguardament de la metrona, si la oppilacio es apparent, propdana; mays si no es apparent, lahoras tu cerqua aquela am les tieus ditz o am le ray.	 And the recognition of that is done by examining the womb, if the swelling is apparent, then it's likely; but if not, then you should search for it with your words or with the ray.
Mays si oppilacio es per ciphac subtil, e es propda a las doas labias, lahoras tu coyta e disromp aquela.	 But if the swelling is slight and close to both lips, then you cut and break it open.
E es que pauses sobre las doas labias pulvils, e aprop pausa les tieus ditz indicz de amdoas las mas encemps.	 And it is that you place over the two lips a powder, and then place your index fingers on both at once.
E la femna sia sobre le sieu dos, las sieuas coyssas extendudas, e aprop exten las doas labias am forsa entro que aquel ciphac subtil sia romput e la oppilacio sia uberta.	 And the woman should be on her back, with her legs spread apart, and then you spread both lips with force until that subtle swelling is broken open and the swelling is exposed.
E aprop pren lana e enbeu le4 en oli e pausa aquela sobre·l loc, e jagua am home le dia per so que·l loc inscis no sia consolidat.	 And then you take wool and dip it in oil and place it on the area, and have a man guard it during the day so that the cut does not become infected.
Mays si le ciphac es gros e espes, lahoras cove que tu inscidas aquel am spatum lat o am fuelha de mirta.	 But if the swelling is large and thick, then you should cut it with a lancet or with a myrtle leaf.
Mays si la oppilacio es per carnada, lahoras suspen aquela am unci, e inscideys aquela.	 But if the swelling is due to an abscess, then suspend it with a hook, and cut it open.
E sian am tu las medicinas que fan cessar flux de sanc ses mordicacio, ayssi cum ahacatia, e sanc de drago, e enses, ajustat am album de huou.	 And with you should be the medicines that stop bleeding without causing pain, such as aloes, dragon's blood, and sumac, mixed with egg white.
E aprop aministra una canulha de plom ampla per so que la plagua no sia consolidada leugierament.	 And then administer a wide lead tube so that the wound is not lightly healed.
E tengua aquela per alcus jorns e aministra calgua de li sec.	 And keep it there for some days and apply linen bandages to it dryly.
E aprop sia curada am l’autra curacio de consolidacio entro que sia sanada.	 And then be cured with the other remedy of healing until it is healed.
E alcunas vetz accideys en la mayre nativitat de autres carns, e lahoras cove que inscidas segon aquesta manieyra.	 And sometimes it happens during childbirth with other flesh, and then you should proceed according to this manner.
Mays si aysso es per apostema crancos, a l’apostema crancos le qual es en la mayre no sia fayta contrarietat am ferr en deguna manieyra.	 But if it is due to cancerous apostemes, the cancerous aposteme that is in the mother should not be treated in any way with iron.
Capitol .lxxiii.	 Chapter 73.
De la cura de emorroydas e de tayl e de botor roja que accideysso en le conh de las femnas.	 On the treatment of hemorrhoids and tail, and red inflammation that occurs in women's vagina.
Emorroydas so apprecio dels orificis de motas venas entro que de aquelas corro mot sanc continuadament; e cum so antiquadas emorroydas e son fayts theyls.	 Hemorrhoids are appreciated from the openings of many veins, through which flows much continuous blood; and as old hemorrhoids become inflamed they form piles.
E ja yeu he dit en la divisio las specias de aquelas e les senhals de aquelas, e diyre ayssi aquelas que recebo curacio e aquelas que no recebo curacio.	 And I have already said in the division the species of those and their signs, and I will say which ones receive treatment and which do not. 》
Donc dic que emorroydas e theyls quan so en le preon de la mayre e no apparo al sentiment, lahoras en aquelas no sia fayta curacio am ferr.	 Therefore I say that hemorrhoids and inflammations when they are in the womb of the mother and do not appear to the touch, then no treatment with iron should be done on them.
Mays aquelas las quals so en le orrifici de la mayre sobre las quals catz sentiment, so aquelas que so curadas.	 Here's a line-by-line translation of the given text:
E cove que tu metas la femna en mayso frega e aprop exten atheyl am les forfexs, o am drap aspre, e inscideys aquelas am las razitz.	 Here's the translation of the given sentence:
E aprop pulveriza sobre aquelas deves le fluxs del sanc de una de las polveras insciscivas ses mordicacio, ayssi cum acassia e semblant ad aquels.	 And then sprinkle on those wounds the powder from one of the pouches without biting, such as cassia and similar ones.
E aprop enpellesca les sieus pes per una hora, e aprop pausa aquela en aygua freja.	 Then unwrap your feet for an hour, and then place them in cold water.
E si persevera le fluxs del sanc, lahoras fay aquela sezer en decoccio de sumat e de scorsas de milgranas e de gualas e de semblantz.	 And if the flow of blood persists, then make that person sit in a decoction of sumac, pomegranate peels, walnuts, and similar things.
E aprop pren farina de ordi e comfiys aquela am miel e vi agre e fay emplastre am aquo sobre le dos de lu.	 Then take barley flour and mix it with honey and vinegar, and make a poultice with water on the patient's back.
E si le sanc es abscindit, bo es; e sino, fay adherir am dos ventozas, e a las mamilhas ses escarificatio.	 And if the blood is stopped, that is good; and if not, apply two cupping glasses to the breasts without scarification.
E aprop pren lana e submergeys aquela am suc de coliandre o am suc de arnagloza o am suc de guarravier am vi pentit e fay adherir al loc; e aprop cura le loc am enguentz entro que sia sanat.	 Then take wool and soak it in coriander juice, or in orange juice, or in rosemary juice with vinegar, and apply it to the area; then treat the area with ointment until it is healed.
Mays athyl rog le qual es de aspre reguardament, cove que tu inscidas aquo que a tu appar de aquel segon que he dit en theyl engualment.	 But also ask the one who has sharp sight to inform you of what he sees from that place according to what I have said in the same way.
E cura aquel entro que sia sanat.	 And treat it until it is healed.
Capitol .lxxiv.	 Chapter 74.
De perforacio de eyssedura accident en la mayre.	 About the perforation of the intestines occurred in the mother.
Motas specias de apostemas accideysso en la mayre, ayssi cum cranc e apostema lapident e ulceracios e adhubelat e erpetromens e fistulas emorroyas e raguarrias e thyl e autres apostemas.	 Many types of boils occurred in the mother, such as carbuncles and abscesses that are livid, ulcerous, abscessed, herpetiform, fistulous, hemorrhoidal, gouty, and other kinds of boils.
E yeu ja he dit aquestas malautias e las specias de aquelas e les senhals de aquelas, e las curacios de lor en la divisio.	 And I have already mentioned these diseases and the types of them and their signs, and their treatments in the division.
E cove que yeu digua en aquest tractat de apostema caut le qual ve en la mayre quan es dels apostemas que collegeysso sania, e si vols saber en qual manieyra se fa la opperacio de lu am ferr.	 And it is fitting that I say in this treatise about the boil called carbuncle which occurs in the mother when it is one of the types of boils that collect pus, and if you want to know how its operation is done with iron.
Adonc cove que tu consideres si la dolor de la apostema en le sieu comensament es aguda am percussio e flecma e febre, e vezes aquel enrogezir e si catz sobre aquel le sentiment, lahoras no·t coytes am perforacio de lu, e cura aquel am aquo que ajuda sobre la maturacio entro que cesse la acuitat dels accidentz.	 Therefore it is necessary that you consider if the pain of the boil in its beginning is acute with pulsation and phlegm and fever, and sometimes reddening appears on it, and if pressing on it causes pain, then do not attempt to perforate it, and heal it with a remedy that helps in maturation until the acuity of the accidents ceases.
E lahoras cove que tu fassas cezer la femna sobre una cezelha que aia doas cezelhas; e recline sobre le sieu dos e ajusta les sieus pes a la partida pus dejos del ventre, e las sieus coyssas sian expandudas, e pausa les sieus brasses dejos les sieus denols, e lia quascus am liament ad aquo convenient.	 And then it is necessary that you make the woman sit on two cushions; and lean her back and align her legs below her stomach, with her thighs spread apart, and place her arms under her knees, and bind each [arm] with a suitable bandage.
E aprop la matrona segua del latz dreyt e aministre le instrument am le qual es ubert le orrifici de la mayre, la forma del qual vindra en aquelas causas que·s faran aprop.	 And then the midwife should follow the straight and left path, and with the instrument with which she opened the mother's orifice, whose form will come from those that are done now.
E cove quan vols ministrar aquest instrument que tu fiques am lo ray le preon de la mayre de la femna, e aquo que del instrument es intrat en la mayre no sia mays que·l preon de la mayre e leda le malaute.	 And you should place the ray (tip) of this instrument into the womb of the woman, and ensure that what enters from the instrument into the womb is not more than the womb's capacity, and leave the patient like that.
Mays si l’estrument es major que·l preon de la mayre, lahoras cove que tu pauses pulvils sobre la textura del preon de la mayre per sso que sia prohibit l’intrament de tot instrument en le preon de la mayre.	 But if the instrument is larger than the womb's capacity, then you should place a cloth or pad over the surface of the womb to prevent the entry of any instrument into the womb.
E cove que tu pauses le vertitge que corr en le strument del latz pus desus e que le ministre tengua le strument e revolva le vertitge entro que sia ubert le orrifici de la mayre.	 And it is necessary that you place the thread that runs along the left side of the instrument and that the practitioner holds the instrument and turns the thread until the mother's orifice is opened.
E cum appar la excitura, e es tocada am la ma e es leon e molh, lahoras cove que tu secces aquela deves le cap de lu am spatum lat.	 And when the protrusion appears and is touched by hand and is soft and wet, then you should dry it with a Latin spatula (a type of surgical instrument).
E cum la sania es evacuada, lahoras cove que tu pauses en la plagua una meca submersa en oli rozat o oli vert en le qual sia alcuna stiptisitat; e pausa la calca7 en la seccio en le preon de la mayre.	 And when the blood has been evacuated, then you should place a cloth soaked in rose oil or green oil, which contains some styptic properties, on the wound; and place a compress in the cavity of the womb.
E pause deforo la mayre e sobre le pentenilh lana munda submersa en aygua en la qual sian bulidas malvas.	 And place outside the door and on the pillow clean wool soaked in water, in which there are boiled mallows.
E aprop sia curada aprop dos dias am enguent le qual conveneys ad aquo entro que sia sanat.	 And then it should be treated for about two days with an ointment that needs to be applied until it is healed.
E alcunas veguadas es lavada la mayre e la plagua enayssi que es cristerisat am aygua e mel, e aprop am aygua en la qual es bulhida razit de liri o de aristologia longua, e aprop retorna al enguent.	 And sometimes the wound and the place are washed with water and honey until they are cleansed, and then with water in which there is boiled root of iris or long-tailed sparrowwort, and then return to using the ointment.
E si la plagua es dedintz en la mayre ameguada, lahoras cove que tu sias prohibit de la curacio de lu am ferr, habantz cura aquel am aquo que havem dit en la divisio.	 And if the wound is deep in the flesh, then it is necessary that you be forbidden from treating him with iron, having care with water as we said in the division.
Capitol .lxxv.	 Chapter 75
A ensenhar las matronas en qual manieyre les enbrios bius sian medicatz quan yeysso segon figura no-natural.	 To teach midwives how to treat difficult births when the baby is in a breech position according to the unnatural figure.
Necessaria causa es que la matrona conogua en le comensament la figura del enfantament natural per senhals de lu, e es que quan tu vezas la femna expremar a las partidas dejos e desira odorar le ayre, e sobre aquo es enleujada per aquo que sobre ela es del part, e festina le eyssiment del enbrio, lahoras sapias que aquest part es segon figura natural, e es l’eyssiment de lu sobre le sieu cap, e la segondina am aquel o suspensa o pendent del ombelic.	 It is necessary that the midwife know at the beginning the natural figure of childbirth by its signs, and it is that when you see the woman pushing with her legs and desires to smell the air, and over this she is relieved because of what is happening to her during labor, and hastens the exit of the baby, then you should know that this birth is in a natural figure, and it is the exit of the baby by its head, and the second part hanging or dangling from the navel.
Donc cum tu vezes aquels senhals, lahoras cove que·l ventre de lu sia compremut per so que l’embrio deysenda leugerament quar quan deyssen sobre le sieu cap, deysen a lu la segondina, e es mondada de aquelas superfluitatz am bona mondificacio.	 When you see these signs, it is necessary to compress the stomach so that the embryo descends gently because when they come over its head, give it the second blow and cleanse it of those excesses with a good purgative.
