Ayssi comensan las paraulas de Albucasim .	Here is the translation of the provided line:
Capitol .xxxi.	Capitol .xxxi.
De erradicacio de dentz e d‘estraccio dels osses de las mandibulas trincadas.	For the eradication of teeth and extraction of the bones of the jaws that are trapped.
Quan deves la eradicacio de dent le qual es trinquat roman alcuna causa, lahoras cove que tu pauses sobre le loc coto am boder per un jorn o per dos entro que·l loc sia mollificat; e aprop entromet algesti o tenalhas las extramitatz de las quals so asembladas al bec de un auzel apelat ciconia o guanta, la forma de las forceps:	When you must extract a tooth that is broken and some root remains, then it is necessary for you to place a cotton ball over the area for one or two days until the spot is softened; and then insert tongs or forceps whose ends are shaped like the beak of a bird called stork or spoonbill, the form of the forceps:
Las extramitatz de lor sian faytas dedintz ayssi cum lima o alfagi.	The limbs should be treated within as if they were iron or wood.
E si no obediys a tu a eyssiment am aquestas forceps o tenalas, lahoras cove que tu caves sobre la razit e descrobas tota la carn e entrometas le instrument le qual ha nom atali, so es palanca petita del qual la forma es aquesta:	And if it does not obey to you with these forceps or tongs, then you must cut over the root and peel off all the flesh and introduce the tool which is called an atale, which is a small lever of this shape:
E sia de breu extremitat grossa un petit, e no sia enbegut per so que no sia trinquat.	And if it is a thick short extremity, make a small incision, and do not penetrate deeply so that it is not broken. 
Donc si per aquo la razit es foro-getada, bo es; e sino, ajuda te am aquestz autres instrument dels quals aquestas son las formas: la forma del primier instrument es de triangulada extramitat en la qual sia alcuna grossesa:	Therefore, if by this the incision is well-placed, it's good; and if not, help yourself with these other instruments of which these are the forms: the form of the first instrument is triangular with an extremely sharp point, in which there should be some thickness:
La forma del segon instrument es que sia de triangulada e de pus subtil extremitat.	The form of the second instrument is that it should be triangular and have a finer tip.
E ja so ajudatz am aquest instrument havent dos ramps del qual aquesta es la forma aprop la seguent:	And already assisted with this instrument having two prongs, which has the following form:
e am autres instrumentz les quals precidero en rasura de dentz; quar juvament es fayt am aquest instrument le qual es asemblat a onci gran, e aquesta es la forma:	And with other instruments which I previously described for tooth scraping; because it is very useful to perform this with the instrument which resembles an onion's root, and this is its form:
de la triangulada extremitat torta o curta, la qual sia alcuna grossesa, e no sia enbegut per so que no sia trinquat.	From the twisted or shortened triangular extremity, which has some thickness, and should not be forced in such a way that it is not broken.
E otra sapias que·ls instrumentz de las dentz motz so e semblantment les autres instruments.	And you should know that the tools for the teeth are similar to other instruments.
Mays le artifexs savi e subtil en l’art, atroba per si mateys segon aquo que a lu significa la operacio e las malautias diversas; quar son de las malautias a las quals les antics no diysero ni pausero propri instrument, per las formas de diversas specias.	May the skilled and subtle artisans find for themselves according to what the operation and diverse diseases signify to them; for there are diseases for which the ancients neither mentioned nor prescribed specific instruments, due to the forms of various types.
Mays si es trinquat l’os de la mandibula o dels autres osses de la boca, o si poyreys, lahoras sia pes curat sobre aquel en son loc am aquo que es a lu convenient dels instrumentz e de las forceps las quals havem dit en la extraccio de las razitz de las dentz, e ajuda te am gesti del qual aquesta es la forma:	But if the jawbone or other bones of the mouth are fractured, or if you can, then treat it by placing it in its proper position using what is suitable among the instruments and forceps which we have mentioned in the extraction of tooth roots, and assist with the manipulation which has this form:
E sia en lu alcuna grosseza petit a petit, e sia instringida o tenguda am la boca per que no evasesca o fuga entro que l’os de tot sia foro-getat; e aprop restaura le loc am medicinas convenientz ad aquo.	And let there be a small swelling that is reduced little by little, and it should be compressed or held with the mouth so that it does not spread or escape until the bone is fully set; then restore the area with appropriate medicines.
Mays si en l’os es petita poyredura, lahoras ratz aquel de aquela poyredura e de la sua negror, e cura aquel entro que sia sanat.	But if there is a small hole or decay in the bone, then clean that area of the decay and its darkness, and treat it until it is healed.
Capitol .xxxii.	Capitol .xxxii.
De la cura de las dentz eminentz sobre las autras.	Regarding the treatment of prominent teeth over others.
Quan las dentz so eminentz no segon lor cors natural per aquelas la forma es laga, e majorment quan endeve a las femnas, e majorment a las piuselas venerablas; donc cove que tu consideras: si dent es nada aprop autra dent, e no es possibla sarradura ni linament de lu, lahoras radica aquela; mays que no sia annexa am autra dent, lahoras tu inscideys aquela am aquest instrument del qual aquesta es la forma; e es semblant a morr de porc, e sia feyt de ferr de India de extramitat mot aguda.	When the prominent teeth do not follow their natural course and the form is loose, especially when it happens to women, and particularly to those who are more venerable; therefore you must consider: if a tooth is close to another tooth and it is not possible to pull or file it down, then extract that one; but if it is not attached to another tooth, then cut it with this instrument of which this is the form; and it resembles a pig's snout, and should be made of Indian steel with an extremely sharp edge.
E sia la tua inscizio am la qual inscideyses aquela en trops dias per la duricia de la dent, e que no sia comauguda autra de las dentz.	And let your incision be such that you cut it over several days due to the hardness of the tooth, and that none of the other teeth are infected.
E si es dent eminent expausat a limadura, lahoras lima aquel am lima de ferr de India del qual aquesta es la forma:	And if a tooth is prominently exposed to filing, then file it with an Indian iron file, which has this form:
E sia tot de ferr de India e·l margua eysament; e sia de motz menutz puntz ayssi cum lima am la qual son faytas agulhas, am la qual la dent sia limada pauc a pauc en motz dias am fecilitat, per so que no sia autra dent comauguda e caga.	And if it is all made of Indian iron and the margin is also well-made; and it should be made with fine points like a file with which needles are made, with which the tooth should be filed little by little over several days with ease, so that no other tooth is damaged or falls out.
E aprop lineys aquela en la fi, e ratz aquela am alscus razoris.	And then sew that area at the end, and shave that place with sharp razors.
E si es dent del qual una partida es trinquada e lideys la lengua, lahoras cove que tu limescas aquel entro que l’aspretat de aquela fraccio sia ostada e engualhada, e sia aplenada per so que la lengua no ledesca ni la paraula no corrumpa.	And if it is a tooth of which a part is broken and hurts the tongue, then you must file that inside so that the roughness of that fracture is removed and smoothed out, and fill it so that the tongue is not hurt and speech is not impaired.
Capitol .xxxiii.	Chapter .xxxiii.
De restauracio de dentz maugudas am fiel de aur o de argent.	For the restoration of bad teeth with gold or silver filings.
Quan accideys a las dentz devant concussio e remossio per percussio o per cazament, e le malaute no pot strenher sobre aquo que manga, e tu has curat aquel am medicinas stipticas, e no ha valgut la tua curacio, lahoras per so que no cagan es engen en aquelas que sian strengudas am fiel de aur e no de argent, quar argent se fa vert e aprop se poyreys aprop alscus dias, mays aur nul temps no es mudat.	When you encounter front teeth that are loose due to concussion or displacement from impact or falling, and the patient cannot chew on what they eat, and you have treated it with astringent medicines but your treatment has not been effective, now in order for them not to fall out, it is recommended to bind them with gold thread rather than silver thread, because silver can corrode and will loosen over some days, whereas gold never changes.
E sia le fiel en tal subtilitat e grocesa segon la quantitat que puesca entrar entre las dentz; e la forma de la reccio es que prenguas le fiel e pren lo doble de lu entre doas dentz sanas, e aprop que cresques am doas tortuositatz del fiel entre doas maugudas, o si’ una o motas, entro que pervengua la tela a la dent sana del autra partida.	And let the thread be of such subtlety and thickness that it can fit between the teeth; the method is to take the thread and place double its amount between two healthy teeth, then weave it with two twists of the thread around the loose tooth or teeth until the thread reaches the healthy tooth on the other side.
E aprop itera le teyssiment entro a la partida de la qual comenciest, e strenh la tua ma am facilitat e savieza entro que no sia mauguda.	Then repeat the weaving from the side where you began, and hold your hand with ease and skill until it is secure. 
E sia la tua striccio am la qual strenhas le fiel deves las razitz de las dentz que no evasesca.	And let your ligature be with which you tie the threads of the teeth that do not fit properly.
E aprop inscindeys las extramitatz del fiel superfluens am las forceps o tosoyras, e agregua aquelas en quascun loc am gesti, e converteys aquelas e las occulta entre la dent sana e la dent mauguda, per so que no fassa lesio a la lengua.	And then cut the excess bile ducts with forceps or scissors, and add those to each area carefully, and place them between the healthy tooth and the diseased tooth, so that they do not cause injury to the tongue.
E aprop leyssa aquela ayssi streyta cum roman.	And then loosen that binding tightly as a rope.
Mays si es desliada o rumpuda, strenh aquela o aquelas am autra fiel en tal manieyra en tot son temps.	And if it is loosened or broken, strengthen that or those with another thread in such a manner throughout its entire length. 
E aquesta es la forma de las dentz e la figura de la rectacio de doas dentz sanas e de doas maugudas, ayssi cum vezes aquestas liadas:	And this is the form of the teeth and the figure of the reaction of two healthy teeth and two diseased ones, just as you see these tied together:
E quan se fa que retorno una dent o doas aprop le cazement de quascuna en lors locs, e sian recrescutz ayssi cum havem recomtat, e que remauguan.	And when it is necessary to return one or two teeth back to their proper places at the gum line, and they are grown back as we have described, and that they hold.
E no fa aquo sino bo artifexs e savi.	And this is not done by just any artisan but by a wise one.
E alcunas veguadas es aptat alcuna causa dels osses de vaca, e es fayt de lor ayssi cum forma de dent, e es pausada en loc en le qual defayl la dent, e es strengit ayssi cum havem dit, e reman e serveys am aquel per lonc temps.	And sometimes a piece of cow's bone is shaped like a tooth, and it is placed in the location where the tooth is missing, and it is fastened as we have said, and it remains and serves for a long time.
Capitol .xxxiv.	Chapter XXXIV.
De inscizio del liament le qual ve en la lengua e prohibeys loquela.	On the condition of the ligament that affects the tongue and prevents speech.
Aquest liguament le qual ve dejos la lengua alcunas veguadas o es natural am le qual hom nays, o accidental e accideys per plagua la qual ja es consolidada.	This ligament that affects the tongue sometimes is natural, with which a person is born, or it is accidental and occurs due to an injury that has already healed.
E la operacio en lu es que huobres la boca del malaute, le sieu cap existent en le tieu se; e eleva la sieua lengua, e aprop inscideys aquel liament nervos segon la latitut entro que sia solvuda la lengua de la sua recencio.	And the operation involves opening the mouth of the patient, with their head positioned in your lap; then lift their tongue, and next cut that nervous ligament according to the width within which the tongue is detached from its root.
Mays si en aquela es alcuna duricia o denodacio, e aquo es stat per consolidacio de plagua, lahoras tu gieta unci e scindeys aquel per la latitut entro que aias inscindit le liament e sia dissolvuda la nodacio.	But if there is any hardness or knotting in that area, and this is due to the healing of an injury, then you take some force and split that area along the width within which you have cut the ligament and dissolved the knot.
E guarda te que no sia fayta fissura en le preon de la carn e que scindas aqui arceria e vengua flux de sanc.	And be careful not to make a cut in the skin and that you do not split the artery here, causing blood to flow.
E aprop sia lavat le vestigi de la inscisio am ayguaros o am vi agre o am aygua frega; e aprop pausa dejos la lengua licini; so es meca la qual tengua le malaute dejos la lengua en quascuna nuoyt per so que no sia consolidat autra veguada.	Then wash the remnants of the incision with wine or with vinegar or with cold water; then place a lint under the tongue; this is the method by which the patient should keep their tongue under a lint every night to prevent it from becoming solidified again. 
Mays si accideys flux de sanc, pausa sobre le loc vetriol trissat; mays si le sanc ventz, lahoras cauteriza le loc am cauteri lantiginos le qual conveneys ad aquo.	Here is the translation of the given sentence:
E aprop aquel cura am las autras causas entro que sia sanat.	And then treat with the other causes so that he may be healed.
Capitol .xxxv.	It seems like you've provided a section marker or heading from an old text, possibly a medieval manuscript or historical document. The ".xxxv." indicates that this is the 35th chapter or section (since "xxxv" in Roman numerals equals 35). Without any accompanying content, there isn't much to translate or explain further. If you have additional text from this section and would like it translated or explained, please provide it!
De extraccio de ranula dejos la lengua.	This line appears to be in an old form of a Romance language, similar to medieval Latin or early Italian/Spanish/French. It refers to the extraction of a ranula from the tongue. Here is the translation:
Alcunas veguadas accideys dejos la lengua apostema asemblant a nomla petita prohibent la lengua de la sua operacio natural; e fort leu es magnificada entro que huempla la boca.	Here is the translation line by line:
E la operacio en lu es que huebras la boca del malaute sesent devant le solel e considera le apostema.	And the operation on him is that you open the mouth of the patient facing the sun and examine the abscess.
E si tu le vezes de fusca color o de negra, dur, al qual le malaute no atroba sentiment, lahoras no toques aquel quar es cranc.	And if you see it of dark or black color, hard, in which the patient does not feel any sensation, then do not touch that which is gangrenous.
E si es declinat a blancor, en le qual es humiditat, lahoras tu met le onci en lu, e inscideys aquel am spatum subtil, e inscindeys le de tota partida; e si sanc te ventz en la hora de la tua operacio, lahoras tu pausa desus zegi trissat, so es vetriol, entro que sia restreyt le sanc.	And if it has turned white, where there is moisture, then you insert your finger into it and incise that with a fine spatula, and cut it entirely; and if blood begins to flow during the time of your operation, then you place over it thrice-ground vitriol until the bleeding stops.
E aprop retorna a la obra tua entro que lo haias trayt am compliment de lu, entro que sia lavat am vi agre e sal; e cura aquel am l’autra curacio ad aquo entro que sia sanat.	Then return to your work until you have completely removed it, washing it with sweet wine and salt; and treat that area with the other cure prescribed until it is healed.
Capitol .xxxvi.	Chapter XXXVI.
De extraccio de apostema de doas aurelhas e de aquel que es nada en le golayro e de las autras apostemas.	On the extraction of abscesses from the ears and those that form in the throat, as well as other abscesses.
Quan endeveno en le golayro godat, so son glandulas las quals son asembladas algodat, las quals accideysso deforas e son nompnadas doas aurelhas, las quals quan tu las curas am aquo que havem dit en la divisio e no es sanat, lahoras tu considera si le apostema es dur, de fusca color, de pauc sentiment, lahoras no toques aquel am ferr.	When they occur in the throat, they are glands that resemble small lumps, which appear externally and are called ears. When you treat them as we have said in the division and it does not heal, then consider if the abscess is hard, dark in color, with little sensation; in this case, do not touch it with metal.
E si es de roga color e la razic es grossa, lahoras no toques aquela am ferr per le flux del sanc; abantz layssa aquel entro sia madurat, e lahoras o tu trauqueras aquel, o sira romput per si.	And if it is of red color and the root is thick, then do not touch that with iron because of the blood flow; before you leave that to ripen within, and then either you will take it out or it will break open by itself.
E si es de blanqua color, radon, e la razit de lu es subtil, lahoras aquel es que cove esser inscidit.	And if it is of white color, like a root, and its stem is thin, then that is what needs to be cut open.
E la operacio en lu es que consideras, denant la tua operacio, si ja ha repausat le apostema de lu caut am repaus complit o si es deminuit am alcuna deminucio; e lahoras fay sezer le malaute denant le soleyl, e·l cap de lu sia en le tieu se, e huebre la boca de lu, e le servidor prenent entre las suas mas prema la lengua de lu dejos am instrument mot noble del qual aquesta es la forma:	And the operation on it is that you consider, before your operation, if the abscess has already rested after being cauterized completely or if it has decreased somewhat; and then make the patient sit facing the sun, with their head in your lap, open their mouth, and the servant takes their tongue and holds it out using a noble instrument of this form:
E sia fayt de argent o de aram, e sia subtil cum cotel.	And it should be made of silver or iron, and it should be sharp like a knife.
Donc cum tu premes am aquel la lengua e es mostrat a tu la apostema, e catz sobre aquel le tieu vezement, lahoras pren onci e fica aquel en l’amenla, e tira aquel a las partidas defora tant quant podes.	So as you press with that instrument on the tongue and the abscess is shown to you, spit over it with your saliva, then take some [ substance ] and insert it into the abscess, and pull it outwards as much as you can. 
Otra aquo que tiras alcuna causa de las tunicas, e aprop incideys aquela am instrument del qual aquesta es la forma:	And here is the translation of the given line:
e es asemblat a forceps, empero las extramitatz de lu son corvadas, ayssi que l’orrifici de quascuna de aquelas es en le endreyt del autra, mot agudas, le qual sia de ferr indi enbegut.	And it is similar to forceps, but the ends of it are curved, so that the opening of each one is in line with the other, sharp points, which are made of hardened iron.
Mays si aquest instrument no es a tu present, lahoras inscideys aquel am spatum del qual aquesta es la forma de lu: E sia agut de la una part, no agut del autra part.	But if this instrument is not available to you, then incise it with a spatula of which this is the form: It is sharp on one side, blunt on the other side.
E pus que has inscidit una mella, inscideys l’autra segon aquesta meteyssa manieyra de inscizio, e aprop la inscizio le malaute guarguarise de aygua frega	And since you have incised one part, incise the other in the same manner of incision, and then the patient will be cleansed with cold water.
Mays si endeve flux de sanc, guarguarise aygua de decoccio de scorsa de milgrana o de fuelha de mirtra e semblantz ad aquel de las causas stiptiquas entro que·l flux del sanc sia restreyt, e aprop cura aquel entro que sia sanat.	But if there is a flow of blood, cleanse with water decocted from pomegranate peel or myrtle leaves and similar astringents until the flow of blood is stopped, and then treat it until it is healed.
E alcunas veguadas naysso en le guolayro autras apostemas otra aquelas doas aurelhas, e inscideys aquelas segon que yeu e dit en la inscizio de doas mellas engualment.	And sometimes abscesses form in the gums or on the other ears, and incise those in the same manner as I have described for incising two parts.
E yeu ja fu medicat una femna de apostema le qual era nat en le golayro de lu, le qual apostema tendia a color fusca, de pauc sentiment, le qual ja havia claus le golayro de lu, e la femna respirava am meat streyt, e ja havia prohibit a lu comestio e beure de aygua, e ja era pervenguda a la mort si mays agues stat per un dia o per dos.	And I have already treated a woman with an abscess that had formed in her gums, which abscess tended to a brown color, was of little sensitivity, and had already closed her gums, causing her to breathe through a very narrow passage. She had been deprived of food and water, and she was nearing death if it had lasted for another day or two.
E l’apostema ja tant havia pugat que havia mezes dos ramps entro que eyssiro per dos traucs.	And the abscess had risen so much that there were two routes through which it would burst out from between two folds.
Donc yeu me cuytegui fisturalment e fiquegui en un de lor onci, e tiregui aquel, e atirada es de lu gran porcio, e aprop yeu incidigui aquela de on comprendegui del autre trau, e aprop yeu obrigui la boca de lu, e compremegui la sua lengua, e aprop yeu fiquegui le onci en aquela apostema.	And I carefully cut into one of its openings and pulled it out, and a large portion was removed. Then I incised the other side from where I understood there was another route, then I closed the mouth of it, and held its tongue, then I placed the onion in that abscess. 
E aprop yeu abscizi gran partida de lu, e no corria de lu sino un pauc de sanc.	And then I cut away a large part of it, and there was only a little bit of blood flowing from it.
Donc absolut es le guolayro de aquela femna, e comensec tantost beure aygua, e aprop presec vianda, donc yeu no cessegui inscidir de aquela apostema motas vetz per lonc temps, e succesia apostema en loc de aquel, le qual inscizia entro que es prolonguat aquel.	So the swelling of that woman is absolute, and she should start drinking water immediately, then eat food. So I did not stop incising that abscess many times for a long time, and another abscess would form in place of it, which I continued to incise until that period was prolonged.
Donc yeu engen agui e cauterizegui le guolayro de lu, donc astec de addicio; e aprop yeu perambulegui e no saubi que fec Dieus de aquela aprop mi.	So I took some material and cauterized the swelling of it, thus adding to the treatment; then I walked around and did not know what God would do about that situation near me.
Capitol .xxxvii.	Chapter XXXVII.
De inscizio de huvela quan es apostemada.	On the incision of a boil when it is abscessed.
Quan catarr deysen a la huvula, e es apostemada e es longa, lahoras ela es nompnada perpendicular; e si es en la partida dejos grossa e redonda, e lahoras ela es apelada buba.	When the catarrh affects the boil, and it becomes abscessed and elongated, then it is called perpendicular; and if it is in a part that is thick and round, then it is called a bubo.
Mays quan es curada am aquo que havem dit en la divisio, e no comfereys la tua curacio, e eyssament ja vezes que apostema caut ja es ostat de lu e es subtil, lahoras cove que tu inscidas aquela que es agreguadas redonda; e si es ad aquela longitut, e es sanguina, de fusca color o de negre, e no es a lu centiment, lahoras cove que tu temtes la inscizio de lu, quar en aquela es temor sobre le malaute.	However, when it is treated with what we have said in the division and you do not trust your treatment, and you find that the abscess has already hardened and become subtle, then you must incise those parts that are round and aggregated. And if it extends to a certain length and is bloody, of dark or black color, and is not at the center, then you must attempt to incise it, for there is fear for the patient in such a condition.
E quan tu vezes aquela segon la manieyra que yeu he dita de la sua blancor e longuesa, que tu fassas sezer le malaute e premas la lengua de lu am instrument del qual procesic la sua forma e aprop fica le onci en la nuva, e tira aquela en jos e inscideys aquela am un de dos instrumentz les quals e ditz en la inscizio de dos mellas.	And when you see that [the worm] according to the manner I have said about its whiteness and length, make the patient sit up and press their tongue with an instrument of which the shape protrudes, then insert the ounce into the new opening, and pull it down and cut it with one of two instruments which are mentioned in the incision of two halves.
E cove que no inscidas aquela sino aquo que es ajustat sobre le terme natural ses addicio, quar si tu inscides de lu mays, lediyras le sieu parlar.	And it is necessary that you do not incise beyond what is appropriate over the natural limit of its addition, for if you incise more, you will damage their speech.
E aprop la inscizio, usa de aquo le qual havem recomtat en la inscizio de dos mellas, e cura aquela entro que sia sanat.	And then for the incision, use what we have recommended in the incision of two melons, and treat it so that it may be healed.
Mays si era le malaute espaventat per la inscizio de lu, cove que use de engen en la cauterizacio de lu ses temor, e la manieyra del cauteri en lu no es sino am aygua aguda, e es que tu pauses le cap del malaute en le tieu se, e aprop prem la lengua de lu am le instrument le qual havem dit, e aprop pren de l’aygua la qual havem dita en le capitol de cauterizacio, e comfeys am aquela caus viva, e pausa aquela no spessa ni subtil, e de aquela omple la concavitat de l’estrument del qual aquesta es la forma:	If the patient is frightened by the incision of the cautery, it is necessary to use ingenuity in the cauterization due to their fear, and the method of the cautery on them is only with sharp water. You must place the head of the patient on your knee, then press their tongue with the instrument we have mentioned, then take the water we have described in the chapter on cauterization, warm it up with that live cause, and hold it neither too thick nor too thin, and with that fill the concavity of the instrument which has this shape:
Sia la extramitat de lu conquavitat en la qual sia pausada la medicina ayssi cum la conquavitat de culher de ray, e pausa le strument am la medicina sobre la vula, e·l malaute jagua sobre le sieu latz per so que corro saliva o musellage de la boca de aquel per la intrinscequa medicina, per so que no deyssenda de aquela deguna causa sobre le golayro de lu e que ledesca aquel.	Here is the translation of the given sentence:
E aprop te la tua ma am la medicina, e exprem aquela sobre la uvula per l’espazi de miega hora entro que vegas aquela esser denegrada e sedada per la mordicacio de la medicina.	And then take the medicine in your hand and apply it to the uvula for a short period of time until you see it become darkened and soothed by the effect of the medicine.
E si vols, prengues coto e envolopes aquel sobre la extremitat del ray, e submergeys le coto en la medicina, e entrometas le ray am le coto en una canula de sobre entro que·l coto adheresca en aquela canula, e fay aquo tantas vetz entro que consiegues aquo que vols de la cauterizacio de la uva, e aprop leyssa aquela quar ela se seccara e cayra aprop tres dias o quatre.	And if you want, take a cloth and wrap it around the end of the ray, then submerge the cloth in the medicine, and insert the ray with the cloth into a tube until the cloth adheres to that tube, and do this as many times until you achieve what you want from the cauterization process, and then let it dry out and fall off after about three or four days.
E si indigeysses que iteras la medicina, itera aquela, e aprop la cauterizacio abstergeys en le circuit de la uva am coto enbegut en boder, e mondifica am aquel aquo que es en le circuit de lu de la medicina, e sia lavat am aygua frega, e sia curat deforo am embrocacio, e dedintz am guarguarismes entro que sia sanat.	And if you need to reapply the medicine, do so, and then clean around the cauterized area with a cloth dipped in wine vinegar, modify that which is in the vicinity of it from the effects of the medicine, wash it with cold water, and treat it externally with an embrocation, and internally with decoctions until it is healed.
E aquesta especia de curacio es pus salva que inscizio e pus long de temor.	And this type of treatment is safer than incision and lasts longer in terms of protection.
Alcunas veguadas es curada la uvuola am aquo que es pus subtil que cauteri e inscizio, quar es curat am subfumigacio en aquesta manieyra: recipe calament, ysop, origua, ruda, scicados arabic, camamilla, broyda e semblant ad aquels de las erbas, e ajusta totas aquelas causas, o alcunas de lor, en una ola, e sian submergidas am vi agre, e bulhan; e la ola sia be lutada am lut decentment, e sia en le mieg loc de la ola un trauc, sobre le qual sia pausat un instrument conquau de aram segon aquesta manieyra; sia fayt de argent o de aram.	During certain instances, the uvula is treated with something subtler than cautery and incision, for it is healed through sublimation in this manner: take candles, hyssop, origanum, rue, Arabian sage, camomile, fennel, and similar herbs; combine all these ingredients or some of them in a pot; they should be submerged in sour wine and boiled; the pot must be well sealed with an appropriate lid, and there should be a tube in the middle of the pot on which a concave instrument made of silver or iron is placed.
E sia entromesa la extremitat en la boca del malaute entro que la vapor poge a la uvula sobre la quanula, entro que la uvula sia mot ofuscada.	And the end should be inserted into the patient's mouth so that the vapor reaches the uvula over which the instrument is placed, so that the uvula becomes moist and obscured.
E aprop itera sobre aquela motas veguadas entro qu’es secca, e guarda te que no fassas aquesta curacio al comesament de l’aveniment de apostemas, quar trop ajustaria en le apostema, e no cove que tu fassas aquo, sino deves la declaracio de apostema de lu caut.	And then repeat this process several times until it is dry, and be careful not to perform this treatment at the beginning of an inflammation event, because it could excessively aggravate the inflammation. You should not do this but rather leave the treatment of the inflammation to cauterization.
Mays si no es a tu present aquest instrument, lahoras pren una cana e compon en la extramitat de lu un clos de huou, per so que la boca del malaute sia comborida, quar le closc del huou prohibeys la vapor comburir la boca.	But if you do not have this instrument, then take a reed and attach a hen's egg to one end of it, so that the patient's mouth is protected, because the eggshell prevents the vapor from burning the mouth.
E aquesta curacio es bona am salut.	And this treatment is good for health.
Capitol .xxxviii.	It seems like you've provided a section indicator, "Capitul .xxxviii.", which translates to "Chapter XXXVIII" in English. This indicates the start of chapter thirty-eight in a text or document. If there is more content from this chapter that needs translation or explanation, please provide it, and I'll be happy to help!
De extraccio d’espinas e de aquo que adhereys en le golayro e de las autras causas.	On the extraction of spines and of what adheres in the eyelid, and of other causes.
Motas veguadas adhereys en le guolayro o spina de peys o alcuna autra causa.	Motives seen adhering in the groin or spine of feet or some other cause.
Adonc cove que tu extraguas aquo que de aquels es apparent, sobre le qual catz la vista, pus que tu premes la lengua am instrument denant solelh, per so que a tu sia declarat aquo que es en la guola.	Here is the translation of the provided sentence:
E aquo que no apar e es a tu occultat en le guolayro, cove que tu fassas vomir le malaute denant que la vianda sia degerida en l’estomac, quar fort leu la causa annexsa le golayro sira foro-getada per vomit; o que deglusia le malaute una pessa de nap o de razit de laytuga o un boci de pa sec; o prengua una pessa de sponga marina sequa leon, e lia aquela fortment am fiel, e aprop le malaute transglussia aquela, quar cum perve al loc en le qual so spinas e es extrahuda, lahoras so foro-getatz.	And that which does not appear and is hidden in the throat, you must make the patient vomit before the food is digested in the stomach, because by doing so, the cause attached to the throat will be forcefully expelled through vomiting; or let the patient swallow a piece of nap (a type of herb) or of chicory lettuce or a bit of dry bread; or take a piece of dry sea sponge, and moisten it strongly with honey, then give the patient to swallow that, because when it reaches the place where thorns are and is extracted, it will be forcefully expelled.
E mays pren una anguila e be am fiel liada, e sia dedintz mesa e soptament sia extrayta; o pren un porr e soptament le metas e soptament l’en tratz.	And further, take an eel and bind it with honey, and place it inside, and gently extract it; or take a leek and gently insert it and gently draw it out.
Mays si no so foro-getatz am aquelas causas las quals havem ditas, lahoras husa de un instrument de plom segon aquesta forma:	And if it is not forcefully expelled by those means which we have mentioned, then use an instrument of lead according to this form:
E sia pus gros que ray un petit, e en la extramitat de lu sia conquavitat la qual tu entrometas en la sua guola am facilitat.	And it should be thicker than a small tube, and at the end of it, there should be a cavity that you can easily insert into the patient's throat.
E el aga le sieu cap elevat en sus, e guarda te que·l tocament del sieu os de la gola, per so que endevengua a lu cos e am aquela que enpellesca le os o la spina, o que aquel le metge am la sua ma.	And raise his head up, and be careful not to touch the bones of his throat, so that you do not cause harm and avoid pushing against the bone or spine, or let the doctor use his hand for that. 
Mays empero que·l malaute aquel entrometa es miels, per la sua sciencia del loc de la causa annexa e enpellisca en jos, e tira la sua ma am le instrument en sus, tot aquo segon la quantitat la qual es a lu preparada entro que sia foro-getada.	And however, the patient should be involved more, by their knowledge of the place of the attached cause and pressing into it, and they pull their hand with the instrument onto it, all of this according to the quantity that is prepared for them internally before being plugged in.
Capitol .xxxix.	The text provided is not a full sentence but rather a chapter or section heading. Here's how it would be translated:
De extraccio de sancguisugua annexsa al golayro.	From the extraction of the leech attached to the neck.
Quan es medicada sanguisugua am aquo que havem dit en la divisio de la curacio am medicinas e no comfereys, considera lahoras en le guolayro del malaute al solelh, pus que tu aias compremuda la lengua de lu am instrument le qual a tu havem recomtat.	When treating a leech with the methods we have mentioned in the section on treatment with medicines and not compresses, consider placing the patient's neck under the sun, since you have moved its tongue with an instrument that we have recommended. 
Donc si tu vezes la sancguisugua, extratz aquela am onci petit o am gesti subtils decentment.	Therefore, if you use bloodletting, extract it with a small needle or with subtle and appropriate gestures.
E si no es a tu possible estrayre am aquel, lahoras pren una canula concava e entromet aquela en lo guolayro del malaute, e aprop pausa en la concavitat de la canula un ferr ignit, e fay aquo tantas vetz (entro que la sancguisugua sia morta e se osta del guolayro) e abstengua se le malaute tot lo jorn de aygua.	And if it is not possible for you to extract with that, then take a concave cannula and insert it into the throat of the patient, and then place in the concavity of the cannula a piece of ignited iron, and do this as many times (until the blood-sucking creature is dead and removed from the throat) and the patient must abstain from water for the entire day.
E aprop prengua una veyria plena de aygua frega, e obra la boca de lu en aquela, e lava la boca am aquela; e no trasglucia de aquela alcuna causa e maugua l’aygua una hora aprop autra am la sua ma, quar la sancguisugua tantost cum sent l’aygua catz.	And then take a vessel full of cold water, and open the mouth of the patient in it, and wash the mouth with that; and do not let any part go unwashed and change the water every hour with your hand, for the blood-sucking leeches will immediately sense the water passing.
Mays si no es foro-getada am aquo que havem recomtat, lahoras subfumigua le malaute am cimetz o am assafetida per le instrument le qual havem recomtat en la sufumiguacio de uvula.	If it is not relieved by what we have recommended, then fumigate the patient with camphor or asafoetida using the instrument we have recommended for the fumigation of the uvula.
Fay aquo, so en quar cayra.	Do this, whichever may apply. 
