Ayssi comensan las paraulas de Albucasim .	Thus begins the words of Albucaсим.
Mays si tu vezes le malaute de vertut exuberant, e am lu no es autra malautia sino ydropici tant solament, e no enfant ni vielh, lahoras la manieyra de la operacio de lu es que tu eleves le malaute entre las tuas mas, e le ministre aprop lu exprema le ventre de lu am la sua ma, enpellen la aygua a la partida dejos del pentenilh, e aprop pren spatum spinos segon aquesta forma:	But if you find the patient to be of abundant strength, and he suffers from no other illness except this dropsy alone, and is neither a child nor an elderly person, then the method of the operation is that you lift the patient between your hands, and another minister beside him presses his abdomen with their hand, forcing the water towards the area below the navel, and then take a spiny spatula according to this form:
sia de dos partz agudas lonc, de aguda extremitat ayssi cum spatum; mays empero sia en lu alcuna brevitat petit a petit, per so que en la operacio am aquel no passes entro al budel, e que ledas aquel.	Here is the translation of the provided line:
E aprop considera si la generacio de ydropici es de part dels budels, quar lahoras cove que tu am la seccio te alonhes del ombelic per la quantitat de tres ditz a las partidas dejos, en le dreyt de lu sobre le pentenilh.	And then consider if the generation of dropsy is from the intestines, because at this time you must make an incision and move away from the navel by the length of three fingers to the sides, on the right side towards the pelvis.
Mays si la generacio de hydropici es per malautia del fietge, lahoras la tua seccio sia sinistra del ombilic per tres ditz.	And if the generation of dropsy is due to a disease of the liver, then your incision should be on the left side of the navel by three fingers.
E si la generacio de lu es per la melsa, lahoras la tua seccio sia en le las dreyt.	And if the generation of it is due to the spleen, then your incision should be on the right side. 
E no cove que la tua seccio sia sobre le costat sobre le qual vol jaser le malaute per que no corron las superfluitatz ad aquel loc freul.	And it is not necessary for your incision to be on the side on which the patient wishes to lie because the superfluities do not run to that place freely.
E aprop perfora am le instrument tota la codena, e aprop entromet en aquela seccio, e eleva la tua ma am le spatum entre la codena e·l siphac, e tu excorja aquel; e si’ la quantitat de una ungla o enviro.	And then pierce the entire hernia with the instrument, and insert into that section, and lift your hand with the spatula between the hernia and the skin, and you should squeeze it out; and the quantity should be about a fingernail or so.
E aprop perforo le ciphac entro que pervengua le spatum al loc vuoyt, e es loc de l’aygua.	And then pierce the skin until the spatula reaches the empty space, which is where the fluid is located.
E aprop extratz aquel e entromet un instrument del qual aquesta es la forma:	And then extract that and insert an instrument of which this is the form:
e es semblant a canula de argent subtil; es fayt de argent o de eram o de lato leon, al qual en la partida pus bassa de lu es un petit trauc, e en les costatz de lu so tres traucs: dos de una partida e un del autra partida; e fayta es la extremitat de lu insciza segon la manieyra de pluma, ayssi cum vezes:	And it resembles a thin silver tube; it is made of silver or iron or lion's brass, at the lower end of which there is a small hole, and on the sides of it are three holes: two on one side and one on the other side; and the tip of it is incised in the manner of a pen, as follows:
E en la extramitat de lu pus sobirana es armilla, quar quan le instrument perve al aygua, lahoras aquela tantost deysen sobre le instrument, donc evacua de l’aygua en la ora miega quantitat, quar si tu evacuas de aquela mes que no cove en la hora, fort leu mor le malaute per resolucio del sieu spirit animal, o accideys a lu cincopi que es appropinquada la mort.	And at the upper end of it is a ring, so that when the instrument reaches the fluid, you can immediately place this ring on the instrument, thus evacuating only a small quantity of fluid, because if you evacuate more than necessary at once, the patient may die from the resolution of their animal spirit, or you might cause a near-death situation.
Mays evacua de aquela segon la quantitat de la vertut de lu e segon que significan a tu las disposicios del malaute de la vertut del pols de lu e de la bontat de lu.	Here is the translation of the given sentence:
E aprop extrats le instrument, e rete l’aygua la qual causa es quar tantost es retenguda per la codena la qual rete le trauc que es sobre le ciphac del qual e recomtat a tu que perfores aquel segon aquela manieyra.	And then extract the instrument, and catch the water which is caused to be retained by the chain that catches the shaft which is on the syringe and bent in such a way that you pierce according to that manner.
E aprop itera le instrument al autra dia si vezes le malaute tollerant aquo, e extratz de la aygua petita quantitat, e fay aquo per alcus jorns sobre temor, e guarda te de error entro que no romangua de l’aygua sino pauc.	And then repeat the procedure on the other day if the patient can tolerate it, and extract a small quantity of water, and do this for several days in succession, and be careful to avoid mistakes until only a little water remains.
Mays si tu temes sobre le malaute, e leyssas de l’aygua gran quantitat, lahoras cura aquel am sepultura en arena cauda, e mota suzor en banh, e al solelh espere per lonc temps; e cura aquel am medicinas dessicativas entro que sia sanat.	And if you are concerned about the patient and leave a large quantity of water remaining, then treat it by burying it in hot sand, induce sweating in a bath, and expose it to the sun for a long time; and treat it with drying medicines until healed.
E cauteriza sobre le stomac, e la melsa e·l fitge aprop la extraccio de l’aygua, segon que yeu he recontat en aquo que es precedit.	And cauterize on the stomach, and the spleen and the liver before the extraction of the water, as I have recounted in what precedes.
Capitol .lv.	Chapter LV.
De la curacio dels enfants les quals so natz les locs de la urina no-perforatz.	On the treatment of children who are born with unperforated urinary openings.
Alcunas veguadas alcun dels enfantz es eyssi del ventre de la sua mayre e·l cap de la sua mixtio no es perforat (o es trauc streyt o no es en son loc).	Sometimes some of the children are born from their mother's womb with their urinary opening not perforated (or it is very narrow or not in its proper place).
Donc cove coytar am perforacio de lu tantost que es nascut am spatum mot subtil segon aquesta forma:	Therefore, it is necessary to puncture with a subtle sharp spatula as soon as it is born according to this form:
E aprop pausa en le trauc un clavil subtil de plom e ligua aquel, e te per tres jorns o per .iiii.tre.	And then place in the wound a thin lead clamp and tie it there, and leave it for three days or four.
E quant vol urinar sia remaugut e hurine; e aprop retorne aquel.	And when it is time for urination, he should be turned so that he can urinate; then return him to his original position.
E si tu no pauses le plom, ja es possible que la urina la qual va sobre le loc, no leysa aquest claure.	And if you do not stop the flow, it is possible that the urine passing over the area will not clear this wound.
Mays aquel del qual le trauc es streyt sia medicat am clavil de Plom, ayssi cum havem dit, per trops dias entro que sia amplificat.	But the one for whom the tube is narrow should be treated with a lead probe, as we have said, for several days until it is widened.
Mays aquels en les quals es le trauc no en son loc, so leditz, la qual causa es quar de aquels, aquel que es nat e·l trau es deves la fi del cap de la vergua per que no pot urinar a las partidas dedintz, entro que eleva la vergua am la sua ma a las partidas desus; e no es a lu generacio, per so quar le sperma no pot pervenir a la mayre segon rectitut, e es malautia mot laga.	But in those where the tube is not in its proper place, as mentioned, the cause is that for these individuals, from birth, the tube deviates at the end of the head of the penis, so they cannot urinate properly unless they lift the penis with their hand to direct it upwards; and this does not allow for proper generation, because the sperm cannot reach the mother correctly, which is a significant ailment.
E la manieyra de la operacio en lu es que·l malaute sia envessat sobre le sieu dos, e aprop exten le cap de la vergua de lu am la tua ma sinistra am vehement extraccio, e inscideys le cap del cap de la vergua del loc del perpucii am spatum agut, ayssi cum es inscizio de pluma, o que tu ne razas alcuna partida, per so que·l mieg de lu vengua semblant al cap de la vergua e que le trauc caia en le mieg loc segon que cove.	And the method of the operation is that the patient should be placed face down on his back, and then extend the head of the penis with your left hand using strong traction, and incise the end of the head of the penis at the site of the constriction with a sharp spatula, as if making an incision like that on a feather, or shave off some part so that the tip becomes similar to the head of the penis and the tube falls into its proper place as needed.
E guarda te que en la tua operacio de flux de sanc, quar motas vetz accideys aquo; e pausa te a lu am aquo que abscindeys le sanc, e cura la plagua entro que si’ sanada.	And be careful in your operation for blood flow, when you often encounter this; and apply yourself to it so that you stop the blood, and treat the wound until it is healed.
Capitol .lvi.	The given line is:
De albater le qual accideys en le prepucii en le cap de la vergua e de corropcio e negror e adherencia del prepucii del cap de la vergua.	Of the disease that occurs in the foreskin at the head of the penis, and from corruption and blackening and adhesion of the foreskin to the head of the penis.
Motas veguadas accideys aquest albater en la vergua e es eminencia de carn laga.	Motives for translating this text line by line into English:
E de aquela una es maligna e autra es no-maligna.	And of those, one is malignant and the other is non-malignant.
No-maligna, cove que suspendas am unci subtil e abscindas aquela entro que aquela mondes tota; e aprop pausa sobre aquela coto submirgit en enguent egipciac; e aprop aquel, cura le am enguent diafinicon entro que sia sanat.	And for the non-malignant one, you must suspend it with a fine thread and cut out the part that causes all the damage; then apply a poultice soaked in Egyptian ointment over it; afterwards, treat it with Diafinicon ointment until it is healed.
E si albater es maligna, de lega color, lahoras cove que tu aministres cauteri aprop la inscizio de lu e la razio de lu.	And if the swelling is malignant and of a certain color, then you must apply a cautery near its beginning and root.
Mays si albater es en le prepuci del cap de la vergua no-circumcis, e la una partida de albater es dedintz le prepucii e l’autra partida es defora, lahoras cove que tu ostes albater le qual es dedintz al comensament entro que es consolidat; e lahora tu cura aquel deforo, quar quan tu curas aquel ensemps le prepuci, no es asegurat que no sia trinquat.	And if the swelling is on the foreskin of the uncircumcised penis, and one part of the swelling is inside the foreskin while the other part is outside, then you must remove the part of the swelling that is inside at its beginning until it is stabilized; then treat the part that is outside, because when you treat the part along with the foreskin, it is not certain that it will not be torn.
E ja eysamen accideys en les genetius e en le prepuci negror e corruccio, adonc cove que tu conquavas tot aquo que ja es denigrat e que ja se vol corrompre o que ja es corrumput; e aprop lineys sobre aquel aprop aquo am mel, le qual es contusit am farina de scorsa de milgrana e de errs trissatz e crivellatz.	And we have seen accidents in the genitalia and foreskin involving blackening and corruption; therefore, you must excise everything that has already turned black or is about to corrupt or is already corrupted; then apply a poultice over it with honey, which is mixed with powdered pomegranate rind and crushed, sieved ashes.
E aprop cura aquel am l’autra curacio entro que sia sana.	And then treat that with another treatment until it is healed.
Mays si endeve flux de sanc, lahoras aministra cauteri lunar segon aquesta forma:	And if there is a flow of blood, then administer a lunar cautery according to this method:
quar cauteri juvatiu es a dos disposicios ensemps, so es a flux de sanc e a la plagua quan es corrumpuda.	For a beneficial cautery is used for two conditions simultaneously, that is, for blood flow and for the plague when it is corrupted.
E si le cap de la vergua es corrodut e es destruit tot en la hora, lahoras cove que tu intrometas en lo meat del prepucii una canula de plom per so que le malaute urina per aquela.	And if the head of the penis is corroded and completely destroyed, then you must insert a lead catheter into the foreskin so that the patient urinates through it.
En la adherencia del prepucii am le cap de la vergua (et aquesta adherencia no accideys sino en aquel del qual le prepucii es sa, e sobre lu no es exhigida circumcizio; e quan accideys adherencia per plagua o per apostema) cove que excorjas am spatum obtus entro que sia dissolvut le liament e sia deliurat le cap de la vergua de tota partida.	In the adherence of the foreskin to the head of the penis (and this adherence does not occur except in one whose foreskin is tight, and circumcision is not required; and when adherence occurs due to disease or abscess), you must scrape with a blunt spatula until the bond is dissolved and the head of the penis is completely released.
E si es dificil desirnir aquelas exquisidament, lahoras cove que tu excorjes am spatum alcuna causa del cap de la vergua e del prepucii, e aysso es quar le prepucii, quan es subtil, fort leu es perforat per la sua subtilitat leugierament.	And if it is difficult to distinguish those precisely, then you must scrape with a spatula some of the cause from the head of the penis and the foreskin, and this is why the foreskin, when it is thin, is easily perforated slightly due to its fineness.
E aprop separa entre·l prepucii e·l cap de la vergua am dra7 de li subtil, le qual ja es mulhat en l’aygua frega per que no adherescan autra veguada.	And then separate between the foreskin and the head of the penis with a sharp, thin instrument, which has already been soaked in cold water so that they do not adhere again.
E aprop sia curat am vi stiptic entro que sia consolidat.	And then it should be treated with astringent wine until it is healed.
Capitol .lvii.	Chapter LVI.
De mundificacio dels enfants e de la curacio de aquo que accideys ad aquels de circumcisio.	On the cleansing of children and the treatment of what may occur to those who undergo circumcision.
Circumcisio no es solucio de continuitat ayssi cum las autras plaguas: mays empero cum sia de la nostra operacio e de nostra voluntat, e lus de aquela sia propriament en les enfants, es necessari que asignem en aquela milhor operacio e via pus leugiera perdusent a salut.	Circumcision is not a solution to discontinuity like other wounds; however, since it is part of our operation and our will, and those for whom it is properly performed are mainly children, it is necessary that we assign the best procedure and the least harmful method to ensure their health.
Donc dic que les antics no diyssero circumcisio en alcu dels lors libres, quar no n’usan en las suas leys, e no es sino quar havem aquisit per speriment, la qual causa es que yeu he atrobat la major partida dels artifexs e dels barbies usar circumcisir e mundificacio am novacula e am torores; e usan de liament am fiel e de inscizio am la ungla.	Therefore, it is said that the ancients did not mention circumcision in any of their books because it was not part of their laws. This has been acquired through experience, which is why I have found that most artisans and barbers use circumcision and cleansing with a lancet and cautery; they also use dressings with honey and ointment with oil.
E yeu ja he prohadas totas aquestas manieras e no atrobegui milhor mondificacio am forfexs, am liament am fiel que en mondificacio cum la ungla, quar motas vetz efugeys la codena pus desus, quar la codena del prepucii a dos tunicas, e roman la tonica pus dejos, e fort leu es forsat ad autra inscizio e dolor sicura.	And I have tried all these methods and did not find a better modification than with scissors, with a ligature with fire that in the modification like a nail, for often you remove the skin above more, for the skin of the foreskin has two layers, and remains the layer below, and it is easily forced into another incision and certain pain.
E am mundificacio le qual es fayta per alphecati, e es digital, del qual usan les sabatiers, no es segurada la inscizio de la extremitat del membre viril, quar fort leu intra en le trau de lu.	And with the cleansing which is performed by catheterization, and it is digital, which barbers use, the incision at the end of the male member is not safeguarded, for it strongly enters into its channel.
Mays en la operacio am ungla, fort leu obazeys ferr e corromp la tua operacio.	And in an operation with a splinter, if you force it, you will corrupt your operation.
E la codena del enfant es breu per natura, e motas veguadas nays en tal manieyra que no ha necessitat de mondificacio, e yeu he vist aquel.	And the birth canal of the child is short by nature, and many times births occur in such a manner that no modification is necessary, and I have seen this.
Mays de la mondificacio que·s fa am forfexs e liamentz am fiel, la bontat, experiment descrobic a mi, quar las forfexs so de proporcional inscizio, per aquo quar la acuitat que es desus es ayssi cum la acuitat que es dejos; e donc cum tu premes la tua ma so proporcionadas dos acuitatz, e inscideysso segon una comperacio en un temps; e es fayta compressio del fiel am figura contenent la codena de la vergua de tota partida, am le qual no catz error de tot.	Here is the translation of the given sentence into English:
E la manieyra de la operacio primeyra es que tu fassas estar le enfant majorment si es de aquels que entendo un petit, que no fassas sino que tu lies le fiel en la sua vergua tant solament, e que leysses aquel entro al autra dia.	The method of the first operation is that you should place the child mostly if it is one of those who understand a little, that you only tie the cord on its penis just enough, and leave it until the next day.
E aprop fay aquel alegrar en tota aquela manieyra que es a tu possibla de aquo que recep la sua intelligencia.	And then make him cheerful in every way that is possible for you so that he receives his treatment willingly.
E aprop fa aquel estar entre las tuas mas estatuir preparadament, e no sia ges cezent; e occulta las forfexs en la tua ma o dejos le tieu pe, que l’enfant no veia aquelas ni degun autre dels instruments.	And then place that person between your hands properly prepared, and do not be careless; and hide the scissors in your hand or under your foot so that the child does not see those nor any other of the instruments.
E aprop entremet la tua ma a la vergua de lu e suffla en la codena, e tira aquela entro que sia eyssit le cap de la vergua, e aprop mondifica aquel de aquo que es agregat en ela de sordicia.	And then insert your hand into the penis and blow into the tube, and pull it inside so that the head of the penis is seated, and then clean that from whatever filth has been added to it.
E aprop lia le loc signat am fiel dobla, e aprop ligua pus bas de aquel un petit le segon liament, e aprop te am le dit pous e endic tieu le loc del liament dejos am bona retencio, e inscideys entre dos liaments.	And then mark the area with a double layer of wax, and then place another ligature slightly below that one, and then use your finger to press and indicate the site of the ligature firmly, and incise between the two ligatures.
E aprop eleva la codena sus leugierament e estratz le cap de la vergua; e aprop leyssa le sanc corre petit e petit, quar es milhor ; e pausa polvera desus e sobre la polvera pausa drap en le qual es spandut mugol de huou coyt en ayguaros concosit am oli rozat recent bo; e layssa aquel sobre aquel entro al autra dia; e cura aquel am curacio entro que sia sanat.	And then lift the tube slightly and extract the head of the penis; and then let the blood flow slowly, which is better; and apply powder on top, and over the powder place a cloth in which egg white beaten with warm water and mixed with fresh rose oil is spread; and leave that on for until the next day; and treat it with treatment until it is healed.
La forma de las forfexs a mondificacio, aquesta es la forma:	The form of the scissors for modification is as follows:
Sian las unas extramitatz no-talhantz e las autras sian talhant, que non sia yssit le ram del clau, e sia la longitut de las doas acuitatz ayssi cum la longitut de dos manubres engualment.	When the outer parts are not cut and the others are cut, so that the key branch is not removed, and the length of the two sharp ends should be equal to the length of two equally sized handles.
Mays la error en mundificacio es quar fort leu efugeys la codena intrinseca tota, o partida de lu deves la inscizio.	And the error in purification is that you completely or partially evade the intrinsic chain of the incision.
Donc cove que tu extendas aquela de la tua hora am la tua ungla denant la apostemacio del loc e que inscidas aquela segon equalitat.	Therefore, you must stretch that area with your fingernail before the inflammation of the place and incise it according to equality.
E si no la podes tenir am la tua ungla, lahoras extratz aquela am unci e inscideys aquela.	And if you cannot hold it with your fingernail, then extract that with tweezers and incise it.
Mays si son passatz tres dias, e roman aquo que es imflat dejos la vergua apostemat, lahoras tu leyssa aquo entro que sia cedat le apostema caut, e excorja aquel am fecilitat, e inscidex aquel segon que a tu es preparat.	And if three days have passed and the swelling remains under the foreskin as an abscess, then you should wait until the abscess matures, and then easily drain it, and incise it according to your preparation.
E guarda te del cap de la vergua, quar no nosera a lu aquo.	And be careful of the head of the penis, for it should not be affected by that.
E donc cura aquel am aquo que la plagua consolida de las polveras las quals havem recomtadas en le tractat de las polveras.	And therefore treat it with what consolidates the wound, using powders which we have mentioned in the section on powders.
E si es inscidit de la codena sobre mesura, e obezeys a las partidas desus, aquo no notz a lu.	And if it is incised too deeply on the scrotum and you proceed to separate the parts above, this should not harm him.
E mays cura aquel am aquo que havem dit entro que sia sanat.	And furthermore, treat it with what we have said until it is healed.
Capitol .lviii.	Chapter LVIII.
De curacio de urina retenguda en la vesiqua.	On the treatment of retained urine in the bladder.
Retencio de urina en la vesica es fayta per oppulacio fayta per peyra o per sanc congilat, o per poyre o per carnada, e semblantz ad aquels de aquo que havem dit de las manieyras de curacio en la divisio.	Retention of urine in the bladder is caused by obstruction made by stones or frozen blood, or pus or flesh growths, and similar to those we have mentioned regarding the methods of treatment in the division.
E si no es dissolvuda la urina, e veses retencio de lu esser per peyra le qual ja es en le col de la vesica, lahoras cove que le malaute sia encorbat sobre les sieus denolhs.	And if the urine is not dissolved and there is retention due to a stone that is already in the neck of the bladder, then the patient must be bent over their knees.
E aprop conponeys les pes de aquel sobre le sieu dos e extendas le sieu ventre de la partida pus desus del sieu dos, e le malaute estrengua le sieu ale tant quant es a lu possible.	And then position the feet of that person on their back and extend their abdomen from the part above their back, and the patient holds their own side as much as is possible for them.
Donc lahoras le col de la vesica es costreyt ha espulsio de la peyra a las partidas detras, per que la urina es absolta.	Therefore, when the neck of the bladder is forced to expel the stone towards the back areas, thus the urine is released. 
E si no es dissolvuda am aquo que havem dit he vehement es fayta la causa sobre le malaute, lahoras cove que aministres extraccio de lu am instrument le qual es apelat siringua, del qual aquesta es la forma: Sia de argent e sia subtil leon conquau, ayssi cum canula de pena de ausel am subtilitat de ray lonc en similitut d’un palm e mig, al qual sia cana subtil en le cap de lu.	And if it is not dissolved by what we have said and the cause becomes very severe for the patient, then you must administer extraction from him using an instrument called a syringe, of which this is the form: It should be made of silver and its tube should be thin like a bird's quill with a fineness equal to that of a palm and a half, and it should have a fine needle at its end.
E la manieyra del eyssiment de la urina per aquel es que prenguas le fiel doblat e lies en la extramitat de lu lana o coto per bona liadura; e entrometas las extramitatz del fiel en la partida dejos de la ciringua, e inscideys am las forfexs si superflueys alcuna causa de la lana, mays intromet la en la canula am vehemencia E aprop enongeys la ciringua am boder e am album de huou.	And the method of urination extraction is as follows: take the catheter folded and tie it to one end of wool or cloth with a good knot; insert the ends of the catheter into the opening left by the foreskin, and cut away any excess wool with scissors if necessary, but forcefully insert it into the tube; then introduce the catheter with force and egg white.
E fay cezer le malaute sobre la selha, e embroca la vesiqua de lu e la vergua am olis umitz, e oli de oliva e ayguaros.	And lay the patient on a sheet, and wash the bladder and penis with moist oils, olive oil, and warm water.
E aprop entromet la ciringua am facilitat entro que pervengua a la razit de la vergua; e aprop dobla la vergua desus a la partida del embelic; e aprop empelleys la ciringua dintz aquela; e aprop empelleys aquela entro que pervengua a la vesica, e aquela centa le malaute esser pervenguda a la causa vuoda, e no es fayt asso segon aquest orde, sino le meat en le qual va a tortuositat.	And then introduce the catheter easily so that it reaches the root of the penis; and then bend the penis upwards to the part near the navel; and then push the catheter further in there; and then continue pushing until it reaches the bladder, which should be felt by the patient reaching its destination, and if this is not done in this order, but the path through which it goes is tortuous.
E aprop exten le fiel am la lana petit a petit, quar la urina siec la lana.	And then slowly extend the thread with the wool little by little, for the urine will soak the wool.
Aprop extratz aquela e fay per curacio urina, e usa ciringua, no cesses fer aquo e usa ciringua entro que sia evacuada la vesica e le malaute atrobe alleviacio.	Then remove it and use the urine for treatment, and continue using the catheter until the bladder is evacuated and the patient finds relief.
Capitol .lix.	Chapter .59.
De qualitat de clisterizacio de la vezica am clampcedra e am semblantz instrumentz les quals sian acordants ad aquo.	On the quality of cyst irrigation using clamped instruments and similar tools that are appropriate for this procedure.
Quan accideys en la vesica ulceracio o apostema, o sanc congilat en aquela, o es coartat poyredura, e vols en aquela destillar ayguas e medicinas, lahoras sia fayt am instrument le qual es apelat clampcedra, e aquesta es la forma de lu:	When you encounter ulcers or abscesses in the bladder, or congealed blood within it, or if there is a restricted discharge, and you wish to instill water and medicines into it, then use an instrument called a clampcedra, and this is its form:
sino que en la extramitat de lu es sorda, so es clausa.	And here is the translation of the given line:
Et en aquela so tres traucs: dos de la una partida , ayssi quo vezes.	And in that way three wounds are made: two from one side, thus as you see.
En le comensament es loc concau, en le qual es aquo que es enpellit, e sia segon quantitat que oppile aquel, ses addicio, entro que quan alcuna causa es ab aquel tirada de las humiditatz, sia atirada, e quan es expellida, am aquo sia atirada, e quan es expellit lonc, segon que fa clampcedra am la qual es phicat naphta en las batalhas de mar.	At the beginning is the concave area in which what is expelled is located and it depends on the quantity that obstructs it; without addition, within this when any cause pulls from the humidities, it is drawn, and when it is expelled, along with that it is pulled, and when it is expelled long, according to how it acts like clampcedra in which naphtha is thrown into the battles of the sea.
Donc cum tu vols prohicir humiditatz en la vesica, entromet la extremitat de clapcedra en la humiditat, e atira am aquel aquo que es empellit a las partidas desus, quar la humiditat es atirada en la conquavitat de clapcedra.	Therefore, if you want to extract fluid from the bladder, insert the end of a tube into the fluid, and pull with that what is pushed up into the parts above, for the fluid is drawn into the hollow of the tube.
E aprop entromet la extramitat de clapcedra en la vergua segon que havem recomtat en la ciringua; e aprop empelleys la humiditat am aquo que empelleys, quar aquela humiditat perve a la vesica tantost, e le malaute cent aquela.	Then insert the end of the tube into the urethra as we have recommended in circumcision; then push the fluid with what you use to push, for that fluid reaches the bladder quickly, and the patient feels it.
Forma del cristeri subtil am le qual la vesica es cristerizada, e es aquela la forma:	The form of the catheter used to catheterize the bladder is as follows:
E sia fayta de argent o de lato, de la qual le cap pus aut sia semblant a petita pluma, e dejos lu cana dedintz liament.	And it should be made of silver or brass, with the tip resembling a small feather, and leave a hollow inside.
E aprop pren vesica de moto, e pausa en aquela la humiditat que vols cristirizar en la vesica, e aprop lia aquela entre dos am fort liguatura am fiel doble, e escalfa aquela humiditat sobre le foc.	Then take the bladder of an animal, and place in it the fluid that you want to introduce into the bladder, and then tie both ends tightly with double thread, and warm that fluid over fire.
E aprop entromet la extremitat del cristeri en la vergua.	Then insert the end of the catheter into the urethra.
E aprop estrenh la tua ma sobre la vesica am la humiditat am strectura descent entro que·l malaute centa que aquela humiditat ja es pervenguda a la vesica.	And then press your hand on the bladder with moisture, applying structured pressure so that the patient feels that this moisture has already reached the bladder.
Mays si a tu no es present vesica, lahoras tu pren una pessa de parguames e fay de aquel cercle; e perfora aquel de tota la sua retonditat; e aprop entromet fiel fort en aquels traucs, ayssi quo so revolgut; e aprop agregua le cercle ayssi quo es agreguat alsofatur, pus que tu pausas en aquel aquo que tu vols de las humiditatz, e olis e ayguas.	And if the bladder is not present, then take a piece of parchment and make a circle from it; pierce that completely around its roundness; then insert strong pitch into those holes, so that it is smeared; then add the circle as though it were added to an ointment, so that you can place it in the water or moisture, oils and waters, that you want to use.
E aprop tu lia aquel en le instrument e fay am aquel ayssi cum has fayt am la vesica, e exprescio am la tua ma entro que la humiditat pervengua a la vesica.	And then attach it to the instrument and use it in the same way as you would with the bladder, applying pressure with your hand until the moisture reaches the bladder.
Capitol .lx.	Chapter 60.
De extraccio de peyra.	On the extraction of stones.
Nos ja havem dit en la divisio las specias de peyra e curacio de lu am medicinas, e la diferencia entre peyra engendrada en los ronhos e peyra engendrada en la vesica, e les senhals de aquela.	We have already mentioned in the division the types of stones and their treatment with medicines, and the difference between stones formed in the kidneys and those formed in the bladder, and the signs of each.
E havem dit la peyra en la qual catz operacio am ma, e seccio.	And we have said about the stone in which the operation is performed by hand, and section.
E la peyra engendrada en la vesica propriament es aquela que es ficada en la vesica.	And the stone generated in the bladder properly is that which is fixed in the bladder.
E yeu so narrant aquel am exposicio manifesta e abreviacio.	And I am narrating this with clear exposition and abbreviation.
Donc dic que peyra engendrada en la vesica majorment ve als enfantz; e dels senhals de lu es que la urina que es eyssida de la vesica es semblant a aygua en la sua subtilitat, e apar en aquela arena; e le malaute fregua la sua vergua, e motas veguadas pen, e aprop es dressada; e am aquo yeys foro le cul en motz de aquels.	Therefore, it is said that the stone generated in the bladder mostly affects children; and one of the signs of this is that the urine excreted from the bladder is similar to water in its fineness, and appears as sediment; and the patient rubs his penis, often feels pain, and then urination occurs; and with this, you will find fragments of those [stones] in the feces.
E es laugiera la sanacio dels enfants de aquela entro que han conseguitz xiiii ans; e es dificil curacio en les viels.	And purging is the treatment for children under fourteen years who have this condition; and it is a difficult treatment in older individuals.
Mays en les joves es migiera per aquo quar es entre aquels.	However, in younger individuals, it is somewhat better because they are among those [who can be treated].
E de aquel del qual la peyra es major e la curacio es pus leugiera; E si es pauca, es contraria ad aquela.	And for the one in whom the stone is larger, the treatment is more difficult; and if it is small, it is contrary to that [situation].
Donc cum pervenem a la curacio de aquela, cove al comensament de aquela que mondifiquem le malaute am cristeri le qual extragua tota la fenda la qual es en les sieus budels; quar aquela fenda alcunas veguadas prohibeys la envencio de la peyra deves la inquisicio de lu.	Therefore, when we come to the treatment of this condition, we must begin by cleansing the patient with a catheter that extracts all the sediment present in their intestines; for that sediment often prevents the discovery of the stone during examination.
E aprop sia pres le malaute am les sieus pes e sia contosit e maugut enjos per so que la peyra descenda al preon de la vesica, o que saute de loc aut alcunas veguadas.	And then the patient should be lifted by their feet and shaken vigorously up and down so that the stone descends into the neck of the bladder, or jumps from place to place several times.
E aprop fay aquel cezer entre las tuas mas preparat, e las mas de lu sian dejos las coysas de lu, per so que la vesica tota sia fayta declinant a las partidas dejos.	And then place that censer between your hands, prepared, and the patient's hands should hold their own belongings, so that the bladder is entirely made to incline towards the areas below. 
E aprop perquier aquela e tota aquela deforo.	And then purify that and all of that externally. 
Donc si sentes la peyra en l’espazi, lahoras tu te coyta tantost am seccio sobre lu.	Therefore, if you feel a stone in the space, then you should immediately address it with incision over it.
E si no catz de tot dejos le tieu tocament, lahoras cove que tu untes am oli le tieu dit indic de la ma sinistra, si malaute es enfant, o le dit miga si es jove complit, e entrometas aquel en le sieu cul.	And if you do not completely remove your touch, then it is necessary that you anoint with oil your left index finger if the patient is a child, or your middle finger if they are a young adult, and insert that into their anus.
E perquier de la peyra entro que stia dejos le tieu dit.	And you need to remove the stone that remains under your finger.
E converteys aquela petit a petit entro al col de la vesica.	And slowly insert it into the neck of the bladder.
E aprop prem sobre aquel am lo tieu dit, e expelleys aquel a las partidas defora ves le loc del qual vos la seccio.	Then press on it with your finger and expel it from the area where you made the incision.
E comanda al ministra que prema la vesica am la sua ma; e comanda a un autra ministra que am la sua ma dextra extenda les genetius a las partidas desus, e am la sua autra ma remaugua la codena la qual es dejos les genetius, en partida del loc en le qual se fa la seccio.	And command the attendant to press the bladder with their hand; and command another attendant to extend the testicles upwards with their right hand, and with their other hand, push down the cord that is below the testicles, away from the site where the incision is made.
E aprop entromet espatum be inscident del qual aquesta es la forma de lu:	Then insert a sharp instrument with the following form:
