Ayssi comensan las paraulas de Albucasim .	Thus begins the words of Albucaçim.
Mays si no so separadas, lahoras leyssa las entro que se poyresca la plagua, que la extraccio de lor es alleujada.	But if they are not separated, then leave them inside until the wound becomes pus-filled, which will make their extraction easier.
E de las autras plaguas accidentz en les autres membres le juvament en curacio es le juvament de aquo que havem dit.	And for other accidental plagues in other members, the aid in cure is the aid of what we have said.
De las plaguas del ventre.	Of the ailments of the abdomen.
L’indisposicio la qual accideys en le ventre es o gran, o pauc, o migiera.	The discomfort that occurs in the abdomen can be either severe, slight, or moderate.
De la gran alcunas veguadas yeys le budel o nervi del budel, per que es fayta intromissio de lor e la sutura de lor esser pus vehement e pus subtil.	In severe cases, you will see the intestine or the nerves of the intestine, because their insertion and the suture of them need to be more forceful and more delicate.
E disrupcio petita es fayta dificil per autra manieyra, e siec se que la reduccio de lor es pus dificil, si no te coytes de la intromissio de lor al sieu loc tantost, quar se ubre e es engrossat per que le intrament de lu es fayt difficil.	And a small rupture is made difficult by another method, and it is known that their reduction is more difficult if you do not attend to their insertion into their proper place immediately, because they swell and become thicker, making the insertion difficult.
E donc la milhor disrupcio es migiera, quar en aquela no es dificil la reduccio del budel, ayssi cum es dificil en las doas specias denant ditas.	Therefore, the best rupture is moderate, because in that case, the reduction of the intestine is not difficult, just as it is difficult in the two previously mentioned types.
E sapias que sutura del ventre es segon quatre manieyras, mays doas suturas son comunas que conveneysso en suturas de las autras plaguas del cors.	And know that the suturing of the abdomen is done in four ways, but two of these sutures are common and similar to the sutures used for other ailments of the body.
E duas autras suturas proprias comunican a las autras plaguas, mays empero so mays proprias en la sutura del ventre.	And two other specific sutures are similar to those used for other ailments, but they are more specifically applied in the suturing of the abdomen.
E yeu recomti a tu quascuna am exposicio e declaracio.	And I recommend to you each with explanation and declaration.
Donc dic que quan la plagua es petita e es eyssit alcuna causa del budel per aquela, e es fayt dificil a reduzir aquel, lahoras aquo es en una de doas manieyras: o per parvitat de la disrupcio ayssi cum havem dit, o quan al budel es venguda inflacio per la frigiditat de l’ayre.	Thus, it is said that when the hernia is small and some part of the intestine protrudes because of this, and it becomes difficult to reduce it, then it happens in one of two ways: either due to the smallness of the tear as we have said, or when the intestine swells due to the coldness of the air.
E donc quan aquo es ayssi, lahora cove que tu scalfes aquel enayssi que tu submerges una sponga ho drap humit en aygua tebeza sola, o que coguas en aygua squinant, e cyperum, e spic, e embroques am aquela le budel entro que la imflacio sia resolvuda.	And thus, when it is so, then you must warm that area by soaking a sponge or cloth in warm water alone, or boil water with squill, cyperus, and spic, and apply it to the hernia until the swelling is resolved.
E alcunas veguadas fa aquo vi en le qual ha stipticitat, e es milhor que la aygua sola en resolucio de la imflacio.	And sometimes it is done in the way that has astringency, and it is better than plain water for reducing the swelling.
E donc cum tu vezes la imflacio esser resolvuda, lahoras tu humecta le budel am aygua en la qual es coyta altea e malvas, quar per aquo es alleujat le intrament de lu am pauca causa.	And thus, when you see the swelling resolved, then moisten the hernia with water in which mullein and mallows have been boiled, for this alleviates the internal part of it with little effort.
Mays si es escusat le intrament de lu aprop aquesta curacio, lahoras scindeys la disrupcio un petit am strument am le qual so inscididas emorroydas.	And if it is necessary to use the instrument for this treatment, then cut the rupture slightly with an instrument with which you usually incise hemorrhoids.
E la curacio primieyra es milhor, quan es propriada que no es seccio, e no sia occupacio a seccar aprop necessitat e defaliment.	And the first cure is better when it is appropriate that there be no drying, and no occupation to dry near necessity and deficiency.
Del instrument, sec se la forma de lu:	From the instrument, make its form dry:
La una partida de lu torta aguda, e l’autra partida no-acuta, e la extremitat subtil, e no sia am la subtilitat de spatum, abantz sia obtusa un pauc.	One part of the sharp wound, and the other part not-sharp, and the extremity subtle, and it is not as subtle as a spatula, rather it should be slightly blunt.
E donc cum la plagua es amplificada e yeys fora le budel, lahoras cove que la sua reduccio sia segon la forma de lu natural, en le sieu loc propri, si es possible sobre aquo, quar milhor es.	And thus when the swelling has increased and you have taken out the intestine, then it is necessary that its reduction be according to its natural form, in its proper place, if possible over this, for it is better.
Mays quan la disrupcio es ampla, e es en la partida pu bassa del ventre, lahoras cove que tu fassas jazer le malaute sobre le sieu dos, e pausa las suas cambas pus autas que·l sieu cap; e si es en la partida pus desus del ventre, lahoras tu pause le cap de lu e·l pietz pus autz que las partidas dejos.	And when the disruption is wide and in the lower part of the belly, then you must make the patient lie on their back, and raise their hips higher than their head; and if it is in the upper part of the belly, then you raise the head and feet higher than the other parts.
E semblantment si la disrupcio es en una de las doas partz del ventre, lahoras pausa la tua entencio e la tua consideracio tostemps en aysso per que la partida en la qual es la plagua sia pus auta que l’autra.	And similarly, if the disruption is in one of the two parts of the belly, then always focus your attention and consideration on this so that the part where the swelling is becomes higher than the other.
E ayssi cove que tu aministres aquo en las plaguas grans e en las plaguas migieras.	And thus you must administer this in severe swellings and in moderate swellings as well.
E en las plaguas petitas, pausa aquo que es a tu preparat, e aprop fay que·l ministre sia entre las tuas mas pyatados, le qual tengua la disrupcio tota am la sua ma e ajusta las labias de lu, e aprop descuebre de aquela ad aquel que siec la sutura alcuna causa aprop autra.	And in small swellings, apply what you have prepared, then have the minister place it between your most compassionate hands, who holds the entire disruption with their hand and brings the edges together, then sew from one side to the other without any gap. 
E aquesta es la manieyra de sutura comuna: una que prenguas la agula, o comte de agula segon la cantitat de la amplitut de la plagua; e aprop layssa de la extremitat de la disrupcio del dit anular, e strenh la agula una, otre que tu no metas fiel en las doas extremitatz de la codena, am doas extremitatz del ciphac que es dejos la codena de las partidas dedintz, entro que fassas aquela penetrar de aquela partida; e tu ja has agreguadas doas extremitatz de la codena e doas extremitatz del ciphac, e so faytas quatre ordes.	And this is the common method of suturing: first take a needle, or as many needles according to the quantity of the width of the wound; then leave the extremity of the disruption of the ring finger untouched; hold the needle firmly so that you do not insert thread into both ends of the chain. With both ends of the suture that is left from the chain parts inside, make it penetrate through one part; and you have already brought together both ends of the chain and both ends of the suture, thus making four rows. 
E aprop strenh am fiel doble en le circuit de la agula, e alcunas veguadas de doas partz ensemps, e aprop agregua las doas labias e la plagua per agreguacio decent; e aprop layssa la grossitut del dit e fiqua una autra agulha en aquela, e aprop lia aquela am fiel ayssi cum fiest am la primieyra agulha; e no cesses far aquo si es necessitat am las agulhas entro que ajas complida tota la contriccio de la plagua.	And then strengthen the double thread around the circumference of the needle, and sometimes on both sides together, and then join the two lips and the wound by a neat approximation; and then leave the thickness of a finger and put another needle there, and then tie that with thread as you did with the first needle; and do not stop doing this if it is necessary until you have completed the entire compression of the wound.
E sian las agulhas migieras entre groceza e subtilitat, quar las agulhas subtils mot leugierament insciden la carn; e las grossas so de dificil intrament en la codena, e donc per aquo cove que sian migieras en subtilitat e grosseza.	And let the needles be of moderate thickness between thick and thin, for thin needles easily penetrate the flesh; and thick ones are difficult to insert into the wound, and therefore they should be of moderate thickness.
E no cove que la agulha sia ficada en doas extremitatz de la codena propdana mot, per so que la carn no sia inscidida leugierament e que la plagua se huebra devant la sua consolidacio.	And it is not necessary to insert the needle at both ends of the wound too deeply, so that the flesh is not cut too easily and the wound can close before its consolidation.
E no sian prolonguadas de sutura per que la plagua no sia prohibida de consolidacio.	And let the stitches not be too long so that the wound is not prevented from healing.
E aprop inscideys las extremitatz de las agulhas per so que no ledescan le malaute deves le sieu dormier; e pausaras sobre la sutura pulvils expanduts de tota partida, les quals tenguan las extremitatz de las agulhas; e layssa aquelas entro que sapias que la plagua ja es consolidada.	And then sharpen the ends of the needles so that they do not disturb the patient during their sleep; and place on the stitches small pieces of cloth from all sides, which hold the ends of the needles; and leave them until you know that the wound is already healed.
E aquestas specias de sutura am agulhas en cal manieyra es pus convenient en las plaguas petitas, quar habasta en la sutura de lor una agulha o doas o entorn aquelas.	And these types of sutures with needles in this manner are more suitable for small wounds, where only one or two needles suffice for the suture or around those areas.
Mays la segonda sutura es cominal: e es que tu aministres am sutura las quatre extremitatz, de la codena e doas extremitatz del ciphac, en una veguada, am agulha en la qual sia fiel envolopat engual en subtilitat e grosseza.	And the second suture is communal: it is that you administer with a suture the four extremities, of the chain and two extremities of the spine, at once, with a needle on which the thread should be wrapped equally in fineness and thickness.
E aprop quan am la agulha auras penetrat aquestas quatre extremitatz, reduzeys la agulha de aquela meteyssa partida de la qual comensest, per so que le fiel retrayt caja de la pus subirana partida a la plagua, per so que la sutura sia segon sutura de drap am la qual les draps so strengutz.	And then when you have penetrated these four extremities with the needle, withdraw the needle from that same part where you began, so that the thread pulls the pus from the deepest part to the surface of the wound, so that the suture is like stitching cloth together with which the cloths are held tight.
E pausa entre quascuna sutura la quantitat del gros del dit mendre.	And pause between each suture the width of the smallest finger.
E aquesta sutura sabo les homes.	And this suture is known to men. 
E am tal sutura yeu cozegui la plagua la qual era accidida a un home en le sieu ventre le qual era stat plaguat am un cotel, e era la disrrumpcio de la plagua major de un palm, e era eyssit dels budels entorn dos palms del budel del mieg loc e era la disrupcio en le mieg del membre; e adonc yeu reduzegui aquel depus que le budel havia stat foro la plagua per xxiiii horas.	And with such a suture, I sewed the wound which was inflicted on a man in his belly which had been struck by a knife, and it was a disruption of the wound larger than one palm, and it extended around two palms from the center area of the intestine and there was a disruption in the middle of the member; and then I returned it after the intestine had protruded for fourteen hours.
E la plagua fo consolidada en le spazi de xv dias o entorn, e curegui aquel e es sanat; e aprop aquo visquec per motz ans, e es conversat en las suas disposicios.	And the wound was consolidated in about fifteen days, and I treated it until it healed; and after that, he lived for many years, and his condition improved.
E les autres metges havian jutgat que no fora sanat; e per miracle foc, quar yeu no curegui aquel am enguent, quar era en loc en le qual enguent no era atrobat ni deguna medicina, mays pausegui sobre la plagua coto viel dos veguadas lo dia e ablucio assiduo am aygua de mel entro que foc sanat.	And the other doctors had judged that he would not be healed; and yet, he was healed by a miracle, for I did not treat him with ointment, for there was no place to find ointment or any medicine, but instead placed on the wound an old cloth twice a day and washed it frequently with honey water until he was healed.
Mays yeu diyre dos specias de sutura proprias segon narracio de Paraula.	But I will describe two types of suture specific to the narration of Paraula.
E es que tu comenses am sutura de la codena, e entrometas agulha de la partida deforo a la partida dedintz.	And you begin with a chain suture, and insert the needle from the outer part to the inner part.
E donc cum la agulha penetra en la codena e en aquel meteys lacertz segon rectetut e en longetut de tot le cos, e layssa la extremita del ciphac en le qual has entromesa la agulha; e fay penetrar en la autra extremitat la agulha de la partida dedintz a la partida deforo en l’autra extremitat del mihat.	And so when the needle penetrates into the spine and at that moment it is inserted straight and along the entire length of the body, and leaves the tip of the syringe in which you have inserted the needle; and make the needle penetrate from inside to outside at the other end of the wound.
E don cum tu auras fayta aquela penetrar, lahoras tu fay aquela penetrar autra veguada en aquela meteyssa extremitat del mihat de la partida deforo a la partida dedintz; e leyssa la extramitat del ciphac que es en aquest latz, e fay penetrar la agulha en l’autra extremitat de la partida dedintz a la partida deforo.	And when you have made that penetration, now you make another penetration at the same extremity of the wound from the outside part to the inside part; and leave the extremity of the needle in this position, and penetrate the needle into the other extremity from the inside part to the outside part.
E fay penetrar am aquela la tua penetracio am la qual fas aquela penetrar en le ciphac en la extremitat del mirat la qual es en la partida de lu entro que tot aquel penetre.	And make the penetration with that needle with which you penetrate into the needle at the extremity of the wound that is on the inner part so that all of it penetrates. 
E aprop comensa de aquest meteys costat e cus aquel am la extremitat que es del ciphac en l’autra latz, e extratz la agulha de la codena la qual penetrec, e aprop redutz aquela en aquela codena e cos la extremitat del ciphac que es en l’autra costat am aquesta extramitat del mirat; e extratz aquela de la codena la qual es de part de lu.	And then begin from this side of the wound and sew that with the end which is on the shirt on the other side, and extract the needle from the chain which has penetrated, and then return it into that chain and sew the end of the shirt which is on the other side with this extremity of the thread; and extract that from the chain which belongs to the patient.
E fay aquo una veguada e autra, e fay aquo una veguada aprop autre veguada entro que tu cozes tot aquo que es deforo segon aquel eysemple.	And do this once and another time, and do this once again between each other time until you sew everything that is outside according to that example.
E la suma de aquesta manieyra de sutura es que tu cozes am sutura de pellicies am la qual cozo las pels, enayssi que tu cozes le ciphac una veguada de la part de la extremitat de la codena, e que leysses aquela autra veguada entro que la ajas complida.	And the sum of this method of suturing is that you sew with a suture of sinew with which you sew the skin, ensuring that you sew the wound once from the part of the extremity of the chain, and leave the other side until you have completed it.
Mays la segonda specia de sutura propria la qual dieys eyssament Gualia , e aquest es de sermo de lu e per lu recomtat, es que tu cozas aquela segon semilitut am la qual alcus medicantz cozo aquela, enayssi que agreguan tota partida a la sua compar partida a lu convenient per natura; e aplican la extremitat de autre de lu e la extremitat del mirat al autra extremitat de lu, e aquo es fayt segon que yeu a tu recomti.	And here is the translation of the provided sentence:
Cove que tu fiques la agulha en la extremitat del mirat a tu propdana de la partida deforo, e fassas aquela penetrar a la partida dedintz en aquel sol, e leysses dos extremitatz del ciphac; e aprop revolveys la agulha e fay aquela penetrar de foro a la dedintz en dos extremitatz del ciphac.	Cover that you place the needle at the end of the incision from your side of the outer part, and make it penetrate to the inner part in that area, and leave both ends of the suture; then rotate the needle and make it penetrate from outside to inside through both ends of the suture.
E aprop revolveys aquelas cascunas, e fay penetrar quascunas de la partida dededintz entro a la partida deforo en dos extremitatz del mirat autras que so en le latz contrari.	And then rotate those flaps, and make each part inside penetrate the outer part at both ends of the wound except where it is on the opposite side. 
E aquesta manieyra de sutura es milhor de la sutura comuna leugiera, e es sutura de la qual precedic rememoracio.	And this method of suturing is better than common thread suturing, and it is a suturing that precedes记忆。 
Aquest es le sermo de Gualia	This is the section about Gout.
E mays le diyssero alcus, sutura del ventre es rectificada am dos agulhas, so es que tu entrometas en aquestas a quascunas un fiel, e comensa am intromiccio de agulha de aquo que es deves tu, e fay aquela penetrar entro al autra latz segon sutura de aquels les quals cozo les cuers engualment.	And if the wound is called alcus (a type of hernia), the abdominal suture is corrected using two needles, so that you insert a thread into each one, and begin with the insertion of the needle on your side, and make it penetrate through to the other side according to the suturing method where the threads are evenly stitched. 
E sapias que quan disrupcio es en le mieg loc del ventre, lahoras la sutura de lu es pus difficil que dels autres locs del ventre.	And know that when a rupture occurs in the middle of the abdomen, then缝合它比腹部其他部位的破裂更困难。
Mays le juguament de medicacio de plagua es jutgament de las autras plaguas.	But the treatment of plague medication is judged by other plagues.
La qual causa es quar quan tu consieguas la plagua recent am le sieu sanc denant que l’ayre altera aquela, e reduses le budel e cozes aquela e aptas aquela decentment, lahoras pausa sobre aquela polvera encarnativa.	Here is the translation of the sentence you provided:
E si le ayre ja ha alterada la plagua, lahoras pausa sobre aquela alcus enguentz les quals so a tu presens entro que fassan peyra dura e cajan les fiels, e sian consolidatz ciphac e mirat; e aprop cura aquela ayssi cum es la curacio de las autras plaguas entro que sia sanat.	And if the air has already altered the wound, then apply ointments to that area which you have at hand before they form hard stone and expel the bile, and consolidate and observe them; and then treat it in the same way as the treatment of other wounds until it is healed.
Mays si a tu no so presens las medicinas, lahoras pausa sobre aquela tantost, pus que comensa a getar brac, coto viel, e permuta aquel dos veguadas le dia, ayssi cum a tu e ensenhat, entro que sia sanat, quar tu no indigeysses de autra medicacio en motas disposicios quan las plaguas so simplas.	And if you do not have the medicines at hand, then apply something to that area immediately, as it begins to exude pus and becomes old, and change that twice a day, just as you are taught, until it is healed, for you would not need other medication in many cases when the wounds are simple.
Mays si tu temes que la plagua comunique en lesio als membres principals, lahoras cove que tu submergas lana leon en oli de trempada qualiditat, o en oli rozat, e pausa aquela en le circuit dels locs que so entre les angonas e dejos las aysselas.	But if you fear that the wound may spread to the major limbs, then you must soak lion's wool in high-quality tempered oil or in anointed oil, and apply that around the areas between the joints and leave them wrapped.
E si sent dolor o putrefaccio en les sieus budels, quar motas veguadas aquo s’endeve, lahoras cristeriza aquel am vi stiptic negre tebe, e majorment si la poyredura es pervenguda en le budel e es fayta exitura penetrant entro la conquavitat de lu.	And if there is pain or putrefaction in the intestines, for this often occurs, then treat it with a styptic black tear (likely referring to a type of medicinal agent), especially if the corruption has spread into the intestine and has penetrated into its cavity.
E sapias que aquela que es del budel gros es de pus leugiera sanacio que aquela que es en les budels subtils.	And know that the one that is of the large intestine has a lighter healing process than the one that is in the small intestines. 
E es de dificil sanacio quar le budel le qual es apelat “gegunu” no recep sanacio de plagua que caja en lu de tot; e aquo es per la gran multitut de venas que so en lu e per la magnitut de lu que so en aquelas, e per subtilitat del cos de aquel, e per propinquitat de aquel a natura de nervis.	And it is difficult to heal when the intestine which is called “gegunu” does not receive healing from any kind of medicine; and this is because of the great number of veins that are in it and because of its size where these veins are, and because of the subtlety of its body, and because of its proximity to the nature of nerves.
Mays si aquo que procezeys de la plagua es la tela, e conseguas aquela recent, redutz aquela segon la tua rectetut am la qual reduzes les budels engualment.	And if what you process from the medicine is cloth, and you obtain that fresh, adjust it according to your prescription with which you similarly treat the intestines.
Mays si es passat a lu spazi e ja es feyt vert o negre, lahoras que tu strenguas aquela am fiel sobre le loc que es denigrat de lu, per so que vengua fluxs de sanc, quar en la tela so venas e arterias.	But if it has passed into the space and is already green or black, then when you bind that with a thread over the area that is discolored, to cause blood to flow, because in the cloth there are veins and arteries.
E aprop inscideys aquo que es otra aquel liament, e pausa dos extremitatz del fiel pendentz de la partida dejos de la plagua foro lu, per que sobre tu sia alleujada la atraccio de lu deves le cazement de la tela e emissio del brac de la plagua.	Then cut what is another layer of the ligament, and place the two ends of the thread hanging from the part where the medicine is outside, so that the attachment of the cloth and the discharge of the arm from the medicine are relieved. 
Rememoracio de las plaguas quan accideysso en le budel.	Remembrance of the plagues when they occurred in the intestine.
Quan accideys disrupcio en le budel e es petita, lahoras es possibla que sia resteurada en alcus homes, per aysso quar yeu vi aquel le qual era stat plaguat en le sieu ventre am percussio de lansa et era la plagua de la part dreyta del stomac, e la plagua era antiquada e fayta fistula, e eyssic de lu gestio e ventositat.	When an intestinal rupture occurs and it is small, it can be restored in some people; for this reason I saw someone who had been wounded in their abdomen with a lance strike, and the wound was on the right side of the stomach, and the wound was old and had become a fistula, causing gas and bloating.
Adonc yeu pansegui la curacio de lu ja sia que no era confizat en la sanacio de lu, mays cessegui subtiliar aquel entro que foc sanat e le loc es consolidat.	Then I considered the treatment of him already because he was not confident in his own recovery, but stopped subtlety intervening within what fire heals and the area is consolidated.
E yeu pus que vi le loc ja consolidat, timegui sobre le malaute que endevengues sobre lu accident de mal en le sieu ventre; e no endevenc alcu per aquo mal accident e romas en las suas milhos disposicios mangant e bevent, e aprop entrec en banh e es exercitat en sos ditz.	And I put that you see the area already stabilized, beware of the patient suffering an adverse incident in his abdomen; and he does not suffer from this unfortunate accident by falling into bad habits eating and drinking, then bathe moderately and exercise with his duties.
E ja diysero alcus experimentados que quan endeve plagua en le budel, e es petita, lahoras cove que sia liada segon aquesta manieyra: e es que tu prenguas fromiguas de grans caps; e aprop ajusta las doas labias de la plagua e pausa una fromigua de aquelas que aja la boca uberta sobre las doas labias de la plagua; donc quan pren sobre aquelas e strenh la sua boca, abscindeys le cap de lu, quar adhereys e no es dissolvut.	And already some experienced ones have said that when there is a small ulcer in the intestine, it must be treated in this manner: you should take ants with large heads; then adjust the two lips of the ulcer and place one of those ants with its mouth open over the two lips of the ulcer; thus when it grips onto them and tightens its mouth, cut off the head of the ant, because it adheres and does not dissolve.
E aprop pausa autra formigua prop la primieyra, e no cesses aquo a far am formiguas una aprop autra segon la quantitat de tota la plagua.	Then place another ant next to the first one, and do not cease to do this with ants placed one next to the other according to the quantity of the entire ulcer.
E aprop reduzeys aquela e cos la plagua; e romanguan aquels caps annexces en le budel entro que·l budel sia sanat; e no accideys al malaute degun nocument.	Then reduce that and sew up the ulcer; let those heads remain attached inside the intestine until it is healed; and do not cause any harm to the patient.
E ja es possible que·l budel sia liat am fiel subtil lo qual es fayt del budel de bestia annexs am lu, pus que es mes en agulha; e es que tu prenguas la extremitat de aquestz fiels de budel, e sia mot descarnat, e aprop lia la extremitat de lu am fiel de li, envolopat, e aprop entromet aquel fiel en agulhas e cos am aquel le budel, e areduzeys aquel en la disrupcio.	And it is possible that the intestine be sewn with fine thread made from the gut of an animal attached to it, as it is finer than a needle; you should take the end of this gut thread, and let it be stripped of flesh, then tie the end of it with thread wrapped around, then insert that thread into needles and sew with that the intestine, and reduce that in the disruption.
E aquesta manieyra de sutura am formiguas no es sino segon via de fiducia e d’esperansa.	And this method of sewing with ants is nothing more than a secondary way of faith and hope. 
Mays si la plagua es gran e ampla, majorment si es en un dels budels subtils, quar lahoras no es engen sino subtiliacio, e no es sanacio de lu de tot.	But if the inflammation is large and widespread, especially if it is in one of the delicate intestines, for then there is not a remedy but subtlety, and it is not a complete cure.
De curacio de zuchem e fistula.	Of the treatment of sciatica and fistula.
Sapias que tota plagua e apostema quan se envilheseys e se Antiqua, e es fayt ulcus, e no es consolidat e geta braç tot temps e no es abscindit, lahoras, en qualque membre sia, universalment es nompnada fistula e nos la apelam aquela azukem.	Know that any plague or abscess when it becomes corrupted and old, and turns into an ulcer, and is not consolidated, continues to discharge pus constantly and does not heal, then, in whatever part of the body it may be, it is universally called a fistula, and we call it azukem.
E fistula segon veritat es nodacio feutrada, dura, blanqua am la qual no es dolor e a la qual es conquavitat ayssi cum es conquavitat de pena de ausel; e per aysso nompnat aquela alcus rizatz, id est pena.	And truly, a fistula is a hardened, whitish swelling that is painless and has a cavity like the hollow of a bird's feather; therefore, we call it alcus rizatz, which means hollow.
E es en alcus homes humida, la qual geta brac; e fort leu la humiditat es abscidida en alcunas horas.	And in some people, there is moisture that discharges pus; and often this moisture is stopped for several hours.
E alcunas veguadas aquesta humiditat es mota, e es pauca, e es grossa, e es subtil.	And at times this moisture is thick, scanty, coarse, and fine.
E yeu ja he denant dit en la divisio, lahoras cum yeu diyssi las plaguas, que tot ulcus que no es sanat ni no es en lu nuda carn, no es aquo sino per una de ix causas: de las quals la una es o per pauquesa de sanc en le cos; o per malicia de lu; o quar entre lu e las labias es carn dura prohibent nativitat de carn; o quar es de mota legesa; o quar aquel ulcus en si meteys es poyrit e la materia que es a lu tramesa es de mala qualitat; o quar la medicina es enconvenient en la curacio de lu; o quan corrupcio catz en la regio, e es pestilencia; o per proprietat de regio ayssi cum endeve a Saragossa , en la qual es fayta difficil degestio de las malautias, e es tardada en aquela sanacio de apostema per natura; o quar en lu es os un, o motz osses.	And I have already said before in the division when I listed the plagues that any ulcer that does not heal or is not on bare flesh is so due to one of these causes: one of which is either due to a lack of blood in the body; or because of the malice of the ulcer itself; or because there is hard flesh between it and the edges preventing the growth of new flesh; or because it is thick pus; or because that ulcer internally has rotted and the material within it is of poor quality; or because the medicine used for its treatment is inappropriate; or when corruption settles in the region, making it pestilential; or due to the nature of the region, as seen in Saragossa, where the digestion of illnesses is difficult and the natural healing of abscesses is delayed; or because there is a bone within it or multiple bones.
Ja e mostrat totas aquelas causas, e·ls senhals de aquelas e la curacio de lor am medicinas en la divisio.	And it has shown all those causes and their signs, and the cure of them through medicines in this section.
E cove assi que yeu fassa a tu saber la curacio de fistula la qual es fayta per via de operacio am ma.	And it is thus necessary that I make you understand the treatment of fistula, which is done through surgical means with my hand.
E sapias que fistula accideys en totz les membres del cos; quar de aquelas son fistulas que perveno a las venas grantz e arterias, o als nervis, o al ciphac, o al budel, o a la vesica, o ad alcuna de las costas, o ad alcu dels spondils del dos, o ad alcuna de las juncturas compostas per composicio ayssi quo de la ma e del pe; e de aquelas so que dan a lu propinquitat del membre principal e de semblantz.	And you should know that fistulas can occur in all parts of the body; for among them are those that affect large veins and arteries, or nerves, or the spine, or the intestines, or the bladder, or some of the ribs, or some of the vertebrae of the back, or any of the compound joints such as those of the hand and foot; and these are the ones that relate to the proximity of the main limb and its likeness.
E donc aquela de aquestas fistulas que es segon aquesta manieyra es de las malautias de dificil sanacio, e no recep curacio, e occupacio am aquela es trebalh e ignorancia.	And thus, those fistulas that follow this manner are among the diseases difficult to heal, and do not receive proper treatment; the occupation associated with them is labor and ignorance.
E si es de las fistulas alcuna la profunditat de la qual no perve ad aquestz locs que e dit, e esperas e confizas en la curacio de lu, e vols pervenir a cognicio de lu, lahoras pren tenta de eram o de ferr, e si la fistula va segon rectetut, e perquireys aquela am lu.	And if there are some fistulas whose depth does not reach the locations mentioned, and you hope for and trust in their healing, and wish to understand them better, then take a thread of linen or iron, and if the fistula runs straight, trace it using this method.
Mays si la fistula es tortuissitat, lahoras investigua aquela am tenta de plom subtil, quar plom am la levitat del sieu cors es alleujat e curvat deves la tortuositat.	But if the fistula is twisted, then investigate it with a thin lead thread, for lead, because of the lightness of its body, is flexible and conforms to the twists.
E si la fistula es havent motz horrificis, no es a tu possible que signifiques sobre lu am tenta.	And if the fistula has horrifying growths, it is not possible for you to determine its nature by touching.
Adonc cristeriza le orrifici per sos orrificis, quar la humiditat per la qual clisterizas aquela va deves las autras orrificis e corr de lor.	So cleanse the orifices through their own openings, for the moisture with which you cleanse that area should come out of the other orifices and flow from them.
E aprop inquier exquisitament, segon qual manieyra a tu es possible que conoguas si aqui has os o nervi, e es la conquavitat de la fistula longinqua o propdana, o es una fistula a la qual so motz orrificis e esta sobre aquo tot am la suma de la tua fortaleza, am la tua enterroguacio, am la qual enterroguas le malaute, e la invencio de la dolor deves la tua compressio am la ma sobre le loc, e semblantz de las significacios e de las causas accidentz al apostema.	And then inquire carefully in whichever way you can to know if there are bones or nerves here, and whether the cavity of the fistula is deep or close, or if it is a fistula that has multiple openings and is located over all this with the full extent of your strength, through your examination, with which you examine the patient, and the discovery of the pain should be compressed by your hand on the area, along with signs and accidental causes leading to the abscess.
E cum tu auras stat sobre totas aquelas causas am stacio veraya, lahoras ve a la curacio segon confidencia: e es que tu consideras lahoras si es fistula apparent propinqua o en loc sal, longinqua de junctura, o de nervi, o de arteria, o de vena, o de un dels locs les quals yeu a tu e ditz.	And when you have stood over all those causes with true understanding, now proceed to the treatment based on confidence: it is that you consider now whether it is an apparent fistula close or in a salty place, deep from a joint, or from a nerve, or from an artery, or from a vein, or from one of the places which I have told you about.
Lahoras tu secca la fistula segon que denant es dit de la naracio de lu, e osta aquo que es en aquela filtracio e de carns corrumpudas, e aquo que es nascut en le orrifici de la carn, o de theil e de semblantz, e cura aquela entro que sia sanada.	Now you dry the fistula as was said before about the discharge from it, and remove what is in that filtration and of corrupted flesh, and what has grown in the openings of the flesh, or of tissue and similar things, and treat that inside so that it may be healed.
Mays si la fistula es de longinqua profunditat, e es segon rectetut, lahoras cove que inscidas aquela en le preon atant quant a tu sira possible, e aprop mondifica aquela de totas las suas carns corrompudas; e aprop administra calguas envolopadas en medicinas acutas, e intromet aquelas entro a la conquavitat de la fistula, la qual has conprenduda am ferr.	If the fistula is of great depth and straight, then you must incise it as much as possible in its entirety, and subsequently remove all of its corrupted flesh; and then apply poultices wrapped with sharp medicines, and insert those into the cavity of the fistula, which you have probed with an iron instrument.
E fay aquo am aquela alcunas veguadas entro que la medicina acuta corroda tot aquo que es romas en la conquavitat de la fistula de la corrupcio.	And do this several times until the sharp medicine corrodes all that is rotten in the cavity of the fistula from the corruption.
E aprop restaura aquela am enguentz les quals engendran carn sana entro que sia sanada.	And then restore it with ointments that will generate healthy flesh until it is healed.
Mays si no es sanada per aquo, lahoras tu cauteriza aquela segon que havem recomtat.	But if it is not healed by this method, then you must cauterize it as we have recommended.
Mays si la causa de fistula es os e es deves tu certificat aquo, lahoras tu inquireys aquela e secca aquela segon que havem recomtat, si tu no prohibeys alcuna causa de vena o de nervi o de membre principal ayssi cum havem dit.	But if the cause of the fistula is bone and you must confirm this, then you should investigate it and dry it out as we have recommended, provided that you do not interfere with any vein or nerve or main part of the limb, as we have said.
