Ayssi comensan las paraulas de Albucasim .	Here is the translation of the given line:
E aprop inscideys am spatum lat agut per seccio traversa en le dreyt dels vaysels entro que sian les vayssels descubertz.	Then make an incision with a sharp spatula across the spermatic cords where the vessels are exposed.
E aprop excorja de tota partida ayssi quo a tu havem dit en extraccio de arceria las quals so en las templas.	Then squeeze from all sides as we have described in the extraction of arteries that are in the temples.
E aprop fica en aquelas un’agulha en la qual sia fiel doble, e lia aquel en le primier del locs en les quals accideys vit, e lia aquel autra veguada en le derier de lor.	Then insert a needle with double thread into those areas, and tie one end of the thread at the front where you made the incision for the abscess, and tie the other end at the back.
E aprop inscideys aquels en le mieg loc per seccio dreyta segon la longuesa del cos, e extratz aquo que es agreguat de las humiditatz fetulentas e corruptas.	And then incise those in the middle of the area with a straight cut according to the length of the body, and extract what has accumulated from the foul and corrupted humors.
E aprop cura la plagua am curacio de las autras plaguas en las quals vols sania esser engendrada per so que caian les vaysels les quals noyreysso un de dos genetius, quar no es mal per aquo.	And then treat the wound with a method used for other wounds where you want pus to be generated so that it cleans out vessels which will allow one of two humors to drain, for it is not harmful by doing so.
Mays si accideys vit a totz les bayssels, lahoras cove que·ls testicols sian extragutz o que les testicols per aquo se cequo am les vayssels, per que sia privat de tot nutriment per la inscizio dels vayssels, e que sian estaborits, o que cequo per so que no sia juvament am aquels.	But if you accidentally cut all the vessels, then it is necessary that the testicles be extracted or that they wither along with the vessels, because they will be deprived of all nourishment due to the severing of the vessels, and they should be removed or allowed to wither so that they do not cause further harm.
Capitol .lxv.	Chapter .65. 
De la cura de hernia entestinal.	Regarding the treatment of intestinal hernia.
Le adveniment de aquesta hernia es per seccio que endeve en le ciphac extendut sobre le ventre de part dels angunars del mirac del ventre, per que deysendo les budels de aquela ruptura ad alcu dels budels.	The appearance of this hernia is due to a section that descends from the spine extending over the abdomen from the groin area of the belly button, so descending intestines from that rupture lead to some of the intestines.
E aquesta ruptura es o del ciphac o de excencio de lu, e accideysso aquestas doas specias per motas causas: o percussio, o per sautz, o per clamor, o per elevacio de alcuna causa greu, o per semblantz.	And this rupture is either of the spleen or due to exertion by him, and these two types occur for various reasons: by impact, by jumping, by shouting, by lifting something heavy, or by similar causes.
E·l senhal de aquo, quan es per extencio del ciphac, es que accideys pauc a pauc en lonc temps, e no accideys soptament, e es apostema engual entro ves le preon per so quar le ciphac comprem le budel.	And the sign of this condition, when it is due to consumption (or tuberculosis), is that it occurs gradually over a long period of time and does not happen suddenly; it is an inflammation similar to one within which the phlegm compresses the intestines.
E le senhal de lu es quan es per seccio del ciphac, quar al comensament fa accidir dolor vehement sobtament; e es apostema divers aparent dejos la codena propdana aparent, e aquo es per eyssiment del budel, e·l cos de lu a las partidas deforo del ciphac.	And the sign of it is when there is a sectioning of the abdomen, for at the beginning it causes a sudden and intense pain; and it presents itself as an abscess different from the usual appearance of hernias, and this is due to the protrusion of the intestine, and its body appears outside the abdomen.
E alcunas veguadas es fora-getat am le budel la tela, e es apelada aquesta hernia entestinal zirbal.	And sometimes the intestine pushes through the membrane, and this kind of intestinal hernia is called zirbal.
E alcunas veguadas es fayta am ventositat, e alcunas veguadas corr en le budel fenda, e aqui es retenguda, e es am aquo gran pernitia3 del malaute, e alcunas veguadas fa endevenir dolor malvada e majorment quan es premut.	And sometimes it is caused by gas, and sometimes the intestine splits open, and here it gets trapped, causing great discomfort to the patient, and sometimes it leads to severe and more intense pain when pressed.
E en la curacio de las especias de aquesta malautia am ferr es temor, per que cove que sia esquivat le cazament en aquela.	And in the treatment of this kind of illness with iron, there is fear, for which reason it must be avoided in that case.
E la manieyra de la operacio de aquela es que comandes al malaute que redugua le budel am la sua ma a las partidas dedintz de la sua conquavitat si obezeys al sieu retornament, e aprop sia envessat sobre le sieu col entre las tuas mas, e eleva las cambas de lu.	And the method of the operation for this is that you command the patient to push the intestine back into its cavity with their hand; if it obeys and returns, then have them lie on their back between your hands, and lift their chest.
E aprop sten la codena la qual siec la codena dels testicols a las partidas desus, e inscideys la codena dels testicols tota per le lonc; e aprop fiqua en doas labias de la seccio uncis segon que indigeysses a hubrir la seccio am aquels.	And then hold the cord which is the spermatic cord above it, and cut through the entire length of the spermatic cord; then insert two hooks into the edges of the incision according to what is needed to open the incision with those.
E si’ la seccio segon la quantitat que a tu sia possible que de aquela le huou sia foro-getat.	And if the section is according to the quantity that you are able to extract from it so that the pus may be thoroughly removed.
E aprop excorja aquela ciphaqueth les quals so dejos la codena dels testicols, entro que sia descubert le ciphac blanc dur de quascuna partida.	And then push out that swelling which is left under the skin of the scrotum, until the hard white core of each part is revealed.
Lahoras tu entromet le tieu dit en aquo que siec le testicol, en aquo que es entre ciphac blanc, le qual es dejos la codena del huou, e entre le ciphac segon, e absolve am aquel’adherencia que es en la partida detras del huou.	And when you insert your finger into the area where the testicle is, between the white core that is under the skin of the scrotum and the second layer, release the adhesion that is in the part behind the scrotum.
E aprop mau am la ma la codena dels testicols a las partidas deforo, e am aysso exten le ciphac blanc en sus am la ma sinestra, e eleva le huou am le ciphac a la partida de la seccio; e comanda al ministre que extenda le huou ensus e tu dissolveys la adherencia que es detras am solucio complida.	Then use your hand to pull the scrotum outward, and with this action stretch the white layer upwards with your left hand, and lift the scrotum with the layer at the site of the incision; and command the assistant to stretch the scrotum upward while you release the adhesion behind it completely.
E cerqua am les tieus ditz que lay no sia alcuna causa del budel envelopat en le ciphac blanc dur.	And use your fingers to ensure that there is no cause for the intestine being wrapped in the hard white layer.
Mays si tu atrobas de lu alcuna causa, lahoras tu enpelleys aquel al ventre dejos.	But if you find any cause for it, then push that part into the abdomen below.
E aprop tu pren una agulha en la qual sia fiel gros fayt de x fiels, e entromet aquel deves le derier del ciphac, le qual es jos la codena dels testicols, la qual siec seccio; e aprop inscideys las extremitatz las quals emineysso del fiel entro que sian quatre fiels, e aprop compausa alcus de lor sobre alcuna figura en manieyra de crotz; e lia am aquel le ciphac del qual havem dit que es dejos la codena dels testicols am fort liament de dos partz.	And then take a needle with a thick thread made of seven threads, and insert it through the back of the white layer, which is under the scrotum skin where the incision is; then cut the ends that protrude from the thread until they are four threads long, and arrange some of them in a cross shape; and tie together the white layer we mentioned, which is under the scrotal skin, with strong knots on both sides.
E aprop envolveys las extremitatz dels fiels e lia aquelas am liament vehement entro que alcu dels vayssels que noyrrisso aquels no puscan trametre alcuna causa per so que de aqui no accida apostema caut.	And then wrap the extremities of the veins and bind them tightly with a strong ligature, so that none of the vessels that nourish those areas can pass any cause by which an abscess might occur here.
E pausa autra veguada liament segon foro le primier liament, lonh de lu mens tres ditz; e aprop aquestz dos liaments layssa del ciphac le qual es dejos la codena dels testicols la quantitat de la grandeza del dit, e inscideys tot le romanent segon redondeza, e osta de lu le huou.	And again bind with another ligature according to the first ligature, about three fingers away; then between these two ligatures leave from the scrotum, where the testicles' cord is located, a length equal to that of a finger, and cut all the remaining part in a circular manner, and remove the egg.
E aprop inscideys en la partida dejos de la codena dels testicols per seccio de la qual corra sanc e sania ayssi cum havem recomtat en aquo que havem dit.	And then make an incision at the site below the cord of the testicles, through which blood and pus will flow, as we have mentioned in what we have said.
E aprop aministra lana submersa en oli, e pausa en la plagua; e aministra le liament le qual havem recomtat (e alcunas veguadas le ciphac blanc es cauterizat, le qual havem dit aprop la inscizio de lu temen de flux de sanc, quar motas veguadas accideys aquels) e leyssa le liament entro que per si caia.	And then apply wool soaked in oil and place it on the wound; and administer the bandage that we have mentioned (and sometimes the scrotum is cauterized, which we have discussed near the incision to prevent blood flow, as this often occurs), and leave the bandage until it falls off by itself.
Mays si le cazement de lu es tardat, lahoras de aygua cauda sia embrocat, e pausa sobre aquel entro que caia segon que havem dit.	But if the treatment is delayed, then warm water should be poured over it, and place that on it until it falls off as we have said.
E aprop cura la plagua am l’autra curacio de las plaguas entro que sia sanat.	And then treat the wound with another method for treating wounds until it is healed.
Capitol .lxvi.	It seems like you've provided a chapter or section heading that appears to be ".lxvi." This Roman numeral translates to 66 in Arabic numerals. Therefore, if this were part of a text, it could be translated as:
De hernia ventosa.	Of gaseous hernia.
En aquesta hernia no e vist alcu que sia estat ardit sus la curacio de lu am ferr.	In this type of hernia, no one has been bold enough to attempt its cure with iron (surgery).
E les primiers diyssero que es fayta ayssi cum havem recomtat en la hernia que es am vi; la qual es que tu lies les vayssels aprop la seccio sobre aquela am fecilitat de lu; e aprop secca en le mieg loc en enviro le apostema am aquo que obro aquel, entro que caian les vayssels.	And the first method they described is done as we have recounted in the hernia treated with wine; which is that you tie the vessels near the section where it can be done easily; and then dry in the middle area around the abscess using something that opens it, allowing the vessels to fall inside.
E cura la plagua segon que havem dit entro que sia sanada.	And treat the plague as we have said until it is healed.
Capitol .lxvii.	Chapter .67.
De la disropcio que es fayta en les anguonars.	On the dislocation that occurs in the ankles.
Alcunas veguadas endeve ruptura en les angonars ayssi cum havem dit, e emineys le loc.	Sometimes there is also a rupture in the ankles as we have said, and you should examine the area.
E no deyssen als genetius alcuna causa dels budels al genetius; e si deyssen, aquo es pauc; e retorna s’en en totas horas.	And do not attribute any cause of the hernias to the groin; and if you do, it is minimal; and it returns at all times.
Mays si es prolonguat le temps am aquo, es ajustada fissura en le ciphac entro que deysenda le budel en le ciphac; e accideys aquo per la extencio del ciphac le qual es en le angonars ayssi cum havem dit, la qual causa es quar le ciphac es estendut, e aprop es mollificat e·l loc es apostemat e emineys.	And if this continues for a long time, a precise incision is made on the spine where the intestine descends into the spine; and this happens due to the extension of the spine which occurs in the armpit area as we have said, the cause being that the spine is stretched, then it softens, and the area becomes inflamed and protrudes.
E la cura de lu es am cauteri ayssi quo es precedida la narracio de lu.	And the treatment of it is with cautery, as was mentioned earlier in the description of it.
E alcunas veguadas es curada am ferr segon aquesta manieyra: e es que·l malaute jagua sobre le sieu dos entre las tuas mas, e aprop secca le loc de la ruptura dels apostemas emineys am seccio per la latitut segon la quantitat de tres ditz.	And sometimes it is treated with iron according to this method: the patient lies on their back between your hands, and then the area of the rupture that has become inflamed is dried through sectioning across its width according to the amount of three fingers.
E aprop strenh le ciphac blanc que es jos la codena entro que sia descubert.	And then strengthen the white spine that is below the shoulder blade until it is exposed.
E aprop pren le ray e pausa aquel sobre le loc eminent del ciphac, e prem aquel al preon del ventre.	And then take the spatula and place it over the protruding area of the spine, and press it against the front of the abdomen.
E aprop cus le dos locs eminentz sobre la extremitat del ray del ciphac, e ajusta am la sutura un de aquels am l’autre.	And then puncture the two protruding areas at the ends of the spine extension, and join them together with a suture.
E aprop extratz la extremitat del ray, e no inscidas del ciphac de tot, ni no extenda le huou, ni autra causa ayssi cum yeu te fi saber en la curacio de hernia entestinal.	And then extract the extremity of the wound, and do not incise the entire circumference, nor extend the hole, nor cause any other harm as I will teach you in the treatment of intestinal hernia.
E aprop cura aquela am la curacio de las plaguas, e cum inscideyses les fiels, mundifica aquela e restaura la plagua entro que sia consolidada; quar le ciphac es contrayt e no es ajustada la eminencia de ruptura.	And then treat that with the treatment of wounds, and when you incise the abscesses, cleanse that area and restore the wound before it becomes consolidated; for the circumference is contracted and the prominence of the rupture is not adjusted.
E cauteri es milhor en aquest loc, quar es pus propda a salut.	And cautery is better in this area, for it is more conducive to healing.
Capitol .lxviii.	Chapter LXVIII.
De mollificacio de la codena dels testiculs.	On the softening of the spermatic cord.
Motas veguadas la codena dels testiculs en alcus homes es mollificada per aysso quar las carns que so entre aquela son mollificadas, e es fedat le reguardament de lu.	Often the spermatic cord is softened in some men because the flesh around it is softened, and this is attributed to its care.
Adonc necessari es ad aquel que es preguat en la curacio de lu que fassa jazer le malaute segon le sieu dos, e enscida tota la codena la qual es mollificada sobre la codena natural; e aprop que ajuste doas labias am la sutura.	Therefore, it is necessary for the one who is skilled in its treatment to make the patient lie on their back, and incise the entire softened cord over the natural cord; then sew the two edges together with sutures.
E si vols, cus en le comensament la superfluitat de la codena mollificada am tres cozeduras o quatre e am ferma sutura.	And if you want, at the beginning, soften the excess of the loosened chain with three or four boils and with a firm suture.
E aprop inscideys entre las suturas; e aprop cura per curacio de las autras plaguas entro que sia sanat e caian les fiels.	And then cut between the sutures; and then treat for the healing of other wounds until it is healed and the pus has drained.
Capitol .lxix.	Chapter LXIX.
De castracio.	From the context provided by the previous sentences and given that this is likely an ancient medical text, "De castracio" can be translated as:
Sapias que castratio en nostre ley es excomengada, mays per causa es legut a mi que·m remembre de lu en aquest libre; e no es necessaria la rememoracio de lu sino per doas manieyras, de las quals es la una per so que aquo sia en la sciensa del metge quan es enterroguat de aquela, que sapia la curacio de lu al qual accideys; e l’autra manieyra es que nos motas vetz havem necessitat de castracio de autras bestias per les juvamentz nostres per aquelas, ayssi cum de motos, e de bocs, e de porcs, e de semblantz a las bestias.	Know that according to our law, castration is excommunicated, but for a reason it has been deemed lawful for me to remind you of this in this book; and the reminder of this is not necessary except in two ways: one way is so that doctors may know when asked about it what the treatment should be for those to whom it happens; and the other way is that we often need castration of other animals for our benefit from them, such as horses, bulls, pigs, and similar animals.
E donc dic que castracio es fayta en dos manieyras: o per atrissio, o per fissura a seccio.	And thus I say that castration is performed in two ways: either by attrition or by incision and severing.
Mays en aquela que es fayta per atrissio, la via de la opera es que nos fassam cezer la bestia en aygua cauda entro que·ls genetius de lu sian mollificatz e sian linhitz e que pendan.	But in the one that is done by attrition, the method of the operation is to have the animal immersed in hot water until its testicles are softened and become loose and hang down.
E aprop pren aquels am la tua ma entro que sian resols e no apparescan dejos le tocament.	Then take them with your hand while they are still resolved and do not appear to the touch.
Mays en castracio fayta per fissura e seccio, cove que tu tenguas la bestia e premas la codena dels testicols de lu am la ma senestra.	But in castration performed by incision and severing, you must hold the animal and press the cord of its testicles with your left hand.
E aprop lia le suspensori, e inscideys sobre quascun huou am una seccio entro que dos huous proceseysso.	And then apply the suspensory, and make an incision on each bone with a cut between two joints.
E aprop inscideys aquels pus que auras quascu excorjat.	And then incise that pus which you have squeezed out.
E no leysses sobre aquels del ciphac alcuna causa, sino le ciphac subtil le qual es sobre les vazes.	And do not leave any other cause on the hip except for the subtle hip condition that affects the veins.
E aquesta manieyra de castracio es milhor la qual es fayta per atrissio, quar atrissio fort leu layssa alcuna causa dels testicols per que la bestia desira coyt.	And this method of castration is better, which is performed by atrophy, because atrophy leaves no cause from the testicles for the animal to desire mating.
E aprop cura la plagua entro que sia sanada.	And then treat the plague until it is healed.
Capitol .lxx.	Chapter LXX.
De la cura de hermafrodozia.	On the treatment of hermaphroditism.
Hermafrodozia en les homes es segon dos manieyras: la una es quar o appar en aquo que siec l’espazi en la codena de testiculs, en aquel que es entre dos testiculs figura quar cunh de femna en la qual so pels.	Hermaphroditism in males occurs in two ways: one is when it appears in the space along the scrotum, between the two testicles, where a female genitalia-like figure appears, complete with hair.
E alcunas veguadas de aquel corr urina le qual es en la codena dels testiculs.	And sometimes urine flows from that area in the scrotum where the testicles are.
Mays en las femnas es una specia: e es que·l conh de la femna sobre le pentenilh es ayssi cum dos testiculs de home un pauc de tot yminiheys a la partida deforo ayssi cum le perpucii de home e dos testicols.	In females, it is a different case: the female genitalia above the pubis resembles two male testicles slightly to the right side, similar to the foreskin of a man and two testicles.
E la curacio es de tres specias: de dos dels homes e de una specia de las femnas.	And the cure is of three types: two for men and one type for women.
E es que cove que tu inscidas aquelas carns ajustadas entro que efuga la emprecio de aquela, e aprop que cures aquelas am curacio de las autras plaguas.	And it is necessary that you incise those tight muscles so that the swelling of that area can escape, and then treat them with the cure for other ailments.
E en la segonda specia dels homes de la qual yeys urina la qual es en la codena dels testiculs, no es curacio ni opperacio en lu.	And in the second type for men, where you find urine that is in the area of the scrotum, there is neither cure nor operation for it.
Capitol .xxi.	Chapter XXI.
De lentinge e de carn eminent per causas de las femnas.	On swelling and protruding flesh caused by conditions in women.
Lentige fort leu es ajustada sobre causas naturals entro que es etressat e es fayt leg le reguardament; e alcunas veguadas es magnificada en alcunas femnas en tant entro que es spandit ayssi cum en les homes e perve entro al coito.	Severe swelling often occurs naturally, compressing and causing attention to be drawn to it; and sometimes it is exaggerated in some women to such an extent that it spreads similarly as in men and can even affect intercourse.
Adonc cove que tu tenguas la superfluitat de lentinge am la tua ma o am unci e inscidas.	Then it is necessary that you remove the excess swelling with your hand or with scissors by incising it.
E no ultimes en inscizio, majorment en le preon de la razit, per so que no endevengua flux de sanc.	And do not hesitate to incise, especially in the area of the genital region, so that it does not cause a flow of blood.
E aprop cura aquela am curacio de las plaguas entro que sia sanada.	And then treat that with the treatment for wounds until it is healed.
Mays carn nascuda es carn que nays en le horrifici de la mayre entro que umple aquel, e fort leu es eyssit a las partidas deforo segon semblansa de coa (e per aquo alscus primiers appelero aquo “malautia caudada”); donc cove que nos inscidam ayssi cum inscidem lentinge, e curem aquela entro que sia sanada.	New-born flesh is flesh that grows in the wounds of the mother until it fills them, and it protrudes from the outer parts resembling a tail (and for this reason some early doctors called it “tail disease”); therefore, we must incise it as we would lentils, and treat it until it is healed.
Capitol .lxxii.	Chapter LXXII. 
De curacio de alratica.	For the treatment of arthritis.
Alratica es que le conh de la femna no sia perforat, o sia le trauc petit.	Alratica es que le conh de la femna no sia perforat, o sia le trauc petit.
E es o natural o accidental.	And it is either natural or accidental.
Accidental es per malautia la qual ha precedit, e aquela es fayta o per carn nada ajustada o per ciphac subtil o espes.	And accidental is due to illness that has preceded it, and that which is caused either by improperly fitted flesh or by subtle or thick phlegm.
E es fayt o en le preon de la mayre, o en les costatz de lu, o en le pus sobira de lu, o en le pus bas de lu, e prohibeys de cuoyt e de enprenguacio e de enfantament, e fort leu prohibeys las mestruas.	And it is caused either in the anterior part of the thigh, or on its sides, or on its upper surface, or on its lower surface, and you should prohibit bathing, pregnancy, and childbirth, and especially forbid menstruation. 
E la cognicio de aquela es fayta per reguardament de la metrona, si la oppilacio es apparent, propdana; mays si no es apparent, lahoras tu cerqua aquela am les tieus ditz o am le ray.	And the knowledge of that is obtained by examining the uterus, if the obstruction is visible, proceed accordingly; but if it is not visible, then you seek that with your fingers or with a probe.
Mays si oppilacio es per ciphac subtil, e es propda a las doas labias, lahoras tu coyta e disromp aquela.	If obstruction is due to a fine particle and it is close to both lips, then you should probe and disrupt that area.
E es que pauses sobre las doas labias pulvils, e aprop pausa les tieus ditz indicz de amdoas las mas encemps.	And you should place pillows under both thighs, and then place your index fingers of both hands inside.
E la femna sia sobre le sieu dos, las sieuas coyssas extendudas, e aprop exten las doas labias am forsa entro que aquel ciphac subtil sia romput e la oppilacio sia uberta.	And the woman should lie on her back, with her thighs spread apart, and then separate the two lips forcefully so that that subtle barrier is broken and the obstruction is opened. 
E aprop pren lana e enbeu le4 en oli e pausa aquela sobre·l loc, e jagua am home le dia per so que·l loc inscis no sia consolidat.	And then take wool and soak it in oil and place that over the area, and guard it well for a day so that the incised area does not become hardened.
Mays si le ciphac es gros e espes, lahoras cove que tu inscidas aquel am spatum lat o am fuelha de mirta.	And if the swelling is large and thick, then you must incise it with a broad spatula or with a myrtle leaf.
Mays si la oppilacio es per carnada, lahoras suspen aquela am unci, e inscideys aquela.	But if the obstruction is due to flesh, then suspend that with a hook, and incise it.
E sian am tu las medicinas que fan cessar flux de sanc ses mordicacio, ayssi cum ahacatia, e sanc de drago, e enses, ajustat am album de huou.	And use the medicines that stop blood flow from bites, such as hawthorn, dragon's blood, and enses, mixed with egg white.
E aprop aministra una canulha de plom ampla per so que la plagua no sia consolidada leugierament.	And then administer a wide lead tube so that the affected area does not become slightly hardened.
E tengua aquela per alcus jorns e aministra calgua de li sec.	And keep it for several days and administer a dry cataplasm.
E aprop sia curada am l’autra curacio de consolidacio entro que sia sanada.	And then it should be treated with another consolidating treatment until it is healed.
E alcunas vetz accideys en la mayre nativitat de autres carns, e lahoras cove que inscidas segon aquesta manieyra.	And sometimes it happens in the native growth of other flesh, and then you must incise it according to this method.
Mays si aysso es per apostema crancos, a l’apostema crancos le qual es en la mayre no sia fayta contrarietat am ferr en deguna manieyra.	If this is due to a chronic abscess, do not use iron in any way on the chronic abscess that is in the breast.
Capitol .lxxiii.	Capitol .lxxiii.
De la cura de emorroydas e de tayl e de botor roja que accideysso en le conh de las femnas.	For the given sentence:
Emorroydas so apprecio dels orificis de motas venas entro que de aquelas corro mot sanc continuadament; e cum so antiquadas emorroydas e son fayts theyls.	Emorroydas so apprecio dels orificis de motas venas entro que de aquelas corro mot sanc continuadament; e cum so antiquadas emorroydas e son fayts theyls.
E ja yeu he dit en la divisio las specias de aquelas e les senhals de aquelas, e diyre ayssi aquelas que recebo curacio e aquelas que no recebo curacio.	And I have already said in the division the types of those and the signs of those, and to say thus those that receive cure and those that do not receive cure.
Donc dic que emorroydas e theyls quan so en le preon de la mayre e no apparo al sentiment, lahoras en aquelas no sia fayta curacio am ferr.	Therefore, I say that hemorrhoids and tumors when they are inside the main channel and do not appear to the senses, in those cases surgery should not be performed with iron.
Mays aquelas las quals so en le orrifici de la mayre sobre las quals catz sentiment, so aquelas que so curadas.	But those which are in the openings of the mother on which one feels pain, are those that are treated.
E cove que tu metas la femna en mayso frega e aprop exten atheyl am les forfexs, o am drap aspre, e inscideys aquelas am las razitz.	And it is necessary that you put the woman in cold water and then extend the labia with scissors or with coarse cloth, and cut them with knives.
E aprop pulveriza sobre aquelas deves le fluxs del sanc de una de las polveras insciscivas ses mordicacio, ayssi cum acassia e semblant ad aquels.	And then sprinkle over those areas the flow of blood from one of the non-adhesive powders such as myrtle and similar to these.
E aprop enpellesca les sieus pes per una hora, e aprop pausa aquela en aygua freja.	And then foment the patient's feet for an hour, and then place them in cold water.
E si persevera le fluxs del sanc, lahoras fay aquela sezer en decoccio de sumat e de scorsas de milgranas e de gualas e de semblantz.	And if the flow of blood persists, then have her sit in a decoction of sumac, pomegranate peels, and walnuts, and similar items.
E aprop pren farina de ordi e comfiys aquela am miel e vi agre e fay emplastre am aquo sobre le dos de lu.	And then take flour of oats, mix it with honey and sweet wine, and make a plaster with this mixture to apply on his back.
E si le sanc es abscindit, bo es; e sino, fay adherir am dos ventozas, e a las mamilhas ses escarificatio.	And if the blood is congealed, it is good; otherwise, apply two cupping glasses and perform scarification on the nipples.
E aprop pren lana e submergeys aquela am suc de coliandre o am suc de arnagloza o am suc de guarravier am vi pentit e fay adherir al loc; e aprop cura le loc am enguentz entro que sia sanat.	And then take wool and soak it in the juice of coriander or in the juice of angelica or in the juice of plantain mixed with fermented wine, and apply it to the area; then dress the area with ointments until it is healed.
Mays athyl rog le qual es de aspre reguardament, cove que tu inscidas aquo que a tu appar de aquel segon que he dit en theyl engualment.	Take care to observe the following with strict attention: you should inscribe what appears to you of that second thing I have mentioned in a similar manner. 
E cura aquel entro que sia sanat.	And cure that which is within so that it may be healed.
Capitol .lxxiv.	It seems like you've provided a section indicator, likely from an old text or manuscript, specifically "Capitul .lxxiv." which translates to "Chapter 74" in English. Without additional content following this indicator, there isn't more context for translation or explanation. If you have more text from this chapter that needs translating or explaining, please provide it!
De perforacio de eyssedura accident en la mayre.	This phrase appears to be in an old form of a Romance language, likely related to medieval medical texts. Here is the translation into English:
Motas specias de apostemas accideysso en la mayre, ayssi cum cranc e apostema lapident e ulceracios e adhubelat e erpetromens e fistulas emorroyas e raguarrias e thyl e autres apostemas.	Particles of various types of abscesses can occur in the breast, such as cancer and stone-like abscesses, ulcers, boils, snake-like eruptions, hemorrhoids, rashes, and other kinds of abscesses.
E yeu ja he dit aquestas malautias e las specias de aquelas e les senhals de aquelas, e las curacios de lor en la divisio.	And I have already described these diseases and their types and the signs of them, and their cures in this section.
E cove que yeu digua en aquest tractat de apostema caut le qual ve en la mayre quan es dels apostemas que collegeysso sania, e si vols saber en qual manieyra se fa la opperacio de lu am ferr.	And I must say in this treatise about the abscess that occurs in the breast when it is one of those abscesses that discharge pus, and if you want to know how the operation on it is performed with iron.
Adonc cove que tu consideres si la dolor de la apostema en le sieu comensament es aguda am percussio e flecma e febre, e vezes aquel enrogezir e si catz sobre aquel le sentiment, lahoras no·t coytes am perforacio de lu, e cura aquel am aquo que ajuda sobre la maturacio entro que cesse la acuitat dels accidentz.	Then you must consider whether the pain of the abscess at its beginning is acute with percussion and flux and fever, and sometimes there is redness and if you press on it, then do not treat it with puncturing it, and cure it with something that aids in its maturation until the acuteness of the symptoms subsides.
E lahoras cove que tu fassas cezer la femna sobre una cezelha que aia doas cezelhas; e recline sobre le sieu dos e ajusta les sieus pes a la partida pus dejos del ventre, e las sieus coyssas sian expandudas, e pausa les sieus brasses dejos les sieus denols, e lia quascus am liament ad aquo convenient.	And now you must have the woman sit on a chair that has two supports; and recline her on her back and adjust her feet towards the part below the abdomen, and spread her thighs apart, and place her arms under her head, and bind them with a suitable bandage.
E aprop la matrona segua del latz dreyt e aministre le instrument am le qual es ubert le orrifici de la mayre, la forma del qual vindra en aquelas causas que·s faran aprop.	And then the midwife follows along the right side and administers the instrument with which the opening of the mother is cut, the form of which will come in those cases that will be addressed later.
E cove quan vols ministrar aquest instrument que tu fiques am lo ray le preon de la mayre de la femna, e aquo que del instrument es intrat en la mayre no sia mays que·l preon de la mayre e leda le malaute.	And when you want to administer this instrument, you must place it gently at the entrance of the woman's vagina, and the part of the instrument that enters the mother should not be longer than the entrance of the vagina and should guide the patient. 
Mays si l’estrument es major que·l preon de la mayre, lahoras cove que tu pauses pulvils sobre la textura del preon de la mayre per sso que sia prohibit l’intrament de tot instrument en le preon de la mayre.	If the instrument is larger than the opening of the mother (perhaps referring to a womb or an organ), then you must place pillows on the texture of the opening of the "mother" so that it prevents any instrument from entering the opening of the "mother.
E cove que tu pauses le vertitge que corr en le strument del latz pus desus e que le ministre tengua le strument e revolva le vertitge entro que sia ubert le orrifici de la mayre.	And it is necessary that you stop the flow of liquid running in the upper instrument and that the assistant hold the instrument and rotate the flow inside until the opening of the main area is opened.
E cum appar la excitura, e es tocada am la ma e es leon e molh, lahoras cove que tu secces aquela deves le cap de lu am spatum lat.	And when pus appears, and it is touched with the hand and feels warm and moist, then you must dry that area by cauterizing its head with a spatula.
E cum la sania es evacuada, lahoras cove que tu pauses en la plagua una meca submersa en oli rozat o oli vert en le qual sia alcuna stiptisitat; e pausa la calca7 en la seccio en le preon de la mayre.	And when the pus is evacuated, then you must place on the wound a cloth soaked in rose oil or ordinary oil which has some astringency; and apply a bandage to the incision in the direction of the main artery.
E pause deforo la mayre e sobre le pentenilh lana munda submersa en aygua en la qual sian bulidas malvas.	And place outside the wound and over the penis clean wool submerged in water in which mallows have been boiled.
E aprop sia curada aprop dos dias am enguent le qual conveneys ad aquo entro que sia sanat.	And then it should be treated for about two days with an ointment which you should apply until it is healed.
E alcunas veguadas es lavada la mayre e la plagua enayssi que es cristerisat am aygua e mel, e aprop am aygua en la qual es bulhida razit de liri o de aristologia longua, e aprop retorna al enguent.	And sometimes the wound and the affected area are washed with water and honey, then with water in which the root of iris or longwort has been boiled, and then return to using the ointment.
E si la plagua es dedintz en la mayre ameguada, lahoras cove que tu sias prohibit de la curacio de lu am ferr, habantz cura aquel am aquo que havem dit en la divisio.	And if the wound is inside a swollen area of the wound, then you must abstain from treating it with iron, instead cure it using what we have said in the division.
Capitol .lxxv.	Chapter LXXV.
A ensenhar las matronas en qual manieyre les enbrios bius sian medicatz quan yeysso segon figura no-natural.	To teach the midwives how to treat unhealthy embryos when they appear according to an unnatural form.
