Ayssi comensan las paraulas de Albucasim .	Here is the translation of the provided line:
E la cognicio de aquela es fayta per reguardament de la metrona, si la oppilacio es apparent, propdana; mays si no es apparent, lahoras tu cerqua aquela am les tieus ditz o am le ray.	And the knowledge of that is obtained by observing the midwife, if the obstruction is visible, it's clear; but if it is not visible, then you seek it with your fingers or with a probe.
Mays si oppilacio es per ciphac subtil, e es propda a las doas labias, lahoras tu coyta e disromp aquela.	And if the obstruction is due to subtle particles and has reached both lips, then you should probe and break that obstruction.
E es que pauses sobre las doas labias pulvils, e aprop pausa les tieus ditz indicz de amdoas las mas encemps.	And you place cushions on both labia, and then put your index fingers of both hands inside.
E la femna sia sobre le sieu dos, las sieuas coyssas extendudas, e aprop exten las doas labias am forsa entro que aquel ciphac subtil sia romput e la oppilacio sia uberta.	And the woman is on her back, her thighs spread apart, and then spread the two lips forcefully so that that subtle barrier is broken and the obstruction is opened.
E aprop pren lana e enbeu le4 en oli e pausa aquela sobre·l loc, e jagua am home le dia per so que·l loc inscis no sia consolidat.	And then take wool and soak it in oil and place that over the area, and keep the patient still for a day so that the incised area does not become disturbed.
Mays si le ciphac es gros e espes, lahoras cove que tu inscidas aquel am spatum lat o am fuelha de mirta.	And if the abscess is large and thick, then you must incise it with a broad spatula or with a myrtle leaf.
Mays si la oppilacio es per carnada, lahoras suspen aquela am unci, e inscideys aquela.	But if the obstruction is due to flesh, then suspend it with a hook and incise it.
E sian am tu las medicinas que fan cessar flux de sanc ses mordicacio, ayssi cum ahacatia, e sanc de drago, e enses, ajustat am album de huou.	And use the medicines that stop blood flow from bites, such as agaric, dragon's blood, and ashes, applied with egg white.
E aprop aministra una canulha de plom ampla per so que la plagua no sia consolidada leugierament.	And then administer a wide lead cannula so that the affected area is not disturbed slightly.
E tengua aquela per alcus jorns e aministra calgua de li sec.	And keep it for several days and administer a decoction of the dry [herb/material].
E aprop sia curada am l’autra curacio de consolidacio entro que sia sanada.	And then it should be treated with another stabilizing treatment until it is healed.
E alcunas vetz accideys en la mayre nativitat de autres carns, e lahoras cove que inscidas segon aquesta manieyra.	And sometimes it happens in the natural formation of other flesh, and then you must incise it according to this method.
Mays si aysso es per apostema crancos, a l’apostema crancos le qual es en la mayre no sia fayta contrarietat am ferr en deguna manieyra.	And if this is due to a chronic abscess, the chronic abscess which is in the breast should not be treated with iron in any manner.
Capitol .lxxiii.	Chapter LXXIII.
De la cura de emorroydas e de tayl e de botor roja que accideysso en le conh de las femnas.	For the given sentence:
Emorroydas so apprecio dels orificis de motas venas entro que de aquelas corro mot sanc continuadament; e cum so antiquadas emorroydas e son fayts theyls.	Emorroydas so apprecio dels orificis de motas venas entro que de aquelas corro mot sanc continuadament; e cum so antiquadas emorroydas e son fayts theyls.
E ja yeu he dit en la divisio las specias de aquelas e les senhals de aquelas, e diyre ayssi aquelas que recebo curacio e aquelas que no recebo curacio.	And I have already said in the division the types of those and the signs of those, and to say thus those that receive cure and those that do not receive cure.
Donc dic que emorroydas e theyls quan so en le preon de la mayre e no apparo al sentiment, lahoras en aquelas no sia fayta curacio am ferr.	Therefore, I say that hemorrhoids and tumors when they are in the interior of the main channel and do not appear to the senses, in those cases no cure should be made with iron.
Mays aquelas las quals so en le orrifici de la mayre sobre las quals catz sentiment, so aquelas que so curadas.	And those which are in the openings of the womb over which one feels pain, those are the ones that are treated.
E cove que tu metas la femna en mayso frega e aprop exten atheyl am les forfexs, o am drap aspre, e inscideys aquelas am las razitz.	And it is necessary that you place the woman in cold water and then extend the labia with scissors or with a rough cloth, and incise them with knives.
E aprop pulveriza sobre aquelas deves le fluxs del sanc de una de las polveras insciscivas ses mordicacio, ayssi cum acassia e semblant ad aquels.	And then sprinkle on those wounds the flow of blood with one of the styptic powders such as derived from mastic and similar to these.
E aprop enpellesca les sieus pes per una hora, e aprop pausa aquela en aygua freja.	And then foment the patient's feet for an hour, and then place them in cold water.
E si persevera le fluxs del sanc, lahoras fay aquela sezer en decoccio de sumat e de scorsas de milgranas e de gualas e de semblantz.	And if the flow of blood persists, then bathe her in a decoction of sumac, pomegranate peel, and walnuts, and similar items.
E aprop pren farina de ordi e comfiys aquela am miel e vi agre e fay emplastre am aquo sobre le dos de lu.	And then take flour of oats, mix it with honey and sweet wine, and make a plaster with it to apply on their back.
E si le sanc es abscindit, bo es; e sino, fay adherir am dos ventozas, e a las mamilhas ses escarificatio.	And if the blood is congealed, it is good; otherwise, attach two cupping vessels and perform scarification on the nipples.
E aprop pren lana e submergeys aquela am suc de coliandre o am suc de arnagloza o am suc de guarravier am vi pentit e fay adherir al loc; e aprop cura le loc am enguentz entro que sia sanat.	And then take wool and soak it in the juice of coriander or in the juice of arnica or in the juice of woundwort mixed with fermented wine, and apply it to the area; and then treat the area with ointments until it is healed.
Mays athyl rog le qual es de aspre reguardament, cove que tu inscidas aquo que a tu appar de aquel segon que he dit en theyl engualment.	If you come across something that has a harsh appearance, make sure you inscribe what appears to you in it according to what I have said in the same manner. 
E cura aquel entro que sia sanat.	And treat that which is inside so that it may be healed.
Capitol .lxxiv.	It seems like you've provided a chapter or section identifier from an older text, likely indicating the seventy-fourth chapter or section. If you have a specific sentence or passage from this section that you would like translated or explained, please provide it and I will be happy to help!
De perforacio de eyssedura accident en la mayre.	This phrase appears to be in an archaic form of Romance language, similar to Old French or medieval Latin. Here is the translation into English:
Motas specias de apostemas accideysso en la mayre, ayssi cum cranc e apostema lapident e ulceracios e adhubelat e erpetromens e fistulas emorroyas e raguarrias e thyl e autres apostemas.	Motives similar to this can be applied in the major areas, such as cancer and stone abscesses and ulcers and adenitis and snakebites and hemorrhoids and raguarrias (a term that seems specific or archaic) and tumors and other types of abscesses.
E yeu ja he dit aquestas malautias e las specias de aquelas e les senhals de aquelas, e las curacios de lor en la divisio.	And I have already described these diseases and their types and their signs, and their treatments in the division.
E cove que yeu digua en aquest tractat de apostema caut le qual ve en la mayre quan es dels apostemas que collegeysso sania, e si vols saber en qual manieyra se fa la opperacio de lu am ferr.	And I must speak in this treatise about an abscess that appears on the breast when it is one of those abscesses that collect pus, and if you want to know how the operation with iron is performed.
Adonc cove que tu consideres si la dolor de la apostema en le sieu comensament es aguda am percussio e flecma e febre, e vezes aquel enrogezir e si catz sobre aquel le sentiment, lahoras no·t coytes am perforacio de lu, e cura aquel am aquo que ajuda sobre la maturacio entro que cesse la acuitat dels accidentz.	Then you must consider whether the pain of the abscess at its beginning is acute with percussion and phlegm and fever, and sometimes it reddens, and if you press on it, then do not treat it by perforating it, and cure it with that which helps the maturation until the acuteness of the symptoms ceases.
E lahoras cove que tu fassas cezer la femna sobre una cezelha que aia doas cezelhas; e recline sobre le sieu dos e ajusta les sieus pes a la partida pus dejos del ventre, e las sieus coyssas sian expandudas, e pausa les sieus brasses dejos les sieus denols, e lia quascus am liament ad aquo convenient.	And now you must place the woman on a bench that has two parts; and she should recline on her back and adjust her feet to the part below the abdomen, and her thighs should be spread apart, and place her arms below her head, and bind them with suitable restraints.
E aprop la matrona segua del latz dreyt e aministre le instrument am le qual es ubert le orrifici de la mayre, la forma del qual vindra en aquelas causas que·s faran aprop.	Then the midwife should follow the correct method and administer the instrument with which the opening of the mother is widened, the form of which will be detailed in the following sections.
E cove quan vols ministrar aquest instrument que tu fiques am lo ray le preon de la mayre de la femna, e aquo que del instrument es intrat en la mayre no sia mays que·l preon de la mayre e leda le malaute.	And when you want to administer this instrument, you must place it gently at the entrance of the mother's vagina, and the part of the instrument that enters the mother should not be larger than the entrance of the vagina and should guide the patient. 
Mays si l’estrument es major que·l preon de la mayre, lahoras cove que tu pauses pulvils sobre la textura del preon de la mayre per sso que sia prohibit l’intrament de tot instrument en le preon de la mayre.	And if the instrument is larger than the opening of the mother [likely referring to a body orifice], then you must place pillows on the tissue around the opening so that no instrument can enter into it.
E cove que tu pauses le vertitge que corr en le strument del latz pus desus e que le ministre tengua le strument e revolva le vertitge entro que sia ubert le orrifici de la mayre.	And it is necessary that you stop the flow that runs through the tube above and that the minister hold the tube and rotate the flow until the opening of the wound is exposed.
E cum appar la excitura, e es tocada am la ma e es leon e molh, lahoras cove que tu secces aquela deves le cap de lu am spatum lat.	And when the pus appears and is touched with the hand and it feels warm and moist, then you must dry that area by lifting it up with a spatula.
E cum la sania es evacuada, lahoras cove que tu pauses en la plagua una meca submersa en oli rozat o oli vert en le qual sia alcuna stiptisitat; e pausa la calca7 en la seccio en le preon de la mayre.	And when the pus is evacuated, then you must apply to the wound a cloth soaked in rose oil or virgin olive oil in which some styptic substance has been added; and place a bandage on the incision in the area of the main wound.
E pause deforo la mayre e sobre le pentenilh lana munda submersa en aygua en la qual sian bulidas malvas.	And place outside the womb and over the genitals clean wool submerged in water in which mallows have been boiled.
E aprop sia curada aprop dos dias am enguent le qual conveneys ad aquo entro que sia sanat.	And then it should be treated for about two days with ointment, which you should apply until it is healed.
E alcunas veguadas es lavada la mayre e la plagua enayssi que es cristerisat am aygua e mel, e aprop am aygua en la qual es bulhida razit de liri o de aristologia longua, e aprop retorna al enguent.	And sometimes the wound and the area around it are washed with water and honey, then with water in which juice from lily or longwort has been boiled, and then return to using the ointment.
E si la plagua es dedintz en la mayre ameguada, lahoras cove que tu sias prohibit de la curacio de lu am ferr, habantz cura aquel am aquo que havem dit en la divisio.	And if the wound is deep inside a swollen area, then you must avoid treating it with iron; instead, treat it with what we have mentioned in the section.
Capitol .lxxv.	Chapter LXXV.
A ensenhar las matronas en qual manieyre les enbrios bius sian medicatz quan yeysso segon figura no-natural.	To teach the midwives how to treat unhealthy embryos when they appear according to an unnatural form.
Necessaria causa es que la matrona conogua en le comensament la figura del enfantament natural per senhals de lu, e es que quan tu vezas la femna expremar a las partidas dejos e desira odorar le ayre, e sobre aquo es enleujada per aquo que sobre ela es del part, e festina le eyssiment del enbrio, lahoras sapias que aquest part es segon figura natural, e es l’eyssiment de lu sobre le sieu cap, e la segondina am aquel o suspensa o pendent del ombelic.	It is necessary that the midwife recognize at the beginning the natural form of childbirth by its signs, and this is when you see the woman expressing discomfort in parts of her body and desiring to smell the air. Additionally, if she is agitated by what is happening during labor and hastens the expulsion of the embryo, then you know that this birth is following a natural form, with the head being expelled first, and the second part hanging or suspended from the navel.
Donc cum tu vezes aquels senhals, lahoras cove que·l ventre de lu sia compremut per so que l’embrio deysenda leugerament quar quan deyssen sobre le sieu cap, deysen a lu la segondina, e es mondada de aquelas superfluitatz am bona mondificacio.	Therefore when you see those signs, then it is necessary that the patient's belly be compressed so that the embryo descends easily because when they are placed on their head, tell them the second one, and clean away those excesses with a good purification. 
Mays aquel que es otra aquest part es no-natural e no-lausable, quar quan le enbrio es eyssit sobre sos pes e·l cos de lu es eyssit devant le cap de lu e·ls pes de lu, e la ma de lu una, o al pe de lu i, o es eyssit le cap de lu e la ma de lu, o al ventre de lu, e fort leu es convertit sobre le sieu col, e semblant de las figuras de lu no-lausablas.	Here is the translation of the provided sentence:
Don necessaria causa es a la matrona que sia savia e subtil en totas aquelas causas, e que·s guarde de error e de decepcio.	When necessary, it is required of the midwife that she be wise and subtle in all those matters, and that she guard against error and deception.
E yeu so mostrant tota figura de aquelas, e qual engen es en aquelas per so que sia significat per aquo e sia stat sobre aquo.	And I am showing all the figures of those [conditions], and what device is in them so that it may be signified by this and stand upon this.
Quan le feyt es eyssit sobre le sieu cap per egrecio natural, e aquel es vehement sobre la femna e es fayt a lu part dificil, e vezes la vertut de lu ja debelitada, lahoras fay aquela sezer , o que las femnas tenguan lu, e evapora le conh de lu am fenugrec coyt e am olis humitz.	When the flow is released over her head by natural exercise, and if it becomes strong on the woman and occurs in a difficult part, and sometimes her strength is already weakened, then do this treatment, or give it to women, and evaporate its seed with fenugreek juice and with humid oils.
E aprop entrometa la metrona entre les sieus ditz espatum petit e fenda am aquel la segondina, o secce aquela am la sua ungla entro que corro aquo que es en ela de humiditat.	And then insert the midwife between the small of their back and split it with the second tool, or scrape that area with her fingernail until you remove what is inside of it in terms of moisture.
E preme le ventre de la femna entro que deyssenda le fet.	And press the woman's abdomen until the fetus descends.
Mays si no deyssen, lahoras cove que la femna sia cristirizada de mucellage de ptilli e mucellage de fenugrec am cizami.	And if it does not descend, then the woman should be given a mixture of psyllium mucilage and fenugreek mucilage.
E aprop comanda a lu, aprop le cristeri, que sia compremuda e fay aquela stornudar am condisi; e te la boca de lu e·l nas de lu per huna hora, quar le fet sira foro-getat tantost.	Then command the patient to be pressed and induce sneezing with condiments; and hold their mouth and nose for about an hour, because the fetus will come out soon. 
E si las doas mas del fet so foro-getadas al comensament, lahoras cove que tu redusiscas aquelas am fecilitat petit a petit.	And if both sides of the wound are torn at the beginning, then you must reduce them with ease little by little.
Mays si no obezeys al intrament, lahoras pausa la femna sobre una cezelha e leva les pes de lu sus, e aprop concuceys la cezelha sobre la terra; e la femna sia tenguda que no caia deves la concussio.	And if [the patient] does not obey the treatment, then place the woman on a chair and lift her feet up, and then lower the chair to the ground; and the woman should be held so that she does not fall due to the jolt.
E si las mas no son dedintz tornadas e morr le fet, lahoras inscideys aquelas e extratz le romament del fet o lia le cors a la ma de lu am drap e extratz aquel am equalitat, quar aquel sira foro-getat.	And if the edges are not turned inward and the wound is torn, then incise those areas and extract the remains of the wound or lift the body part to the hand with a cloth and extract it evenly, because it will be torn outward.
De eyssiment del embrio sobre les sieus pes.	Regarding the expulsion of the embryo from the legs' area.
Quan le fet yeys sobre les sieus pes, lahoras cove que tu impelliscas aquels en sus, e aprop convertas le fet petit, e aprop que engualhes aquel, e aprop que prenguas un pe de lu e extendas aquels petit a petit.	When you place your hand on the patient's feet, then you must push them upwards, and then turn the foot slightly, and then equalize it, and then take one of their feet and stretch it little by little.
Mays cum son eyssit entro a las coyssas, lahoras tu comanda a lu que se exprema, e fay aquela extornudar am condizi, quar sira foro-getat si Deus lo vol.	When you have entered between the thighs, then you command them to strain, and cause that sneeze with a stimulus, because it will be purged if God wills it.
E si no es foro-getat am aquo que havem recomtat, lahoras tu retorna le fet petit a petit entro que pauses aquel segon figura natural, quar aquel sira lahoras foro-getat am leugier eyssiment.	And if it is not purged by what we have recommended, then you gradually return the foot until you place it in its second natural position, because it will be purged with a gentle insertion at that point.
E si es prohibit am tot aquo que havem recomtat, lahoras pren de musellage de altea e de goma dissolvuda, e percuteys tot en le mortier per bona percussio, e aprop linieys am aquo le conh de la femna, el pus bas del ventre de lu.	And if it is not resolved by everything we have recommended, then take some alum and dissolved gum, and pound them well together in a mortar, and then apply this mixture to the woman's womb, at the lowest part of her abdomen.
E aprop fay aquela cezer en aygua tebeza, entro que consegua les ypocondias.	Then have that person sit in tepid water until it reaches the hypochondria (the areas just below the ribs on either side of the body).
E cum vezes que las partidas dejos de lu so lenificadas, lahoras fay a lu subfumiguacio de mirta e sub-pausa aquela a lu.	And when you see that the parts of him have become softened, then perform fumigation with myrtle and apply it to him.
E quan te la sub-fumiguacio per una hora, lahoras tu la fay sezer sobre una cezelha, e aprop fay aquela stornudar e extrenh la boca de lu, e levas de aquela, e prem la partida pus bassa del ventre de lu am leugiera compressio, quar le fet sira tantost foro-getat.	And when you have smoked it [the patient] for an hour, then make them sit on a chair, and then make that person sneeze and open their mouth wide, and lift them up, and press the lower part of their abdomen with gentle compression, because the effect will soon be expelled.
Eyssiment del fet sobre les sieus denols e las suas mas.	Eyssiment del fet sobre les sieus denols e las suas mas.
Quan le fet eyssira segon aquesta forma, lahoras tu engenies en entrometen las suas mas petit a petit; e aprop la femna stia evessada sobre le sieu col, e les pes de lu pengo en jos, e aquelas sia jasent sobre le lieyt, e complegua las suas mas.	When the fetus will come out according to this form, then you gradually insert your fingers; and the woman should be laid on her side, with his feet hanging down, and those [fingers or hands] should be resting on the ground, and complete the delivery of the child.
E aprop prem sobre le ventre de lu petit a petit, e aprop extratz aquo que es dejos les pes de lu de las aurelhas entro que sia preparada en la partida pus dejos.	And then press on the stomach of the patient little by little, and then extract what remains under their feet from between the ears into a prepared receptacle below. 
E si le fet no es fora-getat, lahoras pren les pes de lu e mau aquels am movement vehement, e aprop prem aquo que es sobre les ypocondres petit a petit entro que le fet puege a las partidas desus.	And if the flatulence has not been released, then take their feet and move them vigorously, and then press what is above the hypochondriac regions little by little until the gas rises to the upper parts.
E aprop entrometa las suas mas e engualhe le fet petit a petit, e comanda a la femna que se exprema entro que le fet sia foro-getat.	And then insert your fingers and gently widen the wound little by little, and command the woman to strain herself while the wound is being cleaned out. 
Eyssiment del fet latutidinalment pendent una de las suas mas.	Exsudate flows longitudinally along one of his arms.
Sia engeniat en reduccio de la ma de lu, mays si no podes aquela reduzir, lahoras eleva la femna e fe aquela anar.	Be inventive in reducing the hand of the patient, but if you cannot reduce it, then elevate the limb and make it move.
E si anar no pot, lahoras fay la jazer sobre le lieyt, e concuteys las coyssas de lu am concussio vehement, e aprop aministra liamentz les quals yeu e recomtatz de mucillages.	And if walking is not possible, then make the patient lie down on the ground, and vigorously shake their thighs with percussion, and then administer remedies which are moist and composed of mucilaginous substances.
E si es vengut le enfantament, lahoras fay aquela sezer sobre cezelha, e aprop studia sobre la reduccio de la ma, e enguala le fet segon figura natural, e fay stornudar la femna e comanda a lu que comprema a si entro que sia foro-getat.	And if the birth has come, then have her sit on a chair, and immediately attend to the reduction of the hand, and align the baby according to its natural position, and make the woman sneeze and command her to compress herself internally until she is exhausted.
Eyssiment del fet sobre·l col expandudas las suas mas e la fassia de lu es al dos de la sua mayre.	Essentially, this text describes a medical procedure or observation. Here is an attempted translation of the provided line:
Cove que la matrona tengua la ma del fet e aprop revolva aquel petit a petit, e eque aquel am facilitat.	It is necessary that the midwife hold the hand of the infant and then turn it little by little, so that this is done with ease.
E cum es e quant so es engualhat, e lahoras pausa sobre le conh de lu aquo que havem recomtat de oli e de mucellages.	And when it is mixed together, and then place over the nose what we have recommended of oil and poultices.
E aprop comandas a lu que·s maugua petit a petit, e quan auras feyt aquo, lahoras fay aquela cezer sobre una cezelha e comanda li que sia inclinada sobre le latz dreyt, e aprop comanda a lu que sia compremuda; e fay aquela stornudar am condizi.	And then you command him to moan little by little, and when you have done that, now lay him on a chair and command him to lean on the right side, and then order him to be compressed; and make him sneeze with certain conditions. 
Exitus foetus praeparati super latus.	The translation of the given line is:
Quan deyssen a horrifici de la mayre segon aquesta manieyra, considera, e lahoras tu inscideys la segondina am la tua ungla entro que sia evacuada de la humiditat.	When they say to extract the horror from the mother according to this method, consider, and then you cut with your nail into it so that the moisture is evacuated.
E si le fet es suspendut sobre la cara e·l col de lu, lahoras tu inscideys aquela del embelic, per so que no sia retengut e mora.	And if the fetus is hanging over the face and neck of the mother, then you incise that area below the chin, so that it does not get stuck and cause death.
E aprop empelleys le fet a las partidas dedintz entro que pauses aquel segon que cove, e manda a la femna que comprema a si alcunas veguadas, e el sira fora-getat am eyssiment leugier, si Dieus o vol.	And then push the fetus into the parts inside where you place that which is necessary, and instruct the woman to compress herself several times, and it will come out by itself with a light emission, if God so wills.
Exitus geminorum aut foetuum multorum.	The birth of twins or multiple fetuses.
Sapias que gemels motas veguadas so natz, e alcunas vetz naysso tres o quatre , mays aquo es estranh e tart s’endeve; mays v so causas foro natura, e no vivo.	Know that twins are often born, and sometimes three or four are born, though this is rare and seldom occurs; however, their causes are due to nature, not life. 
E conte aquelas, ja sia que sian montiplicatz, una segondina, e son seperatz per ciphac, distingen aquels enter le liguament en l’ombilic de cascun de aquels E alcunas veguadas so foro-getatz ayssi cum es un fet per eyssiment natural leugier, e so eysitz alcunas veguadas per eyssiment no-lausabla ayssi cum havem recomtat.	And counting those, even if they are multiplied, one after another, and they are separated by a chipac, distinguish them within the ligament in the navel of each of these. And sometimes they are expelled as though it is something done by a light natural excretion, and sometimes they come out due to an unworthy excretion, just as we have recounted.
E si son dificils alcus de lor deves le enfantament e perveno ad aquo que havem dit de las figuras no-naturals, lahoras tu cura aquels ayssi cum havem recontat.	And if there are difficulties in the birth process and it leads to what we have said about non-natural positions, then you treat those as we have described.
E si’ la matrona subtil e fassa aquo que fa am facilitat e subtilitat, e am tarditat, e sia ingeniat segon tota figura segon que es a lu preparat de l’engen amenant a salut.	And if the midwife is skilled and does this with ease and subtlety, and with care, and adapts her method according to each position as she prepares for the safe delivery of the child.
Rememoratio eius quod formatur in matrice ex embrionibus et Abortiuntur.	Remember what is formed in the womb from embryos and about miscarriages.
Alcunas veguadas son formatz en la mayre un, e dos, e tres, e quatre, e v, e vi, e vii, e mays x, e ja es deves mi verificat que una femna abortem ne getet vi, e una autra x totz formatz, la qual causa fo fayta per mensuracio dels glorios savis.	Sometimes in the womb, one, two, three, four, five, six, seven, and even more than ten are formed. It has been verified that a woman aborted six, and another had ten fully formed, which was caused by the measurements of the wise experts. 
E tot aysso cove que sia en la sciencia de la matrona quar fort leu ad aquela parve semblant de aquo, e donc opause se ad aquo am so que cove.	And all of this must be within the knowledge of the midwife who closely observes that small sign of it, and thus applies herself to it with what is necessary.
Capitol .lxxvi.	Capitol .lxxvi.
De extraccio del fet quan es mort.	Of the extraction of the fetus when it is dead.
Quan tu curas le fet mort am aquo que havem dit en la divisio de la medicacio e no es defora eyssit, e tu yest forsat usar de opperacio am ma, lahoras cove que consideras si la femna es de sana vertut e no es am alcu dels accidentz per les quals sobre ela es temuda perdicio.	When you treat the dead fetus as we have described in the section on medication and it has not been expelled, and you are forced to use manual operation, then you must consider whether the woman is of sound health and not subject to any of the conditions that might cause her harm.
Lahoras cove que la femna sia envessada sobre le lieyt sobre le sieu dos, e sia le cap de lu enclinat enjos e las coyssas de lu sian elevadas.	Then the woman must be placed face down on a bed on her stomach, with her head inclined to one side and her thighs raised.
E·l ministre tengua aquela de doas partz o sia liada en le lieyt per so que·l cos de lu no se extenda deves la extraccio del fet.	And the minister should hold her in two parts or tie her to the bed so that her body does not move during the extraction of the fetus.
E aprop tu humecta la boca de la mayre de lu am olis humitz e am mucellage de altea e de fenugrec e de semensa de li.	Then you moisten the mouth of the womb with humid oils and with a poultice of alum, fenugreek, and its seeds.
E aprop unte la matrona la sua ma am aquels olis e mucellages, e aprop entrometa la sua ma am fecilitat en la mayre, e aprop cerque am la ma loc en le qual fique les uncis en le fet.	Then anoint the woman's hand with those oils and poultices, and then insert your hand easily into the womb, and then search with your hand for the place where you can grasp the fetus with your fingers.
E locs convenient en aquo: adonc tu considera si le fet es preparat que deysenda sobre le sieu cap, e lahoras tu fique les uncis en les huels de lu, o en le col, o en la boca, o en le palat, o dejos la barba, o en la furcula de lu, o en les locs propdas de las costas, o dejos les ypocondres.	And here is the translation of the provided sentence:
Mays si le deysendiment es sobre les pes de lu, lahoras en le pentenilh, o en le mieg de las costas.	And if the discomfort is in the patient's feet, then it is in the ankles, or in the middle of the back.
E cove que tengua le unci am la ma dreyta, e pausa la curvitat de lu en aquel loc le qual es entre les ditz de la ma senestra, e entrometa la ma am facilitat e fique le unci en alcu de aquels locs les quals havem ditz, entro que pervengua a la causa boyda.	And it is necessary that the instrument be held with the right hand, and place its curvature in the area between the fingers of the left hand, and insert the hand easily so as to place the instrument in one of those areas we have mentioned, until it reaches the swollen cause.
E aprop pause e fique en la apposicio de lu un autre unci, o le tertz si es necessitat, per so que sia atraccio engual, e no sia extencio segon la sua rectetut tant solament.	And then place and keep another person in the appropriate position next to him, or a third if necessary, so that the traction is equal, and not just according to its straightness alone.
Ans sia maugut a tota partida, per so que l’eyssiment de lu sia alleujat ayssi cum es fayt en dent deves la eradicacio de lu.	And it should be massaged all over, so that the swelling is reduced in the same way as when performing the extraction of a tooth.
E cove en lu aquo que es entre lor que la extencio sia mollificada; e si alcuna partida de lu es retenguda, lahoras cove que la matrona unte alcus sieus ditz am oli e entrometa aquels espertament e revolva am aquels aquo que es retengut.	And oil should be applied to it where necessary so that the extension is softened; and if any part of it is retained, then the midwife should anoint some of her fingers with oil and skillfully insert them and turn with them what is retained.
Donc si la partida del fet es fora-getada, lahoras les uncis sian permudatz entra loc le qual sia pus aut; e fay aysso entro que tot le fet sia fora-getat.	Therefore, if part of the fetus is stuck, then the positions should be changed until it becomes easier; do this until the entire fetus is delivered.
Mays si la ma es eyssida denant l’autra, e no es possible reduzir aquela per la coartacio de lu, lahoras cove que drap sia envolopat sobre aquela; e aprop extratz aquela entro que tota sia fora-getada, e inscideys aquela o en la junctura de la ma o en le coyde.	But if one hand is extended before the other and it is not possible to reduce it due to the constriction of the area, then a cloth should be wrapped around that hand; then extract it until all of it is delivered, and incise it either at the joint of the wrist or in the elbow.
E ayssi cove que fassas en l’autra ma e en les dos pes.	And thus you must do the same on the other hand and on both feet.
Mays si le cap del fet es gran, o accideys a lu coartacio en le eyssiment, o es en le cap de lu aygua ajustada, lahoras cove que entrometa entre les ditz espatum spinos e fenda le cap e extragua la aygua, o que discroba aquel am un instrument le qual es nompnat “alundat”, la forma del qual vindra am las formas dels autres instruments en le capitol le qual es aprop aquest.	And if the head of the boil is large, or you encounter constriction during exudation, or water is tightly sealed in the head, then you must insert between the fingers and split the head to drain the water, or you should scrape it with an instrument called “alundat,” the form of which will come with the forms of other instruments in the chapter that follows this one.
E semblantment fassa si·l fet es de gran cap per natura: e lahoras cove que inscida aquel am algematu, o que prengua aquel am alunda ayssi cum havem dit; e aprop extra les osses am les forceps.	And similarly, if the boil has a large head by nature, then you must incise it with a scalpel, or take it out with an alundat as we have said; and then remove the bones with forceps.
E si le cap es eyssit e es coartat deves la furcula, lahoras sia fendut entro que la humiditat la qual es en le pietz sia efunduda.	And if the head has emerged but is constricted by the skin, then it should be split open so that the moisture within the foot can be released.
Mays si no es complicat, ni obezeys a eyssiment, lahoras tu inscideys le cap tantost segon que a tu sira possible.	But if it is not complicated and does not require exudation, then you should incise the head as soon as it is possible for you to do so.
E si le dejos del ventre es apostemat o es en lu ydropici, lahoras cove que tu perfores aquel entro que corro la humiditat que es en lu.	And if the lower part of the abdomen is affected by an abscess or is dropsical, then you must perforate it so that the fluid within can be drained.
Mays si le fet es sobre les sieus pes, lahoras la atraccio de lu es leugiera e la direccio de lu a la boca de la mayre es leugiera.	If the condition affects the patient's feet, then the attraction of it is slight and the direction towards the mouth of the vein is mild.
Mays si es coartat deves le ventre e·l pietz, lahoras cove que tu extraguas aquel am drap le qual auras envolopat sobre la tua ma, e que fendes le ventre e·l pietz entro que corra aquo que es en aquels.	And if the abdomen and feet are constricted, then you must extract that with cloth which you will have wrapped around your hand, and you should cut open the abdomen and feet so that what is inside may flow out.
Mays si les autres membres so ostatz e torna le cap, lahoras la metrona entrometa la ma senestra; mays si la boca de la mayre es huberta, lahoras intrometa la ma en le preon de layre, e cerque am aquela le cap, e atira aquel am les ditz entro a la boca de la mayre, e aprop entrometa en lu un unci, o dos uncis, e atire lu am aquels.	And if the other limbs are stuck and the head turns back, then the midwife inserts her left hand; but if the mother's womb is closed, then she inserts her hand into the groin area, and with that hand seeks the head, and pulls it in with her fingers towards the mouth of the mother, and then inserts one ounce or two ounces into it, and pulls it out with those. 
E si la boca de la mayre es coartada per apostema caut le qual accideys a l’u, lahoras cove que no sia trebelhat sobre lu; abantz cove lahoras aministrar efusio de causas humidas grassas.	And if the mouth of the wound is constricted by an abscess that has occurred at the site, then it should not be disturbed; first, you must administer a poultice of moist and fatty substances.
E aministre emplastres; e segua le pacient en ayguas que mollifican e humectan.	And administer plasters; and follow with baths that soften and moisten the patient.
E si le fet es sobre le sieu costat, lahoras si possible es, sia agulat: e sia aministrat aquo que havem dit en le fet viu.	And if the procedure is on the patient's side, then it should be punctured with a needle: and administer what we have said to the living wound.
E si aquo no es possible, lahoras sia inscidit en pessas, e sia extrayt.	And if this is not possible, then it should be cut into pieces and extracted.
E cove que non layssas alcuna causa dedintz de la segondina.	And it is necessary that you do not leave any cause inside the second layer.
