Praefatio.	Foreword.
Quod si est ex Fistulis aliqua cuius profunditas non peruenit ad haec loca quae dixi: et speras, et confidis in curatione eius, et uis peruenire ad cognitionem illius, tunc accipe tentam ex aere, aut ferro, si Fistula tendit secundum rectitudinem, et perquire eam cum ipsa.	But if it is from Fistulas of a certain profundity that does not extend to those places which I mentioned; and you hope and trust in its cure, and wish to penetrate to the knowledge of it, then take a probe made of copper or iron, if the Fistula tends according to straightness, and explore it with the same.
Si autem in Fistula est tortuositas, tunc inuestiga eam cum tenta de plumbo subtili.	If there is a twisting in the fistula, then probe it with a thread of lead that has been subtly divided.
Quoniam plumbum cum lenitate sui corporis alleuiatur, et curuatur circa tortuositatem.	Because the lead, with its own slight softness, adapts to the body and curves around the twisting.
Quod si Fistula est habens orificia multa, non est tibi possibile ut significes super eam cum tenta.	What if the fistula has many openings, it is not possible for you to mark it out with a thread.
Clisteriza ergo ex eis orificium ex orificiis suis.	Therefore, probe through one of its openings, from its own openings.
Nam humiditas qua clisterizas ipsum, uadit uersus orificia alia, et currit ex eis.	For the moisture where you probe it, leads towards other openings, and flows out through them.
Deinde exquisite inquire secundum quem modum est tibi possibile: ut cognoscas quod illic est os, aut neruus, et est Fistulae concauitas longinqua, aut propinqua: aut est Fistula una cui sunt orificia multa, et sta super totum illud, cum summa fortitudinis tuae: cum interrogatione tua, qua interrogas infirmum, et inuentione doloris apud compressionem cum manu tua super locum, et similibus ex significationibus et caussis accidentibus apostemati.	Then, you should carefully inquire according to which method is possible for you: so that you may know what is there, whether it is a bone, or a nerve, and the fistula is concave and far off, or near; or if it is a fistula with many openings, and stands throughout all of it, with the greatest strength of yours; with your questioning, in which you question the weak, and in the discovery of pain upon compression with your hand over the place, and similar signs and accidental causes are apparent.
Cum ergo steteris super omnia illa statione uera, tunc uade ad curationem secundum confidentiam: et est, ut consideres tunc, si est Fistula propinqua apparens, aut in loco saluo longinquo a iunctura, aut a neruo, aut arteria, aut uena, aut uno locorum quae dixi tibi: tunc seca Fistulam secundum quod praemissum est ex narratione mea, et aufer quod est in ea ex filtratione, et carnibus corruptis, quod nascitur in orificio eius ex carne, aut thelul, et similibus: et cura ipsam, donec sanetur.	When you stand therefore over all those true stations, then proceed to curation according to confidence: and it is, that you may consider then, if the fistula appears near, or in a healthy place far from a junction, or from a nerve, or artery, or vein, or one of the places which I have told you about: then cut the fistula according to what has been previously mentioned in my narrative, and remove what is in it through filtration, and corrupt flesh, which is born in its opening from the flesh, or thelul, and similar things: and heal it, until it becomes healthy.
Si autem Fistula est longinquae profunditatis, et est secundum rectitudinem: tunc oportet ut seces eam in profundo quantum est tibi possibile.	If the fistula is of great depth and is according to straightness: then it is necessary that you cut it as deeply as possible.
Deinde mundifica ipsam ex omnibus carnibus eius corruptis.	Then cleanse it of all its corrupted flesh.
Deinde administra licinia inuoluta in medicinis acutis: et intromitte ea usque ad concauitatem Fistulae quam comprehendisti cum ferro: fac cum ea illud aliquotiens, donec corrodat medicina acuta totum quod remansit in concauitate Fistulae ex corruptione.	Then administer enwrapped licinia in sharp medicines: and introduce them up to the concavity of the fistula which you comprehended with the iron: do it several times, until the sharp medicine corrodes all that remains in the concavity of the fistula from the corruption.
Deinde restaura ipsam cum unguentis quae generant carnem sanam, donec sanetur.	Then restore it with ointments that generate healthy flesh, until it is healed.
Si uero non sanatur per illud, tunc cauteriza ipsam secundum quod narrauimus.	If, however, it does not heal through that, then cauterize it according to what we have narrated.
Si ergo caussa Fistulae est os, et certificatur apud te illud: tunc inquire ipsum, et seca ipsum secundum quod narraui tibi: si non prohibet te aliquid ex uena, aut neruo, aut membro principali, sicut diximus.	If, therefore, the cause of the fistula is bone, and it is certified by you in that respect: then investigate it, and dissect it according to what I have narrated to you: if nothing prohibits you from a vein, or nerve, or principal member, as we have said.
Si ergo detegitur tibi os, et est in eo quiddam corruptionis, et nigredinis: tunc rade ipsum, donec auferatur corruptio eius tota.	If, therefore, the bone is disclosed to you, and there is something of decay in it, and blackness: then scrape it, until all the corruption is removed.
Deinde cura ipsum cum eo quod incarnat ipsum, donec sanetur.	Then treat it with that which puts flesh on it, until it is healed.
Quod si non sanatur, et emittat pus sicut faciebat: tunc scias, quod tu non peruenisti ad totam eradicationem corruptionis.	What if it does not heal, and emits pus as it was doing: then know that you did not reach total eradication of the corruption.
Detege ergo super illud secundo, et exquisite fac rasionem eius, et mundificationem ipsius cum ultima fortitudine tua.	Therefore, uncover again on top of it a second time, and make a precise examination of its reasoning, and cleansing of the same with your utmost strength.
Deinde restaura ipsum.	Then restore it.
Si ergo sanatur, bonum est: et si non, tunc scias quod illa corruptio est in profunditate longinqua corporis, quam non es consecutus.	If, therefore, it is healed, that is good: and if not, then know that the corruption is deep within the body, which you have not reached.
Non est ergo tibi in ea ingenium, nisi dimittere ipsam naturae.	There is no ingenuity for you in this case, unless you abandon it to nature.
Quod si corruptum est os paruum, et est possibile tibi, attrahe ipsum cum forficibus subtilibus quae conueniunt ad illud.	What if the small bone is corrupted, and it is possible for you, extract it with subtle forceps that are suitable for that.
Si autem sunt ossa multa, tunc exquisite fac attractionem eorum omnium, neque dimittas ex eis aliquid cum tua fortitudine.	If, however, there are many bones, then make an exact extraction of all of them, and do not leave anything out with your strength.
Si uero contrarietatem facit tibi aliquid ex humiditatibus, et non est in incisione eorum timor, uel error: tunc incide illas humiditates et carnes, si sunt illic, et libera ossa.	If, however, something opposes you from the moistures, and there is no fear of cutting into them, or error: then cut into those moistures and flesh, if they are there, and free the bones.
Si uero non est tibi praeparatio auferendi ossa ex hora tua, tunc pone super uulnus quod putrefaciat ipsum: et dimitte ipsum, donec putrefiat quod est in circumitu illorum ossium ex carnibus et humiditatibus.	If, however, you do not have the preparation to remove the bones at that time, then put on the wound what will putrefy it: and leave it, until what is around those bones putrefies from the flesh and moistures.
Et custodi uulnus ut non consolidetur.	And take care that the wound is not consolidated.
Et constringatur sectio quam tu secuisti in operatione tua.	And let the incision be constricted as you have divided in your operation.
Imo pone super ipsum, si times, cotum submersum sulfure trito cum oleo: aut cotum submersum in unguento aegyptio, aut aliquo unguentorum uiridium.	Apply to the same place, if there is pain, a burnt coton soaked in sulfur mixed with oil; or a burnt coton soaked in Egyptian ointment, or some other green ointments.
Nam quando putrefient illae scilicet humiditates, et separantur ex eis ossa, alleuiatur ablatio eorum, et ipsorum attractio.	For when those parts putrefy, namely the moistures, and the bones are separated from them, their removal is alleviated, and their attraction.
Si autem est os unum magnum, sicut os cruris, aut os coxae, et similia illis, et quod ex eo corruptum est, est pars magna: tunc rade ipsum rasione ultima, donec auferatur illa nigredo et corruptio.	If there is a large bone, such as the thigh bone or hip bone, and similar ones, and what has become corrupted from it is a great part: then scrape that very bone with a final scraping, until that blackness and corruption are removed.
Deinde restaura uulnus.	Then restore the wound.
Si uero quod est in eo corruptum, est pars magna, et corruptio iam consecuta est medullam ossis, tunc necesse est serrare ipsum, et incidere ipsum totum usque ad locum, ubi peruenit corruptio: tunc cura ipsum, donec consolidetur.	If what is corrupted in it is a great part, and the corruption has already reached the marrow of the bone, then it is necessary to saw it, and cut into the whole thing up to the place where the corruption reaches: then treat it, until it is consolidated.
Et ego narro tibi zuken, quae accidit uiro in crure suo: ut ponas ipsam exemplum et adiutorium super operationem tuam.	And I relate to you a case that happened to a man on his thigh: so that you may put it as an example and aid on your operation.
Fuit uir iuuenis aetate circiter triginta annos, cui accidit dolor in crure suo, a caussa quae mota est super ipsum intra corpus, id est, ab interioribus, donec peruenerunt materiae ad crus, et apostematum est apostemate magno: et non fuit ei caussa extrinseca.	There was a young man of about thirty years of age, to whom a pain occurred in his thigh, from a cause that was moved upon it within the body, that is, from the interior, until the matters reached the thigh and became an abscess with a large swelling: and there was no external cause for him.
Extensum est ergo cum eo tempus cum errore medicorum, donec apertum est apostema, et concurrerunt cum eo materiae multae.	It was extended therefore with him for a long time with the error of the doctors, until the abscess opened, and many matters flowed together with it.
Et postposita est curatio eius, donec fistulatum est crus, et facta sunt in eo orificia multa: quae omnia emittebant pus, et humiditates corporis.	And his treatment was put off, until the thigh became fistulous, and many openings were made in it: which all emitted pus, and bodily moistures.
Curauit ergo ipsum multitudo medicorum circiter duos annos, et non fuit in eo sapiens in arte manus, donec uocatus sum, et uidi crus eius, et materias quae currebant ex illis orificiis cursu magno: etiam omne uiri corpus iam tabuerat, et color eius citrinus erat.	Therefore many doctors treated him for about two years, and there was no one skilled in the art of healing, until I was called, and I saw his thigh, and the matters that were flowing out from those openings in a great stream: also the whole body of the man was already weakened, and his color was citrine.
Intromisi ergo tentam in uno locorum orificiorum, et peruenit tenta ad os.	I will introduce a probe through one of the openings and it will reach the bone.
Deinde perscrutatus sum orificia omnia: et inueni ea peruenire ad se inuicem ex omnibus partibus cruris.	Then I carefully examined all the openings, and I found that they reached the wound from every part of the leg.
Properaui ergo, et secui super unum illorum orificiorum, donec detexi partem ossis: et inueni ipsum corruptum: quod iam corrosum erat, et denigratum, et putruerat, et perforatum erat, donec penetrauerat usque ad medullam.	I made an incision, and I cut above one of the openings, until I reached a part of the bone: and I found it corrupted; for it was already decayed, blackened, putrid, and perforated, until it had penetrated to the marrow.
Serraui ergo quod detectum est mihi, et praeparatum ex osse corrupto.	I removed what I had discovered, and prepared it from the corrupted bone.
Et deputaui, quod non esset in osse nisi illa corruptio, quam abscidi, et serraui.	And I put aside what was not in the bone except that corruption which I had cut away and removed.
Et ego iam eradicaueram eam.	And I had now eradicated it.
Deinde posui restaurationem uulneris cum medicinis consolidatiuis spacio longo.	Then I applied a dressing to the wound with consolidating medicines for a long period of time.
Et non est consolidatum.	And it was not consolidated.
Deinde tentaui, et detexi super os secundo supra detectionem primam: et inueni corruptionem continuam cum osse: et serraui quod apparuit mihi etiam ex illa corruptione.	Then I probed again, and I reached above the bone a second time, above the first discovery: and I found a continuous corruption with the bone; and I removed what appeared to me also from that corruption.
Deinde conatus sum restaurationem eius.	Then I attempted to restore it.
Et non est restauratum.	And it was not restored.
Detexi ergo super ipsum iterum, et non cessaui incidere os particulatim, et conari restaurationem eius: et non est restauratum, donec incidi ex osse circiter palmum unum, et extraxi illud cum medulla sua.	I reached above it again, and I did not cease to cut into the bone in parts, and to try to restore it: and it was not restored, until I cut out about a handful from the bone, and extracted it with its marrow.
Deinde restauraui ipsum cum medicinis, et consolidatum est uelociter, et sanatum: et non fuit necessaria haec iteratio in operatione eius, et sectione ipsius, nisi propter dispositionem debilitatis infirmi, et paucitatem tolerantiae eius, et timorem meum super ipsum de morte: quoniam accidebat ei in omnibus horis ex superfluitate euacuationis syncopis mala.	Then I restored it with medicines, and it was consolidated quickly, and healed: and this iteration was not necessary in the operation, and section of itself, except due to the disposition of debilitated infirmity, and scarcity of its tolerance, and my fear concerning its death: because there was a risk to it at all times from an excess of bad evacuation of syncopic flux.
Sanatus est ergo sanatione integra: et nata est in loco ossis caro dura, et bona facta est dispositio in corpore suo, et rediit uirtus eius: et conuersatus est in dispositionibus suis: et non fecit ei contrarietatem in ambulatione nocumentum omnino.	It was therefore fully healed: and a hard, fleshy growth was born in the place of the bone, and a good arrangement was made in its body, and its strength returned: and it was established in its dispositions: and it did not cause any impediment to its walking.
Si autem os eminens in loco corporis iam fractum est: tunc oportet ut serres ipsum, secundum hunc modum: et est: ut accipias ligamentum, et stringe ipsum in extremitate ossis eminentis: et praecipe alicui, qui extendat ipsum ad sursum: et pone ligamentum aliud ex lana grossius ligamento primo.	If the prominent bone in the body part is already fractured, then it is necessary to treat it in this way: take a bandage and bind it around the extremity of the prominent bone; and place a pad, which extends it upwards; and put another bandage over the first one made of thicker wool.
Deinde liga ipsum super carne, quae est suh osse: et extende extremitatem eius, ut trahas carnem ad inferiora: et tu detegis carnem super locum quem uis serrare, ut non laedat Serra carnem.	Then bind it over the flesh that is above the bone; and extend its extremity so that you draw the flesh downwards; and take care to detect the flesh in the place where you want to make an incision, so that the incision does not harm the flesh.
Pone lignum, aut tabulam sub osse inferius decenter: quoniam quando facis illud, non prohibetur quin secet carnem corruptam.	Put a splint or a plate under the bone below, because when you do that, it does not prevent the corrupted flesh from being cut.
Et oportet ut sit Serratura super locum corruptum parumper, ut non sit in concauitate ossis corruptio: et non appareat in apparitione sua sensui, et cogat ad Serraturam sui uice alia.	And it is necessary for the incision to be above the corrupted place for a short time, so that the corruption of the bone does not spread; and it does not appear in its appearance, and it will not lead to another incision.
Quod si os est corruptum, et non est eminens, imo continuatur pars eius cum parte: et corruptio est in medio eius, aut in parte ipsius: tunc detege carnem ab omnibus partibus totam.	If the bone is corrupted and not prominent, but rather continues as a whole with its part, and the corruption is in the middle of it or in its own part, then remove the flesh from all sides completely.
Deinde pone lignum inferius.	Then put a splint below.
Postea serra illud ex parte prima, ubi est corruptio, donec continuetur Serratura ex parte altera: et sit Serratura secundum longitudinem a corruptione parumper, secundum quod diximus.	After that, make an incision from the first part where the corruption is, until the incision continues from the other part; and let the incision be according to the length of the corruption for a short time, as we have said.
Quod si corruptio est in iunctura, incide ipsam iuncturam corruptam, et serra os ubi continuatur ex parte altera.	If the corruption is in the joint, cut through the corrupted joint, and make an incision in the bone where it continues from the other part.
Si uero corruptio est in continuatione duarum iuncturarum, tunc non est in ea ingenium nisi abrasio.	If indeed the corruption is in the continuation of two joints, then there is no remedy for it except scraping away.
Quod si corruptio est in pectine manus, aut in pectine pedis: tunc res in eo est difficilis ualde.	If the corruption is in the comb-like structure of the hand or in the comb-like structure of the foot, then the treatment for it is very difficult indeed.
Verum oportet, ut inquiras corruptionem qualiter appareat tibi.	However, it is necessary to investigate the corruption as it appears to you.
Et abradas eam, et mundes ipsam secundum quamcunque dispositionem tibi possibile est, et cum quocunque ingenio rectificatur tibi: quando non facit tibi contrarietatem Vena, aut Neruus.	And you should anoint it and cleanse it according to whatever possible disposition is for you, and with whatever craft is rightly directed towards you, when it does not cause opposition from the Vein or Nerve.
Et scias quod incisoria, et Serrae ad incidendum ista ossa sunt multa, secundum situm ossium, et praparationem eorum, et ipsorum grossitudinem, et subtilitatem eorum, et magnitudinem, et paruitatem ipsorum, et duriciem ipsorum, et eorum raritatem.	And you should know that the incisions and saws for cutting into these bones are many, according to the position of the bones, and their preparation, and their thickness, and their subtlety, and their size, and their smallness, and their hardness, and their rarity.
Quapropter oportet, ut praepares omni speciei operationis instrumentum conueniens ad illam operationem.	Wherefore it is necessary that you prepare an instrument of every species of operation convenient to that operation.
Et scias, quod operationes istae significant tibi super speciem instrumenti quo indiges, quando tecum est studium longum.	And you should know that these operations signify to you the type of instrument which you need, when there is a prolonged study with you.
Et cognitio modorum huius artis, testimonium modorum aegritudinum: tunc enim iam inuenies per teipsum illud quod conuenit ei ex instrumentis ad omnem infirmitatem.	And knowledge of the methods of this art is a testimony to the methods of health; for then you will already have found through yourself that which is convenient to him from the instruments for every infirmity.
Et ego sum firmans tibi in ultimo huius capituli numerum instrumentorum, quae pones exempla super quae incides, et probationem qua experiaris super alia.	And I am setting forth to you at the end of this chapter a number of instruments, which you will put as examples on those which you cut into, and a test which you experience on others.
Forma Serrae.	The form of the Saw.
Forma alterius Serrae.	The form of another Saw.
Forma Serrae alterius.	The form of a different Saw.
Forma Serrae alterius.	The form of another Saw. (same translation as before)
Haec forma Serrae depicta, sit decenter facta.	This form of the Saw depicted, is one made with skill.
Fiat arcus eius superior, acuitas eius ex ferro: et manubrium eius ex buxo, et sit pyramidale decenter factum.	Let its upper curve be sharp, made of iron; and its handle from boxwood, and let it be a well-made pyramid.
Forma Rasorii iuncturarum.	The form of the Razor for joints.
Sit caput huius Rasorii, secundum formam capitis claui stellati: et puncta eius sint secundum formam punctorum elischetfegi.	Let the head of this Razor be according to the form of a star-shaped key: and its points be according to the form of Elschotz's fleam.
Et non conuenit, nisi ut fricentur cum eo capita iuncturarum, quando corrumpuntur, aut os amplum, et magnum est.	And it is not suitable unless the heads of the joints are rubbed with it, when they become corrupted, or the bone is large and massive.
Forma maioris Rasorii.	The shape of the larger rasp.
Forma medii Rasorii.	The shape of the medium rasp.
Forma Rasorii lati.	The shape of the broad rasp.
Forma Rasorii in quo est concauitas.	The shape of the rasp in which there is a concavity.
Forma Rasorii alterius subtilis.	The shape of the other subtle rasp.
Forma Rasorii alterius curuatae extremitatis.	The shape of the rasp of the curved extremity.
Forma Rasorii parui, subtilis tentae.	The shape of the small rasp, subtle for stretching.
Forma Rasorii cum quo inciduntur ossa.	The shape of the rasp with which bones are sawed.
Forma etiam Rasorii magni.	The shape also of the large rasp.
Hoc similatur Radio, et extremitas est sicut Serra: exhibetur in locis multis ex rasione ossium.	This is similar to a file, and the extremity is like a saw: it is shown in many places for filing bones.
Forma Rasorii quod conuenit ad rasionem eius quod perforatum est ex ossibus.	The shape of the rasp that is suitable for filing what is perforated from bones.
Extremitas eius triangula, acutarum est extremitatum.	Its extremity is triangular, and it has a sharp point.
Fit ex Indi.	It was made in India.
Et similiter oportet, ut fiant omnia quae diximus ex Rasoriis, et Incisoriis, et Serris.	And similarly it is necessary that all things which we have spoken about are made from rasps, and incisors, and saws.
¶ De incisione extremitatum, et Serratura ossium.	Concerning the cutting of extremities and the sawing of bones.
Caput LXXXIX.	Chapter 89.
Putrefiunt extremitates, aut ex caussa extrinseca, aut intrinseca.	The extremities putrefy, either from an external cause or an internal one.
Cum ergo medicatus fueris illam corruptionem curatione medicinarum, et non confert curatio: et uides corruptionem incidere in membrum, quam non repercutit aliquid: tunc oportet ut incidas illud membrum usque ubi consequitu corruptio, ut euadat infirmus per illud a morte, aut a malicia quae est maior defectu membri.	When therefore you have treated that corruption with medicinal cures and it does not respond to treatment: and you see the corruption spreading in the limb, which does not allow anything to penetrate: then it is necessary to cut into that limb up to where the corruption reaches, so that the patient may be freed from death or from the evil which is a greater defect of the limb.
Et signum cui accidit illud est, quod denigratur membrum, donec putetur: quod ignis combussit ipsum, aut putrefit post nigredinem: donec inciditur illa putredo usque ad illud quod sequitur illud membrum, et serpit in totum corpus.	And the sign that it has reached this point is that the limb turns black, until it becomes putrid: as if fire had burned it, or it had rotted after turning black: until the putrefaction is cut away up to what follows in the limb, and spreads into the whole body.
Propera ergo cum incisione eius, et similiter si caussa corruptionis est a percussione quorundam uenenosorum: sicut scorpionis marini, et uiperae, et rutellae, et similium.	Therefore it is necessary to make an incision with that, and similarly if the cause of the corruption is from the bite of certain venomous animals: such as the marine scorpion, and the viper, and the rutella, and similar ones.
Si ergo corruptio, aut percussio est in extremitate digiti, tunc incide digitum, et non des spacium corruptioni, ut incedat usque ad reliquam manum.	If therefore there is a corruption or bruise on the extremity of the finger, then cut into the finger, and do not leave space for the corrupted part to spread to the rest of the hand.
Et similiter si accidit in manu, tunc incide eam ex radice focilis, et non des spacium corruptioni, donec capiat in focili brachii.	And similarly if it happens in the hand, then cut into it from the root of the affected part, and do not leave space for the corrupted part to spread to the forearm.
Et si inuadit in eo, tunc incide brachium apud cubitum in iunctura sua.	And if it has invaded that, then cut into the arm at the elbow in its joint.
Si autem pertransit corruptio, et uides eum circiter cubitum: tunc in illo est mors infirmi.	If however the corruption has spread, and you see it surrounding the elbow: then there is certain death for the patient.
Et administrare praeter illud ex curatione, est quantitas uirtus.	And to administer beyond that from the treatment, is a quantity of strength.
Et similiter fac de pede, quando inuadit corruptio in digito, tunc incide ipsum apud unum nodorum: et si capit in pectine pedis, tunc incide pedem totum.	And similarly do with the foot, when corruption has invaded the toe, then cut into it at one of its nodes: and if it takes hold in the arch of the foot, then cut off the entire foot.
Si autem ascendit ad genu, tunc incide crus apud iuncturam genu.	If however it ascends to the knee, then cut into the leg at the joint of the knee.
Quod si corruptio iam peruenit supra genu, tunc non est in ea ingenium, nisi dimissio, et relinquere infirmum morti.	Since if the corruption has already reached above the knee, then there is no ingenuity in that, unless abandonment and leaving the patient to death.
Et modus incidendi membrum, aut serrandi ipsum est, ut stringas ligamentum in inferiori, quem uis incidere: et stringe ligamentum aliud supra locum.	And the method of cutting into a limb or sawing it is to tighten a ligature below, which you wish to cut: and tighten another ligature above the location.
Et extendat minister ligamentum unum ad inferiora: et extendat minister aliud ligamentum superius ad sursum.	And the assistant stretches one ligature downwards to the lower parts: and the assistant stretches another ligature upwards to the upper parts.
Et tu separa carnem quae est inter duo ligamenta, cum Spatumili lato, donec detegatur caro tota.	And you separate the flesh that is between the two ligatures, with a spatula laid flat, until the entire flesh is exposed.
Deinde incidatur, aut serretur.	Then it should be cut, or sawn.
Et oportet, ut ponas ab omnibus partibus pannum lini, et non tangat Serra locum sanum: et accidat infirmo laesio addita, et apostema calidum.	And it is necessary to put a linen cloth around all parts, and the saw should not touch the healthy place: and the patient may suffer additional harm, and a hot aposteme.
Si autem accidat fluxus sanguinis interius dum operaris, tunc cauteriza locum uelociter: aut pone super ipsum quosdam pulueres abscindentes sanguinem.	If however a flow of blood occurs internally while operating, then cauterize the place quickly: or apply some powders that absorb the blood to it.
Deinde redi ad medicationem tuam, donec compleatur.	Then return to your medication, until it is complete.
Deinde liga membrum uulneratum cum ligamento conueniente ei, et cura ipsum, donec sanetur.	Then bind the wounded member with a suitable bandage, and care for it, until it heals.
Et ego narro tibi quod accidit uiro in pede suo, hoc idem accidens quod narro tibi.	And I will tell you what happened to a certain man with his foot, this very thing that I am telling you.
Quod est, quia accidit in pede suo nigredo, cum adustione quae assimilatur combustioni ignis: et corruptio illa in primis accidit in digito suo, donec coepit pedem totum.	What happened was that his foot became blackened, with a kind of burning that resembled fire: and the corruption first occurred on his toe, until it took over the entire foot.
Properauit ergo uir ex seipso, postquam uidit corruptionem incidere in membro cum uehementia eius, quod inuenit ex dolore, et adustione eius: et incidit ipsum apud iuncturam, et sanatus est.	Therefore, the man was freed from himself, after he saw that the corruption was spreading to his limb with its ugliness, which he found from the pain and burning: and it ceased at the joint, and he was healed.
Et postquam praeteriit ei tempus longum, accidit ei illa eadem corruptio in digito manus suae indice.	And after a long time had passed for him, that same corruption happened to him again on the index finger of his hand.
Venit ergo ad me, et conatus sum recuperare illam superfluitatem cum eo quod posui super manum ex medicinis post mundificationem corporis eius: et non repercussa est superfluitas, et coepit incedere in digitum alium: donec coepit coruptio in manum.	He came to me, and I tried to remove that excess with what I had placed on his hand from my medicines after purifying his body: but the excess did not recede, and began to spread to another finger: until the corruption began on his hand.
Vocauit ergo me, ad incidendum manum eius: et nolui illud, sperans ex me super repercussionem illius superfluitatis: et timui etiam super ipsum apud incisionem manus eius mortem.	He called upon me to cut off his hand: and I was unwilling to do that, hoping for a retraction of that excess from me: and I also feared death itself at the cutting of his hand.
Quoniam uirtus uiri erat super casum.	Because the man's strength was superior in the case.
Postquam ergo desperauit de me, reuersus est ad terram suam: et peruenit ad me de eo, quia properauit, et incidit manum suam totam: et sanatus est.	After he despaired of me, he returned to his own land: and he came back to me about it, because he was freed, and his whole hand was cut off: and he was healed.
Et non attuli hanc narrationem, nisi ut sit adiutorium super illud quod cadit de genere huius aegritudinis: et ut sit significatio qua significetur, et secundum quam agatur.	And I did not add this narrative, unless it should be an aid concerning that which falls out from this kind of illness: and so that it might be a signification by which it is signified, and according to what is done.
¶ De cura Sinuum, et qualitate clisterizationis cum medicinis.	Of the treatment of wounds, and the quality of cleansing with medicines.
Caput XC.	Chapter 90.
Quando accidit apostema in quibusdam membris carnosis, et prolongatur spacium apostematis, donec collectionem facit saniei: deinde rumpitur, aut perforatur, et egreditur quod in eo est ex sanie, et remanet locus uacuus quasi sit uas: et cutis quae est super ipsum sicut pannus qui iam subtiliatus est: et non peruenit ad ultimum in corruptione sua, neque imprimit in os, neque in neruum, neque in ligamentum: meretur ut nominetur Sinus: et non nominatur Fistula: uerumtamen si prolongatur spacium eius, donec imprimat corruptio in aliquid horum membrorum, tunc nominatur Fistula, aut zuken.	When an abscess forms in certain fleshy members and the space of the abscess is prolonged, until it collects pus: then it bursts or perforates, and what was in it exits, leaving a vacant space as if it were a vessel; and the skin that is above it is like a thin membrane that has been stretched out; and it does not reach its ultimate corruption, neither in the mouth nor in the nerve, nor in the ligament: it deserves to be called a Sinus; and it is not called a Fistula. However, if its space is prolonged until it impresses corruption on one of these members, then it is called a Fistula or zuken.
Et cura eius est, ut incidas illam cutem totam sicut reuoluitur: et praecipue quando subtiliata est, et facta sicut pannus: et confidis quia non aaehaeret cum loco, propter corruptionem suam.	And its treatment is to cut away the entire skin as it revolves; and especially when it has been stretched out and made like a thin membrane; and you should be confident that it will not adhere to the place, on account of its own corruption.
Si autem speras quod adhaereat cutis, et non consequitur ex eo corruptio illa ultima consecutione: et si in cute est spissitudo ex carne, tunc cura ipsum cum Clisteri: et est, ut consideres ad Sinum.	But if you think that the skin will adhere and the ultimate corruption does not follow from it as a consequence; and if there is thickness in the skin from the flesh, then treat it with suppositories; and it is, as if you were treating a Sinus.
Tunc si est magnus, et pus quod emittitur ex eo est foetidi odoris: tunc clisteriza ipsum cum medicamine aegyptio, quod est aceti, et olei, et ziniar, partes recipiens aequales, aggregentur in uase: et decoquantur super ignem, donec rubeat medicamen: et ueniat in spissitudinem mellis.	Then if it is large and the pus that is emitted from it has a foul odor; then inject it with an Egyptian medicine, which is made of acetum (vinegar), oil, and zuinar (a type of resin), taking equal parts, mixed together in a vase; and they are decocted over fire until the medicine becomes red-hot; and it penetrates into the thickness of the honey.
Deinde accipe ex eo quod tibi necesse est: et dissolue ipsum cum aqua et melle, et clisteriza cum eo Sinum: et stringe orificium eius, et dimitte medicinam in eo ad quantitatem duarum horarum.	Then take from it what is necessary for you; and dissolve it with water and honey, and inject it into the Sinus; and close its opening, and leave the medicine in it for a period of two hours.
Deinde extrahe ipsum cum expressione: fac illud diebus tot, donec mundificetur Sinus, et remoueatur foetor.	Then extract it with pressure: do this for several days, until the Sinus is cleansed and the foul odor is removed.
Et quandoque clisterizatur cum aqua cineris, quando non est tibi praesens hoc medicamen: et est, ut accipias cinerem lignorum uitis, aut cinerem ex lignis ilicis: et proiicias super eam aquam.	And when you inject with water of ashes, when this medicine is not present to you: and it is, that you should take the ash of vine wood or the ash of holm oak wood; and you pour it over the water.
Deinde cola eam, et clisteriza cum ea, donec confidas quod Sinus iam ablutus est.	Then strain it, and inject with it, until you are confident that the sinus is already cleansed.
Quod si infirmo non est tolerantia super medicamen aegyptium, neque aquam cineris, tunc clisteriza ipsum cum aqua et melle, cui iam permixtum est aliquid ex ziniar contrito.	What if the patient is not tolerating the Egyptian medicine, nor the water of ashes, then inject it with water and honey, to which something has already been mixed from crushed zuinar.
Aut clisteriza ipsum cum melle et uino permixtis, quoniam de proprietate mellis est, ut mundificet, et abluat: et uinum facit adhaerere Sinum, praecipue quando in uino est superfluitas stipticitatis et siccitatis.	Or inject it with honey and mixed wine, because of the property of honey that cleanses and washes; and the wine makes the sinus adhere, especially when there is an excess of dryness and roughness in the wine.
Cum facis illud aliquotiens, et confidis quod Sinus corruptio iam remota est: tunc clisteriza ipsum cum eo quod facit nasci carnem in eo.	When you do that several times, and are confident that the corruption of the sinus is already removed: then inject it with what causes flesh to grow in it.
Et est, ut accipias ex emplastro dyafinicon: et dissoluas ipsum cum oleo rosato, et uino stiptico: aut clisteriza ipsum cum quibusdam medicinis, et unguentis aliis, quorum proprietates scripsi in tractatu unguentorum.	And it is, that you take from the emplaster dyafinicon; and dissolve it with rose oil and wine of astringency; or inject it with certain medicines and other ointments, whose properties I wrote about in the treatise on ointments.
Quod si orificium Sinus est strictum, in quo non capit cannula clisteris: tunc amplifica ipsum cum ferro parumper: aut pone in ipso licinium inuolutum in unguento aegyptio, aut in unguento basilicon, donec amplificetur.	What if the orifice of the sinus is narrow, in which the cannula of the injection does not fit: then enlarge it with an iron instrument for a short time; or put in that same licinium wrapped in Egyptian ointment, or in basilicon ointment, until it is enlarged.
