Praefatio.	Foreword.
Deinde liga ipsum in instrumento: et fac cum eo sicut fecisti cum uesica ex expressione cum manu tua, donec perueniat humiditas ad uesicam.	Then tie it to the instrument: and do with it as you did with the bladder from expression with your hand, until the moisture reaches the bladder.
¶ De extractione Lapidis.	Of the Extraction of a Stone.
Caput LX.	Chapter 60.
Iam diximus in diuisione species Lapidis, et curationem eius cum medicinis: et dixi differentiam inter Lapidem generatum in renibus, et uesica, et signa illius totius: et dixi Lapidem in quo cadit operatio cum manu et sectio: et est Lapis generatus in uesica proprie: et ille qui figitur in uirga: et ego sum narrans illud cum expositione manifesta et abbreuiatione.	I have described in the division of species of stone, and its treatment with medicines; and I have described the difference between a stone generated in the kidneys, and in the bladder, and its signs in the whole body; and I have described the stone on which the operation falls with hand and section; and it is a stone generated in the bladder properly; and he who is struck by the rod; and I am narrating that with clear exposition and abbreviation.
Dico ergo, quod Lapis generatus in uesica, plurimum accidit pueris.	I say therefore, that a stone generated in the bladder, most often happens to boys.
Et ex signis eius est, quod urina egreditur ex uesica similis aquae in subtilitate sua: et apparet in ea harena alba, et fricat infirmus uirgam suam, et laborat cum ea, et multotiens pendet.	And among its signs is that the urine emerges from the bladder similar to water in its subtlety; and it appears with white sediment, and the weak rod is rubbed, and it labors with it, and often hangs.
Deinde erigitur, et egreditur cum eo anus in multis eorum.	Then it erects itself, and emerges with it to the anus in many of them.
Et est facilis sanatio puerorum, ex eo usquequo consequuntur quatuordecim annos.	And it is an easy healing for boys, from the fact that they are up to fourteen years old.
Et est difficilis in senibus.	And it is difficult in the elderly.
In iuuenibus autem est media, in eo quod est inter illud: et eius cuius Lapis est maior, curatio facilior: et si paruus, est econuerso illius cura.	In the young, however, it is moderate, in that which is between those: and whose stone is larger, the treatment is easier; and if small, its care is conversely.
Cum ergo peruenimus ad curationem, oportet in primis, ut mundificemus infirmum cum clisteri, quod extrahat totum stercus quod est in intestinis suis: ipsum enim quandoque prohibet inuentionem Lapidis apud inquisitionem.	When we arrive at the treatment, it is necessary first to cleanse the weak area with clysters, which extracts all the feces that are in its intestines; for it prevents the detection of the stone during the examination.
Deinde accipiatur infirmus cum pedibus suis, et concutiatur, et moueatur ad inferiora: ut descendat Lapis ad profundum uesicae, aut saliat de loco alto aliquotiens.	Then the weak area is taken with its feet, and it is shaken, and moved downwards; so that the stone descends to the bottom of the bladder, or jumps down from a high place many times.
Deinde fac eum sedere inter manus tuas praeparatum, et manus eius sint sub coxis ipsius, ut fiat uesica tota decliuis ad inferiora.	Then make him sit between your hands prepared, and his hands are under his hips, so that the whole bladder is inclined downwards.
Deinde perquire eum, et tange eum extrinsecus.	Then press on him, and touch him externally.
Si ergo sentis Lapidem in spacio, tunc propera statim cum sectione super ipsum.	If therefore you feel a stone in the space, then at once with haste take a section above it.
Quod si non cadat sub tactu tuo omnino, tunc oportet ut abstergas digitum indicem cum oleo manus sinistrae, si infirmus est puer: aut digitum medium si est iuuenis completus: et intromittas ipsum in anum suum, et perquire de Lapide, donec stat sub digito tuo: et conuerte eum paulatim ad collum uesicae.	What if it does not fall under your touch at all, then it is necessary that you wipe the index finger with oil of your left hand, if it is a weak boy: or the middle finger if he is a complete youth: and insert it into his anus, and feel for the stone until it stands under your finger: and turn him around slowly to the neck of the bladder.
Deinde preme super ipsum cum digito tuo, et impelle ipsum ad exteriora aduersus locus, cuius sectionem uis: et praecipe ministro, ut premat uesicam manu sua, et praecipe alii ministro, ut extendat testiculos manu sua dextra ad superiora: et alia manu sua, ut remoueat cutem, quae est sub testiculis in parte a loco in quo est sectio.	Then press on it with your finger, and push it towards the outside against the place of its section: and order the assistant to press the bladder with his hand, and order another assistant to stretch out the testicles with his right hand upwards: and with his other hand, to remove the skin which is beneath the testicles in the part where the section is.
Deinde intromitte Spatumile incidens, cuius forma haec est.	Then insert a spatula, whose shape is this.
Et finde in eo quod est inter anum et testiculos, et non in medio, ad latus natis sinistrae: et sit sectio super ipsum lapidem, et digitus tuus sit in ano: et fiat sectio transuersa, ut sit sectio exterius ampla, et interius stricta, secundum quantitatem quod sit possibile egressio Lapidis ex ea non maior.	And find in it what is between the anus and testicles, and not in the middle, towards the left side of the hip: and let the section be above the stone, and your finger should be in the anus: and let the section be transverse, so that the outer section is wide and the inner one is strict, according to the quantity that it is possible for the stone to come out from there without being larger.
Fortasse enim comprimit digitus, qui est in ano Lapidem apud sectionem, et egreditur absque difficultate.	Perhaps indeed the finger compresses, which is in the anus, the stone at the section, and it comes out without difficulty.
Et scias, quod ex Lapide est cui sunt anguli et margines, quare fit difficilis exitus eius propter illud.	And know that the stone has angles and edges, wherefore its exit is difficult because of that.
Et ex eo est lenis, similis glandulae, et rotundus: et fit facilis egressus eius.	And it is smooth, similar to a gland, and rounded: and its exit becomes easy.
Ei ergo cui sunt anguli, et margines, adde in fissura.	Therefore add to the fissure for those which have angles and edges.
Quod si non egreditur ita, tunc oportet ut ingenies super ipsum: aut stringas super eum cum gesti decenter, cuius extremitas sit sicut Luna, quae stringat super Lapidem, et non euadat ab ea: aut ut intromittas sub eo instrumentum subtile, curuatae extremitatis.	What if it does not come out thus, then it is necessary to contrive over it: or to bind around it with a gesture of decent art, whose extremity is like the Moon, which binds around the stone and does not leave it: or to insert beneath it an instrument of subtle curvature.
Si autem non potes super cum, tunc amplifica foramen parumper.	If you cannot operate above with it, then enlarge the opening a little further.
Quod si uincit te aliquid ex sanguine, abscinde ipsum cum zegi.	What if something flows from the blood, cut it off with a scalpel.
Si uero lapis est plus quam unus, tunc impelle in primis magnum ad os uesicae.	If there is more than one stone, then push the largest first into the mouth of the bladder.
Deinde incide super ipsum.	Then cut above it.
Postea impelle paruum post illud: et similiter fac si sunt plures duobus.	Next, push a small one after that; and do similarly if there are more than two.
Quod si magnus est ualde, tunc ignorantia est ut seces super ipsum sectione magna.	What if it is very large, then ignorance is to cut above it with a large section.
Quoniam accidit infirmo una duarum rerum, aut ut moriatur, aut accidit ei distillatio urinae assidua: proptera, quia non consolidatur locus omnino.	Because it happens to the weak one of two things, either that he dies or that he suffers from a continuous dripping of urine; therefore, because the place is not consolidated at all.
Verum administra expulsionem eius, donec egrediatur: aut ingenia in fractura eius cum forficibus, donec extrahas eum frustatim.	But truly administer its expulsion, until it comes out; or use your ingenuity in breaking it with forceps, until you extract it bit by bit.
Cum ergo compleueris operationem tuam, tunc imple uulnus thure, et aloe, et sanguine draconis: et stringe ipsum, et pone super ipsum pannum infusum oleo et uino, aut oleo rosato, et aqua frigida: ut sedetur apostema calidum.	When you have completed your operation, then fill the wound with turpentine, and aloe, and dragon's blood; and sprinkle it, and put on it a cloth infused with oil and wine, or rose oil, and cold water; so that a warm apostemum may be induced.
Deinde resupina infirmum super collum suum, et non soluas ligamentum, usque ad diem tertium.	Then prop up the weak person on their neck, and do not loosen the bandage, until the third day.
Cum ergo solueris ipsum, embroca locum cum aqua, et oleo multo.	When you have loosened it, bathe the place with water, and much oil.
Deinde cura ipsum cum unguento dyafinicon, et unguento basilicon, donec sanetur.	Then treat it with dyaphinicon ointment and basilicon ointment, until it heals.
Si autem accidit in uulnere apostema calidum additum, et corrosi, et illi similia: sicut si congeletur sanguis in uesica, et prohibeatur ex eo urina: et cognoscitur illud ex egressione sanguinis cum urina.	If however a warm apostemum is added to the wound, and it corrodes, and similar things; as if blood congeals in the bladder, and urine is prohibited from it; and that is recognized by the emission of blood with urine.
Intromitte ergo digitum tuum in uulnus, et extrahe illum sanguinem.	Therefore introduce your finger into the wound, and extract the blood.
Nam si remanet, prouocat ad corruptionem uesicae, et putrefactionem eius.	For if it remains, it provokes the corrosion of the bladder, and its putrefaction.
Deinde ablue uulnus cum aceto, et aqua, et sale: et oppone omni speciei cum eo quod conuenit ex curatione, usquequo sanetur.	Then apply a poultice made with vinegar, water, and salt; and oppose it to every type of wound that is suitable for its cure, until it heals.
Et oportet in horis curationis totius, ut liges duas coxas, et aggreges, caussa medicinarum quae ponuntur super locum.	And it is necessary during the hours of treatment to bind two hip bones together, and to assemble, for a cause of medicinal remedies that are placed on the spot.
Quod si lapis est paruus, et sit in meatu uirgae, et figitur in eo, et prohibetur urinae exitus: tunc cura ipsum cum eo quod narro antequam peruenias ad sectionem.	What if the stone is small and is located in the middle of the urinary tract, and it is fixed there, and prohibits the exit of urine: then cure it with what is narrowed before you arrive at the section.
Multotiens enim a sectione excusaris per hanc curationem, iam enim probaui illud.	For many times indeed you will excuse yourself from the section through this treatment, now indeed I have proven that.
Et est, ut accipias Perforatorium ex ferro alferico, cuius haec est forma, triangulatae extremitatis, acutum, fixum in ligno.	And it is, to receive a Perforator made of iron alloy, whose shape is this, a triangular pointed extremity, fixed in wood.
Deinde accipe filum, et liga cum eo uirgam sub lapide ut non redeat ad uesicam.	Then take a thread, and bind it with the hip bone under the stone so that it does not return to the bladder.
Deinde intromitte ferrum perforans in uirgam cum facilitate, donec perueniat Perforatorium ad ipsum lapidem: et reuolue Perforatorium manu tua in ipso lapide paulatim: et coneris perforationem eius, donec facias ipsum penetrare a parte altera.	Then introduce the perforating iron into the hip bone with ease, until it reaches the stone: and turn the Perforator by hand in that very stone little by little: and endeavor to make a perforation of it, until you make it penetrate from the other side.
Urina namque absoluitur statim.	The urine is indeed released immediately.
Deinde preme manum tuam super illud quod remansit ex lapide ab exteriori parte uirgae.	Then press your hand on what remains of the stone from the outer part of the hip bone.
Ipse enim frangitur, et egreditur cum urina, et sanatur infirmus.	It indeed breaks apart, and comes out with the urine, and the sick person is healed.
Si autem non praeparatur tibi haec curatio, propter aliquid quod prohibet ab illo: tunc liga filum sub lapide, et filum aliud supra lapidem.	But if this treatment is not prepared for you, because of something that prohibits it from that: then bind a thread under the stone, and another thread above the stone.
Deinde seca super lapidem in ipsa uirga inter duas ligaturas.	Then cut above the stone on that very hip bone between the two bindings.
Deinde extrahe ipsum.	Then extract it.
Postea solue ligamentum, et mundifica sanguinem congelatum, qui fit in uulnere.	Afterwards release the binding, and clean the congealed blood that forms in the wound.
Et non est necessarium ligamentum fili sub lapide, nisi ut non redeat ad uesicam: et ligamentum aliud desuper, nisi ut quando soluitur filum post egressionem lapidis, redeat cutis ad locum suum, et cooperiat uulnus: et propter illud necesse est tibi illud quando ligas filum superius, ut eleues cutem ad superiora, ut redeat apud complementum tuum, et cooperiat uulnus, sicut diximus.	And it is not necessary to bind the thread under the stone, unless so that it does not return to the bladder: and another binding above, unless when the thread is released after the exit of the stone, the skin returns to its place, and closes the wound: and for this reason it is necessary for you to do that when you bind the thread above, to elevate the skin upwards, so that it returns to its complement, and closes the wound, as we said.
¶ De extractione Lapidis mulierum.	On the Extraction of Stones in Women.
Caput LXI.	Chapter 61.
Parum generatur Lapis in mulieribus.	A stone is rarely generated in women.
Si autem accidat alicui earum lapis, tunc difficilis est curatio, et prohibetur propter modos multos.	But if it happens to any of them that a stone forms, then the treatment is difficult and is prohibited because of many methods.
Vnus eorum est: quod mulier fortasse est uirgo.	The cause of theirs is: because the woman perhaps is a virgin.
Et secundus est, quia tu non inuenis mulierem quae detegat seipsam medico, quando est casta, aut ex habentibus maritos.	And the second reason is that you do not find a woman who reveals herself to a doctor, when she is chaste, or among those having husbands.
Tertius est, quia tu non inuenis mulierem bene scientem hanc artem, praecipue operationem cum manu.	The third reason is that you do not find a woman who knows this art well, especially the operation with her hand.
Et quartus est longinquitas a loco lapidis: quare indiget sectione profunda, et in illo est timor.	And the fourth reason is the remoteness of the location of the stone: because it requires a deep incision, and there is fear in that.
Quod si necessitas prouocat ad illud, tunc oportet ut accipias mulierem medicam, bene scientem: et parum inuenitur.	Because if necessity leads to that, then it is necessary to take a woman doctor, well-informed: and she is hardly found.
Si uero priuaris ea, tunc quaere medicum castum, subtilem, et praesenta mulierem obstetricem bene doctam in re mulierum, aut mulierem quae in hac arte innuit partem artis: fac ergo eam praesentem, et praecipue ei, ut faciat totum quod praecipis ei ex inquisitione super lapidem.	If you truly desire those things, then seek a chaste doctor, subtle and well-informed, and present a midwife experienced in women's affairs, or a woman who has acquired part of the art: make her present, and especially entrust it to her, so that she may do all that you prescribe to her from the inquiry about the stone.
In primis quod est, ut aspiciat si mulier est uirgo: tunc oportet ut intromittat digitum in anum eius, et quaerat lapidem.	Firstly, it is necessary to examine if the woman is a virgin: then it is necessary to introduce a finger into her anus, and to seek the stone.
Si ergo inuenit ipsum, coartet eum sub digito suo, et tunc praecipe obstetrici, ut intromittat digitum suum in uuluam infirmae, et inquirat super lapidem, postquam ponit manum suam sinistram super uesicam, et comprimit eam compressione bona.	If therefore he finds it, he should grasp it under his finger, and then instruct the midwife to introduce her finger into the womb of the weak woman, and to inquire about the stone, after she places her left hand on the bladder, and presses it with a good compression.
Si ergo inuenit lapidem, tunc oportet ut gradatim moueat eum ab orificio uesicae ad inferiora cum summa uirtutis suae, donec perueniat cum eo ad radicem coxae.	If therefore he finds the stone, then it is necessary to gradually move it from the opening of the bladder downwards with all his might, until he reaches it at the root of the hip.
Deinde secet super eum apud oppositionem medietatis uuluae apud radicem coxae, ex quacunque parte praeparatur ei, et sentit lapidem in illa parte: et digitus eius non remoueatur a lapide, coartans sub eo: et sit sectio parua in primis.	Then let him be seated on the opposite side of the middle of the vulva at the root of the hip, from whichever part it is prepared for him, and he feels the stone in that part; and his finger does not move away from the stone, constricted beneath it; and let the incision be small at first.
Deinde intromittat radium super illam sectionem.	Then insert a rod upon that incision.
Si ergo sentit lapidem, tunc addat in sectionem secundum quantitatem proportionatam quod lapis egreditur ab ea.	If he feels the stone, then let him add to the second incision a quantity proportionate to that which the stone emerges from it.
Et scias, quod species lapidis sunt multae.	And know that there are many kinds of stones.
Ex his enim est paruus, et magnus, lenis et asper, longus, et rotundus habens ramos.	For among them is the small one, and the large, the smooth and the rough, the long, and the round having branches.
Scias ergo species eius, ut significetur tibi per hoc super illud quod uis.	Know therefore its kind, that it may be signified to you through this on account of what you wish.
Si ergo uincit te sanguis, tunc adde in loco zegi tritum, et tene ipsum hora una, donec abscindatur sanguis.	If blood overflows you, then add to the affected place a triple bandage, and hold it for one hour, until the bleeding is stanched.
Deinde redi ad operationem tuam, donec egrediatur lapis: et fac, ut praepares tecum ex instrumentis, quae dixi in extractione lapidis in uiris, ut adiuueris per ea in operatione tua.	Then return to your operation, until the stone emerges: and make sure you have prepared yourself with the instruments I mentioned for extracting stones from the bladder, so that you may be assisted by them in your operation.
Quod si uincit te fluxus sanguinis, et scis quod expulsio sanguinis est ex arteria quae incisa est: tunc pone puluerem super locum, et stringe eum cum puluillis strictura decenti: et non mutes illud: et dimitte lapidem, et non extrahas ipsum.	If the flow of blood overcomes you, and you know that the expulsion of blood is from an artery that has been cut: then put powder on the place, and bind it with a decent ligature of poultices: and do not move it: and leave the stone, and do not extract it.
Fortasse enim morietur mulier infirma.	Perhaps the weak woman will die.
Deinde cura uulnus.	Then treat the wound.
Cum ergo sedatur acuitas sanguinis post dies, et putrefit locus, tune redi ad operationem tuam, donec egrediatur lapis.	When therefore the sharpness of the blood settles down after days, and the place putrefies, then return to your operation, until the stone emerges.
¶ De sectione suiper Herniam aquosam.	About the incision above the watery hernia.
Caput LXII.	Chapter 62.
Ramex aquosa non est, nisi aggregatio humiditatis in sifac albo, quod est sub cute testiculi continente ouum: et nominatur sifac.	The watery hernia is not anything except an aggregation of humidity in the white vein, which is under the skin of the testicle containing the egg, and it is called a siphac.
Et quandoque est in panniculo proprio sibi, quem praeparauit ei natura in parte oui, donec putetur: quod est ouum aliud, et est cutis testiculi inter sifac album, quod diximus: et non fit illud nisi raro.	And when it is in its own little cloth, which nature has prepared for it in the part of the ovum, until it is putrefied: because it is another thing, and it is the skin of the testicle between the white albumen, as we have said: and it does not happen unless rarely.
Et generatio quidem huius ramicis, est ex debilitate quae accidit testiculis: quare effunditur ad eos haec materia.	And the generation of this ramification is from the debility that occurs in the testicles: because this material is poured out to them.
Et quandoque accidit ex percussione super testiculos.	And when it happens from a blow on the testicles.
Et haec humiditas est habens colores multos.	And this humidity has many colors.
Aut enim est color eius decliuis ad citrinitatem, aut est sanguineus rubeus, aut faeculentus, niger, aut est aquosus albus, et est illud quod est plus.	For it is either a pale yellowish color, or it is blood-red, or faecal, black, or it is watery-white, and it is that which is more.
Et signa quibus scitur ubi sit aggregatio aquae, sunt ista.	And the signs by which it is known where the collection of water is, are these.
Nam si est in sifac albo quod diximus, tunc apostema est rotundum ad longitudinem parumper sicut figura oui: et non apparet testiculus, quoniam humiditas continet eum ab omni parte.	For if it is in the white albumen that we mentioned, then the abscess is round in length for a short time, like the figure of an ovum: and the testicle does not appear, because the humidity surrounds it on all sides.
Et si est humiditas in panniculo proprio sibi, tunc apostema est rotundum cum parte oui, et propter hoc extimat homo quia est ouum aliud.	And if the humidity is in its own little cloth, then the abscess is round with a part of the ovum, and on account of this a man thinks that it is another ovum.
Et si humiditas est inter cutem testiculorum et sifac album, tunc cadit sub sensu.	And if the humidity is between the skin of the testicles and the white albumen, then it falls under perception.
Quando ergo uis cognitionem coloris humiditatis, tunc experire colorem humiditatis in apostemate cum Intromisso quadrato, cuius forma praecessit.	When therefore you seek the cognition of the color of the humidity, then you experience the color of the humidity in the abscess with an introjected square, whose form has preceded.
Secundum illud ergo quod egreditur in uestigio Intromissi, iudica de illo quod est inter ipsum.	According to that which proceeds from the investigation of the Introjected, judge concerning that which is between it.
Cum ergo uenimus ad curationem cum ferro, tunc oportet ut praecipias infirmo, ut phlebotometur si possibile est ei illud, et uides corpus eius plenum.	When therefore we come to the cure with iron, then it is necessary that you precipitate on the weak part, so that it may be phlebotomized if possible, and you see its body full.
Deinde resupinetur super dorsum suum super rem altam parum, et pone sub eo pannos multos.	Then he should lean back on his back on a high place a little, and put many cloths under him.
Deinde sede tu super sinistram eius, et praecipe ministro, ut sedeat a dextra eius, qui extendat uirgam eius ad unum duorum laterum cutis testiculorum, et ad partem mirach uentris.	Then sit on his left side, and order the assistant to sit on his right side, who should stretch out his rod to one of the two lateral skin flaps of the buttocks, and to a portion of the stomach's membrane.
Deinde accipe spatumile latum, et seca cutem testiculorum ex medio per longitudinem, usque prope pectinem: et fiat sectio secundum rectitudinem aequedistantis lineae quae diuidit cutem testiculorum, donec perueniat ad sifac album comprehendens: et excoria ipsum et obserua, uel caue ex hoc, ut seces ipsum: et sit excoriatio tua qua ipsum excorias, ex parte quae suspenditur cum ouo plus: et subtiliter scrutare cum excoriatione secundum quantitatem quod tibi possibile est.	Then take a broad spatula, and dissect the skin flap from the middle along its length, up to the perineum: and make the incision straight and equidistant from the line that divides the skin flaps, until you reach the white membrane surrounding it: and excavate it and observe, or be cautious about this, so that you do not injure it: and let your excavation be on the part that is suspended with the ovum plus: and carefully examine with the excavation according to the quantity that is possible for you.
Deinde perfora sifac plenum aqua perforatione ampla, et extrahe totam aquam.	Then pierce the membrane full of water with a wide perforation, and extract all the water.
Deinde separa inter duo labia sectionis cum uncinis, et extende sifac ad superiora, et non tangas cutem testiculorum comprehendentem: et incide sifac qualitercunque est possibile tibi incidere ipsum, aut cum totalitate sua, aut frustatim, praecipue latus eius subtile.	Then separate between the two labia of the section with hooks, and extend the membrane upwards, and do not touch the skin flap that surrounds it: and incise the membrane as much as possible for you to incise it, either in its entirety or partially, especially the subtle part beneath.
Nam si tu non exquisite perscrutaris, in incisione eius non fit securitas, quin aqua redeat.	For if you do not carefully examine it, there will be no security in the incision, lest the water returns.
Si autem procedit ouum exterius a cute sua in hora operationis tuae: tunc quando compleueris sectionem sifac, reduc ipsum.	But if the ovum proceeds to come out of its skin during your operation hour: then when you have completed the section of the membrane, reduce it.
Deinde aggrega duo labia cutis testiculorum cum sutura.	Then bring together the two skin flaps of the buttocks with a suture.
Deinde cura ipsum sicut reliqua uulnera, donec sanetur.	Then treat it as you would other wounds, until it heals.
Quod si inuenis ouum corruptum ex nigredine alia, tunc oportet ut liges uasa, quae sunt suspensorium, timens fluxum sanguinis.	But if you find the ovum corrupted by blackness or other things, then it is necessary to tie up the veins that are its suspenders, fearing a flow of blood.
Deinde abscinde testiculum cum suspensorio, et extrahe ouum: postea cura illud cum eo quod diximus.	Then cut off the buttock with its suspender, and extract the ovum: afterwards treat it as we have said.
Si uero aqua est aggregata in duabus partibus, tunc scias quia sunt duae ramices: seca ergo partem aliam secundum quod fecisti in altera aequaliter.	But if water has accumulated in the two parts, then know that there are two branches: therefore dissect the other part equally according to what you did in the other.
Et si aequatur tibi, ut sit operatio una, tunc fac: deinde absterge sanguinem.	And if it is equal to you, so that it may be one operation, then do this: afterwards abstain from blood.
Et intromitte in sectiones lanam submersam in oleo, aut in oleo rosato: et pone deforis lanam aliam quam submersisti in uino et oleo, et expande eam super duos testiculos, et mirach uentris: et pone desuper pannos duplicatos, et sunt puluilli: et liga eos desuper cum ligamento, quod est habens sex secundum hanc formam.	And introduce a woolen thread soaked in oil or rose oil: and put before it another thread which you had soaked in wine and oil, and spread it over the two testicles, and strengthen the belly: and put above it doubled cloths, and they are poultices: and tie them above with a ligature, which has six threads according to this form.
Deinde sumantur duo panni, et suantur, et impleantur la na carminata, secundum hanc similitudinem: et fiant extremitates quibus premitur ex coto, aut lana humida: et aggregentur cum strictura in lumbari bracharum: et una extremitatum accipiat super anum usque ad dorsum, et secunda accipiat ad partem pectinis: et duae extremitates super duas coxas inferius, et duae extremitates aliae super duo inguina, et aggregetur strictura tota in lumbari bracharum.	Then two cloths are applied, and they are soaked, and they fill with a non-carmine lotion, according to this similarity: and they make extremities which are pressed from a pouch, or damp wool: and they are gathered with a strapping in the lumbar region of the arms: and one extremity receives above the hip up to the back, and the second receives towards the part of the chest: and two extremities above the two hips below, and two other extremities above the two groin areas, and the whole strapping is gathered in the lumbar region of the arms.
Et, quandoque artificialiter medicatur haec ramex cum cauterio loco sectionis cum ferro: et est, ut accipias cauterium cultellare subtile, et seces cum eo cutem testiculorum: et est ignitum, secundum quod narrauimus: donec quando detegitur sifac album continens aquam: tunc accipe cauterium, secundum hanc formam.	And when these extremities are artificially medicated with a cautery at the place of the incision with iron: and it is, that you receive a subtle cautery knife, and cut with it the skin of the testicles: and it is ignited, according to what we have narrated: until when it is detected, a white album containing water: then receive the cautery, according to this form.
Assimilatur literae graecae.	They are assimilated to Greek letters.
Deinde perfora cum eo illud sifac, et est ignitum, donec egrediatur humiditas tota.	Then pierce with it that album, and it is ignited, until all moisture departs.
Deinde extende sifac cum uncinis, et excoria cum cauterio subtili ignito, et incide ipsum secundum quod possibile est tibi, donec eradices totum eius.	Then stretch out the album with hooks, and scrape it with a subtly ignited cautery, and cut into it according to what is possible for you, until you eradicate all of it.
Et caue ex ouo, ne tangat ipsum ignis.	And beware lest you touch it with fire.
Et scias, quod haec operatio est saluior, et longinquior a fluxu sanguinis, et melior quam operatio cum sectione.	And know that this operation is more saving, and farther from the flow of blood, and better than an operation with incision.
Si uero contrarietatem tibi facit in hora sectionis, aut in hora cauterii apostema calidum, aut fluxus sanguinis, aut aliquid aliud: tunc oportet ut cures quod contrarietatem tibi facit ex illo cum curatione quae conuenit ei, secundum quod praemissum est.	If indeed an opposing condition makes itself known to you at the time of surgical incision, or at the time of cauterization, or a warm aposteme, or a flux of blood, or something else: then it is necessary that you should cure what makes the opposing condition, along with the treatment that is suitable for it, according to what has been previously mentioned.
Si autem infirmus est timidus, et non expectat super hanc operationem, propter horribilitatem suam: tunc administra perforationem secundum quod ego narro illud: et est.	But if the patient is faint-hearted and does not expect to survive this operation, due to its horror: then administer the perforation according to what I describe, and it is.
Quando certificatur tibi apud te per illud quod diximus de significationibus, quod ramex est aquosa: tunc oportet quod facias sedere infirmum super sedem eleuatam.	When it is certified to you through what we have said about the signs, that the humors are watery: then it is necessary that you should make the patient sit on an elevated seat.
Deinde perfora apostema in inferiori parte sui cum spatumili lato: et pone perforationem secundum longitudinem corporis, et sit apertio ampla, donec currat aqua tota.	Then make a perforation into the lower part of the abscess with a broad spatula: and place the perforation according to the length of the body, and let there be a wide opening, until all the water flows out.
Deinde pone super locum cotum, et liga ipsum, et dimitte ipsum ut currat residuum aquae: deinde cura ipsum, donec sanetur uulnus.	Then put a compress on the affected place, and bind it, and let it stay until the remaining water flows out: then treat it, until the wound is healed.
Si autem contrarietas sit egressioni aquae in hora qua perforas ipsam: et non sit illud nisi propterea, quia panniculus albus contrarietatem facit in orificio uulneris, et prohibet exitum aquae: tunc oportet ut intromittas pennam in uulnus, aut instrumentum cum quo extrahitur aqua hydropicorum, cuius forma praecessit: aut adde in operatione uulneris parumper.	But if there is an obstruction to the flow of water at the time when you make a perforation: and it does not happen for any other reason, because the white membrane causes an opposing condition at the orifice of the wound, and prevents the exit of water: then it is necessary that you insert a feather into the wound, or an instrument with which to extract the hydropic waters, whose form has been described previously: or add it in the operation of the wound for a short time.
Et scias, quod aqua redit, et aggregatur post sex menses, aut circiter eos.	And know that the water returns and accumulates after six months, or around that time.
Cum ergo aggregatur, tunc pertoretur secundum eundem modum, et pertransibit infirmus dies suos.	When it has accumulated, then it is necessary to puncture it again in the same way, and the patient will pass his days.
¶ De cura Ramicis carnosae.	Concerning the treatment of a fleshy abscess.
Caput LXIII.	Chapter 63.
Scias, quod in sectione super hanc Ramicem, est ex timore perducente ad perniciem in pluribus dispositionibus.	Know that in the incision above this abscess, it is due to a pervasive fear of causing harm in many dispositional arrangements.
Quapropter uidetur mihi eius dimissio saluari ex ea.	Therefore, it seems to me that its dismissal is to be saved from those things.
Et ego sum rememorans operationem in ea, et species apostematis.	And I am mindful of the operation in it, and the species of abscesses.
Dico ergo, quod accidunt apostemata multa in corporibus, ex quibus componuntur testiculi: et fit illud ex caussis multis, scilicet.	I say therefore that many abscesses occur in bodies, from which lumps are composed: and it happens for many reasons.
Aut ex superfluitate acuta, uel acri, quae effunditur ad testiculos.	Or from an acute surplus or sharpness, which is poured out into the lumps.
Aut ex percussione.	Or from a blow.
Et est color apostematis secundum colorem corporis, et non inuenitur ei dolor: et est apostema graue.	And the color of the abscess is according to the color of the body, and no pain is found in it: and it is a grave abscess.
Et fortasse est apostema lapideum, cuius color est fuscus, et non est sensus ei.	And perhaps it is a stone-like abscess, whose color is dark, and there is no sensation in it.
Et quandoque fit ex nodatione arteriarum, et inflatione earum: sicut iam praecessit eius rememoratio: aut ex inflatione uenarum.	And sometimes it happens from the knotting of arteries, and their inflammation: as I have already mentioned in its remembrance: or from the inflammation of veins.
Quod ergo est ex eis ex inflatione arteriarum, cognoscitur per dispositionem apostematis, quando comprimis ipsum digitis tuis.	Which therefore is from the inflammation of arteries, is recognized by the arrangement of the abscess, when you compress it with your fingers.
Et non oportet ut tangas ipsum prorsus.	And it is not necessary to touch it directly.
Illud uero quod fit ex inflatione uenarum, non dispergitur ex eo aliquid apud compressionem cum digitis.	That which happens from the inflammation of veins, does not disappear at all with compression by the fingers.
Et iam possibile est, quod super hanc speciem fiat sectio, et super reliquas carnes: et est, ut seces cutem testiculorum.	And now it is possible that a section be made about this species, and about the remaining flesh: and it is, as if you were cutting into the skin of lumps.
Deinde extende ouum ad sursum, et extrahe ipsum cum sifach albo: et libera suspensorium ex uasis, et liga uasa: et incide suspensorium postquam tu liberas ipsum ab omni parte ex partibus oui.	Then extend the skin upwards, and extract it with a white sifach: and free the suspensory from the veins, and bind the veins: and incise the suspensory after you have freed it from all parts of the skin.
Si ergo ouum consolidatum est cum illis carnibus natis, tunc oportet ut attrahas ouum, et incidas ipsum.	If therefore the skin is consolidated with those born flesh, then it is necessary to draw back the skin, and incise it.
Et si adhaerentia est inter aliquid ex siphaket, aut in eo quod est inter uasa: tunc oportet ut liberes totam illam adhaerentiam, et incidas eam incisione rotunda.	And if there is an adhesion between something from the siphacel, or in what is between the veins: then it is necessary to free the entire adhesion, and incise it with a round incision.
