Praefatio.	Foreword.
Forma autem forficis ad mundificationem haec est.	The form of a surgical scalpel is this.
Sint hebetes duae extremitates, et sint incidentes: ne egrediatur in eis ramus claui: et sit longitudo duarum acuitatum, sicut longitudo duorum manubriorum aequaliter.	There should be two extensions, and they should be inclined: the shaft of the scalpel should not protrude beyond them; and their length should be like that of two equal arm-lengths.
Error uero cadens in mundificatione est: quoniam fortasse effugit cutis intrinseca tota, aut pars eius apud incisionem.	The error is when the scalpel falls during the incision: because perhaps it has escaped from the entire internal skin, or a part of it at the point of incision.
Ergo oportet, ut extendas eam ex hora tua cum ungue tuo ante apostemationem loci: et incidas eam secundum aequalitatem.	Therefore, it is necessary to stretch it out at that time with your finger before the operation on the site, and to make an incision according to equality.
Quod si non potes tenere eam cum ungue tuo, tunc extrahe eam cum uncino, et incide eam.	But if you cannot hold it with your finger, then extract it with a hook, and make an incision.
Si autem praeterierint ei tres dies, et remanet quod est sub uirga inflatum, apostematum: tunc dimitte illud, donec sedetur apostema calidum, et excoria illud cum facilitate, et incide illud secundum quod praeparatur tibi: et caue tibi a capite uirgae.	But if three days have passed and the swelling under the rod remains inflamed, then leave it until the warm apostem is settled, and excise it with ease, and make an incision according to what is prepared for you; and be cautious at the head of the rod.
Non enim nocebit ei illud.	For it will not harm him.
Cura ergo illud cum eo quod consolidat uulnus ex pulueribus, quos narrauimus in tractatu de pulueribus: et si inciditur ex cute supra mensuram, et euadit ad superiora, non nocet ei illud etiam.	Therefore treat it with what consolidates the wound from powders, which we described in the treatise on powders; and if an incision is made from the skin above measure, and it evacuates to the upper parts, it will not harm him either.
Cura ergo illud cum eo quod diximus, donec sanetur.	Therefore treat it with what we have said, until it is healed.
¶ De extractione Vrinae retentae in uesica.	Concerning the extraction of a urinary stone retained in the bladder.
Caput LVIII.	Chapter 58.
Urinae retentio in uesica, fit ab opilatione facta ex lapide, aut sanguine congelato, aut pus, aut carne nata, et similibus illis ex eis quae diximus ex modis curationis in diuisione.	The retention of urine in the bladder occurs due to an obstruction made from a stone, or congealed blood, or pus, or born flesh, and similar things from those which we mentioned concerning the methods of cure in the division.
Et si non soluitur Vrina, et uides retentionem eius esse propter Lapidem, qui iam est in collo uesicae: tunc oportet ut sit infirmus super genua sua curuatus.	And if the urine is not discharged, and you see that its retention is due to a stone, which is already in the neck of the bladder: then it is necessary for him to be bent over his knees.
Deinde componantur pedes eius super dorsum eius, et extendat uentrem suum ex superiori parte dorsi eius, et stringat infirmus anhelitum suum quantum possibile est ei.	Then his feet are placed on his back, and he stretches out his belly from the upper part of his back, and he tightens his weak breath as much as possible to him.
Cogitur ergo cum collo uesicae ad expulsionem Lapidis ad posteriora: quare absoluitur Vrina.	It is seized therefore with the neck of the bladder for the expulsion of the stone towards the rear: because the urine is freed.
Quod si non soluitur cum eo quod diximus, et uehemens sit res super infirmum: tunc oportet ut administres extractionem eius cum instrumento, quod nominatur siringa, cuius haec est forma Sit ex argento, et sit subtile, lene, concauum sicut cannula pennae auis in subtilitate radii, longum in similitudine palmi unius et medii: cui sit cannula subtilis in capite eius.	Since if it is not dissolved with what we have said, and the matter is severe on the weak person: then it is necessary to administer the extraction of it with an instrument, which is called a syringe, whose form is this: it is made of silver, and is subtle, smooth, concave like a pen cannula, in subtlety of radius, long as a palm and a half: on which there is a subtle cannula at its head.
Et modus exitus Vrinae per ipsum est, ut accipias filum duplicatum, et liges in extremitate eius lanam, aut cotum, ligatura bona: et intromittas extremitatem fili in inferiori parte Siringae: et incide cum forficibus si superfluit aliquid ex lana, uerum intromitte in cannulam cum uehementia, sicut alzer.	And the manner of exit of the urine through it is this, that you take a doubled thread, and tie at its extremity a wool or a knot, a good ligature: and you insert the extremity of the thread into the lower part of the Syringe: and cut with forceps if something overflows from the wool, but insert into the cannula with caution, as an injection.
Deinde inunge siringam cum oleo, aut cum butyro, et albugine oui: et fac sedere infirmum super sedem, et embroca uesicam, et ipsius uirgam cum oleis humidis, et oleo oliuae, et aqua tepida.	Then anoint the syringe with oil, or with butter, and with almond oil: and make the weak person sit on a seat, and embrace the bladder, and his rod with humid oils, and olive oil, and warm water.
Deinde intromitte siringam in uirgam cum facilitate, donec perueniat ad radicem uirgae.	Then insert the syringe into the rod with ease, until it reaches the root of the rod.
Deinde dupla ipsam superius a parte umbilici.	Then double it above at the part of the navel.
Deinde impelle siringam intra ipsam, donec perueniat ad Vesicam, et sentiat eam infirmus iam peruenisse ad rem uacuam: et non fit hoc secundum hunc ordinem, nisi quoniam meatus, in quo uadit, est in quo est tortuositas.	Then push the syringe into it, until it reaches the Bladder, and the weak person feels that it has already reached the empty space: and this does not happen according to this order, unless the passage, through which it goes, is where there is a twisting.
Deinde extende filum cum lana paulatim.	Then extend the thread with the wool little by little.
Vrina enim sequetur lanam.	For the urine will follow the wool.
Deinde extrahe eam, et fac currere Vrinam per uiam urinae: et itera siringam, et non cesses facere illud, donec euacuetur uesica, et inueniat infirmus alleuiationem.	Then extract that and make the urine flow through the way of the urinary passage; and apply a syringe, and do not stop doing that until the swelling subsides, and you find the weak alleviation.
¶ De qualitate clisterizationis uesicae cum Clepshydra.	About the quality of theclysterization of the swollen area with Clyster of Hydrangea.
Caput LIX.	Chapter 59.
Quando accidit in uesica ulcus, aut sanguis in ea congelatur, aut coartatur in ea pus, et uis distillare in eam aquas et medicinas: tunc fiat cum instrumento quod nominatur Clepshydra, et haec est forma eius.	When an ulcer occurs on the swollen area, or blood congeals in it, or pus accumulates in it, and you want to distill waters and medications into it; then it should be done with the instrument called Clyster of Hydrangea, and this is its form.
Est enim surda, id est, clausa.	It is stopped up, that is, closed.
Et in eo sunt tria foramina, duo ex parte una, et unum ex parte altera, sicut uides.	And in it there are three openings, two on one side and one on the other side, as you see.
Et locus concauus, in quo est illud quod impellit, sit secundum quantitatem quod opilet ipsum sine additione, donec quando trahitur cum eo aliquid, ex humiditatibus attrahatur: et quando impellitur, cum eo expellatur ad longinquum: secundum quod facit clepshydra, qua proiicitur naphta, id est, ignis graecus in praeliis martis.	And the concave place, where there is that which propels it, should be according to the quantity that it needs without addition, until when something is drawn out with it, it attracts from the humidities: and when it is propelled, it expels afar: according to what the clyster of Hydrangea does, which projects naphta, that is, Greek fire in the praeparations of Mars.
Cum ergo uis proiicere humiditates in uesicam, intromitte extremitatem clepshydrae in humiditatem, et trahe cum eo quod impellit ad superiora, humiditas enim trahitur in concauitatem clepshydrae.	When therefore you want to project humidities into the swollen area, insert the extremity of the clyster of Hydrangea into the humidity, and draw out with it what propels upwards, for the humidity is drawn into the concavity of the clyster.
Deinde intromitte extremitatem eius in uirgam, secundum quod narrauimus in siringa.	Then insert its extremity into the rod, according to what we have described in the syringe.
Deinde impelle humiditatem cum eo quod impellit illa namque humiditas peruenit ad uesicam statim, ita quod sentit eam infirmus.	Then propel the humidity with what propels it, for the humidity immediately reaches the swollen area, so that the weak person feels it.
Forma clisteris subtilis quo clisterizatur uesica.	The shape of a subtle clyster which clysterizes the swollen area.
Fiat ex argento, aut auricalco: cuius caput altius sit simile alcama paruo, et sub eo sinus inter quem cadat ligamentum.	Let it be made of silver or gold alloy: its head should be higher like a small hook, and below that a hollow where the ligament falls.
Deinde accipe uesicam arietis, et pone in ea humiditatem, qua uis clisterizare uesicam.	Then take a vein of a goat, and put humidity in it, by which you can inject the vein.
Deinde liga eam inter duos sinus ligatura forti cum filo duplo: et calefac illam humiditatem parumper super ignem.	Then bind it between two strong ligatures with double thread; and warm that humidity a little over the flame.
Deinde intromitte extremitatem clisteris in uirgam, postea stringe manum tuam super uesicam cum humiditate strictura decenti, donec sentiat infirmus, quod illa humiditas iam peruenit ad uesicam.	Then insert the extremity of the instrument into the vein, afterwards press your hand over the vein with humidity and tight structure, until it feels weak, because that humidity has now reached the vein.
Si autem non est tibi praesens uesica, tunc accipe frustum pergameni, et fac ex eo circulum, et perfora ipsum ab omni rotunditate sua.	If you do not have a vein present, then take a piece of parchment, and make a circle from it, and pierce it throughout its entire roundness.
Deinde intromitte filum forte in illis foraminibus, sicut reuoluuntur.	Then insert a strong thread into those holes, as they revolve.
Deinde aggrega circulum, sicut aggregatur alsofratu: postquam tu ponis in eo illud quod uis ex humiditatibus, et oleis, et aquis.	Then gather the circle, as it is gathered also to a writing tablet; afterwards you put in it what you want from humidity, and oils, and waters.
Deinde liga ipsum in instrumento: et fac cum eo sicut fecisti cum uesica ex expressione cum manu tua, donec perueniat humiditas ad uesicam.	Then bind it to the instrument: and do with it as you did with the vein from the expression with your hand, until the humidity reaches the vein.
¶ De extractione Lapidis.	On the Extraction of a Stone.
Caput LX.	Chapter 60.
Iam diximus in diuisione species Lapidis, et curationem eius cum medicinis: et dixi differentiam inter Lapidem generatum in renibus, et uesica, et signa illius totius: et dixi Lapidem in quo cadit operatio cum manu et sectio: et est Lapis generatus in uesica proprie: et ille qui figitur in uirga: et ego sum narrans illud cum expositione manifesta et abbreuiatione.	Now we have spoken in the division of the species of Stone, and its treatment with medicines: and I have said the difference between the Stone generated in the kidneys, and in the veins, and the signs of all of it: and I have said the Stone on which the operation falls with hand and section: and it is a Stone generated in the vein properly: and that which is fixed in the rod: and I am narrating this with clear exposition and abbreviation.
Dico ergo, quod Lapis generatus in uesica, plurimum accidit pueris.	I say therefore, that a Stone generated in the vein, happens most often to boys.
Et ex signis eius est, quod urina egreditur ex uesica similis aquae in subtilitate sua: et apparet in ea harena alba, et fricat infirmus uirgam suam, et laborat cum ea, et multotiens pendet.	And among its signs is, that the urine flows out of the vein similar to water in its subtlety: and there appears in it a white sand, and it rubs weakly against its own rod, and struggles with it, and often hangs.
Deinde erigitur, et egreditur cum eo anus in multis eorum.	Then it is elevated, and an anus is created with it in many of them.
Et est facilis sanatio puerorum, ex eo usquequo consequuntur quatuordecim annos.	And the healing of children is easy, because up to fourteen years old they are susceptible to it.
Et est difficilis in senibus.	And it is difficult in the elderly.
In iuuenibus autem est media, in eo quod est inter illud: et eius cuius Lapis est maior, curatio facilior: et si paruus, est econuerso illius cura.	In the young, however, it is moderate, because it is between that: and whose stone is larger, the treatment is easier; and if small, the care is reversed.
Cum ergo peruenimus ad curationem, oportet in primis, ut mundificemus infirmum cum clisteri, quod extrahat totum stercus quod est in intestinis suis: ipsum enim quandoque prohibet inuentionem Lapidis apud inquisitionem.	When we approach the cure, it is necessary first to cleanse the patient with a cluster, which removes all the feces that are in their intestines; for this prevents the descent of the stone during the operation.
Deinde accipiatur infirmus cum pedibus suis, et concutiatur, et moueatur ad inferiora: ut descendat Lapis ad profundum uesicae, aut saliat de loco alto aliquotiens.	Then the patient is taken by the feet and shaken, and moved downwards: so that the stone descends to the bottom of the bladder or jumps down from a high place several times.
Deinde fac eum sedere inter manus tuas praeparatum, et manus eius sint sub coxis ipsius, ut fiat uesica tota decliuis ad inferiora.	Then make him sit between your hands prepared, and his hands are under his hips, so that the entire bladder is inclined downwards.
Deinde perquire eum, et tange eum extrinsecus.	Then press on him, and touch him externally.
Si ergo sentis Lapidem in spacio, tunc propera statim cum sectione super ipsum.	If you feel the stone in the space, then be ready at once with the incision over it.
Quod si non cadat sub tactu tuo omnino, tunc oportet ut abstergas digitum indicem cum oleo manus sinistrae, si infirmus est puer: aut digitum medium si est iuuenis completus: et intromittas ipsum in anum suum, et perquire de Lapide, donec stat sub digito tuo: et conuerte eum paulatim ad collum uesicae.	If it does not fall under your touch at all, then it is necessary to anoint the index finger with oil from your left hand, if the patient is a boy; or the middle finger if he is a young adult: and insert it into his anus, and press on the stone until it stands beneath your finger; and guide it slowly towards the neck of the bladder.
Deinde preme super ipsum cum digito tuo, et impelle ipsum ad exteriora aduersus locus, cuius sectionem uis: et praecipe ministro, ut premat uesicam manu sua, et praecipe alii ministro, ut extendat testiculos manu sua dextra ad superiora: et alia manu sua, ut remoueat cutem, quae est sub testiculis in parte a loco in quo est sectio.	Then press on it with your finger, and push it towards the exterior against the place of the incision: and instruct one assistant to press the bladder with his hand, and instruct another assistant to stretch out the testicles with his right hand upwards: and with the other hand to remove the skin that is beneath the testicles in the part from the place where the incision is.
Deinde intromitte Spatumile incidens, cuius forma haec est.	Then introduce the scalpel making an incision, whose form is this.
Et finde in eo quod est inter anum et testiculos, et non in medio, ad latus natis sinistrae: et sit sectio super ipsum lapidem, et digitus tuus sit in ano: et fiat sectio transuersa, ut sit sectio exterius ampla, et interius stricta, secundum quantitatem quod sit possibile egressio Lapidis ex ea non maior.	And find in it what is between the anus and testicles, and not in the middle, towards the left side of the loins: and let the section be above the stone, and your finger should be in the anus: and let the section be transverse, so that the external section is wide, and the internal one is strict, according to the quantity that it is possible for the stone to come out from there.
Fortasse enim comprimit digitus, qui est in ano Lapidem apud sectionem, et egreditur absque difficultate.	Perhaps indeed the finger, which is in the anus, compresses the stone at the section, and it comes out without difficulty.
Et scias, quod ex Lapide est cui sunt anguli et margines, quare fit difficilis exitus eius propter illud.	And know that the stone which has angles and margins is why its exit is difficult because of that.
Et ex eo est lenis, similis glandulae, et rotundus: et fit facilis egressus eius.	And it is smooth, similar to a gland, and rounded: and its exit becomes easy.
Ei ergo cui sunt anguli, et margines, adde in fissura.	To those which have angles and margins, add in the groove.
Quod si non egreditur ita, tunc oportet ut ingenies super ipsum: aut stringas super eum cum gesti decenter, cuius extremitas sit sicut Luna, quae stringat super Lapidem, et non euadat ab ea: aut ut intromittas sub eo instrumentum subtile, curuatae extremitatis.	What if it does not come out thus, then it is necessary to cleverly devise something over it: or to bind over it with a gesture of skill, whose extremity is like the Moon, which binds over the stone, and does not deviate from it: or to introduce beneath it an instrument of subtle curvature.
Si autem non potes super cum, tunc amplifica foramen parumper.	But if you cannot get above it, then enlarge the opening a little further.
Quod si uincit te aliquid ex sanguine, abscinde ipsum cum zegi.	What if something flows from the blood, cut it off with a thread.
Si uero lapis est plus quam unus, tunc impelle in primis magnum ad os uesicae.	If there is more than one stone, then push first the large one towards the mouth of the bladder.
Deinde incide super ipsum.	Then make an incision above it.
Postea impelle paruum post illud: et similiter fac si sunt plures duobus.	Afterwards push the small one after that: and do similarly if there are more than two.
Quod si magnus est ualde, tunc ignorantia est ut seces super ipsum sectione magna.	What if it is very large, then ignorance is to make a large section above it.
Quoniam accidit infirmo una duarum rerum, aut ut moriatur, aut accidit ei distillatio urinae assidua: proptera, quia non consolidatur locus omnino.	Since it happens to the weak one of two things, either that he dies, or that he suffers from continuous dripping of urine: therefore, because the place is not completely consolidated.
Verum administra expulsionem eius, donec egrediatur: aut ingenia in fractura eius cum forficibus, donec extrahas eum frustatim.	Here is the translation:
Cum ergo compleueris operationem tuam, tunc imple uulnus thure, et aloe, et sanguine draconis: et stringe ipsum, et pone super ipsum pannum infusum oleo et uino, aut oleo rosato, et aqua frigida: ut sedetur apostema calidum.	When you have completed the operation, then apply to the wound aloe and dragon's blood, and bind it with string, and put over it a cloth soaked in oil and wine, or rose oil, and cold water, so that a warm aposteme may form.
Deinde resupina infirmum super collum suum, et non soluas ligamentum, usque ad diem tertium.	Then prop up the wounded person on their pillow, and do not loosen the bandage until the third day.
Cum ergo solueris ipsum, embroca locum cum aqua, et oleo multo.	When you have loosened it, bathe the place with water and a great deal of oil.
Deinde cura ipsum cum unguento dyafinicon, et unguento basilicon, donec sanetur.	Then treat it with dyaphinion ointment and royal ointment until it heals.
Si autem accidit in uulnere apostema calidum additum, et corrosi, et illi similia: sicut si congeletur sanguis in uesica, et prohibeatur ex eo urina: et cognoscitur illud ex egressione sanguinis cum urina.	If, however, a warm aposteme forms on the wound and becomes putrid, and similar things happen, such as if blood congeals in the bladder, and urine is blocked from it, and it is recognized by the flow of blood with urine.
Intromitte ergo digitum tuum in uulnus, et extrahe illum sanguinem.	Insert your finger into the wound and extract the blood from it.
Nam si remanet, prouocat ad corruptionem uesicae, et putrefactionem eius.	For if it remains, it causes corruption of the bladder and its putrefaction.
Deinde ablue uulnus cum aceto, et aqua, et sale: et oppone omni speciei cum eo quod conuenit ex curatione, usquequo sanetur.	Then wash the wound with vinegar and water and salt, and apply all kinds of things that are suitable for its cure, until it heals.
Et oportet in horis curationis totius, ut liges duas coxas, et aggreges, caussa medicinarum quae ponuntur super locum.	And it is necessary during the whole time of treatment to bind two hip-bones together and to assemble the medicinal causes that are applied to the affected area.
Quod si lapis est paruus, et sit in meatu uirgae, et figitur in eo, et prohibetur urinae exitus: tunc cura ipsum cum eo quod narro antequam peruenias ad sectionem.	If the stone is small and is in the middle of the vein, and it becomes fixed there, and the passage of urine is blocked: then treat it with what I have described before you reach the cutting.
Multotiens enim a sectione excusaris per hanc curationem, iam enim probaui illud.	For many times indeed one excuses oneself from the cutting through this treatment, now indeed I have tried that.
Et est, ut accipias Perforatorium ex ferro alferico, cuius haec est forma, triangulatae extremitatis, acutum, fixum in ligno.	And it is, to receive a perforator made from iron of Alferic, whose shape is triangular at the pointed end, acute, fixed in wood.
Deinde accipe filum, et liga cum eo uirgam sub lapide ut non redeat ad uesicam.	Then take a thread and tie it with the vein under the stone so that it does not return to the bladder.
Deinde intromitte ferrum perforans in uirgam cum facilitate, donec perueniat Perforatorium ad ipsum lapidem: et reuolue Perforatorium manu tua in ipso lapide paulatim: et coneris perforationem eius, donec facias ipsum penetrare a parte altera.	Then introduce the piercing iron into the vein with ease, until it reaches the perforator to that stone; and revolve the perforator with your hand in that stone slowly; and you will complete its perforation, until you make it penetrate from the other side.
Urina namque absoluitur statim.	The urine is immediately freed.
Deinde preme manum tuam super illud quod remansit ex lapide ab exteriori parte uirgae.	Then press your hand on what remains of the stone from the outer part of the vein.
Ipse enim frangitur, et egreditur cum urina, et sanatur infirmus.	For it is broken off, and comes out with the urine, and the sick person is healed.
Si autem non praeparatur tibi haec curatio, propter aliquid quod prohibet ab illo: tunc liga filum sub lapide, et filum aliud supra lapidem.	If, however, this treatment does not prepare itself for you, because of something that prevents it from that; then tie a thread beneath the stone, and another thread above the stone.
Deinde seca super lapidem in ipsa uirga inter duas ligaturas.	Then cut above the stone on that vein between the two ligatures.
Deinde extrahe ipsum.	Then extract it.
Postea solue ligamentum, et mundifica sanguinem congelatum, qui fit in uulnere.	Afterwards, loosen the ligature, and cleanse the congealed blood that forms in the wound.
Et non est necessarium ligamentum fili sub lapide, nisi ut non redeat ad uesicam: et ligamentum aliud desuper, nisi ut quando soluitur filum post egressionem lapidis, redeat cutis ad locum suum, et cooperiat uulnus: et propter illud necesse est tibi illud quando ligas filum superius, ut eleues cutem ad superiora, ut redeat apud complementum tuum, et cooperiat uulnus, sicut diximus.	And it is not necessary to tie a thread under the stone, unless so that it does not return to the bladder; and another ligature above, unless when the thread is loosened after the removal of the stone, the skin returns to its place, and the wound closes; and for this reason it is necessary for you to do that when you tie the thread above, to elevate the skin upwards, so that it returns to its complement, and the wound closes, as we have said.
¶ De extractione Lapidis mulierum.	Concerning the removal of a stone from women.
Caput LXI.	Chapter 61.
Parum generatur Lapis in mulieribus.	A stone is rarely generated in women.
Si autem accidat alicui earum lapis, tunc difficilis est curatio, et prohibetur propter modos multos.	But if it happens to one of them that a stone forms, then the treatment is difficult and is prohibited because of many reasons.
Vnus eorum est: quod mulier fortasse est uirgo.	One of their characteristics is: since a woman is perhaps a virgin.
Et secundus est, quia tu non inuenis mulierem quae detegat seipsam medico, quando est casta, aut ex habentibus maritos.	And the second reason is that you do not find a woman who reveals herself to a physician when she is chaste, or among those having husbands.
Tertius est, quia tu non inuenis mulierem bene scientem hanc artem, praecipue operationem cum manu.	The third is that you will not find a woman who knows this art well, especially in manual operations.
Et quartus est longinquitas a loco lapidis: quare indiget sectione profunda, et in illo est timor.	And the fourth is the remoteness of the location of the stone: because it requires a deep incision, and there is fear in that.
Quod si necessitas prouocat ad illud, tunc oportet ut accipias mulierem medicam, bene scientem: et parum inuenitur.	What if necessity leads to that, then it is necessary to take a female doctor, well-versed: and few are found.
Si uero priuaris ea, tunc quaere medicum castum, subtilem, et praesenta mulierem obstetricem bene doctam in re mulierum, aut mulierem quae in hac arte innuit partem artis: fac ergo eam praesentem, et praecipue ei, ut faciat totum quod praecipis ei ex inquisitione super lapidem.	If you indeed possess these things, then seek a chaste doctor, subtle and presenting a well-taught female obstetrician in the matter of women, or a woman who has acquired part of this art: make her present, and especially entrust it to her, so that she does all that you prescribe to her from the inquiry about the stone.
In primis quod est, ut aspiciat si mulier est uirgo: tunc oportet ut intromittat digitum in anum eius, et quaerat lapidem.	Firstly, it is necessary to see if the woman is a virgin: then it is necessary that she inserts her finger into her anus and seeks the stone.
Si ergo inuenit ipsum, coartet eum sub digito suo, et tunc praecipe obstetrici, ut intromittat digitum suum in uuluam infirmae, et inquirat super lapidem, postquam ponit manum suam sinistram super uesicam, et comprimit eam compressione bona.	If she thus finds it, she grasps it under her finger, and then instruct the midwife to insert her finger into the womb of the infirm woman, and inquire about the stone, after placing her left hand on the bladder, and pressing it with a good compression.
Si ergo inuenit lapidem, tunc oportet ut gradatim moueat eum ab orificio uesicae ad inferiora cum summa uirtutis suae, donec perueniat cum eo ad radicem coxae.	If she thus finds the stone, then it is necessary that she gradually moves it from the orifice of the bladder to the lower parts with the utmost strength of hers, until she reaches it at the root of the hip.
Deinde secet super eum apud oppositionem medietatis uuluae apud radicem coxae, ex quacunque parte praeparatur ei, et sentit lapidem in illa parte: et digitus eius non remoueatur a lapide, coartans sub eo: et sit sectio parua in primis.	Then she should press upon it at the opposition of the middle of the womb at the root of the hip, from whichever part is prepared for her, and feels the stone in that part: and her finger does not move away from the stone, grasping under it: and let the incision be small at first.
Deinde intromittat radium super illam sectionem.	Then she should insert a scalpel above that incision.
Si ergo sentit lapidem, tunc addat in sectionem secundum quantitatem proportionatam quod lapis egreditur ab ea.	If she thus feels the stone, then she should add to the second incision a quantity proportional to what the stone emerges from it.
Et scias, quod species lapidis sunt multae.	And know that there are many types of stones.
Ex his enim est paruus, et magnus, lenis et asper, longus, et rotundus habens ramos.	For among them is small and large, smooth and rough, long and round with branching.
Scias ergo species eius, ut significetur tibi per hoc super illud quod uis.	Know therefore its types, that it may be signified to you through this above what you have seen.
Si ergo uincit te sanguis, tunc adde in loco zegi tritum, et tene ipsum hora una, donec abscindatur sanguis.	If therefore the blood overcomes you, then add to the place of the wound a triturated powder, and hold it for one hour, until the blood is staunched.
Deinde redi ad operationem tuam, donec egrediatur lapis: et fac, ut praepares tecum ex instrumentis, quae dixi in extractione lapidis in uiris, ut adiuueris per ea in operatione tua.	Then return to your operation, until the stone comes out: and make ready with you the instruments which I mentioned in the extraction of stones from the veins, so that you may be assisted by them in your operation.
Quod si uincit te fluxus sanguinis, et scis quod expulsio sanguinis est ex arteria quae incisa est: tunc pone puluerem super locum, et stringe eum cum puluillis strictura decenti: et non mutes illud: et dimitte lapidem, et non extrahas ipsum.	What if the flow of blood overcomes you, and you know that the expulsion of blood is from the artery which was cut: then put a powder on the place, and bind it with suitable tight bandages: and do not move it: and leave the stone, and do not extract it.
Fortasse enim morietur mulier infirma.	Perhaps the weak woman may die.
Deinde cura uulnus.	Then treat the wound.
Cum ergo sedatur acuitas sanguinis post dies, et putrefit locus, tune redi ad operationem tuam, donec egrediatur lapis.	When therefore the sharpness of the blood has settled down after days, and the place has become putrid, then return to your operation, until the stone comes out.
¶ De sectione suiper Herniam aquosam.	About the surgical treatment of a hernia in watery places.
Caput LXII.	Chapter 62.
Ramex aquosa non est, nisi aggregatio humiditatis in sifac albo, quod est sub cute testiculi continente ouum: et nominatur sifac.	A watery hernia is not, unless it is an aggregation of humidity in the white layer, which is under the skin of the testicle containing a egg: and it is called a sifac.
Et quandoque est in panniculo proprio sibi, quem praeparauit ei natura in parte oui, donec putetur: quod est ouum aliud, et est cutis testiculi inter sifac album, quod diximus: et non fit illud nisi raro.	And when it is in its own proper membrane, which nature has prepared for it in the part of the egg, until it is put forth: which is another egg, and it is the skin of the testicle between the white sifac, as we said: and this does not happen unless rarely.
Et generatio quidem huius ramicis, est ex debilitate quae accidit testiculis: quare effunditur ad eos haec materia.	And the generation of this watery hernia is from the weakness that occurs in the testicles: therefore this matter flows out to them.
Et quandoque accidit ex percussione super testiculos.	And when it happens from a blow upon the testicles.
Et haec humiditas est habens colores multos.	And this moisture is having many colors.
Aut enim est color eius decliuis ad citrinitatem, aut est sanguineus rubeus, aut faeculentus, niger, aut est aquosus albus, et est illud quod est plus.	Either its color is inclined towards citrus, or it is red and bloody, or it is filthy and black, or it is watery and white, and it is that which is in addition.
Et signa quibus scitur ubi sit aggregatio aquae, sunt ista.	And the signs by which it is known where the accumulation of water is, are these.
Nam si est in sifac albo quod diximus, tunc apostema est rotundum ad longitudinem parumper sicut figura oui: et non apparet testiculus, quoniam humiditas continet eum ab omni parte.	For if it is in a white skin which we mentioned, then the abscess is round in length for a short time, just like an egg figure; and the testicle does not appear, because the moisture surrounds it on all sides.
Et si est humiditas in panniculo proprio sibi, tunc apostema est rotundum cum parte oui, et propter hoc extimat homo quia est ouum aliud.	And if the moisture is in its own proper membrane, then the abscess is round with an egg-like part, and because of this, a man thinks it is another egg.
Et si humiditas est inter cutem testiculorum et sifac album, tunc cadit sub sensu.	And if the moisture is between the skin of the testicles and the white skin, then it falls under the sense.
Quando ergo uis cognitionem coloris humiditatis, tunc experire colorem humiditatis in apostemate cum Intromisso quadrato, cuius forma praecessit.	When therefore you wish to recognize the color of the moisture, then experience the color of the moisture in the abscess with a square introgression, whose form has preceded.
Secundum illud ergo quod egreditur in uestigio Intromissi, iudica de illo quod est inter ipsum.	According to that which appears in the investigation of the introgression, judge about what is between itself.
Cum ergo uenimus ad curationem cum ferro, tunc oportet ut praecipias infirmo, ut phlebotometur si possibile est ei illud, et uides corpus eius plenum.	When therefore we come to the treatment with iron, then it is necessary to warn the patient, so that they may be phlebotomized if possible, and you see their body full of it.
Deinde resupinetur super dorsum suum super rem altam parum, et pone sub eo pannos multos.	Then he should lean back on his back on a high mattress a little, and put many cloths under him.
Deinde sede tu super sinistram eius, et praecipe ministro, ut sedeat a dextra eius, qui extendat uirgam eius ad unum duorum laterum cutis testiculorum, et ad partem mirach uentris.	Then sit you on his left, and instruct the minister to sit on his right, who should stretch out his arm to one of the two sides of the skin of the testicles, and towards the belly's side.
Deinde accipe spatumile latum, et seca cutem testiculorum ex medio per longitudinem, usque prope pectinem: et fiat sectio secundum rectitudinem aequedistantis lineae quae diuidit cutem testiculorum, donec perueniat ad sifac album comprehendens: et excoria ipsum et obserua, uel caue ex hoc, ut seces ipsum: et sit excoriatio tua qua ipsum excorias, ex parte quae suspenditur cum ouo plus: et subtiliter scrutare cum excoriatione secundum quantitatem quod tibi possibile est.	Then take a broad spatula, and dissect the skin of the testicles from the middle along the length, up to near the perineum; and make an incision according to the straightness of the lines that divide the skin of the testicles, until you reach the white skin encompassing it; and excavate it and observe, or be cautious about this, so that you may dissect it: and your dissection should be where you dissect it, from the part that is suspended with an egg more; and subtly investigate with the dissection according to the quantity that is possible for you.
Deinde perfora sifac plenum aqua perforatione ampla, et extrahe totam aquam.	Then make a perforation full of water with a wide opening, and extract all the water.
Deinde separa inter duo labia sectionis cum uncinis, et extende sifac ad superiora, et non tangas cutem testiculorum comprehendentem: et incide sifac qualitercunque est possibile tibi incidere ipsum, aut cum totalitate sua, aut frustatim, praecipue latus eius subtile.	Then separate between the two labia of the section with hooks, and extend the sifa up to the superior, and do not touch the skin covering the testicles: and incise the sifa as far as possible for you to incise it, either in its entirety or partially, especially on its subtle sides.
Nam si tu non exquisite perscrutaris, in incisione eius non fit securitas, quin aqua redeat.	For if you do not make a thorough examination, there will be no security in the incision, lest water returns.
Si autem procedit ouum exterius a cute sua in hora operationis tuae: tunc quando compleueris sectionem sifac, reduc ipsum.	But if a fluid proceeds from its skin outside during the time of your operation: then when you have completed the section of the sifa, reduce it.
