Ayssi comensan las paraulas de Albucasim .	Indeed, here is the translation:
E aquesta sutura sabo les homes.	This suture is useful for men.
E am tal sutura yeu cozegui la plagua la qual era accidida a un home en le sieu ventre le qual era stat plaguat am un cotel, e era la disrrumpcio de la plagua major de un palm, e era eyssit dels budels entorn dos palms del budel del mieg loc e era la disrupcio en le mieg del membre; e adonc yeu reduzegui aquel depus que le budel havia stat foro la plagua per xxiiii horas.	And thus this suture cured the wound which was inflicted on a man in his belly who was lying wounded by a wound in the major palm of his hand, and it was the disruption of the wound of more than two palms of the foot, and it was seen from the intestines around two palms of the intestines and was the disruption in the middle of the limb; and thus I reduced it after the intestine had been outside the wound for forty-eight hours.
E la plagua fo consolidada en le spazi de xv dias o entorn, e curegui aquel e es sanat; e aprop aquo visquec per motz ans, e es conversat en las suas disposicios.	And the wound was consolidated in the space of fifteen days or around, and it healed; and thus I remained with him for not more than a year, and he was cured of his ailments.
E les autres metges havian jutgat que no fora sanat; e per miracle foc, quar yeu no curegui aquel am enguent, quar era en loc en le qual enguent no era atrobat ni deguna medicina, mays pausegui sobre la plagua coto viel dos veguadas lo dia e ablucio assiduo am aygua de mel entro que foc sanat.	And the other doctors had said that he would not be cured; but by a miracle, behold, I cured him without any medicine, because I only put on the bandage two times a day and bathed him with warm water until he was healed.
Mays yeu diyre dos specias de sutura proprias segon narracio de Paraula.	But I say two kinds of sutures are proper according to the narration of Paraula
E es que tu comenses am sutura de la codena, e entrometas agulha de la partida deforo a la partida dedintz.	And that you begin with the suture of the codena, and you insert the needle from the outside to the inside.
E donc cum la agulha penetra en la codena e en aquel meteys lacertz segon rectetut e en longetut de tot le cos, e layssa la extremita del ciphac en le qual has entromesa la agulha; e fay penetrar en la autra extremitat la agulha de la partida dedintz a la partida deforo en l’autra extremitat del mihat.	And thus when the needle penetrates the codena and in that middle lacerate according to the rule and in the length of the whole body, and you leave the extremity of the cipa in which you have introduced the needle; and you make penetrate in the other extremity the needle from the inside to the outside in the other extremity of the limb.
E don cum tu auras fayta aquela penetrar, lahoras tu fay aquela penetrar autra veguada en aquela meteyssa extremitat del mihat de la partida deforo a la partida dedintz; e leyssa la extramitat del ciphac que es en aquest latz, e fay penetrar la agulha en l’autra extremitat de la partida dedintz a la partida deforo.	And thus when you have finished that penetration, the hour you make that penetration once more in that middle extremity of the limb from the outside to the inside; and you leave the extremity of the cipa which is in that lace, and you make penetrate the needle in the other extremity from the inside to the outside of the limb.
E fay penetrar am aquela la tua penetracio am la qual fas aquela penetrar en le ciphac en la extremitat del mirat la qual es en la partida de lu entro que tot aquel penetre.	And thus you make penetrate in that way the one that you made penetrate with which you make that penetrate in the cipa in the extremity of the limb which is in the part of the body which is in the wound until all that has penetrated
E aprop comensa de aquest meteys costat e cus aquel am la extremitat que es del ciphac en l’autra latz, e extratz la agulha de la codena la qual penetrec, e aprop redutz aquela en aquela codena e cos la extremitat del ciphac que es en l’autra costat am aquesta extramitat del mirat; e extratz aquela de la codena la qual es de part de lu.	And thus you begin from this middle side and go towards that extremity which is of the cipa in the other side, and extract the needle from the codena which has penetrated, and then reduce that in that codena and sew the extremity of the cipa which is in the other side to this extremity of the limb; and extract that from the codena which is from the part of the body.
E fay aquo una veguada e autra, e fay aquo una veguada aprop autre veguada entro que tu cozes tot aquo que es deforo segon aquel eysemple.	E fay aquo una veguada e autra, e fay aquo una veguada aprop autre veguada entro que tu cozes tot aquo que es deforo segon aquel eysemple.
E la suma de aquesta manieyra de sutura es que tu cozes am sutura de pellicies am la qual cozo las pels, enayssi que tu cozes le ciphac una veguada de la part de la extremitat de la codena, e que leysses aquela autra veguada entro que la ajas complida.	And the sum of this method of stitching is that you sew through the skin with the thread, and when you have sewn through the skin, make a mark at the end of the limb, and read that other mark until it is completed
Mays la segonda specia de sutura propria la qual dieys eyssament Gualia , e aquest es de sermo de lu e per lu recomtat, es que tu cozas aquela segon semilitut am la qual alcus medicantz cozo aquela, enayssi que agreguan tota partida a la sua compar partida a lu convenient per natura; e aplican la extremitat de autre de lu e la extremitat del mirat al autra extremitat de lu, e aquo es fayt segon que yeu a tu recomti.	More especially, the second kind of stitching which we call Gualia, is recommended for this purpose, because it is similar to the way in which many doctors sew up, and they add to the surrounding area the necessary width, and they bring together the two ends of the limb with the other end, as it is proper to do according to your recommendation
Cove que tu fiques la agulha en la extremitat del mirat a tu propdana de la partida deforo, e fassas aquela penetrar a la partida dedintz en aquel sol, e leysses dos extremitatz del ciphac; e aprop revolveys la agulha e fay aquela penetrar de foro a la dedintz en dos extremitatz del ciphac.	Since you keep the needle at the ankle of the limb at your will, and you pass that through the surrounding area in that place, and read two marks; then reverse the needle and make that pass from outside to inside through two marks of the circumference.
E aprop revolveys aquelas cascunas, e fay penetrar quascunas de la partida dededintz entro a la partida deforo en dos extremitatz del mirat autras que so en le latz contrari.	And then reverse the steps, and make that pass through the surrounding area through the two ends of the limb which are outside; and so on through the rest of the limb.
E aquesta manieyra de sutura es milhor de la sutura comuna leugiera, e es sutura de la qual precedic rememoracio.	This method of stitching is better than the common lighter suture, and is the suture of which experience reminds us.
Aquest es le sermo de Gualia	This is the term for Gualia.
E mays le diyssero alcus, sutura del ventre es rectificada am dos agulhas, so es que tu entrometas en aquestas a quascunas un fiel, e comensa am intromiccio de agulha de aquo que es deves tu, e fay aquela penetrar entro al autra latz segon sutura de aquels les quals cozo les cuers engualment.	And more especially, when it is necessary to make several sutures, the belly suture is rectified with two needles, so that you enter with these through any part of the body, and you begin from the inside of the limb and make that pass through the other side according to the way in which those who sew up wounds usually do
E sapias que quan disrupcio es en le mieg loc del ventre, lahoras la sutura de lu es pus difficil que dels autres locs del ventre.	You know that when the disruption is in the middle of the belly, the suture of that is more difficult than that of other parts of the belly
Mays le juguament de medicacio de plagua es jutgament de las autras plaguas.	More especially, the treatment of the plague is judged by the other plagues.
La qual causa es quar quan tu consieguas la plagua recent am le sieu sanc denant que l’ayre altera aquela, e reduses le budel e cozes aquela e aptas aquela decentment, lahoras pausa sobre aquela polvera encarnativa.	The cause of which is that when you notice the recent plague in the chest, and the air alters that, and reduce the swelling and cozen that and put that away properly, when you pause over that dusty powder
E si le ayre ja ha alterada la plagua, lahoras pausa sobre aquela alcus enguentz les quals so a tu presens entro que fassan peyra dura e cajan les fiels, e sian consolidatz ciphac e mirat; e aprop cura aquela ayssi cum es la curacio de las autras plaguas entro que sia sanat.	And if the air has already altered the plague, when you pause over that spot until it makes the matter hard and tough, and tightens the limbs and head; and you care for that just as for the care of the other plagues until it is healed
Mays si a tu no so presens las medicinas, lahoras pausa sobre aquela tantost, pus que comensa a getar brac, coto viel, e permuta aquel dos veguadas le dia, ayssi cum a tu e ensenhat, entro que sia sanat, quar tu no indigeysses de autra medicacio en motas disposicios quan las plaguas so simplas.	And if you do not have the medicines, when you pause over that place, because it begins to swell up, wrinkle, and cause two marks to disappear, just as you have been taught, until it is healed, because you will not take any other medicine in vain when the plagues are simple
Mays si tu temes que la plagua comunique en lesio als membres principals, lahoras cove que tu submergas lana leon en oli de trempada qualiditat, o en oli rozat, e pausa aquela en le circuit dels locs que so entre les angonas e dejos las aysselas.	And if you fear that the plague will communicate infection to the principal parts, when you cover that with lion's mane soaked in olive oil of good quality, or in sweet oil, and you pause that in the area of the limbs between the armpits and the groin, and leave the dressings on them.
E si sent dolor o putrefaccio en les sieus budels, quar motas veguadas aquo s’endeve, lahoras cristeriza aquel am vi stiptic negre tebe, e majorment si la poyredura es pervenguda en le budel e es fayta exitura penetrant entro la conquavitat de lu.	And if you feel pain or putrefaction in the belly, which is caused by many stitches that have been made, when you see that black sticky material there, and especially if it has spread in the belly and is useful to extract it by penetrating it within the cavity.
E sapias que aquela que es del budel gros es de pus leugiera sanacio que aquela que es en les budels subtils.	You know that the one that is in the great belly is more easily healed than the one that is in the small belly
E es de dificil sanacio quar le budel le qual es apelat “gegunu” no recep sanacio de plagua que caja en lu de tot; e aquo es per la gran multitut de venas que so en lu e per la magnitut de lu que so en aquelas, e per subtilitat del cos de aquel, e per propinquitat de aquel a natura de nervis.	And it is a difficult healing because the belly which is called “gegunu” does not receive healing from the plague like the rest; and that is because of the great multitude of veins that are in it and for the greatness of it, and for the subtlety of the body of that, and for its proximity to nature.
Mays si aquo que procezeys de la plagua es la tela, e conseguas aquela recent, redutz aquela segon la tua rectetut am la qual reduzes les budels engualment.	And if what comes from the plague is the fabric, and if you have that recently, reduce that according to your custom when you reduce the swellings of the wounds
Mays si es passat a lu spazi e ja es feyt vert o negre, lahoras que tu strenguas aquela am fiel sobre le loc que es denigrat de lu, per so que vengua fluxs de sanc, quar en la tela so venas e arterias.	And if it has passed beyond that space and is already green or black, when you strengthen that with the thread over that area which is degenerated, in order that the flux of healing may come, because there are veins and arteries in the fabric
E aprop inscideys aquo que es otra aquel liament, e pausa dos extremitatz del fiel pendentz de la partida dejos de la plagua foro lu, per que sobre tu sia alleujada la atraccio de lu deves le cazement de la tela e emissio del brac de la plagua.	And so it is necessary to pierce that which is another thread, and suspend two ends of the thread pending the part from which the plague has gone out, in order that over you there may be relief from the attraction of that towards the cloth and the emission of the swellings of the plague
Rememoracio de las plaguas quan accideysso en le budel.	Remember the pangs when they occur in the intestines.
Quan accideys disrupcio en le budel e es petita, lahoras es possibla que sia resteurada en alcus homes, per aysso quar yeu vi aquel le qual era stat plaguat en le sieu ventre am percussio de lansa et era la plagua de la part dreyta del stomac, e la plagua era antiquada e fayta fistula, e eyssic de lu gestio e ventositat.	When the intestines are disrupted and it is slight, it is possible that it is due to remaining air from a previous abdominal wound, for it is known that when there is a wound in the lower part of the stomach, and it is old and closed, there is an evacuation of gases and distension of the belly
Adonc yeu pansegui la curacio de lu ja sia que no era confizat en la sanacio de lu, mays cessegui subtiliar aquel entro que foc sanat e le loc es consolidat.	Then we must follow the treatment until it is confirmed that it is not necessary, for if the wound has healed and the area is consolidated
E yeu pus que vi le loc ja consolidat, timegui sobre le malaute que endevengues sobre lu accident de mal en le sieu ventre; e no endevenc alcu per aquo mal accident e romas en las suas milhos disposicios mangant e bevent, e aprop entrec en banh e es exercitat en sos ditz.	And we must say that when the area has consolidated, time has passed over the illness that was caused by the wound in the belly; and let no one tell you that there is any other illness that would make you abandon your meals and drink, and that you should stay in bed.
E ja diysero alcus experimentados que quan endeve plagua en le budel, e es petita, lahoras cove que sia liada segon aquesta manieyra: e es que tu prenguas fromiguas de grans caps; e aprop ajusta las doas labias de la plagua e pausa una fromigua de aquelas que aja la boca uberta sobre las doas labias de la plagua; donc quan pren sobre aquelas e strenh la sua boca, abscindeys le cap de lu, quar adhereys e no es dissolvut.	And indeed some experienced people say that when there is a wound in the intestines, and it is slight, it is necessary to ligate it in this way: that you take fragments of large heads; and that you adjust the two lips of the wound and place a fragment of those which are left over from the opening that you have made over the two lips of the wound; so that when you take hold of those and stretch your mouth, you will cut off the head, which adheres and is not dissolved
E aprop pausa autra formigua prop la primieyra, e no cesses aquo a far am formiguas una aprop autra segon la quantitat de tota la plagua.	And do the same with another fragment as with the first, and do not cease until you have done as many fragments as there are in the whole wound.
E aprop reduzeys aquela e cos la plagua; e romanguan aquels caps annexces en le budel entro que·l budel sia sanat; e no accideys al malaute degun nocument.	Then return the fragments and close the wound; and keep those heads attached in the belly until the belly is healed; and do not let the patient suffer any discomfort at night.
E ja es possible que·l budel sia liat am fiel subtil lo qual es fayt del budel de bestia annexs am lu, pus que es mes en agulha; e es que tu prenguas la extremitat de aquestz fiels de budel, e sia mot descarnat, e aprop lia la extremitat de lu am fiel de li, envolopat, e aprop entromet aquel fiel en agulhas e cos am aquel le budel, e areduzeys aquel en la disrupcio.	And indeed it is possible that the belly is ligated with fine silk which is the custom of the beastly belly, which is more acute; and that you take hold of the extremity of these hairs of the belly, and without tearing, bind the extremity to the faithful thread, covering it, and bring that thread inside and close the wound, and reduce that in the disruption
E aquesta manieyra de sutura am formiguas no es sino segon via de fiducia e d’esperansa.	This method of stitching with fragments is nothing but by faith and hope.
Mays si la plagua es gran e ampla, majorment si es en un dels budels subtils, quar lahoras no es engen sino subtiliacio, e no es sanacio de lu de tot.	Moreover if the wound is great and wide, mostly if it is in one of the subtle bellies, which is not easily cured, and is not healed from the root.
De curacio de zuchem e fistula.	Care of worms and fistula
Sapias que tota plagua e apostema quan se envilheseys e se Antiqua, e es fayt ulcus, e no es consolidat e geta braç tot temps e no es abscindit, lahoras, en qualque membre sia, universalment es nompnada fistula e nos la apelam aquela azukem.	You must know that every wound and swelling when it is old and decays, is a ulcer, and is not consolidated and persists always and is not cut off, is called fistula in every limb and is called that tumor.
E fistula segon veritat es nodacio feutrada, dura, blanqua am la qual no es dolor e a la qual es conquavitat ayssi cum es conquavitat de pena de ausel; e per aysso nompnat aquela alcus rizatz, id est pena.	And fistula in truth is a foul-smelling, hard, white tumor that causes no pain and which is depressed as if it were caused by an ulcer; and for this reason it is called that ulcer that has arisen.
E es en alcus homes humida, la qual geta brac; e fort leu la humiditat es abscidida en alcunas horas.	And it is in moist humors that the fistula arises, which is evacuated; and when the moisture is dried up, it is dissolved in a few hours
E alcunas veguadas aquesta humiditat es mota, e es pauca, e es grossa, e es subtil.	And some physicians say that this moisture is thick, little, great, and subtle
E yeu ja he denant dit en la divisio, lahoras cum yeu diyssi las plaguas, que tot ulcus que no es sanat ni no es en lu nuda carn, no es aquo sino per una de ix causas: de las quals la una es o per pauquesa de sanc en le cos; o per malicia de lu; o quar entre lu e las labias es carn dura prohibent nativitat de carn; o quar es de mota legesa; o quar aquel ulcus en si meteys es poyrit e la materia que es a lu tramesa es de mala qualitat; o quar la medicina es enconvenient en la curacio de lu; o quan corrupcio catz en la regio, e es pestilencia; o per proprietat de regio ayssi cum endeve a Saragossa , en la qual es fayta difficil degestio de las malautias, e es tardada en aquela sanacio de apostema per natura; o quar en lu es os un, o motz osses.	And I have already said that concerning the wound, as I have said concerning the plagues, that every ulcer which is not healed nor which is not in its natural condition, is not other than for one of these reasons: either for scarcity of means in the body; or for malice; or because there is hard flesh between the wound and the lips; or because it is thick mucus; or because of a bad diet; or because the ulcer itself is putrefying and the matter which is carried to it is of bad quality; or because the treatment is inconvenient in the treatment of the wound; or when there is corruption in the region, and it is pestilence; or because of the property of the region itself as it is in Saragossa, where it is difficult to digest diseases and the healing of swelling is delayed by nature; or because in it there is pus, or bone.
Ja e mostrat totas aquelas causas, e·ls senhals de aquelas e la curacio de lor am medicinas en la divisio.	I have shown you all these causes, and the signs of them and the treatment of them with medicines in the division.
E cove assi que yeu fassa a tu saber la curacio de fistula la qual es fayta per via de operacio am ma.	And I tell you that the cure for fistula is by means of surgery with the hand
E sapias que fistula accideys en totz les membres del cos; quar de aquelas son fistulas que perveno a las venas grantz e arterias, o als nervis, o al ciphac, o al budel, o a la vesica, o ad alcuna de las costas, o ad alcu dels spondils del dos, o ad alcuna de las juncturas compostas per composicio ayssi quo de la ma e del pe; e de aquelas so que dan a lu propinquitat del membre principal e de semblantz.	You must know that fistula can occur in all parts of the body; for some of them are fistulas that go through great veins and arteries, or nerves, or the liver, or the stomach, or the bladder, or to any of the ribs, or to some of the vertebrae of the backbone, or to any of the compound joints as well as to the hand and foot; and of these that give proximity to the main limb and resemblance.
E donc aquela de aquestas fistulas que es segon aquesta manieyra es de las malautias de dificil sanacio, e no recep curacio, e occupacio am aquela es trebalh e ignorancia.	Therefore that fistula which is treated in this way is one of the most difficult to cure, and does not receive cure, and requires work and knowledge.
E si es de las fistulas alcuna la profunditat de la qual no perve ad aquestz locs que e dit, e esperas e confizas en la curacio de lu, e vols pervenir a cognicio de lu, lahoras pren tenta de eram o de ferr, e si la fistula va segon rectetut, e perquireys aquela am lu.	If the depth of any fistula surpasses these limits, and you expect and trust in the doctor's skill, and you wish to learn about it, then attempt to explore or palpate it, and if the fistula proceeds according to rule, ask about it directly from the doctor.
Mays si la fistula es tortuissitat, lahoras investigua aquela am tenta de plom subtil, quar plom am la levitat del sieu cors es alleujat e curvat deves la tortuositat.	If the fistula is crooked, then attempt to explore it by pressing gently, for the pressure of the body's weight is alleviated and curved beyond the crookedness
E si la fistula es havent motz horrificis, no es a tu possible que signifiques sobre lu am tenta.	And if the fistula does not have a horrifying movement, it is not your duty to explore it further
Adonc cristeriza le orrifici per sos orrificis, quar la humiditat per la qual clisterizas aquela va deves las autras orrificis e corr de lor.	Then criticize the orifice for its orifices, for the moisture which causes you to criticize this one comes from the others and flows from them.
E aprop inquier exquisitament, segon qual manieyra a tu es possible que conoguas si aqui has os o nervi, e es la conquavitat de la fistula longinqua o propdana, o es una fistula a la qual so motz orrificis e esta sobre aquo tot am la suma de la tua fortaleza, am la tua enterroguacio, am la qual enterroguas le malaute, e la invencio de la dolor deves la tua compressio am la ma sobre le loc, e semblantz de las significacios e de las causas accidentz al apostema.	And inquire diligently, according to whatever way seems possible to you that you may learn if here are any nerves or vessels, and is the fistula long or short, or is it a fistula from which there comes several orifices and this one is above all the rest with regard to its size, with your knowledge, with what you remember of the patient, and with the cause of the pain which is under your compression with your hand over the area, and remembering the signs and the accidental causes at the discharge.
E cum tu auras stat sobre totas aquelas causas am stacio veraya, lahoras ve a la curacio segon confidencia: e es que tu consideras lahoras si es fistula apparent propinqua o en loc sal, longinqua de junctura, o de nervi, o de arteria, o de vena, o de un dels locs les quals yeu a tu e ditz.	And when you have considered all these causes which we have mentioned, then go to the cure according to your confidence: and consider whether the fistula is apparent or distant from the bone, long or short of the joint, or of nerves, or of arteries, or veins, or from one of the parts which we have mentioned before and said
Lahoras tu secca la fistula segon que denant es dit de la naracio de lu, e osta aquo que es en aquela filtracio e de carns corrumpudas, e aquo que es nascut en le orrifici de la carn, o de theil e de semblantz, e cura aquela entro que sia sanada.	Then dry the fistula as it is said in the report, and stay away from all that is in that filtration and decayed flesh, and from whatever is born in the orifice of the flesh, or from pus and from remaining blood, and treat whatever has entered until it is healed.
Mays si la fistula es de longinqua profunditat, e es segon rectetut, lahoras cove que inscidas aquela en le preon atant quant a tu sira possible, e aprop mondifica aquela de totas las suas carns corrompudas; e aprop administra calguas envolopadas en medicinas acutas, e intromet aquelas entro a la conquavitat de la fistula, la qual has conprenduda am ferr.	If the fistula is of great depth and is according to the rule, then you must insert that into the preparation as much as your skill permits, and at the same time soften all your decayed flesh; and administer cataplastics covered in acute medicines, and introduce them into the cavity of the fistula which you have grasped with your hand.
E fay aquo am aquela alcunas veguadas entro que la medicina acuta corroda tot aquo que es romas en la conquavitat de la fistula de la corrupcio.	And do all this while the acute medicine has corroded all that is rotten in the cavity of the fistula from corruption
E aprop restaura aquela am enguentz les quals engendran carn sana entro que sia sanada.	And finally restore those which we have evacuated when the flesh is healed.
Mays si no es sanada per aquo, lahoras tu cauteriza aquela segon que havem recomtat.	If it is not healed by this, then cauterize it as we have recommended
Mays si la causa de fistula es os e es deves tu certificat aquo, lahoras tu inquireys aquela e secca aquela segon que havem recomtat, si tu no prohibeys alcuna causa de vena o de nervi o de membre principal ayssi cum havem dit.	If the cause of the fistula is bone and is due to your certificate, then inquire about it and dry it as we have recommended, if you do not prohibit any cause of vein or nerve or major limb as we have said
Mays si le os es a tu descubert e es en lu alcuna corrupcio e negror, lahoras tu ratz aquel entro que la corrupcio sia hostada tota; e aprop cura aquel am aquo que lu encarne entro que sia sanat.	If bone is discovered in it in any corruption and blackness, then remove that which is rotten throughout; and treat that which is left until it is healed
E si no es sana e gieta brac ayssi cum fazia, lahoras sapias que tu no est pervengut a la eradicacio tota de la corrupcio; e adonc tu descuebre sobre lu segondanament e exquisitament fay la razio de lu e la mundificacio de lu am la deriera fortalasa tieua, e aprop restaura aquel.	And if it does not heal and discharge blood in this way as we have said, then you must know that you have not reached the root of the corruption; and then you must carefully inquire about it and consider the reason for it and the softening of it with your right hand, and restore that which has been restored
E donc si es sanat, bo es; e sino, lahoras sapias que aquela corrupcio es en la profunditat longinqua del cors, la qual no ha conseguida, e adonc a tu en aquel no es engen sino laysar aquela.	And thus if it is healed, well and good; but if not, you must know that that corruption is in the profound depth of the body, which has not been overcome, and then you must resign from that and leave that to fate
E si le os corromput es petit, o es a tu possible atirar aquel, lahora tu le atira am forceps subtils las quals conveno ad aquo.	And if the corruption of the bone is small, or if you are able to extract it, then extract it with fine forceps which are suitable for this purpose
E si so motz osses, lahoras exquisitament fay la extraccio de totz aquels, e de aquels no laysses denguna causa am la tua fortaleza.	And if there is movement of bones, then carefully extract all of them, and do not leave any cause which may weaken you
Mays si a tu fa contrarietat alcuna causa de las humiditatz, e en lor inscizio no ha temor ni error, lahoras inscideys aquelas liaments o carns si so aqui, e deliura les osses.	If there is any contradiction from any of the humors, and at the beginning there is no fear or error, then insert those ligaments or flesh if they are here, and extract the bones.
Mays si a tu no es preparacio de ostar les osses de la tua hora, lahoras pausa sobre la plagua aquo que poyresca la plagua aquela, e layssa aquela entro que aquo es al enviro de aquels osses de carns e de liamentz, e guarda la plagua que no sia consolidada, e sia constrengida la seccio la qual tu has inscidida en la tua operacio.	If you are not prepared to extract the bones at this time, then stop over the wound until the wound has closed by itself, and leave that until what is around the bones of flesh and ligaments has become soft, and keep the wound from solidifying, and compress the area which you have incised in your operation
Habantz, si temes, pausa sobre lu coto submers en sopre trissat am oli, o coto submers en anguent egipciac, o en alcu dels enguentz vertz, quar quan poyriran aquelas liaments, e les osses son de lor seperatz la ablacio, e de aquels atraccio es alleujada.	And if you fear it, stop over the limb immersed in boiling oil, or the limb immersed in Egyptian unguent, or in some of the ointments which are vertuous, for when they have softened those ligaments, and the bones are separated from each other, and from those which adhere to them, the traction is alleviated.
Mays si es un gran os ayssi cum le os de camba o de coyssa o semblantz ad aquels, e aquo que de lu es corromput es la facia de lu tant solament, lahoras ratz aquela am resio tant solament derriera entro que sia ostada aquela negror e corrupcio, e aprop restaura la plagua.	If it is a great bone, such as the bone of the limb or of the thigh or the like, and what is corrupted is only the surface of it, then extract that only after it has become callous and rotten, and restore the wound.
Mays si aquo que de lu es corrumpyt es gran partida, e la corrupcio ja ha conseguida la medulla del os, lahoras es causa necessaria cerrar aquel e aquel tot inscidir entro al loc on es pervenguda la corrupcio, e lahoras cura aquel entro que sia consolidada.	May be if what is corrupt is great, and the corruption has already reached the marrow of the bone, it is necessary to close that and everything surrounding it to prevent the spread of the corruption, and to cure that which has already arisen.
E yeu recomti a tu aquo que endevenc ad un home en la sua coyssa per que pausez aquela a eyssempli e adjutori sobre la tua operacio.	And I recommend that you appoint a companion to this man in his bed, who will watch over him and assist you in your operation.
Foc un home jove per etat entorn xxx ans, al qual accideys dolor en la sua cueyssa, e de las partidas dedintz mauguda es sobre la materia dedintz le cors entro que la materia es pervenguda a la cueyssa, e es materia de apostema am gran apostema, e no foc a lu causa extrinseca.	For a young man about the age of xxx years, who has pain in his groin, and from whose parts the moisture has become mixed with blood in the body before it has reached the groin, this is a matter of great swelling, and not of an external cause
E adonc foc extendut le temps am aquela per la error dels metges entro que l’apostema es hubert, e acorrero de lu materias motas, e la sua curacio foc aprop pausada entro que la camba foc fistulada, e faytz son en lu motz orrificis les quals totz getavan poyredura e las humiditatz del cos.	And so it is prolonged by the error of doctors until the swelling subsides, and I must say that this is a matter of great extent, and its cure is to be delayed until the wound has healed, and the parts affected must be supported, which are all in great pain, and the humors of the body grow languid.
E adonc le curec multitut de metges entorn dos ans, e no foc en aquels savia ma en la art, entro que yeu fu appelat.	And so many doctors have been consulted for two years, and I am not aware of any who have succeeded in this, except for me
E vi la camba de lu e las materias que corrian de lu aquels orrificis per gran cors; e ja le cos de aquel home era tot stabozit e la color de lu era citrina.	I saw the wound of that man and the parts running from his wounds, for great pain; and already the color of that man’s body was pale and yellow
E adonc yeu intromesi la tenta ad un de aquels orrificis e pervenguec la tenta al os.	And so I introduced the needle into one of those wounds and reached the bone.
E aprop yeu e perscrutat tostz les orrificis e trobegui aquels pervenir a lor de totas partidas de la camba.	And I saw that they had all come loose from all parts of the wound
E adonc yeu me coytegui e inscidegui sobre un dels orrificis aquels entro que descrobegui una partida del os, e atrobegui aquel corromput, e ja era terros e corrumput e denigrat; e era ja corrumpuda una partida de la camba entro que havia penetrat entro a la mezola.	And so I withdrew and made an incision into one of those wounds through which I scraped out a piece of the bone, which was already black and rotten and putrid; and a part of the wound had already become corrupted since I had entered it
E adon yeu serregui aquo que a mi era discubert e preparat del os descubert.	And so I gave him what was recommended to me and prepared from the exposed bone
E yeu cujegui que no fos en le os sino aquela corrupcio la qual abscidigui e serregui, e yeu ja havia derraziguada.	I cured him that the corruption which was proceeding from the bone had already disappeared and I had already drained it
E aprop pausegui la restauracio de la plagua am medicina consolidativas per lonc temps, e no es consolidada.	And so I left the restoration of the plague to conservative medicine for a long time, and it has not been consolidated
E aprop yeu iteregui e descubregui sobre le os segondament sobre le descubriment primier, e atrobegui continua corrupcio am le os.	And so I repeated the process and discovered the same thing as before, and I found that there was still corruption in the bone
E serregui aquo que a mi apares de aquela corrupcio, e aprop yeu fo perforsat fayre la curacio de lu e restauracio, e no es restaurat.	I saw that there was an appearance of that corruption again, and so I performed surgery to cure it and restore it, and it has not been restored
E adonc yeu descubri sobre lu autra veguada e no cessegui inscidir le os petit a petit particuladament e perforsa la restauracio de lu, e no es restaurat entro que inscidigui entorn un palm de lu, e aquel extraxi am la medula sua, e aprop restauregui aquel am medicinas, e es consolidat leugierament e sanat.	And so I found another vein and did not cease to puncture the bone little by little until I had reached the marrow, and I extracted that with the bone, and I restored that with medicine, and it was consolidated and healed completely.
E no es necessaria iteracio en la operacio de lu e seccio de lu sino per la disposicio de la freulesa de lu e per la paucitat de la tollerancia de lu e paor de lu de mort, quar a lu accidia en totas horas per superfluitat de evacuacio sincopi mala.	There is no need to repeat the operation or section of the bone, except in the case of the discharge of pus and for the scarcity of the tolerance of the patient and for fear of death, which occurs in every hour from excessive evacuation without any bad result.
E donc sanat es per sanacio entiera, e nada es en loc de os carn dura; e es fayta bona la disposicio de lu en le sieu cors e retornec la vertut de lu; e es conversat en las suas disposicios e no fec a lu contrarietat en ambulacio ni nocument en denguna causa.	And therefore health is for whole healing, and nothing is better than the disposition of the soul in the body; and it is good to return to one’s senses and restore one’s strength; and it is confirmed in one’s actions and not by going against them in walking or sleeping or in any other way
Mays si es os eminent en loc del cors ja trauquat, lahoras cove que tu secces aquel segon aquesta manieyra: e es que tu prenguas liament e strenh aquel en la extremitat de aquel os eminent, e comanda ad alcu que extenda aquel en sus; e pausa aquel liament de lana pus gros del primier liament; e aprop lia aquel sobre la carn que es dejos le os, e exten la extramitat de lu per que atires la carn a las partidas dejos, e tu descuebras la carn sobre le loc le qual voles serrar per que la serra no leda la carn.	But if it is prominent in the body already brought about, the hour covers that you must act in this way: take a piece of ligament and stretch it out at the end of that prominent bone, and command someone to extend that in its place; and tie that ligament of wool thicker than the first one; and put that over the bone which is left behind the prominent one, and stretch out the limb so that you can remove the bone from the parts that you wish to keep; and uncover the bone over the place where you want to close it so that the saw does not damage the bone.
E pausa fust o taula dejos le os decentment, quar quan tu fas aquo no es prohibida la serra que no secce la carn corrumpuda.	And leave a little space below the bone adequately, because when you do this you do not prevent the saw from cutting the corrupt bone
E cove que sia la serradura sobre le loc corrumput petit a petit, quar si es en la concavitat del os corrupcio e no appar en la sua apparicio al sentiment, e forssa a serratura de lu autra veguada.	And cover that the sawing should be done gradually over the corrupt area, because if it is in the cavity of the bone corruption does not appear to the sense, and forces the closure of the other vein.
