Ayssi comensan las paraulas de Albucasim .	Certainly. Here is the translation:
Mays si temes que extraguam le fil, lahoras entromet le fiel am aquela agula dejos tot le apostema deves la inscizio de la agulha primieyra, e strenh les tieus fiels en quatre locs.	Or if you fear that the thread will be torn, then insert the thread firmly with that needle leaving all the clot until the incision of the first needle, and strengthen the threads in four places.</end_of_turn
Aprop secca le apostema en le mieg loc de lu entro que quan es yssit aquo que es en lu, lahoras tu inscideys la superfluitat de la codena, e layssa aquo que de lu es liat.	Then dry the clot in the middle of its place where it is when it is finished, and when it is dry, you will make an incision of the excess of the wound, and leave what is bound.</end_of_turn
E aprop pausa sobre lu pulvil le qual has submergit en vi e oli, e aprop administra la curacio la qual es fayta am calguas e enguentz entro que sia sanat.	And so do I place upon it the powder which you have soaked in wine and oil, and I give the care which is useful with warm compresses and heat until it is healed.</end_of_turn
Capitol l del apostema le qual accideys per torcio de nervis.	Chapter on the treatment of a clot caused by the twisting of nerves.</end_of_turn>
Ayssi cum accideys apostema en arceria e en vena, e semblantment accideys apostema en les nervis quan accideys en lor percussio o accideys per trebal superfluable, e per semblantz.	Likewise, when a clot occurs in an artery or a vein, and in the same way a clot occurs in nerves when it is affected by percussion or excessive work, and for the like.</end_of_turn
E es fayt le mays de lu en les locs dels adjutoris o del talo, o en tot loc en le qual so maugudas las juncturas.	And it is more useful in the places of the assistants or the thigh, or in any place where stiffness of the joints is suspected.</end_of_turn
E es apostema greu, e es asemblat a la color del autre cors, e es en las majors de lu disposicios ses de lor e quan es streyt am vehementia, sent en lu le malaute semblant stupor.	And the clot is difficult, and is like that of the other body, and is in the greatest part of its disposal when it is stretched violently, sitting in it the patient appears stunned.</end_of_turn
E no es apostema agreguat en le preon del cors, e per so es dejos la codena, e el es maugut a tota partida e no va a las partidas denant ni detras.	And it is not a clot that is added to the root of the body, and for so do you leave the wound open, and it is more painful throughout and does not go to the upper or lower parts.</end_of_turn
Donc aquo de aquels que es en las juncturas no cove que sia envasit am ferr, quar fort leu endevenguera contracio.	Therefore in those which are in the joints it does not suffice to apply iron, because great force must be exerted against contraction.</end_of_turn
Mays aquel que es en le cap o en le front fen la codena am spatum.	And that which is in the head or in the front of the wound at the edge.
Mays si es apostema pauc, lahoras te aquel am les forfecs e abscindeys aquel de razitz.	And if it is a little clot, then you must bind it and remove that which is unnecessary.</end_of_turn
E si es gran, lahoras tu le suspen am unci, e excorja aquel, e aprop osta aquel; e ajusta la plagua am sutura, e cura aquel entro que sia sanat.	And if it is great, then you must suspend it with a bandage, and extract that, and then keep that; and close the wound with sutures, and care for that until it is healed.</end_of_turn
Capitol .li.	Chapter end.</end_of_turn>
De seccio de apostema le qual accideys de cheil que accideys al ventre.	Of the cutting of a clot that occurs from the heel that occurs in the belly.</end_of_turn
Endeveno ad alcus homes motas veguadas en les ventres de aquels e en las autras partidas del cors de aquels theils les quals son apelatz funguals per similitut de aquels am funges, dels quals la razitz es subtil e·l cap de aquel es gros; e ja las labias de aquels so conversas, e es de aquels que es petit, e es de aquels que es mot magnificat.	Until to the buttocks of those who are seated among those who are watching from the belly of those who are present who are infected with fungal diseases similar to those of the fungi, of which the root is subtle and the head of which is large; and already the lips of those are soft, and it is of those that is small, and is not majestic.</end_of_turn
E yeu ja e vist un, e en le ventre de lu eran dos theils les quals eran mays a funges semblantz, e no era diferencia entre aquels blancs, de menuda razitz.	And I have already seen one, and in the belly of it were two companions who were more like fungi resembling each other, and there was no difference between the white ones, of small root.</end_of_turn
E ja las labias de aquels eran enversadas e se fendian, e humiditat corria de aquel tot temps.	And already the lips of those were ulcerated and bled, and moisture ran from it all the time.</end_of_turn
Donc yeu inscidegui aquels e atrobegui en la un en pes quays xviii unc. e l’autre quays vi unc.	Therefore I recommend that you apply it on one side of the foot where the pain is.</end_of_turn and the other side of the foot where there is pain.</end_of_turn
E la operacio en la inscizio de lor es que consideres lahoras si·l malaute es humit, e la color de atheil es blanca, humit, de subtil razitz; lahoras tu le inscideys am spatum lat, e sian en la presencia tua cauteris en le foc, quar motas veguadas deves la seccio de lu es expellit mot sanc; e si te ventz le sanc, cauteriza aquel.	And the operation in the incision of them is that you consider if the patient is sweating, and if the color of the patient’s nails is white, sweating, of subtle root; then you must puncture the side of the foot with the needle, and if in your presence there is a cautery in the fire, that the spotted matter must be expelled without causing harm; and if you see that the patient is sweating, burn that.</end_of_turn
E si vezes le malaute pauruc e temeros, guarda te de inscizio am ferr; mays lahoras pren fiel de plom recent fayt, e strenh am aquel atheil, la manieyra del qual es aquela que havem dita; e leyssa aquel per dos dias.	If sometimes the patient is pale and fearful, keep him calm by reminding him that the recent pain has passed and that the ailment is not serious; the manner of which is that which we have mentioned; and let him rest for two days.
E aprop ajusta en la strictura del fil de plom; donc, no cesses strenher le plom granre devetz en theil, entro que sia abscindit e cayha per se ses trebalh.	And so adjust the tension of the flesh of the palm; therefore, do not cease to press the great toe until it is split and falls off by itself when the work is done
Mays si theil es de grossa razitz, lahoras en la inscizio de lu es alcuna causa de temor e de paor, e majorment en aquel que es en le ventre.	And if it is of great reason, the hour at the beginning of the illness is a cause of fear and anxiety, especially in those who are in the belly
Mays possibla es que tu inscindas la maytat de lu , e aprop cauteriza aquel per que no retorne.	Perhaps you will split the mass of the foot, and then cauterize that so that it does not return
E aprop cura aquel entro que sia sanada la plagua.	And so care for that until the wound is healed.
E guarda te que tu no presumas inscidir theil le qual es de fusca color, de pauc sentiment, de leg reguardament, quar aquel es absi cancros.	And keep in mind that you do not presume to split that which is of fatty color, of little sensation, with regard to the leg, because that which is abscess is rotten.
E yeu vindre am rememoracio de cranc aprop aysso.	And I remind you of the wound nearby.
Capitol .lii.	End of document.
De curacio de eminencia del umbilic.	Praise be to the care of the Most High of the navel.
Eminencia del umbilic es fayta per motas causas; o per fissuras del ciphac le qual es sobre le ventre, e yeys de lu la tela o budel segon que endeve en las autras rupturas; o per sanc le qual flueys de vena o de arceria segon que es denant dit, o per ventositat coarctada en lu.	The navel is useful for many causes; or for fractures of the ribs which are above the belly, and yeys of them the cloth or the intestine according as it happens in other ruptures; or for healing which flows from veins or arteries as it is said above, or for cramps caused by excessive wind in the belly.
Mays si es per fissura del ciphac e per yssiment de la tela, lahoras la color del apostema es semblant a la color del cors; e es leon ses dolor, e aprop appar de divers situament.	And if it is for a fracture of the ribs and for yanking of the cloth, the hour the color of the urine is similar to the color of the body; and is like a lion when it is in pain, and appears in various positions
E si es per egressio del budel, lahoras le situament de aquel am lu de aquo que havem recontat, de mays vehement diversitat, e cum tu premes aquel am les tieus ditz es occultat, e aprop retorna; e fort leu es am lu so, e es magnificat mot deves le introt de banh e vehement trebalh.	And if it is for the escape of the intestine, the hour its situation is that which we have recounted, of may be of various kinds, and as you have said that which is hidden from us is occultated, and so return; and it is strong in that place, and is increased by many blows of the hand and violent work
Mays si per humiditat, lahoras es leon e no es occultat quan premes am la tua ma, ni es constrengut, ni es cregut.	And if it is for moisture, the hour is like a lion and is not occultated when we put our hand on it, nor is it constricted, nor is it painful.
E si es per sanc, lahoras am aquestz senhals apareys le apostema a negror declinant.	And if it is for healing, the hour this symptom disappears the urine appears dark and declining
Mays si es per carn nada, lahoras es apostema greu, gros e dur, e es ficat segon una quantitat.	And if it is for meat nothing, the hour is dark urine, thick and harsh, and remains according to a quantity
Mays si es per ventositat, lahoras le tocament de lu es leon.	And if it is for wind, the hour it touches them is like a lion
E la operacio en lu es que consideras lahoras si la eminencia de l’umbilic es per sanc de arceria, o de vena, o per ventositat; lahoras cove que sias prohibit de la curacio de lu, quar en aquela es temor e paor ayssi cum t’e ensenhat en le capitol en le qual he dit les apostemas per arceria e per vena.	And the operation in them is that you consider the hour if the navel is for the healing of an artery or a vein or for wind; the hour forbids you to take care of it, because in that case there is fear and anxiety just as we have taught you in the chapter where we said that the urine is for an artery and a vein.
E si la eminencia del umbilic es per le budel o per la tela, lahoras cove que comandes al malaute que tengua le ale sieu, e sia stant extendut; e aprop senha am tenta en le circuit de tot le umbilic, e aprop comanda a lu que stia envers entre las tuas mas sobre le sieu dos, e aprop circunda am spatum lat en le circuit del umbilic sobre le loc le qual has senhat am la tenta; e aprop exten la maytat del apostema a las partidas desus am unci gran; e aprop lia en le circuit am fiel fort o am ceda e la manieyra del liar decent.	And if the navel is for the intestine or for the cloth, the hour commands the patient who has the pain to sit still and be relaxed; and command him to lie down on the navel; and command him to put two hands over the patient’s legs and two hands over the patient’s chest; and command him to extend the palm of the hand over the place where you have marked with your finger; and command him to grasp the great toe firmly or weakly and with a gentle touch
E aprop huebre le mieg del apostema extendut sobre le liament e intromet le dit tieu en aquel indic e quereys le budel; e si tu l’as atrobat ni guardat per le liament, lahoras tu extratz alxorati e impelleys le budel a las partidas dedintz del ventre.	And so hold the heel of the palm extended over the ligament and insert the tip of the finger into that place and ask for the intestine; and if you have found it neither grasped nor preserved for the ligament, the hour you will extract the intestine and expel the intestine to the parts under the belly
E si has atrobada la tela, lahoras pren aquel am unci; e inscideys las superfluitatz de lu.	And if you have found the cloth, the hour take that one with your hand; and cut away the excess of it.
Mays si es contraria a tu arceria o vena, lahoras circunda aquel mot, e aprop retorna a la tua operacio; e pren dos agulhas e met en aquelas dos fiels fortz e entromet dos agulhas en le circuit le qual has feyt entorn le apostema en manieyra de crotz, las quals fassas penetrar; e aprop strenh le apostema en quatre partidas sobre las agulhas.	And if it is contrary to your artery or vein, the hour surrounds that thing, and then return to your operation; and take two needles and put them in those two strong fields and insert two needles into the circuit which you have made around the urine in the manner of a cross, which you will pierce; and then strengthen the urine in four parts over the needles.
E si tu vols, osta las agulhas e leyssa le loc entro que poyresca la carn extenduda e caia per si; o inscideys aquel quan es subtiliat e se poyreys, e aprop cura aquel am aquo que cove dels enguentz entro que sia sanat.	And if you wish, keep the needles and rest the place until the meat extends and falls off by itself; or cut that when it is subtle and it falls down, and so care for that which covers the wounds until it is healed.
E si la eminencia del ombilic es de carn nada en lu o per humiditat, lahoras cove que tu conquaves le apostema ayssi cum havem dit e estraguas le sanc o la humiditat, la qual atrobas en lu, e aprop cura aquel am aquo que cove e que consolide le loc.	And if the navel is for meat nothing in it or for moisture, the hour commands you to uncover the urine just as we have said and extract the meat or the moisture which you find in it, and so care for that which covers and consolidates the place.
Capitol .liii.	Capitol .liii.
De curacio de cranc.	Capital letter LIII.
Ja havem dit, en la divisio, de specia de cranc e en qual manieyra es via a la curacio de lu am medicinas, e que es squivador en lu la curacio am ferr per so que no sia ulcerat; e havem dit cranc engendrat en la mayra e cautela de la curacio de lu.	We have already said, in the division, concerning the species of cramps and how they are to be treated with medicines, and that it is dangerous to treat them with iron so that they are not ulcerated; and we have said that cramps are caused by excess and the care of their treatment.
E diyssero les antics que alcunas veguadas cranc es en loc on es possibla la eradicacio de lu, ayssi cum de cran le qual es en las mamillas o en la coyssa e a lor semblantz dels membres allocat a estrayre tot aquel, e majorment quan es comensant petit.	And the old people say that some cramps can be cured only in their place where it is possible to eradicate them, thus as for cramps which are in the armpits or in the groin and similar to those which are in the limbs, it is better to remove all of them, especially when they are beginning small.
Mays quan es antiquat e es gra, no cove que te propries a lu, quar yeu non pogui sanar de aquel alcu ni no he vist autre, ni que sia pervengut ad aquo.	More when it is ancient and is strong, do not dare to touch it, for I do not know that I can heal either this or any other, or that it has ever been healed by anyone.
E la operacio en lu es quan es allocat ayssi cum havem dit, es que tu precedescas e laysses le malaute e purgues de colera negra alcunas veguadas, e aprop sagna aquel, si es atrobada replecio manifesta.	And the operation for it is when it is necessary, as we have said, that you precede the patient and evacuate from the black bile several herbs, and then anoint that area, if it is found to be painful, with ointment.
E aprop prepara le malaute am preparacio en le qual sia locat am operacio, e aprop prohiceys en le trauc uncis les quals cove ad aquel; e aprop concava de tota part am la codena sego bona perexcrutacio entro que no romangua alcuna causa de las razitz de lu.	And prepare the patient for the operation in the preparation in which it is located, and prohibit in the tract a few nails which cover that; and press all around the abdomen so that no cause of the cause of the cramps remains
E layssa correr le sanc, e no abscidas aquel leugierament, e exprem les locs, e abstergeys le sanc gros tot am la tua ma o am instrument am le qual es a tu possible dels instruments.	And let the blood flow, and do not tear away that which is urgently, express the boils, and wipe off the blood with your hand or with an instrument.
Mays si a tu fa contrarietat de sanc gros inscizio de vena o de arceria, lahoras cauterisa aquela entro que·l flux del sanc sia cessat, e aprop cura aquel am l’autra curacio entro que sia sanat.	More if at your hand should arise contrary to great bleeding from a vein or from an artery, then cauterize that until the flow of blood is stopped, and then care for that as for the other care until it is healed
Capitol .liv.	Capital letter LIV.
De curacio de ydropici.	From the care of hydrophobia.
Nos ja havem recomtat, en la divisio, de las specias de ydropici de l’aygua, e les senhals de quascuna especia, de la curacio de lu am medicinas.	We have already mentioned, in the division, concerning the species of hydrophobia of water, and we have told you of the care of each of them with medicines
E aquela la qual es curada am ferr no es sino la specia de althitas sola, e no es aproximat am ferr a la specia de timpanistres ni a la especia de yposarcha, quar aquo es mortal.	And that which is cured with iron is only the species of althitas alone, and it is not approached with iron to the species of timpanists or to the species of yposarcha, for that is deadly
E quan tu ja has medicat aquesta especia de ydropici timpanistre am medicinas e no comfereys la tua medicacio, lahoras considera, quar si al malaute ja es conseguida debelitat, o es am aquel autra malautia otra ydropici, ayssi cum si es en lu tos o cos de ventre e semblant ad aquels, lahoras guarda te que no le mediques am ferr, quar temor es sobre aquo.	And when you have already treated this species of hydrophobia of the timpanist with medicines and you do not perceive your medicine, then consider that if the patient has already achieved abstinence, or is suffering from another disease, just as if it were in his throat or in his belly and resembling those, do not give him iron, for fear of that.
Mays si tu vezes le malaute de vertut exuberant, e am lu no es autra malautia sino ydropici tant solament, e no enfant ni vielh, lahoras la manieyra de la operacio de lu es que tu eleves le malaute entre las tuas mas, e le ministre aprop lu exprema le ventre de lu am la sua ma, enpellen la aygua a la partida dejos del pentenilh, e aprop pren spatum spinos segon aquesta forma:	More if sometimes the patient vomits excessively, and it is only hydrophobia alone, and not a child or an old man, then the manner of the operation for it is that you place the patient between your thighs, and express his belly with your hand, fill the water to the part beyond the fifth, and take sponge thorns in this way:
sia de dos partz agudas lonc, de aguda extremitat ayssi cum spatum; mays empero sia en lu alcuna brevitat petit a petit, per so que en la operacio am aquel no passes entro al budel, e que ledas aquel.	both in two sharp parts long, with the sharp end towards the sponge; more however even if in the course of the operation some should pass into the intestine, you must lead that away.</start_turn>
E aprop considera si la generacio de ydropici es de part dels budels, quar lahoras cove que tu am la seccio te alonhes del ombelic per la quantitat de tres ditz a las partidas dejos, en le dreyt de lu sobre le pentenilh.	And consider if the generation of hydrophobia is from the bowels, for in that case you must with the incision remove three inches from the belly below the navel
Mays si la generacio de hydropici es per malautia del fietge, lahoras la tua seccio sia sinistra del ombilic per tres ditz.	More if the generation of hydrophobia is from disease of the spleen, then your incision must be to the left of the navel for three inches.
E si la generacio de lu es per la melsa, lahoras la tua seccio sia en le las dreyt.	And if the generation is from the liver, then your incision is in the flanks
E no cove que la tua seccio sia sobre le costat sobre le qual vol jaser le malaute per que no corron las superfluitatz ad aquel loc freul.	And do not let your incision be over the side on which the patient wants to vomit, for it will cause the blood to flow there carelessly.</start_turn
E aprop perfora am le instrument tota la codena, e aprop entromet en aquela seccio, e eleva la tua ma am le spatum entre la codena e·l siphac, e tu excorja aquel; e si’ la quantitat de una ungla o enviro.	And pierce with the instrument all the way through the belly, and enter in that incision, and raise your hand with the sponge between the belly and the skin, and you will expel that; and if the amount of an inch or two.
E aprop perforo le ciphac entro que pervengua le spatum al loc vuoyt, e es loc de l’aygua.	And pierce the spleen until the sponge reaches the place where the water is.</start_turn
E aprop extratz aquel e entromet un instrument del qual aquesta es la forma:	And extract that and insert an instrument of this kind:
e es semblant a canula de argent subtil; es fayt de argent o de eram o de lato leon, al qual en la partida pus bassa de lu es un petit trauc, e en les costatz de lu so tres traucs: dos de una partida e un del autra partida; e fayta es la extremitat de lu insciza segon la manieyra de pluma, ayssi cum vezes:	and it is similar to a silver cannula; it is made of silver or of ivory or of lead, to which there is a small hole at the lower end, and on the sides there are three holes: two from one side and one from the other side; and the end is blunt according to the manner of a feather, as sometimes.</start_turn
E en la extramitat de lu pus sobirana es armilla, quar quan le instrument perve al aygua, lahoras aquela tantost deysen sobre le instrument, donc evacua de l’aygua en la ora miega quantitat, quar si tu evacuas de aquela mes que no cove en la hora, fort leu mor le malaute per resolucio del sieu spirit animal, o accideys a lu cincopi que es appropinquada la mort.	E en la extramitat de lu pus sobirana es armilla, quar quan le instrument perve al aygua, lahoras aquela tantost deysen sobre le instrument, donc evacua de l’aygua en la ora miega quantitat, quar si tu evacuas de aquela mes que no cove en la hora, fort leu mor le malaute per resolucio del sieu spirit animal, o accideys a lu cincopi que es appropinquada la mort.
Mays evacua de aquela segon la quantitat de la vertut de lu e segon que significan a tu las disposicios del malaute de la vertut del pols de lu e de la bontat de lu.	Mays evacua de aquela segon la quantitat de la vertut de lu e segon que significan a tu las disposicios del malaute de la vertut del pols de lu e de la bontat de lu.
E aprop extrats le instrument, e rete l’aygua la qual causa es quar tantost es retenguda per la codena la qual rete le trauc que es sobre le ciphac del qual e recomtat a tu que perfores aquel segon aquela manieyra.	E aprop extrats le instrument, e rete l’aygua la qual causa es quar tantost es retenguda per la codena la qual rete le trauc que es sobre le ciphac del qual e recomtat a tu que perfores aquel segon aquela manieyra.
E aprop itera le instrument al autra dia si vezes le malaute tollerant aquo, e extratz de la aygua petita quantitat, e fay aquo per alcus jorns sobre temor, e guarda te de error entro que no romangua de l’aygua sino pauc.	E aprop itera le instrument al autra dia si vezes le malaute tollerant aquo, e extratz de la aygua petita quantitat, e fay aquo per alcus jorns sobre temor, e guarda te de error entro que no romangua de l’aygua sino pauc.
Mays si tu temes sobre le malaute, e leyssas de l’aygua gran quantitat, lahoras cura aquel am sepultura en arena cauda, e mota suzor en banh, e al solelh espere per lonc temps; e cura aquel am medicinas dessicativas entro que sia sanat.	Mays si tu temes sobre le malaute, e leyssas de l’aygua gran quantitat, lahoras cura aquel am sepultura en arena cauda, e mota suzor en banh, e al solelh espere per lonc temps; e cura aquel am medicinas dessicativas entro que sia sanat.
E cauteriza sobre le stomac, e la melsa e·l fitge aprop la extraccio de l’aygua, segon que yeu he recontat en aquo que es precedit.	E cauteriza sobre le stomac, e la melsa e·l fitge aprop la extraccio de l’aygua, segon que yeu he recontat en aquo que es precedit.
Capitol .lv.	Capitol .lv.
De la curacio dels enfants les quals so natz les locs de la urina no-perforatz.	De la curacio dels enfants les quals so natz les locs de la urina no-perforatz.
Alcunas veguadas alcun dels enfantz es eyssi del ventre de la sua mayre e·l cap de la sua mixtio no es perforat (o es trauc streyt o no es en son loc).	Alcunas veguadas alcun dels enfantz es eyssi del ventre de la sua mayre e·l cap de la sua mixtio no es perforat (o es trauc streyt o no es en son loc).
Donc cove coytar am perforacio de lu tantost que es nascut am spatum mot subtil segon aquesta forma:	Donc cove coytar am perforacio de lu tantost que es nascut am spatum mot subtil segon aquesta forma:
E aprop pausa en le trauc un clavil subtil de plom e ligua aquel, e te per tres jorns o per .iiii.tre.	E aprop pausa en le trauc un clavil subtil de plom e ligua aquel, e te per tres jorns o per .iiii.tre.
E quant vol urinar sia remaugut e hurine; e aprop retorne aquel.	E quant vol urinar sia remaugut e hurine; e aprop retorne aquel.
E si tu no pauses le plom, ja es possible que la urina la qual va sobre le loc, no leysa aquest claure.	E si tu no pauses le plom, ja es possible que la urina la qual va sobre le loc, no leysa aquest claure.
Mays aquel del qual le trauc es streyt sia medicat am clavil de Plom, ayssi cum havem dit, per trops dias entro que sia amplificat.	Mays aquel del qual le trauc es streyt sia medicat am clavil de Plom, ayssi cum havem dit, per trops dias entro que sia amplificat.
Mays aquels en les quals es le trauc no en son loc, so leditz, la qual causa es quar de aquels, aquel que es nat e·l trau es deves la fi del cap de la vergua per que no pot urinar a las partidas dedintz, entro que eleva la vergua am la sua ma a las partidas desus; e no es a lu generacio, per so quar le sperma no pot pervenir a la mayre segon rectitut, e es malautia mot laga.	Mays aquels en les quals es le trauc no en son loc, so leditz, la qual causa es quar de aquels, aquel que es nat e·l trau es deves la fi del cap de la vergua per que no pot urinar a las partidas dedintz, entro que eleva la vergua am la sua ma a las partidas desus; e no es a lu generacio, per so quar le sperma no pot pervenir a la mayre segon rectitut, e es malautia mot laga.
E la manieyra de la operacio en lu es que·l malaute sia envessat sobre le sieu dos, e aprop exten le cap de la vergua de lu am la tua ma sinistra am vehement extraccio, e inscideys le cap del cap de la vergua del loc del perpucii am spatum agut, ayssi cum es inscizio de pluma, o que tu ne razas alcuna partida, per so que·l mieg de lu vengua semblant al cap de la vergua e que le trauc caia en le mieg loc segon que cove.	E la manieyra de la operacio en lu es que·l malaute sia envessat sobre le sieu dos, e aprop exten le cap de la vergua de lu am la tua ma sinistra am vehement extraccio, e inscideys le cap del cap de la vergua del loc del perpucii am spatum agut, ayssi cum es inscizio de pluma, o que tu ne razas alcuna partida, per so que·l mieg de lu vengua semblant al cap de la vergua e que le trauc caia en le mieg loc segon que cove.
E guarda te que en la tua operacio de flux de sanc, quar motas vetz accideys aquo; e pausa te a lu am aquo que abscindeys le sanc, e cura la plagua entro que si’ sanada.	Keep this in mind during your surgery, for blood clots can occur during the procedure; pause the operation when you see them separating the blood vessels, and care for the wound until it has healed.
Capitol .lvi.	When joint pain is caused by cold humors that infiltrate each part of the body, and pain occurs in the feet, it is customarily called gout by doctors.</start_of_turn>
De albater le qual accideys en le prepucii en le cap de la vergua e de corropcio e negror e adherencia del prepucii del cap de la vergua.	If there is swelling in the scrotum at the root of the testicles, varicocele, hernia and adhesion of the testicles to the root of the scrotum.</start_of_turn
Motas veguadas accideys aquest albater en la vergua e es eminencia de carn laga.	These veins that are causing the swelling in the scrotum are a sign of impending rupture of the testicles.</start_of_turn
E de aquela una es maligna e autra es no-maligna.	One of them is malignant and the other is not.</start_of_turn
No-maligna, cove que suspendas am unci subtil e abscindas aquela entro que aquela mondes tota; e aprop pausa sobre aquela coto submirgit en enguent egipciac; e aprop aquel, cura le am enguent diafinicon entro que sia sanat.	Not malignant, for if you suspend it with a clamp and remove it when the swelling has gone down; and place another over that part that is submerged in Egyptian unguent; and do so until that also is cured.</start_of_turn
E si albater es maligna, de lega color, lahoras cove que tu aministres cauteri aprop la inscizio de lu e la razio de lu.	If the swelling is malignant, dark in color, then you must administer cautery immediately at the root of the testicles and in the proportion of the testicles.</start_of_turn
Mays si albater es en le prepuci del cap de la vergua no-circumcis, e la una partida de albater es dedintz le prepucii e l’autra partida es defora, lahoras cove que tu ostes albater le qual es dedintz al comensament entro que es consolidat; e lahora tu cura aquel deforo, quar quan tu curas aquel ensemps le prepuci, no es asegurat que no sia trinquat.	If the swelling is in the prepuce at the root of the testicles, not circumcised, and half of the swelling is inside the prepuce and the other half is outside, then you must keep the swelling which is inside until it is solidified; and when you have cured that which is outside, for when you have cured that the prepuce will not be torn.</start_of_turn
E ja eysamen accideys en les genetius e en le prepuci negror e corruccio, adonc cove que tu conquavas tot aquo que ja es denigrat e que ja se vol corrompre o que ja es corrumput; e aprop lineys sobre aquel aprop aquo am mel, le qual es contusit am farina de scorsa de milgrana e de errs trissatz e crivellatz.	And already there are seen to occur swellings in the groin and in the prepuce, black and rough, where you must conquer all that is already blackened and that is about to burst or that is already burst; and for this you must apply oil over that which is soft, which is composed of millet flour and poppy seeds and lead.
E aprop cura aquel am l’autra curacio entro que sia sana.	And care for that until the other cure is finished so that it is healed.</start_of_turn
Mays si endeve flux de sanc, lahoras aministra cauteri lunar segon aquesta forma:	And if there is blood flow in the wound, then administer lunar cautery in this way:
quar cauteri juvatiu es a dos disposicios ensemps, so es a flux de sanc e a la plagua quan es corrumpuda.	because the cautery needle is useful for both clotting blood and for cleaning the wound when it is corrupted.</start_of_turn>
E si le cap de la vergua es corrodut e es destruit tot en la hora, lahoras cove que tu intrometas en lo meat del prepucii una canula de plom per so que le malaute urina per aquela.	And if the head of the testicles is corrupted and is destroyed at the same time, then you must insert into the meat of the prepuce a a plum catheter so that the patient can urinate for that.</start_of_turn
En la adherencia del prepucii am le cap de la vergua (et aquesta adherencia no accideys sino en aquel del qual le prepucii es sa, e sobre lu no es exhigida circumcizio; e quan accideys adherencia per plagua o per apostema) cove que excorjas am spatum obtus entro que sia dissolvut le liament e sia deliurat le cap de la vergua de tota partida.	In the adhesion of the prepuce to the head of the testicles (and this adhesion does not occur except in the case in which the prepuce is soft, and over it no circumcision is required; and when it occurs by wound or swelling) you must excise with blunt forceps until the ligament is dissolved and the head of the testicles is freed entirely.</start_of_turn
E si es dificil desirnir aquelas exquisidament, lahoras cove que tu excorjes am spatum alcuna causa del cap de la vergua e del prepucii, e aysso es quar le prepucii, quan es subtil, fort leu es perforat per la sua subtilitat leugierament.	And if it is difficult to grasp them, you must excise with blunt forceps all around the head of the testicles and the prepuce, and know that when the prepuce is soft, firm as it is perforated by its softness.
E aprop separa entre·l prepucii e·l cap de la vergua am dra7 de li subtil, le qual ja es mulhat en l’aygua frega per que no adherescan autra veguada.	And put between the prepuce and the head of the testicles a piece of lint, which is already wet in the cold water so that it does not adhere to another vein.</start_of_turn
E aprop sia curat am vi stiptic entro que sia consolidat.	And care for it with vinegar until it is solidified.</start_of_turn
Capitol .lvii.	End of text.</start_of_turn
De mundificacio dels enfants e de la curacio de aquo que accideys ad aquels de circumcisio.	Of the castration of children and the care of what occurs in those who undergo circumcision.</start_of_turn
Circumcisio no es solucio de continuitat ayssi cum las autras plaguas: mays empero cum sia de la nostra operacio e de nostra voluntat, e lus de aquela sia propriament en les enfants, es necessari que asignem en aquela milhor operacio e via pus leugiera perdusent a salut.	Circumcision is not a solution to continuality just like any other wound: however, even if it is our operation and our will, and because of that it is properly done in children, it is necessary that we assign in that better operation and way less suffering for the loss of life.</start_of_turn
Donc dic que les antics no diyssero circumcisio en alcu dels lors libres, quar no n’usan en las suas leys, e no es sino quar havem aquisit per speriment, la qual causa es que yeu he atrobat la major partida dels artifexs e dels barbies usar circumcisir e mundificacio am novacula e am torores; e usan de liament am fiel e de inscizio am la ungla.	Therefore I say that the ancients did not ordain circumcision in any of their laws, because they did not use it, and it is only because we have learned through experience that the greatest part of physicians and barbers use to circumcise and castrate with new instruments and with nails; and they use thread and sting.
E yeu ja he prohadas totas aquestas manieras e no atrobegui milhor mondificacio am forfexs, am liament am fiel que en mondificacio cum la ungla, quar motas vetz efugeys la codena pus desus, quar la codena del prepucii a dos tunicas, e roman la tonica pus dejos, e fort leu es forsat ad autra inscizio e dolor sicura.	And I have already proved all these methods and I do not find a better mutilation than that with forceps, thread and needle that when it is done to the testicles the codena escapes more easily, for the cord of the prepuce is split into two tunics, and the tension is left behind, and it is strong enough to force another incision and pain without doubt.</start_of_turn
E am mundificacio le qual es fayta per alphecati, e es digital, del qual usan les sabatiers, no es segurada la inscizio de la extremitat del membre viril, quar fort leu intra en le trau de lu.	And as for the castration which is useful for almsgiving and is digital, which is what the tailors use, it is not followed by the incision of the extremity of the virile member, for it is strong enough to enter the cavity of it.</start_of_turn
Mays en la operacio am ungla, fort leu obazeys ferr e corromp la tua operacio.	More on the operation, let me observe further, for you are corrupting the work.
E la codena del enfant es breu per natura, e motas veguadas nays en tal manieyra que no ha necessitat de mondificacio, e yeu he vist aquel.	And the cord of the child is short by nature, and many times it does not require modification, and I have seen such a case.</end_of_turn>
