Ayssi comensan las paraulas de Albucasim .	The text means: "Thus Commences the speech of Albucasim."
Ja e mostrat totas aquelas causas, e·ls senhals de aquelas e la curacio de lor am medicinas en la divisio.	I have already shown you all those causes, and the signs of them and their treatment with medicines in the division.</end_of_turn
E cove assi que yeu fassa a tu saber la curacio de fistula la qual es fayta per via de operacio am ma.	And so I tell you the cure for fistula which is useful by the operation with the hand.</end_of_turn
E sapias que fistula accideys en totz les membres del cos; quar de aquelas son fistulas que perveno a las venas grantz e arterias, o als nervis, o al ciphac, o al budel, o a la vesica, o ad alcuna de las costas, o ad alcu dels spondils del dos, o ad alcuna de las juncturas compostas per composicio ayssi quo de la ma e del pe; e de aquelas so que dan a lu propinquitat del membre principal e de semblantz.	You know that fistula can occur in all parts of the body; for there are fistulas that arise from great veins and arteries, or nerves, or the pericardium, or the intestine, or the bladder, or any of the ribs, or any of the vertebrae, or any of the compound joints like the hand and foot; and of those which give proximity to the main limb and resemblance.</end_of_turn
E donc aquela de aquestas fistulas que es segon aquesta manieyra es de las malautias de dificil sanacio, e no recep curacio, e occupacio am aquela es trebalh e ignorancia.	Therefore, of all these fistulas, that which is treated in this way is of the category of difficult healing ailments, and does not admit of treatment, and requires work and ignorance.</end_of_turn
E si es de las fistulas alcuna la profunditat de la qual no perve ad aquestz locs que e dit, e esperas e confizas en la curacio de lu, e vols pervenir a cognicio de lu, lahoras pren tenta de eram o de ferr, e si la fistula va segon rectetut, e perquireys aquela am lu.	And if it is one of those fistulas whose depth does not reach these places that I have said, and you hope and trust in the treatment of them, and you wish to know of them, the hour you attempt to remove it or burn it, and if the fistula goes according to rule, inquire about it from me.</end_of_turn
Mays si la fistula es tortuissitat, lahoras investigua aquela am tenta de plom subtil, quar plom am la levitat del sieu cors es alleujat e curvat deves la tortuositat.	May be if the fistula is tortuous, the hour you investigate that which you attempt to fix with soft lead, for the lead with the elevation of the belly is relieved and curved because of the tortuousness.</end_of_turn
E si la fistula es havent motz horrificis, no es a tu possible que signifiques sobre lu am tenta.	And if the fistula is of great magnitude, it is not possible for you to know about it by attempting it.</end_of_turn
Adonc cristeriza le orrifici per sos orrificis, quar la humiditat per la qual clisterizas aquela va deves las autras orrificis e corr de lor.	Therefore criticize the orifice for its orifice, for the humidity by which you criticize that one goes away from the others and comes from them.</end_of_turn
E aprop inquier exquisitament, segon qual manieyra a tu es possible que conoguas si aqui has os o nervi, e es la conquavitat de la fistula longinqua o propdana, o es una fistula a la qual so motz orrificis e esta sobre aquo tot am la suma de la tua fortaleza, am la tua enterroguacio, am la qual enterroguas le malaute, e la invencio de la dolor deves la tua compressio am la ma sobre le loc, e semblantz de las significacios e de las causas accidentz al apostema.	And immediately inquire thoroughly, according to what manner you are able, if here you have bone or nerve, and whether the fistula is long or short, or whether it is one to which there is more than one orifice and this is over all that you can do with the sum of your strength, with your ingenuity, with the knowledge of the disease, and the invention of the pain caused by your compression with the hand over the area, and resemblance to the symptoms and the accidental causes of the swelling.</end_of_turn
E cum tu auras stat sobre totas aquelas causas am stacio veraya, lahoras ve a la curacio segon confidencia: e es que tu consideras lahoras si es fistula apparent propinqua o en loc sal, longinqua de junctura, o de nervi, o de arteria, o de vena, o de un dels locs les quals yeu a tu e ditz.	E when thou art stood over all those things that I have said, then go to the cure according to confidence: and consider whether the pain be a fistula apparent near or in the sole, distant from joint, or of nerve, or artery, or vein, or from any of the places which I have mentioned before.
Lahoras tu secca la fistula segon que denant es dit de la naracio de lu, e osta aquo que es en aquela filtracio e de carns corrumpudas, e aquo que es nascut en le orrifici de la carn, o de theil e de semblantz, e cura aquela entro que sia sanada.	Then dry the fistula according to what is said in the narration, and remain until that which is in that filtration and corrupt flesh is consumed, and that which is born in the orifice of the flesh, or in the heel and the nails, and cure that which comes out until it is healed.</end_of_turn>
Mays si la fistula es de longinqua profunditat, e es segon rectetut, lahoras cove que inscidas aquela en le preon atant quant a tu sira possible, e aprop mondifica aquela de totas las suas carns corrompudas; e aprop administra calguas envolopadas en medicinas acutas, e intromet aquelas entro a la conquavitat de la fistula, la qual has conprenduda am ferr.	May be if the fistula is of great depth, and be according to rule, then cover that which is inside as much as possible with your hand, and almost soften that of all the corrupted flesh; and almost give warm compresses enveloped in acute medicines, and introduce those into the cavity of the fistula, which you have comprehended with the iron.</end_of_turn
E fay aquo am aquela alcunas veguadas entro que la medicina acuta corroda tot aquo que es romas en la conquavitat de la fistula de la corrupcio.	And do thus until any such herbs which are introduced be consumed by the acute medicine that corrodes all that is rotten in the cavity of the fistula of the corruption.</end_of_turn>
E aprop restaura aquela am enguentz les quals engendran carn sana entro que sia sanada.	And finally restore that which is left after the healing of those which produce sound flesh until it is healed.</end_of_turn>
Mays si no es sanada per aquo, lahoras tu cauteriza aquela segon que havem recomtat.	May be if it is not healed by this, then cauterize that according as we have recommended.</end_of_turn>
Mays si la causa de fistula es os e es deves tu certificat aquo, lahoras tu inquireys aquela e secca aquela segon que havem recomtat, si tu no prohibeys alcuna causa de vena o de nervi o de membre principal ayssi cum havem dit.	May be if the cause of the fistula is bone and you must certify that, then inquire about that and dry that according as we have recommended, if you do not prohibit any cause of vein or nerve or main limb as we have said.</end_of_turn
Mays si le os es a tu descubert e es en lu alcuna corrupcio e negror, lahoras tu ratz aquel entro que la corrupcio sia hostada tota; e aprop cura aquel am aquo que lu encarne entro que sia sanat.	May be if the bone is to you discovered and is in it any corruption and blackness, then remove that which is within until the corruption is consumed throughout; and almost cure that which is in that which embraces it until it is healed.</end_of_turn
E si no es sana e gieta brac ayssi cum fazia, lahoras sapias que tu no est pervengut a la eradicacio tota de la corrupcio; e adonc tu descuebre sobre lu segondanament e exquisitament fay la razio de lu e la mundificacio de lu am la deriera fortalasa tieua, e aprop restaura aquel.	And if it is not healed and brings pain even as before, then know that you have not reached the complete eradication of the corruption; and then you discover about it according to the circumstances and request reason for it and the modification of it from the strong side, and finally restore that.</end_of_turn
E donc si es sanat, bo es; e sino, lahoras sapias que aquela corrupcio es en la profunditat longinqua del cors, la qual no ha conseguida, e adonc a tu en aquel no es engen sino laysar aquela.	And therefore if it is healed, well; and if not, know that that corruption is in the profound depth of the body, which has not been overcome, and then you must leave that.
E si le os corromput es petit, o es a tu possible atirar aquel, lahora tu le atira am forceps subtils las quals conveno ad aquo.	And if the corruption of the bone is small, or you are able to extract it, then draw that out with fine forceps which are suitable for that.</end_of_turn
E si so motz osses, lahoras exquisitament fay la extraccio de totz aquels, e de aquels no laysses denguna causa am la tua fortaleza.	And if so many bones are moved, then carefully make the extraction of all of them, and of those do not leave any cause to your strength.</end_of_turn
Mays si a tu fa contrarietat alcuna causa de las humiditatz, e en lor inscizio no ha temor ni error, lahoras inscideys aquelas liaments o carns si so aqui, e deliura les osses.	May be if there is any cause of the humors, and in their incision there is no fear or error, then cut those ligaments or flesh if they are there, and discharge the bones.</end_of_turn
Mays si a tu no es preparacio de ostar les osses de la tua hora, lahoras pausa sobre la plagua aquo que poyresca la plagua aquela, e layssa aquela entro que aquo es al enviro de aquels osses de carns e de liamentz, e guarda la plagua que no sia consolidada, e sia constrengida la seccio la qual tu has inscidida en la tua operacio.	May be if you are not prepared to extract the bones at this time, then stop over the wound that you have caused until the wound has closed, and leave that until that which is around those bones of flesh and ligaments is expelled, and guard that the wound is not consolidated, and be constricted the section which you have cut in your operation.</end_of_turn
Habantz, si temes, pausa sobre lu coto submers en sopre trissat am oli, o coto submers en anguent egipciac, o en alcu dels enguentz vertz, quar quan poyriran aquelas liaments, e les osses son de lor seperatz la ablacio, e de aquels atraccio es alleujada.	Well, if you fear, stop over the limb immersed in boiling soup with olive oil, or limb immersed in Egyptian unguent, or in something of those unguents which are seen to be useful, for when they will have been softened, the ligaments will be separated from the fracture, and the attraction will be alleviated.</end_of_turn
Mays si es un gran os ayssi cum le os de camba o de coyssa o semblantz ad aquels, e aquo que de lu es corromput es la facia de lu tant solament, lahoras ratz aquela am resio tant solament derriera entro que sia ostada aquela negror e corrupcio, e aprop restaura la plagua.	May be if it is a great bone such as the bone of the limb or the bone of the thigh or the bone of the heel or something like those, and that which is corrupted is only the surface of it, then remove that only behind until that blackness and corruption has been consumed, and finally restore the wound.</end_of_turn
Mays si aquo que de lu es corrumpyt es gran partida, e la corrupcio ja ha conseguida la medulla del os, lahoras es causa necessaria cerrar aquel e aquel tot inscidir entro al loc on es pervenguda la corrupcio, e lahoras cura aquel entro que sia consolidada.	May be if that which is corrupted is a great part, and the corruption has already reached the marrow of the bone, then it is necessary to close that and that completely by stitching, and the doctor must cure that until it is consolidated.</end_of_turn
E yeu recomti a tu aquo que endevenc ad un home en la sua coyssa per que pausez aquela a eyssempli e adjutori sobre la tua operacio.	And I recommend to you that you ask a man in his bed that he should stay with you to watch over that and assist you in your operation.</end_of_turn
Foc un home jove per etat entorn xxx ans, al qual accideys dolor en la sua cueyssa, e de las partidas dedintz mauguda es sobre la materia dedintz le cors entro que la materia es pervenguda a la cueyssa, e es materia de apostema am gran apostema, e no foc a lu causa extrinseca.	For a young man about the age of xxx years, who has happened to him pain in his heel, and from the parts downwards to the middle of the foot is about the size of a pea, and is matter of great swelling, and is not caused by any external cause.</end_of_turn
E adonc foc extendut le temps am aquela per la error dels metges entro que l’apostema es hubert, e acorrero de lu materias motas, e la sua curacio foc aprop pausada entro que la camba foc fistulada, e faytz son en lu motz orrificis les quals totz getavan poyredura e las humiditatz del cos.	And then the time must be extended in that for the error of the doctors until the swelling has subsided, and I will take away the parts that move, and the care of it must be almost stopped until the limb is healed, and make in them all the incisions which all evacuate pus and the humors of the body.</end_of_turn
E adonc le curec multitut de metges entorn dos ans, e no foc en aquels savia ma en la art, entro que yeu fu appelat.	And thus many doctors gather around the patient for two years, and do not linger over their wisdom in this art, until I was called.
E vi la camba de lu e las materias que corrian de lu aquels orrificis per gran cors; e ja le cos de aquel home era tot stabozit e la color de lu era citrina.	And I saw the swelling of their limbs and the discharge of pus from their wounds from great pain; and already the body of that man was stiff and yellowed
E adonc yeu intromesi la tenta ad un de aquels orrificis e pervenguec la tenta al os.	And thus I introduced the needle into one of those wounds and reached the bone.
E aprop yeu e perscrutat tostz les orrificis e trobegui aquels pervenir a lor de totas partidas de la camba.	And then I saw and examined all the wounds and found them to have penetrated all parts of the swelling
E adonc yeu me coytegui e inscidegui sobre un dels orrificis aquels entro que descrobegui una partida del os, e atrobegui aquel corromput, e ja era terros e corrumput e denigrat; e era ja corrumpuda una partida de la camba entro que havia penetrat entro a la mezola.	And thus I fainted and made an incision on one of those wounds until I scraped off a piece of the bone, and I stopped that corruption; and already a part of the swelling had perished within it
E adon yeu serregui aquo que a mi era discubert e preparat del os descubert.	And thus I saw that it was necessary to amputate what was disordered and prepared from the bone exposed.<end_turn>
E yeu cujegui que no fos en le os sino aquela corrupcio la qual abscidigui e serregui, e yeu ja havia derraziguada.	I declare that it was not in the bone but that corruption which I scraped out and saw; and I had already drained it.</start_turn>
E aprop pausegui la restauracio de la plagua am medicina consolidativas per lonc temps, e no es consolidada.	Then rest the restoration of the plague with prolonged medical treatment, and it is not solidified.</start_turn
E aprop yeu iteregui e descubregui sobre le os segondament sobre le descubriment primier, e atrobegui continua corrupcio am le os.	And thus I repeated the procedure and found the bone just as I had described before, and I again saw continuing corruption of the bone.</start_turn
E serregui aquo que a mi apares de aquela corrupcio, e aprop yeu fo perforsat fayre la curacio de lu e restauracio, e no es restaurat.	And thus I saw that from that corruption, and I immediately performed the extirpation of the limb and the restoration of the wound, and it was not restored.</start_turn
E adonc yeu descubri sobre lu autra veguada e no cessegui inscidir le os petit a petit particuladament e perforsa la restauracio de lu, e no es restaurat entro que inscidigui entorn un palm de lu, e aquel extraxi am la medula sua, e aprop restauregui aquel am medicinas, e es consolidat leugierament e sanat.	And thus I saw the other vein again and I did not cease to prick the small veins gradually and perforate the restoration of the limb, and it was not restored until I had pricked around the palm of the limb, and I extracted that with the marrow, and then restored it with medicine, and it was consolidated and healed.</start_turn>
E no es necessaria iteracio en la operacio de lu e seccio de lu sino per la disposicio de la freulesa de lu e per la paucitat de la tollerancia de lu e paor de lu de mort, quar a lu accidia en totas horas per superfluitat de evacuacio sincopi mala.	And it is not necessary to repeat the operation of the limb and its incision, but for the disposition of the morbid humor and for the scarcity of its tolerance and fear of death, which is in all its hours for the excess of evacuation without harmful excess.</start_turn
E donc sanat es per sanacio entiera, e nada es en loc de os carn dura; e es fayta bona la disposicio de lu en le sieu cors e retornec la vertut de lu; e es conversat en las suas disposicios e no fec a lu contrarietat en ambulacio ni nocument en denguna causa.	And thus health is for whole healing, and nothing is like the preservation of the bones; and it is good to dispose of it in the bowels of the body and restore its virtue; and it is conserved in its disposals and does not make it contrary to walk or sleep in any case.</start_turn
Mays si es os eminent en loc del cors ja trauquat, lahoras cove que tu secces aquel segon aquesta manieyra: e es que tu prenguas liament e strenh aquel en la extremitat de aquel os eminent, e comanda ad alcu que extenda aquel en sus; e pausa aquel liament de lana pus gros del primier liament; e aprop lia aquel sobre la carn que es dejos le os, e exten la extramitat de lu per que atires la carn a las partidas dejos, e tu descuebras la carn sobre le loc le qual voles serrar per que la serra no leda la carn.	But if it is in the limb that the bone is prominent, the hour commands that you take ligament and strengthen that at the extremity of that prominent bone, and command someone to extend that to its furthest extent; and stop that ligament of wool thicker than the first ligament; and then put that over the bone that is left to the bone that is being closed, and extend the limb so that it stretches the bone to the parts beyond, and uncover the bone over the place where you want to close it so that the saw does not damage the bone.</start_turn
E pausa fust o taula dejos le os decentment, quar quan tu fas aquo no es prohibida la serra que no secce la carn corrumpuda.	And stop fast or table the limb downwards, so that when you do that the saw does not cut the corrupted bone.</start_turn
E cove que sia la serradura sobre le loc corrumput petit a petit, quar si es en la concavitat del os corrupcio e no appar en la sua apparicio al sentiment, e forssa a serratura de lu autra veguada.	And cover that the sawing should be done little by little over the corrupted area, so that if it is in the cavity of the bone the corruption does not appear in its appearance to the feeling, and forces the closure of the other vein.</start_turn
E si le os es corrumput e no-eminent, abantz es la una partida continuada am la autra, e la corrupcio es al mieg loc o en partida de lu, lahoras tu descuebre la carn de totas partz tota; e aprop pausa fust dejos, e aprop serra aquel de la primiera partida la on es la corrupcio entro que sia continuada la serratura del autra partida.	And if the bone is corrupted and not prominent, if there is a continuation of one part with the other, and the corruption is at the middle of the limb or in part of it, the hour you uncover the bone throughout; and then stop fasting, and immediately perform the sawing of the first part where the corruption is located until the sawing of the other part is completed.</start_turn
E sia la serradura segon le loc de la corrupcio un petit, segon que havem dit.	And the sawing should be done according to the location of the corruption a little, as we have said.</start_turn
E si la corrupcio es en la junctura, inscideys aquela junctura corrumpuda, e serra le os la on es continuat del autra part.	And if the corruption is at the joint, prick that corrupted joint and saw the bone where it is continued from the other part.</start_turn
E si de la corrupcio es en la continuacio de doas juncturas, lahoras no es en lu razio sino engen.	And if the corruption is in the continuation of two joints, the hour is not in their ratio but is cunning.</start_turn
E si la corrupcio es en le pecte de la ma o del pe, es mot dificil; empero cove que tu inquieras la corrupcio en qual manieyra appareys a tu, e que abradas aquela, e mondes aquela segon quascuna disposicio la qual es a tu possibla, e am cascum engen sia rectificat a tu, quan no fa a tu contrarietat vena o nervi.	And if the corruption is in the palm of the hand or the foot, it is not easy; however, cover that you inquire about the corruption in what manner appears to you, and open that, and say what you think in any way that is possible for you, and in this way either the matter will be rectified for you, or it will not make you contrary to veins or nerves.</start_turn
E sapias qual es inscididors e las serras a inscidir aquestz osses son motz segon le situament dels osses, e la preparacio de aquels, e la grosseza de aquels, e la subtilitat e la grandeza e la parvitat de aquels, e la duricia e la lor raritat; per que cove que tu prepares a tota specia de operacio estrument convenient ad aquela opperacio.	And you know what is incisions and what saws to make incisions on these bones are not like that according to the situation of the bones, and their preparation, and the thickness of them, and their softness and greatness and smallness, and their hardness and rarity; for it is necessary to prepare for all kinds of operations the appropriate instruments for that operation.</start_turn
E sapias que aquela operacio significa a tu sobre la specia del strument del qual indigeysses; quan am tu es gran studi e lonc e conoyssensa de las manieyras de aquesta art, e testimoni de manieyras de malautias, quar lahoras ja tu las avias per tu meteys aquo que es convenient a lu dels sturmentz a tota malautia.	You understand that the procedure you are about to perform requires great study, knowledge, and experience in this art, as well as testimony from previous patients suffering from various diseases.
E yeu so a tu formant en la fi de aquest capitol le nombre dels instrumentz les quals pausaras cum eyssimples am les quals proceziras a la tua prohibicio la qual experimentaras sobre las autras.	And thus I say to you at the end of this chapter the number of instruments which you will employ, as well as the instruments which you will use in the procedure which you will perform at my command, which you will experience on others.</end_of_turn>
Forma de serra:	Your turn. Please provide the next line of the translation.
Forma de autra serra:	The instruments are these...
Forma de autra serra:	And the other instruments are these...
Forma de autra serra gran:	And the great instruments are these...
Forma de ray:	And so on...
Sia le cap de aquest ray segon la forma de cap de clau stellat, e les puntz de lu sian segon la forma dels puntz alstefegi.	Like the head of a star-shaped claw, and the points are like the points of a star
E no conveneys sino que am aquel sian confricadatz les caps de las juncturas quan so corrumpudas, o es la boca gran ampla.	And it is not proper that the heads of the joints should be fractured when corrupted, or that the great opening be wide open.</end_of_turn>
Forma de razori major dels autres:	The great razor is like the others...
Forma de razori menor:	The small razor is like the others...
Forma de razori lat:	The flat razor is like the others...
Forma de serra autra decentment fayta: sia fayt arc de lu pus sobira e la acuitat de lu de ferr, e le membre de lu de boys punhal descentment fayt.	The other instrument is properly made: it is an arc with a blunt edge and a pointed tip, and the handle is held downwards.</end_of_turn>
Forma de lu:	Like this...
Forma de razori en la qual ha concavitat:	Like this...
Forma de razori autra subtil:	Like this...
Forma de autra razori de curvada extremitat:	Like this...
Forma de rasori petit semblant a tenta:	Like this...
Forma de incisori am le qual so inscidit les osses:	Like this...
Forma de inscisori autra minor:	Like this...
Forma de un autra inscissori; aquest semblant a ray, e la extremitat de lu es cum serra, e es exhibit en motz locs en la razio dels osses:	Like this...
Forma de ray lo qual conveneys a rasio de aquel que es perforat dels osses:	Like this...
E la extremitat de lu es triangulada e de aguda extremitat.	And the tip is triangular and acute.</end_of_turn
E es fayt de ferr de India , e semblantment cove que totas las causas que havem ditas de rasoris e de inscissoris e de serras.	It is made of Indian steel, and resembles the cause of all the instruments that we have mentioned of razors, and of scissors, and of saws.</end_of_turn
De inscizio extremitatz e de la serratura dels osses.	For the incision of the extremities and the closing of the bones.</end_of_turn
Las extremitatz se poyresso o per causa intrinseca o per causa extrinseca, o cum tu auras medicat aquela corrupcio per curacio de aquelas medicinas e la curacio no comfereys, o vezes la corrupcio anar deves le membre la qual no percuteys denguna causa, lahoras cove que tu inscidas aquel membre entro aquo la hon acossec la corrupcio, per que le malaute evasesca per aquo de mort o de malicia que es major defeliment del membre.	The extremities are bruised either by an intrinsic cause or an extrinsic cause, or as you have treated that corruption for the healing of those medicines, and the healing does not impede, or sometimes the corruption goes away without you having pierced anything, when in that case you must also puncture that limb in order that the disease may escape because of death or malice which is greater damage to the limb.</end_of_turn
E le senhal de aquel al qual accideys, es que·l membre es fayt negre entro que sia cujat que foc la ja comburit, o se poyreys aprop la negror entro que la poyredura aquela ane entro aquel membre que siec lu e que prengua tot le cors; e donc coyta te am inscizio de aquel.	And the sign that it is necessary to puncture that limb is that the limb becomes black before it is healed, or that the blackness approaches too close to the whiteness before the black has disappeared from that limb which you have pierced and that has preserved the rest of the body; and therefore you must order me to puncture that.</end_of_turn
E semblantment si es causa de la corrupcio percussio de alcunas causas venenosas ayssi cum de scorpio mari o de vupera o de rutela e de semblantz.	Similarly, if the cause of the corruption is a venomous wound such as that of a scorpion or a viper or of a bite of a worm, and the like.</end_of_turn
E si la corrupcio o la percussio es en la extremitat del dit, lahoras tu inscideys le dit e no dones spazi a la corrupcio per que ane entro a la ma.	And if the corruption or the perforation is in the extremity of the finger, then you must pierce the finger and do not leave space for the corruption to enter the hand.</end_of_turn
E semblantment si accedeys a la ma, lahoras tu inscideys aquela de la razit del focil, e no dones spazi a la corrupcio entro que prengua en le focil del bras.	Similarly, if you reach the hand, then you must pierce that from the root of the hair, and do not leave space for the corruption to enter until it has been expelled from the root of the arm.</end_of_turn
E si envezeys aquel, lahoras inscideys le bras entro al coyde en la junctura.	And if you are unable to do this, then you must pierce the arm into the hollow of the joint.</end_of_turn
E si passa otra la corrupcio e la vezes enviro le coyde, lahoras en aquel es la mort del malaute; e aministrar autra causa otra aquo en curacio es quantitat de vertut.	And if it happens again, and sometimes the marrow escapes, then in that case the disease is mortal; and to administer another cause alongside the treatment is useless.</end_of_turn
E semblantment fay del pe quan corrupcio envezeys le dit del pe, lahoras tu inscideys aquel entro ad un dels nozes.	Similarly, if the corruption is in the toe, then you must pierce that into one of the bones.</end_of_turn
E si pren en la pente del pe, lahoras tu inscideys tot le pe.	And if it is in the heel, then you must pierce the whole foot.</end_of_turn>
Mays si pueja entro al denol, lahoras tu inscideys la camba entro a la junctura del denol.	May it please be known that if the patient drinks within the denol, then you insert the trocar into the joint of the denol.
E si la corrupcio ja es pervenguda sobre le denol, lahoras en lu no es engen sino dimissio, e layssar le malaute a la mort.	And if the corruption has already spread over the denol, then it is not sufficient simply to drain it off, but to leave the patient to his fate
E la manieyra de inscidir le membre o de serrar lu es que tu strenhas le liament en la partida pus dejos la qual voles inscidir, e strenh autre liament sobre le loc; e extenda le ministre un liament a las partidas dejos, e extenda le ministra autra liament en sus; e tu separa la carn la qual es entre dos liamentz ain spatum lat entro que sia descuberta tota la carn; e aprop sia inscidit o serrat.	The manner of incuding the limb or closing it is that you grasp the ligament behind which you wish to include, and grasp another ligament over the joint; and extend the minister a ligament to the parts below, and extend the minister another ligament on their; and you separate the marrow that is between two ligaments somewhat apart until the whole marrow is uncovered; and then either include or close
E cove que sia pausat drap de li de totas partidas per so que no toque le loc sa, e que vengua al malaute lesio ajustada e apostema caut.	And that no movement be made from all parts except for the joint, so that you do not touch the marrow itself, and that the patient receives adjusted injury and applies cautery afterwards
Mays si accideys flux de sanc quan obras, lahoras tu cauteriza le loc coytadament, o pausa sus lu alcunas polveras restrenhentz le sanc; e aprop retorna a la tua medicacio entro que sia complida.	May it please be known that if an accident of flux of urine occurs during the work, then you cauterize the area cautiously, or stop their urine until the urine is restricted; and then return to your medication until it is completed
E aprop lia le membre plaguat am liament al u convenient, e cura aquel entro que sia sanat.	And then bind the affected limb with a ligament or as convenient, and care for him until he is healed.
E yeu recomti a tu aquo que endevenc a un home en le sieu pe, aquest meteys accident le qual yeu e a tu recomtat, le qual es quar accidic a lu negror en le sieu pe am adustio que era asemblada a combustio de foc.	And I recommend that you send a man to a poor man in the street, this man having had this accident, which I and you recommend, which is that the acidity of urine in the street be brought to a level equal to the combustion of fire.
E aquela corrupcio accidic primierament en le sieu dit entro que tendec tot le pe.	And that this acidic corruption first appears in the foot until it affects the whole limb.
E adonc aquel home preparec per si meteys pus que vic la curacio anar al membre am la vehemencia de lu que atrobec de dolor e de adustrio de lu, e el inscidic aquel pe entro a la junctura, e foc sanat.	And then that poor man prepared himself for himself more than by receiving the care, and when the limb is relieved of pain and discomfort, and when the joint is included, and the fire is healed
Lonc temps accidic a lu aquela meteyssa corrupcio en le dit de la ma indic.	For a long time that poor man suffered from that same corruption in his thumb
E adonc venc a mi, e so me perforsat repercutir aquela superfluitat am aquo que pausegui sobre la ma de las medicinas, aprop la mundificacio del cos de lu; e no es repercussa la superfluitat e comensec anar al autra dit entro que comensec en la ma.	And then I saw it, and so I pierced to perceive whether that excess rested upon the hands of the physicians, and indeed it was found to be excessive; and when I spoke of it, the disorder of the body ceased, and the excess was not repeated, but it began to subside from the thumb onwards
E el apelec me a inscidir la ma de lu, e yeu no volgui far aquo sperant sobre la repercussio de aquela superfluitat, e mays que temegui deves la inscizio de la ma de lu mort, quar la vertut del malaute era sobre cazement.	And he demanded to include the thumb, and I did not fear the consequence of that excess, for I knew that the virtue of the patient was about to recover it
E pus que el se desperec de mi, es retornat en la sua terra e pervenguec a mi que aquel home preparec e inscidic la sua ma tota, e es sanat.	And when he awoke from my presence, he returned to his home and told me that that poor man had prepared himself and included his whole foot, and he was healed
E no he adhuzida aquesta narracio sino per que sia adjutori sobre aquo que catz de aquesta malautia, e que sia significacio per la qual sia significada e segon la qual sia obrat.	I have not related this narrative except to the extent that it may be of assistance concerning this disease, and to the significance which it possesses and the way in which it is to be interpreted
De cura sinuum et qualitate clisterizationis cum medicinis.	Take care of the spirit and the quality of the patients as with the physicians.
Quan accideys apostema en alcus membres carnozes e·l spazi de l’apostema es prolonguat entro que fa colleccio de sania, e aprop es romput e perforat, e es eyssida de lu la sania, e roman le loc vuoyt quays cum si era vayssel, e la codena que es desobre lu ayssi cum drap subtiliat, e no es pervengut a deriera corrupcio, e no inprimeys en le os o en nervi ni en liament, es apelat sinu, e no es nompnat fistula.	When an abscess occurs in fleshy parts of the limb, the space of the abscess is prolonged until collection of urine, and then it is ruptured and perforated, and the urine is drained out; the limb remains as if it were a vessel, and the surrounding skin is slightly stretched, and no further corruption is caused, neither on the bone nor on nerves or ligaments, it is simply suppuration, and it is not called fistula.
Mays empero si le spazi es prolonguat entro que la corrupcio enprema en alcun membre, lahoras es appelada fistula e no zukem.	However, if the space is prolonged until the corruption precedes in any limb, then it is called fistula and does not abate.
E la cura de lu es que inscidas aquela codena tota ayssi cum es revolvut, e majorment quan es subtiliada e es fayta cum drap, e comfizas que no adhereys al loc per la sua corrupcio.	The care of it is that you include that skin all around as if it were rotated, and more so when it is slightly stretched and is useful like wax, and comfort that it does not adhere to the limb because of its corruption
Mays si tu speras que la codena adheresca e que aquela corrupcio no aja conseguit per deriera consecucio, e en la codena ha spassitut de cara, lahoras tu cura aquel am clisteri.	However, if you hope that the skin will adhere and that the corruption will not result in any further consequence, and if there has been swelling in the skin, then you care for that which is in the cluster
E es que consideras al sinu, e lahoras si es gran, e·l brac que yeys es de fetent odor, lahoras clisteriza aquel am medicament egipciac le qual es de oli e vi agre e ziniar recebent partidas enguals, e sian ajustadas en un vayssel, e sian coytas sobre le foc entro que’l medicament se fassa rog e pervengua a specitut de mel.	And you consider the spirit, and if it is great, and the arm that you use is of fetent odor, then you cluster that with the Egyptian medicine which is oil and vinegar and vinegar of rue, receiving oily parts, and they are adjusted in a vessel, and they are covered over the fire until the medicine is made perfect and reaches its perfection.
E aprop tu pren de lu aquo que es necessari e dissolveys lu am aygua e mel; e clisteriza am aquel le sinu, e strenh le orrifici de lu, e layssa la medicina en lu per la quantitat de doas horas.	And then take from it what is necessary and dissolve it with water and honey; and cluster it with that spirit, and strengthen its orifice, and leave the medicine on it for the space of two hours.
E aprop extratz aquela am sprecio; e fay aquo per tantz dias entro que sia mundificat le sinu e sia remauguda la pudor.	And then extract it from there; and make water for as many days as it takes until the spirit is purified and the pain is relieved
E alcunas veguadas es clisterizat am aygua de cendre, quan no es a tu prezent aquest medicament; e es que tu prenguas la cendra de vitz, e met sobre lu aygua; e aprop cola aquela e clisteriza aquel am ela entro que te confizes que·l sinu lahoras es ostat.	Every morning, vinegar is clustered with water of ash, when not at present this medicine; take the ash of vinegar, put it on it water; then close that and cluster that with it until you believe that the time has come.
E si le malaute no ha tollerancia sobre le medicament egipciac ni l’aygua de la cendre, lahoras clisteriza aquel am aygua e mel e quays sia mesclat ziniar trissat, e clisteriza aquel am vi e mel mesclat, quar de proprietat de mel es que mondifique e lave, e le vi fa adherir le sinu, e majorment quan en le vi ha superfluitat de stipticitat e de siccitat.	If the patient does not tolerate the Egyptian medicine or the water of the ash, then cluster that with water and honey and add some vinegar, which has the property of changing and washing, and of the vinegar there is excess of stickiness and dryness
E cum tu fas aquo alcunas veguadas e te comfizes que·l sinu ja es remaugut, lahoras clisteriza aquel am aquo que fa naysser la carn en lu.	And when you have done that with some vinegar and you believe that the time has come, then cluster that with that water which makes the marrow rise in it.
