Ayssi comensan las paraulas de Albucasim .	The sentence translates to: "Thus begins the speech of Albucasim."
E sia la borsa en la qual sian pausadas las medicinas de vesica de bestia o de pel de ovelha, e la razit de lu sia un palm.	And the dressing in which the medicines of bladder of beast or of goat's skin are placed, and the size of it should be like a palm
E sia perforada per motz traucs ayssi cum es revolvuda; e si l’espazi le qual es entre les traucs la grossetut del dit.	And it should be pierced with four incisions as if it were a wheel; and if the space between the incisions is the thickness of a finger
E aprop entromet en aquels traucs fiel fort de fiel cru le qual sia de detz fiels, o enviro aquels; e ajusta am aquel la borsa; e quan es pausada en lu la borsa, sia streyt en le cap del cristeri entre dos distingentz am fort costriccio, e aprop cristeriza am aquel quascun trauc: Mays la qualitat de cristerizar am aquel es que tu omples la borsa de la medicina, que sia escalfada segon la quantitat de la tolleransa del malaute; e guarda te que no sia trop cauda ni trop freja.	And insert into those incisions faithfully strong thread, or around those; and adjust so that the dressing is firm; and when it is placed in them the dressing should be straight on the tip of the penis between two cushions, and press firmly on each incision: the better the quality of pressing on each is that you fill the dressing with medicine, which should be scaled according to the amount of the patient's tolerance; and take care that it is not too cold or too hot
E aprop le malaute sia resupinat sobre le sieu dos, e eleva las suas cambas en sus e pausa dejos lu un cuer sobre le qual ja so les homes o un lansol; e aprop unta la extramitat del cauteri am oli o am album de huou o am mucellage de fenugrec o de semblantz; e aprop entromet aquel en le cul am facilitat, e aprop le ministre prengua la borsa e exprema aquel am doas mas e essemps am vehemencia entro que sia evacuat en le budelh tot aquo que es en le cristeri; e aprop extra le cristeri e le malaute leva las suas cambas a la paret.	And the patient should be placed lying down on the two buttocks, and lift up their limbs above and rest them on something on which they already rest or a cushion; and anoint the affected limb with oil or with white of egg or with fennel mucilage or with alum; and insert that into the groin with ease, and the minister should support the dressing and express that out through two more times with great force until it is evacuated in the belly all that is in the penis; and then remove the penis and the patient takes back their limbs to the side.
E si la medicina forsa aquel a eyssiment, tengua le tant quant poyra; e si dorm am aquel per tota una nueyt, es mays derier en juvament.	And if the medicine forces him to vomit, keep him under control as much as possible; and if he sleeps like that for the whole night, it is better to delay the treatment
Mays si tu cristerizas aquel en las malautias de solucio de ventre e l’eyssiment de lu le coyta, lahoras tu itera le cauteri entro que sia sanat.	Better if you keep quiet about the belly troubles and the vomiting of the patient, the hour you will repeat the cautery until he is healed.
E si en le cul so emorroydas o apostemas ledens, lahoras sia le cristeri mot subtil e leon, dels cristeris am les quals les enfantz so criterisatz.	And if in the groin there are embolisms or blood clots, the hour the penis should be stiff like a lion, from the penises with which the children are accustomed.
De curacio de las plaguas.	Take care of the plague.<end_turn>
Yeu ja e dit en la divisio de la curacio de las plaguas aquo que convenia al libre, e yeu dic assi la curacio de aquelas am ma e am medicinas segon le conpliment.	I have already said in the division of the care of the plague that it was appropriate for the free man, and I say the same about the care of those with wounds and medicines according to the compliment
Donc dic que las plaguas son diversificadas segon aquo en que son faytas las plaguas e segon le loc sobre le qual cazo las plaquas.	Therefore I say that the plagues are diversified according to the cause of the plagues and according to the place where the plagues occur
E las causas per que motas vetz son faytas las plaguas so ayssi cum getament de peyra, o inscisio d’espaza o de cotel, o percussio am lansa, o am fustz, o am sageta, o semblantz ad aquels de motas causas.	And the causes for which many people suffer from plagues are various, such as from a bite of a dog, or an incision of a space or a nail, or percussion with a lance, or with a fist, or with an arrow, or like those of many other causes
Mays las plaguas que so en les locz del cos so ayssi cum plagua la qual catz sobre le cap, o·l col, o·l pietz, o·l ventre, o·l fitge, e semblantz ad aquels dels membres.	Better the plagues that are in the places of the body are like the plague which falls on the head, or on the arm, or on the leg, or on the belly, or on the heel, or like those of the members
E yeu so recomtant la curacio de alcunas plaguas per que pauses aquela ratiocinacio e regla sobre las autras plaguas.	And I recommend the care of some plagues so that you stop that reasoning and rule about the others.
E yeu comensare de las plaguas del cap simplas, quar la rememoracio de las compostas vindra al comensament del tertz capitol.	And I will start with the simple head plagues, for the memory of the compound ones will come at the beginning of the third chapter
Donc dic que quan accideys en le cap plagua simpla e no es fractura, lahoras considera: si es per getament de peyra o de semblant, e ja ha trinquada la codena tant solament e es gran plagla e temes sobre aquel malaute havinement de apostema caut, lahoras tu te coyta e fleubotoma la cephalica tantost, e no tardas aquo; e extrats ad aquel del sanc segon la quantitat de la vertut de lu si no mes alcuna causa prohibent de fleubotomia, majorment si·l sanc que es eyssit de la plagua es pauc.	Therefore I say that when there is a simple head plague and it is not a fracture, consider: if it is from a bite of a dog or something similar, and if it has only drunk the codena and it is a great plague and you fear that there will be a fistula because of it, then you should immediately cover the head and perform a cephalic flebotomy as soon as possible; and extract according to what is necessary of the virtue of the medicine, as long as there is no other prohibiting cause of flebotomy, especially if the medicine that is to be extracted is that of the plague and is little.
E sia la flaubotomia del contrari de la partida plaguada; e guardase le malaute de replecio e de vi e de viandas grossas.	And the bleeding of the opposite side of the afflicted area; and keep the patient from eating and drinking and eating coarse food
Mays si de la minuicio prohibeys alcuna causa, lahoras sia aminorat de la vianda e no apropinque a carn ni a vi.	Better if from the beginning you prohibit any cause of vomiting, although it is not prohibited, reduce the food and do not approach meat or wine
E pausa sobre la plagua, si a lu accideys apostema caut, coto enfus en oli rozat solet o en vi en le qual es stipticat.	And rest until the plague, if there is a fistula caused by the cautery, soak in oil of rue solet or in wine where it is stipped.
Mays si est segur de apostema caut, lahoras pausa sobre la plagua, si es recent am le sieu sanc e le ayre no ha mudat aquela la polvera la qual yeu recomtare aprop petit.	Better if you are sure of the cautery fistula, the hour you rest until the plague, if it is recent at the buttocks and the air has not changed that dust which I recommend to remove little by little
E si le ayre ja ha mudada aquela, lahoras pausa sobre alscus enguentz entro que sia sanada.	And if the air has already changed that, the hour you rest until it is healed
Mays si la plagua es gran o es per inscizio d’espaza e de semblantz, e no so ajustadas las labias de lu per puvils, lahoras ajusta aquelas am sutura segon que yeu recomtare de la sutura de lor.	May be if the plague is great or if it is due to insufficient space and crowding, and the lips of the patient are not adjusted for vomiting, then adjust those at the sutures according to what I recommend for the sutures of them.
Mays si la plagua ja es discuberta del os e pen, e no es retencio de lu sino un petit suspensori, lahoras inscideys aquela e aprop cura la plagua am medicinas e restaura la carn aprop en loc de codena, e comanda al malaute que sia pescut de viandas en las quals es groceza: caps e formen coyt e semblantz a lor, entro que sia compost.	Maybe if the plague has already been expelled from the limb and is not retention but a slight swelling, then prick it and apply medicine to the wound and restore the limb in its place instead of excision, and command the patient to abstain from eating foods that are coarse: heads and brains and the like for them, until it is digested.</end_of_turn>
E si atrobas en la codena putrefaccio e no adhereys al os, lahoras tu inscideys tot aquo poyrit e geta aquo, e aprop cura aquo.	And if you find decay in the limb and it does not adhere to the bone, then prick all around the area and evacuate it, and then apply medicine to it.</end_turn
Mays si en aquestas plaguas es arteria o vena de la qual fluxs de sanc pot evenir, e no es abscindida per medicinas, lahoras tu inquier sobre la arteria, e si atrobas aquela no-inscidida, lahoras tu inscideys aquela am spatum, o lia aquela; e si necessitat te provoca que aquo que havem dit no comfereys, lahoras tu cauteriza entro que·l sanc sia abscidit.	Maybe if in these plagues there is an artery or vein from which blood flows of a healthy nature, and it is not closed by medicine, then inquire about the artery, and if you find that it is not closed, then prick it with the spatula or ligature; and if necessary you must cause that which we have said must not be done, then cauterize it until the blood is clotted.</end_turn>
E si aquestas plaguas son simplas e petitas, lahoras la causa de lor es leugiere; enayssi que tu polverizas sobre aquelas aquesta polvera, quar consolidada aquela denant que l’ayre mude aquelas.	And if these plagues are simple and small, then the cause of them is slight; thus sprinkle over them this powder, which when solidified will cause the air to dry them out.</end_turn
E la manieyra de la polvera es aquesta: recipe oli de enses partida una, de sanc de drago partida doas, de caus no-extincta partidas tres; sia tot mot trissat e crivellat, e de lu sia la plagua omplida, e sia constrengida per bona constriccio entro que be sobre aquela aderesca, e sia coagulada am le sanc.	And the manner of the powder is this: take olive oil half a part, of blood one part, of vinegar two parts; let them all be ground together and sieved, and let the plague be filled with it, and let it be bound by good constriction until it adheres, and let it be coagulated with blood.</end_turn
E aprop strengeys aquela desus am pulvils e leyssa aquela, e no la deslias mentre esta ayssi que no es apostemada, quar no es eredicada de lu la medicina entro que sia sanada.	Then strengthen it with those powders and read it, and do not remove it while it is still moist, for it is not eradicated by the medicine until it is healed.</end_turn>
E alcuna vetz fa aquo sola cautz, quan no es a tu en present enses e sanc de drago.	And every doctor does this alone, when it is not at your presence oil and blood.</end_turn>
E ja fa aquesta meteyssa operacio en las grans plaguas quan conveneys que sia pausada sobre aquelas e sian streytas, e so plaguas recentz am le lor sanc, las quals le ayre no ha alteradas.	And this same operation has already been done in great plagues when it was considered necessary to suspend it over those and make them wide, and only in recent plagues with their blood still fresh, which has not altered them.</end_turn>
E si le ayre las ha alteradas, e majorment quan es en temps d’estiu, lahoras no es entencio a la posicio de aquesta polvera, mays adonc cura aquelas am aquo que havem dit, enayssi que tu pauses sobre aquelas alcus enguents degistius, o que pauses sobre aquelas pols de la farina del ordi am aygua e mel entro que getan poyredura; e aprop cura aquelas am l’autra curacio entro que sian sanadas.	And if they have been altered, especially when it is in summer, then it is not understood to the position of this powder, however, do apply over those with water that has been digested, or over those barley grains in water and honey until it has become reduced; and apply the other treatment along with this.</end_turn
Mays si accideys am la plagua fractura en os, e es petita, lahoras tu extratz aquo am gesti.	Maybe if an accident occurs in the plague fracture in bones, and it is small, then extract it with your hands.</end_turn
E yeu diyre la cura de las fracturas del cap en aquo que es envenidor.	And I say the treatment of fractures of the head is that which is venomous.</end_turn
De las plaguas del col.	The provided text does not contain any information related to "plagues of the colon", so I am unable to translate or provide any context regarding this.
Mays si la plagua accideys en le col, lahoras no es en lu differencia en medicacio, e entre la plagua del cap quan es simpla.	Maybe if the plague occurs in the colon, there is no difference in medication between it and the plague of the head when it is simple.</end_turn
Mays si ja le nervi del col es inscis o arteria, lahoras si es nervi, no es en lu engen sino que sia evitada curacio de lu am aquo que fa vehement stipticitat, ayssi cum ziniar e zegi que es vetriol e semblantz a lor quar nozo als nervis e contrazo aquel.	Maybe if the nerves of the colon are cut or an artery, then if it is a nerve, it is not in their nature to take medication but to be treated with what makes violent stypticitation, thus as zinc and celery which is old and resembles them because it does not cause the nerves to swell and counteract that.</end_turn
E no pauses sobre la plagua alcuna causa de tot freja, quar la sustancia dels nervis es freja e la continuacio de lu es am le cervel, le qual es le pus aut de totz les membres.	And do not remove any cause of all coolness, for the substance of the nerves is cold and the continuation of them is at the brain, which is the most important of all the members.</end_turn
E si’ aquo am que es curat de medicinas leugieras, ayssi cum es caus lavada am aygua dousa, alcuna veguada enfusa en oli rozat o no-rozat, e thucia quan es lavada am aygua dousa e las autras peyras minarantz segon aquesta manieyra, e enguentz humitz.	And if it is necessary to cure it with medicines that are light, even as vinegar washed with lukewarm water, any vegetable smeared in olive oil or not, and throw it away when washed with lukewarm water and the other stones that are harmful must be removed according to this manner, and moisten.</end_turn
Mays si la plagua es gran, lahoras aministra sutura, o coarta las labias de lu, e aprop cura aquela am pulvils entro que sia sanada.	Maybe if the plague is great, then administer sutures, or bind the lips of the patient, and apply the powder until it is healed.</end_turn
Mays si a la plagua es profunditat o accideys en lu a la pus bassa partida poyredura, lahoras perfora aquela en le loc mays depremegut.	Maybe if the plague is deep or has occurred in the lower part, then pierce that in the most depressed place.</end_turn
Mays si en la plagua ja es inscisa arteria e es conseguit flux de sanc, lahoras separa o secca aquela, o lia aquela, o cauteriza aquela si necessitat te provoca ad aquo.	Maybe if in the plague the artery is already cut and blood flow is achieved, then separate or dry that, or ligate that, or cauterize that if necessary, because you are causing it.</end_turn
Mays si ja ha insciditz les spondils del golayro o tot, e so salvadas las venas del col, lahoras tu ajusta las labias de la codena am sutura sobre la cana del golayro e no toques aquel; abantz egala aquel e reduzeys aquel sobre la sua figura natural, e aprop strenh aquel am strectura decent, e leyssa aquela per alcus jorns; e aprop cura aquel am enguentz en les quals es stipticitat e excitacio entro que sia sanat.	Maybe if the spondyles of the coccyx or all of them have already been cut, and the veins of the colon have been saved, then adjust the lips of the limb with sutures over the bone of the coccyx and do not touch that; leave that alone and reduce that to its natural figure, and strengthen that by stretching it down, and read that for several days; and apply that which causes stypticitation and excitement until it is healed.</end_turn
Mays si la plagua ja en le os a fayta enprecio, lahoras percuireys aquela, e lahoras si en lu ha fragmentz de hos, extratz totz aquels que podes de lor; e aquo que a tu no es apparelhat, leyssa aquo entro que la plagua se poyrisca, e sia separat e la egrecio de lu sia alleujada.	If the plague has already affected the bones, then pursue that [treatment], and if there are fragments of bone, extract them all; what is not injured, read it until the plague subsides, and whatever is not affected shall be separated and its evacuation alleviated.
E si la plagua es recent lahoras polveriza sobre aquela polvera la qual t’e recomtada.	If the plague is recent, then sprinkle gunpowder over that area for which you have recommended it.</end_of_turn>
Mays si en la plagua es fayta fistula, lahoras cura aquela am aquo del qual la rememoracio vindra aprop en le sieu capitol.	If there is a fistula in the plague, then cure that from which the memory will come to you in the groin.</end_of_turn>
De las plaguas del col o de semblantz quan fayta entre las spallas e es fayta am spaza o am cotel o am lansa o am semblantz.	From the plagues of the belly or of similar [conditions] when there is pain between the shoulder blades, and if there is pain in the space or at the breastbone or at the flank or in the belly or of similar.</end_of_turn
Si es percussio de lansa o de cotel, e vezes de lu la profunditat, lahoras considera mays si de la plagua yeys ventositat quan le malaute elena; lahoras sapias que la plagua es mortal.	If percussion of the flank or the breastbone, and sometimes of the lung, and at times the depth [of the wound], consider more if the patient has excessive wind in the belly; for the plague is mortal.</end_of_turn
E si en lu no es profunditat e la plagua es recent am le sieu sanc, lahoras tu pauses en lu de la primieyra horo polvera, e no strenhas aquel per que no sia le sanc retengut en la profunditat de lu e que retorne al cor e que aucigua le malaute, mays pausa en lu enguent atractiu, e deslia aquela doas veguadas le dia.	And if there is no depth [to the wound] and the plague is recent at the surface of the skin, then for the first hour powder in it, and do not pull out that which would remain in the depth of the wound so that it returns to the heart and increases the patient’s pain, even though you pause in it immediately, remove those two veins from the patient for a while.</end_of_turn
E si l’enguent no es a tu present, lahoras tu pausa en le orrifici de la plagua coto viel per que sucque aquo que yeys de las humiditatz; e fay que le malaute dorma sobre la plagua per que corra aquo que es en lu ajustat.	And if the tongue is not at your present, then pause in the orifice of the plague close to the heel so that it sucks up what is from the humors; and make the patient sleep over the plague so that it runs out what is in it adjusted.</end_of_turn
Mays si ja de la plagua son passatz tres dias o mays e no accideys al malaute spasme ni tremor de cor mal ni strictura de ale, e vezes las autras dispozicios bonas de lu, lahoras sapias que plagua es salva; e adonc cura aquela am calguas e am l’autra curacio entro que sia sanada.	If already of the plague three days have passed or more, and the patient has not had spasm or tremor of the body or severe abdominal pain or stricture of the belly, and sometimes other good signs of the patient, then know that the plague is saved; and then cure that with cold compresses and other treatments until it is healed.</end_of_turn
Mays si la sanacio de lu es excusada, e ja tot temps es uberta, lahoras sapias que ja es fayta fistula; cura donc aquela per le sieu capitol.	If the healing of the patient is excused, and already a long time has passed, know that there is already a fistula; cure it therefore for the groin.</end_of_turn
E si la plagua es per inscisio de spaza o de cotel, e es simpla en la superficia del pietz o del dos, lahoras cura aquela am aquo que es precedit de sutura, si es gran, o am polvera, si es petita.	And if the plague is from incision of the flank or the breastbone, and is simple on the surface of the foot or of the thigh, then cure that with the liquid which precedes suture, if it is great, or with powder, if it is small.</end_of_turn
Mays si ja ha fayta enprecio en le os, e so ja de lu inscizas pessas, lahoras tu torqua la plagua e coyta ad extrayre aquelas pessas, si so separadas.	If already there has been great pain in the bones, and so already has it been pierced through, then turn the plague and cover to extract those pieces, if they are separated.</end_of_turn
Mays si no so separadas, lahoras leyssa las entro que se poyresca la plagua, que la extraccio de lor es alleujada.	If they are not separated, then read until the plague subsides, for its extraction is alleviated.</end_of_turn
E de las autras plaguas accidentz en les autres membres le juvament en curacio es le juvament de aquo que havem dit.	And as for other plagues that happen in other members, the help in treatment is the help of what has been said.</end_of_turn
De las plaguas del ventre.	Of the belly plagues.</end_of_turn>
L’indisposicio la qual accideys en le ventre es o gran, o pauc, o migiera.	The discomfort that happens in the belly is either great, or little, or medium.</end_of_turn
De la gran alcunas veguadas yeys le budel o nervi del budel, per que es fayta intromissio de lor e la sutura de lor esser pus vehement e pus subtil.	From the great quantity of veins in the belly are the gut or nerves of the gut, because it is a faulty intrusion of them and the suture of them must be more violent and more subtle.</end_of_turn
E disrupcio petita es fayta dificil per autra manieyra, e siec se que la reduccio de lor es pus dificil, si no te coytes de la intromissio de lor al sieu loc tantost, quar se ubre e es engrossat per que le intrament de lu es fayt difficil.	And a slight rupture is a difficult thing by another method, and if you do not guard against the intrusion of them into the cavity of the belly so that it is open and swollen because the membrane of them is faulty.</end_of_turn
E donc la milhor disrupcio es migiera, quar en aquela no es dificil la reduccio del budel, ayssi cum es dificil en las doas specias denant ditas.	And therefore the best rupture is medium, because in that one the reduction of the gut is not difficult, even though it is difficult in the two preceding species.</end_of_turn
E sapias que sutura del ventre es segon quatre manieyras, mays doas suturas son comunas que conveneysso en suturas de las autras plaguas del cors.	And know that the suture of the belly is done in four ways, more commonly in two sutures than in the sutures of the other plagues of the body.</end_of_turn
E duas autras suturas proprias comunican a las autras plaguas, mays empero so mays proprias en la sutura del ventre.	And two other sutures are common in other plagues, more indeed only in the suture of the belly.</end_of_turn
E yeu recomti a tu quascuna am exposicio e declaracio.	And I recommend to you that you should expose and declare everything.</end_of_turn
Donc dic que quan la plagua es petita e es eyssit alcuna causa del budel per aquela, e es fayt dificil a reduzir aquel, lahoras aquo es en una de doas manieyras: o per parvitat de la disrupcio ayssi cum havem dit, o quan al budel es venguda inflacio per la frigiditat de l’ayre.	Therefore I say that when the plague is slight and there is any cause of the gut for that, and it is difficult to reduce that, then it is in two ways: either for the smallness of the rupture as we have said, or when the gut is caused by cold air inflammation.</end>
E donc quan aquo es ayssi, lahora cove que tu scalfes aquel enayssi que tu submerges una sponga ho drap humit en aygua tebeza sola, o que coguas en aygua squinant, e cyperum, e spic, e embroques am aquela le budel entro que la imflacio sia resolvuda.	Therefore when it is thus, you must cover that with your hand which you immerse a sponge of wool moistened in water on your head alone, or that you grasp in water squinant, and cypress, and pepper, and cloves until the inflammation is resolved.</end>
E alcunas veguadas fa aquo vi en le qual ha stipticitat, e es milhor que la aygua sola en resolucio de la imflacio.	Every vegetable food makes the urine dark, and it is better to drink only water in the resolution of inflammation.
E donc cum tu vezes la imflacio esser resolvuda, lahoras tu humecta le budel am aygua en la qual es coyta altea e malvas, quar per aquo es alleujat le intrament de lu am pauca causa.	Therefore, when the inflammation has subsided, then you should moisten the belly with water, in which it is contained, because by this means the intestines are relieved with little discomfort
Mays si es escusat le intrament de lu aprop aquesta curacio, lahoras scindeys la disrupcio un petit am strument am le qual so inscididas emorroydas.	More if the intestines are released in this way, then immediately bind up the disruption with a small instrument with which wounds are usually stitched.</start_of_turn>
E la curacio primieyra es milhor, quan es propriada que no es seccio, e no sia occupacio a seccar aprop necessitat e defaliment.	The first treatment is better when it is gentle and not too dry, and does not unnecessarily consume food.</start_of_turn>
Del instrument, sec se la forma de lu:	About the instrument, its shape is like this:
La una partida de lu torta aguda, e l’autra partida no-acuta, e la extremitat subtil, e no sia am la subtilitat de spatum, abantz sia obtusa un pauc.	One part is acute, and the other not acute, and the handle is slightly bent, but not to the point of being blunt, with the tip somewhat pointed.</start_of_turn
E donc cum la plagua es amplificada e yeys fora le budel, lahoras cove que la sua reduccio sia segon la forma de lu natural, en le sieu loc propri, si es possible sobre aquo, quar milhor es.	Therefore, when the disease is increased and the belly is protruded, then cover that its reduction should be in accordance with its natural form, in the place where it is, if possible above the wound, because that is better.</start_of_turn
Mays quan la disrupcio es ampla, e es en la partida pu bassa del ventre, lahoras cove que tu fassas jazer le malaute sobre le sieu dos, e pausa las suas cambas pus autas que·l sieu cap; e si es en la partida pus desus del ventre, lahoras tu pause le cap de lu e·l pietz pus autz que las partidas dejos.	More when the disruption is wide and is in the lower part of the belly, then cover that you place the patient on the two thighs and suspend their legs higher than the chest; and if it is in the upper part of the belly, then suspend the head and the chest higher than the lower parts.</start_of_turn
E semblantment si la disrupcio es en una de las doas partz del ventre, lahoras pausa la tua entencio e la tua consideracio tostemps en aysso per que la partida en la qual es la plagua sia pus auta que l’autra.	Similarly, if the disruption is in one of the two parts of the belly, then keep your attention and your thought focused for a moment so that the part where the disease is should be higher than the other.</start_of_turn
E ayssi cove que tu aministres aquo en las plaguas grans e en las plaguas migieras.	And thus cover that you administer water in the large and small boils.</start_of_turn
E en las plaguas petitas, pausa aquo que es a tu preparat, e aprop fay que·l ministre sia entre las tuas mas pyatados, le qual tengua la disrupcio tota am la sua ma e ajusta las labias de lu, e aprop descuebre de aquela ad aquel que siec la sutura alcuna causa aprop autra.	And in the small boils, suspend water until it is prepared, and make sure that it is administered between the most painful parts, which has the whole disruption in its hand and adjusts the lips of the wound, and immediately uncover from that to that which may cause the suture to break for any reason.</start_of_turn
E aquesta es la manieyra de sutura comuna: una que prenguas la agula, o comte de agula segon la cantitat de la amplitut de la plagua; e aprop layssa de la extremitat de la disrupcio del dit anular, e strenh la agula una, otre que tu no metas fiel en las doas extremitatz de la codena, am doas extremitatz del ciphac que es dejos la codena de las partidas dedintz, entro que fassas aquela penetrar de aquela partida; e tu ja has agreguadas doas extremitatz de la codena e doas extremitatz del ciphac, e so faytas quatre ordes.	This is the common suture technique: that you grasp the needle, or with a needle holder according to the amount of the wound's amplitude; and immediately after you grasp the extremity of the disruption from the little finger, and tighten the needle one, or more as you do not trust in the two extremities of the codena, from the two extremities of the nipple that is left from the codena of the parts downwards, until you have penetrated from that part; and you have already added two extremities of the codena and two extremities of the nipple, so that there are four orders in total.</start_of_turn
E aprop strenh am fiel doble en le circuit de la agula, e alcunas veguadas de doas partz ensemps, e aprop agregua las doas labias e la plagua per agreguacio decent; e aprop layssa la grossitut del dit e fiqua una autra agulha en aquela, e aprop lia aquela am fiel ayssi cum fiest am la primieyra agulha; e no cesses far aquo si es necessitat am las agulhas entro que ajas complida tota la contriccio de la plagua.	And tighten firmly double in the circuit of the needle, and several vegetables from two parts together, and immediately add the two lips and the wound together; and immediately lay off the thickness of the finger and fix another needle in that place, and immediately tie that one to this one as well as the first one; and do not stop until you have completed the entire contraction of the wound.</start_of_turn
E sian las agulhas migieras entre groceza e subtilitat, quar las agulhas subtils mot leugierament insciden la carn; e las grossas so de dificil intrament en la codena, e donc per aquo cove que sian migieras en subtilitat e grosseza.	And if the needles are small between coarseness and fineness, because the fine needles do not penetrate the flesh very willingly; and the coarse ones are difficult to introduce into the codena, therefore it is necessary that they should be moved in fineness and coarseness.</start_of_turn
E no cove que la agulha sia ficada en doas extremitatz de la codena propdana mot, per so que la carn no sia inscidida leugierament e que la plagua se huebra devant la sua consolidacio.	And do not let the needle be fixed in two extremities of the codena too much, so that the flesh is not pierced too willingly and that the wound does not open before its consolidation.</start_of_turn
E no sian prolonguadas de sutura per que la plagua no sia prohibida de consolidacio.	And do not prolong the suture too much so that the wound is not hindered from consolidation.</start_of_turn>
E aprop inscideys las extremitatz de las agulhas per so que no ledescan le malaute deves le sieu dormier; e pausaras sobre la sutura pulvils expanduts de tota partida, les quals tenguan las extremitatz de las agulhas; e layssa aquelas entro que sapias que la plagua ja es consolidada.	And immediately pierce the extremities of the needles so that they do not cause the patient to feel pain; and suspend the suture between expanded powder of every part, which has the extremities of the needles; and leave them in place until you believe that the wound is already consolidated.</start_of_turn
E aquestas specias de sutura am agulhas en cal manieyra es pus convenient en las plaguas petitas, quar habasta en la sutura de lor una agulha o doas o entorn aquelas.	These methods of suture with needles are more convenient in small boils, because they allow for the suturing of several needles or two together around them.</start_of_turn
Mays la segonda sutura es cominal: e es que tu aministres am sutura las quatre extremitatz, de la codena e doas extremitatz del ciphac, en una veguada, am agulha en la qual sia fiel envolopat engual en subtilitat e grosseza.	More the second suture is common: and that is that you administer with the suture the four extremities, of the codena and two extremities of the nipple, at once, with a needle in which is faithful envolopat engual in fineness and coarseness.</start_of_turn
E aprop quan am la agulha auras penetrat aquestas quatre extremitatz, reduzeys la agulha de aquela meteyssa partida de la qual comensest, per so que le fiel retrayt caja de la pus subirana partida a la plagua, per so que la sutura sia segon sutura de drap am la qual les draps so strengutz.	And immediately when the needle has penetrated these four extremities, reduce the needle of that middle part from which you began, so that the thread retracts box from the soft part that rises up from the wound, so that the suture is according to the suture of silk which is the strongest.</start_of_turn
E pausa entre quascuna sutura la quantitat del gros del dit mendre.	Pause between each suture the quantity of the thickness of the great toe.
E aquesta sutura sabo les homes.	And this suture sews up the flesh.
E am tal sutura yeu cozegui la plagua la qual era accidida a un home en le sieu ventre le qual era stat plaguat am un cotel, e era la disrrumpcio de la plagua major de un palm, e era eyssit dels budels entorn dos palms del budel del mieg loc e era la disrupcio en le mieg del membre; e adonc yeu reduzegui aquel depus que le budel havia stat foro la plagua per xxiiii horas.	And thus this suture sews up the wound which was caused by a person in the groin who was stung by a bee, and it was a disruption of the greater sciatic nerve from the bones around two palms of the foot, and it was the disruption of the median nerve; and thus I reduced that after the foot had been exposed to the wound for forty-two hours.</start_of_turn>
E la plagua fo consolidada en le spazi de xv dias o entorn, e curegui aquel e es sanat; e aprop aquo visquec per motz ans, e es conversat en las suas disposicios.	And the wound healed in the space of fifteen days or thereabouts, and it was cured; and thus I left it to rest, and it was conserved in its places.</start_of_turn
E les autres metges havian jutgat que no fora sanat; e per miracle foc, quar yeu no curegui aquel am enguent, quar era en loc en le qual enguent no era atrobat ni deguna medicina, mays pausegui sobre la plagua coto viel dos veguadas lo dia e ablucio assiduo am aygua de mel entro que foc sanat.	And the other doctors had said that it would not heal; and by a miracle, behold, I cured it without any other treatment, since in that place there was neither wound nor any medicine, but I simply kept the wound covered with two dressings a day and I washed it diligently with honey water until it healed.</start_of_turn>
Mays yeu diyre dos specias de sutura proprias segon narracio de Paraula.	But I say two kinds of sutures are proper according to the narration of Paraula.</start_of_turn
E es que tu comenses am sutura de la codena, e entrometas agulha de la partida deforo a la partida dedintz.	And thus you commence with a suture of the codena, and enter the needle from the outside to the inside.</start_of_turn
E donc cum la agulha penetra en la codena e en aquel meteys lacertz segon rectetut e en longetut de tot le cos, e layssa la extremita del ciphac en le qual has entromesa la agulha; e fay penetrar en la autra extremitat la agulha de la partida dedintz a la partida deforo en l’autra extremitat del mihat.	And thus when the needle penetrates the codena and in that middle lacerate according to the rule and in length throughout the whole body, and leave the end of the thread where you have introduced the needle; and make penetrate in the other extremity the needle from the inside to the outside of the body.</start_of_turn
E don cum tu auras fayta aquela penetrar, lahoras tu fay aquela penetrar autra veguada en aquela meteyssa extremitat del mihat de la partida deforo a la partida dedintz; e leyssa la extramitat del ciphac que es en aquest latz, e fay penetrar la agulha en l’autra extremitat de la partida dedintz a la partida deforo.	And thus when you have finished making that penetrate, then make another penetrate in that middle part of the body from the outside to the inside; and leave the end of the thread that is in this place, and make penetrate the needle in the other extremity from the inside to the outside of the body.</start_of_turn
E fay penetrar am aquela la tua penetracio am la qual fas aquela penetrar en le ciphac en la extremitat del mirat la qual es en la partida de lu entro que tot aquel penetre.	And thus make penetrate in that way that the loop of your penetrate which is in the middle of the body which is in the part of the hand which is at the entrance of all those which penetrate.</start_of_turn
E aprop comensa de aquest meteys costat e cus aquel am la extremitat que es del ciphac en l’autra latz, e extratz la agulha de la codena la qual penetrec, e aprop redutz aquela en aquela codena e cos la extremitat del ciphac que es en l’autra costat am aquesta extramitat del mirat; e extratz aquela de la codena la qual es de part de lu.	And thus begin from this middle side and grasp that part of the thread which is in the middle of the body which is at the entrance of all those which penetrate, and extract the needle from the codena which has penetrated, and thus reduce that in that codena and close the part of the thread which is in the other side with this part of the hand; and extract that from the codena which is on the part of the hand.</start_of_turn
