Ayssi comensan las paraulas de Albucasim .	Thus we begin with the remedies of Albucazim.
E inscideys aquel am la sua totalitat o en pessas, e majorment le sieu latz subtil, quar si tu no perscrutas exquisidament la inscizio de lu, no es fayta segurtat que la aygua no retorne.	You insert that in its entirety or in pieces, and you increase the subtle flow of the sieve, because if you do not meticulously examine the insertion of it, it is not a safe guarantee that the water does not return.
Mays si le huou procezeys de aquela defora de la sua codena en la ora de la tua operacio, lahoras quan tu auras complida la seccio del ciphac, retorna dedintz aquel, e aprop ajusta las doas labias de la codena dels genetius am sutura, e aprop cura aquel ayssi cum las autras plagua, entro que sia sanat.	Perhaps the fluid proceeds from that defect of its code in the hour of your operation, then when you have completed the section of the siphach, return to that, and then adjust the two lips of the code of the genitals with a suture, and then cure that thus with the other plagues, until it is sanitized.
E si atrobas le huou corromput per autra malautia, lahoras cove que tu lies les vayssels les quals so sore le suspensori, e extrat le huou, e aprop cura aquel am aquo que havem dit.	And if you find the fluid corrupted by another malady, then it is necessary that you lift the vessels which are suspended above, and extract the fluid, and then cure that thus with water as we have said.
Mays si l’aygua es agreguada en doas partidas esemps, lahoras sapias que doas son las ernias; donc inscideys aquela partida segon que has feyt en l’autra engualment; e si es a tu vist que sia una opera, lahoras tu la fay.	Perhaps the water is distributed in two equal parts, then you know that two are the hernias; therefore, insert that part according to what you have done in the other engagement; and if it is clear to you that it is an operation, then do it.
E aprop tu abstergiys le sanc, e entramet en las seccios lana submersa en oli o en oli rozat; e pausa deforo autra lana la qual tu as submersa en vi e oli, e expandeys aquela sobre dos genetius e·l mirac del ventre; e pausa desobre draps doblatz e pulvils, e lia aquels desobre am liament le qual es segon aquesta forma:	And then you purge the blood, and enter into the sections of the submerged lane with oil or rose oil; and pause before another lane which you have submerged in wine and oil, and expand that over both genitals and the miracle of the belly; and pause above doubled drapes and pulvils, and link those above the liement which is according to this form:
e aprop sian preses dos draps e sian humplitz de lana carmenada segon aquesta semblansa; e sian faytas las extremitatz am les quals es premut de coto o de lana humida, e sian agreguatz am strectura en le braguier de las braguas, e la una de las extremitatz prengua del cul entro al dos, e la segonda prengua a la partida del pantenilh, e dos extramitatz sobre dos coyssas dejos e dos extramitatz autras sobre dos angonars, e tota extrictura sia ajustada en le braguier de las braguas.	And then press two drapes and fill the lane of the carmenade fabric according to this resemblance; and fill the extremities with those that are wrapped in cotton or humid lane, and add structure to the breeches of the breeches, and one of the extremities takes hold of the backside up to the two, and the second takes hold of the part of the peritoneum, and two extremities over two hips below and two other extremities over two angles, and all the structure is adjusted in the breeches of the breeches.
E alcunas veguadas aquesta hernia es medicada artificialment am cauteri en loc de seccio am ferr; e es que tu prenguas cauteri cutellar subtil e que inscidas am aquel la codena dels ginitius, e es ignit segon que havem recomtat entro que sia descubert le ciphac blanc contenent la aygua, e lahoras tu pren cauteri segon aquesta forma:	And some veguadas for this hernia are medicated artificially with a cautery in place of the section with iron; and it is that you take a subtle cutellar cautery and insert it into the code of the genitals, and ignite according to what we have recommended until the white siphach containing water is discovered, and then you take the cautery according to this form:
e es asemblat a letra greca.	And it is assembled in a Greek letter.
E aprop perfora am aquel ciphac, e es ignit entro que tota la humiditat sia fora-gitada.	And then pierce that siphach, and ignite until all the humidity is driven out.
E aprop exten le ciphac am uncis, e excorja am uncis, e excorja am cauteri subtil ignit; e inscideys aquel segon que es a tu possible entro que eradiques tot lu; e guarda te del huou que·l foc no·l toque.	And then extend the siphach with an unciform instrument, and scrape with an unciform instrument, and scrape with a subtle ignited cautery; insert that according to what is possible for you until you eradicate all of it; and beware of the fluid that the fire does not touch.
E sapias que aquesta operacio es pus salva e pus longinqua de flux de sanc, e milhor que operacio am seccio.	And you know that this operation is more salvaging and more remote from the flow of blood, and better than an operation on the section.
Mays si a tu fa contrarietat apostema caut en la hora de seccio o en hora de cauteri, o flux de sanc, lahoras cove que tu cures qual contrarietat fa a tu per aquo, am curacio la qual conveneys a lu segon que es dit.	Perhaps you have made a counter-irritation aposteme in the hour of section or in the hour of cautery, or blood flow, then it is necessary that you cure what counter-irritation you make for water, with curative care that convenes to it according to what has been said.
Mays si le malaute es pauruc, e no spera la segonda operacio per la sua horribilitat, lahoras administra perforacio segon que yeu recomti aquo; e es quan es certificat deves tu, per aquo que havem dit de las significacios, que aquela hernia es ayguosa.	Perhaps the patient is poor, and does not hope for the second operation due to its horribility, then administer piercing according to what you have recommended; and it is when it is certified by you, for water that we have said of the signs, that this hernia is watery.
Lahoras cove que tu fassas sezer le malaute sobre alcuna cezelha elevada, aprop perfora le apostema en la partida pus bassa de lu am spatum lat, e pausa la perforacio segon la longitut del cos.	Then it is necessary that you make the patient sit on some elevated seat, then pierce the aposteme in the lowest part of it with a spatula lat, and pause the piercing according to the longitude of the body.
E sia la apercio ampla entro que corro tota l‘aygua.	And it is the wide perception until all the water flows out.
E aprop pausa sobre le loc coto e lia aquel e layssa aquel, per so que corro le romanent de l’aygua.	And then pause on the cottony place and link that to it, so that the remainder of the water flows out.
E aprop cura aquel entro que la plagua sia sanada.	And then cure it until the plague is healed.
Mays si contrarietat es a la egrecio de l’aygua en aquela hora tu perforas aquela: e aquo no es fayt sino per aquo quar le pannicol blanc en le orrifici de la plagua fa contrarietat e prohibeys le eyssiment de l’aygua, lahoras cove que tu metas en la plagua pena o instrument am la qual es extrayta l’aygua dels ydropitz, la forma del qual es precedida; o ajusta en la opprecio de la plagua un petit.	Perhaps the counter-irritation is at the origin of the water in that hour when you pierce it: and this is not done except for the reason that the white pantaloon in the orrifici of the plague makes a counter-irritation and prohibits the egress of the water, then it is necessary that you put in the plague a penal instrument or an instrument with which the water is extracted from the hydropitz, in the form of which precedes; or adjust on the opening of the plague a small one.
E sapias que l’aygua retorna, e es agueguada aprop vi meses o enaviro aquels; e cum es agreguada, lahoras sia perforat segon aquela meteyssa manieyra, quar le malaute ayssi passara les sieus dias.	And you know that the water returns, and it is augmented then via six months or in those environments; and as it is augmented, then it is pierced according to that measured manner, because the patient will also pass the seven days.
Capitol .lxiii.	Chapter 63.
De seccio sobre hernia carnosa e la curacio de lu.	On the section about fleshy hernia and its cure.
Sapias que en la seccio sobre aquesta hernia es temor perdusent a pernicia en las majors disposicios; per que a mi es vista la dimissio de lu e esser salvat per aquela milhor.	It seems that the patient knows that in the section above this hernia, there is a lost fear of perniciousness in the major dispositions; because it has been seen by me the dismissal of it and being saved for that better milhor.
E yeu so rememorant la operacio en aquela e las specias dels apostemas.	And you will also remember the operation on that and the species of the abscesses.
Donc, dic que l‘apostemas natz en les cos dels quals les genetius so conponutz e es fayt aquo per motas causas: o per superfluitat aguda agra, la qual es efundida als genetius, o per percuscio.	So, it is said that the abscesses are born in the bodies of those whose genitals are compacted and it is done for many causes: either for acute sharp superfluity, which is poured into the genitals, or for percussion.
E es la color de la apostema segon la color del cos, e no es atrobat en lu dolor, e es apostema greu.	And it is the color of the abscess according to the color of the body, and it is not detected in the pain, and it is a severe abscess.
E fort leu es apostema lapificada, del qual la color es fosca, e no es centiment a lu.	And indeed it is a putrid abscess, of which the color is dark, and it does not give a sensation to the body.
E alcunas veguadas es fayt per nodacio de las arcerias, e per imflacio de aquelas ayssi quo ja es perceubut la rememoracio de lu, o per imflacio de venas.	And some remedies are done for the swelling of the roots, and for the inflammation of those veins that have already perceived the memory of it, or for the inflammation of the veins.
Mays aquo que es per imflacio de arcerias es conogut per la dispercio de la apostema quan compremas aquela am les tieus ditz; e no cove que aquel toques.	But that which is for the inflammation of roots is recognized by the dispersal of the abscess when it compresses them in those same ties; and it does not cover that which touches.
Mays aquel que es fayt per imflacio de vena no es dispergut de lu alcuna causa deves la compressio am les ditz.	But that which is done for the inflammation of a vein is not dispersed by any cause unless it is compressed in those same ties.
E ja es possible que sobre aquesta specia sia fayta seccio e sobre les autres carns; e es que tu inscida la codena dels genetius, e aprop esten le huou a las partidas desus, e extratz aquel del ciphac blanc, e deliura le suspensori dels vaysels, e ligua les, e inscideys le suspensori pus que tu deliuras aquel de tota partida de las partidas del huou.	And it is possible that above this species a section was made and above the other carns; and it is that you incised the codena of the genitals, and then stretched the skin to the upper parts, and extracted that from the white ciphac, and freed the suspensori of the veins, and ligated them, and incised the suspensori so that you freed that from all parts of the skin.
Donc si l’huou ja es am aquelas carnadas consolida, lahoras cove que tu extraguas le huou e inscidas aquel.	So if the skin is already consolidated in those carnal layers, then it covers that you extract the skin and incise that.
E si es adherencia entro alcuna causa del ciphac, o entre aquo que es entre les bayssels, lahoras cove que tu deliures tota aquela adherencia e inscidas aquela per inscizio redonda.	And if there is adhesion between some cause of the ciphac, or between that which is between the veins, then it covers that you free all that adhesion and incise that for a round incision.
Mays si es nativitat de carn en le loc de la adherencia la qual es detras, lahoras cove que tu inscidas tot aquo que es de lu, e extraguas le huou ayssi cum havem dit.	But if there is a birth of flesh in the place of the adhesion which is behind, then it covers that you incise all that which is of it, and extract the skin as we have said.
Donc cum es complida la tua operacio, lahoras omple la plagua de lana imfuza en oli rozat e vi; e aprop cura aquela am l’autra curacio entro que sia sanat.	So when your operation is completed, then fill the wound with lanolin ointment and rose oil; and then heal that in another healing process until it is sanctified.
Capitol .lxiv.	Chapter 64.
De la curacio de hernia que es de vitz.	On the cure of hernia that comes from vit.
Vit es apostema envolut per alcuna envolucio semblant a broto am mollificacio dels testiculs, e es fayt dificil movement exercitiu e deambulacio sobre le malaute.	Vit is an abscess enveloped by some envelope-like broto with mollification of the testicles, and it makes difficult exercised movement and walking on the affected limb.
E en la curacio de aquesta malautia es per temor per aquo del qual es precedida rememoracio.	And in the cure of this disease, it is by fear for that which is preceded by memory.
Empero cove que diguam opperacio en aquela segon que fero les primiers.	However, I think that I should do an operation on that according to what the first ones did.
E dic que cove que fassas sezer le malaute sobre una cezelha elevada; e aprop enpelleys le suspensori dels testiculs a las partidas dejos; e aprop te la codena dels genetius am les tieus ditz am les baysels que so probdas a la vergua; e tengua aquels autre ministre que tu, e extenda aquels am extencio vehement.	And I say that it is necessary to place the affected limb on an elevated pillow; and then apply the suspensori of the testicles to the lower parts; and then incise the codena of the genitals in those same ties in the veins that are probable to the verge; and hold those other ministre that you, and extend them with vehement extension.
E aprop inscideys am spatum lat agut per seccio traversa en le dreyt dels vaysels entro que sian les vayssels descubertz.	And then incise in the spatium laterally to the transverse section in the right of the veins until they discover the hidden veins.
E aprop excorja de tota partida ayssi quo a tu havem dit en extraccio de arceria las quals so en las templas.	And then excavate all parts as I have said in the extraction of roots which are in the temples.
E aprop fica en aquelas un’agulha en la qual sia fiel doble, e lia aquel en le primier del locs en les quals accideys vit, e lia aquel autra veguada en le derier de lor.	And then place in those an agulha on which is done double faith, and tie that to the first of the places where you find vit, and tie another remedy behind them.
E aprop inscideys aquels en le mieg loc per seccio dreyta segon la longuesa del cos, e extratz aquo que es agreguat de las humiditatz fetulentas e corruptas.	And then incise those in the middle place for a right section according to the length of the body, and extract that which is aggregated from the fetid and corrupt humors.
E aprop cura la plagua am curacio de las autras plaguas en las quals vols sania esser engendrada per so que caian les vaysels les quals noyreysso un de dos genetius, quar no es mal per aquo.	And then heal the wound with a cure of the other wounds in which you want to be sanctified so that the veins which are not obstructed by one of the two genitals may flow, because it is not bad for that.
Mays si accideys vit a totz les bayssels, lahoras cove que·ls testicols sian extragutz o que les testicols per aquo se cequo am les vayssels, per que sia privat de tot nutriment per la inscizio dels vayssels, e que sian estaborits, o que cequo per so que no sia juvament am aquels.	But if you find vit in all the veins, then it covers that the testicles are extracted or that the testicles for that are cut off from the veins, so that they are deprived of all nourishment by the incision of the veins, and that they are stabilized, or that they are cut off so that there is no juvenation in those.
Capitol .lxv.	Chapter 65.
De la cura de hernia entestinal.	On the cure of intestinal hernia.
Le adveniment de aquesta hernia es per seccio que endeve en le ciphac extendut sobre le ventre de part dels angunars del mirac del ventre, per que deysendo les budels de aquela ruptura ad alcu dels budels.	The occurrence of this hernia is by section that goes into the extended ciphac above the belly on the part of the anguinars of the miracle of the belly, so that by sending out the intestines of that rupture to some of the intestines.
E aquesta ruptura es o del ciphac o de excencio de lu, e accideysso aquestas doas specias per motas causas: o percussio, o per sautz, o per clamor, o per elevacio de alcuna causa greu, o per semblantz.	And this rupture is either of the ciphac or of its excision, and it occurs in these two species for many causes: either by percussion, or by fall, or by shouting, or by elevation of some severe cause, or by similarity.
E·l senhal de aquo, quan es per extencio del ciphac, es que accideys pauc a pauc en lonc temps, e no accideys soptament, e es apostema engual entro ves le preon per so quar le ciphac comprem le budel.	In this case, it seems that the water of the patient, when it is due to extension of the liver, is that it accumulates little by little over a long time, and does not accumulate suddenly, and it is an apostema that enters through the veins to compress the intestine.
E le senhal de lu es quan es per seccio del ciphac, quar al comensament fa accidir dolor vehement sobtament; e es apostema divers aparent dejos la codena propdana aparent, e aquo es per eyssiment del budel, e·l cos de lu a las partidas deforo del ciphac.	And the urine of the patient is when it is due to dryness of the liver, because at the beginning it causes violent pain suddenly; and it is diverse apparent symptoms that appear before the proper codena, and this is due to inflammation of the intestine, and his body is divided into parts before the liver.
E alcunas veguadas es fora-getat am le budel la tela, e es apelada aquesta hernia entestinal zirbal.	And some evacuated matters are outside of the intestine, and this is called intestinal hernia that turns round.
E alcunas veguadas es fayta am ventositat, e alcunas veguadas corr en le budel fenda, e aqui es retenguda, e es am aquo gran pernitia3 del malaute, e alcunas veguadas fa endevenir dolor malvada e majorment quan es premut.	And some evacuated matters are made in the ventosity, and some evacuated matters run into the intestine, and here it is retained, and it is a great pernicious thing of the patient, and some evacuated matters cause evil pain and worsen when it is premature.
E en la curacio de las especias de aquesta malautia am ferr es temor, per que cove que sia esquivat le cazament en aquela.	And in the cure of the species of this disease at that time fear is iron, because it seems that it has been excluded from the treatment in that.
E la manieyra de la operacio de aquela es que comandes al malaute que redugua le budel am la sua ma a las partidas dedintz de la sua conquavitat si obezeys al sieu retornament, e aprop sia envessat sobre le sieu col entre las tuas mas, e eleva las cambas de lu.	And the manner of the operation of that is to command the patient to reduce the intestine with their hand at the inner parts of their cavity if they obey the return of the sieve, and then it is placed over the sieve between the two thighs, and raises their legs.
E aprop sten la codena la qual siec la codena dels testicols a las partidas desus, e inscideys la codena dels testicols tota per le lonc; e aprop fiqua en doas labias de la seccio uncis segon que indigeysses a hubrir la seccio am aquels.	And then stop the codena which is the codena of the testicles at the lower parts, and insert the codena of the testicles throughout the length; and then fix in two labia of the section uncis according to what is indicated to open the section in those.
E si’ la seccio segon la quantitat que a tu sia possible que de aquela le huou sia foro-getat.	And if the section is according to the quantity that you can possibly make from that, the hole will be evacuated.
E aprop excorja aquela ciphaqueth les quals so dejos la codena dels testicols, entro que sia descubert le ciphac blanc dur de quascuna partida.	And then scrape off that which is beneath the codena of the testicles, until the white liver is discovered from any part.
Lahoras tu entromet le tieu dit en aquo que siec le testicol, en aquo que es entre ciphac blanc, le qual es dejos la codena del huou, e entre le ciphac segon, e absolve am aquel’adherencia que es en la partida detras del huou.	Then you introduce the finger into that which is the testicle, in that which is between the white liver, which is beneath the codena of the hole, and between the liver according to, and absorb with that adherence which is in the back part of the hole.
E aprop mau am la ma la codena dels testicols a las partidas deforo, e am aysso exten le ciphac blanc en sus am la ma sinestra, e eleva le huou am le ciphac a la partida de la seccio; e comanda al ministre que extenda le huou ensus e tu dissolveys la adherencia que es detras am solucio complida.	And then place the hand on the codena of the testicles at the front parts, and also extend the white liver with its hand on the left side, and raise the hole to the liver at the section part; and command the minister to extend the hole downwards and you dissolve the adherence which is behind in a complete solution.
E cerqua am les tieus ditz que lay no sia alcuna causa del budel envelopat en le ciphac blanc dur.	And search with the fingers to see if there is any cause of the intestine wrapped around the white liver.
Mays si tu atrobas de lu alcuna causa, lahoras tu enpelleys aquel al ventre dejos.	But if you find some cause of it, then you will fill that into the belly beneath.
E aprop tu pren una agulha en la qual sia fiel gros fayt de x fiels, e entromet aquel deves le derier del ciphac, le qual es jos la codena dels testicols, la qual siec seccio; e aprop inscideys las extremitatz las quals emineysso del fiel entro que sian quatre fiels, e aprop compausa alcus de lor sobre alcuna figura en manieyra de crotz; e lia am aquel le ciphac del qual havem dit que es dejos la codena dels testicols am fort liament de dos partz.	And then you take a needle in which there are eleven thick threads of ten threads, and introduce it into the back of the liver, which is beneath the codena of the testicles, which is the section; and then insert the extremities that emerge from the thread until they are four threads, and then compose some of them over some figure in the manner of a cross; and bind it to the liver of which we have spoken, that is beneath the codena of the testicles with strong binding of two parts.
E aprop envolveys las extremitatz dels fiels e lia aquelas am liament vehement entro que alcu dels vayssels que noyrrisso aquels no puscan trametre alcuna causa per so que de aqui no accida apostema caut.	And then envelop the extremities of the threads and bind them with strong binding until some of the veins that do not irrigate those cannot transmit any cause, so that from here no apostema can occur.
E pausa autra veguada liament segon foro le primier liament, lonh de lu mens tres ditz; e aprop aquestz dos liaments layssa del ciphac le qual es dejos la codena dels testicols la quantitat de la grandeza del dit, e inscideys tot le romanent segon redondeza, e osta de lu le huou.	And pause another evacuated binding according to the first binding, a long time of three days; and then these two bindings will be from the liver which is beneath the codena of the testicles, as much as the greatness of the finger, and insert all the remaining roundness, and remove from there the hole.
E aprop inscideys en la partida dejos de la codena dels testicols per seccio de la qual corra sanc e sania ayssi cum havem recomtat en aquo que havem dit.	And then insert into the part beneath the codena of the testicles for sectioning of that which will run with health and sanity, thus as we have recommended in what we have said.
E aprop aministra lana submersa en oli, e pausa en la plagua; e aministra le liament le qual havem recomtat (e alcunas veguadas le ciphac blanc es cauterizat, le qual havem dit aprop la inscizio de lu temen de flux de sanc, quar motas veguadas accideys aquels) e leyssa le liament entro que per si caia.	And then administer the submerged lancet in oil, and pause in the plague; and administer the binding which we have recommended (and some evacuated matters of the white liver are cauterized, which we have said to administer with the insertion of the tempered flux of health, because many evacuated matters accumulate there) and release the binding until it falls by itself.
Mays si le cazement de lu es tardat, lahoras de aygua cauda sia embrocat, e pausa sobre aquel entro que caia segon que havem dit.	But if the treatment of that is delayed, then the hot water should be applied, and pause over it until it falls according to what we have said.
E aprop cura la plagua am l’autra curacio de las plaguas entro que sia sanat.	And then cure the plague with another cure of plagues until it is healthy.
Capitol .lxvi.	Chapter 66.
De hernia ventosa.	Of windy hernia.
En aquesta hernia no e vist alcu que sia estat ardit sus la curacio de lu am ferr.	In this hernia, nothing has been seen that it has been hardened under the cure of that with iron.
E les primiers diyssero que es fayta ayssi cum havem recomtat en la hernia que es am vi; la qual es que tu lies les vayssels aprop la seccio sobre aquela am fecilitat de lu; e aprop secca en le mieg loc en enviro le apostema am aquo que obro aquel, entro que caian les vayssels.	And the first doctors said that it is done thus as we have recommended in the hernia that is with us; which is to place the veins near the section over that with facilitated flux of that; and then cut in the middle location around the apostema in that, until the veins fall.
E cura la plagua segon que havem dit entro que sia sanada.	Heal the wound according to what we have said so that it may be healthy.
Capitol .lxvii.	Chapter 67.
De la disropcio que es fayta en les anguonars.	About the disruption that is caused in the veins.
Alcunas veguadas endeve ruptura en les angonars ayssi cum havem dit, e emineys le loc.	Some bruised areas end up in rupture of the veins, as we have said, and empty the area.
E no deyssen als genetius alcuna causa dels budels al genetius; e si deyssen, aquo es pauc; e retorna s’en en totas horas.	And do not attribute to the genitals any cause of the intestines to the genitals; and if you do, it is little; and return to it in all hours.
Mays si es prolonguat le temps am aquo, es ajustada fissura en le ciphac entro que deysenda le budel en le ciphac; e accideys aquo per la extencio del ciphac le qual es en le angonars ayssi cum havem dit, la qual causa es quar le ciphac es estendut, e aprop es mollificat e·l loc es apostemat e emineys.	But if the time is prolonged in this way, an adjusted fissure is made in the sigmoid colon so that it expels the intestine from the sigmoid colon; and this occurs for the extension of the sigmoid colon which is in the veins, as we have said, which causes the sigmoid colon to be stretched out, and then it becomes soft and putrid at the area and empties.
E la cura de lu es am cauteri ayssi quo es precedida la narracio de lu.	And the treatment of it is with a cautery, as it was preceded by the narration of it.
E alcunas veguadas es curada am ferr segon aquesta manieyra: e es que·l malaute jagua sobre le sieu dos entre las tuas mas, e aprop secca le loc de la ruptura dels apostemas emineys am seccio per la latitut segon la quantitat de tres ditz.	And some bruised areas are cured in this way: the patient lies on their back between their two hands, and then dry the area of the rupture of the abscesses empties itself by draining according to the quantity of three digits.
E aprop strenh le ciphac blanc que es jos la codena entro que sia descubert.	And then strengthen the white sigmoid colon that is above the codeine until it is discovered.
E aprop pren le ray e pausa aquel sobre le loc eminent del ciphac, e prem aquel al preon del ventre.	And then take the radish and place it on the prominent area of the sigmoid colon, and apply it to the navel of the belly.
E aprop cus le dos locs eminentz sobre la extremitat del ray del ciphac, e ajusta am la sutura un de aquels am l’autre.	And then kiss the two prominent areas above the extremity of the radish of the sigmoid colon, and adjust one to the suture with the other.
E aprop extratz la extremitat del ray, e no inscidas del ciphac de tot, ni no extenda le huou, ni autra causa ayssi cum yeu te fi saber en la curacio de hernia entestinal.	And then extract the extremity of the radish, and do not insert into the entire sigmoid colon, nor extend the hole, nor any other cause, as you will know in the cure of intestinal hernia.
E aprop cura aquela am la curacio de las plaguas, e cum inscideyses les fiels, mundifica aquela e restaura la plagua entro que sia consolidada; quar le ciphac es contrayt e no es ajustada la eminencia de ruptura.	And then heal it with the cure of wounds, and as you insert the threads, purify it and restore the wound until it is consolidated; because the sigmoid colon is constricted and not adjusted to the prominence of rupture.
E cauteri es milhor en aquest loc, quar es pus propda a salut.	And cautery is better in this place, because it is more suitable for health.
Capitol .lxviii.	Chapter 68.
De mollificacio de la codena dels testiculs.	About the softening of the codeine of the testicles.
Motas veguadas la codena dels testiculs en alcus homes es mollificada per aysso quar las carns que so entre aquela son mollificadas, e es fedat le reguardament de lu.	Many bruised areas of the codeine of the testicles in some men are softened by this, because the flesh that is between them is softened, and it is necessary to observe their condition.
Adonc necessari es ad aquel que es preguat en la curacio de lu que fassa jazer le malaute segon le sieu dos, e enscida tota la codena la qual es mollificada sobre la codena natural; e aprop que ajuste doas labias am la sutura.	Therefore it is necessary for the one who is engaged in the cure of it to make the patient lie on their back, and insert the entire codeine which is softened over the natural codeine; and then adjust both lips to the suture.
E si vols, cus en le comensament la superfluitat de la codena mollificada am tres cozeduras o quatre e am ferma sutura.	And if you wish, then at the beginning of the treatment, remove the excess of the softened codeine with three or four stitches and make a firm suture.
E aprop inscideys entre las suturas; e aprop cura per curacio de las autras plaguas entro que sia sanat e caian les fiels.	And then insert between the stitches; and then heal by healing of other wounds until it is healthy and the threads are cleared.
Capitol .lxix.	Chapter 69.
De castracio.	About Castration.
Sapias que castratio en nostre ley es excomengada, mays per causa es legut a mi que·m remembre de lu en aquest libre; e no es necessaria la rememoracio de lu sino per doas manieyras, de las quals es la una per so que aquo sia en la sciensa del metge quan es enterroguat de aquela, que sapia la curacio de lu al qual accideys; e l’autra manieyra es que nos motas vetz havem necessitat de castracio de autras bestias per les juvamentz nostres per aquelas, ayssi cum de motos, e de bocs, e de porcs, e de semblantz a las bestias.	I know that castration is forbidden in our law, but because of the cause I am forced to remember it in this book; and it is not necessary to remember it except for two reasons, one of which is that it is in the science of the doctor when he is expert in that, who knows the cure of it which occurs; and the other reason is that we often need castration of other animals for our young ones, such as of horses, and of goats, and of pigs, and similar to those animals.
E donc dic que castracio es fayta en dos manieyras: o per atrissio, o per fissura a seccio.	And therefore I say that castration is done in two ways: either by attrition, or by making a fissure for drainage.
Mays en aquela que es fayta per atrissio, la via de la opera es que nos fassam cezer la bestia en aygua cauda entro que·ls genetius de lu sian mollificatz e sian linhitz e que pendan.	Moreover in that which is done by attrition, the method of the operation is that we make the animal drink hot water until its genitals are softened and relaxed and hang down.
E aprop pren aquels am la tua ma entro que sian resols e no apparescan dejos le tocament.	And then take them with your hand until they are resolved and do not appear below the touch.
Mays en castracio fayta per fissura e seccio, cove que tu tenguas la bestia e premas la codena dels testicols de lu am la ma senestra.	Moreover in castration done by making a fissure and drainage, it is necessary that you hold the animal and press the codeine of its testicles with your left hand.
E aprop lia le suspensori, e inscideys sobre quascun huou am una seccio entro que dos huous proceseysso.	And then tie the supporters, and insert above each hole in one drainage until two holes are processed.
E aprop inscideys aquels pus que auras quascu excorjat.	And then insert them with a tube so that some excretion is purified.
E no leysses sobre aquels del ciphac alcuna causa, sino le ciphac subtil le qual es sobre les vazes.	And do not leave any cause on the sigmoid colon, but rather the subtle sigmoid colon which is above the veins.
E aquesta manieyra de castracio es milhor la qual es fayta per atrissio, quar atrissio fort leu layssa alcuna causa dels testicols per que la bestia desira coyt.	And in this way of castration it is better which is done by attrition, because attrition strongly loosens any cause of the testicles so that the animal desires to mate.
E aprop cura la plagua entro que sia sanada.	And then heal the wound until it is healthy.
Capitol .lxx.	Chapter 70.
De la cura de hermafrodozia.	About the cure of Hermaphrodite disease.
Hermafrodozia en les homes es segon dos manieyras: la una es quar o appar en aquo que siec l’espazi en la codena de testiculs, en aquel que es entre dos testiculs figura quar cunh de femna en la qual so pels.	Hermaphrodite disease in men is according to two ways: one is because it appears in that which occupies the space in the codeine of testicles, in which there are two testicles, forming a figure like a woman's flesh.
E alcunas veguadas de aquel corr urina le qual es en la codena dels testiculs.	And certain evacuated matters of that corr urine which are in the codes of the testicles.
Mays en las femnas es una specia: e es que·l conh de la femna sobre le pentenilh es ayssi cum dos testiculs de home un pauc de tot yminiheys a la partida deforo ayssi cum le perpucii de home e dos testicols.	In women, it is a species: and it is that the womb of the woman over the perineum is also like two testicles of a man, a little smaller in all miniatures, beforehand like the perineum of a man and two testicles.
E la curacio es de tres specias: de dos dels homes e de una specia de las femnas.	And the treatment is of three species: of two of men and of one species of women.
E es que cove que tu inscidas aquelas carns ajustadas entro que efuga la emprecio de aquela, e aprop que cures aquelas am curacio de las autras plaguas.	And it is that you should cover those adjusted meats within so that they expel the impression of that, and then that you cure them with the treatment of the other plagues.
E en la segonda specia dels homes de la qual yeys urina la qual es en la codena dels testiculs, no es curacio ni opperacio en lu.	And in the second species of men, from which urine is made that is in the codes of the testicles, there is no cure or operation for it.
Capitol .xxi.	Chapter 21.
De lentinge e de carn eminent per causas de las femnas.	On obstructions and prominent flesh caused by women's affairs.
Lentige fort leu es ajustada sobre causas naturals entro que es etressat e es fayt leg le reguardament; e alcunas veguadas es magnificada en alcunas femnas en tant entro que es spandit ayssi cum en les homes e perve entro al coito.	Obstruction is adjusted over natural causes so that it is tightened and made firm by observation; and certain evacuated matters are magnified in certain women to the extent that they spread also like in men, and are perceived during coitus.
Adonc cove que tu tenguas la superfluitat de lentinge am la tua ma o am unci e inscidas.	Then you should have the abundance of obstruction with your hand or on a hook and adjust it.
E no ultimes en inscizio, majorment en le preon de la razit, per so que no endevengua flux de sanc.	And do not ultimately insert it, rather in the region of the root, so that there is no excessive flow of blood.
E aprop cura aquela am curacio de las plaguas entro que sia sanada.	And then heal it with the treatment of the wounds so that it may be healthy.
Mays carn nascuda es carn que nays en le horrifici de la mayre entro que umple aquel, e fort leu es eyssit a las partidas deforo segon semblansa de coa (e per aquo alscus primiers appelero aquo “malautia caudada”); donc cove que nos inscidam ayssi cum inscidem lentinge, e curem aquela entro que sia sanada.	Born flesh is flesh that grows in the horrific womb of the mother so that it fills it, and obstructions are placed on the divided parts beforehand according to the resemblance of a snake (and for this reason some primary authors called it "caudal badness"); therefore you should insert it thus as we insert obstructions, and cure it so that it may be healthy.
Capitol .lxxii.	Chapter 22.
De curacio de alratica.	On the treatment of gout.
Alratica es que le conh de la femna no sia perforat, o sia le trauc petit.	Gout is when the womb of the woman is not perforated, or has a small passage.
E es o natural o accidental.	And it is either natural or accidental.
Accidental es per malautia la qual ha precedit, e aquela es fayta o per carn nada ajustada o per ciphac subtil o espes.	Accidental is due to badness which has preceded, and that is made or for flesh not adjusted or for subtle or specific ciphers.
