Ayssi comensan las paraulas de Albucasim .	The words of Albuquisim begin here.
E don cum tu auras fayta aquela penetrar, lahoras tu fay aquela penetrar autra veguada en aquela meteyssa extremitat del mihat de la partida deforo a la partida dedintz; e leyssa la extramitat del ciphac que es en aquest latz, e fay penetrar la agulha en l’autra extremitat de la partida dedintz a la partida deforo.	And then when you have made it penetrate once, accordingly make it penetrate again in the same extremity of the thigh from the outside part to the inside part; and leave the end of the ciphac that is in this place, and make the needle penetrate into the other extremity of the inside part to the outside part.
E fay penetrar am aquela la tua penetracio am la qual fas aquela penetrar en le ciphac en la extremitat del mirat la qual es en la partida de lu entro que tot aquel penetre.	And make it penetrate with that penetration of yours, by which you cause it to penetrate into the ciphac in the extremity of the mirror, which is on the part of it, until all that penetrates.
E aprop comensa de aquest meteys costat e cus aquel am la extremitat que es del ciphac en l’autra latz, e extratz la agulha de la codena la qual penetrec, e aprop redutz aquela en aquela codena e cos la extremitat del ciphac que es en l’autra costat am aquesta extramitat del mirat; e extratz aquela de la codena la qual es de part de lu.	And accordingly begin from this side, and cut that with the end of the ciphac on the other side, and withdraw the needle from the bone which penetrated, and accordingly reduce it into that bone and close the end of the ciphac which is on the other side with this end of the mirror; and withdraw that one from the bone which is of part of it.
E fay aquo una veguada e autra, e fay aquo una veguada aprop autre veguada entro que tu cozes tot aquo que es deforo segon aquel eysemple.	And make this once and another, and make this once again accordingly with the other once until you have closed all that is outside according to that example.
E la suma de aquesta manieyra de sutura es que tu cozes am sutura de pellicies am la qual cozo las pels, enayssi que tu cozes le ciphac una veguada de la part de la extremitat de la codena, e que leysses aquela autra veguada entro que la ajas complida.	And the sum of this manner of suturing is that you close with suture of pellicies in which you close the skin, so that you close the ciphac one time from the part of the extremity of the bone, and then leave it once until you have completed all.
Mays la segonda specia de sutura propria la qual dieys eyssament Gualia , e aquest es de sermo de lu e per lu recomtat, es que tu cozas aquela segon semilitut am la qual alcus medicantz cozo aquela, enayssi que agreguan tota partida a la sua compar partida a lu convenient per natura; e aplican la extremitat de autre de lu e la extremitat del mirat al autra extremitat de lu, e aquo es fayt segon que yeu a tu recomti.	But the second species of proper suture which you said Gualia, and this is according to the word of him and by him recounted, is that you close it according to semilitut in which certain medicines are closed, so that they add all part to its corresponding part to what is convenient for nature; and apply the end of one side of it and the end of the mirror to the other end of it, and this is done according to how I have recommended.
Cove que tu fiques la agulha en la extremitat del mirat a tu propdana de la partida deforo, e fassas aquela penetrar a la partida dedintz en aquel sol, e leysses dos extremitatz del ciphac; e aprop revolveys la agulha e fay aquela penetrar de foro a la dedintz en dos extremitatz del ciphac.	And it is necessary that you put the needle into the end of the mirror at your own discretion from the outside part, and make it penetrate to the inside part in that same spot, and leave two ends of the ciphac; and accordingly revolve the needle and make it penetrate from outside to inside in two ends of the ciphac.
E aprop revolveys aquelas cascunas, e fay penetrar quascunas de la partida dededintz entro a la partida deforo en dos extremitatz del mirat autras que so en le latz contrari.	And accordingly revolve those threads, and make them penetrate from the inside part to the outside part in two ends of the mirror on the other side that is opposite.
E aquesta manieyra de sutura es milhor de la sutura comuna leugiera, e es sutura de la qual precedic rememoracio.	And this manner of suture is better than the common light suture, and it is the suture of which I spoke earlier.
Aquest es le sermo de Gualia	This is the word of Gualia
E mays le diyssero alcus, sutura del ventre es rectificada am dos agulhas, so es que tu entrometas en aquestas a quascunas un fiel, e comensa am intromiccio de agulha de aquo que es deves tu, e fay aquela penetrar entro al autra latz segon sutura de aquels les quals cozo les cuers engualment.	And others say that the suture of the belly is rectified with two needles, so it is that you insert into these a thread, and begin with the introduction of needle from this side which belongs to you, and make it penetrate into the other side according to the suture of those who close the skins together.
E sapias que quan disrupcio es en le mieg loc del ventre, lahoras la sutura de lu es pus difficil que dels autres locs del ventre.	And you know that when disruption is in the middle part of the belly, accordingly the suture of it is more difficult than in other parts of the belly.
Mays le juguament de medicacio de plagua es jutgament de las autras plaguas.	But the judgment of medicine for wound is judgment of other wounds.
La qual causa es quar quan tu consieguas la plagua recent am le sieu sanc denant que l’ayre altera aquela, e reduses le budel e cozes aquela e aptas aquela decentment, lahoras pausa sobre aquela polvera encarnativa.	The cause is that when you succeed in curing a recent wound at the same time as its own blood before it has altered that, and reduces the swelling and closes it and adjusts it decently, accordingly pause over that flesh-colored powder.
E si le ayre ja ha alterada la plagua, lahoras pausa sobre aquela alcus enguentz les quals so a tu presens entro que fassan peyra dura e cajan les fiels, e sian consolidatz ciphac e mirat; e aprop cura aquela ayssi cum es la curacio de las autras plaguas entro que sia sanat.	And if the air has already altered the wound, accordingly pause over those ointments which are at your presence until they make firm pressure and let go the threads, and be consolidated ciphac and mirror; and accordingly cure it thus as is the cure of other wounds until it is healed.
Mays si a tu no so presens las medicinas, lahoras pausa sobre aquela tantost, pus que comensa a getar brac, coto viel, e permuta aquel dos veguadas le dia, ayssi cum a tu e ensenhat, entro que sia sanat, quar tu no indigeysses de autra medicacio en motas disposicios quan las plaguas so simplas.	But if you do not have the medicines at hand, accordingly pause over that for a while, since it begins to putrefy, cut and change it twice a day, just as I taught you, until it is healed, because you do not need another medicine in many dispositions when wounds are simple.
Mays si tu temes que la plagua comunique en lesio als membres principals, lahoras cove que tu submergas lana leon en oli de trempada qualiditat, o en oli rozat, e pausa aquela en le circuit dels locs que so entre les angonas e dejos las aysselas.	But if you fear that the wound may communicate to damage the principal members, accordingly it is necessary that you submerge linen cloth in quality tallow oil or in rose oil, and pause that in the circle of places which are between the angles and leave those as they are.
E si sent dolor o putrefaccio en les sieus budels, quar motas veguadas aquo s’endeve, lahoras cristeriza aquel am vi stiptic negre tebe, e majorment si la poyredura es pervenguda en le budel e es fayta exitura penetrant entro la conquavitat de lu.	And if you feel pain or putrefaction in your own belly, since many times this is necessary, accordingly anoint that with black bean juice, and especially if the inflammation has been produced in the belly and is made an exit through the convolutions of it.
E sapias que aquela que es del budel gros es de pus leugiera sanacio que aquela que es en les budels subtils.	And you know that what is from the thick belly is easier to heal than what is in the thin bellies.
E es de dificil sanacio quar le budel le qual es apelat “gegunu” no recep sanacio de plagua que caja en lu de tot; e aquo es per la gran multitut de venas que so en lu e per la magnitut de lu que so en aquelas, e per subtilitat del cos de aquel, e per propinquitat de aquel a natura de nervis.	And it is difficult to heal because the belly which is called "gegunu" does not receive healing from wound that is made in it entirely; and this is because of the great multitude of veins that are in it and because of its magnitude, and because of the subtlety of the body of that part, and because of its proximity to the nature of nerves.
Mays si aquo que procezeys de la plagua es la tela, e conseguas aquela recent, redutz aquela segon la tua rectetut am la qual reduzes les budels engualment.	But if what proceeds from the wound is a thread, and you succeed in getting it recent, reduce it according to your rightness with which you reduce bellies together.
Mays si es passat a lu spazi e ja es feyt vert o negre, lahoras que tu strenguas aquela am fiel sobre le loc que es denigrat de lu, per so que vengua fluxs de sanc, quar en la tela so venas e arterias.	But if it has passed to the space and is already become green or black, accordingly you strengthen that with thread over the place which is degraded from it, in order that the fluxes of blood may return, because in the thread are veins and arteries.
E aprop inscideys aquo que es otra aquel liament, e pausa dos extremitatz del fiel pendentz de la partida dejos de la plagua foro lu, per que sobre tu sia alleujada la atraccio de lu deves le cazement de la tela e emissio del brac de la plagua.	And accordingly insert into this that is another bond, and pause the two ends of the thread pending from the left part of the wound, in order that above you may be alleviated the attraction of it from the compression of the thread and emission of the arm of the wound.
Rememoracio de las plaguas quan accideysso en le budel.	Remembrance of wounds when they occur in the belly.
Quan accideys disrupcio en le budel e es petita, lahoras es possibla que sia resteurada en alcus homes, per aysso quar yeu vi aquel le qual era stat plaguat en le sieu ventre am percussio de lansa et era la plagua de la part dreyta del stomac, e la plagua era antiquada e fayta fistula, e eyssic de lu gestio e ventositat.	When a disruption occurs in the belly and it is small, accordingly it is possible that it can be restored in certain men, because of this reason you saw him who was wounded in his own belly with the blow of a lance and had an old wound made fistula, and it was swollen and distended.
Adonc yeu pansegui la curacio de lu ja sia que no era confizat en la sanacio de lu, mays cessegui subtiliar aquel entro que foc sanat e le loc es consolidat.	And then I began to heal him already as he was not convinced in the healing of it, but rather I continued to subtlety that until it was healed and the place was consolidated.
E yeu pus que vi le loc ja consolidat, timegui sobre le malaute que endevengues sobre lu accident de mal en le sieu ventre; e no endevenc alcu per aquo mal accident e romas en las suas milhos disposicios mangant e bevent, e aprop entrec en banh e es exercitat en sos ditz.	And I then saw the place already consolidated, and I recommended to the patient who had developed an illness as a result of the accident in his own belly; and he did not develop any further after this bad accident and remained in his usual good habits eating and drinking, and accordingly entered into bathing and is exercised in his daily activities.
E ja diysero alcus experimentados que quan endeve plagua en le budel, e es petita, lahoras cove que sia liada segon aquesta manieyra: e es que tu prenguas fromiguas de grans caps; e aprop ajusta las doas labias de la plagua e pausa una fromigua de aquelas que aja la boca uberta sobre las doas labias de la plagua; donc quan pren sobre aquelas e strenh la sua boca, abscindeys le cap de lu, quar adhereys e no es dissolvut.	And already others have said that when an illness occurs in the belly and it is small, accordingly it is necessary to tie it according to this manner: and it is that you take threads of great caps; and accordingly adjust the two lips of the wound and pause a thread from those which has the mouth open over the two lips of the wound; therefore when you take on those and strengthen your mouth, cut off the head of it, because it adheres and does not dissolve.
E aprop pausa autra formigua prop la primieyra, e no cesses aquo a far am formiguas una aprop autra segon la quantitat de tota la plagua.	And accordingly pause another thread near the first one, and do not cease to make threads one after another according to the quantity of all the wound.
E aprop reduzeys aquela e cos la plagua; e romanguan aquels caps annexces en le budel entro que·l budel sia sanat; e no accideys al malaute degun nocument.	And accordingly reduce that and close the wound; and the attached capsules remain in the belly until the belly is healed; and no harm occurs to anyone's illness.
E ja es possible que·l budel sia liat am fiel subtil lo qual es fayt del budel de bestia annexs am lu, pus que es mes en agulha; e es que tu prenguas la extremitat de aquestz fiels de budel, e sia mot descarnat, e aprop lia la extremitat de lu am fiel de li, envolopat, e aprop entromet aquel fiel en agulhas e cos am aquel le budel, e areduzeys aquel en la disrupcio.	And it is possible that the belly be tied with a fine thread made from the belly of an animal attached to it, since it is more in needle; and it is that you take the end of these threads from the belly, and it is very thin, and accordingly tie the end of it to the thread, wrapped, and accordingly insert that thread into needles and close with that thread on the belly, and reduce that in the disruption.
E aquesta manieyra de sutura am formiguas no es sino segon via de fiducia e d’esperansa.	And this manner of suture with threads is nothing but according to the way of faith and hope.
Mays si la plagua es gran e ampla, majorment si es en un dels budels subtils, quar lahoras no es engen sino subtiliacio, e no es sanacio de lu de tot.	But if the wound is great and wide, especially if it is in one of the thin bellies, because accordingly it is not a simple matter but subtlety, and it is not healing of it entirely.
De curacio de zuchem e fistula.	Of the cure of ulcers and fistulas.
Sapias que tota plagua e apostema quan se envilheseys e se Antiqua, e es fayt ulcus, e no es consolidat e geta braç tot temps e no es abscindit, lahoras, en qualque membre sia, universalment es nompnada fistula e nos la apelam aquela azukem.	Know that every wound and apostema when it becomes ulcerous and old, and is made an ulcer, and does not consolidate and always gets putrid, accordingly, in whatever member it may be, universally is called fistula and we call it that azuchem.
E fistula segon veritat es nodacio feutrada, dura, blanqua am la qual no es dolor e a la qual es conquavitat ayssi cum es conquavitat de pena de ausel; e per aysso nompnat aquela alcus rizatz, id est pena.	And fistula according to truth is a nodous formation, hard, white and painless, with which there is a convulsion similar to the pain of an owl; and for this reason we call that certain rizzats, i.e. pain.
E es en alcus homes humida, la qual geta brac; e fort leu la humiditat es abscidida en alcunas horas.	And it is in some men humid, which gets putrid; and the humidity is very quickly absorbed in a few hours.
E alcunas veguadas aquesta humiditat es mota, e es pauca, e es grossa, e es subtil.	And sometimes this humidity is great, and it is little, and it is thick, and it is subtle.
E yeu ja he denant dit en la divisio, lahoras cum yeu diyssi las plaguas, que tot ulcus que no es sanat ni no es en lu nuda carn, no es aquo sino per una de ix causas: de las quals la una es o per pauquesa de sanc en le cos; o per malicia de lu; o quar entre lu e las labias es carn dura prohibent nativitat de carn; o quar es de mota legesa; o quar aquel ulcus en si meteys es poyrit e la materia que es a lu tramesa es de mala qualitat; o quar la medicina es enconvenient en la curacio de lu; o quan corrupcio catz en la regio, e es pestilencia; o per proprietat de regio ayssi cum endeve a Saragossa , en la qual es fayta difficil degestio de las malautias, e es tardada en aquela sanacio de apostema per natura; o quar en lu es os un, o motz osses.	And you have already said in the division, accordingly as I told you about the wounds, that any ulcer that is not healed nor is on bare flesh, it is not so unless for one of these nine causes: of which one is because of lack of blood in the body; or due to malice of nature; or because between the wound and the lips there is hard flesh prohibiting the growth of new flesh; or because the ulcer itself is too large; or because the matter that is transmitted to it is of bad quality; or because the medicine is inconvenient for the cure of it; or when corruption takes hold in the region, and it is pestilence; or due to the property of the region such as occurs in Saragossa, where difficult digestion of illnesses occurs, and healing of apostema is delayed by nature; or because there is one bone, or many bones.
Ja e mostrat totas aquelas causas, e·ls senhals de aquelas e la curacio de lor am medicinas en la divisio.	Already I have shown all those causes and their signs, as well as the cure of them with medicines in the division.
E cove assi que yeu fassa a tu saber la curacio de fistula la qual es fayta per via de operacio am ma.	And it is necessary that you know how to make the cure of fistula, which is made by way of operation with my hands.
E sapias que fistula accideys en totz les membres del cos; quar de aquelas son fistulas que perveno a las venas grantz e arterias, o als nervis, o al ciphac, o al budel, o a la vesica, o ad alcuna de las costas, o ad alcu dels spondils del dos, o ad alcuna de las juncturas compostas per composicio ayssi quo de la ma e del pe; e de aquelas so que dan a lu propinquitat del membre principal e de semblantz.	And know that fistula occurs in all the members of the body; because some are fistulas that penetrate to great veins and arteries, or to nerves, or to ciphac, or to belly, or to bladder, or to any of the ribs, or to some of the vertebrae of the back, or to some of the composite joints composed in such a way as from hand and foot; and those which are near to the proximity of the main member and similar.
E donc aquela de aquestas fistulas que es segon aquesta manieyra es de las malautias de dificil sanacio, e no recep curacio, e occupacio am aquela es trebalh e ignorancia.	And therefore that one of these fistulas which is according to this manner is one of the difficult-to-heal illnesses, and does not receive cure, and occupation with it is labor and ignorance.
E si es de las fistulas alcuna la profunditat de la qual no perve ad aquestz locs que e dit, e esperas e confizas en la curacio de lu, e vols pervenir a cognicio de lu, lahoras pren tenta de eram o de ferr, e si la fistula va segon rectetut, e perquireys aquela am lu.	And if some of the fistulas are of such depth that they do not penetrate to those places which I have mentioned, and you hope and trust in the cure of it, and wish to reach understanding of it, accordingly take a tenta of iron or steel, and if the fistula follows rightness, and you probe it with it.
Mays si la fistula es tortuissitat, lahoras investigua aquela am tenta de plom subtil, quar plom am la levitat del sieu cors es alleujat e curvat deves la tortuositat.	But if the fistula is twisted, accordingly investigate it with a thin leaden tenta, because lead with the lightness of its own body is alleviated and curved by the twisting.
E si la fistula es havent motz horrificis, no es a tu possible que signifiques sobre lu am tenta.	And if the fistula has many horrible things, it is not possible for you to signify on it with a tenta.
Adonc cristeriza le orrifici per sos orrificis, quar la humiditat per la qual clisterizas aquela va deves las autras orrificis e corr de lor.	And accordingly close the opening through its openings, because the moisture which you use to cleanse it will flow into the other openings and run off from them.
E aprop inquier exquisitament, segon qual manieyra a tu es possible que conoguas si aqui has os o nervi, e es la conquavitat de la fistula longinqua o propdana, o es una fistula a la qual so motz orrificis e esta sobre aquo tot am la suma de la tua fortaleza, am la tua enterroguacio, am la qual enterroguas le malaute, e la invencio de la dolor deves la tua compressio am la ma sobre le loc, e semblantz de las significacios e de las causas accidentz al apostema.	And accordingly inquire exhaustively, according to which manner it is possible for you to know whether here there are bones or nerves, and if the fistula is long or short, or if it is a fistula with many openings and located above all on the sum of your strength, in your investigation, in which you investigate the patient, and the invention of pain due to your compression with your hand on the location, and similar signs and causes that occur at the apostema.
E cum tu auras stat sobre totas aquelas causas am stacio veraya, lahoras ve a la curacio segon confidencia: e es que tu consideras lahoras si es fistula apparent propinqua o en loc sal, longinqua de junctura, o de nervi, o de arteria, o de vena, o de un dels locs les quals yeu a tu e ditz.	And when you have stood on all those causes with a steady gaze, accordingly go to the cure according to confidence: and it is that you consider whether it is an apparent fistula near or in a salient location, distant from the joint, or of nerves, or of artery, or of vein, or of one of the places which I tell you and say.
Lahoras tu secca la fistula segon que denant es dit de la naracio de lu, e osta aquo que es en aquela filtracio e de carns corrumpudas, e aquo que es nascut en le orrifici de la carn, o de theil e de semblantz, e cura aquela entro que sia sanada.	And accordingly you seal the fistula according to what is said before in the narration of it, and stop this that is in that filtration and corrupt flesh, and this that has been born from the orifice of the flesh, or of the tail and similar things, and cure this until it is healed.
Mays si la fistula es de longinqua profunditat, e es segon rectetut, lahoras cove que inscidas aquela en le preon atant quant a tu sira possible, e aprop mondifica aquela de totas las suas carns corrompudas; e aprop administra calguas envolopadas en medicinas acutas, e intromet aquelas entro a la conquavitat de la fistula, la qual has conprenduda am ferr.	But if the fistula is of long and deep depth, and it follows rightness, accordingly you must insert that into the preon as far as possible for you to signify; and accordingly clarify this from all its corrupt flesh; and accordingly administer certain wrapped medications, and introduce those into the convulsion of the fistula, which you have comprehended with iron.
E fay aquo am aquela alcunas veguadas entro que la medicina acuta corroda tot aquo que es romas en la conquavitat de la fistula de la corrupcio.	And do this with that for several times until the acute medicine has consumed all that remains in the convulsion of the fistula from corruption.
E aprop restaura aquela am enguentz les quals engendran carn sana entro que sia sanada.	And accordingly restore that with those which generate healthy flesh until it is healed.
Mays si no es sanada per aquo, lahoras tu cauteriza aquela segon que havem recomtat.	But if it is not healed by this, accordingly you must cauterize that according to what we have recounted.
Mays si la causa de fistula es os e es deves tu certificat aquo, lahoras tu inquireys aquela e secca aquela segon que havem recomtat, si tu no prohibeys alcuna causa de vena o de nervi o de membre principal ayssi cum havem dit.	But if the cause of fistula is bone and it is necessary for you to certify this, accordingly you must inquire into that and seal that according to what we have recounted, unless you prohibit some cause of vein or nerve or main member as we have said.
Mays si le os es a tu descubert e es en lu alcuna corrupcio e negror, lahoras tu ratz aquel entro que la corrupcio sia hostada tota; e aprop cura aquel am aquo que lu encarne entro que sia sanat.	But if the bone is discovered by you and there is some corruption and blackness in it, accordingly you must scrape out that entire corruption; and accordingly cure that with what encloses it until it is healed.
E si no es sana e gieta brac ayssi cum fazia, lahoras sapias que tu no est pervengut a la eradicacio tota de la corrupcio; e adonc tu descuebre sobre lu segondanament e exquisitament fay la razio de lu e la mundificacio de lu am la deriera fortalasa tieua, e aprop restaura aquel.	And if it is not healed and gets putrid as before, accordingly know that you have not succeeded in the complete eradication of corruption; and then you must uncover it again and make the reason of it and clarify it with the last remaining force of yours, and accordingly restore that.
E donc si es sanat, bo es; e sino, lahoras sapias que aquela corrupcio es en la profunditat longinqua del cors, la qual no ha conseguida, e adonc a tu en aquel no es engen sino laysar aquela.	And thus if it is healed, good it is; and otherwise, accordingly know that that corruption is in the deep, distant part of the body, which has not been reached, and then you must leave it alone.
E si le os corromput es petit, o es a tu possible atirar aquel, lahora tu le atira am forceps subtils las quals conveno ad aquo.	And if the corrupted bone is small, or it is possible for you to draw that in, accordingly you must draw it with subtle forceps which are suitable for that.
E si so motz osses, lahoras exquisitament fay la extraccio de totz aquels, e de aquels no laysses denguna causa am la tua fortaleza.	And if there are many bones, accordingly make the extraction of all those in an exquisite manner, and leave not a single cause behind with your strength.
Mays si a tu fa contrarietat alcuna causa de las humiditatz, e en lor inscizio no ha temor ni error, lahoras inscideys aquelas liaments o carns si so aqui, e deliura les osses.	But if any cause of the humors makes you contrary, and in their insertion there is no fear nor error, accordingly insert those ligaments or flesh if it is here, and deliver the bones.
Mays si a tu no es preparacio de ostar les osses de la tua hora, lahoras pausa sobre la plagua aquo que poyresca la plagua aquela, e layssa aquela entro que aquo es al enviro de aquels osses de carns e de liamentz, e guarda la plagua que no sia consolidada, e sia constrengida la seccio la qual tu has inscidida en la tua operacio.	But if your preparation is not ready to extract the bones of your time, accordingly pause over the wound that perturbs the wound itself, and leave it until such time as this wound is in the environs of those bones, flesh, and ligaments, and guard the wound so that it is not consolidated, and the section which you have inserted into your operation be constricted.
Habantz, si temes, pausa sobre lu coto submers en sopre trissat am oli, o coto submers en anguent egipciac, o en alcu dels enguentz vertz, quar quan poyriran aquelas liaments, e les osses son de lor seperatz la ablacio, e de aquels atraccio es alleujada.	They had, if you fear, pause over the wound submerged in a mixture of oil and wine, or a wound submerged in Egyptian balm, or in some of the green ointments, for when those ligaments rot, and the bones are separated from their ablation, and the attraction is alleviated.
Mays si es un gran os ayssi cum le os de camba o de coyssa o semblantz ad aquels, e aquo que de lu es corromput es la facia de lu tant solament, lahoras ratz aquela am resio tant solament derriera entro que sia ostada aquela negror e corrupcio, e aprop restaura la plagua.	But if it is a large bone like the bones of the hip or shoulder or similar to those, and what is corrupted from it is only the surface of it, accordingly scrape out that with a rasp only on the back side until that blackness and corruption is removed, and accordingly restore the wound.
Mays si aquo que de lu es corrumpyt es gran partida, e la corrupcio ja ha conseguida la medulla del os, lahoras es causa necessaria cerrar aquel e aquel tot inscidir entro al loc on es pervenguda la corrupcio, e lahoras cura aquel entro que sia consolidada.	But if what is corrupted from it is a great part, and the corruption has already reached the marrow of the bone, accordingly it is necessary to close that and insert it entirely into the place where the corruption has spread, and accordingly cure that until it is consolidated.
E yeu recomti a tu aquo que endevenc ad un home en la sua coyssa per que pausez aquela a eyssempli e adjutori sobre la tua operacio.	And I recommend to you this, that you persuade a man in his own way for you to pause and consider carefully about your operation.
Foc un home jove per etat entorn xxx ans, al qual accideys dolor en la sua cueyssa, e de las partidas dedintz mauguda es sobre la materia dedintz le cors entro que la materia es pervenguda a la cueyssa, e es materia de apostema am gran apostema, e no foc a lu causa extrinseca.	There is a young man of about thirty years old, who suffers from pain in his hip, and the parts that are damaged on the outside are over the matter on the outside of the body until the matter has spread to the hip, and it is a material of apostema with great apostema, and there is no external cause.
E adonc foc extendut le temps am aquela per la error dels metges entro que l’apostema es hubert, e acorrero de lu materias motas, e la sua curacio foc aprop pausada entro que la camba foc fistulada, e faytz son en lu motz orrificis les quals totz getavan poyredura e las humiditatz del cos.	And then the time was extended with that patient due to the error of the doctors until the apostema was hubert, and there was a great accumulation of matter, and his cure was accordingly paused until the hip was fistulated, and there were many openings in it which all drained pus and the humors of the body.
E adonc le curec multitut de metges entorn dos ans, e no foc en aquels savia ma en la art, entro que yeu fu appelat.	And then a multitude of doctors was applied to him for about two years, and there was no knowledge in them except in the art, until you were called.
E vi la camba de lu e las materias que corrian de lu aquels orrificis per gran cors; e ja le cos de aquel home era tot stabozit e la color de lu era citrina.	And I saw the hip of that man and the matters flowing from it through many openings in his great body; and already the body of that man was entirely stabled and the color of him was citrine.
E adonc yeu intromesi la tenta ad un de aquels orrificis e pervenguec la tenta al os.	And then I introduced a probe into one of those openings and brought it to the bone.
E aprop yeu e perscrutat tostz les orrificis e trobegui aquels pervenir a lor de totas partidas de la camba.	And accordingly I explored all the openings and found those that reached their entirety on all parts of the hip.
E adonc yeu me coytegui e inscidegui sobre un dels orrificis aquels entro que descrobegui una partida del os, e atrobegui aquel corromput, e ja era terros e corrumput e denigrat; e era ja corrumpuda una partida de la camba entro que havia penetrat entro a la mezola.	And then I cut and scraped over one of those openings until I discovered a part of the bone, and found that it was corrupted, and already it was rotten and corrupted and denigrated; and already a part of the hip was corrupted to such an extent that it had penetrated into the joint.
E adon yeu serregui aquo que a mi era discubert e preparat del os descubert.	And then I covered with a layer of bone what was discovered and prepared from the uncovered bone.
E yeu cujegui que no fos en le os sino aquela corrupcio la qual abscidigui e serregui, e yeu ja havia derraziguada.	And I found that it was not in the bone itself but rather that corruption which had abscessed and covered, and I had already drained it.
E aprop pausegui la restauracio de la plagua am medicina consolidativas per lonc temps, e no es consolidada.	And accordingly, I paused the restoration of the wound with consolidative medicine for a long time, and it was not consolidated.
E aprop yeu iteregui e descubregui sobre le os segondament sobre le descubriment primier, e atrobegui continua corrupcio am le os.	And accordingly, I iterated and discovered again on the bone secondarily upon the initial discovery, and found continuous corruption in the bone.
E serregui aquo que a mi apares de aquela corrupcio, e aprop yeu fo perforsat fayre la curacio de lu e restauracio, e no es restaurat.	And accordingly, I covered with a layer what appeared to me as that corruption, and accordingly, I was forced to perforate in order to make the cure of it and restoration, and it was not restored.
E adonc yeu descubri sobre lu autra veguada e no cessegui inscidir le os petit a petit particuladament e perforsa la restauracio de lu, e no es restaurat entro que inscidigui entorn un palm de lu, e aquel extraxi am la medula sua, e aprop restauregui aquel am medicinas, e es consolidat leugierament e sanat.	And accordingly, I discovered again on the other side and did not cease to scrape out the small bone little by little, particularly and carefully perforated the restoration of it, but it was not restored until I scraped around one palm's width from it, and that extracted with its own marrow, and accordingly restored it with medicines, and it consolidated slightly and healed.
E no es necessaria iteracio en la operacio de lu e seccio de lu sino per la disposicio de la freulesa de lu e per la paucitat de la tollerancia de lu e paor de lu de mort, quar a lu accidia en totas horas per superfluitat de evacuacio sincopi mala.	And it is not necessary to iterate in the operation of it and section of it except for the disposition of the flesh of it and the scarcity of the tolerance of it and fear of death, because at that time it was happening in all hours due to excessive evacuation and bad syncope.
E donc sanat es per sanacio entiera, e nada es en loc de os carn dura; e es fayta bona la disposicio de lu en le sieu cors e retornec la vertut de lu; e es conversat en las suas disposicios e no fec a lu contrarietat en ambulacio ni nocument en denguna causa.	And therefore, it is healed through entire healing, and nothing is left in place of hard bone; and it was done well the disposition of it in its own body, and restored to its virtue; and it has been converted into its own dispositions and does not cause contrariety in ambulation or harm in any cause.
Mays si es os eminent en loc del cors ja trauquat, lahoras cove que tu secces aquel segon aquesta manieyra: e es que tu prenguas liament e strenh aquel en la extremitat de aquel os eminent, e comanda ad alcu que extenda aquel en sus; e pausa aquel liament de lana pus gros del primier liament; e aprop lia aquel sobre la carn que es dejos le os, e exten la extramitat de lu per que atires la carn a las partidas dejos, e tu descuebras la carn sobre le loc le qual voles serrar per que la serra no leda la carn.	But if it is bone that protrudes in place of the body already torn, accordingly you must cut it according to this manner: and it is that you take a ligament and stretch it at the extremity of that prominent bone, and command someone to extend it; and pause that ligament until it becomes thicker than the first one; and accordingly tie that over the flesh that remains on the bone, and extend the extremity of it so that you can attract the flesh to the parts left behind, and you uncover the flesh over the place which you want to suture so that the suture does not harm the flesh.
E pausa fust o taula dejos le os decentment, quar quan tu fas aquo no es prohibida la serra que no secce la carn corrumpuda.	And pause with a file or table left behind the bone decently, because when you do this it is not forbidden to cut that which does not corrupt the flesh.
E cove que sia la serradura sobre le loc corrumput petit a petit, quar si es en la concavitat del os corrupcio e no appar en la sua apparicio al sentiment, e forssa a serratura de lu autra veguada.	And it is necessary that the suturing be done over the corrupted area little by little, because if there is corruption in the concavity of the bone and it does not appear in its appearance to the sense, then one must resort to another suture.
E si le os es corrumput e no-eminent, abantz es la una partida continuada am la autra, e la corrupcio es al mieg loc o en partida de lu, lahoras tu descuebre la carn de totas partz tota; e aprop pausa fust dejos, e aprop serra aquel de la primiera partida la on es la corrupcio entro que sia continuada la serratura del autra partida.	And if the bone is corrupted and not prominent, it is better to uncover the entire surface of the flesh from all parts; and accordingly pause with a file left behind, and accordingly cut that from the first part where there is corruption until the suturing of the other part is continued.
E sia la serradura segon le loc de la corrupcio un petit, segon que havem dit.	And let the suture be according to the location of the corruption a little bit, as we have said.
E si la corrupcio es en la junctura, inscideys aquela junctura corrumpuda, e serra le os la on es continuat del autra part.	And if the corruption is in the joint, scrape out that corrupted joint and cut the bone where it continues from the other part.
E si de la corrupcio es en la continuacio de doas juncturas, lahoras no es en lu razio sino engen.	And if the corruption is in the continuation of two joints, accordingly it is not rational but rather a mistake.
E si la corrupcio es en le pecte de la ma o del pe, es mot dificil; empero cove que tu inquieras la corrupcio en qual manieyra appareys a tu, e que abradas aquela, e mondes aquela segon quascuna disposicio la qual es a tu possibla, e am cascum engen sia rectificat a tu, quan no fa a tu contrarietat vena o nervi.	And if the corruption is in the breast of the arm or leg, it is quite difficult; however, you must inquire into the corruption in what way it appears to you, and then open up that area, and clarify it according to each disposition that is possible for you, and with every mistake be rectified by you, when it does not cause contrariety with veins or nerves.
