Ayssi comensan las paraulas de Albucasim .	Thus begin the remedies of Albucazim.
e aprop sian preses dos draps e sian humplitz de lana carmenada segon aquesta semblansa; e sian faytas las extremitatz am les quals es premut de coto o de lana humida, e sian agreguatz am strectura en le braguier de las braguas, e la una de las extremitatz prengua del cul entro al dos, e la segonda prengua a la partida del pantenilh, e dos extramitatz sobre dos coyssas dejos e dos extramitatz autras sobre dos angonars, e tota extrictura sia ajustada en le braguier de las braguas.	And then press two drapery and fill the carmenated wool according to this resemblance; and make the extremities with which it is premised of cotton or humid wool, and add structure in the breech of the breeches, and one of the extremities takes from the back up to the two, and the second takes from the part of the thigh, and two extremities above two thighs below and two other extremities above two angles, and all the structure is adjusted in the breech of the breeches.
E alcunas veguadas aquesta hernia es medicada artificialment am cauteri en loc de seccio am ferr; e es que tu prenguas cauteri cutellar subtil e que inscidas am aquel la codena dels ginitius, e es ignit segon que havem recomtat entro que sia descubert le ciphac blanc contenent la aygua, e lahoras tu pren cauteri segon aquesta forma:	And some veiled hernias are artificially medicated with a cautery in place of the section with iron; and it is that you take a subtle cutting cautery and injure on the knee joint of the genitals, and ignite according to what we have recommended until the white cartilage containing water is discovered, and then you take the cautery according to this form.
e es asemblat a letra greca.	And it is assembled in a Greek letter.
E aprop perfora am aquel ciphac, e es ignit entro que tota la humiditat sia fora-gitada.	And then pierce the cartilage, and ignite until all humidity is driven out.
E aprop exten le ciphac am uncis, e excorja am uncis, e excorja am cauteri subtil ignit; e inscideys aquel segon que es a tu possible entro que eradiques tot lu; e guarda te del huou que·l foc no·l toque.	And then extend the cartilage with an incision, and scrape with an incision, and scrape with a subtle ignited cautery; and injure that according to what is possible for you until you eradicate all of it; and guard yourself from the hollow that the fire does not touch.
E sapias que aquesta operacio es pus salva e pus longinqua de flux de sanc, e milhor que operacio am seccio.	And you know that this operation is more salvageable and more distant from blood flow, and better than an operation on the section.
Mays si a tu fa contrarietat apostema caut en la hora de seccio o en hora de cauteri, o flux de sanc, lahoras cove que tu cures qual contrarietat fa a tu per aquo, am curacio la qual conveneys a lu segon que es dit.	But if you find contradiction or apostema in the hour of section or in the hour of cautery, or blood flow, then it is necessary that you cure what contradicts you for that, with a suitable cure which converges to them according to what has been said.
Mays si le malaute es pauruc, e no spera la segonda operacio per la sua horribilitat, lahoras administra perforacio segon que yeu recomti aquo; e es quan es certificat deves tu, per aquo que havem dit de las significacios, que aquela hernia es ayguosa.	But if the patient is poor, and does not expect the second operation due to its horribility, then administer perforation according to what you have recommended for that; and it is when it is certified by you, for that which we have said about the signs, that this hernia is aqueous.
Lahoras cove que tu fassas sezer le malaute sobre alcuna cezelha elevada, aprop perfora le apostema en la partida pus bassa de lu am spatum lat, e pausa la perforacio segon la longitut del cos.	Then it is necessary that you place the patient on some elevated bed, then pierce the apostema in the lower part of them with a wide spatula, and pause the perforation according to the length of the body.
E sia la apercio ampla entro que corro tota l‘aygua.	And make a broad perception until all the water is drained out.
E aprop pausa sobre le loc coto e lia aquel e layssa aquel, per so que corro le romanent de l’aygua.	And then pause on the short place and lift that and let it flow, so that the current of the water flows.
E aprop cura aquel entro que la plagua sia sanada.	Then heal the wound from within so that the plague is healthy.
Mays si contrarietat es a la egrecio de l’aygua en aquela hora tu perforas aquela: e aquo no es fayt sino per aquo quar le pannicol blanc en le orrifici de la plagua fa contrarietat e prohibeys le eyssiment de l’aygua, lahoras cove que tu metas en la plagua pena o instrument am la qual es extrayta l’aygua dels ydropitz, la forma del qual es precedida; o ajusta en la opprecio de la plagua un petit.	Perhaps it is contrary to the flow of water at that hour you perforate it: and this is not done except because the white bandage in the orifice of the wound makes a contrariety and prohibits the emission of water, then it is necessary that you put on the wound a pain or instrument with which the water is extracted from the hydropics, the form of which is preceded; or adjust on the opposite side of the wound a small one.
E sapias que l’aygua retorna, e es agueguada aprop vi meses o enaviro aquels; e cum es agreguada, lahoras sia perforat segon aquela meteyssa manieyra, quar le malaute ayssi passara les sieus dias.	And you know that the water returns, and it is helped by a proper six months or in those surroundings; and when it is aggregated, then it should be perforated according to that same method, because the patient will pass the six days.
Capitol .lxiii.	Chapter 63.
De seccio sobre hernia carnosa e la curacio de lu.	On the section about fleshly hernia and its cure.
Sapias que en la seccio sobre aquesta hernia es temor perdusent a pernicia en las majors disposicios; per que a mi es vista la dimissio de lu e esser salvat per aquela milhor.	You know that in the section about this hernia, there is great fear of losing it permanently in the major dispositions; because to me it seems the dismissal of it and being saved by that better one.
E yeu so rememorant la operacio en aquela e las specias dels apostemas.	And you should remember the operation on that one and the species of the abscesses.
Donc, dic que l‘apostemas natz en les cos dels quals les genetius so conponutz e es fayt aquo per motas causas: o per superfluitat aguda agra, la qual es efundida als genetius, o per percuscio.	Therefore, I say that the abscesses are born in the bodies of those whose genitals are composed and it is done for many causes: or for acute sharp inflammation, which is poured into the genitals, or for percussion.
E es la color de la apostema segon la color del cos, e no es atrobat en lu dolor, e es apostema greu.	And it is the color of the abscess according to the color of the body, and it is not found in the pain, and it is a heavy abscess.
E fort leu es apostema lapificada, del qual la color es fosca, e no es centiment a lu.	And therefore it is a putrid abscess, of which the color is dark, and it does not feel to the touch.
E alcunas veguadas es fayt per nodacio de las arcerias, e per imflacio de aquelas ayssi quo ja es perceubut la rememoracio de lu, o per imflacio de venas.	And some abscesses are made for swelling of the arteries, and for inflammation of those as well which has already been perceived, or for inflammation of veins.
Mays aquo que es per imflacio de arcerias es conogut per la dispercio de la apostema quan compremas aquela am les tieus ditz; e no cove que aquel toques.	Perhaps it is for inflammation of arteries that is recognized by the dispersal of the abscess when it compresses them in the tight tissues; and it does not seem that it touches.
Mays aquel que es fayt per imflacio de vena no es dispergut de lu alcuna causa deves la compressio am les ditz.	Perhaps what is done for inflammation of a vein is not dispersed by any cause, but rather by compression in the tissues.
E ja es possible que sobre aquesta specia sia fayta seccio e sobre les autres carns; e es que tu inscida la codena dels genetius, e aprop esten le huou a las partidas desus, e extratz aquel del ciphac blanc, e deliura le suspensori dels vaysels, e ligua les, e inscideys le suspensori pus que tu deliuras aquel de tota partida de las partidas del huou.	And it is possible that on this species a section was made and on the other carnal parts; and it is that you cut the code of the genitals, and then stop at the joint above, and extract that from the white ciphac, and remove the suspensors of the veins, and tie them, and cut the suspensors so that you remove all the parts of the joints.
Donc si l’huou ja es am aquelas carnadas consolida, lahoras cove que tu extraguas le huou e inscidas aquel.	Therefore if the joint is already consolidated in those carnal parts, then it seems that you should extract the joint and cut it.
E si es adherencia entro alcuna causa del ciphac, o entre aquo que es entre les bayssels, lahoras cove que tu deliures tota aquela adherencia e inscidas aquela per inscizio redonda.	And if there is adhesion within some cause of the ciphac, or between what is between the veins, then it seems that you should remove all that adhesion and cut it for a rounded incision.
Mays si es nativitat de carn en le loc de la adherencia la qual es detras, lahoras cove que tu inscidas tot aquo que es de lu, e extraguas le huou ayssi cum havem dit.	Perhaps it is the birth of flesh in the place of the adhesion which is behind, then it seems that you should cut all that which is of it, and extract the joint as we have said.
Donc cum es complida la tua operacio, lahoras omple la plagua de lana imfuza en oli rozat e vi; e aprop cura aquela am l’autra curacio entro que sia sanat.	Therefore when your operation is completed, then fill the wound with lanolin ointment and rose oil; and then heal that with another cure within so that it may be healthy.
Capitol .lxiv.	Chapter 64.
De la curacio de hernia que es de vitz.	On the cure of hernia that is of wind.
Vit es apostema envolut per alcuna envolucio semblant a broto am mollificacio dels testiculs, e es fayt dificil movement exercitiu e deambulacio sobre le malaute.	Wind is an abscess enveloped by some envelopment similar to a broth with mollification of the testicles, and it is done with difficult movement exercise and ambulation on the patient.
E en la curacio de aquesta malautia es per temor per aquo del qual es precedida rememoracio.	And in the cure of this illness it is by fear for that which is preceded by memory.
Empero cove que diguam opperacio en aquela segon que fero les primiers.	However, I think that I should describe operation on that one according to what the first ones did.
E dic que cove que fassas sezer le malaute sobre una cezelha elevada; e aprop enpelleys le suspensori dels testiculs a las partidas dejos; e aprop te la codena dels genetius am les tieus ditz am les baysels que so probdas a la vergua; e tengua aquels autre ministre que tu, e extenda aquels am extencio vehement.	And I say that it is necessary to seat the patient on a raised chair; and then apply the suspensors of the testicles to the lower parts; and then cut the code of the genitals in the tight tissues among the veins which are probable at the verge; and hold those other ministers that you, and extend them with vehement extension.
E aprop inscideys am spatum lat agut per seccio traversa en le dreyt dels vaysels entro que sian les vayssels descubertz.	And then cut into the spatium widely through a transverse section in the right of the veins within so that the discovered veins are opened.
E aprop excorja de tota partida ayssi quo a tu havem dit en extraccio de arceria las quals so en las templas.	And then excavate all the parts as you have said in the extraction of arteries which are in the temples.
E aprop fica en aquelas un’agulha en la qual sia fiel doble, e lia aquel en le primier del locs en les quals accideys vit, e lia aquel autra veguada en le derier de lor.	And then place in those a needle which is double-fil, and lift that in the first of the places where you find wind, and lift that other vein in the back of them.
E aprop inscideys aquels en le mieg loc per seccio dreyta segon la longuesa del cos, e extratz aquo que es agreguat de las humiditatz fetulentas e corruptas.	And then cut into those in the middle place for a right section according to the length of the body, and extract what is aggregated from the foul and corrupt humors.
E aprop cura la plagua am curacio de las autras plaguas en las quals vols sania esser engendrada per so que caian les vaysels les quals noyreysso un de dos genetius, quar no es mal per aquo.	And then heal the wound with a cure of the other wounds in which you want to be healthy and are generated by so that the veins fall, which nourish one of the two genitals, because it is not bad for that.
Mays si accideys vit a totz les bayssels, lahoras cove que·ls testicols sian extragutz o que les testicols per aquo se cequo am les vayssels, per que sia privat de tot nutriment per la inscizio dels vayssels, e que sian estaborits, o que cequo per so que no sia juvament am aquels.	If the veins are blocked in all the vessels, then it is necessary to extract or remove the blockages from them, so that they can receive all their nourishment for the growth of the vessels, and they are strengthened, or so that there is no hindrance in those.
Capitol .lxv.	Chapter 65.
De la cura de hernia entestinal.	On the treatment of intestinal hernia.
Le adveniment de aquesta hernia es per seccio que endeve en le ciphac extendut sobre le ventre de part dels angunars del mirac del ventre, per que deysendo les budels de aquela ruptura ad alcu dels budels.	The occurrence of this hernia is due to a rupture that occurs when the diaphragm extends over the belly, on the part of the angles of the miraculous cavity of the belly, so that the intestines from that rupture move towards those intestines.
E aquesta ruptura es o del ciphac o de excencio de lu, e accideysso aquestas doas specias per motas causas: o percussio, o per sautz, o per clamor, o per elevacio de alcuna causa greu, o per semblantz.	And this rupture is either of the diaphragm or of the excretion of it, and it is caused by these two special motives for many causes: either by percussion, or by falls, or by shouting, or by lifting some heavy object, or by similarity.
E·l senhal de aquo, quan es per extencio del ciphac, es que accideys pauc a pauc en lonc temps, e no accideys soptament, e es apostema engual entro ves le preon per so quar le ciphac comprem le budel.	And the sign of this, when it is due to an extension of the diaphragm, is that it gradually increases over a long period of time, and does not suddenly occur, and it is a gathering of fluid between the chest and the belly, so that the diaphragm compresses the intestine.
E le senhal de lu es quan es per seccio del ciphac, quar al comensament fa accidir dolor vehement sobtament; e es apostema divers aparent dejos la codena propdana aparent, e aquo es per eyssiment del budel, e·l cos de lu a las partidas deforo del ciphac.	And the sign of it is when it is due to a rupture of the diaphragm, because at the beginning it suddenly causes vehement pain; and it is a gathering of diverse apparent symptoms below the navel, which is due to inflammation of the intestine, and this is why it hurts in the parts above the diaphragm.
E alcunas veguadas es fora-getat am le budel la tela, e es apelada aquesta hernia entestinal zirbal.	And sometimes the intestines are protruding out of the belly like a finger, and this is called intestinal hernia umbilical.
E alcunas veguadas es fayta am ventositat, e alcunas veguadas corr en le budel fenda, e aqui es retenguda, e es am aquo gran pernitia3 del malaute, e alcunas veguadas fa endevenir dolor malvada e majorment quan es premut.	And sometimes it is made worse by vomiting, and sometimes the intestine breaks in the belly, and here it is retained, and this is why there is great suffering of the patient, and sometimes it causes bad pain and worsens when it is premature.
E en la curacio de las especias de aquesta malautia am ferr es temor, per que cove que sia esquivat le cazament en aquela.	And in the cure of these species of this disease iron is used, because it is necessary to remove the obstruction from that place.
E la manieyra de la operacio de aquela es que comandes al malaute que redugua le budel am la sua ma a las partidas dedintz de la sua conquavitat si obezeys al sieu retornament, e aprop sia envessat sobre le sieu col entre las tuas mas, e eleva las cambas de lu.	And the manner of operating on this is that you command the patient to return the intestine to its cavity through the natural passage of its conquest, if it obeys the usual return, and then place your hand over the area between the thighs, and raise their legs.
E aprop sten la codena la qual siec la codena dels testicols a las partidas desus, e inscideys la codena dels testicols tota per le lonc; e aprop fiqua en doas labias de la seccio uncis segon que indigeysses a hubrir la seccio am aquels.	And then stop the navel which is the navel of the vessels at the bottom, and you insert the navel of the vessels totally for the length; and then fix two lips of the ulcerous section together according to how they are indicated to close the ulcer in those.
E si’ la seccio segon la quantitat que a tu sia possible que de aquela le huou sia foro-getat.	And if the ulcer is according to the quantity that you think it is possible that from that the hole may be protruding out.
E aprop excorja aquela ciphaqueth les quals so dejos la codena dels testicols, entro que sia descubert le ciphac blanc dur de quascuna partida.	And then you excavate that part which is below the navel of the vessels, until it is discovered the white and hard diaphragm from any part.
Lahoras tu entromet le tieu dit en aquo que siec le testicol, en aquo que es entre ciphac blanc, le qual es dejos la codena del huou, e entre le ciphac segon, e absolve am aquel’adherencia que es en la partida detras del huou.	Then you introduce the finger into that place where it is the vessel, in which it is between the white diaphragm, which is below the navel of the hole, and between the diaphragm above, and absolve from that adhesion which is in the part behind the hole.
E aprop mau am la ma la codena dels testicols a las partidas deforo, e am aysso exten le ciphac blanc en sus am la ma sinestra, e eleva le huou am le ciphac a la partida de la seccio; e comanda al ministre que extenda le huou ensus e tu dissolveys la adherencia que es detras am solucio complida.	And then you hold the hand at the navel of the vessels in front, and also extend the white diaphragm with your left hand, and raise the hole to the diaphragm at the part of the ulcer; and command the servant to extend the hole downwards and dissolve the adhesion that is behind with complete solution.
E cerqua am les tieus ditz que lay no sia alcuna causa del budel envelopat en le ciphac blanc dur.	And search with your fingers to ensure that there is no cause of the intestine enveloped in the white and hard diaphragm.
Mays si tu atrobas de lu alcuna causa, lahoras tu enpelleys aquel al ventre dejos.	If you find any cause of it, then you will fill that into the belly below.
E aprop tu pren una agulha en la qual sia fiel gros fayt de x fiels, e entromet aquel deves le derier del ciphac, le qual es jos la codena dels testicols, la qual siec seccio; e aprop inscideys las extremitatz las quals emineysso del fiel entro que sian quatre fiels, e aprop compausa alcus de lor sobre alcuna figura en manieyra de crotz; e lia am aquel le ciphac del qual havem dit que es dejos la codena dels testicols am fort liament de dos partz.	And then you take a needle in which there are four thick threads of ten threads, and introduce it through the back of the diaphragm, which is below the navel of the vessels, which is the ulcer; and then you insert the extremities that emerge from the thread until they are four threads, and then you compose some of them over a certain figure in the manner of a cross; and you tie it to the diaphragm of which we have spoken, that is below the navel of the vessels, with strong ligament of two parts.
E aprop envolveys las extremitatz dels fiels e lia aquelas am liament vehement entro que alcu dels vayssels que noyrrisso aquels no puscan trametre alcuna causa per so que de aqui no accida apostema caut.	And then you envelop the extremities of the threads and tie them with strong ligament until some of the vessels that do not nourish those cannot transmit any cause, so that from here on, there is no gathering of fluid.
E pausa autra veguada liament segon foro le primier liament, lonh de lu mens tres ditz; e aprop aquestz dos liaments layssa del ciphac le qual es dejos la codena dels testicols la quantitat de la grandeza del dit, e inscideys tot le romanent segon redondeza, e osta de lu le huou.	And pause another time ligament according to the first ligament, three fingers from it; and then these two ligaments are released from the diaphragm which is below the navel of the vessels, according to the greatness of the finger, and you insert all the remaining part in a round shape, and remove it from the hole.
E aprop inscideys en la partida dejos de la codena dels testicols per seccio de la qual corra sanc e sania ayssi cum havem recomtat en aquo que havem dit.	And then you insert in the part below the navel of the vessels for the ulcer of which it cures and heals, thus as we have recommended in that which we have said.
E aprop aministra lana submersa en oli, e pausa en la plagua; e aministra le liament le qual havem recomtat (e alcunas veguadas le ciphac blanc es cauterizat, le qual havem dit aprop la inscizio de lu temen de flux de sanc, quar motas veguadas accideys aquels) e leyssa le liament entro que per si caia.	And then you administer the submerged oil, and pause in the plague; and administer the ligament which we have recommended (and sometimes the white diaphragm is cauterized, which we have said, and then the intestine of the flux of blood, because many times it causes those) and release the ligament until it falls by itself.
Mays si le cazement de lu es tardat, lahoras de aygua cauda sia embrocat, e pausa sobre aquel entro que caia segon que havem dit.	If the treatment of it is delayed, then warm water should be poured over, and stop on that inside which falls according to what we have said.
E aprop cura la plagua am l’autra curacio de las plaguas entro que sia sanat.	And then heal the wound with another cure of the wounds within so that it may be healthy.
Capitol .lxvi.	Chapter 66.
De hernia ventosa.	Of windy hernia.
En aquesta hernia no e vist alcu que sia estat ardit sus la curacio de lu am ferr.	In this hernia, nothing is seen that has been hardened under the treatment of it with iron.
E les primiers diyssero que es fayta ayssi cum havem recomtat en la hernia que es am vi; la qual es que tu lies les vayssels aprop la seccio sobre aquela am fecilitat de lu; e aprop secca en le mieg loc en enviro le apostema am aquo que obro aquel, entro que caian les vayssels.	And the first doctors said that it was done thus as we have recommended in the hernia that is in you; which is to place your fingers near the section over that part of yours that has been facilitated by it; and then cut in a suitable place around the abscess, so that the veins fall.
E cura la plagua segon que havem dit entro que sia sanada.	And heal the wound according to what we have said, so that it may be cured.
Capitol .lxvii.	Chapter 67.
De la disropcio que es fayta en les anguonars.	About the disruption that occurs in the ankle joints.
Alcunas veguadas endeve ruptura en les angonars ayssi cum havem dit, e emineys le loc.	Some swollen veins break rupture in the ankle joints thus as we have said, and empty the place.
E no deyssen als genetius alcuna causa dels budels al genetius; e si deyssen, aquo es pauc; e retorna s’en en totas horas.	And they do not show any cause of the intestines to the genitals; and if they do, it is little; and it returns in all hours.
Mays si es prolonguat le temps am aquo, es ajustada fissura en le ciphac entro que deysenda le budel en le ciphac; e accideys aquo per la extencio del ciphac le qual es en le angonars ayssi cum havem dit, la qual causa es quar le ciphac es estendut, e aprop es mollificat e·l loc es apostemat e emineys.	If the time is prolonged in this, an adjusted fissure is made in the groin area so that the intestine descends into the groin; and it happens for the extension of the groin which is in the ankle joints thus as we have said, which causes the groin to be extended, and then it becomes soft and the place becomes infected and empties.
E la cura de lu es am cauteri ayssi quo es precedida la narracio de lu.	And the treatment of it is with a cautery thus as it was preceded by the narration of it.
E alcunas veguadas es curada am ferr segon aquesta manieyra: e es que·l malaute jagua sobre le sieu dos entre las tuas mas, e aprop secca le loc de la ruptura dels apostemas emineys am seccio per la latitut segon la quantitat de tres ditz.	And some swollen veins are cured with iron in this manner: and it is that the patient lies on their back between their two legs, and then cut the place of the rupture of the abscesses empties in section according to the quantity of three fingers.
E aprop strenh le ciphac blanc que es jos la codena entro que sia descubert.	And then strengthen the white groin area that is above the knee, so that it may be discovered.
E aprop pren le ray e pausa aquel sobre le loc eminent del ciphac, e prem aquel al preon del ventre.	And then take the stick and stop it on the prominent place of the groin area, and press it to the navel.
E aprop cus le dos locs eminentz sobre la extremitat del ray del ciphac, e ajusta am la sutura un de aquels am l’autre.	And then kiss the two prominent places above the extremity of the stick of the groin area, and adjust with a suture one to the other.
E aprop extratz la extremitat del ray, e no inscidas del ciphac de tot, ni no extenda le huou, ni autra causa ayssi cum yeu te fi saber en la curacio de hernia entestinal.	And then extract the extremity of the stick, and do not insert into the groin at all, nor extend the hole, nor any other cause thus as you will know in the treatment of intestinal hernia.
E aprop cura aquela am la curacio de las plaguas, e cum inscideyses les fiels, mundifica aquela e restaura la plagua entro que sia consolidada; quar le ciphac es contrayt e no es ajustada la eminencia de ruptura.	And then heal that with the treatment of wounds, and as it inserts into the veins, purify it and restore the wound so that it may be consolidated; because the groin is constricted and not adjusted to the prominence of rupture.
E cauteri es milhor en aquest loc, quar es pus propda a salut.	And cautery is better in this place, because it is more suitable for health.
Capitol .lxviii.	Chapter 68.
De mollificacio de la codena dels testiculs.	About the softening of the knee of the testicles.
Motas veguadas la codena dels testiculs en alcus homes es mollificada per aysso quar las carns que so entre aquela son mollificadas, e es fedat le reguardament de lu.	Many swollen veins in the knee of the testicles in some men are softened thus because the flesh that is between them is softened, and it is necessary to observe it.
Adonc necessari es ad aquel que es preguat en la curacio de lu que fassa jazer le malaute segon le sieu dos, e enscida tota la codena la qual es mollificada sobre la codena natural; e aprop que ajuste doas labias am la sutura.	Therefore it is necessary for him who is engaged in the treatment of it to make the patient lie on their back, and insert the entire knee which is softened above the natural knee; and then adjust both lips with a suture.
E si vols, cus en le comensament la superfluitat de la codena mollificada am tres cozeduras o quatre e am ferma sutura.	And if you want, then in the beginning, remove the excess of the softened knee with three or four stitches and make a firm suture.
E aprop inscideys entre las suturas; e aprop cura per curacio de las autras plaguas entro que sia sanat e caian les fiels.	And then insert between the stitches; and then heal by healing of the other wounds so that it may be healthy and the veins fall.
Capitol .lxix.	Chapter 69.
De castracio.	About castration.
Sapias que castratio en nostre ley es excomengada, mays per causa es legut a mi que·m remembre de lu en aquest libre; e no es necessaria la rememoracio de lu sino per doas manieyras, de las quals es la una per so que aquo sia en la sciensa del metge quan es enterroguat de aquela, que sapia la curacio de lu al qual accideys; e l’autra manieyra es que nos motas vetz havem necessitat de castracio de autras bestias per les juvamentz nostres per aquelas, ayssi cum de motos, e de bocs, e de porcs, e de semblantz a las bestias.	You know that castration in our law is forbidden, but I was led to remember it in this book; and it is not necessary to remember it except for two reasons, of which one is so that it may be in the science of the doctor when he is expert in that, who knows the treatment of it and happens; and the other reason is that we many times have need of castration of other beasts for our young ones, thus as of mules, and of oxen, and of pigs, and similar to those beasts.
E donc dic que castracio es fayta en dos manieyras: o per atrissio, o per fissura a seccio.	And therefore I say that castration is done in two ways: either by attrition, or by making a section.
Mays en aquela que es fayta per atrissio, la via de la opera es que nos fassam cezer la bestia en aygua cauda entro que·ls genetius de lu sian mollificatz e sian linhitz e que pendan.	Moreover, in that which is done by attrition, the way of operating is that we make the beast drink warm water so that its genitals become softened and loosened and hang.
E aprop pren aquels am la tua ma entro que sian resols e no apparescan dejos le tocament.	And then take those with your hand so that they are resolved and do not appear to touch anymore.
Mays en castracio fayta per fissura e seccio, cove que tu tenguas la bestia e premas la codena dels testicols de lu am la ma senestra.	Moreover, in castration done by making a section and cutting, it is necessary that you hold the beast and press the knee of its testicles with your left hand.
E aprop lia le suspensori, e inscideys sobre quascun huou am una seccio entro que dos huous proceseysso.	And then tie the suspenders, and insert over each hole in one section so that two holes proceed.
E aprop inscideys aquels pus que auras quascu excorjat.	And then insert those poultices that you will have extracted from the corrupted humor.
E no leysses sobre aquels del ciphac alcuna causa, sino le ciphac subtil le qual es sobre les vazes.	Do not place them on the area of the affected hip, but rather the subtle ciphal which is above the veins.
E aquesta manieyra de castracio es milhor la qual es fayta per atrissio, quar atrissio fort leu layssa alcuna causa dels testicols per que la bestia desira coyt.	And in this manner of cauterization it is better which is done for attraction, because strong attraction draws out some cause of the testicles, so that the beast desires coition.
E aprop cura la plagua entro que sia sanada.	And then heal the wound from within so that it may be healthy.
Capitol .lxx.	Chapter 20.
De la cura de hermafrodozia.	On the cure of Hermaphrodosia.
Hermafrodozia en les homes es segon dos manieyras: la una es quar o appar en aquo que siec l’espazi en la codena de testiculs, en aquel que es entre dos testiculs figura quar cunh de femna en la qual so pels.	Hermaphrodosia in men is of two kinds: one is when it appears that the space in the channel of the testicles is narrowed, in which case a figure like a woman's cunt appears.
E alcunas veguadas de aquel corr urina le qual es en la codena dels testiculs.	And some urines that come out from that corrupted urine which is in the channel of the testicles.
Mays en las femnas es una specia: e es que·l conh de la femna sobre le pentenilh es ayssi cum dos testiculs de home un pauc de tot yminiheys a la partida deforo ayssi cum le perpucii de home e dos testicols.	In women it is a species: and it is that the cunt of the woman on the perineum is also like two testicles of a man, almost entirely hidden and partitioned off as if by the perineum of a man and two testicles.
E la curacio es de tres specias: de dos dels homes e de una specia de las femnas.	And the cure is of three species: of two in men and one species in women.
E es que cove que tu inscidas aquelas carns ajustadas entro que efuga la emprecio de aquela, e aprop que cures aquelas am curacio de las autras plaguas.	And it is necessary that you insert those adjusted carnals within so that it expels the impression of that, and then you will cure those with the cure of the other plagues.
E en la segonda specia dels homes de la qual yeys urina la qual es en la codena dels testiculs, no es curacio ni opperacio en lu.	And in the second species of men, from which urine comes out that is in the channel of the testicles, there is no cure or operation for it.
Capitol .xxi.	Chapter 21.
De lentinge e de carn eminent per causas de las femnas.	On sterility and prominent flesh caused by women's influences.
Lentige fort leu es ajustada sobre causas naturals entro que es etressat e es fayt leg le reguardament; e alcunas veguadas es magnificada en alcunas femnas en tant entro que es spandit ayssi cum en les homes e perve entro al coito.	Sterility is adjusted according to natural causes within so that it is restrained and is made light by observation; and some urines are magnified in some women so much that they spread like in men and pervade into the coitus.
Adonc cove que tu tenguas la superfluitat de lentinge am la tua ma o am unci e inscidas.	Then it is necessary that you hold the superfluity of sterility with your hand or with a hook and insert it.
E no ultimes en inscizio, majorment en le preon de la razit, per so que no endevengua flux de sanc.	And do not push in the insertion, rather in the area of the root, so that there is no efflux of blood.
E aprop cura aquela am curacio de las plaguas entro que sia sanada.	And then heal it with the cure of the plagues within so that it may be healthy.
Mays carn nascuda es carn que nays en le horrifici de la mayre entro que umple aquel, e fort leu es eyssit a las partidas deforo segon semblansa de coa (e per aquo alscus primiers appelero aquo “malautia caudada”); donc cove que nos inscidam ayssi cum inscidem lentinge, e curem aquela entro que sia sanada.	A born flesh is a flesh that grows in the horrifici of the matrix within so that it fills that, and it is said to be at the partitioned areas beforehand according to the likeness of a snake (and for this reason some first-called appellants called it "malautia caudada"); therefore it is necessary that we insert it thus as we insert sterility, and cure it within so that it may be healthy.
Capitol .lxxii.	Chapter 22.
De curacio de alratica.	On the cure of gout.
Alratica es que le conh de la femna no sia perforat, o sia le trauc petit.	Gout is when the cunt of the woman is not perforated, or it is a small passage.
E es o natural o accidental.	And it is either natural or accidental.
Accidental es per malautia la qual ha precedit, e aquela es fayta o per carn nada ajustada o per ciphac subtil o espes.	Accidental is due to the hernia that has preceded it, and that is done or by flesh not adjusted or by subtle ciphal or by specific.
E es fayt o en le preon de la mayre, o en les costatz de lu, o en le pus sobira de lu, o en le pus bas de lu, e prohibeys de cuoyt e de enprenguacio e de enfantament, e fort leu prohibeys las mestruas.	And it is done or in the area of the matrix, or in its sides, or in the upper pus, or in the lower pus, and it prohibits coitus and impregnation and infantation, and therefore it prohibits menstruation.
E la cognicio de aquela es fayta per reguardament de la metrona, si la oppilacio es apparent, propdana; mays si no es apparent, lahoras tu cerqua aquela am les tieus ditz o am le ray.	And the knowledge of that is done by observation of the womb, if the obstruction is apparent, it is propagated; but if it is not apparent, then you seek that with the ties of the finger or with the ray.
Mays si oppilacio es per ciphac subtil, e es propda a las doas labias, lahoras tu coyta e disromp aquela.	But if the obstruction is due to subtle ciphal, and it is propagated to the two labia, then you touch and disrupt that.
E es que pauses sobre las doas labias pulvils, e aprop pausa les tieus ditz indicz de amdoas las mas encemps.	And it is that which pauses over the two labial pulvils, and then pause with the fingers indicating from both hands to the most interior.
E la femna sia sobre le sieu dos, las sieuas coyssas extendudas, e aprop exten las doas labias am forsa entro que aquel ciphac subtil sia romput e la oppilacio sia uberta.	And the woman is on her back, her extended legs spread apart, and then extend the two labia into force so that the subtle ciphal is ruptured and the obstruction is opened.
E aprop pren lana e enbeu le4 en oli e pausa aquela sobre·l loc, e jagua am home le dia per so que·l loc inscis no sia consolidat.	And then take a lantern and anoint the fourth oil and pause that over the place, and shout at home on the day so that the place is not consolidated.
Mays si le ciphac es gros e espes, lahoras cove que tu inscidas aquel am spatum lat o am fuelha de mirta.	But if the ciphal is large and specific, then it is necessary that you insert that with a broad spatula or a fennel of myrtle.
Mays si la oppilacio es per carnada, lahoras suspen aquela am unci, e inscideys aquela.	But if the obstruction is due to flesh, then suspend that with a hook, and insert it.
E sian am tu las medicinas que fan cessar flux de sanc ses mordicacio, ayssi cum ahacatia, e sanc de drago, e enses, ajustat am album de huou.	And there are your medicines that stop the flow of blood from wounds, like haematostasia, and dragon's blood, and others, adjusted in a book of Uhou.
