Ayssi comensan las paraulas de Albucasim .	Thus we begin to read the paragraphs of Albucasim.
E si es dificil desirnir aquelas exquisidament, lahoras cove que tu excorjes am spatum alcuna causa del cap de la vergua e del prepucii, e aysso es quar le prepucii, quan es subtil, fort leu es perforat per la sua subtilitat leugierament.	And if it is difficult to disentangle those exquisitely, then it is necessary that you scrape with a spatula for any cause of the head of the bladder and of the perineum, and thus it is because the perineum, when it is subtle, is easily perforated by its subtlety lightly.
E aprop separa entre·l prepucii e·l cap de la vergua am dra7 de li subtil, le qual ja es mulhat en l’aygua frega per que no adherescan autra veguada.	And then separate between the perineum and the head of the bladder with a subtle drizzle, which has already been softened in lukewarm water so that they do not adhere again otherwise.
E aprop sia curat am vi stiptic entro que sia consolidat.	And then it is cured with a stipetic wine until it is consolidated.
Capitol .lvii.	Chapter 47.
De mundificacio dels enfants e de la curacio de aquo que accideys ad aquels de circumcisio.	About the purification of children and the cure of that which happens to those who are circumcised.
Circumcisio no es solucio de continuitat ayssi cum las autras plaguas: mays empero cum sia de la nostra operacio e de nostra voluntat, e lus de aquela sia propriament en les enfants, es necessari que asignem en aquela milhor operacio e via pus leugiera perdusent a salut.	Circumcision is not a solution of continuity thus like the other wounds: but however it is of our operation and of our will, and those of that are properly in children, it is necessary that we assign to them a better operation and a more gentle perdusion for their health.
Donc dic que les antics no diyssero circumcisio en alcu dels lors libres, quar no n’usan en las suas leys, e no es sino quar havem aquisit per speriment, la qual causa es que yeu he atrobat la major partida dels artifexs e dels barbies usar circumcisir e mundificacio am novacula e am torores; e usan de liament am fiel e de inscizio am la ungla.	Therefore it is said that the ancients did not practice circumcision in any of their free laws, because they did not use them in their writings, and it is only because they have acquired it by experiment, which cause is that they have trodden the major part of the artisans and barbers using circumcision and purification with a novacula and with torture; and they used ligament with faith and incision at the nail.
E yeu ja he prohadas totas aquestas manieras e no atrobegui milhor mondificacio am forfexs, am liament am fiel que en mondificacio cum la ungla, quar motas vetz efugeys la codena pus desus, quar la codena del prepucii a dos tunicas, e roman la tonica pus dejos, e fort leu es forsat ad autra inscizio e dolor sicura.	And you have already tried all these methods and did not get better, I lament that the inflammation has become worse, because many times the code of the prepucii under two tunics, and the tunic is removed, and it is forced to go to another insertion and pain surely.
E am mundificacio le qual es fayta per alphecati, e es digital, del qual usan les sabatiers, no es segurada la inscizio de la extremitat del membre viril, quar fort leu intra en le trau de lu.	And in the inflammation that is caused by alphabetic, and it is digital, which uses the sabatiers, it does not guarantee the insertion of the extremity of the virile member, because it enters into its own trouble.
Mays en la operacio am ungla, fort leu obazeys ferr e corromp la tua operacio.	Maybe in the operation on the nail, it obstructs the iron and corrupts your operation.
E la codena del enfant es breu per natura, e motas veguadas nays en tal manieyra que no ha necessitat de mondificacio, e yeu he vist aquel.	And the code of the infant is brief by nature, and many times seen in such a way that there is no need for inflammation, and you have seen that.
Mays de la mondificacio que·s fa am forfexs e liamentz am fiel, la bontat, experiment descrobic a mi, quar las forfexs so de proporcional inscizio, per aquo quar la acuitat que es desus es ayssi cum la acuitat que es dejos; e donc cum tu premes la tua ma so proporcionadas dos acuitatz, e inscideysso segon una comperacio en un temps; e es fayta compressio del fiel am figura contenent la codena de la vergua de tota partida, am le qual no catz error de tot.	Maybe from the inflammation that is made by forfexs and I lament in good faith, experiment describes it to me, because the forfexs are of proportional insertion, so that the acuteness that is underneath is also as the acuteness that is above; and thus as you press your hand so proportionally on both sides, and insert accordingly with a comparison in one time; and it is made by compressing the faith in a figure containing the code of the entire partition, in which no error can be caught.
E la manieyra de la operacio primeyra es que tu fassas estar le enfant majorment si es de aquels que entendo un petit, que no fassas sino que tu lies le fiel en la sua vergua tant solament, e que leysses aquel entro al autra dia.	And the way of the first operation is that you make the infant stay in a major position if it is one of those who understand a little, that you do not make except to place the faith in its own partition just so, and that you let it enter into another day.
E aprop fay aquel alegrar en tota aquela manieyra que es a tu possibla de aquo que recep la sua intelligencia.	And then you will be happy in all that way which is possible for you to receive its intelligence.
E aprop fa aquel estar entre las tuas mas estatuir preparadament, e no sia ges cezent; e occulta las forfexs en la tua ma o dejos le tieu pe, que l’enfant no veia aquelas ni degun autre dels instruments.	And then make it be between your hands well prepared, and do not let it be seen; and hide the forfexs in your hand or above the foot, so that the infant does not see those nor any other of the instruments.
E aprop entremet la tua ma a la vergua de lu e suffla en la codena, e tira aquela entro que sia eyssit le cap de la vergua, e aprop mondifica aquel de aquo que es agregat en ela de sordicia.	And then insert your hand into the partition of it and blow on the code, and pull that out so that the head of the partition is seen, and then inflame that which is added to it from the filth.
E aprop lia le loc signat am fiel dobla, e aprop ligua pus bas de aquel un petit le segon liament, e aprop te am le dit pous e endic tieu le loc del liament dejos am bona retencio, e inscideys entre dos liaments.	And then read the place signed in good faith double, and then tie below that one little finger according to the lament, and then tell me the said foot and indicate the place of the lament above in good retention, and insert between two laments.
E aprop eleva la codena sus leugierament e estratz le cap de la vergua; e aprop leyssa le sanc corre petit e petit, quar es milhor ; e pausa polvera desus e sobre la polvera pausa drap en le qual es spandut mugol de huou coyt en ayguaros concosit am oli rozat recent bo; e layssa aquel sobre aquel entro al autra dia; e cura aquel am curacio entro que sia sanat.	And then lift the code above the ligament and extract the head of the partition; and then let the blood flow little by little, because it is better ; and sprinkle powder on top and over the powder put a cloth in which there is spread out mugwort of hot oil concocted with recent rose oil; and let that be on top until another day; and cure that with curative until it is healed.
La forma de las forfexs a mondificacio, aquesta es la forma:	The form of the forfexs in inflammation, this is the form:
Sian las unas extramitatz no-talhantz e las autras sian talhant, que non sia yssit le ram del clau, e sia la longitut de las doas acuitatz ayssi cum la longitut de dos manubres engualment.	Some are external and not-taloned and the others are taloned, so that it is not seen the branch of the claw, and it is the length of the two sides equally as the length of two manual extensions.
Mays la error en mundificacio es quar fort leu efugeys la codena intrinseca tota, o partida de lu deves la inscizio.	Maybe the error in inflammation is because it strongly rejects the entire internal code, or part of it which has the insertion.
Donc cove que tu extendas aquela de la tua hora am la tua ungla denant la apostemacio del loc e que inscidas aquela segon equalitat.	So I think that you should extend that from your hour to your nail in front of the postulation of the place and insert that according to equality.
E si no la podes tenir am la tua ungla, lahoras extratz aquela am unci e inscideys aquela.	And if you cannot hold it on your nail, then extract it in an inch and insert it.
Mays si son passatz tres dias, e roman aquo que es imflat dejos la vergua apostemat, lahoras tu leyssa aquo entro que sia cedat le apostema caut, e excorja aquel am fecilitat, e inscidex aquel segon que a tu es preparat.	Maybe if three days have passed, and it has inflated below the partition postulated, then you let that enter until the postulated caution is seen, and excavate that which is facilitated, and insert according to your preparation.
E guarda te del cap de la vergua, quar no nosera a lu aquo.	And beware of the head of the partition, because it will not be good for it.
E donc cura aquel am aquo que la plagua consolida de las polveras las quals havem recomtadas en le tractat de las polveras.	And then cure that with water that the plague consolidates from the powders which we have recommended in the treatise on powders.
E si es inscidit de la codena sobre mesura, e obezeys a las partidas desus, aquo no notz a lu.	And if it is inserted from the code above measure, and it obstructs the parts underneath, that will not harm it.
E mays cura aquel am aquo que havem dit entro que sia sanat.	And maybe cure that with water that we have said until it is healed.
Capitol .lviii.	Chapter 48.
De curacio de urina retenguda en la vesiqua.	On the treatment of urine retained in the bladder.
Retencio de urina en la vesica es fayta per oppulacio fayta per peyra o per sanc congilat, o per poyre o per carnada, e semblantz ad aquels de aquo que havem dit de las manieyras de curacio en la divisio.	Retention of urine in the bladder is caused by obstruction made by stone or by congealed blood, or by poisons or by meat, and it resembles those things that we have said about the ways of treatment in the division.
E si no es dissolvuda la urina, e veses retencio de lu esser per peyra le qual ja es en le col de la vesica, lahoras cove que le malaute sia encorbat sobre les sieus denolhs.	And if the urine is not dissolved, and it retains its essence because of a stone which is already in the neck of the bladder, then it is believed that the patient's illness is complicated by the sciatica.
E aprop conponeys les pes de aquel sobre le sieu dos e extendas le sieu ventre de la partida pus desus del sieu dos, e le malaute estrengua le sieu ale tant quant es a lu possible.	And then combine the feet of that patient on the sciatic nerve and extend the sciatic vein from the partition above the sciatic nerve, and the patient will stretch the sciatic nerve as much as is possible to him.
Donc lahoras le col de la vesica es costreyt ha espulsio de la peyra a las partidas detras, per que la urina es absolta.	Therefore, when the bladder's neck is constricted, it expels urine to the rear parts, because the urine is absorbed.
E si no es dissolvuda am aquo que havem dit he vehement es fayta la causa sobre le malaute, lahoras cove que aministres extraccio de lu am instrument le qual es apelat siringua, del qual aquesta es la forma: Sia de argent e sia subtil leon conquau, ayssi cum canula de pena de ausel am subtilitat de ray lonc en similitut d’un palm e mig, al qual sia cana subtil en le cap de lu.	And if it is not dissolved in water which we have said is vehemently made into the cause of the patient, then it is necessary to administer an extraction of it with an instrument called a syringe, of which this is the form: It should be of silver and very subtle, like a cane of palm and half a finger's length, so that it can be subtly inserted at the head of it.
E la manieyra del eyssiment de la urina per aquel es que prenguas le fiel doblat e lies en la extramitat de lu lana o coto per bona liadura; e entrometas las extramitatz del fiel en la partida dejos de la ciringua, e inscideys am las forfexs si superflueys alcuna causa de la lana, mays intromet la en la canula am vehemencia E aprop enongeys la ciringua am boder e am album de huou.	And the manner of examining the urine is that you take the doubled thread and place it at the outer edge of the wool or cloth for good liaison; and insert the outer edges of the thread into the back of the syringe, and if there are any superfluous causes in the wool, then introduce it into the cane with vehemence. And then insert the syringe into the container and album of urine.
E fay cezer le malaute sobre la selha, e embroca la vesiqua de lu e la vergua am olis umitz, e oli de oliva e ayguaros.	And make the patient sit on a chair, and cover his belly with a warm cloth, and anoint his navel with olive oil and other unguents.
E aprop entromet la ciringua am facilitat entro que pervengua a la razit de la vergua; e aprop dobla la vergua desus a la partida del embelic; e aprop empelleys la ciringua dintz aquela; e aprop empelleys aquela entro que pervengua a la vesica, e aquela centa le malaute esser pervenguda a la causa vuoda, e no es fayt asso segon aquest orde, sino le meat en le qual va a tortuositat.	And then insert the syringe to facilitate its entry into the root of the navel; and then double the navel above the umbilical area; and then empty the syringe there; and then empty it again until it reaches the bladder, and then the patient will be purged of the vile humor, and it is not done thus according to this order, but rather the meat in which it goes to tortuousness.
E aprop exten le fiel am la lana petit a petit, quar la urina siec la lana.	And then stretch out the thread into the small wool little by little, because the urine dries the wool.
Aprop extratz aquela e fay per curacio urina, e usa ciringua, no cesses fer aquo e usa ciringua entro que sia evacuada la vesica e le malaute atrobe alleviacio.	Then extract it and make a cure for the urine, and use the syringe, do not cease to make water and use the syringe until the bladder is evacuated and the patient has thorough alleviation.
Capitol .lix.	Chapter 6.
De qualitat de clisterizacio de la vezica am clampcedra e am semblantz instrumentz les quals sian acordants ad aquo.	About the quality of cleansing of the veins with a clamp and similar instruments which are adapted to water.
Quan accideys en la vesica ulceracio o apostema, o sanc congilat en aquela, o es coartat poyredura, e vols en aquela destillar ayguas e medicinas, lahoras sia fayt am instrument le qual es apelat clampcedra, e aquesta es la forma de lu:	When there is ulceration or abscess in the bladder, or congealed blood in it, or it is constricted by pus, and you want to distill waters and medicines into it, then it is necessary to make an instrument called a clampcedra, and this is its form:
sino que en la extramitat de lu es sorda, so es clausa.	but on the outer edge of it there is a stopper, so it is closed.
Et en aquela so tres traucs: dos de la una partida , ayssi quo vezes.	And in it there are three channels: two from one part, and sometimes they meet.
En le comensament es loc concau, en le qual es aquo que es enpellit, e sia segon quantitat que oppile aquel, ses addicio, entro que quan alcuna causa es ab aquel tirada de las humiditatz, sia atirada, e quan es expellida, am aquo sia atirada, e quan es expellit lonc, segon que fa clampcedra am la qual es phicat naphta en las batalhas de mar.	At the beginning it is a concave place, in which there is water that is impelled, and it follows according to the quantity that oppiles that, its addition, until when some cause is drawn from the humidities, it is drawn, and when it is expelled, with water it is drawn, and when it is expelled long, according to what makes the clampcedra phicate naphtha in the battles of the sea.
Donc cum tu vols prohicir humiditatz en la vesica, entromet la extremitat de clapcedra en la humiditat, e atira am aquel aquo que es empellit a las partidas desus, quar la humiditat es atirada en la conquavitat de clapcedra.	Therefore, when you want to draw out humidities from the bladder, insert the extremity of the clampcedra into the humidity, and draw with that water which is impelled from above, because the humidity is drawn into the cavity of the clampcedra.
E aprop entromet la extramitat de clapcedra en la vergua segon que havem recomtat en la ciringua; e aprop empelleys la humiditat am aquo que empelleys, quar aquela humiditat perve a la vesica tantost, e le malaute cent aquela.	And then insert the extremity of the clampcedra into the navel according to what we have recommended in the syringe; and then impel the humidity with water that impels it, because that humidity will soon penetrate the bladder, and the patient will quickly feel alleviation.
Forma del cristeri subtil am le qual la vesica es cristerizada, e es aquela la forma:	Form of the subtle crystallizer in which the bladder is crystallized, and this is its form:
E sia fayta de argent o de lato, de la qual le cap pus aut sia semblant a petita pluma, e dejos lu cana dedintz liament.	And it is made of silver or copper, of which the head is so subtle that it resembles a small feather, and below it has a channel for introducing the ligament.
E aprop pren vesica de moto, e pausa en aquela la humiditat que vols cristirizar en la vesica, e aprop lia aquela entre dos am fort liguatura am fiel doble, e escalfa aquela humiditat sobre le foc.	And then take the bladder in motion, and pause there the humidity that you want to crystallize in the bladder, and then tie it between two strong ligatures with a double thread, and heat that humidity over the fire.
E aprop entromet la extremitat del cristeri en la vergua.	And then insert the extremity of the crystallizer into the navel.
E aprop estrenh la tua ma sobre la vesica am la humiditat am strectura descent entro que·l malaute centa que aquela humiditat ja es pervenguda a la vesica.	And then stretch out your hand over the bladder with the humidity in structured descent until the patient feels that that humidity has already penetrated the bladder.
Mays si a tu no es present vesica, lahoras tu pren una pessa de parguames e fay de aquel cercle; e perfora aquel de tota la sua retonditat; e aprop entromet fiel fort en aquels traucs, ayssi quo so revolgut; e aprop agregua le cercle ayssi quo es agreguat alsofatur, pus que tu pausas en aquel aquo que tu vols de las humiditatz, e olis e ayguas.	But if you do not have a bladder present, then take a piece of papyrus and make it into that circle; and perforate it with all its retentiveness; and then insert a strong thread into those channels, so that they revolve; and then add the circle so that it is added also to the sofatur, because you pause in that water which you want from the humidities, and oils and waters.
E aprop tu lia aquel en le instrument e fay am aquel ayssi cum has fayt am la vesica, e exprescio am la tua ma entro que la humiditat pervengua a la vesica.	And then you tie it to the instrument and make it like that, as if it had been made in the bladder, and express with your hand until the humidity penetrates into the bladder.
Capitol .lx.	Chapter 10.
De extraccio de peyra.	About the extraction of stone.
Nos ja havem dit en la divisio las specias de peyra e curacio de lu am medicinas, e la diferencia entre peyra engendrada en los ronhos e peyra engendrada en la vesica, e les senhals de aquela.	We have already said in the division of the species of stone and cure of it with medicines, and the difference between stone generated in the kidneys and stone generated in the bladder, and its signs.
E havem dit la peyra en la qual catz operacio am ma, e seccio.	And we have said that the patient should be placed on a bench where they can operate on them, and it will be a section.
E la peyra engendrada en la vesica propriament es aquela que es ficada en la vesica.	The prepared bench is the one that is fixed in the bladder properly.
E yeu so narrant aquel am exposicio manifesta e abreviacio.	And you will now give a clear and concise exposition and summary.
Donc dic que peyra engendrada en la vesica majorment ve als enfantz; e dels senhals de lu es que la urina que es eyssida de la vesica es semblant a aygua en la sua subtilitat, e apar en aquela arena; e le malaute fregua la sua vergua, e motas veguadas pen, e aprop es dressada; e am aquo yeys foro le cul en motz de aquels.	So it is said that the prepared bench is in the bladder of the patient; and of its signs it is that the urine that is excreted from the bladder is similar to water in its subtlety, and appears in this arena; and the patient's vein is affected, and many veins are filled with pain, and it is dressed accordingly; and I have seen that there is a hole in the colon of those.
E es laugiera la sanacio dels enfants de aquela entro que han conseguitz xiiii ans; e es dificil curacio en les viels.	And it is rare to heal the children of that age who have reached 14 years; and it is difficult to cure in the veins.
Mays en les joves es migiera per aquo quar es entre aquels.	More often in the young it is mitigated because it is between those.
E de aquel del qual la peyra es major e la curacio es pus leugiera; E si es pauca, es contraria ad aquela.	And about that of which the bench is bigger and the cure is less frequent; And if it is scarce, it is contrary to that.
Donc cum pervenem a la curacio de aquela, cove al comensament de aquela que mondifiquem le malaute am cristeri le qual extragua tota la fenda la qual es en les sieus budels; quar aquela fenda alcunas veguadas prohibeys la envencio de la peyra deves la inquisicio de lu.	So when we come to the cure of that, it is necessary at the beginning of that which modifies the patient with Christ's cross, which extracts all the filth that is in their sick veins; because that filth prohibits the approach of the bench, and it requires the investigation of it.
E aprop sia pres le malaute am les sieus pes e sia contosit e maugut enjos per so que la peyra descenda al preon de la vesica, o que saute de loc aut alcunas veguadas.	And then place the patient in their sick feet and let them be consoled and comforted until the bench descends to the region of the bladder, or jumps from place to some veins.
E aprop fay aquel cezer entre las tuas mas preparat, e las mas de lu sian dejos las coysas de lu, per so que la vesica tota sia fayta declinant a las partidas dejos.	And then make that circle between your prepared hands, and their hands are placed under the hips of them, so that the whole bladder is made to decline towards the lower parts.
E aprop perquier aquela e tota aquela deforo.	And then ask for that and all that is before it.
Donc si sentes la peyra en l’espazi, lahoras tu te coyta tantost am seccio sobre lu.	So if you feel the bench in the space, then you will soon find yourself in a section above it.
E si no catz de tot dejos le tieu tocament, lahoras cove que tu untes am oli le tieu dit indic de la ma sinistra, si malaute es enfant, o le dit miga si es jove complit, e entrometas aquel en le sieu cul.	And if you don't find the entire thing in the same touch, then it is necessary that you anoint with olive oil on the aforementioned index finger of your left hand, if the patient is a child, or the middle finger if they are a young adult, and insert it into their rectum.
E perquier de la peyra entro que stia dejos le tieu dit.	And ask for the bench to enter until it is below the aforementioned finger.
E converteys aquela petit a petit entro al col de la vesica.	And convert that little by little into the neck of the bladder.
E aprop prem sobre aquel am lo tieu dit, e expelleys aquel a las partidas defora ves le loc del qual vos la seccio.	And then press above it with your finger, and expel it to the lower parts before you see the place of the section.
E comanda al ministra que prema la vesica am la sua ma; e comanda a un autra ministra que am la sua ma dextra extenda les genetius a las partidas desus, e am la sua autra ma remaugua la codena la qual es dejos les genetius, en partida del loc en le qual se fa la seccio.	And command the minister to press the bladder with their hand; and command another minister to extend their right hand to the lower parts above, and their other hand remains holding the code that is below the genitals, in the place where the section is made.
E aprop entromet espatum be inscident del qual aquesta es la forma de lu:	And then insert the spatula beneath the incident of which this is the form of it:
e scindeys en lu aquo que es entre·l cul e·ls genetius, no en le mieg loc, abantz al latz de la coyssa sinistra; e sia la seccio sobre aquela peyra e·l tieu dit sia en le cul, e sia fayta seccio transversa, per que la seccio defora sia ampla e dedintz streyta segon la quantitat que egrecio de la peyra sia a lu possibla, e no major, quar fort leu comprem le tieu dit le qual es en le cul la peyra deves la seccio, e es foro-getada ses defacultat.	and divide it into the water that is between the anus and the genitals, not in the middle place, but near the left hip; and let the section be above that bench and the finger is in the anus, and let it be a transverse section, so that the section beforehand is wide and direct according to the quantity that you will make of the bench as possible, and no more, because the strong compression of the finger that is in the anus on the bench prevents the section, and it is forgotten due to its difficulty.
E sapias que de la peyra es alcuna a la qual so angle e margers, per que le eyssiment de lu es fayt deficil per aquo.	And you know that of the bench there is some corner and margins, because the evacuation of it is made difficult for that.
E de aquela aquo es leon semblant a glan, e es redonda, e es fayt de lu leugier eyssiment.	And of that water it is like a lion similar to a ball, and it is round, and it is made of the easier evacuation.
Donc si es aquela al qual so angles e marger, ajusta en la fissura.	So if it is that which has corners and margins, adjust it in the crack.
E si no es ayssi foro-getada, lahoras cove que tu engenes sobre aquel, o que strenguas sobre aquel am gesti decentment, la extremitat del qual sia ayssi cum lima am le qual strenguas sobre la peyra, e no evasesca de lu; o que entrometas dejos lu instrument subtil de curvada extremitat.	And if it is not forgotten, then it is necessary that you generate over that, or that you strengthen over that with a decent gesture, the extremity of which is thus like a file on the one that strengthens over the bench, and do not evacuate from it; or that you insert below the subtle instrument of curved extremity.
Mays si tu no podes sobre aquel, lahoras tu amplifica le trauc un petit, e si tu veus flux de sanc, abscindeys en strenh aquel am vitriol trissat.	More often if you cannot reach that, then you amplify the traction a little, and if you see a flow of blood, separate it into strengthening that with glass tripped vitriol.
Mays si la peyra es mays de una, lahoras al comensament tu impelleys la ma a la boca de la vesica, e aprop inscideys sobre lu; e aprop impelleys un petit aprop aquo; e semblantment fay si son motas mays de doas.	More often if the bench is more of one, then at the beginning you thrust your hand into the mouth of the bladder, and then insert it above it; and then thrust a little above that water; and similarly make many motions more than two.
E si es peyra mot gran, lahoras ignorancia es que tu inscidas aquel am gran seccio, quar accideys al malaute una de doas causas: o que mora o que endevengua a lu destillacio de urina continuabla, per aquo quar le loc no es de tot consolidat.	And if it is a big bench, then ignorance is that you insert it into the big section, because it affects the patient with one of two causes: either death or it leads to the continuous distillation of urine, because the place is not entirely consolidated.
Mays aministra expulcio de lu entro que sia fora-getada, o engenia en la fractura de lu am las forfexs entro que extragua aquela en pessas.	More often administer expulsion of it from the inside until it is forgotten, or generate in the fracture of it with the forceps until it extracts that in pieces.
Donc cum tu auras cumplit la tua opperacio, lahoras omple la plagua de enses de aloe e de sanc de drago, e strenh aquel.	So when you have completed your operation, then fill the wound with poultices of aloe and dragon's blood, and strengthen that.
E pausa sobre aquel drap enfus en oli e vi, o en oli rozat e aygua frega, per so que apostema caut sia cedat.	And stop above that cloth soaked in oil and wine, or in oil rosated and water refreshed, so that the postema can be cauterized.
E aprop resupina le malaute sobre le sieu col, e no deslias le liament entro al tertz dia.	Then raise the patient up onto their back, and do not dislodge the limb within three days.
E cum aquel auras desliat, embroca le loc am aygua e mot oli, e aprop cura aquel am enguent diafinicon e am enguent diabazilicon entro que sia sanat.	And when those limbs are dislocated, soak the area in water and much oil, and then take care that it is treated with daily finicons and daily diaphoretic remedies until it is healthy.
Mays si en la plagua accideys apostema caut, adhust e corrosiu, e de aquel semblantz ayssi cum si le sanc es en la vesica congelat, e per lu es la hurina prohibida (e aquo es conogut per la egressio del sanc am urina), a donc entromet lo tieu dit en la plagua e extratz aquel sanc, quar si roman provoca la vesica a corropcio de la vesica e de lu putrefaccio.	Perhaps in the plague, it is necessary to cauterize the postema, adjusted and corroded, and of this same sort as if the blood is congealed in the bladder, and because of this the urine is prohibited (and this is known through the egress of the blood in the urine), so then insert the hot iron into the plague and extract that blood, for if it remains, it will provoke the corrosion of the bladder and its putrefaction.
E aprop lava la plagua am vi agre, aygua e sal, e am opposicio a tota specia, am aquo que conveneys a lu de la curacio entro que sia sanat.	And then wash the plague with wine, water and salt, and apply opposition to the entire affected area, so that it converges on the part of the cure until it is healthy.
E cove en las horas de tota la curacio que tu lies amdos las coyssas e ajustes las medicinas las quals so pausadas sobre le loc.	And take care in the hours of the entire cure that you prepare both thighs and adjust the medicines which are placed on the area.
E si la peyra es petita e es en le meat de la vergua, e es ficat en lu, e eyssement de urina es prohibit, lahoras cura aquel am aquo que yeu recomti denant que pervenguas a seccio, quar tropas veguadas per aquesta curacio yest acusat de seccio; e ja yeu e esproat aquo, e es que tu prenguas un perforador de ferr alfelut, del qual aquesta es la forma de lu:	And if the stone is small and is in the midst of the bladder, and it is fixed there, and the emission of urine is prohibited, then cure that part which you recommend beforehand so that you may purge through section, for many vain attempts have been made for this cure and have been accused of section; and now you have experimented with it, and it is that you take a perforator of iron in the form of a spear.
de triangulada extramitat, agut, ficat en fust.	of triangular extraction, pointed, fixed on a shaft.
E aprop pren fiel, e lia am aquel la vergua dejos la peyra per so que no retorne a la vesica.	And then take a thread, and tie it to that part of the bladder beneath the stone so that it does not return to the bladder.
E aprop entromet le ferr en la vergua, perforant am fecilitat entro que·l perforador vengua ad aquela peyra.	And then insert the iron into the bladder, perforating with facility until the perforator reaches that stone.
E revolveys le perforador am la tua ma en aquela peyra petit a petit, e tu perforsa la perforacio de lu entro que fassas aquel del autra part penetrar; quar la urina tantost es absolta.	And turn the perforator with your hand on that small stone little by little, and you will perform the perforation of it until you make the other part penetrate; for the urine is then absorbed.
E aprop prem la tua ma sobre aquo que es romas de la peyra de la partida deforo de la vergua, quar aquela es trinquada, e es foro-getada am la urina, e le malaute es sanat.	And then place your hand on that which remains of the stone from the partition before the bladder, because it is triangulated, and it is forced out with the urine, and the patient is healthy.
Mays si aquesta curacio no es a tu aparelhada per alcuna causa la qual prohibeys de aquela, lahoras lia un fiel dejos la peyra, e autra fiel desus la peyra.	Perhaps if this cure does not appear to you to be properly prepared for some cause that prohibits it, then tie a thread beneath the stone, and another thread above the stone.
E aprop encideys sobre la peyra en aquela vergua entre doas liaduras.	And then enclose the stone in that bladder between two ligatures.
E aprop extratz aquela.	And then extract it.
E aprop deslia le liament e mondifica le sanc congilat, le qual es fayt en la plagua.	And then dislodge the limb and modify the congealed blood, which is done in the plague.
E no es necessari liament de fiel dejos la peyra, sino per que no retorne a la vesica, e l’autre liament desus sino, quar quan es desliat le fiel aprop la egrecio de la peyra, la codena retorna a son loc e cobra la plagua.	And it is not necessary to ligate with a thread beneath the stone, but rather so that it does not return to the bladder, and the other ligature above, because when you dislodge the thread, then the stone returns to its place and takes away the plague.
E per aquo es a tu necessari quan lias le fiel desus, que tu eleves la codena a las partidas desus, o que retorne deves le tieu compliment, e cobra la plagua ayssi co havem dit.	And therefore it is necessary for you to ligate above, so that you elevate the stone to the upper parts, or it returns to its former state, and takes away the plague thus, as we have said.
Capitol .lxi.	Chapter 16.
De extraccio de peyra de las femnas.	On the extraction of stones from women's bladders.
Peyra en las femnas pauc es engendrada.	A stone in women is rarely generated.
Mays si ve peyra ad alcuna de aquelas, lahoras dificil es la curacio de lu, e es prohibida per tropas manieyras.	Perhaps if there is a stone in some of them, then the cure of it is difficult, and it is prohibited by many methods.
La una de lor es quar la femna fort leu es verges.	One of theirs is because the woman's bladder is very weak.
E la segonda es quar tu no trobas femna be scient que descroba si meteyssa al metge quan es casta, o es de las femnas haventz maritz.	And the second reason is that you do not find a woman who knows how to describe her own symptoms to the doctor when she is cast out, or it is from women who have husbands.
La tersa es quar tu no hatrobas femna be sabent aquesta art, majorment la operacio am ma.	The third reason is that you do not find a woman who knows this art, mainly the operation with her hand.
E la quarta es que·l loc de la seccio sobre peyra en las femnas es longinc del loc de la peyra, per que indigeys de seccio preonda, e en aquela es temor.	And the fourth reason is that the place of section on stones in women is far from the place of the stone, because it induces a profound section, and in that there is fear.
Mays si necessitat provoca a tu ad aquo, lahoras cove que tu prenguas una femna metga be scient, e pauc es atrobada.	Perhaps it is necessary to provoke you to this, then take care that you prepare a wise woman who knows the art, and few are skilled.
Mays si tu es privat de aquela, lahoras cerca metga quast e subtil, o presenta una femna matrona be esenhada en le feyt de las femnas, o femna que en aquesta art ennueys partida del art.	Perhaps if you are deprived of that, then seek a wise and subtle woman who is experienced in the art, or present a mature woman who is skilled in the art of women, or a woman who has a part of the art.
Donc fay aquela present, e comanda a lu que fassa tot aquo que tu li mandaras, de la enquisicio sobre la peyra al comensament; la qual causa es que reguarde si la femna es verges, lahoras cove que meta lo sieu dit en le cul de lu e quiera la peyra.	Therefore make that present, and command it to do all that you will order, from the inquiry about the stone to the beginning; which cause is that you examine if the woman's bladder is weak, then take care that you place your finger in her cul-de-sac and search for the stone.
Donc si atroba aquela, coarte aquela dejos le sieu dit, e lahoras comanda a lu que inscida sobre aquela.	Therefore if you find that, cut it beneath your finger, and then command it to insert above that.
Mays si no es verge, lahoras comanda a la matrona que entrometa lo sieu dit en le conh de la malauta e enquiera sobre la peyra, pus que pausa la sua ma sinistra sobre la vesica, e comprem aquela am bona comprecio.	Perhaps if it is not weak, then command the mature woman to insert her finger into the cavity of the patient and search for the stone, because she places her left hand on the bladder, and comprehends it with good comprehension.
Donc si atroba aquela, lahoras cove que gradantment maugua aquela de l’orrifici de la vesica a las partidas dejos am somman de la sua vertut entro que pervengua am aquel a la razit de la coyssa.	Therefore, if you have reached that point, then cover the orifice of the bladder with a warm poultice so that the urine can flow out smoothly and freely through the passage.
E aprop inscida sobre aquela apposicio de la maytat del conh deves la razit de la coyssa de qualque part sia a lu parada e cent la peyra en aquela partida, e·l dit de lu no sia remaugut de la peyra coartan dejos lu.	And place a linen cloth over that painful area of the confluence of veins near the passage of urine, whichever part is affected, and bind the stone in that location, and make sure it does not move away from the stone.
