Ayssi comensan las paraulas de Albucasim .	The words of Albuquisim begin thus.
Abantz cove que sia permudada als costatz dreyt e sinestre am facilitat.	Beforehand, it is necessary that it be permitted on both sides of the right and left with facility.
E aprop sia ajustat en la quantitat de atraccio, quar ela obedira e evasira de adhirencia.	And then it should be adjusted in the quantity of attraction, for it will obey and flow away with adherence.
E si la boca de la mayre es coartada, nos ja havem recomtat la curacio am sturnutacio e am medicacio de la ola am erbas.	And if the mouth of the mother is constricted, we have already recounted the cure with snoring and medicinal application from the cloth with herbs.
Mays si no es fora-getada am totas las causas las quals havem recomtadas, lahoras guarda te que no fetigues sobre aquela en iteracio de abstracio, mays empero cove que aquo que es eyssit de lu a la boca de la mayre lies a la coyssa de la femna, e aprop cristeriza aquela am enguent e tetrafarmacon; quar aquel fara poyrir aquela aprop alcus dias e sira dissolvuda e sira fora-getada.	But if it is not expelled with all the causes that we have recounted, then beware that you do not fetigues on that in iteration of abstraction, but rather it is necessary that what has issued from it to the mouth of the mother lies at the bed of the woman, and then cauterize that with enguent and tetrafarmaco; for that will make it rot away approximately some days and be dissolved and expelled.
Mays quan se poyreys, es de lu elevada mala audor al cap, e al estomac, e aquo ledeys la malauta; e adonc cove que sian aministradas sub-fumiguacios e convenientz ad aquo.	But when it rots, it is elevated to bad odor at the head and stomach, and this leads to illness in the patient; and then it is necessary that sub-fumigations and conveniences be administered accordingly.
Mays alcus dels Antics ja so esproatz sub-fumigacio de nazitort e de figuas seccas.	But some of the Ancients have already discovered sub-fumigation with Nazirite and dried figs.
Forma de instrument am le qual la femna es sub-fumiguada deves la retentio de mestruas e de la segondina:	Form of instrument by which the woman is sub-fumigated in order to retain menstruation and secondine:
Sia fayta de veyre o de eram.	It is made from birch or elm.
E sia pausada la extremitat subtil en le conh e la extremitat ampla sobre le foc, e la sub-fumiguacio sia pausada sobre las brazas del foc.	And it is placed with the subtle extremity in the womb and the broad extremity above the fire, and the sub-fumigation is placed on the arms of the fire.
E tengua aquela entro que sia consumida aquela sub-fumiguacio e itera·n autra.	And hold that in until the sub-fumigation is consumed and iterate another one.
De curacio del cul del enfant no-perforat.	Of the cure for the unbroken navel of the child.
Motz enfantz naysso e les culs de lu no so perforatz, les quals ya ciphac subtil e opilat.	Many children are born without perforation in their navels, which have become subtle and opaqued.
Adonc cove a la matrona que perfore am le sieu dit aquel ciphac; e sino, perfora aquel am spatum agut, e guarda se que no toque le lacert.	Then the midwife should pierce with her finger that opaqued spot; and if not, pierce it with a sharp spatula, and take care not to touch the lacet.
E aprop pause sobre aquel lana enfusa en vi e oli; e aprop cura aquel am enguent entro que sia senat.	And then apply something on that lanolin infused in vinegar and oil; and then cure it with ointment until it is clean.
Mays si temes que sia opilat, lahoras pausa en le trauc una canula per motz dias, e osta la quan le enfant voldra degerir.	But if you fear that it may be opaque, then apply a reed cane into the wound for several days, and remove it when the child wants to pass.
E ja accideys oppilacio del cul per consolidacio de plagua o de apostema; adonc cove que aquela consolidacio sia inscidida, e aprop sia curada am aquo que avem dit de la curacio e del plom.	And it often happens that the navel becomes opaque due to consolidation of the wound or aposteme; therefore it is necessary to consolidate that, and then cure it with the water and lead which we have said.
De curacio de las fistulas que endeveno dejos.	Of the cure for fistulas that were left behind.
Las fistulas que endeveno en la partida dejos pus bassa so nodacio e grossetut las quals endeveno prop del cul defora o en l’espazi de la una partida.	The fistulas that are left behind in the departure, being lower in nodule and thicker, which are located near the anus or in the space of one side.
E es una fistula o motas.	And it is a fistula or many.
E cum aquela nodacio es antiquada e corr de la humiditat aygosa blanca o poyridura subtil, e alcunas veguadas so de aquestas fistulas alcunas penetrantz.	And since that nodule is aged and runs with white watery fluid or subtle putrefaction, and sometimes some of these fistulas are penetrating.
E aquelas penetrantz so conogudas per aquo que es eyssit de aquelas per la egressio e per ventosetat; e alcunas vetz use le malaute de egressio, e fort leu es eyssit de aquelas verm.	And those that are penetrating are recognized by what is issued from them through ejection and flatulence; and sometimes the patient uses the ejection, and soon after it is issued red.
E so de aquelas fistulas alcunas veguadas en l’espazi penetrantz entro a la vesica, e entro al meat de la vergua; e so de aquelas penetrantz entro la junctura de la coyssa e entro al notz de la coeta.	And some of those fistulas sometimes penetrate into the bladder and into the urethra of the penis; and some also penetrate into the junction of the bed and into the notch of the cleft.
E aquo en que es conoguda fistula penetrant entro al cul e no-penetrant, es que tu metas le tieu dit endic en le cul, e entrometas tenta subtil de eram o de ferr en la fistula quan no y es turtuositat.	And the way to know if a penetrating fistula is present or not is that you insert your finger into the anus and then subtly probe with an elm or iron instrument in the fistula when there is no obturating.
Mays si en aquela es turtuositat, lahoras entromet en aquela tenta subtil de plom o de pels de caval entro que tu sentas la tenta o le pel en le tieu dit.	But if there is obturating in that, then you should insert into it a subtle probe made of lead or horsehair until you feel the probe or hair in your finger.
E si no sentas aquela de tot ni no procezeys del trauc alcuna causa de egestio ni verm ni ventositat, ayssi cum havem dit, lahoras sapias que es no-penetrant, e lahoras coyta te a la curacio.	And if you do not feel that at all or there is no process of emission or redness or flatulence, just as we have said, then you should know that it is not penetrating, and then apply yourself to the cure.
E quan la fistula es penetrant entro a la vesica o entro al meat de la vergua, lahoras la significacio de lu es eyssiment de urina de aquela e prohibicio de lu ad aysso que·l loc am medicina sia consolidat.	And when the fistula is penetrating into the bladder or into the urethra of the penis, then the significance of it is issuing urine from that and prohibition of it to that place where medicine has been consolidated.
Mays si es penetrant entro la junctura de la coyssa o entro al os e envencio de dolor en le circuit, lahoras senhal de lu es que la tenta perve entro aqui si en lu no es turtuositat entro al os, e envencio de dolor en le circuit de la partida; e que de lu yeys poyredura tostemps; e que no val en aquela medicacio, ni es consolidada am enguent.	But if it is penetrating into the junction of the bed or into the bone and causing intense pain in the circuit, then the sign of it is that the probe enters here if there is no obturating into the bone, and causing intense pain in the circuit of departure; and that from it pus always appears; and that it does not heal with medicine, nor is it consolidated with ointment.
E en totas aquelas fistulas penetrant no es curacio de tot, e la curacio de aquelas es trebalh e vanetat dels folyls metges sobre·l qual so fermatz.	And in all those penetrating fistulas there is no complete cure, and the cure of those is tedious and troublesome work for the skilled doctors on which we have set our foot.
Mays en aquela que no es penetrant e no antiqua, sanacio am ferr es sperada segon que yeu a tu recomtare, e aquo que ja yeu e proat.	But in that which is not penetrating and not aged, healing with iron is expected according to what you have recounted to me, and this which I have already tried.
E es que le malaute jagua entre las tuas mas sobre le sieu dos e eleva las cambas de lu entro sus, las coyssas sian enclinadas al ventre de lu, e aprop entromet tenta de plom, o de eram si es en la fistula turtuositat, entro que sapias le loc on perve la tenta.	And it is that the patient lies between your hands on his back and raises his legs up towards you, with the bed sloping towards his belly, and then insert a lead or elm probe into the fistula if there is obturating, until you know the location where the probe enters.
E si aquela sent le malaute entorn le cuol, lahora cove que tu entrometas le tieu dit endic en le cuol.	And if that patient feels pain around his navel, then it is necessary that you insert your finger into the navel.
E si sentas en le tieu dit la tenta ja per si meteyssa descuberta penetrar, otra aquo que sentas entre le tieu dit e aquela siphac o carn, lahoras sapias certanament que aquela es penetrant; e adonc no trebalhes en aquela, quar no es en aquela sanacio, ayssi cum havem dit.	And if you feel with your finger that the probe has already penetrated and is discovered to penetrate, or that which you feel between your finger and that siphac or flesh, then you know certainly that it is penetrating; and therefore do not work on that, as there is no healing in that, just as we have said.
Mays empero diyssero alcus que es sana en alcus homes tart.	But however, some say that it can be healed in some men's hands.
E de la medicacio per la qual es sperat juvament en lu es que tu ignes cauteri subtil segon le ample de la fistula, ayssi cum es precedit, e intrometas aquel ignit en la fistula entro que pervengua entorn le cuol; e aprop itera aquel doas o tres vetz entro que sapias que ja son adhustas totas aquelas carns ajustadas fistuladas que so semblantz a cana de pluma de ausel.	And the medicine by which one hopes for relief in that is that you ignite a subtle cauterizer according to the size of the fistula, just as it has been said before, and then insert that ignited cauterizer into the fistula until it comes around the navel; and then iterate that two or three times until you know that all those adjusted flesh tissues that are like feathers from an owl's wing have become accustomed.
E aprop cura aquela am calguas envolopadas en boder entro que en yescan totas aquelas carns que so adhustas, e aprop cura aquela am medicinas la carn engendrantz e consolidantz, e si es sanada, bo es; e sino, lahoras no es sana en degun temps per autra curacio.	And then cure that with ointments wrapped in parchment until all those adjusted flesh tissues are completely healed; and then cure it with medicines which generate and consolidate flesh, and if it is healed, well be; and if not, then it will never be healed by any other treatment.
E si la tenta intra, e no penetra entro·l tieu dit le qual es en le cul, e entre aquel e la tenta que es velament spes de carn o de ciphac, e vezes la fistula en aquo que siec la superficia de la codena, lahoras secca la codena del comensament de la fistula, e tu ve seccan am la tenta, e sia en la fistula entro que la seccio pervengua al loc en le qual perve la extremitat de la tenta, e per la tenta es liberat e catz.	And if the probe enters and does not penetrate into that which is in the navel, but between that and the probe which is a mere speck of flesh or skin, and sometimes the fistula opens on the surface of the cord, then dry the cord from the beginning of the fistula, and you see it drying with the probe, and it is in the fistula until the drying reaches the location where the extremity of the probe comes to an end, and through the probe is liberated and cut.
E aprop mundifiqua aquelas carns fistuladas las quals so asembladas a canula de pena de ausel e no romangua de aquelas alcuna causa.	And then clean those flesh tissues which are gathered like the feathers of an owl and do not remain any cause for those.
Mays si flux de sanc vezes que vengua entre tu e la tua opperacio quan ensideysses aquelas carns, lahoras le milh que sia e del pus leugier instrument es cauterizar am foc o am medicina acuta, quar cauteri am foc ajusta bonas doas habitutz: so es adhustio de aquelas carns ajustadas, e abscizio del sanc exseccacio de las humiditatz.	But if a flow of blood comes sometimes between you and your operation when you are cleaning those flesh tissues, then take the millstone that is and the pus is lighter instrument is cauterizing with fire or acute medicine, for cauterization with fire adjusts two good habits: it adapts to those adjusted flesh tissues, and abscises the blood excess of humidities.
E aprop cura aquela am calguas envolopadas en boder o en caus trissat entro que·l loc geta brac, e aprop lahoras cura la plagua am enguentz carn dura engendran e consolidan.	And then cure that with ointments wrapped in parchment or in threefold cloth until the location gets braided, and then cure the wound with hard flesh ointment that generates and consolidates.
E so medicinas en las quals so stipticitat e exseccio; quan lahoras es restaurada ja es sanada e no temes iteracio.	And those medicines in which there is purification and excess; when you are restored it is already healed and there is no fear of iteration.
Mays si la fistula ja perve entro al preon del cul e es elonguada de lu superficia del cos, lahoras entromet le tieu dit en le cul e inquireys am aquel.	But if the fistula has already entered into the perineum of the anus and is elongated from the surface of the body, then insert your finger into the anus and investigate with it.
E donc si centes la tenta e entre tu e ela es velament de ciphac o de carn, e es propda a la penetracio, lahora no es operacio en lu sino segon via di fiducia e de speransa.	And thus if the probe enters and is between you and it is like skin or flesh, and is predisposed to penetration, then there should be no operation in that place except according to the way of faith and hope.
La qual causa es aministrar en lu una de tres manieyras: o que cauterize aquela ayssi cum havem dit; o que secces aquela entro que consieguas la conquavitat de lu per que sia a tu possible entrometre las qualcas e la curacio propdana; e no procesiscas mot am seccio per so que no inscidas le lacert contenent le cuol, e que accidisque sobre le malaute eyssiment de la egistio ses voluntat; e aprop cura aquel am aquo que havem dit quar fort leu sira sanat; o que elongues aquel velament e mondes aquel pus que seccas aquel entro prop le cul, ayssi cum havem dit, o am tenta o am autre instrument de aguda extremitat, e aprop mondifique aquelas carns fistuladas las quals so en la seccio entro la on podes am percrustacio; e aprop esforsa te a far la restauracio de tota la plagua am seccio, e si le orrifici pus desus no es consolidat, e romangua la fistula uberta en la partida del cul, e sira pus leugier per le malaute.	The cause is to administer in that place one of three ways: either cauterize it as we have said; or dry it up until you achieve the conquest of that place so that you can insert some and provide the proper cure; and do not process any more with drying, so that you do not insert the lacet containing the navel, and that the patient's wish is fulfilled in the ejection of his/her own will; or dry it up as we have said, or extend it slightly and remove the pus that dries up into the proper place at the anus, as we have said, or with a probe or another sharp instrument, and then cleanse those flesh tissues which are in the drying process until you can see the scarring; and then make an effort to restore the entire wound with drying, and if the opening above is not consolidated, and the fistula remains open in the part of the anus, and it will be more difficult for the patient.
E alscunas veguadas la fistula es finida segon aquesta manieyra: es quan tu entrometas la tenta en la fistula, e es en le latz del cul entorn la superficia del cos am la codena e en le marge del cul, lahoras pren tenta de perforada extremitat, que es ayssi cum agulha de preparantz les coers segon aquesta forma:	And sometimes the fistula is ended according to this manner: when you insert the probe into the fistula, and it is in the gluteal fold around the surface of the body with the cord and on the margin of the anus, then take the probe of perforated extremity, which is like a needle prepared for sewing according to this form:
e entromet en aquela fiel envolopat de v fiels o entorn aquels; e aprop entromet tenta am fiel en la fistula entro que consiegua la conquavitat de lu.	and insert it into that faithful envelope of five or seven, or around those; and then insert the probe with faith into the fistula until you achieve the conquest of that place.
Mays si es penetrant en le marge del cul prop dedintz, lahoras tu extratz le fiel de aquel trauc ayssi que tu intrometas le tieu dit en le cul; e extraguas la extremitat del fiel e ajustes las duas extremitatz essemps, e estrenh cascuna, e leyssa aquo per un dia o per dos, e quan mays inscideys le fiel en la carn, estrenh be aquel entro que aquelas carns sian inscididas las quals so entre doas extremitatz del fiel e que cajan.	But if it is penetrating in the margin of the anus proper to the outside, then you extract the needle from that wound as you insert your finger into the navel; and pull out the extremity of the needle and adjust the two extremities together, and strengthen each one, and let it be for a day or two, and when you more deeply insert the needle in the flesh, strengthen it until those flesh tissues which are between the two extremities of the needle and that fall.
E aprop cura la plagua entro que sia consolidada e sanada.	And then cure the wound until it is consolidated and healed.
Mays si le orrifici de la fistula no es penetrant, lahoras fay aquel penetrar, en qualque manieyre sia a tu preparat, sino que sia mot en le preon, quar no es a tu que fassas aquo per que no inscidas le lacert; e aprop fay am aquela entro que sia sanada.	But if the opening of the fistula is not penetrating, then make it penetrate in some way that you are prepared for, but not too much in the perineum, because it is not your place to do so; and then proceed with it until it is healed.
La forma de spatum spinos am lo qual es fenduda la fistula: la curvitat del qual es mot aguda e l’autra partida es no-aguda, per so que no inscidas aquo que no es necessari, ayssi cum vezes.	The form of the spatula with which the fistula is cut: its curvature is quite sharp and the other part is non-sharp, so that you do not insert what is not necessary, just as one often does.
De sutura de emorroydas en las quals corra sanc en la inscizio de aquelas.	Of the suturing of hemorrhoids in which blood flows during the insertion of those.
Emorroydas so segon dos manieyras, quar o so entre le cul semblantz aysi que es de carbos, o quays aquelas sian cum a gras de rasim.	Hemorrhoids are according to two manners, for either they are between the anus resembling carbon, or else those are like a bunch of raisins.
E de aquelas so petitas e grans, e que le sanc corr de aquelas tostemps e es una, e so motas, e so fora·l cul, e en las extremitatz de lu.	And those are small and large, and the blood flows from them at times and is one, and many, and outside the anus, and in its extremities.
Mays empero aquelas que so foro le cul so segon las mes de pauca humiditat, de las quals corr aygua citrina o un petit de sanc am cos continuabla, e so segon la color del cos.	But however, those that are outside the anus are according to the months of little humidity, from which flows a yellowish water or a small amount of blood with continuous motion, and is according to the color of the skin.
E la curacio de aquela que es dedintz le cuol es que comandes al malaute que se assela e que se exprema entro que le cuol yesca e las emoroydas apparescan a tu.	And the cure for that which is outside the anus is to command the patient to settle down and to evacuate into the anus until it becomes clean and the hemorrhoids appear to you.
Adonc tu te coyte e suspen am uncis o que tenguas aquelas am la tua ungla, e aprop incideys aquelas deves las suas razitz.	Then you take up your knife or what you have with your nail, and then cut those in their roots.
Mays si les uncis no so tengutz en aquelas per la humiditat de lor e mollificacio de aquelas, lahoras pren aquelas am drap aspre o am coto o am flassada de lana, e extratz aquelas am les tieus ditz, e aprop inscideys aquelas e polveriza sobre lor alcunas polveras caudas aprop la inscizio, per que sian ad aquelas en loc de cauteri; o cauteriza aquelas segon que es precedit en le capitol de cauterizar.	But if the nails are not held in those due to moisture and softening of those, then take those with a rough cloth or a piece of cotton or a woolen rag, and extract those with your fingers, and then cut them and powderize some powders suitable for application at the site of cauterization; or cauterize those according to what is preceded in the chapter on cauterizing.
E aprop cura aquelas am l’autra curacio entro que sian sanadas.	And then cure those with another cure until they are healed.
E si le cul no obezeys a egressio, lahoras cristerisa le malaute am cristeri en le qual sia mordicacio petita, e sia lavat am aquel aquo que es en le cuol e que obezesca a egressio leugierament quan le malaute s’esprem.	And if the anus does not obey evacuation, then anoint the patient with an ointment in which there is small biting, and wash it with that water that is in the navel and that will slightly obey evacuation when the patient presses.
Mays si las emorroydas so defora le cul, lahoras la causa de lor es leugiera, e es que tu prenguas aquelas am la tua ungla, o que prenguas aquelas am unci, e inscidas aquelas, e aprop cura aquelas am aquo que havem dit entro que sian sanadas.	But if the hemorrhoids are outside the anus, then the cause of them is slight, and it is that you take those with your nail or with an instrument, and cut them, and then cure those with water as we have said until they are healed.
E aquel que avoreys inscizio, cove que aministres sutura de lor segon aquesta manieyra: pren fiel envolopat e entromet aquel en agulha e aprop extratz las emorroydas a las partidas dessus, e fay aquel penetrar am la agulha en la razit del autra part, e envolveys las doas extramitatz del fiel en la partida pus dejos de la agulha, e so latitudinalment; e estrenh la emorroyda am strectura fort, e aprop noza le fiel e extratz la agulha.	And that which you will use for the insertion, should be administered with suturing according to this manner: take a needle wrapped and insert it into the thread and then pull out the hemorrhoids from above, and make it penetrate into the root of the other part, and wrap the two extremities of the needle in the part farthest from the thread, and so laterally; and strengthen the hemorrhoid with strong stitching, and then remove the needle and thread.
E fay aquo a totas, e layssa de aquelas una e no la cozes, per so que la superfluitat del sanc corra de aquela.	And do this to all of them, and leave one and not close it, so that the superfluity of blood may flow from that.
E aprop pausa sobre le cul drap enfus en oli rozat o en cerot; e pausa aquel sobre·l cuol e comanda al malaute que·s repause.	And then pause over the anus with a cloth dipped in red oil or in cerote; and pause that over the anus and command the patient to rest.
E aprop layssa aquela entro que caja; e quan es casuda, cura aquelas am enguentz o am autra curacio entro que sia sanat.	And then leave it alone until it forms a scab; and when it is formed, cure those with an ointment or with another cure until they are healed.
De curacio de fistulas.	On the Curing of Fistulas.
Motas veguadas accideys per exseccacio de fenda o per costriccio de natura.	Many times, accidents occur due to excessiveness or constriction of nature.
E cum so antiquadas e no val en aquela medicina, lahoras cove que tu razas aquelas am la puncta de spatum o am la tua ungla entro que sian faytas humidas e sia hostada de aquelas la escorsa pus desus, la qual prohibeys aquelas de consolidacio; e aprop cura aquelas entro que sian consolidadas.	And when they are so old and no longer effective in that medicine, then you must take those with the point of spatula or with your nail until they become moist and the scab above is held back, which prevents consolidation; and then cure those until they are consolidated.
Lahoras tu osta aquelas am razio pus vehement que la primieyra entro que mot sancno e sian excoriadas; e aprop cura aquelas entro que sian sanadas.	Then you must apply those with reason more fervent than the first one, until most blood flows and they are scoured; and then cure those until they are healed.
De curacio de almesamir, so es clau.	On the Curing of Hemorrhoids, this is the key.
Sapias que alamermar, so es clau, e no es si no notz redon segon la color del cors semblant a cap de claviel, e es fayt en tot le cors e majorment en las partidas dejos les pes e als ditz, e endeve per aquels dolor deves le anament.	Know that hemorrhoids, this is the key, and not only notches red according to the color of the skin resembling a cap of clavicle, and it is done throughout the body and most especially in the parts below the hips and above the knees, and thus by these pains one must give consent.
E adonc cove que sia inscidit aquo que es en le circuit del clau, e sia tengut am les forfexs o am unci, e sia eradicat de la sua razit; e aprop cura aquel.	And then it is necessary to cut that which is in the circuit of the key, and to be held with pincers or instruments, and to be eradicated from its root; and then cure that.
E si vols, cauteriza le segont que es precedit en le sieu capitol.	And if you wish, cauterize it according to what is preceded in its own chapter.
Mays de veruca es eminencia petita aspre fistulada redonda sobre la superficia del cos, e motas veguadas veno en las mas dels enfantz.	But a verruca is a small, hard, fistulous prominence on the surface of the body, and many times they appear in children's moles.
E curacio de lu es que estendas e inscidas aquela, o que estrenhas aquela am fiel o am pel entro que caja.	And the cure for it is that you stretch and cut it off, or that you strengthen it with a needle or cloth until it forms a scab.
E si vols, cauteriza aquo, segon que havem dit, am foc o am medicina acuta.	And if you wish, cauterize it according to what we have said, with fire or acute medicine.
E ja so eradicadas enversas e no-enversas am le instrument le qual yeu diyre.	And then remove them forwards and backwards with the instrument which you will say.
Mays formica es eminencia petita feutrada o fistulada grossa sobre la superficia del cos anant mot en le preon, e quan le freg atroba aquela es centit en lu semblant de mordificacio de formigua, e es fayta entorn le cos.	But a furuncle is a small, fatty or fistulous prominence on the surface of the body that becomes inflamed and swollen around the anus, when the heat finds it, it becomes centred in it like the mordification of a formicula, and is formed around the body.
E curacio de lu es que prenguas una canula de pena de auca o de pena de voltor, e sia fort, e pausa aquela sobre la formigua entro que la contengua le cercle de la canula de las partidas de lu; e aprop revolveys la tua ma am la canula entro que inscidas aquo que es en le circuit de la formigua, e pauses aquela en le preon de la carn, e que eradiques la formigua de la sua razit.	And the cure for it is that you take a needle of goose quill or of dove's feather, and make it strong, and pause it over the furuncle until it contains the circle of the needle in the parts of the body; and then turn your hand with the needle until you cut off what is in the circuit of the furuncle, and pause it on the perineum of the flesh, and that you eradicate the furuncle from its root.
E si vols, fay aquo am canula de eram o de ferr segon aquesta forma:	And if you wish, make it so with an iron or steel needle according to this form:
Sia la partida desus de la canulha trahent a subtilitat, sorda (so es no-perforada), envolopada per so que sobre le dit la aprencio de lu sia ablaviada e la revolucio de aquela.	The upper part of the needle should be drawn to subtlety, numb (it is not perforated), wrapped in such a way that on the said point it may be blunted and the revolution of that.
E si vols cauteriza la formiga segon que es denant dit en la cauterizacio de atheyl en le capitol de cauteri.	And if you wish, cauterize the furuncle according to what is said in the cauterization of athyli in the chapter on cauterizing.
De forma dels instrumentz que so aministratz a dar cristeri.	On the Form of Instruments that are Administered to Give Ointment.
Alcunas veguadas es fayt cristeri de argent o de lato o de eram fondut o malleat; e alcunas veguadas es fayt de aquels instrumentz petit e gran segon aquels als quals so aministratz, quar aquel que es aministrat en la curacio dels petitz enfants sia petit; e de aquel dels quals los culs son freuls o doloyrozes, les cristeris de aquels sian petitz.	Sometimes it is made an ointment of silver or lead or of melted iron or malleted; and sometimes it is made from small and large instruments according to those to which they are administered, for that which is administered in the cure of little children is small; and of those whose buttocks are rough or inflamed, the ointments of those are small.
La forma de cristeri gran e pauc:	The Form of Great and Little Ointment:
Le cap de la canula de lu desus en le qual es liada la borsa sia ampla segon aquesta manieyra; e sia a lu distinacio la on la borsa es liada ayssi cum vezes.	The head of the needle above, in which the bag is tied, should be wide according to this manner; and there should be a distinction at the point where the bag is tied just as often.
E la extremitat de lu pus dejus, la qual es entromesa en le cul, sia sorda (so es no-uberta) mot leon, atrasent a subtilita; e en la un del latz de lu sian dos traucs, e en l’autre costat un trauc, e sia la amplesa del trauc segon la groseza dels rays e pus gros un petit.	And the extremity of it below, which is inserted into the anus, should be numb (not open) like a lion's, and should be drawn back to subtlety; and on one side of it there are two holes, and on the other side one hole, and the width of the hole should be according to the thickness of the rays and slightly larger.
E sia la borsa en la qual sian pausadas las medicinas de vesica de bestia o de pel de ovelha, e la razit de lu sia un palm.	And the bag in which the medicines of animal bladder or sheep's fleece are placed, and the root of it should be a palm.
E sia perforada per motz traucs ayssi cum es revolvuda; e si l’espazi le qual es entre les traucs la grossetut del dit.	And it should be pierced by many holes just like it is revolved; and if the space between the holes is the thickness of the said digit.
E aprop entromet en aquels traucs fiel fort de fiel cru le qual sia de detz fiels, o enviro aquels; e ajusta am aquel la borsa; e quan es pausada en lu la borsa, sia streyt en le cap del cristeri entre dos distingentz am fort costriccio, e aprop cristeriza am aquel quascun trauc: Mays la qualitat de cristerizar am aquel es que tu omples la borsa de la medicina, que sia escalfada segon la quantitat de la tolleransa del malaute; e guarda te que no sia trop cauda ni trop freja.	And then insert the needle into those holes a strong thread of raw thread which is of ten threads, or surround them; and adjust the bag to that; and when the bag is placed on it, be tight at the head of the ointment between two distinguishable with strong constriction, and then anoint each hole: But the quality of anointing it is that you fill the bag with medicine, which should be warmed according to the quantity of the tolerance of the patient; and take care not to make it too hot or too cold.
E aprop le malaute sia resupinat sobre le sieu dos, e eleva las suas cambas en sus e pausa dejos lu un cuer sobre le qual ja so les homes o un lansol; e aprop unta la extramitat del cauteri am oli o am album de huou o am mucellage de fenugrec o de semblantz; e aprop entromet aquel en le cul am facilitat, e aprop le ministre prengua la borsa e exprema aquel am doas mas e essemps am vehemencia entro que sia evacuat en le budelh tot aquo que es en le cristeri; e aprop extra le cristeri e le malaute leva las suas cambas a la paret.	And then the patient should be positioned on their back, with their knees raised and feet placed on the floor, with one foot resting on a pillow or cushion; and the attendant should take the bag and pour it into two holes and around with vehemence until everything that is in the ointment is evacuated into the bedpan; and then remove the ointment and the patient should lift their knees to the wall.
E si la medicina forsa aquel a eyssiment, tengua le tant quant poyra; e si dorm am aquel per tota una nueyt, es mays derier en juvament.	And if the medicine forces him to sleep, keep it as long as he can; and if he sleeps with it all night, it is more likely to have an effect.
Mays si tu cristerizas aquel en las malautias de solucio de ventre e l’eyssiment de lu le coyta, lahoras tu itera le cauteri entro que sia sanat.	But if you anoint him with the medicine for stomach ailments and he becomes worse, then you must iterate the ointment until he is healed.
E si en le cul so emorroydas o apostemas ledens, lahoras sia le cristeri mot subtil e leon, dels cristeris am les quals les enfantz so criterisatz.	And if there are hemorrhoids or apostemes in the anus, then you must use a gentle and lion-like ointment, one of those with which children are anointed.
De curacio de las plaguas.	On the Curing of Wounds.
Yeu ja e dit en la divisio de la curacio de las plaguas aquo que convenia al libre, e yeu dic assi la curacio de aquelas am ma e am medicinas segon le conpliment.	And now I have said in the division of wound treatment what is suitable for the free, and I will also say the treatment of those with me and medicines according to the complement.
Donc dic que las plaguas son diversificadas segon aquo en que son faytas las plaguas e segon le loc sobre le qual cazo las plaquas.	Therefore I say that wounds are diverse according to how they are made and according to the place where the wounds are located.
E las causas per que motas vetz son faytas las plaguas so ayssi cum getament de peyra, o inscisio d’espaza o de cotel, o percussio am lansa, o am fustz, o am sageta, o semblantz ad aquels de motas causas.	And the causes by which many times wounds are made are just like accidental blows from a hammer, or incision with a sword or cote, or percussion with a lance, or with a club, or with an arrow, or similar to those of many causes.
Mays las plaguas que so en les locz del cos so ayssi cum plagua la qual catz sobre le cap, o·l col, o·l pietz, o·l ventre, o·l fitge, e semblantz ad aquels dels membres.	But the wounds that are in the parts of the body are just like those which affect the head, or the neck, or the feet, or the belly, or the thigh, and similar to those of the limbs.
E yeu so recomtant la curacio de alcunas plaguas per que pauses aquela ratiocinacio e regla sobre las autras plaguas.	And I recommend the treatment of some wounds because I pause rational thought and rule on other wounds.
E yeu comensare de las plaguas del cap simplas, quar la rememoracio de las compostas vindra al comensament del tertz capitol.	And I begin with the wounds of the head, simple ones, because the memory of the compound ones will come at the beginning of the third chapter.
Donc dic que quan accideys en le cap plagua simpla e no es fractura, lahoras considera: si es per getament de peyra o de semblant, e ja ha trinquada la codena tant solament e es gran plagla e temes sobre aquel malaute havinement de apostema caut, lahoras tu te coyta e fleubotoma la cephalica tantost, e no tardas aquo; e extrats ad aquel del sanc segon la quantitat de la vertut de lu si no mes alcuna causa prohibent de fleubotomia, majorment si·l sanc que es eyssit de la plagua es pauc.	Therefore I say that when a simple wound occurs on the head and is not a fracture, then consider: if it was caused by accidental blow or similar, and already the scalp has been torn asunder to such an extent that there is great bleeding and danger of apostema, then you must take heed and bleed the cephalic vein forthwith, and do not delay; and extract from that wound as much blood as possible according to the quantity of its virtue, unless some other cause prohibits bleeding, especially if the blood that has flowed out of the wound is little.
E sia la flaubotomia del contrari de la partida plaguada; e guardase le malaute de replecio e de vi e de viandas grossas.	And it should be a bleeding from the opposite side of the wounded part; and beware the patient ofpletion, and of wine, and of thick foods.
Mays si de la minuicio prohibeys alcuna causa, lahoras sia aminorat de la vianda e no apropinque a carn ni a vi.	But if some cause prohibits from the beginning, then you should reduce the food and not approach meat or wine.
E pausa sobre la plagua, si a lu accideys apostema caut, coto enfus en oli rozat solet o en vi en le qual es stipticat.	And pause over the wound, if an apostema is likely to occur, cut in with rose oil or wine in which it has been stipticated.
Mays si est segur de apostema caut, lahoras pausa sobre la plagua, si es recent am le sieu sanc e le ayre no ha mudat aquela la polvera la qual yeu recomtare aprop petit.	But if it is certain of an apostema, then pause over the wound, if it is recent with its own blood and the air has not changed that powder which I recommend to be applied little by little.
