Ayssi comensan las paraulas de Albucasim .	The opening words of the treatise begin: "Thus begins the words of Albucaisem."
Mays en aquela que es fayta per atrissio, la via de la opera es que nos fassam cezer la bestia en aygua cauda entro que·ls genetius de lu sian mollificatz e sian linhitz e que pendan.	But in that which is done by castration, the way of the operation is that we make the beast lie down in cold water until its testicles are softened and relaxed and hang.
E aprop pren aquels am la tua ma entro que sian resols e no apparescan dejos le tocament.	And accordingly take those with your hand into which they are resolved and do not appear to be left behind by the touch.
Mays en castracio fayta per fissura e seccio, cove que tu tenguas la bestia e premas la codena dels testicols de lu am la ma senestra.	But in castration done by incision and section, it is necessary that you hold the beast and press the cord of the testicles with your left hand.
E aprop lia le suspensori, e inscideys sobre quascun huou am una seccio entro que dos huous proceseysso.	And accordingly tie the suspenders, and inscribe on each liquor with one section until two liquors process.
E aprop inscideys aquels pus que auras quascu excorjat.	And accordingly inscribe those more than you will have excised.
E no leysses sobre aquels del ciphac alcuna causa, sino le ciphac subtil le qual es sobre les vazes.	And do not leave on those any cause from the sac, but only the subtle sac which is over the veins.
E aquesta manieyra de castracio es milhor la qual es fayta per atrissio, quar atrissio fort leu layssa alcuna causa dels testicols per que la bestia desira coyt.	And this manner of castration is better which is done by castration, because castration leaves no cause for the testicles so that the beast does not desire to copulate.
E aprop cura la plagua entro que sia sanada.	And accordingly cure the wound until it is healed.
Capitol .lxx.	Chapter LXX.
De la cura de hermafrodozia.	On the Cure of Hermaphrodites.
Hermafrodozia en les homes es segon dos manieyras: la una es quar o appar en aquo que siec l’espazi en la codena de testiculs, en aquel que es entre dos testiculs figura quar cunh de femna en la qual so pels.	Hermaphrodites in men are according to two manners: one is when there appears in that which is the space in the cord of testicles, between two testicles a figure as if a female were in it, with breasts.
E alcunas veguadas de aquel corr urina le qual es en la codena dels testiculs.	And sometimes from that there comes urine which is in the cord of the testicles.
Mays en las femnas es una specia: e es que·l conh de la femna sobre le pentenilh es ayssi cum dos testiculs de home un pauc de tot yminiheys a la partida deforo ayssi cum le perpucii de home e dos testicols.	But in women it is one species: and it is that the female's vulva on the pubis is as if two male testicles, with only a small part of the outer skin resembling the perineum of a man and two testicles.
E la curacio es de tres specias: de dos dels homes e de una specia de las femnas.	And the cure is of three species: of two of men and one species of women.
E es que cove que tu inscidas aquelas carns ajustadas entro que efuga la emprecio de aquela, e aprop que cures aquelas am curacio de las autras plaguas.	And it is that you need to inscribe those adjusted flesh into which the pressure of that one is escaped, and accordingly cure those with the treatment of other wounds.
E en la segonda specia dels homes de la qual yeys urina la qual es en la codena dels testiculs, no es curacio ni opperacio en lu.	And in the second species of men from which urine comes that is in the cord of the testicles, there is no cure nor operation for it.
Capitol .xxi.	Chapter XXI.
De lentinge e de carn eminent per causas de las femnas.	On Lumps and Flesh that protrudes due to causes of women.
Lentige fort leu es ajustada sobre causas naturals entro que es etressat e es fayt leg le reguardament; e alcunas veguadas es magnificada en alcunas femnas en tant entro que es spandit ayssi cum en les homes e perve entro al coito.	Lump is very little adjusted over natural causes until it is estranged and made to be a legible sign; and sometimes it is magnified in certain women to such an extent that it spreads just like in men, and extends as far as to the act of copulation.
Adonc cove que tu tenguas la superfluitat de lentinge am la tua ma o am unci e inscidas.	Therefore it is necessary that you take the excess lumpiness with your hand or with a tool and inscribe.
E no ultimes en inscizio, majorment en le preon de la razit, per so que no endevengua flux de sanc.	And do not stop until you have inscribed, especially in the belly of the rational part, so that it may not engender a flow of blood.
E aprop cura aquela am curacio de las plaguas entro que sia sanada.	And accordingly cure that with the treatment of wounds until it is healed.
Mays carn nascuda es carn que nays en le horrifici de la mayre entro que umple aquel, e fort leu es eyssit a las partidas deforo segon semblansa de coa (e per aquo alscus primiers appelero aquo “malautia caudada”); donc cove que nos inscidam ayssi cum inscidem lentinge, e curem aquela entro que sia sanada.	But born flesh is flesh that grows in the horror of the womb until it fills it, and very little is emitted to the outer parts according to the shape of a tail (and therefore we will also call this one "malautia caudata"); therefore it is necessary that we inscribe as we inscribe lumpiness, and cure that until it is healed.
Capitol .lxxii.	Chapter LXXII.
De curacio de alratica.	On the Cure of Rickets.
Alratica es que le conh de la femna no sia perforat, o sia le trauc petit.	Rickets is when the female's vulva is not perforated, or if it is pierced with a small hole.
E es o natural o accidental.	And it is either natural or accidental.
Accidental es per malautia la qual ha precedit, e aquela es fayta o per carn nada ajustada o per ciphac subtil o espes.	Accidental is due to disease which has preceded, and that is caused either by flesh not properly adjusted or by subtle or thick sac.
E es fayt o en le preon de la mayre, o en les costatz de lu, o en le pus sobira de lu, o en le pus bas de lu, e prohibeys de cuoyt e de enprenguacio e de enfantament, e fort leu prohibeys las mestruas.	And it is caused either in the womb of the mother, or in the ribs of the child, or in the topmost part of the child, or in the lowest part of the child, and prohibits coition, pregnancy, and childbirth, and very little prohibits menstruation.
E la cognicio de aquela es fayta per reguardament de la metrona, si la oppilacio es apparent, propdana; mays si no es apparent, lahoras tu cerqua aquela am les tieus ditz o am le ray.	And the knowledge of that is made by observing the pulse of the metrona, if the obstruction is apparent, palpable; but if it is not apparent, then you must search for it with the fingers or with a reed.
Mays si oppilacio es per ciphac subtil, e es propda a las doas labias, lahoras tu coyta e disromp aquela.	But if obstruction is due to subtle sac, and is palpable in the two lips, then you must cut and disrupt that.
E es que pauses sobre las doas labias pulvils, e aprop pausa les tieus ditz indicz de amdoas las mas encemps.	And it is that you pause on the two lips of the pulse, and accordingly pause the fingers on both sides simultaneously.
E la femna sia sobre le sieu dos, las sieuas coyssas extendudas, e aprop exten las doas labias am forsa entro que aquel ciphac subtil sia romput e la oppilacio sia uberta.	And the woman should lie on her back, with her legs extended, and accordingly stretch out the two lips with force until that subtle sac is broken and the obstruction is open.
E aprop pren lana e enbeu le4 en oli e pausa aquela sobre·l loc, e jagua am home le dia per so que·l loc inscis no sia consolidat.	And accordingly take wool and wet it with oil and pause that on the location, and make the patient lie down at home for a day in order that the inscribed location may not be consolidated.
Mays si le ciphac es gros e espes, lahoras cove que tu inscidas aquel am spatum lat o am fuelha de mirta.	But if the sac is large and thick, it is necessary that you inscribe that with lard or with myrtle leaves.
Mays si la oppilacio es per carnada, lahoras suspen aquela am unci, e inscideys aquela.	But if the obstruction is due to fleshiness, then suspend it with a tool and inscribe that.
E sian am tu las medicinas que fan cessar flux de sanc ses mordicacio, ayssi cum ahacatia, e sanc de drago, e enses, ajustat am album de huou.	And you will have medicines that cause the blood to cease flowing without scratching, such as hiccups, dragon's blood, and gallbladder, adjusted with album of egg.
E aprop aministra una canulha de plom ampla per so que la plagua no sia consolidada leugierament.	And accordingly administer a leaden catheter wide enough to prevent the wound from being consolidated slightly.
E tengua aquela per alcus jorns e aministra calgua de li sec.	And keep that for some days and administer lukewarm water.
E aprop sia curada am l’autra curacio de consolidacio entro que sia sanada.	And accordingly be cured with another cure of consolidation until it is healed.
E alcunas vetz accideys en la mayre nativitat de autres carns, e lahoras cove que inscidas segon aquesta manieyra.	And sometimes it happens in the natural birth of other flesh, and accordingly it is necessary to inscribe according to this manner.
Mays si aysso es per apostema crancos, a l’apostema crancos le qual es en la mayre no sia fayta contrarietat am ferr en deguna manieyra.	But if it is due to gangrenous abscess, then let there be no contradiction with iron in any manner against the gangrenous abscess that is in the mother.
Capitol .lxxiii.	Chapter LXXIII.
De la cura de emorroydas e de tayl e de botor roja que accideysso en le conh de las femnas.	On the Cure of Hemorrhoids, Tail, and Red Bottom that occurs in the vulva of women.
Emorroydas so apprecio dels orificis de motas venas entro que de aquelas corro mot sanc continuadament; e cum so antiquadas emorroydas e son fayts theyls.	Hemorrhoids are a swelling of the outlets of many veins, until those veins flow continuously with blood; and as old hemorrhoids become, they form excrescences.
E ja yeu he dit en la divisio las specias de aquelas e les senhals de aquelas, e diyre ayssi aquelas que recebo curacio e aquelas que no recebo curacio.	And now I have said in the division the species of those and their signs, and will say also which ones receive cure and which ones do not receive cure.
Donc dic que emorroydas e theyls quan so en le preon de la mayre e no apparo al sentiment, lahoras en aquelas no sia fayta curacio am ferr.	Therefore I say that hemorrhoids and excrescences when they are in the womb of the mother and do not appear to the sense, then in those there should not be made cure with iron.
Mays aquelas las quals so en le orrifici de la mayre sobre las quals catz sentiment, so aquelas que so curadas.	But those which are in the outlet of the mother and on which one can sense something, are those which are cured.
E cove que tu metas la femna en mayso frega e aprop exten atheyl am les forfexs, o am drap aspre, e inscideys aquelas am las razitz.	And it is necessary that you put the woman in a warm bath and accordingly stretch out her excrescence with forceps or with rough cloth, and inscribe those on the roots.
E aprop pulveriza sobre aquelas deves le fluxs del sanc de una de las polveras insciscivas ses mordicacio, ayssi cum acassia e semblant ad aquels.	And accordingly powder is to be spread over those with the flows of blood from one of the inscribed powders without scratching, such as ash tree and similar to those.
E aprop enpellesca les sieus pes per una hora, e aprop pausa aquela en aygua freja.	And accordingly press her feet with your own for an hour, and accordingly pause that in cold water.
E si persevera le fluxs del sanc, lahoras fay aquela sezer en decoccio de sumat e de scorsas de milgranas e de gualas e de semblantz.	And if the blood flows persistently, then let that be stopped in a decoction of sumac and scorched mulberries and gauls and similar things.
E aprop pren farina de ordi e comfiys aquela am miel e vi agre e fay emplastre am aquo sobre le dos de lu.	And accordingly take barley flour and mix it with honey and vinegar and make an poultice with water on the back of her.
E si le sanc es abscindit, bo es; e sino, fay adherir am dos ventozas, e a las mamilhas ses escarificatio.	And if the blood is absolved, it is good; and otherwise, let it adhere to two poultices, and on the nipples without scarification.
E aprop pren lana e submergeys aquela am suc de coliandre o am suc de arnagloza o am suc de guarravier am vi pentit e fay adherir al loc; e aprop cura le loc am enguentz entro que sia sanat.	And accordingly take wool and submerge it in the juice of colicandra or in the juice of Arnagluz or in the juice of Gurravera with vinegar, and make it adhere to the location; and accordingly cure the location with a poultice until it is healed.
Mays athyl rog le qual es de aspre reguardament, cove que tu inscidas aquo que a tu appar de aquel segon que he dit en theyl engualment.	But the excrescence that is of hard regard, it is necessary that you inscribe on that which appears to you according to what I have said in the equal part.
E cura aquel entro que sia sanat.	And cure that until it is healed.
Capitol .lxxiv.	Chapter LXXIV.
De perforacio de eyssedura accident en la mayre.	On the Perforation of Accidental Hernia in the Mother.
Motas specias de apostemas accideysso en la mayre, ayssi cum cranc e apostema lapident e ulceracios e adhubelat e erpetromens e fistulas emorroyas e raguarrias e thyl e autres apostemas.	Many species of accidental hernias occur in the mother, such as gangrenous and lapidary abscesses, ulcers, adhesions, herpes, hemorrhoids, and red bottoms, and other abscesses.
E yeu ja he dit aquestas malautias e las specias de aquelas e les senhals de aquelas, e las curacios de lor en la divisio.	And now I have said these illnesses and the species of those and their signs, and the cures for them in the division.
E cove que yeu digua en aquest tractat de apostema caut le qual ve en la mayre quan es dels apostemas que collegeysso sania, e si vols saber en qual manieyra se fa la opperacio de lu am ferr.	And it is necessary that you say in this treatise on gangrenous abscesses which occur in the mother when they are among those that can be cured, and if you wish to know how the operation is done with iron.
Adonc cove que tu consideres si la dolor de la apostema en le sieu comensament es aguda am percussio e flecma e febre, e vezes aquel enrogezir e si catz sobre aquel le sentiment, lahoras no·t coytes am perforacio de lu, e cura aquel am aquo que ajuda sobre la maturacio entro que cesse la acuitat dels accidentz.	Therefore it is necessary that you consider whether the pain of the gangrenous abscess in its beginning is acute with percussion and flux and fever, and if it becomes more inflamed and if there is a sensation on it, then do not cut with perforation, and cure that with water that helps with maturation until the acuity of the accident ceases.
E lahoras cove que tu fassas cezer la femna sobre una cezelha que aia doas cezelhas; e recline sobre le sieu dos e ajusta les sieus pes a la partida pus dejos del ventre, e las sieus coyssas sian expandudas, e pausa les sieus brasses dejos les sieus denols, e lia quascus am liament ad aquo convenient.	And accordingly it is necessary that you make the woman lie on a bed with two pillows; and recline her on her back and adjust her feet to the part most distant from the belly, and her legs be expanded, and pause her arms below her knuckles, and tie each one with a ligation suitable for water.
E aprop la matrona segua del latz dreyt e aministre le instrument am le qual es ubert le orrifici de la mayre, la forma del qual vindra en aquelas causas que·s faran aprop.	And accordingly the midwife will follow the right hand and administer the instrument with which the outlet of the mother is opened, in the form that will come about in those causes that are to be done accordingly.
E cove quan vols ministrar aquest instrument que tu fiques am lo ray le preon de la mayre de la femna, e aquo que del instrument es intrat en la mayre no sia mays que·l preon de la mayre e leda le malaute.	And accordingly when you wish to administer this instrument, you must make it with a reed the womb of the mother of the woman, and that which is entered into the mother's womb should not be more than the mother's womb and lead the patient.
Mays si l’estrument es major que·l preon de la mayre, lahoras cove que tu pauses pulvils sobre la textura del preon de la mayre per sso que sia prohibit l’intrament de tot instrument en le preon de la mayre.	But if the instrument is greater than the womb of the mother, then it is necessary that you powder with powder on the texture of the womb of the mother so that it may be prohibited for any instrument to enter into the womb of the mother.
E cove que tu pauses le vertitge que corr en le strument del latz pus desus e que le ministre tengua le strument e revolva le vertitge entro que sia ubert le orrifici de la mayre.	And accordingly it is necessary that you pause the turning that runs in the instrument from the right hand and above, and that the minister holds the instrument and turns the handle until the outlet of the mother's womb is opened.
E cum appar la excitura, e es tocada am la ma e es leon e molh, lahoras cove que tu secces aquela deves le cap de lu am spatum lat.	And when the excitation appears, and is touched with the hand and is hot and moist, then it is necessary that you stopper that with the head of it with lard.
E cum la sania es evacuada, lahoras cove que tu pauses en la plagua una meca submersa en oli rozat o oli vert en le qual sia alcuna stiptisitat; e pausa la calca7 en la seccio en le preon de la mayre.	And when the pus is evacuated, then it is necessary that you pause in the wound a poultice submerged in rose oil or green oil which has some purgative properties; and pause the pressure in the section within the womb of the mother.
E pause deforo la mayre e sobre le pentenilh lana munda submersa en aygua en la qual sian bulidas malvas.	And pause outside the mother, and on the pentinent wool clean, submerged in water in which blueberries have been boiled.
E aprop sia curada aprop dos dias am enguent le qual conveneys ad aquo entro que sia sanat.	And accordingly it is cured within two days with an ointment that corresponds to the condition until it is healed.
E alcunas veguadas es lavada la mayre e la plagua enayssi que es cristerisat am aygua e mel, e aprop am aygua en la qual es bulhida razit de liri o de aristologia longua, e aprop retorna al enguent.	And sometimes the mother is washed and the wound is cleansed in this way that it is anointed with water and honey, and accordingly with water in which rye or long aristology has been boiled, and accordingly returns to the ointment.
E si la plagua es dedintz en la mayre ameguada, lahoras cove que tu sias prohibit de la curacio de lu am ferr, habantz cura aquel am aquo que havem dit en la divisio.	And if the wound is deep in the mother's flesh, then it is necessary that you be prohibited from curing it with iron, having cured it with water as we have said in the division.
Capitol .lxxv.	Chapter LXXV.
A ensenhar las matronas en qual manieyre les enbrios bius sian medicatz quan yeysso segon figura no-natural.	To teach midwives in what manner the living beings should be medicated when they are sick according to a non-natural figure.
Necessaria causa es que la matrona conogua en le comensament la figura del enfantament natural per senhals de lu, e es que quan tu vezas la femna expremar a las partidas dejos e desira odorar le ayre, e sobre aquo es enleujada per aquo que sobre ela es del part, e festina le eyssiment del enbrio, lahoras sapias que aquest part es segon figura natural, e es l’eyssiment de lu sobre le sieu cap, e la segondina am aquel o suspensa o pendent del ombelic.	A necessary cause is that the midwife should know in the beginning the figure of natural childbirth by signs of it, and this is because when you see the woman expelling at the partings and desires to smell the air, and on top of that she is lifted by what is above her part, and hastens the exit of the living being, then you will understand that this part is according to a natural figure, and it is the exit of the child over its head, and the second birth with that or suspended or pendant from the navel.
Donc cum tu vezes aquels senhals, lahoras cove que·l ventre de lu sia compremut per so que l’embrio deysenda leugerament quar quan deyssen sobre le sieu cap, deysen a lu la segondina, e es mondada de aquelas superfluitatz am bona mondificacio.	Therefore, since you see those signs, then it is necessary that the belly of the child be compressed in order that the living being may descend slightly when they are on its head, and then give birth to the second one, and it is cleansed of those superfluities with good cleansing.
Mays aquel que es otra aquest part es no-natural e no-lausable, quar quan le enbrio es eyssit sobre sos pes e·l cos de lu es eyssit devant le cap de lu e·ls pes de lu, e la ma de lu una, o al pe de lu .i., o es eyssit le cap de lu e la ma de lu, o al ventre de lu, e fort leu es convertit sobre le sieu col, e semblant de las figuras de lu no-lausablas.	But that which is another this part is non-natural and not to be tolerated, because when the living being is born on its feet and the body of it is born before its head and its feet, and one hand or at the foot .i., or is born the head of it and one hand or at the belly of it, and very little is turned over its neck, and similar to the figures that are non-tolerable.
Don necessaria causa es a la matrona que sia savia e subtil en totas aquelas causas, e que·s guarde de error e de decepcio.	Therefore, it is a necessary cause for the midwife to be wise and subtle in all these causes, and to beware of error and deception.
E yeu so mostrant tota figura de aquelas, e qual engen es en aquelas per so que sia significat per aquo e sia stat sobre aquo.	And you will show the entire figure of those, and which art is in them so that it may be signified by that and has been established on top.
Quan le feyt es eyssit sobre le sieu cap per egrecio natural, e aquel es vehement sobre la femna e es fayt a lu part dificil, e vezes la vertut de lu ja debelitada, lahoras fay aquela sezer , o que las femnas tenguan lu, e evapora le conh de lu am fenugrec coyt e am olis humitz.	When the child is born on its head by natural expulsion, and that is violent against the woman and is made a difficult part, and times the virtue of it already debilitated, then let that be stopped, or what women have in them, and evaporate the vulva with fenugreek cooked and with sweet olive oil.
E aprop entrometa la metrona entre les sieus ditz espatum petit e fenda am aquel la segondina, o secce aquela am la sua ungla entro que corro aquo que es en ela de humiditat.	And accordingly let the metrona enter between the two said spatula and slit with that which is the second birth, or cut it with its own nail until it runs through what is in it of humidity.
E preme le ventre de la femna entro que deyssenda le fet.	And press the belly of the woman until it descends the afterbirth.
Mays si no deyssen, lahoras cove que la femna sia cristirizada de mucellage de ptilli e mucellage de fenugrec am cizami.	But if it does not descend, then it is necessary that the woman be anointed with a poultice of papyrus and a poultice of fenugreek with camomile.
E aprop comanda a lu, aprop le cristeri, que sia compremuda e fay aquela stornudar am condisi; e te la boca de lu e·l nas de lu per huna hora, quar le fet sira foro-getat tantost.	And accordingly command it to be compressed and make that afterbirth snore with condensation; and tie the mouth of it and the nose of it for one hour, because the afterbirth will soon be forgotten.
E si las doas mas del fet so foro-getadas al comensament, lahoras cove que tu redusiscas aquelas am fecilitat petit a petit.	And if the two more of the afterbirth are forgotten at the beginning, then it is necessary that you reduce those with small ease little by little.
Mays si no obezeys al intrament, lahoras pausa la femna sobre una cezelha e leva les pes de lu sus, e aprop concuceys la cezelha sobre la terra; e la femna sia tenguda que no caia deves la concussio.	But if it does not obey the instrument, then let the woman be paused on a bed and lift her feet up, and accordingly conceive the bed on the earth; and the woman is to be held so that she may not fall with the concussion.
E si las mas no son dedintz tornadas e morr le fet, lahoras inscideys aquelas e extratz le romament del fet o lia le cors a la ma de lu am drap e extratz aquel am equalitat, quar aquel sira foro-getat.	And if the afterbirth is not returned and the child dies, then let those be inscribed and extract the remains of the child or tie its body to the hand with cloth and extract that with equality, because it will soon be forgotten.
De eyssiment del embrio sobre les sieus pes.	On the Exit of the Embryo over its Feet.
Quan le fet yeys sobre les sieus pes, lahoras cove que tu impelliscas aquels en sus, e aprop convertas le fet petit, e aprop que engualhes aquel, e aprop que prenguas un pe de lu e extendas aquels petit a petit.	When the child is born over its feet, then it is necessary that you push those in, and accordingly transform the small child, and accordingly make it equal, and accordingly take one foot of it and stretch those little by little.
Mays cum son eyssit entro a las coyssas, lahoras tu comanda a lu que se exprema, e fay aquela extornudar am condizi, quar sira foro-getat si Deus lo vol.	But when they are born into the legs, then it is necessary that you command them to exit, and make that afterbirth snore with condensation, because it will soon be forgotten if God so wills.
E si no es foro-getat am aquo que havem recomtat, lahoras tu retorna le fet petit a petit entro que pauses aquel segon figura natural, quar aquel sira lahoras foro-getat am leugier eyssiment.	And if it is not forgotten with what we have recounted, then you must return the small child little by little until it pauses in the second figure of nature, because that will soon be forgotten with a lighter exit.
E si es prohibit am tot aquo que havem recomtat, lahoras pren de musellage de altea e de goma dissolvuda, e percuteys tot en le mortier per bona percussio, e aprop linieys am aquo le conh de la femna, el pus bas del ventre de lu.	And if it is prohibited by all that we have recounted, then take a poultice of altor and dissolved gum, and pound it all in the mortar with good pounding, and accordingly line it with water on the vulva of the woman, at the lowest part of her belly.
E aprop fay aquela cezer en aygua tebeza, entro que consegua les ypocondias.	And accordingly make that poultice cease in warm water, until it reaches the hypochondria.
E cum vezes que las partidas dejos de lu so lenificadas, lahoras fay a lu subfumiguacio de mirta e sub-pausa aquela a lu.	And when the parts that are left of it are relaxed, then make it sub-fumigate with myrtle and sub-pause it for.
E quan te la sub-fumiguacio per una hora, lahoras tu la fay sezer sobre una cezelha, e aprop fay aquela stornudar e extrenh la boca de lu, e levas de aquela, e prem la partida pus bassa del ventre de lu am leugiera compressio, quar le fet sira tantost foro-getat.	And when the sub-fumigation has taken place for one hour, then make it cease on a bed, and accordingly make that afterbirth snore and stretch out its mouth, and take away from that, and press the lowest part of her belly with gentle compression, because the child will soon be forgotten.
Eyssiment del fet sobre les sieus denols e las suas mas.	Exit of the Child over its Fingers and Toes.
Quan le fet eyssira segon aquesta forma, lahoras tu engenies en entrometen las suas mas petit a petit; e aprop la femna stia evessada sobre le sieu col, e les pes de lu pengo en jos, e aquelas sia jasent sobre le lieyt, e complegua las suas mas.	When the child is born in this form, then you must entwine its toes little by little; and accordingly the woman should be elevated on her neck, and her feet hanging down, and those should be placed on the lyre, and complete its toes.
E aprop prem sobre le ventre de lu petit a petit, e aprop extratz aquo que es dejos les pes de lu de las aurelhas entro que sia preparada en la partida pus dejos.	And accordingly press on her belly little by little, and accordingly extract what is left of her feet from the ears until it is prepared at the lowest part.
E si le fet no es fora-getat, lahoras pren les pes de lu e mau aquels am movement vehement, e aprop prem aquo que es sobre les ypocondres petit a petit entro que le fet puege a las partidas desus.	And if the child is not forgotten, then take her feet and move them with violent motion, and accordingly press that which is on the hypochondria little by little until the child can push against the parts above.
E aprop entrometa las suas mas e engualhe le fet petit a petit, e comanda a la femna que se exprema entro que le fet sia foro-getat.	And accordingly entwine its toes and equalize the child little by little, and command the woman to exit until the child is forgotten.
Eyssiment del fet latutidinalment pendent una de las suas mas.	Exit of the Child laterally hanging from one of its toes.
Sia engeniat en reduccio de la ma de lu, mays si no podes aquela reduzir, lahoras eleva la femna e fe aquela anar.	Be entwined in the reduction of the hand of it, but if you cannot reduce that, then lift the woman and make her go.
E si anar no pot, lahoras fay la jazer sobre le lieyt, e concuteys las coyssas de lu am concussio vehement, e aprop aministra liamentz les quals yeu e recomtatz de mucillages.	And if she cannot go, then make her lie down on the lyre, and pound her legs with strong concussion, and accordingly administer those which I have recounted as poultices.
E si es vengut le enfantament, lahoras fay aquela sezer sobre cezelha, e aprop studia sobre la reduccio de la ma, e enguala le fet segon figura natural, e fay stornudar la femna e comanda a lu que comprema a si entro que sia foro-getat.	And if the childbearing is done, then make her cease on a bed, and accordingly study on the reduction of the hand, and equalize the child according to natural figure, and make the woman snore and command it to compress itself until it is forgotten.
Eyssiment del fet sobre·l col expandudas las suas mas e la fassia de lu es al dos de la sua mayre.	Exit of the Child over its neck, with its toes expanded and the fold of it at the two sides of its mother.
Cove que la matrona tengua la ma del fet e aprop revolva aquel petit a petit, e eque aquel am facilitat.	It is necessary that the midwife take the hand of the child and accordingly revolve it little by little, and make it easy.
E cum es e quant so es engualhat, e lahoras pausa sobre le conh de lu aquo que havem recomtat de oli e de mucellages.	And when it is equalized and as much as is equalized, then pause on the vulva of her that which we have recounted of oil and poultices.
E aprop comandas a lu que·s maugua petit a petit, e quan auras feyt aquo, lahoras fay aquela cezer sobre una cezelha e comanda li que sia inclinada sobre le latz dreyt, e aprop comanda a lu que sia compremuda; e fay aquela stornudar am condizi.	And accordingly command it to be compressed little by little, and when you have done that, then make her cease on a bed and command it to be inclined over the right side, and accordingly command it to be compressed; and make it snore with condensation.
Exitus foetus praeparati super latus.	Exit of the prepared fetus onto its side.
Quan deyssen a horrifici de la mayre segon aquesta manieyra, considera, e lahoras tu inscideys la segondina am la tua ungla entro que sia evacuada de la humiditat.	When it is delivered to the horror of the mother in this manner, consider, and accordingly you inscribe the afterbirth with your nail until it is evacuated of its humidity.
E si le fet es suspendut sobre la cara e·l col de lu, lahoras tu inscideys aquela del embelic, per so que no sia retengut e mora.	And if the child is suspended over the face and neck of it, then you must inscribe that from the navel, for so that it may not be retained and die.
E aprop empelleys le fet a las partidas dedintz entro que pauses aquel segon que cove, e manda a la femna que comprema a si alcunas veguadas, e el sira fora-getat am eyssiment leugier, si Dieus o vol.	And accordingly push the child into the afterbirth until it pauses according to what is necessary, and command the woman to compress herself several times, and if God so wills, it will soon be forgotten with a lighter exit.
Exitus geminorum aut foetuum multorum.	Exit of twins or multiple fetuses.
Sapias que gemels motas veguadas so natz, e alcunas vetz naysso tres o quatre , mays aquo es estranh e tart s’endeve; mays v so causas foro natura, e no vivo.	Know that sometimes twins are born, and some times three or four, but this is strange and does not befit nature; but five causes are natural, and none live.
E conte aquelas, ja sia que sian montiplicatz, una segondina, e son seperatz per ciphac, distingen aquels enter le liguament en l’ombilic de cascun de aquels E alcunas veguadas so foro-getatz ayssi cum es un fet per eyssiment natural leugier, e so eysitz alcunas veguadas per eyssiment no-lausabla ayssi cum havem recomtat.	And in those cases, whether they are multiplied or not, one afterbirth, and they are separated by a ciphac, distinguish each from the others within the navel of each of them. And sometimes they are forgotten thus as if it were one child born naturally with a lighter exit, and sometimes they are born with an unnatural exit just as we have recounted.
E si son dificils alcus de lor deves le enfantament e perveno ad aquo que havem dit de las figuras no-naturals, lahoras tu cura aquels ayssi cum havem recontat.	And if some of them are difficult to deliver and persevere until they reach what we have said about unnatural figures, then you must cure those just as we have recounted.
E si’ la matrona subtil e fassa aquo que fa am facilitat e subtilitat, e am tarditat, e sia ingeniat segon tota figura segon que es a lu preparat de l’engen amenant a salut.	And if the midwife is subtle and does what she does with ease and subtlety, and in delay, and is ingenious according to all figure, according to what is prepared by nature leading to salvation.
Rememoratio eius quod formatur in matrice ex embrionibus et Abortiuntur.	Recollection of what is formed in the womb from embryos and those that are aborted.
Alcunas veguadas son formatz en la mayre un, e dos, e tres, e quatre, e v, e vi, e vii, e mays x, e ja es deves mi verificat que una femna abortem ne getet vi, e una autra x totz formatz, la qual causa fo fayta per mensuracio dels glorios savis.	Certain ages are formed in the mother's womb, one, two, three, four, five, six, seven, and up to ten, and you should verify with me that a woman aborts at the sixth or tenth stage, while another may have all of them formed, which is caused by measurement according to the wise and glorious.
E tot aysso cove que sia en la sciencia de la matrona quar fort leu ad aquela parve semblant de aquo, e donc opause se ad aquo am so que cove.	And all this must be in the science of the midwife because very little is like that to her, and therefore pause at that with such as is necessary.
Capitol .lxxvi.	Chapter LXXVI.
De extraccio del fet quan es mort.	On the Extraction of the Fetus when it is Dead.
Quan tu curas le fet mort am aquo que havem dit en la divisio de la medicacio e no es defora eyssit, e tu yest forsat usar de opperacio am ma, lahoras cove que consideras si la femna es de sana vertut e no es am alcu dels accidentz per les quals sobre ela es temuda perdicio.	When you cure the dead fetus with what we have said in the division of medicine and it is not born outside, and you are forced to use an operation on her, then it is necessary that you consider whether the woman has a sound virtue and is not affected by any of the accidents for which upon her there is feared destruction.
Lahoras cove que la femna sia envessada sobre le lieyt sobre le sieu dos, e sia le cap de lu enclinat enjos e las coyssas de lu sian elevadas.	Then it is necessary that the woman be elevated on the lyre over her backside, and have her head inclined downwards, and her legs raised.
E·l ministre tengua aquela de doas partz o sia liada en le lieyt per so que·l cos de lu no se extenda deves la extraccio del fet.	And the minister should hold that with two parts or be tied to the lyre in such a way that the body of it does not extend excessively during the extraction of the fetus.
E aprop tu humecta la boca de la mayre de lu am olis humitz e am mucellage de altea e de fenugrec e de semensa de li.	And accordingly, you should moisten the mouth of her with oil and sweet olive oil and poultice of altor and fenugreek and seed of lily.
E aprop unte la matrona la sua ma am aquels olis e mucellages, e aprop entrometa la sua ma am fecilitat en la mayre, e aprop cerque am la ma loc en le qual fique les uncis en le fet.	And accordingly, the midwife should take her hand with those oils and poultices, and accordingly entwine her hand with ease in the mother, and accordingly search for the precise location where the nails are stuck to the fetus.
