Ayssi comensan las paraulas de Albucasim .	Thus begin the paragraphs of Albucazim.
E donc sanat es per sanacio entiera, e nada es en loc de os carn dura; e es fayta bona la disposicio de lu en le sieu cors e retornec la vertut de lu; e es conversat en las suas disposicios e no fec a lu contrarietat en ambulacio ni nocument en denguna causa.	And thus it is healthy through entire sanity, and nothing is in the place of hard flesh; and it is made good the disposition of it in the whole body and returned its virtue; and it is converted into its dispositions and did not make opposition in walking nor harm in any cause.
Mays si es os eminent en loc del cors ja trauquat, lahoras cove que tu secces aquel segon aquesta manieyra: e es que tu prenguas liament e strenh aquel en la extremitat de aquel os eminent, e comanda ad alcu que extenda aquel en sus; e pausa aquel liament de lana pus gros del primier liament; e aprop lia aquel sobre la carn que es dejos le os, e exten la extramitat de lu per que atires la carn a las partidas dejos, e tu descuebras la carn sobre le loc le qual voles serrar per que la serra no leda la carn.	But if it is an eminent bone in the place of the body already troubled, then cover that you seize it according to this manner: and it is that you take a ligament and strengthen it in the extremity of that eminent bone, and command it to extend to its own; and pause that ligament of wool thicker than the primary ligament; and then bind it above the flesh that is beneath the bone, and extend the extremity of it so that it attracts the flesh to the parts beneath, and you discover the flesh over the place which you want to saw so that the saw does not cut the flesh.
E pausa fust o taula dejos le os decentment, quar quan tu fas aquo no es prohibida la serra que no secce la carn corrumpuda.	And stop putting a tablecloth underneath them, because when you do that it's not prohibited to serrate the corrupted flesh.
E cove que sia la serradura sobre le loc corrumput petit a petit, quar si es en la concavitat del os corrupcio e no appar en la sua apparicio al sentiment, e forssa a serratura de lu autra veguada.	And cover the serrated area over the small corrupted part little by little, because if it's in the cavity of the corrupted bone and doesn't appear in its appearance to the sense, and strengthen the serration of the other side.
E si le os es corrumput e no-eminent, abantz es la una partida continuada am la autra, e la corrupcio es al mieg loc o en partida de lu, lahoras tu descuebre la carn de totas partz tota; e aprop pausa fust dejos, e aprop serra aquel de la primiera partida la on es la corrupcio entro que sia continuada la serratura del autra partida.	And if the bone is corrupted and not prominent, before it's one continuous part in the other, and the corruption is in the middle or in a part of it, then you discover the flesh of all parts entirely; and stop putting a tablecloth underneath, and stop serrating that of the first part where the corruption enters until the serration of the other part is continued.
E sia la serradura segon le loc de la corrupcio un petit, segon que havem dit.	And make the serration according to the place of the corruption a little, as we have said.
E si la corrupcio es en la junctura, inscideys aquela junctura corrumpuda, e serra le os la on es continuat del autra part.	And if the corruption is in the joint, cut into that corrupted joint, and serrate the bone where it's connected to the other part.
E si de la corrupcio es en la continuacio de doas juncturas, lahoras no es en lu razio sino engen.	And if the corruption is in the connection of two joints, then it's not in the reason but in the ingrown.
E si la corrupcio es en le pecte de la ma o del pe, es mot dificil; empero cove que tu inquieras la corrupcio en qual manieyra appareys a tu, e que abradas aquela, e mondes aquela segon quascuna disposicio la qual es a tu possibla, e am cascum engen sia rectificat a tu, quan no fa a tu contrarietat vena o nervi.	And if the corruption is in the chest of the hand or foot, it's very difficult; however cover that you inquire about the corruption in whatever manner appears to you, and take hold of that, and remove that according to each disposition which is possible for you, and make an effort so that everything is rectified for you, when not doing contrariety comes to you or nervousness.
E sapias qual es inscididors e las serras a inscidir aquestz osses son motz segon le situament dels osses, e la preparacio de aquels, e la grosseza de aquels, e la subtilitat e la grandeza e la parvitat de aquels, e la duricia e la lor raritat; per que cove que tu prepares a tota specia de operacio estrument convenient ad aquela opperacio.	And you know that the incisors and the serrations are suitable for incising those bones according to the situation of the bones, and their preparation, and their thickness, and their subtlety and greatness and their smallness, and their hardness and their rarity; because it is necessary that you prepare all kinds of operational instruments convenient for that operation.
E sapias que aquela operacio significa a tu sobre la specia del strument del qual indigeysses; quan am tu es gran studi e lonc e conoyssensa de las manieyras de aquesta art, e testimoni de manieyras de malautias, quar lahoras ja tu las avias per tu meteys aquo que es convenient a lu dels sturmentz a tota malautia.	And you know that this operation means to you about the kind of instrument you need; when you have great study and long experience with the manners of this art, and testimony of manners of illnesses, because then you would have them for yourself to measure what is convenient for each illness according to the instruments.
E yeu so a tu formant en la fi de aquest capitol le nombre dels instrumentz les quals pausaras cum eyssimples am les quals proceziras a la tua prohibicio la qual experimentaras sobre las autras.	And you will form in the end of this chapter the number of instruments which you will pause with, as simple as those which proceed to your prohibition which you will experience about the others.
Forma de serra:	Method of serration:
Forma de autra serra:	Method of another serration:
Forma de autra serra:	Method of another serration:
Forma de autra serra gran:	Method of another large serration:
Forma de ray:	Method of a groove:
Sia le cap de aquest ray segon la forma de cap de clau stellat, e les puntz de lu sian segon la forma dels puntz alstefegi.	Make the head of this groove according to the form of a star-shaped claw, and the points of it are according to the form of the pointed alfefeigi.
E no conveneys sino que am aquel sian confricadatz les caps de las juncturas quan so corrumpudas, o es la boca gran ampla.	And it's not convenient unless you confide in that groove the heads of the joints when they're corrupted, or it's a large and wide mouth.
Forma de razori major dels autres:	Method of the major razor of the others:
Forma de razori menor:	Method of the minor razor:
Forma de razori lat:	Method of the wide razor:
Forma de serra autra decentment fayta: sia fayt arc de lu pus sobira e la acuitat de lu de ferr, e le membre de lu de boys punhal descentment fayt.	Method of another serration done properly: it is made with an arched piece of iron above and the sharpness of the iron, and the member of the iron of boys is properly descended.
Forma de lu:	Method of it:
Forma de razori en la qual ha concavitat:	Method of the razor in which there is a cavity:
Forma de razori autra subtil:	Method of another subtle razor:
Forma de autra razori de curvada extremitat:	Method of another razor with a curved extremity:
Forma de rasori petit semblant a tenta:	Method of a small razor resembling a probe:
Forma de incisori am le qual so inscidit les osses:	Method of the incisors with which you incise the bones:
Forma de inscisori autra minor:	Method of another minor incisor:
Forma de un autra inscissori; aquest semblant a ray, e la extremitat de lu es cum serra, e es exhibit en motz locs en la razio dels osses:	Method of another incisor; this resembles a groove, and the extremity of it is like a serration, and it is exhibited in many places in the ratio of the bones:
Forma de ray lo qual conveneys a rasio de aquel que es perforat dels osses:	Method of a groove that suits the ratio of that which is perforated in the bones:
E la extremitat de lu es triangulada e de aguda extremitat.	And the extremity of it is triangular and has a sharp point.
E es fayt de ferr de India , e semblantment cove que totas las causas que havem ditas de rasoris e de inscissoris e de serras.	And it's made of Indian iron, and similarly you know that all the causes that we have mentioned about razors and incisors and serrations.
De inscizio extremitatz e de la serratura dels osses.	Of incision extremities and of the serration of the bones.
Las extremitatz se poyresso o per causa intrinseca o per causa extrinseca, o cum tu auras medicat aquela corrupcio per curacio de aquelas medicinas e la curacio no comfereys, o vezes la corrupcio anar deves le membre la qual no percuteys denguna causa, lahoras cove que tu inscidas aquel membre entro aquo la hon acossec la corrupcio, per que le malaute evasesca per aquo de mort o de malicia que es major defeliment del membre.	The extremities are weakened either by an intrinsic cause or by an extrinsic cause, or as you have medicated that corruption with a cure of those medicines and the cure doesn't concur, or sometimes the corruption wanders to the member which doesn't perceive any cause, then it's known that you incise that member until the honor reaches the corruption, so that the evil may escape through death or major defect of the member.
E le senhal de aquel al qual accideys, es que·l membre es fayt negre entro que sia cujat que foc la ja comburit, o se poyreys aprop la negror entro que la poyredura aquela ane entro aquel membre que siec lu e que prengua tot le cors; e donc coyta te am inscizio de aquel.	And the sign of that which happens to him, is that the member becomes black until it's seen that fire has already burned, or it's weakened near the blackness until the weakening reaches that member which is its own and takes all the body; and thus you will have incision of that.
E semblantment si es causa de la corrupcio percussio de alcunas causas venenosas ayssi cum de scorpio mari o de vupera o de rutela e de semblantz.	And similarly, if it's a cause of corruption from poisonous causes, such as from scorpion sting or viper bite or from rue and similar things.
E si la corrupcio o la percussio es en la extremitat del dit, lahoras tu inscideys le dit e no dones spazi a la corrupcio per que ane entro a la ma.	If the corruption or percussion is in the extremity of the finger, then you insert the finger and do not give space to the corruption so that it does not enter into the hand.
E semblantment si accedeys a la ma, lahoras tu inscideys aquela de la razit del focil, e no dones spazi a la corrupcio entro que prengua en le focil del bras.	Likewise, if it reaches the hand, then you insert that from the root of the forearm, and do not give space to the corruption until it takes hold in the forearm.
E si envezeys aquel, lahoras inscideys le bras entro al coyde en la junctura.	And if you surround it, then insert the arm up to the elbow at the joint.
E si passa otra la corrupcio e la vezes enviro le coyde, lahoras en aquel es la mort del malaute; e aministrar autra causa otra aquo en curacio es quantitat de vertut.	And if the corruption passes beyond the elbow and surrounds the joint, then in that case it is the death of the patient; and to administer another cause for the cure is a quantity of virtue.
E semblantment fay del pe quan corrupcio envezeys le dit del pe, lahoras tu inscideys aquel entro ad un dels nozes.	Likewise, it happens to the foot when corruption surrounds the toe of the foot, then you insert that into one of the nostrils.
E si pren en la pente del pe, lahoras tu inscideys tot le pe.	And if it takes hold on the edge of the foot, then you insert the whole foot.
Mays si pueja entro al denol, lahoras tu inscideys la camba entro a la junctura del denol.	Maybe it penetrates into the tooth, then you insert the leg up to the joint of the tooth.
E si la corrupcio ja es pervenguda sobre le denol, lahoras en lu no es engen sino dimissio, e layssar le malaute a la mort.	And if the corruption has already spread over the tooth, then there is no remedy except dismissal, and leaving the patient to death.
E la manieyra de inscidir le membre o de serrar lu es que tu strenhas le liament en la partida pus dejos la qual voles inscidir, e strenh autre liament sobre le loc; e extenda le ministre un liament a las partidas dejos, e extenda le ministra autra liament en sus; e tu separa la carn la qual es entre dos liamentz ain spatum lat entro que sia descuberta tota la carn; e aprop sia inscidit o serrat.	And the manner of inserting the limb or of cutting it is that you strengthen the ligament in the part below where you want to insert, and strengthen another ligament over the area; and extend the minister a ligament to the parts below, and extend the minister another ligament above; and you separate the flesh which is between two ligaments until it is discovered completely; and then it is inserted or cut.
E cove que sia pausat drap de li de totas partidas per so que no toque le loc sa, e que vengua al malaute lesio ajustada e apostema caut.	And take care that there is a pad of linen cloths on all parts so that it does not touch the area, and that the patient's adjusted lesion and abscess are cautious.
Mays si accideys flux de sanc quan obras, lahoras tu cauteriza le loc coytadament, o pausa sus lu alcunas polveras restrenhentz le sanc; e aprop retorna a la tua medicacio entro que sia complida.	Maybe it happens that there is a flow of blood when you operate, then you cauterize the affected area strongly, or stop the bleeding with certain powders that restrain the blood; and then return to your medication until it is completed.
E aprop lia le membre plaguat am liament al u convenient, e cura aquel entro que sia sanat.	And then bind the affected limb with a ligament in a convenient way, and take care of that until it is healed.
E yeu recomti a tu aquo que endevenc a un home en le sieu pe, aquest meteys accident le qual yeu e a tu recomtat, le qual es quar accidic a lu negror en le sieu pe am adustio que era asemblada a combustio de foc.	And I recommend to you that you undertake to go to a man in the city who has had this same accident, which you and I have recommended, which is because it happened to him in the city foot with adjustment that was assembled for combustion of fire.
E aquela corrupcio accidic primierament en le sieu dit entro que tendec tot le pe.	And that corruption happens primarily in the city finger until it reaches the whole foot.
E adonc aquel home preparec per si meteys pus que vic la curacio anar al membre am la vehemencia de lu que atrobec de dolor e de adustrio de lu, e el inscidic aquel pe entro a la junctura, e foc sanat.	And then that man prepares himself for such a method because he sees the cure coming to the limb with the violence of it that removes pain and adjustment of it, and inserts that foot up to the joint, and fire heals.
Lonc temps accidic a lu aquela meteyssa corrupcio en le dit de la ma indic.	A long time happened to him that same corruption in the finger of the hand indicated.
E adonc venc a mi, e so me perforsat repercutir aquela superfluitat am aquo que pausegui sobre la ma de las medicinas, aprop la mundificacio del cos de lu; e no es repercussa la superfluitat e comensec anar al autra dit entro que comensec en la ma.	And then it came to me, and I perfectly performed the removal of that superfluity on the hand of the medicines, then the purification of the body of it; and it does not remove the superfluity and begins to go to the other finger until it begins in the hand.
E el apelec me a inscidir la ma de lu, e yeu no volgui far aquo sperant sobre la repercussio de aquela superfluitat, e mays que temegui deves la inscizio de la ma de lu mort, quar la vertut del malaute era sobre cazement.	And it appeared to me to insert the hand of it, and I did not want to do that expecting about the removal of that superfluity, and maybe you should fear the insertion of the hand of death, because the virtue of the patient was on the decline.
E pus que el se desperec de mi, es retornat en la sua terra e pervenguec a mi que aquel home preparec e inscidic la sua ma tota, e es sanat.	And since he departed from me, he returned to his land and it happened to me that the man prepared and inserted his whole hand, and he was healed.
E no he adhuzida aquesta narracio sino per que sia adjutori sobre aquo que catz de aquesta malautia, e que sia significacio per la qual sia significada e segon la qual sia obrat.	And I have not added this narration except to be an aid concerning that which is said about this illness, and that it may be significant for what is signified and according to what is operated.
De cura sinuum et qualitate clisterizationis cum medicinis.	About the care of joints and the quality of cleansing with medicines.
Quan accideys apostema en alcus membres carnozes e·l spazi de l’apostema es prolonguat entro que fa colleccio de sania, e aprop es romput e perforat, e es eyssida de lu la sania, e roman le loc vuoyt quays cum si era vayssel, e la codena que es desobre lu ayssi cum drap subtiliat, e no es pervengut a deriera corrupcio, e no inprimeys en le os o en nervi ni en liament, es apelat sinu, e no es nompnat fistula.	When an abscess occurs in certain carnal members and the space of the abscess is prolonged until it makes a collection of blood, and then it bursts and perforates, and it is drained of its blood, and one remains at the place where it was like a vessel, and the cord that is above it like a subtle drain, and it does not reach a further corruption, and it does not impress on the bone or in the nerve or in the ligament, it is called a sinus, and it is not named fistula.
Mays empero si le spazi es prolonguat entro que la corrupcio enprema en alcun membre, lahoras es appelada fistula e no zukem.	Maybe sometimes the space is prolonged until the corruption begins in certain members, then it is called a fistula and not a sinus.
E la cura de lu es que inscidas aquela codena tota ayssi cum es revolvut, e majorment quan es subtiliada e es fayta cum drap, e comfizas que no adhereys al loc per la sua corrupcio.	And the cure of it is that one inserts the entire cord like a spiral, and mainly when it is subtly drained and made like a drain, and it confirms that it does not adhere to the place for its corruption.
Mays si tu speras que la codena adheresca e que aquela corrupcio no aja conseguit per deriera consecucio, e en la codena ha spassitut de cara, lahoras tu cura aquel am clisteri.	Maybe you hope that the cord adheres and that corruption does not achieve further consequences, and in the cord has passed with a gentle touch, then you cure that with cleansing.
E es que consideras al sinu, e lahoras si es gran, e·l brac que yeys es de fetent odor, lahoras clisteriza aquel am medicament egipciac le qual es de oli e vi agre e ziniar recebent partidas enguals, e sian ajustadas en un vayssel, e sian coytas sobre le foc entro que’l medicament se fassa rog e pervengua a specitut de mel.	And it is that you consider the sinus, and then if it is large, and the arm that you have is of fetid odor, then cleanse that with Egyptian medicinal oil which is of olive and vinegar and zinian receiving equal parts, and adjust them in a vessel, and place them over the fire until the medicine makes a noise and reaches a specific time for honey.
E aprop tu pren de lu aquo que es necessari e dissolveys lu am aygua e mel; e clisteriza am aquel le sinu, e strenh le orrifici de lu, e layssa la medicina en lu per la quantitat de doas horas.	And then you take of the water that is necessary and dissolve it in warm water and honey; and cleanse the wound with it, and strengthen the orifice, and leave the medicine in it for a quantity of two hours.
E aprop extratz aquela am sprecio; e fay aquo per tantz dias entro que sia mundificat le sinu e sia remauguda la pudor.	And then extract that in precise measure; and do it for as many days as are needed until the wound is purified and the pus is removed.
E alcunas veguadas es clisterizat am aygua de cendre, quan no es a tu prezent aquest medicament; e es que tu prenguas la cendra de vitz, e met sobre lu aygua; e aprop cola aquela e clisteriza aquel am ela entro que te confizes que·l sinu lahoras es ostat.	And some vegetables are cleansed with warm water of cinder, when it is not present to you this medicine; and it is that you take the cinder of vitriol, and mix it with the water; and then strain that and cleanse the wound until you confirm that the wound is healed at that time.
E si le malaute no ha tollerancia sobre le medicament egipciac ni l’aygua de la cendre, lahoras clisteriza aquel am aygua e mel e quays sia mesclat ziniar trissat, e clisteriza aquel am vi e mel mesclat, quar de proprietat de mel es que mondifique e lave, e le vi fa adherir le sinu, e majorment quan en le vi ha superfluitat de stipticitat e de siccitat.	And if the patient does not have tolerance for the Egyptian medicine nor the water of cinder, then cleanse the wound with warm water and honey, and mix zinc oxide three times, and cleanse the wound with warm water and honey mixed, because the property of honey is that it purifies and cleanses, and the wax makes the wound adhere, and it is greater when the wax has overflowed with humidity and dryness.
E cum tu fas aquo alcunas veguadas e te comfizes que·l sinu ja es remaugut, lahoras clisteriza aquel am aquo que fa naysser la carn en lu.	And when you do some vegetables and you confirm that the wound is already healed, then cleanse the wound with water that makes the flesh grow in it.
E es que prenguas de enguent dyafinicon e dissolveys aquel am oli rozat e vi stiptic; o que clisterizas aquel am alcunas medicinas e enguentz autres que hajan las proprietatz les quals ja he yeu scritz en le tractat dels enguents.	And it is that you take from the juice of dyaphinicon and dissolve it in oil of rose and wax; or that you cleanse with some medicines and other juices that have the properties which I have already written about in the treatise on juices.
E si le orrifici del sinu es streyt en le qual no es recebuda la canula del clisteri, lahoras tu le amplifique aquel am ferr petit a petit, e pausa en lu calgua envolopada en enguent egipciac o en enguent basilicon entro que sia amplificat.	And if the orifice of the wound is narrow where the cannula of the syringe cannot be received, then you amplify it by inserting a small iron instrument little by little, and pause in the water enveloped in Egyptian juice or in basilicon juice until it is amplified.
E semblantment si le orrifici es ample, lahoras tu agregua las labias de lu am sutura e layssa de lu quantitat en la qual intre le clisteri ses addicio.	And similarly if the orifice is wide, then you bring together the lips of the wound with suture and leave as much as possible in the quantity where the syringe is inserted.
E si le orrifici de lu del qual corr le brac es elevat a las partidas desus, lahoras secca aquel en le pus bas loc que es en lu per que le brac corra entro dejos, quar quan le brac es coartat en la preondeza de sinu la carn esser en lu engendrada.	And if the orifice of the wound where the arm flows is elevated to the upper parts, then dry it in the lower place where it is in the arm so that the arm may flow until below, because when the arm is constricted at the beginning of the wound, the flesh will be engendered in it.
E si no es a tu possible seccar le sinu entro al enviro del os pus bas segon que voles, lahoras te perforssa que prepares le membre am preparacio per la qual corr de lu le brac leugierament segon que es a tu apparelhat e que no sia en lu retengut alcuna causa del brac.	And if it is not possible for you to dry the wound until around the lower parts of the pus, then you must prepare the member with preparation for which the arm flows freely according to what appears and that there is no retention of any cause in the arm.
E pren medicinas consolidativas que sian pausadas sobre le sinu convenientz ad aquo que vols exxten aquelas sobre drap de li.	And take consolidative medicines that are placed over the wound conveniently, adapted to what you want to extend those over a cloth of linen.
E le drap sia de tan gran quantitat cum fa la comunicacio de tot le sinu; e aprop inscidey am las forfexs en le dreyt del orrifici del sinu un trauc pus ample un pauc que l’orrifici del sinu; e aprop exten sobre autre drap de li dels enguentz leons segon la quantitat del trauc, e pausa le sobre aquel per posicio longinqua del orrifici del sinu per que sia aleujat le eyssiment del brac de lu e no ostes le drap gran sino aprop alcus dyas una veguada.	And the cloth is of such great quantity as it makes communication with all the wound; and then insert the forks in the right of the orifice of the wound, one track wide enough that the orifice of the wound; and then extend over another cloth of linen of the Egyptian juices according to the quantity of the track, and place it on top of that for a long position of the orifice of the wound so that the swelling of the arm is alleviated and no great cloth is needed unless you have some days' rest.
Mays aquel que es sobre le orrifici del sinu, le qual remauguas en tota hora per so que yesca aquo que es ajust en lu del brac.	Moreover, that which is above the orifice of the wound, which is removed at all hours so that you may see what is adjusted in it from the arm.
E per que sapias si aquo que corr de lu del brac es mot o pauc, o es digest, o es no-digest.	And so that you know if what flows from the arm is much or little, or is digested, or is not digested.
E am aysso tu considera le loc de aquel sinu, si en lu sent le pacient dolor o no, e si es en lu apostema.	And also you consider the place of that wound, if in it the patient feels pain or not, and if it is in an abscess.
E cum la tua medicacio es prolonguada en la tal manieyra, e vesas la matiera que es gitada sobre le orrifici del sinu ja adhereys, o se apropria adherencia, lahoras le mayti tu le deslia o le tertz dia, e quan deslias la plagua, lahoras muda le drap per autre e renova le enguent.	And when your medication is prolonged in such a manner, and you see the matter that is gathered over the orifice of the wound already adheres, or it acquires adherence, then you may delay it for two or three days, and when you delay the plague, then change the cloth for another and renew the juice.
Mays si del sinu aprop lon spazi yeys virus subtil, lahoras no te desperes de la adherencia de li, quar la sanacio de lu se apropria, quar so alcus homes en les quals tarda generacio de carn en las lors plaguas, e de aquels so en les quals es fayt le contrari de lu.	Moreover, if the wound has a subtle and gentle virus, then do not despair of its adherence, because the healing of it is acquired, because some homes are in those where delayed generation of flesh occurs in those plagues, and of those that are done in those where the contrary of it is made.
E si del sinu aprop motz dias es yssit brac indigest, lahoras sapias que·l sinu no adhereys; e si es tardada la adherencia del sinu e es la causa prolonguada, lahoras tu ajusta en exsiccacio de las medicinas, e si las medicinas so humidas en lor substancia e en la sua vertut, son seccas ayssi cum enguent dyafinicon, quan es en lu ajustada superfluitat de addicio de zegi.	And if the wound for many days is an indigested arm, then you know that the wound does not adhere; and if the adherence of the wound is delayed and it is the prolonged cause, then you adjust in desiccation of the medicines, and if the medicines are humid in their substance and in their virtue, they are dried thus like Egyptian juice, when it is adjusted with an overflowing addition of zeigy.
E le mays derier am le qual es curat, es que prenguas de enguent dyafinicon e sia dissout en oli rozat, e sia sobre lu vojat vi antic engual en la sua substancia, e aprop comfeys aquel am lu, e usa de aquel.	And the last thing in what is cured, is that you take Egyptian juice and dissolve it in oil of rose, and place it on the veiled arm with its substance, and then confirm that it is good for him, and use it for him.
E ja fa semblant en aquela accio, quan no y a brac, enguent dyafinicon, mel quan es coyt entro que sia engrossat, e usa de lu; o que prenguas mirra e aloen e enses, e trissa tot e polveriza sobre le mel quan es sus le foc, e aprop lineys aquo sobre drap e strenh aquel sobre le sinu; e lineys aquel am le mel le qual has cuoyt entro que es engrossat, e polveriza sobre drap e strenh aquel.	And thus it is similar in that action, when there is no arm, Egyptian juice, honey which is cooked until it is thickened, and use it for him; or take myrrh and aloes and grind them, and sprinkle all over the honey which is on the focus, and then strengthen it over the cloth and hold it over the wound; and strengthen that honey which has been cooked until it is thickened, and sprinkle over the cloth and hold it.
E alcunas veguadas so administratz am lu aristologia longua e razitz de lili celesti (e es lili celesti) e farina de errs e centaurea, e usa de aquels simples o ajustatz, trissa aquels e cribela e polveriza sobre le mel le qual he recomtat; e husa de lu.	And certain clarified remedies are to be administered in the long aristology and roots of celestial lilies (and they are celestial lilies) and farina of errors and centaury, and use of those simple or adjusted, trituring them and powdering over the honey which has been recommended; and its juice.
E si es prolonguat le sinu, e no es sanat per aquesta curacio, lahoras sapias que la corrupcio es en le preon de lu, e ja fa enquisicio en les osses o en les autres membres durs o als liaments; lahoras tu le cura am curacio fistular, ayssi cum desus es dit.	And if the sinus is prolonged, and it is not healed by this cure, then you know that the corruption is in the marrow of it, and already there has been inquiry into the bones or other hard members; then you will heal with a fistular cure, just as it has been said below.
De curacio de panarici et unguis attritae et incisione digiti additi et sectione.	About the cure of gouty hands and worn-out nails and incised fingers and severed sections.
Panarici es apostema le qual nays dejos la ungla del dit pous de la ma o del pe, e fort leu nays en les autres ditz, e cum es prolonguat e la sua curacio es mens prezada, o es apostemat de apostema caut, o es corrumput, e gieta brac entro que corrodeys la razitz de la ungla, e fort leu corromp aquela tota, e fort leu perve la sua corrupcio al os entro que es a lu odor fetent, e es fayta la extremitat del dit lada, e la color de lu es fayta fusca.	Gouty hands are an abscess that grows beneath the nail of the hand or foot, and it grows in the other fingers, and as it is prolonged and its cure is less expected, or it is abscessed by a hot cautery, or it is corrupted, and it throws out a bitter humor that corrodes the root of the nail, and it corrupts all of it, and it pervades its corruption to the bone within, so that it has a foul odor, and it makes the extremity of the finger lame, and the color of it becomes dark.
E donc quan tu auras aquel am aquo que havem dit en la divisio e no comfereys la tua curacio, lahoras cove que tu inscidas am ferr tota la superfluitat que es romasa de la ungla e aprop cauteriza la plagla aprop aquo, quar cauteri mot es juvatiu en aysso.	And so when you have that water which we have spoken of in the division and it does not comply with your cure, then it is necessary to incise all the superfluous flesh that has grown from the nail and to cauterize the wound properly, because the cautery motion is not helpful in this case.
Mays si le os es sa e la ungla es sana, e las addicios de la ungla vuoydas ja compremen las carns a las partidas dedintz, e comensan lu punger e ledeysso aquela, lahoras cove que tu pauses ray subtil dejos le angle de la ungla que pungeys la carn, e impelleys aquela sus e inscideys aquela carn am facilitat, e pausa sobre aquo que roman de la carn de las medicinas comburentz corrosivas entro que sia tot remaugut; e aprop cura aquel am enguentz entro que sia sanat.	But if the bone is sound and the nail is healthy, and the additions of the nail are already comprehending the flesh in the divided parts, and they begin to putrefy and lead to that, then it is necessary to make a subtle incision beneath the angle of the nail that puts flesh, and to impel it upon and incise that flesh to facilitate, and pause on what remains of the flesh of the corrosive medicines that consume until it is totally removed; and properly cure that wound so that it may be healed.
Mays si la corrupcio ja enprem en le os, lahoras cove que tu inscidas le os aquel e le extraguas, car nul temps no es sanat que sia en lu le os corrumput.	But if the corruption has already taken hold in the bone, then it is necessary to incise the bone and extract it, because no time is wasted on healing what is corrupted in the bone.
E si vezes la corrozio e la corupcio anar en le dit, lahoras tu inscideys aquel en un dels nozes segons que es premesa la sua rememoracio, e aprop cura aquel entro que sia sanat.	And if the corrosion and corruption are going into the finger, then you incise it in one of the nodes according to the premise of its removal, and properly cure it so that it may be healed.
Mays si a la ungla endeve percussio o atricio, e endeve en aquela dolor vehement, lahoras cove que tu al comensament fleubotomes le malaute, e aprop secca la ungla am spatum agut am seccio transversa desus en jus, e guarda te que la seccio no pervengua entro a la carn que es dejos la ungla, quar tu faras accidir al malaute dolor vehement, e sira causa a nativitat de la carn ajustada superflua en le loc; e aprop cura aquel loc am aquo que ceda dolor.	But if the nail has received percussion or attrition, and it is in that vehement pain, then it is necessary to begin by fleubotomizing the affected area, and properly cut the nail with a spatula-like instrument above just, and beware that the cutting does not penetrate into the flesh beneath the nail, lest you aggravate the affected painful area, and it will cause the nativity of the superfluous flesh adjusted in that place; and properly cure that place so that it ceases to give pain.
Mays dit ajustat, le qual es nat en las mas de alcus homes, fort leu es carnos tot, e fort leu so en lu osses, o fort leu es en lu ungla.	But that which is adjusted, which is born in the marrow of some men, is entirely flesh, and it is entirely in the bones, or it is entirely in the nail.
E alcus de lu son natz en la razit de la junctura, o es la nativitat de lu en alcus nozes dels ditz.	And some of them are born in the root of the joint, or it is the nativity of them in certain nodes of the fingers.
Mays aquel que es nat en alcus nozes del dit no se mau, e aquest que es nat en las juncturas fort leu es maugut.	But that which is born in certain nodes of the finger does not become evil, and that which is born in the joints is entirely evil.
E de aquels que son natz carnoses, la seccio es leugiera, e es que tu inscidas aquel deves la sua razitz am spatum lat.	And of those that are born fleshy, the cutting is lighter, and it is necessary to incise that from its root with a broad spatula.
Mays de aquel que es nat en la razitz de la junctura, la curacio es dificil; e donc guarda te de la abscizio de lu.	But of that which is born in the root of the joint, the cure is difficult; and so beware of its abscess.
Mays en aquel que es nat en dit deves les nozes, cove que tu inscidas al comensament la carn de lu am inscizio redonda entro al os, e aprop serra am una de aquelas serras convenientz ad aquo, e aprop cura aquel entro que sia sanat.	But in that which is born on the fingers from the nodes, it is necessary to incise at the beginning the flesh of it with a round incision into the bone, and properly saw with one of those convenient saws suitable for that, and properly cure it so that it may be healed.
Mays consolidacio la qual accideys als ditz entre lor motas veguadas o per nativitat del home que nays enayssi, o per consolidacio de plagua o per combustio de foc, o per semblantz, adonc cove que secces aquela consolidacio entro que les ditz retorno a la sua forma natural.	But consolidation occurs when it joins the fingers between their moved joints or by nativity of the man who is thus, or by consolidation of the wound or by combustion of fire, or by semblance; therefore it is necessary to cut that consolidation so that the fingers return to their natural form.
E aprop pausa entre lor draps de li enfuzes en oli rozat per que no sian consolidatz leugierament, e separa entre aquels, o pausa entre aquels una lamina de plom subtil entro que sia consolidat segon que cove.	And properly pause between the draps of the swollen fingers in rose oil so that they are not consolidated lightly, and separate them from each other, or pause between them a thin layer of lead so that it is consolidated according to what is necessary.
E semblantment si accideys consolidacio en alcus ditz am la palma, lahoras tu secca aquela consolidacio segon que es preparada e conveneys a la figura del membre.	And similarly if consolidation occurs in certain fingers at the palm, then you cut that consolidation according to how it is prepared and adjust it to the shape of the limb.
De inscizio de vices, so son varicas.	Of incision of veins, they are variable.
Vices so son varicas, e so venas envolutas grossas plenas de superfluitatz melencolicas las quals veno en motz dels membres del cors, e le major adveniment de lor en las cambas, e majorment en las cambas dels itinerantz e dels laborantz e dels portantz.	Veins are variable, and they are enveloped by gross, full superfluous melancholic humors which come from the members of the body, and the major event of them is in the legs, and mainly in the legs of travelers, laborers, and carriers.
