Ayssi comensan las paraulas de Albucasim .	The words of Albucazim begin thus.
E alcunas veguadas son faytz de aquels strumentz autres petitz semblantz scorsas de fisacs segon aquesta forma; per les quals lo sanc es abscindit quan es fayt per fleubotomia, o deves inscizio de vena o de arceria.	And some times they are made of those small instruments resembling scissors according to this form; by which the blood is absorbed when it is cut off by phlebotomy, or by incision of vein or artery.
E alcunas veguadas son faytas redondas segon aquesta forma:	And some times they are made rounded according to this form:
Capitol .xlvii.	Forty-Seventh Chapter.
De la cura de las mamillas dels homes las quals so asembladas de femnas.	Of the cure of men's breasts which are similar to women's.
Alcunas veguadas so infladas las mamillas de alcus homes deves le compliment del dormir cum comensan esser pellutz, e aprop so infladas las mamillas, e so asembladas las mamillas de las femnas, e romano apostemosas, lejas.	Sometimes the breasts of certain men become inflated when they start to be fat, and then the breasts become swollen, and similar to women's, and full of abscesses, far away.
E ad aquel que avoreys aquo, cove que inscidisca aquelas am seccio lunar segon aquesta forma, de la linha de .B. entro a la linha de .G., e aprop excorja la groceza tota, e aprop uempla la plagua de medicament encarnatiu, e aprop ajusta las doas labias de la plagua am cosidura, e cura aquel entro que sia sanat.	And to him who has this affliction, it is necessary that he incise those with a lunar section according to this form, from the line of B to the line of G, and then excise all the swelling, and then fill the wound with medicinal flesh, and then adjust the two lips of the wound with suturing, and cure him until he is healthy.
Mays si la mamilla declina a las partidas dejos e es mollificada per la sua magnitut ayssi cum endeve a las femnas, lahoras sia fendut en dos latz sieus pus sobiras, am dos seccios semblantz a figura lunar, de las quals quascuna sia contenguda en l’autra deves la fi de quascuna, entro que sia que la linha major contengua la menor segon aquesta forma de la linha de .B. e la linha de .G. E aprop excorja la codena la qual es entre dos labias de la plagua, e osta la pingueza, e aministra aquo que havem dit de la sutura e de las polveras aquo que es necessari en la curacio entro que sia sanat.	But if the breast declines to the folds and is softened by its magnitude, just like in women, then it should be cut into two parts, each containing a pus-filled cavity, with two sections resembling a lunar figure, where each section is contained within the other until the major line contains the minor one according to this form of the line from B to G. And then excise the cord which is between the two lips of the wound, and stop the swelling, and administer what we have said about suturing and the powders that are necessary for the cure until he is healthy.
E si tu non conpleysses la inscizio de aquo que cove inscidir per la inquietut del malaute, e per flux de sanc, lahoras cove que huemplas la plagua de coto submergit en enguent corrosiu e layssa aquel entro que aquo corroda que es romas de la grayssa, e aprop cura aquel entro que sia sanat.	And if you do not complete the incision of that which needs to be cut due to the anxiety of the patient and the flow of blood, then it is necessary to fill the wound with a poultice submerged in corrosive vinegar and leave it until the corrosion is gone from the grayish discharge, and then cure him until he is healthy.
Capitol .xlviii.	Forty-Eighth Chapter.
De perforacio de apostemas que veno dejos le titillic.	Of the perforation of abscesses that come from behind the titillate.
Aquetz apostemas que veno dejos le titillic so de las specias de scrophulas, durs, las quals conte una pel que es sac.	Those abscesses that come from behind the titillate are of the species of scrofulae, hard ones, which contain a bag-like peel.
E de aquelas so alcunas que conteno humiditatz; e aquelas que conteno humiditatz cove que sian inscididas am seccio lunar segon aquesta figura: de la linha de .G. a la linha de .B. E cum es tot evacuat aquo que es en le apostema de la sania, lahoras tu le comple de coto viel e leysa le entro al autra dia.	And of those abscesses some contain humidity; and those that contain humidity should be incised with a lunar section according to this figure: from the line of G to the line of B. And when all the pus is evacuated from the abscess, then you should fill it with a poultice and leave it until the next day.
E aprop le coto sia ostat e sia curat am enguent convenient ad aquo, entro que sia sanat.	And then the poultice should be stopped and cured with a suitable dressing, until he is healthy.
E si le apostema de las specias dels nodes es, e de las scrophulas, lahoras tu scindeys sobre aquel ayssi cum havem dit en la seccio sobre las scrophulas engualment.	And if the abscess of the species of nodes is, and of scrofulae, then you should cut on it just as we have said in the section on scrofulae equally.
May si la plagua es extenduda en aysso que yesca poyredura, lahoras administra en lu cauteri segon que en aquo havem denant dit.	And if the wound is extended to such an extent that it becomes a poultice, then you should apply a cautery to it according to what we have said before.
Capitol .xlix.	Forty-Ninth Chapter.
De seccio de apostemas que accideysso per arceria o per vena.	Of the section of abscesses that occur by artery or vein.
Quan arceria es rompuda, e la codena es consolidada la qual es sobre aquela, lahoras motas veguadas accideys apostema E les senhals per les quals es conoguda que imflamacio e apostema sian per la arteria o per vena: quar quan apostema es per arceria es lonc agreguat en le preon del cors; e que quan inpelleysses le apostema am les tieus ditz, sentes en lu quays sia stridor.	When an artery is ruptured, and the cord is consolidated which is above it, many times an abscess occurs. And the signs by which it can be known that inflammation and abscess are due to the artery or vein: because when the abscess is caused by the artery it is long and aggregated in the groin of the body; and when you palpate the abscess with those fingers, you feel a stridor there.
E aquel que es per vena es redon al manifest del cors.	And that which is due to the vein is round about the visible part of the body.
E seccio sobre aquest apostema es error, e majorment en aquel que es dejos las aysselhas, e en les angonars, e en le col, e en motz locs del cors; e es mot gran, donc cove que la sua curacio am ferr sia esquivada, e aquel que es en las extramitatz, o al cap, cove que sia evitat.	And the section on this abscess is an error, and more so in those that are located near the armpits, and in the groin, and in the neck, and in many parts of the body; and it is very great, therefore it is necessary to avoid its cure with iron, and that which is in the extremities or at the head should be avoided.
Mays sobre aquel que es de lor per imflacio de l’orrifici de la arceria, scindeys en la codena seccio en le lonc; e aprop huebre la seccio am uncis e aprop la arceria, e deliura de las tunicas entro que sia descuberta.	But on that which is caused by the inflammation of the orifice of the artery, cut along the cord section in the long direction; and then apply the section with scissors and then apply it to the artery, and deliver the tunics until it is uncovered.
E aprop met sobre aquel agulha e fay aquela penetrar entro al autre latz, e estrenh la arceria am fiel doble en dos locs, — la qual causa yeu a tu eyssenhegui en extraccio de doas arcerias les quals so en les templars.	And then put on the needle and make it penetrate into the other side, and strengthen the artery with a double thread in two places, which is what causes you to extract two arteries that are located in the temples.
E aprop punh le loc le qual es entre dos liamentz am spatum entro que yesca le sanc tot que es en lu, e sia dissolvut le apostema.	And then push the place which is between two ligaments with a spatula until all the blood that is in it is released and the abscess is dissolved.
E aprop administra curacio en la qual es engendrat poyre entro que caian les liamentz; e aprop cura aquel am enguentz convenientz ad aquo entro que sia sanat.	And then administer the cure in which fire is generated until the ligaments fall apart; and then cure that with suitable dressings to it, until he is healthy.
E si es apostema per seccio de vena, lahoras cove que tu tenguas am la tua ma aquo que es a tu possible del apostema am la codena, e aprop intromet la agulha dejos le loc le qual tu has tengut dejos la tua ma, e fay aquela penetrar; e sia en aquela fil doble entro que tu extraguas aquel del autre latz, e aprop ligua le apostema am bo liament segon que yeu he dit a tu en le liament de uva4 de doas partz am doas extremitatz del fil.	And if the abscess is caused by a section of vein, then it is necessary for you to take with your hand as much water as is possible from the abscess and the cord, and then insert the needle behind the place which you have held with your hand, and make it penetrate; and be in that double thread until you extract that from the other side, and then bind the abscess with a single ligament according to what I have said to you about the ligature of two parts with two extremities of a thread.
Mays si temes que extraguam le fil, lahoras entromet le fiel am aquela agula dejos tot le apostema deves la inscizio de la agulha primieyra, e strenh les tieus fiels en quatre locs.	But if you fear that the thread will be extracted, then insert a double thread with that needle behind all the abscess, and make the first incision of the needle, and strengthen those threads in four places.
Aprop secca le apostema en le mieg loc de lu entro que quan es yssit aquo que es en lu, lahoras tu inscideys la superfluitat de la codena, e layssa aquo que de lu es liat.	And then cut the abscess in the middle of it, so that when what is inside it comes out, you will incise the excess of the cord, and leave what remains tied.
E aprop pausa sobre lu pulvil le qual has submergit en vi e oli, e aprop administra la curacio la qual es fayta am calguas e enguentz entro que sia sanat.	And then stop on the poultice which you have submerged in wine and oil, and then administer the cure which is made with some powders and dressings until he is healthy.
Capitol l del apostema le qual accideys per torcio de nervis.	First Chapter of the Abscess that occurs due to Torsion of Nerves.
Ayssi cum accideys apostema en arceria e en vena, e semblantment accideys apostema en les nervis quan accideys en lor percussio o accideys per trebal superfluable, e per semblantz.	Just as an abscess occurs in the artery and vein, and similarly an abscess occurs in the nerves when it occurs through their percussion or occurs due to excessive fatigue, and similarly.
E es fayt le mays de lu en les locs dels adjutoris o del talo, o en tot loc en le qual so maugudas las juncturas.	And it is made the most in the places of the assistants or the ankle, or in any place where the joints are damaged.
E es apostema greu, e es asemblat a la color del autre cors, e es en las majors de lu disposicios ses de lor e quan es streyt am vehementia, sent en lu le malaute semblant stupor.	And it is a grave abscess, and it is similar in color to the other flesh, and it is located in the places where there are major dispositions of the nerves, and when it is straitened with great vehemence, one feels in it as if the patient were stuporous.
E no es apostema agreguat en le preon del cors, e per so es dejos la codena, e el es maugut a tota partida e no va a las partidas denant ni detras.	And it is not an abscess aggregated in the groin of the body, and therefore it is left alone, and he is damaged on all sides and does not go to the parties before or behind.
Donc aquo de aquels que es en las juncturas no cove que sia envasit am ferr, quar fort leu endevenguera contracio.	Therefore those that are in the joints should not be treated with iron, for fear that it would cause a contraction.
Mays aquel que es en le cap o en le front fen la codena am spatum.	But if it is in the head or forehead, then cut the cord with a spatula.
Mays si es apostema pauc, lahoras te aquel am les forfecs e abscindeys aquel de razitz.	But if it is a small abscess, then take that with forceps and excise that from the roots.
E si es gran, lahoras tu le suspen am unci, e excorja aquel, e aprop osta aquel; e ajusta la plagua am sutura, e cura aquel entro que sia sanat.	And if it is great, then suspend that with scissors, and excise that, and then stop that; and adjust the wound with suture, and cure that until he is healthy.
Capitol .li.	Fifty-First Chapter.
De seccio de apostema le qual accideys de cheil que accideys al ventre.	Of the Section of Abscess which occurs in the Cheek that occurs in the Belly.
Endeveno ad alcus homes motas veguadas en les ventres de aquels e en las autras partidas del cors de aquels theils les quals son apelatz funguals per similitut de aquels am funges, dels quals la razitz es subtil e·l cap de aquel es gros; e ja las labias de aquels so conversas, e es de aquels que es petit, e es de aquels que es mot magnificat.	I will describe to some men many times in the bellies of those and in other parts of the body of those which are called fungals by similarity to those with fungi, whose roots are subtle and the head of that is large; and already the lips of those are converted, and it is of those who are small, and it is of those who are very magnificent.
E yeu ja e vist un, e en le ventre de lu eran dos theils les quals eran mays a funges semblantz, e no era diferencia entre aquels blancs, de menuda razitz.	And you have already seen one, and in the belly of it there were two fungi-like growths, which resembled fungi, and there was no difference between those white ones, with thin roots.
E ja las labias de aquels eran enversadas e se fendian, e humiditat corria de aquel tot temps.	And already the lips of those were turned inward and split open, and moisture flowed from it all the time.
Donc yeu inscidegui aquels e atrobegui en la un en pes quays xviii unc. e l’autre quays vi unc.	Therefore you incise them and take away in one part what weighs 18 ounces. and the other part, which is 6 ounces.
E la operacio en la inscizio de lor es que consideres lahoras si·l malaute es humit, e la color de atheil es blanca, humit, de subtil razitz; lahoras tu le inscideys am spatum lat, e sian en la presencia tua cauteris en le foc, quar motas veguadas deves la seccio de lu es expellit mot sanc; e si te ventz le sanc, cauteriza aquel.	And the operation in the incision of them is that you consider at first if the patient is humid, and the color of the abscess is white, humid, with thin roots; then you cut it with a spatula, and it should be in your presence before the fire, because many times the section of it will expel much blood; and if you see the blood, cauterize that.
E si vezes le malaute pauruc e temeros, guarda te de inscizio am ferr; mays lahoras pren fiel de plom recent fayt, e strenh am aquel atheil, la manieyra del qual es aquela que havem dita; e leyssa aquel per dos dias.	And if you see the patient pale and trembling, beware of incision with iron; but take a thread of lead, freshly made, and tie it around that abscess, in the manner which we have said; and leave it for two days.
E aprop ajusta en la strictura del fil de plom; donc, no cesses strenher le plom granre devetz en theil, entro que sia abscindit e cayha per se ses trebalh.	And then adjust it in the stricture of the lead thread; therefore, do not cease to strengthen the lead greatly on that abscess until it is excised and falls apart through its own fatigue.
Mays si theil es de grossa razitz, lahoras en la inscizio de lu es alcuna causa de temor e de paor, e majorment en aquel que es en le ventre.	But if the abscess is of thick roots, then in the incision of it there may be some cause for fear and dread, and especially in that which is in the belly.
Mays possibla es que tu inscindas la maytat de lu , e aprop cauteriza aquel per que no retorne.	But it is possible that you excise most of it, and then cauterize that so that it does not return.
E aprop cura aquel entro que sia sanada la plagua.	And then cure him until the wound is healed.
E guarda te que tu no presumas inscidir theil le qual es de fusca color, de pauc sentiment, de leg reguardament, quar aquel es absi cancros.	And beware that you do not presume to excise the abscess which is of a foul color, with little sensation, and with no regard, for that is an absolute cancer.
E yeu vindre am rememoracio de cranc aprop aysso.	And you will come to the remembrance of cancer in this way.
Capitol .lii.	Fifty-Second Chapter.
De curacio de eminencia del umbilic.	Of the Cure for the Eminence of the Navel.
Eminencia del umbilic es fayta per motas causas; o per fissuras del ciphac le qual es sobre le ventre, e yeys de lu la tela o budel segon que endeve en las autras rupturas; o per sanc le qual flueys de vena o de arceria segon que es denant dit, o per ventositat coarctada en lu.	The Eminence of the Navel is caused by many reasons; or by fissures of the cicatrix which is above the belly, and you see that it is a tear or bagging according to what develops in other ruptures; or by blood which flows from vein or artery as previously said, or by ventosity constricted in it.
Mays si es per fissura del ciphac e per yssiment de la tela, lahoras la color del apostema es semblant a la color del cors; e es leon ses dolor, e aprop appar de divers situament.	But if it is due to a fissure of the cicatrix and by bulging of the belly, then the color of the abscess is similar to the color of the body; and there is no pain, and it will appear in diverse situations.
E si es per egressio del budel, lahoras le situament de aquel am lu de aquo que havem recontat, de mays vehement diversitat, e cum tu premes aquel am les tieus ditz es occultat, e aprop retorna; e fort leu es am lu so, e es magnificat mot deves le introt de banh e vehement trebalh.	And if it is due to the protrusion of the belly, then the situation of that with water which we have recounted, is more violent and diverse, and as you apply that with those threads I said is hidden, and then returns; and soon after it appears in the same place, and is magnified much by the introduction of bathwater and violent labor.
Mays si per humiditat, lahoras es leon e no es occultat quan premes am la tua ma, ni es constrengut, ni es cregut.	But if it is due to humidity, then there is no pain and it is not hidden when you apply with your hand, nor is it constricted or creased.
E si es per sanc, lahoras am aquestz senhals apareys le apostema a negror declinant.	And if it is due to blood, then with these signs the abscess appears declining towards blackness.
Mays si es per carn nada, lahoras es apostema greu, gros e dur, e es ficat segon una quantitat.	But if it is due to no flesh, then there is a grave, large, and hard abscess, and it is situated according to a certain quantity.
Mays si es per ventositat, lahoras le tocament de lu es leon.	But if it is due to ventosity, then the touch of it is painless.
E la operacio en lu es que consideras lahoras si la eminencia de l’umbilic es per sanc de arceria, o de vena, o per ventositat; lahoras cove que sias prohibit de la curacio de lu, quar en aquela es temor e paor ayssi cum t’e ensenhat en le capitol en le qual he dit les apostemas per arceria e per vena.	And the operation in it is that you consider at first if the eminence of the navel is due to blood from artery, or vein, or ventosity; then it is necessary that you are forbidden from curing it, because in that case there is fear and dread, just as I have taught you in the chapter where I spoke about abscesses caused by artery and vein.
E si la eminencia del umbilic es per le budel o per la tela, lahoras cove que comandes al malaute que tengua le ale sieu, e sia stant extendut; e aprop senha am tenta en le circuit de tot le umbilic, e aprop comanda a lu que stia envers entre las tuas mas sobre le sieu dos, e aprop circunda am spatum lat en le circuit del umbilic sobre le loc le qual has senhat am la tenta; e aprop exten la maytat del apostema a las partidas desus am unci gran; e aprop lia en le circuit am fiel fort o am ceda e la manieyra del liar decent.	And if the eminence of the navel is due to the belly or the cicatrix, then you must command the patient to take hold of his own ale and stand erect; and then send a servant into the circuit of all the navel, and command him to stand opposite between your two hands, and then surround with a spatula lat in the circuit of the navel over the place which has been indicated by the servant; and then extend most of the abscess to the upper parts with a large thread; and then tie it in the circuit with a strong thread or with a cord and do it decently.
E aprop huebre le mieg del apostema extendut sobre le liament e intromet le dit tieu en aquel indic e quereys le budel; e si tu l’as atrobat ni guardat per le liament, lahoras tu extratz alxorati e impelleys le budel a las partidas dedintz del ventre.	And then insert the middle of the abscess that has been extended over the ligament and introduce the said thread into it and ask for the belly; and if you have not found or guarded it by the ligament, then you will extract the remaining portion and push the belly towards the parts inside the belly.
E si has atrobada la tela, lahoras pren aquel am unci; e inscideys las superfluitatz de lu.	And if you have found the cicatrix, then take that with a thread; and cut away the excess from it.
Mays si es contraria a tu arceria o vena, lahoras circunda aquel mot, e aprop retorna a la tua operacio; e pren dos agulhas e met en aquelas dos fiels fortz e entromet dos agulhas en le circuit le qual has feyt entorn le apostema en manieyra de crotz, las quals fassas penetrar; e aprop strenh le apostema en quatre partidas sobre las agulhas.	But if it is contrary to your artery or vein, then surround that with force, and then return to your operation; take two needles and put them in those two strong threads and insert two needles into the circuit which you have made around the abscess in a cross shape, so that they will penetrate; and then strengthen the abscess in four parts above the needles.
E si tu vols, osta las agulhas e leyssa le loc entro que poyresca la carn extenduda e caia per si; o inscideys aquel quan es subtiliat e se poyreys, e aprop cura aquel am aquo que cove dels enguentz entro que sia sanat.	And if you wish, stop the needles and leave the place until the flesh extended falls away on its own; or cut that when it becomes soft and falls apart, and then cure it with water as needed for the dressings until he is healthy.
E si la eminencia del ombilic es de carn nada en lu o per humiditat, lahoras cove que tu conquaves le apostema ayssi cum havem dit e estraguas le sanc o la humiditat, la qual atrobas en lu, e aprop cura aquel am aquo que cove e que consolide le loc.	And if the eminence of the navel is due to no flesh or humidity in it, then you must conquer the abscess as we have said and remove the blood or humidity which you find there, and then cure it with water as needed and consolidate the place.
Capitol .liii.	Fifty-Third Chapter.
De curacio de cranc.	Of the Cure for Cancer.
Ja havem dit, en la divisio, de specia de cranc e en qual manieyra es via a la curacio de lu am medicinas, e que es squivador en lu la curacio am ferr per so que no sia ulcerat; e havem dit cranc engendrat en la mayra e cautela de la curacio de lu.	We have already said, in the division, about the type of cancer and how it is possible to cure it with medicines, and that it is necessary to avoid curing it with iron so that it does not become ulcerated; and we have said that cancer is generated by excessive and careless treatment of the wound.
E diyssero les antics que alcunas veguadas cranc es en loc on es possibla la eradicacio de lu, ayssi cum de cran le qual es en las mamillas o en la coyssa e a lor semblantz dels membres allocat a estrayre tot aquel, e majorment quan es comensant petit.	And they said that sometimes cancer is in a place where it is possible to eradicate it, just like the one that is in the nipples or in the armpits and its similar appearance on the limbs assigned to remove all of it, and especially when it starts small.
Mays quan es antiquat e es gra, no cove que te propries a lu, quar yeu non pogui sanar de aquel alcu ni no he vist autre, ni que sia pervengut ad aquo.	But when it is old and large, you should not attempt to remove it, for I have not seen nor heard of anyone who has been able to cure such a cancer.
E la operacio en lu es quan es allocat ayssi cum havem dit, es que tu precedescas e laysses le malaute e purgues de colera negra alcunas veguadas, e aprop sagna aquel, si es atrobada replecio manifesta.	And the operation in it is when it is located as we have said, that you precede and leave the patient and purge him of black cholera several times, and then sign him with the abscess if it is found full and manifest.
E aprop prepara le malaute am preparacio en le qual sia locat am operacio, e aprop prohiceys en le trauc uncis les quals cove ad aquel; e aprop concava de tota part am la codena sego bona perexcrutacio entro que no romangua alcuna causa de las razitz de lu.	And then prepare the patient with preparation in which he is located for the operation, and then prohibit him from using any thread or needle that could be used on him; and then concave all parts with a good suture so that there remains no cause for the roots of it.
E layssa correr le sanc, e no abscidas aquel leugierament, e exprem les locs, e abstergeys le sanc gros tot am la tua ma o am instrument am le qual es a tu possible dels instruments.	And then let the blood flow and do not absorb it slightly, and express the places, and wash away the thick blood with your hand or with an instrument that is at your disposal among the instruments.
Mays si a tu fa contrarietat de sanc gros inscizio de vena o de arceria, lahoras cauterisa aquela entro que·l flux del sanc sia cessat, e aprop cura aquel am l’autra curacio entro que sia sanat.	But if you find that the thick blood is obstructing the incision of a vein or artery, then cauterize it so that the flow of blood ceases, and then cure it with another treatment until he is healthy.
Capitol .liv.	Fifty-Fourth Chapter.
De curacio de ydropici.	Of the Cure for Hydrocephalus.
Nos ja havem recomtat, en la divisio, de las specias de ydropici de l’aygua, e les senhals de quascuna especia, de la curacio de lu am medicinas.	We have already recounted, in the division, about the types of hydrocephalus caused by water and their signs, as well as the cure for it with medicines.
E aquela la qual es curada am ferr no es sino la specia de althitas sola, e no es aproximat am ferr a la specia de timpanistres ni a la especia de yposarcha, quar aquo es mortal.	And that which is cured with iron is only the type of hydrocephalus caused by dropsy alone, and it is not approached with iron to the type of tympanic meninges or to the type of hypochondriac, for that is mortal.
E quan tu ja has medicat aquesta especia de ydropici timpanistre am medicinas e no comfereys la tua medicacio, lahoras considera, quar si al malaute ja es conseguida debelitat, o es am aquel autra malautia otra ydropici, ayssi cum si es en lu tos o cos de ventre e semblant ad aquels, lahoras guarda te que no le mediques am ferr, quar temor es sobre aquo.	And when you have already medicated this type of hydrocephalus caused by tympanic meninges with medicines and it does not improve your treatment, then consider this, for if the patient has already suffered debilitation, or is afflicted with another malady, such as dropsy in the chest or belly and similar to those, then beware that you do not treat him with iron, for fear is above that.
Mays si tu vezes le malaute de vertut exuberant, e am lu no es autra malautia sino ydropici tant solament, e no enfant ni vielh, lahoras la manieyra de la operacio de lu es que tu eleves le malaute entre las tuas mas, e le ministre aprop lu exprema le ventre de lu am la sua ma, enpellen la aygua a la partida dejos del pentenilh, e aprop pren spatum spinos segon aquesta forma:	But if you find the patient full of virtue and abundance, and in him there is no other malady except for hydrocephalus alone, and not an infant nor an old man, then the method of the operation on him is that you lift the patient between your hands, and minister to him accordingly, expressing the belly with his own hand, filling the water at the departure from the penthouse, and take a spatula with spines according to this form:
sia de dos partz agudas lonc, de aguda extremitat ayssi cum spatum; mays empero sia en lu alcuna brevitat petit a petit, per so que en la operacio am aquel no passes entro al budel, e que ledas aquel.	with two sharp edges long, with a sharp extremity just like a spatula; but however there should be some smallness in it little by little, so that in the operation on him it does not penetrate into the belly and cause harm to him.
E aprop considera si la generacio de ydropici es de part dels budels, quar lahoras cove que tu am la seccio te alonhes del ombelic per la quantitat de tres ditz a las partidas dejos, en le dreyt de lu sobre le pentenilh.	And then consider if the generation of hydrocephalus is from one of the bellies, for then it is necessary that you, with the section, move away from the navel by three times the width of the said parts, on the right side of the belly above the penthouse.
Mays si la generacio de hydropici es per malautia del fietge, lahoras la tua seccio sia sinistra del ombilic per tres ditz.	But if the generation of hydrocephalus is due to disease of the liver, then your section should be on the left side of the navel for three times.
E si la generacio de lu es per la melsa, lahoras la tua seccio sia en le las dreyt.	And if the generation of it is due to biliousness, then your section should be on the right side.
E no cove que la tua seccio sia sobre le costat sobre le qual vol jaser le malaute per que no corron las superfluitatz ad aquel loc freul.	And it is not necessary that your section be on the side where the patient intends to lie down, so that the excess fluids do not flow towards that location freely.
E aprop perfora am le instrument tota la codena, e aprop entromet en aquela seccio, e eleva la tua ma am le spatum entre la codena e·l siphac, e tu excorja aquel; e si’ la quantitat de una ungla o enviro.	And then perforate with the instrument all the way through the cord, and then enter into that section, and lift your hand with the spatula between the cord and the siphon, and extract it; if it is about the length of a thumb or thereabouts.
E aprop perforo le ciphac entro que pervengua le spatum al loc vuoyt, e es loc de l’aygua.	And then perforate the cicatrix until the spatula reaches the location where the water is, and it is the location of the fluid.
E aprop extratz aquel e entromet un instrument del qual aquesta es la forma:	And then extract that and enter with an instrument which has this form:
e es semblant a canula de argent subtil; es fayt de argent o de eram o de lato leon, al qual en la partida pus bassa de lu es un petit trauc, e en les costatz de lu so tres traucs: dos de una partida e un del autra partida; e fayta es la extremitat de lu insciza segon la manieyra de pluma, ayssi cum vezes:	and it is similar to a silver cannula; it is made of silver or of iron or of bronze lion, to which at the lower part of it is a small hole, and on both sides of it there are three holes: two from one side and one from the other side; and the end of it is cut off in the shape of a feather, as you see:
E en la extramitat de lu pus sobirana es armilla, quar quan le instrument perve al aygua, lahoras aquela tantost deysen sobre le instrument, donc evacua de l’aygua en la ora miega quantitat, quar si tu evacuas de aquela mes que no cove en la hora, fort leu mor le malaute per resolucio del sieu spirit animal, o accideys a lu cincopi que es appropinquada la mort.	And at the uppermost part of it is an armilla, because when the instrument reaches the water, then that armilla will immediately cover the instrument, so that it evacuates the water in the same moment, for if you evacuate more than what is needed at that hour, soon the patient will die from resolution of his animal spirit or else he will suffer a collapse which approaches death.
Mays evacua de aquela segon la quantitat de la vertut de lu e segon que significan a tu las disposicios del malaute de la vertut del pols de lu e de la bontat de lu.	But evacuate it according to the quantity of the virtue of it and according to what is signified by your observation of the patient's disposition from the pulse of it and from the goodness of it.
E aprop extrats le instrument, e rete l’aygua la qual causa es quar tantost es retenguda per la codena la qual rete le trauc que es sobre le ciphac del qual e recomtat a tu que perfores aquel segon aquela manieyra.	And then extract the instrument, and retain the water which is caused by what is retained by the cord that retains the hole which is above the cicatrix of which I have recounted to you that it should be perforated in this manner.
E aprop itera le instrument al autra dia si vezes le malaute tollerant aquo, e extratz de la aygua petita quantitat, e fay aquo per alcus jorns sobre temor, e guarda te de error entro que no romangua de l’aygua sino pauc.	And then repeat the instrument to another day if you find that the patient can tolerate this, and extract a small quantity of water, and do this for several days on fear, and beware of error until there remains little water.
Mays si tu temes sobre le malaute, e leyssas de l’aygua gran quantitat, lahoras cura aquel am sepultura en arena cauda, e mota suzor en banh, e al solelh espere per lonc temps; e cura aquel am medicinas dessicativas entro que sia sanat.	But if you fear for the patient, and let out a great quantity of water, then cure him with burial in hot sand, and moisten his head with vinegar, and wait for a long time in the sun; and cure him with desiccative medicines until he is healthy.
E cauteriza sobre le stomac, e la melsa e·l fitge aprop la extraccio de l’aygua, segon que yeu he recontat en aquo que es precedit.	And cauterize on the stomach, and the liver and gallbladder in accordance with the extraction of water as I have recounted above.
Capitol .lv.	Fifty-Fifth Chapter.
De la curacio dels enfants les quals so natz les locs de la urina no-perforatz.	Of the Cure for Children Who are Born with Unperforated Urinary Tracts.
Alcunas veguadas alcun dels enfantz es eyssi del ventre de la sua mayre e·l cap de la sua mixtio no es perforat (o es trauc streyt o no es en son loc).	Sometimes one of the children is born with an unperforated urinary tract (or a narrow orifice that is not in its normal location).
Donc cove coytar am perforacio de lu tantost que es nascut am spatum mot subtil segon aquesta forma:	Therefore it is necessary to cauterize the perforation as soon as they are born with a fine spatula in this form:
E aprop pausa en le trauc un clavil subtil de plom e ligua aquel, e te per tres jorns o per .iiii.tre.	And then pause in the orifice a small lead clip and tie it, and leave it for three days or four times.
E quant vol urinar sia remaugut e hurine; e aprop retorne aquel.	And when it is time to urinate, let it be restrained and hold back the urine; and then return that clip.
E si tu no pauses le plom, ja es possible que la urina la qual va sobre le loc, no leysa aquest claure.	And if you do not pause the lead, it is possible that the urine which flows over the place will not close this opening.
Mays aquel del qual le trauc es streyt sia medicat am clavil de Plom, ayssi cum havem dit, per trops dias entro que sia amplificat.	But that one whose orifice is narrow should be medicated with a lead clip as we have said, for several days until it is expanded.
Mays aquels en les quals es le trauc no en son loc, so leditz, la qual causa es quar de aquels, aquel que es nat e·l trau es deves la fi del cap de la vergua per que no pot urinar a las partidas dedintz, entro que eleva la vergua am la sua ma a las partidas desus; e no es a lu generacio, per so quar le sperma no pot pervenir a la mayre segon rectitut, e es malautia mot laga.	But those in whom the orifice is not in its normal location are led to this condition because of them, that which is born and comes out is blocked at the end of the urethra, so it cannot urinate into the lower parts, until it raises the urethra with his hand to the upper parts; and it is not a natural generation, therefore the sperm cannot reach the mother according to rightness, and it is a very bad illness.
E la manieyra de la operacio en lu es que·l malaute sia envessat sobre le sieu dos, e aprop exten le cap de la vergua de lu am la tua ma sinistra am vehement extraccio, e inscideys le cap del cap de la vergua del loc del perpucii am spatum agut, ayssi cum es inscizio de pluma, o que tu ne razas alcuna partida, per so que·l mieg de lu vengua semblant al cap de la vergua e que le trauc caia en le mieg loc segon que cove.	And the method of the operation on him is that the patient should be positioned with his back against your left arm, and then extend the head of the urethra with your hand, using a violent extraction, and incise the head of the urethra at the location of the perineum with a sharp spatula, as it is done with a feather or by cutting out some part, so that the middle of him will be similar to the head of the urethra and the opening will fall in the middle place according to what is needed.
E guarda te que en la tua operacio de flux de sanc, quar motas vetz accideys aquo; e pausa te a lu am aquo que abscindeys le sanc, e cura la plagua entro que si’ sanada.	And beware that in your operation of bleeding, many times this happens; and pause then at the moment when you are going to cut the vein, and cure the wound until it is healed.
Capitol .lvi.	Fifty-Sixth Chapter.
De albater le qual accideys en le prepucii en le cap de la vergua e de corropcio e negror e adherencia del prepucii del cap de la vergua.	Of the Abscess which occurs in the Prepuce at the head of the Urethra and of its Corruption, Negligence, and Adherence to the Head of the Urethra.
