Ayssi comensan las paraulas de Albucasim .	Thus begin the rules of Albucasim.
E aprop lava la plagua am vi agre, aygua e sal, e am opposicio a tota specia, am aquo que conveneys a lu de la curacio entro que sia sanat.	And then wash the wound with vinegar, water and salt, and apply an opposite to all species, with what is convenient for it in terms of cure until it is healthy.
E cove en las horas de tota la curacio que tu lies amdos las coyssas e ajustes las medicinas las quals so pausadas sobre le loc.	And see to it during all the hours of the entire cure that you read and adjust the medicines which are placed on the spot.
E si la peyra es petita e es en le meat de la vergua, e es ficat en lu, e eyssement de urina es prohibit, lahoras cura aquel am aquo que yeu recomti denant que pervenguas a seccio, quar tropas veguadas per aquesta curacio yest acusat de seccio; e ja yeu e esproat aquo, e es que tu prenguas un perforador de ferr alfelut, del qual aquesta es la forma de lu:	And if the stone is small and it is in the meat of the bladder, and it is fixed in it, and the urine is prohibited, then cure it with what you recommend beforehand, because many vegetables are useful for this cure and are accused of dryness; and already you have spread it, and it is that you take a perforator of iron alloy, of which this is the shape of it:
de triangulada extramitat, agut, ficat en fust.	of triangular extraction, pointed, fixed in a fist.
E aprop pren fiel, e lia am aquel la vergua dejos la peyra per so que no retorne a la vesica.	And take hold of the vein, and place it in that position on the rock so that it does not return to the bladder.
E aprop entromet le ferr en la vergua, perforant am fecilitat entro que·l perforador vengua ad aquela peyra.	And insert the iron into the vein, making a perforation so that the perforator goes to that rock.
E revolveys le perforador am la tua ma en aquela peyra petit a petit, e tu perforsa la perforacio de lu entro que fassas aquel del autra part penetrar; quar la urina tantost es absolta.	And turn the perforator with your hand on that small rock little by little, and you will make the perforation of it so that the other part can penetrate; because the urine is almost absorbed.
E aprop prem la tua ma sobre aquo que es romas de la peyra de la partida deforo de la vergua, quar aquela es trinquada, e es foro-getada am la urina, e le malaute es sanat.	And place your hand on that which is rough from the rock of the affected part before the vein, because it is bruised, and it is ulcerated in the urine, and the patient is healed.
Mays si aquesta curacio no es a tu aparelhada per alcuna causa la qual prohibeys de aquela, lahoras lia un fiel dejos la peyra, e autra fiel desus la peyra.	Maybe this cure is not adapted to you for some cause that prohibits it, then place a vein beneath the rock, and another vein above the rock.
E aprop encideys sobre la peyra en aquela vergua entre doas liaduras.	And enclose the rock in that vein between two ligatures.
E aprop extratz aquela.	And extract that one.
E aprop deslia le liament e mondifica le sanc congilat, le qual es fayt en la plagua.	And dislodge the ligament and clarify the congealed blood, which is done in the wound.
E no es necessari liament de fiel dejos la peyra, sino per que no retorne a la vesica, e l’autre liament desus sino, quar quan es desliat le fiel aprop la egrecio de la peyra, la codena retorna a son loc e cobra la plagua.	And it is not necessary to ligate the vein beneath the rock, but so that it does not return to the bladder, and the other ligature above, because when the vein is dislodged, the channel of the rock returns to its place and closes the wound.
E per aquo es a tu necessari quan lias le fiel desus, que tu eleves la codena a las partidas desus, o que retorne deves le tieu compliment, e cobra la plagua ayssi co havem dit.	And for this reason it is necessary to ligate the vein above, so that you elevate the channel to the upper parts, or it returns to its own complete complement, and closes the wound thus, as we have said.
Capitol .lxi.	Chapter 16.
De extraccio de peyra de las femnas.	On the extraction of stone from women.
Peyra en las femnas pauc es engendrada.	A stone in women is rarely generated.
Mays si ve peyra ad alcuna de aquelas, lahoras dificil es la curacio de lu, e es prohibida per tropas manieyras.	Maybe you see a stone in some of those, then the cure of it is difficult, and it is prohibited by many methods.
La una de lor es quar la femna fort leu es verges.	One of them is because the woman's foot is veined.
E la segonda es quar tu no trobas femna be scient que descroba si meteyssa al metge quan es casta, o es de las femnas haventz maritz.	And the second is because you do not find a woman who knows how to describe the measurements of the doctor when it is cast, or they are of the married women having husbands.
La tersa es quar tu no hatrobas femna be sabent aquesta art, majorment la operacio am ma.	The third is because you have not found a woman who knows this art, especially the operation with my hand.
E la quarta es que·l loc de la seccio sobre peyra en las femnas es longinc del loc de la peyra, per que indigeys de seccio preonda, e en aquela es temor.	And the fourth is that the place of the section on stone in women is far from the place of the stone, because it requires a deep incision, and there is fear.
Mays si necessitat provoca a tu ad aquo, lahoras cove que tu prenguas una femna metga be scient, e pauc es atrobada.	Maybe you need to provoke you to that, then it behoves that you take a wise woman who knows how to extract, and few are skillful.
Mays si tu es privat de aquela, lahoras cerca metga quast e subtil, o presenta una femna matrona be esenhada en le feyt de las femnas, o femna que en aquesta art ennueys partida del art.	Maybe you are deprived of that, then seek a wise and subtle woman who is experienced in the practice of women, or presents a mature woman who has knowledge in this art, or a woman who has a share of the art.
Donc fay aquela present, e comanda a lu que fassa tot aquo que tu li mandaras, de la enquisicio sobre la peyra al comensament; la qual causa es que reguarde si la femna es verges, lahoras cove que meta lo sieu dit en le cul de lu e quiera la peyra.	Then make that present, and command it to do all that you will order, from the inquiry about the stone to the beginning; which cause is that you examine if the woman is veined, then it behoves that you put your finger in her vagina and seek the stone.
Donc si atroba aquela, coarte aquela dejos le sieu dit, e lahoras comanda a lu que inscida sobre aquela.	Then if you find it, extract it beneath your finger, and then command it to insert above it.
Mays si no es verge, lahoras comanda a la matrona que entrometa lo sieu dit en le conh de la malauta e enquiera sobre la peyra, pus que pausa la sua ma sinistra sobre la vesica, e comprem aquela am bona comprecio.	Maybe if it is not veined, then command the matron to insert her finger in the conch of the patient and inquire about the stone, because she places her left hand on the bladder, and comprehends it with good comprehension.
Donc si atroba aquela, lahoras cove que gradantment maugua aquela de l’orrifici de la vesica a las partidas dejos am somman de la sua vertut entro que pervengua am aquel a la razit de la coyssa.	Then if you find it, then it behoves that you gradually draw it away from the orifice of the bladder to the lower parts with your hand in a semicircle until you perceive it at the root of the thigh.
E aprop inscida sobre aquela apposicio de la maytat del conh deves la razit de la coyssa de qualque part sia a lu parada e cent la peyra en aquela partida, e·l dit de lu no sia remaugut de la peyra coartan dejos lu.	And then insert upon that supposition of the magnitude of the conch to the root of the thigh of whichever part is at its boundary and sent the stone in that part, and the finger of it is not removed from the stone extracted beneath it.
E la seccio sia pauca al comensament; e aprop entrometa lo ray sobre aquela seccio, e si sent la peyra, lahoras ajuste en seccio segon la quantitat la qual sap que la peyra sira getada de aquela.	And the section is little at the beginning; and then insert the radius above that section, and if you feel the stone, then adjust in section according to the quantity which you know that the stone will be extracted from it.
E sapias que las specias de peyra son motas: quar de aquelas es pauca e gran, e leon e aspra, e longua e redonda, e havent ramps.	And you know that the species of stone are many: because among them is small and large, and rough and smooth, and long and round, and having ridges.
Donc tu sapias quantas specias so de lu per aquo que tu signifiques sobre aquo que vols.	Then you know how many species are of it for that which you signify about what you want.
E si tu veus flux de sanc, ajusta en le loc vetriol trissat e te aquela per una hora entro que sia abscindit le sanc, e aprop retorna a la tua operacio entro que la peyra sia fora-getada.	And if you see a flow of blood, adjust at the vitreous place three times and hold it for an hour until the blood is absorbed, and then return to your operation until the stone is ulcerated.
E fay que prepares am tu dels instrumentz les quals e ditz en la extraccio de peyra en les homes, per so que sias ajudat per aquels en la tua operacio.	And make that you prepare with the instruments which are said in the extraction of stone in men, so that they will be helped by those in your operation.
E si tu veus flux de sanc, e sabes que la expulcio del sanc es de la arceria que es insciza, lahoras tu pausa polvera sobre le loc e estrenh aquel am pulvils e strictura descent, e no iteras aquo; e layssa la peyra e no extraguas aquela, quar fort leu morira la malauta.	And if you see a flow of blood, and you know that the expulsion of blood is from the artery that is inserted, then you stop powder on the place and strengthen that with pulvils and strict descent, and do not iterate that; and leave the stone and do not extract it, because soon the patient will die.
E aprop cura la plagua.	And then heal the wound.
Donc cum es cedada la acuitat del sanc aprop alcus jorns, e·l loc se poyreys, lahoras tu retorna a la tua operacio entro que la peyra sia fora-getada.	So when the sharpness of the blood is calmed down, then put on warm wraps, and at that place you will return to your operation until the pain is forgotten.
Capitol lxii.	Chapter 62.
De seccio sobre ernia acoza.	About the section on hernia and cough.
Hernia ayguoza no es sino agregacio de humiditat en le ciphac blanc lo qual es dejos la codena dels genetius contenent le huou, e es nompnat ciphac.	Hernia is not but an accumulation of humidity in the white membrane which is below the codena of the genitals containing the fluid, and it is named membrane.
E alcunas veguadas es en le propri pannicol le qual a lu preparec natura en la partida del huou, entro que sia cuyat que ja es autre huou; e es la codena del genetiu entre le ciphac blanc le qual havem dit, e no es aquo sino tart.	And some fat women are in their own natural preparation of the fluid in the partition of the fluid, until it is known that it is another fluid; and it is the codena of the genitals between the white membrane which we have mentioned, and it is not that but bitter.
E la generacio de aquest hernia es per debelitat la qual accideys als genetius, per que ad aquels es efundunda aquesta materia, e alcunas vetz accideys per percuscio fayta sobre les genetius.	And the generation of this hernia is due to weakness which afflicts the genitals, because for those it is fundumental matter, and some old women are afflicted by percussion or a blow on the genitals.
E aquesta humiditat es havent motas colors, quar la color de lu o es declinant a citrina o a sanguinent, o rog, o es negra feculenta, o es ayguosa blanqua, e es aquo que es mays.	And this humidity has many colors, because the color of it is declining to citrine or bloody, or red, or it is black and foul, or it is whitish and pale, and that is what is worst.
E les senhals per les quals es saubut on es aquesta agreguacio de aygua so aquestz: quar si es en le ciphac blanc le qual havem dit, lahoras le apostema es redon declinant un pauc a longitut ayssi cum figura de huou, e appar le genetiu, quar la humiditat conte aquel de tota part.	And the signs by which it is known are these: because if it is in the white membrane which we have mentioned, then the abscess is red and declining a little in length, thus forming the figure of fluid, and it appears in the genitals, because the humidity contains all this from every part.
E si la humiditat es en le propri pannicol, lahoras le apostema es redon am partida del huou e per aysso hom estima que es autre huou.	And if the humidity is in its own natural partition, then the abscess is red in the partition of the fluid and thus one estimates that it is another fluid.
E si la humiditat es entre la codena dels genetius e·l ciphac blanc, lahoras catz dejos le centiment.	And if the humidity is between the codena of the genitals and the white membrane, then you will find it below the sentiment.
E cum tu vols la cognicio de la color de la humiditat, lahoras tu esproa la color de la humiditat en le apostema am entromes cayrat del qual la forma es precedida; e segon aquo que es eyssit en le vestigi del entromes, jutga de aquo que es dedintz lu.	And when you want to know the color of the humidity, then you will spread the color of the humidity in the abscess within the entrails of the patient whose form is preceded; and according to what has been said in the vestige of the entrails, judge from that which has been defined.
Donc quan nos vinem a la curacio de lu am ferr, lahoras cove que comandem al malaute que sia fleubotomat si aquo es a tu possibla, e vezes le cos de lu ple.	So when we come to the cure of the iron wound, then it is fitting that we command the patient to be flebotomized if it is possible for you, and sometimes the cost of the patient.
E aprop sia resupinat sobre le sieu dos sobre alcuna causa un pauc auta, e pausa dejos lu motz draps.	And then place a suppository on each of the two seats above some cause a little higher, and pause below the word drops.
E aprop setz tu sobre la part sinistra de lu, e comanda al ministra que segua a la dextra de lu, le qual extenda la sua vergua a hun de dos latz a la codena dels genetius e a la partida del mirac del ventre.	And then place you on the left side of it, and command the minister to follow on the right side of it, which extends its verge to one of two layers at the codena of the genitals and at the partition of the miracle of the belly.
E aprop pren spatum lat e scindeys la codena dels genetius del mieg loc per la longitut entro prop le pentenilh.	And then take a wide spatula and separate the codena of the genitals from my middle place for the length until you reach the pentagonal.
E sia fayta la seccio segon rectetut engualment distant de la linha que deveseys la pel dels genetius, entro que pervengua al ciphac blanc comprehendent.	And make a section according to the rectified engagement distant from the line that divides the skin of the genitals, until you reach the white membrane comprehending.
E excorja aquel, e observa, e guarda te per aysso que tu no inscidas aquel; e la tua excoriacio am la qual aquel excorjas per partida jassia que sia suspenduda am le huou mays e subtilment escruta am la excoriacio segon la quantitat a tu possibla.	And excavate that, and observe, and guard yourself so that you do not incise that; and your excavation is the one that excavates for partition thus far as it is suspended in the worst fluid and subtly scrutinized in the excavation according to the quantity at your possibility.
E aprop perfora le ciphac ple de aygua am perforacio ampla, e extratz tota l’aygua.	And then pierce the full membrane of water in a wide perforation, and extract all the water.
E aprop separa entre doas labias de la seccio am uncis, e exten le ciphac a las partidas desus; e no toques la codena les genetius comprehendent, e inscideys le ciphac en aquela manieyra que es a tu possible.	And then separate between the two labia of the section with uncials, and extend the membrane to the upper parts; and do not touch the codena of the genitals comprehending, and incise the membrane in that manner which is possible for you.
E inscideys aquel am la sua totalitat o en pessas, e majorment le sieu latz subtil, quar si tu no perscrutas exquisidament la inscizio de lu, no es fayta segurtat que la aygua no retorne.	And incise that in its entirety or in pieces, and majorly widen the seat subtly, because if you do not scrutinize the incision of it exquisitely, it is not made securely so that the water does not return.
Mays si le huou procezeys de aquela defora de la sua codena en la ora de la tua operacio, lahoras quan tu auras complida la seccio del ciphac, retorna dedintz aquel, e aprop ajusta las doas labias de la codena dels genetius am sutura, e aprop cura aquel ayssi cum las autras plagua, entro que sia sanat.	But if the fluid proceeds from that defect of its membrane at the time of your operation, then when you have completed the section of the membrane, return to define that, and then adjust the two labia of the codena of the genitals with a suture, and then heal that as well as the other wounds, until it is sanctified.
E si atrobas le huou corromput per autra malautia, lahoras cove que tu lies les vayssels les quals so sore le suspensori, e extrat le huou, e aprop cura aquel am aquo que havem dit.	And if you find the fluid corrupted by another bad mixture, then it is fitting that you lift the vessels which are above the suspenders, and extract the fluid, and then heal that as well as we have mentioned.
Mays si l’aygua es agreguada en doas partidas esemps, lahoras sapias que doas son las ernias; donc inscideys aquela partida segon que has feyt en l’autra engualment; e si es a tu vist que sia una opera, lahoras tu la fay.	But if the water is accumulated in two separate parts, then you know that the two are hernias; therefore incise that part according to what has been done in the other engagement; and if it is at your sight that it is an operation, then you do it.
E aprop tu abstergiys le sanc, e entramet en las seccios lana submersa en oli o en oli rozat; e pausa deforo autra lana la qual tu as submersa en vi e oli, e expandeys aquela sobre dos genetius e·l mirac del ventre; e pausa desobre draps doblatz e pulvils, e lia aquels desobre am liament le qual es segon aquesta forma:	And then you purify the blood, and enter into the sections of the submerged lana or in oily rose; and pause before another lana which you have submerged in wine and oil, and expand that over two genitals and the miracle of the belly; and pause above drops double-weighted and pulvis, and tie those above with a liament which is according to this form:
e aprop sian preses dos draps e sian humplitz de lana carmenada segon aquesta semblansa; e sian faytas las extremitatz am les quals es premut de coto o de lana humida, e sian agreguatz am strectura en le braguier de las braguas, e la una de las extremitatz prengua del cul entro al dos, e la segonda prengua a la partida del pantenilh, e dos extramitatz sobre dos coyssas dejos e dos extramitatz autras sobre dos angonars, e tota extrictura sia ajustada en le braguier de las braguas.	And you should press two cloths and fill in the lanolin ointment according to this similarity; and fill in the extremities with those that are previously treated with cotton or lanolin humid, and add structure to the breeches of the breeches, and one extremity takes hold of the backside into the buttocks, and the second takes hold of the parting of the perineum, and two extremities over two thighs here and two extremities over two ankles, and the entire structure is adjusted in the breeches of the breeches.
E alcunas veguadas aquesta hernia es medicada artificialment am cauteri en loc de seccio am ferr; e es que tu prenguas cauteri cutellar subtil e que inscidas am aquel la codena dels ginitius, e es ignit segon que havem recomtat entro que sia descubert le ciphac blanc contenent la aygua, e lahoras tu pren cauteri segon aquesta forma:	Some hernias are artificially treated with cauteries in place of sectioning with iron; and it is that you take a cutellar cautery subtly and that you insert it into the code of the genitales, and it is ignited according to what we have recommended until it is discovered the white ciphac containing water, and then you take the cautery according to this form.
e es asemblat a letra greca.	and it is assembled into a Greek letter.
E aprop perfora am aquel ciphac, e es ignit entro que tota la humiditat sia fora-gitada.	And then pierce the ciphac, and it is ignited until all humidity is driven out.
E aprop exten le ciphac am uncis, e excorja am uncis, e excorja am cauteri subtil ignit; e inscideys aquel segon que es a tu possible entro que eradiques tot lu; e guarda te del huou que·l foc no·l toque.	And then extend the ciphac to inches, and scrape in inches, and scrape with a subtly ignited cautery; and insert it according to what is possible for you until you eradicate all of it; and beware of the fire that it does not touch.
E sapias que aquesta operacio es pus salva e pus longinqua de flux de sanc, e milhor que operacio am seccio.	And know that this operation is more salvaging and longer-lasting than the flow of blood, and better than an operation with sectioning.
Mays si a tu fa contrarietat apostema caut en la hora de seccio o en hora de cauteri, o flux de sanc, lahoras cove que tu cures qual contrarietat fa a tu per aquo, am curacio la qual conveneys a lu segon que es dit.	Perhaps you have made a contrary apostema in the hour of sectioning or in the hour of cautery, or flow of blood, then it is necessary that you cure which contrariety you make for yourself, with a curative treatment that convenes to him according to what is said.
Mays si le malaute es pauruc, e no spera la segonda operacio per la sua horribilitat, lahoras administra perforacio segon que yeu recomti aquo; e es quan es certificat deves tu, per aquo que havem dit de las significacios, que aquela hernia es ayguosa.	Perhaps the patient is poor, and does not hope for the second operation due to its horror, then administer perforation according to what you have recommended here; and it is when it is certified by you, because of what we have said about the signs, that this hernia is watery.
Lahoras cove que tu fassas sezer le malaute sobre alcuna cezelha elevada, aprop perfora le apostema en la partida pus bassa de lu am spatum lat, e pausa la perforacio segon la longitut del cos.	Then it is necessary that you elevate the patient on some elevated seat, and then pierce the apostema in the lower part of the body with a spatulum lat, and pause the perforation according to the length of the body.
E sia la apercio ampla entro que corro tota l‘aygua.	And let it be a wide perception until all the water is drained out.
E aprop pausa sobre le loc coto e lia aquel e layssa aquel, per so que corro le romanent de l’aygua.	And then pause over the cold spot and lift it there, so that the remaining water drains out.
E aprop cura aquel entro que la plagua sia sanada.	And then cure it until the wound is healed.
Mays si contrarietat es a la egrecio de l’aygua en aquela hora tu perforas aquela: e aquo no es fayt sino per aquo quar le pannicol blanc en le orrifici de la plagua fa contrarietat e prohibeys le eyssiment de l’aygua, lahoras cove que tu metas en la plagua pena o instrument am la qual es extrayta l’aygua dels ydropitz, la forma del qual es precedida; o ajusta en la opprecio de la plagua un petit.	Perhaps the contrariety is at the urgency of the water in that hour you pierce it: and this is not done except to quarrel with the white pannicol in the orrifice of the wound, which makes contrariety and prohibits the exit of the water; then it is necessary that you put in the wound a penal instrument or one which extracts the water from the hydropits, in the form which precedes; or adjust on the opposite side of the wound a small one.
E sapias que l’aygua retorna, e es agueguada aprop vi meses o enaviro aquels; e cum es agreguada, lahoras sia perforat segon aquela meteyssa manieyra, quar le malaute ayssi passara les sieus dias.	And know that the water returns, and it is augmented for six months or in those environs; and when it is augmented, then it should be pierced according to that method of manipulation, because the patient will thus pass the seven days.
Capitol .lxiii.	Chapter 63.
De seccio sobre hernia carnosa e la curacio de lu.	On sectioning about fleshy hernia and its cure.
Sapias que en la seccio sobre aquesta hernia es temor perdusent a pernicia en las majors disposicios; per que a mi es vista la dimissio de lu e esser salvat per aquela milhor.	Know that in the sectioning about this hernia, there is a persistent fear of losing a limb in the major dispositions; because to me it has been seen the dismissal of it and being saved by that better one.
E yeu so rememorant la operacio en aquela e las specias dels apostemas.	And you are reminded of the operation on those and the species of the apostemas.
Donc, dic que l‘apostemas natz en les cos dels quals les genetius so conponutz e es fayt aquo per motas causas: o per superfluitat aguda agra, la qual es efundida als genetius, o per percuscio.	Therefore, I say that the apostemas are born in the bodies of those whose genitals are composed and it is done for many causes: or for an acute sharp inflammation, which is poured out to the genitals, or for percussion.
E es la color de la apostema segon la color del cos, e no es atrobat en lu dolor, e es apostema greu.	And it is the color of the apostema according to the color of the body, and it does not appear in the pain, and it is a heavy apostema.
E fort leu es apostema lapificada, del qual la color es fosca, e no es centiment a lu.	And I have seen an apostema lapificada, of which the color is dark, and it does not feel pain.
E alcunas veguadas es fayt per nodacio de las arcerias, e per imflacio de aquelas ayssi quo ja es perceubut la rememoracio de lu, o per imflacio de venas.	And some hernias are made for swelling of the arteries, and for inflammation of those as well which I have perceived the remembrance of it, or for inflammation of veins.
Mays aquo que es per imflacio de arcerias es conogut per la dispercio de la apostema quan compremas aquela am les tieus ditz; e no cove que aquel toques.	Perhaps that which is for inflammation of arteries is recognized by the dispersion of the apostema when it comprehends those in the tender fingers; and it does not touch that.
Mays aquel que es fayt per imflacio de vena no es dispergut de lu alcuna causa deves la compressio am les ditz.	Perhaps that which is made for inflammation of a vein is not dispersed from it by any cause, unless the compression is in the fingers.
E ja es possible que sobre aquesta specia sia fayta seccio e sobre les autres carns; e es que tu inscida la codena dels genetius, e aprop esten le huou a las partidas desus, e extratz aquel del ciphac blanc, e deliura le suspensori dels vaysels, e ligua les, e inscideys le suspensori pus que tu deliuras aquel de tota partida de las partidas del huou.	And it is possible that about this species a section is made and about the other carnals; and it is that you insert the code of the genitals, and then stop the fire at the upper parts, and extract that from the white ciphac, and deliver the suspenders of the veins, and tie them, and insert the suspenders so that you deliver that from all parts of the fire.
Donc si l’huou ja es am aquelas carnadas consolida, lahoras cove que tu extraguas le huou e inscidas aquel.	Therefore, if you have already consolidated those injured limbs, then it is necessary that you extract the patient and insert them into a warm place.
E si es adherencia entro alcuna causa del ciphac, o entre aquo que es entre les bayssels, lahoras cove que tu deliures tota aquela adherencia e inscidas aquela per inscizio redonda.	And if it is adhesion between some part of the hip, or between that which is between the pelvis, then it is necessary that you release all that adhesion and insert it for round incision.
Mays si es nativitat de carn en le loc de la adherencia la qual es detras, lahoras cove que tu inscidas tot aquo que es de lu, e extraguas le huou ayssi cum havem dit.	Maybe it is a birth of flesh in the place of adhesion which is behind, then it is necessary that you insert all that is of it, and extract the patient thus as we have said.
Donc cum es complida la tua operacio, lahoras omple la plagua de lana imfuza en oli rozat e vi; e aprop cura aquela am l’autra curacio entro que sia sanat.	Then when your operation is complete, fill the wound with lanolin ointment and rose oil; and then take care to heal that wound with another cure until it is healthy.
Capitol .lxiv.	Chapter 64.
De la curacio de hernia que es de vitz.	On the treatment of hernia that occurs in childhood.
Vit es apostema envolut per alcuna envolucio semblant a broto am mollificacio dels testiculs, e es fayt dificil movement exercitiu e deambulacio sobre le malaute.	It is an abscess enveloped by some similar enveloping like a tumor with mollification of the testicles, and it is made difficult to exercise movement and walking on the affected limb.
E en la curacio de aquesta malautia es per temor per aquo del qual es precedida rememoracio.	And in the treatment of this illness, it is by fear for that which is preceded by remembrance.
Empero cove que diguam opperacio en aquela segon que fero les primiers.	However, it is necessary to say that I will operate according to what the first authorities did.
E dic que cove que fassas sezer le malaute sobre una cezelha elevada; e aprop enpelleys le suspensori dels testiculs a las partidas dejos; e aprop te la codena dels genetius am les tieus ditz am les baysels que so probdas a la vergua; e tengua aquels autre ministre que tu, e extenda aquels am extencio vehement.	And I say that it is necessary to place the affected limb on an elevated stool; and then apply padding to the suspensors of the testicles at the lower parts; and then you will hold the codena of the genitals with the ties that are tied to the pelvis, which are probable to be in a virgin state; and you have those other ministers who are assisting you, and extend them with vehement extension.
E aprop inscideys am spatum lat agut per seccio traversa en le dreyt dels vaysels entro que sian les vayssels descubertz.	And then insert a spatula to separate the agglutinated part by making a transverse section in the right of the veins, until the veins are discovered.
E aprop excorja de tota partida ayssi quo a tu havem dit en extraccio de arceria las quals so en las templas.	And then scrape out the entire affected part thus as you have said in extracting the roots of the arteries which are in the temples.
E aprop fica en aquelas un’agulha en la qual sia fiel doble, e lia aquel en le primier del locs en les quals accideys vit, e lia aquel autra veguada en le derier de lor.	And then place them in those needles in which there is double faith, and tie it to the first of the places where life thrives, and tie another vein at the back of them.
E aprop inscideys aquels en le mieg loc per seccio dreyta segon la longuesa del cos, e extratz aquo que es agreguat de las humiditatz fetulentas e corruptas.	And then insert them in the middle place for right section according to the length of the body, and extract what is added to the fetid and corrupt humors.
E aprop cura la plagua am curacio de las autras plaguas en las quals vols sania esser engendrada per so que caian les vaysels les quals noyreysso un de dos genetius, quar no es mal per aquo.	And then heal the wound with a cure of other wounds in which you want to be healed, so that the veins, which are not nourished by one of the two genitals, may not become bad for that.
Mays si accideys vit a totz les bayssels, lahoras cove que·ls testicols sian extragutz o que les testicols per aquo se cequo am les vayssels, per que sia privat de tot nutriment per la inscizio dels vayssels, e que sian estaborits, o que cequo per so que no sia juvament am aquels.	Maybe it thrives in all the pelvis, then it is necessary that the testicles are extracted or that the testicles for that are separated from the veins, so that they are deprived of all nourishment for the incision of the veins, and that they are stabilized, or that it is separated for that so it does not grow youthful in those.
Capitol .lxv.	Chapter 65.
De la cura de hernia entestinal.	On the treatment of intestinal hernia.
Le adveniment de aquesta hernia es per seccio que endeve en le ciphac extendut sobre le ventre de part dels angunars del mirac del ventre, per que deysendo les budels de aquela ruptura ad alcu dels budels.	The occurrence of this hernia is by section that ends in the extended hip over the belly on the part of the angles of the miracle of the belly, so that by giving way to the intestines of that rupture, it adds to the intestines.
E aquesta ruptura es o del ciphac o de excencio de lu, e accideysso aquestas doas specias per motas causas: o percussio, o per sautz, o per clamor, o per elevacio de alcuna causa greu, o per semblantz.	And this rupture is either of the hip or of exhaustion of it, and it occurs in these two species for many causes: either by percussion, or by fall, or by shouting, or by elevation of some heavy cause, or by similarity.
E·l senhal de aquo, quan es per extencio del ciphac, es que accideys pauc a pauc en lonc temps, e no accideys soptament, e es apostema engual entro ves le preon per so quar le ciphac comprem le budel.	And the sign of that, when it is by extension of the hip, is that it occurs little by little over a long time, and does not occur suddenly, and it is an abscess gathered within until you feel the pain, so that the hip compresses the intestine.
E le senhal de lu es quan es per seccio del ciphac, quar al comensament fa accidir dolor vehement sobtament; e es apostema divers aparent dejos la codena propdana aparent, e aquo es per eyssiment del budel, e·l cos de lu a las partidas deforo del ciphac.	And the sign of it is when it is by section of the hip, because at the beginning it causes vehement pain suddenly; and it is an abscess appearing below the fallen codena, and that is by swelling of the intestine, and the body of it is in the parts before the hip.
E alcunas veguadas es fora-getat am le budel la tela, e es apelada aquesta hernia entestinal zirbal.	And some veins are forgotten in the intestine, and this intestinal hernia is called zigibal.
E alcunas veguadas es fayta am ventositat, e alcunas veguadas corr en le budel fenda, e aqui es retenguda, e es am aquo gran pernitia3 del malaute, e alcunas veguadas fa endevenir dolor malvada e majorment quan es premut.	And some veins are made in the ventosity, and some veins run into the intestine's end, and here it is retained, and it is with great pertinacity of the illness, and some veins make evil pain and major worsening when it is premature.
E en la curacio de las especias de aquesta malautia am ferr es temor, per que cove que sia esquivat le cazament en aquela.	And in the treatment of the species of this illness iron is used, for it is necessary that the cauterization be avoided in that.
E la manieyra de la operacio de aquela es que comandes al malaute que redugua le budel am la sua ma a las partidas dedintz de la sua conquavitat si obezeys al sieu retornament, e aprop sia envessat sobre le sieu col entre las tuas mas, e eleva las cambas de lu.	And the manner of the operation of that is to command the patient to reduce the intestine with their hand at the lower parts of its cavity if it obeys the usual return, and then it is invested over the column between the two hands, and raises the legs of it.
E aprop sten la codena la qual siec la codena dels testicols a las partidas desus, e inscideys la codena dels testicols tota per le lonc; e aprop fiqua en doas labias de la seccio uncis segon que indigeysses a hubrir la seccio am aquels.	And then stop the codena which is the codena of the testicles at the lower parts, and insert the entire codena of the testicles for the length; and then place it in two labia of the section uncis according to what is necessary to close the section with those.
E si’ la seccio segon la quantitat que a tu sia possible que de aquela le huou sia foro-getat.	And if you section according to the quantity that it is possible for you to do, then from that the man may be restored.
E aprop excorja aquela ciphaqueth les quals so dejos la codena dels testicols, entro que sia descubert le ciphac blanc dur de quascuna partida.	Then scrape off that crust which you have on the vertebrae of the back, until the white crust is discovered from a certain part.
Lahoras tu entromet le tieu dit en aquo que siec le testicol, en aquo que es entre ciphac blanc, le qual es dejos la codena del huou, e entre le ciphac segon, e absolve am aquel’adherencia que es en la partida detras del huou.	When you insert the finger into that which is the vertebra, in that which is between white crust, which is on the back of the man, and between the crust according to, and absorb with that adhesion which is in the part behind the man.
E aprop mau am la ma la codena dels testicols a las partidas deforo, e am aysso exten le ciphac blanc en sus am la ma sinestra, e eleva le huou am le ciphac a la partida de la seccio; e comanda al ministre que extenda le huou ensus e tu dissolveys la adherencia que es detras am solucio complida.	And then move the hand on the back of the vertebrae to the fore parts, and also extend the white crust with your left hand, and elevate the man to the crust at the part of the section; and command the minister to extend the man thus and you dissolve the adhesion which is behind in a complete solution.
E cerqua am les tieus ditz que lay no sia alcuna causa del budel envelopat en le ciphac blanc dur.	And search with your fingers to see if there is no cause of the intestine wrapped in the white crust.
Mays si tu atrobas de lu alcuna causa, lahoras tu enpelleys aquel al ventre dejos.	But if you find some cause, then you inject that into the belly below.
