Praefatio.	Introduction.
Et modus operationis in illo est, ut resupinetur infirmus super dorsum suum.	And his or her treatment is that they should lie on their backs.
Deinde extende caput uirgae eius manu tua sinistra extensione uehementi, et incide caput capitis uirgae ex loco priapi, cum acumine, aut spatumili acuto: sicut est incisio calami, aut sicut tu radis aliquid, ut medium eius ueniat simile capiti uirgae: et ut cadat foramen in medio secundum quod oportet.	Thereafter extend his or her penis with your left hand firmly and incise the head of the penis at a specific place using sharp, pointed instruments like needles or knives; similarly to cutting corkscrews, or as if inserting something into the skull: so that part of it may come together similar to the top of his or her penis. Then let him lie down and allow for this opening in the middle according to what is appropriate.
Et caue tibi apud operationem tuam a fluxu sanguinis.	And now you should, at your own surgical procedure involving blood flow.
Multotiens enim accidit illud.	Indeed, that often happens.
Oppone ergo ei cum eo quod abscindit sanguinem, et cura uulnus, donec sanetur.	Therefore oppose him with whom he is about to lose his blood and care for one until healthy again.
¶ De Albather quae accidunt in praeputio et capite uigae, et corruptione, nigredine, et adhaerentia.	Of things that happen within the prepuce and penis; rot (black) discoloration as well as coarseness and attachment to them are observed.
Caput LVI.	Section LV.
Multotiens accidunt istae Albather in uirga, et est eminentia carnis foedae.	Often happen these things by Albucasis during circumcision and it involves a very foul wound to the flesh.
Et ex ea alia est maligna, et alia non maligna.	And of those some are harmful, and others not harmful.
Non malignam ergo oportet ut suspendas cum uncino subtili, et abscindas eam, donec mundes eam totam.	Not a cancerous one therefore must be gently circumvented with small instruments under the skin and remove it until removing all of its wound completely.
Deinde pone super eam cotum submersum in unguento aegyptio.	Then put oil from Egypt over this body part submerged in warm vinegar.
Deinde cura ipsum post illud cum unguento dyafinicon, donec sanetur.	After that care for it with anointing ointment of honeycomb until healed completely.
Quod si Albather est maligna, foedi coloris, tunc oportet ut administres in ea cauterium post incisionem eius et ipsius rasionem.	If Albucasis's circumcision is a harmful one then it needs to be treated with hot pigment and reasoned after the cut.
Si autem Albather est in praeputio captiui, non circumcisi, et est pars Albather inter praeputium, et pars eius extra: tunc oportet ut auferas Albather, quae est intus in primis, donec quando consolidatur, tunc cura ipsum exterius: quoniam quando tu curas eam simul, non securatur praeputium quin preforetur.	If Albucasis is captured inside the foreskin and it belongs to Albucasis himself and part of him within and outside his body then he needs to be removed which is first done from what'th in, until when consolidated, then care after that will be external: because once you take care of it while also ensuring the prepuce isn’t forcib0ly drawn back.
Et iam accidunt etiam in testiculis, et praeputio nigredo et corruptio.	And even happen within testicles and blackened prepuce and decay.
Oportet ergo, ut tu concaues totum quod iam denigratum est, et quod uult corrumpi, aut iam corruptum est.	Therefore it is necessary for you to heal all that has already turned black and decayed, whether intended or not.
Deinde line super ipsum post illud cum melle quod iam concussum est cum farina corticum granatorum, et herbi tritorum cribellatorum.	After that apply the wound above with honey mixed with crushed wheat bran and planted seeds from buckthorn bushes for dressing.
Deinde cura illud cum reliqua curatione, donec sanetur.	Then take care of it along with the remaining treatment until healed completely.
Si autem accidat fluxus sanguinis, tunc administra cauterium cum cauterio lunari, secundum hanc formam.	If blood flows then apply a hot spoon with moonstone as soon as possible in this manner: if you have such treatment available it should be applied immediately using the appropriate method to control bleeding effectively and promote healing. If not specifically mentioned, assume that "moonstone" refers metaphorically to some form of cooling or anti-inflammatory agent suitable
Cauterium enim est iuuatiuum ad duas dispositiones simul, scilicet ad fluxum sanguinis, et uulnus quando corrumpitur.	The cautery is a double-edged tool used for the control of blood flow and to seal wounds when they become corrupt.
Quod si corroditur caput uirgae, et destruitur totum in hora: tunc oportet ut intromittas in meatum priapi cannulam ex plumbo, ut mingat infirmus super eam.	If the head of a horse is decayed and destroyed within an hour after being amputated: then it must be inserted into the root canal with silver fillings to strengthen it.
In adhaerentia uero praeputii cum capite uirgae, et haec quidem adhaerentia non accidit, nisi in eo cuius praeputium est sanum, et non exigitur super ipsum circumcisio: et quandoque accidit adhaerentia propter uulnus, aut apostema: oportet ergo ut excories eam cum Spatumili obtuso, donec soluatur ligamentum, et liberetur caput uirgae ab omni parte.	If the penis is stuck to a horse's head and this does not happen: unless it happens due to unclean foreskin that requires circumcision; whenever adherence occurs due to stone or ulceration, then it must be scraped off with smooth pumice stones until the ligament separates and the penis is freed from all parts.
Quod si est difficile discernere ea exquisite, tunc oportet ut excories aliquid ex capite uirgae, et ex praeputio.	If it's difficult to distinguish them, then scraping something from the horse'th head and foreskin is required.
Quod est, quia praeputium quando est subtile, fortasse perforatur propter subtilitatem suam uelociter.	Because when the skin of a person (or in this context potentially an animal like horse) is thin due to illness or other factors: it might be pierced through because of its delicateness, possibly with silver fillings for support if necessary and as part of treatment. This statement seems incomplete without additional information about what kind of
Deinde separa inter praeputium, et caput uirgae cum panno lini subtili, qui iam madefactus est in aqua frigida, ut non adhereant iterum.	Thence separate between the foreskin and penis; with a fine linen cloth that has already been dipped into cold water so it does not stick again.
Deinde curetur cum uino stiptico, donec consolidetur.	Thereafter scour with urine of the shepherd until it solidifies. This is an unusual and outdated method likely referencing old medical practices where animal secretions were used for their supposed healing properties or
¶ De mundificatione infantium, et curatione ex errore eis accidente.	Regarding the cleansing of children's bodies from dirt and misadventure; this implies a caregiving approach where attention is given to hygiene practices in case of an unfortunate incident or error,
Caput LVII.	In Capitulum LVII., the continuation would likely detail specific
Circumcisio non est solutio continuitatis, sicut reliqua uulnera: uerumtamen cum sit ex operatione nostra, uoluntate nostra, et usus eius sit in pueris proprie, est necesse ut signemus in ea operationem meliorem, et uiam leuiorem perducentem ad salutem.	Circumcision is not a cure for continual suffering like the rest of wounds: although when it comes from our surgical intervention and we wish to apply this specifically in boys' lives as part of their personal healing, then it becomes necessary that we mark better with this operation and promote quicker recovery. This passage highlights circumcision not just as a medical procedure but also emphasizes its significance for the well-being of young males within certain cultural or religious contexts whereby surgery plays an intrinsic role in healing practices, aimed at providing spiritual solace alongside physical health benefits.
Dico ergo, quod antiqui non dixerunt circumcisionem in aliquo suorum librorum: quoniam non utuntur in legibus suis, et non est nisi quod acquisiuimus per experimentum.	I say therefore that what the ancients did not mention about circumcision in any of their books because they do not use it according to their laws and is only used as something acquired through experiments.
Quod est, quia ego inueni maiorem partem artificum, et phlebotomatorum uti mundificatione, circumcidendo cum nouacula, et cum forficibus: et utuntur alfecati, et ligaudo cum filo, et incisione cum ungula.	What I have found is greater part of the art of medicine and surgery, using phlebotomy as a method of purification, circumcision with new instruments, thorns, and knives: also used for washing cleanse men'thra and ligating them with thread and incising their penis-tip.
Et ego quidem iam probaui omnes istos modos, et non inueni meliorem mundificatione cum forficibus, et ligamento cum filo.	And I indeed have tried all these ways myself and found no better purification with thorns than circumcision by using new instruments: also the use of thread to tie is not superior either.
Quoniam in mundificatione cum nouacula, multotiens effugit cutis.	Because in skin-cutting purification with a knife or blade often blood was spilled many times.
Quoniam cutis praeputii duas habet tunicas: ergo forsitan inciditur cutis superior, et temanet tunica inferior: cogitur ergo ad incisionem ad incidendum alteram, et dolorem futurum.	Because the skin of the prepuce has two skins; therefore one may be peeled off and leave behind a lower one beneath it: hence reasoning for incising into this second to cut another layer away which would cause pain thereafter.
Et cum mundificatione quae fit per alfecati, id est, digitalis, quo utuntur sutores, non securatur incisio extremitatis uirilis membri: quoniam fortasse ingreditur in foramen eius.	And with washing of menthra using fingers which is the practice used by tying surgeons; it does not secure incision at the tip end of a man's member because sometimes an entry way might be present inside that orifice: meaning there may also exist pain as well.
In mundificatione autem cum ungula, fortasse euadit ferrum, et corrumpit operationem tuam: et cutis quidem pueri est breuis natura, et multotiens nascuntur taliter, quod non indigent mundificatione: et iam uidi illud.	And in circumcision with a blade or scalpel; it may dull the instrument and ruin your operation thereof indeed! The boy's skin is short naturally, they are born thusly sometimes even more so, that not much mundification would be required of them: hence I have already witnessed this.
Mundificationis autem cum forficibus, et ligamento cum filo, bonum experimentum detexit mihi: quoniam forfices sunt proportionalis incisionis: propterea, quod acuitas quae est superius, est sicut acuitas quae est inferius.	In washing with menthra using fingers and thread tying; this experiment has proven beneficial to me because the thorns are proportional in size for incision: hence why sharpness above is like that below.
Cum ergo premis manum tuam, proportionantur duae acuitates, et incidunt secundum operationem unam in tempore uno: et fit compressio simili figura, continens cutem uirgae ab omni parte, cum qua non cadit error omnino.	Hence when I place my hand upon yours; two sharpnesses are proportionate to each other and they both incise according to the same operation within a single time: this results in compression of similar figure containing all parts of the boy's member without falling into any errors entirely.
Et modus operationis propriae est, ut facias extimare, puerum praecipue, si est ex eis qui intelligunt parumper, quod tu non facis, nisi quod ligas filum in uirga sua tantum: et dimittas ipsum usque ad diem alium.	And the proper mode of operation is to make an incision especially if it concerns children who understand less than a little, and do not perform anything else except that you bind the child's leg in its crutch until another day comes: and let him go until another day arises.
Deinde fac eum gaudere et laetari omnimodo quo possibile est tibi illud, ex eo quod recipit intelligentia sua.	Thereafter make that person happy and rejoice with him in whatever ways you can possibly muster for himself.
Deinde fac eum stare inter manus tuas praeparatae staturae, et non sit sedens: et occulta forfices in manica tua, aut sub pede tuo, ne uideat eos puer omnino, neque aliquid ex instrumentis.	Thereafter make that person stand with your prepared stature height and he should not sit: hide the scalpels on either in your sleeve or underfoot so that no child at all will see them nor be aware of any thing from instruments whatsoplever, let him remain standing.
Deinde intromitte manum tuam ad uirgam eius, et suffla in cutem, et trahe eam sursum, donec egrediatur caput uirgae.	Thereafter thrust your hand into the virgin'then blow his head backas hard as you cantill it fallsfrom her crutchhead.
Deinde mundifica ipsam ex eo quod aggregatur in ea sordicie.	Then cleanse that person from the thing which is included with dirtiness on him, so she will be presentable again..
Deinde liga locum signatum cum filo duplo.	Thereafter bind a place marked twice as if doubled thread has been used for it: making sure that there are multiple layers of security and marks
Postea liga inferius eo parumper ligamentum secundum.	Then proceed to secure the inferior part with only so much attachment, ensuring not overly tightening or binding which might restrict movement needed for healing..
Deinde tene cum indice tuo, et pollice locum ligamenti inferioris retentione bona, et incide inter duo ligamenta.	Thereafter hold with your index finger the place of attachment and retain a good position for holding onto the lower attached limb while you incise between two ligaments..
Deinde eleua cutem sursum uelociter, et extrahe caput uirgae.	Thereafter elevate the head upwards either by lifting or tilting and then remove from her crutchhead: assisting in reducing swelling while also maintaining a proper position..
Deinde dimitte sanguinem currere paulatim (est enim melius) et pone puluerem desuper: et super puluerem pannum in quo expansus est uitellus oui decocti in aqua rosata, concussum cum oleo ros recenti bono: et dimitte eum super ipsum usque ad diem alium: et cura ipsum reliqua curatione, donec sanetur.	Thereafter gradually let the blood flow down (as it is better) and place poultice above with a little heat to promote healing; apply an ointment of rose petals that have been boiled in honey mixed with freshly squeezed lemon oil: and remove him over the ointment pan after his head has expanded from its previous state, pouring hot water into it till when pressed out was a juice as delicious as dew-like. Then leave this person above until another day comes; care for whatever remains of treatment in continued attendance until he is cured..
Forma autem forficis ad mundificationem haec est.	The form of this ant is thus designed to cleanse it.
Sint hebetes duae extremitates, et sint incidentes: ne egrediatur in eis ramus claui: et sit longitudo duarum acuitatum, sicut longitudo duorum manubriorum aequaliter.	These two sides are weak and adjacent; so that the ant will not be thrust into her branch's twig: let the length of these two sidewings be as equal in depth as the lengths of four legs, according to Albucasis.
Error uero cadens in mundificatione est: quoniam fortasse effugit cutis intrinseca tota, aut pars eius apud incisionem.	However, this falls short of cleansing it: for the skin may have completely escaped from within or parted at the wound site.
Ergo oportet, ut extendas eam ex hora tua cum ungue tuo ante apostemationem loci: et incidas eam secundum aequalitatem.	Therefore you must spread it out on your nail with the help of your thumb's forefront point at that location, and apply it according to equality.
Quod si non potes tenere eam cum ungue tuo, tunc extrahe eam cum uncino, et incide eam.	If not possible with your nail, then also spread this out on the splinter' end of a needle: and apply it therein as well.
Si autem praeterierint ei tres dies, et remanet quod est sub uirga inflatum, apostematum: tunc dimitte illud, donec sedetur apostema calidum, et excoria illud cum facilitate, et incide illud secundum quod praeparatur tibi: et caue tibi a capite uirgae.	If they persist for three days and what remains is beneath the grass blade's tip, then let it go; when an inflamed wound becomes dry and hot at its site until this settles down therefrom: apply that herein as you have prepared it yourself: excoriate with ease from head to tail of the thorn.
Non enim nocebit ei illud.	Lest harm come unto him by/it.
Cura ergo illud cum eo quod consolidat uulnus ex pulueribus, quos narrauimus in tractatu de pulueribus: et si inciditur ex cute supra mensuram, et euadit ad superiora, non nocet ei illud etiam.	Take care of it likewise with that which consolidates wounds caused by pus as mentioned in the tractate on pus: and if an abscess breaks through above its measure but is still below the skin's surface, this does not harm him either.
Cura ergo illud cum eo quod diximus, donec sanetur.	Take care of it as well with that which we have told you until he recovers..
¶ De extractione Vrinae retentae in uesica.	On the removal of a wart from under the skin.
Caput LVIII.	Title Fifteen: The Removal of Warts Under Skin (Head
Urinae retentio in uesica, fit ab opilatione facta ex lapide, aut sanguine congelato, aut pus, aut carne nata, et similibus illis ex eis quae diximus ex modis curationis in diuisione.	The removal of warts under the skin has been done as follows: either through stone crushing (opilatio), or by using blood ice, pus, raw flesh born from that which we have mentioned before ways to treat it divided into parts..
Et si non soluitur Vrina, et uides retentionem eius esse propter Lapidem, qui iam est in collo uesicae: tunc oportet ut sit infirmus super genua sua curuatus.	And if the patient does not use Vinca and you see him weakened by stone (which is already in his chest), then it should be operated on above its joints with a hooked tool.
Deinde componantur pedes eius super dorsum eius, et extendat uentrem suum ex superiori parte dorsi eius, et stringat infirmus anhelitum suum quantum possibile est ei.	Then they put his feet on his back and stretch out the wrist from its upper part, holding him in breath as much as possible.
Cogitur ergo cum collo uesicae ad expulsionem Lapidis ad posteriora: quare absoluitur Vrina.	So he thinks that with the patient's spine-carried liver, Vinca should be used to remove the stone from behind it. He therefore removes Albucasis. What happens then? Doesn’t seem as if any treatment is given for aftermath of such an operation or how this will affect his recovery and life there
Quod si non soluitur cum eo quod diximus, et uehemens sit res super infirmum: tunc oportet ut administres extractionem eius cum instrumento, quod nominatur siringa, cuius haec est forma Sit ex argento, et sit subtile, lene, concauum sicut cannula pennae auis in subtilitate radii, longum in similitudine palmi unius et medii: cui sit cannula subtilis in capite eius.	What if the patient does not heed it and remains weakened over him? Then a treatment with an instrument named 'siringa' must be performed, which is made of silver and has this form—it resembles thin quills from finely woven silk or lace. It should have curved wings that are long like one palm plus the middle part of another, containing tiny tubes through its body as needles in fine linen thread do when drawn into small radii under tension: which is a delicate and refined instrument with thin hollow cannulas for treating head tumors. This siringa has also been described to possess smaller, even more subtle curved tubes located within the larger ones at certain intervals in its body; these are employed as catheters specifically designed for penetration into fine capillary vessels under pressure and control by hand force during an operation or treatment without causing significant harm. These delicate instruments have historically been used with great care, precision, and skill to perform various surgical procedures due to their ability to navigate narrow spaces within the body that were previously thought unreachable through traditional methods of incision
Et modus exitus Vrinae per ipsum est, ut accipias filum duplicatum, et liges in extremitate eius lanam, aut cotum, ligatura bona: et intromittas extremitatem fili in inferiori parte Siringae: et incide cum forficibus si superfluit aliquid ex lana, uerum intromitte in cannulam cum uehementia, sicut alzer.	And the way of death through Albucasis is this—that he receives a double thread and bindings at its ends, whether it be wool or cotton: and inserts one end into the lower part of his instrument 'siringa': then thrusts in with force if any thing from the yarn comes out, inserting it again through the cannula with violence. This describes a procedure where Albucasis might use sutures (double thread) to bind or fix tissues together and introduce elements into body cavities under careful control for medical purposes such as repairing internal wounds or removing obstructions—a technique which seems primitive by today's standards but was revolutionary at the time. This meticulous approach emphasizes a detailed understanding of surgical tools like 'siringas,' their materials, and methods, even though Albucasis himself is removed from this context as an historical figure who cannot perform such interventions in modern times. The reference to using wool or
Deinde inunge siringam cum oleo, aut cum butyro, et albugine oui: et fac sedere infirmum super sedem, et embroca uesicam, et ipsius uirgam cum oleis humidis, et oleo oliuae, et aqua tepida.	Thereafter you should insert worms into the syrinx with oil, or butter, and albuginea also: place a weakened man on his chair in front of him while he draws out embrocations from himself, and anointing virgin men using olive oil soaked in water and pure oil.
Deinde intromitte siringam in uirgam cum facilitate, donec perueniat ad radicem uirgae.	Thereafter you should insert worms into the virgin man with ease until they reach the root of his penis.
Deinde dupla ipsam superius a parte umbilici.	Thereafter double it over from below its navel.
Deinde impelle siringam intra ipsam, donec perueniat ad Vesicam, et sentiat eam infirmus iam peruenisse ad rem uacuam: et non fit hoc secundum hunc ordinem, nisi quoniam meatus, in quo uadit, est in quo est tortuositas.	Thereafter push the worm into it until it reaches the bladder, and let them feel its pain if already weakened: this does not happen according to this order unless there is a meatus where urine comes out from inside which has curves in it.
Deinde extende filum cum lana paulatim.	Thereafter extend the thread gradually with wool.
Vrina enim sequetur lanam.	Indeed, follows next after a layer of wool.
Deinde extrahe eam, et fac currere Vrinam per uiam urinae: et itera siringam, et non cesses facere illud, donec euacuetur uesica, et inueniat infirmus alleuiationem.	Thereafter remove from that layer of wool and let the vinegar run through urine: repeatedly insert a syringe into it until piles are removed by its flowing action; do not cease doing this, until it is washed clean inside out and becomes weakened.
¶ De qualitate clisterizationis uesicae cum Clepshydra.	Concerning the quality of purgation using an emetic with a hydrometer (clepsychism). This practice was common to achieve purification before medical treatments or surgerinqs
Caput LIX.	Head IXL.
Quando accidit in uesica ulcus, aut sanguis in ea congelatur, aut coartatur in ea pus, et uis distillare in eam aquas et medicinas: tunc fiat cum instrumento quod nominatur Clepshydra, et haec est forma eius.	Whenever there occurs a blood ulcer or the congealing of blood within it, or when pus is formed and coated in said sore area; then water distilled through that wound must be collected along with medicinal waters: at such time will this form appear. This refers to an ancient practice using a specific apparatus known as 'clepsydra' for obtaining the mentioned fluids.
Est enim surda, id est, clausa.	Indeed it is closed (i.e., sealed). The term emphasizes that during this process of collection and distillation
Et in eo sunt tria foramina, duo ex parte una, et unum ex parte altera, sicut uides.	And within it are three holes: two on one side and one on the other, as if they were eyes (udes). This refers to a peculiar design or feature of an object used in medieval medicine, possibly for drainage purposes during surgical procedures like trepanning, where bone was
Et locus concauus, in quo est illud quod impellit, sit secundum quantitatem quod opilet ipsum sine additione, donec quando trahitur cum eo aliquid, ex humiditatibus attrahatur: et quando impellitur, cum eo expellatur ad longinquum: secundum quod facit clepshydra, qua proiicitur naphta, id est, ignis graecus in praeliis martis.	And the place where there is concavity, which forces that to rise on its own without addition, until it draws something out with humidity; and when drawn forward, it expels at a distance like the clayworks of ancient Greece igniting naphtha or Greek fire in pitchers.
Cum ergo uis proiicere humiditates in uesicam, intromitte extremitatem clepshydrae in humiditatem, et trahe cum eo quod impellit ad superiora, humiditas enim trahitur in concauitatem clepshydrae.	Henceforthy when water is applied to wounds, introduce the extremity of claywork into moisture and draw withdrawn by it towards higher areas; because moisture thus drawn backward due to impulsion, returns inside concavity in clepsydrae.
Deinde intromitte extremitatem eius in uirgam, secundum quod narrauimus in siringa.	Thereafter introduce the extremity of that into wounds according to what we narrate about it regarding sprinkling on hairs (sprinkled saline solution for irrigation). This technique is derived from ancient practice, wherein a fine spray was used as an adjunct therapy. The aim in medieval
Deinde impelle humiditatem cum eo quod impellit illa namque humiditas peruenit ad uesicam statim, ita quod sentit eam infirmus.	Thereafter propel the moisture that has been drawn by its own motion towards wounds immediately afterward as such is sensed to be beneficial for healing; this corresponds with ancient wisdom where immediate application of remedy was considered a virtue, reflecting the belief in swift restoration and holistic care. The underlying principle being adopted from these traditions underscores an understanding that timely intervention can accelerate recovery by applying natural therapeutic
Forma clisteris subtilis quo clisterizatur uesica.	The form in which the gentle pills are applied to wounds; this method aligns with historical medicinal practices where specific substances were utilized for their curative properties, echoing a
Fiat ex argento, aut auricalco: cuius caput altius sit simile alcama paruo, et sub eo sinus inter quem cadat ligamentum.	Let there be silver or gold filings; the head of which is higher like rainwater (possibly referring to a form that allows for better absorption), and underneath it lies where the tendon falls, indicating precision in treatment aimed at ensuring localized healing without affecting surrounding structures. This mirrors ancient beliefs regarding material properties influencing therapeutic efficacy while showcasing
Deinde accipe uesicam arietis, et pone in ea humiditatem, qua uis clisterizare uesicam.	Thereafter receive the saline solution poured from an ass, and place it into which to apply washings; as this is done for cleansing wounds with medicinal applications that involve similar techniques such as irrigation or soaking in aromatic waters believed at times to possess healing properties beyond simple cleanliness. The integration of natural elements like the sc
Deinde liga eam inter duos sinus ligatura forti cum filo duplo: et calefac illam humiditatem parumper super ignem.	Thereafter, bind it between two grooves securely with a strong double-threaded cord; and keep the moisture above an open flame very closely monitored to ensure sterility by constant heat without allowing for drying or evaporation that could reduce its therapeutic effectiveness. This approach reflects historical wound care practices where materials such as
Deinde intromitte extremitatem clisteris in uirgam, postea stringe manum tuam super uesicam cum humiditate strictura decenti, donec sentiat infirmus, quod illa humiditas iam peruenit ad uesicam.	Then insert the extremity of a clyster into an intact man, afterwards grasping your hand over his urine with moisture sufficient to cause decency until he becomes weak, at which point that very moisture has already reached the end for him in urinating.
Si autem non est tibi praesens uesica, tunc accipe frustum pergameni, et fac ex eo circulum, et perfora ipsum ab omni rotunditate sua.	If not for your presence as a urinator now, then take from me a piece of parchment and make it into a circle, piercing the entire circumference of its roundness.
Deinde intromitte filum forte in illis foraminibus, sicut reuoluuntur.	Then thrust a strong thread through their orifices as they wish.
Deinde aggrega circulum, sicut aggregatur alsofratu: postquam tu ponis in eo illud quod uis ex humiditatibus, et oleis, et aquis.	Then join the circle together, as it is joined with sponge soaked in urine, oil and water; after you have placed on it what has been done by virtue of moisture from these elements for him to void his humors through this passage created between us: once he does that which must be performed.
Deinde liga ipsum in instrumento: et fac cum eo sicut fecisti cum uesica ex expressione cum manu tua, donec perueniat humiditas ad uesicam.	Then join it together with an instrument; and perform just as you did for urination from the word of God to its manifestation through my hand until that very moisture reaches micturition itself: once he has done what must be performed here, afterward release me so I may leave.
¶ De extractione Lapidis.	On taking out the stone (lithotripsy).
Caput LX.	Chapter 60.
Iam diximus in diuisione species Lapidis, et curationem eius cum medicinis: et dixi differentiam inter Lapidem generatum in renibus, et uesica, et signa illius totius: et dixi Lapidem in quo cadit operatio cum manu et sectio: et est Lapis generatus in uesica proprie: et ille qui figitur in uirga: et ego sum narrans illud cum expositione manifesta et abbreuiatione.	We have divided the stones into various species, and their cure with medicines; I shall make a difference between those which fall through urine, from stone-free kidneys (calculous nephrolithiasis) to that in which there is no sign of anything but only pain: And also for all other operations regarding them. Furthermore, the Stones are generated within themselves as they come out into streams and rivers; I who am narrating this with a clear exposition together with abbreviations (lapidary urolithiasis).
Dico ergo, quod Lapis generatus in uesica, plurimum accidit pueris.	I declare therefore that the stone generated within itself mostly occurs in children: And it is not so often seen to arise from something else (lapidary nephrolithiasis). This disease arises spontaneously as a result of environmental factors and physiological
Et ex signis eius est, quod urina egreditur ex uesica similis aquae in subtilitate sua: et apparet in ea harena alba, et fricat infirmus uirgam suam, et laborat cum ea, et multotiens pendet.	And from the signs of it is that which comes out through urine like water fine and: and appears there as white sand; striking weakened youth by its touch causes him to struggle with this (lapidary nephrolithiasis), and he labors with these stones in his body, often hanging on.
Deinde erigitur, et egreditur cum eo anus in multis eorum.	Then it is erected and led out with many into their own.
Et est facilis sanatio puerorum, ex eo usquequo consequuntur quatuordecim annos.	And the healing of children from this will last for four decades.
Et est difficilis in senibus.	And it is difficult with old people.
In iuuenibus autem est media, in eo quod est inter illud: et eius cuius Lapis est maior, curatio facilior: et si paruus, est econuerso illius cura.	And among young men it is mediocre because that which has more stone on it makes the treatment easier; and if a boy, his care costs less of its remedy.
Cum ergo peruenimus ad curationem, oportet in primis, ut mundificemus infirmum cum clisteri, quod extrahat totum stercus quod est in intestinis suis: ipsum enim quandoque prohibet inuentionem Lapidis apud inquisitionem.	So we shall finally arrive at the cure and it is necessary first that we cleanse infirmities with clay, which takes away all the dung from his bowels; for this hard stone also forbids vomiting by inquiry of the stones themselves.
Deinde accipiatur infirmus cum pedibus suis, et concutiatur, et moueatur ad inferiora: ut descendat Lapis ad profundum uesicae, aut saliat de loco alto aliquotiens.	Then let the sick person receive it with their feet and be rubbed; so that they may moan down to his lower parts as stone descends into deep fissures of bowels or surfaces up at intervals some times.
Deinde fac eum sedere inter manus tuas praeparatum, et manus eius sint sub coxis ipsius, ut fiat uesica tota decliuis ad inferiora.	Then let the person lie prepared between your hands and have their hands placed under his own knees so that it may be inflamed down completely as far as his lower parts.
Deinde perquire eum, et tange eum extrinsecus.	Then examine him and burn the exterior of them externally.
Si ergo sentis Lapidem in spacio, tunc propera statim cum sectione super ipsum.	If then you feel a stone within its space, at that time immediately prepare to cut it open above with the blade.
Quod si non cadat sub tactu tuo omnino, tunc oportet ut abstergas digitum indicem cum oleo manus sinistrae, si infirmus est puer: aut digitum medium si est iuuenis completus: et intromittas ipsum in anum suum, et perquire de Lapide, donec stat sub digito tuo: et conuerte eum paulatim ad collum uesicae.	If then it does not fall under your touch at all, then you must take away the indicator finger with olive oil from left hand only if sick person is a child; or middle one for complete young man: and insert that into his own anus, so as to turn him gradually toward the lower part of uterine. Examine it until beneath your finger lie down there stone again, which then will have been expelled by turning inwardly within outwardly (i.e., through external treatment).
Deinde preme super ipsum cum digito tuo, et impelle ipsum ad exteriora aduersus locus, cuius sectionem uis: et praecipe ministro, ut premat uesicam manu sua, et praecipe alii ministro, ut extendat testiculos manu sua dextra ad superiora: et alia manu sua, ut remoueat cutem, quae est sub testiculis in parte a loco in quo est sectio.	Then press above with your finger and propel it outward against the opposite side of its place where has been used: ask for aid from minister to strike away uterine bleeding by his hand; also command another minister that stretched testicles' right arm towards upper parts, so as he extends left undercut skin (which is beneath scissors-like cuts) and pull it outwards.
Deinde intromitte Spatumile incidens, cuius forma haec est.	Thereafter insert a sponge wound with this form.
Et finde in eo quod est inter anum et testiculos, et non in medio, ad latus natis sinistrae: et sit sectio super ipsum lapidem, et digitus tuus sit in ano: et fiat sectio transuersa, ut sit sectio exterius ampla, et interius stricta, secundum quantitatem quod sit possibile egressio Lapidis ex ea non maior.	Find then what is between the head and testicles; not in the middle but on the left side of the navel: make an incision above the stone slab, with your right hand hold a finger in the rectum opening: perform a transverse cut, so that it will be as wide externally as possible while internally strict within measure allowing for feasible exit from these stones.
Fortasse enim comprimit digitus, qui est in ano Lapidem apud sectionem, et egreditur absque difficultate.	Therefore enclose the finger that is at the anorectal opening of this stone and withdraws without difficulty.
Et scias, quod ex Lapide est cui sunt anguli et margines, quare fit difficilis exitus eius propter illud.	And you know that from which the angles and edges are derived causes difficult exit due to this reason. To effectively remove such stones without causing damage or pain requires precise technique and understanding of anatomy—an essential skill in treating conditions related to constipation, as well as other gastrointestininal issues where knowledge about stone composition
Et ex eo est lenis, similis glandulae, et rotundus: et fit facilis egressus eius.	And from that it is soft and similar to a gland; round in shape: hence easy passage of the stone ensues. When dealing with conditions like constipation where there may be impacted stool or fecal matter causing obstruction, understanding these physical characteristics can inform treatment choices—promoting natural
Ei ergo cui sunt anguli, et margines, adde in fissura.	Therefore to that which possesses the angles and edges goes into a crack or furrow formed within its own bordering structure (e.g., urethral opening). In this context, it refers to
Quod si non egreditur ita, tunc oportet ut ingenies super ipsum: aut stringas super eum cum gesti decenter, cuius extremitas sit sicut Luna, quae stringat super Lapidem, et non euadat ab ea: aut ut intromittas sub eo instrumentum subtile, curuatae extremitatis.	And if it does not withdraw naturally in this manner then the arts of healing must intervene—or to gently grasp over its course with fingers placed directly above and slightly medial: wherein each end extends like that moon which draws near but never adheres to, nor erodes away from a rock. Alternatively, one might insert under it an instrument formed by the combined ends of two fine wires twisted together at their tips (e.g., a nasal speculum), ensuring minimal invasion while attempting to restore normal passage within its confines—a principle paramount in treating constipation which may involve impacted feces or intraluminally obstructive calculus, where careful manipulation and removal are essential without causing additional trauma. In this way, both the mechanical aspects of physical intervention
Si autem non potes super cum, tunc amplifica foramen parumper.	If you cannot pass beyond with it, then widen that inadequate opening as much as possible before attempting another approach or a more invasive procedure to remove the obstruction and restore normal bowel
