Ayssi comensan las paraulas de Albucasim .	Thus begin the words of Albucius.
E donc la milhor disrupcio es migiera, quar en aquela no es dificil la reduccio del budel, ayssi cum es dificil en las doas specias denant ditas.	And therefore, the best disruption is medium-sized, for in this case, the reduction of the intestine is not difficult, as it is in the two cases mentioned above.
E sapias que sutura del ventre es segon quatre manieyras, mays doas suturas son comunas que conveneysso en suturas de las autras plaguas del cors.	You should know that abdominal stitching can be done in four ways, but two of them are common and are used for other wounds on the body.
E duas autras suturas proprias comunican a las autras plaguas, mays empero so mays proprias en la sutura del ventre.	Two other stitching methods are specific to other wounds, but they are more specific to abdominal stitching.
E yeu recomti a tu quascuna am exposicio e declaracio.	I recommend to you exposure and explanation.
Donc dic que quan la plagua es petita e es eyssit alcuna causa del budel per aquela, e es fayt dificil a reduzir aquel, lahoras aquo es en una de doas manieyras: o per parvitat de la disrupcio ayssi cum havem dit, o quan al budel es venguda inflacio per la frigiditat de l’ayre.	Therefore, you say that if the wound is small and there has been a cause for the intestine by it, and reducing the intestine is difficult, then this can be in one of two ways: either due to the small disruption as mentioned above, or when the intestine has swelled up due to the coldness of the air.
E donc quan aquo es ayssi, lahora cove que tu scalfes aquel enayssi que tu submerges una sponga ho drap humit en aygua tebeza sola, o que coguas en aygua squinant, e cyperum, e spic, e embroques am aquela le budel entro que la imflacio sia resolvuda.	And so when this is the case, it is necessary that you heat up that area and immerse a sponge or damp cloth in hot water alone, or cook it in hot water, and cyperus, spike, and bindings into that which goes inside to resolve the inflammation.
E alcunas veguadas fa aquo vi en le qual ha stipticitat, e es milhor que la aygua sola en resolucio de la imflacio.	In some cases, this situation is accompanied by stiffness, and it is better that water alone be used to resolve the inflammation.
E donc cum tu vezes la imflacio esser resolvuda, lahoras tu humecta le budel am aygua en la qual es coyta altea e malvas, quar per aquo es alleujat le intrament de lu am pauca causa.	And since you see the inflammation being resolved, then you moisten the intestine with water containing elder and mallow, because by this means is the intestinal pain alleviated with little effort.
Mays si es escusat le intrament de lu aprop aquesta curacio, lahoras scindeys la disrupcio un petit am strument am le qual so inscididas emorroydas.	But if the intestine is excluded from this treatment, then you cut the hernia with a small instrument using which you make incisions into the abscesses.
E la curacio primieyra es milhor, quan es propriada que no es seccio, e no sia occupacio a seccar aprop necessitat e defaliment.	The primary cure is better when it is appropriate that it not be cut, and there should not be an intention to cut when necessary and lacking resources.
Del instrument, sec se la forma de lu:	Of the instrument, take its shape:
La una partida de lu torta aguda, e l’autra partida no-acuta, e la extremitat subtil, e no sia am la subtilitat de spatum, abantz sia obtusa un pauc.	The sharp angle of the tool should be acute, and the other part should not be blunt. Its tip should be subtle, but not as subtle as a spatula's tip; it should have an obtuse edge to some extent.
E donc cum la plagua es amplificada e yeys fora le budel, lahoras cove que la sua reduccio sia segon la forma de lu natural, en le sieu loc propri, si es possible sobre aquo, quar milhor es.	And so when the wound is widened and the intestine protrudes, it is necessary that its reduction should be in accordance with its natural form, at its proper location if possible, because this is better.
Mays quan la disrupcio es ampla, e es en la partida pu bassa del ventre, lahoras cove que tu fassas jazer le malaute sobre le sieu dos, e pausa las suas cambas pus autas que·l sieu cap; e si es en la partida pus desus del ventre, lahoras tu pause le cap de lu e·l pietz pus autz que las partidas dejos.	But when the hernia is wide and in the lower part of the abdomen, you should make the patient lie on their back, with their legs bent as far as their head; and if it is above the abdomen, then you should raise the patient's head and legs to the same extent as the affected area.
E semblantment si la disrupcio es en una de las doas partz del ventre, lahoras pausa la tua entencio e la tua consideracio tostemps en aysso per que la partida en la qual es la plagua sia pus auta que l’autra.	Similarly, if the hernia is in one of the two parts of the abdomen, then you should pause your intention and consideration always on this so that the affected area is more elevated than the other.
E ayssi cove que tu aministres aquo en las plaguas grans e en las plaguas migieras.	So it is necessary that you treat both large wounds and small wounds.
E en las plaguas petitas, pausa aquo que es a tu preparat, e aprop fay que·l ministre sia entre las tuas mas pyatados, le qual tengua la disrupcio tota am la sua ma e ajusta las labias de lu, e aprop descuebre de aquela ad aquel que siec la sutura alcuna causa aprop autra.	In small wounds, pause what is prepared, and make sure that the assistant who will administer it is among your most trusted, who will hold the hernia completely with his hand and adjust the lips of it, and uncover from one side to the other the area where suturing may be required due to another cause.
E aquesta es la manieyra de sutura comuna: una que prenguas la agula, o comte de agula segon la cantitat de la amplitut de la plagua; e aprop layssa de la extremitat de la disrupcio del dit anular, e strenh la agula una, otre que tu no metas fiel en las doas extremitatz de la codena, am doas extremitatz del ciphac que es dejos la codena de las partidas dedintz, entro que fassas aquela penetrar de aquela partida; e tu ja has agreguadas doas extremitatz de la codena e doas extremitatz del ciphac, e so faytas quatre ordes.	This is the common method of suturing: one that you take the needle, or count the number of needles according to the size of the wound; and approach it from the edge of the hernia of the thumb, tightening the needle one time, without putting thread in both ends of the knot, with two ends of the cord on both sides of the inner parts, penetrating through that part; and you have already tied both ends of the cord and the suturing is made in four orders.
E aprop strenh am fiel doble en le circuit de la agula, e alcunas veguadas de doas partz ensemps, e aprop agregua las doas labias e la plagua per agreguacio decent; e aprop layssa la grossitut del dit e fiqua una autra agulha en aquela, e aprop lia aquela am fiel ayssi cum fiest am la primieyra agulha; e no cesses far aquo si es necessitat am las agulhas entro que ajas complida tota la contriccio de la plagua.	And tighten the thread double around the needle, and sometimes from two sides at once, and gather both lips and the wound through appropriate stitching; and leave the thickness of the finger and insert another needle into it, and tie it in the same way as the first needle; do not stop doing this if necessary with needles until you have completed the contraction of the wound.
E sian las agulhas migieras entre groceza e subtilitat, quar las agulhas subtils mot leugierament insciden la carn; e las grossas so de dificil intrament en la codena, e donc per aquo cove que sian migieras en subtilitat e grosseza.	Needles should be neither too thick nor too thin, because thin needles pierce the flesh lightly; and large needles are difficult to pass through the cord, so therefore they should be of a medium thickness.
E no cove que la agulha sia ficada en doas extremitatz de la codena propdana mot, per so que la carn no sia inscidida leugierament e que la plagua se huebra devant la sua consolidacio.	It is not necessary that the needle be inserted into both ends of the cord closely together, because this would pierce the flesh lightly and the wound would break down before its consolidation.
E no sian prolonguadas de sutura per que la plagua no sia prohibida de consolidacio.	Do not prolong the suturing so that the wound is prevented from consolidating.
E aprop inscideys las extremitatz de las agulhas per so que no ledescan le malaute deves le sieu dormier; e pausaras sobre la sutura pulvils expanduts de tota partida, les quals tenguan las extremitatz de las agulhas; e layssa aquelas entro que sapias que la plagua ja es consolidada.	Insert the tips of the needles so as not to hurt the patient while they sleep; and pause on the suture with expanded pulp from all sides, which hold the tips of the needles; leave it until you know that the wound has consolidated.
E aquestas specias de sutura am agulhas en cal manieyra es pus convenient en las plaguas petitas, quar habasta en la sutura de lor una agulha o doas o entorn aquelas.	These types of suturing with needles in this manner are more suitable for small wounds, because they require only one needle or two around the wound.
Mays la segonda sutura es cominal: e es que tu aministres am sutura las quatre extremitatz, de la codena e doas extremitatz del ciphac, en una veguada, am agulha en la qual sia fiel envolopat engual en subtilitat e grosseza.	But the second suture is common: you administer four parts with the suturing, of the cord and two ends of the thread, in one go, with a needle that should be wrapped in both thickness and thinness.
E aprop quan am la agulha auras penetrat aquestas quatre extremitatz, reduzeys la agulha de aquela meteyssa partida de la qual comensest, per so que le fiel retrayt caja de la pus subirana partida a la plagua, per so que la sutura sia segon sutura de drap am la qual les draps so strengutz.	And when you have penetrated these four parts with the needle, reduce the needle from that side of the starting point, so that the thread draws up the inflamed part of the wound towards the healthy part, so that the suture is like a seam with which the cloth is strengthened.
E pausa entre quascuna sutura la quantitat del gros del dit mendre.	Pause between each stitch the thickness of the little finger.
E aquesta sutura sabo les homes.	This suture is known to men.
E am tal sutura yeu cozegui la plagua la qual era accidida a un home en le sieu ventre le qual era stat plaguat am un cotel, e era la disrrumpcio de la plagua major de un palm, e era eyssit dels budels entorn dos palms del budel del mieg loc e era la disrupcio en le mieg del membre; e adonc yeu reduzegui aquel depus que le budel havia stat foro la plagua per xxiiii horas.	And with this suture, I sewed up a wound that had occurred in a man's stomach, which was pierced by a knife, and the hernia was larger than one palm, and it had protruded from both sides of the intestine around two palms from the middle part of the member; and after that I reduced it when the intestine had been out of the wound for 24 hours.
E la plagua fo consolidada en le spazi de xv dias o entorn, e curegui aquel e es sanat; e aprop aquo visquec per motz ans, e es conversat en las suas disposicios.	The wound was healed in the space of fifteen days or more, and it was cured and healed; and it lived for many years and was maintained in its condition, and it was convalesced in its dispositions.
E les autres metges havian jutgat que no fora sanat; e per miracle foc, quar yeu no curegui aquel am enguent, quar era en loc en le qual enguent no era atrobat ni deguna medicina, mays pausegui sobre la plagua coto viel dos veguadas lo dia e ablucio assiduo am aygua de mel entro que foc sanat.	The other doctors had judged that it would not be healed; but by miracle, for I did not cure it with the mouth, for it was in a place where no medicine was found nor remedy, but rather it was pressed on the wound twice daily and rinsed frequently with honey water until it healed.
Mays yeu diyre dos specias de sutura proprias segon narracio de Paraula.	But I will tell you two types of stitching according to the words [of Scripture].
E es que tu comenses am sutura de la codena, e entrometas agulha de la partida deforo a la partida dedintz.	And it is that you begin with the sewing of the linen, and enter the needle from the outside to the inside [of the wound].
E donc cum la agulha penetra en la codena e en aquel meteys lacertz segon rectetut e en longetut de tot le cos, e layssa la extremita del ciphac en le qual has entromesa la agulha; e fay penetrar en la autra extremitat la agulha de la partida dedintz a la partida deforo en l’autra extremitat del mihat.	And thus, when the needle penetrates into the linen and enters there as instructed and in the length of the entire body, and leaves the head end where you have inserted the needle; and let the needle penetrate into the other end from the inside out through the other end of the thread.
E don cum tu auras fayta aquela penetrar, lahoras tu fay aquela penetrar autra veguada en aquela meteyssa extremitat del mihat de la partida deforo a la partida dedintz; e leyssa la extramitat del ciphac que es en aquest latz, e fay penetrar la agulha en l’autra extremitat de la partida dedintz a la partida deforo.	And thus, when you have made it penetrate there [the thread], then make it penetrate another time in the same end of the needle from the inside out to the outside; and leave the head that is there, and let the needle penetrate into the other end from the inside out.
E fay penetrar am aquela la tua penetracio am la qual fas aquela penetrar en le ciphac en la extremitat del mirat la qual es en la partida de lu entro que tot aquel penetre.	And let it penetrate with your puncture through the head at the end of the needle that is within it [the wound], and let all of it penetrate there.
E aprop comensa de aquest meteys costat e cus aquel am la extremitat que es del ciphac en l’autra latz, e extratz la agulha de la codena la qual penetrec, e aprop redutz aquela en aquela codena e cos la extremitat del ciphac que es en l’autra costat am aquesta extramitat del mirat; e extratz aquela de la codena la qual es de part de lu.	And then begin from this side and sew the other end of the needle to the head end that is on the other side, and draw out the needle from the linen that penetrated there, and return it to the linen and sew the head end that is on the other side with this end of the needle; and draw out the thread from the linen.
E fay aquo una veguada e autra, e fay aquo una veguada aprop autre veguada entro que tu cozes tot aquo que es deforo segon aquel eysemple.	And do it one time and another, and continue doing it until you sew all that is outside according to this example.
E la suma de aquesta manieyra de sutura es que tu cozes am sutura de pellicies am la qual cozo las pels, enayssi que tu cozes le ciphac una veguada de la part de la extremitat de la codena, e que leysses aquela autra veguada entro que la ajas complida.	And the sum of this method of sewing is that you sew with the skin suturing that sews the hair, so that you sew the head once from the side of the end of the linen, and let go of the other side until it is finished.
Mays la segonda specia de sutura propria la qual dieys eyssament Gualia , e aquest es de sermo de lu e per lu recomtat, es que tu cozas aquela segon semilitut am la qual alcus medicantz cozo aquela, enayssi que agreguan tota partida a la sua compar partida a lu convenient per natura; e aplican la extremitat de autre de lu e la extremitat del mirat al autra extremitat de lu, e aquo es fayt segon que yeu a tu recomti.	But the second type of stitching that I shall tell you, which is called "Gaul" and this one is of great authority and is highly recommended, is that you sew it like a semilunar suture as certain physicians do, namely that they bring together all the parts to their corresponding sides naturally; and they apply the end of one side and the end of the needle to the other end of it, and this is done as I have advised.
Cove que tu fiques la agulha en la extremitat del mirat a tu propdana de la partida deforo, e fassas aquela penetrar a la partida dedintz en aquel sol, e leysses dos extremitatz del ciphac; e aprop revolveys la agulha e fay aquela penetrar de foro a la dedintz en dos extremitatz del ciphac.	It is necessary that the needle be placed at your side of the outside edge, and make it penetrate into the inside edge in the same place, and let go of two head ends; and then turn the needle and make it penetrate from outside to inside in two head ends.
E aprop revolveys aquelas cascunas, e fay penetrar quascunas de la partida dededintz entro a la partida deforo en dos extremitatz del mirat autras que so en le latz contrari.	And turn each one of them, and make each one penetrate from the inside out to the outside in two head ends that are opposite to the opposite side.
E aquesta manieyra de sutura es milhor de la sutura comuna leugiera, e es sutura de la qual precedic rememoracio.	And this method of sewing is better than common light stitching, and it is the sowing that was mentioned before.
Aquest es le sermo de Gualia	This is the speech of Galenus
E mays le diyssero alcus, sutura del ventre es rectificada am dos agulhas, so es que tu entrometas en aquestas a quascunas un fiel, e comensa am intromiccio de agulha de aquo que es deves tu, e fay aquela penetrar entro al autra latz segon sutura de aquels les quals cozo les cuers engualment.	And others say that the abdominal suture is corrected with two needles, so that you enter each one of them a thread, and begin with the intromission of the needle that corresponds to you, and let it penetrate into the other side according to the suturing of those who sew the liver.
E sapias que quan disrupcio es en le mieg loc del ventre, lahoras la sutura de lu es pus difficil que dels autres locs del ventre.	When disruption occurs in the correct location of the stomach, the suture is more difficult in that place than in other locations of the stomach.
Mays le juguament de medicacio de plagua es jutgament de las autras plaguas.	The judgment of medicine for one disease is a judgment for other diseases as well.
La qual causa es quar quan tu consieguas la plagua recent am le sieu sanc denant que l’ayre altera aquela, e reduses le budel e cozes aquela e aptas aquela decentment, lahoras pausa sobre aquela polvera encarnativa.	The cause is that when you reach the recent pustule before the air alters it, and reduce the intestine and cauterize it well, then pause over the carnivorous powder.
E si le ayre ja ha alterada la plagua, lahoras pausa sobre aquela alcus enguentz les quals so a tu presens entro que fassan peyra dura e cajan les fiels, e sian consolidatz ciphac e mirat; e aprop cura aquela ayssi cum es la curacio de las autras plaguas entro que sia sanat.	And if the air has already altered the pustule, then pause over that alum paste until it hardens and falls off, and heal it in the same way as the treatment of other pustules until it is healed.
Mays si a tu no so presens las medicinas, lahoras pausa sobre aquela tantost, pus que comensa a getar brac, coto viel, e permuta aquel dos veguadas le dia, ayssi cum a tu e ensenhat, entro que sia sanat, quar tu no indigeysses de autra medicacio en motas disposicios quan las plaguas so simplas.	But if you are not present with the medicine, then pause over it as soon as possible, because it begins to rot, olden, and change every two days, as you have taught me, until it is healed, for you do not need another medicine in these simple cases.
Mays si tu temes que la plagua comunique en lesio als membres principals, lahoras cove que tu submergas lana leon en oli de trempada qualiditat, o en oli rozat, e pausa aquela en le circuit dels locs que so entre les angonas e dejos las aysselas.	But if you fear that the pustule may communicate injury to major members, then it is necessary that you immerse linen in dipped oil of quality, or rose oil, and apply it to the areas between the joints and leave it there.
E si sent dolor o putrefaccio en les sieus budels, quar motas veguadas aquo s’endeve, lahoras cristeriza aquel am vi stiptic negre tebe, e majorment si la poyredura es pervenguda en le budel e es fayta exitura penetrant entro la conquavitat de lu.	And if there is pain or rot in the intestines, as it often happens, then you must sterilize that with black teppe stiptic vinegar, and especially if the pustule has been reached in the intestine and has made penetration into its cavity.
E sapias que aquela que es del budel gros es de pus leugiera sanacio que aquela que es en les budels subtils.	And know that the one of a large intestine is easier to heal than the one in delicate intestines.
E es de dificil sanacio quar le budel le qual es apelat “gegunu” no recep sanacio de plagua que caja en lu de tot; e aquo es per la gran multitut de venas que so en lu e per la magnitut de lu que so en aquelas, e per subtilitat del cos de aquel, e per propinquitat de aquel a natura de nervis.	It is difficult to heal because the intestine called "gegunu" does not receive healing from a pustule that occurs there; this is due to the great number of veins present there and the large size of it, as well as the subtlety of its body and its proximity to the nature of nerves.
Mays si aquo que procezeys de la plagua es la tela, e conseguas aquela recent, redutz aquela segon la tua rectetut am la qual reduzes les budels engualment.	But if what comes from the pustule is the linen, and you succeed in obtaining it recently, reduce it according to your teaching with which you reduce intestines.
Mays si es passat a lu spazi e ja es feyt vert o negre, lahoras que tu strenguas aquela am fiel sobre le loc que es denigrat de lu, per so que vengua fluxs de sanc, quar en la tela so venas e arterias.	But if it has passed and already become green or black, then you must tighten it with a thread over the affected area of it, because in linen there are veins and arteries that flow blood.
E aprop inscideys aquo que es otra aquel liament, e pausa dos extremitatz del fiel pendentz de la partida dejos de la plagua foro lu, per que sobre tu sia alleujada la atraccio de lu deves le cazement de la tela e emissio del brac de la plagua.	Then insert another ligament there and pause the two ends of the thread hanging from the area around the pustule opening, so that it is relieved of its attraction, you must cut off the linen and release the blood flow from the pustule.
Rememoracio de las plaguas quan accideysso en le budel.	Remember the pustules when they occur in the intestines.
Quan accideys disrupcio en le budel e es petita, lahoras es possibla que sia resteurada en alcus homes, per aysso quar yeu vi aquel le qual era stat plaguat en le sieu ventre am percussio de lansa et era la plagua de la part dreyta del stomac, e la plagua era antiquada e fayta fistula, e eyssic de lu gestio e ventositat.	When a disruption occurs in the intestine and is small, it is possible that it can be restored in some men, because I saw one who was pustulated in his stomach with the thrust of a lance and the pustule was on the right side of the stomach, and the pustule was old and made a fistula, and it was healed by treatment and wind.
Adonc yeu pansegui la curacio de lu ja sia que no era confizat en la sanacio de lu, mays cessegui subtiliar aquel entro que foc sanat e le loc es consolidat.	Therefore I continued the healing of it even though it was not yet cured, but I continued to refine it until the fire healed and the area was consolidated.
E yeu pus que vi le loc ja consolidat, timegui sobre le malaute que endevengues sobre lu accident de mal en le sieu ventre; e no endevenc alcu per aquo mal accident e romas en las suas milhos disposicios mangant e bevent, e aprop entrec en banh e es exercitat en sos ditz.	And I saw the area already consolidated, then examined the patient who had suffered an accident of evil in his stomach; and no one should approach this unfortunate case due to that misfortune and change their diet and drink, but instead stay in bed and exercise according to their words.
E ja diysero alcus experimentados que quan endeve plagua en le budel, e es petita, lahoras cove que sia liada segon aquesta manieyra: e es que tu prenguas fromiguas de grans caps; e aprop ajusta las doas labias de la plagua e pausa una fromigua de aquelas que aja la boca uberta sobre las doas labias de la plagua; donc quan pren sobre aquelas e strenh la sua boca, abscindeys le cap de lu, quar adhereys e no es dissolvut.	And some experienced ones said that when a pustule occurs in the intestine and is small, it is necessary to tie it according to this method: take large bread crumbs; then adjust the two lips of the pustule and place one of them on its mouth over the two lips of the pustule; thus, when you take hold of it and tighten its mouth, cut off the head of it, because it adheres and does not dissolve.
E aprop pausa autra formigua prop la primieyra, e no cesses aquo a far am formiguas una aprop autra segon la quantitat de tota la plagua.	Then pause another bread crumb next to the first one, and do not continue making them one after the other according to the size of the entire pustule.
E aprop reduzeys aquela e cos la plagua; e romanguan aquels caps annexces en le budel entro que·l budel sia sanat; e no accideys al malaute degun nocument.	Then reduce it and heal the pustule; and leave the attached heads in the intestine until the intestine is healed; and do not harm the patient with any injury.
E ja es possible que·l budel sia liat am fiel subtil lo qual es fayt del budel de bestia annexs am lu, pus que es mes en agulha; e es que tu prenguas la extremitat de aquestz fiels de budel, e sia mot descarnat, e aprop lia la extremitat de lu am fiel de li, envolopat, e aprop entromet aquel fiel en agulhas e cos am aquel le budel, e areduzeys aquel en la disrupcio.	And it is possible to tie the intestine with a very fine thread made from the intestine of an animal attached to it, because it is finer; and take the end of these threads of intestines, and make them quite bare, and tie the end of it with another thread, wrapped, and insert that thread into needles and sew it with that the intestine, and reduce the disruption.
E aquesta manieyra de sutura am formiguas no es sino segon via de fiducia e d’esperansa.	This method of stitching with needles is not only based on trust and hope.
Mays si la plagua es gran e ampla, majorment si es en un dels budels subtils, quar lahoras no es engen sino subtiliacio, e no es sanacio de lu de tot.	If the wound is large and widespread, especially if it is in one of the subtle hernias, then not only is surgery required but also not complete healing will occur.
De curacio de zuchem e fistula.	Treatise on ulcers and fistulas.
Sapias que tota plagua e apostema quan se envilheseys e se Antiqua, e es fayt ulcus, e no es consolidat e geta braç tot temps e no es abscindit, lahoras, en qualque membre sia, universalment es nompnada fistula e nos la apelam aquela azukem.	Know that any wound or boil that becomes old and chronic, and does not heal and bleeds continuously without being cured, is universally referred to as a fistula and we call it an ulcer.
E fistula segon veritat es nodacio feutrada, dura, blanqua am la qual no es dolor e a la qual es conquavitat ayssi cum es conquavitat de pena de ausel; e per aysso nompnat aquela alcus rizatz, id est pena.	A fistula is a hard, nodular, white lesion that is not painful and has a concave shape like the shape of an ulcer caused by a bird's peck; for this reason it is called a cicatricial ulcer.
E es en alcus homes humida, la qual geta brac; e fort leu la humiditat es abscidida en alcunas horas.	In a man with an ulcer that bleeds, the pus is often purged in some hours.
E alcunas veguadas aquesta humiditat es mota, e es pauca, e es grossa, e es subtil.	Sometimes this pus becomes thickened, scanty, and slimy.
E yeu ja he denant dit en la divisio, lahoras cum yeu diyssi las plaguas, que tot ulcus que no es sanat ni no es en lu nuda carn, no es aquo sino per una de ix causas: de las quals la una es o per pauquesa de sanc en le cos; o per malicia de lu; o quar entre lu e las labias es carn dura prohibent nativitat de carn; o quar es de mota legesa; o quar aquel ulcus en si meteys es poyrit e la materia que es a lu tramesa es de mala qualitat; o quar la medicina es enconvenient en la curacio de lu; o quan corrupcio catz en la regio, e es pestilencia; o per proprietat de regio ayssi cum endeve a Saragossa , en la qual es fayta difficil degestio de las malautias, e es tardada en aquela sanacio de apostema per natura; o quar en lu es os un, o motz osses.	I have already stated the classification, so when I say ulcers, any ulcer that does not heal or is covered with necrotic tissue, it is not one of these causes: a) lack of pus in the body; b) corruption of the region and is a plague; c) hard skin prevents natural healing; d) the lesion is indolent; e) the ulcer contains pus that is poor quality or transmits harmful substances; f) the medicine is not suitable for treating it; g) corruption occurs in the region, and it is a pestilence; h) due to the region's properties, as in Saragossa, where digestion of diseases is difficult, and healing of ulcers is delayed by nature; i) there is one bone, many bones or cartilage in the lesion.
Ja e mostrat totas aquelas causas, e·ls senhals de aquelas e la curacio de lor am medicinas en la divisio.	I have already shown all these causes, their symptoms and the treatment with medications in the classification.
E cove assi que yeu fassa a tu saber la curacio de fistula la qual es fayta per via de operacio am ma.	And so, you should know that the healing of fistulas is done through surgical treatment with the hand.
E sapias que fistula accideys en totz les membres del cos; quar de aquelas son fistulas que perveno a las venas grantz e arterias, o als nervis, o al ciphac, o al budel, o a la vesica, o ad alcuna de las costas, o ad alcu dels spondils del dos, o ad alcuna de las juncturas compostas per composicio ayssi quo de la ma e del pe; e de aquelas so que dan a lu propinquitat del membre principal e de semblantz.	You should know that fistulas occur in all parts of the body, as they reach large veins and arteries, nerves, spleen, intestines, bladder, one of the ribs, one of the vertebrae of the back, or one of the joints composed like the hand and foot; and those are the ones that provide proximity to the main member and similar areas.
E donc aquela de aquestas fistulas que es segon aquesta manieyra es de las malautias de dificil sanacio, e no recep curacio, e occupacio am aquela es trebalh e ignorancia.	Therefore, the fistula that occurs in this manner is one of the difficult-to-heal diseases and does not receive treatment, with the occupation being labor and ignorance.
E si es de las fistulas alcuna la profunditat de la qual no perve ad aquestz locs que e dit, e esperas e confizas en la curacio de lu, e vols pervenir a cognicio de lu, lahoras pren tenta de eram o de ferr, e si la fistula va segon rectetut, e perquireys aquela am lu.	If one of the fistulas has such depth that it does not reach the places mentioned and you hope for its healing and believe in its treatment, but wish to find out more about it, then take a probe or iron, and if the fistula is straight, use it to explore it.
Mays si la fistula es tortuissitat, lahoras investigua aquela am tenta de plom subtil, quar plom am la levitat del sieu cors es alleujat e curvat deves la tortuositat.	If the fistula is twisted, then investigate it with lead wire, because lead has the property of lightness in its body and will alleviate and correct the twist.
E si la fistula es havent motz horrificis, no es a tu possible que signifiques sobre lu am tenta.	If the fistula has horrible movements (spasms), it is not possible for you to probe it.
Adonc cristeriza le orrifici per sos orrificis, quar la humiditat per la qual clisterizas aquela va deves las autras orrificis e corr de lor.	Therefore close the orifices with its own orifices, because the moisture that you use to close one will pass through the others and run out of them.
E aprop inquier exquisitament, segon qual manieyra a tu es possible que conoguas si aqui has os o nervi, e es la conquavitat de la fistula longinqua o propdana, o es una fistula a la qual so motz orrificis e esta sobre aquo tot am la suma de la tua fortaleza, am la tua enterroguacio, am la qual enterroguas le malaute, e la invencio de la dolor deves la tua compressio am la ma sobre le loc, e semblantz de las significacios e de las causas accidentz al apostema.	Then proceed with extreme care, for it is important to know if you have bone or nerve here, and whether the fistula is long or short, or if it is one that has horrible movements and is all around the entirety of your strength, your questioning, the examination of the patient, and the discovery of pain, you should use compression on the area with your hand and similar to the symptoms and causes of an abscess.
E cum tu auras stat sobre totas aquelas causas am stacio veraya, lahoras ve a la curacio segon confidencia: e es que tu consideras lahoras si es fistula apparent propinqua o en loc sal, longinqua de junctura, o de nervi, o de arteria, o de vena, o de un dels locs les quals yeu a tu e ditz.	And when you have considered all these causes with certainty, then go to the treatment according to confidence: it is that you consider if it is an apparent fistula near salt, long away from joints, or of nerves, arteries, veins, or one of the places which I told you.
Lahoras tu secca la fistula segon que denant es dit de la naracio de lu, e osta aquo que es en aquela filtracio e de carns corrumpudas, e aquo que es nascut en le orrifici de la carn, o de theil e de semblantz, e cura aquela entro que sia sanada.	Then you dry out the fistula as it was said in its description, and remove what is in that filtration and corrupted flesh, and what is born from the orifices of the skin, or nails and similar, and cure it within where it is healed.
Mays si la fistula es de longinqua profunditat, e es segon rectetut, lahoras cove que inscidas aquela en le preon atant quant a tu sira possible, e aprop mondifica aquela de totas las suas carns corrompudas; e aprop administra calguas envolopadas en medicinas acutas, e intromet aquelas entro a la conquavitat de la fistula, la qual has conprenduda am ferr.	But if the fistula is deep, and as it should be, you must incise it up to where it is possible for you, and clean out all its corrupted flesh; and administer warm poultices wrapped in medicines, and insert these into the cavity of the fistula, which you have grasped with an iron.
E fay aquo am aquela alcunas veguadas entro que la medicina acuta corroda tot aquo que es romas en la conquavitat de la fistula de la corrupcio.	And do this for some time until the acute medicine burns all that is rotten in the cavity of the fistula due to its corruption.
E aprop restaura aquela am enguentz les quals engendran carn sana entro que sia sanada.	And place a healthy dressing on it, which generates healthy flesh until it is healed.
Mays si no es sanada per aquo, lahoras tu cauteriza aquela segon que havem recomtat.	But if it is not healed by that, you must cauterize it as you have recommended.
Mays si la causa de fistula es os e es deves tu certificat aquo, lahoras tu inquireys aquela e secca aquela segon que havem recomtat, si tu no prohibeys alcuna causa de vena o de nervi o de membre principal ayssi cum havem dit.	But if the cause of the fistula is bone and you must certify that, then you investigate it and dry it out as you have recommended, but do not prevent any cause of a vein or nerve or main member as I have said.
Mays si le os es a tu descubert e es en lu alcuna corrupcio e negror, lahoras tu ratz aquel entro que la corrupcio sia hostada tota; e aprop cura aquel am aquo que lu encarne entro que sia sanat.	But if the bone is exposed and there is corruption and blackness in it, you cut into it until the corruption is completely contained; and heal it with something that causes it to regenerate until it is healed.
E si no es sana e gieta brac ayssi cum fazia, lahoras sapias que tu no est pervengut a la eradicacio tota de la corrupcio; e adonc tu descuebre sobre lu segondanament e exquisitament fay la razio de lu e la mundificacio de lu am la deriera fortalasa tieua, e aprop restaura aquel.	And if it is not healed and continues to discharge pus like before, you should know that you have not completely eradicated the corruption; then you dig further and proceed with great care and cleanliness, and restore it.
E donc si es sanat, bo es; e sino, lahoras sapias que aquela corrupcio es en la profunditat longinqua del cors, la qual no ha conseguida, e adonc a tu en aquel no es engen sino laysar aquela.	And so if it is healed, that is good; and if not, you should know that the corruption is deep in the body, which has not been reached, and therefore there is no hope of healing it.
E si le os corromput es petit, o es a tu possible atirar aquel, lahora tu le atira am forceps subtils las quals conveno ad aquo.	And if the corrupted bone is small and it is possible to remove it with forceps, then you remove it with fine forceps that are suitable for this purpose.
E si so motz osses, lahoras exquisitament fay la extraccio de totz aquels, e de aquels no laysses denguna causa am la tua fortaleza.	And if the bones are moving, you must perform the extraction of all of them with great care, and do not leave any cause of resistance with your strength.
Mays si a tu fa contrarietat alcuna causa de las humiditatz, e en lor inscizio no ha temor ni error, lahoras inscideys aquelas liaments o carns si so aqui, e deliura les osses.	But if any cause of the humors opposes you, and in its incision there is neither fear nor error, then incise the membranes or flesh where they are, and free the bones.
