Ayssi comensan las paraulas de Albucasim .	Thus, the text begins with the words of Albucasis.
E si la corrupcio o la percussio es en la extremitat del dit, lahoras tu inscideys le dit e no dones spazi a la corrupcio per que ane entro a la ma.	And if the corruption or poison is at the end of the finger, then you should make an incision on the finger and not give space to the corruption for it to enter into the hand.
E semblantment si accedeys a la ma, lahoras tu inscideys aquela de la razit del focil, e no dones spazi a la corrupcio entro que prengua en le focil del bras.	And similarly, if you access the palm of the hand, then you should make an incision at the base of the thumb, and not give space to the corruption until it reaches the base of the arm.
E si envezeys aquel, lahoras inscideys le bras entro al coyde en la junctura.	And if the arm becomes infected, then you should make an incision along the arm to the elbow at the joint.
E si passa otra la corrupcio e la vezes enviro le coyde, lahoras en aquel es la mort del malaute; e aministrar autra causa otra aquo en curacio es quantitat de vertut.	And if the corruption spreads beyond the joint and sometimes reaches the elbow, then in such cases it is the death of the patient; and administering another treatment at this point is of little use or value.
E semblantment fay del pe quan corrupcio envezeys le dit del pe, lahoras tu inscideys aquel entro ad un dels nozes.	And similarly, if corruption spreads to the foot and the toe becomes infected, you should make an incision into one of the toes.
E si pren en la pente del pe, lahoras tu inscideys tot le pe.	And if there is swelling on the sole of the foot, then you should make an incision on the entire foot.
Mays si pueja entro al denol, lahoras tu inscideys la camba entro a la junctura del denol.	However, if pus fills the heel, then you should make an incision along the calf to the heel joint.
E si la corrupcio ja es pervenguda sobre le denol, lahoras en lu no es engen sino dimissio, e layssar le malaute a la mort.	If corruption has occurred on the anus, it is not a cure but rather dismissal, and let the patient die.
E la manieyra de inscidir le membre o de serrar lu es que tu strenhas le liament en la partida pus dejos la qual voles inscidir, e strenh autre liament sobre le loc; e extenda le ministre un liament a las partidas dejos, e extenda le ministra autra liament en sus; e tu separa la carn la qual es entre dos liamentz ain spatum lat entro que sia descuberta tota la carn; e aprop sia inscidit o serrat.	The method of cutting off or severing the limb is that you stretch the ligament on the side away from where you want to cut, and then stretch another ligament at the location; the minister extends one ligament on the sides away, and the ministera extends another ligament above; and separate the flesh that is between two ligaments far enough for a spatula to be inserted until all the flesh is exposed; then it is to be cut off or severed.
E cove que sia pausat drap de li de totas partidas per so que no toque le loc sa, e que vengua al malaute lesio ajustada e apostema caut.	It should be placed cloth on all sides of the wound so that it does not touch the affected area and come to the patient with the injury wrapped in a sterile dressing and cauterized.
Mays si accideys flux de sanc quan obras, lahoras tu cauteriza le loc coytadament, o pausa sus lu alcunas polveras restrenhentz le sanc; e aprop retorna a la tua medicacio entro que sia complida.	If bleeding occurs when you are working, then you cauterize the area carefully, or place some stopping powder on it; and then return to your medication until it is complete.
E aprop lia le membre plaguat am liament al u convenient, e cura aquel entro que sia sanat.	Then bind the affected limb with cloth as appropriate, and cure it until it heals.
E yeu recomti a tu aquo que endevenc a un home en le sieu pe, aquest meteys accident le qual yeu e a tu recomtat, le qual es quar accidic a lu negror en le sieu pe am adustio que era asemblada a combustio de foc.	And I recommend that you apply this remedy to a man in his foot, which I also recommend, which is a black spot on the foot due to burn-like scalding caused by fire.
E aquela corrupcio accidic primierament en le sieu dit entro que tendec tot le pe.	And that corruption first occurs in the same location where the entire foot is affected.
E adonc aquel home preparec per si meteys pus que vic la curacio anar al membre am la vehemencia de lu que atrobec de dolor e de adustrio de lu, e el inscidic aquel pe entro a la junctura, e foc sanat.	Then that man should prepare himself by putting more of the cure on the affected limb with the intensity of pain and scalding of it, and cut off that foot at the joint, and heal.
Lonc temps accidic a lu aquela meteyssa corrupcio en le dit de la ma indic.	Long periods of time will occur due to this treatment in the location indicated by the hand.
E adonc venc a mi, e so me perforsat repercutir aquela superfluitat am aquo que pausegui sobre la ma de las medicinas, aprop la mundificacio del cos de lu; e no es repercussa la superfluitat e comensec anar al autra dit entro que comensec en la ma.	Then it comes to me and I perform the removal of that superfluity with what you place on the hand of the medicines, and cleanse the body of it; and the superfluity is not returned but begins in the other location instead.
E el apelec me a inscidir la ma de lu, e yeu no volgui far aquo sperant sobre la repercussio de aquela superfluitat, e mays que temegui deves la inscizio de la ma de lu mort, quar la vertut del malaute era sobre cazement.	And he asked me to amputate the hand of him and I did not want to do that because I feared the return of that superfluity, and moreover, fearing death, I decided to amputate the hand of him because the nature of his illness was dangerous.
E pus que el se desperec de mi, es retornat en la sua terra e pervenguec a mi que aquel home preparec e inscidic la sua ma tota, e es sanat.	And after he lost consciousness, it returned to his land and I received word that the man had prepared and amputated his entire hand and healed.
E no he adhuzida aquesta narracio sino per que sia adjutori sobre aquo que catz de aquesta malautia, e que sia significacio per la qual sia significada e segon la qual sia obrat.	I have not added this narrative except to serve as a guide for dealing with this illness and to indicate the meaning and manner in which it should be treated.
De cura sinuum et qualitate clisterizationis cum medicinis.	For cure of the bladder and quality of cleansing with medicines.
Quan accideys apostema en alcus membres carnozes e·l spazi de l’apostema es prolonguat entro que fa colleccio de sania, e aprop es romput e perforat, e es eyssida de lu la sania, e roman le loc vuoyt quays cum si era vayssel, e la codena que es desobre lu ayssi cum drap subtiliat, e no es pervengut a deriera corrupcio, e no inprimeys en le os o en nervi ni en liament, es apelat sinu, e no es nompnat fistula.	When an abscess occurs in any fleshy limbs and the space of the abscess is prolonged until there is collection of pus, then it is broken and perforated, and the pus is expelled from it, and the hole remains as if it were a vessel, and the covering that is above it like thin cloth, and no further corruption occurs, and it does not press on bones or nerves or ligaments, it is called a sinus, and it is not called a fistula.
Mays empero si le spazi es prolonguat entro que la corrupcio enprema en alcun membre, lahoras es appelada fistula e no zukem.	But if the space is prolonged until corruption spreads to any limb, then it is called a fistula and not otherwise.
E la cura de lu es que inscidas aquela codena tota ayssi cum es revolvut, e majorment quan es subtiliada e es fayta cum drap, e comfizas que no adhereys al loc per la sua corrupcio.	The cure is that the covering is cut open all around as it is rolled up, and especially when it is thinned and made like cloth, and ensure that it does not stick to the location due to its corruption.
Mays si tu speras que la codena adheresca e que aquela corrupcio no aja conseguit per deriera consecucio, e en la codena ha spassitut de cara, lahoras tu cura aquel am clisteri.	But if you hope that the covering sticks and that further corruption has not occurred, and the covering is thin, then you cure it with clysterium.
E es que consideras al sinu, e lahoras si es gran, e·l brac que yeys es de fetent odor, lahoras clisteriza aquel am medicament egipciac le qual es de oli e vi agre e ziniar recebent partidas enguals, e sian ajustadas en un vayssel, e sian coytas sobre le foc entro que’l medicament se fassa rog e pervengua a specitut de mel.	You consider the sinus and if it is large and the odor is fetid, you cure it with clysterium made of Egyptian medicine which is of oil, vinegar, and spices ground into portions, placed in a vessel, and cooked over fire until the medicine becomes soft and boils to a specific temperature.
E aprop tu pren de lu aquo que es necessari e dissolveys lu am aygua e mel; e clisteriza am aquel le sinu, e strenh le orrifici de lu, e layssa la medicina en lu per la quantitat de doas horas.	Then you take from it what is necessary and dissolve it in water and honey; and you cure the sinus with that solution, and strengthen the openings of it, and leave the medicine in it for a period of two hours.
E aprop extratz aquela am sprecio; e fay aquo per tantz dias entro que sia mundificat le sinu e sia remauguda la pudor.	Then extract that with care and do this for several days until the sinus is cleansed and the smell has subsided.
E alcunas veguadas es clisterizat am aygua de cendre, quan no es a tu prezent aquest medicament; e es que tu prenguas la cendra de vitz, e met sobre lu aygua; e aprop cola aquela e clisteriza aquel am ela entro que te confizes que·l sinu lahoras es ostat.	And sometimes it is cleansed with water of ashes when that medicine is not available to you; and you take the ashes from vinegar, and put it in water; and then strain it and cleanse the sinus with that until you are sure that the sinus has healed.
E si le malaute no ha tollerancia sobre le medicament egipciac ni l’aygua de la cendre, lahoras clisteriza aquel am aygua e mel e quays sia mesclat ziniar trissat, e clisteriza aquel am vi e mel mesclat, quar de proprietat de mel es que mondifique e lave, e le vi fa adherir le sinu, e majorment quan en le vi ha superfluitat de stipticitat e de siccitat.	And if the patient does not tolerate the Egyptian medicine or water of ashes, then cleanse it with water and honey mixed with ground spices, and cleanse it with vinegar and honey mixed, for the nature of honey is that it cleanses and purifies, and vinegar makes the sinus stick together, especially when there is an excess of hardness and dryness in the vinegar.
E cum tu fas aquo alcunas veguadas e te comfizes que·l sinu ja es remaugut, lahoras clisteriza aquel am aquo que fa naysser la carn en lu.	And when you do this several times and are sure that the sinus has healed, then cleanse it with what makes the flesh grow in it.
E es que prenguas de enguent dyafinicon e dissolveys aquel am oli rozat e vi stiptic; o que clisterizas aquel am alcunas medicinas e enguentz autres que hajan las proprietatz les quals ja he yeu scritz en le tractat dels enguents.	And take thickening agents such as diaphanicon and dissolve it in the given oil or vinegar and stiptic; or cleanse the intestine with certain medicines and other laxatives that I have written about in the treatise on laxatives.
E si le orrifici del sinu es streyt en le qual no es recebuda la canula del clisteri, lahoras tu le amplifique aquel am ferr petit a petit, e pausa en lu calgua envolopada en enguent egipciac o en enguent basilicon entro que sia amplificat.	And if the opening of the sinus is narrow where the clisterium tube cannot be inserted, then you must gradually widen it with a small iron, and pause whenever it is filled with Egyptian oil or basilicon laxative until it is widened.
E semblantment si le orrifici es ample, lahoras tu agregua las labias de lu am sutura e layssa de lu quantitat en la qual intre le clisteri ses addicio.	When the opening is wide, you should stretch the lips of it and sew them up with that amount that the clisterium can pass through without addition.
E si le orrifici de lu del qual corr le brac es elevat a las partidas desus, lahoras secca aquel en le pus bas loc que es en lu per que le brac corra entro dejos, quar quan le brac es coartat en la preondeza de sinu la carn esser en lu engendrada.	When the opening of the sinus where the arm passes is elevated to the armpit, you should dry it in the area where the pus collects so that the arm can run inside below, because when the arm is contracted in the sinus, flesh is generated there.
E si no es a tu possible seccar le sinu entro al enviro del os pus bas segon que voles, lahoras te perforssa que prepares le membre am preparacio per la qual corr de lu le brac leugierament segon que es a tu apparelhat e que no sia en lu retengut alcuna causa del brac.	If it is not possible for you to dry the sinus inside the bone as desired, then make an incision in the member preparing it with the appropriate preparation so that the arm can easily pass through, and ensure that there is no obstacle to the passage of the arm.
E pren medicinas consolidativas que sian pausadas sobre le sinu convenientz ad aquo que vols exxten aquelas sobre drap de li.	Take consolidating medicines that are placed on the sinus according to what you wish to extend them over a cloth of it.
E le drap sia de tan gran quantitat cum fa la comunicacio de tot le sinu; e aprop inscidey am las forfexs en le dreyt del orrifici del sinu un trauc pus ample un pauc que l’orrifici del sinu; e aprop exten sobre autre drap de li dels enguentz leons segon la quantitat del trauc, e pausa le sobre aquel per posicio longinqua del orrifici del sinu per que sia aleujat le eyssiment del brac de lu e no ostes le drap gran sino aprop alcus dyas una veguada.	The cloth should be of such size that it communicates with the entire sinus; and then make an incision with the forfexes in the correct direction of the opening of the sinus, making a wide groove along the opening of the sinus; and then extend another cloth of laxatives on it according to the width of the groove, and place it over that position far from the opening of the sinus to alleviate the pain in the arm, but do not leave the cloth large, instead place some other laxative cloth every day.
Mays aquel que es sobre le orrifici del sinu, le qual remauguas en tota hora per so que yesca aquo que es ajust en lu del brac.	But the one that is on the opening of the sinus, which you should rinse at all times to remove what is attached to the arm.
E per que sapias si aquo que corr de lu del brac es mot o pauc, o es digest, o es no-digest.	And so that you may know if what comes from the arm is too much or little, or digested, or not digested.
E am aysso tu considera le loc de aquel sinu, si en lu sent le pacient dolor o no, e si es en lu apostema.	And you should also consider the location of that sinus, whether the patient feels pain there or not, and if it is abscessed.
E cum la tua medicacio es prolonguada en la tal manieyra, e vesas la matiera que es gitada sobre le orrifici del sinu ja adhereys, o se apropria adherencia, lahoras le mayti tu le deslia o le tertz dia, e quan deslias la plagua, lahoras muda le drap per autre e renova le enguent.	And when your medication is prolonged in this way, and you see the matter that has been deposited on the opening of the sinus adhering or becoming attached, you should remove or separate it after three days, and when you separate the wound, you change the cloth for another one and renew the laxative.
Mays si del sinu aprop lon spazi yeys virus subtil, lahoras no te desperes de la adherencia de li, quar la sanacio de lu se apropria, quar so alcus homes en les quals tarda generacio de carn en las lors plaguas, e de aquels so en les quals es fayt le contrari de lu.	But if the sinus has a long distance between it and space, you should not despair of its adherence, because healing is approaching, because some people have a slow generation of flesh in their wounds, and the opposite happens in others.
E si del sinu aprop motz dias es yssit brac indigest, lahoras sapias que·l sinu no adhereys; e si es tardada la adherencia del sinu e es la causa prolonguada, lahoras tu ajusta en exsiccacio de las medicinas, e si las medicinas so humidas en lor substancia e en la sua vertut, son seccas ayssi cum enguent dyafinicon, quan es en lu ajustada superfluitat de addicio de zegi.	If the sinus is not digested in the arm for several days, you should know that the sinus is not adhering; and if the adherence of the sinus is delayed and prolonged, you must adjust it with drying of the medicines, and if the medicines are wet in their substance and in their virtue, they will dry like laxatives such as diaphanicon when they are added excessively.
E le mays derier am le qual es curat, es que prenguas de enguent dyafinicon e sia dissout en oli rozat, e sia sobre lu vojat vi antic engual en la sua substancia, e aprop comfeys aquel am lu, e usa de aquel.	And the last thing that is cured is to take diaphanicon laxatives and dissolve them in olive oil, and add an old anti-inflammatory substance to it, and place it there and use it.
E ja fa semblant en aquela accio, quan no y a brac, enguent dyafinicon, mel quan es coyt entro que sia engrossat, e usa de lu; o que prenguas mirra e aloen e enses, e trissa tot e polveriza sobre le mel quan es sus le foc, e aprop lineys aquo sobre drap e strenh aquel sobre le sinu; e lineys aquel am le mel le qual has cuoyt entro que es engrossat, e polveriza sobre drap e strenh aquel.	And you do the same action in that case when there is no arm, using diaphanicon laxatives and honey which becomes thickened, and use it; or take myrrh and aloe and crush them together, and sprinkle everything and grind it over the honey while it is near the fire, and line the result with a cloth and press it onto the sinus; and line the honey that you have thickened with it until it becomes thick, and grind it on a cloth and press it.
E alcunas veguadas so administratz am lu aristologia longua e razitz de lili celesti (e es lili celesti) e farina de errs e centaurea, e usa de aquels simples o ajustatz, trissa aquels e cribela e polveriza sobre le mel le qual he recomtat; e husa de lu.	And sometimes it is administered long-term Aristolochia and its root and celestial (and this celestial) and rye flour and centaury, and use of these simple drugs or adjust them, grind those and sift and powderize over the honey that has been recommended; hold onto it.
E si es prolonguat le sinu, e no es sanat per aquesta curacio, lahoras sapias que la corrupcio es en le preon de lu, e ja fa enquisicio en les osses o en les autres membres durs o als liaments; lahoras tu le cura am curacio fistular, ayssi cum desus es dit.	And if the sinus persists and is not cured by this treatment, you should know that the corruption is in the proximate part of it (the affected area), and it begins to affect the bones or other hard parts or joints; then you should cure it with fistula treatment, as was said above.
De curacio de panarici et unguis attritae et incisione digiti additi et sectione.	Of the treatment for paronychia (an infection of the skin around the nail) and scraping the nails, adding an incision to the finger and section (removal of a part).
Panarici es apostema le qual nays dejos la ungla del dit pous de la ma o del pe, e fort leu nays en les autres ditz, e cum es prolonguat e la sua curacio es mens prezada, o es apostemat de apostema caut, o es corrumput, e gieta brac entro que corrodeys la razitz de la ungla, e fort leu corromp aquela tota, e fort leu perve la sua corrupcio al os entro que es a lu odor fetent, e es fayta la extremitat del dit lada, e la color de lu es fayta fusca.	Paronychia is an abscess that begins at the nail of the finger or toe and spreads to other parts, and if it persists for a long time and its treatment is expensive, it becomes an abscessed abscess or corrupted, and pus enters the nailbed which corrodes the root of the nail, and it corrupts entirely, and its corruption moves into the bone that gives off a fetid odor, and the extremity of the finger or toe becomes gangrenous and its color changes to black.
E donc quan tu auras aquel am aquo que havem dit en la divisio e no comfereys la tua curacio, lahoras cove que tu inscidas am ferr tota la superfluitat que es romasa de la ungla e aprop cauteriza la plagla aprop aquo, quar cauteri mot es juvatiu en aysso.	Therefore, when you have the patient with what has been said in the division and it does not respond to your treatment, then you must incise with iron the excess that remains of the nail and approximate cauterize the wound close to it, because cauterization is helpful in such cases.
Mays si le os es sa e la ungla es sana, e las addicios de la ungla vuoydas ja compremen las carns a las partidas dedintz, e comensan lu punger e ledeysso aquela, lahoras cove que tu pauses ray subtil dejos le angle de la ungla que pungeys la carn, e impelleys aquela sus e inscideys aquela carn am facilitat, e pausa sobre aquo que roman de la carn de las medicinas comburentz corrosivas entro que sia tot remaugut; e aprop cura aquel am enguentz entro que sia sanat.	However, if the bone is healthy and the nail is sound, and the addictions of the nail press the flesh in the joints inside, it begins to hurt and then ulcerate, then you must stop pressing the subcutaneous vein at the angle where the nail is piercing the flesh, and apply pressure on it to push it up and incise the affected flesh with ease, and place medicines corrosive ointments on top of it until it is completely removed; then cure it with poultices until it is healed.
Mays si la corrupcio ja enprem en le os, lahoras cove que tu inscidas le os aquel e le extraguas, car nul temps no es sanat que sia en lu le os corrumput.	However, if the corruption has already penetrated the bone, then you must incise the bone and extract it, for there is no healing of a corrupted bone in any amount of time.
E si vezes la corrozio e la corupcio anar en le dit, lahoras tu inscideys aquel en un dels nozes segons que es premesa la sua rememoracio, e aprop cura aquel entro que sia sanat.	And if the corrosion and corruption spread in the affected area, you must incise it in one of the nodes according to the remembered location, and cure it until it is healed.
Mays si a la ungla endeve percussio o atricio, e endeve en aquela dolor vehement, lahoras cove que tu al comensament fleubotomes le malaute, e aprop secca la ungla am spatum agut am seccio transversa desus en jus, e guarda te que la seccio no pervengua entro a la carn que es dejos la ungla, quar tu faras accidir al malaute dolor vehement, e sira causa a nativitat de la carn ajustada superflua en le loc; e aprop cura aquel loc am aquo que ceda dolor.	However, if the nail is struck with percussion or traction and causes intense pain, then at the beginning you should anesthetize the patient, and remove the nail by scraping it horizontally across the tip in a straight line, taking care that the incision does not penetrate the flesh below the nail, for this will cause excessive growth of new tissue in the affected area; and cure the affected area with something that relieves pain.
Mays dit ajustat, le qual es nat en las mas de alcus homes, fort leu es carnos tot, e fort leu so en lu osses, o fort leu es en lu ungla.	However, the affected part, which is found in many men, is all flesh, or it is in the bone, or it is in the nail.
E alcus de lu son natz en la razit de la junctura, o es la nativitat de lu en alcus nozes dels ditz.	And some of them are born from the joints, or their origin is in certain nodes of the affected areas.
Mays aquel que es nat en alcus nozes del dit no se mau, e aquest que es nat en las juncturas fort leu es maugut.	However, one born from the nodes of the finger is not ill, but one that originates from the joints is very sick.
E de aquels que son natz carnoses, la seccio es leugiera, e es que tu inscidas aquel deves la sua razitz am spatum lat.	And of those born as flesh, the incision should be light, and you should make the incision according to its location with a long blade.
Mays de aquel que es nat en la razitz de la junctura, la curacio es dificil; e donc guarda te de la abscizio de lu.	However, treatment of one that originates from the joint is difficult; therefore, be careful to avoid an abscess forming there.
Mays en aquel que es nat en dit deves les nozes, cove que tu inscidas al comensament la carn de lu am inscizio redonda entro al os, e aprop serra am una de aquelas serras convenientz ad aquo, e aprop cura aquel entro que sia sanat.	However, in one born from the nodes of the affected area, you must incise at first the flesh of it with a round incision into the bone; then use an appropriate saw and cure it until it is healed.
Mays consolidacio la qual accideys als ditz entre lor motas veguadas o per nativitat del home que nays enayssi, o per consolidacio de plagua o per combustio de foc, o per semblantz, adonc cove que secces aquela consolidacio entro que les ditz retorno a la sua forma natural.	However, consolidation that occurs in the affected area between its motes (small bony outgrowths) for various reasons or due to the nature of the man who has it, or due to consolidation of a wound or burn, or similar, therefore you must remove the consolidation until the affected area returns to its natural form.
E aprop pausa entre lor draps de li enfuzes en oli rozat per que no sian consolidatz leugierament, e separa entre aquels, o pausa entre aquels una lamina de plom subtil entro que sia consolidat segon que cove.	And place between their swellings of the infiltrated areas with warm oil so that they are not easily consolidated, and separate them or place a thin sheet of lead between them until it is consolidated as required.
E semblantment si accideys consolidacio en alcus ditz am la palma, lahoras tu secca aquela consolidacio segon que es preparada e conveneys a la figura del membre.	Similarly, if there is consolidation in certain parts of the palm, then you must remove the consolidation as prepared and appropriate for the shape of the member.
De inscizio de vices, so son varicas.	Of incisions, they are varicose veins.
Vices so son varicas, e so venas envolutas grossas plenas de superfluitatz melencolicas las quals veno en motz dels membres del cors, e le major adveniment de lor en las cambas, e majorment en las cambas dels itinerantz e dels laborantz e dels portantz.	Varicose veins are varicosed, large veins filled with mucus-like substances that appear in the joints of the body, and the most common occurrence is in the legs, especially in travelers, laborers and those who carry heavy loads.
Adonc cove que tu administres purguacio del cors de colera negra alcunas veguadas am expulcio fort, e aprop sangna le pacient de la vena basilica.	Therefore, you must administer purgatives of black bile for several days with strong emesis, and draw blood from the patient from the basilic vein.
Mays la curacio de lor am ferr es segon dos manieyras: la una es que sia inscizas e sia atirat aquel sanc negre, e l’autra manieyra es que sia elevada la vena e sia extrayta tota.	The treatment of them with iron is according to two methods: one is that it is incised and the black blood is extracted, and the other method is that the vein is raised and all of it is removed.
La seccio de lu es segon aquesta manieyra: embroca al comensament la camba am aygua cauda mot entro que le sanc gros sia resolvut, que es feculent de la camba, e aprop strenh la camba del malaute a la partida pus sobirana de la coyssa entro a la partida dejos del denol am una benda, e aprop secca la vena en un loc, o en dos, o en tres am seccio ampla, e aprop eleva le sanc negra am la tieua ma de la partida dejos de la camba entro en sus, e desus en jus, entro que del sanc sia yssida la quantitat que voles e que vezes habastar, e la qual tollera la vertut del malaute.	The section of him (or her) is made according to this method: first, wrap the leg with warm water until the thick blood has been resolved, which is a foul substance from the leg, and then tightly compress the patient's leg above the knee with a bandage, near the division just below the thigh, and apply dry heat to a vein, or to two, or three veins with a wide incision, and raise black blood with your thumb from the division just below the leg upwards and downwards until the desired amount and frequency has been drained, and that which will remove the affliction of the patient.
E aprop lia aquela, e comanda a lu que abstengua de las viandas colera negra engendrantz.	Then tie it up and instruct him to avoid foods causing black bile production.
E itera la curacio per fleubotomia quan las venas so umplidas e aquo notz al malaute.	Repeat the cure through phlebotomy when the veins are full and you notice this in the patient.
Mays la elevacio de lor es segon aquesta manieyra: tu que razas la camba del malaute, si en lu so motz pels, e aprop met le en banh e embroca la camba de lu am aygua cauda entro que s’enrogesesca e las venas sian exuberadas; o que sia exercitat per exercici fort, si banh no es a tu present, entro que·l membre sia scalfat.	But the elevation (of the hernia) is done according to this method: if there are inflammations in it, immerse the patient's leg in warm water and wrap it with warm water until it swells and the veins become congested; or if exercise is practiced, if bathing is not at your disposal, keep the member warm until it is heated.
E aprop secsa la codena en le dreyt de la vena per seccio en le lonc o en le derier de lu deves le denol, o en le pus bas de lu deves lo talo.	Then cut the cord in the direction of the vein along its length or towards the rear (of the hernia), or at the lower end you should do it on the penis or the scrotum.
E aprop uobre la codena am uncis e excorja la vena de tota part entro que appara al sentiment, e es deves la appericio de lu que vezes aquela roga declinant a negror.	Then open the cord with scissors and expose the vein from all sides until you feel it, and be aware that when you see blackness spreading, this is a sign of death approaching.
E donc cum evazeys e de la codena tu vezes aquela blanca quays sia corda.	And since you've found the white one (the healthy cord), cut the cord.
E aprop tu met dejos aquela le ray entro que sia elevada e sia gitada de la codena, e sospen aquela am onci orp leon.	Then place the iron rod under it until it is raised and expelled from the cord, and suspend it with a hook of gold or silver.
E aprop secsa autra seccio aprop aquela seccio per tres ditz, e aprop excorja la codena de la partida desus de la vena entro que apparia.	And then cut another incision alongside the first one for three fingers, and expose the cord above the vein until it appears.
E aprop eleva aquela e inscideys aquela en deriera seccio deves le talo, e aprop extratz aquela e eleva aquela entro que sia yssida per la seccio segonda, e aprop extratz aquela de la seccio que es sobre aquela.	Then lift it up and incise the lower incision towards the scrotum, extracting it and lifting it out through the second incision, then extract it from the incision above that one.
E fay aquo entro que extraguas aquela de la seccio que es pus sobirana o pus auta de totas las seccios, entro que tota es yssida; e lahoras inscideys aquela.	Do this until the entire cord is extracted from the upper incision or any of the incisions, until it is completely drained; then close the incision.
E si no obezeys a tu ad extrayre e elevar, lahoras intromet una agulha am fiel fort doble e ligua aquela e extratz la, o intromet dejos lu le ray e revolveys la tua ma a tota part entro qu’en sia getada.	If it is not easy for you to extract and lift it, insert a strong double-edged needle and tie it off, or introduce the iron rod behind it and rotate your hand in all directions until it is expelled.
E guarda te que no sia inscidida; quar si es trencada, es fayt a tu dificil elevar aquela mot e es vengut sobre le malaute per aquela nocument.	Keep in mind that it should not be incised; for if it is broken, it will make it difficult to elevate the hernia and bring harm to the patient through this injury.
E cum aquela tota auras fora-gitada, lahoras pausa sobre le loc de la plagua lana submerssa en vi e oli rozat e oli no-rozat, e cura aquel entro que sia sanat.	When the entire cord is completely expelled, place it on a piece of wool soaked in vinegar and rose oil (or plain oil), and treat that area until it heals.
E si la vit es contrayta havent tortuositat a la qual sia envolucio a las partidas, e no es segon rectitut segon que havem dit, lahoras cove que tu fendas sobre aquela a tota partida de tortuositat de lu e als locs de envolucio de lu, e aprop suspen aquela am uncis entro que eleves aquela tota.	If the wound is contracted due to a twisting in which it is enclosed at the division, and this is not straight as we have said, then you must cut through all sides of the twist and the points of enclosure of it, and suspend it with scissors until it is lifted completely.
E guarda te deves la tua seccio que no inscidas la vena e que no plagues aquela, quar dificil sira a tu elevar aquela; e serva la tua prudencia en aquela.	Keep in mind to not incise the vein during your incision and not harm it, for it will be difficult for you to elevate the hernia; serve your caution in that matter.
Forma del inscident am le qual es seccada vit:	The shape of the incision for the cut wound:
Forma de unci orp:	The shape of a hook:
No es a lu accuitat ayssi cum als uncis ni es de aguda extremitat per so que no plague la vena; e es de grossa flexibilitat leon, quar si era subtil, inscidira la vena per la sua subtilitat; habantz es en lu superflua grosseza ayssi cum havem dit.	It should not be made as with the hook nor of sharp extremity so that it does not harm the vein; and it is of a large flexibility, for if it were thin, it would incise the vein through its thinness; having too much thickness in this way, as we have said.
De extraccio venae cruris.	Extraction of the leg vein.
Aquesta vena es engendrada en las cambas en terras caudas ayssi cum al- Ategi en terra de Arabics e en las terras de India caudas e aridas de pauca teneritat e en las quals no nays erba ni aybre.	This vein is generated in the legs in hot lands such as Egypt in Arabic lands and in Indian lands with dry and scant vegetation, where there is no herb or grass.
E fort leu es engendrada en autres locs del cors otra las cambas.	Strongly pulsating veins are generated in other parts of the body other than the legs.
E la gestacio de lu es de putrefaccio que ve dejos la codena ayssi cum venen dedintz le cors serpentz e vermps e scarides e verms engendrantz entre la codena e la carn.	The process is due to putrefaction that comes from the cord, such as the venom of snakes and worms, scorpions, and worms breeding between the cord and the flesh.
E senhal de la suscepcio de l’adveniment de lu es de aquesta vena que accideys en la camba enflammacio vehement; e aprop le loc es vesicat; e aprop comensa la vena yssir del loc de aquela vesicacio quays sembla razit de planta.	The sign of the onset of the event is from this vein that appears in the inflammation of the thigh; and apply heat to the location; and start the vein flowing from the site of this swelling, which seems reasonable from its base (plant).
E adonc cum appar de lu la extremitat, lahoras cove que tu envolvas sobre aquela una pessa de plom del qual sia le pes de una drac. entro a ii drac., e noza aquela e layssa le plom suspendut de la camba.	And when the extremity appears, it is necessary that you cover over it a lead weight of which its weight should be equal to two drachms. Immerse it in it and leave the lead suspended from the bed.
E tantas veguadas cum yeys de lu alcuna causa a las partidas defora, envolveys aquo em plom e noza aquel.	And keep watch for some time until any symptoms appear outside, cover it with lead and nail it down.
E si mot es prolonguat, lahoras tu inscideys una partida de lu e envolopa le romanent; e no inscidas aquela de razit entro que sia fora yssida, quar si inscideys aquela es contrayta e intra en la carn e fa accidir apostema e poyredura en le loc e ulceracio mala.	If it continues without improvement, then you should make an incision in it and cover the remaining part; do not incise that one until it has come out, because if you incise it, it becomes contracted, enters into the flesh, causes an abscess, pustule at the site and a bad ulcer.
Per que cove que sia tractada suaument e sia extrayta petit a petit, entro que sia fora-gitada del derier de lu e no remangua de lu alcuna causa en le cors.	Since it must be treated gently and slowly extracted until it comes out completely without leaving any cause in the body.
E de aquesta vena es yssit en alcus homes que es en la sua longitut de v palms e de detz e ja es pervengut a mi que yssic un de xx palms.	And from this vein, it has issued in some men of about the length of five palms and ten fingers, and I have already heard that one of twenty palms has been extracted.
E si es inscidida en la hora de la sua medicacio, lahoras intromet lo ray en le trauc de lu e perfora aquela am lonc trauc am le cors, entro que sia evacuat tot aquo que es en la materia, e administra putrefaccio del loc per alcus dias am medicinas; e aprop cura aquela per la curacio de apostemas.	And if it is incised at the time of treatment, insert a probe into the wound and penetrate deeply with a long probe through the body until all matter has been evacuated, and administer putrefaction of the site for several days with medicines; then take care of it as in the cure of abscesses.
