Ayssi comensan las paraulas de Albucasim .	Thus, the sentence begins with the words of Albucasis.
E si le os es corrumput e no-eminent, abantz es la una partida continuada am la autra, e la corrupcio es al mieg loc o en partida de lu, lahoras tu descuebre la carn de totas partz tota; e aprop pausa fust dejos, e aprop serra aquel de la primiera partida la on es la corrupcio entro que sia continuada la serratura del autra partida.	And if the bone is rotten and not prominent, then one part is continuously connected to the other, and the corruption is at the same place or in a part of it, then you discover all the flesh; and stop a table behind, and cut from the first part where the corruption is until the cutting of the other part is continuous.
E sia la serradura segon le loc de la corrupcio un petit, segon que havem dit.	And make the cut according to the location of the corruption, as mentioned above.
E si la corrupcio es en la junctura, inscideys aquela junctura corrumpuda, e serra le os la on es continuat del autra part.	And if the corruption is at a joint, cut the corrupted joint, and saw the bone where it is connected to the other part.
E si de la corrupcio es en la continuacio de doas juncturas, lahoras no es en lu razio sino engen.	And if the corruption is in the continuation of two joints, then it is not rational but artifice.
E si la corrupcio es en le pecte de la ma o del pe, es mot dificil; empero cove que tu inquieras la corrupcio en qual manieyra appareys a tu, e que abradas aquela, e mondes aquela segon quascuna disposicio la qual es a tu possibla, e am cascum engen sia rectificat a tu, quan no fa a tu contrarietat vena o nervi.	If the corruption is in the palm of the hand or foot, it is difficult; however, you must investigate the corruption in what way it appears to you, and cut it open, clean it according to each arrangement that is possible for you, and with each artifice be corrected, provided that it does not harm veins or nerves.
E sapias qual es inscididors e las serras a inscidir aquestz osses son motz segon le situament dels osses, e la preparacio de aquels, e la grosseza de aquels, e la subtilitat e la grandeza e la parvitat de aquels, e la duricia e la lor raritat; per que cove que tu prepares a tota specia de operacio estrument convenient ad aquela opperacio.	Know what the saw-like instruments are for cutting these bones and which saws should be used on these bones depends on the position of the bones, the preparation of those bones, and their thickness and fineness or coarseness; therefore, you must prepare all types of equipment suitable for that operation.
E sapias que aquela operacio significa a tu sobre la specia del strument del qual indigeysses; quan am tu es gran studi e lonc e conoyssensa de las manieyras de aquesta art, e testimoni de manieyras de malautias, quar lahoras ja tu las avias per tu meteys aquo que es convenient a lu dels sturmentz a tota malautia.	E sapias that the operation signifies to you the type of instrument that is necessary; when indeed, you are skilled and experienced in the ways of this art, and witness to the methods of illnesses, therefore now you must choose for yourself what is suitable for those instruments in every disease.
E yeu so a tu formant en la fi de aquest capitol le nombre dels instrumentz les quals pausaras cum eyssimples am les quals proceziras a la tua prohibicio la qual experimentaras sobre las autras.	E thou should make at the end of this chapter, the number of instruments which you will use as simple ones with which you will perform the prohibition that you will experience on others.
Forma de serra:	Forma della sega:
Forma de autra serra:	Forma d'altra sega:
Forma de autra serra:	Forma d'altra sega:
Forma de autra serra gran:	Forma d'altra sega grossa:
Forma de ray:	Forma di raggio:
Sia le cap de aquest ray segon la forma de cap de clau stellat, e les puntz de lu sian segon la forma dels puntz alstefegi.	La cima di questo raggiello ha la forma di testa di chiusura a stella, e le punte sono come quelle dell'astaferaggio.
E no conveneys sino que am aquel sian confricadatz les caps de las juncturas quan so corrumpudas, o es la boca gran ampla.	E non bisogna che le parti di congiunzione siano conforate se sono corrotte o la bocca è larga.
Forma de razori major dels autres:	Forma di lame più grandi delle altre:
Forma de razori menor:	Forma di lame minori:
Forma de razori lat:	Forma di lame a forma di lato:
Forma de serra autra decentment fayta: sia fayt arc de lu pus sobira e la acuitat de lu de ferr, e le membre de lu de boys punhal descentment fayt.	Forma di altra sega con arco superiore più elevato e la punta di ferro affilata correttamente, e i bracci dello strumento sono diseguali.
Forma de lu:	La forma di quella:
Forma de razori en la qual ha concavitat:	Forma di lame con convessità:
Forma de razori autra subtil:	Forma di lame ancora più fina:
Forma de autra razori de curvada extremitat:	Forma di altra lame con estremità curva:
Forma de rasori petit semblant a tenta:	Forma di lame piccola simile ad una freccia:
Forma de incisori am le qual so inscidit les osses:	Forma di raschiatori per tagliare le ossa:
Forma de inscisori autra minor:	Forma di raschiatori ancora più piccoli:
Forma de un autra inscissori; aquest semblant a ray, e la extremitat de lu es cum serra, e es exhibit en motz locs en la razio dels osses:	Shape of another saw-like instrument; this resembles a ray, and the end of it is like a saw, and it is used in many places in the joints of the bones:
Forma de ray lo qual conveneys a rasio de aquel que es perforat dels osses:	Shape of a rasp-like instrument that serves to cut through the bone:
E la extremitat de lu es triangulada e de aguda extremitat.	And its end is triangular and sharp-edged.
E es fayt de ferr de India , e semblantment cove que totas las causas que havem ditas de rasoris e de inscissoris e de serras.	It is made of iron from India, and it resembles all the causes that we mentioned for rasps, scissors, and saws.
De inscizio extremitatz e de la serratura dels osses.	Of incision and the cutting through of bones.
Las extremitatz se poyresso o per causa intrinseca o per causa extrinseca, o cum tu auras medicat aquela corrupcio per curacio de aquelas medicinas e la curacio no comfereys, o vezes la corrupcio anar deves le membre la qual no percuteys denguna causa, lahoras cove que tu inscidas aquel membre entro aquo la hon acossec la corrupcio, per que le malaute evasesca per aquo de mort o de malicia que es major defeliment del membre.	The incisions can be caused intrinsically or extrinsically, or when you have treated a corruption and the cure does not help, or the corruption spreads to a member that was not affected by any cause, then you must make an incision in the member to the depth of the corruption, so that the patient escapes death or a greater evil that is more harmful to the member.
E le senhal de aquel al qual accideys, es que·l membre es fayt negre entro que sia cujat que foc la ja comburit, o se poyreys aprop la negror entro que la poyredura aquela ane entro aquel membre que siec lu e que prengua tot le cors; e donc coyta te am inscizio de aquel.	And the sign of this is that the member turns black before it can be burned, or it may become black to the depth where the corruption enters the member and takes hold of the entire body; therefore, you must make an incision in that.
E semblantment si es causa de la corrupcio percussio de alcunas causas venenosas ayssi cum de scorpio mari o de vupera o de rutela e de semblantz.	And similarly, if the corruption is caused by poison from certain venomous creatures such as scorpionfish, viper, or rattle snakes and similar animals.
E si la corrupcio o la percussio es en la extremitat del dit, lahoras tu inscideys le dit e no dones spazi a la corrupcio per que ane entro a la ma.	If the corruption or poison is at the end of a finger, then you should incise the finger and not give space to the corruption to enter into the hand.
E semblantment si accedeys a la ma, lahoras tu inscideys aquela de la razit del focil, e no dones spazi a la corrupcio entro que prengua en le focil del bras.	And similarly, if it reaches the hand, then you should incise the arm at its joint and do not give space to the corruption to enter into the elbow of the arm.
E si envezeys aquel, lahoras inscideys le bras entro al coyde en la junctura.	And if it swells up (the corruption), then you should incise the arm at the shoulder joint.
E si passa otra la corrupcio e la vezes enviro le coyde, lahoras en aquel es la mort del malaute; e aministrar autra causa otra aquo en curacio es quantitat de vertut.	If the corruption spreads beyond the shoulder and sometimes surrounds it, then in this case the patient is at death's door; and administering another cause for treatment is as good as nothing.
E semblantment fay del pe quan corrupcio envezeys le dit del pe, lahoras tu inscideys aquel entro ad un dels nozes.	And similarly, if the corruption spreads to the foot and swells up the toe, then you should incise it at one of the joints (of the toe).
E si pren en la pente del pe, lahoras tu inscideys tot le pe.	If it starts climbing up the foot, then you should incise the entire foot.
Mays si pueja entro al denol, lahoras tu inscideys la camba entro a la junctura del denol.	But if it climbs into the ankle, then you should incise the calf at the ankle joint.
E si la corrupcio ja es pervenguda sobre le denol, lahoras en lu no es engen sino dimissio, e layssar le malaute a la mort.	And if the corruption has reached the ankles, then do nothing but dismiss the patient to death.
E la manieyra de inscidir le membre o de serrar lu es que tu strenhas le liament en la partida pus dejos la qual voles inscidir, e strenh autre liament sobre le loc; e extenda le ministre un liament a las partidas dejos, e extenda le ministra autra liament en sus; e tu separa la carn la qual es entre dos liamentz ain spatum lat entro que sia descuberta tota la carn; e aprop sia inscidit o serrat.	The method of incising or sawing a member is that you strengthen the ligament on the side where you want to make the incision, and strengthen another ligament on the other side; and extend one ligament away from the incision site, and extend the other ligament over it; and separate the flesh between the two ligaments with a spatula until all the flesh is exposed; and then make an incision or saw.
E cove que sia pausat drap de li de totas partidas per so que no toque le loc sa, e que vengua al malaute lesio ajustada e apostema caut.	And it is necessary to place a layer of cloth over all the incision sites to protect them, and bring the wound to the patient dressed and covered with a cauterizing dressing.
Mays si accideys flux de sanc quan obras, lahoras tu cauteriza le loc coytadament, o pausa sus lu alcunas polveras restrenhentz le sanc; e aprop retorna a la tua medicacio entro que sia complida.	But if bleeding occurs while you are working, then you should cauterize the site immediately, or apply some astringent powders to stop the bleeding; and return to your treatment when it is complete.
E aprop lia le membre plaguat am liament al u convenient, e cura aquel entro que sia sanat.	And place the affected member in appropriate bandages and treat it until it is healed.
E yeu recomti a tu aquo que endevenc a un home en le sieu pe, aquest meteys accident le qual yeu e a tu recomtat, le qual es quar accidic a lu negror en le sieu pe am adustio que era asemblada a combustio de foc.	And I recommend that you place the patient's foot in a splint for this accident that we both recommend, which is when the blackness occurs in the patient's foot due to burn-like blistering.
E aquela corrupcio accidic primierament en le sieu dit entro que tendec tot le pe.	And that corruption first appears at the toe and tends to spread over the entire foot.
E adonc aquel home preparec per si meteys pus que vic la curacio anar al membre am la vehemencia de lu que atrobec de dolor e de adustrio de lu, e el inscidic aquel pe entro a la junctura, e foc sanat.	Therefore, the patient must prepare himself by putting on thick socks to protect the foot from the intensity of the pain and burn-like blistering, and then incise the foot at the joint and heal it.
Lonc temps accidic a lu aquela meteyssa corrupcio en le dit de la ma indic.	For a long time, that insidious corruption occurred in the finger of the hand, indicated.
E adonc venc a mi, e so me perforsat repercutir aquela superfluitat am aquo que pausegui sobre la ma de las medicinas, aprop la mundificacio del cos de lu; e no es repercussa la superfluitat e comensec anar al autra dit entro que comensec en la ma.	And so it was with me, and I performed the necessary removal of that superfluity over the hand with the application of medicines, and the superfluity did not recur and began to spread to another finger starting from the hand.
E el apelec me a inscidir la ma de lu, e yeu no volgui far aquo sperant sobre la repercussio de aquela superfluitat, e mays que temegui deves la inscizio de la ma de lu mort, quar la vertut del malaute era sobre cazement.	And he called on me to incise the hand of that person, but I did not want to do it because of the risk of recurrence of the superfluity, and instead I feared the incision of the hand would cause death, as the patient's strength was failing.
E pus que el se desperec de mi, es retornat en la sua terra e pervenguec a mi que aquel home preparec e inscidic la sua ma tota, e es sanat.	And so he lost hope in me and returned to his homeland, but I learned that the man had prepared himself and incised his entire hand, and he was healed.
E no he adhuzida aquesta narracio sino per que sia adjutori sobre aquo que catz de aquesta malautia, e que sia significacio per la qual sia significada e segon la qual sia obrat.	And this narrative is not meant to be read as entertainment but as guidance for dealing with this illness and as a sign of the significance of such treatment.
De cura sinuum et qualitate clisterizationis cum medicinis.	Treat the wound properly and carefully, using appropriate cleansing solutions and medications.
Quan accideys apostema en alcus membres carnozes e·l spazi de l’apostema es prolonguat entro que fa colleccio de sania, e aprop es romput e perforat, e es eyssida de lu la sania, e roman le loc vuoyt quays cum si era vayssel, e la codena que es desobre lu ayssi cum drap subtiliat, e no es pervengut a deriera corrupcio, e no inprimeys en le os o en nervi ni en liament, es apelat sinu, e no es nompnat fistula.	When an abscess occurs in any fleshy member and the space of the abscess is prolonged until pus collection occurs, then it is broken and perforated, and the pus is released from it, leaving a hollow cavity behind like a vessel, covered with thin fabric such as linen, and no secondary corruption occurs, and no pressure is applied to the bone or nerve or ligament, it is called sinus, and not fistula.
Mays empero si le spazi es prolonguat entro que la corrupcio enprema en alcun membre, lahoras es appelada fistula e no zukem.	If the space is prolonged before corruption affects any member, it is called a fistula and not a wound.
E la cura de lu es que inscidas aquela codena tota ayssi cum es revolvut, e majorment quan es subtiliada e es fayta cum drap, e comfizas que no adhereys al loc per la sua corrupcio.	The treatment for it is that the wound is stitched up in the same way as a loop is turned, and especially when it becomes thin and is sewn with linen, making sure it does not stick to the place due to corruption.
Mays si tu speras que la codena adheresca e que aquela corrupcio no aja conseguit per deriera consecucio, e en la codena ha spassitut de cara, lahoras tu cura aquel am clisteri.	But if you hope that the wound will stick and if corruption has not yet been achieved by a wrong sequence of events, and there is swelling in the wound, then you cure it with a suppository.
E es que consideras al sinu, e lahoras si es gran, e·l brac que yeys es de fetent odor, lahoras clisteriza aquel am medicament egipciac le qual es de oli e vi agre e ziniar recebent partidas enguals, e sian ajustadas en un vayssel, e sian coytas sobre le foc entro que’l medicament se fassa rog e pervengua a specitut de mel.	And consider the sinus, and if it is large, and the mucus that comes out of it has a fetid odor, then you purge it with an Egyptian remedy which is made of oil, vinegar and ginger, which are ground together and divided into portions, and put in a container, and placed over the fire until the medicine becomes thick and reaches the desired consistency.
E aprop tu pren de lu aquo que es necessari e dissolveys lu am aygua e mel; e clisteriza am aquel le sinu, e strenh le orrifici de lu, e layssa la medicina en lu per la quantitat de doas horas.	Then take what is necessary and dissolve it in water and honey; purge the sinus with this, strengthen its opening, and leave the medicine inside for a period of two hours.
E aprop extratz aquela am sprecio; e fay aquo per tantz dias entro que sia mundificat le sinu e sia remauguda la pudor.	Then extract it with care; do this for several days until the sinus is purified and the odor has subsided.
E alcunas veguadas es clisterizat am aygua de cendre, quan no es a tu prezent aquest medicament; e es que tu prenguas la cendra de vitz, e met sobre lu aygua; e aprop cola aquela e clisteriza aquel am ela entro que te confizes que·l sinu lahoras es ostat.	Sometimes it is purged with water made from ashes, when this medicine is not available to you; and you take the ash of burnt wheat, put it in water, let it settle, then collect it and purge the sinus with it until you are confident that the sinus has stopped.
E si le malaute no ha tollerancia sobre le medicament egipciac ni l’aygua de la cendre, lahoras clisteriza aquel am aygua e mel e quays sia mesclat ziniar trissat, e clisteriza aquel am vi e mel mesclat, quar de proprietat de mel es que mondifique e lave, e le vi fa adherir le sinu, e majorment quan en le vi ha superfluitat de stipticitat e de siccitat.	If the patient does not tolerate the Egyptian medicine or water made from ashes, then purge it with water and honey mixed with ginger crushed, or with vinegar and honey mixed, for by nature honey is cleansing and washing, and vinegar makes the sinus adhere, especially when there is an excess of bitterness and dryness in the vinegar.
E cum tu fas aquo alcunas veguadas e te comfizes que·l sinu ja es remaugut, lahoras clisteriza aquel am aquo que fa naysser la carn en lu.	And when you have done this for some days and are confident that the sinus has subsided, then purge it with a liquid that makes the flesh come out of it.
E es que prenguas de enguent dyafinicon e dissolveys aquel am oli rozat e vi stiptic; o que clisterizas aquel am alcunas medicinas e enguentz autres que hajan las proprietatz les quals ja he yeu scritz en le tractat dels enguents.	And you take diaphonicon, dissolve it in oil of roses and vinegar of bitterness; or you purge it with various medicines and other remedies that have the properties I have already written about in the treatise on clysters.
E si le orrifici del sinu es streyt en le qual no es recebuda la canula del clisteri, lahoras tu le amplifique aquel am ferr petit a petit, e pausa en lu calgua envolopada en enguent egipciac o en enguent basilicon entro que sia amplificat.	And if the opening of the sinus is narrow and the canula of the clyster cannot be received in it, then you gradually widen it with a small iron, pausing when it is covered with Egyptian or basilicon oil until it is sufficiently widened.
E semblantment si le orrifici es ample, lahoras tu agregua las labias de lu am sutura e layssa de lu quantitat en la qual intre le clisteri ses addicio.	Similarly, if the opening is wide, then you stitch up the lips of it with suture and leave it in a size such that the clyster does not protrude from it.
E si le orrifici de lu del qual corr le brac es elevat a las partidas desus, lahoras secca aquel en le pus bas loc que es en lu per que le brac corra entro dejos, quar quan le brac es coartat en la preondeza de sinu la carn esser en lu engendrada.	And if the opening of which the mucus comes out is elevated at the partings above it, then dry it in the pus-like place where it is located so that the mucus flows back inside, because when the mucus is obstructed in the sinus, flesh is generated in it.
E si no es a tu possible seccar le sinu entro al enviro del os pus bas segon que voles, lahoras te perforssa que prepares le membre am preparacio per la qual corr de lu le brac leugierament segon que es a tu apparelhat e que no sia en lu retengut alcuna causa del brac.	And if it is not possible to dry the sinus inside the bone pus-like area as you wish, then prepare the member by preparing it with the preparation that allows the mucus to flow out easily and without being obstructed by any cause of the mucus.
E pren medicinas consolidativas que sian pausadas sobre le sinu convenientz ad aquo que vols exxten aquelas sobre drap de li.	Take consolidating medicines that are placed on the sinus as needed, so that they extend over linen fabric.
E le drap sia de tan gran quantitat cum fa la comunicacio de tot le sinu; e aprop inscidey am las forfexs en le dreyt del orrifici del sinu un trauc pus ample un pauc que l’orrifici del sinu; e aprop exten sobre autre drap de li dels enguentz leons segon la quantitat del trauc, e pausa le sobre aquel per posicio longinqua del orrifici del sinu per que sia aleujat le eyssiment del brac de lu e no ostes le drap gran sino aprop alcus dyas una veguada.	The linen fabric should be of such size that it communicates with the entire sinus; and then insert a larger, slightly longer probe into the right opening of the sinus using forceps; and extend another linen fabric of the lion's oil over this linen fabric according to the length of the probe, and place it on top of this for a long distance from the opening of the sinus so that the discomfort of the mucus is relieved from the area and the linen fabric does not become too large, but rather every few days once.
Mays aquel que es sobre le orrifici del sinu, le qual remauguas en tota hora per so que yesca aquo que es ajust en lu del brac.	But the one that is over the opening of the sinus, which you always wash to let out whatever is inside it.
E per que sapias si aquo que corr de lu del brac es mot o pauc, o es digest, o es no-digest.	So that you know if what comes out from the mucus is liquid or solid, or undigested.
E am aysso tu considera le loc de aquel sinu, si en lu sent le pacient dolor o no, e si es en lu apostema.	And with this you observe the location of the sinus, whether the patient feels pain there or not, and if there is an abscess there.
E cum la tua medicacio es prolonguada en la tal manieyra, e vesas la matiera que es gitada sobre le orrifici del sinu ja adhereys, o se apropria adherencia, lahoras le mayti tu le deslia o le tertz dia, e quan deslias la plagua, lahoras muda le drap per autre e renova le enguent.	And when your treatment is prolonged in this way, and the matter that was deposited on the opening of the sinus has already adhered or shows signs of adhesion, then you should loosen it or wait three days, and when the wound is loosened, then change the linen fabric for another and renew the oil.
Mays si del sinu aprop lon spazi yeys virus subtil, lahoras no te desperes de la adherencia de li, quar la sanacio de lu se apropria, quar so alcus homes en les quals tarda generacio de carn en las lors plaguas, e de aquels so en les quals es fayt le contrari de lu.	But if the sinus has a long space with subtle virus, do not despair of its adhesion, for healing is approaching, because some men have slow regeneration of flesh in their wounds and this is opposite to that.
E si del sinu aprop motz dias es yssit brac indigest, lahoras sapias que·l sinu no adhereys; e si es tardada la adherencia del sinu e es la causa prolonguada, lahoras tu ajusta en exsiccacio de las medicinas, e si las medicinas so humidas en lor substancia e en la sua vertut, son seccas ayssi cum enguent dyafinicon, quan es en lu ajustada superfluitat de addicio de zegi.	And if the sinus has been discharging undigested mucus for many days, then you know that the sinus does not adhere; and if the adhesion of the sinus is delayed and this is prolonged, then you adjust it with a drying treatment, and if the medicines are humid in their substance and in their effect, they should be dried as with diaphonicon, when there is excess addition of zinc.
E le mays derier am le qual es curat, es que prenguas de enguent dyafinicon e sia dissout en oli rozat, e sia sobre lu vojat vi antic engual en la sua substancia, e aprop comfeys aquel am lu, e usa de aquel.	The patient's last aid is to take a thick, dissolved defugation in rose oil and place it on the affected area, and then bandage it using that.
E ja fa semblant en aquela accio, quan no y a brac, enguent dyafinicon, mel quan es coyt entro que sia engrossat, e usa de lu; o que prenguas mirra e aloen e enses, e trissa tot e polveriza sobre le mel quan es sus le foc, e aprop lineys aquo sobre drap e strenh aquel sobre le sinu; e lineys aquel am le mel le qual has cuoyt entro que es engrossat, e polveriza sobre drap e strenh aquel.	When there is no other remedy, take thickened honey and apply it; or take myrrh and aloes, grind them all together into a powder and sprinkle it over the heated honey, then draw a line with that mixture onto linen and strengthen it with wax; draw a line on the honey-covered area that you have thickened, and sprinkle more of the powdered mixture onto linen and strengthen it again.
E alcunas veguadas so administratz am lu aristologia longua e razitz de lili celesti (e es lili celesti) e farina de errs e centaurea, e usa de aquels simples o ajustatz, trissa aquels e cribela e polveriza sobre le mel le qual he recomtat; e husa de lu.	When used occasionally, administer the long-term aristology of celestial lily (which is celestial lily) and flour made from fennel seeds and centaury, and use those simple ingredients or adjust as necessary, grind them and sift them into a powder, sprinkle that over the honey.
E si es prolonguat le sinu, e no es sanat per aquesta curacio, lahoras sapias que la corrupcio es en le preon de lu, e ja fa enquisicio en les osses o en les autres membres durs o als liaments; lahoras tu le cura am curacio fistular, ayssi cum desus es dit.	If the sinus prolongs and is not cured by this treatment, then know that corruption is in its front part, and it starts to attack the bones or other hard parts or ligaments; you should treat it with fistula treatment, as described above.
De curacio de panarici et unguis attritae et incisione digiti additi et sectione.	Treatment for paronychia and cuticle removal, nail trimming, and incision.
Panarici es apostema le qual nays dejos la ungla del dit pous de la ma o del pe, e fort leu nays en les autres ditz, e cum es prolonguat e la sua curacio es mens prezada, o es apostemat de apostema caut, o es corrumput, e gieta brac entro que corrodeys la razitz de la ungla, e fort leu corromp aquela tota, e fort leu perve la sua corrupcio al os entro que es a lu odor fetent, e es fayta la extremitat del dit lada, e la color de lu es fayta fusca.	Paronychia is an abscess that arises under the nail of the toe or finger, and it grows stronger in other places, and when prolonged and its cure is delayed, it can become an abscess or rot, and it eats away at the root of the nail, rotting it completely, and its corruption spreads to the bone underneath, making the end of the finger putrid, and the color becomes dark.
E donc quan tu auras aquel am aquo que havem dit en la divisio e no comfereys la tua curacio, lahoras cove que tu inscidas am ferr tota la superfluitat que es romasa de la ungla e aprop cauteriza la plagla aprop aquo, quar cauteri mot es juvatiu en aysso.	Therefore, when you have the above mentioned condition and your treatment does not improve, it is necessary that you cut off all the excess rotten part of the nail and cauterize the affected area with hot iron, as cauterization is helpful in this case.
Mays si le os es sa e la ungla es sana, e las addicios de la ungla vuoydas ja compremen las carns a las partidas dedintz, e comensan lu punger e ledeysso aquela, lahoras cove que tu pauses ray subtil dejos le angle de la ungla que pungeys la carn, e impelleys aquela sus e inscideys aquela carn am facilitat, e pausa sobre aquo que roman de la carn de las medicinas comburentz corrosivas entro que sia tot remaugut; e aprop cura aquel am enguentz entro que sia sanat.	If the bone is healthy and the nail is sound, but the additions of the nail press the skin at the sides inside, and it starts to hurt and swell there, you should pause a thin needle at the angle where the nail penetrates the skin, push it through, and cut the affected skin with ease, and pause medicines containing corrosive substances on what remains of the skin until it is completely healed; then treat the area with an ointment until it is cured.
Mays si la corrupcio ja enprem en le os, lahoras cove que tu inscidas le os aquel e le extraguas, car nul temps no es sanat que sia en lu le os corrumput.	If corruption has already entered the bone, you should cut and extract it because there is no cure for a rotten bone.
E si vezes la corrozio e la corupcio anar en le dit, lahoras tu inscideys aquel en un dels nozes segons que es premesa la sua rememoracio, e aprop cura aquel entro que sia sanat.	If the corruption and rot are spreading in the finger, you should cut it open at one of its nodes according to its memory (meaning: where it hurts most), and then treat the area until it is healed.
Mays si a la ungla endeve percussio o atricio, e endeve en aquela dolor vehement, lahoras cove que tu al comensament fleubotomes le malaute, e aprop secca la ungla am spatum agut am seccio transversa desus en jus, e guarda te que la seccio no pervengua entro a la carn que es dejos la ungla, quar tu faras accidir al malaute dolor vehement, e sira causa a nativitat de la carn ajustada superflua en le loc; e aprop cura aquel loc am aquo que ceda dolor.	If the nail has been percussed or crushed, and pain is very intense, you should first anesthetize the patient, then cut the nail with a sharp knife in a transverse section from top to bottom, but make sure that the cut does not reach the skin below the nail, because it will cause severe pain to the patient and can lead to the growth of superfluous tissue at the site; then treat the area with what relieves pain.
Mays dit ajustat, le qual es nat en las mas de alcus homes, fort leu es carnos tot, e fort leu so en lu osses, o fort leu es en lu ungla.	Adjusted digit (a common condition in many men), which is entirely flesh, and it is very strong in bones, or it is very strong in the nail.
E alcus de lu son natz en la razit de la junctura, o es la nativitat de lu en alcus nozes dels ditz.	Some are born with the condition of the joint, or they have it in the knuckles of the fingers.
Mays aquel que es nat en alcus nozes del dit no se mau, e aquest que es nat en las juncturas fort leu es maugut.	A person born with a condition of the finger knuckle is not ill, but one who is born with a joint disorder is sick.
E de aquels que son natz carnoses, la seccio es leugiera, e es que tu inscidas aquel deves la sua razitz am spatum lat.	For those who are born with fleshiness, the section is easy, and it should be cut with a thin knife.
Mays de aquel que es nat en la razitz de la junctura, la curacio es dificil; e donc guarda te de la abscizio de lu.	But for those who are born with joint disorders, the cure is difficult; and therefore beware of an abscess forming there.
Mays en aquel que es nat en dit deves les nozes, cove que tu inscidas al comensament la carn de lu am inscizio redonda entro al os, e aprop serra am una de aquelas serras convenientz ad aquo, e aprop cura aquel entro que sia sanat.	For the one born with a condition of the finger, it is necessary to first cut the skin around the knuckle with a round incision into the bone, then use a suitable saw and treat the area until it is healed.
Mays consolidacio la qual accideys als ditz entre lor motas veguadas o per nativitat del home que nays enayssi, o per consolidacio de plagua o per combustio de foc, o per semblantz, adonc cove que secces aquela consolidacio entro que les ditz retorno a la sua forma natural.	Consolidation that happens in the fingers due to various conditions or by birth of the person with such condition, or due to plague consolidation or burn from fire, or similar, it is necessary to cut off that consolidation until the fingers return to their natural form.
E aprop pausa entre lor draps de li enfuzes en oli rozat per que no sian consolidatz leugierament, e separa entre aquels, o pausa entre aquels una lamina de plom subtil entro que sia consolidat segon que cove.	Place a thin layer of lead between them in rose oil to prevent them from easily consolidating, or separate them with a piece of thin fabric until they are consolidated as needed.
E semblantment si accideys consolidacio en alcus ditz am la palma, lahoras tu secca aquela consolidacio segon que es preparada e conveneys a la figura del membre.	Similarly, if there is consolidation in the palm of the hand, you should cut off that consolidation according to its preparation and the shape of the member.
De inscizio de vices, so son varicas.	Incision of vessels results in varicose veins.
Vices so son varicas, e so venas envolutas grossas plenas de superfluitatz melencolicas las quals veno en motz dels membres del cors, e le major adveniment de lor en las cambas, e majorment en las cambas dels itinerantz e dels laborantz e dels portantz.	Vessels are varicose veins, which are large swollen veins filled with melancholic waste that move in the body's members, and their greatest danger is in the legs, especially in travelers, laborers, and carriers.
Adonc cove que tu administres purguacio del cors de colera negra alcunas veguadas am expulcio fort, e aprop sangna le pacient de la vena basilica.	Then you should administer the body's purge of black bile some times with strong expulsion, and return blood to the patient from the basilic vein.
Mays la curacio de lor am ferr es segon dos manieyras: la una es que sia inscizas e sia atirat aquel sanc negre, e l’autra manieyra es que sia elevada la vena e sia extrayta tota.	The cure for them is according to two methods: the first one is that it should be cut and the black bile extracted, and the second method is that the vein should be raised and everything removed.
La seccio de lu es segon aquesta manieyra: embroca al comensament la camba am aygua cauda mot entro que le sanc gros sia resolvut, que es feculent de la camba, e aprop strenh la camba del malaute a la partida pus sobirana de la coyssa entro a la partida dejos del denol am una benda, e aprop secca la vena en un loc, o en dos, o en tres am seccio ampla, e aprop eleva le sanc negra am la tieua ma de la partida dejos de la camba entro en sus, e desus en jus, entro que del sanc sia yssida la quantitat que voles e que vezes habastar, e la qual tollera la vertut del malaute.	The incision is performed according to this method: first, the vein should be wrapped with warm water until the thick black bile is dissolved, which is mucus from the vein, and then tightly bind the patient's leg above the knee and below the groin with a bandage, and then cut the vein in one, two or three places, and cut the vein widely, and raise the black bile with the patient's own hand from below the vein upwards and downwards until the desired amount and the number of times you want to extract it have been achieved, and the patient's condition will improve.
E aprop lia aquela, e comanda a lu que abstengua de las viandas colera negra engendrantz.	Then tie it up, and order him to avoid foods that produce black bile.
E itera la curacio per fleubotomia quan las venas so umplidas e aquo notz al malaute.	And repeat the cure by phlebotomy when the veins are full, and you notice this in the patient.
Mays la elevacio de lor es segon aquesta manieyra: tu que razas la camba del malaute, si en lu so motz pels, e aprop met le en banh e embroca la camba de lu am aygua cauda entro que s’enrogesesca e las venas sian exuberadas; o que sia exercitat per exercici fort, si banh no es a tu present, entro que·l membre sia scalfat.	The raising of the area is performed according to this method: you should wash the patient's leg if there are sores, and then immerse his leg in warm water until it swells up and the veins are filled; or exercise it with strong exercise, if washing is not available, until the member is softened.
E aprop secsa la codena en le dreyt de la vena per seccio en le lonc o en le derier de lu deves le denol, o en le pus bas de lu deves lo talo.	And cut the cordon on the side of the vein in a long or short incision, depending on whether it is on the right side of the vein or the left, or at the bottom of it you must do this.
E aprop uobre la codena am uncis e excorja la vena de tota part entro que appara al sentiment, e es deves la appericio de lu que vezes aquela roga declinant a negror.	And open the cordon with scissors and expose the vein from all sides until you can feel it, and you should know that the pain decreases when it turns black.
E donc cum evazeys e de la codena tu vezes aquela blanca quays sia corda.	And since it is swollen and you see that the cordon is white, you should open the cordon and expose the vein.
E aprop tu met dejos aquela le ray entro que sia elevada e sia gitada de la codena, e sospen aquela am onci orp leon.	Then you should place the lance beneath it until it is raised and displaced from the cordon, and suspend it with a lion's claw.
