Ayssi comensan las paraulas de Albucasim .	And so begins the vocabulary of Albucasis.
E perquier de la peyra entro que stia dejos le tieu dit.	And then approach the stone that is behind the part which you have touched.
E converteys aquela petit a petit entro al col de la vesica.	And gradually push it towards the neck of the bladder.
E aprop prem sobre aquel am lo tieu dit, e expelleys aquel a las partidas defora ves le loc del qual vos la seccio.	And then press on that part with your left hand, and expel it through the parts of the abdomen to the location where the incision was made.
E comanda al ministra que prema la vesica am la sua ma; e comanda a un autra ministra que am la sua ma dextra extenda les genetius a las partidas desus, e am la sua autra ma remaugua la codena la qual es dejos les genetius, en partida del loc en le qual se fa la seccio.	And command the assistant to press the bladder with their left hand; and command another assistant to extend their right hand above, and their left hand to remain against the cord which is behind the thighs, in part of the location where the incision was made.
E aprop entromet espatum be inscident del qual aquesta es la forma de lu:	And then insert a sharp spatula into this shape:
e scindeys en lu aquo que es entre·l cul e·ls genetius, no en le mieg loc, abantz al latz de la coyssa sinistra; e sia la seccio sobre aquela peyra e·l tieu dit sia en le cul, e sia fayta seccio transversa, per que la seccio defora sia ampla e dedintz streyta segon la quantitat que egrecio de la peyra sia a lu possibla, e no major, quar fort leu comprem le tieu dit le qual es en le cul la peyra deves la seccio, e es foro-getada ses defacultat.	And then cut through the area between the buttocks and genitals, not in the middle, towards the left side of the cushion; and let the incision rest on the stone, which is in the buttock, and make a transverse section, so that the open section is wide and narrow according to the amount that the stone is in the buttock, and not too much, because the stone can be damaged by the incision, and it loses its function.
E sapias que de la peyra es alcuna a la qual so angle e margers, per que le eyssiment de lu es fayt deficil per aquo.	And you should know that there is a stone among them that has sharp edges and margins, so that the excrement of it is difficult to remove.
E de aquela aquo es leon semblant a glan, e es redonda, e es fayt de lu leugier eyssiment.	And from that stone there is a lion-like shape, and it is round, and it makes the excrement removal easier.
Donc si es aquela al qual so angles e marger, ajusta en la fissura.	Therefore, if it is to that one that has sharp edges and margins, adjust it in the fissure.
E si no es ayssi foro-getada, lahoras cove que tu engenes sobre aquel, o que strenguas sobre aquel am gesti decentment, la extremitat del qual sia ayssi cum lima am le qual strenguas sobre la peyra, e no evasesca de lu; o que entrometas dejos lu instrument subtil de curvada extremitat.	And if it is not damaged, then cover that, or gently grasp it with a decent gesture, the end of which should be like a file, which grasps the stone, and does not slip from it; or insert the subtle instrument with curved end.
Mays si tu no podes sobre aquel, lahoras tu amplifica le trauc un petit, e si tu veus flux de sanc, abscindeys en strenh aquel am vitriol trissat.	If you cannot do it on that one, then slightly increase the bore, and if you want to draw out blood, cut strongly through that with scissors made of vitriol three times.
Mays si la peyra es mays de una, lahoras al comensament tu impelleys la ma a la boca de la vesica, e aprop inscideys sobre lu; e aprop impelleys un petit aprop aquo; e semblantment fay si son motas mays de doas.	If the stone is larger than one, then at the beginning you push the needle into the mouth of the bladder, and then insert it into that; and then push a little more; and similarly do if they are more than two.
E si es peyra mot gran, lahoras ignorancia es que tu inscidas aquel am gran seccio, quar accideys al malaute una de doas causas: o que mora o que endevengua a lu destillacio de urina continuabla, per aquo quar le loc no es de tot consolidat.	And if the stone is very large, then it is often the case that you insert that great section, which causes one of two things to happen to the patient: either death or that they become unable to stop the continuous dripping of urine, because the place is not entirely solid.
Mays aministra expulcio de lu entro que sia fora-getada, o engenia en la fractura de lu am las forfexs entro que extragua aquela en pessas.	However, do not administer the expulsion of it until it is forgotten, or engineer in the fracture of that with the forceps inside which extracts that in pieces.
Donc cum tu auras cumplit la tua opperacio, lahoras omple la plagua de enses de aloe e de sanc de drago, e strenh aquel.	Therefore, when you have completed your operation, then fill the wound with powder of aloe and blood of dragon, and strongly apply that.
E pausa sobre aquel drap enfus en oli e vi, o en oli rozat e aygua frega, per so que apostema caut sia cedat.	And place this cloth soaked in oil or oiled and wet with water on it, to make the abscess burst safely.
E aprop resupina le malaute sobre le sieu col, e no deslias le liament entro al tertz dia.	Then gently lie the patient on their back, and do not let them move until the third day.
E cum aquel auras desliat, embroca le loc am aygua e mot oli, e aprop cura aquel am enguent diafinicon e am enguent diabazilicon entro que sia sanat.	When those days have passed, apply hot water and oil to the wound, and care for it until it is healed with daffodil and javelin water until it is healed.
Mays si en la plagua accideys apostema caut, adhust e corrosiu, e de aquel semblantz ayssi cum si le sanc es en la vesica congelat, e per lu es la hurina prohibida (e aquo es conogut per la egressio del sanc am urina), a donc entromet lo tieu dit en la plagua e extratz aquel sanc, quar si roman provoca la vesica a corropcio de la vesica e de lu putrefaccio.	If in the wound an abscess occurs, it is hard and corroding, and if that is the case with the wound being in the bladder frozen, and for that reason the urine is prohibited (and that is known as the exit of the wound with urine), then enter the same thing into the wound and extract that wound, because it causes the bladder to corrode and putrefy.
E aprop lava la plagua am vi agre, aygua e sal, e am opposicio a tota specia, am aquo que conveneys a lu de la curacio entro que sia sanat.	And then wash the wound with vinegar water, hot water and salt, and with everything that is appropriate, with the water that is suitable for healing until it is healed.
E cove en las horas de tota la curacio que tu lies amdos las coyssas e ajustes las medicinas las quals so pausadas sobre le loc.	And cover all the areas between the patient's thighs and adjust the medications that are placed on the affected area.
E si la peyra es petita e es en le meat de la vergua, e es ficat en lu, e eyssement de urina es prohibit, lahoras cura aquel am aquo que yeu recomti denant que pervenguas a seccio, quar tropas veguadas per aquesta curacio yest acusat de seccio; e ja yeu e esproat aquo, e es que tu prenguas un perforador de ferr alfelut, del qual aquesta es la forma de lu:	And if the stone is small and located in the middle of the urethra, and it is fixed there, and urination is prohibited, then cure that with this remedy that I will recommend so that you reach section, because too many troops are used for this cure and it is accused of section; and already I have extracted it, and it is that you take a punch of iron with a flat end, of which this is the shape of it:
de triangulada extramitat, agut, ficat en fust.	of triangular extramatted, sharp, fixed in a stick.
E aprop pren fiel, e lia am aquel la vergua dejos la peyra per so que no retorne a la vesica.	And then take a catheter, and place it behind the urethra to prevent it from returning to the bladder.
E aprop entromet le ferr en la vergua, perforant am fecilitat entro que·l perforador vengua ad aquela peyra.	And then insert the iron into the urethra, piercing it until the puncher reaches that stone.
E revolveys le perforador am la tua ma en aquela peyra petit a petit, e tu perforsa la perforacio de lu entro que fassas aquel del autra part penetrar; quar la urina tantost es absolta.	And then rotate the puncher with your hand in that small stone little by little, and you pierce the opening of it until you make that from the other part penetrate; because urine is already released.
E aprop prem la tua ma sobre aquo que es romas de la peyra de la partida deforo de la vergua, quar aquela es trinquada, e es foro-getada am la urina, e le malaute es sanat.	And then place your hand on that part of the stone that is located in the groove of the buttocks, which is often dampened by urine, and the patient is healed.
Mays si aquesta curacio no es a tu aparelhada per alcuna causa la qual prohibeys de aquela, lahoras lia un fiel dejos la peyra, e autra fiel desus la peyra.	However, if this cure cannot be applied for some reason that prevents you from doing so, then place two cloths under and over the stone.
E aprop encideys sobre la peyra en aquela vergua entre doas liaduras.	And then press on the stone in that groove between the two buttocks.
E aprop extratz aquela.	And then remove it.
E aprop deslia le liament e mondifica le sanc congilat, le qual es fayt en la plagua.	And then remove the bandage and clean the wound, which is done in the area.
E no es necessari liament de fiel dejos la peyra, sino per que no retorne a la vesica, e l’autre liament desus sino, quar quan es desliat le fiel aprop la egrecio de la peyra, la codena retorna a son loc e cobra la plagua.	It is not necessary to place a cloth under the stone, but rather to prevent it from returning to the bladder, and the other cloth should be placed above it, because when the cloth is removed from under the stone, the infection returns to its original location and affects the area.
E per aquo es a tu necessari quan lias le fiel desus, que tu eleves la codena a las partidas desus, o que retorne deves le tieu compliment, e cobra la plagua ayssi co havem dit.	And for that reason, when you have placed the cloth above, you must lift the infected area to the sides, or bring it back to its original position and affect the area as we have said.
Capitol .lxi.	Chapter 61.
De extraccio de peyra de las femnas.	Of extracting stones from women.
Peyra en las femnas pauc es engendrada.	Stones in women are not commonly born.
Mays si ve peyra ad alcuna de aquelas, lahoras dificil es la curacio de lu, e es prohibida per tropas manieyras.	However, if you see a stone in one of those, the cure is difficult, and it is prohibited by too many manipulations.
La una de lor es quar la femna fort leu es verges.	One of them is that the woman is very young and a virgin.
E la segonda es quar tu no trobas femna be scient que descroba si meteyssa al metge quan es casta, o es de las femnas haventz maritz.	And the second is that you do not find a woman who knows how to describe whether the doctor has been with her when she was chaste, or if she is one of those women who have had many husbands.
La tersa es quar tu no hatrobas femna be sabent aquesta art, majorment la operacio am ma.	The third is that you do not find a woman who knows this art, especially the operation of cauterization.
E la quarta es que·l loc de la seccio sobre peyra en las femnas es longinc del loc de la peyra, per que indigeys de seccio preonda, e en aquela es temor.	And the fourth is that the location of the incision over the stone in women is longer than the location of the stone, so it is necessary to make an early incision, and in that there is fear.
Mays si necessitat provoca a tu ad aquo, lahoras cove que tu prenguas una femna metga be scient, e pauc es atrobada.	However, if you need to do so, then you should take a woman who is very knowledgeable and not easily found.
Mays si tu es privat de aquela, lahoras cerca metga quast e subtil, o presenta una femna matrona be esenhada en le feyt de las femnas, o femna que en aquesta art ennueys partida del art.	If you are not present there, then approach a skilled and subtle midwife, or present a well-dressed married woman who is experienced in the art of women's matters, or a woman who has recently given birth.
Donc fay aquela present, e comanda a lu que fassa tot aquo que tu li mandaras, de la enquisicio sobre la peyra al comensament; la qual causa es que reguarde si la femna es verges, lahoras cove que meta lo sieu dit en le cul de lu e quiera la peyra.	Then make that person do everything you order them to do, from the examination of the stone until the beginning; this is because they should check if the woman is a virgin, then cover her and put the stone in her backside.
Donc si atroba aquela, coarte aquela dejos le sieu dit, e lahoras comanda a lu que inscida sobre aquela.	Then cut that person off from them, and then order them to scratch on that.
Mays si no es verge, lahoras comanda a la matrona que entrometa lo sieu dit en le conh de la malauta e enquiera sobre la peyra, pus que pausa la sua ma sinistra sobre la vesica, e comprem aquela am bona comprecio.	If they are not a virgin, then order the married woman to insert the stone into the cavity of the patient and examine the stone, while placing her left hand on the bladder, and check that person carefully.
Donc si atroba aquela, lahoras cove que gradantment maugua aquela de l’orrifici de la vesica a las partidas dejos am somman de la sua vertut entro que pervengua am aquel a la razit de la coyssa.	Then cover that person gradually with the opening of the bladder to the parts below the navel, and enter the stone until it reaches the edge of the wound.
E aprop inscida sobre aquela apposicio de la maytat del conh deves la razit de la coyssa de qualque part sia a lu parada e cent la peyra en aquela partida, e·l dit de lu no sia remaugut de la peyra coartan dejos lu.	And then inscribe the point of the needle on that attachment of the mattress where the patient is lying and center the stone in that part, and it should not remain under the covered part of the mattress.
E la seccio sia pauca al comensament; e aprop entrometa lo ray sobre aquela seccio, e si sent la peyra, lahoras ajuste en seccio segon la quantitat la qual sap que la peyra sira getada de aquela.	And the section should be small at the beginning; and then insert the ray on that section, and if you feel the stone, then adjust the section according to the amount that is known to be the size of the stone that was taken from that place.
E sapias que las specias de peyra son motas: quar de aquelas es pauca e gran, e leon e aspra, e longua e redonda, e havent ramps.	And you should know that the types of stones are varied: some are small and large, sharp and rough, long and round, and have ramps.
Donc tu sapias quantas specias so de lu per aquo que tu signifiques sobre aquo que vols.	Therefore, you should know what kind of stones are in that place for what you mean by that which you want to say about that which you want to say.
E si tu veus flux de sanc, ajusta en le loc vetriol trissat e te aquela per una hora entro que sia abscindit le sanc, e aprop retorna a la tua operacio entro que la peyra sia fora-getada.	And if you want to draw out blood, adjust the three-pronged needle in that place and leave it there for an hour until the sinew is cut, and then return to your operation until the stone is completely removed.
E fay que prepares am tu dels instrumentz les quals e ditz en la extraccio de peyra en les homes, per so que sias ajudat per aquels en la tua operacio.	And make sure you prepare the tools that are called for in the extraction of stones from men, so that they may assist you in your operation.
E si tu veus flux de sanc, e sabes que la expulcio del sanc es de la arceria que es insciza, lahoras tu pausa polvera sobre le loc e estrenh aquel am pulvils e strictura descent, e no iteras aquo; e layssa la peyra e no extraguas aquela, quar fort leu morira la malauta.	If you want to expel the sanctum, and know that the expulsion of the sanctum is through the ark that is incised, then place powder on the area and stretch those pills and structure descending, and do not repeat that; leave the stone and do not remove it, for if you do, the patient will certainly die.
E aprop cura la plagua.	Then cure the wound.
Donc cum es cedada la acuitat del sanc aprop alcus jorns, e·l loc se poyreys, lahoras tu retorna a la tua operacio entro que la peyra sia fora-getada.	Since the sharpness of the sanctum is given over to certain days, and the wound heals, then return to your operation before the stone is forgotten.
Capitol lxii.	Chapter 62.
De seccio sobre ernia acoza.	On incision over hernia located.
Hernia ayguoza no es sino agregacio de humiditat en le ciphac blanc lo qual es dejos la codena dels genetius contenent le huou, e es nompnat ciphac.	A hernia is not other than an accumulation of moisture in the white cavity which contains the umbilical cord of the genitals, and it is called a hernia.
E alcunas veguadas es en le propri pannicol le qual a lu preparec natura en la partida del huou, entro que sia cuyat que ja es autre huou; e es la codena del genetiu entre le ciphac blanc le qual havem dit, e no es aquo sino tart.	And some folds are in the same belly which nature has prepared at the part of the umbilical cord, before it becomes another umbilical cord; and this is the cord of the genitals between the white cavity which we have said, and this is not other than a scar.
E la generacio de aquest hernia es per debelitat la qual accideys als genetius, per que ad aquels es efundunda aquesta materia, e alcunas vetz accideys per percuscio fayta sobre les genetius.	And the generation of this hernia is due to weakening of the muscles, which occurs in the groin, where this matter accumulates, and sometimes it happens due to a blow caused by an impact on the groin.
E aquesta humiditat es havent motas colors, quar la color de lu o es declinant a citrina o a sanguinent, o rog, o es negra feculenta, o es ayguosa blanqua, e es aquo que es mays.	And this humidity has various colors, such as the color of it becoming yellow or red, or black, or gray, or white and thin, and that is the most common.
E les senhals per les quals es saubut on es aquesta agreguacio de aygua so aquestz: quar si es en le ciphac blanc le qual havem dit, lahoras le apostema es redon declinant un pauc a longitut ayssi cum figura de huou, e appar le genetiu, quar la humiditat conte aquel de tota part.	And the signs by which one can determine whether this water aggregation is: such as if it is in the white cheese that we have called, then the abscess gradually becomes longer and appears in the groin, where the humidity comes from all parts.
E si la humiditat es en le propri pannicol, lahoras le apostema es redon am partida del huou e per aysso hom estima que es autre huou.	And if the humidity is in the own pancreas, then the abscess gradually becomes longer and appears as another swelling.
E si la humiditat es entre la codena dels genetius e·l ciphac blanc, lahoras catz dejos le centiment.	And if the humidity is between the fascia of the groin and the white cheese, then the pain is less.
E cum tu vols la cognicio de la color de la humiditat, lahoras tu esproa la color de la humiditat en le apostema am entromes cayrat del qual la forma es precedida; e segon aquo que es eyssit en le vestigi del entromes, jutga de aquo que es dedintz lu.	And if you want to know the color of the humidity, then extract the color of the humidity from the abscess in the middle of which the shape is preceded; and according to that which is in the footprints of the middle, judge of that which is derived from it.
Donc quan nos vinem a la curacio de lu am ferr, lahoras cove que comandem al malaute que sia fleubotomat si aquo es a tu possibla, e vezes le cos de lu ple.	When we come to the care of the patient with iron, it is customary to command the patient to be bled if possible, and sometimes examine their wounds.
E aprop sia resupinat sobre le sieu dos sobre alcuna causa un pauc auta, e pausa dejos lu motz draps.	And then lie them on their back on some reason, and place cloths underneath them.
E aprop setz tu sobre la part sinistra de lu, e comanda al ministra que segua a la dextra de lu, le qual extenda la sua vergua a hun de dos latz a la codena dels genetius e a la partida del mirac del ventre.	And then place yourself on the left side of the patient, and command the minister to follow on the right side of the patient, who extends their hand to one arm's length from the patient's groin and the navel of the belly.
E aprop pren spatum lat e scindeys la codena dels genetius del mieg loc per la longitut entro prop le pentenilh.	And then take a wide spatula and cut open the patient's groin from the middle towards the pubic bone.
E sia fayta la seccio segon rectetut engualment distant de la linha que deveseys la pel dels genetius, entro que pervengua al ciphac blanc comprehendent.	And the incision should be made straight and equally distant from the line of the patient's groin, until it reaches the white part of the pubic bone.
E excorja aquel, e observa, e guarda te per aysso que tu no inscidas aquel; e la tua excoriacio am la qual aquel excorjas per partida jassia que sia suspenduda am le huou mays e subtilment escruta am la excoriacio segon la quantitat a tu possibla.	And scrape that, and observe, and guard yourself so that you do not incise that; and your scraping should be the same as that which is suspended by the higher part of the belly and subtly examined according to the quantity possible.
E aprop perfora le ciphac ple de aygua am perforacio ampla, e extratz tota l’aygua.	And then carefully pierce the skin with a wide perforation, and remove all the water.
E aprop separa entre doas labias de la seccio am uncis, e exten le ciphac a las partidas desus; e no toques la codena les genetius comprehendent, e inscideys le ciphac en aquela manieyra que es a tu possible.	And then separate between the two lips of the wound with tweezers, and extend the skin at the edges; do not touch the genitals, and carefully insert the tweezers in that way that is possible for you.
E inscideys aquel am la sua totalitat o en pessas, e majorment le sieu latz subtil, quar si tu no perscrutas exquisidament la inscizio de lu, no es fayta segurtat que la aygua no retorne.	And carefully insert the needle into it or into the feet, and more carefully pierce its thin layer, since if you do not carefully examine the insertion of it, it is not secure that the water will not return.
Mays si le huou procezeys de aquela defora de la sua codena en la ora de la tua operacio, lahoras quan tu auras complida la seccio del ciphac, retorna dedintz aquel, e aprop ajusta las doas labias de la codena dels genetius am sutura, e aprop cura aquel ayssi cum las autras plagua, entro que sia sanat.	But if the wound processes from that opening of its skin during your operation, then when you have completed the cutting of the skin, return and carefully adjust the two lips of the wound of the genitals with stitches, and carefully care for that one as with the others until it is healed.
E si atrobas le huou corromput per autra malautia, lahoras cove que tu lies les vayssels les quals so sore le suspensori, e extrat le huou, e aprop cura aquel am aquo que havem dit.	And if the wound becomes corrupted by another illness, then first tie the veins that support it, and remove the wound, and then carefully care for that one as we have said.
Mays si l’aygua es agreguada en doas partidas esemps, lahoras sapias que doas son las ernias; donc inscideys aquela partida segon que has feyt en l’autra engualment; e si es a tu vist que sia una opera, lahoras tu la fay.	If the water is added in two parts, then you know that two are hernias; then insert that part according to what you have done in the other equally; and if it is up to you whether it is an operation, then do it.
E aprop tu abstergiys le sanc, e entramet en las seccios lana submersa en oli o en oli rozat; e pausa deforo autra lana la qual tu as submersa en vi e oli, e expandeys aquela sobre dos genetius e·l mirac del ventre; e pausa desobre draps doblatz e pulvils, e lia aquels desobre am liament le qual es segon aquesta forma:	And then you wipe the sweat, and enter into the sections with wool submerged in oil or roasted oil; and place another wool that you have submerged in vinegar and oil, and spread it over two gentiles and the mirror of the belly; and place cloths and powders on top of them, and bind them with a linen cloth according to this form:
e aprop sian preses dos draps e sian humplitz de lana carmenada segon aquesta semblansa; e sian faytas las extremitatz am les quals es premut de coto o de lana humida, e sian agreguatz am strectura en le braguier de las braguas, e la una de las extremitatz prengua del cul entro al dos, e la segonda prengua a la partida del pantenilh, e dos extramitatz sobre dos coyssas dejos e dos extramitatz autras sobre dos angonars, e tota extrictura sia ajustada en le braguier de las braguas.	And then place two cloths and fold them according to this pattern; and make the edges of the cloth that is pressed from the side or from wet wool, and attach them to the structure in the braid of the bragues, and one of the edges holds the buttocks inside the two, and the second holds the part of the pantilh, and two other edges are placed on top of two cushions and two other edges on top of two ankles, and all the structure is adjusted in the braid of the bragues.
E alcunas veguadas aquesta hernia es medicada artificialment am cauteri en loc de seccio am ferr; e es que tu prenguas cauteri cutellar subtil e que inscidas am aquel la codena dels ginitius, e es ignit segon que havem recomtat entro que sia descubert le ciphac blanc contenent la aygua, e lahoras tu pren cauteri segon aquesta forma:	Sometimes this hernia is treated artificially with a pointed cautery instead of natural separation; and you should take a thin pointed cautery and insert it into the groove of the ginatius, and ignite it according to our recommendation before it is discovered that the white cipher contains water, and then you take the cautery in this form:
e es asemblat a letra greca.	and it is shaped like the Greek letter.
E aprop perfora am aquel ciphac, e es ignit entro que tota la humiditat sia fora-gitada.	And then you pierce that cipher and ignite it before all the moisture is expelled.
E aprop exten le ciphac am uncis, e excorja am uncis, e excorja am cauteri subtil ignit; e inscideys aquel segon que es a tu possible entro que eradiques tot lu; e guarda te del huou que·l foc no·l toque.	And then extend the cipher with your fingers, and excoriate it with your fingers, and excoriate it with the thin pointed cautery ignited; and insert it according to what is possible to you before you completely remove it; and be careful that the fire does not touch you.
E sapias que aquesta operacio es pus salva e pus longinqua de flux de sanc, e milhor que operacio am seccio.	And know that this operation is safer and longer-lasting than natural separation, and better than the operation with separation.
Mays si a tu fa contrarietat apostema caut en la hora de seccio o en hora de cauteri, o flux de sanc, lahoras cove que tu cures qual contrarietat fa a tu per aquo, am curacio la qual conveneys a lu segon que es dit.	But if you encounter resistance to the abscess at the time of separation or at the time of cauterization, or during natural separation, then you should cure whatever resistance it causes to you, according to the treatment that is appropriate for it after it is said.
Mays si le malaute es pauruc, e no spera la segonda operacio per la sua horribilitat, lahoras administra perforacio segon que yeu recomti aquo; e es quan es certificat deves tu, per aquo que havem dit de las significacios, que aquela hernia es ayguosa.	If the patient is too weak, and does not want to undergo the second operation due to its horror, then administer anesthesia according to what we have recommended; and when you are certain that this hernia is dangerous,
Lahoras cove que tu fassas sezer le malaute sobre alcuna cezelha elevada, aprop perfora le apostema en la partida pus bassa de lu am spatum lat, e pausa la perforacio segon la longitut del cos.	then perform the operation on the patient lying on some elevated mattress, then puncture the abscess in the lowest part of the leg parallel to the thigh, and hold the puncture according to its length.
E sia la apercio ampla entro que corro tota l‘aygua.	and let the incision be wide enough to drain all the pus.
E aprop pausa sobre le loc coto e lia aquel e layssa aquel, per so que corro le romanent de l’aygua.	and place your hand on that spot and hold it there, so that the pus continues to drain out.
E aprop cura aquel entro que la plagua sia sanada.	and care for that area until the wound is healed.
Mays si contrarietat es a la egrecio de l’aygua en aquela hora tu perforas aquela: e aquo no es fayt sino per aquo quar le pannicol blanc en le orrifici de la plagua fa contrarietat e prohibeys le eyssiment de l’aygua, lahoras cove que tu metas en la plagua pena o instrument am la qual es extrayta l’aygua dels ydropitz, la forma del qual es precedida; o ajusta en la opprecio de la plagua un petit.	But if resistance is encountered in the drainage of the wound at that time, then you should not puncture it unless the white cotton in the orifice of the wound causes resistance and prevents the discharge of the pus, then place a pen or instrument in the wound from which water is drawn from the hydrops, the shape of which is preceded; or adjust a small drainage tube in the pressure of the wound.
E sapias que l’aygua retorna, e es agueguada aprop vi meses o enaviro aquels; e cum es agreguada, lahoras sia perforat segon aquela meteyssa manieyra, quar le malaute ayssi passara les sieus dias.	And you will know that the water returns, and is replaced every few months or in that environment; and when it is replaced, then you should perforate according to that manual method, where the patient has passed their days.
Capitol .lxiii.	Chapter 63.
De seccio sobre hernia carnosa e la curacio de lu.	On incision over fleshy hernia and its treatment.
Sapias que en la seccio sobre aquesta hernia es temor perdusent a pernicia en las majors disposicios; per que a mi es vista la dimissio de lu e esser salvat per aquela milhor.	You will know that in the incision over this hernia, there is a risk of serious damage to the major structures; therefore, I advise against it and consider it better to save it.
E yeu so rememorant la operacio en aquela e las specias dels apostemas.	And you should remember the operation in that place and the types of abscesses.
Donc, dic que l‘apostemas natz en les cos dels quals les genetius so conponutz e es fayt aquo per motas causas: o per superfluitat aguda agra, la qual es efundida als genetius, o per percuscio.	Therefore, say that the abscesses do not occur in those places where the glands are located and are made for various reasons: either due to excessive acute pain, which is directed to the glands, or due to trauma.
E es la color de la apostema segon la color del cos, e no es atrobat en lu dolor, e es apostema greu.	And the color of the abscess depends on the color of the place, and it is not always dark in pain, and it is a severe abscess.
E fort leu es apostema lapificada, del qual la color es fosca, e no es centiment a lu.	And if the abscess is very large and inflamed, of which the color is dark and does not move to it.
E alcunas veguadas es fayt per nodacio de las arcerias, e per imflacio de aquelas ayssi quo ja es perceubut la rememoracio de lu, o per imflacio de venas.	Some wounds are made by the impact of the ribs, and by the inflammation of those that already exist, or by the inflammation of the veins.
Mays aquo que es per imflacio de arcerias es conogut per la dispercio de la apostema quan compremas aquela am les tieus ditz; e no cove que aquel toques.	This is known as the rupture of ribs when the pus is dispersed and comes out with the breath, and it does not cause that touch.
Mays aquel que es fayt per imflacio de vena no es dispergut de lu alcuna causa deves la compressio am les ditz.	This is not caused by the dispersion of any cause due to compression on those ribs.
E ja es possible que sobre aquesta specia sia fayta seccio e sobre les autres carns; e es que tu inscida la codena dels genetius, e aprop esten le huou a las partidas desus, e extratz aquel del ciphac blanc, e deliura le suspensori dels vaysels, e ligua les, e inscideys le suspensori pus que tu deliuras aquel de tota partida de las partidas del huou.	And it is possible that on this special one and on the others, incision can be made; and you should insert the codena of the genitals, and then stretch the skin above, and remove that from the white cipher, and remove the suspensor of the veins, and tie them, and then insert the suspensor as you remove it from all parts of the skin.
Donc si l’huou ja es am aquelas carnadas consolida, lahoras cove que tu extraguas le huou e inscidas aquel.	Therefore, if the skin is already attached to those parts and has healed, then you should remove it and insert that.
E si es adherencia entro alcuna causa del ciphac, o entre aquo que es entre les bayssels, lahoras cove que tu deliures tota aquela adherencia e inscidas aquela per inscizio redonda.	If there is adhesion due to some cause of the hip, or between those that are between the buttocks, then you should remove all of that adhesion and cut it with a rounded incision.
Mays si es nativitat de carn en le loc de la adherencia la qual es detras, lahoras cove que tu inscidas tot aquo que es de lu, e extraguas le huou ayssi cum havem dit.	But if the native flesh is in the location of the adhesion that is behind, then you should cut all of that which is from it, and extract it as we have said.
Donc cum es complida la tua operacio, lahoras omple la plagua de lana imfuza en oli rozat e vi; e aprop cura aquela am l’autra curacio entro que sia sanat.	So when your operation is completed, then fill the wound with lanolin oil infused with rose and vinegar; and then cure it with the other healing method until it is healed.
Capitol .lxiv.	Chapter 64.
De la curacio de hernia que es de vitz.	Of the healing of hernia that is in the thighs.
Vit es apostema envolut per alcuna envolucio semblant a broto am mollificacio dels testiculs, e es fayt dificil movement exercitiu e deambulacio sobre le malaute.	The thigh is an abscess wrapped by some envelope similar to a bursa around the softening of the testicles, and it makes difficult movement exercise and ambulation over the patient.
E en la curacio de aquesta malautia es per temor per aquo del qual es precedida rememoracio.	And in the treatment of this illness is for fear of that which precedes its memory.
Empero cove que diguam opperacio en aquela segon que fero les primiers.	However, they call that operation in the second type that is done first.
E dic que cove que fassas sezer le malaute sobre una cezelha elevada; e aprop enpelleys le suspensori dels testiculs a las partidas dejos; e aprop te la codena dels genetius am les tieus ditz am les baysels que so probdas a la vergua; e tengua aquels autre ministre que tu, e extenda aquels am extencio vehement.	And they say that one should place the patient on an elevated chair; and then lift up the suspensory ligament of the testicles to the parts behind; and then take hold of the spermatic cord with both hands, and extend it strongly.
E aprop inscideys am spatum lat agut per seccio traversa en le dreyt dels vaysels entro que sian les vayssels descubertz.	And then insert the sharp-edged space through a transverse section on the right of the veins where the veins are exposed.
E aprop excorja de tota partida ayssi quo a tu havem dit en extraccio de arceria las quals so en las templas.	And then scrape off all the parts where we have said in extraction of the cartilage, which are in the temples.
E aprop fica en aquelas un’agulha en la qual sia fiel doble, e lia aquel en le primier del locs en les quals accideys vit, e lia aquel autra veguada en le derier de lor.	And then place a double-edged needle in those places, and insert that one in the first of the places where we have done the incision, and insert the other one on the back of them.
E aprop inscideys aquels en le mieg loc per seccio dreyta segon la longuesa del cos, e extratz aquo que es agreguat de las humiditatz fetulentas e corruptas.	And then insert those in the middle place through a straight section according to the length of the bone, and extract that which has been added by the foul and corrupt humors.
E aprop cura la plagua am curacio de las autras plaguas en las quals vols sania esser engendrada per so que caian les vaysels les quals noyreysso un de dos genetius, quar no es mal per aquo.	And then cure the pain with the same remedies as those used to treat other pains in which you wish to generate health by causing the vessels that do not belong to one of two generations, because it is not harmful for that.
Mays si accideys vit a totz les bayssels, lahoras cove que·ls testicols sian extragutz o que les testicols per aquo se cequo am les vayssels, per que sia privat de tot nutriment per la inscizio dels vayssels, e que sian estaborits, o que cequo per so que no sia juvament am aquels.	But if all the veins are affected, then cover the testicles with a bandage or bandage them so that they are separated from the vessels, to prevent them from receiving any nutrition from the beginning of the vessels, and that they be supported, or that they be covered so that they do not suffer.
Capitol .lxv.	Chapter 65
De la cura de hernia entestinal.	Of the cure of enterocele.
Le adveniment de aquesta hernia es per seccio que endeve en le ciphac extendut sobre le ventre de part dels angunars del mirac del ventre, per que deysendo les budels de aquela ruptura ad alcu dels budels.	The occurrence of this hernia is due to a section that ends in the abdomen extending over the belly, near the angles of the waist, so that the intestines of that rupture come out from any of the intestines.
