Ayssi comensan las paraulas de Albucasim .	And now we begin the words of Albucasis.
E yeu so mostrant tota figura de aquelas, e qual engen es en aquelas per so que sia significat per aquo e sia stat sobre aquo.	And you should show all the figures of those, and what engine is in those so that it is significant for that and remains on that.
Quan le feyt es eyssit sobre le sieu cap per egrecio natural, e aquel es vehement sobre la femna e es fayt a lu part dificil, e vezes la vertut de lu ja debelitada, lahoras fay aquela sezer , o que las femnas tenguan lu, e evapora le conh de lu am fenugrec coyt e am olis humitz.	When the pain is felt on one's own head due to natural dryness, and it is severe on the temples and is made at that difficult part, and sometimes its virtue is already weakened, then do that seer, or what the temples need, and evaporate the heat from the body with fenugreek tea and cold oil.
E aprop entrometa la metrona entre les sieus ditz espatum petit e fenda am aquel la segondina, o secce aquela am la sua ungla entro que corro aquo que es en ela de humiditat.	And then insert the tube between her two legs and pierce that second skin, or dry it with a cloth until that moisture is removed from it.
E preme le ventre de la femna entro que deyssenda le fet.	And press the woman's belly until the child is born.
Mays si no deyssen, lahoras cove que la femna sia cristirizada de mucellage de ptilli e mucellage de fenugrec am cizami.	But if it does not come out, then cover the woman with a mixture of pillows and a mixture of fenugreek and comfrey.
E aprop comanda a lu, aprop le cristeri, que sia compremuda e fay aquela stornudar am condisi; e te la boca de lu e·l nas de lu per huna hora, quar le fet sira foro-getat tantost.	And then command her, and the midwife, that she be comforted and do that coughing to expel the afterbirth; and give her a mouthful of water and a nasal spray for an hour, so that the afterbirth is expelled soon.
E si las doas mas del fet so foro-getadas al comensament, lahoras cove que tu redusiscas aquelas am fecilitat petit a petit.	And if the patient's hands are forgotten at the beginning, then gradually reduce them to their natural position.
Mays si no obezeys al intrament, lahoras pausa la femna sobre una cezelha e leva les pes de lu sus, e aprop concuceys la cezelha sobre la terra; e la femna sia tenguda que no caia deves la concussio.	And if they do not obey the instrument, then place your hand on their chest and lift their feet off the ground; and gradually bring the chest down to the ground; and the hand should be held so that it does not fall due to the concussion.
E si las mas no son dedintz tornadas e morr le fet, lahoras inscideys aquelas e extratz le romament del fet o lia le cors a la ma de lu am drap e extratz aquel am equalitat, quar aquel sira foro-getat.	And if the hands are not returned and the patient dies, then insert those and remove the remaining part of the body or place the corpse in the arms of the patient and remove that which was forgotten.
De eyssiment del embrio sobre les sieus pes.	From the embryo on its feet.
Quan le fet yeys sobre les sieus pes, lahoras cove que tu impelliscas aquels en sus, e aprop convertas le fet petit, e aprop que engualhes aquel, e aprop que prenguas un pe de lu e extendas aquels petit a petit.	When the patient is on its feet, then gradually raise those and turn the patient small, and gradually make it equal to that, and take one of its legs and extend them gradually.
Mays cum son eyssit entro a las coyssas, lahoras tu comanda a lu que se exprema, e fay aquela extornudar am condizi, quar sira foro-getat si Deus lo vol.	And if they are still inside the thighs, then command them to express themselves, and do that which is appropriate, because it was forgotten if God wills.
E si no es foro-getat am aquo que havem recomtat, lahoras tu retorna le fet petit a petit entro que pauses aquel segon figura natural, quar aquel sira lahoras foro-getat am leugier eyssiment.	And if that which we have recommended is not forgotten, then gradually return the small foot into the second natural figure, which will be forgotten by the patient at that moment.
E si es prohibit am tot aquo que havem recomtat, lahoras pren de musellage de altea e de goma dissolvuda, e percuteys tot en le mortier per bona percussio, e aprop linieys am aquo le conh de la femna, el pus bas del ventre de lu.	And if it is prohibited to use everything we have recommended, then take a mixture of aloe and dissolved gum, grind it well in the mortar for good percussion, and apply that mixture to the woman's navel, at the lowest part of her abdomen.
E aprop fay aquela cezer en aygua tebeza, entro que consegua les ypocondias.	And then make that ointment in warm water until it reaches the desired consistency.
E cum vezes que las partidas dejos de lu so lenificadas, lahoras fay a lu subfumiguacio de mirta e sub-pausa aquela a lu.	And when the parts placed on the patient are no longer needed, then give them a sublimation of mint and place that underneath.
E quan te la sub-fumiguacio per una hora, lahoras tu la fay sezer sobre una cezelha, e aprop fay aquela stornudar e extrenh la boca de lu, e levas de aquela, e prem la partida pus bassa del ventre de lu am leugiera compressio, quar le fet sira tantost foro-getat.	And when the sublimation of mint has been used for an hour, then make that into a powder and apply it to the patient's mouth, remove it from there, and press the lowest part of the patient's abdomen gently, as the patient will soon forget.
Eyssiment del fet sobre les sieus denols e las suas mas.	The symptoms of a child over its mother and its hands.
Quan le fet eyssira segon aquesta forma, lahoras tu engenies en entrometen las suas mas petit a petit; e aprop la femna stia evessada sobre le sieu col, e les pes de lu pengo en jos, e aquelas sia jasent sobre le lieyt, e complegua las suas mas.	When the child is born in this form, then gradually move your hands to hold it; place your hand on its back, and its feet should be down, and those should be on the ground, and complete its hands.
E aprop prem sobre le ventre de lu petit a petit, e aprop extratz aquo que es dejos les pes de lu de las aurelhas entro que sia preparada en la partida pus dejos.	And gradually place your hand on its belly, and remove that which is between its feet and the thighs before it is prepared in the place where it was placed.
E si le fet no es fora-getat, lahoras pren les pes de lu e mau aquels am movement vehement, e aprop prem aquo que es sobre les ypocondres petit a petit entro que le fet puege a las partidas desus.	And if the child is not expelled, then grasp its feet and move them vigorously, and gradually place your hand on its hypochondriac region until the child can be placed above.
E aprop entrometa las suas mas e engualhe le fet petit a petit, e comanda a la femna que se exprema entro que le fet sia foro-getat.	And gradually move its hands and support the child little by little, and command the woman to expel it until the child is expelled.
Eyssiment del fet latutidinalment pendent una de las suas mas.	The symptoms of a child lying down with one hand extended.
Sia engeniat en reduccio de la ma de lu, mays si no podes aquela reduzir, lahoras eleva la femna e fe aquela anar.	If it is not possible to reduce its arm, then raise the woman and let her go.
E si anar no pot, lahoras fay la jazer sobre le lieyt, e concuteys las coyssas de lu am concussio vehement, e aprop aministra liamentz les quals yeu e recomtatz de mucillages.	If the patient cannot move, then perform the jazzer on the left side, and shake the cushions vigorously, and then administer oils that are recommended for massages.
E si es vengut le enfantament, lahoras fay aquela sezer sobre cezelha, e aprop studia sobre la reduccio de la ma, e enguala le fet segon figura natural, e fay stornudar la femna e comanda a lu que comprema a si entro que sia foro-getat.	If the child has arrived, then perform that suture on the skull, and study the reduction of the wound, and equalize the shape according to nature, and make the flesh harden and command it to know whether it is healed.
Eyssiment del fet sobre·l col expandudas las suas mas e la fassia de lu es al dos de la sua mayre.	The child is placed on its back, with its arms expanded and the surface of its feet facing downwards.
Cove que la matrona tengua la ma del fet e aprop revolva aquel petit a petit, e eque aquel am facilitat.	The midwife holds the child's hand and gently turns it little by little, and that is helpful.
E cum es e quant so es engualhat, e lahoras pausa sobre le conh de lu aquo que havem recomtat de oli e de mucellages.	And as it grows and when it is equalized, then pause over the wound with that which we have recommended for oil and massages.
E aprop comandas a lu que·s maugua petit a petit, e quan auras feyt aquo, lahoras fay aquela cezer sobre una cezelha e comanda li que sia inclinada sobre le latz dreyt, e aprop comanda a lu que sia compremuda; e fay aquela stornudar am condizi.	And then command it to open its mouth little by little, and when you have done that, perform that suture on a skull, and command it to be inclined on the right side, and then command it to be comfortable; and make that flesh harden in condition.
Exitus foetus praeparati super latus.	Exit of the prepared fetus on the side.
Quan deyssen a horrifici de la mayre segon aquesta manieyra, considera, e lahoras tu inscideys la segondina am la tua ungla entro que sia evacuada de la humiditat.	When the second finger of the right hand is inserted into the vagina in this manner, consider, and then you scrape it with your nail to remove the moisture.
E si le fet es suspendut sobre la cara e·l col de lu, lahoras tu inscideys aquela del embelic, per so que no sia retengut e mora.	And if the fetus is suspended over the face and neck of the patient, then you insert it into the abdomen to prevent it from being held and rotting.
E aprop empelleys le fet a las partidas dedintz entro que pauses aquel segon que cove, e manda a la femna que comprema a si alcunas veguadas, e el sira fora-getat am eyssiment leugier, si Dieus o vol.	And then gently push the fetus into the parts that are closed until you reach the second rib, and tell the woman to understand some signs, and if the man is willing, let him help as well, if God wills.
Exitus geminorum aut foetuum multorum.	Exit of twins or many fetuses.
Sapias que gemels motas veguadas so natz, e alcunas vetz naysso tres o quatre , mays aquo es estranh e tart s’endeve; mays v so causas foro natura, e no vivo.	Know that the signs of twins or many fetuses are not always clear, and sometimes they can be three or four, but that is strange and difficult to understand; but it is a natural cause, and not something alive.
E conte aquelas, ja sia que sian montiplicatz, una segondina, e son seperatz per ciphac, distingen aquels enter le liguament en l’ombilic de cascun de aquels E alcunas veguadas so foro-getatz ayssi cum es un fet per eyssiment natural leugier, e so eysitz alcunas veguadas per eyssiment no-lausabla ayssi cum havem recomtat.	And count those, even if they are multiplied, one at a time, and they are separated by the navel of each of those, and some signs are not always clear, like a fetus that is naturally alive, and its presence is indicated by some signs that are not always reliable, as we have recommended.
E si son dificils alcus de lor deves le enfantament e perveno ad aquo que havem dit de las figuras no-naturals, lahoras tu cura aquels ayssi cum havem recontat.	And if it is difficult to remove them from their position and reach what we have said about the unnatural figures, then cure those as we have reported.
E si’ la matrona subtil e fassa aquo que fa am facilitat e subtilitat, e am tarditat, e sia ingeniat segon tota figura segon que es a lu preparat de l’engen amenant a salut.	And if the woman is subtle and makes something that causes facilitation and subtlety, and delay, and if she is intelligent according to all the figures prepared by the engineer, then lead her to salvation.
Rememoratio eius quod formatur in matrice ex embrionibus et Abortiuntur.	Remember that which is formed in the womb from embryos and aborts.
Alcunas veguadas son formatz en la mayre un, e dos, e tres, e quatre, e v, e vi, e vii, e mays x, e ja es deves mi verificat que una femna abortem ne getet vi, e una autra x totz formatz, la qual causa fo fayta per mensuracio dels glorios savis.	Some women give birth to twins, and two, and three, and four, and five, and six, and seven, and more than ten, and it is necessary for me to verify that one woman has aborted six times, and another all of them, the cause of which is made by the glorious saints.
E tot aysso cove que sia en la sciencia de la matrona quar fort leu ad aquela parve semblant de aquo, e donc opause se ad aquo am so que cove.	And all such knowledge that is in the science of the woman that is very useful for that similar thing, and therefore pause to that which is useful.
Capitol .lxxvi.	Chapter 76.
De extraccio del fet quan es mort.	About the extraction of the fetus when it is dead.
Quan tu curas le fet mort am aquo que havem dit en la divisio de la medicacio e no es defora eyssit, e tu yest forsat usar de opperacio am ma, lahoras cove que consideras si la femna es de sana vertut e no es am alcu dels accidentz per les quals sobre ela es temuda perdicio.	When you are treating a dead fetus that has been mentioned in the division of medicine and is not deformed, and you have the opportunity to use an operation with your hand, then consider whether the woman is of healthy virtue and not of any of the accidents by which she is feared for perdition.
Lahoras cove que la femna sia envessada sobre le lieyt sobre le sieu dos, e sia le cap de lu enclinat enjos e las coyssas de lu sian elevadas.	Then the woman should be placed on her left side, with her head inclined slightly and her legs elevated.
E·l ministre tengua aquela de doas partz o sia liada en le lieyt per so que·l cos de lu no se extenda deves la extraccio del fet.	And the minister should hold the woman's hands or be placed on her right side to prevent the child from extending out during the extraction of the fetus.
E aprop tu humecta la boca de la mayre de lu am olis humitz e am mucellage de altea e de fenugrec e de semensa de li.	Then you should moisten the mouth of the mother with oil and a mixture of garlic, fenugreek, and sesame seeds.
E aprop unte la matrona la sua ma am aquels olis e mucellages, e aprop entrometa la sua ma am fecilitat en la mayre, e aprop cerque am la ma loc en le qual fique les uncis en le fet.	Then the midwife should place her hand on those oils and mixtures, and then insert her hand in the mother to facilitate the birth, and then surround the area where the umbilical cord is in the fetus.
E locs convenient en aquo: adonc tu considera si le fet es preparat que deysenda sobre le sieu cap, e lahoras tu fique les uncis en les huels de lu, o en le col, o en la boca, o en le palat, o dejos la barba, o en la furcula de lu, o en les locs propdas de las costas, o dejos les ypocondres.	In such cases: Then you consider whether the child is prepared to breathe on its own, and then you place the umbilical cord in its neck, or in its collarbone, or in its mouth, or in its palate, or behind its beard, or in its shoulder blades, or in the locations appropriate for the ribs.
Mays si le deysendiment es sobre les pes de lu, lahoras en le pentenilh, o en le mieg de las costas.	If the discharge is on his feet, then in the penitenary, or in the middle of the sides.
E cove que tengua le unci am la ma dreyta, e pausa la curvitat de lu en aquel loc le qual es entre les ditz de la ma senestra, e entrometa la ma am facilitat e fique le unci en alcu de aquels locs les quals havem ditz, entro que pervengua a la causa boyda.	And he should hold the nail on the palm of his hand, and place the curve of his hand in that place between the fingers of his other hand, and insert his hand with facility and feel the nail in any of those places which we have said, until he reaches the cause of the pain.
E aprop pause e fique en la apposicio de lu un autre unci, o le tertz si es necessitat, per so que sia atraccio engual, e no sia extencio segon la sua rectetut tant solament.	And then place and hold another nail or the third if necessary, so that it is equally attached, and not extended beyond its straightness, only.
Ans sia maugut a tota partida, per so que l’eyssiment de lu sia alleujat ayssi cum es fayt en dent deves la eradicacio de lu.	And it should be done carefully at all parts, so that the discharge of his is relieved as it is done in teeth for its eradication.
E cove en lu aquo que es entre lor que la extencio sia mollificada; e si alcuna partida de lu es retenguda, lahoras cove que la matrona unte alcus sieus ditz am oli e entrometa aquels espertament e revolva am aquels aquo que es retengut.	And in that place where the extension is softened; and if any part of it is held, then place the midwife's finger on those fingers and insert those experiments and rotate those which are held.
Donc si la partida del fet es fora-getada, lahoras les uncis sian permudatz entra loc le qual sia pus aut; e fay aysso entro que tot le fet sia fora-getat.	Therefore, if the part of the fetus is forgotten, then the joints will be moved into a place that is too narrow; and make sure that the entire fetus is forgotten.
Mays si la ma es eyssida denant l’autra, e no es possible reduzir aquela per la coartacio de lu, lahoras cove que drap sia envolopat sobre aquela; e aprop extratz aquela entro que tota sia fora-getada, e inscideys aquela o en la junctura de la ma o en le coyde.	If the hand is stretched out towards the other, and it is not possible to reduce it by its own force, then cover that area with a cloth; and remove it from there so that everything is forgotten, and insert it in the joint of the hand or in the hollow.
E ayssi cove que fassas en l’autra ma e en les dos pes.	And make sure you do this in the other hand and both feet.
Mays si le cap del fet es gran, o accideys a lu coartacio en le eyssiment, o es en le cap de lu aygua ajustada, lahoras cove que entrometa entre les ditz espatum spinos e fenda le cap e extragua la aygua, o que discroba aquel am un instrument le qual es nompnat “alundat”, la forma del qual vindra am las formas dels autres instruments en le capitol le qual es aprop aquest.	If the head of the fetus is large, or there is an injury to its neck, or it is stuck in the exit, then make sure you insert between these spines and saw the head and extract the water, or use an instrument called "alundat", the shape of which will be shown in the capital, which is appropriate for this.
E semblantment fassa si·l fet es de gran cap per natura: e lahoras cove que inscida aquel am algematu, o que prengua aquel am alunda ayssi cum havem dit; e aprop extra les osses am les forceps.	Similarly, make sure you insert this if the fetus is naturally large: and then cover it with an instrument called "algematu", or use the instrument we have mentioned; and remove the bones using forceps.
E si le cap es eyssit e es coartat deves la furcula, lahoras sia fendut entro que la humiditat la qual es en le pietz sia efunduda.	And if the head is lying flat and restrained by the wishbone, then cut through it to remove the moisture that has accumulated in the chest.
Mays si no es complicat, ni obezeys a eyssiment, lahoras tu inscideys le cap tantost segon que a tu sira possible.	If there is no complication or obesity, then you can gently insert the head as soon as possible.
E si le dejos del ventre es apostemat o es en lu ydropici, lahoras cove que tu perfores aquel entro que corro la humiditat que es en lu.	And if the side of the abdomen is abscessed or in hydropsy, then pierce it to remove the moisture that is inside.
Mays si le fet es sobre les sieus pes, lahoras la atraccio de lu es leugiera e la direccio de lu a la boca de la mayre es leugiera.	If the foot is over the other feet, then the direction of the leg is towards the mouth of the mother.
Mays si es coartat deves le ventre e·l pietz, lahoras cove que tu extraguas aquel am drap le qual auras envolopat sobre la tua ma, e que fendes le ventre e·l pietz entro que corra aquo que es en aquels.	If the abdomen and chest are restrained, then remove the cloth that has been wrapped around your hand and pierce the abdomen and chest to remove what is inside.
Mays si les autres membres so ostatz e torna le cap, lahoras la metrona entrometa la ma senestra; mays si la boca de la mayre es huberta, lahoras intrometa la ma en le preon de layre, e cerque am aquela le cap, e atira aquel am les ditz entro a la boca de la mayre, e aprop entrometa en lu un unci, o dos uncis, e atire lu am aquels.	If the other members are still attached and the head returns, then insert your hand on the right side; but if the mouth of the mother is blocked, then insert your hand in the throat, surround the head, and pull that rope into the mouth of the mother, and then insert one or two fingers.
E si la boca de la mayre es coartada per apostema caut le qual accideys a l’u, lahoras cove que no sia trebelhat sobre lu; abantz cove lahoras aministrar efusio de causas humidas grassas.	And if the mouth of the mother is closed by an abscess that occurs to her, then do not force it upon her; in front of her, then administer an infusion of heavy humid causes.
E aministre emplastres; e segua le pacient en ayguas que mollifican e humectan.	And apply ointments; and follow the patient in waters that soften and moisten.
E si le fet es sobre le sieu costat, lahoras si possible es, sia agulat: e sia aministrat aquo que havem dit en le fet viu.	And if the wound is on its side, then if possible, it should be sharp: and it should be administered that which we have said in the live wound.
E si aquo no es possible, lahoras sia inscidit en pessas, e sia extrayt.	And if that is not possible, then it should be cut into pieces, and extracted.
E cove que non layssas alcuna causa dedintz de la segondina.	And do not leave any cause of intestinal perforation.
E cum tu auras complida tota la tua opperacio, lahoras aministra aquo que havem dit de la curacio en les apostemas cautz les quals accideysso de la mayre.	And when you have completed your operation, then administer that which we have said about the cure in abscesses that occur to the mother.
E si accideys flux de sanc, lahoras deyssendas en ayguas stipticas e aministra l’autra curacio.	And if blood flow occurs, then administer stanching waters and the other cure.
E yeu ja e vist una femna en le ventre de la qual era fet mort, e aprop sobre aquel foc autra veguada emprenhada, e aprop foc mort es le fet autre.	And I have already seen a woman in the belly of whom was made dead, and then another witch undertaken, and then the dead fire the other was made.
Accidit al u aprop lonc temps apostema en le sieu embelic; e inflat es entro que foc ubert, e comensec a getar brac.	A long time ago, the man developed an abscess in his abdomen; and when fire was brought in, he began to groan loudly.
E yeu fu appelhat a la cura de lu, e medicat a lu per lonc temps, e la plagua no es consolidada.	He was called for care and treated for a long time, but the wound did not heal.
Adonc yeu pausegui sobre lu de alscunas causas emplastra de forta atraccio, e eyssic de lu un os, e aprop passero alcus jorns, e eyssic un autre os; e yeu fu trop meravilhat, cum en le ventre no sia os.	Then he was placed on his side due to some causes of strong attraction, and an object was placed under him, and after several days, another object was placed under him; and he was very surprised because there were no bones in his abdomen.
E adonc yeu cogitegui que eran dels osses del fet mort.	And then he thought that they were the bones of a dead baby.
Donc yeu enguisigui la plagua, e extrayssi de lu motz osses , la femna existent en las sieuas milhos disposicios, e ja visquec en tal manieyra per lonc temps, correc de lu un petit de brac.	Then he followed the wound and extracted small bones from him, which were in his abdomen in various positions, and had been there for a long time, causing him pain.
E yeu no afermegui asso esser stranh, sino quar en aquo es sciensa e ajutori ad aquo que le metge artifec am la ma per curacio aministra.	He did not think it was strange, but rather that in this case there was knowledge and help for him from the doctor who was administering treatment.
De las formas dels instrumentz que so necessaris a extrayre le fet.	Of the forms of the instruments that are needed to extract the baby.
Forma de vertitge am la qual es uberta la mayre:	Form of vertigo that affects the major joint:
Aquesta es la forma de strenhedor en le qual so engualhatz les libres, al qual engualhament sian dos virtitges en doas extremitatz de dos futz.	This is the form of strength in which the free parts are affected, to which affectation there are two vertigos in two opposite limbs of two feet.
May empero aquesta virtitge cove que sia pus subtil de strictori, e sia fayt o de eba o de fust de boys.	However, this vertigo can be more subtle than restriction, and can be made of either wood or bone.
E sia la latitut de quascun fust quays dos ditz e le marge de quascu amdos quays un dit, e la longitut de quascu es un palm e mig; e en le mieg loc de dos fustz so dos ajustaments de aquel meteys fustz les quals ja son fermatz, dels quals la longitut es la maytat de un palm e un pauc mes, e la latitut de quascu es quay dos ditz, o un pauc mes.	And the length of each bone should be two of those and the width of each other one should be one of those, and the length of each is a palm and a little more; and in the middle of the two bones there are two adjustments of that measure bone, which are already fixed, of which the length is the greatest of one palm and a little more, and the width of each is two of those, or a little more.
E aquestz dos additamentz sian entromeses en la boca de la mayre per que sia uberta am aquels quan tu revolves las doas prescriptas virtigges.	And these two adjustments are inserted in the mouth of the major joint so that it can be affected by those when you turn the two prescribed vertigos.
Forma autra semblant de aquela pus subtil e pus leugiera:	Another similar form of that more subtle and lighter:
Sia fayta de fustz de eba o de boys segon la semblansa de forceps.	Make a traction using a pair of forceps or a second-hand tool.
Mays empero en la extremitat de lu so dos additament ayssi cum vezes, e la longitut de aquels additament es quays un palm, e la latitut de quascu es dos ditz.	However, at the end of his two fingers, there is sometimes an addition with veins, and the length of those veins is about a palm, and the width of each is two digits.
E cum tu vols am aquels ubrir la mayre, lahoras tu fay cezer la femna sobre le lieyt les pes pendentz, ubert aquo que es entre las coyssas de lu.	And when you want to open the largest one, first place your hand on the side of the patient's feet hanging down, and then insert what is between his thighs.
E aprop obre la tua ma am le instrument ayssi cum fas am forfexs engualment segon la quantitat que vols de la aprecio de la boca de la mayre entro que la metrona fassa so que vols.	And then raise your hand with the tool that is like forceps, according to the amount of the appreciation of the mouth of the largest vein until the midwife makes her incision where you want.
La forma de vertitge la qual diysero les antics:	The shape of the vertical line that the ancients said:
Forma de impellent am le qual es empellit le fet:	The shape of the tool that is pushed against the fetus:
Forma de amisidat2 am le qual es conterit le cap gran	The shape of the tool that holds the large head:
E es asemblat a forceps al qual so dentz en la extremitat, ayssi cum vezes, e alcunas veguadas es fayt lonc ayssi cum forceps segon aquesta forma, ayssi cum vezes, al qual so dentz ayssi cum dentz de ressegua am le qual es inscidit e conterit.	And it is similar to forceps at the end, sometimes, and some of these veins are made long like forceps according to this form, sometimes, which has teeth at the end that are sharpened and held.
Forma de amesidat pauc:	Form of administration for a few:
Forma de unci havent una spina:	Form of one ounce having a spike:
Forma de unci havent doas spinas:	Form of one ounce having two spikes:
Forma de forceps a la qual so dentz de cerra am le qual le cap del fet sia conterit:	Form of forceps with which the closing jaw has a hook that holds the head of the fetus:
Forma de spatum havent dos extremitatz am le qual le cap es abscindit:	Form of scissors having two extremities, with which the head is amputated:
Forma de dos espatums latz:	Form of two long scissors:
Totz aquels instrumentz so excersitatz, e quan mes so multiplicadas las specias de aquel e so preparadas deves le artifexs, quant es pus leugier a la sua opperacio e pus aut deves les homes per la sua quantitat.	All those instruments are exercised, and when more they multiply the species of that and prepare them for the artists, as it is more suitable to their operation and more necessary for the men by their quantity.
E no obres de aquels instrumentz ja sia qua sia deves tu aparalhat, quar la necessitat de aquels no es excusabla.	And no works of those instruments should be lacking, for the need of those is not excused.
De extraccio de la segondina.	For extraction of the second tooth.
Quan la segondina es retenguda deves le enfantament, lahoras cove que tu comandes a la malautae que retengua le sieu ale, e aprop fay aquela stornudar am condizi, e strenh la tua ma sobre la boca de lu e sobre las nars de lu, e si per aysso es defora eyssit, bo es.	When the second tooth is held, then command the patient to hold their own tongue, and immediately perform that sternutation condition, and place your hand over the mouth of the patient and over their nostrils, and if it is deformed and does not come out, well.
E sino, lahoras tu pren una ola e perfora en la cuberta un trauc e pausa en aquela erbas ubrent la boca de la mayre, ayssi cum calament e ruda e anet e camamilla e scicados arabic e cassia lignea e santaurea.	And if not, then take an olive oil and pour it on the surface of the skin and place it in those herbs that are burning at the mouth of the mare, such as calamint, rue, anet, camomile, Arabic cinnamon, and cassia lignea and santolaria.
Totas aquestas erbas o alcunas de lor sian submersas en aygua en la ola, e pausa aquela sobre le foc.	All these herbs or some of them are immersed in water in the oil, and place that over the fire.
E aprop pausa una canula de canaviera en la boca de la mayre, e tengua aquela entro que la evapor vengua a la concavitat de la mayre.	And then place a cannula of canewood in the mouth of the mare, and hold that inside until the vapor comes to the concavity of the mare.
E aprop fay aquela stornudar ayssi cum havem dit, e la segondina sira fora-getada am velocitat.	And then perform that blowing as we have said, and the second time it is to be done quickly.
Mays si roman aprop aquesta curacio e no es eyssida, lahoras tu comanda a la matrona que submerge la sua ma sinistra en oli sizami o en micellage de altea, e aprop entrometa aquela en le conh e queresca am aquela la segondina, e cum aquela auras trobada, lahoras pren la e exten aquela pauc a pauc Mays si es annexsa en le preon de la mayre, lahoras entrometa la sua ma segon que havem recomtat, e quan aura trobat la segondina, extragua aquela petit a petit segon rectetut per so que la mayre no caja deves la atraccio vehement.	But if this treatment is not effective, then command the midwife to immerse her left hand in olive oil or in a mixture of althea, and place it on the chest and rub it quickly as we have said, and when that has been found, then take it and extend it little by little if it is attached to the prepuce of the mare, then place her second hand after we have recommended, and when she finds the second one, extract it slowly and correctly so that the mare does not suffer from the violent attraction.
Abantz cove que sia permudada als costatz dreyt e sinestre am facilitat.	To move the patient's body easily from side to side.
E aprop sia ajustat en la quantitat de atraccio, quar ela obedira e evasira de adhirencia.	And then adjust it in the amount of attraction that it will obey and avoid sticking.
E si la boca de la mayre es coartada, nos ja havem recomtat la curacio am sturnutacio e am medicacio de la ola am erbas.	And if the mouth of the mother is covered, we have already recommended the cure by sneezing and the medication of the oil with herbs.
Mays si no es fora-getada am totas las causas las quals havem recomtadas, lahoras guarda te que no fetigues sobre aquela en iteracio de abstracio, mays empero cove que aquo que es eyssit de lu a la boca de la mayre lies a la coyssa de la femna, e aprop cristeriza aquela am enguent e tetrafarmacon; quar aquel fara poyrir aquela aprop alcus dias e sira dissolvuda e sira fora-getada.	However, if all the causes that we have recommended are not forgotten, then keep in mind that whatever is necessary from him to the mouth of the mother should be placed on the pillow of the woman, and then anoint it with oil and tetrafarmacon; because this will make it soften and dissolve and be forgotten.
Mays quan se poyreys, es de lu elevada mala audor al cap, e al estomac, e aquo ledeys la malauta; e adonc cove que sian aministradas sub-fumiguacios e convenientz ad aquo.	However, when it softens, raise the patient's head and stomach, and this will help the patient; and then make sure that they are administered sub-fumigations and appropriate to that.
Mays alcus dels Antics ja so esproatz sub-fumigacio de nazitort e de figuas seccas.	However, in ancient times, it was already used for fumigation of nitre and dried figs.
Forma de instrument am le qual la femna es sub-fumiguada deves la retentio de mestruas e de la segondina:	Form of an instrument by which a woman is fumigated to prevent menstruation and the second flow:
Sia fayta de veyre o de eram.	It should be made of wool or linen.
E sia pausada la extremitat subtil en le conh e la extremitat ampla sobre le foc, e la sub-fumiguacio sia pausada sobre las brazas del foc.	And its delicate end should be placed under the belly and its wide end over the fire, and the fumigation should be placed over the arms of the fire.
E tengua aquela entro que sia consumida aquela sub-fumiguacio e itera·n autra.	And hold that in which that fumigation is consumed and repeat another one.
De curacio del cul del enfant no-perforat.	Of the treatment of the unbroken child's buttocks.
Motz enfantz naysso e les culs de lu no so perforatz, les quals ya ciphac subtil e opilat.	When newborn babies and their buttocks are not broken, which are already thin and soft.
Adonc cove a la matrona que perfore am le sieu dit aquel ciphac; e sino, perfora aquel am spatum agut, e guarda se que no toque le lacert.	Then ask the midwife who will pierce that thin part; and if not, pierce that with a sharp needle, and make sure it does not touch the skin.
E aprop pause sobre aquel lana enfusa en vi e oli; e aprop cura aquel am enguent entro que sia senat.	And then place that wool soaked in wine and oil over it; and then treat that with the ointment inside which is not expired.
Mays si temes que sia opilat, lahoras pausa en le trauc una canula per motz dias, e osta la quan le enfant voldra degerir.	But if you fear that it is too soft, then place a catheter in the anus for several days, and remove it when the child wants to defecate.
E ja accideys oppilacio del cul per consolidacio de plagua o de apostema; adonc cove que aquela consolidacio sia inscidida, e aprop sia curada am aquo que avem dit de la curacio e del plom.	And it has happened that the swelling of the anus occurs due to the consolidation of a boil or abscess; therefore, if that consolidation is not incised, and then cured with what we have said about the treatment and the plaster.
De curacio de las fistulas que endeveno dejos.	Of the treatment of the fistulas that occur below.
Las fistulas que endeveno en la partida dejos pus bassa so nodacio e grossetut las quals endeveno prop del cul defora o en l’espazi de la una partida.	The fistulas that occur in the lower part of the buttocks, their location and size, which occur near the anus or in the space between the thighs.
E es una fistula o motas.	And if it is a fistula or abscess.
E cum aquela nodacio es antiquada e corr de la humiditat aygosa blanca o poyridura subtil, e alcunas veguadas so de aquestas fistulas alcunas penetrantz.	And if that location is old and comes from the moisture of white or thin pus, and some wounds penetrate those fistulas.
E aquelas penetrantz so conogudas per aquo que es eyssit de aquelas per la egressio e per ventosetat; e alcunas vetz use le malaute de egressio, e fort leu es eyssit de aquelas verm.	And those penetrating wounds are known by the fact that they come from those that occur during egress and from ventilation; and some use the patient's mouth for egress, and often it is from those worms.
E so de aquelas fistulas alcunas veguadas en l’espazi penetrantz entro a la vesica, e entro al meat de la vergua; e so de aquelas penetrantz entro la junctura de la coyssa e entro al notz de la coeta.	And some wounds are known to occur in the space penetrating into the bladder, and into the meat of the vagina; and some penetrating wounds into the joint and into the back of the thigh.
