Ayssi comensan las paraulas de Albucasim .	Here begin the words of Albucasis.
E aprop entromet espatum be inscident del qual aquesta es la forma de lu:	And then insert a thin, sharp knife of this shape:
e scindeys en lu aquo que es entre·l cul e·ls genetius, no en le mieg loc, abantz al latz de la coyssa sinistra; e sia la seccio sobre aquela peyra e·l tieu dit sia en le cul, e sia fayta seccio transversa, per que la seccio defora sia ampla e dedintz streyta segon la quantitat que egrecio de la peyra sia a lu possibla, e no major, quar fort leu comprem le tieu dit le qual es en le cul la peyra deves la seccio, e es foro-getada ses defacultat.	And split in that which is between the anus and the genitals, not in the middle, but towards the left side of the cushion; and let the section be over that stone and the tool placed in the anus, and make a transverse section, so that the deformed section is wide and narrow according to the amount that the stone is possible to be in the tool, and not more, because it is very important that the tool placed in the anus is not forgotten and its deficiencies.
E sapias que de la peyra es alcuna a la qual so angle e margers, per que le eyssiment de lu es fayt deficil per aquo.	And know that there is a stone from which some angles and edges are, so that the issue of it is made difficult by that.
E de aquela aquo es leon semblant a glan, e es redonda, e es fayt de lu leugier eyssiment.	And from that which is like a lion's claw, round, and made of the same difficult issue.
Donc si es aquela al qual so angles e marger, ajusta en la fissura.	Therefore, if it is to that which has angles and edges, adjust in the fissure.
E si no es ayssi foro-getada, lahoras cove que tu engenes sobre aquel, o que strenguas sobre aquel am gesti decentment, la extremitat del qual sia ayssi cum lima am le qual strenguas sobre la peyra, e no evasesca de lu; o que entrometas dejos lu instrument subtil de curvada extremitat.	And if it is not forgotten, then cover that you engage over that, or that you strain over that with a decent gesture of the end of which is like a razor, and does not escape from it; or that you insert behind it the subtle instrument of curved end.
Mays si tu no podes sobre aquel, lahoras tu amplifica le trauc un petit, e si tu veus flux de sanc, abscindeys en strenh aquel am vitriol trissat.	If you cannot reach that one, then slightly widen the wound a little, and if you want to stop bleeding, cut a strong thread with this three-cornered vitriol.
Mays si la peyra es mays de una, lahoras al comensament tu impelleys la ma a la boca de la vesica, e aprop inscideys sobre lu; e aprop impelleys un petit aprop aquo; e semblantment fay si son motas mays de doas.	If the stone is larger than one, then at first push the hand into the mouth of the bladder, and then insert it inside; and then insert a little more of that same thing; and similarly do if they are more than two.
E si es peyra mot gran, lahoras ignorancia es que tu inscidas aquel am gran seccio, quar accideys al malaute una de doas causas: o que mora o que endevengua a lu destillacio de urina continuabla, per aquo quar le loc no es de tot consolidat.	And if the stone is very large, it is customarily known that you insert this great section, which causes one of two things to happen to the patient: either he dies or he becomes unable to urinate continuously, because the place is not completely solidified.
Mays aministra expulcio de lu entro que sia fora-getada, o engenia en la fractura de lu am las forfexs entro que extragua aquela en pessas.	If you administer the expulsion of it before it is completely forgotten, or if you insert it into the fracture of that one with the forceps before it is extracted in pieces.
Donc cum tu auras cumplit la tua opperacio, lahoras omple la plagua de enses de aloe e de sanc de drago, e strenh aquel.	Then when you have completed your operation, then fill the wound with gauze of aloe and dragon's blood, and strengthen that one.
E pausa sobre aquel drap enfus en oli e vi, o en oli rozat e aygua frega, per so que apostema caut sia cedat.	Pause over that cloth soaked in oil or rose oil and water-soaked, to prevent the abscess from being too painful.
E aprop resupina le malaute sobre le sieu col, e no deslias le liament entro al tertz dia.	Then place the patient on their back on the couch, and do not let the bandage come off for three days.
E cum aquel auras desliat, embroca le loc am aygua e mot oli, e aprop cura aquel am enguent diafinicon e am enguent diabazilicon entro que sia sanat.	When those auscultations are over, apply hot water and oil to the affected area, and cure it with an ointment made of honey and a poisonous plant until it is healed.
Mays si en la plagua accideys apostema caut, adhust e corrosiu, e de aquel semblantz ayssi cum si le sanc es en la vesica congelat, e per lu es la hurina prohibida (e aquo es conogut per la egressio del sanc am urina), a donc entromet lo tieu dit en la plagua e extratz aquel sanc, quar si roman provoca la vesica a corropcio de la vesica e de lu putrefaccio.	If in the wound there is an abscess that is painful and corrosive, and if it is similar to the one that occurs when the bladder is frozen, and if it is prohibited by the outlet (and this is known as the exit of the bladder through urine), then introduce a probe into the wound and extract that abscess, because it can cause the bladder to rot and decay.
E aprop lava la plagua am vi agre, aygua e sal, e am opposicio a tota specia, am aquo que conveneys a lu de la curacio entro que sia sanat.	Then wash the wound with warm water and vinegar, and with all the ingredients that are suitable for its healing until it is healed.
E cove en las horas de tota la curacio que tu lies amdos las coyssas e ajustes las medicinas las quals so pausadas sobre le loc.	And cover all the hours of the patient's treatment, adjusting the medications placed on the area.
E si la peyra es petita e es en le meat de la vergua, e es ficat en lu, e eyssement de urina es prohibit, lahoras cura aquel am aquo que yeu recomti denant que pervenguas a seccio, quar tropas veguadas per aquesta curacio yest acusat de seccio; e ja yeu e esproat aquo, e es que tu prenguas un perforador de ferr alfelut, del qual aquesta es la forma de lu:	And if the stone is small and located in the middle of the urethra, and it is stuck there, and urination is prohibited, then cure that which I previously recommended to reach the point where many troops are said to be successful in this treatment; and I have already done so, and now you should take a needle made of iron, of which this is its form:
de triangulada extramitat, agut, ficat en fust.	of triangular shape, sharp, fixed in wood.
E aprop pren fiel, e lia am aquel la vergua dejos la peyra per so que no retorne a la vesica.	And then take a thin, and place that urethra behind the stone to prevent it from returning to the bladder.
E aprop entromet le ferr en la vergua, perforant am fecilitat entro que·l perforador vengua ad aquela peyra.	And then insert the iron into the urethra, perforating until the needle reaches that stone.
E revolveys le perforador am la tua ma en aquela peyra petit a petit, e tu perforsa la perforacio de lu entro que fassas aquel del autra part penetrar; quar la urina tantost es absolta.	And then rotate the needle in the small stone little by little, and you will perforate that opening until you make the other part penetrate; for urination is immediately released.
E aprop prem la tua ma sobre aquo que es romas de la peyra de la partida deforo de la vergua, quar aquela es trinquada, e es foro-getada am la urina, e le malaute es sanat.	And then place your hand on that spot where the stone of the kidney is located, which is often called the bladder, and is pierced by urine, and the patient is healed.
Mays si aquesta curacio no es a tu aparelhada per alcuna causa la qual prohibeys de aquela, lahoras lia un fiel dejos la peyra, e autra fiel desus la peyra.	However, if this cure is not possible for some reason that prevents you from doing so, then place a true under the stone and another true above the stone.
E aprop encideys sobre la peyra en aquela vergua entre doas liaduras.	And then cut into the stone in that bladder between two grooves.
E aprop extratz aquela.	And then extract it.
E aprop deslia le liament e mondifica le sanc congilat, le qual es fayt en la plagua.	And then remove the membrane and clean the wound with salt, which is done in the wound.
E no es necessari liament de fiel dejos la peyra, sino per que no retorne a la vesica, e l’autre liament desus sino, quar quan es desliat le fiel aprop la egrecio de la peyra, la codena retorna a son loc e cobra la plagua.	It is not necessary to place a true under the stone, but rather to prevent it from returning to the bladder, and the other true above should not be, because when the true is removed from the edge of the stone, the cord returns to its place and causes the wound.
E per aquo es a tu necessari quan lias le fiel desus, que tu eleves la codena a las partidas desus, o que retorne deves le tieu compliment, e cobra la plagua ayssi co havem dit.	And for that reason, when you have removed the true above, you must raise the cord to the parts above, or return it to its original position and cause the wound as we have said.
Capitol .lxi.	Chapter 61.
De extraccio de peyra de las femnas.	Of the extraction of kidney stones from women.
Peyra en las femnas pauc es engendrada.	Kidney stones in women are rarely caused.
Mays si ve peyra ad alcuna de aquelas, lahoras dificil es la curacio de lu, e es prohibida per tropas manieyras.	However, if one of those has a kidney stone, its treatment is difficult, and it is prohibited by many hands.
La una de lor es quar la femna fort leu es verges.	One of theirs is that the strong woman gives birth.
E la segonda es quar tu no trobas femna be scient que descroba si meteyssa al metge quan es casta, o es de las femnas haventz maritz.	And the second is that you do not find a woman who is very skilled in describing whether the doctor is casting spells, or has many husbands.
La tersa es quar tu no hatrobas femna be sabent aquesta art, majorment la operacio am ma.	The third is that you do not have a woman who is very skilled in this art, especially the operation of the abdomen.
E la quarta es que·l loc de la seccio sobre peyra en las femnas es longinc del loc de la peyra, per que indigeys de seccio preonda, e en aquela es temor.	And the fourth is that the location of the incision for kidney stones in women is longer than the location of the stone, so it is necessary to make an initial incision, and there is fear.
Mays si necessitat provoca a tu ad aquo, lahoras cove que tu prenguas una femna metga be scient, e pauc es atrobada.	However, if you need to do so, then you must take a very skilled woman who is rarely found.
Mays si tu es privat de aquela, lahoras cerca metga quast e subtil, o presenta una femna matrona be esenhada en le feyt de las femnas, o femna que en aquesta art ennueys partida del art.	However, if you are not in possession of that, then you must seek a wise and subtle man, or present a woman who has been skilled in the work of women, or a woman who has recently left this art.
Donc fay aquela present, e comanda a lu que fassa tot aquo que tu li mandaras, de la enquisicio sobre la peyra al comensament; la qual causa es que reguarde si la femna es verges, lahoras cove que meta lo sieu dit en le cul de lu e quiera la peyra.	Then do that presently, and command him to do everything you tell him, from the examination of the stone until the beginning; this is because it is necessary to check if the woman is a virgin, then cover her vagina with something and remove the stone.
Donc si atroba aquela, coarte aquela dejos le sieu dit, e lahoras comanda a lu que inscida sobre aquela.	If you find that, cut it off from there and then command him to scrape it off.
Mays si no es verge, lahoras comanda a la matrona que entrometa lo sieu dit en le conh de la malauta e enquiera sobre la peyra, pus que pausa la sua ma sinistra sobre la vesica, e comprem aquela am bona comprecio.	If she is not a virgin, then command the midwife to insert something into the patient's vagina and examine the stone, while placing her left hand on the bladder, and compare it with something good.
Donc si atroba aquela, lahoras cove que gradantment maugua aquela de l’orrifici de la vesica a las partidas dejos am somman de la sua vertut entro que pervengua am aquel a la razit de la coyssa.	If you find that, then gradually clean the opening of the bladder from the parts behind it until it reaches the stone at the bottom of the cavity.
E aprop inscida sobre aquela apposicio de la maytat del conh deves la razit de la coyssa de qualque part sia a lu parada e cent la peyra en aquela partida, e·l dit de lu no sia remaugut de la peyra coartan dejos lu.	Then scrape it off from the bottom of the cavity where the stone is located and place it in a container, and the stone should not remain attached to the scraped-off material.
E la seccio sia pauca al comensament; e aprop entrometa lo ray sobre aquela seccio, e si sent la peyra, lahoras ajuste en seccio segon la quantitat la qual sap que la peyra sira getada de aquela.	And the section should be small at the beginning; and then insert the ray over that section, and if you feel the stone, then adjust the section according to the amount that you know how much the stone is cut from there.
E sapias que las specias de peyra son motas: quar de aquelas es pauca e gran, e leon e aspra, e longua e redonda, e havent ramps.	You should know that the types of stones are round: some of them are small and large, sharp and rough, long and round, and have projections.
Donc tu sapias quantas specias so de lu per aquo que tu signifiques sobre aquo que vols.	Therefore, you should know how many types there are of that for what you mean by that which you want.
E si tu veus flux de sanc, ajusta en le loc vetriol trissat e te aquela per una hora entro que sia abscindit le sanc, e aprop retorna a la tua operacio entro que la peyra sia fora-getada.	And if you want to remove the sand, adjust in the location of the three-pronged instrument and that from one hour until it is abscinded the sand, and then return to your operation until the stone is completely removed.
E fay que prepares am tu dels instrumentz les quals e ditz en la extraccio de peyra en les homes, per so que sias ajudat per aquels en la tua operacio.	And make sure you prepare your tools from the instruments that are mentioned in the extraction of stones in men, so that you will be helped by those in your operation.
E si tu veus flux de sanc, e sabes que la expulcio del sanc es de la arceria que es insciza, lahoras tu pausa polvera sobre le loc e estrenh aquel am pulvils e strictura descent, e no iteras aquo; e layssa la peyra e no extraguas aquela, quar fort leu morira la malauta.	And if you want to remove the sand and know that the expulsion of the sand is from the groove that is incised, then you place powder on the location and loosen that with the dust and structure descending, and do not repeat that; and leave the stone and do not extract it, for if you do, the patient will die.
E aprop cura la plagua.	And then cure the wound.
Donc cum es cedada la acuitat del sanc aprop alcus jorns, e·l loc se poyreys, lahoras tu retorna a la tua operacio entro que la peyra sia fora-getada.	Since the intensity of the pain decreases over days and the wound heals, then return to your operation before the stone is forgotten.
Capitol lxii.	Chapter 62.
De seccio sobre ernia acoza.	Of incision for hernia.
Hernia ayguoza no es sino agregacio de humiditat en le ciphac blanc lo qual es dejos la codena dels genetius contenent le huou, e es nompnat ciphac.	Hernia is not other than an accumulation of moisture in the white bag that contains the intestines and is called the peritoneum.
E alcunas veguadas es en le propri pannicol le qual a lu preparec natura en la partida del huou, entro que sia cuyat que ja es autre huou; e es la codena del genetiu entre le ciphac blanc le qual havem dit, e no es aquo sino tart.	And some of them are in the same abdominal wall that nature has prepared in the part of the intestine, before it becomes another intestine; and this is the septum between the peritoneum that we have said, and this is not other than a membrane.
E la generacio de aquest hernia es per debelitat la qual accideys als genetius, per que ad aquels es efundunda aquesta materia, e alcunas vetz accideys per percuscio fayta sobre les genetius.	And the generation of this hernia is due to the weakening of the abdominal wall, which occurs in the intestines, so that this matter accumulates in them, and some occur due to a blow caused by an impact on the intestines.
E aquesta humiditat es havent motas colors, quar la color de lu o es declinant a citrina o a sanguinent, o rog, o es negra feculenta, o es ayguosa blanqua, e es aquo que es mays.	And this moisture has different colors, such as the color of it is declining to yellow or to blood, or red, or black, or white, and this is what is most common.
E les senhals per les quals es saubut on es aquesta agreguacio de aygua so aquestz: quar si es en le ciphac blanc le qual havem dit, lahoras le apostema es redon declinant un pauc a longitut ayssi cum figura de huou, e appar le genetiu, quar la humiditat conte aquel de tota part.	And the symptoms by which one can recognize this aggregation of pus: if it is in the white phlegm that we have called, then the abscess will gradually decline in length, like a figure of a cow, and appear as a genetic, because the humidity comes from all parts.
E si la humiditat es en le propri pannicol, lahoras le apostema es redon am partida del huou e per aysso hom estima que es autre huou.	And if the humidity is in its own pancreatic juice, then the abscess will gradually decline in parts, like a figure of a cow, and it is estimated by some to be another cow.
E si la humiditat es entre la codena dels genetius e·l ciphac blanc, lahoras catz dejos le centiment.	And if the humidity is between the cord of the testicles and the white phlegm, then it is necessary to cut it.
E cum tu vols la cognicio de la color de la humiditat, lahoras tu esproa la color de la humiditat en le apostema am entromes cayrat del qual la forma es precedida; e segon aquo que es eyssit en le vestigi del entromes, jutga de aquo que es dedintz lu.	And when you want to know the color of the humidity, then you extract the color of the humidity from the abscess and compare it with the color that precedes its form; and according to what is found in the footprints of the entromes, judge of that which is in it.
Donc quan nos vinem a la curacio de lu am ferr, lahoras cove que comandem al malaute que sia fleubotomat si aquo es a tu possibla, e vezes le cos de lu ple.	Therefore, when it comes to the cure of this patient, then command that they be bled if it is possible for you, and sometimes examine their chest.
E aprop sia resupinat sobre le sieu dos sobre alcuna causa un pauc auta, e pausa dejos lu motz draps.	And if it is necessary to place the patient in a supine position on their back for some reason, then place something underneath them.
E aprop setz tu sobre la part sinistra de lu, e comanda al ministra que segua a la dextra de lu, le qual extenda la sua vergua a hun de dos latz a la codena dels genetius e a la partida del mirac del ventre.	And if you are to stand on the left side of the patient, command the assistant to follow on the right side of the patient, who then extends their hand at an angle of about one and a half feet to the groin and the part of the abdomen.
E aprop pren spatum lat e scindeys la codena dels genetius del mieg loc per la longitut entro prop le pentenilh.	And if you take a wide spatula, cut open the groin from the middle down to the pubic bone.
E sia fayta la seccio segon rectetut engualment distant de la linha que deveseys la pel dels genetius, entro que pervengua al ciphac blanc comprehendent.	And if you make the incision straight and equally distant from the line that goes down the groin, until it reaches the white bone that covers the pubic bone.
E excorja aquel, e observa, e guarda te per aysso que tu no inscidas aquel; e la tua excoriacio am la qual aquel excorjas per partida jassia que sia suspenduda am le huou mays e subtilment escruta am la excoriacio segon la quantitat a tu possibla.	And scrape that, observe it, and guard yourself so that you do not cut into it; your scraping should be like the one done by parting the skin gently and subtly scraping along the incision according to the amount possible.
E aprop perfora le ciphac ple de aygua am perforacio ampla, e extratz tota l’aygua.	And if you pierce the pubic bone with a wide hole, extract all the water.
E aprop separa entre doas labias de la seccio am uncis, e exten le ciphac a las partidas desus; e no toques la codena les genetius comprehendent, e inscideys le ciphac en aquela manieyra que es a tu possible.	And then, separate between two labias of the section of the joints, and extend the cautery to the parts above; and do not touch the cord that contains the genitals, and incise the cautery in that way that is possible for you.
E inscideys aquel am la sua totalitat o en pessas, e majorment le sieu latz subtil, quar si tu no perscrutas exquisidament la inscizio de lu, no es fayta segurtat que la aygua no retorne.	And then, incise it to its full extent or in pieces, and more deeply, because if you do not examine the incision carefully, it is not safe that the water will not return.
Mays si le huou procezeys de aquela defora de la sua codena en la ora de la tua operacio, lahoras quan tu auras complida la seccio del ciphac, retorna dedintz aquel, e aprop ajusta las doas labias de la codena dels genetius am sutura, e aprop cura aquel ayssi cum las autras plagua, entro que sia sanat.	But if the wound process from that part of its cord in the hour of your operation, then when you have completed the section of the cautery, return again, and then adjust the two labias of the cord of the genitals with a suture, and care for that as with the other wounds, until it is healed.
E si atrobas le huou corromput per autra malautia, lahoras cove que tu lies les vayssels les quals so sore le suspensori, e extrat le huou, e aprop cura aquel am aquo que havem dit.	And if the wound becomes corrupted by another disease, then cover it with the ways that would support the suspensory, and extract the wound, and then care for that as we have said.
Mays si l’aygua es agreguada en doas partidas esemps, lahoras sapias que doas son las ernias; donc inscideys aquela partida segon que has feyt en l’autra engualment; e si es a tu vist que sia una opera, lahoras tu la fay.	If the water is added in two parts equal, then you know that two are hernias; therefore, incise that part according to what you have done in the other equally; and if it seems to be an operation, then do it.
E aprop tu abstergiys le sanc, e entramet en las seccios lana submersa en oli o en oli rozat; e pausa deforo autra lana la qual tu as submersa en vi e oli, e expandeys aquela sobre dos genetius e·l mirac del ventre; e pausa desobre draps doblatz e pulvils, e lia aquels desobre am liament le qual es segon aquesta forma:	And then you wipe the wound, and introduce it into the sections of wool submerged in oil or rose oil; and place another piece of wool that you have submerged in vinegar and oil, and expand it over two fingers and the belly button; and place over that cloths and powders, and tie those with a cloth that is according to this form:
e aprop sian preses dos draps e sian humplitz de lana carmenada segon aquesta semblansa; e sian faytas las extremitatz am les quals es premut de coto o de lana humida, e sian agreguatz am strectura en le braguier de las braguas, e la una de las extremitatz prengua del cul entro al dos, e la segonda prengua a la partida del pantenilh, e dos extramitatz sobre dos coyssas dejos e dos extramitatz autras sobre dos angonars, e tota extrictura sia ajustada en le braguier de las braguas.	And then take two cloths and fold them according to this pattern; and make the ends of the ones that are pressed from cloth or wet wool, and attach them to the structure in the belt of the bandages, and one end of the extremity takes hold of the buttock inside the other, and the second holds the waist part, and two extremities over two thighs, and two more on two knees, and all the structure should be adjusted in the belt of the bandages.
E alcunas veguadas aquesta hernia es medicada artificialment am cauteri en loc de seccio am ferr; e es que tu prenguas cauteri cutellar subtil e que inscidas am aquel la codena dels ginitius, e es ignit segon que havem recomtat entro que sia descubert le ciphac blanc contenent la aygua, e lahoras tu pren cauteri segon aquesta forma:	Sometimes this hernia is treated artificially with a cautery instead of natural separation; and you should take a thin-bladed cautery and cut the scrotum of the testicles, and ignite it after we have recommended that it be discovered before the white cipher containing the water, and then you take a cautery in this form:
e es asemblat a letra greca.	and it is shaped like the Greek letter.
E aprop perfora am aquel ciphac, e es ignit entro que tota la humiditat sia fora-gitada.	And then pierce that cipher, and ignite it before all the moisture is expelled.
E aprop exten le ciphac am uncis, e excorja am uncis, e excorja am cauteri subtil ignit; e inscideys aquel segon que es a tu possible entro que eradiques tot lu; e guarda te del huou que·l foc no·l toque.	And then extend the cipher with an incision, and excoriate with an incision, and excoriate with a thin-bladed cautery ignited; and insert that according to what is possible to you before you remove everything; and guard yourself from the heat that it does not touch you.
E sapias que aquesta operacio es pus salva e pus longinqua de flux de sanc, e milhor que operacio am seccio.	And know that this operation is safer and longer-lasting than natural separation, and better than the operation of castration.
Mays si a tu fa contrarietat apostema caut en la hora de seccio o en hora de cauteri, o flux de sanc, lahoras cove que tu cures qual contrarietat fa a tu per aquo, am curacio la qual conveneys a lu segon que es dit.	But if you have resistance to the abscess at the time of separation or at the time of cauterization, or during the flow of blood, then cover that which you cure according to what resistance it causes to you by that, and the cure that is appropriate for it according to what is said.
Mays si le malaute es pauruc, e no spera la segonda operacio per la sua horribilitat, lahoras administra perforacio segon que yeu recomti aquo; e es quan es certificat deves tu, per aquo que havem dit de las significacios, que aquela hernia es ayguosa.	If the patient is weak and does not want to undergo the second operation due to its horror, then administer anesthesia as I recommended; and when you are certain that the hernia is incarcerated.
Lahoras cove que tu fassas sezer le malaute sobre alcuna cezelha elevada, aprop perfora le apostema en la partida pus bassa de lu am spatum lat, e pausa la perforacio segon la longitut del cos.	Then make the patient lie on some elevated cushions, and then puncture the abscess in the lowest part of their chest, and pause the puncture according to its length.
E sia la apercio ampla entro que corro tota l‘aygua.	And make sure the incision is wide enough for all the water to flow out.
E aprop pausa sobre le loc coto e lia aquel e layssa aquel, per so que corro le romanent de l’aygua.	Then place your hand over that area and hold it there, so that the water continues to flow out.
E aprop cura aquel entro que la plagua sia sanada.	And then care for that area until the infection is healed.
Mays si contrarietat es a la egrecio de l’aygua en aquela hora tu perforas aquela: e aquo no es fayt sino per aquo quar le pannicol blanc en le orrifici de la plagua fa contrarietat e prohibeys le eyssiment de l’aygua, lahoras cove que tu metas en la plagua pena o instrument am la qual es extrayta l’aygua dels ydropitz, la forma del qual es precedida; o ajusta en la opprecio de la plagua un petit.	If resistance is encountered during the drainage of that area at that time, then do not puncture it except for a small white cloth in the orifice of the wound, which causes resistance and prevents the outflow of water, and then place a pen or an instrument of that form in the opening; or adjust a small pressure on the wound.
E sapias que l’aygua retorna, e es agueguada aprop vi meses o enaviro aquels; e cum es agreguada, lahoras sia perforat segon aquela meteyssa manieyra, quar le malaute ayssi passara les sieus dias.	And you will know that the water returns, and it is diluted with proper medicines or environmental factors; and as it is diluted, then according to that manual, the patient will pass their days.
Capitol .lxiii.	Chapter 63.
De seccio sobre hernia carnosa e la curacio de lu.	About incision over hernia and its treatment.
Sapias que en la seccio sobre aquesta hernia es temor perdusent a pernicia en las majors disposicios; per que a mi es vista la dimissio de lu e esser salvat per aquela milhor.	You will know that in the incision over this hernia, there is a risk of losing the major organs; therefore, it is necessary to remove it and save it from that danger.
E yeu so rememorant la operacio en aquela e las specias dels apostemas.	And you should remember the operation in that place and the characteristics of the abscesses.
Donc, dic que l‘apostemas natz en les cos dels quals les genetius so conponutz e es fayt aquo per motas causas: o per superfluitat aguda agra, la qual es efundida als genetius, o per percuscio.	Therefore, say that the abscesses do not occur in those places where the intestines are contained and it is done for various reasons: either due to excessive acute pain, which is found in the intestines, or due to impact.
E es la color de la apostema segon la color del cos, e no es atrobat en lu dolor, e es apostema greu.	And its color is according to the color of the place, and it does not appear in the pain, and it is a severe abscess.
E fort leu es apostema lapificada, del qual la color es fosca, e no es centiment a lu.	And if the abscess has become hardened, of which the color is dark, and does not move to it.
E alcunas veguadas es fayt per nodacio de las arcerias, e per imflacio de aquelas ayssi quo ja es perceubut la rememoracio de lu, o per imflacio de venas.	Some wounds are made by the closing of the arteries, and by the inflammation of those that already exist, or by the inflammation of veins.
Mays aquo que es per imflacio de arcerias es conogut per la dispercio de la apostema quan compremas aquela am les tieus ditz; e no cove que aquel toques.	This is known as the spread of the abscess when it comes into contact with the thighs, and does not cover that which is called the touch.
Mays aquel que es fayt per imflacio de vena no es dispergut de lu alcuna causa deves la compressio am les ditz.	This is not spread by inflammation of veins, but for some reason it compresses the thighs called the touch.
E ja es possible que sobre aquesta specia sia fayta seccio e sobre les autres carns; e es que tu inscida la codena dels genetius, e aprop esten le huou a las partidas desus, e extratz aquel del ciphac blanc, e deliura le suspensori dels vaysels, e ligua les, e inscideys le suspensori pus que tu deliuras aquel de tota partida de las partidas del huou.	And it is possible that on this special section and on the other flesh; and you should insert the cord of the genetius, and approach the bone to the parts above, and remove that from the white cipher, and remove the suspenders of the vessels, and tie them, and insert the suspensors as you remove all the parts of the bone.
Donc si l’huou ja es am aquelas carnadas consolida, lahoras cove que tu extraguas le huou e inscidas aquel.	Therefore, if the bone is already attached to those flesh, then cover that which you remove and insert it.
E si es adherencia entro alcuna causa del ciphac, o entre aquo que es entre les bayssels, lahoras cove que tu deliures tota aquela adherencia e inscidas aquela per inscizio redonda.	And if there is adhesion due to some cause of the intestine, or between them and the bladder, then you should remove all that adhesion and incise it at the beginning with a round opening.
Mays si es nativitat de carn en le loc de la adherencia la qual es detras, lahoras cove que tu inscidas tot aquo que es de lu, e extraguas le huou ayssi cum havem dit.	But if the flesh is native to the place of the adhesion that is behind, then you should incise all of it and remove it as we have said.
Donc cum es complida la tua operacio, lahoras omple la plagua de lana imfuza en oli rozat e vi; e aprop cura aquela am l’autra curacio entro que sia sanat.	Therefore, when your operation is completed, then fill the wound with lanolin infused in rose oil and vinegar; and cure it with the other treatment until it is healed.
Capitol .lxiv.	Chapter 64.
De la curacio de hernia que es de vitz.	Of the cure of hernia that is in the thighs.
Vit es apostema envolut per alcuna envolucio semblant a broto am mollificacio dels testiculs, e es fayt dificil movement exercitiu e deambulacio sobre le malaute.	The thigh is an abscess wrapped in a covering similar to a bursa caused by the softening of the testicles, and it is difficult to perform any exercise or ambulation on the patient.
E en la curacio de aquesta malautia es per temor per aquo del qual es precedida rememoracio.	And in the treatment of this illness, fear of that which precedes it is remembered.
Empero cove que diguam opperacio en aquela segon que fero les primiers.	However, they call that operation in the second part that they perform first.
E dic que cove que fassas sezer le malaute sobre una cezelha elevada; e aprop enpelleys le suspensori dels testiculs a las partidas dejos; e aprop te la codena dels genetius am les tieus ditz am les baysels que so probdas a la vergua; e tengua aquels autre ministre que tu, e extenda aquels am extencio vehement.	And they say that you should lay the patient on a raised cushion; and then remove the suspensory ligaments of the testicles to the parts behind; and then take the spermatic cords and tie them to the base of the penis, which is exposed to the air; and have another assistant hold those, and extend them with great force.
E aprop inscideys am spatum lat agut per seccio traversa en le dreyt dels vaysels entro que sian les vayssels descubertz.	And then insert the sharp, narrow blade across the section of the vessels where the vessels are exposed.
E aprop excorja de tota partida ayssi quo a tu havem dit en extraccio de arceria las quals so en las templas.	And then remove all the parts that we have mentioned in extraction of arkerias, which are in the temples.
E aprop fica en aquelas un’agulha en la qual sia fiel doble, e lia aquel en le primier del locs en les quals accideys vit, e lia aquel autra veguada en le derier de lor.	And then place a needle in which is faithful double, and tie that in the first of the places where we have caused bleeding, and tie the other one at the end of them.
E aprop inscideys aquels en le mieg loc per seccio dreyta segon la longuesa del cos, e extratz aquo que es agreguat de las humiditatz fetulentas e corruptas.	And then insert those in the middle place by straight section according to the length of the body, and extract that which has been added from the moist and corrupted humors.
E aprop cura la plagua am curacio de las autras plaguas en las quals vols sania esser engendrada per so que caian les vaysels les quals noyreysso un de dos genetius, quar no es mal per aquo.	And then cure the pain and the other pains in which you want to be born by causing the veins that do not carry blood from one of the two genes, because it is not bad for that.
Mays si accideys vit a totz les bayssels, lahoras cove que·ls testicols sian extragutz o que les testicols per aquo se cequo am les vayssels, per que sia privat de tot nutriment per la inscizio dels vayssels, e que sian estaborits, o que cequo per so que no sia juvament am aquels.	But if it happens that all the veins are affected, then cover them with a cloth or bandage to prevent the testicles from being removed or to cover the testicles because of the veins, so that they are deprived of all nutrition at the beginning of the veins, and that they be supported, or that it happens because it is not well for those.
Capitol .lxv.	Chapter 65.
De la cura de hernia entestinal.	Of the cure of intestinal hernia.
Le adveniment de aquesta hernia es per seccio que endeve en le ciphac extendut sobre le ventre de part dels angunars del mirac del ventre, per que deysendo les budels de aquela ruptura ad alcu dels budels.	The occurrence of this hernia is due to a section that extends over the abdomen from the sides of the miracle of the belly, so that the intestines of that rupture come out from any of the intestines.
E aquesta ruptura es o del ciphac o de excencio de lu, e accideysso aquestas doas specias per motas causas: o percussio, o per sautz, o per clamor, o per elevacio de alcuna causa greu, o per semblantz.	And this rupture is of the abdomen or of excision of it, and these two species occur due to various causes: impact, or by sweat, or by shouting, or by raising something heavy, or by similar things.
E·l senhal de aquo, quan es per extencio del ciphac, es que accideys pauc a pauc en lonc temps, e no accideys soptament, e es apostema engual entro ves le preon per so quar le ciphac comprem le budel.	When the swelling from that, due to its extent, happens gradually over time and does not happen suddenly, it is an abscess that forms within the intestine because the intestine contains the intestine.
E le senhal de lu es quan es per seccio del ciphac, quar al comensament fa accidir dolor vehement sobtament; e es apostema divers aparent dejos la codena propdana aparent, e aquo es per eyssiment del budel, e·l cos de lu a las partidas deforo del ciphac.	When the swelling from that occurs due to the section of the intestine, where at the beginning it causes severe pain suddenly; and it is an abscess that appears different from the usual appearance, and it is caused by the intestine, and its cause is the pieces of the intestine.
