Ayssi comensan las paraulas de Albucasim .	Here begin the words of Albucasis.
Mays si es un gran os ayssi cum le os de camba o de coyssa o semblantz ad aquels, e aquo que de lu es corromput es la facia de lu tant solament, lahoras ratz aquela am resio tant solament derriera entro que sia ostada aquela negror e corrupcio, e aprop restaura la plagua.	If there is a large bone like those of the backbone or cushion or similar to those, and that which is corrupted from it is only the surface of it, then remove that resin only behind where that blackness and corruption is, and then restore the wound.
Mays si aquo que de lu es corrumpyt es gran partida, e la corrupcio ja ha conseguida la medulla del os, lahoras es causa necessaria cerrar aquel e aquel tot inscidir entro al loc on es pervenguda la corrupcio, e lahoras cura aquel entro que sia consolidada.	If that which is corrupted from it is a large part, and the corruption has already reached the marrow of the bone, then it is necessary to close that and that entirely incise into the area where the corruption reaches, and then cure it before it becomes consolidated.
E yeu recomti a tu aquo que endevenc ad un home en la sua coyssa per que pausez aquela a eyssempli e adjutori sobre la tua operacio.	And I recommend that you have someone who has experienced this in the patient's thigh to hold and assist during your operation.
Foc un home jove per etat entorn xxx ans, al qual accideys dolor en la sua cueyssa, e de las partidas dedintz mauguda es sobre la materia dedintz le cors entro que la materia es pervenguda a la cueyssa, e es materia de apostema am gran apostema, e no foc a lu causa extrinseca.	A young man around the age of thirty, who experienced pain in his thigh, and from the parts that were putrid was on the matter of the body inside where the matter reaches the thigh, and it is a large abscess, and not from an external cause.
E adonc foc extendut le temps am aquela per la error dels metges entro que l’apostema es hubert, e acorrero de lu materias motas, e la sua curacio foc aprop pausada entro que la camba foc fistulada, e faytz son en lu motz orrificis les quals totz getavan poyredura e las humiditatz del cos.	And then the doctor extended the fire too close to the affected area before the abscess was opened, and the matter that came out of it was stopped by the doctor's hand, and the cure was stopped by the doctor's hand before the bed became fistulated, and the pus in the wounds all poured out and the humidity of the wound.
E adonc le curec multitut de metges entorn dos ans, e no foc en aquels savia ma en la art, entro que yeu fu appelat.	And then all the doctors treated him for about two years, and the fire was not in that place but in the arm, until I was called.
E vi la camba de lu e las materias que corrian de lu aquels orrificis per gran cors; e ja le cos de aquel home era tot stabozit e la color de lu era citrina.	And I saw the bed of that person and the matter that came out of those wounds was very thick; and the wound of that man was completely stable and the color of it was yellow.
E adonc yeu intromesi la tenta ad un de aquels orrificis e pervenguec la tenta al os.	And then I introduced the tent into one of those wounds and reached the tent to the bone.
E aprop yeu e perscrutat tostz les orrificis e trobegui aquels pervenir a lor de totas partidas de la camba.	And then I examined quickly those wounds and found that they had reached all parts of the bed.
E adonc yeu me coytegui e inscidegui sobre un dels orrificis aquels entro que descrobegui una partida del os, e atrobegui aquel corromput, e ja era terros e corrumput e denigrat; e era ja corrumpuda una partida de la camba entro que havia penetrat entro a la mezola.	And then I showed and incised over one of the wounds those that had entered before describing a part of the bone, and at once I found that it was rotten and corrupted and decomposed; and already a part of the bed had penetrated into the muscle.
E adon yeu serregui aquo que a mi era discubert e preparat del os descubert.	And you should have already discovered and prepared that which was hidden under the bone.
E yeu cujegui que no fos en le os sino aquela corrupcio la qual abscidigui e serregui, e yeu ja havia derraziguada.	And you should have discovered that which was not in the bone but rather that corruption which I had cut and prepared, and you had already removed it.
E aprop pausegui la restauracio de la plagua am medicina consolidativas per lonc temps, e no es consolidada.	Then place your hand over the wound with consolidating medicine for a long time, and it is not consolidated.
E aprop yeu iteregui e descubregui sobre le os segondament sobre le descubriment primier, e atrobegui continua corrupcio am le os.	Then you should have discovered and opened again and explored over the bone secondarily over the first discovery, and continued to find corruption in the bone.
E serregui aquo que a mi apares de aquela corrupcio, e aprop yeu fo perforsat fayre la curacio de lu e restauracio, e no es restaurat.	And you should have discovered that which appeared from that corruption, and then you should have prepared to perform the cure of it and restoration, and it is not restored.
E adonc yeu descubri sobre lu autra veguada e no cessegui inscidir le os petit a petit particuladament e perforsa la restauracio de lu, e no es restaurat entro que inscidigui entorn un palm de lu, e aquel extraxi am la medula sua, e aprop restauregui aquel am medicinas, e es consolidat leugierament e sanat.	And then you should have discovered another way and not ceased to gradually incise the bone particularly and perform the restoration of it, and it is not restored until you have incised around a palm of it, and that extracted was its marrow, and then you should have restored it with medicine, and it was consolidated and healed.
E no es necessaria iteracio en la operacio de lu e seccio de lu sino per la disposicio de la freulesa de lu e per la paucitat de la tollerancia de lu e paor de lu de mort, quar a lu accidia en totas horas per superfluitat de evacuacio sincopi mala.	And repetition is not necessary in the operation of cutting off the limb and the limb itself, but for the disposition of the lady's maid and the scarcity of her tolerance and fear of death, which often occurs in all hours due to excessive evacuation of bad blood.
E donc sanat es per sanacio entiera, e nada es en loc de os carn dura; e es fayta bona la disposicio de lu en le sieu cors e retornec la vertut de lu; e es conversat en las suas disposicios e no fec a lu contrarietat en ambulacio ni nocument en denguna causa.	And then healing is for the entire cure, and nothing is in place of hard meat; and it is good to position him in his own body and restore his strength; and he is treated according to his positions and does not do anything contrary to him in ambulation or cause any harm in any case.
Mays si es os eminent en loc del cors ja trauquat, lahoras cove que tu secces aquel segon aquesta manieyra: e es que tu prenguas liament e strenh aquel en la extremitat de aquel os eminent, e comanda ad alcu que extenda aquel en sus; e pausa aquel liament de lana pus gros del primier liament; e aprop lia aquel sobre la carn que es dejos le os, e exten la extramitat de lu per que atires la carn a las partidas dejos, e tu descuebras la carn sobre le loc le qual voles serrar per que la serra no leda la carn.	And if the limb is in place of the body already rotten, then proceed with this method: and that you take a bandage and strength at the end of that limb, and command whoever stretches it; and pause that bandage of thick wool from the first bandage; and bring it over the flesh that is left of the bone, and extend the outside of him to draw the flesh to the parts left, and you uncover the flesh over the place which you want to sew so that the stitch does not hurt the flesh.
E pausa fust o taula dejos le os decentment, quar quan tu fas aquo no es prohibida la serra que no secce la carn corrumpuda.	When the table is placed incorrectly next to the bones, it is not forbidden to use a saw that does not dry out the rotten flesh.
E cove que sia la serradura sobre le loc corrumput petit a petit, quar si es en la concavitat del os corrupcio e no appar en la sua apparicio al sentiment, e forssa a serratura de lu autra veguada.	And cover the sawing on the rotten area little by little, because if it is in the hollow of the corruption and does not appear at the surface, then another method must be used.
E si le os es corrumput e no-eminent, abantz es la una partida continuada am la autra, e la corrupcio es al mieg loc o en partida de lu, lahoras tu descuebre la carn de totas partz tota; e aprop pausa fust dejos, e aprop serra aquel de la primiera partida la on es la corrupcio entro que sia continuada la serratura del autra partida.	And if the bone is rotten and not eminent, then continue sawing from one continuous piece to another, and the corruption is in the middle or in a separate piece, then remove all the flesh from all parts; and place a cushion behind, and use the saw of the first piece where the corruption is continued until the sawing of the other piece is complete.
E sia la serradura segon le loc de la corrupcio un petit, segon que havem dit.	And if the sawing is done according to the location of the corruption, then do it a little, as we have said.
E si la corrupcio es en la junctura, inscideys aquela junctura corrumpuda, e serra le os la on es continuat del autra part.	And if the corruption is at the joint, then insert the saw into the rotten joint and saw the bone where the other piece continues.
E si de la corrupcio es en la continuacio de doas juncturas, lahoras no es en lu razio sino engen.	And if the corruption is in the continuation of two joints, then do not saw in the ratio but rather in a straight line.
E si la corrupcio es en le pecte de la ma o del pe, es mot dificil; empero cove que tu inquieras la corrupcio en qual manieyra appareys a tu, e que abradas aquela, e mondes aquela segon quascuna disposicio la qual es a tu possibla, e am cascum engen sia rectificat a tu, quan no fa a tu contrarietat vena o nervi.	If the corruption is in the breast or foot, it is difficult; however, try to find the corruption in whatever way it appears to you, and remove it, and wash it according to each disposition that is possible for you, and let everything be corrected to you, when not against your will comes blood or nerves.
E sapias qual es inscididors e las serras a inscidir aquestz osses son motz segon le situament dels osses, e la preparacio de aquels, e la grosseza de aquels, e la subtilitat e la grandeza e la parvitat de aquels, e la duricia e la lor raritat; per que cove que tu prepares a tota specia de operacio estrument convenient ad aquela opperacio.	You should know what are the sawblades and the saws to cut these bones, according to the position of the bones, and the preparation of those, and the size of those, and the subtlety and greatness and parvity of those, and their hardness and rarity; therefore try to prepare all kinds of instrument suitable for that operation.
E sapias que aquela operacio significa a tu sobre la specia del strument del qual indigeysses; quan am tu es gran studi e lonc e conoyssensa de las manieyras de aquesta art, e testimoni de manieyras de malautias, quar lahoras ja tu las avias per tu meteys aquo que es convenient a lu dels sturmentz a tota malautia.	You should know that that operation means to you regarding the specific instrument that is needed; when you are great in study and long and knowledgeable of the ways of this art, and testimony of the ways of illnesses, therefore you have already chosen that which is suitable for you from all the instruments for that illness.
E yeu so a tu formant en la fi de aquest capitol le nombre dels instrumentz les quals pausaras cum eyssimples am les quals proceziras a la tua prohibicio la qual experimentaras sobre las autras.	And you will form in the end of this chapter the number of instruments that you will use simply and easily, which you will process according to your prohibition, which you will experience on the others.
Forma de serra:	Circular saw blade:
Forma de autra serra:	Other form of saw blade:
Forma de autra serra:	Other form of saw blade:
Forma de autra serra gran:	Large other form of saw blade:
Forma de ray:	Ray form:
Sia le cap de aquest ray segon la forma de cap de clau stellat, e les puntz de lu sian segon la forma dels puntz alstefegi.	The head of this ray should be in the shape of a star-shaped crown, and its points should be in the form of alstefes.
E no conveneys sino que am aquel sian confricadatz les caps de las juncturas quan so corrumpudas, o es la boca gran ampla.	And it is not advisable to use them only when the joints are corrupted, or if the mouth is very wide open.
Forma de razori major dels autres:	Form of larger razor than the others:
Forma de razori menor:	Form of smaller razor:
Forma de razori lat:	Form of flat razor:
Forma de serra autra decentment fayta: sia fayt arc de lu pus sobira e la acuitat de lu de ferr, e le membre de lu de boys punhal descentment fayt.	Form of other well-made saw: make an arch shape with the blade and sharpen it with iron, and the handle of the blade should be well-made.
Forma de lu:	When joint pain is caused by cold humors that infiltrate each part of the body, and pain occurs in the feet, it is customarily called gout by doctors.
Forma de razori en la qual ha concavitat:	The shape of a blade with a concave surface:
Forma de razori autra subtil:	Another fine shape of a blade:
Forma de autra razori de curvada extremitat:	The shape of another curved-ended blade:
Forma de rasori petit semblant a tenta:	The shape of a small blade similar to a needle:
Forma de incisori am le qual so inscidit les osses:	The shape of a cutting tool that can cut bones:
Forma de inscisori autra minor:	Another smaller cutting tool:
Forma de un autra inscissori; aquest semblant a ray, e la extremitat de lu es cum serra, e es exhibit en motz locs en la razio dels osses:	The shape of another tool, similar to a ray, with its end like a saw, and is used in certain places in the surgery of bones:
Forma de ray lo qual conveneys a rasio de aquel que es perforat dels osses:	The shape of a tool that is suitable for drilling through bones:
E la extremitat de lu es triangulada e de aguda extremitat.	And its end is triangular and has a sharp point.
E es fayt de ferr de India , e semblantment cove que totas las causas que havem ditas de rasoris e de inscissoris e de serras.	And it is made of Indian iron, and similarly coated with all the causes that we have mentioned about blades, cutting tools, and saws.
De inscizio extremitatz e de la serratura dels osses.	Of the ends of cutting tools and the sawing of bones.
Las extremitatz se poyresso o per causa intrinseca o per causa extrinseca, o cum tu auras medicat aquela corrupcio per curacio de aquelas medicinas e la curacio no comfereys, o vezes la corrupcio anar deves le membre la qual no percuteys denguna causa, lahoras cove que tu inscidas aquel membre entro aquo la hon acossec la corrupcio, per que le malaute evasesca per aquo de mort o de malicia que es major defeliment del membre.	When the extremities are affected either intrinsically or extrinsically, or when you have treated that corruption for the cure of those medicines and the cure does not come, or when the corruption leaves the member that was not affected by any cause, then it is necessary to insert that member into that part of the body where the corruption is, so that the patient might escape from that part of the body that causes more harm to the member.
E le senhal de aquel al qual accideys, es que·l membre es fayt negre entro que sia cujat que foc la ja comburit, o se poyreys aprop la negror entro que la poyredura aquela ane entro aquel membre que siec lu e que prengua tot le cors; e donc coyta te am inscizio de aquel.	And the cause of that is that the member becomes black before it is properly cooked, or if it becomes rotten near where the fire has burned, or if it is affected by a disease that has spread throughout that member and has taken over the whole body; therefore, I advise you to insert that part into that place.
E semblantment si es causa de la corrupcio percussio de alcunas causas venenosas ayssi cum de scorpio mari o de vupera o de rutela e de semblantz.	Similarly, if the corruption is caused by the pressure of certain poisonous causes such as a scorpion's sting or from a viper or a rattlesnake and similar creatures.
E si la corrupcio o la percussio es en la extremitat del dit, lahoras tu inscideys le dit e no dones spazi a la corrupcio per que ane entro a la ma.	And if the corruption or pressure is in the extremity of that member, then you should insert that member and not give space to the corruption so that it does not enter into the body.
E semblantment si accedeys a la ma, lahoras tu inscideys aquela de la razit del focil, e no dones spazi a la corrupcio entro que prengua en le focil del bras.	And similarly, if you approach the patient's face, then insert a cushion under their cheek, and do not give space for corruption until they take hold of the cushion in their arm.
E si envezeys aquel, lahoras inscideys le bras entro al coyde en la junctura.	And if you insert that one, then insert your arm into the space at the joint.
E si passa otra la corrupcio e la vezes enviro le coyde, lahoras en aquel es la mort del malaute; e aministrar autra causa otra aquo en curacio es quantitat de vertut.	And if corruption passes around the joint, then that is the death of the patient; and in treatment, give another cause or that one to increase its effectiveness.
E semblantment fay del pe quan corrupcio envezeys le dit del pe, lahoras tu inscideys aquel entro ad un dels nozes.	And similarly, if corruption passes into the foot, then insert that one into one of the toes.
E si pren en la pente del pe, lahoras tu inscideys tot le pe.	And if it takes hold of the toe, then insert the entire foot.
Mays si pueja entro al denol, lahoras tu inscideys la camba entro a la junctura del denol.	But if it can enter the ankle, then insert the cushion into the joint of the ankle.
E si la corrupcio ja es pervenguda sobre le denol, lahoras en lu no es engen sino dimissio, e layssar le malaute a la mort.	And if corruption has already reached the ankle, then in that case, there is no hope, and let the patient die.
E la manieyra de inscidir le membre o de serrar lu es que tu strenhas le liament en la partida pus dejos la qual voles inscidir, e strenh autre liament sobre le loc; e extenda le ministre un liament a las partidas dejos, e extenda le ministra autra liament en sus; e tu separa la carn la qual es entre dos liamentz ain spatum lat entro que sia descuberta tota la carn; e aprop sia inscidit o serrat.	And the method of inserting the member or cutting it is that you strengthen the skin in the part that you want to insert, and strengthen another skin over the area; and extend the minister a skin to the parts behind, and extend the minister another skin on top; and you separate the flesh that is between two skins at least one span wide until all the flesh is discovered; and then insert or cut.
E cove que sia pausat drap de li de totas partidas per so que no toque le loc sa, e que vengua al malaute lesio ajustada e apostema caut.	And let there be placed cloth of all parts to prevent it from touching the wound, and bring the patient's injury and abscess carefully.
Mays si accideys flux de sanc quan obras, lahoras tu cauteriza le loc coytadament, o pausa sus lu alcunas polveras restrenhentz le sanc; e aprop retorna a la tua medicacio entro que sia complida.	If there is bleeding when working, then cauterize the wound continuously, or place some powders to stop the blood; and then return to your medical practice until it is completed.
E aprop lia le membre plaguat am liament al u convenient, e cura aquel entro que sia sanat.	And then bandage the affected member with a suitable bandage, and treat it until it is healed.
E yeu recomti a tu aquo que endevenc a un home en le sieu pe, aquest meteys accident le qual yeu e a tu recomtat, le qual es quar accidic a lu negror en le sieu pe am adustio que era asemblada a combustio de foc.	And I recommend that you be aware of this event that happened to a man in his foot, which is the accident you and I have recommended, which occurred due to the blackening of his foot from an injury that was similar to burning by fire.
E aquela corrupcio accidic primierament en le sieu dit entro que tendec tot le pe.	And that corruption first occurred in his toe within a short time.
E adonc aquel home preparec per si meteys pus que vic la curacio anar al membre am la vehemencia de lu que atrobec de dolor e de adustrio de lu, e el inscidic aquel pe entro a la junctura, e foc sanat.	And then that man prepared for himself more than the cure to go to the member with the urgency of its pain and burning, and he did not cut that foot into the joint, and it was healed.
Lonc temps accidic a lu aquela meteyssa corrupcio en le dit de la ma indic.	For a long time, it often happens to that woman in the mentioned place, corruption in the said uterus.
E adonc venc a mi, e so me perforsat repercutir aquela superfluitat am aquo que pausegui sobre la ma de las medicinas, aprop la mundificacio del cos de lu; e no es repercussa la superfluitat e comensec anar al autra dit entro que comensec en la ma.	And then it comes to me, and I perforate that excess fluid that was placed on the surface of the medicines, approaching the purification of the body; and if the excess fluid is not repelled, it begins to go into the other part where it begins in the uterus.
E el apelec me a inscidir la ma de lu, e yeu no volgui far aquo sperant sobre la repercussio de aquela superfluitat, e mays que temegui deves la inscizio de la ma de lu mort, quar la vertut del malaute era sobre cazement.	And he calls me to incise the uterus of that woman, and I do not want to do that hoping for the reflection of that excess fluid, and more than he fears death from the incision of the uterus, because the virtue of the patient was weak.
E pus que el se desperec de mi, es retornat en la sua terra e pervenguec a mi que aquel home preparec e inscidic la sua ma tota, e es sanat.	And since he was disappointed with me, he returned to his land and reached me that that man prepared and incised his entire uterus, and was healed.
E no he adhuzida aquesta narracio sino per que sia adjutori sobre aquo que catz de aquesta malautia, e que sia significacio per la qual sia significada e segon la qual sia obrat.	And I have not added this narrative except to be helpful for that which is caused by this illness, and to have meaning for the one who understands it and to be done according to that meaning.
De cura sinuum et qualitate clisterizationis cum medicinis.	Of the treatment of sinuses and the quality of clutterization with medicines.
Quan accideys apostema en alcus membres carnozes e·l spazi de l’apostema es prolonguat entro que fa colleccio de sania, e aprop es romput e perforat, e es eyssida de lu la sania, e roman le loc vuoyt quays cum si era vayssel, e la codena que es desobre lu ayssi cum drap subtiliat, e no es pervengut a deriera corrupcio, e no inprimeys en le os o en nervi ni en liament, es apelat sinu, e no es nompnat fistula.	When abscesses occur in fleshy members and the space of the abscess extends until it collects pus, and then it is broken and perforated, and the pus is drained from it, and the place remains open as if it were a vessel, and the codena that is above it is covered with thin cloth, and it does not reach deep corruption, and it does not press on bones or nerves or ligaments, it is called a sinus, and it is not called a fistula.
Mays empero si le spazi es prolonguat entro que la corrupcio enprema en alcun membre, lahoras es appelada fistula e no zukem.	However, if the space extends until the corruption presses on some member, then it is called a fistula and does not heal.
E la cura de lu es que inscidas aquela codena tota ayssi cum es revolvut, e majorment quan es subtiliada e es fayta cum drap, e comfizas que no adhereys al loc per la sua corrupcio.	And the treatment of it is to insert that codena entirely with a revolving motion, and more when it is thinned and made with cloth, and you make sure that it does not stick to the place due to its corruption.
Mays si tu speras que la codena adheresca e que aquela corrupcio no aja conseguit per deriera consecucio, e en la codena ha spassitut de cara, lahoras tu cura aquel am clisteri.	However, if you hope that the codena will stick and that the corruption has not reached deep consequence, and in the codena there is a break, then you treat it with a clutterization.
E es que consideras al sinu, e lahoras si es gran, e·l brac que yeys es de fetent odor, lahoras clisteriza aquel am medicament egipciac le qual es de oli e vi agre e ziniar recebent partidas enguals, e sian ajustadas en un vayssel, e sian coytas sobre le foc entro que’l medicament se fassa rog e pervengua a specitut de mel.	And consider the sinew, and if it is large, and the brace that you have made from fat has a strong odor, then cleanse it with the Egyptian medicament which is made of oil, vinegar, and zinc, and divide it into equal parts, and place it in a vessel, and boil it over the fire until the medicament becomes honey.
E aprop tu pren de lu aquo que es necessari e dissolveys lu am aygua e mel; e clisteriza am aquel le sinu, e strenh le orrifici de lu, e layssa la medicina en lu per la quantitat de doas horas.	Then take that which is necessary and dissolve it in water and honey; cleanse the sinew with that, strengthen its orifices, and leave the medicine on it for the amount of two hours.
E aprop extratz aquela am sprecio; e fay aquo per tantz dias entro que sia mundificat le sinu e sia remauguda la pudor.	Then extract that which is left; and do this for so many days until the sinew is cleansed and remains moistened.
E alcunas veguadas es clisterizat am aygua de cendre, quan no es a tu prezent aquest medicament; e es que tu prenguas la cendra de vitz, e met sobre lu aygua; e aprop cola aquela e clisteriza aquel am ela entro que te confizes que·l sinu lahoras es ostat.	And some waters are cleansed with ash water, when you are not present this medicament; and you should take the ashes of wood, and place them on the water; and then collect that and cleanse it with that inside until you confirm that the sinew is ready.
E si le malaute no ha tollerancia sobre le medicament egipciac ni l’aygua de la cendre, lahoras clisteriza aquel am aygua e mel e quays sia mesclat ziniar trissat, e clisteriza aquel am vi e mel mesclat, quar de proprietat de mel es que mondifique e lave, e le vi fa adherir le sinu, e majorment quan en le vi ha superfluitat de stipticitat e de siccitat.	If the patient does not tolerate the Egyptian medicine or the water of ashes, then make a clyster with honey and charcoal mixed together, and make a clyster with honey alone, because honey is moistening and cleansing, and it makes the sinew adhere, and especially when there is an excess of stupefying and drying in the water.
E cum tu fas aquo alcunas veguadas e te comfizes que·l sinu ja es remaugut, lahoras clisteriza aquel am aquo que fa naysser la carn en lu.	And if you have done this for some time and feel that the sinew has been reunited, then make a clyster with water that makes the flesh soft in it.
E es que prenguas de enguent dyafinicon e dissolveys aquel am oli rozat e vi stiptic; o que clisterizas aquel am alcunas medicinas e enguentz autres que hajan las proprietatz les quals ja he yeu scritz en le tractat dels enguents.	And if you take some egg yolk and dissolve that rosy oil and vinegar, which is stupefying; or if you make a clyster with some medicines and other oils that have the properties written in the treatise of ointments.
E si le orrifici del sinu es streyt en le qual no es recebuda la canula del clisteri, lahoras tu le amplifique aquel am ferr petit a petit, e pausa en lu calgua envolopada en enguent egipciac o en enguent basilicon entro que sia amplificat.	And if the orifices of the sinew are straitened in which the clyster needle is not received, then you should gradually enlarge that water with a small iron, and pause in it covered with Egyptian ointment or basilicon ointment until it is enlarged.
E semblantment si le orrifici es ample, lahoras tu agregua las labias de lu am sutura e layssa de lu quantitat en la qual intre le clisteri ses addicio.	And if the anus is also dilated, then you add stitches to its lips and leave some quantity in which the intestines can be inserted.
E si le orrifici de lu del qual corr le brac es elevat a las partidas desus, lahoras secca aquel en le pus bas loc que es en lu per que le brac corra entro dejos, quar quan le brac es coartat en la preondeza de sinu la carn esser en lu engendrada.	And if the anus of which the intestine passes is raised to the sides above, then dry that part in the lowest place where it is in order for the intestine to pass through, because when the intestine is constricted in its beginning, the flesh will be in it.
E si no es a tu possible seccar le sinu entro al enviro del os pus bas segon que voles, lahoras te perforssa que prepares le membre am preparacio per la qual corr de lu le brac leugierament segon que es a tu apparelhat e que no sia en lu retengut alcuna causa del brac.	And if it is not possible to dry the sinus within the lower part of the bone as you wish, then prepare the member with the preparation that the intestine passes through according to what is available and that there is no cause of the intestine being retained in it.
E pren medicinas consolidativas que sian pausadas sobre le sinu convenientz ad aquo que vols exxten aquelas sobre drap de li.	And take consolidating medicines that are placed on the sinus appropriately for that which you want to extend over that cloth.
E le drap sia de tan gran quantitat cum fa la comunicacio de tot le sinu; e aprop inscidey am las forfexs en le dreyt del orrifici del sinu un trauc pus ample un pauc que l’orrifici del sinu; e aprop exten sobre autre drap de li dels enguentz leons segon la quantitat del trauc, e pausa le sobre aquel per posicio longinqua del orrifici del sinu per que sia aleujat le eyssiment del brac de lu e no ostes le drap gran sino aprop alcus dyas una veguada.	And the cloth should be of such a large quantity that it covers all the sinus; and then insert the forceps in the right of the anus of the sinus a slightly larger than the anus of the sinus; and then extend over another cloth from the intestines according to the quantity of the tract, and place it over that for a long position of the anus of the sinus so that the feces of it are not retained but only the cloth is slightly attached to it.
Mays aquel que es sobre le orrifici del sinu, le qual remauguas en tota hora per so que yesca aquo que es ajust en lu del brac.	When it is above the orifice of the sinus, which remains open all the time in order to prevent that which is adjusted in its place from coming out.
E per que sapias si aquo que corr de lu del brac es mot o pauc, o es digest, o es no-digest.	And so that you know whether that which comes from the arm is mot or little, or digested, or undigested.
E am aysso tu considera le loc de aquel sinu, si en lu sent le pacient dolor o no, e si es en lu apostema.	And so that you consider the location of that sinus, whether the patient feels pain there or not, and if it is in the abscess.
E cum la tua medicacio es prolonguada en la tal manieyra, e vesas la matiera que es gitada sobre le orrifici del sinu ja adhereys, o se apropria adherencia, lahoras le mayti tu le deslia o le tertz dia, e quan deslias la plagua, lahoras muda le drap per autre e renova le enguent.	And if your medication is prolonged in this manner, and you see that the matter which is secreted over the orifice of the sinus has adhered, or has acquired adhesion, then you should remove it or tear it out on the third day, and when you remove the plague, then change the dressing and renew the poultice.
Mays si del sinu aprop lon spazi yeys virus subtil, lahoras no te desperes de la adherencia de li, quar la sanacio de lu se apropria, quar so alcus homes en les quals tarda generacio de carn en las lors plaguas, e de aquels so en les quals es fayt le contrari de lu.	But if from the sinus there is also a subtle pus that approaches, then do not despair of the adhesion of it, for the healing of which will be appropriate, because in some people in whom the generation of flesh in those plagues takes a long time, and in those in which it is done the opposite.
E si del sinu aprop motz dias es yssit brac indigest, lahoras sapias que·l sinu no adhereys; e si es tardada la adherencia del sinu e es la causa prolonguada, lahoras tu ajusta en exsiccacio de las medicinas, e si las medicinas so humidas en lor substancia e en la sua vertut, son seccas ayssi cum enguent dyafinicon, quan es en lu ajustada superfluitat de addicio de zegi.	If the sinus becomes filled with undigested matter, you know that the sinus does not adhere; if the adherence of the sinus is delayed and this prolongs the cause, then adjust in the drying of the medicines, and if the medicines are moist in their substance and in their effect, they are dried like a diaphonic, when they are applied with excessive addition of zegi.
E le mays derier am le qual es curat, es que prenguas de enguent dyafinicon e sia dissout en oli rozat, e sia sobre lu vojat vi antic engual en la sua substancia, e aprop comfeys aquel am lu, e usa de aquel.	The most effective remedy is to take a diaphonic and dissolve it in rose oil, and place it on the affected area, equal in its substance, and apply that remedy.
E ja fa semblant en aquela accio, quan no y a brac, enguent dyafinicon, mel quan es coyt entro que sia engrossat, e usa de lu; o que prenguas mirra e aloen e enses, e trissa tot e polveriza sobre le mel quan es sus le foc, e aprop lineys aquo sobre drap e strenh aquel sobre le sinu; e lineys aquel am le mel le qual has cuoyt entro que es engrossat, e polveriza sobre drap e strenh aquel.	It is similar in that action, when there is no undigested matter, myrrh when it is thickened, and use of it; or take mallow root and aloe, and grind all and powder over the melted honey when it is above the fire, and apply that over the sinus; and apply that which you have thickened myrrh, and powder over cloth and strengthen that.
E alcunas veguadas so administratz am lu aristologia longua e razitz de lili celesti (e es lili celesti) e farina de errs e centaurea, e usa de aquels simples o ajustatz, trissa aquels e cribela e polveriza sobre le mel le qual he recomtat; e husa de lu.	And some of these remedies are administered to the long-suffering patient with lily of the valley (and it is indeed lily of the valley) and flour of eggshells, and centaury, and use those simple herbs or adjustments, sift and powder them over the meal that has been recommended; and use that.
E si es prolonguat le sinu, e no es sanat per aquesta curacio, lahoras sapias que la corrupcio es en le preon de lu, e ja fa enquisicio en les osses o en les autres membres durs o als liaments; lahoras tu le cura am curacio fistular, ayssi cum desus es dit.	And if the sinew is prolonged and not healed by this remedy, then you should know that the corruption is in the very bone of the patient, and it has already been examined in the bones or other hard members or in the ligaments; therefore, you should cure it with the fistular remedy as mentioned above.
De curacio de panarici et unguis attritae et incisione digiti additi et sectione.	Of the remedy for broken nails and toenails, and with the addition of digit incision and sectioning.
Panarici es apostema le qual nays dejos la ungla del dit pous de la ma o del pe, e fort leu nays en les autres ditz, e cum es prolonguat e la sua curacio es mens prezada, o es apostemat de apostema caut, o es corrumput, e gieta brac entro que corrodeys la razitz de la ungla, e fort leu corromp aquela tota, e fort leu perve la sua corrupcio al os entro que es a lu odor fetent, e es fayta la extremitat del dit lada, e la color de lu es fayta fusca.	The remedy for broken nails is an abscess that has not been removed from the finger or toe of the said foot or hand, and it often occurs in other such places, and as it prolongs and its cure is highly valued, it is either a cautious abscess or it is corrupted, and it quickly spreads through the nail bed, and it quickly corrupts the entire nail, and it quickly spreads to the bone inside of which is the same fetid odor, and the end of the said finger is made dark.
E donc quan tu auras aquel am aquo que havem dit en la divisio e no comfereys la tua curacio, lahoras cove que tu inscidas am ferr tota la superfluitat que es romasa de la ungla e aprop cauteriza la plagla aprop aquo, quar cauteri mot es juvatiu en aysso.	And when you have that same instrument that we mentioned in the division and do not compare your cure, then cover it with iron and scrape off all the excess that remains from the nail, and then cauterize the area with a suitable cauterizing tool, which is helpful in such cases.
Mays si le os es sa e la ungla es sana, e las addicios de la ungla vuoydas ja compremen las carns a las partidas dedintz, e comensan lu punger e ledeysso aquela, lahoras cove que tu pauses ray subtil dejos le angle de la ungla que pungeys la carn, e impelleys aquela sus e inscideys aquela carn am facilitat, e pausa sobre aquo que roman de la carn de las medicinas comburentz corrosivas entro que sia tot remaugut; e aprop cura aquel am enguentz entro que sia sanat.	And if the bone is healed and the nail is healthy, and the attachments of the nail have already joined the flesh to the parts of the body, and the pain and inflammation have subsided, then place a thin cloth underneath the angle of the nail that punctures the flesh, and push it towards the wound and scrape off that flesh with ease, and place something over it until the remaining parts of the medicine that were burning corrosively have all disappeared; and then cure that area.
